0.0043953-0.00049247i,0.0050561-0.0013943i,0.0037516-0.0034515i,0.00011254-0.0027868i,-0.002862-0.00043137i,-0.0032422+0.0014066i,-0.0014119+0.0015957i,-0.00048368+0.0011214i,-0.00018897+8.9799e-05i,-8.6245e-05-0.0011646i,9.239e-05-0.0014636i,4.94e-05-0.00041778i,0.00026907+0.00058977i,0.00063683+0.0012176i,-0.00019635+0.0011418i,-0.00069117+0.000853i,-0.00065273+0.00052065i,0.00057075-0.00062603i,0.0012802-0.00048231i,0.00072736+0.00058868i,0.00039621+0.0012087i,0.00034343+0.00092767i,0.00082222+0.00055107i
-0.043545+0.11762i,-0.074005+0.21103i,-0.067888+0.22465i,-0.013347+0.1384i,0.031598+0.046872i,0.041335+0.019752i,0.0408+0.01683i,0.031896+0.003364i,0.017287-0.010003i,0.0025024-0.017568i,-0.0092816-0.016109i,-0.013913-0.010577i,-0.01476-0.0067774i,-0.01184-0.0051947i,-0.0066932-0.0058656i,-0.0069034-0.0065303i,-0.007368-0.0042091i,-0.002166-0.0016307i,0.0030753-0.00015754i,0.0035749+0.00247i,0.0010184+0.0040947i,-0.0049528+0.0022044i,-0.0098241+0.0010069i
-0.088901-0.088444i,-0.15684-0.157i,-0.16149-0.16965i,-0.094207-0.11612i,-0.024927-0.062825i,0.0058324-0.041112i,0.017937-0.032609i,0.026981-0.037975i,0.016796-0.046402i,-0.0020256-0.038072i,-0.010738-0.024142i,-0.012644-0.016345i,-0.014621-0.011989i,-0.016127-0.0074456i,-0.013108-0.0062099i,-0.0073292-0.0070603i,-0.0049473-0.0044124i,-0.0059207+0.00065516i,-0.0047292+0.0043351i,-0.0017527+0.0029786i,0.00017955-0.0014945i,0.0027313-0.0066941i,0.0040709-0.011708i
0.11539-0.043748i,0.20183-0.07871i,0.20042-0.082859i,0.10475-0.058571i,0.0153-0.042758i,-0.018639-0.033643i,-0.018579-0.024103i,-0.011621-0.018274i,-0.0097547-0.0087583i,-0.0081196+0.0075394i,-0.00098857+0.018595i,0.0066664+0.020167i,0.012159+0.018173i,0.010561+0.013438i,0.0054789+0.0097819i,0.0049014+0.010429i,0.0047184+0.0084717i,0.0011148+0.0032576i,-0.0029699-0.00060383i,-0.0037645-0.0039016i,-0.0027051-0.0048282i,-0.00026292+0.00084748i,0.0044636+0.0066811i
-0.009168+0.12126i,-0.012598+0.218i,-0.0099879+0.22851i,-0.011451+0.15377i,-0.021585+0.092516i,-0.026566+0.053085i,-0.030088+0.022129i,-0.035693+0.019549i,-0.026312+0.030293i,-0.0092342+0.029292i,-0.0028529+0.022089i,-0.0013756+0.017417i,0.0010335+0.011731i,0.0034788+0.0064444i,0.0041549+0.0070506i,0.0022899+0.0083626i,0.0022766+0.0045541i,0.0053597-0.0018676i,0.0058348-0.0059265i,0.0041216-0.0044175i,0.0025879+0.00039047i,-0.0022264+0.0033049i,-0.0083904+0.0052508i
-0.10195-0.06065i,-0.18314-0.096743i,-0.19313-0.078699i,-0.11986-0.015987i,-0.049722+0.023473i,-0.019276+0.035795i,-0.0092625+0.033822i,-0.0081937+0.025173i,-0.002204+0.018306i,0.0072062+0.0032886i,0.010567-0.012214i,0.0098882-0.02063i,0.0057175-0.02383i,0.00054958-0.017244i,-7.0115e-05-0.011288i,0.00059537-0.01216i,-0.0010282-0.0098866i,-0.0012188-0.0034345i,0.0014199+0.0021454i,0.0017852+0.0039509i,0.0016876+0.0021834i,0.004053-0.003207i,0.0036267-0.0095902i
0.096067-0.070613i,0.16334-0.12812i,0.16217-0.15426i,0.10266-0.12507i,0.066953-0.066598i,0.053062-0.023263i,0.038934-0.0023727i,0.035363+0.0016217i,0.02767-0.0088737i,0.014535-0.01339i,0.0102-0.009289i,0.0078444-0.0038121i,0.00092944+0.0036055i,-0.0029412+0.0058026i,-0.00073424+0.00011033i,0.00067344-0.0051146i,-0.0019367-0.0050388i,-0.0057827-0.0032803i,-0.0064914+0.00064631i,-0.0037031+0.0041137i,-0.0016938+0.0040559i,0.00073455+0.0067389i,0.0067218+0.0095626i
0.019194+0.10792i,0.046438+0.18479i,0.074948+0.1794i,0.082041+0.087006i,0.05522+0.0042481i,0.027354-0.013088i,0.024974-0.0033091i,0.029923-0.011696i,0.017985-0.024771i,-0.0042073-0.015233i,-0.014875-0.00030612i,-0.018519+0.0019762i,-0.01896+0.0029345i,-0.010696+0.0062084i,-0.0046355+0.0081794i,-0.0046732+0.0098739i,-0.0032328+0.0086558i,-0.0011521+0.0035268i,-0.0017143-0.002582i,-0.0022226-0.0061811i,-0.0019753-0.0073003i,-0.0047097-0.0060204i,-0.0082918-0.00099923i
-0.10984-0.018014i,-0.18735-0.01763i,-0.20017+0.014298i,-0.14642+0.047876i,-0.093634+0.043726i,-0.059631+0.013695i,-0.031838-0.0065002i,-0.015241-0.00666i,-0.0073767-2.7514e-06i,-0.0024492+0.0014594i,-0.0028583-0.00092447i,0.0028844-0.0029249i,0.014864-0.0081384i,0.014134-0.011991i,0.0047578-0.0071709i,0.00099919-0.00020159i,0.0020999+0.0013088i,0.0030197+0.0019272i,0.0043167+0.0014299i,0.0045362-0.0021372i,0.0033533-0.0039787i,0.0031459-0.0063906i,0.00045866-0.010984i
0.060409-0.085134i,0.085302-0.14932i,0.047519-0.15359i,-0.026644-0.082723i,-0.057071-0.011875i,-0.038425+0.010951i,-0.022872+0.0034286i,-0.029559+0.0029373i,-0.026235+0.017883i,-0.0025999+0.01916i,0.010307+0.0088866i,0.0089593+0.010988i,0.0087329+0.015481i,0.0075159+0.0070194i,0.0073505-0.0043543i,0.0087559-0.0095271i,0.0060862-0.0097321i,0.0022195-0.0050095i,0.0013432+0.0031496i,0.0045149+0.0078203i,0.0062295+0.0082429i,0.0067239+0.0099705i,0.009466+0.01095i
0.050274+0.092221i,0.10397+0.14076i,0.13969+0.11391i,0.1308+0.040794i,0.099053+0.017105i,0.066547+0.020138i,0.032969+0.0058884i,0.009718-0.0019893i,0.0011856-0.0019485i,-0.0013314-0.0038302i,-0.0030294-0.0043579i,-0.010084-0.0082944i,-0.023248-0.010059i,-0.024863-0.002588i,-0.013958+0.0016493i,-0.008051-0.0011736i,-0.0056989-0.003229i,-0.0019727-0.004693i,-0.0034522-0.0062368i,-0.0084038-0.0046669i,-0.010933-0.0032546i,-0.013305-0.0028333i,-0.013743+0.0021624i
-0.10789+0.012406i,-0.15972+0.039902i,-0.12282+0.074733i,-0.010731+0.069i,0.053475+0.014222i,0.039946-0.010846i,0.024281+0.0040201i,0.031871+0.0025409i,0.030872-0.015204i,0.0094659-0.018979i,-0.0011904-0.010201i,0.0095299-0.01028i,0.017059-0.01498i,0.0099146-0.010043i,-0.0024576+0.00059819i,-0.010117+0.0079071i,-0.010091+0.0093957i,-0.0056176+0.0064614i,-0.0013352-0.0014581i,0.00092767-0.0081733i,0.0027381-0.0067404i,0.0046603-0.0057625i,0.0037381-0.0097204i
0.028908-0.090675i,0.018564-0.14897i,-0.026883-0.14768i,-0.071396-0.085054i,-0.069669-0.034738i,-0.052396-0.022932i,-0.03885-0.0027996i,-0.013491+0.015696i,0.0012283+0.0091428i,-0.0011693+0.0037495i,-0.0036073+0.010482i,-0.00024101+0.021141i,0.0085062+0.026991i,0.014177+0.018269i,0.011454+0.0066448i,0.0071919+0.0036858i,0.0040036+0.0029792i,-0.0017617+0.0029293i,-0.0026113+0.0055319i,0.0045391+0.0065622i,0.0087254+0.0031744i,0.011653+0.0018561i,0.014793+0.0010704i
0.075693+0.066697i,0.13093+0.079919i,0.12427+0.044159i,0.034597-0.0053919i,-0.055344-0.012271i,-0.064457+0.0099974i,-0.034809+0.0074467i,-0.031954-0.0037617i,-0.031113+0.0045321i,-0.010701+0.011881i,-0.00033707+0.0024123i,-0.011961-0.010327i,-0.021559-0.013835i,-0.014516-0.0096719i,-8.007e-05-0.0037415i,0.0089518-0.0020479i,0.0099965-0.0037826i,0.0066633-0.0029868i,0.0014876+0.0014719i,-0.0022705+0.0056262i,-0.0045002+0.0059293i,-0.0096986+0.0033765i,-0.014264+0.0035757i
-0.084734+0.04172i,-0.11952+0.097368i,-0.088687+0.1224i,-0.021144+0.09866i,0.018356+0.077343i,0.031375+0.062015i,0.041487+0.028313i,0.03318+0.003693i,0.015128+0.005641i,0.014316+0.0063977i,0.020372-0.0051716i,0.021574-0.016705i,0.01575-0.021254i,0.0050904-0.015845i,-0.0017367-0.0087198i,-0.0033727-0.0063538i,-0.00037562-0.0038692i,0.0053664-0.0019378i,0.0083183-0.0039617i,0.0055181-0.0083966i,0.0018264-0.010274i,0.00042469-0.010048i,-0.00078787-0.0082094i
0.0019534-0.096415i,-0.031496-0.15491i,-0.041243-0.13113i,0.0096423-0.043963i,0.069645+0.003561i,0.079697+0.0068901i,0.058491+0.011107i,0.042617+0.010796i,0.029763+0.00026264i,0.011071-0.0088296i,-0.0044816-0.0017124i,-0.0063553+0.018185i,-0.0015108+0.030393i,-0.0019346+0.025427i,-0.0063538+0.012478i,-0.010651+0.0026317i,-0.010927-0.0022682i,-0.0069243-0.0039401i,-0.0019224-0.0053176i,0.00080308-0.0061201i,-0.00062062-0.0022037i,-0.00062502+0.0050107i,0.0044392+0.0066468i
0.084861+0.033952i,0.16244+0.025985i,0.16221-0.007733i,0.088257-0.033544i,0.039226-0.038166i,0.016104-0.046395i,-0.014993-0.045722i,-0.020897-0.032187i,-0.0094992-0.03321i,-0.01544-0.032285i,-0.025575-0.018908i,-0.02718-0.0094664i,-0.02133-0.0054993i,-0.0082028-0.0032927i,0.0030081+1.5699e-05i,0.0047031+0.0031263i,0.00019113+0.0015342i,-0.0056586-0.0024272i,-0.010076-0.00065639i,-0.0098867+0.0053891i,-0.0055248+0.0081146i,-0.0021378+0.0067574i,-0.0036962+0.0054464i
-0.068535+0.073745i,-0.10036+0.15177i,-0.082158+0.15902i,-0.055716+0.065865i,-0.074419-0.024334i,-0.081564-0.04269i,-0.049591-0.028929i,-0.026279-0.020662i,-0.016573-0.0090856i,-0.0031435+0.0016537i,0.014288+0.0022231i,0.029544-0.0083194i,0.033976-0.020277i,0.026177-0.021796i,0.014309-0.016101i,0.006919-0.0086831i,0.0035129-0.00039581i,0.00321+0.0066757i,0.0047733+0.0068534i,0.0042947+0.002281i,0.0049094-0.0024029i,0.007539-0.0093867i,0.0070014-0.013704i
-0.040757-0.094367i,-0.10436-0.15678i,-0.14665-0.13634i,-0.12987-0.046092i,-0.091952+0.019901i,-0.061972+0.044875i,-0.032819+0.051394i,-0.016995+0.052108i,-0.014263+0.05573i,-0.0018229+0.052165i,0.0096905+0.038128i,0.0083994+0.029254i,0.001763+0.023009i,-0.0068366+0.012297i,-0.011798+0.0023857i,-0.011504-0.0003661i,-0.0064603+0.0014105i,-0.00022845+0.0024439i,0.004355+0.0043777i,0.0085062+0.0052101i,0.0073356+0.0034213i,0.0017765+0.0047452i,0.00036309+0.0076957i
0.10336-0.0015321i,0.19225-0.027502i,0.20297-0.051072i,0.12803-0.023112i,0.073061+0.041954i,0.05599+0.07052i,0.035464+0.050584i,0.016031+0.022907i,0.01004+0.009898i,0.0049453+0.00083164i,-0.010548-0.012394i,-0.031487-0.01909i,-0.04364-0.013555i,-0.037615-0.0030448i,-0.020992+0.0065992i,-0.0054735+0.0087925i,0.0040114+0.00207i,0.0054983-0.0053733i,0.00067658-0.0074334i,-0.00377-0.005991i,-0.005246-0.0049056i,-0.0065233-0.0025044i,-0.0061718+0.0023196i
-0.039105+0.097057i,-0.042917+0.19534i,0.0013673+0.22093i,0.062317+0.14198i,0.079891+0.060127i,0.067757+0.019381i,0.058915-0.0075892i,0.058695-0.029147i,0.049134-0.05218i,0.022855-0.057962i,0.0076757-0.038849i,0.015142-0.021173i,0.024081-0.010912i,0.024121+0.0010063i,0.018715+0.0088592i,0.011235+0.0058912i,0.0038223-0.0026378i,-0.00062638-0.0071005i,-0.00086749-0.01109i,-0.0015675-0.01502i,-0.0028803-0.011474i,-0.00026668-0.0080358i,0.0014676-0.011991i
-0.084534-0.074603i,-0.16857-0.12069i,-0.19417-0.10313i,-0.12072-0.053963i,-0.035701-0.056802i,-0.011176-0.06254i,-0.0083845-0.026604i,-0.004176-0.0044623i,-0.0046231-0.0062494i,-0.002345-0.0020164i,0.0053354+0.014995i,0.016385+0.03148i,0.024929+0.033323i,0.024648+0.019251i,0.020237+0.0013299i,0.011721-0.0068117i,-0.0015698-0.0023423i,-0.009352+0.0067527i,-0.0076424+0.013289i,-0.0013527+0.014329i,0.004093+0.012319i,0.0062846+0.011308i,0.0050561+0.010502i
0.10295-0.043484i,0.17358-0.10689i,0.14937-0.15137i,0.02801-0.12883i,-0.054399-0.065168i,-0.052978-0.032301i,-0.043913-0.028228i,-0.051625-0.011153i,-0.054627+0.018507i,-0.037057+0.035536i,-0.017538+0.020631i,-0.019202-0.0057337i,-0.026619-0.021604i,-0.02225-0.027711i,-0.014467-0.025272i,-0.0089401-0.018178i,-0.00027289-0.008612i,0.0061984-0.00029096i,0.0045279+0.0042198i,0.0010574+0.0084565i,0.00026869+0.0064843i,-0.0011626-0.00095465i,-0.004014-0.0020255i
-0.0072775+0.11486i,0.018458+0.21673i,0.049746+0.23152i,0.039813+0.14264i,-0.0061797+0.07738i,-0.013828+0.070495i,0.018061+0.044495i,0.025455+0.014299i,0.019084+0.019147i,0.017425+0.018749i,0.010928-0.0011636i,0.0054402-0.017858i,0.0020735-0.023625i,-0.0050785-0.017824i,-0.011344-0.0036473i,-0.010542+0.0082543i,-0.0035622+0.0077132i,0.0040868-0.0012203i,0.007849-0.0092352i,0.0072989-0.01373i,0.0050976-0.013193i,0.0028028-0.0084417i,0.0017679-0.0041274i
-0.093121-0.051038i,-0.18794-0.065575i,-0.19875-0.025592i,-0.088134+0.03477i,0.008195+0.047076i,0.012085+0.023015i,-0.0051364+0.018413i,0.01277+0.020385i,0.035043-0.0016889i,0.030275-0.023565i,0.0094788-0.01617i,-0.0015327+0.012181i,-0.00029536+0.03287i,0.0028208+0.03403i,0.0056111+0.02436i,0.0048603+0.013949i,0.00042639+0.0067961i,-0.0046832+0.0024542i,-0.0058726+0.00023006i,-0.0030296-0.0023776i,-0.0033096-0.0034858i,-0.0027998+0.001451i,0.0019513+0.0041735i
0.071387-0.051312i,0.131-0.1204i,0.13224-0.13923i,0.093865-0.071931i,0.085657-0.018787i,0.064374-0.030882i,0.010761-0.04169i,-0.016888-0.034341i,-0.015862-0.037376i,-0.014455-0.032731i,-0.0088825-0.012448i,-0.0022365-0.0022413i,-0.0016347-0.0014862i,-0.0024507+0.00090524i,-0.0012962-0.0019522i,-0.00032963-0.0098748i,-0.0021635-0.011445i,-0.0042495-0.0085581i,-0.0067112-0.0054992i,-0.0092093+0.00040017i,-0.0091229+0.0051165i,-0.0097075+0.002634i,-0.01151-0.0031332i
0.022171+0.078773i,0.062142+0.14292i,0.090686+0.1269i,0.055503+0.026938i,-0.0045632-0.019889i,-0.0011883+0.011268i,0.03658+0.023899i,0.037812+0.0057713i,0.0073924+0.00080537i,-0.0092287+0.011273i,0.0050761+0.012537i,0.02417-0.0026286i,0.025729-0.018823i,0.01429-0.022521i,0.0047203-0.013504i,0.0034101-0.0011456i,0.004737+0.0058873i,0.0046798+0.0098425i,0.005664+0.012727i,0.0084215+0.012297i,0.013323+0.0085143i,0.017918+0.0054049i,0.01704+0.0049946i
-0.059267-0.0035652i,-0.12417+0.0057442i,-0.16195+0.021529i,-0.15416+0.016327i,-0.15012-0.00020139i,-0.14361+0.034467i,-0.086437+0.081958i,-0.0293+0.079264i,-0.0099713+0.062715i,-0.0028493+0.04389i,-0.0075846+0.015945i,-0.021028+0.0037534i,-0.0226+0.0070578i,-0.011859+0.0066966i,-0.003095+0.0029483i,-6.59e-07+0.00036238i,0.0022984-0.0018205i,0.003775-0.0011476i,0.0062011+0.0015898i,0.0098997+0.00027682i,0.008395-0.004239i,0.0026875-0.0058015i,-0.0002137-0.0041779i
0.013332-0.024143i,0.014925-0.060644i,0.017281-0.073245i,0.035032-0.032117i,0.066746+0.0014429i,0.074708-0.038537i,0.033923-0.080073i,-0.0012346-0.060771i,0.006548-0.029209i,0.018726-0.021039i,0.005032-0.02017i,-0.014619-0.010424i,-0.017609+0.0042869i,-0.0095619+0.012465i,-0.0051364+0.0090924i,-0.0091898+0.0015922i,-0.01442-0.0040473i,-0.014268-0.01039i,-0.013266-0.017942i,-0.015429-0.021467i,-0.017012-0.017497i,-0.018044-0.0096996i,-0.016794-0.0031221i
0.0049343-0.0055722i,0.03181+0.0030725i,0.054016+0.033243i,0.059688+0.070697i,0.075438+0.076186i,0.098977+0.040319i,0.09658-0.016826i,0.060125-0.056555i,0.017504-0.060222i,-0.0017891-0.038991i,0.0083861-0.013938i,0.027027-0.0040937i,0.029897-0.0077645i,0.019072-0.012377i,0.01099-0.011815i,0.0084613-0.0051497i,0.0074746+0.0046826i,0.0074403+0.0099539i,0.006893+0.0075276i,0.0030223+0.0027296i,-0.00049565+0.0022565i,0.0046853+0.0040741i,0.011045+0.001783i
0.045219+0.0049124i,0.067244+0.019037i,0.075696+0.016933i,0.062451+0.0032929i,0.019595+0.031845i,-0.02846+0.083851i,-0.030803+0.11067i,-0.0064609+0.099163i,-0.0037114+0.062074i,-0.013499+0.034579i,-0.0075947+0.027461i,0.0047169+0.019936i,0.0046602+0.0055959i,-0.0056593-0.0033512i,-0.012385-0.0022114i,-0.0083878-0.0011417i,-0.0021928-0.003872i,-0.00031025-0.00118i,0.00091938+0.010512i,0.005607+0.021544i,0.0094602+0.022873i,0.0059238+0.015955i,-0.00022493+0.01072i
-0.034459+0.068221i,-0.053533+0.091802i,-0.054902+0.050135i,-0.048533-0.063876i,-0.065709-0.17587i,-0.09836-0.17805i,-0.10445-0.099847i,-0.063702-0.039128i,-0.0098882-0.009802i,0.017321-0.0038691i,0.0080424-0.015475i,-0.011452-0.020118i,-0.016692-0.0096899i,-0.0082913+0.0027309i,0.0015811+0.010048i,0.0053461+0.010876i,0.0033913+0.0040323i,-0.0017967-0.0026325i,-0.0040864-0.0038532i,-6.3319e-05-0.003536i,0.0070271-0.0064133i,0.0098505-0.010922i,0.0091175-0.011966i
-0.074457-0.088402i,-0.13756-0.11546i,-0.17535-0.070756i,-0.1706+0.042306i,-0.11412+0.13012i,-0.016677+0.11507i,0.04526+0.038223i,0.032692-0.0040436i,0.012102-0.0026443i,0.010649-0.0052278i,-0.00096331-0.013031i,-0.019266-0.0082121i,-0.023406+0.0021357i,-0.014074+0.004231i,-0.001729-0.0063185i,0.0037665-0.015993i,0.004513-0.013525i,0.0074907-0.01077i,0.0091725-0.016931i,0.0057002-0.024476i,-0.0025893-0.023167i,-0.0082965-0.015649i,-0.0071626-0.010669i
0.12789-0.044798i,0.19336-0.085974i,0.18043-0.082101i,0.13416-0.025014i,0.12394+0.031327i,0.10797+0.053122i,0.071082+0.054693i,0.04641+0.029921i,0.014749-0.0054865i,-0.013155-0.010305i,-0.0035111+0.0081032i,0.024354+0.014996i,0.036379+0.0041875i,0.024863-0.0053912i,0.0037712-0.003134i,-0.012128+0.0023017i,-0.018157+0.0043679i,-0.017097+0.0062678i,-0.013454+0.0063428i,-0.010544+0.003985i,-0.0098937+0.0071778i,-0.0099919+0.017725i,-0.0088907+0.023828i
-0.018788+0.17131i,0.028149+0.26724i,0.096205+0.2386i,0.095558+0.1064i,-0.0057902+0.0067574i,-0.091956-0.027116i,-0.10077-0.031006i,-0.079947-0.022122i,-0.060394-0.019063i,-0.044566-0.010416i,-0.023303+0.0014411i,-0.0023014-0.0010077i,0.0054166-0.0058049i,0.0042572-0.0053095i,0.0011441-0.0023635i,0.0012569+0.0037718i,0.002883+0.0069525i,0.0013369+0.0064016i,-0.00093317+0.007484i,0.00061949+0.0094694i,0.0062603+0.0060258i,0.011981-0.004907i,0.013974-0.014184i
-0.15924-0.10579i,-0.25628-0.11893i,-0.20809-0.056039i,-0.0092385+0.0076163i,0.16666+0.019265i,0.19677+0.028883i,0.16055+0.036317i,0.12856+0.037782i,0.10134+0.049882i,0.077648+0.042466i,0.040318+0.016091i,-0.0013233+0.0050481i,-0.022639+0.011896i,-0.021643+0.020423i,-0.0090009+0.016914i,0.002195+0.003374i,0.008484-0.0048516i,0.011777-0.0050407i,0.010975-0.0020568i,0.0078582+0.0010748i,0.0066093+0.0038407i,0.0050463+0.0034677i,0.001322+0.0038832i
0.16966-0.08464i,0.19187-0.17801i,0.038453-0.23571i,-0.20193-0.23382i,-0.32026-0.19797i,-0.25235-0.1289i,-0.12889-0.052438i,-0.053671-0.033951i,-0.024934-0.045362i,-0.0054777-0.040106i,0.0091713-0.030426i,0.012543-0.030457i,0.011787-0.03714i,0.0094761-0.037245i,0.007891-0.023106i,0.0049978-0.0057752i,0.0013868+0.0036199i,0.00076932+0.0039277i,0.00066289+0.00016553i,0.00066451-0.0017798i,0.00055861-0.0028358i,0.00085525-0.0015115i,0.0011103-3.7946e-05i
-0.015903+0.20433i,0.036304+0.31052i,0.067818+0.32067i,0.026852+0.3228i,-0.023207+0.34503i,-0.026401+0.25273i,-0.041516+0.088992i,-0.075158+0.022619i,-0.072491+0.02255i,-0.052674+0.014623i,-0.034896+0.017936i,-0.012132+0.029909i,0.0027378+0.027904i,0.002279+0.012869i,-0.0056821-0.0016571i,-0.0072524-0.0053489i,-0.0022532-0.0044687i,-0.001853-0.0067823i,-0.0033963-0.0095751i,-0.0019989-0.011625i,-0.0033216-0.014486i,-0.0066003-0.015953i,-0.0072419-0.016015i
-0.17033-0.12513i,-0.23886-0.13902i,-0.098145-0.091308i,0.18452-0.098969i,0.33814-0.17356i,0.27973-0.18106i,0.17181-0.11305i,0.11661-0.061001i,0.08441-0.038002i,0.048942-0.023025i,0.023082-0.017454i,0.008949-0.016077i,0.00034405-0.0048987i,0.0038467+0.011461i,0.013113+0.013824i,0.010014-0.00042955i,-0.0010354-0.011804i,-0.0044293-0.010376i,-0.00044665-0.0041327i,0.0016834-0.00045241i,0.0013803+0.004142i,0.0020598+0.012724i,0.0047965+0.017857i
0.20696-0.054844i,0.27038-0.10834i,0.16785-0.090668i,-0.018765-0.004225i,-0.15685+0.088988i,-0.20475+0.15795i,-0.14964+0.17771i,-0.073287+0.12576i,-0.052599+0.059408i,-0.03817+0.02919i,-0.018334+0.003833i,-0.020249-0.023066i,-0.0308-0.034056i,-0.035163-0.029655i,-0.02702-0.016081i,-0.014288-0.0030386i,-0.0086629+0.005557i,-0.0085931+0.0084439i,-0.0083525+0.0078552i,-0.003428+0.0077419i,0.0025497+0.0046729i,0.0030036-0.0028714i,-0.00094892-0.0075387i
-0.057448+0.22053i,-0.034336+0.30009i,0.031503+0.17273i,0.094615-0.057565i,0.16344-0.17255i,0.19911-0.16405i,0.14813-0.11957i,0.092587-0.056873i,0.083543-0.021197i,0.061655-0.017662i,0.031206+0.012192i,0.030757+0.050817i,0.041932+0.058029i,0.035729+0.038977i,0.014759+0.017005i,0.0020072+0.0071739i,0.0049981+0.0031723i,0.011294-0.00015371i,0.011931-0.00041163i,0.0088507-0.00058102i,0.0044317-0.0009888i,0.0030459+0.00079133i,0.0069234+0.00081121i
-0.1746-0.18869i,-0.3472-0.23721i,-0.47673-0.14727i,-0.57885-0.011249i,-0.62516+0.031915i,-0.4678+0.01543i,-0.20934-0.010501i,-0.08552-0.048659i,-0.073345-0.048227i,-0.053871-0.03141i,-0.031346-0.039926i,-0.026574-0.047756i,-0.024481-0.042806i,-0.014134-0.030946i,-0.0020903-0.022662i,-0.0019294-0.017131i,-0.0076469-0.0077113i,-0.0069452-0.00075288i,-0.0034427+0.00027498i,-0.0037428+0.00042956i,-0.0037105+0.0032619i,0.00044207+0.0065275i,0.0036612+0.0058556i
0.28862+0.00027288i,0.47645+0.011135i,0.54253+0.15085i,0.56676+0.43234i,0.58532+0.62641i,0.45065+0.5152i,0.21729+0.27098i,0.074526+0.15304i,0.039884+0.12071i,0.028442+0.088784i,0.017615+0.054654i,0.010994+0.024314i,0.001423+0.012899i,-0.0079989+0.021204i,-0.007232+0.033238i,0.0041738+0.031427i,0.01012+0.018818i,0.0050348+0.010719i,0.0022711+0.0033909i,0.0029072-0.0069127i,-0.0021676-0.014308i,-0.012808-0.015888i,-0.021519-0.012106i
-0.13656+0.19491i,-0.14928+0.22123i,-0.011301-0.049899i,0.17235-0.55358i,0.2094-0.89579i,0.077114-0.78894i,-0.029531-0.44264i,-0.0012244-0.23656i,0.029445-0.18746i,0.015985-0.12516i,0.021555-0.047298i,0.040154-0.011716i,0.050164-0.010772i,0.047633-0.026234i,0.032584-0.038659i,0.014156-0.034731i,0.003965-0.025231i,0.005349-0.022829i,0.0052908-0.024585i,0.00014773-0.01789i,0.0028376-0.0031191i,0.012933+0.0041675i,0.017182+0.00072734i
-0.13877-0.18532i,-0.28079-0.17743i,-0.39965+0.010228i,-0.51069+0.23686i,-0.58334+0.39133i,-0.43033+0.45014i,-0.1445+0.34728i,-0.042913+0.18965i,-0.068301+0.12364i,-0.05476+0.072473i,-0.052503+0.0074656i,-0.076193-0.011291i,-0.086908-0.0032124i,-0.080696+0.0047637i,-0.059957+0.0054663i,-0.037552+0.0013902i,-0.021053+0.0013253i,-0.013571+0.0049146i,-0.010939+0.017829i,0.0018245+0.028274i,0.017892+0.020488i,0.018814+0.008928i,0.01445+0.00847i
0.31007-0.0074049i,0.48884-0.10111i,0.45552-0.18285i,0.29668-0.12699i,0.25295-0.034804i,0.23973-0.058169i,0.11759-0.085472i,0.044335-0.031638i,0.065554-0.0048941i,0.065579-0.013334i,0.058391-0.005414i,0.068499-0.0031439i,0.064273-0.0056489i,0.049608+0.0088773i,0.040359+0.025081i,0.031862+0.020832i,0.017063+0.0057418i,0.0058502-0.0024878i,0.0076906-0.010966i,0.0058318-0.022714i,-0.010145-0.024785i,-0.022279-0.015569i,-0.022124-0.011521i
-0.27865+0.21511i,-0.47612+0.39286i,-0.56298+0.48952i,-0.53229+0.5254i,-0.47802+0.51445i,-0.36689+0.37775i,-0.2013+0.19019i,-0.11291+0.066869i,-0.088723+0.024155i,-0.059307+0.013226i,-0.039387-0.0013627i,-0.038504-0.0060053i,-0.033737-0.003437i,-0.022064-0.020274i,-0.022911-0.039771i,-0.027905-0.032745i,-0.019407-0.013474i,-0.011577-0.0041001i,-0.015493-0.0023707i,-0.020166+0.0035052i,-0.012798+0.01309i,0.00069121+0.013167i,0.0061181+0.0060128i
0.074191-0.22952i,0.25039-0.30111i,0.60631-0.21222i,1.0449-0.14107i,1.2593-0.16166i,1.0219-0.13918i,0.59989-0.084864i,0.34776-0.037016i,0.22777-0.020312i,0.12069-0.015558i,0.035174+0.012217i,0.0023969+0.042342i,0.0063378+0.050544i,0.0087906+0.047887i,0.0087187+0.0433i,0.0098625+0.030795i,0.0066128+0.018231i,0.0079134+0.017302i,0.015746+0.020277i,0.023843+0.012607i,0.023832-0.0047199i,0.013428-0.0094369i,0.0051328+0.001328i
0.16852+0.031607i,0.14091-0.14011i,-0.17593-0.54955i,-0.69497-1.0102i,-1.062-1.1976i,-0.99113-0.90047i,-0.60735-0.40337i,-0.29015-0.18829i,-0.19187-0.16198i,-0.13178-0.094202i,-0.022272-0.048266i,0.044384-0.06136i,0.041602-0.075265i,0.017023-0.056067i,0.0089351-0.019923i,0.012877+0.00081126i,0.0098456+0.0027735i,-0.00010388-0.0083347i,-0.013064-0.025909i,-0.020425-0.029962i,-0.017221-0.019197i,-0.0090887-0.01296i,-0.0049271-0.015336i
