-0.0031166+0.0002554i,-0.0032695-9.7925e-05i,-0.0020543+0.0014098i,-0.00017164+0.00060025i,0.0012656-0.00080508i,0.0015131-0.00072293i,0.00028785+0.00012105i,8.3375e-05+0.00066103i,0.0012672+0.00077225i,0.0013067+0.0011881i,0.00074557+0.0011881i,0.00053255+0.00041731i,0.00088369-0.00028962i,0.0012671-0.00049474i,0.00081162-0.00069772i,0.00016182-7.8748e-05i,-0.00031214+0.00089807i,-0.00071525+0.00065394i,-0.00060167-2.6023e-05i,-0.00063005-0.00041218i,-0.00065067+6.4757e-06i,-0.00033107-9.4319e-05i,-0.00015865-0.00012474i
-0.04427+0.16003i,-0.11057+0.12407i,-0.11587+0.079894i,-0.044041+0.094218i,0.0025899+0.10275i,-0.0023887+0.07133i,0.0030176+0.028841i,0.0095224-0.01166i,-0.0091474-0.026015i,-0.02229-0.016353i,-0.021453-0.0058135i,-0.017339+0.0073474i,-0.011877+0.018322i,-0.01382+0.021272i,-0.017429+0.021255i,-0.014979+0.018632i,-0.011929+0.012603i,-0.010954+0.0071787i,-0.0088587+0.0048529i,-0.0049094+0.0031079i,-0.0038307-0.00047972i,-0.0051154-0.0024735i,-0.0062746-0.0017846i
-0.10354-0.06875i,-0.021041-0.11303i,0.034356-0.13669i,-0.0097849-0.12677i,-0.039636-0.090206i,-0.02281-0.053927i,-0.022854-0.015651i,-0.020203+0.018811i,-0.0024354+0.018431i,0.0046657+0.0010497i,0.0028438-0.0088752i,-0.001771-0.015231i,-0.0059087-0.016305i,-0.0019856-0.014292i,0.0044499-0.013018i,0.0062137-0.0094838i,0.006596-0.0047736i,0.0065513-0.0012091i,0.0051708-0.0014456i,0.0020766-0.0040296i,-0.0012988-0.0059875i,-0.0016366-0.0066555i,0.00053655-0.0061975i
0.051674-0.075044i,0.028445+0.028676i,0.022341+0.12537i,0.051489+0.11908i,0.043776+0.077669i,0.022424+0.05084i,0.032419+0.008376i,0.027152-0.032429i,0.0035404-0.034474i,-0.0074996-0.015351i,-0.0019506-0.0010001i,0.011881+0.0028035i,0.016896+6.8028e-05i,0.01138+0.003501i,0.0083931+0.010316i,0.0091758+0.0095697i,0.0089867+0.0054679i,0.0070311+0.0036201i,0.0059378+0.0039248i,0.0078663+0.0034907i,0.0090514+0.0021999i,0.0058016+0.0023777i,0.0014413+0.0036351i
0.089807+0.045406i,0.029938-0.043469i,-0.06119-0.11976i,-0.095553-0.11338i,-0.064907-0.090056i,-0.037984-0.060799i,-0.035564+0.00079269i,-0.019109+0.049799i,0.0038427+0.050459i,0.0067993+0.027582i,-0.0041441+0.01501i,-0.011229+0.014043i,-0.0083885+0.011957i,-0.0039054+0.0025491i,-0.0035201-0.0056074i,-0.0042298-0.0076573i,-0.0024426-0.0071111i,-0.0006229-0.0062128i,-0.0027361-0.0049073i,-0.0065992-0.0001591i,-0.0063999+0.0049149i,-0.0026123+0.0045993i,0.00084207-0.0002591i
-0.084068+0.097108i,0.001345+0.10647i,0.1035+0.077503i,0.12516+0.04767i,0.092185+0.043591i,0.063028+0.026305i,0.042955-0.026432i,0.0081962-0.062636i,-0.023894-0.047129i,-0.023591-0.015958i,-0.008261-0.0092072i,-0.003542-0.016674i,-0.0054371-0.016627i,-0.0042693-0.010008i,-0.0026143-0.0064697i,-0.0055236-0.0052466i,-0.0092665-0.0048307i,-0.0073503-0.0042547i,-0.001308-0.0039887i,0.0031539-0.0059743i,0.0034282-0.0067265i,0.0020463-0.0034846i,0.0012423+0.0018396i
-0.070709-0.14081i,-0.11322-0.10583i,-0.13926-0.038452i,-0.13708-0.010868i,-0.1104-0.013543i,-0.073823+0.00059802i,-0.033049+0.043315i,0.015348+0.062973i,0.038463+0.03444i,0.025232+0.0083493i,0.014048+0.0077011i,0.012317+0.0091733i,0.0075305+0.0054999i,0.0017102-9.8128e-05i,0.00037757-0.00316i,0.0018905-0.0024448i,0.0015606-0.00087065i,-9.1749e-05+0.0012503i,-0.00244+0.003535i,-0.0030091+0.003917i,-0.00078683+0.0020768i,-0.00082326-0.001095i,-0.0042319-0.0039216i
0.1634+0.0066003i,0.16046-0.0070419i,0.13565-0.025262i,0.11744-0.047332i,0.079695-0.053577i,0.038953-0.054872i,0.0036277-0.073422i,-0.031193-0.068004i,-0.033979-0.028704i,-0.012574-0.0051371i,-0.004947-0.0030301i,-0.0083894-0.00099282i,-0.0074862+0.00094253i,-0.0050908+0.0021013i,-0.0059+0.0068821i,-0.0046989+0.012191i,0.0007583+0.013203i,0.004727+0.0088651i,0.0053362+0.0019709i,0.0051711-0.0025946i,0.0042134-0.0029207i,0.0032613-0.0012388i,0.00454-2.4231e-05i
-0.071354+0.12616i,-0.092872+0.097031i,-0.11068+0.06388i,-0.089551+0.064763i,-0.039689+0.048373i,-0.006771+0.038087i,0.021849+0.058934i,0.046772+0.052595i,0.037669+0.020046i,0.0163+0.0031699i,0.0064969-0.0014873i,0.0028119-0.00035338i,0.0019028+0.0055041i,0.0010756+0.0061846i,0.00012397-0.00028006i,-0.0006103-0.005326i,-0.0015598-0.0043943i,-0.00069-0.0006957i,-0.0015308+0.0030368i,-0.0038459+0.005907i,-0.0036822+0.0077328i,-0.0023539+0.0068067i,-0.001664+0.0043821i
-0.07796-0.080283i,-0.00030453-0.077407i,0.072111-0.09068i,0.050657-0.089223i,0.0048473-0.043465i,-0.016767-0.027135i,-0.045254-0.049759i,-0.064332-0.046346i,-0.04798-0.022669i,-0.0213-0.011068i,-0.0057664-0.0085437i,-0.0012478-0.0087012i,-0.0046039-0.010484i,-0.00726-0.0081898i,-0.0043474-0.0027237i,-0.0010302-0.0017192i,-0.00047372-0.0060915i,-0.0014764-0.0097943i,-0.0013822-0.010418i,-0.00054922-0.010645i,-0.0015495-0.010094i,-0.0024501-0.0080392i,-0.0012956-0.0057034i
0.064987-0.064688i,-0.0063322+0.010824i,-0.044063+0.09015i,-0.022344+0.070543i,-0.013854+0.00877i,-0.0019624+0.0071778i,0.044535+0.03636i,0.072078+0.030102i,0.052908+0.0053042i,0.021573-0.00094158i,0.0072446+0.0071076i,0.010194+0.010351i,0.018201+0.0060902i,0.018786+0.0017791i,0.012689-0.00036853i,0.0061258-0.0011383i,0.0020817+0.0010439i,0.00062622+0.0045718i,0.0010632+0.0075423i,0.0037523+0.010158i,0.0072201+0.0088128i,0.0067867+0.0034496i,0.0026476-8.6769e-05i
0.076398+0.060746i,0.059538-0.047837i,0.0078164-0.12051i,-0.012889-0.086891i,-0.0011323-0.035122i,-0.017788-0.029673i,-0.06541-0.031505i,-0.083471-0.010297i,-0.0568+0.0095112i,-0.026613+0.0071682i,-0.017318-0.003161i,-0.018554-0.0042348i,-0.019055+0.0020156i,-0.016659+0.0064149i,-0.013028+0.0082188i,-0.0092568+0.0093913i,-0.0057061+0.0087786i,-0.0048967+0.0063524i,-0.0050865+0.0029999i,-0.0044557-6.1927e-05i,-0.0049045+0.00030722i,-0.004213+0.0022167i,-0.0016059+0.00049157i
-0.1024+0.09328i,-0.0191+0.13571i,0.050353+0.12073i,0.045337+0.068049i,0.025121+0.02984i,0.04469+0.020772i,0.086257+0.01086i,0.088674-0.011943i,0.048139-0.020044i,0.018559-0.0082089i,0.014973-0.0021454i,0.014801-0.0085521i,0.010147-0.016495i,0.0063305-0.02052i,0.0054559-0.020904i,0.0047208-0.016196i,0.0052032-0.0080163i,0.0070736-0.0024018i,0.0076385+0.0018682i,0.0067758+0.0041248i,0.0041785+0.0021892i,0.0013988+0.0010898i,0.00086355+0.00384i
-0.063631-0.14802i,-0.11538-0.1189i,-0.1183-0.071836i,-0.087087-0.035075i,-0.064826-0.0029712i,-0.074095+0.013841i,-0.095423+0.026886i,-0.082262+0.038721i,-0.041537+0.030378i,-0.016027+0.011948i,-0.0090349+0.0050626i,-0.0048666+0.0075078i,-0.00022839+0.011398i,0.0024132+0.015881i,0.0029835+0.017876i,0.0035179+0.014246i,0.0039768+0.0067886i,0.0034975+0.00041104i,0.003011-0.0032122i,0.0021575-0.0055824i,0.00076748-0.0051687i,7.6277e-05-0.0036606i,-0.00066445-0.0037111i
0.16631-0.0083019i,0.15449-0.032572i,0.11704-0.032254i,0.077976-0.044012i,0.042662-0.068433i,0.047665-0.073498i,0.075718-0.072975i,0.068735-0.068045i,0.036919-0.042533i,0.017453-0.014779i,0.0087167-0.0032133i,0.00079972-0.0013467i,-0.0063288-0.0022316i,-0.010823-0.006329i,-0.012377-0.010335i,-0.011343-0.01027i,-0.0081212-0.0066465i,-0.0042485-0.003172i,6.935e-05-0.0014791i,0.004021-0.00050389i,0.006814-0.00082612i,0.0084715-0.0023698i,0.0090416-0.0026389i
-0.045442+0.14455i,-0.040554+0.1126i,-0.048859+0.070808i,-0.025284+0.072362i,0.015351+0.079549i,0.0043205+0.075907i,-0.032418+0.083262i,-0.033531+0.079123i,-0.016034+0.047322i,-0.012098+0.017162i,-0.012945+0.003311i,-0.008294-0.00096101i,-0.0016895-0.00047371i,0.0052844+0.0014601i,0.0092926+0.0033584i,0.0070633+0.0028728i,0.0011795+0.00033226i,-0.0038704-0.00085639i,-0.0061379-0.0020442i,-0.0067288-0.0028848i,-0.0070064-0.00026461i,-0.0068566+0.0027235i,-0.006084+0.0025866i
-0.11856-0.07355i,-0.067354-0.048723i,-0.015633-0.050072i,-0.035361-0.061015i,-0.063794-0.05462i,-0.036218-0.059137i,0.00076536-0.081378i,0.0054545-0.078804i,0.0010383-0.04739i,0.0057665-0.021599i,0.012895-0.010947i,0.014684-0.0053486i,0.0098421-0.0023727i,0.0014139-0.0018141i,-0.0033133-0.0019751i,-0.003575-0.00071472i,-0.0021449+0.0016623i,-0.00053083+0.0031739i,-0.00059026+0.0027i,-0.0010968-0.00014244i,-0.0016389-0.0043744i,-0.0024551-0.0072275i,-0.0008847-0.0068254i
0.074781-0.10382i,0.018301-0.064498i,0.00096663-0.0046186i,0.038479+0.0089192i,0.058915+0.0020649i,0.033039+0.025539i,0.0082548+0.061733i,0.0045389+0.063047i,0.0028469+0.037851i,-0.0016062+0.023066i,-0.004832+0.020573i,-0.004378+0.01733i,-0.00026168+0.010788i,0.0022344+0.0061745i,0.0017124+0.0050806i,0.0003781+0.0038729i,9.1413e-05+0.0031449i,0.0016548+0.0029499i,0.0011776+0.002474i,-0.00042136+0.0039312i,0.00071759+0.0055552i,0.002307+0.006302i,0.00043626+0.0066215i
0.10105+0.093753i,0.095257+0.025356i,0.043306-0.02527i,-0.017346-0.02676i,-0.047641-0.025136i,-0.038645-0.049046i,-0.021961-0.072817i,-0.014442-0.066495i,-0.0097922-0.040765i,-0.0067455-0.022674i,-0.0055645-0.017324i,-0.0051196-0.015097i,-0.0059058-0.01075i,-0.0073844-0.0077024i,-0.0080806-0.0072008i,-0.0072057-0.0062813i,-0.0042532-0.0053116i,-9.6568e-05-0.0030534i,0.0028507+0.0011062i,0.0033165+0.0028811i,0.0010217+0.0021463i,-0.001436+0.0020057i,-0.00034448-0.00040304i
-0.1321+0.089292i,-0.084597+0.10795i,-0.020193+0.084806i,0.03227+0.037439i,0.056301+0.012741i,0.049676+0.034705i,0.039925+0.067586i,0.033817+0.06769i,0.021978+0.040809i,0.011999+0.016642i,0.0095119+0.0056903i,0.010354+0.000438i,0.010936-0.0028072i,0.011618-0.0021168i,0.011761+0.0010393i,0.0091842+0.0029915i,0.0052709+0.0020873i,0.0031471-0.00040066i,0.0022829-0.0015694i,0.0010194-9.1397e-05i,0.00081558+0.0010204i,0.002007+0.00083672i,0.0023467+0.0018474i
-0.048587-0.16618i,-0.06789-0.14432i,-0.079351-0.09375i,-0.095094-0.033208i,-0.10249-0.0025557i,-0.091637-0.022864i,-0.078633-0.052658i,-0.062944-0.05095i,-0.037168-0.027275i,-0.013866-0.0096793i,-0.003467-0.0030056i,-0.00221+0.00069099i,-0.0043038+0.0042036i,-0.007068+0.0070934i,-0.0093086+0.0093762i,-0.0082337+0.0087116i,-0.0042503+0.0061238i,-0.0017515+0.0031923i,-0.00018209+0.00091351i,0.0013456-0.00095319i,0.0014295-0.0036825i,-5.6608e-05-0.0056433i,-0.001277-0.0064447i
0.16594+0.00037716i,0.14986-0.0031491i,0.11827-0.016343i,0.096383-0.051153i,0.085597-0.061718i,0.084324-0.025067i,0.089378+0.012029i,0.076507+0.017049i,0.041283+0.0070732i,0.010537+0.005172i,-0.0024382+0.0079575i,-0.0057935+0.0050157i,-0.0053236-0.0021751i,-0.0017376-0.0093153i,0.0013003-0.01269i,0.00049305-0.010422i,-0.0016986-0.006216i,-0.0020164-0.0039124i,-0.0012784-0.0031303i,-5.1102e-05-0.001207i,0.0027915+0.0015317i,0.0056539+0.0033357i,0.0057215+0.0038128i
-0.049816+0.14685i,-0.055151+0.1188i,-0.053942+0.093822i,-0.047219+0.098299i,-0.049776+0.095678i,-0.064692+0.060811i,-0.074384+0.026195i,-0.059505+0.011996i,-0.029574+0.0037866i,-0.011628-0.0067347i,-0.0081654-0.013366i,-0.0053841-0.011308i,-4.4391e-05-0.0041638i,0.0033477+0.0023468i,0.0054013+0.0029328i,0.0066729-0.00089455i,0.0046923-0.0040066i,0.0024617-0.0024222i,0.0012694+0.0011716i,-0.0012782+0.002325i,-0.0044096+0.0015162i,-0.0067791+0.0016957i,-0.0072094+0.0022633i
-0.12322-0.076796i,-0.082759-0.073274i,-0.039171-0.072638i,-0.018389-0.089027i,-0.0015985-0.095993i,0.025718-0.071063i,0.046651-0.042165i,0.040001-0.023904i,0.019719-0.0076588i,0.013055+0.0044162i,0.015472+0.008618i,0.012786+0.0077192i,0.00532+0.0042074i,-0.00063246+0.0008916i,-0.00304+0.0011739i,-0.0034901+0.0037927i,-0.0026105+0.0043596i,-0.0018354+0.0016467i,-0.0013085+3.0245e-05i,0.00081094-7.4829e-05i,0.0030451-0.0027991i,0.0045002-0.0061538i,0.0060927-0.0056278i
0.088656-0.10258i,0.068089-0.064312i,0.039181-0.0092585i,0.029043+0.041993i,0.021441+0.062151i,-0.0044444+0.048296i,-0.028856+0.030558i,-0.031651+0.013636i,-0.023319+0.00015157i,-0.01902+0.00019719i,-0.017572+0.0056647i,-0.014121+0.0067617i,-0.0080851+0.0045903i,-0.0045471+0.002127i,-0.0065761+0.00075865i,-0.0094204+0.00076339i,-0.0088027+0.0024477i,-0.0059993+0.0037876i,-0.002486+0.0029015i,-0.00088974+0.0017549i,-0.00014782+0.0022503i,0.00094141+0.0029831i,-0.00032398+0.002786i
0.08114+0.1066i,0.055235+0.075968i,0.021359+0.013108i,-0.012902-0.045582i,-0.019646-0.066531i,0.0060887-0.054235i,0.031783-0.036384i,0.037608-0.021017i,0.027907-0.011025i,0.015433-0.0099453i,0.0077284-0.013033i,0.0041244-0.013906i,0.0016086-0.010887i,0.00066509-0.0081705i,0.0015649-0.0068516i,0.0021381-0.0046306i,0.0014389-0.0024453i,0.0010273-0.0012176i,0.0020027-0.0014814i,0.0024539-0.0016591i,0.00072759-0.00074181i,-0.00056924-0.00056608i,0.0011295-0.0019588i
-0.12381+0.047631i,-0.10199+0.032205i,-0.040146+0.033622i,0.019241+0.042349i,0.02769+0.046698i,-0.0038022+0.046291i,-0.030255+0.045069i,-0.035368+0.039269i,-0.023742+0.026328i,-0.0074839+0.014786i,0.0031474+0.0089364i,0.0079756+0.0066648i,0.0089047+0.0051278i,0.0072077+0.0040747i,0.0065015+0.0049295i,0.0075033+0.0047414i,0.0080915+0.0033377i,0.0072754+0.002646i,0.004228+0.0013143i,-0.00020434+0.00038354i,-0.0027688+0.0011722i,-0.0025483+0.0023208i,-0.0014177+0.0033884i
-0.015381-0.13093i,0.0014418-0.11786i,-0.021273-0.081658i,-0.057719-0.058027i,-0.061491-0.060821i,-0.029379-0.067921i,0.00095919-0.067672i,0.0080432-0.056096i,0.00165-0.032605i,-0.0030215-0.010684i,-0.0040897-0.00018104i,-0.0046658+0.0021955i,-0.0057749+0.00088163i,-0.0070013-0.00099876i,-0.0073642-0.00043575i,-0.0049039+0.0017593i,-0.0019832+0.002272i,-0.0013211+0.00018179i,-0.00096842-0.001742i,0.0012295-0.0025373i,0.0040468-0.0035571i,0.0040292-0.00462i,0.0024063-0.0047708i
0.12149+0.024767i,0.10563+0.048851i,0.085486+0.032522i,0.081307+0.0097283i,0.073718+0.014371i,0.048546+0.03511i,0.029523+0.05007i,0.022671+0.043136i,0.01471+0.019048i,0.0040333-4.6433e-06i,-0.0031549-0.0064149i,-0.0039979-0.006376i,-0.0015524-0.0043644i,0.00057351-0.0020829i,0.00070098-0.0026651i,-0.0021112-0.0054284i,-0.0037699-0.0062907i,-0.0034461-0.003601i,-0.0029503+0.0003284i,-0.0024672+0.0043948i,-0.0006529+0.0061699i,0.0027781+0.0052923i,0.0042755+0.0035002i
-0.053445+0.091087i,-0.08126+0.064211i,-0.081183+0.038443i,-0.08395+0.026988i,-0.085776+0.013365i,-0.067742-0.007805i,-0.046104-0.021341i,-0.02748-0.016286i,-0.0081202-0.0039178i,0.0054947+7.0942e-05i,0.010575-0.0029199i,0.0097517-0.0048344i,0.003993-0.0024353i,-0.002381+0.00074819i,-0.0030218+0.0020468i,-0.00050763+0.0013632i,5.1405e-05+6.5766e-05i,-0.00067995-0.0013409i,-0.00076217-0.0017975i,-0.00010664-0.0022623i,-0.0017246-0.0036578i,-0.0050225-0.003118i,-0.0054836-0.0019148i
-0.071459-0.069125i,-0.0354-0.086619i,0.0040505-0.070277i,0.034159-0.056573i,0.044853-0.041282i,0.038156-0.016623i,0.027875+0.00064844i,0.012927+0.0037598i,-0.0036803+0.0036323i,-0.010601+0.0094351i,-0.0074048+0.015814i,-0.0010331+0.015551i,0.0035659+0.0080264i,0.0053566+0.00049247i,0.0036915-0.00076341i,0.0016267+0.0014478i,0.0016318+0.0046064i,0.0025823+0.0068416i,0.003051+0.0057649i,0.0028264+0.00346i,0.0021499+0.0013408i,0.0015826-0.0010414i,0.0015486-0.00095494i
0.068879-0.050177i,0.072086-0.013197i,0.03004+0.01924i,-0.01075+0.040871i,-0.027481+0.037i,-0.025648+0.013061i,-0.017383-0.0065368i,-0.0063593-0.016307i,0.0011336-0.019976i,-0.002664-0.019527i,-0.011313-0.014601i,-0.014498-0.0066089i,-0.0097946+0.0015241i,-0.0035564+0.0054705i,-0.0023535+0.0044294i,-0.0034232+0.0030779i,-0.0030298+0.0029046i,-0.0022961+0.001816i,-0.00093299-0.00035658i,0.001384-0.0021463i,0.001738-0.0018119i,0.00080479+0.0014094i,-0.00035511+0.0023086i
0.027247+0.071619i,0.00092122+0.063265i,-0.0037401+0.0097807i,0.0057994-0.035785i,0.019134-0.038453i,0.025139-0.013112i,0.02618+0.0089053i,0.022559+0.018238i,0.017131+0.017219i,0.016534+0.0081657i,0.017121-0.0025429i,0.013619-0.0091939i,0.0059639-0.010909i,-0.00019515-0.0087683i,-0.0018859-0.0057583i,-0.0010175-0.0049759i,0.0012572-0.0051342i,0.0027211-0.0046746i,0.001942-0.0023321i,0.00039493+0.0012499i,-0.00017152+0.0025913i,0.00095029+0.0022068i,0.0021882+0.0012966i
-0.071091-0.00061471i,-0.064581-0.022527i,-0.0265-0.0067901i,-0.0068907+0.021787i,-0.01572+0.030019i,-0.029014+0.016991i,-0.035118+0.0041335i,-0.032417-0.001353i,-0.023868+0.00052515i,-0.013194+0.0097786i,-0.0032446+0.017115i,0.0035245+0.015377i,0.005946+0.0084853i,0.0048783+0.0011964i,0.0027147-0.0013635i,0.0018492+0.00024008i,0.0012712+0.0014033i,0.00099433-0.00025703i,-0.00027299-0.0040237i,-0.0021832-0.0055804i,-0.0023385-0.004712i,-0.0013819-0.0031321i,-0.00063817-0.00063281i
0.020956-0.063552i,0.039736-0.056263i,0.022133-0.037936i,0.0022413-0.044525i,0.0035858-0.05398i,0.0162-0.043938i,0.024727-0.028899i,0.023943-0.020457i,0.012629-0.017415i,-0.0026604-0.014004i,-0.012302-0.0078256i,-0.013972-0.0026957i,-0.0093411-0.00041499i,-0.0023204-0.00075043i,0.00053572-0.0015031i,-0.0010273-0.0011075i,-0.0032422+5.1193e-05i,-0.0044027+0.0020366i,-0.0034168+0.0040202i,-0.0010134+0.0033565i,0.002306+0.00025046i,0.0033431-0.0027191i,0.0016065-0.0034165i
0.03919+0.037393i,0.026481+0.057514i,0.010231+0.049767i,0.01537+0.044211i,0.016929+0.040026i,0.0062957+0.031088i,-0.003816+0.024416i,-0.0042285+0.019822i,0.0049008+0.01143i,0.011097-0.0017082i,0.0089782-0.011346i,0.0035271-0.010949i,-0.00016443-0.0045127i,-0.0023654+0.0021449i,-0.0029865+0.0050816i,-0.001541+0.0040186i,-0.00052504+0.0011695i,-0.00086696-0.00042187i,-0.002256-0.00050939i,-0.0014287+2.2671e-05i,0.00044879+0.001967i,0.00077065+0.0025807i,0.00043659+0.0010728i
-0.044936+0.018849i,-0.060074-0.0042346i,-0.053305-0.0331i,-0.051925-0.042123i,-0.042416-0.038773i,-0.021018-0.029531i,-0.0051509-0.020118i,-0.0031521-0.01049i,-0.0046309+0.0030099i,0.001717+0.012416i,0.009305+0.011076i,0.0087829+0.0052625i,0.0028146-0.0011619i,-0.0017376-0.0062597i,-0.0036818-0.0070918i,-0.0037585-0.0050478i,-0.0013877-0.0020479i,0.0019567+0.00019866i,0.0030595+0.001194i,0.001701+0.001701i,-0.00065853+0.0010295i,-0.0030649+0.00031506i,-0.0031653-0.00050338i
-0.0066599-0.050722i,0.016457-0.053678i,0.041968-0.032995i,0.045534-0.017694i,0.028269-0.0026348i,0.0088831+0.0073805i,0.0015552+0.0084821i,-0.00063575-0.00028679i,-0.00777-0.009832i,-0.015778-0.006383i,-0.015079+0.0031963i,-0.0076062+0.0084477i,0.0016872+0.0075821i,0.0083673+0.0045226i,0.0084122+0.0021101i,0.0043623+0.00089051i,0.00074166+0.00052691i,0.00075324+6.8792e-05i,0.0025435-0.0016148i,0.0025949-0.0036484i,0.0014948-0.004422i,0.00068112-0.0034342i,0.00049008-0.0014167i
0.050436+0.0069293i,0.042243+0.023192i,0.010281+0.034106i,-0.01055+0.021384i,-0.017582-0.0020082i,-0.013043-0.015117i,-0.003778-0.016474i,0.0080102-0.011148i,0.016259-0.010455i,0.011172-0.01585i,6.406e-05-0.016817i,-0.0071594-0.012123i,-0.009368-0.0041406i,-0.0072628+0.0035876i,-0.0033239+0.0059127i,-0.0015958+0.0038715i,-0.0022571+0.0010435i,-0.0028609-0.00046961i,-0.0009167+0.00047987i,0.0014688+0.0016446i,0.0024818+0.001926i,0.0029894+0.0022093i,0.0020899+0.00107i
-0.020097+0.037843i,-0.030857+0.026699i,-0.030821+0.00092932i,-0.010469-0.0032508i,0.0083631+0.0048479i,0.010956+0.010656i,0.0062692+0.013013i,-0.0014909+0.016071i,-0.0026409+0.018158i,0.0057875+0.014532i,0.013078+0.0069118i,0.013458-0.0010842i,0.0080724-0.0067939i,0.0024066-0.0071041i,-0.0010716-0.0026697i,-0.001899+0.0013335i,-0.00073624+0.0014392i,-0.00046362-0.001601i,-0.0025713-0.0029661i,-0.0042084-0.0011277i,-0.0023638+0.0012333i,0.00023894+0.0024972i,0.00086405+0.00099903i
-0.039477-0.03274i,-0.028708-0.037729i,-0.013889-0.030866i,-0.024306-0.012702i,-0.031766-0.00061344i,-0.023433-0.0014348i,-0.01467-0.0079272i,-0.013052-0.014674i,-0.016999-0.011823i,-0.016779+0.00040674i,-0.011237+0.0087864i,-0.0053964+0.011186i,8.778e-05+0.008499i,0.0025471+0.0018843i,0.0013118-0.0032877i,-0.00066597-0.0037559i,-0.0011666+8.1412e-05i,-4.7236e-05+0.0035687i,0.0010795+0.0037542i,-0.00084791+0.0018268i,-0.002773+0.00025765i,-0.0028585-2.2519e-06i,-0.0015223+0.00041017i
0.043041-0.031134i,0.04428-0.020959i,0.042376-0.01428i,0.035643-0.030397i,0.024096-0.032314i,0.015046-0.014773i,0.01292-0.00012755i,0.016103+0.0014247i,0.01384-0.0079746i,0.0031073-0.013776i,-0.0049542-0.011992i,-0.0070264-0.0091391i,-0.0057065-0.0046765i,-0.0014072-0.00019388i,0.0033761+0.0010481i,0.005223-0.00047534i,0.0035553-0.0023304i,3.5839e-05-0.0022507i,-0.00023122-0.00080961i,0.0021521-0.0010269i,0.0030328-0.0030574i,0.0020344-0.0033571i,0.00082755-0.0013126i
0.021958+0.042088i,0.0091185+0.035432i,-0.0045242+0.032477i,0.0014713+0.029385i,0.002173+0.015113i,-0.0057894+0.0016039i,-0.010254-0.00011882i,-0.0067239+0.0075266i,0.0025981+0.011787i,0.0089486+0.0068405i,0.0094671+0.00092188i,0.007903-0.0017813i,0.0043773-0.0025652i,-0.0010412-0.00077882i,-0.0044088+0.00189i,-0.0034764+0.0030825i,-0.00045771+0.0029599i,0.0011276+0.0018316i,0.0020245+0.0019478i,0.0037091+0.0035998i,0.0046151+0.0040035i,0.0036669+0.0021876i,0.0015567-0.00025622i
-0.047138+0.011004i,-0.033452-0.0018218i,-0.025466-0.018476i,-0.022544-0.017098i,-0.0082697-0.010975i,0.0058969-0.0073381i,0.0095873-0.0056369i,0.00042893-0.004256i,-0.0093293+0.001213i,-0.007746+0.0071686i,-0.0032568+0.0076093i,-0.0012702+0.0052849i,-0.00012624+0.0023346i,-0.00037832-0.0017401i,-0.0020557-0.0035105i,-0.0039615-0.0025842i,-0.0044052-0.0019371i,-0.0023828-0.0025623i,-0.0022626-0.0037501i,-0.0039813-0.0031665i,-0.0041503-0.0016873i,-0.0020606-0.00089399i,0.00064633-0.00051289i
-0.0076375-0.047179i,-0.0015232-0.026527i,0.011353-0.013189i,0.004918-0.011191i,-0.0075705-0.0057558i,-0.0094429+0.00086829i,-0.002868+0.0034339i,0.0039303-0.0033977i,0.0024151-0.011961i,-0.0031142-0.010978i,-0.0044129-0.0060739i,-0.0038434-0.0017634i,-0.0026513+0.0026196i,-0.00062649+0.0039339i,0.0012057+0.0013172i,0.00089417-0.00096385i,-0.00096264-0.0011772i,-0.0011053-0.00053196i,0.00099148-0.0011147i,0.0012227-0.0030758i,-0.00010389-0.0041296i,-0.0002043-0.0038921i,0.00038675-0.0022934i
0.046178-0.010058i,0.020081-0.012157i,-6.5943e-05-0.0067321i,-0.0022032-0.015269i,-0.004292-0.023593i,-0.005283-0.019041i,-0.0014189-0.0077909i,0.0068145+0.0031863i,0.012686+0.0045917i,0.010508-0.0005037i,0.0065841-0.0031607i,0.00311-0.0042701i,-0.00067481-0.0043845i,-0.0012543-0.0021644i,0.0011285+0.0012566i,0.0029978+0.0023175i,0.0031061+0.00053097i,0.00088059-0.00067259i,-0.0011678-0.00010314i,-0.00014687-0.0003669i,0.0018214-0.00098441i,0.0020464-0.00076605i,0.00075841-0.00017484i
-0.0037023+0.04616i,0.0050401+0.019201i,0.0040066+0.0048504i,0.0093163+0.0114i,0.013213+0.011988i,0.0077845+0.0036281i,-0.00082698-0.0016041i,-0.009747+0.0015474i,-0.011775+0.007906i,-0.0057916+0.0088828i,-0.00064825+0.0064713i,0.0035458+0.0051743i,0.0064835+0.0019291i,0.0049933-0.001264i,0.00028419-0.0007461i,-0.0036874+0.0022721i,-0.0020123+0.005023i,0.0016851+0.0063344i,0.0018361+0.0066159i,-0.0005061+0.0069041i,-0.00091073+0.0063016i,0.0010152+0.0034002i,0.0014433+0.001001i
