-0.0022064+0.00097204i,-0.00034964+0.00027688i,-0.00055789+0.00038416i,-0.00010955+0.00010457i,0.00050369+0.00061829i,-0.00025431+0.0017905i,-0.00071674+0.0012i,0.00025853-2.8923e-05i,0.0015284-6.5358e-05i,0.0016253+3.9692e-05i,0.00081863-0.00074056i,0.00040842-0.0017674i,-1.0559e-05-0.0018972i,-0.00072741-0.0014574i,-0.0012826-0.001385i,-0.00058095-0.00074806i,0.00045331+0.00010643i,0.00037802+0.00016369i,0.00016369-0.00032681i,3.1315e-05-0.00061326i,0.00027441-0.00030899i,0.00081649+8.2178e-05i,0.00026449+3.7246e-05i
-0.00083098+0.00041464i,0.00025714+0.00038429i,0.00043813+0.0014244i,0.00091458+0.0011668i,0.0010773+0.00036313i,-0.00039767+0.00021859i,-0.00059469+0.0003272i,-0.00015983+0.00062497i,-0.00025985+1.3356e-05i,9.0508e-05-0.00062954i,0.00093327-0.00020526i,0.0012607-0.00047993i,0.0009013-0.0005813i,0.00018396+0.00017059i,-0.00027589+0.00053161i,-0.00022511+0.00023875i,0.00014952+0.00043868i,0.00023311+0.00038638i,5.2709e-05-0.00064158i,0.00026952-0.0010146i,0.00082532-0.00035701i,-7.675e-05-4.8829e-05i,-0.00062925-0.00018973i
0.00020472-0.00056111i,-0.00049702+0.00050764i,0.00057845+0.00096842i,0.0014166+0.00077283i,0.00064175+0.00033599i,-8.6661e-05-9.2747e-05i,2.6558e-05-0.00048256i,0.00094559-0.00029191i,0.0014614-0.00026247i,0.00034803-0.0006884i,-0.00065411-0.00087603i,-0.00019863+9.9224e-05i,0.00026501+0.00087541i,0.00068382+0.0007027i,0.0010551+0.00089779i,0.00051154+0.0010765i,-0.00051984+0.0008084i,-0.0010578+0.00027795i,-0.0004119+5.1951e-05i,4.929e-05+0.00049974i,-0.00031647+0.00045559i,-0.00037816+1.5047e-05i,-0.00014298+0.00010364i
0.00063196-0.00086354i,0.0012171-0.00019832i,0.00086585+0.00012806i,0.00042039-0.00069468i,0.00027853-0.00057371i,-0.00011925+0.00029393i,-5.3976e-05+0.00069458i,0.0011683+0.0007678i,0.0017433+0.00010058i,0.00050362-0.00054825i,-0.0001167-0.00098828i,2.102e-06-0.00064671i,-9.4789e-05-0.00035441i,0.00042956-0.00044783i,0.0004282+0.0004563i,-7.2237e-05+0.0015528i,0.00010728+0.0012932i,0.00046407+0.00058166i,0.00067514+0.0001018i,0.00067108-0.00031562i,-2.6266e-05+0.00019942i,-0.00073687+0.00058377i,-0.0010151-0.00016407i
0.00033093-0.00082908i,0.00053796-0.00024785i,0.00017631-0.00015029i,-0.00074399-0.00024172i,-0.00093454-7.5775e-05i,-0.00016656+0.00085782i,0.00025968+0.0017289i,0.00026439+0.00043232i,-0.00014057-0.001051i,-0.00012016-0.00092592i,3.7179e-05+0.0001002i,0.00028789+0.0005811i,3.6287e-05+0.00021567i,-0.00061518-0.00017842i,-0.00069399-0.00050437i,-0.0011731-0.0004998i,-0.0014884-9.8744e-05i,-0.00065017+0.00012449i,0.00020501+0.00017215i,0.00067688-0.00032455i,0.0013842-0.00093029i,0.0013084-0.00084054i,0.0005989-0.00070859i
-0.0016581+0.0017822i,-0.00066324+0.00065024i,0.0007876+0.0013437i,0.0014984+0.00091415i,0.0017325-6.4933e-05i,0.0015033-0.00014602i,-0.00010396+0.00069398i,-0.00084597+0.0010406i,-1.8618e-05+0.00017286i,0.0011685-0.00018935i,0.0010778+0.00041521i,0.00051238+0.00056947i,-0.00024722+0.00039027i,-0.001133-9.3209e-05i,-0.00075203+1.5986e-05i,0.00012882+0.00031676i,0.00091484+0.00078054i,0.00061758+0.0013543i,-0.00030387+0.00090273i,-0.00091396-0.00017836i,0.00032968-0.0006138i,0.00071404-0.00050921i,-0.00047628+0.00012544i
0.00028445-0.0011305i,-0.00044621-0.00090449i,-0.00096323+0.00022651i,-0.00079724+0.00063607i,0.00030594+0.00059375i,0.0001736+7.2366e-05i,-0.00022445-0.00030165i,-0.00035781-8.03e-06i,-3.646e-05-8.539e-05i,0.00027357-0.0010941i,3.5845e-05-0.00081656i,8.0643e-05+0.00032157i,0.00037155+0.00088551i,0.0004611+0.00041321i,0.00018308-0.00029169i,-0.00031268-0.00030404i,0.0004216-0.00050386i,0.0005671-0.00085913i,0.00059243-0.00015005i,0.00078133+0.0003645i,0.00094185+0.00053181i,0.00053016+0.00040159i,-2.5243e-05-0.00039776i
-7.0018e-05-0.00039617i,0.00020205-9.96e-05i,0.00082591+0.00054257i,0.00060752+0.0011142i,0.00075864+0.0010132i,0.00065064+0.0010609i,0.00051539+0.0010235i,0.00073023+0.00068277i,0.00041883-0.00048664i,6.986e-05-0.00067206i,0.00017194-0.00076612i,-0.00022134-0.0007818i,-0.0010433-0.00010852i,-0.00059654+0.00026004i,-0.00019563+0.00028943i,-0.00016079-0.00017893i,0.00045322-0.00029027i,0.00042577+0.000677i,1.8005e-05+0.00091516i,-9.5593e-05-7.8036e-05i,0.00020102-0.00069955i,0.00022253-0.00068495i,0.00029785-0.00039652i
0.00090168-0.001051i,-6.5911e-05-0.00062724i,-0.00030294-0.00055391i,-0.00054545-0.00029424i,-0.00091071+0.00017834i,-0.00040718+0.00053658i,0.00059893+0.00032373i,0.0004679-0.00019149i,-0.00030754-0.00043285i,-0.00033331-0.00059703i,-5.5551e-06-0.00080475i,0.00042426-0.00051593i,0.00043468-0.00053311i,0.00089869-0.00107i,0.0013293-0.0003692i,0.00084582-6.515e-05i,-5.3446e-05-0.00035785i,-0.00019372+1.8688e-05i,0.00035588+0.00033514i,0.00093805+0.00031284i,0.000918+7.6678e-05i,0.00034851-0.0002752i,0.00012201+2.717e-05i
0.00086024+0.0015598i,-0.00040072+0.00050488i,-0.00024671-0.00096442i,0.0010704-0.0019894i,0.001827-0.0015411i,0.00049099-0.00022597i,-0.00028823+0.0012357i,0.00020287+0.00086284i,0.0003454-6.698e-05i,0.00048932-0.00055198i,0.00063927-0.00095287i,0.00037787-0.00066595i,-0.00076458-0.00010063i,-0.0015113+4.6984e-05i,-0.00093408+0.00049266i,-0.00042616+0.0002528i,-0.00024702+0.00051947i,9.2035e-05+0.00077728i,0.00014919+0.00026066i,-3.9712e-05+0.00055049i,6.8155e-06+0.00072335i,-1.4657e-05+0.00019679i,-8.6525e-05+0.00026964i
-0.0010528+0.00054189i,-0.00090557+0.00034366i,-0.00099236+0.00037653i,-4.5255e-05+0.00031084i,0.00078389+0.00032676i,0.00030794+0.00048809i,-0.00035691+0.00053975i,2.0407e-05+0.0003232i,0.00024656-0.00011379i,0.00047453-0.00085576i,0.00066603-0.0011107i,0.00058911+3.3042e-05i,0.00048896+0.00068939i,-4.9272e-05+0.00035018i,-0.00029777+0.00021555i,-0.00068931-0.00010031i,-0.00021441-0.0004558i,-0.00019416-0.00028445i,-0.00047978+0.00027961i,0.00014608+8.3407e-06i,0.0008325-0.00056016i,0.00080464-0.0005847i,-0.00019267-0.00061628i
1.3898e-05-0.0014068i,0.00059448+2.5197e-05i,0.00056244+1.0671e-05i,0.00084175+0.0008796i,0.00061478+0.0020696i,0.00046314+0.0023473i,0.00073162+0.0014141i,0.0010592-0.00023958i,0.0009636-0.0010531i,0.00051838-0.00085869i,0.00021153-0.00020118i,0.00012957+0.00046626i,0.00047334+0.0012453i,-7.7841e-05+0.00052949i,-0.0011394-0.00061301i,-0.00069165-0.00038687i,0.00040354+0.00034803i,0.00092582+0.00063067i,0.00058436+0.0005214i,0.00052547+0.00014384i,0.00026642+1.4984e-05i,-0.00044614-0.00042419i,-0.00030766-6.0399e-05i
-0.0015267-0.0013104i,-0.00059632+0.00011444i,0.00027708+0.00055938i,0.00019049+0.00047783i,0.0001731+0.0008787i,0.00053323+0.0014801i,0.00022167+0.0016805i,0.00031344+0.0004215i,0.00018248-0.00074179i,-0.00041991-0.00056189i,-0.00029146+9.3074e-05i,4.8729e-05+0.00041667i,0.00020776+0.00074744i,0.0001817+0.0010572i,-0.00053727+0.0011483i,-0.00055691+0.00036232i,-0.00035539-0.00016538i,-0.00078044-0.00053858i,-0.0010938-4.0539e-05i,-0.00050363+0.00075487i,0.00015555+8.0758e-05i,1.2318e-05-0.00045056i,0.00033026+0.00016088i
0.0020607-0.0010356i,0.0014236-0.00061107i,0.00020071-0.00039155i,-0.00017297-0.00011087i,-1.9117e-05+0.00064538i,6.2535e-05+0.001415i,0.00050712+0.0015415i,0.00091619+0.00079418i,0.00064919-0.00020001i,-3.3074e-05-0.00041913i,0.00039115-0.00093795i,0.00016325-0.00079145i,-0.00053454+0.00017053i,-0.0010291+0.00067328i,-0.0013073-8.7717e-05i,-0.00036464-0.0002731i,-1.6033e-05+0.00071165i,-0.00012577+0.0011629i,-0.00014005+0.00024315i,-6.4868e-05-0.00024963i,-0.00041026-0.00029316i,-0.00069462-0.00041192i,-0.00037229-0.00036282i
0.00097959-0.00031503i,0.00026749+6.9734e-05i,0.00017621-0.00043209i,0.00035282-0.001347i,4.1589e-05-0.00064511i,6.4449e-05+0.00033787i,-0.00024955+0.001338i,-1.4618e-05+0.0013249i,0.00060485+0.00061295i,0.00059282+0.00042836i,0.0010234+0.00047332i,0.0009946+0.00045395i,0.00051127-4.2492e-05i,-0.0002843-0.00060079i,-0.00092458-0.00037614i,-0.0010616-0.00018983i,-0.0010231+0.00031912i,-0.0010187+0.0002335i,-0.000109-0.0003133i,0.00083884+0.00012232i,0.0011504+0.00036823i,0.00071522-7.9517e-05i,7.1135e-05+1.888e-05i
0.00037182+0.00094301i,0.0012182+0.00076043i,0.0013357-0.00019161i,0.00051803-0.00071729i,2.8493e-05-0.00049137i,-0.00022743+0.00053176i,-0.00045306+0.0014019i,-0.00022867+0.00079952i,8.9302e-05-0.00032379i,0.00011052-0.0010745i,-0.00037021-0.0010198i,-0.00078097-0.00077488i,-0.00096268-0.00083987i,-0.00059828-0.00056983i,3.8303e-05+0.0005769i,5.3344e-05+0.00087489i,7.3513e-05+0.00018259i,0.00016305-8.9394e-06i,5.8899e-07+0.00035867i,0.00055055+0.00025217i,0.00070103-0.00031887i,0.00037299-0.00042775i,-0.00011348+5.6151e-05i
-0.0012004-0.000229i,-0.0018905-0.00035725i,-0.00086747-0.0012652i,0.00047756-0.001563i,0.00053392-0.0016985i,-3.771e-05-0.00075874i,-0.00020677-0.00028877i,0.00038959-0.00023458i,0.00093108+0.00015103i,0.00026908-8.6768e-05i,-0.00044502-0.00082077i,-0.00089658-0.00054517i,-0.00094397+0.00040204i,-0.0010062+0.00075648i,-0.00092167+0.00048i,-0.0003017+0.00094504i,0.0002554+0.0010626i,0.00049135+0.00011161i,0.00033703-0.00086947i,0.00015043-0.00065461i,0.00019132-6.3886e-05i,0.00069987+0.00018427i,0.0010151+0.00010552i
0.0011425-0.00061588i,0.0013499-0.00074924i,0.00084478-0.0006271i,0.0010578-0.00093905i,0.0011303-0.0013572i,0.00071161-0.00083649i,0.00068347+0.00063933i,0.00098551+0.0010349i,0.00095161+0.00027979i,0.0005376-0.00014856i,0.00046831-5.4812e-05i,-0.00042489+0.0003512i,-0.00058377+4.6629e-05i,2.5707e-05+0.00058762i,-0.00061832+0.0013834i,-0.00094329+0.0012192i,-0.00071126+0.0012249i,-0.00012439+0.0011682i,0.00060437+0.00064108i,-5.0188e-05+0.00020687i,-0.00047744+7.0301e-05i,6.8627e-05-0.00037657i,7.6118e-05-2.7925e-05i
0.00026764+0.0006172i,-0.00017846+0.001962i,-8.1046e-05+0.0015737i,0.00023548+0.00070384i,-0.00017629+3.7963e-06i,-0.00020621+6.968e-06i,0.0008026+0.00060663i,0.0010981+0.00040575i,0.00078739-0.00070503i,0.00099257-0.0011869i,0.00091862-0.00066094i,0.00062811-0.00023194i,-8.7895e-05+0.00014886i,-0.00089383+0.00069989i,-0.00089539+0.0010944i,-0.00097594+0.0010333i,-0.0014126+0.00077417i,-0.00088619+0.00026118i,0.00029508-0.00020746i,0.00023355-0.00010216i,-9.889e-05-1.4226e-05i,0.00030038-4.4355e-05i,1.6438e-05+4.1255e-05i
6.97e-05-0.00088691i,0.00032313-0.0012556i,0.00039916-0.00076365i,0.00043984+0.00014068i,0.00080871+0.0004731i,0.0010301+0.0012455i,0.0012544+0.0012087i,0.0019226+0.00042714i,0.0018715-0.00021356i,0.0012719-0.00017978i,0.0011606+0.00020451i,0.00097314-7.8057e-05i,0.00022959+4.3424e-05i,0.00013111+0.00024634i,0.00085439+0.00042847i,0.0010333+0.0008387i,0.00059035+0.00095707i,-4.7083e-05+0.00029858i,-0.00036112-0.00046655i,0.00037128-0.00035588i,0.00020016+1.2352e-05i,-0.00054822-0.0001078i,-0.00080698-0.0004602i
-0.00053817+0.0017548i,0.00044167+0.00015392i,0.0015276+0.00015029i,0.0022523+0.0010463i,0.0028304+0.0015181i,0.001681+0.00072365i,0.00045002+0.0006247i,0.00066215+0.0016058i,0.00039467+0.0011427i,-0.00066535+0.00041948i,-0.00030882-0.00020675i,0.0003837-0.00077185i,-0.00066533-0.00025564i,-0.0014873+0.00023204i,-0.00081852-0.0001124i,-2.0743e-05+0.0001214i,-0.00056695+0.00049078i,-0.00083395+0.00022622i,-0.00024967+0.00058414i,-0.00041322+0.00057929i,-0.00044939+0.00013761i,2.4724e-05-9.3536e-05i,-0.00011234+0.00021913i
0.00035603-0.00029126i,-0.00058053-0.00026206i,-0.00038776+8.7083e-05i,0.00020679+0.0008185i,0.00010083+0.00017598i,-0.00011853-0.00064042i,-0.00083367-0.0004187i,-0.0010076+7.8359e-06i,1.2232e-05-0.0006502i,0.00083664-0.0013477i,0.00087263-0.0015943i,-0.00037037-0.000557i,-0.0016809+3.7392e-05i,-0.0016997-0.00054261i,-0.0011156-0.00014269i,-0.00081934+0.00052854i,-0.00040984+0.00073562i,0.00044811+0.00058847i,0.00032729+0.000758i,0.00016187+0.00069354i,9.1044e-05+0.00051717i,-0.00018154+0.0001858i,-0.00031294-0.00041139i
-0.00012292+0.0020082i,-0.00025835+0.00077448i,0.00026521+7.1556e-05i,0.0011709-0.00073955i,0.0010732-0.0018221i,1.287e-05-0.0016492i,-0.00076368-0.0005233i,-0.00088027+0.00077695i,-0.00014071+0.00063847i,0.0007657-0.00062308i,0.00050837-0.00089856i,-0.00019652+0.00036671i,-0.00033333+0.0011446i,-0.00097636+0.00079388i,-0.00033085+0.0008067i,0.00036101+0.0002983i,0.00012065-0.00010745i,0.00044138+0.00077965i,-0.00024071+0.0014076i,-0.00059933+0.00061309i,-0.00017928-7.9312e-05i,0.00020636+0.00020877i,0.00015515+6.5044e-05i
-0.00068216+0.00011943i,-8.27e-05+0.00033949i,0.00016733+0.00098551i,0.00066066+0.0014509i,0.0010983+0.00089176i,0.0011626+0.00031968i,0.00067484+0.00029946i,0.00031296-8.4924e-05i,-0.00012448-0.00041638i,-0.00062766-0.00017792i,-0.00060959-0.00034247i,0.00011782-0.00059872i,0.00027622+0.00047857i,-0.00029269+0.0010624i,-0.00043406+0.00062609i,-0.00076561+0.00052886i,-5.3945e-05+0.0007596i,0.00096978+0.0012679i,0.0007482+0.0011158i,0.00072262+0.00020119i,0.0012122-0.00011945i,0.00037625+0.00022703i,-0.00082475+0.00038105i
0.00012897+0.00060807i,0.00093879+0.00052974i,0.0016345-5.3471e-05i,0.0014364-0.00058348i,0.0015659-0.00079615i,0.00091993-0.00022225i,-0.00052876+0.00082329i,-0.0010207+0.00085584i,-0.00081261+0.00038583i,0.00018515+3.2761e-05i,0.00081252+0.00029387i,0.00064307+0.00084778i,0.00045716+0.00082045i,-0.00073887-0.00013249i,-0.00089921-0.00025817i,-0.00014273+0.00047154i,0.00038102+0.00049026i,0.00065383+0.00041869i,0.00088967+0.00012399i,0.00070656+0.00028499i,0.00064887+1.1899e-05i,0.00038279-0.00026979i,0.00015677-0.00025692i
0.00065938-0.00044529i,0.00044792-2.0306e-05i,-0.00090947+0.00063383i,-0.0015222+0.00083885i,-0.00083517+0.00065324i,-0.00068601+0.00079146i,-0.00018999+0.0016971i,0.00056354+0.0016192i,0.00092862-0.00014812i,0.00080023-0.00087275i,0.00038729+0.00029688i,0.00072211+0.00063282i,0.00051279+0.00083221i,8.8992e-05+0.00068369i,0.00023143+0.00085758i,0.00018419+0.0015792i,0.0004392+0.0010876i,0.0011912+0.0008815i,0.0013189+0.0010433i,0.00084129+0.00029916i,0.00052377+7.2412e-05i,1.4507e-05+0.00054749i,-0.00047703+0.0007019i
0.00040018+0.0011702i,-0.00014384+0.0010336i,0.0003317-0.0006159i,0.0013846-0.0014735i,0.0014003-0.0003031i,0.0010754+0.00090373i,0.00068377+0.00087239i,0.0008138+0.00011444i,0.00068591-0.00061101i,3.5661e-05-0.0006771i,-2.9668e-05-0.00027033i,0.00028508-9.095e-05i,0.00038826-0.00049495i,0.00020896-0.00054077i,0.00010777-0.00025735i,5.2599e-05+0.00041266i,0.00050389+0.001282i,6.8548e-05+0.0011307i,-0.00031042+3.439e-05i,-0.00041881-0.0003964i,-5.0627e-05-0.00018674i,-2.0464e-05+0.00013189i,0.0002492+0.00015634i
-0.00076707+0.00098697i,-0.00093142+0.0019556i,-0.00046908+0.0020505i,-0.00070207+0.0016713i,-0.00025181+0.001099i,0.00090096+0.0010304i,0.00067952+0.0015311i,0.00053591+0.0011362i,0.00099492+3.7543e-05i,0.00050479-0.00019597i,-0.00023855-0.00066633i,-0.00054211-0.00047503i,-0.00064694+0.00062108i,-0.00037804+0.00024684i,-0.000555-0.00051357i,-0.00043576-0.00051084i,0.00035937-0.00023974i,0.00063151+0.00041401i,-2.7391e-05+0.0004248i,-0.00052734-0.00011303i,-0.00042858+0.00012722i,0.00021477+0.00010422i,0.00068596+0.00039124i
-0.0014027-0.00028695i,-0.00085043+0.00084974i,-0.00096735+0.00051277i,-0.00044703-0.00052256i,0.00091692-8.3987e-05i,0.0014343+0.00094185i,0.00069561+0.00066311i,0.00023655-0.00084606i,6.2175e-05-0.0012488i,0.00043949-1.6409e-05i,0.00056179+0.00066866i,-0.00022883+0.0005761i,-0.00045072+0.00049273i,-0.00039476+0.00021729i,-0.00053184+0.00030234i,4.1836e-05+0.0011881i,9.865e-05+0.00096183i,-0.00020709-1.5141e-05i,0.00017652-5.2701e-05i,0.0001235+2.8223e-05i,4.6645e-05+0.00017745i,0.00029858+0.00066651i,0.00045573+0.00083877i
-0.00039764-0.00017259i,-0.00061091-0.00061747i,-0.00031088+3.1539e-05i,0.00066506+0.00032504i,0.0011071-2.6322e-05i,0.00036053-0.0001178i,8.137e-05+0.00038209i,0.00053774+0.00077592i,0.00094787+7.2515e-05i,0.0008924-0.00097258i,0.00014514-0.0015245i,8.3151e-05-0.00043125i,-0.0001614+0.00085643i,-0.00088867+0.0008871i,-0.00050884+0.00027441i,-0.00015033+0.00021247i,-0.00028674+0.0005226i,-0.0001332+0.0004598i,0.00064801+0.00072329i,0.00091877+0.00075948i,0.0010481+0.00053319i,0.0012489+0.00024718i,0.00081275-0.00014479i
0.00022065-0.0010753i,0.00070282-0.00068374i,0.000444-0.00069302i,-0.00029322-0.0010058i,-0.0004396-0.00027976i,-8.8862e-05+0.00043378i,4.1947e-05+0.00037887i,0.00082413+0.00018993i,0.001098-0.00082597i,0.00082861-0.0011032i,0.00052945+3.0565e-05i,0.00016021+0.0004893i,-3.5688e-05+0.00024522i,-0.00069954-9.3428e-05i,-0.0012505-0.00031402i,-0.00048454+2.6203e-05i,-8.2369e-06+0.0005898i,-0.00016665+0.00025077i,0.0002949-0.00012688i,0.00034153+0.00016862i,-0.00020919-3.6863e-05i,-2.6842e-05-0.00073892i,0.00024086+2.399e-05i
0.00060737+7.799e-05i,0.0003496-0.00055167i,-0.00036088-0.00026662i,-6.658e-05+0.00053363i,0.00084749+0.00081775i,0.00036442+0.00092762i,-0.00033796+0.00097723i,0.00036279+0.00041685i,0.00059582-0.00025517i,0.00017231-0.00049814i,0.00028569-0.00032235i,0.00058984-0.00026516i,0.0005489-0.00020889i,0.000181-0.00014203i,-0.00079322-0.00014434i,-0.00090016-0.00024603i,-0.00010994-0.00044321i,0.00044136+5.6607e-05i,0.00023749+0.00062778i,3.5124e-05+0.0007632i,0.00035991+0.00074426i,-0.00040577+0.00022654i,-0.00046702-0.00039039i
-0.00042282+0.00078347i,-7.8914e-05+0.00029587i,0.00060126-0.00062032i,0.0013135-0.00036282i,0.0010821-0.00017392i,0.0014066+0.0003811i,0.00057707+0.0010438i,-0.00035085+0.00040566i,0.00039381-0.00065776i,0.00097569-0.00061174i,0.0014684-0.00061067i,0.00076088-0.0012509i,-3.8588e-05-0.0012283i,-0.00056401-0.00094632i,-0.00041998-0.00055615i,0.00011348-6.9728e-05i,0.00034352+3.9032e-05i,0.0011991+0.00034958i,0.0012044+0.00040298i,0.00077857+0.00048955i,0.00073872+0.0011851i,5.8265e-05+0.0013448i,-0.00040363+0.001379i
0.00024645-0.00028156i,-0.00027945+0.00075964i,-0.00027621+0.0013996i,0.00010801+0.0011242i,0.00039976+0.00089971i,0.00061241+0.0011846i,0.00011296+0.0011183i,0.00041896+0.00061485i,0.00086267-0.00046658i,8.8676e-05-0.00089923i,-0.00026058-0.00061704i,-0.00065816-6.9634e-06i,-0.00048522+0.00020989i,0.0002178-0.00018007i,-0.00011279-0.00012414i,-0.00065219+0.00031829i,-0.0012457+0.00059543i,-0.00074256+0.00038354i,0.00040126+8.6682e-05i,0.00021806+4.8914e-05i,-0.00014996+0.00026742i,0.00011348+0.00033604i,-0.0001239+0.00085982i
0.00030852-0.00041985i,0.00068821-0.00010129i,0.00020127-0.00075912i,0.00055663-0.00076977i,0.001011+0.00044819i,0.00020714+0.0018355i,0.0003363+0.0017085i,0.00091224+0.00035193i,0.00094921-0.0011525i,0.00062537-0.0015414i,-0.00011095-0.0012274i,-0.0005018-0.00061971i,-0.00022777-0.00019911i,0.00015189-3.9674e-05i,-0.00032065+0.00052897i,-0.00065544+0.00067195i,-0.00016722+0.00037048i,0.00071201+0.00039405i,0.0017176+0.00098272i,0.0014598+0.0013736i,0.001223+0.00096173i,0.00026068+0.00089284i,-0.00040655+0.00047404i
-0.00049639+0.00026715i,-0.0003764+0.00060608i,0.00091149+0.0012788i,0.0010791+0.00049634i,0.0014091-0.00064034i,0.0018177-0.00045866i,0.0011302+0.00043052i,0.00098013+0.00041744i,0.0014381-0.00040967i,0.0011666-0.00096561i,0.00078521-0.00087448i,0.00063303-0.00048862i,-3.3073e-05+9.6116e-05i,-0.0010501+0.0011007i,-0.0011118+0.00088216i,-7.3334e-06+9.4177e-05i,0.00075035-0.00018887i,0.00074392+6.829e-05i,-0.00022917+0.00059311i,-0.00094127+0.0013251i,-9.3352e-05+0.0016154i,0.00035888+0.001203i,-0.00022404+2.3973e-05i
-0.0020646+0.0015871i,-0.0017879-0.00022051i,-0.00055007-0.0011084i,0.00077373-0.00054762i,0.0025195+0.00040562i,0.0026857+7.5319e-05i,0.00091113-0.00059904i,-0.00014543-0.00053134i,0.00020421-0.00044696i,0.0013034-0.00063986i,0.0018609-0.00081599i,0.00093439-0.00022185i,-0.00040702-0.00033664i,-0.00092639-0.00062582i,-0.001367+6.9335e-05i,-0.00037298+0.00092301i,0.00077243+0.0010573i,0.00035735+0.00051858i,-7.446e-05+0.00020712i,-0.00064353+0.00030585i,-0.0012022+0.00048169i,-0.0014714+0.00038723i,-0.0011165+0.00070634i
0.00053488+0.00053749i,0.0013118+0.00020413i,0.0018203+0.00017992i,0.0012287+0.00059566i,0.00019578+0.00018473i,-0.00032094+0.00013963i,0.00041809+0.00098145i,0.00063695+0.00080302i,0.000413-0.00072703i,-7.5401e-05-0.0013049i,-0.00071976-0.0010731i,-0.00059727-0.001254i,-0.00018122-0.00078214i,6.5671e-05+9.5169e-06i,2.6718e-05+0.0006008i,-0.00030387+0.0010882i,-0.0004154+0.00055998i,-0.00084534-1.6728e-05i,-0.0012896-7.6746e-05i,-0.00091122+0.00041649i,-0.00025188+0.00070931i,0.00038839+0.00019459i,0.0012693-0.00052733i
0.00024944-6.4568e-05i,0.00045268+0.00022324i,0.00049489+0.00014015i,0.00024188-0.00010388i,0.0003659+0.00025558i,-0.00015618+0.0010526i,-0.0007653+0.0012864i,-0.0004131+0.00018492i,-0.00012392-0.00072558i,-1.7858e-05-0.00084467i,-9.2938e-05-0.00083446i,0.00021442-5.0913e-05i,-5.1751e-05-0.00028089i,-0.00038346-0.00046653i,-0.0007965+0.00011887i,-0.00037076-0.00026236i,-8.9916e-06-0.00069212i,0.00036093-0.001191i,0.00086317-0.00031826i,0.00034245+0.00095652i,0.00072571+0.00037421i,0.0010915-0.00050122i,0.00023091-0.00012974i
0.00061497+0.00041237i,0.0013057+0.0011529i,0.001822+0.00065271i,0.0019375-0.00022791i,0.0015973-0.00082128i,0.00036543-2.3897e-05i,0.00019609+0.00077491i,0.00053534+0.00012078i,0.00029829-0.00095478i,6.9548e-05-0.00085289i,2.1502e-05-5.7567e-05i,-2.4777e-05+3.2148e-05i,-0.00059899-8.4831e-05i,-0.0009886-0.00016559i,-0.0007423+0.00048116i,-0.0004485+0.00049415i,-0.00020698-8.612e-05i,-0.00052713+0.0002578i,-0.00032281+0.00044619i,0.00032956-0.00027847i,0.00056998-0.00057902i,-0.00015922-0.00073448i,-0.00020906-0.0011273i
-0.0014289+0.0010027i,-0.00062932+0.00062138i,-0.00016845+0.00054203i,-7.4754e-05+0.00033697i,0.00083236-0.00032316i,0.00057892+0.0002065i,-0.00036047+0.0011262i,-0.00051226+0.0015473i,5.1245e-05+0.0011816i,0.00055263-0.00065372i,0.00053968-0.0014482i,0.00025317-0.001031i,-6.3639e-05-0.00071383i,-0.00014409-8.9057e-05i,-0.00027558+0.00062044i,-0.00056707+0.0014765i,-0.00015851+0.0009129i,0.00084036+0.00013951i,0.00090337+0.00015488i,0.00025574+0.00038749i,-0.000625+0.00020154i,-0.00070321-0.00061557i,0.00037534-0.00097429i
-0.00013662+0.00026578i,0.00039677+0.0005425i,0.0010609+0.00055853i,0.0013006+0.00044553i,0.00082313+0.00039809i,-5.788e-06+0.00040268i,-0.00086781+0.00091219i,0.00017449+0.00076284i,0.0012345+0.00028923i,0.00086146-0.00049513i,0.00015838-0.0016314i,-0.00046338-0.0013776i,-0.00091096+0.00016691i,-0.00058595+0.00086269i,-7.335e-05+0.00042416i,-5.1513e-05+0.0003934i,0.00025227+0.00064497i,0.0004216+0.00039272i,1.4053e-05+0.00012019i,-0.00015901+0.00029336i,-0.00033926+0.0011006i,-0.00021385+0.0011576i,0.00059881+0.00059733i
0.0014082-0.00052538i,0.00091549-0.00080319i,0.00078282-0.0010658i,0.0010781-0.0013757i,0.00118-0.0010617i,0.00096075-0.00060698i,0.00082935+8.7743e-06i,0.00056893+0.00063934i,0.00070999+0.00027844i,0.00066817-0.00052825i,0.00036069-0.00059146i,-0.0002502-0.00015551i,-0.00046406+4.7089e-05i,-0.00011886-0.00016822i,-0.0005642+0.00045119i,-0.00096613+0.0011369i,-0.00076008+0.00062785i,-0.00055529+0.00042483i,-0.00022892+0.00067565i,0.00010359+0.00051418i,0.00054799-9.3307e-05i,0.00088249-0.00026055i,0.00011864+0.00041132i
-5.3525e-05+0.00072337i,0.001371+0.00059004i,0.0020422+0.00016176i,0.0025095+0.00041309i,0.0024058+0.00074728i,0.00098794+0.00080599i,0.00011643+0.0010965i,0.000528+0.00086444i,0.00078187-6.8167e-06i,0.00037714-0.00063082i,-0.00019427-0.00084503i,-0.00033891-0.00072726i,-0.00031499-0.00029689i,-0.00078702-0.00029495i,-0.00093675-0.00083092i,-0.00047648-0.00078408i,-0.00024395-0.00026998i,-6.1166e-05+4.3147e-05i,-3.0623e-05+0.00044343i,-0.00056648+0.00036313i,-0.00094693-0.00025713i,-0.00054392-0.0004179i,-0.00022937-0.00010506i
