-0.0015136-7.8962e-05i,0.00031015-0.0011796i,-0.0014845-0.0010509i,-0.0025471-0.00015619i,-0.0021904+0.0013781i,-0.0012829+0.0016197i,-0.0006546+0.0010825i,-0.00017031+0.00083588i,0.00057779+0.0004936i,0.00094278-0.00059695i,0.00026927-0.00061086i,0.00029322+3.3176e-05i,0.0011751+0.00018233i,0.0012834-0.00049177i,0.00087655-0.00038122i,-0.0004359+0.00074192i,-0.00082475+0.00043554i,0.00012694-0.00018592i,0.00049488+2.6222e-05i,0.00022027+9.3055e-05i,0.00017857-2.2592e-05i,5.7298e-05-0.00048903i,0.00054575-0.00055043i
-0.00053725+0.00047336i,1.0397e-05+0.00099992i,-0.00085039+0.00048074i,-0.0016182+0.00034178i,-0.00094367+0.00084462i,8.2941e-05+0.00023056i,0.00054727+0.0004218i,-0.00013535+0.00049422i,-9.0871e-05+0.0010885i,0.00034123+0.0018884i,0.00022376+0.0013887i,0.00080149+0.00085163i,0.0014567+0.0011821i,0.00094347+0.0007903i,0.00017468-0.0003722i,-0.00011079-0.00075761i,0.00052797-5.5246e-05i,0.00047643-0.00026242i,-6.541e-05-0.00075549i,0.00022668-0.00057118i,0.00019093-0.00020963i,-0.0004882-0.00011467i,-0.00068245+2.8076e-05i
0.0016032-0.0021355i,0.0007668-0.0019766i,-0.0014288-0.0016246i,-0.0024155-0.00079885i,-0.0021014-0.00013471i,-0.0014333+0.00057712i,-0.00040445+0.0011679i,-0.00032875+0.00045348i,-0.0010676-0.00080983i,-0.00059071-0.0014046i,0.00049046+9.7466e-06i,0.00051831+0.001293i,0.00090068+0.0013161i,0.00068026+0.000148i,-0.000313-0.00076845i,-0.0006073-0.00024494i,-0.00060136-0.0005808i,-0.00046159-0.00036822i,-5.136e-05-0.00017362i,0.00013474-0.00026841i,0.00084245-3.7682e-05i,0.0010351-0.00034i,0.00016386+0.00024184i
-0.0020344+0.00062642i,-0.00074702+0.00053955i,-0.0017348+9.6551e-05i,-0.0016439-0.00019883i,-0.00090753+0.00014811i,-0.00051962-0.00028043i,0.00016302-0.00068118i,0.00039289-0.00075305i,-0.00026417-0.00053557i,-0.00034474-0.00043355i,4.6659e-05-0.00019692i,0.00032948+0.00091607i,0.00048191+0.0017262i,0.0011295+0.0010628i,0.00077759+0.00077728i,0.00023491+0.00069028i,0.00027703+6.7238e-05i,0.0003283-0.00036595i,-2.7569e-05-0.00022093i,-0.00086393+3.6543e-05i,-0.00060353-0.00010783i,3.2792e-05+1.2689e-05i,-0.00020027+0.00056626i
0.00079635-0.0028604i,-0.0012667-0.0015246i,-0.0019107-0.00080958i,-0.0022261-0.00080597i,-0.0026408+0.00035973i,-0.0021955+0.0019317i,-0.0011409+0.0012796i,-0.00033726-3.6564e-05i,-0.00045693-0.00049737i,-0.0010606+9.0669e-06i,-0.00076599+0.00062405i,-0.00012055+0.0010614i,0.00075776+0.00030517i,0.0015274-0.00048927i,0.0010978-0.00041524i,0.00016893-0.00035434i,5.9472e-05-0.0003427i,0.00079241+0.00019299i,0.00071791+4.5829e-05i,-0.00029016-0.0011407i,-0.00061844-0.0017021i,-8.579e-05-0.0010575i,0.00056287+3.1573e-05i
0.00071995+0.0020263i,0.0017745+0.00066772i,0.0026284+0.00016067i,0.0023909+0.00028386i,0.001187-0.00025804i,-3.652e-05-0.00090101i,-0.00066059-0.00044153i,-0.00073301-0.00036392i,-0.00023111-0.00064992i,0.00042626-0.00025666i,0.00049661-0.0002821i,0.00019446-2.9947e-05i,0.00040985+7.1297e-06i,0.00046019+0.0002443i,0.00017371+0.00010272i,0.00048-8.4917e-06i,0.00088045+0.00035882i,0.00043765+0.00032815i,0.00018643+6.6657e-05i,0.00015043+0.00029918i,-0.00071529+0.00031906i,-0.00075552-0.00037549i,-4.002e-05-0.0010003i
0.00085-0.0013545i,0.00087447-0.0017607i,0.0014569-0.0013178i,-0.00032268-0.00048234i,-0.0016003-0.00045865i,-0.00096255-1.1395e-05i,-6.7393e-05+2.5132e-05i,0.00026753-0.00057543i,0.00014942-0.00032339i,-0.00029818+0.00020506i,-0.00036044+0.00028357i,-0.00054314+0.0012387i,-0.00068081+0.0019093i,2.6946e-05+0.0017148i,0.00052312+0.00077133i,-6.9849e-05-0.0001644i,-0.00078206-7.3275e-05i,-0.00010242+0.00045726i,0.00064034+0.0006227i,0.00045347+0.00039864i,-0.00023472+0.00016293i,-0.00088739+0.00011219i,-0.00043903+0.00042269i
0.00083136+0.0014261i,0.00051229+0.0018865i,0.00032207+0.002232i,0.00019172+0.0013268i,-0.00054654+0.00090118i,-0.0010298+0.00093844i,-0.00062793-5.9754e-05i,-0.00049631+6.1824e-05i,-0.00070787+0.00022173i,-0.00051661+0.00025434i,-0.00077107+0.00039844i,-0.00062772+0.00059537i,0.00027128+0.0011523i,0.00047737+0.00051246i,0.00055835-0.00033524i,0.0011933+2.5876e-05i,0.00078643-6.0049e-05i,-0.00031773-0.00059364i,-0.00039964+0.00026155i,-0.00034548+0.0007998i,-0.00040277+0.00029782i,-0.00013489-0.0003182i,0.00033211-0.0011748i
-0.00047445-0.00037646i,-0.00048563-0.00056911i,-0.00015908-0.0016275i,0.00031174-0.00015085i,0.00024554+0.0007806i,2.4791e-05+0.00088492i,9.8129e-05+0.0004147i,0.0002537-0.00024812i,-0.00029843-0.00015718i,-0.00084101+0.00058694i,-0.00055184+0.0010658i,-0.00024123+0.00053096i,-0.00020867+0.0002374i,-0.00021035-0.00039382i,-0.00019081-0.00060285i,0.00022907-0.00019956i,0.00073014+1.3712e-05i,0.00074365+0.00035754i,-0.00031734+0.00065867i,-0.00055083+0.00040793i,-0.00023601-0.00037691i,-9.0432e-05+0.0006896i,-0.00028152+0.0013404i
0.00040205-0.0033023i,0.0001292-0.0027037i,-0.00074603-0.00323i,-0.0018291-0.0023853i,-0.0018437-0.00031281i,-0.0012239+0.0013658i,-0.00074977+0.001093i,-0.00018871-0.00023828i,-0.00036553-0.00044875i,-0.00051718+5.1903e-05i,-0.00099745+0.0011748i,-0.00033041+0.0010924i,0.00054153+0.00078475i,-0.00023899+0.0003373i,8.1461e-06-0.00016607i,0.00061074-0.00013491i,0.00020235-0.00048348i,-2.045e-06-6.1048e-05i,0.0001531+0.0010695i,0.00022426+0.0010305i,4.1758e-05+0.00095896i,-0.00080528+0.00052221i,-0.00044422-0.00022621i
-0.0012544-0.00025696i,-0.0015913-0.00050628i,-0.0011885-0.00049316i,-0.0010122-0.00043924i,-0.00086241+0.00031683i,-0.00055918+0.00060817i,-0.00014207+0.00029041i,0.00012571-0.00029866i,-4.6762e-05-0.0011861i,0.00026669-0.0007377i,0.0006137+0.0010133i,1.0256e-05+0.00096154i,-0.00053455-0.00027518i,-7.9723e-05-0.00053833i,0.0002575+4.299e-05i,-0.0001137+0.00017108i,-0.00014168-0.00039724i,-0.00016234-0.00090823i,-0.000433-0.0012039i,-0.00044442-0.0011283i,-3.2593e-06-0.00089273i,-0.00019033-0.00040729i,-0.00045803+9.127e-05i
-3.92e-05+0.00095261i,-0.00014424+0.0012003i,-0.00032122+0.00055831i,7.4767e-05-0.00015441i,0.00019636-0.00094452i,0.00027464-0.00074041i,2.8651e-05-0.00063652i,-0.00058718-0.0011559i,-0.00037923-0.0009112i,0.00021083+0.00013089i,3.6046e-05+0.0012375i,6.1823e-05+0.0011922i,0.00025585+0.00173i,-0.00039332+0.0021002i,-0.00064224+0.00069783i,-0.00017762+0.00024905i,0.00031945+0.000533i,0.00069886+0.00040541i,-0.00034146-7.549e-06i,-0.0013168-0.00066983i,-0.0011932-0.00072667i,-0.00037262-0.00037937i,3.9569e-05-4.4475e-05i
5.2557e-05-0.00020712i,0.0001779-0.00088641i,0.00026047-0.0003186i,-1.1233e-05+0.00020246i,-0.00059406-0.00020727i,-0.00026218-0.00070607i,0.00031042-0.0010914i,-0.00017718-0.0011492i,0.00032053-0.00053986i,0.00076942-9.1647e-05i,0.00028666+0.00043514i,-0.0003206+0.00060774i,6.9954e-05+0.00061353i,0.00053144+0.00073225i,0.00057851+0.00050059i,0.00024735-0.00028904i,-0.00053673-0.00070584i,-0.00050134+9.9103e-05i,0.00046816+0.00032986i,0.00049849-0.00011037i,0.00041217-0.00022841i,5.684e-05-8.0719e-05i,-0.00029569+9.43e-05i
-0.00026649-0.00050873i,0.0001768-0.0009145i,-0.0013672-0.00083225i,-0.0022637-0.00012642i,-0.0012602+0.00040545i,-0.00046+0.0002657i,-0.00052076-0.00025785i,-0.00055055-0.00065846i,-0.00091173+3.2975e-05i,-0.00085056+0.00064106i,-0.00040015+0.00064604i,4.1999e-05+0.00067902i,0.00089692+0.00025308i,0.0013939-0.00054032i,0.00070217-0.00020635i,-0.0007781+7.2739e-05i,-0.0012873+3.0662e-05i,-0.00011826+0.00084089i,0.00036623+0.000647i,0.0001506-0.00023436i,-0.00065965-0.00054136i,-0.0012387-0.00044423i,-0.00027579-0.00033869i
-0.00093422-0.0011354i,-0.00091578-0.00096287i,-0.0016232-0.00074908i,-0.0025222-0.00018658i,-0.002179+0.00038493i,-0.00022704+0.00010303i,0.00084621-0.00050906i,0.0010306-0.00077941i,0.00023287-0.00080781i,2.9488e-05-0.00021621i,0.00043369+0.00017015i,0.00023129+0.00041258i,0.00044396+0.0015313i,0.0012287+0.0014661i,0.0002225+0.00028249i,-0.00062588-0.00069063i,-0.00011193-0.00033204i,-4.0078e-05+0.00075348i,-0.00015935+0.00048246i,4.4147e-05-0.00048483i,-6.7481e-05-0.00039633i,-5.5098e-05-0.00011408i,0.00021491-0.00017824i
-0.00045431-0.0016882i,-0.0013388-0.00031013i,-0.0013217+0.00050265i,-0.00089814+5.7113e-07i,-0.00010423-0.00030731i,0.00078696+0.00023478i,0.0013465+0.00039212i,0.0011251-2.024e-05i,5.3288e-05-0.00013784i,-0.00039993-9.3538e-05i,0.00046252-2.4537e-05i,0.00038027+0.00077778i,0.00042134+0.0012578i,0.00027085+0.00059685i,-0.00027989+0.00026187i,-0.00010831+9.953e-05i,-0.000647-2.6573e-06i,-0.00062244-0.00041363i,-9.6131e-05+1.6598e-05i,-0.00023067+0.00051147i,-0.00039468+0.00044713i,1.4366e-05+0.00025083i,0.00075772+0.00023325i
0.0019785+0.0010654i,0.0018661-9.1411e-05i,0.0010827-0.0018325i,0.00049065-0.002633i,3.0445e-05-0.0021262i,-0.00057336-0.0013982i,-0.00024108-0.00033642i,0.0004045+0.00032072i,0.00033951+0.0006805i,0.00047371+0.00063892i,0.0009465+0.0006822i,0.00079954+0.0011398i,0.0002268+0.0014731i,-0.00021872+0.0016558i,-0.00032617+0.0014732i,-0.00022176+0.0012403i,0.00030365+0.00087034i,0.00048105-0.00024246i,0.00022681-0.00041674i,-0.00028617-0.00023437i,-0.00013981-0.00029727i,0.00050988+0.0002389i,0.00042101+0.00082695i
-0.0016991-0.0017054i,-0.0016568-0.00048487i,-0.0010606+0.0011797i,5.7703e-05+0.0025846i,6.2016e-05+0.0029816i,-4.3684e-05+0.0010904i,-2.1637e-07-0.0006848i,-0.00076867-0.0012749i,-0.00080616-0.00072077i,-6.5164e-05+0.0002956i,0.00074977+0.00092742i,0.00016864+0.0013273i,-2.7828e-05+0.00142i,0.00038681+0.00055778i,-0.00028714-7.2734e-05i,-7.7666e-05+0.00057396i,0.00087026+0.00094i,0.00098279+0.0013294i,0.00052963+0.0011152i,-2.1425e-06-0.00013035i,0.00015097-0.001004i,-0.00039764-0.00035212i,-0.0005564+0.00048507i
-0.0015094-0.0010668i,-0.0011132+8.6694e-05i,-0.0011483+0.0010677i,-0.0019515+0.0018955i,-0.00091086+0.0022002i,0.00087156+0.0019563i,0.0011734+0.00078126i,0.00042633-0.00031346i,-0.00081594-6.6303e-07i,-0.00082237+0.00098344i,-0.00011131+0.0012741i,0.00047327+0.001362i,0.00057783+0.0010567i,0.00055969+8.7416e-05i,-0.00055801-0.00040313i,-0.0012612-7.8053e-05i,-0.0006724+0.00017294i,-0.00027368-0.00025926i,-0.00035134-0.00062754i,-3.2005e-05-0.00067103i,0.0003931-0.0003263i,-0.00026987+0.00021359i,2.4499e-05+0.00042131i
-0.00010271-0.0022956i,-0.0011745-0.0017055i,-0.0017085-0.0013812i,-0.0017134-0.0010612i,-0.001726-0.00065982i,-0.00082179-0.00018409i,0.00027725+0.00028469i,0.00022761+0.00010113i,0.0002358-0.00032186i,-0.00037069+0.0005229i,-0.0001651+0.0019378i,0.0004311+0.0022119i,0.001156+0.0013814i,0.0014992+0.00024708i,0.00075039-0.00046197i,0.00045072-5.4237e-05i,0.00086563+0.00051564i,0.0008414-6.4206e-05i,-9.7296e-05-0.00072548i,-0.00043044-0.00062081i,-0.00043792-0.00032692i,7.8595e-05-0.00023693i,0.00097292-0.0002423i
0.00067521+0.0014886i,0.00063919+0.0015859i,0.0010205+0.0014088i,0.00073683+0.0012946i,0.00037949+0.0013826i,0.00060317+0.0016338i,0.0003954+0.0013216i,-0.000225+0.00030392i,-0.00011025+0.00026101i,0.00059829+0.00047742i,0.00050767+0.00026829i,1.9397e-05+3.8383e-05i,0.00024742-0.00022925i,0.0005884+0.00014165i,0.00029576+0.00051811i,0.00025744+0.00051437i,0.00045124-0.00013644i,-6.2413e-05-0.00042375i,-0.00036138-1.9895e-05i,-0.0003397+0.00028669i,2.6956e-05+2.7048e-05i,0.00057166-0.00034552i,0.0001657-0.00047401i
0.0015764+0.00072067i,0.002081-0.00019362i,0.0026022-0.0010323i,0.00028399-0.0013824i,-0.00090644-0.0014905i,-0.00067927-0.0010053i,4.8462e-05-0.00011611i,0.00059619-0.00017979i,0.001041-0.0011663i,0.0012962-0.00089514i,0.00095349+3.2391e-05i,0.00018292+0.00086821i,-0.00010073+0.0011256i,0.00040052+0.00056655i,0.00015049+0.00056094i,-5.6444e-05+0.00026593i,0.0006097-0.00030213i,0.001013-0.00045508i,0.00036614-0.00077254i,0.00026651-0.0004428i,0.00071464-0.00016629i,0.00020318+0.00026275i,-0.00047755+0.00036848i
0.00033199+0.001153i,-8.6972e-05+0.0011118i,0.00065676+0.00074153i,0.0015737+0.00045037i,0.00090069-0.00052146i,-0.00032984-0.00086659i,-2.7971e-05+0.00018817i,0.00071974+0.00057083i,0.00064344+0.00035861i,-6.0711e-05+0.00050032i,8.6419e-05+0.0011848i,0.00068693+0.0016204i,0.0004693+0.00071179i,0.00044135+0.00012792i,0.00017566+0.00036336i,-0.00049643+9.3266e-05i,-0.00082754-6.7376e-05i,-0.00048283+0.00063156i,0.00018689+0.0013221i,-0.00063391+0.001067i,-0.0013015+0.00073245i,-0.00027164+0.0004257i,-0.00019614-0.00020729i
0.00047277+0.00081398i,0.00029501+0.00062245i,-0.00046693+0.00071965i,-0.00091312+0.00018691i,-0.0005188-0.00028754i,-5.8717e-05-0.00015752i,0.00064521-0.00043516i,0.001647-0.000894i,0.0022275-0.0010278i,0.0021128-0.00072887i,0.0011442-0.0006927i,0.00033624-0.00065625i,-0.00041472-0.00018232i,-0.0005961+0.00014411i,-0.00012431+5.9466e-05i,-9.9261e-05+0.00035231i,-0.0004658+0.00035848i,-0.00010194-0.00026316i,0.00029553-0.00039348i,0.00016798+0.00024621i,0.0002377-0.00011991i,0.00064183-0.00063492i,0.0005754-0.00031485i
0.0018052+0.00086897i,0.0027428+0.00042544i,0.0030679+0.00018349i,0.0014783+2.9685e-06i,0.00070024-4.0978e-05i,0.0012217+0.00040722i,0.0037991+0.0007847i,0.0062472-0.00012688i,0.0063096-0.0020583i,0.0042999-0.0042463i,0.0021457-0.0052219i,0.00012002-0.0045873i,-0.0015532-0.0035887i,-0.0017013-0.0022859i,-0.0013295-0.00039789i,-0.00034967+0.00091161i,0.0007105+0.0007802i,-3.8659e-05+0.00040173i,-0.00091307+0.00026463i,-0.00079004+4.7588e-05i,-0.00035301-0.00038771i,-0.00070625-0.0010221i,-0.0011521-0.0008975i
-0.0005233-0.00018134i,-0.00098051-0.00019962i,-0.00098914+0.0002386i,-0.00035836+0.00097898i,0.0001533+0.0012898i,-0.000112+5.6302e-05i,-0.001662-0.0012722i,-0.0033153-0.00058493i,-0.0035152+0.0009753i,-0.0024822+0.0020748i,-0.00055268+0.0026044i,0.00075879+0.0025641i,0.0010779+0.0023892i,0.0013886+0.0014753i,0.0015527-1.7824e-05i,0.00098642-0.0002108i,0.00062983-0.00018227i,0.00066091-0.00022105i,0.00081211-0.00048318i,0.00041063-0.0003072i,-0.00025662+0.00034342i,-0.0001905+5.6968e-05i,0.00068694+0.00042728i
-0.00087465-0.00053346i,-0.00043194+0.00035253i,-0.0014743+0.0013662i,-0.0022444+0.0016024i,-0.0012334+0.001486i,0.00059529+0.00061026i,-4.0624e-05-0.00041016i,-0.0020269-0.00029497i,-0.0020618+0.00049315i,-0.0016291+0.00074153i,-0.00046107+0.001108i,0.00045067+0.001704i,0.00081498+0.0015002i,0.00063754+0.00069666i,-5.7384e-05+7.4759e-05i,-0.00018675-0.00053894i,-0.00035965-0.00046488i,-0.00078459-0.00037289i,-0.00099675-0.00064688i,-0.00089856-0.00016916i,-0.00031573+0.00090956i,-0.00034982+0.00086613i,-0.00042817+0.000111i
-0.0016421+0.0005234i,-0.0011127+0.0010031i,-8.2325e-05+0.0020396i,0.0003799+0.0027448i,-0.00021271+0.00208i,0.00012556+0.00016322i,-0.0003963-0.00017969i,-0.0019566+9.9253e-05i,-0.002128+0.00020354i,-0.00090178+0.00070149i,8.9758e-05+0.000812i,0.00025466+0.001052i,0.00032598+0.00083019i,0.00012224+7.5201e-05i,0.00021234-0.00023341i,0.00054728+1.7239e-05i,0.00081329+0.0004457i,0.001319+0.00028475i,0.0013112-0.00024534i,0.00063019-0.00060092i,5.6753e-06-0.0010268i,0.00015631-0.00086976i,-2.8191e-06+4.6591e-05i
0.0015225+0.0013123i,0.0021439+0.0012661i,0.0020792+0.0016155i,0.0010629+0.00070805i,0.0012869-0.00032486i,0.0015223-5.2739e-05i,0.00079852+4.8457e-05i,-0.00016021+4.8465e-05i,-0.0014623+0.00070215i,-0.0019447+0.0010672i,-0.0012224+0.00091922i,-0.00041502+0.0010417i,-0.00050578+0.00050703i,-0.00028011+0.00025866i,0.00018475+0.00082027i,0.00026752+0.00027909i,0.00069658-9.9358e-05i,0.00023369+3.6768e-05i,-0.00030763-9.2658e-05i,-0.00047115-0.00010338i,-0.00074092+0.00010667i,-0.00032318+0.000751i,0.00029376+0.001i
-0.00055046+0.00091304i,-0.00083919+0.0014535i,-0.00052434+0.0019151i,0.00026391+0.0010798i,7.3834e-05+3.455e-06i,-0.00024678-0.00064889i,-0.0005925-0.00015286i,-0.0016641-0.00011303i,-0.0015057-0.00018955i,-0.00049235+0.00023802i,-0.00013887+0.00067393i,-0.00029961+0.00058882i,0.00025507+0.00029471i,0.0011133+0.00054343i,0.00077522+0.00043544i,0.00024084+4.7566e-05i,0.0004169-0.00037929i,0.000674-0.00079096i,-4.0294e-05-0.00095183i,-0.00042372-0.00081538i,-0.00056016-0.00063701i,-0.00069386-0.0003561i,-0.0004853-1.2502e-05i
-0.00076128-0.0022195i,-0.001222-0.0012066i,-0.0018372-0.0012063i,-0.0018037-0.000633i,-0.00081511+0.00030901i,-0.00041004+0.00043007i,-0.00021158-0.00060278i,-0.00018929-0.001355i,-0.00062144-0.0007401i,-0.00082391+0.00025242i,-0.00027884+0.0011618i,0.00035406+0.0016665i,0.00053238+0.0013046i,0.00014183+0.00012526i,0.00046977-0.00089671i,0.0008122-0.0010005i,0.00025704+0.0002829i,-0.00033079+0.00071381i,-0.00017378-9.2625e-05i,0.00038047-0.00068477i,0.00051812-0.00035655i,0.00048111-0.0003447i,0.00043922-0.00078632i
7.5114e-05+0.00013363i,-0.0012105+0.0012742i,-0.00060056+0.00035992i,0.00011309-0.00075906i,1.5041e-05-0.00077832i,-0.00024492-4.4286e-05i,-0.00011327+0.00010076i,-0.00054237-0.00044879i,-0.00064252-0.00027104i,-0.0010495+3.7633e-05i,-0.0011934-5.0398e-05i,0.00025194+0.00055041i,0.00070373+0.0009626i,0.00027043+0.00041196i,-0.00033988+8.7738e-05i,-0.00094615-8.2019e-05i,-0.00024649+0.00019901i,0.00072415+0.00022267i,0.00042095-0.00025788i,-0.0001692-0.00017626i,-0.00062712+0.00015284i,-0.00081413+0.00026101i,-0.00058064+0.00097485i
-0.00080077+0.00013264i,0.00041822+0.00010525i,0.00036547+4.5097e-05i,0.00023458+0.00025296i,9.4726e-05+0.0012599i,0.00016845+0.00075189i,-0.00027437+0.00030283i,-0.00077252-0.00028715i,-0.00086208+0.00026974i,-0.0009195+0.00042758i,-0.00037869+1.7467e-05i,0.00028193+0.00039601i,0.00051936+8.2792e-05i,0.00040354-0.00011725i,0.00092517+0.00025847i,0.00093753+0.00034854i,0.00052957+0.00038923i,0.00014123+0.00015167i,-0.00037273-0.00052451i,-0.00045986-0.00075085i,-7.187e-05-0.0006741i,-0.0003928-0.00029148i,0.00010465+0.00042729i
-0.00022954+1.4317e-05i,-0.0011541-0.00059977i,-0.0021585-0.00073781i,-0.0013244-0.0012687i,0.00056093-0.0011358i,-1.0944e-05-0.00073941i,-0.0010578-2.0049e-05i,-0.0007584+0.00057924i,0.00022076+0.00036951i,0.00069683+0.00053102i,-9.3161e-05+0.0013166i,-0.00013697+0.0015804i,0.00079138+0.0017224i,0.00071105+0.0013016i,-1.9477e-05+0.00044138i,-0.00027242+1.8239e-05i,0.00013295-0.00045395i,0.00076542-0.0009936i,0.00028124-0.0006752i,-0.00027467-0.00050711i,-0.00013208-0.00047747i,-2.419e-06+2.3678e-05i,-7.6549e-06+0.00040146i
0.00024267+0.00037265i,0.00075041-0.00010167i,0.0021434+0.00060613i,0.0011242+0.0016953i,0.00033799+0.0010953i,0.00057521-0.00062556i,0.00028901-0.0012329i,-0.00018236-0.0011853i,-0.00038752-0.00094386i,-9.9756e-05-0.00032529i,-2.0097e-05+0.00021373i,-0.00021848+0.0008596i,0.00026009+0.0010432i,0.00031062+0.00065537i,-0.0003369+0.00035584i,-0.00032435+0.00059246i,0.00019739-9.9495e-05i,0.00035019-0.00065005i,-4.2608e-06-0.00016958i,-0.00026755+0.00020173i,0.00015261+0.00043434i,0.00064977+0.0004919i,0.00088666-0.00016702i
-0.0014308+0.0021485i,-0.0003+0.0025283i,-0.00094095+0.0037404i,0.00029003+0.0019111i,0.0015782-0.00012376i,0.00064374-0.00085489i,-1.2733e-05-0.00126i,-0.00062465-0.001341i,-0.00079539+0.00034285i,-0.00017267+0.0019011i,-0.00015806+0.0023307i,-0.00019666+0.0017848i,-9.91e-06+0.00091117i,0.0003298+0.00078537i,0.00040617+0.00022697i,0.00017146-0.00023396i,0.00055568-0.00018795i,0.00024902-0.00071513i,-0.00054623-0.00085726i,-0.00032296-0.00058363i,-0.00013888-0.00039847i,-0.00073986+0.00017207i,-0.00040014+0.00049531i
-0.0029377-0.00033104i,-0.0026889+0.00039737i,-0.0022922+0.0013641i,-0.0017078+0.0014155i,-0.00033816+0.0010902i,0.00046121+0.00017797i,-4.506e-05-2.7737e-05i,-0.00077133-0.00050186i,-0.0013515-0.0010447i,-0.00061241+0.00019021i,0.00031962+0.0015045i,0.00076177+0.0011425i,0.0011404+0.00037633i,0.0010958-0.00023359i,0.00069617-0.00012279i,0.00044754+0.00052746i,5.5209e-05+0.00033415i,-0.00018976-0.00038517i,0.00016781-0.00065676i,0.00050149-0.00062881i,0.00062962-0.00011254i,0.00057669+0.00035086i,0.00020999+0.00033622i
0.0019974-0.00075872i,0.0017549-0.0011404i,-5.8383e-05-0.00092396i,-0.0013897-0.00014748i,-0.0011428-0.00014137i,-0.0011814-0.0011167i,-0.00090301-0.0014326i,-0.000323-0.0012508i,-0.00062537-0.00049216i,-0.00032676+0.00068345i,0.00033913+0.0014949i,-6.5651e-05+0.0016265i,-0.00013211+0.0011184i,0.00074529-9.8411e-05i,0.001026-0.00099171i,0.00066953-0.00067285i,0.00071196-0.00041448i,0.001352-6.8045e-05i,0.00095022+0.00027511i,0.00025904+0.00034339i,0.00023548+0.00022342i,-0.00049553+2.8548e-05i,-0.00073197-0.00041665i
-0.00084765+0.00036247i,-0.0014212-0.000333i,-0.0013071-0.0012061i,-0.00059889+0.00013752i,0.00011803+0.0014506i,0.00069039+0.00095909i,0.00036012-0.00032398i,-0.00033251-0.00075416i,-0.00091067-0.00015064i,-0.0010626+0.00040217i,-0.00083233+0.00034574i,0.00059171+0.00016844i,0.0011808+0.00071697i,0.00031443+0.00093703i,0.00011387+0.0011076i,0.00017438+0.00094085i,0.0002282-0.00028012i,2.4868e-05-0.00080163i,0.00035951-0.00063919i,0.00075332-0.00024455i,0.00080627+0.00047046i,0.00036321+0.00089644i,-0.0003277+0.00081204i
-0.0018416-0.0011281i,-0.0011196-0.00064998i,-0.0010722+0.00034932i,-0.00071017+0.00050566i,0.0009545+0.0008323i,0.0014445+0.00056087i,7.099e-05-0.00015569i,-0.00092592-0.00098052i,-0.0015402-0.0011547i,-0.0012031+0.00022738i,0.00043232+0.0010819i,0.0013852+0.0012137i,0.0015507+0.00094112i,0.0017486-0.00021635i,0.0016181-0.00015132i,0.0012765+0.0010081i,0.0009085+0.0012059i,0.00050915+8.2131e-05i,0.00028251-0.00081843i,0.0001666-0.00050517i,0.0001625-4.3246e-05i,0.00029755+4.819e-05i,-0.00012637-2.4051e-05i
-0.0012045+0.00069646i,-0.000775+0.0022401i,-0.00095734+0.0036659i,-0.0010287+0.0029158i,-0.00023796+0.002012i,0.001435+0.0011332i,0.0015605+0.000457i,0.00038844+0.00056153i,-0.00052705+0.00060029i,-0.00085976+0.0010476i,-0.0011509+0.0009719i,-0.00080814+0.00015443i,0.00015999-7.2578e-05i,0.00013672-0.00056139i,0.00040202-0.0012359i,0.00093675-0.00070807i,0.00067146-0.00013899i,0.00040872-0.0004636i,0.00017036-0.00085774i,-2.3552e-05-0.00067186i,-4.8051e-05+1.4092e-05i,-0.00016349+0.00056052i,-0.00051098+0.00061732i
-0.0021482+0.0018415i,-0.0012415+0.0016649i,-0.0014102+0.0017176i,-0.0011009+0.0012167i,0.00053281+0.00013161i,0.0013961-6.969e-05i,0.00077118-0.00033685i,6.7734e-05-0.00042409i,-0.00027991-9.5616e-05i,-0.00041777+0.00010585i,9.3262e-05+0.00023107i,0.00071683+0.00016727i,0.0012668+0.00055527i,0.0013171+0.00053326i,0.00080594+0.00024971i,8.5045e-05+0.00039074i,0.00046285+0.0001789i,0.00053654-0.00036881i,-0.00030593-0.0007679i,-0.00038649-0.00066085i,-0.00031061-0.0002752i,-0.00040642+0.00016003i,-0.00050931+0.00053375i
-0.00083103-0.0010521i,-0.002673+0.00046678i,-0.0032462+0.0014068i,-0.0027782+0.0011015i,-0.0011666+0.00094285i,0.00018392+0.00096458i,0.0001154-6.8343e-05i,-2.463e-05-0.0006405i,-0.00027511-0.00050684i,0.00010215+3.3453e-05i,0.00017692+0.00086493i,0.00048248+0.0010584i,0.0013649+0.00091877i,0.0014161+0.00089574i,0.0008146+0.0002873i,0.00063397-3.0773e-05i,0.00070965-0.00050535i,0.00053715-0.00084087i,0.00012883-0.0004761i,0.00015162-0.0010386i,0.00023813-0.0010816i,0.00097054-0.00052293i,0.0010301+0.00011661i
