-0.0015136-7.8962e-05i,0.00031015-0.0011796i,-0.0014845-0.0010509i,-0.0025471-0.00015619i,-0.0021904+0.0013781i,-0.0012829+0.0016197i,-0.0006546+0.0010825i,-0.00017031+0.00083588i,0.00057779+0.0004936i,0.00094278-0.00059695i,0.00026927-0.00061086i,0.00029322+3.3176e-05i,0.0011751+0.00018233i,0.0012834-0.00049177i,0.00087655-0.00038122i,-0.0004359+0.00074192i,-0.00082475+0.00043554i,0.00012694-0.00018592i,0.00049488+2.6222e-05i,0.00022027+9.3055e-05i,0.00017857-2.2592e-05i,5.7298e-05-0.00048903i,0.00054575-0.00055043i
-0.23724+0.50875i,-0.40782+0.62201i,-0.39399+0.5187i,-0.22669+0.2908i,-0.064778+0.13638i,0.01124+0.09443i,1.4041e-05+0.076334i,-0.031209+0.069129i,-0.018045+0.05765i,-0.0050647+0.016513i,-0.020742-0.015678i,-0.031557-0.018885i,-0.030096-0.011638i,-0.030159-0.013531i,-0.038876-0.019744i,-0.042666-0.011563i,-0.027195+0.0027101i,-0.0016106+0.0064945i,0.013912-0.0075429i,0.0071496-0.029494i,-0.011036-0.037502i,-0.023746-0.030641i,-0.021355-0.018856i
0.10655-0.47314i,0.32233-0.58379i,0.41117-0.4646i,0.31563-0.2497i,0.12538-0.13875i,-0.058693-0.098588i,-0.11111-0.028119i,-0.053059+0.012787i,-0.017241+0.0051859i,-0.0080189+0.0076227i,0.01158+0.016853i,0.025982+0.016615i,0.026891+0.015298i,0.021985+0.024351i,0.021863+0.041835i,0.025691+0.046612i,0.022345+0.032101i,0.010389+0.016449i,-0.00024488+0.015894i,-0.0031067+0.030482i,0.0064712+0.045274i,0.021345+0.043367i,0.023198+0.027017i
0.041767+0.39839i,-0.10833+0.52175i,-0.16129+0.36755i,-0.1102+0.099673i,-0.035427+0.030506i,0.063984+0.12519i,0.11751+0.15274i,0.09607+0.10482i,0.064781+0.057711i,0.032775+0.01892i,-0.0041609-0.00069164i,-0.02005-0.0026981i,-0.013599-0.0017758i,-0.0041676-0.010151i,0.00090662-0.025163i,0.0051228-0.031606i,0.011362-0.029553i,0.015191-0.026332i,0.010568-0.02585i,0.0015881-0.027085i,-0.0065418-0.028283i,-0.015829-0.02666i,-0.016823-0.017293i
-0.1062-0.32807i,0.0086663-0.53779i,0.0381-0.46134i,-0.019486-0.20007i,-0.051162-0.077468i,-0.047857-0.091945i,-0.0063724-0.087536i,0.030637-0.069174i,0.018499-0.051014i,0.008631-0.012768i,0.027531+0.013363i,0.038734+0.010904i,0.031421+0.0011338i,0.023554+0.0055915i,0.025243+0.019243i,0.025438+0.023099i,0.012949+0.016214i,-0.0031951+0.0089686i,-0.0057506+0.011261i,0.0051383+0.017988i,0.017895+0.021588i,0.027688+0.021208i,0.026217+0.012077i
0.11191+0.21798i,0.03975+0.42613i,-0.0064397+0.33507i,-0.010504+0.088997i,0.012767+0.025811i,0.07544+0.052239i,0.084889+0.0065839i,0.02985-0.031013i,0.001485-0.018646i,-0.0014272-0.0095732i,-0.011197-0.0056514i,-0.016997+0.0028858i,-0.010513+0.0027319i,-0.0045272-0.016247i,-0.010025-0.043521i,-0.017786-0.056016i,-0.018078-0.044137i,-0.01305-0.023943i,-0.0086491-0.013766i,-0.0063928-0.015177i,-0.0074475-0.023827i,-0.014915-0.028597i,-0.019469-0.019223i
-0.11533-0.15786i,-0.17488-0.36974i,-0.21408-0.2643i,-0.18734+0.0037668i,-0.13027+0.040623i,-0.11296-0.073765i,-0.10101-0.11107i,-0.066966-0.081545i,-0.040846-0.048714i,-0.016241-0.021099i,0.0089854-0.0083332i,0.015433-0.0072575i,0.0043683-0.0036249i,-0.0068506+0.0081177i,-0.0098348+0.024134i,-0.0074881+0.032796i,-0.0050576+0.028416i,-0.0019557+0.019915i,0.0031729+0.011447i,0.0040754+0.002476i,0.00058309+0.00028012i,0.0014764+0.0019472i,0.0032861-0.0003901i
0.07663+0.14206i,0.19932+0.3539i,0.25347+0.29112i,0.22041+0.077823i,0.16138+0.029276i,0.090188+0.080791i,0.0091301+0.082652i,-0.037005+0.062703i,-0.028552+0.046289i,-0.013469+0.020476i,-0.014+0.00085211i,-0.0090035-0.001272i,0.0023734-0.0014677i,0.0030228-0.012023i,-0.0081432-0.02466i,-0.01306-0.026642i,-0.0038312-0.018269i,0.0041575-0.0093689i,0.00062673-0.0034571i,-0.007514+0.00092023i,-0.011902+0.003019i,-0.015895+0.0031337i,-0.017098+0.0065138i
-0.051793-0.13035i,-0.23249-0.25604i,-0.29605-0.15295i,-0.2281+0.027368i,-0.15039+0.037489i,-0.10891-0.023149i,-0.070851-0.012389i,-0.028551+0.012265i,-0.011071+0.0077315i,-0.0065215+0.0062791i,0.0062324+0.010251i,0.012432+0.0073728i,0.0057041+0.0098419i,0.0011696+0.026149i,0.0057607+0.045553i,0.01029+0.049534i,0.007878+0.033347i,0.0056361+0.01283i,0.0059364+3.8205e-05i,0.0021845-0.0045635i,-0.003352-0.0030141i,-0.0025069+0.0010278i,0.0033028+0.0013184i
0.074438+0.16417i,0.31294+0.24214i,0.42703+0.13399i,0.37098-0.038748i,0.25117-0.059856i,0.14981+0.022407i,0.0831+0.058057i,0.04186+0.044785i,0.022023+0.028421i,0.0099089+0.016552i,-0.0036971+0.0088194i,-0.0057547+0.0033835i,0.0045521-0.0053325i,0.010141-0.017768i,0.0079665-0.030472i,0.0062882-0.033612i,0.0039083-0.025604i,-0.0049406-0.014912i,-0.012933-0.0021869i,-0.0059875+0.013198i,0.0081501+0.020074i,0.012654+0.017357i,0.0091853+0.014257i
-0.088312-0.19131i,-0.31127-0.22391i,-0.4002-0.12339i,-0.34794+0.0012118i,-0.24636+0.0070102i,-0.12953-0.042016i,-0.033319-0.049357i,0.0061165-0.028184i,0.006447-0.0078326i,0.0061903+0.005197i,0.010522+0.0073531i,0.0036036+0.0041649i,-0.0060127+0.0087445i,-0.0023107+0.019619i,0.0086977+0.025873i,0.012452+0.023165i,0.0067822+0.014807i,0.0034377+0.0093334i,0.0092271+0.002262i,0.010197-0.013205i,0.00017608-0.025187i,-0.0042277-0.024194i,0.00039397-0.021819i
0.14789+0.19506i,0.36711+0.15517i,0.43837+0.029209i,0.35928-0.065882i,0.23317-0.046771i,0.1143+0.0073986i,0.041133+0.019989i,0.014812+0.0070975i,0.0075905-0.00033265i,0.0063208-0.005182i,0.0033924-0.010265i,0.0030217-0.0095223i,0.006135-0.015116i,0.0027477-0.030794i,-0.0043305-0.039742i,-0.0029898-0.034043i,0.0041421-0.019554i,0.0021208-0.0066307i,-0.0054557+0.00192i,-0.0054935+0.013031i,0.0010265+0.022614i,0.0038286+0.021319i,-0.0035017+0.014497i
-0.22148-0.1816i,-0.41736-0.11949i,-0.46908-0.026611i,-0.3988+0.038398i,-0.28157+0.050353i,-0.14892+0.014829i,-0.06275-0.020258i,-0.024748-0.016954i,-0.0014325-0.0055577i,0.0063749-0.0025251i,0.0076286+0.0068598i,0.0059951+0.01846i,0.0012628+0.027416i,0.00029317+0.032474i,0.00072904+0.029553i,-0.0033745+0.018707i,-0.005503+0.0081008i,0.0047771+0.0037998i,0.015249-0.0044136i,0.010328-0.020472i,-0.0036714-0.032449i,-0.010147-0.030411i,-0.0039886-0.018514i
0.27274+0.13815i,0.40678+0.052347i,0.40916-0.0031338i,0.35062-0.012171i,0.26755-0.0089101i,0.14637+0.012803i,0.05997+0.028937i,0.026063+0.010466i,0.0056363-0.0081683i,-0.0058009-0.0096016i,-0.0092948-0.008903i,-0.0041888-0.011563i,0.00085426-0.019932i,-0.0063832-0.028365i,-0.013948-0.027326i,-0.0096148-0.02074i,-0.0024809-0.016489i,-0.0066877-0.015694i,-0.01754-0.0076959i,-0.017755+0.012898i,-0.0050405+0.032038i,0.0024569+0.034216i,-0.0031144+0.025315i
-0.33165-0.051891i,-0.42225+0.050518i,-0.39969+0.070155i,-0.33563+0.039644i,-0.22861+0.031159i,-0.089833+0.0068598i,-0.023163-0.026423i,-0.021536-0.023278i,-0.020209-0.0070184i,-0.012399+0.0068101i,0.0019897+0.01816i,0.013849+0.020384i,0.016761+0.023753i,0.018431+0.029174i,0.013812+0.028317i,0.00052551+0.021309i,-0.0080035+0.011785i,-0.0027231+0.0048118i,0.0075219-0.0019674i,0.0097523-0.01441i,0.0045228-0.027753i,0.0016366-0.030116i,0.0071755-0.022757i
0.33981-0.042043i,0.37666-0.1115i,0.33418-0.047779i,0.30127+0.018046i,0.23237-0.016994i,0.10928-0.034238i,0.036397-0.0062242i,0.010097-0.0032317i,-0.012056-0.0035908i,-0.012648+0.0041742i,-0.0046456-0.0024411i,-0.0030831-0.013115i,-0.0055988-0.020156i,-0.011368-0.023294i,-0.0098611-0.01873i,0.00049993-0.0083279i,0.004136+0.00021266i,-0.0077758+0.0027445i,-0.019306+0.0089194i,-0.015689+0.024029i,-0.008512+0.034873i,-0.0090987+0.031623i,-0.013585+0.020706i
-0.31254+0.15401i,-0.28883+0.20315i,-0.23322+0.075653i,-0.24039-0.038087i,-0.21332-0.019054i,-0.12031-0.011541i,-0.072973-0.031243i,-0.055425-0.0055138i,-0.020375+0.020936i,0.0062644+0.020099i,0.018637+0.014579i,0.019471+0.011623i,0.01619+0.013487i,0.017356+0.015613i,0.014484+0.014413i,0.0060329+0.012274i,0.0023581+0.010238i,0.0099374+0.0097396i,0.02193+0.0036073i,0.026503-0.016178i,0.020514-0.033946i,0.01319-0.031801i,0.011622-0.018676i
0.24457-0.25899i,0.18721-0.26082i,0.15979-0.060564i,0.2021+0.078234i,0.15827+0.03879i,0.046443+0.017123i,0.010926+0.044466i,0.020306+0.036967i,0.015761+0.018i,0.0089188+0.0011786i,-0.0049859-0.014421i,-0.016366-0.01629i,-0.015401-0.014175i,-0.013712-0.016834i,-0.0074566-0.018135i,0.0055116-0.016283i,0.012282-0.012632i,0.0055157-0.0061715i,-0.0057686+5.5841e-05i,-0.014072+0.010506i,-0.01608+0.02444i,-0.013933+0.028717i,-0.015726+0.022745i
-0.12884+0.32877i,-0.039114+0.26651i,-0.0458+0.0048196i,-0.14332-0.12599i,-0.14143-0.037288i,-0.059452+0.024881i,-0.025302+0.013113i,-0.012395+0.01066i,0.0093881+0.0029686i,0.011867-0.0053658i,0.0087714+0.0018836i,0.012126+0.0091334i,0.013983+0.010935i,0.014096+0.010535i,0.008608+0.0073308i,-0.0011014+0.0024417i,-0.0021967-0.002669i,0.0074557-0.0084113i,0.014887-0.016004i,0.016795-0.025838i,0.018012-0.033648i,0.020733-0.029913i,0.024193-0.017213i
-0.013048-0.36299i,-0.10861-0.24903i,-0.052166+0.041149i,0.095346+0.16956i,0.12567+0.093348i,0.074787+0.046424i,0.068376+0.046389i,0.062327+0.014428i,0.024956-0.0078107i,-0.0045958-0.0051245i,-0.019493+0.00070399i,-0.022502+0.0072219i,-0.014985+0.0074121i,-0.010278+0.00097815i,-0.0066902-0.0042492i,-0.00042853-0.0085102i,-0.00069696-0.010112i,-0.0087142-0.0072984i,-0.019628-0.00078318i,-0.030608+0.012302i,-0.034963+0.024125i,-0.028205+0.020861i,-0.01905+0.0091996i
0.16043+0.3462i,0.23894+0.18006i,0.12524-0.12562i,-0.047255-0.23131i,-0.065365-0.12626i,-0.0045939-0.066356i,-0.0082656-0.070263i,-0.030511-0.048015i,-0.028709-0.022028i,-0.017094-0.0024328i,0.0052194+0.012873i,0.020527+0.010976i,0.016019+0.0022471i,0.0059862-0.00073892i,-0.00391+0.0037963i,-0.010873+0.010938i,-0.011204+0.010288i,-0.0074905+0.0034676i,-0.0010278+0.00077224i,0.011114-0.0024281i,0.021626-0.010765i,0.019662-0.015629i,0.011483-0.012824i
-0.30359-0.2642i,-0.36459-0.062135i,-0.20243+0.22999i,0.0074122+0.28604i,0.061421+0.13118i,0.031199+0.028432i,0.031788+0.0030945i,0.0255-0.011229i,0.0064008-0.0037447i,0.005111+0.0060811i,0.0041857+0.0037802i,0.0014272+0.0043314i,0.0049492+0.006002i,0.00772+0.0036864i,0.0098282-0.002261i,0.010097-0.0082628i,0.0048172-0.005592i,-0.0027459+0.003996i,-0.0079256+0.01133i,-0.015432+0.017465i,-0.023756+0.022533i,-0.025324+0.019505i,-0.021559+0.011128i
0.40244+0.14615i,0.43532-0.069234i,0.22676-0.3182i,-0.0045257-0.33303i,-0.065732-0.17843i,-0.054702-0.089518i,-0.074564-0.058265i,-0.073723-0.015924i,-0.038692+0.01145i,-0.0049488+0.015791i,0.019057+0.006604i,0.02333-0.0075509i,0.0095511-0.012128i,-0.0023778-0.0074705i,-0.0052804+0.0010723i,-0.003128+0.0085241i,0.00058451+0.0087873i,0.0052974+0.0046175i,0.014252+0.0019172i,0.030378-0.0049158i,0.040992-0.0136i,0.034444-0.01002i,0.019193+0.00077083i
-0.45798+0.0027693i,-0.46587+0.22926i,-0.23549+0.42833i,-0.017164+0.38774i,0.018906+0.20678i,-0.007267+0.10677i,0.0064972+0.07593i,0.022215+0.040974i,0.020933+0.013694i,0.011169-0.0039626i,-0.0048766-0.010043i,-0.01168-0.00016677i,-0.00084747+0.0088233i,0.012295+0.0067205i,0.016468-0.0031309i,0.013225-0.011457i,0.0078766-0.0099487i,0.0075914-0.0030421i,0.0053568-0.0036659i,-0.011087-0.0077739i,-0.02834-0.0043983i,-0.026295+0.00094217i,-0.010977+0.0027343i
0.45626-0.16095i,0.44629-0.38026i,0.21855-0.50561i,0.014984-0.39881i,-0.031515-0.19108i,-0.026107-0.07097i,-0.038409-0.021946i,-0.034058+0.0071419i,-0.017539+0.0099005i,-0.0098044+0.0047291i,-0.0042532+0.0011744i,-0.004123-0.0068237i,-0.012717-0.011801i,-0.020166-0.010577i,-0.022134-0.004393i,-0.016989+0.0036732i,-0.0068403+0.0028969i,-0.0018736-0.0060636i,0.0013066-0.010363i,0.012887-0.010631i,0.023927-0.012135i,0.02283-0.010511i,0.013099-0.00555i
-0.4032+0.30384i,-0.37265+0.51154i,-0.16539+0.57449i,0.0038761+0.43458i,0.04453+0.23848i,0.054995+0.1254i,0.077099+0.0645i,0.067711+0.01398i,0.034689-0.012627i,0.0068338-0.016247i,-0.0095746-0.0069608i,-0.0060013+0.0087126i,0.012337+0.014449i,0.024436+0.0060508i,0.022327-0.0046408i,0.012405-0.01105i,0.0032342-0.010306i,-0.0016492-0.0072719i,-0.01246-0.0081629i,-0.032942-0.0054691i,-0.044372+0.00063416i,-0.034612-0.00051527i,-0.016532-0.0065713i
0.3065-0.42619i,0.26494-0.61685i,0.10285-0.62413i,-0.010331-0.44481i,-0.024904-0.2349i,-0.018842-0.11584i,-0.024587-0.062155i,-0.02481-0.024187i,-0.019701+0.004098i,-0.007893+0.021122i,0.0087607+0.023627i,0.010138+0.01238i,-0.0059716+0.0025219i,-0.020014+0.0024761i,-0.020744+0.0088412i,-0.010741+0.013794i,-0.0034114+0.0099528i,-0.0063724+0.004772i,-0.0053306+0.0086783i,0.01396+0.013641i,0.031712+0.012839i,0.025534+0.0097542i,0.0070809+0.0080887i
-0.17197+0.49584i,-0.12869+0.66336i,-0.024908+0.62032i,0.038063+0.4179i,0.046626+0.20967i,0.042763+0.082809i,0.035614+0.018079i,0.019504-0.013301i,0.0031579-0.019077i,-0.0051109-0.012293i,-0.0051781-0.0006832i,0.0044875+0.0094303i,0.017756+0.0094948i,0.024852+0.0045007i,0.024931-0.00075243i,0.017373-0.0054136i,0.0075679-0.0028384i,0.0035236+0.0051941i,-0.0016089+0.0086842i,-0.01569+0.0072485i,-0.0271+0.0055707i,-0.022462+0.0042478i,-0.0082866+0.0018819i
0.026737-0.52147i,-0.022087-0.66696i,-0.064052-0.5995i,-0.068164-0.40181i,-0.059405-0.21905i,-0.058532-0.11146i,-0.059758-0.052516i,-0.045445-0.0087189i,-0.015867+0.01798i,0.0090576+0.021479i,0.01665+0.0098199i,0.0057565-0.0034613i,-0.012348-0.0058892i,-0.02219-0.0012872i,-0.019942+0.0023999i,-0.010624+0.0040652i,-0.0022206+0.0015024i,0.0020278+7.4968e-05i,0.013102+0.0039152i,0.033167+0.0048358i,0.042929+1.9625e-05i,0.031064-0.0018474i,0.011574+0.0028913i
0.11819+0.49189i,0.16084+0.61568i,0.12966+0.54332i,0.068336+0.36027i,0.038968+0.19291i,0.02965+0.095017i,0.019508+0.048899i,0.008662+0.017036i,-0.0011248-0.0059706i,-0.0078464-0.014653i,-0.0079963-0.014019i,0.0028259-0.0062756i,0.020213-0.00035647i,0.031466-0.004233i,0.028839-0.012147i,0.017282-0.015283i,0.0099772-0.010336i,0.011156-0.0053626i,0.0065797-0.010262i,-0.013008-0.017462i,-0.028989-0.016765i,-0.022619-0.010464i,-0.0044539-0.0076651i
-0.2376-0.4123i,-0.26978-0.5149i,-0.17803-0.45663i,-0.079648-0.3077i,-0.052602-0.16489i,-0.047051-0.069459i,-0.02812-0.016657i,-0.0034998+0.0091205i,0.015887+0.014496i,0.023072+0.0084516i,0.018393+0.0031744i,0.0039723+0.00098654i,-0.012186+0.002411i,-0.022414+0.0051421i,-0.024253+0.0074915i,-0.017435+0.0081604i,-0.0086973+0.0018345i,-0.0057863-0.0072784i,-0.00093905-0.010163i,0.011844-0.0063217i,0.020718-0.0017558i,0.015285+0.00012832i,0.0020908+0.0023524i
0.32524+0.30612i,0.3461+0.39308i,0.20711+0.37295i,0.07648+0.27735i,0.04593+0.16679i,0.044094+0.081962i,0.029775+0.031919i,0.0088359+0.0027336i,-0.013777-0.010667i,-0.026076-0.0074359i,-0.023373-0.0012491i,-0.0063702-0.000345i,0.010979-0.0049099i,0.015466-0.010103i,0.011627-0.011553i,0.0050223-0.0098793i,-0.00012153-0.0051295i,-0.0035705-0.0021364i,-0.01349-0.0044363i,-0.030005-0.0052696i,-0.037261-0.002594i,-0.025266-0.0017619i,-0.0088412-0.0039616i
-0.36877-0.18108i,-0.37736-0.25761i,-0.20795-0.27583i,-0.060785-0.22159i,-0.030637-0.13104i,-0.024227-0.063467i,-0.0040568-0.036764i,0.0064299-0.022135i,0.010938-0.0094676i,0.011984-0.0024281i,0.0083568+0.0026265i,-0.0016638+0.0063197i,-0.013234+0.0092947i,-0.01976+0.011908i,-0.018913+0.01459i,-0.011336+0.01373i,-0.0073747+0.0069571i,-0.010721+0.0032479i,-0.0077027+0.0073576i,0.0095543+0.013014i,0.022672+0.013011i,0.016099+0.0084057i,0.0024851+0.0072268i
0.37039+0.047468i,0.36985+0.11403i,0.19167+0.17636i,0.047585+0.17359i,0.026809+0.11246i,0.023748+0.05357i,0.00067179+0.02427i,-0.018201+0.010235i,-0.02933+0.008704i,-0.026434+0.012792i,-0.013318+0.0096173i,-0.00023011+0.0027626i,0.010344-0.0020624i,0.01873-0.0052939i,0.022142-0.0082407i,0.018684-0.0075385i,0.01433-0.00050045i,0.011849+0.0074103i,0.0051624+0.0095549i,-0.0077224+0.0046409i,-0.016057-0.0010088i,-0.010378-0.0022526i,-0.0013571-0.002794i
-0.33731+0.065881i,-0.33182+0.0084517i,-0.15729-0.093769i,-0.02119-0.13662i,-0.0078062-0.099916i,-0.013304-0.053027i,-0.0064878-0.028661i,0.0028446-0.0098076i,0.017232+0.00034954i,0.025322+0.0007319i,0.022613+0.0033398i,0.012555+0.010509i,0.0015338+0.01696i,-0.0044802+0.017654i,-0.0061468+0.014304i,-0.0047063+0.0095675i,-0.0023586+0.005016i,0.001272+0.0027623i,0.010115+0.0037927i,0.022727+0.0059766i,0.026294+0.0050991i,0.015224+0.0027069i,0.0036032+0.0051209i
0.27169-0.16372i,0.25616-0.11787i,0.096337+0.017307i,-0.016163+0.099251i,-0.012861+0.082601i,-0.0014848+0.048568i,-0.0065893+0.035991i,-0.0089285+0.029205i,-0.010059+0.024378i,-0.0077472+0.018992i,-0.0024391+0.0079569i,0.0046831-0.0031502i,0.011304-0.011917i,0.013367-0.018099i,0.012234-0.020787i,0.0095-0.018365i,0.0084844-0.01221i,0.010685-0.0083225i,0.0073973-0.010982i,-0.0053612-0.01711i,-0.015599-0.016901i,-0.012529-0.010276i,-0.0046669-0.0078915i
-0.18105+0.2283i,-0.15826+0.19272i,-0.029827+0.030724i,0.042386-0.081147i,0.018348-0.078719i,0.0055583-0.048146i,0.017208-0.033653i,0.023335-0.029089i,0.023503-0.030027i,0.016207-0.026907i,0.0079031-0.015059i,0.0043802-0.002316i,0.0011001+0.0053412i,-0.0037234+0.0082804i,-0.0086705+0.0097537i,-0.0096651+0.0074006i,-0.0073524-0.00091223i,-0.0065976-0.007452i,-0.0037936-0.0063207i,0.0047153+0.00013638i,0.010872+0.0047723i,0.0075119+0.0053102i,0.0026758+0.0063843i
0.088014-0.26466i,0.052433-0.23558i,-0.039299-0.058963i,-0.072571+0.069695i,-0.036016+0.074478i,-0.016425+0.04725i,-0.012826+0.031064i,-0.0070835+0.017829i,-0.0080266+0.011281i,-0.0085275+0.0081764i,-0.0085772+0.0002626i,-0.0079021-0.0098267i,-0.0056611-0.015353i,-0.0033388-0.016095i,1.9308e-05-0.013924i,0.0011829-0.0080376i,0.0015283-0.0030991i,-8.9655e-05-0.0035574i,-0.0075399-0.0079807i,-0.018184-0.01133i,-0.020874-0.010627i,-0.012018-0.0083997i,-0.0050371-0.0078184i
0.016456+0.26887i,0.06058+0.23755i,0.11084+0.05957i,0.098426-0.064614i,0.042037-0.069335i,0.015129-0.050519i,0.0059923-0.045689i,-0.0064882-0.036408i,-0.012741-0.027212i,-0.011279-0.015384i,-0.004358-8.3697e-05i,0.00097077+0.010051i,0.00073495+0.016931i,-0.0010412+0.021103i,-0.002159+0.020652i,-0.0027516+0.015216i,-0.0053363+0.0086484i,-0.0082147+0.0072395i,-0.0053408+0.012848i,0.0054152+0.019314i,0.012785+0.019248i,0.008635+0.013716i,0.0044205+0.0096486i
-0.10131-0.23731i,-0.14744-0.20656i,-0.15892-0.041987i,-0.11119+0.074166i,-0.044485+0.079007i,-0.020423+0.056564i,-0.018615+0.042051i,-0.016195+0.030817i,-0.011761+0.028565i,-0.0039825+0.024957i,-0.00087887+0.014706i,-0.0036088+0.0054816i,-0.0054071-0.0022874i,-0.0040031-0.0077166i,-0.00026263-0.0093477i,0.0035816-0.0074159i,0.0044846-0.0029186i,0.0029984+0.00084613i,-0.00033819-0.0011791i,-0.0076683-0.0085949i,-0.011398-0.013187i,-0.0075342-0.012737i,-0.0053122-0.0099088i
0.17272+0.19036i,0.22318+0.16169i,0.2058+0.018567i,0.13083-0.081594i,0.054665-0.081256i,0.023482-0.055231i,0.0093985-0.032365i,-0.0019266-0.011399i,-0.0057181-0.0011667i,-0.0034203+0.0027499i,0.0046712+0.0058429i,0.012686+0.0087011i,0.016244+0.011463i,0.015174+0.011491i,0.0090382+0.0089216i,0.0039914+0.0037984i,0.0038011-0.00073724i,0.0046832+0.0015271i,0.01012+0.0096328i,0.019351+0.016123i,0.019563+0.016375i,0.011613+0.012957i,0.0078647+0.0097774i
-0.21786-0.11935i,-0.27022-0.091263i,-0.22822+0.02603i,-0.12613+0.10007i,-0.041884+0.087533i,-0.013581+0.060331i,-0.0037076+0.042216i,0.0093644+0.02752i,0.018666+0.018153i,0.018264+0.0071913i,0.0095983-0.0048986i,0.0008236-0.0095468i,-0.0045438-0.010204i,-0.0058823-0.010872i,-0.0041686-0.011948i,-0.0012046-0.0088847i,0.0014843-0.0026776i,0.0031239-0.0026693i,-0.00012345-0.010657i,-0.00994-0.020465i,-0.015634-0.02317i,-0.011631-0.018087i,-0.008273-0.011687i
0.23263+0.054486i,0.29226+0.026051i,0.23583-0.061528i,0.11939-0.10919i,0.03946-0.089552i,0.017814-0.062366i,0.013042-0.041217i,0.0062916-0.022833i,0.00085808-0.012396i,-0.00056766-0.0046945i,0.0045519+0.00030926i,0.010923+0.00084418i,0.011563+0.0013659i,0.0080381+0.0035861i,0.002595+0.0050002i,-0.0023917+0.0024077i,-0.0038887-0.0016266i,-0.0021637-0.0027404i,0.0041896+0.0021283i,0.012367+0.010831i,0.012892+0.01545i,0.0068717+0.014368i,0.0035597+0.010788i
-0.23447+0.0064662i,-0.29771+0.043378i,-0.23616+0.10306i,-0.11564+0.12258i,-0.039925+0.094632i,-0.01764+0.06054i,-0.0059972+0.028339i,0.0029947-0.001002i,0.0037598-0.01393i,-0.0011623-0.012008i,-0.0073749-0.0057408i,-0.011332-0.0017008i,-0.012668-0.0012346i,-0.011512-0.002301i,-0.0072831-0.0021737i,-0.0019007+0.00063017i,0.00074095+0.0020884i,-0.0019327-0.0012198i,-0.010599-0.010044i,-0.019849-0.01779i,-0.020556-0.017949i,-0.013172-0.013826i,-0.0076015-0.0085816i
0.21072-0.061562i,0.27224-0.10487i,0.21305-0.13447i,0.099497-0.12472i,0.029588-0.091445i,0.0091486-0.061159i,-0.0019816-0.034748i,-0.012279-0.013331i,-0.015896-0.00039253i,-0.010685+0.0079333i,-0.00046583+0.010784i,0.007706+0.0073394i,0.011592+0.0046424i,0.011092+0.0035276i,0.0064228+0.0024454i,0.0017374+0.000602i,-0.00050442-0.0025192i,-0.0013899-0.0005183i,0.0030572+0.0095107i,0.011908+0.020642i,0.014497+0.023285i,0.010351+0.018049i,0.0072952+0.011164i
-0.18318+0.10611i,-0.23816+0.15695i,-0.1876+0.16849i,-0.08455+0.13902i,-0.020117+0.099682i,-0.0081093+0.066237i,-0.0098867+0.032972i,-0.012065+0.0090651i,-0.012951-0.00042567i,-0.0089116-0.0036227i,-0.005741-0.002989i,-0.0051286+0.0021664i,-0.0042143+0.0059966i,-0.001844+0.0044202i,0.002479+0.0013677i,0.0066935+8.623e-05i,0.0081101+0.002012i,0.0035623+0.0021615i,-0.0062271-0.0054347i,-0.014952-0.015051i,-0.014804-0.018812i,-0.0084009-0.016408i,-0.0036558-0.010269i
0.14325-0.13718i,0.18941-0.18893i,0.14826-0.18419i,0.060776-0.13946i,0.0075709-0.091743i,0.00092359-0.054589i,0.0030229-0.019796i,0.0014564+0.0075242i,0.0031564+0.018975i,0.0083008+0.017214i,0.01334+0.0089114i,0.013981-2.8634e-05i,0.011072-0.0053877i,0.0074767-0.0061582i,0.0028256-0.0050925i,-0.0030383-0.0055689i,-0.0060017-0.0068829i,-0.002136-0.002408i,0.0087958+0.0093152i,0.018688+0.019304i,0.018164+0.019553i,0.010731+0.01296i,0.0050457+0.0051703i
-0.09618+0.15924i,-0.13473+0.20974i,-0.10437+0.19335i,-0.031485+0.1359i,0.0086657+0.08495i,0.0083218+0.053048i,0.0032015+0.026067i,0.00067586+0.0073391i,-0.0018216+0.00054482i,-0.0043288-0.0027965i,-0.0059488-0.0020165i,-0.0057506+0.0025759i,-0.003667+0.0050556i,-0.002259+0.0048071i,-0.00061548+0.0023381i,0.0033575+0.00029521i,0.0061383+0.00040633i,0.003751-0.0015681i,-0.0047934-0.0099238i,-0.014892-0.019904i,-0.017252-0.022285i,-0.011646-0.016662i,-0.0058934-0.009234i
0.050403-0.15602i,0.085727-0.20728i,0.068859-0.18327i,0.013313-0.11963i,-0.011919-0.074282i,-0.0026852-0.04858i,0.0083175-0.022991i,0.015908-0.0044749i,0.018311+0.0015081i,0.013991+0.0021767i,0.0081996+0.00090556i,0.0047448-0.0010871i,0.0024533-0.0031221i,0.00047431-0.0052602i,-0.0031792-0.0054873i,-0.0077338-0.0043713i,-0.0087621-0.0041612i,-0.0042455-0.0027204i,0.007051+0.0046366i,0.017369+0.014584i,0.016113+0.017809i,0.0068959+0.014277i,-0.00016379+0.0092665i
