-0.00065902+0.00024617i,-0.00048356-0.00087427i,0.00010278-0.00093885i,5.7882e-05-0.0010834i,-0.00056827-0.00061087i,-0.00097007+0.00048206i,-7.8522e-05+0.0010376i,0.00078761+0.0012938i,0.001053+0.0011274i,0.0013132-7.9598e-05i,0.0011249-0.0010809i,0.00053757-0.00076547i,-0.00041693-0.00029732i,-0.00048252-0.00039489i,7.9492e-05-0.000238i,0.0011067+9.1726e-05i,0.001115+1.6954e-05i,0.00032059-0.00015748i,-0.00021461+9.2282e-06i,-0.00035354+0.00026672i,-0.00013444+0.00015973i,1.8098e-05-9.9452e-05i,0.00032952-0.0002647i
0.00080965+0.0012044i,0.0018593+0.0020077i,0.0028159+0.0027203i,0.0023771+0.0018767i,0.0022473+0.00069989i,0.0015996-4.6752e-05i,0.00066537-0.00020893i,0.00070881+0.00045213i,0.00057863+0.00026701i,0.00013321+0.00015025i,-3.0111e-05+0.00097219i,0.00028433+0.00055169i,6.2531e-05-0.00028469i,-0.00013819-0.0011679i,-1.2477e-05-0.0013003i,-0.00035822+6.6121e-05i,-0.00055213+0.00090731i,0.00035981+0.00070427i,0.00095146+0.00034503i,0.0010131+4.7799e-05i,0.0012164-0.00059387i,0.00037511-0.0001515i,0.00019381+0.00021312i
-0.00087993+0.00015657i,-0.00073517+0.00068415i,-0.00076259+0.00067654i,-0.001253+0.00023496i,-0.0010956+0.00019184i,-1.679e-06+8.103e-05i,0.00038581+1.3284e-05i,-0.00041354+4.0442e-05i,-0.00022688-5.2259e-05i,0.00036003+0.00012356i,0.00033148+0.00063455i,0.0001607+0.00046829i,-0.0008584+4.1789e-05i,-0.0014909+0.00063065i,-0.00021103+0.00097448i,0.00070146+0.00041042i,0.00076712-0.00039055i,0.00033608-0.00034927i,4.702e-05+8.697e-05i,0.00036022-0.00029529i,0.0012551-0.00047945i,0.0011798-0.00050796i,0.00048081-0.00041022i
-0.00023294-0.0024124i,0.00070987-0.0016226i,-1.4199e-05-0.0023989i,-0.0011232-0.002305i,-0.00022411-0.0013739i,0.00058031-0.00086489i,0.00062785-0.00065461i,0.00062883-0.00077873i,0.00017953-0.00060139i,-0.0007849+0.00067996i,-0.000688+0.0010613i,-0.0013348+0.00056318i,-0.0022488-2.5254e-05i,-0.0010431-0.00064795i,5.4969e-05-0.0011327i,-0.00027192-0.0005131i,-0.00057992+0.00039029i,-0.00036506+0.00020464i,-7.7835e-05+4.4702e-05i,-0.00035+0.00060436i,-0.00034293+0.00034465i,-4.0448e-05+5.4585e-05i,0.00040926+0.00024537i
-0.0016437-0.0016726i,-0.0014668-0.00095742i,-0.0014145-0.001083i,-0.00048316-0.0003877i,-7.3017e-06+2.4221e-05i,0.00056583-0.00036287i,0.00082236-0.0007048i,0.00044853-0.00084845i,0.00011773-0.0010745i,-0.00037786-0.00090702i,-9.8071e-05-0.00021644i,0.00050649-0.00023447i,0.00026276-0.00069213i,-6.1693e-05-4.3976e-05i,-0.00060161+0.0008389i,-0.00096372+0.00054224i,-0.00084718-0.00022769i,-0.00037377-0.0001919i,0.00054138-1.5428e-05i,-0.00011026+0.00042103i,-0.0012107+0.00069365i,-0.00080558-4.5347e-05i,-0.0003927-7.0199e-05i
0.00018915+0.0016422i,-0.00010293+0.0021299i,-0.00086888+0.0014782i,-0.0012041+0.0013376i,-0.00094987+0.00038699i,-0.0012762-0.00045376i,-0.0014601+0.00029325i,-0.00074427+0.00045186i,0.00024029-0.00066472i,0.00052124-0.0013351i,-7.9474e-05-0.00062008i,-0.00058589+0.0005726i,3.5244e-05+0.00097755i,0.00054685+0.00036085i,-0.00015679-0.00062146i,-4.3518e-05-0.00061628i,-0.00025514-0.00060292i,-0.00027503-0.00064979i,-0.00035635+0.00019839i,-0.00069485+0.001081i,-0.00041634+0.0012098i,-0.00028986+0.00053558i,-0.00055829-0.00053937i
-0.0010497-4.8319e-05i,-0.00132-0.0010983i,-0.001624-0.00029551i,-0.0012627+0.00071044i,0.00012368+0.00016691i,0.00080838-0.00055656i,0.00049378-0.00020039i,0.00086522+0.00046037i,0.00070479+0.00034511i,0.00033642-0.00018043i,0.00050107+0.00026141i,0.000304+0.00022765i,-0.00023728-0.00021333i,-0.00011162+0.00017156i,0.00018851+0.0004972i,-0.00034107+0.00015715i,-0.00058193+0.00035773i,-0.0006236+0.00063211i,-0.00041248+0.00028492i,0.00019133+0.00021879i,0.00042191-0.00048526i,0.00016373-0.00079514i,-0.0003599+1.9565e-05i
0.0023414+0.001089i,0.0018277+0.0016265i,0.0015035+0.0018375i,0.0011824+0.0020562i,0.0010375+0.00085875i,0.0018531-0.00016914i,0.0015491+0.00043962i,0.00071684+0.00074437i,0.0001596+0.00080924i,-0.00021894+0.00080206i,0.00034496+0.00080208i,0.0011746+0.0006664i,0.00037082+0.00032036i,-0.00098408+0.00013425i,-0.00068354+0.0003942i,0.00033858+0.00021231i,0.00082261-0.00046067i,0.00041799-0.001241i,2.5952e-05-0.00040139i,-9.2654e-05+0.00062807i,-0.0003985-0.00044659i,-0.00044302-0.0001072i,-0.00038589+0.00072985i
-0.00076111+0.0035255i,-0.00071349+0.0032949i,0.00031586+0.0033861i,0.0015477+0.0023664i,0.0019184+0.0010236i,0.0012295-0.00020728i,-0.00031802-0.0010628i,-0.00033403-0.00062773i,-0.00028493+5.3827e-05i,7.0744e-05+0.00038238i,0.00083263+0.00080217i,0.0008069+0.0010062i,0.0011059+0.00083593i,0.00080445+0.00059317i,0.00067984+0.00012361i,0.00023677-0.00021728i,-0.00046106-0.00072893i,-0.00054056-0.00056845i,-7.1038e-05-0.00056978i,0.00078822-0.00048641i,0.00042623+2.6469e-06i,0.00029801-0.00047731i,0.00076585-0.0007299i
0.00015496-0.00093983i,0.00013893-0.001219i,0.00027001-0.0010828i,-0.0004703-0.00059734i,-0.00046122+1.3007e-05i,0.00054902-0.00067351i,0.00057824-0.0011739i,0.00054288-0.0006378i,0.00078575-2.3771e-05i,0.00070939+0.00046428i,0.0010908+0.00089912i,0.0011451+0.0013343i,0.00028555+0.00079147i,-0.00056062-0.00011964i,-0.00035168-0.00037433i,0.00011626-0.00030083i,3.3111e-05+0.0003444i,0.0004493+0.00047891i,0.000926-0.00091154i,1.2725e-05-0.00096166i,-0.00057851-0.00029499i,-8.2513e-05-0.0006807i,0.00030912-0.00011938i
0.0015058-0.0013807i,0.0012647-0.0012228i,0.00028602-0.00086393i,-0.00014475-2.7772e-05i,-0.00036879-0.00042452i,-0.00014034-0.0014824i,-0.00031767-0.00089181i,-0.00094226-0.00027575i,-0.00061532-0.00034206i,-0.00019483+0.00017372i,-0.0008108+8.1243e-05i,-0.00095185+0.00035744i,-0.0002002+0.00075764i,6.0549e-05+0.00049688i,0.00013788+0.0010909i,0.00025821+0.00048902i,0.00024975-0.00057173i,-9.7441e-05-0.00061176i,-0.00047863+5.1879e-05i,-0.00061025+0.00016295i,-0.00036297+1.5387e-05i,7.0804e-05+4.2539e-05i,-4.656e-05-0.00023671i
-0.00065569+0.00067088i,-0.00083615+0.00089967i,-0.0016264+0.0010895i,-0.0017367+0.0015396i,-0.0010661+0.00083247i,0.00011827-0.00062362i,0.00081587-0.0011597i,0.00091153-0.0013201i,0.00035845-0.00081914i,-1.7481e-05-0.00013273i,2.4702e-05-0.00032684i,-0.00033607-0.00047513i,-0.00026801+0.00015112i,-0.0003465+0.0007695i,-0.0011491+0.00073556i,-0.00036008+0.00038617i,0.00063337+0.00035122i,0.00066104+0.00031766i,0.00049536+0.00058078i,4.2971e-05+0.0021802i,0.00027733+0.0022705i,-0.00028282+0.00075719i,-0.00031791+0.00014256i
-0.0023449+0.00095296i,-0.0020876-0.00024419i,-0.0029513+0.0012096i,-0.0012267+0.0020417i,0.00082307+0.00041183i,0.000694-0.00062899i,-0.000185-0.00075194i,-0.00054447-0.001114i,-2.0417e-05-0.00073899i,0.0007297-0.00054496i,0.00084305-0.00054453i,0.0011408-0.00039111i,0.00091082-0.00017091i,-0.00047873+0.00031119i,-0.00096771+0.00082754i,-0.00093459+0.000945i,-0.00054262+1.1264e-05i,0.00030508-0.00099888i,0.00062883-0.00088918i,0.00042134-0.00022606i,0.00035941-0.00024607i,1.2233e-05-0.00018273i,-0.00035118-0.00055243i
-0.00061727+0.0021403i,-0.00069505+0.0017503i,-0.00061092+0.0022348i,-0.00045273+0.0022744i,0.0001438+0.0011626i,0.00013701-0.00048265i,-0.00028704-0.00063526i,-0.00023266+0.00037504i,0.00016282+0.00081273i,0.00044747+0.0013283i,0.0010616+0.0015655i,0.0011572+0.0012384i,0.00079819+0.00034535i,0.00060967-0.00024843i,-3.2576e-05-0.00059623i,0.0001174-0.00052359i,0.00017755-0.00021429i,-0.00017692+9.3521e-05i,-0.00054236+0.00061072i,-0.00021519+0.00041939i,0.00030922-0.00043663i,0.0002776-0.00022128i,0.00065989-0.00015175i
5.2425e-05+0.00074027i,0.00013863+0.0029129i,0.00054193+0.0025364i,0.00097157+0.0016974i,0.0011143+0.00053761i,0.00070324+9.4139e-05i,0.00036308+0.00055625i,0.00017188+0.00031714i,0.00015489-9.2032e-05i,-0.00024624-0.00010842i,-0.00073223-5.1257e-05i,-0.00045608+0.00041122i,-0.00074856+0.00029339i,-0.00045988-0.0012067i,0.0006264-0.0018144i,0.00099257-0.00037277i,-7.0917e-05-1.0924e-06i,-0.00013385-8.5842e-05i,-0.00026021-0.00016219i,-0.00012508-0.00057923i,0.00055062-6.7336e-05i,0.001042-0.00033338i,0.00085167-0.00066388i
-0.00034517-0.0021278i,-0.0013975-0.0021492i,-0.00069281-0.0027282i,-0.00060272-0.002073i,-0.00076199-0.00055816i,-0.00020826+0.00075627i,0.00042003+0.0007606i,0.00090514-0.00019548i,0.00020482-0.00016552i,-0.0010189-0.00016042i,-0.0017141+0.00015861i,-0.0020228+0.0012178i,-0.00095631+0.00072437i,0.00024045+7.7252e-05i,0.00050993+0.00047743i,0.0011333+0.00025084i,0.0015681-0.00067394i,0.00089139-0.00091533i,0.00029703-2.7919e-05i,0.00047117+0.00046653i,0.00042904+0.00040965i,0.00017019+1.8648e-06i,0.00016318+3.9137e-05i
-0.0016419+0.00085724i,-0.0027903+0.0012864i,-0.0014177+0.0020422i,0.00083139+0.0024642i,0.0014079+0.0015907i,0.001138-0.00060541i,0.00088726-0.0018589i,0.00034676-0.0016546i,0.00014481-0.00068059i,0.00030338+5.7683e-05i,0.00016792-0.00021956i,-0.00030455+0.00032149i,-0.0010283+0.00081495i,-0.00027958+0.0010098i,0.0012805+0.0012343i,0.0014747+0.00046555i,0.0012393-0.00037709i,0.00075612-0.00024586i,0.00075106+0.00021722i,0.0011322+0.00020975i,0.00071115-0.00045804i,0.00079513-0.00027221i,0.00081665+3.9105e-05i
0.00025944+0.0009014i,0.00089043+0.00046046i,0.00083028-0.00086154i,0.00042067-0.0012476i,0.0010302-0.00047132i,0.0010995+0.0002101i,0.00074212+0.00072309i,1.0655e-05+0.0010901i,1.32e-05+0.00084394i,0.00063676+0.00013364i,0.00081571+0.00030897i,0.00057674+0.00042724i,-0.00027134+0.00028233i,-0.00032315-0.00034585i,-0.00015677-0.00010788i,-0.0011978+0.001239i,-0.00090863+0.0013996i,-0.00010474+0.00093566i,5.1793e-05+0.0003919i,0.00094684+5.9824e-05i,0.00088085-0.00053133i,-8.8611e-05-0.00098141i,-0.00082077-0.00058152i
-0.00093292+0.0032654i,-0.0010732+0.0035607i,-0.0013309+0.0044689i,-0.00017535+0.0045324i,0.00099978+0.0029184i,0.0013462+0.00025391i,0.00094066-0.0013754i,0.00045608-0.0010921i,0.00075314-0.00025646i,0.00080909+0.00022374i,0.00085406+0.00054076i,0.0009375+0.00032558i,0.00057082-0.00050915i,0.00062545-0.00072232i,0.0005493-0.00037728i,1.9769e-06-0.000156i,-0.00026901+0.00022763i,-0.00012789+0.00067324i,-0.00044579+0.00095409i,-0.00072564+0.00050364i,0.00028113-4.3905e-05i,0.0010074+0.00022806i,0.00022453+0.00024636i
0.001226+0.0016177i,0.0010929+0.00088058i,0.0016004+0.001007i,0.0011962+0.0015917i,0.00054101+0.0014138i,0.00024467+0.00015796i,-0.00034402-0.00031256i,-0.0010184-0.00021889i,-0.00078416-0.000366i,-0.00056707-0.00087204i,-0.0010864-0.00052902i,-0.00031906+0.00026863i,0.001144-0.00024192i,0.0010484-0.00061521i,-3.7739e-05-0.00073141i,-0.00061452-0.0010885i,-0.00070064-0.00035791i,-0.00087534+0.0001312i,-0.00056402-0.00033882i,-0.00023635+0.0001298i,-0.0003961+0.00052219i,-0.0001567+0.00076224i,-0.0001508+0.0006647i
-0.0011209+0.00077639i,-0.0019296+0.00028692i,-0.0022162+0.000906i,-0.001282+0.0014849i,0.00052299+0.0005813i,0.00091766-2.0939e-05i,-0.00020011-4.4903e-05i,-5.2817e-05+0.00019175i,-7.8097e-05+0.0001379i,-0.00044886+6.4148e-05i,4.8203e-05+0.00016712i,-0.00014124+0.00038076i,-0.00061872+0.0007933i,-2.2762e-05+0.0012912i,0.00056952+0.00068647i,0.00071654+4.9915e-05i,0.00059609+0.00038992i,-0.00035942+0.00083534i,-0.0001232+0.00066577i,0.0010934+0.00063023i,0.00111+0.00049096i,0.00051095-0.00031623i,-0.00036439+4.9531e-05i
0.0001924-0.00049459i,-0.00010132+0.00032894i,-0.00064598+0.00032685i,2.9478e-05+0.00020944i,0.00023847-6.7283e-05i,0.00012724-0.00028418i,-6.4719e-06-6.837e-05i,2.6178e-05-0.00029301i,0.00066743-0.0011792i,0.00039485-0.0017139i,-0.00068713-0.0017438i,-0.0013522-0.0015521i,-0.0013493-0.00061287i,-0.0004814+0.00014691i,-1.2085e-05+0.00044709i,0.00029469+0.00013562i,0.00027436-0.00012923i,6.852e-05+0.00042232i,0.00039933+0.00061123i,-2.9407e-05+0.00020335i,-0.00063548-0.00045128i,-0.00045663-0.0002994i,-0.00026001+7.6093e-05i
-0.0011193-0.0010374i,-0.0012118-0.00040257i,-0.0011704-0.00024664i,-0.0011657-0.00055616i,0.00012557-0.00030367i,0.0011021-0.00011495i,0.00067456-0.0003847i,0.00052376-0.00025835i,0.00066182+8.185e-05i,0.00043655-0.00011535i,-2.2837e-05-0.00046536i,-9.3607e-05-0.00052472i,-9.8423e-05-0.00088915i,-0.00055523-0.00072469i,-0.00035864-0.00019422i,3.0864e-05+0.00089374i,0.00013233+0.0011785i,0.00039877+0.00023253i,0.00058536-0.00027838i,0.00043622+5.9074e-05i,0.00015065-2.5352e-05i,0.00012022+0.0001263i,-0.00071267+0.00054355i
-0.0008078-0.00013614i,-0.0015346+0.00012286i,-0.0015381+0.0010617i,-0.00046823+0.0020335i,0.00064624+0.001845i,0.0012673+0.00029141i,0.00076028-0.00075219i,-0.00018889-0.00059298i,-0.00080236+0.00019993i,-0.0011222+0.00066262i,-0.00080291+0.00056844i,0.00016681+0.00035449i,0.00032439+0.00025243i,-9.8946e-05+0.00014846i,0.00025568-0.0001897i,6.3801e-05-0.00032976i,-0.00021147-7.5702e-05i,-0.00025993+0.0002528i,-0.00037238+7.8371e-05i,-0.00053037-0.00036496i,-0.00099976-0.00038588i,-0.00012837-0.00063128i,0.0010326-0.0009315i
-0.0018776+0.0016614i,-0.0029369+0.0027283i,-0.0031726+0.0022453i,-0.0024544+0.0012199i,-0.0012935+0.00054918i,-0.0012458-0.00068563i,-0.0015944-0.0011472i,-0.00099843+7.5118e-05i,-0.00036286+0.0015095i,-0.00059391+0.0017935i,-0.00088219+0.0017212i,-0.00038328+0.0016826i,0.00022307+0.0012713i,0.00069612+0.00015255i,0.0015161-0.00081721i,0.0019554-0.0011553i,0.00090917-0.00021383i,-0.00044271+0.00093256i,-0.00054541+0.0012622i,7.0673e-05+0.0012319i,0.00054121+0.00086729i,0.00047322+0.00021147i,0.00022439+5.5281e-05i
0.0034535+4.8401e-05i,0.0040024+0.00044028i,0.0039803+0.00025074i,0.0021976+4.6159e-05i,0.0015266-0.00095216i,0.0012138-0.0016512i,0.0011071-0.00099064i,0.0012427-0.00054056i,0.001034-0.00099354i,0.00024965-0.00060651i,-0.00053302-1.4125e-05i,-0.00068301+8.5144e-05i,-0.00063702+0.0002484i,0.00029384+0.00028186i,0.00053371-0.00020281i,-0.00017736-0.00054155i,-0.00028605-0.00018542i,0.00014152-0.00023635i,0.00017438-7.0441e-05i,-0.00020939+0.00027725i,-0.00016095-0.00025289i,5.4743e-05-0.0010407i,-0.00024756-0.0011055i
-0.0011085+0.0001081i,-0.001118+0.00032425i,-0.00023655+0.00088496i,-0.00010305+0.0012854i,-0.00076382+0.00074285i,-0.00010951-3.4897e-05i,0.00056372+0.00020945i,0.0004952+0.00027272i,0.00033654-0.000166i,-0.00027513+0.00032224i,-0.00046965+2.456e-05i,0.00016556-0.00064416i,-4.1374e-05-0.00017431i,-0.00012309+0.00077121i,-6.7014e-05+0.001624i,-0.00071691+0.0012518i,-0.00039864+0.0003949i,0.00055402+0.00016593i,0.0005174+0.00046776i,0.00079196+0.00030315i,0.0015881-0.00082949i,0.0014234-0.00091293i,0.0014123+0.00042867i
-0.0018645-0.001168i,-0.002095-0.00040532i,-0.0033233-0.0015455i,-0.002941-0.001832i,-0.00066475-0.0010465i,0.00088776-0.00028722i,0.00080451+0.00027666i,0.00045899+0.00038167i,-0.00015866-0.00017164i,-0.00040356-0.00051191i,0.00019706-0.00022831i,0.00048174-0.00017727i,0.00015491+0.0004092i,-9.4073e-05+0.00089116i,-0.00049412+0.00036626i,-0.00067728-0.00041406i,-0.00033342-0.00063439i,-0.00034562+7.3457e-05i,6.6355e-05+0.00024664i,-0.00022602-6.1517e-05i,-0.00032716+0.00030927i,-0.00012341+0.00054425i,-0.00040305+0.00074506i
0.0016843+0.00042556i,0.0021844+0.00097088i,0.0018682+0.00028046i,0.0016359+0.00041388i,0.00079397+0.0013532i,0.00017017+0.00078062i,-0.0001258+0.00028278i,-6.6823e-05-0.0002128i,0.00024926-0.00089469i,-0.00049435-0.00046155i,-0.00079461+6.2443e-05i,-0.00026817+0.00024421i,-9.8877e-07+0.00077463i,0.00032405+0.0011054i,3.909e-05+0.00061274i,-0.00091724+0.00019257i,-0.00089794+8.3326e-05i,5.9309e-05+0.00041992i,0.00030108+0.00095046i,0.00047944+0.00068257i,0.00037404+0.00017876i,0.00041635+0.00011473i,0.00013631-0.00028893i
0.00016967+0.0020863i,-0.00043525+0.0014395i,-0.00021154+0.0026834i,-0.00048138+0.0020607i,-0.00050824-3.9243e-05i,-0.00013431-0.00063675i,-0.00040145-0.0008596i,-0.00010553-0.00097076i,0.00024631+6.8127e-05i,-0.00021213+0.00058226i,-0.00048555+0.00026934i,-0.00037904+0.0005386i,6.6353e-05+0.00043146i,0.00088843+5.0851e-05i,0.0011127-0.00042148i,0.00087672-0.00072876i,0.00048688+0.00025292i,0.0001777+0.0013017i,0.00030126+0.0021141i,-7.2702e-05+0.0012283i,4.6267e-05-0.00061231i,0.00055401-0.001128i,0.00056593-0.00022005i
-0.00059604-0.00081096i,-0.00047312-8.5856e-05i,-0.00075211+0.00033814i,-0.0006071+0.00021501i,-0.00011843-0.00013186i,0.00034158+0.00013661i,0.00097149+0.00083775i,0.0010806+0.0011765i,0.00043895+0.00056982i,4.0363e-05-1.3995e-05i,-0.00020108-0.00039795i,-0.00054902-0.00018501i,-0.00065633-0.00034981i,6.3865e-05-0.00015641i,0.000172+0.00040903i,3.4684e-05+0.00031029i,0.00017875+0.00011013i,0.00017888+0.00051494i,-0.00025412+0.0005449i,-0.00036401-0.00031928i,-0.00025741-0.0005883i,0.00023642-0.00045679i,0.00032152+0.00039257i
-0.0015471+0.00098917i,-0.0019939+0.00074233i,-0.0032967+0.00086803i,-0.0024425+0.0012675i,-0.0001793+0.00083708i,0.0014692+5.2126e-05i,0.0014465-0.0002969i,0.00075371+0.00044314i,0.00067+0.00090259i,0.00068812-0.00010682i,0.00041529-0.00023223i,0.00044539+0.00068741i,0.00028281+0.00087223i,1.4042e-05+8.3183e-06i,-1.5998e-06-0.0006175i,0.00049838-0.00019533i,0.00021726-1.6257e-05i,-0.00019144+0.0004993i,-0.00021091+0.00094488i,-1.0633e-05+0.00030033i,0.00064087+6.8888e-05i,0.00025687+0.00028138i,-0.00054792+0.0007457i
0.0009126+0.00095864i,0.0013168+0.0014151i,0.0015876+0.00099172i,0.00076704+2.6308e-06i,0.00077906-0.00045558i,0.00010181-0.00080739i,-0.000478-0.00139i,-0.00035835-0.0011609i,-6.7663e-05-0.0002356i,7.6537e-05-0.00013606i,0.00060648-0.00029951i,0.00066235-0.00034118i,0.00011564-0.00040432i,-0.00018831-0.00011576i,-0.00029087-0.00038156i,6.0927e-05-0.00062635i,0.00032705-0.00014045i,0.00022728+6.9492e-05i,-8.951e-05+0.00013786i,0.00028822+0.00041262i,0.00045089+0.00039406i,-7.3311e-05-0.00044953i,0.00026558-0.0010954i
-0.0013935-0.0010456i,9.593e-06-0.000468i,-0.00093319+4.9548e-05i,-0.0015756+0.0011863i,-0.00067852+0.0018435i,0.0004771+0.00074122i,0.00085555-0.00011282i,0.0006203-0.00020233i,0.00028182-9.1965e-05i,0.0002459+0.00040427i,0.00029839+0.00049026i,0.0003312-1.3719e-05i,0.00024651+0.00072716i,-0.00010649+0.00091246i,-8.9365e-05-0.00018507i,0.00022714-0.0004055i,-0.0002311+0.00019622i,-0.00057217+0.00057457i,-0.00062428-0.00034979i,0.00033791-0.0011137i,0.00083274-0.0004728i,0.00028604+0.00031372i,0.00025315+0.00073353i
0.00068419+0.0018075i,0.0012576+0.0023536i,0.00039621+0.0029395i,-9.0663e-05+0.0027277i,0.00014685+0.0015156i,-0.00033274+0.00096896i,-0.00075128+0.00083115i,-0.00058239+0.00087285i,-0.00051361+0.0010968i,-0.00041188+0.0010325i,-0.00046172+0.00059045i,-0.0002103+0.00035415i,0.00030802-3.1948e-07i,0.00034704-0.00010644i,0.00018898+0.00054561i,-0.00020064+0.0007824i,-6.764e-05+2.2113e-05i,0.00033943-1.9608e-05i,0.00016358+0.00063842i,-0.00027897+0.00023453i,-0.00055469-0.00037365i,-9.303e-05-0.00017192i,0.00035365-0.00015308i
-0.0029793-0.00011864i,-0.0032109+0.00022575i,-0.0036942+0.00045122i,-0.0026033+0.0018018i,-0.00034264+0.0017748i,0.0010051+0.00066093i,0.0014454+0.00011927i,0.0011424-0.00010902i,0.00012919-0.00016103i,-0.0010791+0.00035704i,-0.00099784+0.00045423i,-0.00052961+0.0001063i,-0.00039122+0.00042825i,-0.00050032+0.0011696i,0.00015818+0.0016796i,0.00078964+0.0014663i,0.00068841+0.0010815i,0.00037738+0.00042738i,-0.00022648+0.00043503i,-0.00053128+0.00069839i,-0.00085625+0.00047867i,-0.00072376-7.4722e-06i,-0.00018079+0.00017627i
-0.0021229+0.0034274i,-0.0011585+0.0039121i,-0.00055219+0.0039653i,-0.00012961+0.0028114i,0.0003834+0.00083327i,0.00094834-0.0012459i,-9.3462e-05-0.00098925i,-0.00080182-0.00039738i,-0.00030979-0.00027451i,0.0001433+0.00020449i,-0.00020132+0.00018655i,-0.00047499-0.00042734i,-7.197e-05-0.00057454i,0.00048948+0.00046958i,0.00025607+0.0014087i,2.039e-05+0.0011882i,0.00030264+0.00047802i,2.2897e-05+0.00027929i,-0.00016011-2.822e-05i,0.00011977+0.00030447i,0.00047901+0.0010103i,0.00018265+0.00078471i,-0.00044056+0.00039724i
0.0011231-0.0011742i,0.0014254-0.0011884i,0.00055161-0.00053101i,-0.00060774+0.00016399i,-0.00078176+0.00032977i,-0.0005796-7.1434e-05i,0.0004681+0.00038841i,0.00044744+0.00088518i,0.00047475+0.00039998i,0.00067077-2.3009e-05i,0.00073854+0.00011815i,0.0010675+0.00023957i,0.00052649-0.00056417i,-0.0001219-0.00092402i,-0.00099359-0.00033941i,-0.001538-0.00029932i,-0.00051607-0.00015911i,0.00026266+2.7058e-05i,0.00048937+6.0398e-06i,-8.748e-05-0.00026334i,-0.00060211-0.00054148i,9.8485e-06+0.00050375i,0.00054904+0.0012916i
-0.0023352+0.00065126i,-0.002465+0.00099702i,-0.0024267+0.0019501i,-0.0017614+0.002359i,-0.00099018+0.0006535i,-0.00032398-0.00030797i,0.00012873+9.5126e-05i,0.00033222+0.00066633i,6.4871e-05+0.00024519i,-0.00059934-0.00045486i,-0.00097159+0.00038112i,-0.00034046+0.001134i,-0.00013001+0.0017343i,-0.00053609+0.0022065i,0.00015682+0.00089976i,0.00066414-0.00024116i,-0.000217-0.00010087i,-0.00076912-0.00045228i,-0.00037031-0.00039075i,-0.00013663-0.00052803i,0.00039136-0.00061381i,0.00064395-0.00073828i,0.00046746-0.00066108i
0.00059344-0.0018212i,-0.00045747-0.0020839i,-0.00061561-0.0023179i,-0.0001868-0.00096482i,0.00014091+0.00017163i,0.00025415+9.514e-06i,0.00023366+5.5215e-05i,9.4816e-05+0.00018761i,-0.00022989-1.2415e-05i,-0.00051654+2.0605e-05i,-0.00071446+0.00058268i,-0.00075366-0.00030286i,-0.00043938-0.00065301i,-0.00063189-0.00065245i,-0.00069474-0.001281i,-0.00043747-0.0010032i,-0.00056714-0.00035233i,-0.00094982+5.3824e-06i,-0.0007874+0.00055591i,0.00023919+0.00059444i,0.00090654+0.00057514i,0.00055657+0.00064129i,0.00060383+0.00078736i
-0.0013119+0.0013792i,-0.0016907+0.0006301i,-0.0022579+0.00048013i,-0.001511-0.00040718i,-1.1882e-05-0.0013099i,0.0011637-0.0016534i,0.00017562-0.0017184i,-3.2917e-05-0.0010856i,-0.00043228-0.00032163i,-0.00051671+0.00015884i,0.00047212+0.00068859i,0.0002971+0.00054243i,0.00042195+0.00027345i,0.00050253+0.00038113i,1.227e-05+0.00053993i,-2.8658e-05+0.00065402i,0.00012493-5.9095e-05i,0.00015988-0.00010471i,2.9579e-05+0.00044095i,-0.00042113+0.00072777i,-0.00031126+4.225e-05i,-0.0002538-0.00021932i,-3.2972e-05+0.00010302i
0.00024616+0.00012956i,-0.00010939+0.00093164i,-0.0010515+0.00056964i,-0.00074977-0.00010558i,-0.00040156+0.00071947i,0.00017559+0.0012004i,2.4111e-05+0.00033017i,-0.00062373-0.00018709i,-0.00055221+4.9033e-05i,-0.00048306+0.00054784i,-0.00035688+0.00036562i,-0.00079226-0.00060874i,-0.0016798-0.00081621i,-0.0017186-0.00060211i,-0.00065274-0.00032784i,-0.00042824-0.00053603i,1.6637e-05-0.00042302i,0.00080881+0.00024532i,0.0002814+0.00067784i,-0.00058226+0.00071307i,-0.00095062+0.00027136i,-0.00065046-0.0003015i,-0.00041718-0.0006187i
-0.0020126+0.0015017i,-0.0023579+0.0016114i,-0.0021629+0.0026621i,-0.0015774+0.003082i,-0.00076952+0.0017092i,-0.00053711+0.00045849i,0.00016992-0.00012842i,0.0014007+0.00047572i,0.0010765+0.00069246i,-4.2918e-05-0.00043776i,-0.00036762-0.00055779i,-4.6871e-05-0.00010626i,0.000552-0.00028386i,0.0006146+7.7328e-05i,0.00043179+0.00054952i,-9.7148e-05+0.0010828i,-0.00075535+0.0013965i,-0.00075245+0.00036796i,0.00032488-0.00011176i,0.00091893+5.7342e-05i,0.0011711-0.00024456i,0.001428-0.00022159i,0.000587-9.8053e-05i
