-0.00065902+0.00024617i,-0.00048356-0.00087427i,0.00010278-0.00093885i,5.7882e-05-0.0010834i,-0.00056827-0.00061087i,-0.00097007+0.00048206i,-7.8522e-05+0.0010376i,0.00078761+0.0012938i,0.001053+0.0011274i,0.0013132-7.9598e-05i,0.0011249-0.0010809i,0.00053757-0.00076547i,-0.00041693-0.00029732i,-0.00048252-0.00039489i,7.9492e-05-0.000238i,0.0011067+9.1726e-05i,0.001115+1.6954e-05i,0.00032059-0.00015748i,-0.00021461+9.2282e-06i,-0.00035354+0.00026672i,-0.00013444+0.00015973i,1.8098e-05-9.9452e-05i,0.00032952-0.0002647i
-0.077436-0.082139i,-0.20717-0.21625i,-0.31996-0.31357i,-0.29454-0.23459i,-0.13674-0.058858i,0.034385+0.03743i,0.1119+0.045192i,0.094546+0.029786i,0.049671+0.017098i,0.017691+0.015061i,-0.0029168+0.022786i,-0.017214+0.027477i,-0.020432+0.023249i,-0.017835+0.017436i,-0.018919+0.012403i,-0.025675-0.0037454i,-0.029522-0.03654i,-0.022883-0.062093i,-0.015587-0.058074i,-0.011602-0.031653i,-0.009348-0.0091217i,-0.01572-0.0011015i,-0.024549+0.008102i
0.057991-0.05887i,0.095577-0.16269i,0.040181-0.26982i,-0.1231-0.29247i,-0.22622-0.24096i,-0.16246-0.17586i,-0.025649-0.11778i,0.04787-0.073073i,0.046203-0.038123i,0.040944-0.018584i,0.047469-0.021868i,0.049677-0.022993i,0.051676-0.016538i,0.048864-0.01271i,0.048495+0.00095311i,0.055716+0.021545i,0.038185+0.035728i,-0.0051887+0.044279i,-0.032881+0.047588i,-0.032512+0.038503i,-0.020372+0.018369i,-0.0081375+0.0033596i,-0.00084074-0.0027159i
0.12114+0.10702i,0.32388+0.24217i,0.50279+0.29271i,0.46805+0.16057i,0.27239+0.0048204i,0.099039-0.042753i,0.0066571-0.056009i,-0.027854-0.059791i,-0.025032-0.042219i,-0.014418-0.03447i,-0.020465-0.04042i,-0.03878-0.040595i,-0.051862-0.028583i,-0.049376-0.015605i,-0.042108-0.022768i,-0.030599-0.05057i,0.004618-0.072707i,0.050844-0.07612i,0.069316-0.069572i,0.054131-0.054008i,0.034018-0.033979i,0.018439-0.023905i,-0.00016416-0.019986i
-0.069754+0.074634i,-0.10127+0.20136i,-0.014083+0.29996i,0.17697+0.26808i,0.25943+0.16143i,0.16964+0.10805i,0.053542+0.10927i,0.004362+0.092803i,0.0067327+0.04497i,0.0063134+0.016054i,0.0043093+0.023947i,0.013662+0.030465i,0.011571+0.022821i,-0.0031583+0.017462i,-0.022821+0.030008i,-0.043142+0.064546i,-0.058688+0.086516i,-0.068689+0.072757i,-0.06616+0.048182i,-0.046046+0.028855i,-0.023981+0.014215i,-0.010168+0.006985i,0.0007846+0.0026582i
-0.16633-0.12063i,-0.41474-0.24029i,-0.61344-0.24335i,-0.54762-0.065729i,-0.31658+0.10246i,-0.13747+0.14221i,-0.017918+0.13729i,0.05673+0.10559i,0.043657+0.052649i,0.0069231+0.028669i,0.0041622+0.017366i,0.01512-0.0058136i,0.020901-0.025298i,0.024957-0.030461i,0.039678-0.033421i,0.061432-0.038861i,0.077277-0.026205i,0.083535+0.0050059i,0.081727+0.025221i,0.06814+0.022695i,0.046811+0.013618i,0.030306+0.0098875i,0.021557+0.0066532i
0.065423-0.098729i,0.087549-0.22581i,-0.0032114-0.2877i,-0.15999-0.20556i,-0.20439-0.074821i,-0.13042-0.023944i,-0.08993-0.038339i,-0.098648-0.027016i,-0.078692+0.029265i,-0.030658+0.059379i,-0.0088846+0.049498i,-0.0077535+0.047795i,0.0074786+0.043551i,0.015819+0.016869i,-0.0081207-0.0053187i,-0.049001-0.0094284i,-0.079373-0.013066i,-0.086052-0.024445i,-0.078286-0.031977i,-0.065534-0.027079i,-0.046472-0.014681i,-0.027495-0.0059622i,-0.014789-0.0037699i
0.2032+0.13066i,0.48453+0.23995i,0.68894+0.22253i,0.61138+0.034583i,0.38541-0.13754i,0.1934-0.18139i,0.022125-0.15129i,-0.082398-0.07382i,-0.065552-0.017848i,-0.028213-0.024642i,-0.030655-0.028544i,-0.036276-0.014527i,-0.035824+0.0028166i,-0.028659+0.028095i,-0.0042295+0.038924i,0.023718+0.027088i,0.035017+0.018507i,0.032528+0.020029i,0.027021+0.024562i,0.022722+0.03011i,0.019147+0.028626i,0.011041+0.02194i,0.0055972+0.019347i
-0.084262+0.12022i,-0.1251+0.23455i,-0.07577+0.25346i,0.0057321+0.16394i,-0.0020797+0.084735i,-0.044945+0.031916i,-0.02081-0.016496i,0.02612-0.045754i,0.033564-0.058727i,0.0092432-0.049076i,-0.0066497-0.024706i,-0.0092929-0.0086097i,-0.0062118-0.0015611i,0.0048913-0.0080201i,0.0021776-0.024027i,-0.016959-0.032193i,-0.026625-0.034768i,-0.025305-0.042754i,-0.020382-0.050741i,-0.012684-0.048583i,-0.0069297-0.03897i,-0.0033594-0.029702i,-0.0043154-0.024243i
-0.22461-0.15808i,-0.53787-0.2801i,-0.76283-0.25126i,-0.67647-0.02789i,-0.40226+0.18878i,-0.1454+0.25951i,0.050698+0.19243i,0.13484+0.053663i,0.10042-0.03033i,0.066063-0.042702i,0.060478-0.055004i,0.048959-0.068223i,0.028937-0.071055i,0.0032064-0.052875i,-0.0018826-0.01308i,0.019544+0.0077968i,0.028843+0.0015066i,0.016249+0.0047019i,-0.00095537+0.023739i,-0.011628+0.037654i,-0.012382+0.037499i,-0.011549+0.0262i,-0.012864+0.020092i
0.10688-0.134i,0.16879-0.26462i,0.13327-0.30922i,0.051142-0.26718i,0.052097-0.23967i,0.083832-0.20826i,0.044217-0.13251i,-0.025276-0.053494i,-0.049701+0.00098629i,-0.034008+0.02149i,-0.026432+0.016463i,-0.03009+0.02005i,-0.016041+0.032853i,0.0061381+0.029143i,0.013758+0.0069734i,-0.0025049-0.0093754i,-0.02726-0.0034951i,-0.029824+0.0082006i,-0.0075615+0.0056445i,0.015546-0.010327i,0.021556-0.023661i,0.018771-0.024477i,0.01671-0.026679i
0.25338+0.16121i,0.59367+0.27326i,0.8372+0.19947i,0.72707-0.047511i,0.38046-0.18495i,0.085684-0.11525i,-0.037174+0.01826i,-0.038069+0.10331i,-0.010606+0.096999i,-0.0032436+0.055938i,-0.0022298+0.040261i,0.0016558+0.031683i,-0.0041879+0.017866i,-0.022058+0.0092991i,-0.034478+0.011626i,-0.014482+0.018772i,0.026109+0.017248i,0.043821+0.0056848i,0.023183-0.0049055i,-0.010516-0.0030214i,-0.024815+0.0044186i,-0.021415+0.0053362i,-0.016573+0.004701i
-0.1155+0.14228i,-0.16199+0.26953i,-0.10585+0.31824i,-0.031672+0.29471i,-0.021629+0.2752i,0.025558+0.19442i,0.10522+0.022099i,0.12235-0.098106i,0.088012-0.10248i,0.04334-0.065912i,0.020736-0.041663i,0.015349-0.037512i,0.0030396-0.031861i,0.0023114-0.014328i,0.0027462-0.0037721i,-0.022949-0.0010598i,-0.055821-0.0057354i,-0.066633-0.014241i,-0.047968-0.0033051i,-0.012164+0.021306i,0.017165+0.033049i,0.024983+0.029278i,0.0213+0.021206i
-0.25836-0.18158i,-0.58205-0.29623i,-0.7941-0.21216i,-0.64687+0.019931i,-0.34239+0.12641i,-0.21096+0.10409i,-0.22119+0.11013i,-0.19471+0.11254i,-0.10818+0.07271i,-0.031588+0.03225i,-0.0014373+0.010216i,0.0044376+0.0011213i,0.011715-0.0097984i,0.015823-0.021708i,0.022324-0.016209i,0.049895+0.0045975i,0.083148+0.020793i,0.092279+0.01613i,0.069952-0.014618i,0.028714-0.04434i,-0.0034573-0.04033i,-0.0084643-0.016099i,-0.0048826+0.00074939i
0.11547-0.092875i,0.11836-0.13605i,-0.010143-0.071554i,-0.093678-0.00089808i,0.019198-0.043622i,0.14559-0.061944i,0.16373+0.038911i,0.12503+0.11793i,0.067565+0.10705i,0.025113+0.073459i,0.0027381+0.057779i,-0.0071961+0.062799i,0.0030672+0.065914i,0.01254+0.045222i,0.0055604-7.8538e-05i,-0.02419-0.05801i,-0.059246-0.090311i,-0.066648-0.073171i,-0.049547-0.028486i,-0.026794+0.002357i,-0.010978+0.00098908i,-0.0064124-0.013798i,-0.0081766-0.022786i
0.21442+0.18614i,0.52027+0.26631i,0.78677+0.14736i,0.72868-0.058844i,0.38266-0.10997i,0.063272-0.11916i,-0.097848-0.19049i,-0.13187-0.18394i,-0.084942-0.099792i,-0.033199-0.047982i,-0.010103-0.045392i,-0.00040094-0.060236i,-0.0021926-0.064345i,-0.014573-0.041216i,-0.027157+0.010873i,-0.020955+0.074367i,0.0010031+0.11389i,0.016472+0.10498i,0.020339+0.061164i,0.016024+0.021869i,0.0076541+0.0078295i,0.0018319+0.0079877i,0.0036816+0.0044375i
-0.16929+0.044832i,-0.32272+0.014141i,-0.47438-0.10903i,-0.57843-0.14247i,-0.48814+0.050365i,-0.19956+0.22757i,5.7611e-05+0.18555i,0.021211+0.083163i,0.013138+0.026514i,-0.0013391-0.01349i,-0.026606-0.016071i,-0.037339-0.005548i,-0.046659-0.0052082i,-0.033244-0.0013158i,0.0026356-0.016825i,0.016711-0.055601i,-0.0059593-0.083318i,-0.046086-0.072436i,-0.062658-0.024489i,-0.034361+0.015888i,0.0031392+0.017719i,0.013932+0.0050868i,0.0062922+0.0021248i
-0.087136-0.21093i,-0.19748-0.29936i,-0.23182-0.17945i,-0.14615+0.011782i,-0.098941-0.033765i,-0.14309-0.20484i,-0.12968-0.2292i,-0.061275-0.15842i,-0.027224-0.087284i,7.9208e-05-0.029425i,0.034696-0.0041729i,0.063128+0.0082343i,0.081832+0.0066017i,0.058142-0.013263i,0.0030831-0.016917i,-0.031694+0.0057711i,-0.024727+0.032065i,0.0072305+0.035332i,0.021138+0.013004i,-0.0031101-0.0018981i,-0.033576+0.0047822i,-0.039319+0.014213i,-0.024127+0.020967i
0.1465-0.047748i,0.20869-0.19645i,0.17138-0.43862i,0.10074-0.58539i,0.093666-0.39038i,0.1322+0.016722i,0.16093+0.22865i,0.113+0.17828i,0.027427+0.099525i,0.004984+0.052185i,-0.0081032-0.0030985i,-0.052123-0.022176i,-0.061281-0.0012471i,-0.026429+0.015532i,0.020415+0.013698i,0.05261-0.0072122i,0.057283-0.038735i,0.046146-0.065358i,0.028373-0.071713i,0.019313-0.052586i,0.025374-0.029006i,0.025755-0.019729i,0.011429-0.020794i
0.04802+0.26253i,0.21358+0.56751i,0.44017+0.8579i,0.57144+0.88072i,0.55236+0.50038i,0.45248-0.033637i,0.29639-0.32628i,0.16159-0.30532i,0.11197-0.19536i,0.072885-0.12154i,0.021625-0.072065i,-0.0027275-0.038218i,-0.0059967-0.02269i,-0.012818-0.019426i,-0.029215-0.010793i,-0.035425+0.012531i,-0.027237+0.044317i,-0.013078+0.06756i,0.0050367+0.059537i,0.011915+0.023915i,0.0066452-0.0063444i,0.0030662-0.016949i,0.00014981-0.014462i
-0.097139-0.081327i,-0.065985-0.22455i,0.052949-0.48779i,0.0013908-0.70444i,-0.37497-0.51902i,-0.70219+0.0091716i,-0.61648+0.38174i,-0.32658+0.37838i,-0.15916+0.21354i,-0.093007+0.11864i,-0.0065807+0.096276i,0.066241+0.057326i,0.063362+0.019872i,0.034259+0.024487i,0.021999+0.031819i,0.0011202+0.018065i,-0.029678-0.0059417i,-0.051082-0.022777i,-0.058962-0.015479i,-0.046686+0.012665i,-0.01902+0.037549i,0.0065346+0.037388i,0.017974+0.012408i
-0.021413-0.066858i,-0.31624+0.030617i,-0.74978+0.37878i,-0.78111+0.76188i,-0.15424+0.76116i,0.50511+0.39984i,0.63895+0.078948i,0.45492-0.043511i,0.28593-0.062625i,0.168-0.071478i,0.060365-0.068951i,-0.0040277-0.048217i,-0.0023434-0.046978i,0.010888-0.067677i,0.0098651-0.072506i,0.0090854-0.059804i,0.00021543-0.04486i,-0.014517-0.029769i,-0.016565-0.017212i,-0.0035954-0.010941i,0.0067529-0.014899i,0.0024512-0.018811i,-0.0035352-0.0070802i
0.11788+0.090051i,0.36432+0.044063i,0.72002-0.12102i,0.854-0.35906i,0.45897-0.5493i,-0.13598-0.55133i,-0.41771-0.35481i,-0.38386-0.141i,-0.26836-0.017115i,-0.16185+0.049824i,-0.08688+0.068843i,-0.055652+0.074412i,-0.035964+0.088286i,-0.0073322+0.081519i,0.011401+0.047541i,0.013922-0.003051i,0.015696-0.054873i,0.029253-0.084916i,0.040705-0.083951i,0.031357-0.058844i,0.018009-0.028317i,0.013039-0.014457i,0.0041633-0.014437i
-0.20662-0.055392i,-0.45025-0.21395i,-0.79617-0.37704i,-0.98065-0.2445i,-0.65769+0.14701i,-0.12133+0.33578i,0.1038+0.26209i,0.12794+0.21461i,0.18031+0.1396i,0.16613-0.013217i,0.09586-0.096335i,0.054954-0.11399i,0.026512-0.10792i,0.0014926-0.073427i,-0.0187-0.02442i,-0.028014+0.028114i,-0.017615+0.066442i,-0.0019725+0.079603i,0.0025913+0.068446i,-0.0033573+0.048499i,-0.0059103+0.034199i,0.0016226+0.020381i,0.0044458+0.00547i
0.0059008-0.090579i,-0.0073365+0.061181i,0.020414+0.34603i,0.09963+0.42366i,0.059069+0.21946i,-0.12397+0.069918i,-0.20568+0.077081i,-0.15637+0.090493i,-0.085871+0.14183i,-0.0036382+0.20797i,0.034149+0.17443i,0.0070155+0.097633i,-0.019985+0.053623i,-0.021992+0.042614i,-0.012998+0.038074i,-0.006723+0.023997i,-0.0066207+0.0063207i,-0.0049398-0.0066365i,0.0072443-0.0028531i,0.023039+0.0063866i,0.021465+0.015872i,0.0073834+0.034546i,0.0031965+0.046994i
0.26391+0.097512i,0.46596-0.0014871i,0.56992-0.29396i,0.47765-0.57739i,0.33791-0.60387i,0.2747-0.486i,0.14448-0.37362i,-0.038304-0.22277i,-0.11617-0.1299i,-0.14452-0.13517i,-0.16009-0.07295i,-0.088801+0.023569i,0.0013109+0.026688i,0.011322-0.028372i,-0.020046-0.072423i,-0.027322-0.096109i,-0.0092791-0.095066i,0.0012349-0.063297i,-0.013827-0.021425i,-0.045549+0.011425i,-0.061156+0.031885i,-0.040581+0.030727i,-0.010151+0.0063442i
-0.11542+0.055106i,-0.1451-0.06854i,-0.078065-0.24011i,0.015144-0.14179i,0.084032+0.24616i,0.17159+0.46634i,0.19172+0.29324i,0.11763+0.053657i,0.10487-0.017746i,0.14961-0.050032i,0.12801-0.11254i,0.061156-0.1248i,0.035166-0.069811i,0.062774-0.0075249i,0.092171+0.016926i,0.090271+0.011168i,0.076339-0.012656i,0.063211-0.047676i,0.033813-0.061487i,0.0025379-0.039957i,-0.0086089-0.018848i,-0.015304-0.010262i,-0.020844+0.001793i
-0.18487-0.22734i,-0.28067-0.12674i,-0.30519+0.040281i,-0.28555+0.18293i,-0.18762+0.23229i,-0.044168+0.19229i,0.060358+0.082335i,0.067316-0.018022i,0.030929-0.03703i,0.014401-0.033393i,-0.007444-0.038317i,-0.016736-0.021149i,-0.0020643-0.0073262i,-0.0068069+0.0062283i,-0.0016766+0.037232i,0.039179+0.0622i,0.072558+0.089889i,0.081846+0.11176i,0.077011+0.080494i,0.051645+0.010039i,0.018396-0.035827i,0.0081804-0.034321i,0.014435-0.019787i
0.38299+0.0045354i,0.64094-0.14654i,0.76389-0.27234i,0.60128-0.37316i,0.20805-0.31015i,-0.076969-0.14361i,-0.15601-0.072576i,-0.2193-0.0027736i,-0.2289+0.15614i,-0.12453+0.21526i,-0.043412+0.13707i,-0.014308+0.06869i,0.0054997+0.032184i,-0.004308-0.013183i,-0.040962-0.063805i,-0.085548-0.096797i,-0.12073-0.091851i,-0.1307-0.04545i,-0.1067+0.015043i,-0.061379+0.040873i,-0.033446+0.022334i,-0.033895+0.0011407i,-0.037324-0.00064545i
-0.065948+0.25778i,-0.29085+0.1595i,-0.54423+0.1431i,-0.53136+0.29657i,-0.19409+0.50731i,0.14837+0.46166i,0.15641+0.18451i,-0.035297+0.061528i,-0.094501+0.12479i,-0.0044433+0.11635i,0.040181-0.012671i,0.00022525-0.12117i,-0.02743-0.12121i,-0.0032357-0.064062i,0.041751-0.01893i,0.066935+0.018966i,0.080722+0.053089i,0.084563+0.051566i,0.061495+0.012292i,0.035268-0.02361i,0.021928-0.046198i,-0.0070202-0.058772i,-0.04503-0.025747i
0.50168+8.543i,0.62379+9.207i,2.7257+9.2225i,3.7076+5.3639i,3.418+1.329i,1.7855-1.1709i,-0.075724-1.0425i,-0.23953+0.22833i,0.67093+0.77704i,1.4093+0.55144i,1.4914+0.092358i,1.3308-0.15917i,1.3585-0.26598i,1.2852-0.30506i,1.0874-0.3815i,0.75692-0.4527i,0.32279-0.31537i,0.043785-0.084353i,-0.053316+0.050023i,0.022215+0.16115i,0.26042+0.22014i,0.43673+0.1168i,0.3473-0.014411i
0.12931-0.31442i,-0.013544-0.58861i,-0.23853-0.55193i,-0.34148-0.20851i,-0.15959+0.1666i,0.12021+0.29044i,0.20329+0.20288i,0.1141+0.20686i,0.072083+0.31669i,0.105+0.29562i,0.087731+0.1603i,0.051628+0.073979i,0.053841+0.035038i,0.022702+0.015793i,-0.023731+0.043251i,-0.020262+0.082306i,0.012908+0.10698i,0.051607+0.12567i,0.080715+0.099673i,0.064544+0.022002i,0.0077326-0.04639i,-0.043898-0.068629i,-0.065569-0.044181i
0.18259+0.16319i,0.14643+0.17743i,0.12824+0.092485i,0.2119-0.087324i,0.30191-0.26388i,0.19882-0.40876i,-0.086447-0.40274i,-0.25527-0.21083i,-0.21764-0.042112i,-0.15611+0.0061496i,-0.13039+0.0040734i,-0.11714-0.017726i,-0.11323-0.016808i,-0.081636+0.0046632i,-0.038422-0.01762i,-0.02987-0.050352i,-0.026839-0.055061i,-0.010401-0.047693i,-0.0027771-0.031301i,-0.0018661-0.016341i,-0.010906-0.015719i,-0.029303-0.011227i,-0.02874+0.0083131i
-0.26007+0.17171i,-0.24562+0.27637i,-0.27618+0.26578i,-0.32691+0.24462i,-0.30291+0.26884i,-0.21579+0.30745i,-0.14593+0.31445i,-0.11331+0.26779i,-0.12692+0.17278i,-0.16166+0.11328i,-0.12982+0.10738i,-0.07393+0.072436i,-0.065989+0.035666i,-0.048141+0.033294i,-0.013892+0.027516i,0.011337+0.031779i,0.049777+0.059457i,0.076858+0.09046i,0.071325+0.11207i,0.05682+0.098357i,0.04164+0.057702i,0.039166+0.025553i,0.044402-0.0035693i
-0.038662-0.30742i,-0.071586-0.47416i,-0.070516-0.51719i,-0.010502-0.45274i,0.11098-0.39238i,0.21471-0.37031i,0.19947-0.34593i,0.11247-0.27645i,0.062565-0.19182i,0.041925-0.12066i,0.037277-0.035607i,0.062919+0.025414i,0.060848+0.01391i,0.022238-0.010503i,-0.0020665-0.01544i,-0.025554-0.020043i,-0.05178-0.020482i,-0.049799-0.025835i,-0.020052-0.03819i,0.003238-0.039725i,0.0016359-0.026101i,-0.0084552-0.010188i,-0.013152+0.0035098i
0.17083-0.0040648i,0.17395-0.016209i,0.021851-0.0063368i,-0.10994+0.014062i,-0.091781-0.072977i,-0.054181-0.19869i,-0.061064-0.16793i,-0.02759-0.055799i,-0.001132-0.024684i,-0.031584-0.01813i,-0.048875+0.005239i,-0.045236-0.0003967i,-0.042325-0.016315i,-0.028164-0.011206i,-0.0032591+0.011921i,0.025643+0.027966i,0.047932+0.013418i,0.051587-0.021894i,0.029564-0.050273i,0.0015823-0.047293i,-0.010524-0.023985i,-0.015358-0.0033412i,-0.0081658+0.01417i
-0.077623+0.25062i,-0.061729+0.38286i,0.026133+0.41458i,0.058441+0.35222i,-0.03769+0.30582i,-0.1092+0.27365i,-0.049332+0.19453i,0.044087+0.075049i,0.076343-0.0060902i,0.057008-0.022129i,0.020548-0.0083947i,-0.0040768+0.022546i,0.0017825+0.048372i,0.016833+0.043717i,0.012398+0.028425i,-0.0054185+0.029949i,-0.028536+0.041227i,-0.047162+0.045269i,-0.041591+0.033132i,-0.02228+0.0027734i,-0.014497-0.020111i,-0.013086-0.014031i,-0.0034287-0.0036805i
-0.13225-0.12599i,-0.25052-0.092933i,-0.30699+0.088495i,-0.25418+0.27608i,-0.11016+0.31266i,0.058494+0.26693i,0.20939+0.18626i,0.25923+0.065398i,0.21055-0.031698i,0.1608-0.07953i,0.11963-0.10052i,0.073589-0.083763i,0.042551-0.04711i,0.012949-0.028278i,-0.0090696-0.019987i,0.0026501-0.016553i,0.042435-0.01337i,0.075565+0.00078337i,0.076949+0.013348i,0.052055+0.01368i,0.024645+0.0069836i,0.0096624-0.0050107i,-0.0040592-0.015894i
0.16403-0.055849i,0.21516-0.086112i,0.22181-0.11416i,0.26681-0.19476i,0.28355-0.30774i,0.17658-0.31221i,0.024867-0.18564i,-0.050039-0.08088i,-0.062247-0.044112i,-0.048446-0.024236i,-0.019829-0.0088063i,-0.0072388-0.0042319i,-0.010586+0.00071087i,-0.0025089+0.010709i,0.014259+0.011751i,0.023078+0.0026947i,0.022724-0.0157i,0.016772-0.039753i,0.0033382-0.050041i,-0.0086257-0.03242i,-0.0019854-0.0086234i,0.0038252-0.00080916i,-0.0015772+0.0065024i
0.0041853+0.20703i,0.071221+0.31395i,0.13729+0.3227i,0.13013+0.255i,0.037013+0.13503i,-0.089363+0.017274i,-0.13517+0.011403i,-0.091001+0.081573i,-0.060777+0.10911i,-0.061679+0.1086i,-0.038308+0.090268i,-0.018798+0.04114i,-0.025069+0.004967i,-0.020591-0.0023944i,0.003685+0.0011361i,0.024498-0.0042963i,0.019854-0.014893i,-0.0018466-0.0089754i,-0.012034+0.012462i,-0.0069737+0.024732i,-0.002598+0.022381i,0.0034306+0.016951i,0.014142+0.0045283i
-0.15723-0.12051i,-0.18383-0.18832i,-0.13193-0.2201i,-0.12892-0.20753i,-0.20405-0.12062i,-0.20244+0.00063619i,-0.12084+0.010197i,-0.065514-0.047319i,-0.03666-0.040001i,-0.0047074+0.006261i,0.019103+0.037396i,0.041263+0.047013i,0.050256+0.034764i,0.033421+0.0091469i,0.00068676-0.016895i,-0.034486-0.01458i,-0.052249+0.018164i,-0.0476+0.044831i,-0.028396+0.039178i,-0.011736+0.014567i,-0.0071433+0.0010252i,-0.004815+0.001088i,-0.00057216+0.0065425i
0.14146-0.12339i,0.1712-0.18355i,0.10484-0.18494i,0.039688-0.14488i,0.043662-0.085562i,0.063621-0.038986i,0.072333-0.013326i,0.06413-0.015244i,0.037548-0.0155i,0.020226-0.0098389i,-0.0022074-0.021363i,-0.031256-0.02789i,-0.032789-0.01884i,-0.023135-0.0079037i,-0.020971+0.0075123i,-0.01232+0.018866i,0.011309+0.017801i,0.040106+0.0097273i,0.047818-0.0026504i,0.030625-0.01172i,0.0083865-0.014792i,-0.004014-0.014674i,-0.0077094-0.015626i
0.026493+0.18115i,0.016436+0.19763i,-0.02456+0.078922i,-0.015532-0.027428i,0.083345-0.028049i,0.17315-0.024693i,0.13699-0.052252i,0.049532-0.057209i,0.0054235-0.0703i,-0.02585-0.084677i,-0.036906-0.057422i,-0.013401-0.022646i,0.0042404-0.01104i,0.0019015-0.0008644i,0.0043805+0.022931i,0.023986+0.037783i,0.028468+0.026251i,0.0055801+0.0078655i,-0.0099178+0.0019834i,-0.0052429-0.0024104i,0.00042453-0.010015i,-0.0037944-0.005754i,-0.0035346+0.012684i
-0.22084-0.023587i,-0.33361+0.0039486i,-0.32629+0.094298i,-0.24574+0.16278i,-0.19136+0.099881i,-0.15784-0.0074512i,-0.094747-0.013691i,-0.0084219+0.043616i,0.046443+0.062464i,0.050015+0.043134i,0.044907+0.020976i,0.038578-0.0026254i,0.022422-0.014117i,0.02424-0.015476i,0.034112-0.030526i,0.027074-0.04399i,0.02527-0.03895i,0.037584-0.027925i,0.03872-0.020669i,0.022533-0.010854i,0.0065644+0.0029004i,0.0024298+0.0075687i,0.002561-0.002896i
0.11842-0.17025i,0.14029-0.2337i,0.061753-0.18378i,-0.031875-0.10192i,-0.040984-0.08003i,-0.042204-0.059564i,-0.069585-0.005888i,-0.068109+0.039121i,-0.03044+0.055348i,0.00071814+0.058047i,0.0089231+0.060267i,0.0083091+0.058864i,0.0024237+0.057497i,-0.0062701+0.049822i,-0.019042+0.025334i,-0.032954+0.0036154i,-0.038889-0.0048949i,-0.044451-0.0041006i,-0.046222+0.0043028i,-0.031425+0.0078691i,-0.012849+0.0039135i,-0.002405+0.0027604i,0.0040006+0.0071725i
0.14556+0.19248i,0.26101+0.31687i,0.35714+0.34567i,0.39032+0.277i,0.30128+0.18686i,0.12515+0.11087i,-0.0029+0.068933i,-0.017352+0.038315i,-0.0050662-0.00066261i,-0.018066-0.014618i,-0.028051+0.0011904i,-0.025132+0.015644i,-0.020135+0.013546i,-0.020029+0.0099661i,-0.017381+0.026284i,-0.0035889+0.047876i,0.0085364+0.050141i,0.012399+0.039618i,0.01575+0.027739i,0.017965+0.017897i,0.017928+0.0094126i,0.014184-0.0011964i,0.0033322-0.0092117i
-0.20517+0.039779i,-0.30685+0.078367i,-0.28707+0.09588i,-0.19566+0.10702i,-0.092939+0.12126i,0.042984+0.11097i,0.13534+0.047026i,0.10231-0.022218i,0.024263-0.039394i,-0.0066656-0.022159i,0.013707-0.014814i,0.040914-0.025567i,0.05069-0.031838i,0.056993-0.021845i,0.063071-0.011523i,0.057134-0.01051i,0.03757-0.0041404i,0.022006+0.010809i,0.02104+0.012958i,0.019395-0.0031856i,0.0063767-0.01249i,-0.0036201-0.0025639i,0.0018711+0.011134i
0.030083-0.21826i,0.042765-0.34467i,0.034189-0.3577i,0.0042416-0.30981i,-0.067635-0.27576i,-0.14105-0.1836i,-0.10334-0.055573i,-0.021711+0.0086201i,-0.0044221+0.035794i,0.0013509+0.046065i,0.0066082+0.015958i,-0.018941-0.0099965i,-0.039975-0.011932i,-0.040743-0.021846i,-0.036707-0.043i,-0.034805-0.052551i,-0.020294-0.043883i,0.0026422-0.043618i,0.0002466-0.052691i,-0.020054-0.043047i,-0.027037-0.022461i,-0.021989-0.012431i,-0.019693-0.01378i
0.16421+0.10807i,0.25692+0.13205i,0.23208+0.082256i,0.16479+0.038562i,0.19517+0.038006i,0.23973-0.01157i,0.16743-0.094395i,0.046412-0.11087i,-0.0018943-0.077301i,-0.0033687-0.055633i,-0.024645-0.032134i,-0.038673+0.011864i,-0.027848+0.037571i,-0.029412+0.036845i,-0.045498+0.040649i,-0.051162+0.046272i,-0.049846+0.04104i,-0.046592+0.037709i,-0.03134+0.04022i,-0.0085478+0.032237i,0.0040227+0.015014i,0.0074794+0.0058532i,0.012128+0.0056593i
-0.15617+0.11987i,-0.19662+0.20608i,-0.11499+0.20284i,-0.04983+0.10766i,-0.11137+0.028205i,-0.1723-0.012089i,-0.15205-0.029684i,-0.073271-0.021282i,-0.00056924-0.018832i,0.0098679-0.023158i,0.0044796-0.001858i,0.019128+0.017155i,0.020394+0.017306i,0.010242+0.02252i,0.014776+0.038661i,0.037421+0.049263i,0.056675+0.038454i,0.054976+0.020687i,0.041759+0.018507i,0.028934+0.023676i,0.019669+0.017205i,0.0074715+0.00079111i,-0.0053346-0.0085117i
-0.040664-0.18837i,-0.13075-0.26184i,-0.22436-0.20131i,-0.23778-0.10002i,-0.17106-0.074705i,-0.098078-0.045404i,-0.054016+0.031391i,-0.038847+0.062911i,-0.048725+0.047684i,-0.047042+0.049322i,-0.0075632+0.040148i,0.023814-0.0068698i,0.026146-0.038742i,0.036695-0.034216i,0.056907-0.035746i,0.05511-0.052843i,0.037584-0.053944i,0.027959-0.039349i,0.025147-0.035603i,0.018896-0.037356i,0.011035-0.026082i,0.0095616-0.0074146i,0.013482+0.0046587i
