-0.0025002+0.00259i,-0.0033279+0.0020477i,-0.0028348+0.0014253i,-0.00087372-2.2254e-05i,-0.0002618-0.00075325i,0.00014573-4.8074e-06i,0.0006928+8.7589e-05i,0.00080488-9.6406e-05i,0.00082022-0.00039483i,0.0010335-0.001025i,0.0010655-0.00056662i,0.00078544-0.00013821i,0.00029918+0.00010385i,0.00026673+0.00061567i,-0.00023439+0.0004438i,-0.00038286-0.00047651i,-0.00035277-0.00042058i,-0.00094703+2.9161e-05i,-0.0011382+0.0004929i,-0.0007768+0.00012784i,-0.00042492-0.00025354i,-0.00086885+4.9107e-05i,-0.00070358+0.00033169i
-0.045656+0.075438i,-0.10155+0.14366i,-0.144+0.19122i,-0.14489+0.18017i,-0.10117+0.10324i,-0.02719+0.018483i,0.020106-0.014516i,0.014385-0.0099159i,-0.00095453-0.0036163i,-0.0053203-0.00627i,-0.0076826-0.0095192i,-0.0085602-0.0072937i,-0.0072336-0.0048266i,-0.0047525-0.0060239i,-0.0043044-0.0070453i,-0.006298-0.0043299i,-0.0067161+0.0019295i,-0.0058499+0.0069853i,-0.0042598+0.0071587i,-0.0024061+0.0036763i,-0.002175+0.0012545i,-0.001775+0.0022457i,-0.00069605+0.0049877i
0.017992-0.077902i,0.053828-0.15566i,0.093721-0.21085i,0.10806-0.19575i,0.082748-0.11097i,0.019535-0.018946i,-0.023947+0.021506i,-0.015251+0.019699i,0.0014364+0.0099363i,0.0061474+0.0071582i,0.0090152+0.0056488i,0.010395+0.0030308i,0.009317+0.002074i,0.0069736+0.0022186i,0.0035822+0.0015639i,0.00042131-0.00091078i,-0.0025026-0.0044609i,-0.0043898-0.0069592i,-0.0029626-0.0070878i,-0.0001635-0.0054029i,0.0010577-0.0042303i,0.00030748-0.0042908i,0.00052991-0.0052495i
0.014294+0.072882i,0.0047213+0.14951i,-0.02025+0.20094i,-0.048195+0.18082i,-0.051787+0.095673i,-0.013732+0.0072094i,0.018686-0.028386i,0.0099491-0.021225i,-0.0053047-0.0065605i,-0.0088098-0.0013586i,-0.0090516-0.0026238i,-0.0076508-0.0043632i,-0.0054289-0.0060195i,-0.004936-0.0051969i,-0.005699-0.00078999i,-0.0038816+0.0057355i,0.00091518+0.012191i,0.0043199+0.014499i,0.0045802+0.011577i,0.0022751+0.0070778i,0.00050379+0.0054308i,0.00014915+0.0061702i,-0.0002024+0.0060156i
-0.03539-0.052565i,-0.047837-0.12625i,-0.034698-0.18323i,0.00057935-0.17556i,0.023335-0.098517i,0.0077044-0.010873i,-0.0082817+0.023092i,0.0015485+0.011561i,0.0076441-0.0011654i,0.004599-9.9908e-05i,0.0054256+0.001987i,0.0064943+0.0015783i,0.004807+0.0025444i,0.003489+0.0028802i,0.0025036+0.0014719i,0.00029852-0.002352i,-0.0025134-0.00707i,-0.0048679-0.0090497i,-0.004681-0.0078647i,-0.0029185-0.0051379i,-0.0014578-0.0025446i,0.0014272-0.0022659i,0.0027482-0.0044204i
0.050856+0.042917i,0.079913+0.10368i,0.073156+0.15614i,0.024294+0.15014i,-0.018608+0.080541i,-0.012971+0.0017743i,0.0056064-0.026403i,0.0022524-0.012728i,-0.0017851+0.0016227i,-0.0019758+0.0032714i,-0.0066701+0.0013402i,-0.010574-0.0004436i,-0.011311-0.0039076i,-0.0085566-0.0046439i,-0.0029554-0.0010995i,0.0042602+0.0040983i,0.01114+0.0081649i,0.013896+0.0085513i,0.010936+0.0063398i,0.0065031+0.0031409i,0.0044307+0.0012234i,0.0019511+0.0015262i,-0.00091947+0.0037451i
-0.054366-0.018864i,-0.094467-0.064663i,-0.096418-0.11179i,-0.050089-0.11463i,-0.0020454-0.061435i,0.0018503+0.0017965i,-0.012708+0.01831i,-0.012218+0.0019006i,-0.008407-0.0042257i,-0.0036275+0.0010553i,0.0017813+0.0016687i,0.0039708+0.0010517i,0.0049004+0.0041753i,0.0057398+0.0059684i,0.0040042+0.0032714i,-0.0012621-0.0028061i,-0.0070633-0.0078175i,-0.0098108-0.0083421i,-0.0089925-0.0067619i,-0.0056013-0.0040533i,-0.0024064-0.0016692i,-1.9115e-05-0.0020618i,0.00088594-0.0042731i
0.04771+0.0035706i,0.093596+0.033596i,0.10392+0.078527i,0.05823+0.095646i,0.0054841+0.05523i,-0.0046983-0.0098092i,0.0041203-0.035525i,-0.00037288-0.020974i,-0.005174-0.0061181i,-0.0047712-0.00014289i,-0.0037127+0.0038107i,-0.0034718+0.0063341i,-0.0048001+0.005311i,-0.0053277+0.0024926i,-0.0020833+0.00083053i,0.0045086-0.00017398i,0.0098299-0.00083064i,0.011213-0.00030769i,0.009952+0.00046755i,0.0071536+0.00053495i,0.0041864-0.00072195i,0.0013394-0.001478i,-0.00067593+0.00046349i
-0.040156+0.012926i,-0.083873-0.00054272i,-0.095203-0.038713i,-0.051321-0.065118i,0.0018009-0.037907i,0.012851+0.015349i,0.0013726+0.033306i,0.00086029+0.016781i,0.0033735+0.003529i,0.0029273-0.00049024i,0.0021181-0.0031798i,0.0026287-0.0033442i,0.0062384-0.0010063i,0.0083205-0.00032223i,0.0031946-0.0021308i,-0.0068045-0.0026241i,-0.01513-0.0017639i,-0.017434-0.001705i,-0.014975-0.00096447i,-0.010762+0.00061186i,-0.0071104+0.0018225i,-0.0032827+0.00091553i,-0.0004377-0.0015263i
0.029416-0.021839i,0.070784-0.021454i,0.089501+0.0082711i,0.054034+0.038851i,-0.0030771+0.023847i,-0.024037-0.016657i,-0.016579-0.023294i,-0.013028+1.7267e-05i,-0.0088477+0.012098i,-0.0027347+0.0096938i,0.00075952+0.0061523i,0.0030558+0.0033253i,0.0026546-0.0002664i,0.00056262-0.0020931i,0.00020787-0.0028479i,0.0032784-0.0041927i,0.0083915-0.0046867i,0.011411-0.0041416i,0.010577-0.0032644i,0.0074505-0.0036435i,0.0032129-0.0040606i,-0.00024807-0.002701i,-0.0014506-0.00044034i
-0.017006+0.027797i,-0.049863+0.031873i,-0.068808+0.0040579i,-0.041942-0.033966i,0.0051356-0.030172i,0.021059+0.0055999i,0.010806+0.014752i,0.0019118-0.0020308i,-0.0041685-0.0077141i,-0.0067644-0.0021628i,-0.0061455-0.00055479i,-0.0037789-0.002604i,-0.00032639-0.0037895i,0.0009455-0.0029193i,-0.0016194+0.00077727i,-0.0065694+0.0061507i,-0.010998+0.0093797i,-0.011931+0.0094338i,-0.0089867+0.0086234i,-0.0051103+0.0079513i,-0.0021275+0.0079788i,0.00099457+0.0070052i,0.0020528+0.0037172i
0.011873-0.022997i,0.037671-0.035348i,0.054928-0.017026i,0.028768+0.020873i,-0.01695+0.02459i,-0.027975-0.0070976i,-0.0056793-0.019012i,0.010792-0.0065092i,0.011051-2.3173e-06i,0.0059428-0.00031194i,0.003433-0.00033077i,0.002239-0.002026i,-0.00057178-0.0038958i,-0.0038345-0.00507i,-0.0045763-0.0060533i,-0.0010947-0.007035i,0.0039484-0.007533i,0.0063967-0.0060827i,0.0059635-0.0047109i,0.0040232-0.0049449i,0.0016479-0.005819i,-0.00022388-0.0055698i,-0.00060689-0.0045947i
0.0015043+0.019285i,-0.017826+0.033789i,-0.037157+0.015998i,-0.02505-0.024142i,0.011652-0.027647i,0.027099+0.0070658i,0.014419+0.019341i,0.0017861+0.0055199i,-0.00227-0.00057661i,-0.002457+0.00089872i,-0.0048383+0.0016581i,-0.0091024+0.0018288i,-0.0094063+0.0018011i,-0.0043737+0.0025275i,-1.1495e-05+0.0048609i,0.00014672+0.007612i,-0.0021472+0.0089119i,-0.0035735+0.0077689i,-0.0037922+0.0061519i,-0.0028848+0.0064075i,0.00089457+0.0077969i,0.004848+0.0073436i,0.0049219+0.0058374i
-0.0042752-0.022503i,0.00763-0.03643i,0.025043-0.021449i,0.017183+0.02161i,-0.019426+0.032948i,-0.03616+0.0011789i,-0.023709-0.01737i,-0.012584-0.0095774i,-0.0071834-0.0013495i,-0.0011996+0.001552i,0.0044777+0.0012343i,0.0070065-0.0013681i,0.0039604-0.0027738i,-0.0010947-0.0018317i,-0.0020514-0.0017908i,-0.00013459-0.0051529i,0.0026409-0.0086122i,0.0044329-0.008128i,0.0045339-0.0074435i,0.0029703-0.0083539i,-0.00027115-0.0092304i,-0.0045569-0.0090005i,-0.0070612-0.0081397i
0.0050734+0.014008i,-0.0010287+0.027553i,-0.018358+0.01505i,-0.016803-0.023334i,0.01489-0.037022i,0.030849-0.013811i,0.014809-0.0010324i,-0.0032448-0.007645i,-0.0098389-0.0072748i,-0.010024+0.00059853i,-0.0084002+0.0075909i,-0.0058763+0.012168i,-0.0023376+0.012562i,0.0025849+0.009465i,0.0055787+0.0070141i,0.0040274+0.0060688i,8.2617e-05+0.0054356i,-0.0025563+0.0040542i,-0.0022962+0.0034618i,-0.00011858+0.0052088i,0.0028325+0.0065319i,0.0058576+0.0069021i,0.0072172+0.0068648i
-0.0086311-0.0089041i,-0.0043769-0.020275i,0.016313-0.010868i,0.02056+0.024749i,-0.009697+0.040848i,-0.028869+0.017254i,-0.015357+0.00025098i,0.00021216+0.004622i,0.0046377+0.0047827i,0.004125-0.0029024i,0.0031992-0.0087165i,0.0031981-0.010627i,0.0030799-0.0093601i,0.0010172-0.0074897i,-0.0019392-0.0064484i,-0.0031174-0.007192i,-0.0016208-0.0093268i,0.00053768-0.0095862i,0.0013102-0.0085411i,0.00011401-0.0075999i,-0.0038961-0.0075316i,-0.0092643-0.0081218i,-0.012239-0.0089456i
0.009455+0.0024331i,0.0067457+0.011127i,-0.012398+0.0029745i,-0.02259-0.030325i,0.00029788-0.046574i,0.019892-0.02137i,0.0099584+0.0031184i,-0.0048775+0.0069109i,-0.0077951+0.0075904i,-0.0035119+0.0089243i,0.00057108+0.0086774i,0.0011787+0.0085369i,0.0012478+0.0080481i,0.0029732+0.0050884i,0.0042374+0.0014886i,0.0021836+0.0023562i,-0.0023499+0.005677i,-0.0037872+0.0064643i,-0.0021529+0.0050358i,-2.4424e-05+0.0049535i,0.0026561+0.006689i,0.0076938+0.008603i,0.011607+0.008761i
-0.0042902-0.0034937i,-0.00090868-0.013089i,0.017539-0.010175i,0.027847+0.020665i,0.0042799+0.040153i,-0.02001+0.020962i,-0.012867-0.00077623i,0.0013268-0.0046829i,0.0026569-0.0044365i,-0.0012081-0.0040119i,-0.0021798-0.0047555i,-0.0006406-0.0078411i,-0.0014605-0.01055i,-0.0053988-0.0088712i,-0.0079845-0.00444i,-0.0068473-0.0029017i,-0.003691-0.004216i,-0.001828-0.0047383i,-0.0023231-0.0033978i,-0.0032096-0.0035305i,-0.0051828-0.0053627i,-0.0095684-0.0063182i,-0.013329-0.0067698i
0.0094407+0.0039277i,0.0090324+0.010818i,-0.0093517+0.0075907i,-0.030618-0.021672i,-0.015237-0.044624i,0.011361-0.02823i,0.011717-0.0053571i,0.0022367-0.00092126i,9.0391e-05+0.00084048i,0.0011314+0.0045934i,0.0014683+0.0066097i,0.00055719+0.0082244i,0.0013092+0.0084949i,0.0041516+0.0046529i,0.0047921+0.00064271i,0.0019599+0.0025842i,-0.0017037+0.0074117i,-0.0029628+0.0084482i,-0.001681+0.0057869i,0.00070755+0.0039118i,0.0058597+0.0054116i,0.013528+0.0073417i,0.017331+0.0067405i
-0.0034539-0.0012686i,-0.003782-0.0070242i,0.014803-0.0070408i,0.035843+0.015922i,0.019709+0.039162i,-0.0086479+0.02576i,-0.0094734+0.0011989i,-0.0014593-0.0067103i,-0.0017534-0.0061133i,-0.0041977-0.0053759i,-0.0059859-0.0072607i,-0.0072981-0.0094167i,-0.0076992-0.0074956i,-0.007744-0.0017649i,-0.0062886+0.0023612i,-0.0022183-9.1893e-05i,0.0022023-0.0044892i,0.0043586-0.0049221i,0.0039284-0.0032811i,0.0011793-0.0029586i,-0.0043137-0.0058084i,-0.012065-0.0085475i,-0.017828-0.0076695i
0.0095513+0.00023925i,0.0084578+0.0063484i,-0.0096757+0.0096995i,-0.035799-0.0078916i,-0.029081-0.031715i,-0.0017552-0.026159i,0.0034132-0.0086011i,-0.0047079-0.0032081i,-0.0040641-0.0011984i,0.0029592+0.0018349i,0.0064175+0.0033436i,0.0054923+0.0045024i,0.0044607+0.0042126i,0.005408+0.00083944i,0.0053191-0.0017165i,0.0027076+0.0014724i,0.001284+0.0074426i,0.0011499+0.0081485i,0.00098217+0.0043771i,0.0019294+0.0023051i,0.0060408+0.0037963i,0.013667+0.0059414i,0.019054+0.0053748i
-0.0050578+0.00017326i,-0.0036575-0.0045495i,0.013504-0.012353i,0.038063-0.0022004i,0.03136+0.021217i,0.003072+0.020555i,-0.0048535+0.0029693i,-0.0015647-0.003209i,-0.0037905-0.00031573i,-0.0056898+0.0027101i,-0.0050513+0.0033262i,-0.0037081+0.00091939i,-0.0025495-0.00056924i,-0.0022464+0.0014577i,-0.0021066+0.0020085i,-0.0021012-0.0041407i,-0.0016805-0.011468i,-0.00051558-0.011891i,0.00057781-0.0072578i,-0.00030808-0.0048227i,-0.0063689-0.0055055i,-0.01618-0.0055533i,-0.02169-0.0036637i
0.0077433-6.7899e-05i,0.0093905+0.0055992i,-0.004293+0.012891i,-0.031841+0.0033126i,-0.034814-0.018677i,-0.012413-0.02028i,-0.0026764-0.0039265i,-0.0053461+0.0056401i,-0.0030479+0.0056097i,0.00079552+0.0016458i,0.0012406-0.00051744i,0.00094176+0.0011683i,0.0022144+0.0014445i,0.003015-0.0024766i,0.0029002-0.0034453i,0.0028142+0.0014423i,0.0027572+0.0066934i,0.0016004+0.0061243i,-0.0004822+0.0017605i,0.00050588+0.00025552i,0.0072499+0.0032273i,0.016592+0.0047447i,0.021654+0.0025173i
-0.0025957-0.0011464i,-0.0058859-0.0061252i,0.0049068-0.01746i,0.029104-0.01639i,0.03014+0.0055668i,0.0069789+0.012999i,-0.0038618+0.00095815i,-0.0026178-0.0041574i,-0.0036739-0.0014709i,-0.0038615+0.00047775i,-0.0014346-0.00046229i,-0.00070029-0.0024569i,-0.002153-0.0018221i,-0.0023539+0.0014536i,-0.0026794+0.0026656i,-0.00645-0.0021003i,-0.01005-0.0083284i,-0.0082497-0.0088617i,-0.0029949-0.0053647i,-0.00087524-0.0035243i,-0.0061277-0.0036449i,-0.016058-0.0017026i,-0.021239+0.0012711i
0.00063358-0.0079914i,0.0045088-0.0043167i,-0.0053257+0.0093022i,-0.029483+0.015179i,-0.034488-0.001545i,-0.011634-0.010515i,0.0047942-0.0039069i,0.0053689-0.00039281i,0.0026525-0.0013341i,0.0011472-0.001458i,0.00050419-8.5679e-06i,0.00139+0.0011012i,0.0018672+1.9117e-05i,-4.7965e-05-0.0027329i,-0.00058561-0.0030789i,0.0018936+0.0024076i,0.0052517+0.0084035i,0.0040962+0.00886i,-0.0010322+0.0053461i,-0.0017818+0.0028641i,0.006109+0.0024185i,0.018079+0.0001335i,0.0232-0.0027207i
0.0018336+0.0030429i,-0.001095+0.00094767i,0.0031508-0.013197i,0.020516-0.021731i,0.027653-0.0053206i,0.010345+0.0079092i,-0.0012993+0.0029341i,0.00015455-0.0019922i,0.00086586-0.00082223i,0.00043089+0.0012065i,0.00034444+0.0010174i,-2.9792e-05-0.00026023i,-0.00012109+0.00016052i,0.00049128+0.0027516i,0.00033259+0.0030065i,-0.003233-0.00043699i,-0.0071726-0.0034056i,-0.0055947-0.0038818i,-0.0012791-0.0026619i,-0.0011036-0.0019399i,-0.0079455-0.0014444i,-0.018789+0.0012836i,-0.022652+0.0046812i
-0.0021272+0.0010692i,-0.00012187+0.0025292i,0.00042416+0.014499i,-0.01273+0.025332i,-0.025254+0.011542i,-0.014965-0.0047716i,-0.0032674-0.004149i,-0.0035642-0.0007701i,-0.004137+0.00060943i,-0.002131+0.0020012i,-0.0010146+0.002864i,-0.0015016+0.0027616i,-0.0023002-0.0001054i,-0.0028563-0.0028847i,-0.0017181-0.0024832i,0.0036095+0.00017047i,0.0088633+0.003462i,0.0085664+0.0047344i,0.0035081+0.0042595i,0.00060342+0.0028349i,0.0066036+0.000429i,0.017675-0.0039515i,0.022193-0.008109i
-0.00091649+0.00088184i,-0.0023485-0.0011011i,-0.0039184-0.012712i,0.0069349-0.024032i,0.018035-0.014848i,0.0085955-0.0016323i,-0.0029532-0.0032543i,-0.0052611-0.0069143i,-0.0049283-0.0038379i,-0.0026863-0.00059231i,-0.0010208-0.00036245i,-0.0013172-0.00010297i,-0.0009522+0.0019134i,0.0018718+0.0033677i,0.0022044+0.0017166i,-0.0029201-0.00028512i,-0.0074866-0.00095451i,-0.0059781-0.0010556i,-0.0012996-0.0019769i,-0.00010174-0.0023119i,-0.0066182+0.00073715i,-0.017481+0.0070342i,-0.021649+0.011146i
0.00011153+0.0022433i,0.0040664+0.0035326i,0.0082084+0.011723i,-3.3662e-05+0.021743i,-0.013094+0.014732i,-0.008633+0.0003488i,0.001392-0.0019413i,0.0019438+0.00068318i,-0.00027634+0.0012516i,-0.00062415+0.0020503i,0.00081512+0.0020456i,0.0016683+0.0014676i,-0.00054654+0.00055264i,-0.0035131-0.0010108i,-0.0026812-0.0014223i,0.0017758-0.002335i,0.0059905-0.0033475i,0.0062183-0.0028314i,0.0030653+7.6417e-05i,0.0022684+0.0020759i,0.0081382-0.0011578i,0.016565-0.0081584i,0.019153-0.011809i
-0.0051037+1.0332e-05i,-0.0085284+0.0005703i,-0.013056-0.0063958i,-0.0065729-0.017879i,0.0075452-0.013917i,0.0075092-0.00043495i,-0.00090332+0.0026317i,-0.0030428+0.0015925i,-0.0022382+0.0019602i,-0.00083777+0.0016866i,-0.00014231+0.0015237i,0.00013905+0.0024773i,0.0017125+0.0041945i,0.0036005+0.0042433i,0.0025393+0.00311i,-0.0019333+0.0036693i,-0.0050014+0.0045442i,-0.0045804+0.0023378i,-0.0017401-0.00073065i,-0.00072941-0.0011379i,-0.0059824+0.0026831i,-0.013499+0.010719i,-0.015906+0.015015i
0.0016816-0.0048312i,0.0052066-0.0067576i,0.009873-0.0016567i,0.0056769+0.010245i,-0.0088307+0.010069i,-0.0096979+0.00018099i,-0.00070629-0.0025311i,0.0017229-0.00091084i,-7.9428e-05+0.00066221i,-0.00060301+0.0017429i,0.00056693+0.00037236i,-0.00033245-0.0026604i,-0.0030156-0.0041058i,-0.0056287-0.0029716i,-0.0050209-0.0017574i,-0.0019674-0.0024058i,-3.0447e-06-0.0031994i,0.00056514-0.0016938i,0.00056805+0.00099354i,0.0019471+0.0017735i,0.0074586-0.0029807i,0.014624-0.011268i,0.016207-0.014947i
0.0019655+0.0029394i,0.00053595+0.0039793i,-0.0060256+4.3125e-05i,-0.0082046-0.011454i,0.00037556-0.013303i,0.0027889-0.0037785i,-0.0016881-0.00095636i,-0.003438-0.0034508i,-0.0035205-0.0023173i,-0.0035168+0.00038141i,-0.002115+0.0016208i,0.0013627+0.0030375i,0.00483+0.0035836i,0.0059305+0.0024546i,0.004516+0.00050096i,0.0019159+0.00059971i,-0.00012442+0.001857i,-0.00083234+0.00096219i,-0.00077616-0.0014108i,-0.0022926-0.0019447i,-0.0064765+0.0029258i,-0.010809+0.011845i,-0.011439+0.016239i
-0.0058988-0.0061156i,-0.0047663-0.0074108i,0.0015247-0.0066771i,0.00526+0.0041256i,-0.003117+0.011611i,-0.00617+0.0040868i,0.00024217-0.0029827i,0.0020952-0.0033453i,0.0005898-0.0023737i,0.00013621-0.0017399i,-0.001113-0.0021077i,-0.0039171-0.0029939i,-0.0072554-0.0026388i,-0.0079025-0.0012054i,-0.0047084-0.00025523i,-0.0019888+0.00029834i,-0.00091922+0.00011435i,-0.00022638-7.7749e-05i,0.00079938+0.00072364i,0.0023419+0.00033277i,0.0045813-0.0047908i,0.0072442-0.01291i,0.0082122-0.016934i
0.0012761-0.0015535i,0.00038678+0.0010585i,-0.0051898+0.0015135i,-0.0089-0.0052889i,-0.0029119-0.0098701i,0.00121-0.0042871i,-0.0018192-0.00049579i,-0.0036365-7.8684e-05i,-0.0030102+0.0017178i,-0.00078543+0.003652i,0.0020286+0.0042904i,0.004809+0.0042498i,0.0070425+0.0033059i,0.0066104+0.0012054i,0.0034969-0.00043172i,0.0013689-0.0001295i,0.0011673-0.00025865i,0.00093119-0.0005216i,-0.00016328-0.00030176i,-0.0021112+0.00029666i,-0.0048194+0.0059248i,-0.0071098+0.015081i,-0.0070832+0.018057i
-0.0013497-0.00054681i,-0.00046602-0.0022429i,0.0041865-0.0044232i,0.0088305+0.00049306i,0.0021438+0.0073362i,-0.0039855+0.0044447i,-0.0015501-0.00057608i,-0.00084155-0.00096512i,-0.0016634+6.1808e-05i,-0.0015513+0.00028505i,-0.0030164-0.00070405i,-0.0069127-0.0015543i,-0.0095916-0.00093038i,-0.0083648+0.0004013i,-0.0056237+0.00015709i,-0.0034898-0.0010082i,-0.0024966-0.00067185i,-0.0017448-0.00028658i,-0.00095001-0.00083822i,0.0010642-0.0022845i,0.0037655-0.0066908i,0.0053373-0.013429i,0.0059511-0.015286i
0.0011076+0.0020923i,0.0027341+0.0039621i,-1.3251e-05+0.0061978i,-0.0053052+0.0014746i,-0.0032904-0.0051701i,0.0007098-0.0033475i,-0.0005568+0.00046097i,-0.0024091+0.00035228i,-0.0020803+0.00069504i,0.00065983+0.0016765i,0.0048176+0.0016516i,0.0087742+0.00084025i,0.010324-8.3182e-05i,0.0085377-0.0012299i,0.0043369-0.0022803i,0.0011619-0.0026978i,0.0011095-0.0029776i,0.0021283-0.0024382i,0.0017871-0.00033592i,-0.00011587+0.0024582i,-0.0020327+0.0070273i,-0.0023827+0.012503i,-0.0027502+0.013862i
-0.0016102+0.0019498i,-0.002533-0.00029507i,-0.00012935-0.0044975i,0.0046594-0.0037227i,0.0034572+0.0019401i,0.00034697+0.00014835i,0.0011777-0.0039507i,0.00048109-0.0034183i,-0.0013384-0.0012297i,-0.0030738+0.0010456i,-0.005143+0.0019395i,-0.0072062+0.0032997i,-0.0073232+0.0056489i,-0.0052295+0.0058244i,-0.0025405+0.0037205i,-0.00071779+0.0033769i,-0.001164+0.0042945i,-0.0009148+0.0028338i,0.00033042-6.9543e-05i,0.0015842-0.0034997i,0.0025205-0.0075098i,0.0026905-0.011935i,0.0028767-0.012937i
0.00054203-0.00035085i,0.0021379+0.0013323i,0.00094691+0.0043042i,-0.0032581+0.0033316i,-0.0036445-0.0042616i,-0.00039-0.0064069i,0.0013808-0.0034127i,0.00098913-0.0023024i,8.7084e-05-0.00095607i,0.0002872-0.00069855i,0.0024708-0.0033141i,0.0047097-0.0062447i,0.0053133-0.0064495i,0.0032073-0.0042558i,0.00064255-0.0027398i,-0.00036372-0.0023879i,-0.00088339-0.0035243i,-0.00059811-0.0039973i,0.00046998-0.0016513i,0.0011869+0.0012661i,0.00045063+0.0055746i,-0.00075971+0.011162i,-0.0020419+0.012507i
-0.00085349-0.00083982i,-0.0013493-0.00074428i,-0.0016313-0.0021999i,0.00074196-0.002995i,0.0012523+0.00054462i,-0.0022675+0.00071493i,-0.0025925-0.0020695i,-0.0019381-0.0027609i,-0.0024249-0.0013587i,-0.0016873+0.0011608i,-0.0011354+0.0032144i,-0.0021307+0.0038908i,-0.0023239+0.0030731i,-0.0011391+0.0020456i,0.00047363+0.0014001i,0.0012658+0.0014086i,0.0016907+0.0018848i,0.0014651+0.001687i,-0.00016155-0.00020833i,-0.00078331-0.0026545i,-0.00066396-0.0067864i,-0.00067191-0.010814i,0.00064674-0.01106i
0.0024573+0.0016995i,0.0038669+0.0020816i,0.0052154+0.003248i,0.0017513+0.0032492i,-0.0034059-0.00030722i,-0.0030695-0.0017665i,-0.0014525-0.0009816i,-0.0017598-0.0013283i,-0.0024281-0.0004764i,-0.0022202+7.2843e-06i,-0.0010598-0.0021269i,0.00061836-0.0042982i,0.00070854-0.0043575i,0.00028277-0.003211i,4.7009e-05-0.0024424i,-0.0015969-0.0019906i,-0.0038637-0.0020958i,-0.0037775-0.0015501i,-0.0011161-0.00055145i,0.00051204+0.001544i,3.0091e-05+0.0059594i,0.00015183+0.0099929i,0.00019176+0.010653i
-0.00076919+0.001066i,-0.0010812+0.00013249i,-0.0020967-0.0027178i,-6.4696e-05-0.0048263i,0.0017461-0.0021947i,0.00016771-0.00068397i,-0.001167-0.0026414i,-0.0014269-0.0025805i,-0.0012413-0.00024728i,-0.0011557+0.0027356i,-0.00050447+0.0049001i,-0.00036694+0.0048318i,-0.00085568+0.0035113i,0.00065128+0.0017271i,0.0017175+0.00046641i,0.0011585+8.5842e-05i,0.0013421+0.00032094i,0.0015044+0.00049942i,-0.00071395-6.6971e-05i,-0.0023994-0.0015787i,-0.0023125-0.0049434i,-0.0015359-0.0090955i,-0.00013819-0.010204i
0.0014559+0.0025762i,0.0025106+0.0028173i,0.0049328+0.0036876i,0.002942+0.0032765i,-0.00094664+0.00063071i,-0.0018568-0.0012707i,-0.0008328-0.0013888i,-7.3957e-05-0.0012623i,-0.00093211-0.00080039i,-0.0016626-0.00098239i,-0.0014397-0.0019435i,-0.0014378-0.0027475i,-0.0016775-0.0026306i,-0.0020044-0.001135i,-0.0022563+0.00017015i,-0.0029533-2.8483e-05i,-0.004-0.0003192i,-0.0029019-0.00054195i,0.00025561-7.412e-05i,0.0029961+0.0017848i,0.0038021+0.0047996i,0.0026236+0.0082058i,0.00051304+0.01044i
-0.00028708+0.00080847i,-0.0012611+0.00024619i,-0.0032232-0.00052554i,-0.0025364-0.0032701i,9.5625e-05-0.0019603i,-0.00057806-0.00021545i,-0.0012402-0.00046881i,-0.0014312+0.00023815i,-0.0013349+0.001142i,0.0011649+0.0011051i,0.0034713+0.00031552i,0.0036943-0.00014764i,0.0031171-0.0011683i,0.0022692-0.0027416i,0.0013786-0.002525i,0.0013344-0.0014755i,0.0016625-0.00061583i,0.0010912-7.2493e-05i,-0.0004638+0.0010672i,-0.0016588+0.0015881i,-0.00095301-0.0015989i,-0.00045371-0.0073721i,-0.00036361-0.01041i
0.0019221+0.0044845i,0.0032443+0.0048644i,0.0053696+0.0042417i,0.0046318+0.0020183i,0.0013275-0.00060648i,-0.00068456-0.0014105i,-0.00027604+3.2134e-05i,-0.0004851+0.0015119i,-0.0018979+0.0022043i,-0.0017944+0.0020145i,-0.00040647+0.0019202i,-0.00047011+0.0026028i,-0.0011165+0.0041076i,-0.00055282+0.0044094i,-0.00039891+0.0033692i,-0.0015946+0.002722i,-0.0026592+0.0024328i,-0.0022137+0.0015054i,2.8894e-05-0.00048702i,0.00197-0.0015047i,0.002026+0.0012437i,0.0018027+0.0067859i,0.00065936+0.0099918i
-0.0018566-0.00013957i,-0.001693+0.00024326i,-0.0023085+0.0011146i,-0.0032363-0.00068701i,-0.0014663-0.002495i,-0.00090008-0.0032197i,-4.4706e-05-0.0046408i,0.00080361-0.0043263i,-0.0007127-0.0018402i,-0.00091067-0.00048514i,0.00038406-0.0018576i,0.00022755-0.0037855i,-0.0011563-0.0059867i,-0.00070179-0.0063324i,0.00032869-0.0047475i,0.001092-0.0036305i,0.0018888-0.0027626i,0.0016417-0.0013988i,0.0011405+0.00028055i,0.00066034+0.00022228i,-0.00066351-0.0025307i,-0.0013918-0.0067934i,-0.0010059-0.0093487i
-0.00015261+1.3158e-05i,0.0017728-0.0019835i,0.0030774-0.0038132i,0.0018336-0.0034052i,-0.0011511-0.0014351i,-0.00093498-0.001415i,-2.4247e-06-0.002713i,-0.0010352-0.0030203i,-0.00081737-0.0009447i,-0.00047397+0.001947i,-0.00036479+0.0041773i,0.001103+0.0059656i,0.0030711+0.0067176i,0.0035274+0.006067i,0.002298+0.004744i,0.00095187+0.0033631i,2.2291e-06+0.0021763i,-0.0010337+0.0011601i,-0.001373-0.00027862i,-0.00051342-0.00044161i,0.00062961+0.0023635i,0.0015335+0.0071856i,0.0016555+0.0096411i
