-0.0017486-0.00070043i,-0.0019668-0.00050618i,-0.0019061+0.00090569i,-0.0026017+0.00244i,-0.0023422+0.0028812i,-0.0016215+0.0030133i,-0.0014248+0.0026418i,-0.0008011+0.0023894i,5.0304e-05+0.002073i,0.0007294+0.0012989i,0.00093593+0.00016099i,-0.00033492-0.00088099i,-0.0007417-0.0011395i,-0.00053671-0.00027752i,-0.001158+0.0011425i,-0.00080914+0.0013155i,0.00017378+0.00047604i,0.00097644+0.00073627i,0.00084544+0.00099244i,0.0003517+0.00051614i,4.8975e-05+0.00022365i,-0.00044697+0.00042512i,1.9481e-05-8.4944e-05i
-0.0036018-0.0043122i,-0.0011357-0.0076959i,0.00022343-0.0077028i,0.001668-0.0015605i,0.0027601+0.00325i,0.0030607+0.0044299i,0.0027946+0.0040371i,0.002101+0.0017394i,0.0013264-0.00053396i,7.9109e-05-0.0011371i,-0.00081007-0.00024796i,-0.0016838+0.0012283i,-0.0025074+0.0026138i,-0.0015048+0.0037512i,-0.00052203+0.0047852i,5.982e-05+0.0058824i,4.5571e-05+0.0052939i,-0.001427+0.0012162i,-0.0029812-0.0049736i,-0.0043292-0.010616i,-0.0063169-0.012652i,-0.0067796-0.010166i,-0.00582-0.0069101i
-0.0005097+0.003487i,0.0013697+0.0091389i,-0.00047609+0.012933i,-0.0018065+0.010401i,-0.00080665+0.0055568i,0.0011635+0.0028845i,0.0024225+0.0025985i,0.0014408+0.0041542i,8.2289e-06+0.0055113i,-6.7025e-05+0.0063281i,0.0012699+0.0062589i,0.0018154+0.0046057i,0.0011748+0.001681i,0.00031695-0.0003385i,-0.0014038-0.0011928i,-0.0029051-0.0026175i,-0.0015056-0.002873i,0.0016119-0.00064329i,0.0034212+0.0039762i,0.0061089+0.0083852i,0.009123+0.0092829i,0.0085295+0.007123i,0.0061521+0.0054516i
-0.00048288-0.0028553i,-0.0017347-0.00763i,0.001225-0.011437i,0.0035989-0.0082194i,0.0042071-0.0026518i,0.0036607+0.00097372i,0.0012915+0.0024362i,0.00044815+0.0028279i,0.0012228+0.0022967i,0.0013941+0.00052847i,0.00057184-0.00026563i,0.00016533+0.0012366i,0.0013127+0.0025124i,0.0032902+0.0020815i,0.0052778+0.0014843i,0.0066075+0.0028976i,0.0054533+0.0041973i,0.0020934+0.0021407i,-0.0025076-0.0028174i,-0.0080628-0.0073583i,-0.011177-0.0085837i,-0.0094977-0.0059703i,-0.0070651-0.0036485i
0.0030949-0.00038525i,0.0056233+0.0039209i,0.0043+0.0061259i,0.0013246+0.0045673i,-0.00033878+0.0019943i,0.00064718+0.0015905i,0.0036356+0.0026488i,0.0045707+0.0030689i,0.0045439+0.0037365i,0.0044666+0.0042852i,0.0036223+0.0031387i,0.0018446+0.0012745i,0.00017298+0.00044595i,-0.00096489+0.00052211i,-0.0024402-0.00029279i,-0.0029836-0.0024884i,-0.0018985-0.0026852i,0.00086808-0.00075866i,0.0044978+0.0019843i,0.0088906+0.0041839i,0.010717+0.0042555i,0.0093318+0.0030518i,0.0077632+0.0026475i
-0.0027541-0.0039803i,-0.0055139-0.0059275i,-0.006897-0.0081189i,-0.0050082-0.0053427i,-0.0023693-0.00091084i,4.9385e-05+0.0023942i,0.001691+0.0041187i,0.0023461+0.0032338i,0.0011099+0.00095892i,-0.001115-0.0015249i,-0.0019626-0.0022709i,-0.0011883-0.0012079i,-0.00052671-0.00027561i,0.00040764-4.0237e-05i,0.0019507-0.0010442i,0.0034937-0.0013736i,0.0035101-0.00058704i,0.00085735-0.00094601i,-0.0039468-0.0026269i,-0.0094708-0.0026557i,-0.011562-0.0016164i,-0.0094823-0.00052352i,-0.0066202-0.0011726i
0.0014516-0.0027612i,0.0037962-0.00070285i,0.0062892+0.0022188i,0.0046674+0.0030122i,0.0026135+0.0036185i,0.0017943+0.0038231i,0.0007098+0.0030129i,0.00092747+0.0024658i,0.0024383+0.0024413i,0.0032576+0.001956i,0.003222+0.00093227i,0.0018541+0.00057215i,-0.00033135+0.00069895i,-0.0028788+0.0011537i,-0.0046964+0.0010996i,-0.0051312+0.0012543i,-0.0050537+0.00069386i,-0.0020619-0.00044691i,0.0031998-0.00087042i,0.0081053-0.0011923i,0.0099898-0.0012254i,0.0081541-0.00096846i,0.0059414+2.2539e-05i
-0.001025+0.0032059i,-0.0047275+0.0029682i,-0.0065598+0.0015769i,-0.0032698+0.00028717i,0.00025439+0.00047128i,0.0010211+0.0013352i,0.0010739+0.0017325i,0.0010421+0.0018546i,8.7339e-05+0.0023733i,-0.0017855+0.0023409i,-0.0027414+0.0026572i,-0.0018177+0.0038106i,0.00023577+0.0030842i,0.0024789+0.00074791i,0.0039951-0.0008593i,0.0042803-0.0014371i,0.0030399-0.0011223i,0.00012187+0.00011879i,-0.0038734+0.0011427i,-0.007561+0.0021297i,-0.0091068+0.0028451i,-0.0069476+0.0030494i,-0.0051743+0.0020916i
0.0024578-0.00053085i,0.0064676-0.00013381i,0.0093812+0.00030163i,0.008669+0.0010552i,0.0058535+0.00048628i,0.0041248+0.00059895i,0.0034123+0.0017604i,0.0023928+0.0021779i,0.0017469+0.0021246i,0.0031421+0.0015867i,0.0023797+0.00065972i,-0.00043416+0.00056876i,-0.0011813+0.002229i,-0.0013034+0.0045094i,-0.0023545+0.0062734i,-0.0033486+0.0064739i,-0.0035474+0.0044629i,-0.0022387+0.0014587i,0.001344-0.0013623i,0.0063347-0.0032486i,0.0084101-0.0044397i,0.0071016-0.0044976i,0.0055939-0.002846i
-0.0031693+0.0017566i,-0.0035182+0.003024i,-0.0051138+0.0046191i,-0.0041081+0.0038617i,-0.00049039+0.0021501i,0.00033217+0.00090184i,8.2506e-05+0.0010815i,0.0010445+0.0028958i,0.0017759+0.0043277i,0.0013254+0.0052138i,0.00063818+0.004637i,0.0010077+0.0017984i,0.0020825-0.00068242i,0.00324-0.0019132i,0.002874-0.0033604i,0.0020167-0.0044091i,0.0022769-0.0029086i,0.0021038-0.00059057i,-0.0015819+0.0013586i,-0.0065294+0.0041743i,-0.0074464+0.0056336i,-0.0047966+0.0048278i,-0.0034478+0.0039182i
0.0019646-0.0046954i,0.0019734-0.0054211i,0.0028452-0.0046904i,0.0031009-0.0023336i,0.0027624+0.00019372i,0.0035431+0.0026479i,0.0037441+0.0036156i,0.0041276+0.0038097i,0.0041596+0.0028354i,0.0035884+0.00034213i,0.0024196-0.0006412i,0.0012843+0.00055881i,0.0009287+0.0018693i,0.00099308+0.0019516i,0.0015108+0.0023568i,0.0021657+0.0042024i,0.001871+0.0040946i,0.0005621+0.00062034i,0.0015527-0.0026134i,0.0041763-0.0046762i,0.0043948-0.0055743i,0.0023764-0.0055473i,0.0013535-0.0043814i
-0.00063541+0.0022706i,-0.0013331+0.0048006i,-0.0020089+0.006227i,-0.0011095+0.0054445i,-3.1286e-05+0.0032392i,0.00066912+0.0018297i,0.0011393+0.0018136i,0.0013178+0.0025911i,0.0016738+0.0030449i,0.0011294+0.003437i,-0.00084273+0.0039948i,-0.0021906+0.002926i,-0.0013791+0.0010038i,7.2306e-05-0.0010774i,-0.00020513-0.0040478i,-0.00040255-0.0060251i,0.00031343-0.0049948i,0.0006462-0.0020526i,-0.00079661+0.0013779i,-0.0036975+0.0048129i,-0.0044155+0.0060586i,-0.0024109+0.00497i,-0.0015044+0.0036929i
-0.00066737-0.0017304i,0.00068774-0.0032058i,0.0017623-0.0041822i,0.0023572-0.0032762i,0.0022268-0.00098496i,0.0030019+0.0011261i,0.0036205+0.0035165i,0.0031495+0.0041687i,0.0019312+0.0023706i,0.0002424-0.00039976i,-0.00042131-0.0026442i,-0.00070591-0.0018442i,-0.0014395+0.0019035i,-0.001232+0.004601i,0.00037048+0.0046559i,0.0013203+0.0038929i,4.2091e-05+0.0034667i,-0.00075029+0.00057263i,0.00085247-0.0034997i,0.0026564-0.0058147i,0.0027961-0.0049868i,0.00058171-0.0023523i,-0.00013947-0.001675i
-0.00087892-0.0023039i,-0.0013778+0.0009487i,-0.0041099+0.0015743i,-0.005389+0.0026197i,-0.0034333+0.0043555i,-0.00062462+0.0048654i,0.00086187+0.003859i,0.00078166+0.003379i,0.00035462+0.0030609i,0.00031159+0.0036262i,0.0009856+0.0041791i,0.00039311+0.0036319i,-0.0018196+0.0014088i,-0.0030932-0.0013053i,-0.0043837-0.0030026i,-0.0049234-0.0029137i,-0.0037976-0.0017556i,-0.0016033-0.0011044i,-0.00074051+0.00087033i,-0.001533+0.004278i,-0.0012682+0.00578i,-9.7205e-05+0.0047206i,0.00039533+0.0037145i
0.0014453-0.015345i,-0.0020569-0.016928i,-0.0073568-0.025042i,-0.010693-0.02037i,-0.010953-0.0083061i,-0.0061411+0.0035458i,0.00036362+0.0069986i,0.002112+0.0051855i,0.0021225+0.0015873i,-9.4277e-05-0.0022519i,-0.0029629-0.0024499i,-0.0030371+0.00040023i,-0.0011913+0.0031106i,0.0010762+0.0040762i,0.0029058+0.0046145i,0.0031095+0.0051576i,0.0023943+0.0046576i,0.0012349+0.0027734i,0.00074647-0.00077103i,0.0011339-0.0046532i,0.00076528-0.0057995i,-0.0012167-0.0036969i,-0.0018156-0.0022927i
-0.0025409+0.0037933i,-0.00062978+0.0045029i,0.00072492+0.0090958i,0.0028353+0.010154i,0.0047945+0.0065683i,0.0034934+0.0023469i,0.0010163+0.0013735i,0.00058599+0.0016313i,0.0016992+0.0020925i,0.0033082+0.0033252i,0.0039138+0.0031431i,0.0024401+0.0023446i,0.00047877+0.0016194i,-0.0010621+0.00032692i,-0.0025588-0.00041003i,-0.0035626-0.00029454i,-0.0029728-0.00051503i,-0.00075199-0.00059526i,0.00020567+0.0014699i,-0.0010195+0.0047105i,-0.0020431+0.0048075i,-0.0015236+0.0012743i,-0.00031597+7.937e-05i
0.00069065+0.0037386i,0.0007042+0.0026006i,0.0017598+0.00087699i,0.0029992-0.00069327i,0.0043208-0.0005736i,0.0031103+0.00061665i,0.00072624+0.0020061i,0.00032373+0.0023676i,0.00081212+0.0014494i,0.00033954+0.00053552i,-0.00059288-0.0012873i,-0.0010131-0.0026024i,0.00038552-0.002493i,0.0032097-0.00067008i,0.0047079+0.00086141i,0.0048591+0.00081113i,0.0044635-8.7334e-05i,0.0025251-0.00074883i,0.00060687-0.0019743i,-0.00018015-0.00468i,0.00063635-0.0053105i,0.001256-0.0029691i,0.00077379-0.0012178i
-0.0005825-0.00065079i,-0.00058236+0.0010036i,-0.00083609+0.0037504i,-0.00010985+0.0057217i,0.0017897+0.0055535i,0.0021906+0.003659i,0.0015441+0.0025522i,0.0013022+0.0027883i,0.00073934+0.0023468i,0.0012835+0.0012147i,0.0030152+0.00065185i,0.0014174+0.001191i,-0.0026848+0.0014801i,-0.0048345+0.00079913i,-0.004922+2.989e-05i,-0.0039-0.0007768i,-0.0019764-0.0013454i,-0.00082408-0.0021541i,-6.6989e-05-0.00026384i,0.00069327+0.0034884i,-0.00028283+0.0045978i,-0.0018101+0.002912i,-0.0015863+0.0010763i
-0.0027855+0.00068868i,-0.0024954+0.00063706i,-0.0017581+0.00017663i,-0.00099419-0.00043515i,0.00039958+5.9189e-06i,0.0016476+0.0019409i,0.0015277+0.0024677i,-2.2685e-05+0.0015338i,-0.0004362+0.0005538i,-0.0011031+0.00087336i,-0.002455+0.0015281i,-0.0016562+0.0016902i,0.0010936+0.00091371i,0.0040664-0.00056217i,0.0047336-0.0013826i,0.0030891-0.0012097i,0.0016938-9.6016e-06i,-5.8312e-05+0.0008214i,-0.0014433-0.00048266i,-0.0014842-0.0033566i,-0.0010079-0.0046322i,-0.00075896-0.0027923i,-0.00044275-0.0011757i
0.0052118-0.0013828i,0.0053855-0.002374i,0.0057894-0.0012644i,0.0056766+5.2534e-05i,0.003473+0.00044283i,-0.00022472+1.068e-05i,-0.0013972+0.0014091i,-8.6246e-06+0.0028704i,0.001595+0.0027845i,0.0028163+0.0019343i,0.0040025+0.00078989i,0.0029828+0.00095105i,0.00013475+0.0026053i,-0.0018634+0.0036509i,-0.0030574+0.00331i,-0.0043876+0.0024841i,-0.0048092+0.001135i,-0.0036415-0.0004848i,-0.0016773+0.00093436i,-0.00035704+0.0045062i,-0.00035354+0.0054368i,-0.00072263+0.0033326i,-0.00044528+0.0021833i
-0.00058399+0.0050433i,0.00017054+0.0041395i,0.0016934+0.0024376i,0.0019181+0.0011191i,0.0016598+0.0017437i,0.0017182+0.0024064i,0.0017283+0.0025662i,0.00099415+0.0028809i,-0.00016016+0.0029878i,-0.00031891+0.0027162i,-0.00025706+0.0017959i,-0.00081728-0.00010693i,-0.00035879-0.0018132i,0.0019857-0.0025844i,0.0039947-0.0020257i,0.0045446-0.00078217i,0.0044567+0.0010041i,0.0031886+0.0020503i,0.00012638-0.00042123i,-0.0018779-0.0042401i,-0.00014913-0.0057444i,0.0023225-0.004516i,0.002531-0.0020933i
-0.0037209-0.0045683i,-0.0030841-0.0039944i,-0.0016795-0.0019125i,0.00050633+0.0011598i,0.0023813+0.0025959i,0.0037322+0.0015902i,0.0034812+0.0013723i,0.0026895+0.0018464i,0.0026006+0.0016513i,0.0028526+0.0003326i,0.0030698-0.00048057i,0.0023724+0.00088506i,0.001064+0.0025582i,0.00026579+0.0031286i,-0.00048943+0.0031348i,-0.0012961+0.0024929i,-0.0011802+0.0012323i,-0.00065158+0.00063298i,0.00053221+0.0019693i,0.0014321+0.0044944i,0.0012816+0.0052904i,-0.00023147+0.0041644i,-0.00043521+0.0020795i
0.0037963+2.3194e-05i,0.0036222-0.00055266i,0.0025797-0.0010183i,0.00082407-0.0016051i,-0.00031386-0.0014577i,2.2909e-05+0.00054446i,0.00017175+0.0025276i,0.00047973+0.0028868i,0.00083409+0.0027204i,0.00026104+0.0026205i,-0.0008581+0.0021749i,-0.0018629+0.00096943i,-0.0018359-0.0010861i,-0.00027695-0.0030434i,0.0014463-0.0044348i,0.0027243-0.0036395i,0.0033195-0.0017981i,0.0020564-0.0010821i,-0.00031992-0.0017072i,-0.0030763-0.004369i,-0.0031957-0.0062443i,-0.0015555-0.0055561i,-0.00062022-0.0037767i
-0.001496+0.0033449i,-0.00096024+0.0031413i,0.00082587+0.003068i,0.0012824+0.0024461i,0.0019837+0.0020366i,0.0017221+0.0013766i,0.00070216+0.0013159i,0.001192+0.0015862i,0.0017143+0.001061i,0.0017831-0.00080546i,0.001716-0.001812i,0.00073369-0.00030225i,-0.00036811+0.0023885i,0.00060894+0.0039256i,0.0020165+0.0031632i,0.00047124+0.0022131i,-0.00088324+0.0014827i,0.00012795+0.00036864i,0.0022647+0.000313i,0.0043157+0.0030865i,0.003404+0.0055014i,0.00097478+0.0054604i,-0.00012642+0.004516i
4.0968e-05+0.00068833i,0.00016574+0.00019906i,0.002495+0.0010652i,0.0034385+0.0015656i,0.0021462+0.0014495i,0.0012337+0.00067263i,-3.6644e-05+0.0013109i,0.00010552+0.0026874i,0.00096205+0.0033314i,0.00088243+0.0034572i,0.00050336+0.003209i,-0.00066152+0.0023478i,-0.0016059+0.00026076i,-0.0020655-0.0019967i,-0.0018974-0.0033867i,-0.0003576-0.0030422i,0.0013281-0.0016608i,0.0013225-0.0012584i,-0.0010527-0.0023128i,-0.0040665-0.0040637i,-0.0045435-0.0051102i,-0.0030208-0.0045785i,-0.00242-0.002775i
0.0018943+0.0018035i,0.0021679+0.0031496i,0.0017369+0.0030341i,0.0013594+0.0030217i,0.001858+0.0030489i,0.0023183+0.0020402i,0.0024063+0.0015113i,0.0020357+0.001621i,0.0011499+0.0013245i,0.00093496+0.00053591i,0.0012461-0.00012255i,0.0016612+0.00026039i,0.0017753+0.0014161i,0.0020807+0.0022725i,0.0016826+0.002733i,-0.00016871+0.0029411i,-0.0018296+0.0023045i,-0.00090281+0.0015313i,0.0020239+0.00049312i,0.0049568+0.0011469i,0.005315+0.0036538i,0.003794+0.0046095i,0.0023664+0.0037772i
-0.00041279+0.0015991i,0.00088472+0.0021078i,0.0011287+0.0012211i,0.00056125+0.00012664i,0.0011075-0.0001853i,0.0018276+0.00042829i,0.00095207+0.002268i,0.00072113+0.0038513i,0.0016268+0.0036016i,0.0022565+0.0023222i,0.0015252+0.0021738i,-3.1901e-05+0.0018408i,-0.0015529+0.00092123i,-0.0033839+0.00018183i,-0.003487-0.0010005i,-0.0016017-0.0018672i,-0.00015814-0.0015634i,-0.00084645-0.00072642i,-0.0036069-0.00031474i,-0.0069666-0.00053983i,-0.0069521-0.0024671i,-0.0046522-0.0038608i,-0.0031289-0.0031104i
-0.00031789+0.00034648i,0.00059419+0.00077994i,0.0014601+0.0024694i,0.0035796+0.0024734i,0.00454+0.00165i,0.0028497+0.0012412i,0.0017012+0.0013374i,0.0016707+0.002131i,0.0017327+0.0030423i,0.00082332+0.0026707i,0.00022301+0.00069777i,0.00073435-0.00078939i,0.0019825-0.0011764i,0.0038799-0.00033876i,0.0051602+0.0015813i,0.0046783+0.0026296i,0.0033138+0.0022682i,0.0019994+0.0010172i,0.0026978+0.00013724i,0.0051849+0.00012335i,0.006887+0.0012511i,0.0065517+0.0020416i,0.0045346+0.0014328i
0.0020585+0.0021373i,0.0020907+0.00041777i,0.0018144+0.00031265i,0.0013591+0.00080849i,0.0013727+0.0004842i,0.00094492+0.00068044i,5.8763e-05+0.0016315i,-6.8827e-05+0.0023231i,0.0015079+0.0020724i,0.0017868+0.0016494i,0.0004215+0.0019857i,-0.0006771+0.0022411i,-0.0017741+0.0022557i,-0.0031298+0.0020448i,-0.0036609+0.0011199i,-0.0022546-0.00018338i,-0.00025402-0.00046573i,-0.00051346+0.00013084i,-0.0024856+0.00048473i,-0.0051304+0.00065457i,-0.0071227-0.00041253i,-0.0067362-0.0009874i,-0.0049734-0.00079906i
-0.00032955+0.0017581i,-0.0003494+0.0020447i,0.0011205+0.0027789i,0.0032028+0.0027699i,0.0040457+0.0022701i,0.0025769+0.0021043i,0.0011068+0.0023431i,0.0012913+0.0022914i,0.0018031+0.0022611i,0.00164+0.0023134i,0.0005342+0.00081016i,-0.00026303-0.0007254i,0.00044097-0.0011459i,0.0023734-0.0015i,0.0034711-0.0019206i,0.0021363-0.00066669i,0.0010203+0.00027253i,0.0012917-0.0010207i,0.0026903-0.0024934i,0.0055234-0.0030114i,0.0068303-0.0016712i,0.0062135+0.00049566i,0.0043458+0.00056382i
-0.00057037-0.0021371i,-0.00073215-0.0010773i,-0.0017375+0.00037987i,-0.0013183+0.0021498i,0.00078784+0.0031657i,0.0030084+0.0027251i,0.0022982+0.002566i,0.0011849+0.0032199i,0.0010912+0.002992i,0.0017152+0.0025064i,0.0019138+0.0024957i,0.00067315+0.0016681i,-0.00081601+0.0014657i,-0.0024527+0.0025266i,-0.0032421+0.0021646i,-0.0026477+0.00038543i,-0.0021268-0.00095214i,-0.0018994-0.00068446i,-0.0025135+0.0015844i,-0.0043581+0.0037326i,-0.0062182+0.0036684i,-0.0062786+0.0015778i,-0.0043591+0.0010214i
0.001617-0.0012339i,0.0023817-0.0014068i,0.0026662-0.0020038i,0.0021144-0.0014174i,0.0013888+0.00022999i,0.0012824+0.0021972i,0.00069662+0.003071i,0.0003606+0.0029564i,0.00024346+0.0029741i,-0.00074724+0.0024493i,-0.0011081+0.0010469i,-0.0003312-0.00025547i,0.00067113-0.0012779i,0.0010204-0.0021534i,0.0016628-0.0018641i,0.0020371-0.00024907i,0.0013152+0.00062313i,0.0014177-0.00052178i,0.0016654-0.0035912i,0.0029331-0.0056783i,0.005319-0.0050622i,0.0059712-0.003117i,0.004869-0.0010567i
0.0010757+0.0010472i,0.0012278+0.0018918i,0.0010474+0.0024847i,0.0004768+0.0012324i,0.00067781-3.8619e-05i,0.0013113+0.0014288i,0.0014499+0.0023778i,0.0015705+0.0023278i,0.0020106+0.0013097i,0.0016931+0.00051911i,0.00057861+0.00094504i,-0.00017596+0.0019673i,-0.00060014+0.0033119i,-0.00085142+0.0048506i,-0.0014747+0.0049978i,-0.0018463+0.0032747i,-0.0014192+0.0030431i,-0.00098179+0.0030412i,-0.0014184+0.0038944i,-0.0030215+0.0049973i,-0.0040701+0.0042483i,-0.0042039+0.0032128i,-0.0031491+0.0029873i
-0.0024323-0.001661i,-0.0010248-0.0011606i,0.0011443-0.00011688i,0.0026163+0.00086385i,0.0028568+0.00086795i,0.0015794+0.00091138i,0.00079852+0.0021478i,0.0012625+0.0029826i,0.0018543+0.0017167i,0.0015241+0.0006739i,-0.00018128+5.9942e-05i,-0.0019533-0.00078912i,-0.0016241-0.0017561i,-7.4706e-05-0.0032885i,0.00040125-0.0038174i,0.00054984-0.0019707i,0.00097012-0.0005473i,0.00039178-0.001642i,-0.00076607-0.002874i,0.00036478-0.0040555i,0.00305-0.0052521i,0.0038514-0.0050104i,0.002582-0.0039263i
-0.00016312+0.0013506i,-0.0002167+0.00072213i,-8.5608e-06+0.0012807i,0.0003257+0.0030554i,0.0021019+0.0035365i,0.0036512+0.002979i,0.0024536+0.0022628i,0.0010826+0.0021058i,0.00067737+0.002451i,0.0011113+0.0025545i,0.0021619+0.00172i,0.0027134+0.0011895i,0.0020603+0.0019774i,0.0014648+0.0028756i,0.002231+0.0033577i,0.0024397+0.0033124i,0.0016866+0.0022221i,0.001554+0.0012872i,0.0015552+0.0026313i,0.00062264+0.0052218i,-0.0013365+0.0058357i,-0.0028351+0.0051683i,-0.0026896+0.0035063i
-0.0011751+0.0023177i,-2.05e-05+0.0024085i,0.002039+0.0022943i,0.0039809+0.0021186i,0.0041531+0.0012568i,0.0025247+0.00073745i,0.0011954+0.0012988i,0.00066914+0.0022319i,0.0001747+0.0020382i,-0.00054708+0.0012296i,-0.00068248+0.0016096i,-0.00041226+0.0024365i,-0.00043185+0.0012884i,-0.00026315-0.0012681i,-0.00020336-0.0035741i,-6.4836e-05-0.0038461i,0.0001936-0.0024587i,7.7795e-05-0.0022651i,-0.00098026-0.0029807i,-0.0010603-0.0044818i,0.00071192-0.006003i,0.0012149-0.0056736i,-0.00029008-0.0046198i
0.00062072-0.0034452i,-0.00050636-0.0028607i,-0.0018172-0.0021884i,-0.0018187-0.00054997i,-0.00094319+0.0013788i,0.00092382+0.0032535i,0.0022109+0.0039834i,0.0020931+0.0034468i,0.0021199+0.0022976i,0.0012892+0.0015906i,-3.3681e-05+0.0010815i,-0.00061371+0.00064521i,-0.00062867+0.0011564i,0.00062588+0.0017977i,0.0011798+0.0021533i,0.0006977+0.0025196i,0.00027709+0.002046i,0.00087449+0.0017653i,0.0022531+0.0022495i,0.002612+0.0029741i,0.0012981+0.0042595i,-0.0001577+0.0048753i,-0.00028966+0.0040671i
-4.9722e-05+0.00029819i,0.0017337+0.0015983i,0.0030691+0.0018494i,0.0033053+0.0016356i,0.0030952+0.0014914i,0.0019924+0.00168i,0.00068511+0.0024129i,0.0011529+0.0026702i,0.0019586+0.0024014i,0.0022383+0.0013239i,0.0011137+0.00071959i,-0.00095373+0.00064167i,-0.0017364+5.9016e-05i,-0.0019057-0.0010019i,-0.002463-0.0018817i,-0.002245-0.0019231i,-0.0018766-0.0013268i,-0.0022952-0.00083633i,-0.0028925-0.0016151i,-0.0027501-0.0027559i,-0.0014355-0.0038594i,-0.00081152-0.0045997i,-0.0007296-0.0036194i
-0.0012065+0.0011466i,-0.00097948+0.0010187i,-0.001197+0.0012254i,-0.0014548+0.0020249i,0.00027811+0.0034653i,0.0022021+0.0035591i,0.0022287+0.0024524i,0.001772+0.0025556i,0.00075382+0.0030619i,-3.3412e-05+0.0032427i,0.0011061+0.0019019i,0.0022859-0.00049372i,0.0024641-0.00056593i,0.003026+0.00025009i,0.0038824+0.0013067i,0.0032069+0.0020255i,0.001989+0.0015273i,0.0019646+0.0010304i,0.0028565+0.0015567i,0.0030722+0.0025489i,0.0026956+0.0040687i,0.0025036+0.0043658i,0.0025452+0.0032062i
0.0020633-0.0011592i,0.00072123-0.001361i,0.00073627-0.00084691i,0.0019915-0.00019759i,0.0023791+6.2606e-05i,0.0014131+0.00029803i,0.0002784+0.00072775i,6.4698e-05+0.0011837i,0.00013223+0.0017101i,-0.00069621+0.0022233i,-0.0014383+0.0031003i,-0.0012899+0.00387i,-0.00040772+0.0033608i,-0.00099561+0.0018466i,-0.0029221+0.00074964i,-0.002848-3.6981e-05i,-0.001246+0.00025228i,-0.0011308+0.00050107i,-0.0018966-0.00051141i,-0.0026001-0.0014633i,-0.0029115-0.0026239i,-0.003038-0.002905i,-0.0030641-0.0020848i
0.00082811+0.00061304i,0.00046309+0.001149i,0.0004461+0.001363i,-0.00059306+0.0019088i,-0.00047533+0.0021529i,0.00084401+0.0021393i,0.0017848+0.0019434i,0.0019294+0.0015253i,0.0020863+0.0012513i,0.0020435+0.0010675i,0.0010781+0.00052528i,-0.0010717-0.00077355i,-0.002459-0.00099055i,-0.00048268+1.5515e-06i,0.0011229+0.00010349i,0.001542-0.0003477i,0.0023431-0.00047784i,0.0027592-0.0005723i,0.0031664-0.00072076i,0.0038892+0.00063439i,0.0035521+0.0018586i,0.0030252+0.0012134i,0.0030512+0.001061i
0.001038+0.00072476i,0.0022728+0.00056055i,0.0039258+0.00099443i,0.0045238+0.00011545i,0.0039417-0.00077804i,0.0020052-0.0004899i,2.6683e-05+0.001017i,4.5386e-05+0.002313i,0.00074233+0.002827i,0.0014193+0.0026551i,0.001962+0.0018627i,0.0024204+0.0010416i,0.001501+0.00084124i,-0.00076331+0.0018073i,-0.0020894+0.0019211i,-0.0016657+0.001047i,-0.0010359-0.00016835i,-0.0010364-0.00094722i,-0.0017028-0.00089462i,-0.0024447-0.00047538i,-0.0029926-0.00087594i,-0.0036313-0.0013872i,-0.0036454-0.00032332i
0.0001983+0.00082078i,0.0001758+0.00093922i,0.00017989+0.001767i,0.0002401+0.0025139i,0.00072384+0.0030543i,0.00097481+0.0027317i,0.00075354+0.0023306i,9.6261e-05+0.002479i,-0.0001725+0.0021954i,0.00019132+0.0021352i,0.0004087+0.0017388i,0.000185+0.0010987i,8.3516e-05-0.00034027i,0.00070611-0.0011744i,0.00151-0.0015907i,0.0017971-0.0015262i,0.0015415-0.00058577i,0.00055947-0.0006538i,0.00089351-0.0014634i,0.0021802-0.0010258i,0.0021809+5.7438e-06i,0.0028354+0.00061185i,0.0029913+0.00072072i
4.5467e-05+0.0028684i,0.0016915+0.001395i,0.0035127+0.00099186i,0.004297+0.00015728i,0.0040562-0.00037302i,0.0023438-0.0001669i,0.00096282+0.00061925i,-2.4758e-06+0.00079369i,8.5019e-05+0.00071425i,0.00018471+0.00077729i,0.00034087+0.0012224i,0.00089706+0.0025563i,0.001086+0.0030888i,-0.00012932+0.00292i,-0.00162+0.0025683i,-0.0016995+0.0021282i,-0.0010267+0.0015012i,-0.0009766+0.0012331i,-0.0014551+0.0016016i,-0.0017057+0.00080634i,-0.0022798-0.00047481i,-0.0027442-0.00018619i,-0.0029345+0.00085754i
0.00096171-0.0016205i,0.00077981-0.0021056i,0.00017476-0.001617i,8.8043e-05-0.0004352i,0.00022953+0.0012201i,0.00023241+0.0028943i,-0.00014481+0.0034627i,0.00069358+0.002365i,0.0017568+0.00088467i,0.0015989-0.00011479i,0.00011894-0.0010899i,-0.0023999-0.0014864i,-0.0033128-0.00060022i,-0.0015883-0.00031232i,0.00045982-0.0011817i,0.0011165-0.0013834i,0.001291-0.00087027i,0.0014467-0.00063417i,0.001584-0.00047797i,0.0020693-0.00019967i,0.0027429-0.00016262i,0.0027176+2.2123e-06i,0.0017839-0.00040842i
