-0.0017486-0.00070043i,-0.0019668-0.00050618i,-0.0019061+0.00090569i,-0.0026017+0.00244i,-0.0023422+0.0028812i,-0.0016215+0.0030133i,-0.0014248+0.0026418i,-0.0008011+0.0023894i,5.0304e-05+0.002073i,0.0007294+0.0012989i,0.00093593+0.00016099i,-0.00033492-0.00088099i,-0.0007417-0.0011395i,-0.00053671-0.00027752i,-0.001158+0.0011425i,-0.00080914+0.0013155i,0.00017378+0.00047604i,0.00097644+0.00073627i,0.00084544+0.00099244i,0.0003517+0.00051614i,4.8975e-05+0.00022365i,-0.00044697+0.00042512i,1.9481e-05-8.4944e-05i
0.073562-0.056482i,0.020461-0.062621i,-0.15669+0.010798i,-0.27009+0.14098i,-0.18469+0.18694i,-0.059019+0.10949i,-0.021891+0.047321i,-0.0021822+0.037903i,0.018174+0.019871i,0.0074727+0.00017765i,-0.0042818-0.0024361i,-5.2516e-05-0.00031097i,0.0099246+0.0028201i,0.015794+0.0039358i,0.011453+0.0033055i,0.0033428+0.0042819i,-0.0020432+0.0044176i,-0.0054882+0.0063302i,-0.0028074+0.014623i,0.010924+0.025241i,0.022103+0.029413i,0.016543+0.024948i,0.0052728+0.019335i
-0.041321+0.08899i,0.022526+0.099166i,0.18515+0.00090457i,0.27015-0.14736i,0.17231-0.18143i,0.061173-0.09473i,0.037049-0.039887i,0.020754-0.036544i,0.0015895-0.020627i,0.0071405-0.0036347i,0.011551-0.0017183i,0.0021911-0.0033329i,-0.012425-0.0063728i,-0.021266-0.0079711i,-0.017454-0.0086574i,-0.0087152-0.011066i,-0.0020113-0.012739i,0.0020226-0.014468i,-0.0019803-0.020478i,-0.017263-0.027141i,-0.028596-0.02555i,-0.021106-0.017864i,-0.0069841-0.013248i
-0.0065021-0.10641i,-0.083386-0.11657i,-0.22325-0.0011235i,-0.26866+0.15377i,-0.15673+0.17215i,-0.052015+0.07987i,-0.02918+0.027518i,-0.01177+0.020858i,0.0048594+0.0081431i,-0.0027077-0.00048417i,-0.010959-0.0010923i,-0.0092454-0.0015003i,0.00052513+0.0011058i,0.010202+0.0038732i,0.010168+0.0071799i,0.0041188+0.010849i,-0.0027386+0.011341i,-0.0065537+0.011743i,0.00023561+0.015564i,0.018499+0.020353i,0.030728+0.019885i,0.023611+0.016012i,0.0097008+0.013421i
0.051862+0.097463i,0.14539+0.099466i,0.25851-0.028028i,0.26409-0.17309i,0.14622-0.16523i,0.051795-0.068067i,0.024646-0.026009i,0.00058832-0.020761i,-0.01257-0.0061825i,-2.3497e-05-0.00012907i,0.0082725-0.00026354i,0.0034429+0.0045886i,-0.0075407+0.0089518i,-0.015891+0.010944i,-0.015469+0.0078982i,-0.0097109+0.0025115i,-0.0029087-0.00099121i,0.0012458-0.0058239i,-0.0041746-0.012639i,-0.021994-0.016378i,-0.03266-0.014637i,-0.022631-0.012575i,-0.0093605-0.012937i
-0.090587-0.075481i,-0.19679-0.059188i,-0.28708+0.073929i,-0.26042+0.20056i,-0.13677+0.17052i,-0.052275+0.071184i,-0.029565+0.037454i,-0.0053231+0.036158i,0.010369+0.020667i,0.0031848+0.011095i,-0.0049683+0.011026i,-0.0036692+0.0085133i,0.006515+0.0031976i,0.015825-0.0016695i,0.017267-0.0016586i,0.013276+0.0026244i,0.0065865+0.006572i,0.00093374+0.0097089i,0.0056274+0.012962i,0.023759+0.012859i,0.034879+0.0080262i,0.024918+0.0061807i,0.01089+0.0091255i
0.11777+0.034682i,0.23119-0.0047741i,0.30419-0.13388i,0.25886-0.23202i,0.13842-0.17323i,0.061484-0.058191i,0.033074-0.01429i,0.0047664-0.0055631i,-0.0073211+0.0058814i,0.0012357+0.0034364i,0.0068095-0.003172i,0.0059452-0.0019665i,0.0016081+0.0029809i,-0.0034663+0.0072073i,-0.0055825+0.005381i,-0.003167+0.0002174i,0.0024289-0.0037778i,0.005233-0.0082295i,-0.0045301-0.01116i,-0.024817-0.0076137i,-0.034465-0.0017443i,-0.024651-0.0014483i,-0.011822-0.0048892i
-0.12582+0.010033i,-0.23626+0.074732i,-0.29083+0.20547i,-0.2318+0.27547i,-0.11977+0.18586i,-0.051211+0.06427i,-0.01696+0.024099i,0.016047+0.01274i,0.02349-0.0017735i,0.01015-0.0012395i,0.0043069+0.0031777i,0.0031478-0.00078781i,0.004524-0.0086348i,0.0085471-0.014786i,0.010432-0.013859i,0.010246-0.0078227i,0.0066117-0.0018533i,0.001564+0.0034414i,0.0088815+0.0062572i,0.028022+0.00073065i,0.035463-0.0064991i,0.022919-0.003693i,0.010115+0.0030935i
0.11617-0.053165i,0.21809-0.14665i,0.26168-0.2778i,0.20319-0.31759i,0.11285-0.19711i,0.066082-0.066958i,0.039185-0.024497i,0.010877-0.0090088i,0.0010212+0.0042424i,0.0035422+0.0023159i,0.0032385-0.00287i,0.00096776-0.0023476i,-0.0028003+0.0020961i,-0.0074659+0.0081687i,-0.011071+0.0089904i,-0.010436+0.003972i,-0.0055469-0.0030626i,-0.002807-0.0098683i,-0.009475-0.0092996i,-0.024377+0.0022394i,-0.02986+0.012515i,-0.019353+0.0095631i,-0.0090342+0.0011866i
-0.092365+0.087509i,-0.17718+0.20533i,-0.20458+0.33716i,-0.15127+0.35117i,-0.089284+0.20976i,-0.061479+0.073247i,-0.037702+0.0248i,-0.010866+0.0048748i,-0.0014137-0.0051306i,-0.0020454-0.00036007i,-0.0033353+0.002654i,-0.0061719+0.00096594i,-0.0061424-0.0025989i,-0.002178-0.007278i,0.0019957-0.0095683i,0.0024679-0.0082406i,-0.00096856-0.0031395i,-0.0020109+0.0041867i,0.007111+0.0036847i,0.021653-0.0092477i,0.026273-0.018604i,0.017401-0.012186i,0.0087831-0.002383i
0.064721-0.11122i,0.12179-0.25063i,0.13491-0.38165i,0.098757-0.3754i,0.072145-0.22332i,0.058301-0.084407i,0.028308-0.03063i,-0.00070438-0.0070414i,-0.0062054+0.0063946i,-0.0011541+0.0043072i,0.00059838+0.00024925i,0.00057768+0.00064638i,-0.00018094+0.0055328i,-0.0023048+0.01204i,-0.0045978+0.015233i,-0.0052715+0.013583i,-0.0036146+0.0064612i,-0.0037938-0.002542i,-0.012019-0.0035311i,-0.022928+0.0096963i,-0.024095+0.020946i,-0.014327+0.016075i,-0.0078416+0.0068114i
-0.026583+0.12374i,-0.049844+0.27461i,-0.045179+0.40432i,-0.030244+0.38652i,-0.04007+0.23229i,-0.047402+0.098096i,-0.026283+0.04401i,-0.0017966+0.016034i,0.0047272+0.00093699i,0.0037111+0.001068i,0.002893+0.0037294i,0.0016469+0.0053403i,0.0020926+0.0036234i,0.0036018-0.0025178i,0.0048335-0.0071254i,0.0042631-0.0058327i,0.0031559+0.0010485i,0.0047126+0.0070745i,0.010755+0.0024871i,0.017699-0.013889i,0.017209-0.025054i,0.010249-0.019328i,0.005261-0.0086727i
-0.014695-0.12651i,-0.027162-0.27791i,-0.04427-0.40096i,-0.036904-0.37777i,0.0075985-0.22736i,0.04012-0.092858i,0.030143-0.02757i,0.012362+0.0080307i,0.0081351+0.018443i,0.0061046+0.0097888i,0.0025001+0.0036032i,0.0010964+0.0027017i,0.0027853+0.0041228i,0.0040786+0.008485i,0.0040578+0.01151i,0.0041213+0.008812i,0.0041387+0.0017008i,0.00047704-0.0043144i,-0.0082619+0.0010286i,-0.014392+0.019333i,-0.012762+0.030836i,-0.005675+0.023959i,-0.00098499+0.01284i
0.051235+0.11557i,0.098692+0.25781i,0.13496+0.37774i,0.11183+0.36263i,0.035567+0.22811i,-0.017672+0.10417i,-0.017227+0.040184i,-0.0049548+0.006848i,-0.0030853-0.0036595i,-0.001931-0.00054176i,0.00068269-0.00059036i,0.0019781-0.0025307i,0.001989-0.0045959i,0.0015698-0.00913i,0.0019313-0.011654i,0.0022362-0.0096437i,0.0043352-0.0048649i,0.0080759+3.6582e-05i,0.011934-0.0039418i,0.012792-0.019748i,0.0068216-0.030206i,-0.00071978-0.023315i,-0.0021266-0.012082i
-0.075767-0.09159i,-0.15112-0.21677i,-0.20161-0.33006i,-0.16542-0.32673i,-0.059765-0.21463i,0.013401-0.10711i,0.023647-0.047937i,0.017268-0.015356i,0.012949-0.0024811i,0.0081469-0.0010575i,0.0039751-0.00032702i,0.0017425+0.00073535i,-8.605e-05+0.0018793i,-0.00073332+0.0044998i,9.5748e-05+0.0062285i,0.00020472+0.0039864i,-0.0021828-0.0017655i,-0.0054669-0.0051699i,-0.008019+0.0025091i,-0.0065817+0.0195i,0.00054795+0.029647i,0.0064645+0.023703i,0.0052114+0.013908i
0.09382+0.06404i,0.19451+0.16622i,0.26458+0.26705i,0.22322+0.27468i,0.098694+0.19168i,0.011683+0.10413i,-0.0066824+0.047536i,-0.0055423+0.014667i,-0.0029639+0.0045073i,0.00052392+0.0052953i,0.00076837+0.003865i,-0.00071416-0.0001951i,-0.001401-0.0030364i,-0.003043-0.0060822i,-0.0052071-0.0089589i,-0.005281-0.0069641i,-0.0024447-0.0015527i,0.0021716+0.00091311i,0.0055323-0.00693i,0.0026067-0.023188i,-0.00523-0.031904i,-0.010133-0.024743i,-0.0087871-0.015025i
-0.10198-0.029471i,-0.21944-0.10221i,-0.30215-0.18763i,-0.25537-0.21291i,-0.1206-0.16387i,-0.02627-0.095058i,-0.0026566-0.041195i,0.00084655-0.0078067i,0.0037826+0.0026294i,0.003625+0.0018679i,0.0022759+0.00080363i,0.00040757+0.001865i,-0.00090916+0.0053753i,0.0011908+0.0090496i,0.0029877+0.0099189i,0.0016828+0.0063362i,-0.0019626+0.0002467i,-0.0073093-0.0022445i,-0.0082042+0.0048173i,-0.00035675+0.0192i,0.010685+0.026849i,0.015133+0.02034i,0.011403+0.011893i
0.099374+0.0046178i,0.22648+0.044883i,0.32107+0.11252i,0.28101+0.15394i,0.14613+0.13809i,0.044759+0.091227i,0.0088294+0.045474i,-0.0015772+0.016119i,-0.003268+0.0048512i,-0.0013957+0.0021039i,-0.00068238+0.00022349i,-0.00037896-0.0010329i,-0.00029823-0.00044644i,-0.0021032-0.00032405i,-0.0031707-0.00099017i,-0.001734+0.0014098i,0.0020525+0.0053075i,0.0055119+0.0056353i,0.0031498-0.0032872i,-0.0068069-0.017459i,-0.017207-0.023424i,-0.0198-0.016288i,-0.014289-0.0092056i
-0.089297+0.019607i,-0.21339+0.011433i,-0.31357-0.035443i,-0.28367-0.087864i,-0.15356-0.097977i,-0.047768-0.070276i,-0.0045119-0.03254i,0.0088394-0.0064873i,0.0092475+0.001007i,0.0048153+0.00039955i,0.0023678+0.0011544i,0.0024181+0.0034551i,0.0035699+0.005163i,0.0051837+0.0055397i,0.0056052+0.0044155i,0.0038772+0.0029193i,0.00063103+0.0005985i,-0.0036015-0.00066215i,-0.0033581+0.0056326i,0.006419+0.017504i,0.018728+0.021798i,0.02126+0.014925i,0.015481+0.0092984i
0.075614-0.041639i,0.19079-0.060883i,0.29537-0.034345i,0.28032+0.026569i,0.16432+0.064355i,0.065517+0.060108i,0.0212+0.036117i,0.0044997+0.0156i,0.00020416+0.0076923i,-0.00048683+0.0067629i,-0.002187+0.0047994i,-0.0026202+0.0015288i,-0.0011934-0.0011806i,0.00074071-0.0035223i,0.0017629-0.0046939i,0.0034773-0.0032932i,0.0070546-0.00071191i,0.0093542-0.00055024i,0.0051356-0.0054172i,-0.0070743-0.013476i,-0.019638-0.01526i,-0.022648-0.0089189i,-0.017303-0.0045426i
-0.059317+0.05242i,-0.15951+0.095696i,-0.25882+0.092848i,-0.25481+0.030967i,-0.15461-0.029037i,-0.064071-0.04279i,-0.020237-0.026824i,-0.0015548-0.010485i,0.0033625-0.0023209i,0.003062+0.0011802i,0.0036873+0.0022645i,0.00438+0.0014597i,0.0035769+0.00070379i,0.0028255+0.0015145i,0.0021916+0.0013167i,0.00051798-0.0017345i,-0.0031308-0.0049962i,-0.0069093-0.0042793i,-0.0024938+0.0017215i,0.011281+0.0094615i,0.023695+0.010458i,0.024343+0.0049353i,0.017847+0.0039898i
0.037925-0.063671i,0.11957-0.12478i,0.21357-0.13956i,0.22574-0.077024i,0.14895+0.00065545i,0.070725+0.030013i,0.026834+0.021685i,0.0068483+0.010725i,0.0035258+0.00576i,0.0049318+0.0034409i,0.00282+0.0023246i,-0.00095532+0.00097938i,-0.0028385-8.7213e-05i,-0.0036816-0.00098713i,-0.0039932-0.0022986i,-0.00091781-0.002135i,0.0050522-0.00024166i,0.0086017-0.0007429i,0.0033776-0.0057662i,-0.011605-0.010323i,-0.024422-0.0075154i,-0.023819-0.00057037i,-0.015988+0.00031624i
-0.017545+0.070241i,-0.076354+0.14192i,-0.15553+0.17283i,-0.17988+0.11536i,-0.12739+0.030265i,-0.062236-0.0099102i,-0.021336-0.01031i,-0.0026255-0.0025698i,0.0020221+0.0009624i,0.0031568+0.00068382i,0.0040204-0.0010891i,0.002522-0.0022838i,-0.00052487-0.001797i,-0.0019978+0.00014181i,-0.0033491+0.0024521i,-0.0069022+0.0024809i,-0.011102+0.002003i,-0.013231+0.0023457i,-0.0077557+0.0042329i,0.007213+0.006251i,0.018985+0.0038363i,0.019192-0.0011385i,0.014191-0.00084522i
-0.0054422-0.065827i,0.031896-0.14109i,0.10178-0.18319i,0.13973-0.13374i,0.11233-0.04672i,0.062654+0.0034157i,0.024779+0.014214i,0.0048791+0.0090741i,-0.00070758+0.0026019i,-0.00090371+0.00051138i,-0.0025281+0.0013639i,-0.0030488+0.0036762i,-0.0004795+0.0053441i,0.0025915+0.0044254i,0.0040133+0.0028621i,0.0051075+0.0022569i,0.009012+0.0017859i,0.011548-0.00071246i,0.0052494-0.0046957i,-0.0094762-0.0056993i,-0.020639-8.8358e-06i,-0.019869+0.0051393i,-0.014675+0.0042385i
0.021058+0.052259i,0.003648+0.12749i,-0.049904+0.18009i,-0.095129+0.14463i,-0.08742+0.063003i,-0.052054+0.011501i,-0.020126-0.0021585i,-0.0016559-0.0005065i,0.0022369+0.0020487i,0.00066824+0.00098822i,0.00018223-0.00020434i,-0.00031421+0.00098399i,-0.00081236+0.0027876i,-0.00081533+0.0048493i,-0.00019138+0.0071505i,-0.00057956+0.0070379i,-0.0044509+0.0055566i,-0.0087674+0.006245i,-0.0036649+0.0078197i,0.010664+0.0052735i,0.020261-0.0019947i,0.018251-0.006278i,0.013172-0.00434i
-0.025917-0.042187i,-0.02831-0.11419i,0.010607-0.17407i,0.05999-0.15116i,0.069049-0.074192i,0.047701-0.018281i,0.023669+0.0035221i,0.0073102+0.0096231i,0.0016532+0.0086796i,0.0011156+0.0062113i,0.00077709+0.0052644i,0.001082+0.0047337i,0.0038226+0.0018204i,0.0063854-0.0032343i,0.0064199-0.0064068i,0.0075204-0.0069524i,0.011047-0.0065831i,0.012184-0.007713i,0.0052401-0.0090265i,-0.0081747-0.0046509i,-0.01698+0.0032066i,-0.01526+0.0069179i,-0.010921+0.0053147i
0.030664+0.028416i,0.048864+0.090852i,0.028488+0.15119i,-0.020086+0.14202i,-0.043719+0.077872i,-0.034867+0.027581i,-0.016395+0.0065344i,-0.0029162+0.0013292i,0.0019779+0.0023352i,0.0030375+0.0030191i,0.0035868+0.0016895i,0.0030959-7.2669e-05i,0.00068942+0.00064414i,-0.001374+0.0026659i,-0.00092179+0.0037235i,-0.0016573+0.0040295i,-0.0054638+0.0050447i,-0.0081689+0.0081357i,-0.0030334+0.009245i,0.0091869+0.0028163i,0.015218-0.004999i,0.012326-0.007131i,0.0096459-0.0047134i
-0.03608-0.019261i,-0.065275-0.068024i,-0.058301-0.12357i,-0.010451-0.12407i,0.026334-0.071078i,0.029643-0.024194i,0.01699-0.0018007i,0.0075179+0.0039925i,0.0045205+0.0026261i,0.0038489+0.00081275i,0.0042115+0.0012577i,0.0041013+0.0014701i,0.0034866-0.001062i,0.0026464-0.0046295i,0.00013159-0.0075961i,-0.0010032-0.0094738i,0.0024178-0.011337i,0.0051788-0.013765i,-0.00012167-0.012764i,-0.01042-0.0043631i,-0.014675+0.0050145i,-0.011529+0.0081671i,-0.0085445+0.0066001i
0.034094+0.0079338i,0.071673+0.044154i,0.078603+0.094767i,0.036241+0.10619i,-0.0043863+0.070246i,-0.014702+0.031313i,-0.0087811+0.0095425i,-0.0010665+0.0016268i,0.0027043-0.00046598i,0.0034175-0.0012081i,0.0014758-0.0019772i,-0.0032052-0.0010989i,-0.0059556+0.0030644i,-0.0049861+0.0075206i,-0.0021106+0.0089778i,-0.001789+0.0090014i,-0.0052335+0.010674i,-0.0058177+0.012926i,0.0010884+0.010915i,0.010858+0.0019101i,0.014612-0.0073775i,0.0121-0.0088583i,0.0088801-0.0055334i
-0.030115+0.00082778i,-0.070059-0.023343i,-0.083723-0.066211i,-0.047845-0.084705i,-0.0053384-0.06174i,0.011828-0.028038i,0.01077-0.0050214i,0.003562+0.0030247i,-0.00098485+0.0028423i,-0.0026138+0.000772i,-0.002359-0.0010013i,-0.00099138-0.0019386i,-2.2132e-05-0.0040106i,-0.0003153-0.0062453i,-0.0018258-0.0051551i,-0.0018784-0.0038833i,0.00034593-0.0063987i,0.00069689-0.010628i,-0.0047294-0.0095308i,-0.010914-2.0784e-05i,-0.011073+0.0092844i,-0.0076588+0.0099882i,-0.0056203+0.0071349i
0.029345-0.0058181i,0.070286+0.0061386i,0.091935+0.040628i,0.06376+0.064722i,0.021493+0.052041i,-0.00035857+0.027517i,-0.005569+0.010185i,-0.0036599+0.0021759i,-0.0013596+0.0016439i,2.7503e-05+0.0026135i,-9.8531e-06+0.002291i,-0.00067259+0.0034971i,1.2099e-05+0.0072631i,0.0033439+0.010445i,0.0065145+0.010055i,0.0055942+0.00893i,0.0029298+0.010585i,0.0024329+0.012838i,0.0063448+0.0097295i,0.011174-0.0018054i,0.011136-0.011472i,0.0068514-0.011321i,0.0035321-0.00766i
-0.023134+0.014488i,-0.058683+0.013556i,-0.080521-0.012385i,-0.059809-0.039715i,-0.022273-0.03813i,-0.00025264-0.021067i,0.0063487-0.0056465i,0.0067934+0.0028875i,0.0053592+0.0051466i,0.0029044+0.0055333i,0.0017417+0.0052023i,0.0021441+0.0037272i,0.0013324+0.00023073i,-0.001195-0.0034767i,-0.0027193-0.0042693i,-0.0013364-0.0040161i,0.0012108-0.005703i,-6.662e-05-0.0083654i,-0.005548-0.0051831i,-0.0095323+0.0049204i,-0.0094228+0.011692i,-0.0072737+0.010028i,-0.0052053+0.0068433i
0.015207-0.020892i,0.045126-0.028196i,0.07287-0.0087431i,0.062853+0.021367i,0.030155+0.02966i,0.0085414+0.021448i,0.00016785+0.011798i,-0.00046056+0.0072646i,0.0019778+0.006399i,0.0035484+0.0055807i,0.0036392+0.0036617i,0.0025734+0.0022325i,0.002401+0.0029567i,0.0045125+0.0032849i,0.0066323+0.0010867i,0.0054244-0.00084277i,0.0040009+0.0011686i,0.0059196+0.0039954i,0.0095475+0.00075783i,0.009734-0.0082061i,0.0063639-0.013806i,0.0027989-0.011508i,0.0013297-0.0072838i
-0.0042982+0.020988i,-0.027556+0.033238i,-0.053561+0.02254i,-0.051845-0.0058073i,-0.027324-0.019591i,-0.0079297-0.014752i,0.0017454-0.005052i,0.0044357-0.00010274i,0.0036531+3.9091e-05i,0.0024449-0.00064316i,0.0019226-0.0017134i,0.0011706-0.0026448i,-0.0014538-0.0042702i,-0.0048531-0.004547i,-0.0061232-0.0028515i,-0.004473-0.003024i,-0.0032659-0.0057238i,-0.0051631-0.0075505i,-0.0085807-0.0025599i,-0.0079617+0.008517i,-0.0038423+0.015127i,-0.0013141+0.012939i,-0.00050962+0.0084917i
0.00079294-0.017505i,0.017977-0.033997i,0.044053-0.030745i,0.049239-0.0057541i,0.03181+0.011745i,0.014267+0.012845i,0.0044411+0.0071861i,0.0028207+0.0021795i,0.0039278-0.00064828i,0.0042648-0.0029951i,0.0029461-0.0037871i,0.00043588-0.0019177i,0.0011611+0.00067443i,0.003854+0.0021648i,0.0027941+0.001514i,0.00020671+0.0017882i,0.00058658+0.0031227i,0.0033699+0.0022125i,0.005761-0.0027748i,0.0034331-0.0099424i,-0.0011391-0.01354i,-0.0029009-0.010512i,-0.0020643-0.0060061i
0.00096697+0.016771i,-0.0092977+0.034921i,-0.029091+0.038901i,-0.036391+0.017923i,-0.024759-2.2171e-05i,-0.0097103-0.0036486i,-0.00097297-0.0014028i,0.00032163+0.0015947i,-0.00083549+0.0029342i,-0.00089639+0.0031178i,-0.00086189+0.0038721i,-0.0013221+0.0034958i,-0.0023253+0.0025436i,-0.0039059+0.0027879i,-0.0032194+0.0030452i,-0.0020697+0.0020256i,-0.0031978+0.00056359i,-0.0060635+0.00014471i,-0.0071922+0.0043632i,-0.0020458+0.011444i,0.0045616+0.013043i,0.0059189+0.0086832i,0.0045922+0.0049378i
-0.0048212-0.01262i,-0.00040039-0.030574i,0.017739-0.036848i,0.030648-0.019878i,0.026463-0.0020954i,0.015276+0.004924i,0.0047177+0.0056989i,-3.8001e-05+0.0045841i,8.7213e-05+0.0040757i,-0.00058115+0.0031227i,-0.0022361+0.001943i,-0.0015822+0.0025302i,0.0017111+0.0029942i,0.0048871+0.0023227i,0.0050287+0.0028042i,0.0034532+0.0036414i,0.003123+0.0035975i,0.0042707+0.0014777i,0.0027962-0.0048049i,-0.0023925-0.011412i,-0.0065607-0.01217i,-0.0068108-0.007967i,-0.0053827-0.0036927i
0.0071243+0.013216i,0.0085271+0.028191i,-0.0041661+0.037602i,-0.015891+0.027283i,-0.014318+0.011206i,-0.0074164+0.0019603i,-0.0014857+0.00045498i,0.00021603+0.0025084i,0.00045394+0.0042011i,0.0015748+0.0051907i,0.0027703+0.0044684i,0.0029637+0.0023884i,0.0019718+0.00098046i,0.00061743+0.00066044i,0.00049586+0.00053335i,0.0020206+0.00071065i,0.0021021+0.00032842i,-0.00031423+0.0020888i,0.00013883+0.0071709i,0.0063946+0.010948i,0.010975+0.0094987i,0.0099363+0.005317i,0.0070581+0.0026865i
-0.011638-0.008125i,-0.014201-0.021551i,-0.0045918-0.029603i,0.010537-0.020014i,0.016846-0.0051817i,0.013205+0.0020245i,0.0071541+0.0050216i,0.0056576+0.0057103i,0.0068305+0.0034586i,0.0065436+0.00067397i,0.0040225-0.00034918i,0.0018431-0.00028072i,0.0020533-0.00061941i,0.0032268-0.0012158i,0.0037878-0.00078881i,0.0040228+0.00060497i,0.004084+0.0020064i,0.0032777+0.0002749i,-0.00044725-0.0048244i,-0.0075724-0.0078956i,-0.012986-0.0057515i,-0.012303-0.0012937i,-0.0082101+0.0012383i
0.01218+0.0031277i,0.019396+0.014474i,0.013554+0.024851i,-0.00064369+0.020801i,-0.0073669+0.009633i,-0.0050692+0.0032465i,-0.0017063+0.0019195i,0.00054411+0.0037869i,0.0016098+0.0059016i,0.0025964+0.0052152i,0.0042883+0.0024108i,0.0037062-0.00089612i,0.0010909-0.0017013i,-0.00062183-0.00088172i,-0.0012445-0.0021846i,-0.0020164-0.0040709i,-0.0027277-0.0046272i,-0.0019724-0.0026313i,0.0023095+0.0011608i,0.008674+0.0027564i,0.011787+0.0013963i,0.010078-0.0005375i,0.0077883-0.0017553i
-0.010274-0.00032567i,-0.01773-0.0066071i,-0.013641-0.016841i,0.00030358-0.01762i,0.0078309-0.010051i,0.0072535-0.003102i,0.0046177+0.00039433i,0.0023148-0.00049315i,0.0015394-0.0035262i,9.4459e-05-0.0049129i,-0.0024911-0.0033617i,-0.0039328-0.0009025i,-0.0032285+0.0012021i,-0.0011271+0.0021649i,-6.6291e-05+0.0027175i,0.0010421+0.0031682i,0.0011861+0.0019106i,-0.00093905-0.0010589i,-0.0056004-0.0035459i,-0.011168-0.002099i,-0.012787+0.0014599i,-0.0093675+0.0037749i,-0.0059525+0.0042442i
0.0073651-0.0050441i,0.015969-2.3116e-05i,0.015362+0.010983i,0.0043416+0.016419i,-0.0024958+0.012532i,-0.0023319+0.0073116i,-0.00030889+0.0034972i,0.0015558+0.003103i,0.0025784+0.0043486i,0.0023101+0.0036536i,0.0011124+0.00098668i,0.00036716-0.00074468i,-0.00056016+3.9395e-05i,-0.0017422+0.001291i,-0.0030549+0.00094114i,-0.0046342+0.00025429i,-0.0047789+0.00014123i,-0.0021198+0.00064609i,0.0030985+0.00070397i,0.0094438-0.0010889i,0.011977-0.0043797i,0.0095185-0.0065598i,0.006804-0.0063139i
-0.0038616+0.0039436i,-0.012165+0.0026827i,-0.015035-0.0054137i,-0.0060555-0.010355i,0.0028019-0.0066901i,0.0047329-0.0013704i,0.0027255+0.0027618i,0.00032952+0.0039229i,-0.00075306+0.0030951i,-0.0013636+0.0022274i,-0.0024551+0.0019392i,-0.0024414+0.0038443i,-0.00020627+0.0043409i,0.0018471+0.002211i,0.0031872+0.0016639i,0.0041808+0.0027146i,0.0044484+0.0030884i,0.0016692+0.0016344i,-0.0050264+0.0024548i,-0.010905+0.0066776i,-0.010611+0.010715i,-0.0072956+0.010969i,-0.0053388+0.0084969i
0.0020365-0.0076296i,0.0078138-0.0069626i,0.011401-0.00021426i,0.007117+0.0054359i,0.0014454+0.0067745i,-0.00014072+0.0065704i,0.00042765+0.0050931i,0.0019052+0.0052284i,0.0041089+0.0061955i,0.0052842+0.0059573i,0.005063+0.0041101i,0.0037107+0.0020829i,0.0023269+0.0017279i,0.0011501+0.0020232i,-0.00036038+0.0020592i,-0.0018431+0.0018434i,-0.0020049+0.0012964i,0.00024642+0.00017659i,0.0037638-0.0029772i,0.0067561-0.0081092i,0.0064939-0.011764i,0.003604-0.011459i,0.0019476-0.0085759i
5.5297e-05+0.0053048i,-0.0046765+0.007874i,-0.0085647+0.0054551i,-0.0047817-0.00082517i,0.0002002-0.0050963i,0.0019195-0.0033236i,0.0025927+0.0015086i,0.0020356+0.0030928i,0.001196+0.0028779i,0.00054334+0.0029638i,0.00065983+0.0035097i,0.00201+0.0021976i,0.0027234+0.00026831i,0.0020495-0.00054237i,0.0031546-0.0018891i,0.0054405-0.003725i,0.0061966-0.0041406i,0.003043-0.0016178i,-0.0013492+0.0036642i,-0.003298+0.0097608i,-0.0026917+0.013331i,-0.00098302+0.012514i,-0.00059539+0.010227i
0.0023219-0.0033518i,0.0074414-0.0084747i,0.014209-0.0070876i,0.011675-0.00069919i,0.0075151+0.0029493i,0.0048242+0.0036709i,0.0020649+0.0027879i,0.0029606+0.002087i,0.0054352+0.00050384i,0.006915-0.0022407i,0.0050613-0.0039295i,0.0016274-0.0044157i,-0.00051471-0.0029576i,-0.0015281-0.0010694i,-0.0019878+3.7714e-05i,-0.0026897+0.0010331i,-0.0024128+0.00094487i,-0.00034595-0.0013785i,0.0020663-0.005874i,0.0017951-0.010764i,-0.00046532-0.012629i,-0.002166-0.011069i,-0.0016158-0.0083091i
0.00021513+0.0050322i,-0.0015518+0.010057i,-0.0039918+0.010783i,-0.0021279+0.0043251i,0.0013708-0.0002932i,0.0028259-0.00084566i,0.0024856+0.00068558i,0.00094712+0.0018738i,-0.00068149+0.0024594i,-0.00060288+0.0030385i,0.00039284+0.0034389i,0.00030854+0.0026563i,2.1921e-05+0.0012732i,0.00058677+0.00017671i,0.00092626-0.0010186i,0.0008156-0.0029559i,0.00084567-0.0039i,0.0010487-0.0015431i,0.00018067+0.0042755i,0.00082742+0.010846i,0.0036235+0.013317i,0.0045287+0.011739i,0.0030981+0.0093466i
