-0.00063872+0.00042383i,0.00020141-0.0008542i,-0.00044623-0.00033985i,0.00027947+0.00046474i,8.2047e-05+0.0023744i,-0.00091979+0.0031343i,-0.0011637+0.0025763i,-0.0011764+0.0025696i,-0.00051558+0.0014498i,-0.00010806-6.8389e-05i,0.00036859-0.0010952i,0.0001305-0.001104i,-0.0014411-0.00057212i,-0.001272-0.00083598i,-0.00048886+0.00039359i,-0.00075688+0.00098522i,-0.00075696+0.00021624i,-0.00041141+0.00044585i,-8.1846e-05+0.00047355i,-0.00012731-0.00014749i,-0.00048985-0.0007793i,7.8852e-06-0.00079953i,0.00087679-0.00019888i
-0.11958-0.12838i,-0.14366-0.19803i,-0.094963-0.18729i,0.012457-0.060203i,0.11982+0.079828i,0.15161+0.11855i,0.11281+0.087858i,0.072652+0.053277i,0.036887+0.016469i,-0.0055579-0.0099928i,-0.032722-0.012379i,-0.027137-0.0024891i,-0.00045542-0.014372i,0.0074448-0.062389i,-0.016821-0.095i,-0.039442-0.081325i,-0.041395-0.056296i,-0.032832-0.043743i,-0.022636-0.045764i,-0.017823-0.055713i,-0.01782-0.062816i,-0.016189-0.065125i,-0.017482-0.055835i
0.1426-0.017961i,0.20083+0.030898i,0.17213+0.094798i,0.05154+0.092434i,-0.066234+0.031382i,-0.08119-0.033953i,-0.030502-0.086523i,-0.0046582-0.094251i,0.0099315-0.057201i,0.022-0.029835i,0.011754-0.019901i,-0.0074963-0.0083287i,-0.021618+0.014483i,-0.024561+0.045537i,-0.010824+0.060614i,0.011685+0.04814i,0.029511+0.025069i,0.031139+0.007853i,0.016027+0.0074201i,0.0067161+0.023594i,0.010922+0.038026i,0.010828+0.039729i,0.0072879+0.030008i
-0.053111+0.10305i,-0.13519+0.1013i,-0.19294+0.032985i,-0.14834-0.045601i,-0.062706-0.073813i,-0.032569-0.01909i,-0.032681+0.055498i,-0.022225+0.058119i,-0.022576+0.026602i,-0.016354+0.020954i,0.0084755+0.018313i,0.021784-0.00075568i,0.017374-0.019009i,0.0075265-0.020492i,-0.0084631-0.0082617i,-0.027772+0.0107i,-0.036884+0.033205i,-0.025545+0.054947i,-0.0017932+0.060835i,0.0086153+0.042821i,0.0011791+0.022493i,-0.0060029+0.015818i,-0.0054975+0.015207i
-0.057775-0.080531i,0.0042384-0.12073i,0.11737-0.12786i,0.15836-0.077641i,0.10735+0.0010993i,0.041493+0.038573i,-0.0034075+0.051082i,-0.012303+0.065122i,-0.0038422+0.046824i,-0.0059316+0.014285i,-0.009995-0.004743i,-0.0077283-0.010381i,0.0055147-0.0064116i,0.037128-0.011206i,0.068613-0.033414i,0.073103-0.057163i,0.048368-0.070872i,0.015088-0.076091i,-0.0050699-0.067142i,-0.0019935-0.047755i,0.015478-0.036195i,0.029782-0.033903i,0.027517-0.031185i
0.062748-0.012595i,0.033138+0.0581i,-0.03625+0.16772i,-0.060828+0.19498i,-0.015562+0.1141i,0.045685+0.015195i,0.071291-0.043584i,0.048067-0.049198i,0.024866-0.014364i,0.022235+0.0060156i,0.016717+0.006415i,0.004835+0.013558i,-0.011623+0.022418i,-0.036832+0.031137i,-0.055458+0.044462i,-0.048102+0.057504i,-0.022747+0.06281i,-0.0044423+0.053883i,-0.00521+0.032328i,-0.01706+0.014361i,-0.026437+0.01081i,-0.027782+0.012237i,-0.019574+0.01149i
0.0025881+0.064205i,-0.00054024-0.0081008i,-0.039633-0.134i,-0.089818-0.17882i,-0.1084-0.11996i,-0.097576-0.04622i,-0.068314-0.018954i,-0.037398-0.031679i,-0.027069-0.036741i,-0.023485-0.014172i,-0.0098763+0.0070845i,0.001432+0.0054727i,0.0019464-0.0038132i,-0.0026707-0.008686i,-0.0075204-0.014983i,-0.014499-0.019517i,-0.01969-0.013141i,-0.010079+0.0055257i,0.012185+0.022132i,0.026408+0.022404i,0.025163+0.013335i,0.017943+0.0041321i,0.0095475-0.0025574i
-0.073773-0.012473i,-0.037568+0.043147i,0.096562+0.098463i,0.20868+0.061684i,0.19515-0.024216i,0.1082-0.055291i,0.029406-0.022758i,-0.0022352+0.015684i,0.0034012+0.015691i,0.0046476-0.0039422i,0.00092985-0.011057i,0.0091185-0.012056i,0.01441-0.015087i,0.017349-0.0044759i,0.034522+0.017489i,0.055965+0.024708i,0.062665+0.0036784i,0.046871-0.032203i,0.017525-0.052428i,-0.0034833-0.041929i,-0.0064722-0.02076i,-0.0030369-0.0054353i,-0.0025627+0.0037706i
0.053406-0.083186i,-0.020699-0.11423i,-0.14171-0.056118i,-0.17339+0.082821i,-0.082112+0.18354i,0.021456+0.16343i,0.050685+0.086183i,0.025504+0.038694i,0.0037038+0.028843i,0.0057777+0.017166i,-0.0038094-0.0022113i,-0.02745-0.00059436i,-0.031762+0.0094082i,-0.027934-0.002727i,-0.039303-0.021174i,-0.056048-0.021175i,-0.063252-0.0024806i,-0.054393+0.024415i,-0.030431+0.034201i,-0.0098717+0.013603i,-0.0059935-0.010671i,-0.0096439-0.018433i,-0.0087245-0.01529i
0.044903+0.1165i,0.13468+0.11492i,0.17122-0.0081811i,0.061539-0.15999i,-0.088609-0.19725i,-0.12221-0.12534i,-0.050881-0.061828i,0.0095727-0.049925i,0.014461-0.042607i,0.0038805-0.019927i,0.0082979-0.0091873i,0.01027-0.01702i,0.0022457-0.018821i,0.0022368-0.010385i,0.0082038-0.0087752i,0.0097026-0.012154i,0.010472-0.0067111i,0.012204+0.0051025i,0.014465+0.02239i,0.016565+0.0419i,0.017411+0.048634i,0.019821+0.039548i,0.019852+0.021943i
-0.13538-0.043931i,-0.21306+0.0090461i,-0.1533+0.1126i,0.058698+0.13769i,0.22115+0.045411i,0.19211-0.028834i,0.086411-0.018349i,0.026991+0.011041i,0.0081036+0.01742i,-0.0018274+0.013088i,-0.0029171+0.0184i,0.01062+0.028041i,0.023225+0.022292i,0.018703+0.013729i,0.01017+0.021284i,0.015442+0.032033i,0.028763+0.023612i,0.032669-0.0069284i,0.017827-0.038797i,-0.0024029-0.046362i,-0.0087463-0.036037i,-0.010577-0.027296i,-0.018156-0.018199i
0.13842-0.099919i,0.15903-0.2104i,0.051721-0.23691i,-0.11283-0.075292i,-0.16736+0.13386i,-0.094297+0.18097i,-0.035938+0.1006i,-0.033103+0.031743i,-0.029437+0.0078943i,-0.0086916+0.0022477i,0.0013667-0.012746i,-0.012303-0.024141i,-0.021776-0.011384i,-0.0084512+0.0014392i,0.0089534-0.0059537i,0.009703-0.021276i,-0.0072902-0.023824i,-0.025146-0.0049716i,-0.022573+0.015257i,-5.0841e-05+0.013001i,0.016279-0.00035093i,0.016986-0.0059508i,0.014701-0.0055774i
-0.027318+0.18036i,0.024575+0.30741i,0.11646+0.25968i,0.12054+0.0035777i,0.010102-0.19989i,-0.058533-0.17909i,-0.021154-0.072899i,0.031673-0.018745i,0.03963-0.0065315i,0.021843-8.2829e-05i,0.017577+0.0073317i,0.02771+0.0020432i,0.022153-0.0072552i,0.0039479-0.0023004i,-0.0060607+0.0066909i,-0.0082671+0.01263i,-0.0050048+0.018462i,0.0064532+0.020295i,0.01256+0.018633i,-0.0011565+0.019152i,-0.01704+0.020968i,-0.014419+0.023i,-0.00066896+0.022575i
-0.13265-0.15425i,-0.26735-0.21231i,-0.29403-0.12473i,-0.10106+0.051866i,0.13569+0.1173i,0.17383+0.062627i,0.083146+0.030568i,0.022048+0.034963i,0.00050515+0.023631i,-0.016223+0.00073034i,-0.035462-0.0028515i,-0.042946+0.013668i,-0.030861+0.021114i,-0.017719+0.0099127i,-0.011107+0.0001761i,-0.0036617+0.0013356i,0.0043785+0.0017572i,0.0098244-0.0089348i,0.010112-0.027331i,0.0073449-0.036448i,0.0058789-0.030648i,0.0055874-0.026781i,-0.00073625-0.027996i
0.21318+0.0049329i,0.36496-0.05271i,0.32207-0.12981i,0.053893-0.10436i,-0.1591+0.022225i,-0.15562+0.085328i,-0.085331+0.038487i,-0.054293-0.012543i,-0.028624-0.017236i,0.0015527-0.0071899i,0.020463-0.013589i,0.01933-0.027982i,0.0070111-0.029048i,0.0027226-0.018958i,0.0033445-0.0065577i,0.003041+0.001133i,-0.0001929+0.00135i,-0.014039+0.0034742i,-0.020924+0.015889i,-0.0064972+0.027181i,0.0065833+0.024696i,0.0021145+0.017391i,-0.0037442+0.01291i
-0.15977+0.15759i,-0.23433+0.3158i,-0.15088+0.34334i,0.022525+0.13084i,0.082241-0.11479i,0.041622-0.16428i,0.018965-0.091607i,0.013827-0.030744i,0.00084791+0.0041038i,-0.004362+0.022548i,0.0024979+0.031546i,0.013581+0.031664i,0.016726+0.021105i,0.010227+0.010582i,0.00078683+0.00093228i,-0.0091447-0.0058822i,-0.014012+7.889e-05i,-0.0047523+0.013689i,0.0079628+0.021647i,0.0077003+0.016133i,0.0036449+0.0047742i,0.0043325+0.0032614i,0.0040475+0.01167i
-0.021795-0.24122i,-0.094703-0.40193i,-0.16224-0.35897i,-0.1108-0.096844i,0.02818+0.10777i,0.097951+0.12061i,0.068843+0.069969i,0.025741+0.035532i,0.0021783+0.0048494i,-0.0061792-0.019487i,-0.013514-0.032267i,-0.021531-0.030337i,-0.018694-0.019878i,-0.011575-0.01265i,-0.00077838-0.0058792i,0.014753+0.00015999i,0.023512-0.004314i,0.022369-0.020896i,0.016178-0.039672i,0.0088554-0.043323i,0.0035691-0.028622i,0.0040866-0.017931i,0.0033536-0.020079i
0.18849+0.15385i,0.36023+0.22022i,0.37493+0.15132i,0.15899+0.014687i,-0.059688-0.029214i,-0.10375-0.0069543i,-0.049499-0.012411i,-0.0055992-0.026941i,0.015402-0.016765i,0.024018+0.0029545i,0.027121+0.011239i,0.025134+0.009471i,0.021348+0.0085257i,0.018806+0.0064449i,0.010749+0.0023338i,-0.00015599+0.0011353i,-0.0056786+0.0015376i,-0.0074987+0.0053185i,-0.008799+0.013411i,-0.0078028+0.019162i,-0.0076292+0.0119i,-0.011503-0.001933i,-0.0095611-0.0080608i
-0.24079+0.050216i,-0.39636+0.12813i,-0.35511+0.17164i,-0.12394+0.10346i,0.05341-0.019166i,0.08399-0.068771i,0.064799-0.046803i,0.039431-0.025408i,0.006033-0.011081i,-0.020016+0.0030047i,-0.030459+0.011007i,-0.031548+0.01181i,-0.030398+0.011523i,-0.024909+0.016015i,-0.013808+0.017054i,-0.0061611+0.010617i,-0.0069595+0.0077072i,-0.011104+0.017317i,-0.010881+0.029223i,-0.0054098+0.028544i,0.0046419+0.025494i,0.013617+0.026154i,0.0094516+0.024131i
0.11481-0.21757i,0.15603-0.37722i,0.10447-0.37017i,0.015605-0.16956i,-0.016094+0.027797i,-0.0099571+0.098059i,-0.01424+0.09424i,-0.011471+0.070877i,0.0021909+0.030306i,0.015476-0.0062197i,0.023547-0.022716i,0.025698-0.026815i,0.021496-0.030973i,0.0086284-0.03473i,-0.00506-0.025307i,-0.0056315-0.0034588i,0.00732+0.0078728i,0.020912-0.0065149i,0.025492-0.031995i,0.018521-0.042535i,0.0032214-0.036263i,-0.0051872-0.025942i,-0.00085759-0.021144i
0.08319+0.22525i,0.16259+0.35857i,0.18845+0.32651i,0.11757+0.14425i,0.016419+0.0018896i,-0.029273-0.04048i,-0.033252-0.036732i,-0.030088-0.012233i,-0.01799+0.018132i,-0.0042159+0.037984i,0.0016807+0.040479i,-0.0026146+0.034845i,-0.0040815+0.034889i,0.010231+0.032123i,0.025182+0.013519i,0.021832-0.0085166i,0.0062413-0.011891i,-0.0060178+0.0037772i,-0.0080227+0.023119i,-0.00072398+0.028311i,0.007715+0.015146i,0.0084332-0.00021599i,0.0070454-0.0016095i
-0.21415-0.071868i,-0.35177-0.10232i,-0.33412-0.07578i,-0.17101-0.02287i,-0.020452-0.0038386i,0.043254+0.0018647i,0.061992+0.001296i,0.053265-0.01962i,0.017126-0.032314i,-0.019924-0.031541i,-0.032384-0.029678i,-0.024978-0.031295i,-0.025075-0.030395i,-0.03769-0.012426i,-0.038636+0.012687i,-0.025676+0.022348i,-0.018527+0.012004i,-0.020343-0.00033069i,-0.02137-0.0016259i,-0.019912+0.0043229i,-0.016931+0.016339i,-0.012897+0.026197i,-0.014413+0.023222i
0.18433-0.11357i,0.28781-0.18595i,0.26048-0.18294i,0.13306-0.10805i,0.033184-0.036062i,-0.023447-0.0050832i,-0.049476+0.014211i,-0.031459+0.026093i,0.0075085+0.013398i,0.035194-0.0064462i,0.039011-0.0086659i,0.033533+0.0064978i,0.038195+0.0092726i,0.040124-0.014169i,0.024799-0.033856i,0.0061129-0.028957i,0.0044854-0.01229i,0.019141-0.0078322i,0.032274-0.02003i,0.033164-0.031307i,0.025179-0.03532i,0.018828-0.032932i,0.017232-0.025902i
-0.022696+0.19707i,-0.041055+0.30799i,-0.032667+0.28041i,-0.0086301+0.15358i,0.0042933+0.054763i,0.022338-0.0017595i,0.013019-0.039197i,-0.021415-0.03371i,-0.030782+0.0028191i,-0.021612+0.026998i,-0.018804+0.024871i,-0.028303+0.011116i,-0.035956+0.014684i,-0.01876+0.035732i,0.015102+0.045292i,0.037879+0.032889i,0.033281+0.016431i,0.0091004+0.015491i,-0.012354+0.027855i,-0.017861+0.035115i,-0.0098516+0.028953i,-0.0017443+0.015726i,-0.00032088+0.0084563i
-0.13306-0.13542i,-0.19837-0.2098i,-0.17022-0.18746i,-0.089315-0.10819i,-0.040682-0.051908i,-0.01567+0.0031574i,0.02638+0.035495i,0.048358+0.019359i,0.026551-0.0069172i,0.0032715-0.023424i,0.0032195-0.029147i,0.018403-0.029535i,0.018345-0.038053i,-0.014497-0.041755i,-0.052311-0.028005i,-0.061603-0.0072474i,-0.043386+0.0032016i,-0.019478-0.001382i,-0.0046915-0.0074034i,-0.0032506-0.0064774i,-0.011388-0.00058399i,-0.017132+0.0043864i,-0.01578+0.002165i
0.16442-0.024242i,0.24598-0.018602i,0.20699+0.0012752i,0.11746+0.021217i,0.079696+0.014732i,0.044327-0.016196i,0.00061181-0.016619i,-0.010076+0.0045358i,0.0038791+0.013795i,0.021994+0.019764i,0.024646+0.023502i,0.0093695+0.032425i,0.012911+0.041951i,0.041389+0.025852i,0.058009-0.0091688i,0.045157-0.0314i,0.021934-0.02675i,0.01409-0.011799i,0.021682-0.0075697i,0.028826-0.011397i,0.028623-0.011436i,0.024506-0.0064808i,0.020674-0.003232i
-0.074397+0.12793i,-0.1195+0.17681i,-0.11452+0.12236i,-0.089645+0.045316i,-0.068073+0.041417i,-0.012521+0.046715i,0.025159+0.0038108i,0.0067704-0.034431i,-0.024253-0.028082i,-0.040261-0.0013538i,-0.03642+0.0084288i,-0.029746-0.0082795i,-0.038455-0.013689i,-0.044013+0.016523i,-0.028898+0.053251i,-0.0024604+0.063345i,0.010931+0.045716i,0.0010527+0.022142i,-0.019209+0.0090535i,-0.029971+0.0051425i,-0.024138+0.0023978i,-0.013014-0.0026191i,-0.0078103-0.004555i
-0.06018-0.11986i,-0.069492-0.16423i,-0.017479-0.12032i,0.041859-0.070354i,0.031536-0.069051i,-0.0098554-0.033495i,-0.0047646+0.02356i,0.027275+0.032741i,0.03356+0.00081587i,0.017778-0.029294i,0.0065873-0.028418i,0.01625-0.011013i,0.029299-0.018022i,0.016716-0.048789i,-0.015398-0.068289i,-0.038116-0.057119i,-0.036112-0.030355i,-0.016718-0.0067457i,0.001868+0.0068201i,0.010172+0.0090475i,0.0090529+0.005986i,0.0042029+0.004478i,-4.819e-05+0.0058511i
0.10631+0.018953i,0.12872+0.033499i,0.058024+0.055001i,-0.0024227+0.084279i,0.021869+0.08374i,0.036132+0.04109i,0.0016265+0.020449i,-0.015193+0.037081i,0.0048288+0.047236i,0.026343+0.036871i,0.022126+0.01785i,-0.0022504+0.0090521i,-0.010188+0.023014i,0.016725+0.040478i,0.051135+0.037215i,0.059459+0.015704i,0.042702-0.0029732i,0.024125-0.010697i,0.018785-0.012895i,0.016091-0.0092634i,0.0078666-0.0026982i,0.0016013-0.00010847i,-9.2579e-05-0.00048092i
-0.063124+0.068362i,-0.071549+0.07076i,-0.04072-0.0034033i,-0.03678-0.073556i,-0.06246-0.05958i,-0.049918-0.018718i,-0.017442-0.01848i,-0.014792-0.032794i,-0.02938-0.025029i,-0.035756-0.0065004i,-0.024587-3.4233e-06i,-0.0073848-0.012328i,-0.015372-0.025091i,-0.04722-0.015396i,-0.068038+0.011491i,-0.058+0.03319i,-0.030412+0.035407i,-0.010622+0.020923i,-0.0069966+0.003977i,-0.0055097-0.0077842i,0.0010644-0.012606i,0.0071984-0.010718i,0.011554-0.0055154i
-0.026253-0.071616i,-0.025984-0.061544i,0.014643+0.012739i,0.072705+0.051365i,0.086463+0.013903i,0.052837-0.019393i,0.024622-0.015927i,0.01875-0.009637i,0.019667-0.013214i,0.019922-0.022275i,0.014638-0.022194i,0.012795-0.0049869i,0.028087-5.4649e-06i,0.046247-0.02456i,0.045341-0.052472i,0.02472-0.057838i,0.00051125-0.039851i,-0.012202-0.011296i,-0.014472+0.013228i,-0.013201+0.026853i,-0.011512+0.030822i,-0.011392+0.025347i,-0.014929+0.013495i
0.061448+0.0073421i,0.04438-0.0091166i,-0.03663-0.024901i,-0.094326-0.0041758i,-0.07622+0.029387i,-0.034153+0.030536i,-0.023479+0.015705i,-0.031393+0.017771i,-0.027323+0.03218i,-0.0047224+0.042815i,0.0139+0.035341i,0.0067218+0.017736i,-0.0084003+0.021884i,-0.0070673+0.049572i,0.009011+0.070093i,0.025306+0.061599i,0.029282+0.032838i,0.024487+0.0056422i,0.020238-0.011193i,0.014299-0.019321i,0.0053905-0.024635i,0.0018595-0.027199i,0.0036324-0.023336i
-0.030324+0.0474i,0.0025931+0.046529i,0.067983+0.00012299i,0.093225-0.053829i,0.065736-0.06744i,0.040264-0.047741i,0.033475-0.036318i,0.023558-0.040683i,0.00042748-0.042463i,-0.025893-0.028373i,-0.033655-0.0080791i,-0.020045-0.0028518i,-0.016544-0.018225i,-0.037794-0.039286i,-0.059744-0.045239i,-0.058829-0.02872i,-0.038837-0.004526i,-0.017133+0.0089414i,-0.0015923+0.0086973i,0.010834+0.0035517i,0.019849+0.0035065i,0.020923+0.0085841i,0.016672+0.014353i
-0.028391-0.037098i,-0.054035-0.0056768i,-0.059763+0.069886i,-0.034593+0.11415i,0.00044541+0.10057i,0.021465+0.073816i,0.043645+0.05547i,0.059505+0.035034i,0.057707+0.01183i,0.045089-0.015423i,0.024996-0.031447i,0.0087947-0.021046i,0.017221-0.0030706i,0.046149+0.0014073i,0.065189-0.006937i,0.054569-0.016946i,0.026357-0.019981i,0.0014201-0.012913i,-0.015255-0.0024865i,-0.028317+0.006583i,-0.036339+0.01135i,-0.035733+0.0076645i,-0.027628-0.00071413i
0.046763-0.016705i,0.037028-0.063536i,-0.0095968-0.11791i,-0.046984-0.1279i,-0.052709-0.097266i,-0.051037-0.060718i,-0.055348-0.020675i,-0.052892+0.0087754i,-0.042954+0.023263i,-0.022198+0.036665i,8.4471e-05+0.037925i,0.0015168+0.024281i,-0.015969+0.022092i,-0.034023+0.039325i,-0.039858+0.05533i,-0.028197+0.052981i,-0.0084902+0.034288i,0.0098108+0.013774i,0.023732-0.0011883i,0.031734-0.014126i,0.033868-0.022994i,0.032214-0.020992i,0.026709-0.013107i
-0.00474+0.05139i,0.037937+0.078759i,0.10377+0.082438i,0.12919+0.066353i,0.10717+0.054394i,0.08157+0.036515i,0.051215+0.0011277i,0.023292-0.021809i,0.0098191-0.028366i,-0.0088307-0.028182i,-0.024897-0.02098i,-0.01955-0.017077i,-0.0086795-0.029104i,-0.0061614-0.052612i,-0.0062671-0.064235i,-0.0061237-0.05059i,-0.006887-0.024939i,-0.0069755-0.0034213i,-0.0053143+0.01036i,-0.0017594+0.021773i,0.002165+0.031614i,0.0013964+0.032407i,-0.0045811+0.025608i
-0.044013-0.027642i,-0.099637-0.01446i,-0.13677+0.02654i,-0.13309+0.039658i,-0.11682+0.019736i,-0.097755+0.028793i,-0.049653+0.057254i,-0.0035816+0.0636i,0.019376+0.050885i,0.03745+0.021991i,0.043692-0.0062272i,0.036146-0.0082619i,0.034503+0.0083749i,0.043868+0.027478i,0.050368+0.036697i,0.041833+0.030319i,0.022707+0.016412i,0.0048086+0.0047402i,-0.0090292-0.0028075i,-0.02104-0.011158i,-0.029799-0.02016i,-0.027585-0.025375i,-0.014236-0.02322i
0.053624-0.036317i,0.074962-0.091274i,0.066655-0.1402i,0.062023-0.13014i,0.084492-0.10041i,0.069217-0.09914i,0.0062093-0.081832i,-0.03557-0.046614i,-0.044555-0.02122i,-0.038574+0.0087583i,-0.024552+0.031913i,-0.01913+0.030067i,-0.030727+0.019709i,-0.0506+0.014067i,-0.060342+0.011081i,-0.049767+0.0069043i,-0.02837+0.0030636i,-0.0064965+0.0020611i,0.013599+0.0032792i,0.030279+0.0045471i,0.039501+0.0049182i,0.03599+0.0047183i,0.021918+0.0041881i
0.0014127+0.060188i,0.030806+0.11858i,0.066026+0.1361i,0.042636+0.11662i,-0.0092607+0.11967i,0.0075602+0.11138i,0.050145+0.041963i,0.049849-0.020502i,0.029985-0.034117i,0.0049709-0.037106i,-0.016093-0.038805i,-0.014948-0.033802i,0.0029873-0.03459i,0.02257-0.042853i,0.033195-0.044014i,0.031947-0.03145i,0.021541-0.016551i,0.0076774-0.0086039i,-0.0066642-0.0060218i,-0.019344+0.00052514i,-0.026608+0.011342i,-0.025629+0.015054i,-0.019129+0.008899i
-0.062008-0.034637i,-0.13235-0.043203i,-0.15387-0.023703i,-0.093804-0.040863i,-0.052952-0.10469i,-0.068923-0.096233i,-0.058865-0.015819i,-0.024322+0.027171i,-0.0062165+0.030505i,0.017319+0.025713i,0.037091+0.015201i,0.032503+0.013894i,0.022219+0.026322i,0.016665+0.041755i,0.010532+0.048587i,0.0019318+0.040875i,-0.0055453+0.02556i,-0.0081673+0.013585i,-0.0057093+0.0022945i,-0.0030522-0.015377i,-0.0018067-0.029462i,0.0010214-0.027586i,0.0049755-0.014531i
0.061009-0.031203i,0.11091-0.084741i,0.10108-0.10342i,0.071975-0.023168i,0.10974+0.065154i,0.13571+0.044698i,0.077672-0.011347i,0.020056-0.021734i,0.0011538-0.017241i,-0.014365-0.0026562i,-0.024905+0.015106i,-0.028644+0.012133i,-0.036371-0.0019816i,-0.043677-0.01571i,-0.040847-0.024728i,-0.026373-0.025869i,-0.010459-0.01995i,-0.00031017-0.0097132i,0.0065781+0.0050834i,0.014213+0.02342i,0.020789+0.031504i,0.020148+0.02334i,0.011498+0.0094449i
-0.0091282+0.076203i,0.0089379+0.14907i,0.031981+0.13979i,-0.018589+0.042445i,-0.11841+0.0080667i,-0.11847+0.05606i,-0.024187+0.065503i,0.029178+0.034643i,0.029942+0.014831i,0.018917-0.0080235i,0.0090803-0.02815i,0.012199-0.028203i,0.024783-0.020426i,0.037127-0.014354i,0.04072-0.0073866i,0.033555+0.0029994i,0.024661+0.010058i,0.0187+0.0067732i,0.011279-0.0036089i,-0.0017294-0.014031i,-0.014641-0.014975i,-0.017959-0.0076531i,-0.0099325-0.0041079i
-0.064321-0.055666i,-0.13962-0.077699i,-0.14143-0.042395i,-0.013446-0.0137i,0.094665-0.070867i,0.062922-0.11347i,-0.0098407-0.059926i,-0.029644-0.0039259i,-0.024891+0.010986i,-0.0089869+0.021175i,0.009938+0.025829i,0.0083677+0.02393i,-0.004182+0.026678i,-0.013461+0.030638i,-0.019503+0.027267i,-0.023185+0.015804i,-0.022018+0.004875i,-0.016372+0.0006648i,-0.0067471-0.00031627i,0.0068863-0.0043624i,0.016306-0.0089786i,0.012142-0.0080482i,0.00081695+0.00022783i
0.078874-0.021716i,0.14072-0.070913i,0.10943-0.096047i,-0.00701-0.013364i,-0.04347+0.1155i,0.015431+0.13198i,0.029664+0.047782i,0.0017428-0.0034839i,-0.0078998-0.010026i,-0.018122-0.0079808i,-0.030394-0.0040341i,-0.026975-0.011694i,-0.019795-0.026459i,-0.013243-0.034203i,-0.0033764-0.032326i,0.0061843-0.024569i,0.010408-0.015024i,0.0055026-0.0062743i,-0.0052028+0.0043227i,-0.015124+0.018199i,-0.016498+0.026462i,-0.0075587+0.020743i,-0.00062012+0.0061049i
-0.029402+0.081293i,-0.02378+0.16216i,0.028112+0.15612i,0.053032+0.0036996i,-0.019098-0.12881i,-0.090612-0.098726i,-0.060262-0.017023i,-0.010945+0.0072389i,0.0022906+0.0046425i,0.012041-0.0080114i,0.019339-0.021305i,0.020919-0.012558i,0.02383+0.0039108i,0.023568+0.01468i,0.018571+0.021532i,0.010109+0.025129i,0.002815+0.024234i,0.0036221+0.017936i,0.010076+0.0058281i,0.011533-0.010239i,0.0057017-0.018628i,0.00096381-0.012369i,0.0032836-0.0031729i
-0.053863-0.070047i,-0.12604-0.11286i,-0.16285-0.061081i,-0.065056+0.069589i,0.097824+0.10943i,0.14256+0.025344i,0.070659-0.023188i,0.019481-0.011812i,0.0094427-0.0034797i,0.0078507+0.0083304i,0.0089871+0.018472i,-2.9397e-05+0.015391i,-0.015423+0.01066i,-0.024976+0.006475i,-0.025859+0.00017319i,-0.020256-0.0078967i,-0.014788-0.012754i,-0.010737-0.010321i,-0.0056371-0.0023393i,0.0036878+0.0062333i,0.011204+0.0076462i,0.0074684+0.0010833i,-0.002901-0.0022804i
0.090499-0.00044484i,0.17232-0.034117i,0.1659-0.10981i,0.0023895-0.13958i,-0.14713-0.044837i,-0.11488+0.056418i,-0.02363+0.04353i,0.001076+0.0015924i,-0.0025144-0.0025417i,-0.0085101-0.0017839i,-0.01393-0.0052531i,-0.0051791-0.0095734i,0.0089736-0.015955i,0.017103-0.018098i,0.020105-0.013778i,0.021158-0.0065768i,0.019801-0.0030963i,0.013151-0.0051116i,0.0015162-0.010856i,-0.013026-0.013898i,-0.019694-0.0087032i,-0.011221-0.0026203i,0.00015535-0.0050611i
-0.053773+0.072058i,-0.082537+0.16449i,-0.012159+0.22206i,0.13483+0.12372i,0.16976-0.061221i,0.066846-0.12004i,0.0032963-0.055165i,0.0052939-0.013664i,0.0032641-0.0079871i,0.0061988-0.0037747i,0.012736-0.0030466i,0.0067929+0.0026453i,8.8656e-05+0.013312i,-0.0047238+0.018433i,-0.010094+0.018165i,-0.013084+0.016613i,-0.010914+0.014528i,-0.0041265+0.013308i,0.0072928+0.010826i,0.019583+0.0052101i,0.022352-0.00010955i,0.013832+0.00075667i,0.0062306+0.0076948i
-0.0301-0.088824i,-0.090888-0.17526i,-0.19311-0.16227i,-0.22446+0.017481i,-0.10165+0.17201i,0.028286+0.14381i,0.03831+0.059068i,0.011172+0.030293i,0.0061189+0.020505i,-0.00023169+0.015047i,-0.0057369+0.015639i,-0.0082701+0.0052854i,-0.01217-0.0092129i,-0.011819-0.017537i,-0.006035-0.021189i,-0.00070278-0.020004i,0.00026933-0.014468i,-0.0023082-0.0063277i,-0.0075772+0.00389i,-0.010602+0.013983i,-0.008722+0.016408i,-0.0061177+0.0071749i,-0.0080099-0.0019122i
0.085556+0.024781i,0.19892+0.032811i,0.26919-0.054727i,0.16587-0.20089i,-0.028858-0.21379i,-0.10202-0.09102i,-0.052062-0.014061i,-0.015246-0.0080052i,-0.012311-0.0060746i,-0.014097-0.008161i,-0.01404-0.010905i,-0.0036025-0.0030004i,0.010161+0.0058061i,0.017437+0.012083i,0.019078+0.016365i,0.01669+0.015928i,0.012475+0.011348i,0.0098604+0.0042191i,0.0096033-0.0063785i,0.0059144-0.016855i,0.0013403-0.018799i,0.0035896-0.012409i,0.0088791-0.0079981i
