-0.00048361-0.00059655i,-0.0016777-0.0010141i,-0.0023184-0.00078369i,-0.0019455+0.0004048i,-0.0016812+0.0015501i,-0.0017486+0.0019551i,-0.00050563+0.0014841i,0.00032801+0.0010645i,0.00082753+0.00069083i,0.0013037+0.00020373i,0.0011705-0.00038356i,0.00052695-0.00030156i,6.7178e-05-0.00015242i,-9.2776e-05+0.00015449i,-0.00057527+0.00045551i,-0.00081199+0.00034515i,-0.00080913+0.0004112i,-0.00012702-0.00033233i,0.00016413-0.00070573i,-2.1714e-05+6.5184e-05i,-0.00035587+9.2856e-05i,-0.00086004-0.00022535i,-0.00091244+0.00040195i
0.26331-0.19314i,0.45367-0.37734i,0.46311-0.45572i,0.29609-0.37507i,0.16226-0.25865i,0.099529-0.16797i,0.048017-0.083681i,0.026472-0.023862i,0.023886-0.0092685i,0.019538-0.0089819i,0.022144-0.00098255i,0.027985+0.0042162i,0.02146+0.0023365i,0.003368-0.0013745i,-0.0090573-0.0040532i,-0.011422-0.0070071i,-0.0078647-0.012238i,-0.0041793-0.019873i,-0.0062073-0.021397i,-0.0076-0.012086i,-0.0035851-0.0026762i,0.0015434+0.0022166i,0.0057852+0.0065695i
-0.12614+0.28671i,-0.22256+0.52664i,-0.23133+0.62322i,-0.16642+0.51887i,-0.13515+0.37395i,-0.096404+0.25011i,-0.04739+0.12659i,-0.034406+0.049172i,-0.02409+0.021104i,-0.020502+0.0032936i,-0.033337-0.0016797i,-0.035637+0.007838i,-0.020447+0.011866i,-0.00024253+0.0050937i,0.0075795-3.442e-05i,0.0056014+0.005906i,0.005754+0.016045i,0.0069518+0.020103i,0.0045836+0.016423i,-0.0014213+0.009219i,-0.0045759+0.0037783i,-0.0074083-0.00093653i,-0.013511-0.0066266i
0.048411-0.30727i,0.071177-0.53745i,0.083044-0.58177i,0.10967-0.42403i,0.14491-0.27199i,0.10823-0.18833i,0.035762-0.099715i,0.013242-0.040729i,0.0015152-0.03321i,-0.012099-0.021398i,-0.0013868-0.0066391i,0.011669-0.0085552i,0.009839-0.010771i,0.0025197-0.0024391i,-0.00025934+0.0067458i,0.0011997+0.0050893i,0.0014437-0.0039356i,-0.0015766-0.011696i,-0.0014178-0.012055i,0.006346-0.0080043i,0.012278-0.0054803i,0.013565-0.00041277i,0.016379+0.0054716i
0.071258+0.23436i,0.14097+0.41359i,0.15044+0.43778i,0.067304+0.31429i,-0.017185+0.21772i,-0.026823+0.162i,0.0016725+0.092791i,0.0088736+0.043836i,0.0042995+0.032362i,0.0023913+0.030078i,0.0015033+0.027049i,0.0037426+0.024391i,0.0054867+0.015598i,0.0026445+0.0016352i,0.0010032-0.0045718i,0.0060817-0.0034039i,0.009985-0.0025008i,0.0091588+0.0019314i,0.0073306+0.0077983i,0.0024653+0.0076993i,-0.0023854+0.0043556i,-0.0044581+0.0029541i,-0.010348+0.0034779i
-0.14959-0.19523i,-0.24868-0.33707i,-0.21828-0.35803i,-0.041217-0.28563i,0.097513-0.25314i,0.08378-0.20332i,0.029143-0.10284i,0.012693-0.043803i,0.00096153-0.02973i,-0.0079402-0.015291i,-0.0051749-0.00915i,-0.007489-0.015804i,-0.012329-0.014864i,-0.006923-0.0042214i,0.003151+0.0011694i,0.0043645-0.00026889i,-0.0010525-0.0013377i,-0.0038867-0.0059953i,-0.0031491-0.015816i,-0.0040381-0.021205i,-0.0050423-0.018771i,0.00017716-0.01683i,0.010162-0.017319i
0.14783+0.099795i,0.24061+0.15892i,0.18919+0.14809i,-0.0064582+0.10935i,-0.14844+0.12858i,-0.10889+0.13449i,-0.021544+0.069007i,-0.0015582+0.025073i,0.0051924+0.031569i,0.023403+0.027503i,0.025985+0.0099271i,0.021384+0.0046261i,0.017907+0.0024594i,0.0063786-0.0027603i,-0.00475-0.004788i,-0.0081815-0.0085638i,-0.010873-0.009349i,-0.012279+0.00036644i,-0.012404+0.010568i,-0.012121+0.015075i,-0.0063285+0.01337i,-0.0015409+0.0099196i,-0.0042927+0.0099845i
-0.17464-0.021905i,-0.28628-0.027538i,-0.24682-0.033059i,-0.073632-0.072909i,0.038205-0.13345i,0.017166-0.13934i,-0.024968-0.086057i,-0.02511-0.051496i,-0.024918-0.045566i,-0.026401-0.029315i,-0.021718-0.0097353i,-0.024242+0.0047264i,-0.020375+0.017608i,-0.0018512+0.015837i,0.0083504+0.00076438i,0.0056254-0.0037817i,0.0064062-0.00092439i,0.0068007-0.0050542i,0.00021126-0.007312i,-0.005181-0.002223i,-0.0089655+0.00089317i,-0.013117-0.0010786i,-0.010459-0.0045032i
0.13165-0.022223i,0.19628-0.037663i,0.11566-0.021666i,-0.068354+0.057194i,-0.14323+0.14506i,-0.073536+0.13658i,-0.0036932+0.066789i,0.016439+0.038012i,0.031386+0.03707i,0.036731+0.016715i,0.023741-0.0032155i,0.01625-0.011952i,0.0088693-0.020774i,-0.0053809-0.017234i,-0.011652-0.00063491i,-0.0097293+0.0085898i,-0.0081113+0.012443i,-0.0039757+0.019468i,0.00559+0.024079i,0.014227+0.020054i,0.015095+0.011498i,0.011014+0.0061703i,0.0074586+0.0043208i
-0.072998+0.082561i,-0.090608+0.14275i,-0.011951+0.15033i,0.12121+0.080393i,0.1627-0.010988i,0.085409-0.031163i,0.0052137-0.0033592i,-0.025074-0.0012196i,-0.033136-0.01654i,-0.033529-0.016032i,-0.024495-0.00026473i,-0.0080147+0.015753i,0.013021+0.019749i,0.023075+0.0080933i,0.014314-0.0045816i,0.0046131-0.0067955i,0.0032427-0.0094103i,0.0032796-0.016881i,0.0032249-0.020988i,0.0034768-0.018149i,0.00094065-0.009198i,-0.00183+0.0012089i,-0.0015738+0.0061559i
0.038112-0.08204i,0.02675-0.13182i,-0.050176-0.10417i,-0.14689-0.0040199i,-0.16963+0.077545i,-0.097777+0.077547i,-0.016907+0.03194i,0.021677+0.012353i,0.039711+0.016297i,0.041043+0.0085143i,0.024066-0.0045704i,0.0031727-0.011295i,-0.017996-0.0094718i,-0.028412+0.0053287i,-0.01734+0.017793i,-0.003113+0.015805i,0.0019265+0.012194i,0.0065063+0.013651i,0.011851+0.0098083i,0.010613+0.0019774i,0.0068544-0.0030004i,0.0061743-0.0068616i,0.0034564-0.0096628i
0.027492+0.050446i,0.080689+0.067406i,0.1702+0.030369i,0.25214-0.040286i,0.2508-0.080823i,0.15675-0.07443i,0.049805-0.040333i,-0.0082392-0.019897i,-0.043068-0.02319i,-0.058696-0.0093892i,-0.040175+0.0080529i,-0.013317+0.0036369i,0.0052744-0.0081942i,0.013322-0.018807i,0.0095058-0.021981i,0.0044221-0.016792i,0.00074803-0.016629i,-0.0092456-0.021382i,-0.021614-0.019707i,-0.024595-0.0098121i,-0.016875-0.0001679i,-0.0076688+0.0059125i,-0.00061621+0.0088537i
-0.050537-0.030824i,-0.10791-0.022572i,-0.17463+0.021614i,-0.22153+0.064754i,-0.19984+0.078152i,-0.11033+0.060887i,-0.018403+0.02403i,0.031743-0.0037528i,0.054985-0.011558i,0.054743-0.019705i,0.032466-0.021263i,0.0099942-0.0082124i,-0.0034069+0.0096042i,-0.0010312+0.023738i,0.0093973+0.022558i,0.0096011+0.013696i,0.0069013+0.014158i,0.011785+0.016926i,0.014764+0.01249i,0.011223+0.004953i,0.0060989-0.00138i,0.0014214-0.0065949i,-0.0047976-0.009714i
0.032804-0.011518i,0.07376-0.057386i,0.12366-0.10739i,0.18254-0.11951i,0.20006-0.1074i,0.12189-0.07604i,0.017133-0.021487i,-0.038819+0.018575i,-0.05851+0.040938i,-0.04772+0.055112i,-0.022377+0.04445i,-0.0099932+0.020638i,-0.0013912-0.00039252i,-0.00031114-0.017395i,-0.0091384-0.021854i,-0.012484-0.018652i,-0.015034-0.017486i,-0.021227-0.011658i,-0.018417+0.0017635i,-0.0055006+0.011996i,0.0042749+0.0131i,0.0081768+0.0125i,0.013709+0.013093i
-0.030874+0.042167i,-0.045714+0.095677i,-0.074506+0.13008i,-0.15038+0.10433i,-0.20986+0.063718i,-0.14973+0.038953i,-0.041315-0.0063475i,0.0070359-0.045847i,0.017637-0.05441i,0.015726-0.051664i,0.0064586-0.036329i,0.0039814-0.011819i,0.0051317+0.007696i,0.0085784+0.014401i,0.012572+0.0089942i,0.014576+0.0056288i,0.020339+0.0069592i,0.027603+0.0022541i,0.024599-0.0074355i,0.011727-0.013119i,0.0022221-0.012641i,-0.002533-0.011262i,-0.0099069-0.011598i
-0.0099868-0.044318i,-0.030899-0.091985i,-0.014224-0.11091i,0.090517-0.085874i,0.18042-0.064956i,0.1398-0.055179i,0.050117-0.010709i,0.016869+0.038819i,0.016687+0.053754i,0.019165+0.046947i,0.016586+0.027884i,0.0046932+0.0056606i,-0.0057961-0.011834i,-0.014916-0.016238i,-0.021268-0.0064223i,-0.021452+0.0014475i,-0.023136+0.0038859i,-0.025328+0.0065583i,-0.0201+0.0061622i,-0.0097579+0.0017431i,-0.0013435-0.0019939i,0.0059645-0.0028005i,0.014877-0.0039798i
0.033417+0.043765i,0.075103+0.07785i,0.051127+0.069431i,-0.094395+0.045069i,-0.20931+0.064162i,-0.16073+0.073643i,-0.066088+0.022114i,-0.03189-0.020871i,-0.020497-0.026631i,-0.012218-0.027432i,-0.0057174-0.019673i,0.0099979-0.0056014i,0.019849+0.0033661i,0.018369+0.0056272i,0.014194+0.00072911i,0.011753-0.0046713i,0.01376-0.009671i,0.014397-0.015523i,0.007025-0.015458i,-0.0041732-0.008012i,-0.010111-0.00079487i,-0.012517+0.0008256i,-0.01786+0.0026026i
-0.047232-0.018306i,-0.10515-0.018624i,-0.090828+0.012495i,0.056738+0.026593i,0.17652-0.019821i,0.12778-0.049318i,0.040867-0.01446i,0.018544+0.011487i,0.013632+0.011203i,0.0074927+0.012102i,-0.0012414+0.010871i,-0.017921+0.0085443i,-0.025177+0.0077118i,-0.018697+0.0074346i,-0.0080875+0.0080437i,-0.0036359+0.0067104i,-0.0073024+0.0084762i,-0.011717+0.017011i,-0.010195+0.022279i,-0.0036461+0.0163i,-0.0023755+0.0060455i,-0.0040316+2.5047e-05i,0.00096239-0.0044332i
0.067026-0.0072922i,0.12662-0.039342i,0.087645-0.080293i,-0.088906-0.058415i,-0.21049+0.026613i,-0.14774+0.066393i,-0.049887+0.025714i,-0.018509-0.013959i,-0.013596-0.030346i,-0.017251-0.034762i,-0.012586-0.027003i,0.0050306-0.023921i,0.014708-0.020356i,0.014877-0.010422i,0.01017-0.0043292i,0.0066459-0.0039805i,0.0077313-0.0077097i,0.0087875-0.014092i,0.0087622-0.01377i,0.0071856-0.0030481i,0.0060794+0.0083371i,0.0045501+0.013824i,-0.00017268+0.016446i
-0.063109+0.033331i,-0.10692+0.10353i,-0.04572+0.17832i,0.14156+0.15218i,0.24653+0.036973i,0.16667-0.026445i,0.063725-0.0010894i,0.030558+0.028542i,0.028189+0.035993i,0.030872+0.033314i,0.02326+0.025874i,0.0060995+0.02657i,-0.0049561+0.025565i,-0.0074839+0.016992i,-0.0058812+0.0074184i,-0.0068549+0.0029686i,-0.0089473+0.0084387i,-0.0028136+0.015885i,0.0083155+0.013103i,0.012256+0.0016034i,0.0081096-0.0055199i,0.0044409-0.0045612i,0.0058363-0.0072041i
0.038159-0.063085i,0.055358-0.1595i,-0.021788-0.22862i,-0.18346-0.1536i,-0.24153+0.00053512i,-0.1405+0.057913i,-0.049937+0.015006i,-0.040791-0.016649i,-0.055953-0.01206i,-0.05497+0.0017842i,-0.034143+0.0047172i,-0.013757-0.0095021i,-0.0046761-0.023626i,-0.0021169-0.025963i,-0.0022213-0.018467i,0.0008005-0.011584i,0.0029784-0.013651i,-0.0023113-0.019561i,-0.0089305-0.01974i,-0.0071888-0.011385i,0.0033696-0.0021329i,0.012247+0.00047021i,0.010966+0.0014163i
-0.010614+0.07676i,0.019678+0.18321i,0.14185+0.24284i,0.30237+0.14314i,0.3216-0.021205i,0.18381-0.074626i,0.077043-0.036253i,0.056552-0.016255i,0.056095-0.022282i,0.046007-0.025926i,0.025273-0.018196i,0.011172+0.0047553i,0.012448+0.023221i,0.016586+0.022551i,0.013443+0.01257i,0.0070701+0.0090042i,0.0071601+0.013165i,0.009308+0.013633i,0.0045449+0.0061226i,-0.0040884-0.0037123i,-0.009624-0.0082667i,-0.010389-0.0062869i,-0.0083662-0.0064526i
-0.019773-0.074913i,-0.091015-0.17938i,-0.23282-0.24043i,-0.36192-0.14818i,-0.33221+0.0023116i,-0.17586+0.050918i,-0.064502+0.027852i,-0.030677+0.024955i,-0.01715+0.036016i,-0.0073714+0.0342i,-0.00049582+0.018572i,-0.0054702-0.0045668i,-0.021107-0.015876i,-0.028929-0.0093957i,-0.020801-0.00034126i,-0.0085446-0.0014428i,-0.0070286-0.0074381i,-0.011713-0.006333i,-0.011133+0.0014332i,-0.0027984+0.0066905i,0.0063201+0.0029918i,0.007454-0.0045814i,0.0033631-0.0037832i
0.042685+0.059684i,0.14209+0.13725i,0.30025+0.16028i,0.40351+0.047791i,0.33129-0.085492i,0.15713-0.1025i,0.038006-0.059992i,-0.0030365-0.036459i,-0.0090533-0.029406i,-0.0061439-0.026198i,-0.0054085-0.013867i,0.0070808+0.0034146i,0.026439+0.0052898i,0.028643-0.004552i,0.017087-0.010218i,0.0081587-0.0093094i,0.0073351-0.007132i,0.0094279-0.0034171i,0.0083656+0.0016368i,0.0013587+0.0033069i,-0.0084502+0.0037168i,-0.012458+0.0076051i,-0.010596+0.0077684i
-0.061357-0.036526i,-0.19304-0.082929i,-0.38144-0.078244i,-0.48521+0.027928i,-0.38891+0.12622i,-0.18682+0.11316i,-0.047368+0.049336i,0.00032301+0.0084567i,0.0020433-0.0018633i,-0.0024013+0.0041782i,-0.0015075+0.0051976i,-0.012028+0.00063421i,-0.026527+0.0054801i,-0.026325+0.013039i,-0.014791+0.012794i,-0.0057455+0.0053009i,-0.0048752-0.0010982i,-0.0050636-0.0018831i,-0.00096171-0.0012777i,0.0059893-0.0016699i,0.0097923-0.0047847i,0.0079605-0.007724i,0.0062487-0.0056224i
0.073938+0.014588i,0.21228+0.028079i,0.3869-0.0020171i,0.45152-0.09205i,0.32981-0.14705i,0.13289-0.10336i,0.014705-0.029242i,-0.008083+0.0077448i,0.0025154+0.0051747i,0.0027011-0.0073917i,-0.0036582-0.0077786i,0.005559-0.0056865i,0.019183-0.011214i,0.019879-0.015959i,0.0083098-0.014112i,-0.0033309-0.0063038i,-0.0044685+0.00038487i,0.00022253-0.00025377i,0.0024555-0.0048815i,-0.0014704-0.0055189i,-0.0065632+0.0014197i,-0.0044574+0.0095384i,0.00090734+0.0098691i
-0.070797+0.010349i,-0.20615+0.039789i,-0.37738+0.11362i,-0.44194+0.21279i,-0.32382+0.23716i,-0.13193+0.15014i,-0.018816+0.049889i,-0.0027156+0.009758i,-0.013274+0.017227i,-0.0072968+0.026548i,0.0037769+0.017473i,-0.0017348+0.0090852i,-0.013668+0.015434i,-0.014049+0.022281i,-0.0048721+0.019112i,-0.0011708+0.0099525i,-0.0061828+0.0052198i,-0.00998+0.0073334i,-0.0096103+0.0092309i,-0.0051533+0.007195i,0.00018955+0.00097061i,0.00048171-0.0062219i,-0.00013917-0.0078402i
0.06024-0.032103i,0.18578-0.090281i,0.35411-0.17867i,0.42695-0.25258i,0.31803-0.22952i,0.13594-0.11895i,0.024795-0.025702i,-0.0013143+0.0028658i,0.00063555-0.0089877i,-0.0033282-0.019403i,-0.0086139-0.011782i,-0.00098346-0.0079343i,0.012393-0.01974i,0.014788-0.029139i,0.0071648-0.021088i,0.003777-0.0057731i,0.007735+0.00023849i,0.0089432-0.0014264i,0.0040789-0.0026937i,-0.0023221-0.00018974i,-0.0030086+0.0059023i,0.0018647+0.0089105i,0.0034075+0.004167i
-0.044241+0.048981i,-0.14621+0.13237i,-0.28681+0.24952i,-0.34129+0.32799i,-0.24027+0.27953i,-0.08147+0.13802i,0.013029+0.02315i,0.033259-0.01399i,0.031066-0.00090308i,0.031654+0.011216i,0.02637+0.005466i,0.0092913+0.007535i,-0.0040433+0.024185i,-0.0040327+0.032647i,0.0022972+0.022476i,0.0058657+0.0088765i,0.0057612+0.0048141i,0.0057731+0.005859i,0.0073044+0.0080501i,0.01022+0.0072857i,0.0092826+0.0012878i,0.0017968-0.0031116i,-0.0037889-0.0026271i
0.028521-0.055792i,0.10737-0.15972i,0.22806-0.30587i,0.29117-0.39178i,0.22426-0.3229i,0.086567-0.15434i,-0.0024557-0.018777i,-0.014655+0.027091i,-0.010144+0.01158i,-0.020581-0.0060291i,-0.02513-0.0037983i,-0.015426-0.0082305i,-0.011014-0.028534i,-0.01531-0.03923i,-0.01529-0.0284i,-0.007874-0.014611i,-0.0008518-0.011963i,0.00091324-0.013102i,0.00015652-0.011994i,0.00085126-0.0084472i,0.0041175-0.0036607i,0.0064213-0.0016451i,0.0031131-0.0011537i
-0.0076216+0.054233i,-0.060509+0.16282i,-0.15577+0.31052i,-0.21759+0.38648i,-0.17353+0.29953i,-0.066688+0.1139i,-0.0038551-0.028796i,-0.0038335-0.069899i,-0.0079592-0.046897i,0.0049233-0.02348i,0.013529-0.017228i,0.014553-0.0044669i,0.019064+0.017253i,0.024095+0.027677i,0.02121+0.018404i,0.011632+0.0032803i,0.0027604-0.0031484i,0.00017218-0.0040464i,0.0019641-0.0041304i,0.0036427-0.0046864i,0.0021208-0.0057731i,-0.0016493-0.0026344i,-0.0014143+0.0026205i
-0.0076958-0.049839i,0.013366-0.16089i,0.075725-0.31982i,0.13093-0.40937i,0.10921-0.32187i,0.041007-0.12066i,0.0082743+0.028702i,0.014735+0.057016i,0.0098908+0.026155i,-0.010452+0.01265i,-0.01739+0.018586i,-0.01647+0.014129i,-0.023776-4.923e-05i,-0.029287-0.0072362i,-0.024568-0.0037654i,-0.016152+0.00075718i,-0.011598+0.00051787i,-0.01201-0.00165i,-0.01407-0.0053882i,-0.014837-0.0089233i,-0.010851-0.0087034i,-0.0042961-0.0064182i,-0.00088002-0.0041877i
0.018232+0.040288i,0.016328+0.14482i,-0.029745+0.30872i,-0.093132+0.40892i,-0.10579+0.32019i,-0.071427+0.11651i,-0.051594-0.02559i,-0.051688-0.044201i,-0.033086-0.0075566i,-0.0047442+0.0062122i,0.0051256-0.0053466i,0.0063325-0.0095283i,0.016789-0.00036872i,0.026852+0.0066998i,0.022954+0.0041704i,0.0095865+0.0012479i,0.0002128+0.004343i,-0.002322+0.0087871i,-0.00063424+0.01161i,0.0013531+0.009801i,-0.00036264+0.0051318i,-0.0004915+0.0027448i,0.0039339+0.0015426i
-0.022738-0.032063i,-0.040057-0.12764i,-0.030314-0.28521i,0.007271-0.3827i,0.036183-0.29531i,0.042725-0.099956i,0.049861+0.032316i,0.0484+0.051945i,0.021866+0.025385i,-0.0030364+0.013882i,-0.0062681+0.01764i,-0.0022852+0.015064i,-0.0092674+0.0042827i,-0.020017-0.0024308i,-0.018947+0.0005342i,-0.0084526+0.0038615i,0.00032199+0.0036993i,0.0024864+0.0030482i,-0.0036965+0.0033833i,-0.011703+0.0054514i,-0.011314+0.005566i,-0.0063304+0.0011928i,-0.0056066-0.0026947i
0.028199+0.021663i,0.058726+0.10893i,0.072062+0.26929i,0.044314+0.38624i,-0.0029851+0.32197i,-0.037183+0.1316i,-0.056779-0.0097439i,-0.050302-0.038367i,-0.011887-0.021039i,0.018777-0.01814i,0.018204-0.022899i,0.010601-0.016562i,0.016995-0.0079199i,0.025336-0.006739i,0.020864-0.0082704i,0.011527-0.0055925i,0.0094535+0.00030554i,0.012829+0.0042895i,0.016901+0.0055087i,0.016436+0.0065957i,0.010223+0.0072635i,0.0042147+0.0057748i,0.0026162+0.0013403i
-0.026843-0.013477i,-0.068117-0.086444i,-0.10072-0.22824i,-0.082191-0.33582i,-0.018566-0.27835i,0.045595-0.10701i,0.086802+0.013922i,0.087984+0.03395i,0.048268+0.017568i,0.010004+0.016282i,-0.0002059+0.021702i,-0.0027905+0.017177i,-0.015173+0.011676i,-0.023791+0.012812i,-0.018474+0.013065i,-0.007535+0.007808i,-0.0023351+0.00017096i,-0.0016075-0.0051301i,-0.00036218-0.0030929i,0.0020638+0.0015526i,0.0036525+0.0031108i,0.0010687+0.0027683i,-0.0048649+0.0053341i
0.030282+0.0082822i,0.082364+0.067067i,0.1427+0.19689i,0.14884+0.30722i,0.078631+0.26559i,-0.019815+0.11404i,-0.088331+0.0042889i,-0.094437-0.019423i,-0.05444-0.018718i,-0.022632-0.028623i,-0.015343-0.033029i,-0.0095267-0.026076i,0.0032118-0.021265i,0.01162-0.019785i,0.0089543-0.015732i,0.0024728-0.010783i,-0.00019844-0.0081092i,0.00031094-0.0088888i,0.0037263-0.012097i,0.0094332-0.012704i,0.011189-0.0093265i,0.0091457-0.0046982i,0.0073084-0.0023376i
-0.025193-0.0082669i,-0.081862-0.056052i,-0.15556-0.17344i,-0.17388-0.28643i,-0.093355-0.26373i,0.022537-0.1358i,0.09344-0.043504i,0.089299-0.022876i,0.042327-0.014272i,0.012477+0.0077812i,0.011536+0.021127i,0.011427+0.021842i,0.0047403+0.023724i,-0.0012089+0.025784i,-0.00229+0.020659i,-0.00024372+0.010719i,-0.0011854+0.0028925i,-0.0053545+3.7186e-05i,-0.0089386-0.0019131i,-0.0086465-0.0051139i,-0.0051264-0.0063011i,-0.0014802-0.003689i,0.00013241+0.0017956i
0.022698+0.003371i,0.081911+0.036334i,0.17013+0.12531i,0.20291+0.21812i,0.12184+0.21135i,-0.0072323+0.12062i,-0.087995+0.052879i,-0.088295+0.033168i,-0.048738+0.02017i,-0.023998+0.0024825i,-0.022215-0.006482i,-0.020908-0.0079424i,-0.011914-0.012509i,-0.0039679-0.019649i,-0.002823-0.019302i,-0.0051833-0.010231i,-0.0061483-0.0015149i,-0.0064273+0.0025245i,-0.0073943+0.0010568i,-0.0086124-0.0040341i,-0.0078924-0.0070976i,-0.0032664-0.0070799i,0.0005557-0.008678i
-0.023491+0.0042435i,-0.087606-0.016396i,-0.19048-0.086178i,-0.24331-0.17428i,-0.167-0.1903i,-0.025635-0.12858i,0.066966-0.072321i,0.075429-0.041996i,0.043083-0.01417i,0.023736+0.0065974i,0.023135+0.01076i,0.022011+0.0066267i,0.016698+0.0072639i,0.012871+0.012054i,0.0095006+0.011609i,0.0057695+0.0067556i,0.0027341+0.0038916i,0.00060343+0.0046214i,-0.002387+0.0091884i,-0.0062385+0.012097i,-0.0070837+0.0091145i,-0.0049284+0.0047713i,-0.001364+0.0037311i
0.021596-0.0042742i,0.083076+0.0028562i,0.18275+0.051175i,0.23354+0.13036i,0.15716+0.16294i,0.022273+0.1304i,-0.062108+0.092504i,-0.068303+0.064847i,-0.036579+0.031375i,-0.01608+0.0043681i,-0.014667-0.0024966i,-0.014891+0.00066254i,-0.01376-0.00074831i,-0.014639-0.0053872i,-0.013144-0.005238i,-0.0075338-0.0019399i,-0.0015713+0.0016016i,0.0028197+0.0033314i,0.0037108+0.0045667i,0.00082085+0.00791i,-0.0023621+0.0093375i,-0.0047687+0.0062765i,-0.0072827+0.00122i
-0.01701+0.010001i,-0.075223+0.017812i,-0.17998-0.00078741i,-0.24802-0.054142i,-0.18868-0.09476i,-0.058977-0.099875i,0.030735-0.096766i,0.050008-0.081229i,0.033068-0.04407i,0.021458-0.012644i,0.020012-0.0026567i,0.015828-0.0030537i,0.011993-0.0014253i,0.011227+0.00098927i,0.0094368+0.0015967i,0.0070467+0.0010756i,0.0059137-0.00091889i,0.0058234-0.0026376i,0.0088593-0.0016077i,0.012186+0.0014095i,0.011622+0.0023771i,0.0080307+0.0017166i,0.0057509+0.002698i
0.013227-0.016648i,0.065003-0.033453i,0.16626-0.027271i,0.24219+0.024813i,0.19804+0.085087i,0.080474+0.10683i,-0.003037+0.10201i,-0.025429+0.078633i,-0.021753+0.038106i,-0.021943+0.0088879i,-0.024289+0.0019812i,-0.019624+0.0028677i,-0.014038+0.0035466i,-0.010894+0.0024507i,-0.0067974+0.00083588i,-0.004389+0.00085438i,-0.0031956+0.00084001i,-0.0018174-0.0015446i,-0.00035911-0.0045227i,0.0026527-0.0037802i,0.0048485-0.00063025i,0.0030744+0.00086969i,-0.0012312+8.0648e-05i
-0.0070915+0.018709i,-0.047261+0.043126i,-0.13096+0.060581i,-0.19777+0.031729i,-0.16449-0.030373i,-0.070462-0.074249i,-0.0075414-0.0894i,0.0085098-0.07439i,0.010115-0.040414i,0.015147-0.018835i,0.018218-0.013174i,0.016088-0.01075i,0.013696-0.0091927i,0.011725-0.0076312i,0.008386-0.0064654i,0.0056355-0.0067816i,0.0036036-0.0068634i,0.001311-0.0077692i,0.00020762-0.010602i,0.0014193-0.013412i,0.002581-0.012096i,0.0037958-0.0077506i,0.007149-0.0036036i
0.0056553-0.018322i,0.037591-0.052733i,0.11235-0.089649i,0.18491-0.078429i,0.17179-0.013955i,0.092279+0.049497i,0.029038+0.080515i,0.0037144+0.0742i,-0.0045807+0.0463i,-0.010038+0.02664i,-0.012379+0.020965i,-0.010565+0.01826i,-0.0090808+0.016326i,-0.0095107+0.013461i,-0.0081141+0.0086693i,-0.0056638+0.0053335i,-0.0046457+0.004118i,-0.004929+0.0056159i,-0.0069478+0.0062255i,-0.0084627+0.0038824i,-0.0072033+0.0019814i,-0.0059823+0.0017901i,-0.0072413+0.0031497i
-0.0032485+0.016592i,-0.023569+0.049986i,-0.084867+0.088684i,-0.15482+0.081782i,-0.15671+0.018096i,-0.097621-0.047193i,-0.044779-0.078235i,-0.017522-0.071676i,-0.0051964-0.04326i,-0.0010406-0.02185i,0.00084254-0.016733i,0.00089232-0.01728i,-0.00032-0.018154i,-0.00032824-0.018054i,-0.0014571-0.012586i,-0.0029802-0.0064794i,-0.0034597-0.004543i,-0.0043725-0.0036471i,-0.005781-0.0016181i,-0.006427-0.0012561i,-0.0044283-0.0026569i,-0.0004162-0.0037671i,0.0032322-0.0052567i
-0.0037482-0.012986i,0.0048858-0.046475i,0.043313-0.094658i,0.098384-0.10806i,0.11204-0.055813i,0.080951+0.013588i,0.051003+0.053253i,0.031173+0.053913i,0.01501+0.030116i,0.0045989+0.012088i,0.00043238+0.0080016i,0.0018242+0.0092573i,0.0044337+0.012475i,0.0046388+0.014418i,0.0030374+0.010533i,0.0012035+0.0061426i,0.00099969+0.0065212i,0.0042357+0.0084746i,0.0069215+0.0104i,0.005645+0.011871i,0.0037161+0.01018i,0.0024906+0.0069387i,7.4732e-05+0.0057109i
0.0067692+0.012426i,0.0046676+0.046007i,-0.025708+0.10119i,-0.082122+0.12775i,-0.10972+0.08424i,-0.090856+0.01365i,-0.065439-0.03429i,-0.044806-0.045298i,-0.021405-0.029701i,-0.0042611-0.014795i,0.00041395-0.011183i,-0.0016208-0.010298i,-0.0062591-0.0092745i,-0.0084399-0.0085525i,-0.0047704-0.0046988i,0.00025212-0.0020194i,0.0019944-0.0040661i,0.0014829-0.006166i,0.0021458-0.0063267i,0.0018244-0.0054976i,-0.0012211-0.0038898i,-0.0024791-0.0028799i,-0.00079491-0.0037575i
-0.0062283-0.0075027i,-0.012131-0.033123i,0.0005095-0.080317i,0.039644-0.10298i,0.069599-0.063047i,0.067958-0.0056408i,0.056288+0.024945i,0.040643+0.031295i,0.019083+0.024887i,0.0037023+0.017205i,1.1268e-05+0.014252i,0.0036275+0.012439i,0.0095508+0.0096379i,0.012479+0.006777i,0.0090058+0.0031968i,0.0048959+0.0022171i,0.0046305+0.0039775i,0.0045735+0.0036322i,0.0039589+0.0016661i,0.0038344+0.00086382i,0.0033972+0.0012023i,0.0008898+0.0021745i,-0.0016052+0.0040412i
