0.0010862+8.3481e-05i,0.00057134-0.00015285i,0.0011018-0.00093791i,6.3121e-05-0.001738i,-0.0022616-0.00071773i,-0.0025946+0.0011997i,-0.0010157+0.0027006i,0.00066354+0.0016533i,0.0010844-0.00030003i,0.00081897-0.0013719i,0.00025822-0.0016896i,-0.00029253-0.0013049i,-0.00091738-0.0010316i,-0.00098937-0.00028621i,-0.00085416+0.00038168i,-0.0011616+1.6356e-05i,-0.0012847-0.00048796i,-0.00099961-0.00031i,-0.00038492+0.00032375i,0.00026828+0.00087016i,0.00019118+0.00036593i,-0.00044037-0.00020143i,-0.00045592-0.00012648i
-0.013886+0.010526i,-0.039039+0.035385i,-0.064066+0.07539i,-0.049571+0.1191i,0.0067957+0.14934i,0.048602+0.13748i,0.04445+0.085243i,0.024917+0.039033i,0.012358+0.012002i,-0.0025998-0.010185i,-0.019297-0.0155i,-0.024224-0.003481i,-0.017152+0.0085573i,-0.008682+0.011998i,-0.007014+0.010883i,-0.0058289+0.018102i,0.003508+0.029373i,0.01344+0.031935i,0.013332+0.023749i,0.0026618+0.013026i,-0.0070867+0.0068058i,-0.0045717+0.0029372i,0.0051314+0.00063645i
-0.0071356-0.022918i,-0.027909-0.063392i,-0.05689-0.11019i,-0.069573-0.12032i,-0.053086-0.094159i,-0.030953-0.067206i,-0.023684-0.032983i,-0.012576+0.0092854i,0.0080402+0.022037i,0.010718+0.0078615i,-0.0013985+0.0034725i,-0.0065454+0.010342i,-0.005617+0.011568i,-0.0048522+0.0088607i,-0.0010964+0.0048391i,0.0026202-0.0043451i,0.0038616-0.015193i,0.0067595-0.021083i,0.011675-0.018789i,0.015417-0.0099224i,0.016326-0.0012431i,0.0096386-0.00020192i,-0.0036449-0.002748i
0.021798-0.0029598i,0.076258-0.015653i,0.14922-0.048877i,0.18006-0.11189i,0.13548-0.17449i,0.062951-0.17329i,0.015046-0.10331i,0.0010035-0.036114i,0.0054645-0.0032407i,0.015764+0.013745i,0.025842+0.019521i,0.026424+0.0087844i,0.015534-0.0077795i,0.0044519-0.014532i,0.0010778-0.0083444i,0.00059613+0.00072152i,-0.0051724+0.0074071i,-0.014488+0.011052i,-0.018806+0.0085294i,-0.015656+0.00087607i,-0.01021-0.0039502i,-0.0036146+0.00082499i,0.0052546+0.0076433i
0.004951+0.0294i,0.0037412+0.092607i,0.012698+0.17729i,0.028119+0.21169i,0.030927+0.16465i,0.022011+0.096423i,0.023857+0.038897i,0.024554-0.010402i,0.012328-0.030602i,0.0074844-0.020082i,0.011825-0.01054i,0.013008-0.0082036i,0.013166-0.0046658i,0.011647+0.00024047i,0.0080411+0.0044304i,0.0092936+0.0072874i,0.016077+0.0090044i,0.020518+0.01043i,0.016534+0.012432i,0.0069339+0.015508i,0.0010455+0.013535i,-0.00046169+0.00076939i,-0.0041649-0.013761i
-0.029442-0.0062834i,-0.10052-0.023343i,-0.20679-0.034086i,-0.28065-0.001594i,-0.2599+0.066256i,-0.16866+0.09755i,-0.067171+0.06885i,-0.0033036+0.020921i,0.011729-0.012526i,0.00099907-0.029406i,-0.013923-0.032785i,-0.022459-0.021549i,-0.016027-0.0056222i,-0.0029133+0.00010119i,0.00044966-0.0078691i,-0.0086869-0.0195i,-0.02325-0.027635i,-0.030832-0.032526i,-0.024833-0.03142i,-0.013185-0.024399i,-0.0071819-0.014025i,-0.0063508+0.0016566i,-0.0059656+0.017269i
0.021611-0.032742i,0.055039-0.103i,0.089593-0.2034i,0.088256-0.26112i,0.053614-0.22406i,0.024004-0.14037i,-0.0017075-0.063505i,-0.011984+0.00073066i,0.0015462+0.024718i,0.0046461+0.0093961i,-0.0080282-0.0019591i,-0.01444-0.0013891i,-0.015623-0.0017321i,-0.013896-0.0041025i,-0.0064733-0.0045991i,0.00090895-0.00031493i,0.0078723+0.0088864i,0.01338+0.018341i,0.011417+0.019035i,0.0035656+0.011756i,-0.00027277+0.005981i,0.005343+0.0011499i,0.013688-0.0067135i
0.031062+0.029305i,0.096163+0.077507i,0.19792+0.12926i,0.27954+0.1218i,0.28157+0.049546i,0.19279-0.007272i,0.081626-0.01009i,0.019604+0.010267i,0.0088799+0.023697i,0.013658+0.025411i,0.017568+0.025126i,0.023317+0.020598i,0.023294+0.0080944i,0.01576+0.00033147i,0.010826+0.0038859i,0.01483+0.0086901i,0.026165+0.0040327i,0.035732-0.0081626i,0.035485-0.014447i,0.028101-0.012223i,0.016348-0.012171i,-0.00272-0.011558i,-0.020088-0.0047302i
-0.030165+0.01855i,-0.092425+0.068129i,-0.16285+0.14456i,-0.17973+0.18831i,-0.13819+0.15839i,-0.081307+0.091408i,-0.02857+0.042995i,0.0058946+0.0087008i,0.012934-0.013406i,0.012028-0.0098672i,0.013754-0.0018457i,0.0106-0.0024859i,0.0051544-0.0058323i,-0.0025663-0.0092381i,-0.012438-0.0065156i,-0.021937+0.0035206i,-0.034283+0.016414i,-0.045534+0.024902i,-0.04628+0.021777i,-0.036827+0.014085i,-0.02066+0.013926i,0.0016902+0.016734i,0.017932+0.012916i
-0.010479-0.03153i,-0.043952-0.09957i,-0.111-0.17939i,-0.17339-0.20622i,-0.18311-0.17534i,-0.13491-0.11594i,-0.063622-0.055517i,-0.0090746-0.032322i,0.0051867-0.035493i,-0.0034291-0.030565i,-0.0080333-0.02287i,-0.012457-0.017231i,-0.015628-0.0052652i,-0.011944+0.0049229i,-0.0062839+0.0032312i,0.00036914-0.0042945i,0.0051681-0.0094695i,0.0094839-0.0049225i,0.015228+0.0074234i,0.018268+0.014259i,0.015323+0.0095642i,0.0052072-0.0016871i,-0.0058828-0.011586i
0.031094+0.0014187i,0.095647-0.01386i,0.17342-0.052128i,0.18927-0.08288i,0.14056-0.06013i,0.086083-0.030438i,0.040308-0.028231i,0.0094698-0.014562i,0.0042015-0.00074237i,0.0017803-0.0084138i,-0.0076592-0.010911i,-0.0078974-0.0049777i,0.00038034-0.0024497i,0.010918-0.0018693i,0.019066-0.004738i,0.018476-0.012689i,0.0086705-0.024289i,-0.0023355-0.036457i,-0.0061743-0.040735i,-0.007412-0.036599i,-0.012814-0.027239i,-0.016586-0.0058796i,-0.007502+0.017699i
-0.0024903+0.029966i,0.00090639+0.083982i,0.022798+0.16049i,0.05036+0.19203i,0.044171+0.16755i,0.019399+0.13828i,0.018112+0.10009i,0.023021+0.058494i,0.02298+0.042361i,0.026482+0.031371i,0.021121+0.014972i,0.0093511+0.0087069i,0.0015866+0.0076214i,-0.0025364+0.0049957i,-0.0038639+0.0053595i,-0.0014564+0.012001i,0.0079753+0.025794i,0.015757+0.035843i,0.0082896+0.03209i,-0.0035336+0.026973i,0.001602+0.022534i,0.014359+0.0028942i,0.011165-0.020845i
-0.02174+0.0014064i,-0.065616-0.004033i,-0.11589-0.0088118i,-0.11388-0.017378i,-0.05732-0.03909i,-0.026969-0.045302i,-0.021257-0.0030992i,0.0048056+0.030476i,0.022245+0.023116i,0.020405+0.013993i,0.019768+0.010842i,0.018671+0.0054728i,0.016068+0.0035066i,0.0087984+0.0045279i,0.00032848+0.0049097i,-0.0047045+0.0022439i,-0.0063487-0.0044793i,0.0020231-0.013023i,0.016708-0.018213i,0.026194-0.018478i,0.021605-0.014919i,0.0052798-0.0036502i,-0.007712+0.010507i
0.0057521-0.01569i,0.012235-0.052095i,0.023052-0.097416i,0.03996-0.12188i,0.070423-0.13328i,0.091759-0.14495i,0.050734-0.12605i,-0.00087343-0.078851i,-0.0082605-0.051246i,-0.010079-0.041636i,-0.016949-0.024699i,-0.012593-0.011731i,-0.0040923-0.011929i,-0.0010623-0.01615i,-0.0015257-0.013677i,-0.0033512-0.0039434i,-0.013198+0.007362i,-0.028402+0.015952i,-0.034828+0.014521i,-0.034379+0.0067156i,-0.032005+0.0056935i,-0.015226+0.011139i,0.012186+0.0070903i
0.0082378+0.0074578i,0.038726+0.015365i,0.055831+0.022158i,0.026401+0.02319i,-0.019647+0.022476i,-0.027103+0.0069605i,-0.0075627-0.034119i,-0.0099978-0.060024i,-0.018066-0.047599i,-0.014005-0.028823i,-0.014684-0.016736i,-0.017819-0.0049227i,-0.015599+0.0019363i,-0.0075753+0.0029628i,0.00089163-0.0019509i,0.0085028-0.0090151i,0.02296-0.015905i,0.035536-0.016533i,0.034118-0.0042716i,0.026199+0.0086184i,0.01731+0.0060004i,-0.0037189-0.0076824i,-0.029559-0.0066577i
-0.007071+0.01569i,-0.015754+0.045565i,-0.025993+0.068943i,-0.053634+0.058985i,-0.1285+0.052492i,-0.18019+0.080799i,-0.11959+0.11002i,-0.020682+0.093619i,0.013101+0.055358i,0.012148+0.036019i,0.017732+0.020198i,0.016654+0.0017077i,0.011286-0.0064329i,0.011092-0.0068753i,0.0067937-0.0046009i,-0.0072286+0.00088581i,-0.024239+0.0047851i,-0.03292-0.0025886i,-0.026113-0.016059i,-0.012274-0.023543i,-0.0020469-0.020608i,0.0091658-0.0068536i,0.023205+0.002032i
-0.019066-0.0033669i,-0.044027-0.013645i,-0.058008-0.013898i,-0.022137+0.0076234i,0.035732+0.024748i,0.037539+0.044435i,0.0069118+0.079925i,0.013314+0.097374i,0.035218+0.071485i,0.031669+0.034588i,0.020214+0.01798i,0.014647+0.011772i,0.0051194+0.0089228i,-0.0036144+0.01112i,-0.0010506+0.014778i,0.0086746+0.015699i,0.015869+0.021237i,0.01427+0.034556i,0.0033409+0.040854i,-0.0083867+0.03929i,-0.0066744+0.033762i,0.0039387+0.014426i,0.0026502-0.011307i
0.0046496-0.025408i,0.018352-0.057402i,0.036513-0.086747i,0.066704-0.078543i,0.14444-0.040463i,0.22264-0.035548i,0.18635-0.068715i,0.089909-0.073636i,0.043728-0.047579i,0.029032-0.035797i,0.007009-0.028451i,-0.0034821-0.0098164i,0.00053551+0.0024025i,-0.003423+0.0050406i,-0.0077355+0.0025277i,-0.0062129-0.011786i,-0.0084325-0.037054i,-0.0083498-0.057416i,-0.0042471-0.053857i,0.0017739-0.031127i,0.0021373-0.0091947i,-0.0075138+0.012388i,-0.0087598+0.037326i
0.019929+0.013583i,0.052486+0.034063i,0.076655+0.037849i,0.069648-0.014162i,0.036714-0.10045i,0.019963-0.14192i,0.027549-0.13076i,0.016912-0.10758i,-0.0042353-0.07761i,-0.010175-0.044323i,-0.0085553-0.024941i,-0.010907-0.020021i,-0.011471-0.022192i,-0.0082228-0.025056i,-0.0073018-0.015114i,-0.003817+0.012056i,0.0035552+0.040715i,0.010056+0.048603i,0.014534+0.02845i,0.0095669-0.003053i,-0.0012246-0.020291i,-0.0026645-0.024552i,0.00065837-0.032703i
-0.027016+0.024277i,-0.062834+0.057839i,-0.093195+0.081965i,-0.10643+0.064979i,-0.14872+0.0071079i,-0.22003-0.043371i,-0.21996-0.016682i,-0.13387+0.024604i,-0.06677+0.016345i,-0.043559+0.011518i,-0.019946+0.020503i,-0.0013693+0.015779i,0.0056975+0.011036i,0.018069+0.01014i,0.027785-0.0013923i,0.027656-0.015089i,0.032546-0.018468i,0.043652-0.010779i,0.04544+0.0022816i,0.033498+0.011036i,0.017206+0.0082044i,0.00085313+0.0015378i,-0.013961+0.0050294i
-0.018758-0.03635i,-0.04048-0.08181i,-0.072434-0.092302i,-0.10576-0.013286i,-0.12262+0.11316i,-0.094189+0.1851i,-0.045106+0.15554i,-0.012476+0.097696i,0.010316+0.063978i,0.019249+0.033725i,0.0084836+0.0094663i,-0.0011302+0.0025695i,0.00040313+0.0033483i,0.0014662+0.0035107i,-0.0081841-0.0012363i,-0.032479-0.009876i,-0.066847-0.01375i,-0.093765-0.0073449i,-0.091305+0.0065941i,-0.059304+0.016792i,-0.021959+0.019893i,0.0054605+0.018465i,0.025302+0.0098378i
0.039343-0.0071594i,0.094801-0.012554i,0.13358-0.028962i,0.12274-0.03747i,0.12228+0.011209i,0.16473+0.089486i,0.19452+0.094065i,0.1707+0.039098i,0.11599+0.01187i,0.072464+0.00086053i,0.036528-0.011339i,0.0085514-0.0067195i,-0.0070921+0.0019832i,-0.017928+0.0067377i,-0.012156+0.018776i,0.015191+0.030645i,0.042601+0.030531i,0.051524+0.01733i,0.035539-0.0029344i,0.010891-0.013916i,-0.0014602-0.013846i,-0.0086807-0.012792i,-0.023501-0.0068748i
-0.010228+0.042887i,-0.02301+0.09073i,-0.0030909+0.10006i,0.079189-0.0015419i,0.15523-0.17636i,0.13812-0.27266i,0.056992-0.20579i,0.013395-0.088275i,0.016425-0.044805i,0.0098906-0.036315i,0.0042871-0.013271i,0.015967-0.00051331i,0.026507-0.008143i,0.02551-0.018196i,0.017909-0.024164i,0.010994-0.029588i,0.0078335-0.037237i,0.0085194-0.044622i,0.010303-0.043353i,0.0065679-0.029568i,0.00011688-0.0094272i,0.0033999+0.0062332i,0.018036+0.010989i
-0.040561-0.027445i,-0.080454-0.061549i,-0.097529-0.080406i,-0.059902-0.073801i,-0.019301-0.11345i,-0.05416-0.19691i,-0.13339-0.18817i,-0.15018-0.095983i,-0.097276-0.040486i,-0.053576-0.02417i,-0.034683-0.0082069i,-0.024924-0.0036389i,-0.023341-0.009394i,-0.026777-0.010516i,-0.034858+0.00014181i,-0.041901+0.019443i,-0.038485+0.039507i,-0.024535+0.057279i,-0.0051546+0.063959i,0.01012+0.04936i,0.011884+0.025384i,0.0021613+0.0065435i,-0.012312-0.0081715i
0.040532-0.024686i,0.079776-0.043125i,0.075444-0.020186i,-0.030555+0.076938i,-0.16788+0.22435i,-0.18874+0.30916i,-0.089522+0.23796i,-0.014261+0.10642i,-0.0088482+0.043001i,-0.0021994+0.028886i,0.011641+0.0070365i,0.0065914-0.004308i,-8.23e-05+0.0087489i,0.0080358+0.020219i,0.024383+0.014266i,0.038274-0.0021062i,0.039609-0.020951i,0.031333-0.037362i,0.019816-0.043587i,0.0064231-0.038877i,-0.0034833-0.029169i,-0.0079472-0.011853i,-0.00078171+0.012297i
0.0056728+0.044773i,0.003206+0.095551i,-0.029291+0.12127i,-0.087832+0.11906i,-0.11877+0.16692i,-0.060853+0.2607i,0.067088+0.26614i,0.14183+0.16154i,0.11609+0.065529i,0.067625+0.023641i,0.038256+0.00080287i,0.020935-0.013769i,0.014348-0.018729i,0.014438-0.019667i,0.014254-0.024872i,0.003979-0.027059i,-0.01288-0.0083972i,-0.025124+0.019126i,-0.026512+0.03081i,-0.017052+0.029508i,-0.0037597+0.021971i,0.0067377+0.0022105i,0.0058832-0.023027i
-0.044418-0.017371i,-0.085686-0.045637i,-0.069896-0.10524i,0.041759-0.19387i,0.18347-0.29486i,0.24314-0.33468i,0.17477-0.25984i,0.088897-0.14518i,0.062228-0.075093i,0.0343-0.046866i,-0.0046801-0.014165i,-0.018552+0.019056i,-0.020546+0.028132i,-0.024149+0.027563i,-0.023009+0.035412i,-0.015597+0.041589i,0.0011+0.030797i,0.024138+0.011455i,0.035485+0.00020203i,0.029559-0.0003923i,0.017961+0.0054471i,0.0049506+0.014078i,-0.0064687+0.026035i
0.026112-0.037448i,0.067273-0.069517i,0.12287-0.078064i,0.17323-0.097196i,0.18105-0.19512i,0.092634-0.3093i,-0.042086-0.29544i,-0.093374-0.17087i,-0.062395-0.079774i,-0.03512-0.049172i,-0.023547-0.029723i,-0.0030935-0.016464i,0.018521-0.016886i,0.021385-0.023139i,0.01296-0.024981i,0.0083547-0.020062i,-0.0036452-0.016569i,-0.031514-0.023173i,-0.053162-0.03117i,-0.052176-0.031686i,-0.038927-0.027435i,-0.017893-0.019222i,0.0072802-0.018454i
0.028298+0.032904i,0.037796+0.078858i,0.0077848+0.11958i,-0.076438+0.13415i,-0.19654+0.13714i,-0.28169+0.14111i,-0.24781+0.14746i,-0.14752+0.13263i,-0.070213+0.08509i,-0.023299+0.041841i,-0.0010694+0.010838i,-0.0082544-0.010885i,-0.019801-0.01842i,-0.01932-0.021003i,-0.018255-0.024314i,-0.014809-0.02716i,0.0015723-0.01945i,0.027754+0.0064122i,0.045011+0.0268i,0.039401+0.025899i,0.021495+0.017376i,-0.00032704+0.0088622i,-0.023085+0.0086556i
-0.032653+0.0048584i,-0.073702-0.00038227i,-0.10962-0.014168i,-0.11994+0.026841i,-0.084314+0.15501i,-0.011012+0.26405i,0.045196+0.24544i,0.051748+0.1542i,0.041979+0.09235i,0.045743+0.059143i,0.045427+0.036429i,0.035957+0.029942i,0.024486+0.033304i,0.016062+0.039144i,0.011805+0.040946i,0.001155+0.03361i,-0.019781+0.010794i,-0.036487-0.02233i,-0.034852-0.035131i,-0.016229-0.019467i,0.007344-0.00094818i,0.021925+0.0083884i,0.029301+0.011198i
0.0078557-0.039615i,0.021572-0.062596i,0.049136-0.050597i,0.082057+0.013407i,0.14128+0.092901i,0.24099+0.12557i,0.28408+0.057577i,0.21859-0.038599i,0.12166-0.062321i,0.050148-0.043877i,0.0080239-0.032176i,-0.0055447-0.031815i,-0.0096182-0.038516i,-0.010793-0.03556i,-0.00019909-0.020668i,0.019897+0.00044447i,0.037876+0.03122i,0.036492+0.056815i,0.015433+0.053064i,-0.010153+0.027235i,-0.026433+0.0061904i,-0.024749-0.0044858i,-0.018332-0.013863i
0.028724+0.016667i,0.042225+0.031944i,0.023489+0.021748i,-0.029558-0.067415i,-0.091396-0.22704i,-0.13671-0.31159i,-0.10107-0.23635i,-0.0068537-0.14095i,0.029087-0.11595i,-0.0047419-0.08991i,-0.0281-0.038267i,-0.027685+0.002505i,-0.021234+0.020306i,-0.0091256+0.012725i,-0.0047955-0.0096289i,-0.015258-0.03021i,-0.009173-0.04519i,0.027057-0.051982i,0.053093-0.047039i,0.046318-0.029685i,0.024921-0.0077317i,0.009959+0.0065108i,0.0074188+0.011363i
-0.018417+0.0089544i,-0.029583+0.001016i,-0.020218-0.068341i,-0.005726-0.21061i,-0.054435-0.35277i,-0.17463-0.37565i,-0.2537-0.217i,-0.1927-0.028186i,-0.073465+0.024323i,-0.010307-0.00053376i,0.01192-0.013919i,0.028568-0.016953i,0.03799-0.016887i,0.028314-0.0050528i,0.010545+0.017789i,-0.0051797+0.038827i,-0.038656+0.051667i,-0.07856+0.055557i,-0.080441+0.052012i,-0.041143+0.035886i,-0.0024535+0.0076411i,0.00469-0.013422i,-0.0083315-0.015562i
-0.0051963-0.010089i,0.0049291-0.011284i,0.051499+0.032354i,0.12849+0.12712i,0.19799+0.23187i,0.19974+0.28054i,0.1254+0.22141i,0.036019+0.14618i,0.0034514+0.12226i,0.016581+0.085208i,0.0039362+0.030062i,-0.031323+0.0012893i,-0.045799-0.0044414i,-0.032696-0.001128i,-0.0040696+0.00097689i,0.033184-0.012903i,0.066885-0.031692i,0.075064-0.036517i,0.050963-0.030542i,0.013332-0.021215i,-0.012351-0.010365i,-0.01431+0.00032899i,-0.0017654+0.0094831i
0.013605-0.0039505i,0.0031443+0.0051169i,-0.037339+0.055027i,-0.066355+0.175i,-0.0088877+0.31246i,0.11496+0.32155i,0.18195+0.17938i,0.13335+0.043076i,0.06014+0.011625i,0.034374+0.019834i,0.03001+0.020701i,0.034322+0.028207i,0.043319+0.024681i,0.034255-0.0050214i,0.00037155-0.034532i,-0.042703-0.036415i,-0.070483-0.031519i,-0.068284-0.039899i,-0.048431-0.044996i,-0.028477-0.030789i,-0.010534-0.0048496i,0.0026746+0.0079179i,0.0023012+0.0010667i
0.013686+0.013898i,0.018531-0.00049651i,0.0048216-0.048018i,-0.035929-0.11259i,-0.068792-0.16938i,-0.051865-0.19513i,-0.021228-0.16313i,0.0040149-0.11139i,0.024665-0.092465i,0.018277-0.080505i,0.0089237-0.058537i,0.0075455-0.054309i,-0.0045759-0.054687i,-0.012857-0.02885i,-0.0020282+0.0088998i,0.019426+0.039554i,0.037544+0.068358i,0.044449+0.088235i,0.043539+0.080637i,0.037435+0.04985i,0.024822+0.018849i,0.010711+0.0084976i,0.0076615+0.015558i
-0.014362+0.015882i,-0.0089518+0.040932i,0.018908+0.043155i,0.030205-0.023783i,-0.019514-0.11793i,-0.099697-0.12988i,-0.10591-0.063692i,-0.036246-0.031264i,0.0047176-0.039834i,-0.0014408-0.025696i,-0.01003+0.0076118i,-0.022412+0.034473i,-0.029043+0.050457i,-0.006843+0.04085i,0.019701+0.0032416i,0.021962-0.03728i,0.01543-0.065263i,0.010949-0.077312i,-0.00038668-0.065703i,-0.013608-0.037097i,-0.017423-0.015337i,-0.01005-0.013517i,-0.0025423-0.027382i
-0.0093245-0.021266i,-0.043638-0.042232i,-0.085224-0.057324i,-0.1209-0.087941i,-0.1848-0.13221i,-0.25445-0.10186i,-0.20982+0.015035i,-0.067447+0.0831i,0.0212+0.055846i,0.025385+0.016389i,0.018432+0.0025398i,0.032626-0.010565i,0.037735-0.032649i,0.0053789-0.035141i,-0.03474-0.0056135i,-0.048926+0.028044i,-0.043964+0.049277i,-0.033087+0.058484i,-0.020134+0.050305i,-0.011424+0.035287i,-0.007044+0.027265i,-0.0067192+0.024655i,-0.014455+0.030098i
0.030375-0.0047538i,0.07345-0.040445i,0.11395-0.097139i,0.13815-0.14645i,0.16043-0.16899i,0.16832-0.15279i,0.11676-0.083476i,0.060765+0.0052517i,0.049566+0.029904i,0.028998-0.0074746i,-0.014782-0.029509i,-0.044341-0.017534i,-0.043379+0.0016206i,-0.019319+0.020049i,0.016059+0.029532i,0.039721+0.016192i,0.039606-0.0088799i,0.033158-0.023952i,0.030108-0.027834i,0.02512-0.030563i,0.013589-0.031859i,0.0028121-0.024974i,0.0054827-0.017834i
-0.0073244+0.04226i,0.0072051+0.11026i,0.059831+0.18342i,0.15702+0.24092i,0.29453+0.28268i,0.37763+0.22866i,0.29395+0.070075i,0.11845-0.023847i,0.025642-0.0011187i,0.033328+0.015903i,0.042421-0.00040207i,0.036583+0.0025356i,0.044991+0.0081773i,0.047844-0.019495i,0.021606-0.04818i,-0.0072669-0.034985i,-0.021236+0.00058207i,-0.030439+0.022468i,-0.030238+0.024543i,-0.01952+0.013489i,-0.014404+0.0021075i,-0.016547+0.0010858i,-0.017971+0.0044151i
-0.040998-0.021683i,-0.11173-0.036325i,-0.19311-0.010801i,-0.22862+0.074283i,-0.21777+0.17022i,-0.1896+0.19438i,-0.12151+0.14074i,-0.047018+0.061398i,-0.017338+0.015141i,0.00058099+0.01115i,0.021315-0.0058996i,0.01743-0.044111i,-0.0090949-0.056093i,-0.024132-0.030338i,-0.01472-0.00091969i,0.0044487+0.0011063i,0.024087-0.016024i,0.039098-0.022239i,0.038982-0.011839i,0.031716+0.0081778i,0.036057+0.023567i,0.045347+0.020139i,0.047475+0.0085075i
0.044027-0.032205i,0.09139-0.098614i,0.092273-0.17516i,0.022286-0.21446i,-0.066718-0.24249i,-0.11621-0.22012i,-0.10967-0.12657i,-0.062065-0.045791i,-0.019945-0.01457i,-0.019011+0.0031882i,-0.027356+0.034334i,-0.016842+0.058645i,-0.0016623+0.059771i,0.0097485+0.03954i,0.0093732+0.0045882i,-0.017517-0.017545i,-0.057231-0.019415i,-0.081518-0.020953i,-0.07997-0.019432i,-0.062103-0.012174i,-0.043249-0.011471i,-0.037507-0.01348i,-0.042848-0.009787i
0.0049924+0.066771i,0.035834+0.15121i,0.089652+0.19031i,0.10973+0.099289i,0.068224-0.041561i,0.035104-0.10094i,0.03435-0.088515i,0.046298-0.073301i,0.052489-0.069139i,0.030441-0.052257i,0.0037659-0.015761i,-0.003908+0.0099023i,-0.0065316+0.0057686i,-0.013734+0.00043683i,-0.0069516+0.015698i,0.027409+0.030644i,0.070791+0.034089i,0.094143+0.027718i,0.07689+0.0057565i,0.031467-0.0084978i,4.9921e-05+0.0016717i,0.0015231+0.013579i,0.01162+0.014157i
-0.062286-0.02056i,-0.15476-0.032991i,-0.22607-0.037734i,-0.24085-0.059186i,-0.26965-0.074953i,-0.2795-0.03299i,-0.16615+0.056294i,-0.0043469+0.072198i,0.060411-0.0053221i,0.038892-0.053792i,0.012478-0.048525i,-0.0025478-0.037506i,-0.011022-0.0297i,-0.004307-0.016561i,0.0075845-0.0095962i,-0.0035397-0.015786i,-0.027336-0.02314i,-0.031156-0.022276i,-0.01472-0.014733i,0.0029201-0.0089745i,0.01067-0.0075648i,0.0060359-0.0087355i,-0.005889-0.014503i
0.050995-0.050307i,0.11565-0.14806i,0.156-0.25953i,0.18297-0.29883i,0.24767-0.27336i,0.23903-0.22479i,0.12419-0.10194i,0.069409+0.054077i,0.092614+0.094841i,0.081814+0.023575i,0.039128-0.03216i,0.019829-0.03583i,0.017942-0.034591i,-0.0056465-0.035075i,-0.041319-0.0088161i,-0.050177+0.038838i,-0.035314+0.077135i,-0.024048+0.088532i,-0.014674+0.073599i,-0.0043073+0.039546i,-0.010594+0.0098938i,-0.021203+0.012643i,-0.0091094+0.03084i
0.014739+0.075281i,0.062042+0.1829i,0.11547+0.2876i,0.16713+0.32616i,0.25286+0.28984i,0.32279+0.189i,0.26369+0.037163i,0.13128-0.041067i,0.072886-0.0070717i,0.08206+0.015089i,0.060656-0.0052058i,0.015543-0.00031098i,0.0056165+0.028094i,0.031597+0.029835i,0.058126-0.0036947i,0.065268-0.048342i,0.059686-0.082718i,0.051868-0.094182i,0.039345-0.083032i,0.023691-0.05709i,0.016138-0.0346i,0.013157-0.029692i,0.0083115-0.033468i
-0.080279-0.013038i,-0.17564-0.0076403i,-0.21478+0.029628i,-0.16883+0.076881i,-0.17368+0.11106i,-0.23636+0.1286i,-0.22928+0.10309i,-0.17484+0.042007i,-0.13424+0.020141i,-0.07809+0.046846i,-0.0076402+0.043971i,0.029778-0.0026571i,0.031337-0.037196i,0.019598-0.044914i,-0.0061085-0.043618i,-0.038797-0.029535i,-0.061269+0.003187i,-0.060657+0.043921i,-0.035005+0.071125i,-0.0054763+0.071014i,0.011904+0.054543i,0.015199+0.037897i,0.0080167+0.029758i
0.042573-0.071447i,0.056981-0.19085i,-0.008129-0.31582i,-0.1234-0.34484i,-0.15302-0.27684i,-0.10578-0.18055i,-0.087726-0.069893i,-0.079775+0.0041978i,-0.069421+0.0071257i,-0.081046+0.0053096i,-0.07917+0.032893i,-0.058793+0.051378i,-0.054878+0.053277i,-0.047498+0.064438i,-0.015051+0.080125i,0.01569+0.072907i,0.020922+0.034254i,0.00015311-0.015973i,-0.031167-0.043315i,-0.041863-0.028464i,-0.023601-0.0032011i,-0.0083862-0.0051686i,-0.014165-0.017331i
0.045771+0.097924i,0.14377+0.23408i,0.25883+0.37046i,0.29012+0.41125i,0.23133+0.32215i,0.1939+0.13607i,0.2009-0.037052i,0.17759-0.10124i,0.12521-0.10688i,0.066127-0.10811i,0.0063667-0.066963i,-0.0048567+0.001827i,0.031081+0.018859i,0.049225-0.01933i,0.045683-0.053075i,0.042465-0.051949i,0.041055-0.025188i,0.040474-0.0047661i,0.030879-0.0093553i,0.0064844-0.025087i,-0.020112-0.029765i,-0.026729-0.01521i,-0.013976+0.0053931i
-0.10632-0.021802i,-0.21376-0.069654i,-0.26596-0.20129i,-0.25901-0.4014i,-0.31781-0.45264i,-0.36546-0.19273i,-0.18557+0.11438i,0.11128+0.15883i,0.24746+0.050447i,0.20542-0.016293i,0.12209-0.041033i,0.045211-0.066083i,-0.025248-0.074856i,-0.061232-0.037847i,-0.054809+0.0045638i,-0.029024+0.0070062i,0.0068826-0.013i,0.044466-0.021241i,0.058727-0.013597i,0.040021-0.0012506i,0.021198+0.017207i,0.024482+0.024642i,0.024553+0.0048042i
