-0.0016773+0.0013466i,-0.0011186+0.0013747i,-0.0020949+0.00079411i,-0.0021019+0.00097023i,-0.0017445+0.0008416i,-0.0019371+0.00048791i,-0.0013368+0.0012824i,-8.5076e-05+0.0018657i,0.00017521+0.00090042i,1.8244e-05+8.5637e-06i,0.00027195-5.9506e-05i,0.00059892-0.00018535i,0.00022707-0.00011732i,-0.00098945+0.00015694i,-0.0013795+0.00022729i,-0.00059013-0.0002562i,0.00015886+0.00022886i,0.0001592+0.0007471i,-0.00026951+6.7631e-05i,-0.00013746+0.00069593i,0.00039944+0.0011909i,0.00056277+6.448e-05i,-0.00034567-0.00037464i
-0.13175+0.98552i,0.0053125+0.43094i,-0.028404+0.047753i,-0.064647+0.030489i,-0.04352+0.068096i,-0.038463+0.050555i,-0.027006+0.033632i,-0.01161+0.020691i,-0.011064+0.019506i,-0.0077017+0.015624i,-0.0083124-4.9592e-05i,-0.011468-0.00034738i,-0.0081984+0.013028i,-1.1449e-05+0.021169i,0.0039409+0.018112i,0.0027935+0.014523i,0.0069506+0.012911i,0.0062967+0.009042i,-0.0032241+0.010815i,-0.0069441+0.015074i,-0.0036963+0.01291i,0.00052784+0.010852i,0.0037179+0.010869i
-0.44631-0.60194i,-0.27921-0.18828i,-0.042093+0.010578i,0.044122-0.010552i,0.046368-0.0098407i,0.056564+0.020615i,0.054431+0.021816i,0.039789+0.0044355i,0.025501-0.010477i,0.020737-0.013594i,0.022969-0.010045i,0.021267-0.0092699i,0.018661-0.01875i,0.0121-0.035108i,0.0026152-0.042559i,-0.0016598-0.04063i,-0.0063748-0.039204i,-0.0065661-0.033841i,0.0032344-0.027767i,0.009947-0.024976i,0.0044435-0.020978i,-0.0068859-0.015686i,-0.010715-0.0093524i
0.76883+0.24968i,0.45949-0.051437i,0.060703-0.1422i,-0.12092-0.094748i,-0.14431-0.11192i,-0.14182-0.12202i,-0.10312-0.050829i,-0.036878+0.019329i,0.0036036+0.036618i,0.0055671+0.030541i,0.0036091+0.023187i,0.012349+0.018646i,0.021163+0.025087i,0.025052+0.03952i,0.023157+0.048734i,0.018834+0.051243i,0.021178+0.051316i,0.024313+0.044405i,0.021951+0.03573i,0.019868+0.031039i,0.02029+0.025593i,0.019252+0.01749i,0.011368+0.0088292i
-0.91973-0.083019i,-0.61569+0.1404i,-0.17355+0.18561i,0.0796+0.10943i,0.12804+0.085678i,0.11094+0.081902i,0.077025+0.034595i,0.033581-0.011716i,-0.0041246-0.025726i,-0.028172-0.021076i,-0.037439-0.011924i,-0.037896-0.0078067i,-0.037052-0.014286i,-0.035587-0.024987i,-0.033217-0.0342i,-0.032085-0.038733i,-0.035191-0.036381i,-0.034948-0.026904i,-0.027579-0.022038i,-0.022406-0.027011i,-0.019473-0.030043i,-0.012416-0.025334i,-0.003674-0.018125i
0.92421-0.34806i,0.61736-0.42033i,0.21379-0.31264i,-0.043834-0.18273i,-0.12964-0.10371i,-0.10408-0.03284i,-0.045941+0.025888i,0.00014374+0.047838i,0.030932+0.042554i,0.054265+0.021843i,0.061512-0.0069022i,0.04605-0.020698i,0.026696-0.0069396i,0.017539+0.01586i,0.021902+0.0324i,0.034001+0.040379i,0.042328+0.038649i,0.042398+0.028248i,0.035877+0.018916i,0.030861+0.019493i,0.0262+0.022251i,0.01618+0.01557i,0.0010967+0.0068062i
-0.79187+0.99532i,-0.48466+0.82497i,-0.18185+0.46723i,-0.0081454+0.22095i,0.045109+0.089063i,0.010853+0.015094i,-0.017859-0.014308i,-0.024013-0.028192i,-0.032425-0.026169i,-0.039406-0.0070248i,-0.039538+0.012899i,-0.025872+0.022354i,-0.0047434+0.013226i,0.0059953-0.0089248i,-0.0030557-0.027462i,-0.019256-0.031169i,-0.024138-0.024967i,-0.019782-0.01676i,-0.01584-0.010392i,-0.01864-0.011663i,-0.025934-0.013818i,-0.026752-0.0068211i,-0.014361+0.0010649i
0.23694-1.2602i,0.11244-0.93375i,0.034246-0.53005i,-0.049105-0.29008i,-0.064072-0.13636i,0.0052405-0.05733i,0.04216-0.015813i,0.053091+0.025625i,0.061789+0.028123i,0.047884+0.004567i,0.026741-0.006382i,0.013376-0.00090032i,0.004429+0.0063591i,-0.0053051+0.013217i,-0.005605+0.028462i,0.010279+0.040938i,0.024759+0.038447i,0.027753+0.024584i,0.026235+0.0088489i,0.028612+0.0055146i,0.035699+0.0069758i,0.035653+0.0018972i,0.019113-0.0024269i
0.57562+0.94431i,0.31342+0.6263i,0.062344+0.39656i,0.04959+0.2627i,0.040857+0.11336i,-0.043622+0.054417i,-0.066428+0.054537i,-0.050246+0.03327i,-0.047631+0.023715i,-0.039291+0.027268i,-0.023388+0.019293i,-0.0098281+0.0043726i,-0.0031768-0.0021038i,0.001735-0.00010933i,0.0066716-0.007644i,0.002094-0.027911i,-0.016302-0.04094i,-0.033174-0.031551i,-0.034507-0.015356i,-0.031291-0.013357i,-0.030622-0.012965i,-0.02274-0.005813i,-0.0077637-0.0032393i
-0.98785-0.33216i,-0.45128-0.20233i,-0.040518-0.23529i,0.0018617-0.23241i,5.1338e-05-0.13165i,0.035581-0.074271i,0.036551-0.05225i,0.036796-0.038129i,0.042256-0.036414i,0.04613-0.03162i,0.04885-0.027367i,0.038956-0.027797i,0.014986-0.024114i,-0.006138-0.0068997i,-0.0069285+0.016117i,0.009203+0.032923i,0.032803+0.041041i,0.048871+0.029689i,0.041536+0.0089663i,0.02397+0.0044078i,0.015975+0.0063678i,0.010093+0.0024363i,-0.0025084+0.0022607i
0.69695-0.29869i,0.18951-0.13844i,-0.094085+0.095636i,-0.08973+0.1156i,-0.099934+0.035713i,-0.089004+0.035947i,-0.020374+0.051286i,0.011032+0.049998i,0.013747+0.046813i,0.0027674+0.027958i,-0.022171+0.014049i,-0.032587+0.018852i,-0.013486+0.022513i,0.015426+0.0083086i,0.021851-0.012248i,0.0033552-0.024261i,-0.020469-0.024683i,-0.032188-0.0086992i,-0.026106+0.010503i,-0.014963+0.012848i,-0.008344+0.0067457i,-0.0014794+0.0051657i,0.0085306+0.0026934i
-0.2615+0.77548i,0.089719+0.39279i,0.18317-0.014803i,0.096168-0.11812i,0.067205-0.08119i,0.042014-0.070621i,-0.0041171-0.05232i,-0.016056-0.034264i,-0.019274-0.030638i,-0.015834-0.021263i,-0.002222-0.016462i,-0.0014403-0.016358i,-0.014812-0.011434i,-0.029373-0.00056038i,-0.029792+0.0095584i,-0.015058+0.015943i,0.0049766+0.017002i,0.020491+0.0055038i,0.019678-0.0064664i,0.010692-0.0045415i,0.0066438-0.0012487i,0.0023825-0.005704i,-0.0052249-0.0091562i
-0.0097181-0.86326i,-0.25185-0.47593i,-0.27012-0.044995i,-0.17389+0.10268i,-0.12243+0.099679i,-0.073077+0.082392i,-0.020738+0.053227i,0.0096308+0.038825i,0.030152+0.029601i,0.020725+0.012867i,-0.0017622+0.015419i,0.00069774+0.022717i,0.015335+0.020828i,0.025886+0.017447i,0.032638+0.0073966i,0.031212-0.0090075i,0.016303-0.020546i,-0.0018729-0.013496i,-0.0047335-0.00052852i,0.0030484-0.0021011i,0.0081566-0.0069008i,0.011714-0.0064934i,0.0098224-0.0053383i
0.42227+0.81796i,0.54313+0.48856i,0.42345+0.09087i,0.23801-0.077759i,0.11926-0.092754i,0.038956-0.057736i,0.001463-0.015566i,-0.0016508-0.0088357i,-0.0041502-0.011366i,0.008378-0.0040901i,0.023569-0.007609i,0.014738-0.010301i,-0.0038886-0.0044729i,-0.017926-2.6024e-05i,-0.029986+0.01183i,-0.029532+0.032623i,-0.0095608+0.04048i,0.011628+0.021423i,0.012103+0.0029238i,-0.0015834+0.0084705i,-0.010869+0.018278i,-0.013234+0.020159i,-0.0090618+0.017102i
-0.9401-0.76545i,-0.91394-0.42246i,-0.57494-0.085623i,-0.27294+0.028843i,-0.12364+0.041197i,-0.028795+0.031742i,0.023138+0.010239i,0.033589+0.0025423i,0.029261-0.0066068i,0.0096175-0.01334i,-0.0045977-0.0046392i,0.00062854+0.00038789i,0.017332+0.00084413i,0.034905+0.0020739i,0.046274-0.0113i,0.039305-0.034749i,0.01367-0.041961i,-0.0062413-0.021254i,-0.0047053-0.0023431i,0.0055734-0.0091088i,0.010891-0.023079i,0.0093979-0.028281i,0.0025415-0.022742i
1.2575+0.4348i,1.1351+0.15904i,0.64836-0.058725i,0.25219-0.099783i,0.078871-0.088307i,-0.010995-0.062809i,-0.042949-0.012771i,-0.027115+0.0085659i,-0.02026+0.0046435i,-0.017821+0.0029676i,-0.011787+0.0021394i,-0.0059957+0.0076842i,-0.0075817+0.011845i,-0.024389+0.012184i,-0.038031+0.026022i,-0.031346+0.043471i,-0.014552+0.042702i,-0.0025609+0.024022i,0.0013444+0.0084107i,0.0026973+0.013565i,0.0073632+0.025138i,0.013946+0.023949i,0.013578+0.010159i
-1.2328+0.19371i,-1.0644+0.25024i,-0.61141+0.20897i,-0.25807+0.12531i,-0.10197+0.076312i,-0.025795+0.046554i,-0.00026741+0.0079897i,-0.014916-0.0025742i,-0.016041+0.0076703i,-0.0078845+0.0020129i,-0.0058361-0.0061463i,-0.0063934-0.0065904i,-0.0026614-0.0064821i,0.015283-0.012331i,0.033643-0.032983i,0.032159-0.054206i,0.016431-0.054511i,0.004162-0.03439i,-0.0012161-0.015365i,-0.0061192-0.016413i,-0.016404-0.024766i,-0.026334-0.020076i,-0.027176-0.00354i
0.9607-0.60024i,0.85617-0.50806i,0.5088-0.294i,0.22037-0.13314i,0.074808-0.069371i,0.0090605-0.022335i,0.01149+0.023449i,0.04289+0.021624i,0.046516+0.0038913i,0.036883+0.0082327i,0.032285+0.01028i,0.029531+0.0011936i,0.022454-0.0047008i,0.0051907+0.0058924i,-0.012849+0.032406i,-0.019512+0.058851i,-0.0090025+0.067549i,0.0068912+0.048555i,0.012209+0.023883i,0.014803+0.020798i,0.025315+0.024005i,0.031899+0.014952i,0.029626+0.0014704i
-0.57884+0.59078i,-0.59596+0.49481i,-0.36542+0.2608i,-0.1644+0.064913i,-0.083513+0.011067i,-0.028592+0.009733i,-0.006699-0.0028312i,-0.014837+0.01132i,-0.010683+0.022924i,-0.011552+0.0080042i,-0.018343+0.004119i,-0.015387+0.014863i,-0.0086126+0.020576i,-0.00076346+0.009483i,0.0038109-0.017945i,0.0025354-0.042518i,-0.0045086-0.050919i,-0.01284-0.037921i,-0.013729-0.017183i,-0.016854-0.012921i,-0.028162-0.014079i,-0.031164-0.0052254i,-0.024161+0.0023008i
0.37226-0.44112i,0.45539-0.41399i,0.28979-0.24241i,0.11975-0.082704i,0.065002-0.048956i,0.021229-0.061137i,-0.0071426-0.036001i,0.0031469-0.029543i,0.00086033-0.044081i,-0.0076532-0.036337i,-0.0045941-0.024921i,-0.0067809-0.023404i,-0.01218-0.019139i,-0.014645-0.0028667i,-0.011408+0.02493i,0.00039014+0.049015i,0.012143+0.053036i,0.016531+0.03596i,0.017106+0.017942i,0.026836+0.013801i,0.041767+0.0078484i,0.043307-0.0067732i,0.030807-0.017354i
-0.31376+0.42943i,-0.38924+0.40665i,-0.27991+0.21514i,-0.17903+0.067112i,-0.1452+0.058124i,-0.086416+0.082948i,-0.036755+0.055313i,-0.026226+0.037058i,-0.010705+0.042187i,0.0062657+0.028891i,0.014437+0.010754i,0.023062+0.0061077i,0.028895+0.0052948i,0.031352-0.0040614i,0.028875-0.023834i,0.018337-0.041909i,0.0054878-0.046217i,-0.0027441-0.033258i,-0.0056574-0.016296i,-0.017236-0.011081i,-0.035697-0.0057453i,-0.042327+0.0074157i,-0.038007+0.01795i
0.29506-0.48296i,0.36453-0.4652i,0.28589-0.25461i,0.21973-0.088891i,0.18274-0.079681i,0.092446-0.083267i,0.032116-0.020706i,0.031729+0.0096997i,0.019584+0.0020597i,0.00061312+0.01019i,-0.010215+0.018243i,-0.021135+0.017836i,-0.022646+0.017378i,-0.01881+0.022278i,-0.012198+0.034741i,-0.0053078+0.044978i,-0.0015147+0.047869i,0.005265+0.040639i,0.011474+0.024275i,0.020336+0.011592i,0.03496+0.002264i,0.037913-0.0095866i,0.029745-0.015819i
-0.14232+0.37693i,-0.23194+0.41634i,-0.19952+0.26226i,-0.18163+0.10968i,-0.17418+0.10122i,-0.081429+0.10726i,-0.0054564+0.049133i,0.0035437+0.016398i,0.008753+0.012023i,0.010831-0.0078638i,0.0072592-0.022296i,0.015117-0.022526i,0.022295-0.021096i,0.018008-0.023174i,0.010354-0.030515i,0.0063835-0.038777i,0.0022873-0.044735i,-0.004699-0.042757i,-0.013836-0.030248i,-0.023744-0.014156i,-0.033155+0.0020643i,-0.03104+0.015993i,-0.019225+0.018914i
0.032747-0.22454i,0.11662-0.34092i,0.10932-0.28146i,0.1339-0.20683i,0.15173-0.22504i,0.06833-0.19642i,0.0056113-0.091803i,0.010433-0.039221i,0.0094275-0.035579i,0.002608-0.017876i,0.0034731+0.0054646i,-0.0029311+0.01746i,-0.010343+0.02147i,-0.0070042+0.021249i,-0.0031748+0.020594i,-0.0048721+0.030209i,0.00087426+0.046115i,0.014818+0.047784i,0.026539+0.032964i,0.03585+0.014771i,0.040739-0.0022019i,0.034189-0.016567i,0.018636-0.023101i
-0.15172+0.17993i,-0.14436+0.26139i,-0.1161+0.18885i,-0.17824+0.15794i,-0.214+0.21616i,-0.12531+0.19183i,-0.051219+0.081143i,-0.041121+0.027966i,-0.028442+0.030656i,-0.013599+0.021135i,-0.0056099-0.00022162i,0.0059291-0.020397i,0.010205-0.031302i,0.0057543-0.028152i,0.008777-0.022698i,0.017451-0.031578i,0.01047-0.050133i,-0.011033-0.051174i,-0.025167-0.031875i,-0.030924-0.013243i,-0.031306-0.002008i,-0.02354+0.005258i,-0.015299+0.010898i
0.34426-0.24024i,0.26083-0.27979i,0.16798-0.17609i,0.17933-0.14717i,0.17721-0.20183i,0.088282-0.16335i,0.031447-0.044274i,0.029732+0.01288i,0.017945+0.0081359i,0.0045181+0.0067818i,0.0022829+0.01289i,-0.00090348+0.024378i,-0.00045709+0.034781i,-0.0027896+0.032176i,-0.014751+0.028948i,-0.023728+0.039328i,-0.012552+0.055521i,0.011583+0.053713i,0.02579+0.032049i,0.028135+0.014504i,0.026618+0.0062124i,0.020059+0.0011979i,0.013122-0.0030515i
-0.28243+0.35865i,-0.26316+0.37273i,-0.2144+0.25814i,-0.20945+0.22165i,-0.17359+0.25659i,-0.077523+0.20274i,-0.021277+0.089816i,-0.011274+0.033469i,0.0026075+0.021259i,0.0086337+0.0055523i,-1.5726e-05-0.010126i,-0.0076644-0.024114i,-0.010592-0.028161i,-0.0010285-0.018583i,0.017222-0.017715i,0.022509-0.03499i,0.0064537-0.052377i,-0.01662-0.048849i,-0.026243-0.029136i,-0.025097-0.016881i,-0.025527-0.015859i,-0.023459-0.013728i,-0.016167-0.0054006i
0.090119-0.50879i,0.12902-0.51136i,0.16847-0.37137i,0.21808-0.31825i,0.19842-0.33554i,0.10048-0.25386i,0.044847-0.11682i,0.045893-0.049634i,0.037827-0.038493i,0.020613-0.024822i,0.013919-0.0034872i,0.016205+0.014383i,0.019708+0.018006i,0.0095842+0.012464i,-0.010991+0.020378i,-0.016474+0.04584i,0.0054595+0.063913i,0.034127+0.055404i,0.043193+0.030683i,0.03756+0.01455i,0.034123+0.014313i,0.030085+0.014083i,0.017227+0.0035616i
0.02331+0.50905i,0.015573+0.51037i,-0.065932+0.35475i,-0.17289+0.28939i,-0.18882+0.29034i,-0.10962+0.21115i,-0.050737+0.09813i,-0.040253+0.04557i,-0.03309+0.038578i,-0.019217+0.030932i,-0.0096252+0.014436i,-0.008174-0.0012979i,-0.0071068-0.0083188i,0.0054132-0.010884i,0.025246-0.020653i,0.029192-0.043394i,0.0026097-0.060551i,-0.031153-0.052273i,-0.042784-0.029141i,-0.039575-0.012329i,-0.035902-0.0095234i,-0.02966-0.010097i,-0.017207-0.0027i
-0.099722-0.39601i,-0.094422-0.40243i,0.027461-0.30487i,0.13717-0.29561i,0.12879-0.29885i,0.050257-0.19858i,0.0045297-0.078793i,0.00050736-0.033525i,-0.004109-0.034827i,-0.012392-0.029387i,-0.010056-0.014489i,-0.0026615-0.002648i,-0.0030798+0.0034844i,-0.017767+0.00857i,-0.035478+0.02114i,-0.030741+0.04129i,0.0015556+0.051156i,0.03223+0.037841i,0.038885+0.016403i,0.032864+0.0076251i,0.029301+0.010745i,0.0264+0.012181i,0.016294+0.0064302i
0.20987+0.34713i,0.13951+0.32272i,-0.053227+0.26903i,-0.17179+0.29102i,-0.148+0.28151i,-0.065068+0.18017i,-0.0080415+0.081927i,0.012163+0.052067i,0.02701+0.054552i,0.036127+0.037758i,0.025634+0.0095347i,0.0095141-0.0067383i,0.0061854-0.0083022i,0.022316-0.0065704i,0.042166-0.020561i,0.03285-0.04539i,-0.0055691-0.050856i,-0.036841-0.028465i,-0.037169-0.0050604i,-0.023103-0.0018699i,-0.016285-0.010393i,-0.014482-0.014935i,-0.0090199-0.01188i
-0.27858-0.32475i,-0.15964-0.3315i,0.056387-0.3163i,0.17108-0.32672i,0.15714-0.28273i,0.089516-0.16125i,0.037182-0.056517i,0.016159-0.021442i,-0.0012122-0.025965i,-0.016455-0.020152i,-0.014714-6.8796e-05i,-0.0040565+0.011241i,-0.0017468+0.01002i,-0.018037+0.013105i,-0.037302+0.031687i,-0.027986+0.054402i,0.0089649+0.056173i,0.039391+0.030265i,0.040504+0.0058762i,0.026906+0.0027559i,0.019716+0.0084856i,0.017945+0.010738i,0.010559+0.0064795i
0.33338+0.21138i,0.20805+0.27825i,-0.01488+0.30177i,-0.15214+0.30395i,-0.17276+0.24725i,-0.12402+0.13544i,-0.060611+0.051991i,-0.012425+0.022363i,0.016768+0.013876i,0.022629+0.005013i,0.012748-0.0012096i,0.003421-0.0013102i,0.0067907-0.0025104i,0.025791-0.016637i,0.040416-0.042187i,0.025352-0.059974i,-0.0088361-0.051843i,-0.030379-0.02356i,-0.028863-0.0033557i,-0.019624-0.0026022i,-0.015411-0.009665i,-0.014943-0.012866i,-0.01162-0.0071596i
-0.38756-0.062808i,-0.29041-0.15695i,-0.050358-0.23923i,0.11438-0.28034i,0.14884-0.23715i,0.10587-0.13049i,0.046936-0.050461i,0.0044883-0.02528i,-0.025461-0.016168i,-0.033465-0.0020575i,-0.018935+0.0014942i,-0.0064093-0.004548i,-0.012087-0.0023608i,-0.03155+0.015546i,-0.040866+0.043577i,-0.019154+0.061287i,0.01549+0.048251i,0.030714+0.018409i,0.02586+0.00079718i,0.016033-0.0020783i,0.0081643+0.0024983i,0.0058616+0.0069521i,0.0054342+0.0028285i
0.38166-0.067451i,0.30377+0.017924i,0.058403+0.16141i,-0.11052+0.24772i,-0.14254+0.20808i,-0.10262+0.11129i,-0.040214+0.049543i,0.0046106+0.026544i,0.029084+0.013963i,0.038445-0.00028152i,0.030711-0.0076001i,0.02066-0.0047595i,0.021901-0.0049013i,0.033463-0.016432i,0.038276-0.037536i,0.01695-0.051257i,-0.015037-0.03989i,-0.028995-0.016158i,-0.023309-0.0030502i,-0.011586-0.00024387i,-0.00017005-0.0018942i,0.0043455-0.0049041i,0.0010005-0.0022765i
-0.28887+0.18225i,-0.21848+0.086089i,-0.022018-0.12077i,0.11347-0.24832i,0.1395-0.21241i,0.10579-0.10754i,0.04585-0.032987i,0.0041268+0.0044775i,-0.010921+0.020177i,-0.015916+0.023974i,-0.018201+0.020742i,-0.020471+0.013661i,-0.024991+0.012751i,-0.031476+0.025017i,-0.029988+0.044793i,-0.0084368+0.051931i,0.018282+0.035674i,0.030164+0.012847i,0.024878+0.0017114i,0.008559+0.0010675i,-0.0080749+0.0041466i,-0.012211+0.0074152i,-0.0060517+0.0050458i
0.15178-0.28636i,0.097547-0.17311i,-0.018954+0.054494i,-0.11849+0.18228i,-0.16649+0.15472i,-0.14807+0.076016i,-0.077112+0.027964i,-0.016038+0.0030649i,0.0075876-0.016579i,0.0072724-0.02742i,0.0075658-0.023972i,0.015717-0.013678i,0.024139-0.012174i,0.030609-0.026892i,0.028852-0.047642i,0.0095688-0.050992i,-0.012853-0.03027i,-0.022253-0.005409i,-0.01837+0.0056092i,-0.0045005+0.005354i,0.011468+0.0011697i,0.014975-0.0036537i,0.0063248-0.001825i
-0.048901+0.29341i,-0.029699+0.18728i,0.017557-0.025038i,0.069084-0.15066i,0.11237-0.13646i,0.10952-0.066213i,0.066424-0.016389i,0.033045+0.00058697i,0.015895+0.0066083i,0.0061703+0.015836i,0.00090932+0.019218i,-0.0060484+0.013651i,-0.016889+0.011614i,-0.026888+0.024879i,-0.026532+0.045314i,-0.010001+0.048457i,0.007774+0.027559i,0.013674+0.0046027i,0.011589-0.0040577i,0.0035606-0.0038281i,-0.0081461-0.0011121i,-0.011943+0.00034536i,-0.005255-0.0042748i
-0.020174-0.22695i,-0.015052-0.16942i,-0.035484-0.0054218i,-0.069022+0.1109i,-0.099465+0.11451i,-0.089613+0.067409i,-0.044784+0.032748i,-0.014261+0.015967i,-0.0065185+0.0048704i,-0.004031-0.0040704i,0.0011382-0.010347i,0.0081892-0.011444i,0.016252-0.0095899i,0.022908-0.018075i,0.020339-0.035159i,0.0054806-0.039378i,-0.0082707-0.023405i,-0.011895-0.0059113i,-0.0092726+0.0012117i,0.0017847+0.0032507i,0.017075+0.0011786i,0.019582-0.0012671i,0.0098992+0.002997i
0.086281+0.21524i,0.074402+0.18742i,0.073478+0.053235i,0.097259-0.056117i,0.11829-0.079879i,0.098023-0.056518i,0.043914-0.031552i,0.0066847-0.01177i,0.0033631+0.0022516i,0.011385+0.0071876i,0.0071594+0.0058542i,-0.0074381+0.0029261i,-0.019257+0.0051993i,-0.021282+0.018979i,-0.010679+0.036862i,0.0069453+0.039229i,0.017941+0.025374i,0.019837+0.01277i,0.015643+0.0033882i,0.0013193-0.0060632i,-0.01935-0.0081967i,-0.024501-0.0058169i,-0.014814-0.0081024i
-0.13407-0.24532i,-0.128-0.23226i,-0.09538-0.12016i,-0.094361-0.026463i,-0.11372+0.00014696i,-0.10466-0.0028359i,-0.055502+0.00077507i,-0.012253+0.0020329i,-0.0023957-0.0037485i,-0.0078963-0.0077357i,-0.003629-0.0073084i,0.013333-0.004464i,0.029448-0.0064022i,0.029867-0.019387i,0.014549-0.034294i,-0.0029597-0.033301i,-0.01033-0.019177i,-0.012449-0.0068696i,-0.011988+0.00072532i,-0.00081577+0.0080159i,0.016918+0.011007i,0.020907+0.0091849i,0.0094318+0.011051i
0.20351+0.20512i,0.20054+0.21472i,0.13797+0.12989i,0.095045+0.031709i,0.081431-0.0097758i,0.06068+2.4436e-05i,0.027282+0.01713i,0.012192+0.022053i,0.013423+0.012731i,0.0090245+0.0015696i,-0.0029488+0.0021091i,-0.017548+0.0056898i,-0.031367+0.0077765i,-0.031724+0.016289i,-0.016074+0.024983i,-0.0015202+0.020395i,0.0028693+0.0065899i,0.0054169-0.0031894i,0.0075592-0.00709i,0.00049087-0.0090107i,-0.012944-0.010528i,-0.017652-0.010919i,-0.0093339-0.012274i
-0.27659-0.093119i,-0.27881-0.14739i,-0.20428-0.13731i,-0.14231-0.076302i,-0.11356-0.023773i,-0.076241-0.0026346i,-0.030802-0.00027568i,-0.011466-0.0027368i,-0.012192+0.0037308i,-0.0068895+0.011343i,0.0068759+0.0046946i,0.019927-0.0071834i,0.028655-0.012008i,0.025613-0.013872i,0.012884-0.016475i,0.0043499-0.013784i,0.0025028-0.0051694i,-0.00068999+0.0019287i,-0.0039623+0.0063795i,0.0027715+0.011021i,0.015748+0.01518i,0.019524+0.016823i,0.010674+0.017358i
0.27894-0.011807i,0.29617+0.067622i,0.22351+0.12069i,0.1446+0.10824i,0.10305+0.069084i,0.071681+0.041656i,0.04231+0.026735i,0.027892+0.013565i,0.019125-0.00053555i,0.0081851-0.0059538i,-0.0032472+0.0018646i,-0.01581+0.013589i,-0.025988+0.021164i,-0.02543+0.025104i,-0.015006+0.027541i,-0.0066352+0.026806i,-0.0035929+0.020093i,0.0013513+0.010623i,0.0058802+0.00023447i,0.00015198-0.011197i,-0.012374-0.020818i,-0.017338-0.025235i,-0.012231-0.023574i
-0.19904+0.048321i,-0.25051-0.029366i,-0.22377-0.11228i,-0.16452-0.13005i,-0.11327-0.10327i,-0.071264-0.073949i,-0.037064-0.043918i,-0.013337-0.018134i,0.00057977-0.0059803i,0.0075275-0.0074132i,0.010207-0.014998i,0.017678-0.019456i,0.029923-0.021878i,0.030424-0.02451i,0.019154-0.026478i,0.0092969-0.026105i,0.0055344-0.020229i,0.0014839-0.0097818i,-0.0017858+0.0011949i,0.0033535+0.012982i,0.012934+0.024304i,0.017017+0.029006i,0.011368+0.025594i
0.12257-0.057629i,0.19749+0.023704i,0.22121+0.11697i,0.18931+0.13114i,0.12694+0.092972i,0.067759+0.06035i,0.029822+0.035852i,0.012233+0.018046i,0.0032515+0.0079587i,-0.0033401+0.0065905i,-0.0061411+0.014376i,-0.011824+0.021341i,-0.021596+0.022662i,-0.02086+0.023784i,-0.0073247+0.025286i,0.0037993+0.023442i,0.0040506+0.016267i,0.0021781+0.0064782i,0.0026679-0.0033346i,-0.0010085-0.015176i,-0.010013-0.027936i,-0.016135-0.031335i,-0.011998-0.024561i
-0.12399+0.052552i,-0.20491-0.035245i,-0.24372-0.13121i,-0.21654-0.15145i,-0.15322-0.11468i,-0.091688-0.069469i,-0.046794-0.032947i,-0.02315-0.015704i,-0.017303-0.0071803i,-0.015043-0.002092i,-0.0088297-0.007218i,0.0019581-0.017234i,0.011711-0.023598i,0.010829-0.023967i,0.00051494-0.021806i,-0.0065642-0.019244i,-0.0035494-0.015006i,-0.0002402-0.0094195i,-0.0016874-0.0016662i,-0.00094879+0.011698i,0.0067886+0.026341i,0.014851+0.030429i,0.011379+0.024609i
0.13581-0.047659i,0.23874+0.025667i,0.27633+0.1077i,0.22678+0.12958i,0.14611+0.10534i,0.076667+0.0734i,0.036147+0.049864i,0.024908+0.035186i,0.025117+0.020089i,0.021995+0.0091092i,0.015258+0.0081319i,0.0034412+0.013459i,-0.0079068+0.020436i,-0.007627+0.021525i,0.0023267+0.01793i,0.0083009+0.015579i,0.0064582+0.01378i,0.0044816+0.011929i,0.0058672+0.0071711i,0.0051171-0.0073731i,-0.0026107-0.026783i,-0.011333-0.033815i,-0.011551-0.027198i
-0.096778+0.076947i,-0.22035+0.019049i,-0.27808-0.071527i,-0.23873-0.11889i,-0.15622-0.11531i,-0.081714-0.084413i,-0.041083-0.047439i,-0.025606-0.018547i,-0.012992-0.0014277i,-0.0024498-0.0003216i,9.16e-05-0.0084572i,0.003879-0.015984i,0.011259-0.020368i,0.010936-0.018889i,0.00080566-0.014433i,-0.0081701-0.012457i,-0.0094333-0.011383i,-0.0072905-0.0077877i,-0.0070259+0.00053545i,-0.0071247+0.015061i,-0.0017298+0.03131i,0.0073399+0.035404i,0.0095549+0.025846i
0.042483-0.10428i,0.15644-0.069586i,0.24194+0.021936i,0.23154+0.078639i,0.15574+0.086201i,0.084365+0.073179i,0.051062+0.047215i,0.036773+0.018975i,0.019391-0.00032417i,0.0044642-0.0034983i,8.3645e-05+0.0054009i,-0.0026638+0.014409i,-0.0092045+0.01812i,-0.0098459+0.017088i,-0.00046605+0.014243i,0.0085263+0.011951i,0.0086227+0.0084434i,0.0059181+0.0032556i,0.0065394-0.0058307i,0.0069636-0.019827i,0.0030574-0.032559i,-0.0041164-0.033294i,-0.0071539-0.021691i
