-0.004678-0.0015498i,-0.0048503-0.0012032i,-0.0040567+0.0011014i,-0.00070116+0.0015295i,0.0017964+0.0020775i,0.0017222+0.0012518i,0.00044211-0.00024065i,-0.00038787-0.00058811i,-0.00022034-0.00066165i,0.0012666+6.5291e-05i,0.0020566+0.00018106i,0.0017089-0.00069883i,0.0016751-0.00092237i,0.0012572-0.00091361i,0.001069-0.00094643i,0.00077837-0.00047694i,0.00010709-0.00016768i,0.00035309-0.0003141i,0.00031006-0.00080441i,0.00030026-0.00094361i,0.0005182-0.00033289i,0.00061531-9.9997e-05i,0.00081366-0.00013567i
-0.0078432-0.0018819i,-0.014674-0.0053718i,-0.01808-0.0054836i,-0.011882+0.001511i,-0.0016658+0.0048181i,0.0035409-0.0048694i,0.0016791-0.014363i,-0.0021705-0.017045i,-0.0037159-0.017812i,-0.0040004-0.015153i,-0.0048582-0.010357i,-0.0050106-0.0073874i,-0.0027185-0.0040135i,-0.00028063-0.00098937i,-0.0011683+0.0015444i,-0.0030303+0.0053972i,-0.0026815+0.0064906i,-4.6976e-05+0.0032957i,0.0012588+0.00085553i,0.00022174+6.8942e-05i,-0.00017633-0.0011686i,0.00034672-0.002336i,0.00018322-0.0036772i
0.0035797-0.0071472i,0.0077171-0.012406i,0.0094093-0.0149i,0.0067945-0.010884i,0.010575-0.0042472i,0.020378-0.002355i,0.020653-0.0094475i,0.0085744-0.015707i,-0.0047139-0.014171i,-0.010138-0.0096472i,-0.0075875-0.0052959i,-0.002289-0.0027114i,0.0011059-0.0028181i,0.0013522-0.0021491i,0.0013441-0.00072821i,0.0020199+0.00028165i,0.0023462+0.00073226i,0.0017017+5.2037e-05i,0.0019401-0.0010086i,0.0023999-0.001407i,0.0022934-0.00035995i,0.0027881-0.00079106i,0.0019036-0.0030773i
0.0049493+0.003757i,0.0055056+0.0095081i,0.002606+0.010116i,-0.0019221-0.00020682i,-0.0031966-0.0089665i,-0.0022638-0.0046098i,0.0021583+0.0013273i,0.004757+0.0018582i,0.00057271+0.0040849i,-0.0031715+0.0076073i,-0.0023006+0.010003i,0.00052049+0.009962i,0.00078742+0.0063779i,-0.00058702+0.0030593i,0.0010731+0.0013969i,0.0047544-0.0007065i,0.0050922-0.0025183i,0.0017121-0.0025821i,-0.00046076-0.0016222i,0.00069738+0.00029661i,0.0022033+0.0022997i,0.0019099+0.0032276i,0.00041886+0.0043625i
-0.0061273+0.0027327i,-0.01431+0.0036913i,-0.018274+0.0014974i,-0.015802-0.0013358i,-0.016099-0.0043601i,-0.02007-0.0067379i,-0.020095-0.0024765i,-0.011842+0.003965i,-0.00093985+0.0071675i,0.0030217+0.0075728i,0.00032649+0.0059112i,-0.0023896+0.0042036i,-0.0024498+0.0038077i,1.7505e-05+0.0037528i,0.001699+0.003462i,0.00040207+0.0017955i,-0.00063387+8.0649e-05i,-0.0018283-0.00017343i,-0.0025567+0.00058544i,-0.0023842+0.0011699i,-0.0025069+0.00048845i,-0.0016988+0.00058841i,-0.0011223+0.0018549i
-0.0028852-0.0082934i,-6.2548e-05-0.016735i,0.0066411-0.017048i,0.011452-0.0035761i,0.0076068+0.0067794i,-0.0014412+0.0030809i,-0.0094964-0.0035473i,-0.012122-0.0043889i,-0.0067739-0.0034373i,0.0013102-0.0052121i,0.0036919-0.0088003i,0.0016664-0.0098829i,0.0015512-0.0062593i,0.002978-0.0026625i,0.0025141-0.0027295i,-0.0012203-0.0025191i,-0.0038373-0.00072278i,-0.0022244+0.0009446i,-0.00027031+0.0023997i,-0.0010243+0.0020303i,-0.0024856-0.00060822i,-0.0024087-0.0031231i,-0.00078424-0.0039704i
0.0046309+0.004525i,0.015382+0.0090996i,0.022646+0.018692i,0.020008+0.027643i,0.014687+0.029673i,0.012268+0.024434i,0.0074693+0.014782i,-0.00078929+0.0045045i,-0.0046562-0.0031065i,-0.0028301-0.0054523i,0.0010126-0.004183i,0.0034427-0.0022949i,0.0026472-0.003396i,-0.00097723-0.0059494i,-0.0031826-0.0058531i,-0.0021226-0.003673i,-0.00050761-0.0012734i,0.0002795+0.0021733i,0.00095026+0.0040116i,0.00156+0.0013759i,0.00098117-0.00072434i,0.00037663-0.00024548i,0.00084886-0.0013091i
-0.0018695+0.0083687i,-0.010936+0.01899i,-0.022813+0.024227i,-0.025073+0.01415i,-0.012688+0.0047912i,0.0019128+0.0086797i,0.010615+0.014603i,0.013838+0.014681i,0.010139+0.0096637i,0.0017452+0.0052405i,-0.0040389+0.0064469i,-0.0050366+0.007212i,-0.0057632+0.0040702i,-0.0069444+0.00054134i,-0.0060816+0.00072424i,-0.0024536+0.0037031i,-0.00039674+0.0039638i,-0.0011607+0.001179i,-0.00097812-0.00096396i,0.0010113-0.0017286i,0.003075-0.00018717i,0.0021917+0.0018064i,9.404e-05+0.0026764i
-0.0078046-0.0048303i,-0.021494-0.015811i,-0.032848-0.032157i,-0.028975-0.042368i,-0.012973-0.0384i,0.0020152-0.025324i,0.011493-0.010836i,0.017131+0.00026413i,0.016429+0.0065209i,0.0090858+0.0059603i,0.0015593+0.0029389i,-0.0012804+0.0020244i,-0.00064632+0.0030583i,0.00065651+0.0055901i,0.0012457+0.0067253i,0.00081233+0.004857i,0.00029234+0.0015392i,0.00056822-0.0024651i,0.00070532-0.00488i,0.00018091-0.0029299i,0.00038681+0.00035606i,0.0011987+0.0015746i,0.0009243+0.001441i
0.0031225-0.011606i,0.016612-0.022811i,0.034866-0.031658i,0.035979-0.027286i,0.018039-0.018937i,0.0057539-0.015978i,0.0040328-0.015966i,0.0041777-0.016466i,0.0039998-0.012674i,0.0058582-0.0057569i,0.0078-0.0030141i,0.0075452-0.002162i,0.007455+0.0017983i,0.0079978+0.0050693i,0.0078431+0.0041977i,0.0064082+0.00072486i,0.0036822-0.0020211i,0.0022247-0.0013785i,0.00097699+0.0013955i,-0.0012662+0.0017892i,-0.0026047-7.9869e-05i,-0.0020065-0.0015334i,0.0005383-0.0015035i
0.0105+0.0092586i,0.022849+0.025458i,0.034497+0.05236i,0.032297+0.065813i,0.013991+0.051261i,-0.00564+0.024339i,-0.015267-0.00041237i,-0.018329-0.016123i,-0.016865-0.019366i,-0.010267-0.012911i,-0.0030337-0.0059314i,0.00018755-0.0031468i,-0.00012317-0.0032624i,-0.0016677-0.0056346i,-0.002659-0.0062726i,-0.00057376-0.0032098i,0.00027552-0.00033964i,-0.0025968+0.0025364i,-0.0055092+0.006059i,-0.004911+0.0057171i,-0.0018958+0.0016809i,-0.0018091-0.00063126i,-0.0020626-0.0014078i
-0.0058294+0.0070658i,-0.027237+0.019958i,-0.052616+0.034777i,-0.053848+0.042142i,-0.025703+0.038814i,-0.0058466+0.024852i,-0.006127+0.010291i,-0.0097246+0.0036679i,-0.0094499-0.00043186i,-0.0085517-0.0037343i,-0.0073135-0.0040432i,-0.0052137-0.0044713i,-0.0037172-0.0062232i,-0.0043054-0.0065934i,-0.0065573-0.0045598i,-0.0082107-0.0014377i,-0.0081354+0.00031201i,-0.0055421-0.00033124i,-0.0016852-0.0008283i,0.0014636-0.00072782i,0.0022143-0.0010368i,0.00091417-0.0011569i,-0.0013348-0.00021939i
-0.017362-0.011229i,-0.033073-0.032461i,-0.044394-0.059494i,-0.038191-0.06745i,-0.016403-0.044666i,0.0041026-0.013819i,0.0089106+0.0060316i,0.0067113+0.01821i,0.007236+0.021707i,0.0056811+0.014718i,0.0024613+0.0072705i,0.0013396+0.0037871i,0.0011137+0.0024916i,0.0018916+0.0040609i,0.0032502+0.0047356i,0.0030432+0.002981i,0.0018007+0.0014689i,0.0042745-0.00062634i,0.007834-0.0044093i,0.0072873-0.0063064i,0.0045403-0.0027056i,0.0042476+0.0016861i,0.0048324+0.0031156i
0.0094939-0.012458i,0.034675-0.026629i,0.059877-0.043623i,0.056737-0.05729i,0.028478-0.056271i,0.0067968-0.033876i,0.0042729-0.007292i,0.0084471+0.0053347i,0.0093195+0.01043i,0.0070365+0.011295i,0.0031754+0.0086733i,-0.00013531+0.0084028i,-0.00047074+0.0096768i,0.0015975+0.0099276i,0.0041215+0.0086244i,0.0073629+0.0067226i,0.0095049+0.0053225i,0.0079559+0.0045391i,0.0045122+0.0032678i,0.0017013+0.0019485i,5.194e-05+0.0017419i,0.00025795+0.0022447i,0.0019881+0.0015948i
0.011432+0.016387i,0.024868+0.043231i,0.039627+0.072302i,0.038971+0.07429i,0.016497+0.044912i,-0.0024661+0.01235i,-0.0025658-0.0047081i,0.0016074-0.012915i,-0.00070695-0.015571i,-0.0031195-0.011718i,-0.0020261-0.0076696i,-0.0018227-0.0042075i,-0.00062441-0.0014504i,0.00079795-0.0027034i,-0.00032902-0.004588i,-0.00099021-0.0029697i,-0.0012808-0.0017731i,-0.0051189-0.0026695i,-0.010034-0.0017104i,-0.010804+0.0014723i,-0.0081528+0.0011158i,-0.0063614-0.0017748i,-0.0053814-0.003643i
-0.015183+0.010161i,-0.045143+0.021275i,-0.076181+0.044613i,-0.075453+0.07221i,-0.039781+0.07683i,-0.0096842+0.049119i,-0.00060243+0.015378i,-0.001576-0.003675i,-0.0019117-0.010704i,0.0011089-0.011742i,0.004659-0.010697i,0.0060497-0.010409i,0.0038537-0.011227i,0.00048166-0.010709i,-0.0037152-0.0084873i,-0.0070521-0.0076032i,-0.0076059-0.0085375i,-0.006906-0.0085004i,-0.0062396-0.0054717i,-0.0045882-0.0024638i,-0.0015861-0.0024169i,-0.0009159-0.0036772i,-0.0018071-0.003719i
-0.0097356-0.015256i,-0.020847-0.043252i,-0.036339-0.07125i,-0.037372-0.063789i,-0.013814-0.020881i,0.0086909+0.0058904i,0.0089764+0.0055241i,0.0035711+0.0057891i,0.0026077+0.0089053i,0.001823+0.008334i,0.0014855+0.008216i,0.001872+0.0070963i,0.00080856+0.0036581i,-9.343e-05+0.00073985i,0.0012565+0.00041441i,0.001964+0.0012646i,0.0011111+0.0018987i,0.0025244+0.0051537i,0.0061856+0.006733i,0.0090327+0.003033i,0.0078826+0.0010151i,0.0054833+0.0030118i,0.0038261+0.0053375i
0.020632-0.00093174i,0.04895-0.012294i,0.080131-0.035981i,0.084524-0.064483i,0.057359-0.076437i,0.028172-0.053854i,0.013103-0.021024i,0.0083349-0.0017954i,0.0069771+0.0055928i,0.00053619+0.0055503i,-0.0085395+0.0042118i,-0.011736+0.0050348i,-0.009876+0.0068707i,-0.0063601+0.0092379i,-0.0021636+0.0097912i,-0.00020718+0.0098259i,-0.00035596+0.010864i,9.1758e-05+0.011168i,0.003155+0.0085366i,0.0055768+0.0043445i,0.0047889+0.0025837i,0.0028744+0.003957i,0.00061911+0.0050587i
0.0023744+0.019097i,0.0088487+0.044595i,0.025992+0.063374i,0.036605+0.043911i,0.023066-0.003814i,-0.0010381-0.029147i,-0.0095752-0.020092i,-0.0039588-0.010948i,7.2343e-05-0.0091436i,0.0020546-0.0076012i,0.0041276-0.0083003i,0.0041162-0.006561i,0.0016299-0.00058945i,-0.0025755+0.0019675i,-0.004491-0.00012298i,-0.0042352-0.0021469i,-0.0027712-0.0032832i,7.1831e-05-0.006661i,0.00036894-0.008821i,-0.0030839-0.0060485i,-0.0046363-0.0032259i,-0.0029526-0.0037301i,-0.0012867-0.0061637i
-0.011598-0.0063124i,-0.039026-0.00095822i,-0.071107+0.023929i,-0.083319+0.057619i,-0.073798+0.066287i,-0.049638+0.046548i,-0.024754+0.021239i,-0.013755+0.0027736i,-0.01031-0.005173i,-0.0021651-0.0027946i,0.0079205+0.001416i,0.011184+0.0019901i,0.010801-5.6648e-05i,0.0081939-0.0026288i,0.0030799-0.0035773i,0.0021183-0.0044742i,0.0049591-0.0069843i,0.005303-0.0091116i,0.00068627-0.0078893i,-0.0042224-0.0046335i,-0.0047101-0.0032163i,-0.0024313-0.0034831i,-0.00030686-0.0041319i
0.0015902-0.015554i,-0.0049758-0.03424i,-0.030409-0.050071i,-0.056254-0.029235i,-0.046175+0.023244i,-0.018765+0.044843i,-0.0050453+0.024693i,-0.0046658+0.0062215i,-0.0066583+0.0028764i,-0.0064091+0.0034801i,-0.0047446+0.0028142i,-0.003521+0.00028384i,-0.00080102-0.0014552i,0.0031346-0.00037079i,0.0038849+0.0023004i,0.0032959+0.0039266i,0.00098654+0.0052938i,-0.0042925+0.0079451i,-0.0064724+0.010814i,-0.0019617+0.0099483i,0.0023674+0.0053989i,0.0011187+0.0035051i,-0.0015242+0.005563i
0.006587+0.0038401i,0.019272-0.00055749i,0.046765-0.0188i,0.073069-0.039485i,0.077016-0.035366i,0.064367-0.017385i,0.041985-0.0094599i,0.023045-0.0023689i,0.015336+0.00231i,0.0058734-0.0021983i,-0.0053467-0.0056541i,-0.0095905-0.0047562i,-0.0099591-0.002506i,-0.0073755+0.0022038i,-0.001985+0.0047314i,-0.001568+0.0038305i,-0.0063439+0.003263i,-0.008118+0.0054128i,-0.0035987+0.0065345i,0.0023825+0.0035424i,0.0034897+0.0013808i,0.00065472+0.0013651i,-0.0023108+0.0022138i
-0.0040611+0.0064789i,0.0053217+0.020522i,0.030629+0.034981i,0.060764+0.023686i,0.069161-0.018575i,0.045364-0.036946i,0.021488-0.018091i,0.013412-0.0043166i,0.011042-0.0028022i,0.0075155-0.0020699i,0.002744+0.0013202i,-2.8015e-06+0.0057255i,-0.0027479+0.0064323i,-0.00625+0.0044152i,-0.005275+0.0017413i,-0.0014055-0.0030211i,0.0023321-0.00695i,0.0079932-0.0076294i,0.012094-0.0081807i,0.0081409-0.0080061i,0.001876-0.0048235i,0.00071584-0.0025587i,0.002836-0.0036084i
0.00049313-0.0031668i,-0.0094653+0.0020081i,-0.024714+0.017766i,-0.042361+0.02525i,-0.059778+0.012897i,-0.060946-0.0028184i,-0.04609-0.0011839i,-0.028038+0.0026737i,-0.017127+0.00010522i,-0.0095387+0.0037336i,-0.0011754+0.0083509i,0.002784+0.0079466i,0.0048207+0.0069211i,0.0055627+0.0028283i,0.0024274-0.0020417i,0.0011751-0.00076567i,0.0049963+0.002964i,0.0091683+0.0022142i,0.0068279-0.0026305i,-0.0008845-0.0044407i,-0.0041125-0.0013902i,-0.00090822-0.00011436i,0.0031671-0.0010519i
-0.0044173-0.0044573i,-0.014419-0.015071i,-0.046773-0.024606i,-0.083277-0.014565i,-0.090439+0.0076177i,-0.064+0.018451i,-0.030294+0.0093376i,-0.01577-0.0013885i,-0.012341-0.0017265i,-0.0055893+0.0010418i,0.0015157-0.0015009i,0.0046955-0.0062625i,0.0087904-0.0061864i,0.013442-0.0035965i,0.011174-0.002398i,0.0027429+0.0017238i,-0.0052441+0.0044804i,-0.013441+0.0014973i,-0.018041+0.0008384i,-0.01352+0.0043331i,-0.0065549+0.0054947i,-0.0037241+0.0036026i,-0.0036357+0.0033013i
-0.0049003+0.0032409i,-0.0060231-0.0020783i,-0.0010773-0.021594i,0.008509-0.027057i,0.027609+0.011541i,0.04699+0.036709i,0.048215+0.020387i,0.035044+0.0055796i,0.024053+0.0046196i,0.017258+0.0010711i,0.01026-0.0034489i,0.0053677-0.0039406i,0.00078086-0.0048244i,-0.0044939-0.0040065i,-0.0052322-0.00023939i,-0.0024409-0.0012995i,-0.0024789-0.0059075i,-0.0056718-0.0064199i,-0.0067604-0.00074992i,-0.0029003+0.0050921i,0.001972+0.0030993i,0.0014898-0.0016127i,-0.0020459-0.0014086i
0.0059792+0.0014836i,0.013012+0.0015917i,0.038421+0.017205i,0.07684+0.027859i,0.093261+0.010522i,0.075695-0.0016152i,0.047456-0.0010245i,0.029398-0.0022684i,0.020016-0.0056955i,0.009592-0.0064157i,-0.002513+0.00015705i,-0.0098497+0.006952i,-0.013309+0.005864i,-0.01751+0.0017058i,-0.016373+0.0014856i,-0.0063305+0.0018746i,0.0041606+0.0019601i,0.010918+0.0062809i,0.015152+0.0092743i,0.015237+0.0043586i,0.010554-0.0013471i,0.0056357-0.0023947i,0.0041822-0.0023036i
0.0077009-0.00047424i,0.017779+0.014594i,0.023647+0.034951i,0.021848+0.034678i,0.017801-0.004242i,-0.0043378-0.044805i,-0.028614-0.041325i,-0.026873-0.02276i,-0.01806-0.018294i,-0.01673-0.014385i,-0.01391-0.0070764i,-0.0083954-0.0021697i,-0.0046579+0.00193i,-0.0021092+0.0048581i,-0.0012449+0.0032885i,-0.0038994+0.0026292i,-0.0050453+0.006906i,-8.9499e-05+0.0086192i,0.0052779+0.0029301i,0.0043558-0.0041826i,-0.00030426-0.0039635i,-0.0015373+0.0006667i,0.00048862+0.0017067i
-0.0078256-5.6397e-07i,-0.018843+0.0023491i,-0.031915-0.0028702i,-0.048205-0.016165i,-0.073232-0.025259i,-0.074103-0.02453i,-0.054079-0.017953i,-0.041062-0.0080093i,-0.030046+0.0024685i,-0.013465+0.0059426i,0.002517+0.0012714i,0.011682-0.0036307i,0.01558-0.0023443i,0.017984+0.0020368i,0.016364+0.0027603i,0.008372-0.00025217i,-0.00055854-0.0039675i,-0.0047632-0.010385i,-0.007058-0.015093i,-0.010005-0.011745i,-0.0092927-0.0036358i,-0.0056596+0.0011981i,-0.0028799+0.00069694i
-0.011736-0.0061059i,-0.022099-0.030637i,-0.039971-0.062509i,-0.060621-0.058738i,-0.061194-0.0014122i,-0.038905+0.051395i,-0.0093185+0.053507i,0.0029312+0.035634i,0.0033505+0.032104i,0.009053+0.028998i,0.010562+0.018174i,0.0066468+0.010037i,0.0059297+0.0048002i,0.006829+0.0011027i,0.007068+0.0012165i,0.0083186+0.0025559i,0.011314-0.00091171i,0.0089806-0.0049788i,0.00038247-0.0018702i,-0.0037402+0.0050365i,-0.00068639+0.0061094i,0.0016861+0.0025361i,0.00096499+0.0011874i
0.0025876-0.0088208i,0.004143-0.0079836i,0.0060622-0.0035673i,0.013356+0.0046633i,0.028615+0.02552i,0.044334+0.043831i,0.046234+0.037796i,0.041722+0.019491i,0.033602+0.0050102i,0.017248-0.00031989i,0.00026235+0.00094556i,-0.010203+0.0013496i,-0.012418+0.00024973i,-0.011269-0.0024881i,-0.0091407-0.0035923i,-0.0054185-0.00078331i,-0.0035866+0.0045758i,-0.0030501+0.012455i,-0.0011638+0.017105i,0.0021331+0.014298i,0.004448+0.0072386i,0.0032551+0.0023211i,0.0018085+0.00086664i
0.0068208+0.017155i,0.0061463+0.044756i,0.0051605+0.083288i,0.028128+0.09539i,0.071201+0.046897i,0.077823-0.01418i,0.048023-0.031878i,0.031009-0.025797i,0.025026-0.032079i,0.010745-0.036249i,0.0012302-0.02376i,0.0014726-0.011823i,0.00015128-0.0063815i,-0.0026767-0.0037863i,-0.0046773-0.0058701i,-0.0086916-0.0088898i,-0.013032-0.0076358i,-0.012855-0.0036274i,-0.0060469-0.0025509i,0.0021754-0.005037i,0.0032333-0.0068907i,0.00038107-0.0050248i,-0.0011768-0.0023795i
-0.010193-0.0010045i,-0.008569+0.0031548i,0.012834+0.011767i,0.033573+0.014846i,0.022816-0.0058159i,0.0030161-0.038357i,-0.0082243-0.043589i,-0.018586-0.030785i,-0.023305-0.019641i,-0.016139-0.01176i,-0.0040417-0.0053167i,0.0061833+0.00027487i,0.010659+0.00048998i,0.0082745-0.001322i,0.005337-0.00060332i,0.0052538-0.0013172i,0.0066114-0.0043866i,0.009212-0.01022i,0.0099287-0.014598i,0.0061841-0.013501i,0.001097-0.0076694i,-0.0009891-0.0017816i,-0.001194-0.00057423i
0.015622-0.020224i,0.034887-0.049929i,0.052245-0.075923i,0.031237-0.081641i,-0.026573-0.057749i,-0.065317-0.018738i,-0.056786+0.0011851i,-0.041247+0.0055066i,-0.038202+0.018565i,-0.024878+0.026572i,-0.011267+0.016271i,-0.0084243+0.0066931i,-0.0037334+0.0046274i,0.00078613+0.0032689i,-0.00044029+0.0053699i,0.00057715+0.011927i,0.0059324+0.015742i,0.008992+0.013813i,0.005561+0.009454i,-0.0019784+0.0076475i,-0.0053361+0.0076472i,-0.003091+0.0060336i,-0.0010412+0.0037149i
0.0042162+0.018153i,-0.0016287+0.01771i,-0.030873-0.013314i,-0.064003-0.050936i,-0.067235-0.032642i,-0.043099+0.01422i,-0.015551+0.025692i,-0.00016561+0.020104i,0.0090024+0.022959i,0.013172+0.020281i,0.0077013+0.0088773i,-0.0022014-0.00072887i,-0.01129-0.0022349i,-0.013615+0.0015877i,-0.0094931+0.0031843i,-0.0070699+0.0021633i,-0.0096898+0.0031058i,-0.013123+0.0069634i,-0.013+0.0097207i,-0.0098068+0.0089745i,-0.0046558+0.0056745i,0.00015663+0.0013831i,0.0030312-0.00080052i
-0.02995+0.012745i,-0.085763+0.025553i,-0.14069+0.03398i,-0.13328+0.042062i,-0.048816+0.045327i,0.025431+0.034359i,0.037185+0.021237i,0.037268+0.012485i,0.042856-0.0017209i,0.031268-0.0119i,0.015862-0.0046611i,0.010245+0.0023436i,0.0026819+0.00098766i,-0.0049579+0.0013759i,-0.0031169+0.0004682i,0.0014786-0.0061605i,0.00089791-0.014597i,-0.001653-0.016999i,-0.00032526-0.012126i,0.0051388-0.0069615i,0.0080091-0.0065731i,0.0052989-0.0072446i,0.0016316-0.0048127i
0.0075008-0.029556i,0.014572-0.040735i,0.030951-0.003224i,0.047439+0.062736i,0.05057+0.06701i,0.046522+0.017787i,0.029766-0.0072333i,0.012297-0.0090613i,0.0037724-0.020402i,-0.006559-0.025735i,-0.010532-0.015382i,-0.0044798-0.002126i,0.0059797+0.0060748i,0.013548+0.0072194i,0.011204+0.0049751i,0.0070679+0.0037736i,0.0085798+0.0027785i,0.011576-0.0010595i,0.010132-0.0050519i,0.0061586-0.0058641i,0.0030112-0.0045874i,-0.0016304-0.0015324i,-0.0059122+0.00056576i
0.050038-9.0412e-05i,0.13257+0.019995i,0.21761+0.055887i,0.23187+0.065333i,0.15108+0.022352i,0.04112-0.019318i,-0.012272-0.02023i,-0.020479-0.017078i,-0.028758-0.016333i,-0.028632-0.0071228i,-0.015474-0.0047915i,-0.0057838-0.0052925i,0.0019916+0.0012702i,0.0088627+0.0042282i,0.0073209+0.0015314i,-0.0010034+0.0038171i,-0.0074626+0.0096018i,-0.0090352+0.012572i,-0.0072737+0.010054i,-0.0067265+0.0048783i,-0.0086298+0.0037648i,-0.0076618+0.0050674i,-0.0044171+0.0050826i
-0.013884+0.02971i,-0.027867+0.052858i,-0.022673+0.024284i,-0.0021865-0.048315i,-0.0085908-0.058799i,-0.020682-0.01771i,-0.0093201-0.0026379i,-0.0050165+0.0015421i,-0.0077038+0.016239i,0.0010773+0.024366i,0.0085172+0.018565i,0.0061112+0.0085916i,-0.00059553-0.0016761i,-0.003778-0.008422i,-0.0030996-0.0083345i,-0.0028326-0.0075227i,-0.0051316-0.0066059i,-0.0074959-0.0034639i,-0.0063784+0.00069214i,-0.0030304+0.0038903i,0.00034694+0.0038084i,0.0050746+0.0010993i,0.0092338-0.00037313i
-0.066851-0.020081i,-0.16492-0.077435i,-0.27305-0.16004i,-0.30125-0.18785i,-0.21599-0.12271i,-0.09592-0.022392i,-0.019277+0.02114i,0.0068084+0.016479i,0.014732+0.017139i,0.018397+0.016008i,0.012249+0.0093206i,0.0041778+0.003542i,-0.0016926-0.0046576i,-0.0076124-0.0091119i,-0.0073554-0.0064442i,6.8717e-06-0.0034998i,0.0077538-0.0029197i,0.012027-0.0021057i,0.012255-0.0009647i,0.011392-0.00016104i,0.010566+0.00072445i,0.0077966+0.0010902i,0.0059661+0.0013565i
0.019881-0.046612i,0.021346-0.084484i,-0.0196-0.090339i,-0.091097-0.035338i,-0.090527+0.021363i,-0.025156+0.012963i,-0.00017972-0.0089373i,0.0023994-0.0037498i,0.009996-0.0096224i,0.0049138-0.023726i,-0.00129-0.023182i,-0.0013874-0.0139i,-0.001937-0.00061426i,-0.0020753+0.0089001i,-0.0026041+0.010458i,-0.003473+0.009754i,-0.00077601+0.010222i,0.0012568+0.0082509i,-7.5144e-05+0.0034921i,-0.0020823-0.0015849i,-0.0038344-0.0045441i,-0.0072365-0.0054031i,-0.010387-0.0059712i
0.071973+0.042342i,0.16772+0.12733i,0.2556+0.2623i,0.27465+0.3309i,0.2058+0.23567i,0.10835+0.0877i,0.041189+0.013753i,0.010513-0.0069241i,-0.00020082-0.01616i,-0.0086558-0.015869i,-0.010046-0.0084625i,-0.005334-0.0009776i,-0.0023571+0.0069483i,0.0013644+0.012275i,0.0034476+0.010648i,0.00045102+0.0051868i,-0.0057117-0.00029002i,-0.010422-0.0050952i,-0.011888-0.0077604i,-0.011245-0.0078819i,-0.0078521-0.0061259i,-0.0035178-0.004817i,-0.0017641-0.0043861i
-0.032181+0.044036i,-0.031021+0.11481i,0.041881+0.1698i,0.15613+0.15351i,0.17945+0.09147i,0.08584+0.035411i,0.01665+0.013228i,0.0077897+0.0071357i,-0.00040585+0.0060494i,-0.0089405+0.014072i,-0.010466+0.019364i,-0.0079535+0.017807i,-0.00036913+0.0078014i,0.0040366-0.0036331i,0.004781-0.0063786i,0.0070286-0.0059186i,0.0083074-0.0074793i,0.0072813-0.0079018i,0.0059297-0.0033656i,0.0063382+0.0026134i,0.0079615+0.0060489i,0.0086689+0.0082905i,0.0074736+0.010132i
-0.070592-0.056385i,-0.15045-0.16513i,-0.18691-0.30438i,-0.14904-0.3786i,-0.10134-0.30735i,-0.063421-0.14664i,-0.024556-0.041539i,-0.0086399-0.014214i,-0.0035205-0.00060349i,0.0082504+0.0084333i,0.012517+0.0054303i,0.0094799-0.00081331i,0.0065255-0.006684i,0.0022656-0.010918i,-0.00069642-0.011437i,-0.0017858-0.007188i,-0.0010747+0.0011935i,0.002455+0.01031i,0.0062522+0.012709i,0.0073255+0.01068i,0.0049317+0.0093749i,0.0012556+0.0085097i,0.00052028+0.007073i
0.041213-0.037379i,0.049855-0.13163i,-0.044111-0.25775i,-0.19981-0.29586i,-0.22099-0.20358i,-0.10709-0.086339i,-0.026462-0.032529i,-0.0069991-0.014067i,0.0036169-0.0050663i,0.013342-0.0081744i,0.019648-0.010785i,0.018371-0.010708i,0.0050844-0.0031939i,-0.0051825+0.0079009i,-0.0068521+0.010404i,-0.0076428+0.0060511i,-0.0099762+0.0028592i,-0.011698+0.0025432i,-0.0088546+0.0013875i,-0.0048379-0.0030732i,-0.0047496-0.0085739i,-0.0055837-0.010893i,-0.0032303-0.011437i
0.052023+0.062708i,0.08635+0.16732i,0.069513+0.28502i,-0.014647+0.33949i,-0.07262+0.29055i,-0.040014+0.16765i,-0.0040275+0.062267i,-0.0055585+0.020658i,-0.0071003+0.0064927i,-0.010853-0.0028837i,-0.015827-0.0037692i,-0.013009-0.00080649i,-0.0074667+0.0043336i,-0.0018893+0.0094698i,0.00089357+0.011972i,0.0016566+0.011539i,0.0036154+0.0050421i,0.0033419-0.0032615i,-0.0013302-0.0056873i,-0.0031621-0.0048455i,0.00023063-0.005047i,0.0034266-0.0058607i,0.0031023-0.006505i
-0.042576+0.019359i,-0.059566+0.11781i,0.0010232+0.30094i,0.1378+0.41571i,0.18637+0.32225i,0.089863+0.1447i,0.0068762+0.053091i,0.0024074+0.023665i,0.0024541+0.0023055i,-0.012197-0.00384i,-0.021302-0.0034385i,-0.018619-0.00099i,-0.0018952-0.00020104i,0.012734-0.0071666i,0.013059-0.010318i,0.0079417-0.0040545i,0.0063248+0.0035283i,0.00753+0.005455i,0.0062208+0.0035471i,0.0026097+0.0034679i,0.0015942+0.0064029i,0.0015455+0.009775i,-0.00093665+0.011328i
