0.00033851+0.0011932i,0.00044851+0.00013092i,-0.00060915-0.00065043i,-0.0010337-0.00066675i,-0.0016744+0.0006868i,-0.0019798+0.0023222i,-0.0017347+0.0037099i,-0.00069096+0.0036687i,0.0014823+0.0016839i,0.0020347+0.00031141i,0.0018442-0.00025209i,0.0015855-0.0011835i,0.00099691-0.0013277i,0.00019631-0.0011222i,-0.00055582-0.00086174i,-0.00041332+0.00022716i,-3.3802e-05+0.00079406i,0.0002893+0.00055695i,0.0004053+0.00039582i,0.00042239+0.00020894i,0.00052073-0.00016251i,5.8748e-05-5.8043e-05i,-0.0007233+0.00010856i
-0.22789+0.055984i,-0.3753+0.17504i,-0.43007+0.23252i,-0.36505+0.17106i,-0.25128+0.10624i,-0.13885+0.12253i,-0.030118+0.21141i,0.08528+0.31786i,0.1824+0.29195i,0.13887+0.11857i,0.0049998+0.035074i,-0.023852+0.065839i,0.018873+0.050002i,0.018625+0.013236i,0.0051057+0.019005i,0.0099222+0.038236i,0.018692+0.039103i,0.015013+0.026291i,-0.0018363+0.022039i,-0.011267+0.02395i,-0.009389+0.016047i,-0.014618+0.0004107i,-0.028998-0.0061282i
-0.18359-0.41915i,-0.31493-0.5468i,-0.26439-0.444i,-0.067927-0.23563i,0.030852-0.17127i,-0.029279-0.2693i,-0.098345-0.4191i,-0.1162-0.52717i,-0.12439-0.46753i,-0.089824-0.25224i,-0.017431-0.094447i,-0.0031505-0.06732i,-0.035436-0.055401i,-0.038126-0.021775i,-0.030426-0.0060302i,-0.045126-0.012024i,-0.061632-0.023855i,-0.060626-0.022082i,-0.040508-0.0074934i,-0.011242+0.0015141i,0.0031948+0.0025229i,-0.0020609+0.0024517i,-0.0096943+0.0033281i
-0.046051-0.024817i,-0.10552+0.1817i,-0.086091+0.38668i,0.023289+0.31234i,0.066157+0.0675i,-0.0043847-0.059176i,-0.096335+0.013582i,-0.15711+0.1685i,-0.14097+0.23741i,-0.079955+0.18096i,-0.046214+0.11374i,-0.014008+0.098705i,0.036217+0.086861i,0.054652+0.054903i,0.030882+0.03441i,0.010784+0.034385i,0.019532+0.029696i,0.038459+0.011544i,0.043802-0.010027i,0.029163-0.025278i,0.01056-0.030693i,0.0038538-0.030099i,0.0064982-0.032233i
0.21158-0.33054i,0.2904-0.76088i,0.20631-1.0067i,0.052046-0.74816i,0.079495-0.29397i,0.24164-0.043295i,0.30582-0.0058667i,0.27821-0.024436i,0.23866-0.029433i,0.18076-0.074957i,0.089272-0.13578i,0.010882-0.13307i,-0.022515-0.087153i,-0.032377-0.044897i,-0.029683-0.030911i,-0.02909-0.043279i,-0.032048-0.039708i,-0.029069-0.013824i,-0.024071+0.010838i,-0.0099035+0.029687i,0.0089521+0.034205i,0.018953+0.018728i,0.016893-0.0027947i
0.14825+0.36236i,0.1816+0.66931i,0.14975+0.82767i,0.10032+0.68782i,0.028918+0.44123i,-0.011433+0.27152i,0.082503+0.11459i,0.17108-0.099777i,0.079202-0.22236i,-0.030956-0.084884i,0.029805+0.088645i,0.097603+0.083786i,0.05074+0.025425i,-0.013783-0.015346i,-0.045952-0.046011i,-0.032024-0.041742i,0.0038914-0.030346i,0.010675-0.035961i,-0.0044428-0.037956i,-0.016364-0.024951i,-0.018013-0.010705i,-0.017483-0.0054235i,-0.020406-0.00065049i
0.26118-0.20832i,0.33873-0.39012i,0.26371-0.44538i,0.031618-0.32035i,-0.22843-0.14578i,-0.46492-0.014105i,-0.6618+0.18373i,-0.62607+0.48076i,-0.32019+0.5982i,-0.051981+0.39196i,0.0031889+0.16267i,-0.01069+0.091712i,-0.0081376+0.075179i,0.009911+0.077783i,0.054556+0.078182i,0.07266+0.048772i,0.049889+0.032505i,0.038782+0.04399i,0.051051+0.045164i,0.061434+0.031693i,0.057348+0.030214i,0.043426+0.039295i,0.023624+0.042144i
-0.22954+0.19361i,-0.35823+0.37171i,-0.29875+0.42813i,-0.0030168+0.2464i,0.18394-0.10443i,0.0071522-0.40037i,-0.25297-0.44972i,-0.23812-0.36725i,-0.043075-0.35157i,0.0088294-0.29588i,-0.00079835-0.12041i,0.076623-0.051848i,0.10093-0.12652i,0.069702-0.1278i,0.083435-0.044934i,0.092466-0.0077161i,0.04449-0.028611i,-0.013947-0.044751i,-0.037853-0.033445i,-0.042663-0.014803i,-0.062515+0.0061822i,-0.092206+0.029969i,-0.086766+0.049876i
0.28037-0.056641i,0.33979-0.1966i,0.19751-0.24655i,-0.11408-0.14236i,-0.36216+0.13639i,-0.31927+0.50691i,-0.061165+0.65i,0.071112+0.50959i,0.0017653+0.36948i,0.014914+0.26013i,0.074504+0.080821i,0.030441+0.0064168i,0.029134+0.074548i,0.092315+0.073334i,0.094838-0.0085704i,0.045953-0.036466i,0.026692-0.01059i,0.042312+0.0043394i,0.062472+0.0013557i,0.08012-0.0077541i,0.091379-0.022034i,0.098242-0.032147i,0.097261-0.036357i
-1.0579+6.7687i,0.78343+6.4503i,3.3458+5.5066i,4.5134+2.4011i,4.0952-0.76786i,2.1475-2.3463i,0.14533-1.5191i,-0.46659-0.027774i,0.17898+0.59204i,1.0064+0.10329i,1.0129-0.79399i,0.40328-1.3991i,-0.33592-1.9598i,-1.1259-2.6174i,-1.4205-2.6257i,-0.9201-1.5981i,-0.29776-0.52093i,-0.29128-0.030448i,-0.72383+0.25835i,-0.77141+0.59183i,-0.2431+0.73672i,0.33003+0.45539i,0.45382-0.044059i
0.11354-0.00091468i,0.31954-0.017088i,0.43726-0.00090737i,0.28737+0.06929i,0.064104+0.28402i,0.039472+0.56736i,0.084887+0.56884i,-0.073158+0.35431i,-0.24532+0.28246i,-0.10542+0.25175i,0.088181+0.080593i,0.095149-0.015417i,0.078827+0.040674i,0.07688+0.078941i,0.037973+0.084525i,0.01278+0.099623i,0.018168+0.096309i,0.024889+0.066083i,0.024441+0.022639i,0.025531-0.018317i,0.037902-0.047554i,0.055853-0.067815i,0.055769-0.075602i
-0.54564-0.089508i,-0.62306+0.018983i,-0.44489+0.071193i,-0.18051+0.02101i,0.085695-0.049118i,0.34006-0.084307i,0.49961-0.059981i,0.5389-0.063021i,0.45464-0.14157i,0.2173-0.17476i,-0.0018405-0.099261i,-0.058249-0.037404i,-0.059754-0.051017i,-0.081259-0.067546i,-0.083768-0.065626i,-0.055306-0.061536i,-0.024642-0.05713i,-0.016971-0.05116i,-0.027019-0.038882i,-0.037019-0.030452i,-0.040414-0.0257i,-0.040148-0.013972i,-0.032979+0.00095713i
-0.28961-0.14636i,-0.2978-0.00055211i,-0.15518+0.10549i,-0.13347+0.0072809i,-0.34802-0.052934i,-0.49002+0.036149i,-0.39171-0.027307i,-0.33427-0.22798i,-0.41477-0.20571i,-0.31933+0.017543i,-0.087403+0.12745i,-0.0027372+0.1192i,-0.019611+0.10813i,-0.055271+0.063723i,-0.12884+0.02258i,-0.17096+0.038227i,-0.14617+0.064941i,-0.10096+0.0669i,-0.058511+0.052523i,-0.022261+0.040808i,0.0094866+0.034575i,0.029753+0.024269i,0.018123+0.012608i
-0.00011225-0.33917i,-0.13173-0.29166i,-0.14662-0.069842i,0.0241+0.10311i,0.22658+0.14181i,0.32958+0.12881i,0.31813+0.15192i,0.28661+0.1863i,0.27883+0.1464i,0.18095+0.028514i,0.012978-0.045575i,-0.062044-0.035942i,-0.036853-0.016717i,-0.018557-0.017392i,-0.040001-0.017456i,-0.044969-0.0047256i,-0.010131-0.011447i,0.013832-0.042617i,0.00279-0.057624i,-0.013051-0.058619i,-0.018962-0.066027i,-0.024568-0.07461i,-0.034133-0.072613i
0.44631-0.19901i,0.27096-0.31545i,-0.014586-0.26599i,-0.050684-0.19249i,0.0068148-0.2952i,-0.062231-0.41773i,-0.13121-0.3557i,-0.13885-0.2028i,-0.15738-0.11947i,-0.17714-0.078785i,-0.16749-0.035877i,-0.14859-0.015055i,-0.12713-0.0091215i,-0.088369-0.018427i,-0.050342-0.044455i,-0.03253-0.051772i,-0.026454-0.031152i,-0.027541+0.0032144i,-0.019823+0.039167i,0.00072261+0.059021i,0.0047798+0.059487i,-0.0079802+0.04889i,-0.015398+0.030773i
0.41904+0.16912i,0.52958-0.017588i,0.40266-0.20158i,0.18638-0.13802i,0.086163+0.044554i,0.071135+0.12205i,0.06936+0.080414i,0.1123+0.001421i,0.15421-0.04677i,0.15999-0.056895i,0.16504-0.076163i,0.15193-0.1031i,0.10279-0.089361i,0.051022-0.051489i,0.01692-0.037151i,-0.0044677-0.038163i,-0.0014333-0.028478i,0.018455-0.02853i,0.017168-0.041552i,0.0031811-0.03588i,0.0050769-0.020482i,0.011391-0.018011i,0.0065244-0.023188i
-0.08616+0.59068i,0.048189+0.63412i,0.11748+0.43812i,0.061734+0.25916i,0.065841+0.20251i,0.19696+0.17919i,0.26614+0.11788i,0.15137+0.03378i,-0.0088321+0.00022254i,-0.066179+0.019258i,-0.057948+0.033786i,-0.046004+0.043717i,-0.037275+0.039051i,-0.035127+0.0074746i,-0.034714-0.022265i,-0.027096-0.031322i,-0.027718-0.024024i,-0.038917-0.010682i,-0.035702-0.005301i,-0.02062-0.0098418i,-0.013815-0.013867i,-0.014133-0.0055161i,-0.0086519+0.010607i
-0.45435+0.26896i,-0.38358+0.34968i,-0.17148+0.24674i,-0.060363+0.090785i,-0.045229+0.040694i,-0.031888+0.035309i,0.0067588-0.00042405i,0.065308-0.0068241i,0.11119+0.015478i,0.11847+0.019471i,0.09168+0.016678i,0.060408+0.024114i,0.037093+0.015798i,0.0050365-0.0097051i,-0.026078-0.011204i,-0.024587+0.012912i,0.0053254+0.031941i,0.030203+0.029434i,0.028816+0.021173i,0.023516+0.022391i,0.037366+0.020349i,0.046255+0.0066686i,0.03041-0.0033089i
-0.40516-0.30282i,-0.45475-0.21017i,-0.25943-0.062354i,-0.073222-0.048069i,-0.08057-0.04779i,-0.1285+0.053922i,-0.091838+0.13606i,-0.048572+0.1046i,-0.058888+0.042485i,-0.083988+0.029695i,-0.084613+0.043298i,-0.071828+0.040993i,-0.046591+0.014277i,-0.01448-0.030379i,-0.0094237-0.072181i,-0.033783-0.082065i,-0.058927-0.066696i,-0.06491-0.048845i,-0.050982-0.035721i,-0.036178-0.022747i,-0.027726-0.007473i,-0.023955-0.0011868i,-0.028978-0.0045498i
-0.01504-0.4999i,-0.16537-0.45438i,-0.22709-0.19486i,-0.10633-0.076875i,0.0034914-0.17105i,0.0081118-0.19765i,0.025625-0.080059i,0.059854+0.006972i,0.049282+0.0003598i,0.0068018-0.040278i,-0.039367-0.076274i,-0.075252-0.078059i,-0.066074-0.037084i,-0.016747-0.0052637i,0.015828-0.0067241i,0.026327-0.0046287i,0.042511+0.0063296i,0.053047+0.0086289i,0.046073+0.007227i,0.033416+0.0073749i,0.028543+0.0082342i,0.03498+0.0040016i,0.037474-0.011449i
0.36081-0.17379i,0.31259-0.29853i,0.12003-0.28895i,0.026224-0.12155i,0.073611+0.0033079i,0.098093-0.053178i,0.025085-0.15742i,-0.056733-0.16723i,-0.083476-0.1028i,-0.054927-0.040722i,-0.013617-0.026078i,-0.0018705-0.036649i,-0.0036755-0.024588i,0.0043437-0.0042761i,0.012985-0.012443i,0.0028549-0.037265i,-0.02209-0.039368i,-0.037322-0.018849i,-0.041434-0.00099092i,-0.044757+0.0084821i,-0.047626+0.013753i,-0.043974+0.017708i,-0.028615+0.015939i
0.37591+0.3824i,0.54357+0.33681i,0.48952+0.14849i,0.28251+0.075185i,0.17474+0.14241i,0.20659+0.18289i,0.22075+0.16055i,0.18798+0.13037i,0.15453+0.081575i,0.11837+0.018809i,0.099017-0.017213i,0.097054-0.032175i,0.066255-0.036612i,0.02094-0.01864i,0.014748+0.0047028i,0.036756+0.011366i,0.047196+0.0045597i,0.039411-0.0090126i,0.024594-0.02095i,0.01664-0.019805i,0.016747-0.0097813i,0.016732+0.0003327i,0.012998+0.0099533i
-0.10559+0.37813i,-0.089442+0.45759i,-0.04216+0.35413i,-0.033858+0.15779i,-0.056087+0.047007i,-0.039999+0.089429i,0.019074+0.13889i,0.035141+0.089796i,-0.0080404+0.025633i,-0.037317+0.024958i,-0.032696+0.054848i,-0.015293+0.065108i,-0.0053771+0.041917i,-0.01075+0.010566i,-0.015877+0.0046701i,-0.0097207+0.015607i,-0.0061063+0.018624i,-0.0071356+0.010178i,-0.003907-0.0030422i,-0.0005517-0.011946i,0.0024221-0.014595i,0.0014646-0.015636i,-0.0049882-0.01027i
-0.3729-0.13439i,-0.48095-0.1229i,-0.38954-0.064395i,-0.21935-0.026566i,-0.12821-0.0090641i,-0.10704+0.0073898i,-0.087921+0.001492i,-0.065351-0.016915i,-0.03914-0.010833i,-0.0097698+0.0037845i,-0.0060708+0.0037634i,-0.026266+0.012725i,-0.025595+0.030006i,-0.0078154+0.023947i,-0.012388+0.010704i,-0.027494+0.018643i,-0.026619+0.02932i,-0.014402+0.028746i,-0.0065163+0.023622i,-0.0067201+0.017467i,-0.0026704+0.010409i,0.005031-0.0037937i,-0.0011581-0.019737i
-0.14117-0.30571i,-0.16344-0.2972i,-0.087823-0.15358i,-0.0029875-0.052747i,-0.0042881-0.02853i,-0.037335+0.02087i,-0.020862+0.078041i,0.0027848+0.078711i,-0.0056515+0.045406i,-0.034694+0.014794i,-0.05911-0.0076537i,-0.06167-0.021902i,-0.038994-0.033501i,-0.010911-0.047641i,-0.0038276-0.062376i,-0.012984-0.07281i,-0.016737-0.075848i,-0.011514-0.067191i,-0.0019091-0.049181i,0.0046301-0.030629i,0.0063166-0.011328i,0.013863+0.003854i,0.024907+0.0030623i
0.14654-0.049021i,0.12736-0.079439i,0.043647-0.060134i,0.036762-0.024814i,0.089965-0.043395i,0.070767-0.079559i,0.0018752-0.067741i,-0.022779-0.042119i,-0.0094052-0.039471i,0.0082289-0.056432i,0.016318-0.078346i,0.012922-0.07811i,0.012317-0.035477i,0.028075+0.013925i,0.048741+0.02711i,0.056149+0.024153i,0.055912+0.029695i,0.048692+0.028222i,0.026501+0.017368i,0.0036133+0.010391i,-0.0060756+0.0088845i,-0.0043582+0.012993i,0.0045553+0.018102i
0.22739+0.19555i,0.31835+0.11882i,0.22542-0.049496i,0.044168-0.060106i,-0.003529+0.061381i,0.055502+0.073985i,0.06228-0.0054784i,0.031672-0.04112i,0.014654-0.022239i,0.019743+0.011854i,0.045162+0.024378i,0.048656+0.010777i,0.0072098+0.00050826i,-0.036002+0.0064132i,-0.038896+0.016763i,-0.022235+0.015793i,-0.016675+0.014423i,-0.012096+0.019648i,-0.003044+0.015738i,-0.0012478+0.0049792i,-0.0068772-0.00090184i,-0.011469-0.00050067i,-0.0088599+0.0035489i
-0.01619+0.15863i,0.079319+0.24247i,0.17833+0.21039i,0.11584+0.09191i,-0.041844+0.044466i,-0.085528+0.10462i,-0.014744+0.13997i,0.030055+0.099592i,0.0098365+0.050642i,-0.015941+0.040152i,-0.012726+0.051755i,0.0083665+0.053933i,0.030993+0.028888i,0.034286-0.0075878i,0.013795-0.015705i,-0.0029125+0.00035659i,-0.011708+0.0062917i,-0.020966+0.0032465i,-0.021345+0.0036786i,-0.016739+0.0044308i,-0.011442+0.0034798i,-0.0049554+0.00027087i,-0.0059127-0.0019461i
-0.27677-0.16687i,-0.42981-0.047767i,-0.35286+0.14582i,-0.11058+0.14532i,-0.0054914-0.012414i,-0.069203-0.073037i,-0.10644-0.031117i,-0.084506-0.014127i,-0.061102-0.026621i,-0.052085-0.029728i,-0.063682-0.016911i,-0.078058+0.010222i,-0.061457+0.033041i,-0.024194+0.024906i,-0.007299-0.0024588i,-0.010059-0.017773i,-0.0077042-0.02043i,0.001814-0.020977i,0.012874-0.021649i,0.024703-0.025728i,0.029933-0.025844i,0.025-0.018335i,0.015026-0.015241i
-0.029044-0.26358i,-0.13911-0.37968i,-0.22327-0.33623i,-0.15562-0.18281i,-0.0054505-0.091331i,0.08115-0.089832i,0.096344-0.096063i,0.085549-0.079866i,0.069012-0.052349i,0.055014-0.038181i,0.038687-0.054763i,0.0061665-0.0787i,-0.023141-0.066048i,-0.018398-0.023045i,0.0018557+0.00014839i,0.0041967+0.00097515i,-0.00079664+0.0053243i,-0.0027003+0.0075565i,-0.009252+0.0027238i,-0.013812+0.0031332i,-0.012268+0.00862i,-0.0046909+0.012523i,0.0093838+0.011925i
0.25734+0.14117i,0.37392+0.053455i,0.30753-0.086354i,0.13354-0.11411i,0.051117-0.050654i,0.064163+0.007068i,0.071224+0.034052i,0.052362+0.035445i,0.024164+0.02655i,0.0093414+0.020329i,0.024205+0.0063195i,0.045695-0.024706i,0.035141-0.044154i,0.0048764-0.028857i,-0.0017677-0.0065948i,0.010797-0.0072856i,0.015767-0.014174i,0.018835-0.007522i,0.025556+0.0014494i,0.023892+0.0026567i,0.013013-4.3055e-05i,0.0024824+0.00054154i,0.0005762+0.0071719i
0.037838+0.31767i,0.11648+0.38237i,0.14491+0.29397i,0.11293+0.19062i,0.091765+0.13851i,0.055235+0.070803i,-0.020683+0.017608i,-0.056381+0.012915i,-0.039146+0.0099432i,-0.023097+0.004721i,-0.0055735+0.019982i,0.028778+0.037882i,0.054461+0.028625i,0.046521-9.2506e-06i,0.014231-0.0070247i,-0.0070497+0.012704i,-0.0094235+0.026067i,-0.016138+0.025034i,-0.027351+0.02587i,-0.027872+0.027583i,-0.017795+0.021448i,-0.0080375+0.012623i,-0.0084471+0.0078557i
-0.20161-0.044456i,-0.20936-0.014041i,-0.11828+0.0079158i,-0.067955+0.03108i,-0.07085+0.09515i,-0.036306+0.12723i,0.022145+0.075591i,0.034288+0.008375i,0.0049542-0.018271i,-0.019504-0.010903i,-0.029612+0.01122i,-0.036973+0.041165i,-0.035726+0.061284i,-0.021534+0.051057i,-0.0066752+0.017726i,-0.0045824-0.0096715i,-0.011814-0.015683i,-0.014401-0.015707i,-0.011283-0.023227i,-0.0072344-0.026096i,-0.0015614-0.016659i,0.0040686-0.0078391i,0.0056545-0.0094604i
-0.10666-0.28162i,-0.14164-0.2342i,-0.060471-0.092322i,0.010155-0.083198i,-0.05611-0.12847i,-0.11615-0.039166i,-0.048028+0.065473i,0.028076+0.0545i,0.030967+0.0066957i,0.011896-0.0088121i,-0.0031707-0.013392i,-0.018327-0.02405i,-0.022887-0.030466i,-0.013023-0.021253i,0.00099583-0.005756i,0.0095173-0.002647i,0.0095408-0.011389i,0.0097998-0.016522i,0.014735-0.014533i,0.013568-0.011525i,0.0036268-0.0056701i,-0.0043095+0.003328i,1.2202e-05+0.0083994i
0.085775-0.10419i,-0.024578-0.10251i,-0.14422-0.0056612i,-0.092414+0.048736i,0.021383-0.026709i,0.028201-0.11594i,-0.020269-0.099947i,-0.026567-0.035679i,0.0081167-0.0063601i,0.026095-0.018544i,0.014819-0.034965i,0.0081556-0.034108i,0.01213-0.021621i,0.011383-0.0077891i,0.0066732-0.0015757i,0.0074753+0.0017433i,0.016679+0.0073126i,0.025057+0.013463i,0.024556+0.021042i,0.018586+0.023813i,0.01145+0.017655i,0.0041097+0.0086771i,-0.00071701+0.0068805i
0.18246+0.17478i,0.21236+0.041766i,0.071727-0.13277i,-0.064773-0.089343i,-0.0079642+0.044153i,0.11719+0.034181i,0.12504-0.03372i,0.065707-0.031837i,0.037009+0.0044454i,0.038199+0.013891i,0.035334+0.0045243i,0.022037+0.0062784i,0.0058181+0.010585i,-0.010948+0.0051872i,-0.021875+0.0015649i,-0.028398+0.0075771i,-0.032578+0.016155i,-0.03552+0.013748i,-0.038438+0.0021833i,-0.035073-0.006469i,-0.02398-0.011182i,-0.012683-0.01509i,-0.008638-0.016235i
-0.0026124+0.24029i,0.16347+0.26883i,0.31756+0.11934i,0.25293-0.041867i,0.076224-0.037328i,-0.0056177+0.070591i,-0.0045864+0.11543i,-0.0039567+0.07489i,-0.030129+0.033536i,-0.044107+0.034821i,-0.028167+0.038446i,-0.017332+0.023821i,-0.013994+0.01396i,-0.0021585+0.0072522i,0.0089646-0.0023148i,0.010941-0.010237i,0.0061856-0.011634i,0.0050636-0.0088399i,0.0077004-0.012493i,0.0051602-0.017592i,0.0025687-0.015643i,0.0048063-0.010581i,0.0087464-0.0053782i
-0.24106-0.084583i,-0.30606+0.07255i,-0.16652+0.24363i,0.021238+0.19725i,0.031956+0.048076i,-0.072035+0.0073216i,-0.10699+0.028403i,-0.071769+0.01712i,-0.042454-0.010829i,-0.036272-0.015212i,-0.024964-0.00090528i,-0.0044038+0.0046458i,0.010977+0.00015876i,0.014943-0.0040758i,0.0061167-0.0017717i,-0.0010024+0.00069272i,-0.0040444-0.0050716i,-0.0080519-0.0062878i,-0.0055043+0.0041048i,0.0013899+0.0089607i,0.0047501+0.0049497i,0.0046103+0.003973i,0.0043737+0.0070714i
-0.017528-0.32186i,-0.16514-0.40647i,-0.30726-0.27465i,-0.26868-0.071523i,-0.11735-0.00436i,-0.018947-0.037147i,0.02576-0.056814i,0.04441-0.052256i,0.043798-0.038658i,0.034185-0.034054i,0.0083437-0.028547i,-0.014484-0.007739i,-0.016411+0.010463i,-0.0083446+0.013891i,0.0019592+0.0044985i,0.0081204-0.0051395i,0.011189-0.01029i,0.010882-0.016359i,0.0079152-0.015238i,0.010795+0.00017477i,0.015499+0.015337i,0.013961+0.017712i,0.0093257+0.013982i
0.25613+0.060149i,0.36054-0.042521i,0.28628-0.16642i,0.13682-0.1557i,0.093208-0.063287i,0.11568-0.01603i,0.10439+0.0052707i,0.076037+0.024084i,0.050676+0.030551i,0.033837+0.025984i,0.018158+0.0044714i,-0.0066172-0.014103i,-0.025713-0.011296i,-0.029248-0.0011083i,-0.024282+0.0065235i,-0.016145+0.010697i,-0.0042771+0.011144i,0.0059194+0.0084853i,0.0070547+0.0019753i,-0.0016155-0.0061924i,-0.013128-0.011048i,-0.017429-0.011698i,-0.016078-0.0097397i
-0.057594+0.32869i,0.0088365+0.46744i,0.12201+0.39607i,0.1535+0.21969i,0.099902+0.1329i,0.048663+0.094224i,-0.0025976+0.052121i,-0.039922+0.039171i,-0.045927+0.032003i,-0.045413+0.021118i,-0.029706+0.010353i,-0.0079885-0.010737i,0.00041843-0.024267i,0.0090076-0.02661i,0.013959-0.024006i,0.0089413-0.011895i,0.0045589+0.0079347i,0.0043317+0.021857i,0.0028207+0.0213i,0.00072839+0.011161i,0.0028265-0.00055658i,0.0049178-0.0079212i,0.0049759-0.010102i
-0.25105-0.09413i,-0.37882-0.081515i,-0.34472-0.015225i,-0.221+0.018927i,-0.15618+0.0074921i,-0.12531-0.001272i,-0.078559-0.017996i,-0.048543-0.041225i,-0.036333-0.050312i,-0.022309-0.04698i,-0.00058596-0.028901i,0.027539-0.011305i,0.038722-0.0086876i,0.028977-0.0046521i,0.016805-0.0013051i,0.0040214-0.0066099i,-0.013482-0.014317i,-0.026375-0.019865i,-0.027446-0.019215i,-0.020319-0.011987i,-0.0091183-0.002929i,0.0005189+0.0018897i,0.0051071+0.0020016i
0.1387-0.29147i,0.16495-0.42185i,0.11231-0.36098i,0.051705-0.20336i,0.028954-0.11276i,0.027179-0.057907i,0.043198-0.014932i,0.055762-0.014947i,0.046709-0.024002i,0.03838-0.016447i,0.025725-0.0033089i,0.0049743+0.015837i,-0.0045018+0.028576i,-0.0066353+0.026949i,-0.0026987+0.020475i,0.0099326+0.012271i,0.018319-9.9001e-05i,0.01746-0.010575i,0.014831-0.011273i,0.014525-0.0037764i,0.013033+0.0055773i,0.011886+0.012865i,0.012113+0.016697i
0.2082+0.14525i,0.30958+0.2221i,0.27789+0.23041i,0.17069+0.18841i,0.10705+0.15978i,0.092322+0.13687i,0.077326+0.10436i,0.052754+0.07612i,0.030737+0.055139i,0.012696+0.039636i,-0.0064168+0.023239i,-0.02763+0.011626i,-0.03618+0.011953i,-0.03049+0.010458i,-0.026401+0.0073457i,-0.022688+0.010543i,-0.0099705+0.014951i,0.0019124+0.01868i,0.0019594+0.020861i,-0.0032068+0.014019i,-0.0099977+0.0023675i,-0.019012-0.0041961i,-0.022416-0.0064513i
-0.21432+0.22343i,-0.32546+0.31985i,-0.32832+0.26765i,-0.24213+0.13077i,-0.16744+0.039327i,-0.11924+0.022917i,-0.07251+0.031951i,-0.039788+0.029638i,-0.024744+0.018761i,-0.023457+0.0030834i,-0.025987-0.010805i,-0.022835-0.023491i,-0.018197-0.032174i,-0.0077966-0.031833i,0.0041347-0.028645i,0.0022963-0.019689i,-0.0030745-0.0033209i,-0.002203+0.0019531i,-0.0029126-0.0049302i,-0.0029019-0.0058859i,0.0027178-0.0057876i,0.0075985-0.012766i,0.0090015-0.018527i
-0.16966-0.18287i,-0.23467-0.32862i,-0.19798-0.37016i,-0.093771-0.2871i,-0.0086672-0.20696i,0.0052092-0.16045i,-0.015975-0.11127i,-0.015991-0.074394i,-0.0041574-0.054874i,0.0080347-0.041285i,0.024283-0.035508i,0.040885-0.035465i,0.045197-0.033714i,0.028529-0.019066i,0.01009-0.0014423i,-0.00073335-0.0014602i,-0.010339-0.010084i,-0.010515-0.014944i,-0.00151-0.017981i,0.0018929-0.016235i,0.0028271-0.0057151i,0.0093296+0.0041723i,0.013341+0.0095409i
0.23287-0.14258i,0.38677-0.19316i,0.40006-0.1543i,0.25292-0.045693i,0.1205+0.066376i,0.080125+0.094713i,0.063868+0.046202i,0.03806+0.0049734i,0.016741-0.0070326i,0.010316-0.001221i,0.015265+0.011418i,0.018723+0.023945i,0.015868+0.03055i,0.0045628+0.021088i,-0.0048344+0.0078319i,0.00052869+0.00041325i,0.0052849-0.0031917i,0.00063819+0.002123i,-0.0013892+0.010097i,0.0038453+0.0082116i,0.0081769+0.00521i,0.0076443+0.010303i,0.0049198+0.015262i
0.10041+0.19151i,0.13421+0.35972i,0.11146+0.3883i,0.025817+0.23632i,-0.089077+0.10789i,-0.12457+0.098299i,-0.059287+0.11124i,-0.0029645+0.083948i,0.0052886+0.045809i,-0.0051571+0.023395i,-0.019507+0.019687i,-0.031524+0.027821i,-0.028952+0.033041i,-0.011309+0.021133i,0.00064309+0.0032624i,0.0022833-0.0021685i,0.0048284-0.0051028i,0.0034397-0.010523i,-0.0065964-0.0073344i,-0.013671+0.00039i,-0.015415+0.0018846i,-0.020044-0.00061277i,-0.021243-0.0027463i
-0.22631+0.064033i,-0.39164+0.083136i,-0.38792+0.068901i,-0.18327-0.0039535i,-0.017804-0.12181i,-0.009221-0.15687i,-0.038605-0.076753i,-0.024146-0.0046016i,0.00092281+0.011094i,0.006663+0.00095573i,-0.0059926-0.013998i,-0.024671-0.021014i,-0.030171-0.01825i,-0.015986-0.010993i,0.00025896-0.0041648i,0.0077731+0.0048217i,0.016624+0.014817i,0.02638+0.01368i,0.025947+0.001891i,0.015289-0.0042189i,0.0061172-0.003812i,0.0043527-0.0086341i,0.0033724-0.014018i
-0.049682-0.19127i,-0.067629-0.35345i,-0.069847-0.36413i,-0.029453-0.18049i,0.068104-0.021003i,0.12922-0.011843i,0.084317-0.055647i,0.017017-0.056048i,-0.0043419-0.031271i,0.0049118-0.017729i,0.019815-0.023204i,0.026483-0.038045i,0.020302-0.040178i,0.006156-0.022629i,-0.0070523-0.0033871i,-0.018155+0.0051025i,-0.028284+0.010472i,-0.026815+0.019125i,-0.010064+0.020308i,0.0045125+0.010477i,0.0080912+0.0050407i,0.010338+0.0078761i,0.01157+0.0085131i
