0.00051983+0.00018789i,0.00097698-0.00083564i,0.00015878-0.0010885i,-0.0010372-0.00095958i,-0.0018678+0.00013501i,-0.0025014+0.0012496i,-0.0029261+0.0018558i,-0.0024778+0.0014191i,-0.0011434+0.00070773i,0.00015329+9.5143e-05i,0.0013519-0.00072831i,0.00061469-0.00049117i,-0.00052876+0.00046841i,-0.00028655+0.00077613i,0.00024958-0.00013433i,0.00070007-0.00017317i,0.00089922+0.00095941i,-6.1926e-05+0.00082319i,-0.00078656-0.00027823i,-0.00031092-0.00033911i,-0.00010208-0.00011605i,-0.00019723-0.00028289i,-0.00046062+0.00015527i
-0.00075562-0.00035581i,0.00025006-0.0018662i,0.00073844-0.0020854i,0.000277-0.00098676i,-0.00066817-6.4341e-05i,-0.00060058-9.5735e-05i,-0.00094112-0.00078343i,-0.0014583-0.0008344i,-0.0016156-0.00011196i,-0.0010693-0.00028392i,-5.5148e-06-9.5913e-06i,0.00035707+0.00030292i,0.00028275+0.00019751i,0.00014395-0.00027591i,0.00016156-6.2382e-05i,-0.0002107+0.00050767i,-0.00062576+0.00050812i,-0.00015003+0.00031951i,2.4025e-05-0.00019001i,0.00019089-0.00048536i,0.0004947-0.00068456i,0.00082466-0.00030164i,0.0013455+0.00042391i
-0.0011087+0.0023181i,0.0015091+0.0023162i,0.0017509+0.0030716i,0.0014313+0.0030176i,0.0014313+0.0020755i,0.00082721-6.9362e-05i,-0.0008445-0.0011762i,-0.0020396-0.0015898i,-0.0020332-0.0017265i,-0.0010428-0.0010537i,-0.00020253-0.00066042i,0.00010328-0.0004814i,-0.00039587-0.00043296i,-0.00051947-0.00084925i,0.00048768-0.00048409i,0.00090729+0.0004644i,0.00049788+0.00058052i,0.00016469-1.45e-07i,-9.4318e-07+0.00034437i,-0.00024452-5.0034e-05i,-0.00018064-0.00086845i,0.0004246-0.00079526i,0.00075475-0.00035318i
0.0014232+0.0011915i,0.0016949+0.0014529i,0.0018336+0.0012041i,0.002178+0.0011915i,0.0010494+0.00040987i,-0.00068584-0.00082224i,-0.0016356-0.0010388i,-0.0013483-0.00075032i,-0.00063159-0.00027069i,0.00034899-0.00025228i,0.0007662+0.00043076i,0.0006383+0.000783i,0.0011227+9.524e-05i,0.0011807+2.0629e-05i,0.0004287+0.0010014i,-0.00022702+0.00037653i,-0.00059714-0.0014137i,-0.00018844-0.0015062i,0.00033098-0.00096015i,-0.00042814-0.00066005i,-0.00075599-0.00022209i,-0.00077942+0.00043586i,-0.00059877+0.0003456i
0.0017262-0.0018196i,0.0010207-0.0023501i,-0.00084147-0.0020497i,-0.0013992-0.0009994i,-0.0014739-0.00062697i,-0.001674-0.00025022i,-0.0013463-0.00016711i,-0.00092835-0.00046676i,-0.00061481-0.00025349i,0.00035271+1.2306e-05i,0.00056563-0.00016078i,-7.9089e-06+0.00010931i,-0.00014383+0.00068482i,-0.00024182+0.00098574i,-0.00017026+0.00022332i,-0.00035061-0.00023106i,-0.00019527+0.00033357i,0.00068892+9.0503e-05i,0.0015525-0.00072942i,0.00094884-0.00056073i,0.00038179-0.00053803i,-0.00028999-0.0006731i,-0.00097273-0.00027581i
0.00043923+0.00098795i,0.001954-0.00026154i,0.0025034-0.00037755i,0.00094871+2.6754e-05i,-0.00052062-0.0010677i,-0.00089131-0.0010465i,-0.0010908-0.00072341i,-0.0017504-0.0007785i,-0.0017661-0.00086047i,-0.00081792-0.0004494i,-0.00046514+0.00075653i,-0.00038208+0.00083527i,-0.00057866-9.4115e-05i,-0.0002771-3.8513e-05i,-0.00036919+0.0002297i,-0.0015322-0.00023496i,-0.0014651-8.1764e-05i,-0.00063746+0.00031635i,-2.8496e-05+0.00054702i,-0.00014431+0.00018359i,-0.00019337+0.00019446i,0.00013943+0.00046716i,0.00018463-0.00034253i
-0.0010061-0.00021403i,0.00055604-0.00038978i,0.0015433-2.3705e-05i,0.0015304-0.00077946i,0.00029667-0.00026793i,-0.0015268-1.536e-05i,-0.0031191-0.00047743i,-0.0033518-1.3466e-05i,-0.0023068+9.2893e-05i,-0.00087855-3.1773e-05i,0.00017449+0.00022369i,2.9929e-05+0.00033659i,-0.00013641+1.7524e-05i,0.00012777+1.2393e-05i,-0.00030972-9.4886e-05i,-0.00022237-0.00056484i,0.00018316-0.00061915i,-1.3189e-05-1.5283e-05i,-0.00057003+0.00045841i,-0.00060274+0.00032119i,-0.00015954-0.00021284i,1.1087e-05-0.0007128i,8.0478e-05+0.00010311i
0.0022748-0.00095836i,0.0022124-0.0019938i,0.0021929-0.0022702i,0.00093564-0.0020228i,0.00020572-0.0013759i,-0.00039325-5.9224e-05i,-0.0014675-0.00021954i,-0.0014608-0.00064297i,-0.00088486-0.0005839i,-0.00089089-0.00059367i,-0.00068623-0.00039408i,-0.00067481-0.00014713i,-0.0010902+0.00052011i,-0.0010011+0.0013745i,-0.00020262+0.00050517i,0.0001299-0.00065738i,0.00033535-0.00023897i,-4.491e-05+0.00063401i,-0.00032449+0.00041668i,-0.00043898-0.00083787i,-0.00037566-0.0010792i,0.0003315+0.0001197i,0.000722+0.00062141i
0.00042471+0.0014463i,0.00055364+0.00022673i,0.00020747-0.00062184i,0.00055695-0.00055419i,0.00070948-0.0001705i,-8.7945e-05+2.9471e-05i,-0.0012622-6.7518e-05i,-0.0012166-0.00041403i,-0.0005703-0.00072968i,-6.7545e-05+6.9166e-05i,0.00053039+0.00043391i,0.00028471+0.00019382i,0.00012651+0.00025926i,-0.00011017-0.00032207i,-0.00040875-0.00053279i,0.00011784-0.00026232i,0.00067662-0.00020551i,9.9893e-05-0.00046789i,-0.00027224+3.0742e-05i,-0.00052974+0.00098379i,-0.00038131+0.00050451i,0.00030876-0.00040286i,0.00033489+0.00010523i
0.0013468+0.0028556i,0.0010675+0.0014078i,0.0015599-0.00050561i,0.0015334-0.00095422i,0.00091129-0.00057518i,0.00059035-0.0006403i,-0.00030631-0.00062629i,-0.00083866-0.0009308i,-0.00099019-0.00075599i,-0.0003011-0.00073771i,0.0011617-7.9038e-05i,0.001176+2.7207e-05i,0.00053489-0.00069278i,0.00034764-0.00011504i,0.00036335+0.00025158i,0.00021135+0.00011684i,-0.0001263+0.00066511i,-0.00026283+0.0011945i,-0.00032783+0.00053019i,-3.3148e-05-0.00069814i,0.00086808-0.00076969i,0.00088879-0.00047856i,0.00052247-0.00013931i
0.0010919-0.0011323i,0.0010195-0.0012025i,0.0014186-0.0010233i,0.0014777-0.00093921i,0.00014643-0.00094953i,-0.00070427-0.0013639i,-0.0013241-0.0011599i,-0.0018809-3.0487e-05i,-0.00095151+0.00049132i,-0.00015852+0.00043993i,-0.000125-0.00059971i,-0.00016574-0.0015206i,-0.00080608-0.00077267i,-0.0009741+0.00020002i,-0.00064038-0.00056131i,-0.00010359-0.0010678i,-0.00033517-0.00065875i,-0.00042696-0.00041133i,-0.00029535-9.1644e-06i,-0.00048773+0.0004756i,-0.0001699+0.00038766i,0.00011632+0.00079835i,0.00033006+0.00015836i
0.0025698-0.0010595i,0.0017657-0.0012066i,0.00052952-0.0013612i,-0.00045132-0.00069324i,-0.00081671-0.00018823i,-0.00067392+0.00040362i,-0.00075943+0.00061519i,-0.00091249-0.00019234i,-0.00063839-0.00072847i,5.6034e-05-0.0010586i,0.0011277-0.00092574i,0.00029507+7.1907e-05i,-0.0013032+0.00088045i,-0.0015239+0.00092144i,-0.0017944+0.00087034i,-0.00092268+0.00023359i,0.00028816-9.4842e-05i,-0.00029388+7.9027e-05i,-0.00025259-3.1625e-05i,0.00028335-0.0001582i,0.00023467-0.00045932i,0.00025564+8.7e-06i,-0.00020153+0.00059698i
-0.00066397+0.0040134i,0.0011151+0.003052i,0.0016756+0.0020628i,0.0019678+0.0023478i,0.002053+0.0018701i,0.00076888+0.00073492i,-0.00067737-0.00011249i,-0.0013341-0.00031366i,-0.0014089+8.3643e-05i,-0.00074471+0.00075572i,-0.00018312+0.00072881i,0.00016309+0.00055134i,1.0379e-05+0.00068596i,-4.0371e-05+0.00027777i,0.00052654-0.00027809i,0.00057366-0.00010761i,-0.00018559-0.00034568i,-0.00021254-0.00071967i,-0.00016425+3.6895e-06i,0.0001061+0.00074804i,6.6188e-05+0.00061835i,-0.00020798-2.2967e-05i,-0.00018711-0.00019073i
-0.0027955-0.00071512i,-0.0023187-0.00098937i,-0.00078824-0.0013288i,-0.0011003-0.00094724i,-0.0012938-0.00093351i,-0.0015132-0.0011492i,-0.0014281-0.00127i,-0.0011424-0.00024651i,-0.0014907-0.00026516i,-0.00085106+5.715e-06i,9.8416e-06+0.00024933i,-0.00035381-0.00027457i,-0.00076978-0.00021987i,-0.00083608+0.00022002i,-0.00067797-0.00012439i,8.0995e-06-0.00022281i,0.00030177-0.00036287i,0.00051365-0.00046578i,0.00041933+0.00011142i,-9.9534e-06+3.4197e-05i,-0.00059082-6.0421e-05i,-0.00022595-0.00066022i,0.00056104-0.001011i
0.00076571-0.0025513i,0.00029658-0.0038372i,0.00022903-0.0022371i,0.00016811-0.00060797i,-0.00010102-0.00071352i,0.00013858-0.00054768i,-0.00050929-0.00017026i,-0.0012931-0.00021422i,-0.0014486-0.00014303i,-0.00089408+0.00028304i,0.00020991+5.7363e-05i,0.00071413-0.0011099i,-0.00026835-0.0019111i,-0.00090409-0.0012019i,-0.00040237+0.00057701i,-0.00012874+0.00083738i,-0.00024223+6.2663e-05i,1.5355e-05-0.00028192i,-0.00044792-0.00059362i,-0.00046187-0.00082493i,0.00061926-0.00070721i,0.001471-6.0647e-05i,0.00111-0.00022385i
0.0060795+0.0019318i,0.0061475-0.00015841i,0.0058502-0.0029818i,0.0031054-0.0031619i,8.0957e-05-0.0031051i,-0.0016401-0.0022153i,-0.0023438-0.00057483i,-0.0020816+1.7618e-06i,-0.0013037+0.00017506i,-0.00020873+3.2084e-05i,0.00054379-0.00053672i,-0.00039956+1.1635e-05i,-0.0012063+0.0012223i,-0.00097164+0.0005249i,-0.00081089-0.00060115i,-0.0005025-0.00079287i,-0.00078001-0.00074632i,-0.0012186-0.00058212i,-0.00048806-0.00088833i,0.0001277-0.00088415i,0.00012446-0.00072829i,-0.00016946-0.00047994i,-0.00027736-0.00036662i
-0.0020725+0.0019398i,-0.0016649+0.0014373i,-0.00020523-0.00021249i,0.00029155-0.00081319i,0.00011929+0.00021365i,-0.00021123+7.934e-05i,-0.0011785-0.0004589i,-0.0016523-0.00042194i,-0.0017442+0.00016393i,-0.00044393+0.00038834i,0.0011002-0.0003465i,0.0010751-0.00057102i,0.00027562-0.00032822i,-0.00011865-0.00019246i,-0.00027745+0.00013637i,-0.00029614+0.00016014i,-0.00067025+5.4429e-05i,-0.00042135+0.00015835i,0.00052573-0.00018896i,0.00081203-0.00031594i,0.00080215-0.00026733i,0.00016149+9.5992e-05i,-0.00021558+0.00067894i
0.00024008-0.0031257i,9.361e-05-0.0030585i,-0.00052178-0.0015886i,-0.0001733-0.00058754i,-0.00044072-3.2623e-07i,-0.00072179-0.00014689i,-0.0010327-0.00072498i,-0.0015989-0.00096787i,-0.0010054-0.00041203i,-0.00054463+2.3058e-05i,-0.0002431-0.00054277i,-0.00012648-0.00095721i,-0.000102-0.00044892i,0.00020986+0.00042793i,-0.00061623+0.00029422i,-0.0018822-0.00041387i,-0.0021247-0.00061512i,-0.0012625-4.6529e-05i,-0.00040111-5.7045e-05i,0.00040993-0.00077245i,0.00054596-0.00056368i,-0.0002214-0.00026511i,-0.00018153-0.00021055i
0.0038285-0.00096926i,0.004325-0.0010115i,0.0018883-0.00049943i,0.00027885+0.00014216i,-0.00026321+0.0010033i,-0.0014649+0.0010247i,-0.0014349+0.00022147i,-0.001075-0.00038299i,-0.001001-0.00030878i,-0.0013531-5.5252e-05i,-0.0015493+0.00011641i,-0.00062409+0.00032811i,-0.00043125+0.00086118i,-0.0008251+0.00086073i,-0.00051013+0.00077683i,-0.00019709+0.00053746i,0.00011611-0.00011629i,0.0003771-0.00037094i,0.00013006-0.00016575i,-0.00043338-0.0002455i,-0.00043851-0.00019736i,-0.00055645-0.00041028i,-0.00061949-0.0011852i
0.00056625+0.0021287i,0.001551+0.00067063i,0.0021915-0.0012143i,0.0015901-8.6361e-05i,0.00069852+0.0011655i,-0.00022398+0.00038362i,-0.0016567-0.00066545i,-0.0025612-0.00045317i,-0.001871-8.7387e-05i,-0.0011587-0.00032251i,-0.00068538-0.00037376i,-0.0005025-0.00055568i,-0.00084554-0.00082001i,-0.00050083-0.00040453i,0.00086782+0.00025335i,0.0011833+0.00027418i,-0.00036304+0.00033618i,-0.00049092+0.00015841i,0.00082067-0.00028476i,0.0010842-0.00011842i,0.00017776-0.00053969i,-0.00025019-0.0013126i,4.7527e-07-0.0013015i
-0.0014937-0.00018616i,-0.0012674-1.3229e-05i,-0.00055819-0.0014435i,-0.0007005-0.0010826i,-0.0011784-0.00040899i,-0.0007506-9.4541e-05i,-0.00047571-0.00076077i,-0.0002236-0.001321i,0.00029403-0.0013845i,0.00015045-0.00079562i,1.3669e-05-0.00029345i,-3.3825e-05-0.00047696i,-0.0001088-9.5014e-05i,-0.00019642+0.00023772i,0.00023154-0.00034672i,0.0007659+4.2971e-05i,0.00045156+0.00053611i,0.00054971+0.00071192i,0.00015983+0.00043665i,-0.00032981-0.00033572i,0.00053612-0.00073006i,0.00085657-5.3731e-05i,0.00069444+0.00037343i
0.0029091-0.0013888i,0.0024216-0.0022369i,0.0012469-0.0023898i,0.00024968-0.0011433i,-0.00031-1.6843e-06i,-0.00066308+0.0001393i,-0.00045057-0.00070252i,-3.8293e-06-0.0010419i,4.8521e-05-0.0005936i,-0.00013197+0.00020012i,0.00015765+0.00025847i,0.00058793-9.5701e-05i,0.00023008-0.00017073i,-0.00011844-0.00023111i,0.00010152-8.3717e-05i,0.00020304-0.00082387i,0.00037088-0.00065578i,0.00035209-9.4227e-05i,7.8441e-05-8.4041e-05i,0.00022199-1.6436e-05i,0.00070033-0.00055859i,0.00062699-0.00029263i,6.8795e-05+5.0284e-06i
0.0014305+0.002168i,0.002336+0.00087266i,0.0017834+0.00025052i,0.00093503+0.00037686i,-0.00015433+0.00037755i,-0.0014642-0.00035396i,-0.0014486-0.000768i,-0.0017024-0.00028073i,-0.0020364+0.00042584i,-0.00087142+0.00030066i,-9.762e-05-0.00047089i,0.00021407-7.7791e-05i,-0.00025326-7.8708e-05i,-0.0012253-0.00044507i,-0.00082248-0.00037872i,-6.9239e-05-0.00035126i,7.3746e-05-0.00076991i,0.00023284-0.001146i,0.00024336-0.00041198i,0.00028957+0.00027335i,0.00039099-0.00032386i,9.9848e-05-0.00089372i,0.00022219-0.00041594i
-0.0017938-0.00076784i,-0.00093353-0.0017762i,3.9101e-05-0.0032798i,7.8842e-05-0.0030206i,-0.00056713-0.0013064i,-0.00096224-1.7816e-05i,-0.00034843+3.6408e-05i,-0.00031055-0.0004511i,-1.6678e-06-0.00044066i,7.4425e-05+0.00035439i,0.00035747+0.00088088i,0.0005908+0.00081271i,0.00014536+0.00044027i,-0.00040919+0.00051964i,-0.00050288+0.00044971i,0.00070751+0.00035455i,0.00055188+0.00092293i,-0.00042915+0.00032406i,-0.00035581-0.00051931i,-7.9833e-06-0.00025372i,0.000324+0.00030222i,0.00094269-0.00021531i,0.0012982-0.00091152i
0.00044139-0.00036398i,0.0016749-0.00086295i,0.0017898-0.00023822i,0.0010072-0.00017132i,-6.9826e-05-0.00096745i,-0.00067015-0.0015007i,-0.00082639-0.0010776i,-0.00089041-0.00038657i,-0.0005235-0.00065895i,0.0002797-0.00077017i,0.00052666+0.0003446i,0.00050186+0.00037787i,0.00024073-0.00071049i,0.00028909-0.00069365i,0.00074359+0.00020708i,0.00073196+0.00011176i,0.0003895-0.0001107i,0.00028871+0.00013693i,0.00037393+0.0005915i,6.2842e-05+0.00067935i,0.00010992+0.00044418i,0.00024334+0.00083387i,0.00077284+0.0006022i
-8.5989e-05+0.00028226i,0.00028231+0.00086011i,-0.00032158+0.0012289i,-0.00014129+0.0014641i,-0.00026395+0.0013102i,-0.00088037-0.0002798i,-0.0010075-0.001294i,-0.00089883-0.001666i,-0.00036691-0.00053239i,0.00011202+7.4818e-05i,0.00035367-1.4111e-06i,0.0004736-0.00018349i,0.00027679-0.00058773i,0.00026519-3.6644e-05i,0.00056385+0.00025298i,0.00053646+0.00015433i,0.00029444+0.0005689i,0.0001567+0.0013681i,0.00036506+0.00090342i,-8.5254e-05+0.00053909i,-0.0009894+6.044e-05i,-0.00075668-0.00040473i,9.7579e-05-0.00048806i
-0.0026842+0.0013016i,-0.0009369+0.0011837i,-0.00017718+0.00063498i,0.00075584-7.3977e-06i,0.00089924+0.00020384i,-0.00020529+0.00010248i,-0.0012506-0.00023018i,-0.0025157-0.00059244i,-0.0023831-0.00085218i,-0.00043525-0.00026643i,0.00018009+0.00049952i,-0.00030776-0.00016168i,-0.0003418-5.4802e-05i,-0.00015095+0.00031606i,6.5824e-07-0.00026604i,0.00015381-8.3529e-05i,0.00043429+0.00063186i,0.00024419+0.0001467i,-0.00061179-0.00088844i,-0.0007855-0.0010565i,-0.00012094-0.0010635i,0.00045121-0.00052616i,0.00056615+0.00026073i
0.0010988-0.00060841i,-4.2469e-06-0.0014634i,-0.0012985-0.0018856i,-0.0011323-0.00098377i,-0.00095943+0.00012923i,-0.0012677+0.00038991i,-0.0018369+0.00015705i,-0.0015134-2.7275e-05i,-0.0010337-0.00023061i,-0.00091729-5.561e-05i,-0.00039508+0.00039989i,-3.2896e-05-0.00013844i,-0.00075327-0.00066957i,-0.00059039-0.0003693i,0.00039511+0.00012106i,0.00063376+0.00059686i,-0.00044257+0.00039129i,-0.001043-0.00012003i,-0.00079318+0.00013408i,-0.0006138+4.5241e-05i,-0.00047601-0.00058585i,-0.00023517-0.00062437i,3.3241e-05-0.00086397i
0.0020391+0.0011711i,0.0018789+4.8433e-05i,0.0018075-0.00082585i,0.0012175-0.00048188i,0.00089322+0.00021894i,0.00012414-0.00059773i,-0.0011427-0.0017457i,-0.0013113-0.0017833i,-0.00063539-0.0011694i,0.00047029-4.7447e-05i,0.0011007-0.00035365i,0.00024361-0.0016559i,-0.00068114-0.0012269i,-0.00020466-0.00021205i,-2.185e-05+4.4821e-05i,-0.00040846+0.0002648i,-0.00084603+0.00048605i,-0.00079847+0.0005768i,0.00010875-0.00035491i,0.00038347-0.00096319i,-1.9553e-05-0.00038253i,-0.00013755-0.0001727i,0.00042275-0.00056077i
0.0017562+0.0011634i,0.003042-0.00039669i,0.0027241-0.00083818i,0.001082-0.0015852i,0.00030512-0.001952i,-0.00030534-0.0012665i,-0.0011761-0.00083054i,-0.0012771-4.8175e-05i,-0.0015384+0.00022806i,-0.0014876-0.00030331i,-0.00064888-0.00093527i,-0.00028059-0.0014699i,-0.00016186-0.0010466i,-0.00018727-0.00031021i,-0.00011532+0.00041379i,9.2382e-05+0.001182i,9.5085e-05+0.00079801i,0.00044488-0.00044655i,0.00040921-0.0010062i,-9.4024e-05-0.00060312i,-0.00041558+7.2513e-05i,-0.00087919+0.00010685i,-0.00082815-0.00076632i
0.0017643-0.0011219i,0.0027274-0.0015424i,0.0024896-0.0025525i,0.0012441-0.002816i,-0.00038347-0.0017458i,-0.0011191-0.00056765i,-0.00089912-0.00055313i,-0.00096367-0.00091985i,-0.0012904-0.00052107i,-0.00053396+4.1687e-05i,-1.4668e-05+0.00011265i,0.00035579+0.00022907i,0.00033618+0.00043449i,-0.00048471+0.00053475i,-0.00082277+0.00027246i,-0.00071526+0.00022624i,-0.00025359+0.00020472i,-4.7492e-05+0.00058792i,-0.00026868+0.001146i,-0.00077738+0.00051148i,-8.0563e-05-0.00048637i,0.00088109-0.00025047i,0.00072108+0.00097166i
-0.00032976+0.00021486i,0.00036727-0.0018144i,0.001838-0.0017949i,0.0017748-0.00097632i,0.00093614-0.00090548i,-0.00048767-0.00078797i,-0.001606-0.00061992i,-0.0018312-0.00073753i,-0.00080076-4.5491e-05i,0.00031573+0.0006721i,0.00075599+0.0002795i,0.00024055-0.00040856i,-0.00050782-6.9395e-05i,-0.00061388+0.00054935i,-0.0001074+2.8064e-05i,-0.0002251+0.00026548i,-0.00044556+0.0005323i,-8.3902e-05+0.00063904i,0.0004807+0.001142i,0.00056002+0.00092316i,0.0003146+0.00023371i,0.00045728-0.00056973i,0.00035088-0.00048688i
-0.00038113-0.00034717i,0.00017307-0.00080512i,-0.00032206-0.00044089i,-0.00085784+9.9774e-05i,-0.00038386+0.00045911i,-0.00022771+0.00068644i,-0.0011784+1.5483e-05i,-0.0014559-0.00051582i,-0.0013376-0.00061447i,-0.00084123-0.00072583i,0.00021512-0.00079221i,0.0007848-0.00036183i,0.00082547+1.5069e-05i,0.0012882+0.00020027i,0.0013534+0.00015348i,0.0011458-9.6521e-05i,0.00085943-4.5804e-05i,0.0011879-0.0001999i,0.0011688-0.00021009i,0.00028023-0.00022244i,0.0001064-0.00037033i,4.6503e-05+8.5006e-05i,-0.00015365+0.00079766i
5.6291e-05-0.00048608i,-0.00041159-0.00078499i,-0.0010171-0.00081967i,-0.0007838-4.0343e-05i,-0.00062268+0.00064928i,-0.0012747+0.00044202i,-0.0010029-0.00070936i,-0.00080285-0.0017677i,-0.0011267-0.0014361i,-0.0013654-0.00013757i,-0.00024425+0.00031321i,0.0009169-3.9164e-05i,-0.0001248+0.00030299i,-0.000921+0.00030301i,-0.00047874+0.00022663i,0.00055213+0.00062841i,0.00066561+0.0004662i,8.6705e-05+0.00011789i,-0.00026471-0.00017516i,8.6319e-05-0.00052724i,-0.00020956-0.00062553i,-0.00027514-0.00014817i,0.000307+0.00014498i
-0.00037047-2.9557e-05i,0.00056455+3.7889e-05i,0.00014705-0.00051921i,-0.00063365-9.4721e-05i,-0.0011993-0.00060079i,-0.0014138-0.0010634i,-0.0011725-0.0010784i,-0.00038953-0.00073282i,-0.00017812+2.2858e-05i,-0.00071003+0.00051961i,-0.00058533+0.00066488i,-0.00041852+0.0011285i,-0.00075577+0.00046192i,-0.00040403-0.00027286i,0.00058969-0.00015826i,0.00036713+8.5087e-05i,-0.00052057+0.00025438i,2.2607e-05+0.00061234i,0.00055579+0.00072222i,0.00087967+0.00062774i,0.0010253+0.00016512i,0.00066003-0.00033164i,0.00075757-0.00050042i
-0.001408+0.00056966i,-0.00095315+0.00030571i,-0.00011998-1.1119e-06i,-0.00055065+0.0001642i,-0.00072345+0.00068795i,0.00036585+0.00029482i,0.00029425-0.0012284i,-0.00074635-0.0014102i,-0.0018533-0.00069247i,-0.00093472-0.00061082i,0.00076656-0.00062964i,0.00044187-0.00035717i,-0.00018564+0.00021263i,0.00010529+0.0004053i,0.00051622+0.00030038i,0.00038509+0.00034248i,0.00050265+0.00067235i,-4.7233e-05-1.5018e-05i,-0.00018513-0.00048423i,6.2868e-05-0.00029453i,-0.00021017+2.6574e-06i,-0.00028266+0.00016351i,-0.00032566+3.0157e-05i
0.0012966+0.00037025i,0.0016504-0.001043i,0.0010016-0.0027075i,0.0010396-0.0020621i,0.00074668-0.0010253i,-6.7518e-05-0.00073255i,-0.00093723-0.00049945i,-0.0010417-0.00059391i,-0.00085534-0.00071991i,-0.0006899-0.00038095i,-0.00062269+1.8405e-06i,-0.00048904-0.00050204i,-0.00018206-0.00055994i,-0.00039201-0.00010863i,-0.0010337+0.00026399i,-0.0011713-1.1498e-05i,-0.00066549-0.00043898i,0.00038199-0.00086535i,0.00051172-0.00048245i,0.00030255-0.00050908i,3.6804e-05-0.00091018i,-0.00055592-0.00024416i,-0.00021496+0.00066024i
0.00048546+0.00089743i,0.00092955+0.00015682i,0.001183-0.00071198i,0.0007842-0.00045974i,-0.00051952-0.00045944i,-0.00061923-0.00055033i,-0.00044139-0.0011099i,-0.00094599-0.0020271i,-0.0015734-0.0010651i,-0.00067414-0.00021398i,0.00047361-0.00065468i,0.00037795-0.0009396i,-0.00031808-0.00049048i,-0.00068522-0.00038334i,0.00012251-0.00044657i,0.00046172-0.00029119i,-0.00027472-0.00020395i,-0.00032366+0.00025018i,5.1846e-05+0.0006143i,0.0007109-8.3039e-06i,0.0012524+9.6888e-06i,0.0007746+0.0003718i,-0.00033074-6.9588e-05i
-0.00030546-0.00014824i,-0.0004994-0.0011052i,-0.0010555-0.0020824i,-0.001109-0.001859i,-0.00057251-0.00085636i,-0.00078177-0.0002629i,-0.00085616-0.00057166i,-0.0004937-0.0012292i,-0.0010564-0.0011527i,-0.0013064-0.00037418i,-0.00029876+0.00042783i,8.5717e-05+0.000936i,-0.00035629+0.0013756i,-0.00022999+0.001167i,0.00015696+0.00031315i,1.384e-05-5.8594e-05i,-0.00039496+0.00044265i,-0.00025606+0.00053507i,0.00017609+0.00029167i,0.00024007+0.00034767i,0.00039094+0.0002989i,0.00026848-1.4443e-05i,-0.0006321-0.00027253i
-0.00025899+0.00045202i,0.00079497+0.00035289i,0.00087647-0.00096837i,0.0004097-0.00087331i,-0.00051882-0.00017969i,-0.00041571-0.00038971i,-0.00067689-0.00015819i,-0.0013047+9.2893e-05i,-0.0011716+0.00051912i,-0.00025452+0.00081683i,-0.00010558+0.00040143i,2.326e-05+0.00015545i,0.00020088+3.6282e-05i,-0.0002065-3.0357e-05i,-0.00012462+0.00013354i,5.7106e-05+0.00052246i,5.5486e-05+0.00029459i,-4.91e-05-8.0873e-05i,-0.00057012-0.0004431i,-0.00077235-0.00072513i,-0.00014804-0.00044145i,0.00046214-0.00050345i,-0.00033307-0.00031787i
0.0013192+0.0022068i,0.0016739+0.0011992i,0.0018408-2.4821e-05i,0.0022594-0.00040365i,0.0018106-0.00015469i,5.0394e-05-0.00046976i,-0.00097808-0.0009129i,-0.0013543-0.00014514i,-0.0011623+3.2947e-05i,-0.0003953-0.00060626i,-0.00043391-0.00041015i,-0.00064972-0.00048551i,-7.4092e-06-0.00028304i,0.0002843+0.00029379i,0.00065954-0.00014633i,0.00084776-0.00037295i,0.0005782-7.5104e-05i,4.0067e-05-7.9422e-05i,-0.00043427+3.8845e-05i,-0.00025521-6.1942e-05i,-0.00018222-3.3139e-05i,-0.00037843+0.00020759i,-0.00013647+0.0001024i
9.0335e-05+0.00049932i,0.00088092+0.000299i,0.00087059+0.0010909i,0.00095912+0.0011303i,4.6052e-05-9.5578e-05i,-0.001322-0.0013115i,-0.0018456-0.0017558i,-0.0016929-0.0016881i,-0.0017126-0.0011753i,-0.0016991+5.079e-05i,-0.00092147+0.00067157i,-0.00035853-2.999e-05i,-0.00012146-0.0011403i,0.0003602-0.00088706i,0.00048693-0.00020054i,9.3829e-05-0.00011955i,-0.00090071+0.00016749i,-0.0010755-1.5793e-05i,-0.00041+3.303e-05i,-0.00029547-1.5985e-05i,-0.00070112-0.00067376i,-0.00092112-0.00068478i,-0.00028056-0.00063991i
0.00053681-0.00026076i,0.0010638-0.0010609i,0.0011415-0.0011315i,0.00079291-1.3534e-05i,-0.00022056-0.00037126i,-0.00052316-0.0014091i,-0.00041955-0.0014491i,-0.0010059-0.0013797i,-0.0011967-0.0010198i,-0.00052978+0.00044395i,-0.00024911+0.00077296i,-0.0005643+0.00031567i,-0.00059747+0.00042664i,-3.336e-05+0.00031891i,0.00041445+0.00027704i,0.00072712+0.00052036i,0.00099267-1.9401e-05i,0.00085045-0.00085084i,0.00060136-0.00083923i,-4.6847e-05-0.00051697i,0.00028361+0.000286i,0.00095724+0.001019i,0.00082286+0.00047121i
