-0.0020949-0.0012244i,-8.0065e-05-0.000701i,-0.00054083+2.6007e-05i,-0.00098114+0.00032781i,-8.4085e-05+0.00050559i,0.0010177+0.00017057i,0.0014264-0.00019436i,0.00089468+0.00020551i,0.00065806+0.00075735i,0.00098494+0.00020171i,0.00060303+0.00042604i,-1.351e-05+0.00075765i,-0.00050506+0.00072914i,-0.00068667+0.00061675i,-0.00044779-2.8629e-05i,0.00022247-0.00084456i,0.00052812-0.0010532i,-0.00021066-4.9546e-05i,-0.00024359+0.00058394i,0.00024207+0.00045453i,0.0003596+0.00051279i,-6.4878e-05+0.00055804i,-0.00031456+0.00018777i
0.023903-0.029718i,-0.014926-0.035682i,-0.041893-0.038713i,0.0035685-0.0097925i,0.082911+0.064482i,0.12699+0.10183i,0.097236+0.045082i,0.025352-0.032426i,-0.011719-0.040388i,-0.0013924-0.010573i,0.0086258+0.002491i,0.004765+0.0097466i,0.0044328+0.01035i,-0.00086948-0.0046429i,-0.018976-0.018152i,-0.042089-0.029408i,-0.070309-0.042342i,-0.089683-0.041572i,-0.08328-0.023803i,-0.060015-0.01051i,-0.042173-0.012449i,-0.032447-0.015158i,-0.014503-0.01355i
-0.047106+0.054378i,-0.045143+0.058806i,-0.059762+0.052919i,-0.085798+0.0069575i,-0.090402-0.09763i,-0.098358-0.16941i,-0.12336-0.13224i,-0.12889-0.036428i,-0.092615+0.020973i,-0.045342+0.026272i,-0.0087001+0.021854i,0.022289+0.01281i,0.028603+0.0024622i,0.01364+0.011486i,0.0039911+0.033255i,-0.0021862+0.05239i,-0.009788+0.068618i,-0.0087675+0.072964i,0.0040603+0.05962i,0.012738+0.036859i,0.0081723+0.016917i,4.9123e-05+0.0074211i,-0.0018781+0.0015251i
0.082035-0.031685i,0.10969-0.018239i,0.14133-0.0059868i,0.15818-0.0027143i,0.11515+0.018476i,0.055778+0.056484i,0.052725+0.089219i,0.086235+0.093105i,0.083405+0.058222i,0.043788+0.019036i,0.016399-0.0050429i,0.0006919-0.021043i,-0.0094702-0.022344i,-0.0034934-0.011795i,0.015901-0.0054102i,0.036076-0.0087145i,0.042113-0.011i,0.03108-0.0068785i,0.016951-0.0038177i,0.0077901-0.0011251i,0.00074972+0.0018674i,-0.0045394+0.0010386i,-0.010454-0.0034561i
-0.077042+0.032743i,-0.11479-0.0013255i,-0.15285-0.024476i,-0.15815-0.012702i,-0.10418-0.0047235i,-0.029423-0.02198i,0.0040055-0.069065i,-0.0088249-0.10547i,-0.015714-0.078167i,-0.0013783-0.028239i,0.0024926-0.0044645i,-0.0070271+0.0056238i,-0.0085604+0.012796i,0.0024837+0.0082226i,0.004925-0.0086953i,-0.007391-0.017501i,-0.0081298-0.0068806i,0.0092289+0.007682i,0.024132+0.0091467i,0.024861+0.00021058i,0.014488-0.0028072i,0.0030046+0.0044015i,-0.00053578+0.013804i
0.093518-0.0070378i,0.1272+0.055655i,0.16574+0.10429i,0.16804+0.062944i,0.07361-0.010358i,-0.064788-0.029705i,-0.12255+0.020904i,-0.081316+0.063021i,-0.034117+0.033952i,-0.026254-0.0012822i,-0.020268+0.0023326i,-0.0025409+0.0092351i,0.0076509+0.0030535i,0.0070448-0.0056422i,0.0058233-0.0069904i,0.013798-0.00984i,0.023302-0.027693i,0.022774-0.048149i,0.01213-0.053164i,0.00059281-0.038118i,0.0017974-0.017129i,0.0098739-0.0058136i,0.0092241-0.0010708i
-0.07602+0.0031934i,-0.088381-0.068969i,-0.094936-0.13954i,-0.098752-0.11858i,-0.05888-0.018547i,0.028206+0.067001i,0.081765+0.062765i,0.058749+0.0113i,0.010646+0.0019375i,-0.00047411+0.019088i,0.01117+0.01593i,0.012156+0.0071954i,0.0075123+0.0058328i,0.0040577+0.00021857i,-0.0066547-0.012029i,-0.028339-0.021573i,-0.050508-0.023214i,-0.060909-0.022778i,-0.054851-0.017334i,-0.034256-0.010388i,-0.013347-0.013087i,-0.0028002-0.016796i,0.0062152-0.013255i
0.080624-0.00052427i,0.078179+0.084047i,0.074571+0.17273i,0.10901+0.16395i,0.13759+0.070511i,0.10006-0.016392i,0.030379-0.031705i,-0.0095901-0.001088i,-0.0059383+0.015126i,0.0049503+0.0096205i,0.0060564+0.0043909i,0.0097558-0.00046211i,0.0093056-0.0089744i,-0.003908-0.011344i,-0.014954+0.0029315i,-0.014785+0.026931i,-0.01497+0.048162i,-0.019071+0.059668i,-0.015553+0.055795i,-0.0075462+0.037151i,-0.0063136+0.015898i,-0.0070074+0.0035155i,-0.0066257-0.00202i
-0.0661+0.0092614i,-0.0288-0.052021i,0.015677-0.14082i,-0.025913-0.1829i,-0.10871-0.15099i,-0.11276-0.070922i,-0.037187+0.0014269i,0.026834+0.029406i,0.029211+0.023505i,0.010407+0.015779i,0.0065263+0.0081094i,0.0014473-0.0039127i,-0.0045178-0.0037964i,0.00358+0.0049856i,0.018626+0.0031728i,0.030955-0.0073861i,0.043053-0.0088969i,0.049766-0.0026728i,0.043078-0.0011505i,0.028845-0.0055424i,0.011607-0.01265i,-0.006215-0.015467i,-0.012795-0.010124i
0.084075-0.035749i,0.042054-0.0025489i,-0.010623+0.062844i,0.027481+0.10751i,0.10949+0.090616i,0.11953+0.022442i,0.071566-0.04648i,0.040948-0.069593i,0.039271-0.048499i,0.037115-0.023492i,0.021668-0.012675i,0.0052013-0.0049965i,-0.00147-0.0015184i,-0.0066107-0.0065349i,-0.015843-0.011095i,-0.021956-0.014422i,-0.017735-0.020706i,-0.0052764-0.021825i,0.0037647-0.017476i,-0.0020835-0.013453i,-0.016336-0.0016296i,-0.019796+0.014277i,-0.014039+0.0177i
-0.096164+0.044397i,-0.055695+0.042333i,0.018872-0.004418i,0.0096259-0.076535i,-0.072763-0.11243i,-0.11347-0.081516i,-0.099898-0.038739i,-0.083226-0.029817i,-0.064789-0.034735i,-0.038633-0.027708i,-0.0174-0.010197i,-0.0025787+0.0039813i,0.0056889+0.0070828i,0.007967+0.0069039i,0.0082398+0.0085391i,0.0063661+0.0093457i,0.0056292+0.003827i,0.0070363-0.010377i,0.0022533-0.020738i,-0.0020918-0.010884i,0.0060444+0.0060473i,0.016391+0.012185i,0.02127+0.013907i
0.11085-0.060208i,0.091677-0.072056i,0.033791-0.047547i,0.019321+0.012916i,0.04366+0.068468i,0.045281+0.083458i,0.03+0.086264i,0.028235+0.087921i,0.023125+0.067173i,0.0092149+0.035465i,0.0025527+0.012093i,-0.00062137-0.0017073i,-0.0048221-0.0089011i,-0.0081447-0.013674i,-0.0096745-0.014898i,-0.010644-0.017149i,-0.020168-0.022843i,-0.033572-0.021689i,-0.034277-0.008554i,-0.020626+0.0016476i,-0.0072828+0.001284i,-0.0025079-0.0020014i,-0.0037283-0.0065175i
-0.15152+0.048838i,-0.14807+0.078584i,-0.082886+0.063312i,-0.034191-0.0069374i,-0.027256-0.074236i,-0.021065-0.093428i,-0.011935-0.098892i,-0.020125-0.10083i,-0.024971-0.072463i,-0.014886-0.032831i,-0.0026432-0.0051977i,0.0054252+0.0096329i,0.0046574+0.016117i,-0.00035276+0.022658i,-0.0013779+0.027703i,-0.003044+0.032798i,-0.0063981+0.044877i,-0.0048687+0.050395i,0.0032378+0.039238i,0.013061+0.018081i,0.020369-0.002419i,0.021825-0.012857i,0.020426-0.010015i
0.15823-0.047785i,0.19494-0.057718i,0.15628-0.052309i,0.091758-0.016749i,0.042952+0.028355i,0.0041797+0.05754i,-0.022821+0.09651i,-0.018225+0.12791i,-0.0005658+0.1003i,0.0022843+0.050089i,0.0038282+0.022189i,0.011067+0.0029408i,0.016477-0.015536i,0.018111-0.027297i,0.017962-0.032926i,0.022518-0.034281i,0.033475-0.030847i,0.040553-0.023079i,0.034624-0.01676i,0.014971-0.0151i,-0.011469-0.014579i,-0.025941-0.011632i,-0.023349-0.0098363i
-0.19204+0.026004i,-0.22928+0.023957i,-0.18678+0.002528i,-0.11617-0.031361i,-0.059872-0.057387i,-0.0093618-0.056152i,0.054377-0.058089i,0.091228-0.073353i,0.069006-0.06274i,0.036078-0.03346i,0.021516-0.019664i,0.0069293-0.012657i,-0.0081992+0.0030107i,-0.014491+0.016936i,-0.014863+0.018011i,-0.018269+0.0084952i,-0.021414-0.0062578i,-0.017156-0.019918i,-0.010373-0.024868i,-0.0076016-0.016654i,-0.0072525+1.9714e-05i,-0.0061619+0.0094769i,-0.0046646+0.0094069i
0.17403-0.0013675i,0.22893+0.026259i,0.20228+0.05212i,0.12784+0.057218i,0.048565+0.051579i,-0.019544+0.038452i,-0.07416+0.024832i,-0.089433+0.015873i,-0.06188+0.0054942i,-0.031831+0.00036447i,-0.012909+0.0020154i,0.0038284-0.0040287i,0.014963-0.01727i,0.017411-0.025309i,0.010692-0.023656i,0.0035322-0.012864i,-0.00010648-0.0034017i,-0.0078464-0.0048298i,-0.015373-0.0062068i,-0.013286+0.0040044i,-0.0042798+0.014798i,0.0016699+0.016153i,0.0016035+0.0084907i
-0.19511-0.013834i,-0.22503-0.061397i,-0.17916-0.1122i,-0.10813-0.11888i,-0.041911-0.08795i,0.025317-0.043059i,0.083021-0.010328i,0.094074-0.0067584i,0.058838-0.01232i,0.026379-0.01153i,0.0070774-0.011477i,-0.013785-0.0073571i,-0.027203+0.0027613i,-0.030133+0.010973i,-0.025606+0.015666i,-0.016489+0.014766i,-0.01429+0.0073865i,-0.018258+0.0031201i,-0.015288+0.0054037i,0.002471+0.0050164i,0.023303+0.0018789i,0.028229+0.0021349i,0.016244+0.010535i
0.1677+0.03611i,0.18621+0.097935i,0.13212+0.14526i,0.069668+0.13846i,0.019415+0.093367i,-0.031436+0.033843i,-0.064953-0.015622i,-0.067854-0.032514i,-0.050183-0.018656i,-0.030835+0.00056259i,-0.014525+0.0094063i,4.6477e-05+0.0083431i,0.012665+0.0044887i,0.02465-0.0012676i,0.029355-0.0091594i,0.025032-0.011912i,0.014366-0.0046527i,0.0028647+0.0091363i,0.00053456+0.015637i,0.0014232+0.00231i,-0.001062-0.021405i,0.0010379-0.031186i,0.011942-0.023852i
-0.1696-0.023002i,-0.15666-0.083286i,-0.076657-0.14526i,-0.029317-0.15542i,-0.020103-0.10628i,-0.0055584-0.029822i,0.00030849+0.021704i,-0.010946+0.028088i,-0.012722+0.013911i,-7.212e-05+0.0044181i,0.0054908+0.0031442i,-0.0017256+0.0074739i,-0.012168+0.0070668i,-0.023324+0.0035102i,-0.029209+0.0044519i,-0.021664+0.0054371i,-0.0020224+0.006085i,0.019878+0.0036568i,0.027603-0.0048953i,0.015011-0.010466i,-0.0039204-0.0087015i,-0.013484-0.0085098i,-0.014292-0.010866i
0.14535+0.041016i,0.12202+0.080788i,0.019807+0.12283i,-0.021469+0.1355i,0.0082396+0.089416i,0.020941+0.010051i,0.016896-0.018753i,0.022519+0.0082836i,0.022707+0.022799i,0.00621+0.011529i,-0.0027971+0.0051986i,0.0064187+0.0056268i,0.018066+0.005138i,0.025135+0.0031989i,0.0272-0.0012943i,0.0198-0.011768i,0.003622-0.026243i,-0.01482-0.032202i,-0.025374-0.022099i,-0.027552-0.0048212i,-0.027663+0.0077237i,-0.024719+0.012357i,-0.014043+0.0087638i
-0.15789-0.016011i,-0.12193-0.03225i,-0.0019342-0.055785i,0.049273-0.084329i,-0.0033476-0.066974i,-0.043206+0.0072226i,-0.030595+0.033371i,-0.011116-0.0041539i,-0.0058903-0.021374i,0.0048464-0.0050903i,0.016341-0.00026809i,0.011065-0.0074964i,-0.0017785-0.01173i,-0.01353-0.0131i,-0.023611-0.0098627i,-0.027612+0.0008675i,-0.022975+0.013493i,-0.01206+0.016978i,0.0014031+0.0084736i,0.012244+0.0044287i,0.017652+0.011767i,0.015549+0.015139i,0.0031457+0.0072253i
0.15834+0.032326i,0.12855+0.019371i,-0.0024548+0.018272i,-0.064458+0.062588i,-0.00031053+0.081767i,0.060434+0.030435i,0.0447+0.0092298i,0.013105+0.039628i,0.0065667+0.037563i,-0.0057097+0.0052278i,-0.018075-0.0037851i,-0.0079419+0.0013888i,0.0025784+0.0013927i,0.0057675+0.0067166i,0.014236+0.013934i,0.023631+0.010282i,0.024085+0.00074763i,0.012771+6.62e-06i,-0.0006533+0.0090682i,-2.9019e-05+0.010417i,0.01154-0.00048904i,0.013877-0.0048408i,0.0070401+0.008033i
-0.17892-0.0094842i,-0.16507+0.034569i,-0.016765+0.064226i,0.091994-0.0075259i,0.045388-0.095846i,-0.027414-0.086002i,-0.00075419-0.053398i,0.053849-0.063313i,0.047427-0.057966i,0.027301-0.01891i,0.026039-0.00023439i,0.012203-0.0061682i,-0.0058095-0.0063136i,-0.0087069-0.0080393i,-0.011034-0.01908i,-0.01985-0.023246i,-0.024808-0.01456i,-0.016912-0.0053777i,-0.00073209-0.0075171i,0.0050793-0.019081i,-0.0019301-0.028039i,-0.0014761-0.024468i,0.01233-0.017952i
0.19703+0.045677i,0.22226-0.011034i,0.091033-0.074446i,-0.049136-0.016738i,-0.040771+0.098432i,0.020823+0.10622i,-0.0087574+0.045683i,-0.071081+0.021191i,-0.068493+0.020053i,-0.038948+0.0041781i,-0.028147-0.0062287i,-0.01656-0.0013173i,-0.0020145+0.0019767i,0.00097357+0.0054972i,-0.00047076+0.014909i,0.0070635+0.019157i,0.021151+0.010395i,0.026261-0.0011738i,0.013992-0.0061119i,-0.0056619-0.002761i,-0.017389+0.001989i,-0.019359-0.0022973i,-0.020379-0.0081734i
-0.21562-0.047959i,-0.2652+0.012513i,-0.13766+0.095024i,0.049298+0.041591i,0.093231-0.10619i,0.029553-0.14423i,0.026986-0.066469i,0.071731-0.018622i,0.064221-0.021348i,0.031686-0.011218i,0.024792+0.0054471i,0.016958+0.0052837i,-0.0010246+0.0048764i,-0.0049463+0.0056463i,-0.00044702-0.0035655i,-0.0070302-0.014959i,-0.023067-0.017389i,-0.028354-0.013022i,-0.01727-0.003978i,-0.0053774+0.0081422i,-0.0044145+0.016925i,-0.0071326+0.019696i,-0.00014699+0.01614i
0.2344+0.10344i,0.32664+0.054716i,0.22364-0.057109i,-0.00066781-0.059773i,-0.11752+0.053738i,-0.091111+0.095999i,-0.066835+0.021547i,-0.085723-0.029797i,-0.077733-0.010786i,-0.043483+0.00084028i,-0.027827-0.009439i,-0.018398-0.0059169i,0.0031297-0.00075067i,0.012831-0.0056035i,0.0045454-0.0037528i,-0.0017808+0.0071452i,-1.4365e-05+0.015583i,-0.0019748+0.013412i,-0.0099535+0.0038319i,-0.007562-0.00047852i,0.0055034+0.0030864i,0.010593+0.0021226i,-0.0014358-0.0046778i
-0.22427-0.13286i,-0.33383-0.11008i,-0.24815+0.010782i,-0.0031511+0.062744i,0.15733-0.019675i,0.13359-0.065696i,0.059981+0.00038384i,0.03867+0.051225i,0.036701+0.031787i,0.022231+0.012896i,0.015521+0.018193i,0.013201+0.015021i,-0.0020832+0.0056272i,-0.012929+0.0061593i,-0.0055694+0.0074955i,0.0049437+0.0024187i,0.0098305-0.0030112i,0.015291-0.00070362i,0.025258+0.0060579i,0.033013+0.002973i,0.03004-0.0059274i,0.019193-0.0017971i,0.013405+0.01487i
0.21844+0.18832i,0.34246+0.19969i,0.28993+0.065515i,0.050585-0.06137i,-0.15594-0.047635i,-0.16699+0.0061949i,-0.074085-0.0043845i,-0.024712-0.022975i,-0.022177-0.010057i,-0.016659-0.0011848i,-0.0083368-0.0080919i,-0.002168-0.007152i,0.011895-0.00021073i,0.022242-0.0026616i,0.016871-0.011233i,0.0059404-0.014209i,-0.0019527-0.009016i,-0.008814-0.0062303i,-0.016654-0.012472i,-0.024675-0.020561i,-0.024524-0.023963i,-0.011189-0.023812i,0.0040198-0.024596i
-0.17556-0.21459i,-0.29211-0.26452i,-0.25905-0.14511i,-0.051589+0.023988i,0.14079+0.069835i,0.15066+0.028878i,0.053507+0.016381i,0.008646+0.024278i,0.020383+0.018859i,0.025025+0.013381i,0.018159+0.01735i,0.010764+0.012824i,-0.0048816-0.0019732i,-0.020922-0.0052849i,-0.02387+0.0038642i,-0.016214+0.0084837i,-0.0054571+0.0038805i,0.0033168-0.00097506i,0.0064037+7.3795e-05i,0.0032125+0.0050205i,-0.0047884+0.0069981i,-0.012863+0.0036895i,-0.016065+0.0018508i
0.1343+0.25446i,0.23244+0.3389i,0.22709+0.22784i,0.079867+0.0085058i,-0.079514-0.1016i,-0.10022-0.067967i,-0.021908-0.011503i,0.018685+0.0049649i,0.0047087-0.0056241i,-0.0058219-0.015428i,-0.0011251-0.020267i,0.0030613-0.017068i,0.0092875-0.0015679i,0.020378+0.0080332i,0.024308+0.0024301i,0.018692-0.0057348i,0.0098946-0.010191i,-0.00077772-0.013308i,-0.0086606-0.012727i,-0.010404-0.0046361i,-0.0082721+0.0077883i,-0.0027363+0.014118i,0.0053514+0.0087865i
-0.074837-0.26127i,-0.1314-0.36565i,-0.14123-0.27488i,-0.067069-0.045214i,0.033443+0.096899i,0.052965+0.078473i,0.019714+0.011704i,0.015292-0.019382i,0.025205-0.010985i,0.023084+0.0054588i,0.014583+0.012202i,0.0062677+0.0076533i,-0.0034171-0.0068983i,-0.015698-0.01805i,-0.024324-0.014358i,-0.025681-0.0034383i,-0.024457+0.0066497i,-0.021679+0.018256i,-0.012205+0.026462i,0.0032267+0.023369i,0.013745+0.012944i,0.0094692+0.0039398i,-0.0043172+0.0012002i
0.024076+0.25772i,0.045192+0.37575i,0.071688+0.30073i,0.0666+0.065196i,0.0149-0.10454i,-0.018876-0.099699i,-0.024628-0.032766i,-0.036691-0.0085424i,-0.040717-0.019909i,-0.03131-0.028536i,-0.021058-0.025689i,-0.011808-0.015139i,-0.0025994+0.0031167i,0.0087638+0.018465i,0.019832+0.020108i,0.02636+0.012645i,0.029371+0.0046879i,0.030122-0.0059312i,0.024853-0.01681i,0.015586-0.020599i,0.0098153-0.01906i,0.007833-0.012145i,0.0081322-3.631e-05i
0.035997-0.23256i,0.061593-0.34407i,0.038432-0.28931i,-0.011567-0.086025i,-0.017735+0.070152i,0.0072574+0.081212i,0.0393+0.036431i,0.062518+0.016066i,0.053596+0.015348i,0.028977+0.018569i,0.011359+0.019052i,0.00024644+0.013757i,-0.0031639+0.0008461i,-0.0042671-0.015582i,-0.0096452-0.024292i,-0.016647-0.023648i,-0.020247-0.019475i,-0.020662-0.011139i,-0.016194-0.0012166i,-0.0096896+0.0017529i,-0.0077802-0.00162i,-0.0042692-0.0033293i,0.0042115-0.0062705i
-0.079982+0.19251i,-0.13435+0.29009i,-0.10637+0.24234i,-0.020733+0.066422i,0.0085245-0.06653i,-0.016663-0.078549i,-0.056214-0.05721i,-0.083978-0.053057i,-0.073617-0.041276i,-0.040465-0.027443i,-0.015079-0.01995i,-0.0011662-0.0099383i,0.0045489+0.0010866i,0.0042851+0.010403i,0.0047901+0.016579i,0.00747+0.019641i,0.011633+0.019424i,0.016552+0.011423i,0.014181-0.00060168i,0.0022298-0.0054882i,-0.0078332-0.0030521i,-0.011709-0.0039323i,-0.013995-0.0058338i
0.10823-0.14373i,0.19522-0.20933i,0.17738-0.17773i,0.07012-0.053748i,0.012667+0.045213i,0.020024+0.063847i,0.042357+0.066524i,0.057793+0.073871i,0.04905+0.052821i,0.020253+0.031382i,-0.0007084+0.029288i,-0.0058065+0.022606i,-0.0049324+0.0063373i,-0.0027533-0.0080906i,-0.0014995-0.016111i,-0.0013986-0.022524i,-0.0051039-0.029756i,-0.015882-0.029704i,-0.021999-0.016689i,-0.012337+0.00071513i,0.0007708+0.010552i,0.0049816+0.012749i,0.0051739+0.011253i
-0.1193+0.09696i,-0.20841+0.12917i,-0.19197+0.087919i,-0.084549-0.0067975i,-0.018033-0.073476i,-0.013884-0.081475i,-0.020706-0.078552i,-0.025955-0.07804i,-0.026648-0.051689i,-0.008769-0.027968i,0.010834-0.026162i,0.016539-0.020297i,0.013299-0.0059219i,0.0068144+0.0046334i,0.0009359+0.0092506i,-0.0041111+0.013463i,-0.006722+0.024065i,-0.00088036+0.032612i,0.0081799+0.025815i,0.01079+0.00913i,0.0091674-0.0038291i,0.0081362-0.0089694i,0.0047572-0.0096148i
0.11293-0.040531i,0.20162-0.045398i,0.18288-0.0072376i,0.079454+0.053536i,0.015695+0.086208i,-0.0013844+0.081789i,-0.016288+0.076826i,-0.01889+0.079332i,-0.0050468+0.058814i,-0.0054273+0.035325i,-0.013508+0.029249i,-0.012678+0.018419i,-0.010583-0.00073151i,-0.0091944-0.01125i,-0.0055833-0.01027i,0.0032804-0.010507i,0.013566-0.019004i,0.012828-0.025436i,0.0043765-0.020994i,-0.0002393-0.011122i,-0.0018865-0.0057765i,-0.0064658-0.0012989i,-0.0091704+0.0077523i
-0.09851+0.0019928i,-0.16536-0.025711i,-0.14716-0.0647i,-0.051586-0.099634i,0.012251-0.11878i,0.030101-0.10106i,0.053503-0.068485i,0.063587-0.057316i,0.038288-0.048293i,0.018746-0.033417i,0.019166-0.025172i,0.017446-0.01465i,0.010564+0.0020426i,0.0063185+0.012691i,0.0047091+0.010374i,-0.0027873+0.0029165i,-0.017362+0.0033179i,-0.020585+0.0089623i,-0.0095002+0.0083827i,-0.0022082+0.00051366i,-1.5522e-05-0.0058969i,0.0088995-0.0078727i,0.016847-0.011573i
0.067087+0.029279i,0.10561+0.074588i,0.085218+0.1212i,0.018653+0.1355i,-0.036358+0.11893i,-0.057094+0.076307i,-0.070471+0.025814i,-0.071549+0.015047i,-0.043745+0.025659i,-0.022338+0.023763i,-0.020894+0.014955i,-0.017589+0.0034824i,-0.0087139-0.010685i,-0.005501-0.019667i,-0.0096555-0.016957i,-0.0079329-0.0059655i,0.0054175+0.0010613i,0.014476-0.0023028i,0.0080555-0.0065786i,-0.0021483-0.0021593i,-0.009666+0.0042668i,-0.0204+0.0034285i,-0.025933+0.0029615i
-0.031005-0.042334i,-0.043022-0.092879i,-0.0081389-0.13293i,0.051144-0.14126i,0.080705-0.12129i,0.073604-0.067936i,0.063388-0.0055228i,0.057527+0.0053733i,0.036095-0.017218i,0.015831-0.016951i,0.015044-0.001703i,0.014051+0.0085586i,0.0034548+0.018519i,-0.00070202+0.026594i,0.0053547+0.023493i,0.006641+0.0084112i,-0.0048503-0.005789i,-0.017009-0.0074166i,-0.014849-0.00164i,-0.0017379-0.00028802i,0.0090317-0.0013133i,0.015514+0.0025977i,0.01802+0.0058727i
-0.0058005+0.045376i,-0.022667+0.10218i,-0.049362+0.13352i,-0.083075+0.11454i,-0.10766+0.076234i,-0.092742+0.024923i,-0.058368-0.024384i,-0.037661-0.02797i,-0.025156-0.00074858i,-0.015708+0.0093774i,-0.013622+0.00050641i,-0.0082859-0.0073161i,0.0043214-0.014151i,0.009827-0.023119i,0.0004263-0.025929i,-0.0094235-0.013098i,-0.0051458+0.0072802i,0.0057458+0.016825i,0.0092854+0.011363i,0.0049396+0.0028874i,-0.00042046-0.0035835i,-0.0064967-0.010365i,-0.011811-0.012174i
0.034005-0.033828i,0.079706-0.070882i,0.11799-0.10145i,0.13074-0.094701i,0.1242-0.059011i,0.075638-0.012905i,0.010889+0.024958i,-0.013733+0.025964i,-0.0064425+0.0032597i,0.0019424-0.0029444i,0.0083541+0.0086355i,0.0077315+0.015517i,-0.0035179+0.016457i,-0.011916+0.021552i,-0.0055288+0.026879i,0.0083693+0.018568i,0.012999-0.0018557i,0.00783-0.014074i,0.0017694-0.01258i,-0.0022735-0.0073262i,-0.0047707-0.0014959i,-0.0042651+0.0094071i,0.0012723+0.018435i
-0.061925+0.017646i,-0.11277+0.044338i,-0.14154+0.057445i,-0.14074+0.042879i,-0.12051+0.014596i,-0.064296-0.0031044i,0.0075421-0.0032878i,0.035118+0.0013433i,0.018953+0.006335i,0.0051369+0.0065052i,0.0047041-0.0029355i,0.0084741-0.0093708i,0.016248-0.0088063i,0.022837-0.014775i,0.016742-0.027231i,-0.00069854-0.027987i,-0.012856-0.012194i,-0.012666+0.001938i,-0.0065577+0.0036435i,-0.0029779-0.00061032i,-0.001838-0.0056081i,0.0017968-0.012539i,0.0031251-0.01748i
0.072877+0.0094243i,0.14048-0.0011726i,0.16487-0.018004i,0.13822-0.018102i,0.093909-0.0026397i,0.026962+0.0048733i,-0.036244-0.0062027i,-0.051117-0.013274i,-0.029228-0.0099013i,-0.010899-0.004993i,-0.0048563+0.0028024i,-0.003829+0.0059229i,-0.0097648+0.00030959i,-0.020834+0.003259i,-0.022521+0.019398i,-0.0077339+0.027347i,0.0095825+0.016971i,0.01581+0.0035976i,0.010243-0.000319i,0.0021835+0.0045139i,-0.0032366+0.010611i,-0.0087635+0.014556i,-0.010425+0.015178i
-0.07954-0.033321i,-0.14232-0.041824i,-0.15916-0.03162i,-0.12287-0.016166i,-0.071472-0.014406i,-0.015648+0.0023421i,0.028367+0.039079i,0.038955+0.049318i,0.024142+0.03059i,0.011631+0.012831i,0.010967+0.00057097i,0.012035-0.0055076i,0.014573-0.00091779i,0.022899-0.00097176i,0.027582-0.015835i,0.015903-0.029586i,-0.0040464-0.028094i,-0.016042-0.018907i,-0.014615-0.010958i,-0.0053075-0.006572i,0.0043872-0.0046722i,0.012638-0.0037254i,0.015028-0.0039205i
0.070921+0.056423i,0.12511+0.080955i,0.1381+0.069663i,0.10449+0.035141i,0.055047+0.011989i,0.018028-0.010096i,0.0064443-0.044231i,0.0061309-0.054566i,0.0021797-0.035565i,-0.0017605-0.016382i,-0.005619-0.0073215i,-0.0081278-0.0045945i,-0.0099976-0.007146i,-0.019484-0.0064413i,-0.030034+0.0054702i,-0.02468+0.020103i,-0.0055131+0.024636i,0.0097142+0.01999i,0.0129+0.0124i,0.0089627+0.0044433i,0.0021074-0.0029445i,-0.0074708-0.0068748i,-0.013664-0.0055814i
-0.067596-0.07032i,-0.11214-0.10177i,-0.11766-0.086223i,-0.087004-0.03828i,-0.05153-0.0015567i,-0.031602+0.02384i,-0.035766+0.050682i,-0.03326+0.057661i,-0.013736+0.04032i,-0.00060855+0.020744i,0.003802+0.0092887i,0.0053125+0.0027921i,0.0048077+0.0033481i,0.01211+0.0064057i,0.026343+0.00012209i,0.029192-0.014182i,0.015727-0.024517i,0.00085247-0.026102i,-0.0058755-0.01968i,-0.0062565-0.0091935i,-0.002561+0.0011338i,0.0044599+0.0086035i,0.010792+0.0092259i
0.047045+0.088802i,0.081994+0.13149i,0.09607+0.11026i,0.087947+0.040471i,0.068899-0.011843i,0.062152-0.032636i,0.075866-0.042815i,0.073351-0.049196i,0.040323-0.043589i,0.013532-0.026647i,0.00213-0.013629i,-0.0054067-0.0057529i,-0.0073581-0.0024766i,-0.012218-0.0073295i,-0.026155-0.01016i,-0.03303-0.0012524i,-0.026416+0.0090343i,-0.015682+0.012498i,-0.007664+0.010169i,-0.0035218+0.0038645i,-0.002028-0.0046127i,-0.0030388-0.011286i,-0.0045661-0.012077i
-0.032924-0.090362i,-0.05148-0.12589i,-0.064925-0.10618i,-0.079504-0.041706i,-0.081063+0.0082285i,-0.073707+0.017413i,-0.077133+0.0065769i,-0.072905+0.0071625i,-0.044711+0.01599i,-0.019762+0.014342i,-0.0072191+0.0090538i,0.0014917+0.0051566i,0.0028726+0.00363i,0.0068045+0.010034i,0.020806+0.016192i,0.030107+0.009994i,0.025162-0.00214i,0.014468-0.010313i,0.0069733-0.011265i,0.0033843-0.0050023i,-0.00032535+0.0037392i,-0.0039844+0.010487i,-0.0039836+0.012056i
