-0.0010021-3.5051e-05i,-0.00073441-0.0021894i,-0.0014697-0.0031709i,-0.00084606-0.0011912i,-0.00034344+0.0015691i,-0.00043253+0.0014569i,0.00016486+0.00052389i,0.00055138+0.00055421i,0.0012277+0.00019099i,0.0013709+0.00010679i,0.0011416-0.00064209i,0.00029085-0.00099556i,-0.0005276-0.00062848i,-0.00047505-0.00085387i,-0.00036787-0.0012956i,-0.00096158-0.00095155i,-0.00096352-0.00084473i,-0.000179-0.00064629i,0.0005538-0.0007808i,1.4893e-05-0.00092704i,-0.001049-0.0002278i,-0.00049454-0.00035592i,0.00017178-0.0004355i
0.0019084-0.0002259i,0.00098437-0.0014397i,0.00041031-0.0018191i,0.0003281-0.0019329i,0.00069815-0.0020905i,0.00094173-0.0012269i,0.00093634-0.00012493i,0.00031209+9.5904e-05i,-0.00078208+0.00019276i,-0.0016035+8.4107e-05i,-0.0016799-0.00012239i,-0.00097523-4.7498e-05i,-0.00019243+0.00065175i,-0.00043112+0.0010192i,-0.00032696+0.00026805i,0.00025751+0.00012905i,-0.00033891-0.00025434i,-0.00084704-0.0010652i,-0.0011895-0.0013009i,-0.0014872-0.000552i,-0.00078626-0.00045059i,0.00014737-0.00058816i,0.00042469-0.00022331i
2.6589e-05-0.0016361i,-0.00143-0.0016476i,-0.0026901-0.0013876i,-0.0019387-0.00063305i,-0.00082929-0.00028545i,-0.00049069+0.00050619i,0.00033964+0.00082344i,0.00087307+6.0655e-05i,0.00071004-0.00028143i,0.00053563-0.00022512i,0.00041376-0.00044642i,5.8634e-05-0.00022531i,-0.00062676+0.00053104i,-0.0012631+0.00096087i,-0.00091738+0.0011051i,-0.00049927+0.00060233i,8.8979e-05+0.0003612i,0.00025885+0.00090873i,4.4413e-05+0.00091698i,0.00058929-1.64e-05i,0.0006931+3.3146e-05i,0.00075129+0.00088561i,0.00072548+0.0013856i
7.7254e-06-0.0021144i,-0.0012218-0.0024706i,-0.0016091-0.0023753i,-0.00088443-0.00091325i,0.00013862-0.00028676i,0.00031543-0.00087212i,0.00044009-0.00063906i,0.00060743+0.00027291i,-6.3658e-05+6.2243e-05i,-0.00031236-0.00084399i,-0.0003774-0.00041319i,-0.0005093+0.00030495i,-8.8665e-05+0.00022709i,-0.00046091+0.00089658i,-0.00051018+0.00076632i,7.8937e-05-6.2553e-05i,0.00040832-0.00010348i,0.00030484-0.0005201i,-0.00015589-0.00061916i,-0.00068361-0.00018455i,-0.00022343+0.00012119i,0.00011538+0.00056792i,-6.7249e-05+0.00066688i
1.991e-05-0.00068404i,-0.00039709-0.00081182i,-0.00049234-0.00012908i,-0.00035724+0.00040504i,-9.4236e-05+0.0011853i,-0.00051736+0.001541i,-0.00097913+0.0012311i,-0.00054583+0.00071993i,-0.00037174+0.00042956i,-0.00065507+0.00042231i,-0.00053621+0.00015524i,1.1655e-06-0.00039605i,0.0005978-0.0010982i,9.0723e-05-0.0008141i,-0.00018614-7.119e-06i,0.00062718+0.00048662i,0.00047481+0.00093808i,-0.00020891+0.0001752i,-0.00018396-0.00080677i,1.4049e-05-0.00080287i,-0.00067918-0.00062995i,-0.00054247-0.00062275i,0.0007358-0.00028131i
-0.00088225+0.0001235i,-0.00092615-0.00037335i,-0.00049616+3.2275e-05i,0.00047789+0.00075071i,0.0016567+0.0010108i,0.0015144+0.0010196i,0.00049131+0.0007049i,-8.606e-05+0.00051813i,-0.00018065+0.0010055i,-0.0005424+0.00074257i,-5.9932e-05+5.6189e-05i,0.00078777-0.00046826i,7.868e-06-0.00096209i,-0.0010352-0.00052205i,-0.0011916+0.0005143i,-0.00073353+0.001132i,-5.1806e-05+0.00041884i,0.00053751-0.00050185i,0.00019056-0.00075831i,-0.00043323+0.00049324i,-0.00025556+0.0012614i,0.00053831+0.00013325i,0.00064859-0.00088848i
-0.0010952-0.00079558i,-0.00078799-0.0016757i,-0.0017308-0.0011121i,-0.0011155+0.00052962i,0.00025966+0.0012457i,0.00058878-0.00010935i,0.00026537-0.00095084i,0.00027468-0.00094074i,0.00073358-0.001466i,0.00075078-0.0014468i,0.00025529-0.00087997i,0.00037847-0.00013827i,0.00010963-3.7695e-05i,4.0973e-05-0.00021798i,0.00031879+0.00019585i,0.0007698+0.00098469i,0.00088426+0.0011786i,0.00018664-0.0001991i,5.7816e-05-0.00053842i,0.00045237+0.00034189i,0.00042454+0.00024083i,-0.00019477+3.5192e-05i,-0.00038828+0.00011948i
0.00078692-0.00155i,2.0666e-05-0.0018033i,-0.0010775-0.001208i,-0.00085511-0.00068599i,-0.00043087-0.00056248i,0.00035775-0.00011353i,0.00019002+0.0003661i,0.00019749-0.00017801i,0.00055602-0.00081008i,-6.5701e-05-0.00033996i,0.00028949+0.00037776i,0.00049263+0.00012995i,-0.00038216-0.00059188i,-0.00044563-0.00041357i,-0.00044257+8.6399e-05i,-5.8004e-05+4.8604e-05i,0.00069709-0.00033875i,0.00070699-0.00031747i,-0.00028109-0.00044007i,-0.0006352-1.3535e-05i,-0.00026232+0.00036979i,0.0005821+1.8705e-05i,0.00083544-0.00035145i
0.00032038-0.00084889i,0.00022345-0.0016709i,0.0012542-0.00216i,0.0020757-0.0015324i,0.0020423-0.001205i,0.0017976-0.00076692i,0.00068294-0.00020618i,0.00068394+0.00022196i,0.00096578+0.00083597i,-0.00013428+0.00020926i,-0.00027483-0.00064162i,-0.0003521-0.00053273i,-0.00021021+0.00029438i,0.00013818+0.0012956i,0.00012794+0.00081497i,0.00050662+0.00026512i,0.00057865+0.00029883i,2.9534e-05+0.00023777i,-0.00075595-0.0002354i,-0.0010684-0.00087266i,-0.00043498-0.00074781i,0.00012201-0.00017049i,-0.0002226-7.0938e-05i
0.00026426-0.0012841i,-0.00065723-0.0018019i,-0.00098775-0.00093337i,-0.0009957-0.0001004i,-0.0010462+0.000521i,-9.9254e-07+0.0010925i,0.00058674+0.00077769i,0.00053532+0.00066508i,0.0001005+0.00021034i,-0.00026118-0.00011473i,-0.0002684-0.00015253i,0.00075521-0.00043146i,0.00093258-0.00045008i,-0.00040841-7.9178e-06i,-0.00087699+0.00055677i,-0.00074397+0.00043419i,-0.00062915-6.8433e-05i,-0.00010824-0.00060845i,-0.00022793-0.00031316i,0.00029458+0.00023362i,0.00088485+0.00019979i,0.00086986-3.4043e-05i,0.00051131+6.1743e-05i
-0.0014878-0.0021822i,-0.0011133-0.001472i,-0.0028376+0.0011757i,-0.0022993+0.0025643i,-0.00015433+0.0020504i,0.00043666+0.00099749i,0.001105+9.6805e-05i,0.00074508-0.00014096i,-0.0003129-0.00080629i,-0.00082645-0.00083865i,-0.0011393-0.00010525i,-0.00037209-0.00032207i,-2.9979e-06-0.00084742i,-0.0003302-0.00049782i,-0.00088519-0.00011673i,-0.0007939-0.00043209i,0.00042696-0.0010667i,0.00075005-0.0015034i,0.00020796-0.00089079i,1.0455e-05-0.00048369i,-0.00046799-0.00046395i,-6.9938e-05+0.00012313i,0.00087157+0.00074408i
2.0467e-05-0.00058731i,0.00015069-0.00057097i,2.9262e-05-0.0012196i,-0.00035129-0.00072228i,-5.4386e-05+0.00071278i,0.00011255+0.00049676i,-0.00014272-0.00021979i,-0.00045373-6.8187e-05i,-0.00064582-0.00015125i,-0.00047156-0.00010474i,5.5929e-06+0.00017079i,-0.00045139+6.3151e-05i,-0.00067349-0.00076266i,-4.5578e-05-0.00083037i,0.00016412+0.00033764i,-0.00045628+0.0011674i,-0.00036558+0.0010205i,8.8211e-05+0.00065887i,-2.7775e-05+0.00021197i,0.00024432-0.00030131i,2.5809e-05+0.00010849i,-0.00012235+0.00059951i,8.1158e-05+0.00018164i
0.00013319-0.0014179i,-0.00095465-0.001582i,-0.0017768-0.00050854i,-0.0017714+0.00081301i,-0.0010916+0.0011783i,-0.00016238+0.0007266i,0.00068557+0.00042891i,0.0004869+0.00027846i,-0.00014075+3.0778e-05i,0.00014243+1.473e-05i,-5.7099e-06+0.00040555i,3.4985e-05+0.00052347i,0.00049303+0.00034795i,0.00028537+0.00075821i,-0.00084196+0.00091598i,-0.00071542+0.00031999i,2.3055e-05+7.6703e-05i,-1.5371e-05+0.00065243i,-0.00036727+0.0006787i,7.0326e-05-0.00011742i,0.00024952-0.0005277i,0.00017002-0.00043603i,0.00019994-0.00059258i
-0.00086683+0.00093856i,-0.0010961+0.0010028i,-0.0013237+0.001971i,-0.00025786+0.0030902i,0.00082926+0.0030768i,0.0014002+0.0010307i,0.0016104-0.00057167i,0.0011829-1.8311e-05i,0.00023682+0.00038403i,0.00022141+3.8478e-05i,0.00024303-0.00069953i,2.4918e-05-0.00095465i,8.6283e-05-6.6877e-05i,-0.00063637+9.9696e-05i,-0.0015618+0.00023751i,-0.0018317+0.00072613i,-0.0010606+0.00046221i,0.00015414+0.00052271i,0.00030611+0.00053691i,-0.00014426+0.00014619i,2.2344e-05+6.6404e-05i,0.00050282+5.2701e-05i,9.0508e-05+1.15e-05i
-0.00046491-0.0019183i,-0.0013057-0.0012934i,-0.0011445-0.0010449i,-0.00042729-0.00063144i,0.00066641-9.9984e-05i,0.00075447-0.00011257i,0.00024634-0.00034072i,0.00048488-0.00044101i,0.00020165-8.6687e-05i,-0.00049285+0.00012948i,-0.00082951+6.0566e-05i,-0.00063726-7.8535e-05i,0.00019507-0.00060957i,0.00077299-0.0003111i,0.00080909+0.00067015i,9.0011e-05+0.0012864i,-0.00010323+0.00088819i,0.0002475-8.8615e-05i,0.00020716-0.0007765i,-0.00031583+0.00044639i,-0.00061443+0.0014249i,-0.00022873-0.00012878i,3.4876e-05-0.0011745i
-0.0014872-0.0039336i,-0.001985-0.0036894i,-0.0032005-0.0033705i,-0.0028634-0.0017423i,-0.0019803+0.0011539i,0.00031892+0.0020506i,0.0018084+0.00081826i,0.00076528-0.00041688i,-0.000342-0.0011772i,-0.00062737-0.0009167i,-0.00025684-6.794e-05i,3.2788e-05+0.00023753i,0.00028898-8.8945e-05i,0.00090588-0.00078225i,-6.5003e-05-0.00060045i,-0.00056873-0.00022466i,-0.00024404-0.00013735i,-0.0007684-0.0002548i,-0.00091314-0.00025012i,-0.00048878-0.00067438i,-8.3714e-05-0.00056619i,-0.00024629-0.00052426i,0.00012482-0.0010335i
0.0019258-0.0021583i,-8.5554e-05-0.0022621i,-0.001323-0.0017376i,-0.00058926-0.0012194i,0.00018441-0.00096014i,0.00047072-0.00080611i,0.001652-0.00068421i,0.0016146-0.00050869i,0.00041197-0.00067116i,-0.00034846-0.0011421i,-0.00083893-0.00072355i,-0.0009532+0.00024867i,-0.00094219+0.00078892i,-0.00055044+0.00064634i,0.00034145+0.00026183i,0.00060344+0.00051969i,-0.00039961+7.9489e-05i,-0.0008042-0.00067849i,0.00065549-0.00023895i,0.0007289+0.0001187i,-8.0516e-05-0.00021779i,3.0044e-06-1.4868e-05i,-0.00017963+0.00010372i
-0.0015483-0.001494i,-0.0029397+5.7392e-05i,-0.0034337+0.0016643i,-0.0028652+0.0021383i,-0.0016583+0.0016762i,0.00024914+0.0016945i,0.0011398+0.00045403i,0.00052425-0.0006315i,-0.0006581-0.00020034i,-0.0011243+0.00039423i,-0.00071277+0.00081489i,-0.00058469+0.001483i,-0.00027819+0.0010397i,0.00034916-0.00018142i,8.7182e-05-0.00050365i,-0.00038319-0.00056414i,-0.001055-0.00035137i,-0.00088269-0.00081683i,-4.3893e-06-0.00094094i,-0.00015289-0.00010368i,-0.00076174+0.00033281i,-0.00044007+0.00048988i,-0.00014265+0.000535i
0.00052669-0.0018913i,0.00019289-0.0021078i,-0.00040601-0.001617i,-0.00019674+0.00038439i,-0.00013835+0.00085474i,0.00034895+0.00051053i,0.00055069+0.00097059i,0.00037172+0.00067617i,-0.00015887-0.00050735i,7.3809e-05-0.00072833i,0.00059507-0.00027349i,-6.8949e-05+0.00010231i,-2.1715e-05+0.00037803i,-0.00011181+0.00033964i,-6.7705e-05+0.00020332i,0.00054546+0.00045464i,0.00076932+6.7314e-06i,3.2979e-05-0.00079217i,-0.00034378-0.00055121i,-0.00058715+0.00011088i,-0.00054467+0.0002778i,0.00012971-0.00055115i,8.2135e-05-0.00041221i
-0.00076054-0.0029208i,-0.0014243-0.0019248i,-0.0026347-0.00089032i,-0.0028769+0.00053747i,-0.002034+0.0011391i,0.00010934+0.00044785i,0.00097295-0.00046473i,0.00037877-0.0011679i,-0.00025916-0.0010383i,-0.0014137-0.00072747i,-0.0013975-0.00015334i,-0.00068439+0.00047306i,-3.4086e-05+0.00046264i,0.00010179+0.00035511i,-0.00022347-0.00010884i,-0.00022272-0.00040648i,-0.00030954+0.00026028i,-0.00038111+0.00079751i,0.00037215+0.00018638i,0.0011214-2.9964e-05i,0.0015182-2.5763e-05i,0.00092837-0.00033621i,-0.00021592+0.00028824i
-0.00027757-0.0032816i,-0.002839-0.0027829i,-0.0049322-0.0016976i,-0.0041543+0.0004005i,-0.0025928+0.0013336i,-0.001301+0.0017521i,0.00066188+0.0017852i,0.0013928+0.0011088i,0.00018189+0.00079273i,-0.001438+0.00048506i,-0.0017881-9.74e-05i,-0.00023945+7.3e-05i,0.0012447+0.00036173i,0.0013916+0.00045731i,0.00043362+0.00099379i,0.00015122+0.0008316i,-7.9013e-06-0.00018603i,0.00023007-0.0005845i,0.00015515-0.00019516i,0.00012453+0.00024865i,0.00052058-0.00018819i,0.0005841-0.001008i,0.00021005-0.00064295i
-0.0012212+0.0019975i,-0.00026545+0.0003327i,0.0010859+0.00058933i,0.0012321+0.0012309i,0.0012144+0.00012304i,0.0015718-0.0012166i,0.0010896-0.0015418i,0.00054156-0.0007651i,-6.738e-05-0.00055543i,-0.00054621-0.0014239i,-0.00088245-0.0016528i,-0.00062929-0.00030607i,-0.00024557-8.412e-05i,-0.00068102-0.00021494i,-0.0011664+0.0005104i,-0.00046618+0.00047731i,8.4759e-05-2.3055e-05i,-0.00026712-0.00087416i,-8.9366e-05-0.00057583i,0.00020428-0.00014441i,-0.0002266+0.00021235i,-0.00059624+0.00055797i,-0.00075152+0.00015425i
-0.0010225-0.0013016i,-0.0011135-0.0014118i,-0.0017288-0.0010642i,-0.0015328-0.00071987i,-0.00037873+0.00019629i,0.00054488+0.00051993i,0.00024046+3.4886e-06i,-1.1019e-05-0.00070169i,0.00031133-0.00020964i,0.00052476+0.00016377i,-8.8031e-05-0.00044854i,-0.0010216-0.0005144i,-0.00096506-0.00096572i,-0.00019825-0.0008731i,-0.00023316+0.00046826i,-0.00076483+0.0010445i,-0.00087779+0.0010542i,-0.00030983+0.00028038i,1.4475e-05-0.00059287i,-0.00027786-3.7362e-05i,-0.00014691+0.00040324i,-0.00013996+0.00053095i,-0.00041053-0.00024857i
0.00036549-0.0014381i,-0.00018435-0.0011614i,-0.001383-0.0012865i,-0.0015737-0.00088103i,-0.00077868+0.00083195i,0.00041619+0.00091178i,0.0010941+0.0001962i,0.00097319+0.00022794i,0.00067917+2.5796e-05i,-6.9002e-05+0.00014747i,-0.00068643-0.00012102i,-0.00020405-0.00063002i,0.00050442+0.00022051i,0.00062674+0.00056049i,-0.00029741+0.0003011i,-0.00086957-0.00027656i,-0.00045364-0.00062076i,-0.00026966-0.0010232i,-0.00021795-0.00078878i,-0.00037606+0.00046677i,-0.00046165+0.00061756i,0.00029821+0.00036004i,0.00066228+0.00066444i
-0.0011296-0.00031511i,-0.0016105-0.00022155i,-0.0015237+0.00037228i,-0.0012999+0.00088233i,-0.00045853+0.0010201i,0.00029418+0.00050077i,0.0010462+0.00029899i,0.0012085+0.00083595i,1.7377e-05+0.00093661i,-0.00078198+0.0010977i,-0.00052021+0.00068773i,-0.00044498-0.00027368i,-1.8579e-06+4.0766e-05i,7.19e-05+3.3542e-05i,-0.00044702+8.9602e-05i,-6.9602e-05+0.001033i,0.00043172+0.00089774i,6.1982e-05+0.00025882i,0.0001207-2.8504e-05i,0.00065184-0.00021028i,0.00057959-0.00086328i,-3.6165e-05-0.00082878i,-0.00057987-0.00055391i
0.00043808+0.0003959i,0.0011252-0.0014494i,0.0014989-0.0015147i,0.00229+0.00040058i,0.0024515+0.0011775i,0.0016229+0.0005328i,0.00063539-3.2653e-05i,0.00030551-0.00075664i,0.00072573-0.00082562i,0.00070477-0.00096217i,-0.00038742-0.00088142i,-0.00025268-0.00097679i,0.00027526-0.0010915i,0.00037641-0.00062158i,-0.00013209+0.00043799i,-0.00042756+0.001075i,-0.00078317+0.00038341i,-0.00057413-0.00018422i,9.3385e-05+2.4953e-05i,0.00040344+0.00025193i,0.00017238+0.0001161i,-0.0004774-0.0001671i,-0.00030472-0.000388i
0.00089265-0.0019147i,-0.00011649-0.0019065i,-0.0007166-0.00030412i,-0.0012137+0.00039712i,-0.00060362-0.00030417i,1.917e-06-0.00063713i,0.00043054+0.00011656i,0.00063016+0.00089395i,0.00030579+0.00067606i,0.00013431+0.00080955i,-0.00067063+0.00073806i,-0.00076465+0.00034143i,0.0001374+0.00041644i,-4.0574e-07-9.8859e-05i,-0.00065511-0.00025181i,-0.00075718+0.00010893i,-0.00096199+0.00021884i,-0.0011555-0.00017957i,-0.00097722-0.00059567i,-1.1912e-05-0.00040359i,0.00047256+0.00043212i,-7.7027e-05+0.00082115i,-5.317e-05+0.00018749i
0.00067855-0.002103i,0.00011629-0.0017617i,-0.00067391+6.7823e-05i,-0.00081694+0.00098585i,7.6788e-05+0.00015608i,0.00046414-0.00030348i,0.00065982-9.5528e-06i,4.3936e-05-0.00031846i,-0.0012221-0.0009195i,-0.0013669-0.00096818i,-0.0007831-0.00055795i,8.5053e-05-0.00039136i,0.00039742-0.00025429i,5.3857e-05-0.00019481i,-0.00024977+0.00036879i,-0.00023634+0.00074335i,-0.00032759+0.0001377i,-0.00030491-0.00062946i,0.00023032-0.00091368i,-0.0002481-0.0010084i,-0.0010131-0.00071393i,-0.00034792-0.00017394i,-0.00019252-0.00011488i
-0.00060277-0.0016429i,6.501e-06-0.0022856i,-0.00017576-0.0020094i,-0.0013268-0.00076272i,-0.001514-0.00019626i,0.00019542-0.00043299i,0.0013271-0.00037282i,0.00023705-8.9028e-06i,-0.00068822-6.9369e-05i,-0.00083517-0.00020615i,-0.0010899+3.1911e-05i,-0.00076989-0.00013536i,-0.00034713-0.00019642i,-0.00010112+0.00037881i,0.00022951+0.00086544i,0.00034463+0.00089412i,0.00055065+0.00010972i,0.00076171-0.00035141i,-1.8012e-05-0.00065868i,-0.00079574+0.00035849i,-0.00078837+0.0011376i,-0.00031264+0.00074116i,-0.00019513+0.00023798i
0.00032594-0.0018275i,-1.3466e-06-0.0019867i,-0.00046115-0.0012739i,0.00017854+1.9442e-05i,0.00096027+0.00026104i,0.00051229-0.00019516i,0.00094078-0.00020694i,0.0015144-0.00024171i,0.00067668+7.6289e-05i,0.00043256+0.00061283i,0.00019645+0.00019365i,-5.1958e-05-0.00081596i,-0.00031271-0.00060403i,-0.00041208+3.8476e-06i,-0.00016961+0.00024335i,0.00035419+0.00015702i,0.00060208+0.00030676i,-3.3613e-05+0.00018377i,-0.00015477-0.00027135i,0.00045208+0.00047637i,0.00017522+0.00059128i,0.00023049-4.8822e-05i,0.00051031-3.5634e-05i
-0.00065773-0.00066259i,-0.0010575-0.0016173i,-0.0025764-0.0010973i,-0.0026081+0.00023318i,-0.00083059+0.00050158i,0.0010067+0.0004147i,0.0017767+0.00038315i,0.0014436-6.1365e-05i,0.00094748-0.00055403i,0.00067947-0.00052208i,0.0004265-0.00040051i,0.00053223-0.00059809i,0.00078472-0.0006718i,0.00083832-0.00061194i,0.00063766-0.00041907i,-0.00014551+0.00013675i,-0.0006162+0.0004644i,-0.00014184+0.00013437i,-0.00048849-0.00020806i,-0.00060964+0.00013493i,6.6666e-05+0.00054974i,-0.00060865+6.0587e-05i,-0.00075631-0.00039488i
0.0011792-0.00066802i,0.0011571-0.0015013i,0.00058448-0.00099298i,0.0010015-0.00079275i,0.0020527-0.0011336i,0.0012101-0.0011272i,-0.00013443-0.00050898i,0.0002467-0.00013196i,0.0011375-0.00075032i,0.0006431-0.00041914i,5.299e-05+0.00035886i,-0.00043036+0.00061652i,-0.0010252+0.0007247i,-0.0014509+0.00028633i,-0.00065338+8.4945e-06i,-0.00016624-0.00019981i,-0.00041287-0.00025685i,0.00031502-3.6539e-05i,0.00047611+0.00038815i,5.1263e-05+0.00070521i,8.7785e-05-2.6021e-05i,0.00028397-0.0010137i,0.00037971-0.00084562i
0.00019798-0.0025082i,-0.00036464-0.0019569i,-0.00098403-0.001223i,-0.0015519-0.00041523i,-0.0012494-0.00020555i,-0.0004028-1.3138e-05i,0.00024098-0.00039482i,0.00063126-0.00093464i,-0.00029268-0.00093609i,-0.00095613-0.0011468i,-0.00030558-0.00030584i,-0.00033931+0.00024523i,-0.00010219-1.5319e-05i,0.00038938+0.00034519i,0.00048202+0.00033809i,0.00074762-0.00010965i,0.00030688-0.00017516i,-0.00026831-0.00024547i,-9.7907e-05+3.1112e-06i,-8.3629e-05+0.00023109i,-6.6709e-05+1.258e-05i,0.00015565+0.00034794i,0.00049009+0.00076568i
0.00012569-0.0017929i,-0.0009122-0.0023802i,-0.0021758-0.0014435i,-0.001552-0.0010596i,-0.00036541-0.00088502i,-0.00051954+0.00032613i,-9.8837e-05+0.00097335i,0.00064146+0.00087116i,0.00054237-0.00019057i,-0.00035268-0.0013794i,-2.8629e-06-0.00090038i,0.00033232-5.8388e-05i,-0.00021381-0.00042247i,-0.00026615-1.0923e-05i,-0.00067175+0.00054697i,-0.00062734+2.8628e-05i,6.9551e-06+0.00037354i,0.00015457+0.00068132i,0.00050994+4.1509e-05i,0.00050387-0.00021221i,0.00026682+2.4324e-05i,0.00069818-0.00048258i,0.00081905-0.00073799i
-3.0382e-05-0.0025997i,-0.002069-0.0020605i,-0.0022249-0.0018457i,-0.0013802-0.00085397i,-0.00090651-0.00034575i,-0.00035835-0.00040611i,0.00078558+4.6936e-05i,0.0005708-4.4031e-05i,-4.5796e-05-0.00078177i,-0.00075467-0.00045106i,-0.00064426-3.6222e-05i,7.0868e-05+0.00022725i,0.00045152+0.00064979i,0.00058802+0.00014962i,0.00068646-2.5329e-05i,-0.00029333+0.00094877i,-0.00087071+0.00085037i,-0.00032948+6.2863e-05i,-0.00021942-0.00043973i,-0.0010869-0.00035932i,-0.00091958-9.1701e-05i,0.00016161-0.0002347i,0.00044716-0.00042903i
0.00018228-0.0013389i,0.00027116-0.0020639i,-0.0013083-0.0017935i,-0.0020105-0.00011336i,-0.0010268+0.00087244i,-9.0997e-05+0.0010464i,0.00031254+0.00059994i,-0.00015039+0.00099621i,-0.00076009+0.00057316i,-0.00085621-0.00018426i,-0.00039318+0.00016968i,-0.00011604-0.00022046i,0.00043775-0.0010128i,0.0010049-0.00064686i,0.00053729-0.00049314i,-1.1071e-05-0.00071993i,-9.9708e-05-0.00026938i,-0.00019792-0.00033946i,-0.00049498-0.00078912i,-0.00082809-0.00022234i,-0.00033382+0.00040225i,0.00045376+7.7285e-05i,0.00028764-0.0004573i
0.00087245-0.00018264i,0.0014597-0.00010009i,0.0017353-0.0010953i,0.0006622-0.0010674i,-0.00015056-0.0010041i,0.00066872-0.0011506i,0.00061719-0.0002357i,-0.00013193+7.6031e-05i,-0.00020656-0.00065952i,-0.0003121-0.0011562i,-0.0004191-0.00066784i,-0.00089327-0.00017667i,-0.0013483-0.00054477i,-0.00038414-0.00036087i,0.00026119+0.00060654i,0.00021942+0.00052043i,0.00029527-0.00012793i,-6.2416e-05-0.00029207i,-0.00039782-0.00030527i,0.00010505+0.00030427i,0.00068169+0.0006359i,0.00031149+0.00069294i,5.4855e-05+0.00089053i
-0.00063387-0.0010312i,-0.0018787-0.0010324i,-0.0018728-0.00132i,-0.0015456-0.00057599i,-0.0013441+0.0004874i,-0.00013943+0.00051364i,0.0005265+0.00029575i,-0.00013546-0.00019977i,-0.00074512+9.8036e-05i,-0.0012052+0.0008252i,-0.0010684+0.00088129i,-0.00076582+0.00063435i,-0.00093025+0.00011301i,-0.00092332+0.0005682i,-0.0012502+0.00088422i,-0.0016733+0.00050852i,-0.0013605+0.0007286i,-0.00059812+0.00058059i,2.241e-06+0.00065033i,-0.00015765+0.00083241i,-0.00064451+0.00015333i,-0.00086009+6.0868e-05i,-0.00050187+0.00021416i
-0.0012217-0.0016223i,-0.0012451-0.0019789i,-0.0015003-0.00078603i,-0.0012195+0.0014886i,0.00029997+0.0020327i,0.0013016+0.00090958i,0.00077147-0.00042858i,-0.00027616-0.00060492i,-0.00069397-6.2194e-05i,-0.00056+0.00019759i,-0.00027568+0.00028448i,-8.085e-05+0.00016633i,-0.00033227+0.00043154i,-0.00047669+0.00073775i,-0.00013362+0.00076209i,-7.5456e-05+0.00043542i,-0.0001283+0.00031731i,0.00023056+0.00037003i,-4.1393e-05+0.00011852i,-6.3526e-05-0.00032847i,8.5468e-07-0.00093739i,-0.00060043-0.0007338i,-0.00039836-4.5636e-05i
0.00046952+0.00092983i,0.0011128+0.00038562i,4.2451e-05-0.00018502i,-5.5121e-05-0.00060098i,0.00081885-0.00044024i,0.00080291-0.00068663i,3.8264e-06-0.00060047i,-0.0009914+2.0709e-05i,-0.00086623-0.00034883i,-0.00039249-0.00040634i,-0.0008083+0.00020805i,-0.00079415+0.00054944i,-0.00099559+0.00080426i,-0.00080758+0.00097674i,-0.0002295+0.0011127i,-0.00015017+0.0010619i,-0.00030871+6.2133e-05i,-0.00049294-0.00074707i,-0.00051622-0.00067314i,-0.00045443-0.00078166i,-0.00032935-4.7343e-05i,-0.00012982+0.00055451i,0.00013396-3.8468e-05i
-0.0013473+8.0567e-05i,-0.0013797-0.0014736i,-0.00066639-0.0011931i,0.00015762-0.00040397i,0.00021282-0.00011717i,0.00099014-0.00041546i,0.0012689-0.00047536i,0.00074137-0.00015317i,0.00057223+0.00032308i,0.00041279+0.00097506i,-2.3332e-05+0.00095494i,-0.00031115+0.00019284i,-0.00019576-2.361e-06i,0.00058266+0.00044233i,0.00050311+0.00087891i,-0.00078379+0.00087203i,-0.0011861+0.00043235i,-0.00091703-0.00062361i,-0.0012195-0.0013743i,-0.0010352-0.00093534i,-0.00050175-6.1313e-05i,-0.00042614+0.00032777i,-3.881e-05+0.00033036i
0.00012878-0.0011166i,-0.00024856-0.00024197i,7.145e-05+0.00024301i,0.00095109-0.0001968i,0.00034288-0.00049139i,-0.00079372-0.00047604i,-0.0006136-0.00019625i,-0.00025868+4.8396e-05i,1.7193e-05+0.00013748i,-6.2287e-05+0.00038104i,-0.00087312+0.00084103i,-0.00084078+0.0001391i,3.0638e-05-0.00026642i,-4.9195e-05+0.00013722i,-0.00047715-2.7637e-05i,-0.00059414+0.00020324i,-0.0004883+0.00019672i,-0.0007513-0.0001104i,-0.0015859-0.00021196i,-0.00071871-0.00010078i,0.00065866+0.00036697i,0.00013418+0.00075836i,-0.00012349+0.0005741i
8.3043e-05-0.0013949i,-0.00093138-0.0020281i,-0.0019508-0.0016831i,-0.0014946-0.00050669i,-0.0010302+0.00031097i,-0.00025537+0.00087824i,0.00071785+0.00072441i,0.00073313-2.9576e-05i,-0.00015486+7.4316e-05i,-0.00083907+0.00030864i,-0.00011618-0.00028552i,0.00025814-0.0012348i,-0.00080362-0.0011077i,-0.0014215-0.00046322i,-0.0005471-0.00090434i,-0.00045123-0.00065644i,-0.00088645-0.00012064i,-0.00045396-0.00060721i,-0.00030308-0.00083874i,-8.8581e-05+7.8183e-05i,3.296e-05+0.00036478i,-0.00052874+8.4273e-05i,-0.0010346-0.00039754i
