-0.0039338-0.0017598i,-0.0037714-0.0023779i,-0.0032883+8.5766e-05i,-0.0019306+0.0026517i,-0.0014562+0.0019608i,-0.00089799+0.0013259i,-0.00060103+0.0016357i,-0.00028998+0.0016181i,9.0411e-06+0.0013634i,0.00041613+0.00086088i,0.0012126-0.00074552i,0.0015631-0.0023111i,0.00092114-0.0026379i,0.00015091-0.0023998i,-0.00043225-0.0017621i,-0.0006793-0.00092813i,-0.00043644-0.00059311i,-0.00029855-0.00050072i,-0.00030813-0.00021987i,-0.00062345+0.00019465i,-0.00095639+3.9785e-05i,-0.00081098-0.00054018i,-0.0004333-0.0004986i
-0.00066218-0.0025246i,-0.0016639-0.0017971i,-0.00091858-0.00069986i,-0.00019883-0.00077499i,-0.00063586-0.0016249i,-0.00059488-0.00063392i,-0.00030071+0.00036224i,-0.00067407+0.00031569i,-0.00069628+4.7004e-05i,-0.00036411+0.00023791i,-1.8006e-06+0.00070006i,0.00051329+0.00063174i,0.0013579+0.00025162i,0.0014732-9.8408e-05i,0.001367+0.00020083i,0.0006911+0.00045419i,-0.00043949-0.00019024i,-0.00049517-0.00071409i,-0.00031932-0.00034756i,-0.00027109+0.00024216i,0.00040023+0.00019748i,0.0012368-0.00024621i,0.0010057-0.00057678i
0.0027862+0.0012287i,0.0025002+0.0015853i,0.0028317-0.00029813i,0.0011593-0.0016109i,-0.00035138-0.0022855i,-0.0015358-0.0017403i,-0.0019839+0.00012447i,-0.0013619+0.00041765i,-0.00082096-7.0233e-05i,-0.0014769+0.00025986i,-0.0014863+0.00065912i,-0.00053743+0.00049675i,-0.00056918-0.00075078i,-0.00091696-0.00091597i,-0.0014282-3.3167e-05i,-0.0014599+0.00056534i,-0.0008316-4.1353e-06i,4.9e-06-0.00025588i,-0.00047658+5.8724e-05i,-0.001262+0.00014021i,-0.0011106+1.422e-05i,-0.00057864+0.00025845i,-3.4916e-05+0.00084936i
-0.00068206-0.0011821i,-0.00069484-0.0019958i,-0.00031737-0.0011191i,0.00063746-0.00057723i,0.00057316-0.0014619i,-0.00071425-0.0016857i,-0.00083473-0.00046811i,-0.00056345+0.00049426i,-0.00036777-7.1025e-05i,-0.0004382+0.00031586i,-0.00080831+0.001252i,-0.00016032+0.00089492i,0.00062083+0.00015645i,0.00096638+0.00020928i,0.00092797+0.00015911i,0.00057717-0.00023704i,0.00054305+0.00012042i,0.00026274+0.00066127i,8.4579e-06+0.00031097i,0.000181+7.0408e-05i,0.00058848+1.7723e-05i,0.00027455-0.00018585i,-0.000374-1.6135e-05i
0.0028298+0.0005762i,0.0030379-0.00026719i,0.0022618-0.0020066i,0.0013758-0.0020726i,0.00034134-0.0014544i,-0.0012459-0.00096023i,-0.001109-0.00034569i,-0.00101-0.00070828i,-0.00081366-0.00051637i,0.00011468+0.00038802i,-0.00024705+0.0009792i,-0.00073161+0.0014867i,-0.00087283+0.0012889i,-0.0014547+0.00084168i,-0.0017099+0.00061093i,-0.00095792+8.6889e-05i,-0.0006198-2.7158e-05i,-0.0013955+0.00014727i,-0.0012373-0.00054912i,-0.00076392-0.00060836i,0.00021302-0.00039734i,0.0013547-0.0002708i,0.0013383-6.6135e-05i
0.0011693+0.0049132i,0.0002171+0.0038256i,0.0011064+0.0022696i,0.0022129+0.00020762i,0.0018015-0.0025351i,0.00054864-0.0031524i,-0.0010578-0.00092939i,-0.00147+0.00067834i,-0.00049388+0.00071828i,0.00031238-0.0001491i,0.00084978-0.00065842i,0.00027953-0.00071119i,-0.00066509-0.0011763i,-0.0011285-0.0014383i,-0.00092535-0.00081689i,-0.00095003-0.00013762i,-0.00080694+0.00029819i,7.7099e-05+6.7068e-05i,0.00064838-0.00024869i,0.00061014-5.877e-05i,0.0002414+3.8936e-05i,-0.00012774-0.00023387i,-8.5107e-05-0.0002664i
-0.0012756+0.00038249i,-0.0010568+0.00019511i,0.0002042+0.00014378i,0.0015567+0.00035929i,0.00084416+0.0011292i,-0.00054912+0.001132i,-0.0010776+0.0014529i,-0.0013132+0.001145i,-0.0010399+0.00072951i,-0.00020231+0.00045934i,0.00054487+0.00019817i,-5.9668e-05-0.00011143i,-0.00053539-0.0002872i,-0.00020521+0.00018818i,-9.4643e-05+0.00035485i,-6.3725e-05+2.9304e-05i,-0.00026284-0.00018534i,-0.00046036-0.00013829i,-0.00072265-0.00048063i,-0.00086922-0.00058527i,-0.00086493-0.00023334i,-0.00079461+0.000252i,-0.00070071+0.00057647i
-0.00010514-9.4786e-05i,0.0005278+0.00057946i,0.00079727+5.6931e-05i,0.00061102-0.0012042i,-0.00084144-0.0023462i,-0.0011059-0.0026366i,-0.0007744-0.0011759i,-0.00066398+0.00028341i,-0.00061024+0.00033026i,-4.761e-05+0.0008034i,0.0006092+0.0010524i,0.00049742-0.00030325i,0.00054676-0.0010608i,0.00095917-0.0010027i,9.0514e-05-0.00095276i,-0.0007367-0.0006288i,-0.00037955-0.00017154i,0.00016052+4.219e-05i,-1.2876e-05-0.00025667i,-0.00033925-0.00047248i,0.00011787-0.00091294i,0.00091841-0.00099251i,0.00051793-0.00026251i
0.0016034-0.00071721i,0.00069823-0.0018002i,0.00061879-0.00245i,0.00055129-0.0014046i,-0.000914-0.001043i,-0.0020523-0.0011656i,-0.0018078-0.00032977i,-0.00066161+0.0010254i,0.00031891+0.0012013i,-0.00049419+0.0011626i,-0.00099908+0.00097711i,-0.00021189-1.7492e-05i,-0.00011671-0.00041982i,-0.0004163-0.00014953i,-9.7556e-05-0.00020507i,-0.00029087-0.00035756i,-0.0006173+0.00014239i,-0.00028478+0.00070527i,-0.0011746+0.00031668i,-0.0013914+0.00034519i,-6.1829e-05+0.00079634i,0.0011313+0.00011736i,0.0011656-0.00050324i
-0.00078915+0.0012811i,-4.4861e-06+0.0014923i,8.2388e-05+0.00087976i,0.0010474+2.9623e-05i,0.00086136-0.00054655i,-8.7785e-05-0.00071914i,-0.00057617+0.00020235i,-0.001035+0.00098798i,-0.00083001+0.0012084i,-0.00075756+0.00056058i,-0.00018619-0.00060746i,0.00059121-0.0011907i,0.00022883-0.0014101i,-0.00023021-0.00084038i,-0.00019527-0.00021192i,6.1666e-05-0.00038909i,-8.9015e-05-0.00081911i,8.2597e-05-0.00071505i,-0.00014523-0.00055407i,-0.0011733-0.00026111i,-0.00076218+6.5525e-05i,-0.00053166+0.0001116i,-0.00072787+0.0001685i
0.0010151-0.00033692i,0.0011503-0.00010331i,0.00071253-0.00025417i,0.00036267-0.00066014i,0.00017271-0.0015009i,0.00050499-0.0012371i,-0.00017154+0.00015259i,-0.0010688+0.0010908i,0.00024745+0.00070428i,0.00090827+0.00054197i,2.0276e-05+0.00096922i,-0.00020798-0.00014126i,-0.00029201-0.00071092i,-0.00049029+0.00017282i,-0.00062493+0.00057433i,0.00025228+0.00029162i,0.0013289-1.2078e-05i,0.0014488-0.00064952i,0.0007216-0.00041634i,9.8716e-05+4.7649e-05i,3.8911e-05-0.00012791i,0.0005313-0.00035225i,0.00066694-0.00017271i
-0.00037912-7.3875e-05i,-0.00041914-0.0010467i,-0.00097117-0.0011509i,-4.8321e-05-0.0016818i,0.00057855-0.0021833i,-7.9314e-05-0.00090459i,-0.00050019-3.2613e-06i,-0.0004028+0.00094023i,-0.00061964+0.0011749i,-0.0012952+0.00064208i,-0.0010251+0.00018942i,-0.00077039-0.00099412i,-0.00072969-0.0018112i,-0.00092654-0.0018504i,-0.00070523-0.0014721i,-0.00012967-0.00070176i,-3.151e-05-0.00038131i,-0.00015108-0.00062663i,4.0105e-05-0.00041847i,0.0004626-4.2796e-05i,0.00021475-0.00034185i,0.00026933+0.00010999i,0.00024724+0.0014608i
-0.00059009+0.00034004i,-0.00041943+0.0012508i,-0.00048311+0.00068182i,-0.00065967-0.0005896i,-0.00080622-0.00097984i,-0.00068278+5.2584e-05i,-0.0011552+0.00074535i,-0.00098758+0.00039991i,-0.00014716+0.0005688i,0.00078754+0.00056977i,0.00057398+0.00048151i,-0.00018776+0.00027535i,-4.793e-05+0.00054506i,-0.0004836+0.00085903i,-0.00069862+0.00069596i,-0.00021711+0.00051969i,2.6369e-05+0.00067352i,-0.0002014+0.00085301i,-0.00082161+0.00035402i,-0.00056458-0.00026867i,0.00012141-0.00025292i,0.00049631+0.0001389i,0.00089383-0.00017517i
-0.00089165+0.0014701i,-0.0013765+0.0013626i,-0.00052718+0.0015008i,0.00060904+0.00055919i,0.0010385-0.0004842i,0.00053669-0.0011091i,-0.00037551-0.00084402i,-0.00076837-4.4182e-05i,-0.00074501+0.00039657i,-0.0010706+0.00079955i,-0.00075408+0.00029781i,0.00011506-0.00067931i,0.00019102-0.0011331i,-0.00035711-0.000974i,-0.00039447+4.5564e-05i,0.00086271+0.00050064i,0.0012458-0.00011625i,0.00053561-0.00029076i,-0.00029307-0.00036586i,-0.00084284-0.00020637i,-0.00035944+0.00032585i,0.00022313-0.00011373i,0.00032863-0.00042814i
-0.0007616-0.0016515i,-0.000516-0.0010965i,-0.0008646-0.00064212i,-0.00049134-0.00010696i,0.00063261+0.00034942i,0.00097203+0.00028181i,-1.4363e-06+0.00033372i,-0.00044047+0.0006567i,-9.667e-06+0.00090412i,0.00050921+0.0010252i,0.00057639+0.0013968i,0.00033835+0.00074941i,0.0004447-0.00050721i,5.0212e-05-0.0012625i,0.00018107-0.0011834i,0.00021961-0.0007898i,-0.00065938-0.00079173i,4.4216e-05-0.00068508i,0.0010114-0.00078585i,0.00031875-0.000245i,7.2481e-05-5.5319e-05i,-4.8583e-05+0.00012583i,-0.00055756+0.00034359i
-0.0012026+0.00022413i,-9.4387e-05+0.0012021i,-0.0010014+0.00031156i,-0.00066488-0.0018354i,-0.00017882-0.0019571i,-0.00046266-0.00078566i,-0.00084715+0.0005053i,-0.00068669+0.0010347i,-0.00073789+0.0010481i,-0.0012807+0.0011986i,-0.00041543+0.00029739i,0.00068393-0.00090453i,0.00052174-0.001194i,0.00048402-0.0010903i,0.00094506-0.00071987i,0.001091-0.00056708i,0.00078462-0.00056304i,6.9979e-05-0.00028977i,-0.00085638-0.00074664i,-0.00082549-0.0015156i,-0.00045891-0.0012871i,-0.00048102-0.00041425i,0.00046774-2.3519e-05i
-0.00050241-0.0016522i,-0.0007933-0.0014572i,-0.00048902-0.0020742i,-0.0002937-0.0016063i,-0.0001919-0.00084538i,-0.00046141+0.00036094i,-0.0016507+0.0017839i,-0.0016783+0.0018045i,-0.0004772+0.00079432i,7.6487e-06+0.00046286i,-0.0006548-3.0419e-05i,-0.00041598-0.00050921i,0.00024089-0.00038176i,0.00044066-0.00020872i,-0.00015012-3.1624e-05i,-0.00067724-0.00054669i,-0.00057162-0.00098256i,2.3755e-05-0.00034627i,-8.5846e-05+0.00026596i,-0.00017775+0.00070597i,8.0888e-05+0.00072704i,0.00017178+0.00087369i,-0.00034605+0.00066875i
-0.0010204+0.00041368i,-0.00011434+0.0003929i,4.5212e-05+0.00015495i,-0.00049704-0.0010981i,-0.00065369-0.001379i,-0.00010993-0.00087946i,7.5213e-05-0.00031683i,-0.00037385+0.00034558i,-0.00075005+0.00083936i,-0.00089774+0.0012773i,-0.00097728+0.0003651i,-0.00033678-0.00048798i,-4.02e-05-0.0005334i,-0.00070024-0.00095118i,-0.00076362-0.00086788i,-0.00026613-0.00025758i,-0.00050036-5.1143e-05i,-0.00078983-0.00043994i,-0.00071468-0.00016541i,-0.0016414+0.00039749i,-0.0014108+0.0003628i,-0.00025176+0.00036205i,-3.6837e-05-0.00018469i
-0.00014443+0.0034641i,0.00012514+0.0038589i,0.0019796+0.002947i,0.0023267+0.0016769i,0.0010997+0.00040016i,0.00059954-0.00059311i,-0.00040252+0.00029124i,-0.00087579+0.00086335i,-0.00056298+0.0008614i,-0.00038693+0.0006589i,-2.4724e-05-0.0006597i,-0.00023431-0.0012591i,-0.00010476-0.001509i,-0.00021637-0.00082577i,-0.00068378-3.8928e-05i,-0.0002381+0.00020199i,-0.00026495+8.5586e-05i,-4.7639e-05-0.00068179i,1.9624e-05-1.204e-05i,-0.00037996+0.0014912i,-0.00067312+0.001262i,-0.00078765+8.7194e-05i,-0.00050287+0.00043128i
-0.0025205+0.0016381i,-0.0014023+0.0020236i,-0.0012432+0.0025528i,9.8664e-05+0.001885i,0.00068847+0.00093944i,7.4856e-05+6.7953e-05i,-7.5522e-05-0.00023509i,-0.00012537+0.00014627i,-0.00079996-0.0003308i,-0.00093175-0.0001255i,-0.00086321-7.0909e-05i,-0.00069862-0.00095004i,-0.0009291-0.00060174i,-0.0011769-0.00087192i,-0.00050472-0.0019029i,7.5498e-05-0.0013014i,-0.00017042+3.3209e-05i,-0.00088911+0.00030596i,-0.0013629+5.8603e-05i,-0.0015162+0.00046654i,-0.0013081+0.00024585i,-0.00016392-0.00094046i,0.00056381-0.0014381i
-6.0399e-05-0.0010742i,0.00047094-0.0013133i,-2.1702e-06-0.0022999i,-0.00027615-0.0014401i,-0.00074041-0.00024534i,-0.0011621-0.00036757i,-0.0010723+0.00061172i,-0.00091215+0.0011906i,-0.00068916+0.000214i,-0.00035506+2.7239e-05i,-4.578e-06+3.5373e-05i,0.0003818-0.00034618i,0.00043191-0.00051791i,-5.0423e-05-0.00058678i,-0.00044614-0.00033821i,-0.0002686-6.8776e-05i,-7.9443e-05+0.00018494i,-0.00021572+0.00032616i,9.524e-05-0.00011498i,0.00041366-8.0376e-06i,0.00033403+0.00037045i,0.00035539+0.00047169i,-2.4528e-06+0.00049127i
0.00027216+1.5669e-05i,0.0020218-0.00084943i,0.0019983-0.0015279i,0.00088506-0.0027709i,-0.00028985-0.0027755i,-0.0011012-0.0010934i,-0.00073031+0.00044613i,-4.9092e-05+0.0008267i,-9.0773e-05+0.00021735i,-2.6709e-05+0.0003766i,-0.0006446+0.00016951i,-0.00076953-3.0561e-05i,3.8731e-05-4.6218e-05i,0.00049743+0.00013443i,4.5685e-05+9.0305e-05i,-0.00074692-0.00045239i,-0.00086813-0.00040983i,-0.00086257-0.00015215i,-0.0013856+0.00024044i,-0.0012981-0.00045058i,-0.00010027-0.0013453i,0.00044853-0.0007693i,0.00018126-0.00030497i
0.00051243-0.0013548i,-0.00039631-0.0010169i,-0.0011375-0.00030659i,-0.00077436-0.00032084i,-0.00063745-0.0014902i,-0.0013512-0.0012439i,-0.0014848+5.0298e-05i,-0.00084416+6.1502e-05i,-0.0012437-0.00017633i,-0.0013399-6.6693e-05i,-0.00093405-8.316e-05i,-0.00028633-0.00025079i,0.0015489-0.00044853i,0.001749-0.00076241i,0.00068919-0.00041881i,0.00018178+0.00067686i,-0.0002774+0.00048968i,-0.00054766+0.00015079i,-0.00026433+0.00040037i,-8.7358e-05-0.00011473i,0.0004738-0.00024436i,0.00039753-0.00014302i,-0.00026069-0.00017045i
0.0015828+0.0030554i,0.0025296+0.0019189i,0.0026355+0.00067588i,0.0024856-0.00096479i,0.00096208-0.0018574i,-0.001607-0.0015422i,-0.0015231-3.3468e-05i,-0.00048881+0.00056026i,-0.00086654+0.00019003i,-0.00049871-0.00053494i,1.0176e-05-0.0012412i,-0.00013421-0.0011782i,-0.00036779-0.0012724i,4.8647e-05-0.0007224i,0.00025031+0.00057204i,0.0005395+0.00066417i,0.00075364+0.00044579i,0.00010194+0.00016499i,-0.00087612-0.00061327i,-0.0007948-0.00023834i,-0.00012429-2.3227e-05i,-7.3964e-05-0.00035362i,7.5587e-05+0.00024057i
-0.0001522-0.00017146i,-0.00078739-0.00066071i,-0.0007557-0.0014108i,-0.00023052-0.0016291i,0.00030301-0.0019865i,0.00016829-0.0014347i,-0.00046679+0.00021834i,-0.0012652+0.00087042i,-0.0014561+0.00071465i,-0.0013918+0.00052957i,-0.00050988+0.00041267i,0.00083565-0.0004676i,0.0013505-0.00088419i,0.0018947-0.00089295i,0.0019433-0.00036361i,0.001499-9.1483e-05i,0.0010339-0.00043929i,5.5733e-05-0.00076932i,-0.0007995-0.00046327i,-0.00093382+6.8395e-05i,-0.00055126-0.00022162i,-0.00025936+0.00016883i,4.6933e-05+0.0012934i
0.0011539-0.000207i,0.0010665-0.0010665i,0.00021559-0.0021399i,0.00013978-0.0026519i,0.00073355-0.0027397i,0.00013978-0.0019155i,-0.00026074+1.7529e-05i,2.4325e-05+0.0015146i,-0.00021917+0.0014905i,0.00030857+0.00046447i,0.00066144+0.00032778i,0.0003818+0.00074196i,0.00085153+0.00044448i,0.00091133-0.00011118i,0.00030665-0.00064283i,-0.00015049-0.00089704i,0.00033005-0.0002348i,0.00051574+0.00094802i,-4.1116e-05+0.0012626i,0.00011477+0.00047437i,0.00075464+0.00017187i,0.0009763+2.97e-05i,0.00073475-0.00036828i
0.00038793-0.0019606i,0.00052855-0.0011932i,-0.00060866-0.0018399i,-0.00095713-0.0013576i,-0.00035641-0.00075384i,-0.0007161-0.00049976i,-0.00073712+5.0623e-05i,-0.00047971+0.00040985i,-0.00058706+7.9952e-05i,-0.0012048-0.00014473i,-0.0009361-0.00017545i,0.0001639-0.00070396i,0.00093849-0.0011112i,0.00056727-0.0013921i,2.1902e-05-0.0010914i,-1.3252e-05-0.00057314i,-0.00030615-0.00049567i,-0.00065723-0.0006109i,-0.00088157-0.0010761i,-0.00062122-0.00073478i,-5.1106e-06+0.0001081i,-5.7333e-05+0.0005468i,-0.00025298+0.00076226i
-0.00079554+0.0027533i,-0.0012724+0.0013864i,-0.00035449+0.00052859i,0.00011139+0.00034784i,4.1961e-05-0.00091935i,-0.0007388-0.0013385i,-0.0011123-3.071e-05i,-0.00057559+0.0010072i,-0.00078191+0.0012351i,-0.00058248+0.00062382i,0.00010645-0.00022634i,0.00022249-0.00059606i,-0.00012876-0.0010111i,-0.00039613-0.0012758i,-0.00051244-0.00047767i,-0.00036173-0.00016254i,-0.00023363-0.00038107i,0.00023214-0.0005969i,-0.00010694-0.00045543i,-0.00042663+0.00015949i,-0.0001326+0.00043651i,-0.00028409-4.0403e-05i,0.00026752-0.00038053i
-0.00067834+0.00070293i,0.00017663+0.00030719i,0.00065306+0.00039283i,0.00065124-0.00013265i,0.00077789-0.00080466i,0.00082738-0.0011079i,-1.6866e-05-3.76e-05i,4.8947e-05+0.0012893i,0.00019794+0.00080068i,-0.00014815-5.8174e-05i,0.00016751-0.00016582i,0.00075035-0.0005081i,0.00052787-0.0008832i,-6.5887e-05-0.00046062i,-0.00034523+0.00026115i,-0.00085707+0.00070079i,-0.00057133+0.00081777i,-0.00015703+0.00051344i,-0.00075547+0.00017639i,-0.0016736-6.0298e-05i,-0.0015933-0.0001854i,-0.00014205+0.00010682i,0.0010584+0.00016303i
-0.001201+0.0012353i,-0.0021579+0.0006838i,-0.0010613-0.0012056i,0.00017437-0.0017348i,-0.00055947-0.0010039i,-0.0011841-3.8396e-06i,-0.0012507+0.00067835i,-0.00096374+0.00065895i,-0.00013172+0.00082199i,-0.0002615+0.00021066i,-0.00049074-0.00038154i,-0.00019535-0.00029852i,0.0002777-0.00057544i,0.00049155-0.00063112i,0.00023176-0.0011189i,6.2845e-05-0.00094748i,0.00027342+0.00015726i,0.00025919+0.00029562i,6.262e-05-0.000152i,-0.00040388-6.493e-05i,-0.00063176-2.5311e-05i,2.0904e-05-5.2468e-05i,0.0005426+0.00026866i
0.0002534-0.0028031i,0.00032002-0.0030039i,0.0016846-0.0019374i,0.0013365-0.0013787i,-0.00018641-0.0016302i,-0.0015312-0.0013273i,-0.00099304-0.0003567i,-0.00013811+0.00040509i,9.5478e-05+0.00020614i,-9.9283e-05+0.00030351i,-0.00061611+0.0006457i,-0.00078924+0.00049789i,-0.00032358+0.00040134i,-0.00066088+0.00044674i,-0.00066515+0.00020934i,0.00018363+0.00014594i,-4.2698e-05+9.1278e-05i,-0.00079553-1.4823e-06i,-0.00060575-0.0004525i,-1.1955e-05-0.00051586i,-0.00021891+6.6253e-05i,0.00037117-4.5471e-05i,0.0011945-0.00060946i
-0.0017937+0.00035868i,-0.0020318-0.00016303i,-0.00047676+0.00057518i,-3.5217e-05+0.00033073i,-0.0012941-0.00097586i,-0.0017574-0.00095326i,-0.0012677+0.00029032i,-0.0013691+0.0010689i,-0.0013608+0.001582i,-0.00042992+0.0011447i,0.00019852+0.00037549i,0.00055482-0.00024005i,0.00067292-0.00067664i,-0.00054318-0.00011963i,-0.0009793+0.00042684i,-0.00027506+0.00015851i,-3.17e-05-0.00011006i,-0.00019592-0.00031491i,-0.00020455-0.00026311i,-0.00036725+5.7549e-05i,-0.00019778+0.00048877i,5.3544e-05+0.00057588i,0.0001369+0.00024325i
-0.00018471+0.0023473i,0.00066493+0.0014339i,0.001725+0.00060681i,0.0025445-0.00044982i,0.0027857-0.0012439i,0.0017636-0.0010892i,-0.00041034+0.00029301i,-0.0010579+0.00012856i,-0.00079779-0.00044917i,-0.00093412+0.00049553i,-0.0014561+0.00051668i,-0.0012869+4.182e-05i,-0.001284-8.1173e-05i,-0.001023-0.00042203i,-0.00076736-0.00012597i,-0.000806+7.6968e-05i,-0.00071269-0.00068862i,-0.00049954-0.0011403i,-0.00022114-4.1898e-05i,-0.00084915+0.00097691i,-0.0010591+0.00084576i,-0.00045717+0.00037177i,-1.891e-05+0.00028651i
5.453e-05-0.0011011i,0.00058357-0.00041908i,5.947e-05-2.3465e-06i,-0.00050738-0.000231i,-0.0013602-0.00036099i,-0.0017938-8.7539e-05i,-0.0010255+0.00084019i,-0.00053669+0.0013719i,-0.00048372+0.0012484i,-0.00067187+0.00099046i,-0.00061387+0.00057241i,-9.7496e-05-1.8327e-05i,0.00021797-1.0706e-05i,0.0003132+3.4881e-05i,0.0006009-0.00025284i,0.00061335-5.5989e-05i,0.000349+0.00028138i,-9.7488e-05-0.00020974i,-0.00030856-0.00036933i,-5.541e-05-0.00021681i,3.995e-05-0.00024047i,0.00016449+0.00045184i,0.00020315+0.00045051i
0.0012415+0.00022845i,0.00094906-0.00049735i,0.00040099-0.00088374i,0.00010729-0.0014149i,0.00049586-0.0020952i,0.00044162-0.0023172i,-0.00053251-0.00077125i,-0.00090686+0.00059387i,-0.00064974+0.00071382i,-0.00025066+0.00083977i,-0.00028161+0.00061945i,-0.00058953+0.0003295i,-0.00041187-0.000485i,-0.00032094-6.09e-05i,0.0001067+0.00050147i,0.00053892+7.3031e-05i,-6.6318e-05+0.00073291i,-0.00070794+0.00096732i,-0.00083664+0.00033244i,-0.00036639+7.7804e-05i,-6.3389e-05+0.00069777i,0.00059809+0.00081956i,0.0013152+0.00044175i
0.00126-0.0016846i,0.0017227-0.0022274i,0.0019362-0.0035727i,0.00059941-0.0039575i,-0.0014552-0.0026907i,-0.0030378-0.00064791i,-0.0032982+0.00081651i,-0.0024302+0.0016063i,-0.0015864+0.0010763i,-0.0011893+0.0004279i,-0.00074062+0.00038055i,-0.00012129+0.00026568i,0.00050155-4.1497e-05i,0.00031868-0.0011221i,6.7848e-05-0.0012407i,0.00077372-0.00026046i,0.00035955+0.00012718i,-0.00070827-0.00041478i,-0.00053116-0.00092497i,-0.000603-0.00016285i,-0.0003255+1.9631e-05i,0.00022189-0.000506i,0.00029347-0.00062396i
-0.00086502+0.00073194i,-0.0019469+0.0014769i,-0.0005841+0.00084148i,0.001359-0.00038292i,0.00088435-0.0014993i,-0.00061201-0.0017898i,-0.0012546-0.00086901i,-0.0010536+0.00022447i,-0.00046323+0.00038998i,-0.00055446-4.2533e-05i,-0.00018119-0.00015852i,0.00061737-0.00026995i,4.2483e-06-0.00039464i,-0.00033769-0.00060778i,4.6286e-05-0.00075302i,5.0895e-05-0.00021474i,-0.00057739+3.4233e-05i,-0.0014529-0.0005647i,-0.0016112-0.00063935i,-0.0010711-0.00036253i,0.00013714+0.00031424i,0.00014452+0.0010962i,-0.00060142+0.0012494i
0.00051959-0.0025649i,-0.00089817-0.0025897i,-0.0020982-0.0020126i,-0.0025472-0.0012525i,-0.0028312-0.00094705i,-0.0023091+0.00019347i,-0.0017579+0.00032369i,-0.0015897+0.00053488i,-0.0010306+0.0013399i,-0.00074161+0.0012567i,-0.0005694+0.00052354i,-0.00013725+0.00015426i,0.00066999-0.00042214i,0.00054047-0.00080784i,-0.00034413-0.00068708i,-0.00049245-0.00051729i,-0.00025942-0.00069978i,-0.00019821-0.0014604i,-0.00016534-0.0016109i,-0.00053074-0.001291i,-0.0011208-0.00090083i,-0.00070326-0.00035268i,0.00029953-0.00010291i
0.00024384+8.176e-06i,0.00056047+0.00017648i,0.00054209-0.00027077i,0.00018229-0.0014173i,0.00043742-0.002034i,3.1441e-05-0.0011647i,-0.0010199+7.7014e-05i,-0.0011655+0.00076074i,-0.0011025+0.00037106i,-0.00096805-0.00013446i,-0.00068867-0.00042755i,0.00026812-0.00075923i,0.0012046-0.0010793i,0.0010848-0.0014653i,0.00093047-0.00035807i,-0.00010656+0.00065312i,-0.00072103+0.00064329i,-0.00061688+0.00048531i,-0.00050696+2.1266e-05i,-0.00032085-0.00030877i,-0.00029041-0.00040674i,0.00021033-0.00032123i,0.00040042-0.00044931i
-0.00070763-0.0025773i,-0.0016228-0.002674i,-0.0014232-0.0028227i,-0.0021148-0.0020229i,-0.0027877-0.00093826i,-0.0019425+8.7633e-06i,-0.0015315+0.00084964i,-0.0015262+0.00081161i,-0.0017253+0.00015033i,-0.0012696+0.00063328i,-9.4665e-05+0.0013994i,0.00072183+0.0013549i,0.00070821+0.00021411i,0.00059394-0.00023391i,9.2694e-05-2.1744e-05i,0.00010562-0.00047476i,0.000673-0.00093819i,-8.7122e-05-0.00085314i,-0.00091006-0.00056421i,-0.00071683-0.00098623i,-0.00029267-0.00079829i,0.00073921-0.0006163i,0.00062746-0.00069704i
0.0023815+0.0023998i,0.0030756+0.0023127i,0.0039935+0.0014475i,0.0033642-0.00031908i,0.0018415-0.0018321i,0.00026643-0.0018694i,-0.0009101-0.001005i,-0.00048184-0.00013371i,0.00098822+0.00058953i,0.00089056+0.00095228i,-0.00039916+0.00084714i,-0.00079269+0.00025585i,-0.00074086-0.00027257i,-0.00078858-0.00022319i,-7.5517e-05+1.6853e-05i,-0.0001346+0.00027036i,-0.00052402+0.00062409i,-0.0007673+0.00070312i,-0.0004513-0.00011894i,-0.00022925-0.00026791i,-0.00068787+4.4237e-05i,4.2456e-05+0.00022821i,0.00081034+0.00063626i
-0.0018955+0.0011607i,-0.00247+0.0018702i,-0.0011868+0.0019848i,0.00029635+0.00098792i,0.00092127+7.996e-05i,0.00047983+6.7396e-05i,4.2737e-05+0.00058699i,-0.00054619+0.00053582i,-0.00046348-0.00017857i,0.00050423-0.00013465i,0.00054016+0.00038066i,5.1192e-05+0.00032175i,-0.00064546+0.00047607i,-0.0011021+0.0003721i,-0.00041778-0.00034065i,0.00012133-0.00028808i,-0.00024734+0.00041788i,-0.00069188+0.00075806i,-0.0010388+0.00096915i,-0.00029591+0.0010693i,0.00078352+0.00086165i,0.00059635+0.00071167i,0.00025608+0.00060833i
0.0010344-0.00057677i,0.00029268-0.0011767i,0.0002471-0.0018947i,0.00037461-0.0019354i,-0.00017095-0.0014868i,-0.0011272-0.0010967i,-0.001241+0.00014768i,-0.00089604+0.00072889i,-0.0002899+0.0004002i,5.3129e-05+0.00024454i,0.00018518-0.00035654i,0.00078232-0.00037109i,0.00015521-0.00013956i,-0.00078981-0.00055047i,-0.00081089-0.00081385i,-0.001225+0.0002657i,-0.0019531+0.00096117i,-0.0012827+0.00058338i,-3.8099e-05+0.00025525i,-0.00018381-0.00052906i,-0.00042074-0.001455i,-0.00036675-0.0011275i,-0.00088095-0.00096085i
