-0.0039338-0.0017598i,-0.0037714-0.0023779i,-0.0032883+8.5766e-05i,-0.0019306+0.0026517i,-0.0014562+0.0019608i,-0.00089799+0.0013259i,-0.00060103+0.0016357i,-0.00028998+0.0016181i,9.0411e-06+0.0013634i,0.00041613+0.00086088i,0.0012126-0.00074552i,0.0015631-0.0023111i,0.00092114-0.0026379i,0.00015091-0.0023998i,-0.00043225-0.0017621i,-0.0006793-0.00092813i,-0.00043644-0.00059311i,-0.00029855-0.00050072i,-0.00030813-0.00021987i,-0.00062345+0.00019465i,-0.00095639+3.9785e-05i,-0.00081098-0.00054018i,-0.0004333-0.0004986i
-0.00066731-0.00034715i,-0.00052049-0.0003726i,-0.00084163-0.0011087i,-0.0011395-0.0012289i,-0.00084432-0.00081867i,-0.0008145-0.00022102i,-0.0010373+0.00036774i,-0.000846+0.0011212i,-0.00024981+0.0008899i,-0.00042773-0.00014235i,-0.0010888-0.00033662i,-0.0004629+0.00045359i,0.00029424+0.00029322i,0.0010941-0.00076106i,0.00097715-0.0014057i,0.00079299-0.0012994i,-4.4001e-05-0.0011418i,-0.0007742-0.0013761i,-0.00087724-0.0010164i,-0.001099-0.00029027i,-0.00067635-0.00015361i,0.00068602-0.00048243i,0.00058838-0.0010942i
0.00158+0.00047307i,0.0023725+0.00034816i,0.0020757-0.00037131i,0.0013479-0.001937i,0.00046963-0.0028325i,-0.00021094-0.0015707i,-0.0011156+0.0002642i,-0.001181+0.0010027i,-0.00071009+0.00090936i,-0.00086712+0.0010632i,-0.0010669+0.0013015i,-0.00054102-0.00021708i,0.00026169-0.0011112i,0.00020445+0.00023453i,0.0001509+0.00045642i,-6.0229e-05+0.00015699i,-0.00088578+0.00021573i,-0.0011609-0.0004442i,-0.00099448-0.00083919i,-0.00083266-0.00012572i,-0.00074389+0.00056503i,-0.0003886+0.00056085i,-4.8016e-05+0.00036216i
0.0002165+0.00029574i,-0.00015597+0.00014631i,2.5182e-06-0.00031079i,-0.00023622-0.00019855i,-0.00092232-0.0011668i,-0.0011295-0.00089115i,-0.00027867+0.00052373i,-9.4872e-06+0.0014147i,-0.0012682+0.0010897i,-0.0013555+3.6098e-05i,-0.00050025-0.0004572i,0.00018967-0.00040182i,8.1025e-05-0.0004165i,8.2118e-05-0.00017996i,0.00049856+1.2858e-05i,0.00062085-0.00073103i,0.00057956-0.00065536i,0.00074805-0.00075288i,0.00082659-0.0012135i,0.0008673-0.00010594i,0.0009559+0.00014671i,0.0011136-0.00020779i,0.0011637+5.935e-05i
0.0010716-0.0025695i,0.00010057-0.0018922i,-0.00080133-0.0023281i,-0.0007694-0.0030007i,-0.00047824-0.0025556i,-0.00077615-0.0014425i,-0.0019291-9.892e-05i,-0.0020715+0.00074642i,-0.0012112+0.0002387i,-0.00043825-0.00052069i,2.0246e-06-0.0004533i,-0.00010088+0.00020668i,-0.0003462+0.00049904i,-0.0002854-0.00048179i,-0.00050294-0.00073134i,-0.00032657-1.3938e-05i,-0.0005568+0.00030145i,-0.0010012-0.00037723i,-0.0012748-0.00070811i,-0.00093734-0.00025109i,0.00036593-0.00034349i,0.00088185-0.00024981i,0.00050799-3.6941e-05i
0.00012644+0.00034246i,0.0008133+0.0008272i,-8.6799e-05+0.00073809i,-0.0010639+0.00015882i,-0.00081562-0.0010741i,-1.1352e-05-0.00082403i,-0.00021895+0.0011555i,-0.00070158+0.00098521i,-0.00070535-0.00046383i,-0.00079825+0.00017543i,-0.0006927+5.6196e-05i,-0.00016464-0.0013786i,-0.00010753-0.0011234i,-0.00063196-4.351e-05i,-0.00051459+0.00032927i,-0.00070214-0.00023864i,-0.00096118-0.00074143i,-0.0008927-0.00067093i,-0.00039285-0.0005402i,-0.00044326-0.00041833i,-0.00083349+0.00011311i,-0.00024085+0.00060196i,-0.00017935+0.00040339i
-0.00098938+0.00054083i,-0.0011344+0.00088556i,-0.00077089+0.0014684i,0.00019039+0.0004741i,0.0014238-0.00122i,0.00055389-0.00063987i,-0.00070372+0.00061565i,-0.0010618+0.00077316i,-0.0011891+0.00096973i,-0.00055521+0.00071305i,-7.0348e-05-0.00031713i,-0.00067141-0.0002776i,-0.00099019+2.3558e-05i,-0.00067745+0.00056761i,-0.00048513+0.0007027i,-0.00058656-0.00024386i,-0.0003744-0.00052259i,3.7315e-05-0.00023506i,-0.00033983+7.8798e-06i,-0.00080483+2.3839e-05i,-0.00017787+0.00016733i,0.00047082+0.00065829i,0.00012592+0.00069538i
-4.3343e-05-0.00091369i,0.0013581-0.00066828i,0.00031749-0.00025398i,-0.0001968-0.00060876i,-0.00016355-0.00025631i,-0.00043408+0.00018603i,-0.0003433+0.00013371i,-0.00053873+0.00047984i,-0.00077127+0.00019196i,-0.00048393-0.0004682i,-0.00044199-0.00089665i,-0.00051175-0.0012044i,-4.7232e-05-0.0010847i,-5.4786e-05-0.00043539i,-0.00080219+0.00049649i,-0.00098434+0.00068128i,-0.00024527+6.2106e-05i,3.6154e-05-0.0003241i,-0.00055026+0.00022051i,-0.00039789+0.00076339i,-0.00023635+0.00039914i,-0.0001007-0.00043536i,0.00039069-0.00085611i
-0.0011162+0.0017205i,-0.00052235+0.002277i,-3.5394e-05+0.0012193i,0.00034825+0.0002903i,0.00016073-0.00037653i,-0.00033197-0.0012451i,-0.00092856-0.00052543i,-0.0014248+4.7526e-05i,-0.0016311+0.00041333i,-0.0012224+0.0012674i,-0.00032264+0.0010312i,8.4498e-05+0.00031053i,-0.00037906-4.145e-05i,-0.00048888+0.00024166i,0.00034905+0.0004059i,0.00070775+4.5154e-05i,0.00045262-0.00015122i,0.00080185+0.00014692i,0.00027649-0.00050538i,-0.00011975-0.001244i,5.6206e-05-0.0011673i,0.00043248-0.00010934i,0.00086838+0.00022728i
-0.0023713-0.0034705i,-0.0023515-0.0028784i,-0.0026724-0.0028687i,-0.0020996-0.001757i,-0.00099154-0.0002361i,-0.0002509+0.00025282i,-0.00069089+0.00021386i,-0.00083259+0.00047058i,-0.00064297+0.0013658i,-0.0012544+0.00152i,-0.0016446+0.00084201i,-0.00090242-8.5282e-05i,-5.9508e-05-0.00096377i,0.00013797-0.0010687i,0.00011468-0.00035025i,1.0566e-06+0.0005721i,-0.00046571+0.00050126i,-0.0011146-3.0748e-05i,-0.0017223-0.0003979i,-0.0017545-0.00030117i,-0.0007919-5.7638e-05i,-2.9916e-05-0.0001772i,0.00055218-0.00068169i
3.1261e-05-0.00021451i,0.00021284+0.00050086i,-0.0006427-4.1936e-05i,-0.00066464-0.0010744i,0.00031634-0.0012247i,0.00032391-0.00051339i,-0.00044766+1.0624e-05i,-0.00035882-8.1318e-05i,-0.00020404-0.00031755i,-0.0008624+0.00011969i,-0.00047983+0.00028957i,0.00036589+0.00040339i,0.00066519+0.00022341i,0.00097633-0.00032304i,0.00022803-0.00065101i,-0.00045143-0.00055747i,-7.119e-05-0.0001119i,0.00050131-5.3532e-05i,0.00078565+0.00053305i,0.00011432+0.0010056i,-0.0008052+0.00098481i,-0.00074671+0.00057833i,-0.00014525+0.0006947i
-0.0013649+0.00041082i,-0.0017553+0.00015037i,-0.00034529-0.00016457i,0.0003309+0.00097002i,-0.00025142+0.0007034i,-0.00079445-0.0001448i,-0.0014422-8.5643e-05i,-0.0010807+0.00025168i,-0.00020472+0.00059449i,0.00013209+0.00030005i,-0.00031116-5.8267e-05i,-0.0012306-0.00042801i,-0.0014963-0.0010309i,-0.0008844-0.00052963i,-0.00033992+5.2933e-05i,0.00028483-0.0001425i,0.00030889-0.0007207i,-5.6718e-06-0.00085684i,-0.00034727-0.00019165i,-0.00055244+7.694e-05i,-0.00072657-4.7557e-05i,-0.00067357-8.1947e-06i,-0.00016367-0.00010297i
8.1936e-05+8.4393e-05i,0.001122-0.0005185i,0.001187-0.00027144i,0.00098228-0.00053147i,0.00070419-0.0012661i,0.00063634-0.0010845i,0.00018509-0.00016124i,-0.00077941+0.00026969i,-0.0011666+0.00041449i,-0.00082052+0.00053446i,-0.00017648+0.00066472i,0.00027245+0.00022636i,0.00029799-0.00014497i,-0.00016974+0.00018285i,0.00019906+0.00036541i,0.0006625-9.0574e-05i,0.00056361-0.00025973i,7.069e-05-0.00051595i,-0.0002569-0.0013436i,7.5093e-05-0.0010064i,8.6558e-05+0.00053152i,-9.1451e-06+0.000746i,0.00019402+0.00049391i
0.0013718-0.00075791i,0.0010595-0.00050564i,0.00057638-0.00028221i,0.00025847-0.0012403i,-0.00014621-0.0010769i,-0.00045708-0.00044577i,-0.00071593-0.00039309i,-0.00041526+4.0788e-05i,0.00044647+0.00076368i,-7.0597e-05+0.00051386i,-0.00079298+4.3972e-05i,-0.00028468+0.00043139i,0.0003174+0.00097343i,0.00018955+0.0012043i,0.00036713+0.00093729i,0.00020237+9.2451e-05i,-0.00038746-0.00081878i,0.00015906-0.00093305i,0.00056998+0.00011216i,5.412e-05+0.00067679i,-7.1326e-05+0.00029122i,-0.00014807-0.00016752i,-0.00022742+1.4037e-05i
0.00035168+0.0013782i,0.0017022+0.0012194i,0.0021913-0.00050619i,0.0021376-0.0018788i,0.0015545-0.0016775i,0.00068526-0.00038121i,-0.00011672+0.00070461i,-0.0013169+0.00071425i,-0.0014192+0.00049879i,-0.00012729+0.00058996i,0.00038416+0.00044618i,8.0826e-05-0.00013238i,-0.00026451-0.00020933i,-0.00067908+0.00032545i,-0.00017899+0.00014039i,0.00065588-5.5723e-05i,-9.015e-05-0.00011571i,-0.0004087-0.00044489i,-0.00029953-0.0005821i,-0.00089422-0.00019691i,-0.00085144-0.00019212i,-0.00016179-0.00040487i,-0.00049794+0.00011662i
-0.0025387-0.0014943i,-0.0020221-0.00077006i,-0.0023649+0.00045782i,-0.0018415+0.00078696i,-0.0010553-0.00020502i,-0.0014346-0.00093034i,-0.0011365-0.00030168i,0.00025365+0.00041423i,0.00024667+0.00049495i,-6.2993e-05+0.00089558i,-3.4406e-05+0.00093446i,0.00014292+0.00028645i,-8.1029e-05-0.0011316i,-0.00030198-0.0013878i,-0.00091817-0.00083234i,-0.0010757-0.00028243i,-0.0009999-0.00038297i,-0.0009803+8.4566e-05i,-0.00050471+0.00088357i,-3.4241e-05-3.5e-05i,0.00068214-0.00082485i,0.0010856-0.00035004i,0.00099262-0.00011563i
0.001801-0.0011059i,0.0014286-0.0020705i,0.0011502-0.0041687i,-0.00037708-0.0043705i,-0.0011003-0.0027853i,-0.0010815-0.00083151i,-0.0010882+0.00035411i,-0.0005618-0.00010414i,-0.0006837+0.00028002i,-0.00067616+0.00063486i,-0.00047461+8.0714e-05i,-0.00057472+5.6882e-05i,-0.00019598-0.00027746i,0.00010395-0.00068328i,0.00024256-0.00028221i,0.00069945-0.0003006i,0.00070075-0.00011854i,-0.00038062+0.00049073i,-0.0013915+0.00087419i,-0.001313+0.00056815i,-0.00053906+0.00012732i,0.00026497-0.00048612i,0.0006083-0.00012127i
-0.003066+0.001367i,-0.0029311+0.0014881i,-0.00060869+0.002824i,0.00053023+0.0030765i,0.00048813+0.0014891i,-9.6281e-05+9.4846e-05i,-0.000904+0.00022122i,-0.0010845+0.00046731i,-0.0013002+0.00031472i,-0.00080153+0.00045475i,-0.00017413+1.6765e-05i,-6.9254e-05-0.00046709i,-1.445e-05-0.00084418i,0.00012295-0.0013456i,0.00038432-0.0010641i,-1.4274e-05-0.00055896i,-2.5043e-06-0.00016932i,0.00034645+7.0655e-05i,-0.00011976+0.00029603i,-0.00057716+0.00011781i,-0.00033857-3.5481e-06i,8.4288e-05-0.00018295i,0.00035823-0.00031248i
-0.00064909-0.0027301i,-0.0010324-0.0023504i,-0.0036936-0.0025821i,-0.0041624-0.0024256i,-0.0033241-0.0013428i,-0.0029467-9.8832e-05i,-0.0013893+0.00076087i,0.00022502+0.0014928i,0.00033401+0.0012439i,-0.00027096+0.00094109i,-0.00029039+0.00092136i,0.00051229+0.00090076i,0.0011625+0.00036973i,0.001222-0.00053308i,0.00071169-0.00043076i,0.00078224-0.00024187i,0.00032119-0.0001227i,-0.00049502-0.00088499i,-0.00040353-0.0016957i,-0.0003157-0.00043803i,-0.00062824+0.0003543i,-0.00026633+0.00043044i,0.00046996+0.00036612i
0.00087241+0.0021447i,0.00071208+0.0026548i,0.00059438+0.0025088i,0.00088122+0.00091197i,0.00033271-0.00028202i,-0.00074679-0.00032248i,-0.0012125-5.0189e-05i,-0.0008359+0.0010434i,-0.00078934+0.00083371i,-0.00047547-0.00028677i,0.00039715-0.00026933i,-5.2422e-05+8.9846e-05i,-0.00075193-0.00026875i,-0.0005021-0.00069471i,6.8769e-05+0.00014567i,0.00061777+0.00057774i,0.0014746-4.9439e-05i,0.00093887-0.00031246i,-0.00052793+2.4885e-05i,-0.0010924+0.0009676i,-0.000335+0.0010707i,6.8433e-05+0.00037819i,0.00028405+4.8185e-05i
-1.567e-06-0.0010729i,0.00025466-0.0009319i,0.00031969-0.0012665i,-1.6076e-06-0.0018477i,-0.00055213-0.0018859i,-0.0012378-0.0011018i,-0.0019045+0.00025559i,-0.0015573+0.0015367i,-0.0010314+0.0011721i,-0.00086425+0.00054526i,-0.00087902-0.00014898i,-0.00080129-0.00062709i,-0.00088957-0.00051834i,-0.00067116-0.000869i,0.0003292-0.00061559i,4.4289e-05-0.000572i,-0.00057151-0.0013659i,-0.00044958-0.0015732i,-0.00028575-0.00082434i,-0.00036669+0.00033654i,-0.00068711-6.0823e-05i,-0.00055904-0.00097157i,-7.464e-05-0.00073896i
0.0016638+0.001621i,0.00096488+0.0010368i,0.0020214+0.00086026i,0.0021519-7.2833e-05i,0.0010504-0.001297i,-7.697e-05-0.0021306i,-0.00099368-0.0014399i,-0.0016516+0.00024062i,-0.0021349+0.00099505i,-0.0019892+0.00046964i,-0.0010602+0.00036504i,-0.00024911-0.00012912i,-0.0004027-0.00073293i,-0.0007155-0.0009894i,-0.00069828-0.00074326i,-0.00051173-0.00029448i,-0.00068109-0.00034051i,-0.00064823-0.00036877i,-3.4873e-05-3.1411e-05i,0.00013411+0.00012492i,-0.00013278-0.00010099i,-8.6836e-05-0.0004552i,0.00054646-0.00082212i
-0.001375-0.0011233i,-0.00087478-0.00038453i,-0.0010556-0.00091398i,-0.0013781-0.00085405i,-0.0010129-0.00080193i,-0.00081415-0.00047405i,-0.0014524+0.00027796i,-0.00088124+2.0049e-05i,4.7571e-05-0.00019319i,0.0005285+0.00033565i,7.281e-05+0.00015052i,-0.00025717-0.000216i,0.0003732-0.00070978i,0.00012215-0.00094281i,-0.00064984-0.00068498i,-0.00064535-0.00049118i,-0.00052357-9.4142e-05i,-0.00042659+0.00012975i,-0.00095518-0.00029302i,-0.0012813-0.00063553i,-0.00074196+0.00013435i,-1.1904e-05+0.00068089i,0.00022072+0.00052653i
0.0015268+0.0011253i,0.0013827-0.00027327i,0.0018733+0.0002643i,0.0021309+2.1388e-06i,0.00091873-0.0014126i,-0.00061324-0.0016978i,-0.001363-0.00056698i,-0.00064764+0.00055549i,0.00027389+0.00049957i,0.00052186-5.017e-05i,0.00059983-0.00051945i,0.00017209-0.0011321i,-0.00039348-0.00087405i,-0.00013024-4.7476e-05i,0.00024142+2.824e-05i,0.00041717-3.8937e-05i,3.9581e-05+0.0002071i,-4.9002e-05+1.9893e-05i,-0.00013687-0.00060313i,-0.00067643-0.00058858i,-0.00085325+3.7896e-05i,-0.00062726-5.7395e-05i,-0.00019734-0.00027539i
0.00067294-0.00028426i,0.00072728+0.00049643i,0.00063915+0.0001544i,0.00058143-0.00080443i,-3.2247e-05-0.0014896i,-0.00018336-0.0021304i,-0.00038659-0.00096323i,-0.00024603+0.00056456i,-2.2951e-05+0.00065485i,-0.00059077+0.00024763i,-0.00057054+0.00024765i,6.2185e-05-5.5694e-05i,-2.2832e-05-0.00068928i,-2.3155e-05-0.00056107i,-0.00025904-5.1589e-05i,-3.1489e-05-0.00040202i,0.00033256-0.0012664i,0.00013238-0.00076798i,-0.0001046+0.00037377i,5.2705e-05+0.00059783i,-5.8647e-05+0.00038685i,-8.7919e-05-0.00050578i,-8.3621e-05-0.00053622i
0.00091663+0.0010556i,-0.00021355+0.0011633i,-0.00028154+1.0723e-07i,0.00089092-0.0010985i,0.0010334-0.0010833i,-0.00034827-0.0014729i,-0.00093745-0.0003442i,-0.00055484+0.0008855i,-0.00035546+0.00078068i,-0.00050887+0.00046907i,-0.0012141-0.00036502i,-0.0016293-0.00076441i,-0.00068147-0.00083403i,0.00018647-0.00058969i,0.00010978-0.00015986i,0.00030046-0.00027766i,-7.3072e-05+0.00038478i,-0.00084257+0.00062066i,-0.00098583-0.00073157i,-6.1514e-05-0.0012394i,2.0499e-05-0.00099035i,-0.00037352-0.0010903i,4.2964e-06-0.00096284i
0.0016095+0.00027906i,0.0017114+0.00010488i,0.0024908-0.0004218i,0.001636-0.0015268i,0.00041421-0.002228i,0.00014377-0.0014361i,-0.00054382-0.00088129i,-0.0011665-0.00081487i,-0.0017205-0.00071551i,-0.0021062-0.00089697i,-0.0012653-0.00052582i,-0.00069235+0.00016648i,-9.2775e-05+0.00047563i,0.00059425+0.0003612i,0.00070321-0.0001103i,0.0004412-0.0001485i,0.00035121+0.00020159i,0.00050489-0.00031615i,-0.00044667-0.00093517i,-0.00072512-0.00015611i,-0.00010379+0.00064963i,-4.3518e-05+0.00031695i,0.00037044-0.00066307i
0.00076008+0.0011831i,-0.00016521+0.0021342i,-0.00024027+0.0011357i,0.00037229-0.00086776i,0.0013638-0.0013114i,0.00038275-0.00077498i,-0.0014462+6.0314e-05i,-0.0013265+0.00056471i,-0.00026757+0.00027375i,6.6922e-06+0.00020525i,-0.00021674+0.00017309i,-0.00044929-0.00037973i,-0.00029236-0.0012835i,0.00040328-0.0008427i,0.00051994+0.00039247i,4.9424e-05+0.00065608i,-0.0009015-0.00010895i,-0.00058319-0.00045168i,0.00032096+0.00014685i,-2.3862e-05+0.00058116i,0.00047316+0.00089779i,0.0011094+0.0011154i,0.00078658+0.00057018i
-0.00095829+8.914e-06i,0.0002653+0.00051959i,-0.0011648-6.1897e-05i,-0.0018081-0.0015143i,-0.00078903-0.0024966i,-0.00076799-0.0020089i,-0.001292-0.00045961i,-0.00093811-0.0001885i,9.3335e-06-0.00086215i,0.00035132-0.00075133i,0.00017674-0.00065064i,-7.0243e-06-0.00090736i,-9.8886e-05-0.00057899i,-3.8327e-05-0.00035735i,0.00048555+0.00011689i,0.00039865+0.00055479i,9.3233e-05-0.00024673i,-0.00034077-0.0011275i,-0.00079307-0.0008977i,-0.00037427-1.7863e-05i,0.00016832+0.00033582i,3.4438e-05-0.00024182i,0.00013841-0.00056298i
-0.0018809+0.001619i,-0.0022527+0.0018265i,-0.0024034+0.0016211i,-0.0010949+0.0015916i,0.00016713+0.0014102i,0.00042228+0.00013076i,-0.00063516-0.00042635i,-0.00094724+0.00014886i,-0.00013471+0.00048032i,-0.00044502+0.00030997i,-0.00044803+0.00062474i,0.0015458+0.00064537i,0.0015142-0.00059003i,2.3801e-06-0.00087026i,-0.00035719-0.00022104i,-0.00022477+0.0004261i,-0.0006214+0.00092729i,-0.00034704+0.00031854i,0.00044381-8.7476e-05i,0.00024565-3.5444e-05i,-0.00060359+0.0003122i,-0.0015219+0.00021107i,-0.0014058-0.0001678i
-0.0016718-0.00095782i,1.092e-05-0.0011662i,-0.0012856-0.00056421i,-0.0018534-0.00036925i,-0.00045624-0.00088896i,-0.00052953-0.00074439i,-0.000742-0.00034032i,-0.0010576-0.00013952i,-0.0013164+0.00022988i,-0.00086027+0.00029865i,-0.00027123-0.00015454i,7.4396e-05-0.00088742i,-0.00025999-0.00083144i,-0.0002196-0.00018519i,0.00067786-6.0356e-05i,0.00077998-0.00031859i,-0.00011181-4.2676e-05i,-0.00088405+0.00026357i,-0.0011712+0.00064523i,-0.0013436-0.00010561i,-0.0010299-0.00056505i,-9.9616e-06-0.00026839i,0.00042679-0.00091847i
3.2892e-05-0.00060508i,0.00026949-0.00038274i,0.00024014-0.0014125i,0.00019966-0.0022198i,6.5852e-06-0.0018756i,-0.00096185-0.0012797i,-0.0013156-0.00029854i,-0.00038586+0.00027089i,-0.00021539+0.00026341i,-0.00083325+0.00037027i,-4.6756e-05+0.00022056i,0.00040748-0.00014352i,7.6678e-05-0.00044196i,0.00012513-8.265e-05i,-7.376e-05-0.0001552i,-0.00026348-0.00096198i,0.00050578-0.00079436i,0.00051786-0.00063167i,-0.00061549-0.00083001i,-0.0011794-0.00055348i,-0.00066438-0.00062612i,0.00026636-0.00043872i,0.0003611+0.00065739i
0.00071058+0.0013069i,0.00025164+0.0005844i,0.00040034-0.00015666i,0.0011119-0.0013235i,0.0015587-0.0026852i,0.00098374-0.0018927i,0.00040536-0.00049753i,-0.00032023+0.00061826i,-0.0010201+0.00015463i,-0.00014049-0.00070942i,0.0003946-0.00025785i,-0.00056364-0.00063928i,-0.00090536-0.0013031i,-0.00038904-0.00082699i,0.00031635-4.3198e-05i,0.00014945+0.00054031i,7.9219e-05+0.0011371i,9.0641e-05+0.00046924i,-0.0009506-0.00015841i,-0.0013662-0.00026543i,-0.0012314-0.0003046i,-0.0011703-0.00014016i,-0.00057098-0.00059015i
0.0013002+0.0015647i,0.0013988+0.0016898i,0.0018915+0.0008007i,0.0025736-0.00039396i,0.001887-0.001095i,-0.00043252-0.00083743i,-0.00066751-0.00010004i,0.00012278+0.00019094i,9.3272e-05+0.00025659i,-0.00029953+0.00039389i,-0.00011151+0.00035001i,0.00034282+0.00014523i,-0.00042069-6.0142e-05i,-0.00051805-0.00073494i,7.1425e-05-0.00066625i,-2.7166e-05+0.00027822i,-0.00071725+0.00024187i,-0.00053209-9.9033e-06i,-0.00057183+3.4489e-05i,-0.00089349+0.00018945i,-0.00044762+0.00024507i,0.00022043-0.00019311i,0.0011553-0.00047759i
-0.0025668+0.0017915i,-0.0027741+0.0015235i,-0.0017409+0.0014382i,-0.00066441+0.0012718i,-0.00015137+0.0002658i,-0.00037146-0.00081409i,-0.00093675-0.00084068i,-0.00077716-0.00098746i,-0.00053714-0.00078331i,-0.00035045-0.00054455i,-0.00054829-0.00063394i,-0.00070442-0.00087193i,-0.00037902-0.0012204i,-0.00036899-0.001235i,-0.00016091-0.00083822i,0.00023264-0.00053527i,0.00034305-0.00011758i,4.954e-05+0.00017998i,-0.00026913+0.00023478i,-1.4611e-05-0.00029511i,-0.00013414-0.00068965i,-0.00018392+0.00024452i,0.0005541+0.0006423i
0.0011956-0.00093441i,0.0016789-0.0011047i,0.0016487-0.00096081i,0.0010125-0.00034139i,0.00031738-0.00023024i,-0.0004089+0.00032892i,-0.00076784+0.00041565i,-0.00092047+0.00049297i,-0.00029771+0.00044897i,0.00027594-0.00013997i,0.00026701-0.00021197i,0.00065231-0.00011896i,0.00095591-6.2981e-05i,0.0006157+0.00015042i,-0.00025901-9.6369e-05i,-0.00052843-0.00031908i,-0.00039313-0.00051251i,-0.00039995-0.00085962i,-0.00019297-0.0008304i,0.00028863+0.00011355i,0.00037397+0.00046307i,-0.00033902-0.00020498i,-0.00020231-0.00037566i
0.00080448+0.0012435i,0.0010996+0.0012905i,0.0016115-0.00027361i,0.00047706-0.0018227i,-9.7241e-05-0.0025575i,-0.00023219-0.0016697i,-0.0010153-0.00034554i,-0.0013579+0.0007229i,-0.00074366+0.0010892i,-0.00069644+0.00038573i,-0.0013004+8.4347e-05i,-0.0013442-0.00025442i,-0.00054112-0.00046031i,5.918e-05-0.00011191i,-0.00074655+0.00063374i,-0.00117+0.00095581i,-0.00085046+0.000755i,-0.00061746+0.00053404i,-0.00056195-4.2473e-05i,-0.00076821-0.00041814i,-0.00060614+0.00010089i,0.00061509+0.00015736i,0.0010622-0.00063344i
-0.00068632-0.00032061i,0.0008232-0.00047068i,0.001176+0.0001329i,0.00081417-0.00040838i,0.00022736-0.0019711i,-0.00093053-0.0021094i,-0.0016746-0.00020693i,-0.0012933+0.0006164i,-0.00056962+0.00013288i,-0.00081754+0.0003375i,-0.0008124+0.00042262i,-0.00019573-0.00046843i,0.00022999-0.0015064i,0.00022955-0.0010756i,-0.00020931+0.00012291i,-0.00027888+0.00030919i,0.00023087+7.2116e-05i,0.0005302-0.00018508i,0.00038151-0.00069788i,-0.00031452-0.00060508i,-0.0004149-0.00024958i,0.00036577+8.0563e-06i,5.8427e-06+0.00020885i
-0.00050869-0.0014527i,-0.0010635-0.00090033i,-0.0019101-0.00094935i,-0.0027759-0.00064407i,-0.0025374-5.6275e-05i,-0.0014406-0.00069544i,-0.0012301-0.00089682i,-0.0016404+3.2841e-05i,-0.0020062+0.0008033i,-0.00091381+0.0015502i,-1.6767e-05+0.0013392i,8.9268e-05+0.00041066i,0.00049389-0.00052806i,0.00076453-0.00061576i,0.00064279-0.00032096i,0.00042307-4.1155e-05i,-0.00032431+0.00025459i,-0.0012465-0.00035151i,-0.0011379-0.00045392i,-0.0007709+0.00036886i,-4.033e-05+0.00079312i,0.00044146+0.00085151i,0.00010831+0.0003147i
-0.0016907-0.0017176i,-0.0014513-0.0009604i,-0.00083322-0.00044203i,0.00025204-3.1439e-05i,0.00047594-4.8393e-05i,-1.0485e-05-0.00030896i,-0.00064863+0.00023267i,-0.00089275+0.0013465i,-0.00079419+0.0014016i,-0.0006281+0.0010894i,-3.8032e-05+0.0011704i,0.0001465+0.00088679i,-6.95e-05+8.7084e-05i,5.5277e-05-0.0005808i,0.00033958-0.000466i,0.00035188-0.000328i,-0.00034294-3.5381e-05i,-0.00075087-0.0001716i,-0.00071991-0.00065319i,-0.000964-0.00055804i,-0.00035913-6.7738e-05i,-0.00010234+0.00029662i,0.00060757+0.00028881i
-0.0012589-0.00097416i,-0.0015665-0.00060412i,-0.0021413+0.00020886i,-0.0018898+0.00010125i,-0.00045374+0.00010435i,-0.00011074+0.00035757i,-0.00083903+0.0011859i,-0.00040895+0.0017756i,-0.00075049+0.0016493i,-0.0010632+0.0014037i,0.00023233+0.0012615i,0.00034874+0.00049916i,0.00040955-0.00017989i,6.9608e-05-0.0003685i,-0.00033347-0.00078669i,-0.00029877-0.00091131i,-0.00030663-0.00011914i,-0.0005467+0.00037011i,-0.0012308+0.0001302i,-0.0011554-0.00058692i,-0.00024769-0.00070858i,0.00060544-0.00043916i,0.00044321-6.4837e-05i
-0.00018199-0.001147i,-0.0015192-0.00081639i,-0.0018371-0.0015979i,-0.0012008-0.0012449i,-0.00059032-0.0010541i,-0.00059848-0.000288i,-0.00060926+0.00075464i,-0.0013082+0.00030023i,-0.0014457-0.00013594i,-0.0011262-0.00015202i,-0.0011764-0.00055776i,-0.0006238-0.00024252i,0.00026116-0.00010369i,0.00028282+0.00044376i,0.0002606+0.0005631i,0.00052602+0.00015239i,4.9866e-06-4.3215e-05i,-6.3554e-05-0.00026207i,0.00030371+3.6935e-05i,0.00032162+0.00025687i,4.3169e-05+0.00016988i,0.00017229-1.1752e-06i,0.00081147+0.00062464i
9.8534e-05+0.00079703i,-9.1511e-05+0.00043785i,0.00024693+0.00019574i,0.00061808+4.3794e-05i,0.00048225+5.5832e-07i,-8.3283e-05-0.00077774i,-0.00026011-0.0010067i,-0.00020967-0.00083053i,-0.00043995-0.00020715i,-0.00038735+0.00030129i,0.00026353+0.00066092i,0.00051033-5.6403e-05i,-0.00048689-0.0007709i,-0.0007133-0.00059694i,-0.00026451+0.00017671i,-0.00025157+0.00070947i,-0.00034618+0.00051105i,-0.00032276+0.00040247i,-0.00022263+9.6678e-05i,-0.00026975-4.9009e-05i,-0.00032084+9.7706e-05i,-0.00039345-0.00044988i,-0.00063899-0.0003528i
