-0.0019703+0.0021082i,-0.00097996+0.0017659i,-0.0013544+0.00051801i,-0.00056778+0.00062988i,0.00017808+0.0017485i,0.00034042+0.0015343i,0.00041473+0.0010377i,0.00067149+0.00086876i,0.0009448+0.0010296i,0.00071217+0.00060708i,-0.00011968+0.00032657i,-0.0007189+0.00024978i,-0.00058789-0.0002481i,8.5543e-05-0.0010619i,-0.00016586-0.0013409i,-0.0002954-0.00012174i,-0.0004351+0.0010538i,-0.00020849+0.0014468i,0.00068581+0.0013639i,0.00070277+0.0010425i,4.4892e-05+0.00084121i,-0.0003739-0.00016111i,0.00012976-0.0012162i
-0.069017+0.59629i,0.093392+0.51659i,0.12238+0.15833i,0.026024+0.012967i,0.044598+0.13928i,0.13402+0.15857i,0.11436+0.04965i,0.049987-0.012752i,0.017726-0.028878i,-0.0033633-0.029947i,-0.023365-0.025328i,-0.039162-0.019819i,-0.038108-0.012062i,-0.024835-0.0049707i,-0.0086428+0.00064417i,0.0092528+0.0021455i,0.017328+0.0023509i,0.01333+0.0015835i,0.0085346-0.0038035i,0.010544-0.011613i,0.012056-0.018426i,0.010429-0.019211i,0.011015-0.015767i
-0.20513-0.61727i,-0.43334-0.49321i,-0.43042-0.10346i,-0.23236+0.058156i,-0.12225-0.059548i,-0.12142-0.1189i,-0.086733-0.073382i,-0.039551-0.037367i,-0.013408-0.018678i,0.0066967-0.0099849i,0.019743-0.0043238i,0.025287+0.0019524i,0.01963+0.0028452i,0.011265-0.00024703i,0.0074742-0.0039059i,0.0041394-0.0035406i,0.00063257+1.7817e-05i,-0.0010131+0.0056157i,0.0035798+0.0074177i,0.0062634+0.0007932i,0.0003627-0.00090923i,-0.0044479+0.0060793i,-0.0040092+0.012008i
0.40523+0.58382i,0.59353+0.46767i,0.47728+0.17035i,0.23528+0.092434i,0.14479+0.18331i,0.13176+0.15847i,0.05754+0.062769i,-0.011951+0.011978i,-0.040581-0.0091213i,-0.052384-0.0086111i,-0.049249+0.006095i,-0.032907+0.016248i,-0.013803+0.017454i,-0.0040991+0.015654i,0.00064311+0.013769i,0.0096158+0.0060467i,0.019244-0.0018744i,0.01975-0.0081733i,0.0056773-0.015486i,-0.011306-0.014354i,-0.015164-0.008519i,-0.0063961-0.0096735i,0.0027609-0.016559i
-0.59909-0.40959i,-0.74329-0.21231i,-0.49374+0.082313i,-0.13122+0.075119i,-0.0035099-0.12232i,-0.03875-0.15945i,-0.036336-0.068486i,-0.0074249+0.0020931i,0.009459+0.033102i,0.021599+0.032855i,0.028216+0.01782i,0.025556+0.0040363i,0.014453-0.0045068i,0.0052147-0.011858i,-0.0040419-0.020255i,-0.017475-0.023566i,-0.027328-0.02353i,-0.024736-0.015925i,-0.012056-0.0042395i,-0.0033032+0.0020216i,-0.0018728+0.0075583i,-0.0046362+0.01312i,-0.01008+0.018324i
0.77084+0.22938i,0.9499+0.023584i,0.69826-0.21106i,0.27977-0.17484i,0.041461+0.022369i,-0.011499+0.10518i,-0.019799+0.076082i,-0.023304+0.029715i,-0.024732+0.0053515i,-0.017477+0.0067194i,-0.002234+0.0067799i,0.010303-0.0021709i,0.016395-0.0084176i,0.010599-0.0029207i,0.0011923+0.013925i,0.00091194+0.026569i,0.0070556+0.02561i,0.0051465+0.013149i,-0.007114+0.0059923i,-0.010297+0.013082i,0.0006639+0.015044i,0.01164+0.0049285i,0.014519-0.0062276i
-0.81859-0.034459i,-0.94579+0.13607i,-0.63674+0.22697i,-0.22158+0.10372i,-0.017326-0.056371i,0.03436-0.082072i,0.048971-0.039395i,0.051261+0.0025376i,0.056265+0.019457i,0.053111+0.0066732i,0.033444-0.0064232i,0.0064814-0.0085336i,-0.010707-0.0056925i,-0.0057538-0.0063395i,0.0062837-0.013696i,0.0065947-0.019158i,-0.0060915-0.014535i,-0.012559-0.00013721i,0.00084375+0.0097151i,0.017127+0.00060443i,0.0182-0.012859i,0.006363-0.012686i,-0.0049787-0.0017192i
0.80816-0.22389i,0.89148-0.44441i,0.54309-0.48985i,0.10783-0.28436i,-0.087635-0.043511i,-0.092995+0.056693i,-0.05115+0.047351i,-0.027772+0.0012515i,-0.027365-0.025361i,-0.022988-0.024906i,-0.01347-0.019037i,0.0010538-0.011958i,0.012312-0.0085815i,0.003546-0.0026006i,-0.0076787+0.013395i,-0.00084867+0.026801i,0.014554+0.029369i,0.01923+0.019713i,0.0081687+0.0060313i,-0.004139-0.0013613i,-0.0098397-0.0026183i,-0.0069819-0.002335i,0.0021769-0.00538i
-0.74931+0.42451i,-0.86067+0.62882i,-0.59867+0.58984i,-0.20744+0.35759i,0.04877+0.13294i,0.13344-0.0064149i,0.10592-0.052309i,0.063307-0.024947i,0.047236-0.0049097i,0.024995-0.0094915i,-0.00097656-0.0047215i,-0.020059+0.0040267i,-0.029696+0.0078199i,-0.017095+0.0024826i,0.0034887-0.016285i,0.006668-0.03488i,-0.0025347-0.037855i,-0.0019391-0.023068i,0.008817-0.010662i,0.0098197-0.01086i,0.0008722-0.011237i,-0.0071503-0.0070795i,-0.012545+0.00038649i
0.60218-0.5741i,0.66482-0.73445i,0.43881-0.57793i,0.12884-0.30249i,-0.078748-0.13489i,-0.15825-0.047201i,-0.1311-0.0090872i,-0.085234-0.024167i,-0.073594-0.02964i,-0.056759-0.0092726i,-0.023667+0.0028088i,0.0099255+0.0019516i,0.026582-0.0037596i,0.012494-0.003019i,-0.012386+0.0099589i,-0.01814+0.023858i,-0.0046179+0.022814i,0.0024994+0.004063i,-0.0084588-0.0095417i,-0.021172-0.0012063i,-0.021445+0.015377i,-0.010162+0.021583i,0.0039294+0.014936i
-0.41068+0.71866i,-0.43733+0.89844i,-0.26546+0.72986i,-0.026614+0.43281i,0.13518+0.21668i,0.16206+0.062583i,0.086458-0.0076261i,0.029392+0.0088978i,0.029599+0.022509i,0.032228+0.012811i,0.02153+0.0076285i,0.0011225+0.0060468i,-0.014892+0.01049i,-0.0032719+0.014078i,0.018356+0.003814i,0.019053-0.012122i,0.00091302-0.019073i,-0.0096426-0.010037i,-0.0040495+0.0034041i,0.0080672+0.0078156i,0.019625+0.0040733i,0.019895-0.0040977i,0.0084086-0.0086985i
0.21441-0.76141i,0.27055-0.90908i,0.24322-0.70556i,0.10734-0.42752i,-0.081142-0.23821i,-0.17434-0.062661i,-0.12651+0.036985i,-0.068399+0.028332i,-0.056951+0.015855i,-0.0398+0.023457i,-0.012779+0.016888i,0.01239+0.00326i,0.025448-0.011624i,0.0062102-0.019802i,-0.023998-0.0055839i,-0.028788+0.018147i,-0.014891+0.025207i,-0.00917+0.014976i,-0.012099+0.0045124i,-0.0098559+0.00016044i,-0.0052065-0.0010635i,-0.0030702+0.002396i,0.0004639+0.0068687i
0.0019151+0.73227i,-0.022855+0.82543i,-0.074653+0.5882i,-0.04165+0.33787i,0.091188+0.2166i,0.1739+0.10415i,0.13153+0.033393i,0.073856+0.034132i,0.063977+0.025307i,0.05429-0.0032949i,0.028211-0.015845i,-0.0012969-0.0123i,-0.015383-0.0014386i,0.0029424+0.0054282i,0.032132-0.0036792i,0.038709-0.018993i,0.023706-0.018507i,0.012717-0.0025937i,0.013136+0.008818i,0.015427+0.0058767i,0.014248-0.0061546i,0.0095102-0.017131i,0.0013659-0.017787i
-0.21206-0.66483i,-0.19647-0.75603i,-0.061457-0.57082i,-0.0069535-0.36759i,-0.085346-0.23529i,-0.12485-0.098919i,-0.062409-0.025003i,-0.011425-0.024776i,-0.017469-0.018878i,-0.025618-0.0020285i,-0.017647+0.0024778i,-0.0016514-0.0018574i,0.0051198-0.014196i,-0.0155-0.021349i,-0.041974-0.0089597i,-0.041827+0.0091599i,-0.021262+0.012815i,-0.0064519+0.003226i,-0.0025964-0.0069598i,-0.0073305-0.011733i,-0.018498-0.0082462i,-0.021089+0.0040181i,-0.0094599+0.013617i
0.35411+0.52645i,0.3003+0.58097i,0.052648+0.43712i,-0.06823+0.30112i,0.033736+0.19997i,0.12633+0.061729i,0.093299-0.022377i,0.042524-0.022502i,0.039312-0.018778i,0.041132-0.025974i,0.030836-0.018821i,0.015067-0.0015867i,0.0058074+0.015308i,0.021537+0.02417i,0.044483+0.014749i,0.04312-0.0043476i,0.025218-0.011298i,0.01494-0.0057018i,0.0099508+0.00046914i,0.0035456+0.0055991i,0.0027249+0.0092727i,0.006357+0.0029514i,0.0057085-0.007714i
-0.45777-0.34228i,-0.40894-0.359i,-0.13005-0.25503i,0.028983-0.1852i,-0.040412-0.14928i,-0.12597-0.076053i,-0.10405-0.029936i,-0.057257-0.032181i,-0.051428-0.024205i,-0.056013+0.00014209i,-0.046778+0.013887i,-0.029076+0.010151i,-0.019628-0.0025746i,-0.033001-0.010906i,-0.052016-0.0059799i,-0.049499+0.0036538i,-0.031631+0.0043214i,-0.019211-0.0031872i,-0.01263-0.0087002i,-0.0065693-0.0067504i,-0.0038077+0.00079141i,-0.0052472+0.0084565i,-0.004006+0.011873i
0.51517+0.16174i,0.45657+0.18481i,0.16062+0.1725i,-0.017261+0.16434i,0.017044+0.12631i,0.059691+0.053639i,0.021048+0.023611i,-0.013777+0.030022i,-0.00028375+0.021592i,0.02535-0.0014432i,0.037161-0.017008i,0.035938-0.016225i,0.034076-0.005328i,0.04648+0.0034108i,0.06112+0.00051848i,0.055424-0.0059253i,0.034304-0.0051121i,0.016637+0.00039934i,0.0065111+0.0045809i,0.003462+0.006484i,0.0076212+0.0054259i,0.010216-0.0016658i,0.0048478-0.0091333i
-0.48201+0.02513i,-0.39082+0.013062i,-0.077306-0.033096i,0.08856-0.074938i,0.020611-0.057779i,-0.059672-0.0029115i,-0.050493+0.015633i,-0.023654+0.0074063i,-0.027159+0.0070386i,-0.03981+0.018269i,-0.041219+0.022911i,-0.035255+0.01409i,-0.033057+0.0022616i,-0.045357-0.00549i,-0.059884-0.0035527i,-0.053608+0.0033955i,-0.033925+0.0045775i,-0.02076+0.002844i,-0.011858+0.0020906i,-0.0011768-0.001791i,0.0043884-0.0061628i,0.002983-0.0032435i,0.0030666+0.0054319i
0.42088-0.19351i,0.34121-0.20049i,0.07899-0.11578i,-0.054813-0.031766i,0.00085163-0.0021955i,0.068911+0.0088803i,0.069677+0.033384i,0.046227+0.042583i,0.04306+0.030825i,0.054183+0.0062361i,0.054013-0.013615i,0.044181-0.015137i,0.038349-0.0076733i,0.04475-0.00042178i,0.053205+0.0011268i,0.046289-0.00072504i,0.030841+0.0018934i,0.019936+0.003688i,0.011163+0.00013649i,0.00051172-0.0048854i,-0.0073239-0.0073887i,-0.0066625-0.0063499i,-0.0022418-0.0054538i
-0.31871+0.31732i,-0.23931+0.30856i,-0.029836+0.16302i,0.061905+0.049526i,0.015177+0.025198i,-0.027634+0.0060238i,-0.025186-0.028698i,-0.0075821-0.034986i,-0.009968-0.0234i,-0.032159-0.0040895i,-0.047821+0.015127i,-0.049774+0.017213i,-0.047272+0.00711i,-0.052966+0.00049131i,-0.057642+0.0024818i,-0.045883+0.0028264i,-0.027006-0.0025974i,-0.013525-0.0026465i,-0.005769+0.0022439i,-0.0011894+0.0051646i,0.0014035+0.0043407i,0.0024435+0.00021918i,0.0037136-0.0011207i
0.16877-0.39346i,0.07918-0.3897i,-0.077571-0.22204i,-0.1061-0.099998i,-0.022627-0.074988i,0.039882-0.04624i,0.049499-0.0090062i,0.029987-0.00041049i,0.023755-0.0015012i,0.040143-0.011173i,0.05269-0.022099i,0.055914-0.018938i,0.05551-0.012623i,0.056535-0.0089601i,0.056284-0.0061625i,0.04512-0.0021141i,0.028509+0.00061827i,0.015661-0.0028171i,0.0056889-0.0081184i,-0.0046269-0.0082758i,-0.014159-0.0028792i,-0.017009+0.0010296i,-0.014255-0.0010459i
-0.033766+0.43784i,0.043807+0.44309i,0.11228+0.27851i,0.072988+0.15723i,-0.0075589+0.10862i,-0.05115+0.032255i,-0.065138-0.033247i,-0.052408-0.039874i,-0.039908-0.028149i,-0.046465-0.0085578i,-0.049798+0.012766i,-0.046638+0.017209i,-0.046812+0.013907i,-0.049923+0.01107i,-0.047446+0.0066343i,-0.035622-0.0016431i,-0.024113-0.0071695i,-0.017544-0.0033615i,-0.010484+0.0054692i,0.0010626+0.013589i,0.013465+0.016304i,0.016264+0.013018i,0.011676+0.0085104i
-0.098677-0.42043i,-0.17114-0.41049i,-0.16244-0.23881i,-0.061536-0.13557i,0.016509-0.10832i,0.031855-0.030571i,0.033411+0.038623i,0.023287+0.039547i,0.015921+0.024533i,0.031427+0.0053485i,0.0476-0.016645i,0.050749-0.023356i,0.046224-0.021116i,0.042486-0.017276i,0.037868-0.012143i,0.025809-0.002973i,0.012172+0.0045862i,0.0057376+0.0036203i,0.0056046-0.0036122i,0.0038236-0.012637i,-0.0022714-0.015275i,-0.0065001-0.007392i,-0.0070153-0.00052416i
0.23105+0.36675i,0.30762+0.34843i,0.23733+0.20182i,0.073764+0.13876i,-0.028873+0.13011i,-0.054276+0.050031i,-0.064869-0.016299i,-0.05332-0.010795i,-0.035083-0.00090645i,-0.039868+0.0051596i,-0.04955+0.016982i,-0.048748+0.020184i,-0.0412+0.019236i,-0.03601+0.016957i,-0.032029+0.0094831i,-0.021122-0.00049117i,-0.0091045-0.0045198i,-0.0047962+0.0025962i,-0.0044949+0.01158i,-0.00078729+0.014728i,0.0086574+0.012025i,0.015782+0.0043777i,0.014748+0.00038551i
-0.32345-0.28511i,-0.38104-0.26335i,-0.23715-0.15547i,-0.025189-0.13148i,0.069952-0.12591i,0.074346-0.027266i,0.077285+0.045546i,0.059605+0.033273i,0.033725+0.014838i,0.03527+0.00094917i,0.039773-0.017141i,0.036035-0.021388i,0.031704-0.019534i,0.027114-0.017903i,0.019954-0.0078494i,0.010874+0.0073959i,0.0066928+0.011493i,0.008909+0.0019805i,0.010224-0.0096693i,0.0029569-0.019582i,-0.010556-0.024086i,-0.016778-0.018506i,-0.012714-0.01117i
0.3857+0.17045i,0.4299+0.13008i,0.23662+0.050204i,-0.006517+0.07117i,-0.088619+0.098168i,-0.06441+0.017009i,-0.052829-0.045857i,-0.035157-0.028292i,-0.015482-0.0090305i,-0.023045+0.0021116i,-0.032715+0.019898i,-0.029346+0.024759i,-0.022257+0.018726i,-0.017725+0.014475i,-0.011886+0.0073141i,-0.0028065-0.0055588i,0.0025258-0.012626i,0.00068981-0.0086075i,-0.0068207+0.00088371i,-0.011333+0.01454i,-0.0068255+0.023092i,-0.0019932+0.017849i,0.00037047+0.011113i
-0.4139-0.05943i,-0.45566-0.0098513i,-0.2402+0.026163i,0.020752-0.04335i,0.10307-0.092849i,0.077861-0.020774i,0.067031+0.033434i,0.047011+0.013611i,0.021583-0.00016066i,0.024852-0.0029717i,0.034622-0.012436i,0.030688-0.017738i,0.018418-0.019147i,0.0089577-0.016005i,0.0059123-0.0046283i,0.0030653+0.0077826i,-0.0025481+0.0089949i,-0.0042471+0.00042109i,0.0014953-0.0062096i,0.0084425-0.010635i,0.007877-0.013013i,0.0029967-0.0087948i,0.0003479-0.00508i
0.40806-0.051982i,0.43474-0.10967i,0.19418-0.10401i,-0.07607+0.0067779i,-0.14078+0.067869i,-0.09672-0.004948i,-0.078179-0.055458i,-0.05391-0.028309i,-0.021353-0.0071181i,-0.016883+0.00028096i,-0.020286+0.012155i,-0.013335+0.017347i,-0.0051598+0.017i,-0.0011005+0.012695i,0.001173+0.0004774i,0.0038722-0.014141i,0.0045026-0.015618i,-0.00071534-0.0045456i,-0.0082947+0.0068463i,-0.010587+0.015749i,-0.0059105+0.021529i,-0.0019692+0.02017i,-0.00070059+0.014695i
-0.37269+0.16226i,-0.38568+0.24i,-0.14105+0.20609i,0.11368+0.054365i,0.14967-0.034106i,0.08195+0.014716i,0.052886+0.050134i,0.030271+0.018961i,0.0058361-0.0036002i,0.011023-0.011927i,0.02102-0.024861i,0.012854-0.026999i,0.00057921-0.019325i,-0.0045293-0.011626i,-0.0079437-0.00086267i,-0.012219+0.012014i,-0.013194+0.015603i,-0.0066306+0.00939i,0.0058037+0.0012175i,0.015777-0.010208i,0.018743-0.021599i,0.016389-0.023138i,0.011125-0.017764i
0.31835-0.24039i,0.32643-0.33231i,0.1038-0.26695i,-0.12481-0.083492i,-0.15098+0.017271i,-0.085412-0.015158i,-0.057627-0.037082i,-0.035346-0.0064562i,-0.010352+0.0080821i,-0.011331+0.0054468i,-0.016837+0.010331i,-0.0062269+0.011352i,0.007855+0.0063383i,0.011246+0.0013726i,0.0092362-0.0045774i,0.0089156-0.011324i,0.0094282-0.011841i,0.0082988-0.0058637i,0.0003829-0.0019075i,-0.014348+0.0018698i,-0.024828+0.0083833i,-0.023511+0.011905i,-0.016345+0.01198i
-0.23714+0.30479i,-0.22604+0.40677i,-0.022573+0.31907i,0.16867+0.11651i,0.16878+0.009998i,0.086844+0.034021i,0.049529+0.051027i,0.024491+0.021344i,-0.0027853+0.0029297i,-0.0041471-0.00068192i,0.00045103-0.0080203i,-0.0072897-0.010302i,-0.015536-0.0067113i,-0.01743-0.0026004i,-0.01486+0.0083349i,-0.011983+0.021174i,-0.0094933+0.02i,-0.0052594+0.0076883i,0.0018058-0.0011076i,0.012142-0.0049776i,0.020294-0.0096242i,0.021617-0.012997i,0.016333-0.012987i
0.15696-0.34487i,0.13302-0.46077i,-0.034884-0.3733i,-0.17968-0.16527i,-0.15877-0.041797i,-0.068584-0.043942i,-0.02844-0.048531i,-0.011027-0.013406i,0.0062054+0.0088252i,0.0031506+0.014053i,-0.0020266+0.018964i,0.0067285+0.014946i,0.014682+0.0048302i,0.014965-0.0022046i,0.014218-0.009129i,0.015288-0.016475i,0.01475-0.01635i,0.0069608-0.010267i,-0.0061121-0.0051972i,-0.02011+0.0027501i,-0.028811+0.012073i,-0.028628+0.017023i,-0.021434+0.016214i
-0.074323+0.3618i,-0.040526+0.48039i,0.087691+0.39485i,0.18927+0.18909i,0.15256+0.053387i,0.062701+0.035857i,0.025373+0.034162i,0.012861+0.005686i,0.00094513-0.0059425i,0.0052818-0.0032528i,0.0096344-0.0052265i,-0.001537-0.0033912i,-0.013122+0.0029757i,-0.01509+0.0083263i,-0.012759+0.012335i,-0.010305+0.015182i,-0.0089892+0.012395i,-0.0066298+0.0088905i,0.0028217+0.010897i,0.018676+0.0099979i,0.033031+0.0012274i,0.035015-0.0075787i,0.025734-0.0096749i
-0.01041-0.35948i,-0.055571-0.47569i,-0.1493-0.39887i,-0.2081-0.2051i,-0.15073-0.068146i,-0.057588-0.041866i,-0.020779-0.037407i,-0.0055051-0.012692i,0.012021-0.0033333i,0.013993-0.0056557i,0.01258-0.0012894i,0.020466-0.0021108i,0.025915-0.0083761i,0.021918-0.013379i,0.014733-0.019635i,0.01028-0.02405i,0.0094852-0.020071i,0.0080742-0.011542i,0.0029597-0.0079609i,-0.008945-0.0095705i,-0.024617-0.0082946i,-0.030525-0.0007946i,-0.022815+0.0040011i
0.075472+0.33493i,0.12339+0.45808i,0.1795+0.40547i,0.19832+0.23262i,0.1266+0.094658i,0.035381+0.049004i,0.00044204+0.03119i,-0.0090305+0.0040316i,-0.015854-0.0095451i,-0.010273-0.010919i,-0.0059989-0.01391i,-0.011561-0.0084548i,-0.016194+0.0016654i,-0.015497+0.0081462i,-0.014734+0.014156i,-0.015376+0.018248i,-0.01412+0.016182i,-0.0092742+0.009877i,-0.00017859+0.0071041i,0.013811+0.0072857i,0.02749+0.004846i,0.030743+0.0013614i,0.022103-0.00071948i
-0.13495-0.29871i,-0.18507-0.41921i,-0.20874-0.3855i,-0.19138-0.22922i,-0.11123-0.088994i,-0.025497-0.030664i,0.0050179-0.013515i,0.0023598-0.00055798i,-0.0029948+0.002356i,-0.0096338-0.0004672i,-0.0072766-3.1735e-05i,0.0039357-0.0047952i,0.011043-0.013487i,0.010673-0.018137i,0.0081315-0.019381i,0.0069182-0.0176i,0.0072333-0.012506i,0.0060318-0.010052i,-0.00043526-0.014778i,-0.015181-0.018995i,-0.030971-0.014849i,-0.032996-0.0063129i,-0.022745-0.0027848i
0.18356+0.24228i,0.23217+0.35933i,0.22706+0.34946i,0.18026+0.22296i,0.092254+0.091795i,0.01158+0.029861i,-0.013457+0.014268i,-0.0083949+0.0059008i,-0.0071047+0.005452i,-0.0069044+0.0088059i,-0.0087782+0.0080309i,-0.014276+0.010229i,-0.016224+0.01595i,-0.012618+0.021077i,-0.0077392+0.023486i,-0.0049136+0.021633i,-0.0047405+0.016028i,-0.006909+0.011879i,-0.0060437+0.015299i,0.0046851+0.021762i,0.021271+0.02251i,0.026592+0.015914i,0.017396+0.0097938i
-0.19904-0.1906i,-0.24747-0.31309i,-0.21976-0.33387i,-0.15206-0.23262i,-0.064489-0.10233i,0.0065108-0.029209i,0.023199-0.0076518i,0.01155+0.0052607i,0.0071051+0.011269i,0.0071122+0.0094241i,0.0083078+0.007107i,0.012604-0.00017405i,0.014683-0.0099089i,0.011212-0.015954i,0.0077134-0.018238i,0.0074198-0.017512i,0.0082411-0.013463i,0.0077797-0.0084933i,0.0034998-0.0084152i,-0.0058475-0.015284i,-0.01726-0.020872i,-0.020544-0.018748i,-0.01353-0.012915i
0.2108+0.1417i,0.26088+0.25742i,0.21652+0.29672i,0.12931+0.21719i,0.042036+0.092969i,-0.017574+0.015271i,-0.025542-0.0043401i,-0.0072177-0.0082961i,0.0067403-0.00639i,0.013176-0.0015662i,0.011776+0.0009968i,0.0034866+0.0068873i,-0.0025137+0.013946i,-0.0032846+0.017012i,-0.0030589+0.016667i,-0.0044124+0.012507i,-0.0063404+0.0073651i,-0.0066715+0.0064721i,-0.0027957+0.013255i,0.0075818+0.023339i,0.018309+0.026451i,0.018266+0.021747i,0.011035+0.016268i
-0.2057-0.087976i,-0.2529-0.1974i,-0.19445-0.25752i,-0.096515-0.20502i,-0.018994-0.092217i,0.024567-0.01297i,0.02609+0.0075804i,0.0092724+0.0048116i,0.00010033-0.0039424i,-0.0012223-0.011979i,0.0012822-0.014647i,0.0058923-0.018555i,0.0067105-0.023728i,0.0035554-0.024449i,0.0014184-0.021305i,0.0019126-0.016355i,0.0040051-0.011137i,0.0069494-0.0095035i,0.0088429-0.015804i,0.0022569-0.027345i,-0.0097913-0.032867i,-0.012434-0.027527i,-0.0059238-0.020811i
0.19418+0.047259i,0.24081+0.14693i,0.17161+0.22591i,0.06562+0.19925i,-0.0013999+0.091841i,-0.034486+0.005482i,-0.033128-0.018862i,-0.013951-0.01697i,-0.003633-0.012386i,-0.0016179-0.0079684i,-0.0025543-0.0042069i,-0.0045931+0.002926i,-0.0045825+0.011048i,-0.0042767+0.016168i,-0.0048803+0.018001i,-0.0048127+0.016067i,-0.0059267+0.011227i,-0.007879+0.0069898i,-0.007791+0.010354i,-0.0019683+0.021598i,0.0051517+0.029241i,0.0046399+0.026122i,-0.00084578+0.019661i
-0.17257-0.012976i,-0.21287-0.10179i,-0.13844-0.19565i,-0.035477-0.18886i,0.017221-0.083949i,0.03713+0.0045578i,0.029095+0.024454i,0.0022474+0.017008i,-0.015936+0.0093883i,-0.018826+0.0036556i,-0.013733+0.00035961i,-0.0076697-0.0058005i,-0.004074-0.012288i,-0.0024336-0.015934i,-0.00099148-0.016157i,0.0022111-0.012445i,0.0045836-0.0081796i,0.0049426-0.0075498i,0.0044382-0.015432i,0.00014194-0.0277i,-0.0046669-0.033039i,-0.0035974-0.027466i,-0.00032452-0.01911i
0.14334-0.017777i,0.17205+0.061589i,0.09736+0.17197i,0.0070401+0.18499i,-0.029418+0.083023i,-0.038431-0.0056247i,-0.028932-0.022286i,-0.0083849-0.011135i,0.0034221+7.3798e-05i,0.0082349+0.0072305i,0.0097282+0.0096961i,0.0085969+0.012261i,0.0063855+0.014828i,0.0037357+0.01667i,0.0021374+0.016144i,0.00097202+0.011348i,-0.0018962+0.0065554i,-0.0061994+0.0067374i,-0.0090093+0.015377i,-0.0065819+0.029823i,-0.0023834+0.037735i,-0.0036022+0.033183i,-0.0063928+0.024464i
-0.12179+0.034132i,-0.1416-0.035307i,-0.072456-0.14959i,0.0077185-0.16931i,0.037635-0.069337i,0.040355+0.016827i,0.027398+0.029929i,0.0071959+0.019439i,-0.0019598+0.011989i,-0.0026459+0.0063537i,-0.0021588+0.0028237i,0.00011393-0.001518i,0.0024772-0.009191i,0.001422-0.015301i,-0.00030852-0.015674i,0.00054291-0.011443i,0.0033541-0.0068757i,0.0067982-0.0051617i,0.0083958-0.010246i,0.0082793-0.022679i,0.008031-0.031256i,0.010015-0.027956i,0.011333-0.019809i
0.097183-0.052449i,0.10484+0.011974i,0.039289+0.12559i,-0.032323+0.14903i,-0.053475+0.058103i,-0.044655-0.021522i,-0.023747-0.031234i,-8.1658e-06-0.017434i,0.013958-0.009602i,0.017239-0.007628i,0.015289-0.0069044i,0.010881-0.0017729i,0.006065+0.0054149i,0.0033439+0.0099877i,0.0016743+0.011124i,-0.0011523+0.008451i,-0.003347+0.0048291i,-0.0050334+0.0052316i,-0.0065642+0.012384i,-0.0060263+0.024524i,-0.0059734+0.03081i,-0.0076254+0.025826i,-0.007469+0.017555i
-0.06581+0.066422i,-0.064721+0.0057114i,-0.0027451-0.10656i,0.055326-0.13608i,0.059661-0.054995i,0.039334+0.019954i,0.017093+0.027212i,1.5555e-05+0.009526i,-0.0071806-0.001443i,-0.0098543-0.0045435i,-0.010633-0.0036379i,-0.0087478-0.0063253i,-0.0070601-0.011793i,-0.006437-0.014656i,-0.0048214-0.01307i,-0.0015496-0.008127i,0.0023529-0.0041276i,0.0070436-0.0048724i,0.011765-0.013756i,0.012506-0.028323i,0.011497-0.03493i,0.012414-0.028812i,0.011065-0.019985i
0.041094-0.065076i,0.03748-0.0095446i,-0.018231+0.10003i,-0.068028+0.12987i,-0.06058+0.053267i,-0.034612-0.019913i,-0.015082-0.029566i,-0.0027676-0.014016i,0.0014385-0.0065345i,0.0036969-0.0051035i,0.0070747-0.0043378i,0.0077144-0.00043269i,0.0059848+0.0062501i,0.0044795+0.010639i,0.0043781+0.01182i,0.0018604+0.0099549i,-0.0029551+0.0054546i,-0.0076119+0.0029324i,-0.012765+0.0089421i,-0.015602+0.021884i,-0.018248+0.028389i,-0.020329+0.023093i,-0.016733+0.015432i
-0.016093+0.066142i,-0.0072673+0.014696i,0.045252-0.091396i,0.082395-0.12246i,0.059096-0.049712i,0.024313+0.01877i,0.0043171+0.02585i,-0.0079616+0.010783i,-0.012405+0.0045933i,-0.012896+0.0069014i,-0.011938+0.010103i,-0.0084783+0.0071261i,-0.0050935-0.0011013i,-0.0035485-0.0076917i,-0.003119-0.0087839i,-0.00050051-0.0056578i,0.0027868-0.002245i,0.0063008-0.0030321i,0.010193-0.010639i,0.01227-0.02152i,0.013214-0.025i,0.013645-0.018225i,0.010702-0.011137i
-0.0026661-0.06147i,-0.016679-0.019139i,-0.063622+0.080042i,-0.088476+0.11296i,-0.054523+0.044521i,-0.017439-0.016927i,-0.0018955-0.018491i,0.0045598-0.0012573i,0.0055763+0.0060506i,0.0080968+0.0024611i,0.011789-0.0043018i,0.011201-0.0044189i,0.0084047+0.001392i,0.0055202+0.0057208i,0.0036895+0.0055539i,0.0012733+0.002689i,-0.0016527+0.00080147i,-0.0050824+0.0025238i,-0.010899+0.010796i,-0.015255+0.02356i,-0.015859+0.028435i,-0.013709+0.0213i,-0.0078011+0.014613i
