-0.0014813-0.00062558i,-0.00059578-0.00067284i,-0.00037504-0.00032552i,-0.0015089+0.0011487i,-0.0019874+0.0019465i,-0.0014372+0.0011723i,-0.00068116+0.00046855i,0.00094747+0.00088064i,0.0020655+0.0014607i,0.001985+0.00088582i,0.0015059+0.00024117i,0.0014155+0.00045252i,0.001305+0.00054583i,0.00095327+3.0717e-05i,0.00053166-0.00031379i,-0.0004194+0.00019825i,-0.00070459-0.00010795i,-0.00047363-0.00036598i,-0.00044163-0.00058857i,1.3125e-05-0.0011762i,0.0003348-0.00098942i,0.00072229-0.00015266i,0.00048853+0.00019752i
-0.19859+0.28111i,-0.18197+0.40045i,-0.052813+0.35756i,0.07139+0.19072i,0.09556+0.037831i,0.055573-0.053636i,0.011518-0.084143i,-0.0062307-0.049277i,0.0013448-0.0082121i,-0.0031846-0.0076169i,-0.025306-0.020285i,-0.03768-0.023611i,-0.036591-0.026165i,-0.027134-0.026899i,-0.013888-0.021661i,-0.0079595-0.01206i,-0.0049779+0.0002343i,0.0078665+0.0036857i,0.02014-0.010049i,0.016426-0.021531i,0.00083861-0.011285i,-0.010562+0.0090213i,-0.0094276+0.021649i
0.062744-0.28054i,0.026727-0.34193i,-0.077299-0.25086i,-0.1855-0.068653i,-0.18377+0.084139i,-0.087595+0.14369i,-0.0231+0.1077i,-0.032776+0.038996i,-0.047594-0.0036645i,-0.026729-0.027704i,0.0046327-0.046439i,0.011362-0.045296i,-0.0014974-0.015424i,-0.0082782+0.011708i,-0.001452+0.019246i,0.01485+0.020318i,0.022121+0.017207i,0.010572+0.010645i,0.00072959+0.0079369i,0.0091137+0.0063516i,0.026782+0.0011184i,0.033105-0.009899i,0.021837-0.022026i
0.10845+0.26147i,0.15238+0.30372i,0.13407+0.21719i,0.11562+0.073055i,0.12665-0.052256i,0.11578-0.1254i,0.098629-0.11622i,0.098988-0.060822i,0.07415-0.011166i,0.020017+0.026815i,-0.028088+0.050099i,-0.048926+0.052753i,-0.048955+0.036983i,-0.049612+0.022642i,-0.05289+0.019092i,-0.043918+0.015663i,-0.018237+0.0087512i,0.0061434+0.001923i,0.0087445-0.003037i,-0.0052453-0.0053331i,-0.016585-0.0036948i,-0.017487+0.0044837i,-0.011656+0.013074i
-0.14903-0.14156i,-0.14891-0.13238i,-0.060092-0.022027i,-0.0026682+0.12131i,-0.032184+0.20009i,-0.098416+0.19085i,-0.16106+0.1503i,-0.16018+0.1288i,-0.086985+0.09434i,-0.027518+0.03642i,-0.007668-0.0029973i,0.0083035-0.010381i,0.03329+0.0022891i,0.059701+0.01778i,0.073435+0.022042i,0.061652+0.018356i,0.030164+0.015098i,0.0054288+0.0093764i,0.0032268+0.0012247i,0.012223-0.0063367i,0.015609-0.016078i,0.0075572-0.025843i,-0.006999-0.02899i
0.17895-0.0097088i,0.15924-0.0357i,0.053477-0.040723i,0.019115-0.070479i,0.057414-0.17257i,0.070088-0.25181i,0.059-0.22432i,0.046672-0.15368i,0.033848-0.093504i,0.031617-0.04126i,0.040006-0.0020906i,0.037631+0.0082541i,0.01419-0.0035779i,-0.0076669-0.009538i,-0.0070249-0.0055287i,0.014537-0.0070386i,0.043302-0.018436i,0.05352-0.035103i,0.035037-0.048313i,0.008912-0.045502i,-0.0083869-0.024869i,-0.01272+0.0024164i,-0.0066736+0.026243i
-0.12133+0.09397i,-0.035131+0.12006i,0.14641+0.068489i,0.21592+0.029487i,0.11719+0.098368i,-0.0095658+0.19784i,-0.046696+0.22017i,-0.0083817+0.15642i,0.0087069+0.061046i,-0.019297+0.0078818i,-0.036683+0.004523i,-0.021281+0.0084348i,0.0073744+0.00010715i,0.028811-0.025097i,0.027729-0.057831i,0.0021941-0.071358i,-0.029856-0.060742i,-0.05408-0.037134i,-0.064185-0.0089618i,-0.055685+0.010142i,-0.033354+0.011208i,-0.012542-0.00017141i,0.00013122-0.012083i
0.021142-0.15857i,-0.087872-0.16785i,-0.19323-0.07109i,-0.16039-0.0015208i,-0.046128-0.032903i,0.04421-0.062908i,0.084692-0.040477i,0.054831-0.019312i,-0.0062698-0.0086213i,-0.024649-0.0059113i,-0.011344-0.022662i,-0.014581-0.037302i,-0.032829-0.027192i,-0.047562+0.00023037i,-0.04861+0.027873i,-0.027616+0.035708i,-0.00069055+0.022626i,0.013916+0.014476i,0.016898+0.021976i,0.011239+0.02914i,0.0037913+0.029194i,0.0019944+0.024513i,0.005212+0.015196i
0.067842+0.16639i,0.20333+0.12529i,0.28343-0.072352i,0.18918-0.21571i,0.025222-0.15308i,-0.06978-0.022484i,-0.070844+0.010357i,-0.029697-0.012578i,-0.0060498-0.0069118i,0.0010008+0.02353i,0.0072175+0.041752i,0.010971+0.040409i,0.014048+0.028085i,0.012948+0.0066695i,-0.00074047-0.01815i,-0.02985-0.023912i,-0.055515-0.0048952i,-0.049453+0.012223i,-0.013226+0.013374i,0.019616+0.0057989i,0.027335-0.00016664i,0.020816-0.0035296i,0.011769-0.0080766i
-0.14117-0.12661i,-0.28027-0.057185i,-0.3086+0.12557i,-0.15452+0.21846i,0.042452+0.12943i,0.15427-0.0079538i,0.15062-0.070351i,0.070994-0.045029i,0.019204+0.0072007i,0.013992+0.013838i,0.005264-0.0084091i,-0.0066185-0.019376i,-0.0097589-0.01851i,-0.0094272-0.003447i,0.0039456+0.02071i,0.034508+0.029208i,0.059694+0.014038i,0.058133-0.0056832i,0.036286-0.022018i,0.017031-0.030455i,0.0096027-0.028594i,0.0025522-0.023476i,-0.011166-0.013902i
0.19407+0.092874i,0.31219-0.0076297i,0.23335-0.20517i,-0.01689-0.28882i,-0.20519-0.1933i,-0.23545-0.074935i,-0.18111-0.035506i,-0.091493-0.042014i,-0.017024-0.047327i,0.012661-0.027864i,0.024318+0.001122i,0.031266+0.015905i,0.027159+0.01544i,0.017548+0.003965i,-0.0020974-0.015316i,-0.035056-0.023011i,-0.057093-0.011942i,-0.056122-0.0065674i,-0.050473-0.0061653i,-0.044342-0.0024965i,-0.032354-0.0038688i,-0.016591-0.005172i,0.0016888-0.001674i
-0.23426-0.029668i,-0.33544+0.11372i,-0.22094+0.30173i,0.047486+0.34531i,0.22968+0.23138i,0.23509+0.1047i,0.13212+0.054246i,0.02935+0.057295i,-0.0081943+0.045403i,-0.021897+0.0014638i,-0.041704-0.025627i,-0.042091-0.027304i,-0.028833-0.027717i,-0.023116-0.017368i,-0.015193+0.010135i,0.0057152+0.029695i,0.027241+0.032868i,0.039999+0.038273i,0.048569+0.045633i,0.044759+0.039455i,0.023048+0.023445i,-0.00085683+0.01139i,-0.013824+0.0045063i
0.27508-0.048922i,0.34687-0.18634i,0.17672-0.2849i,-0.12793-0.22802i,-0.31198-0.10988i,-0.31909-0.053788i,-0.23097-0.045495i,-0.12792-0.053455i,-0.069462-0.054522i,-0.028477-0.030478i,0.012955-0.016896i,0.020215-0.016281i,0.0033353+0.0032454i,0.00078187+0.020337i,0.0058005+0.014479i,-0.0013634+0.008081i,-0.011275+0.0031442i,-0.014969-0.016136i,-0.013262-0.037491i,-0.010847-0.038379i,-0.010582-0.016163i,-0.0023615+0.0065476i,0.010575+0.011253i
-0.25848+0.12879i,-0.29006+0.28447i,-0.089657+0.35216i,0.21876+0.24349i,0.38474+0.086007i,0.35241+0.025619i,0.23632+0.048418i,0.12764+0.079277i,0.055437+0.074473i,-0.00010989+0.050355i,-0.035146+0.042019i,-0.032066+0.029973i,-0.017118-0.0015007i,-0.011336-0.019675i,0.0033731-0.011405i,0.032021-0.0018523i,0.05271-0.0015731i,0.054541-0.0058512i,0.041302-0.015092i,0.026353-0.019378i,0.023407-0.018349i,0.01941-0.021609i,0.0011347-0.02121i
0.22698-0.21479i,0.26221-0.36312i,0.106-0.36081i,-0.14072-0.17476i,-0.29474+0.0018621i,-0.30671+0.050576i,-0.21931+0.03769i,-0.11144+0.015211i,-0.046806+0.0025354i,-0.011295-0.001383i,0.0041806-0.014392i,-0.0034634-0.0093243i,0.0018248+0.022371i,0.023229+0.03402i,0.026317+0.0091987i,0.0087481-0.022644i,-0.014845-0.0414i,-0.044993-0.04118i,-0.071876-0.019895i,-0.073598+0.0035231i,-0.051323+0.011767i,-0.024851+0.012733i,-0.0037862+0.016041i
-0.17176+0.2808i,-0.17344+0.42668i,-0.0053527+0.3712i,0.20862+0.11633i,0.28906-0.077725i,0.24818-0.086238i,0.16819-0.033498i,0.10054-0.00080038i,0.056955+0.013722i,0.020691+0.024142i,0.0036082+0.042663i,0.0092471+0.038266i,0.0001666+0.0010772i,-0.026388-0.02283i,-0.041234-0.017377i,-0.037784-0.00098752i,-0.022306+0.018366i,0.0098046+0.037206i,0.048666+0.042841i,0.064409+0.027213i,0.048306-0.0016033i,0.017374-0.023636i,-0.0033446-0.028186i
0.085875-0.30948i,0.079396-0.4691i,-0.027339-0.40054i,-0.1414-0.12868i,-0.17058+0.077282i,-0.13683+0.096912i,-0.079097+0.038413i,-0.037326-0.0022112i,-0.020243-0.015377i,-0.0015983-0.021571i,0.0096406-0.031499i,0.0095624-0.022921i,0.024128-0.0009885i,0.043629+0.0034862i,0.043055-0.0074569i,0.026429-0.016742i,0.0071038-0.023081i,-0.010767-0.029163i,-0.025353-0.028646i,-0.034511-0.016202i,-0.037828+0.010414i,-0.025261+0.037534i,-0.0038615+0.042439i
-0.0083344+0.31676i,0.026644+0.47697i,0.08212+0.36844i,0.099823+0.066461i,0.080764-0.11957i,0.075649-0.10661i,0.069767-0.055774i,0.043705-0.047583i,0.019053-0.036735i,0.0099703-0.0043063i,0.020739+0.021794i,0.027916+0.013992i,-0.00021922-0.0053312i,-0.036891-0.0020983i,-0.048187+0.016563i,-0.036115+0.032692i,-0.012324+0.037148i,0.010454+0.021126i,0.01943-0.0057147i,0.020747-0.022288i,0.025918-0.029395i,0.021837-0.039471i,0.0054739-0.044682i
-0.078891-0.3045i,-0.14984-0.45085i,-0.17335-0.35319i,-0.11064-0.081894i,-0.017124+0.086259i,0.014046+0.074493i,-0.0020866+0.030794i,-0.0032649+0.028708i,0.0046192+0.021635i,-0.00027088-0.0095294i,-0.016934-0.03772i,-0.021654-0.039271i,0.0011251-0.028386i,0.026674-0.024464i,0.035178-0.027043i,0.029857-0.037517i,0.008951-0.048449i,-0.020976-0.036487i,-0.039458+0.001964i,-0.035412+0.036295i,-0.016383+0.048796i,0.0022034+0.04896i,0.011372+0.043015i
0.15603+0.27101i,0.25337+0.40614i,0.22522+0.33302i,0.07432+0.10371i,-0.069789-0.047229i,-0.10795-0.059508i,-0.089412-0.042807i,-0.081004-0.036486i,-0.067154-0.020069i,-0.037793+0.0010364i,-0.0093469+0.009966i,-0.0041646+0.007961i,-0.023337+0.016147i,-0.039011+0.031297i,-0.042088+0.041451i,-0.03855+0.054922i,-0.021611+0.069672i,0.007732+0.067897i,0.038609+0.042596i,0.053719-0.0013669i,0.039153-0.048372i,0.0070255-0.069362i,-0.013123-0.058055i
-0.21935-0.19401i,-0.33191-0.28827i,-0.27931-0.22148i,-0.074379-0.048563i,0.11541+0.028729i,0.15307-0.0053559i,0.097017-0.022482i,0.058152-0.0031916i,0.040062-0.0019155i,0.010936-0.017466i,-0.019399-0.020599i,-0.024672-0.018294i,-0.0082769-0.02824i,0.0096087-0.038872i,0.024189-0.042052i,0.030132-0.046093i,0.02258-0.049471i,0.014135-0.045957i,0.0056207-0.042301i,-0.013464-0.031768i,-0.029941+0.00012909i,-0.020665+0.032664i,-0.00052949+0.03981i
0.2633+0.1241i,0.39817+0.19617i,0.35221+0.17619i,0.1248+0.071902i,-0.1035+0.024487i,-0.17977+0.048631i,-0.14084+0.049625i,-0.099082+0.023138i,-0.071105+0.023374i,-0.027969+0.041392i,0.0078644+0.044201i,0.015011+0.045138i,0.011624+0.056058i,0.0089143+0.059412i,0.0022257+0.052982i,-0.00033784+0.0501i,0.0087886+0.042922i,0.016218+0.01983i,0.0056549-0.0065239i,-0.015201-0.015398i,-0.025225-0.013674i,-0.024506-0.017888i,-0.021757-0.021435i
-0.2607-0.027614i,-0.3846-0.068285i,-0.31986-0.062295i,-0.076176-0.019371i,0.13115-0.034636i,0.16535-0.064261i,0.11209-0.031698i,0.087271+0.0090619i,0.068174+0.0013004i,0.018696-0.015327i,-0.018331-0.012452i,-0.020599-0.017561i,-0.018106-0.035604i,-0.018377-0.042014i,-0.0075886-0.041068i,0.0035023-0.049291i,-0.004246-0.057809i,-0.02618-0.048689i,-0.039606-0.011715i,-0.024999+0.038635i,0.008736+0.068279i,0.030578+0.064434i,0.029365+0.044257i
0.22526-0.040476i,0.35795-0.029066i,0.32012-0.023206i,0.099482-0.016712i,-0.1101+0.0426i,-0.17002+0.097633i,-0.13489+0.089178i,-0.10294+0.065391i,-0.063987+0.059671i,-0.0066594+0.041252i,0.029122+0.015204i,0.037058+0.015023i,0.042396+0.027225i,0.042809+0.023053i,0.024064+0.015704i,0.0025247+0.023381i,-0.0014393+0.036776i,0.0094964+0.041291i,0.029243+0.028802i,0.049927-0.001979i,0.051071-0.036425i,0.029296-0.04927i,0.010578-0.038218i
-0.17201+0.092478i,-0.29077+0.10709i,-0.25268+0.078056i,-0.054787+0.018447i,0.11693-0.053281i,0.17023-0.090017i,0.15122-0.078334i,0.11886-0.069868i,0.070843-0.072829i,0.013278-0.051299i,-0.015338-0.020087i,-0.020775-0.020701i,-0.034684-0.033555i,-0.045201-0.024097i,-0.033082-0.010881i,-0.014598-0.012841i,-0.0076229-0.015152i,-0.007768-0.010413i,-0.0072056-0.011499i,-0.007501-0.023255i,-0.0079339-0.02931i,-0.003828-0.019954i,-2.084e-05-0.011134i
0.12672-0.10704i,0.22899-0.14662i,0.20588-0.12015i,0.050082-0.037216i,-0.07747+0.058351i,-0.10267+0.1031i,-0.069555+0.083467i,-0.036201+0.063326i,-0.011785+0.056965i,0.0095822+0.034393i,0.016516+0.0069436i,0.01907+0.0054593i,0.032474+0.0096707i,0.035019-0.0060502i,0.01767-0.016723i,0.0027032-0.006252i,0.0061602+0.0027348i,0.014995-0.0023239i,0.0047201-0.013334i,-0.025304-0.020221i,-0.048361-0.021041i,-0.045974-0.018765i,-0.030735-0.012892i
-0.070957+0.10896i,-0.15172+0.16449i,-0.15129+0.13411i,-0.047567+0.041005i,0.054119-0.047035i,0.081336-0.088698i,0.05654-0.092377i,0.017583-0.093081i,-0.018595-0.082131i,-0.038465-0.043217i,-0.033382-0.0085771i,-0.028679-0.0076634i,-0.040579-0.003805i,-0.039587+0.025141i,-0.01572+0.04159i,0.0044104+0.02545i,0.0047367+0.0021515i,-0.0052825-0.0038583i,-0.0094753+0.014048i,-0.0065685+0.045412i,-0.0046864+0.065522i,-0.0054385+0.059497i,-0.0075143+0.037783i
0.045574-0.1018i,0.10551-0.15748i,0.11815-0.12701i,0.06102-0.041671i,-0.0025415+0.0089835i,-0.040363+0.010783i,-0.054777+0.010792i,-0.034259+0.03282i,0.0045967+0.048901i,0.027492+0.02755i,0.020761-0.00017291i,0.013378+0.0010016i,0.021836-0.00026268i,0.017548-0.023851i,-0.0050442-0.037803i,-0.020667-0.024893i,-0.019255-0.0069785i,-0.0055636-0.0012174i,0.012812-0.0047393i,0.032518-0.0081292i,0.044873-0.006548i,0.039892-0.0025318i,0.02793+0.003962i
-0.017812+0.096578i,-0.055808+0.15546i,-0.067671+0.14313i,-0.030406+0.073758i,0.0095938+0.02025i,0.030881+0.0037634i,0.018592-0.013246i,-0.026531-0.030336i,-0.055849-0.0239i,-0.044297+0.0020803i,-0.014552+0.015484i,-0.0022484+0.0044345i,-0.0060321+0.0059885i,0.0078446+0.02995i,0.035231+0.040079i,0.045337+0.025256i,0.034624+0.011068i,0.020606+0.0054154i,0.016983-0.0069694i,0.019866-0.026093i,0.01842-0.035606i,0.013921-0.029026i,0.010514-0.021037i
0.0050666-0.084938i,0.040312-0.13933i,0.070701-0.13531i,0.062543-0.089325i,0.016601-0.065888i,-0.042928-0.047107i,-0.048795+0.0048458i,0.010998+0.040938i,0.056339+0.024898i,0.03922-0.0083948i,-0.00029492-0.016797i,-0.010292-0.0016881i,-0.0022066-0.0035805i,-0.016306-0.028931i,-0.045014-0.038712i,-0.054135-0.022348i,-0.039991-0.0075336i,-0.02562-0.0087781i,-0.030735-0.014911i,-0.045498-0.019248i,-0.043581-0.025392i,-0.025701-0.027171i,-0.0095799-0.020589i
0.01036+0.077627i,-0.0059079+0.13771i,-0.029079+0.13113i,-0.045168+0.083924i,-0.036121+0.081515i,-0.00055321+0.081534i,-0.0024035+0.045078i,-0.047435+0.020529i,-0.063173+0.020427i,-0.031825+0.017953i,0.0040066+0.0037901i,0.012516-0.014005i,0.0076778-0.010412i,0.02559+0.010045i,0.05237+0.013558i,0.053724-0.0016006i,0.035473-0.01226i,0.015538-0.011762i,0.0013489-0.0008328i,-0.010318+0.019875i,-0.023468+0.035614i,-0.02989+0.031527i,-0.029208+0.01494i
-0.014341-0.077837i,-0.013166-0.13915i,0.015103-0.14661i,0.04714-0.12504i,0.031141-0.13482i,-0.013542-0.11184i,0.0021807-0.050691i,0.056905-0.031747i,0.060638-0.042629i,0.0185-0.029636i,-0.016193+0.0014704i,-0.019777+0.021947i,-0.016517+0.013251i,-0.039674-0.0045159i,-0.065996-0.0022324i,-0.062632+0.013265i,-0.040835+0.021705i,-0.019538+0.02442i,0.00072674+0.027818i,0.021499+0.028901i,0.031839+0.024806i,0.025885+0.017984i,0.015547+0.016449i
0.040476+0.068576i,0.057758+0.11651i,0.013249+0.12561i,-0.049612+0.13649i,-0.029811+0.17571i,0.034523+0.16544i,0.037255+0.10386i,-0.015312+0.070884i,-0.040501+0.06404i,-0.021734+0.04141i,0.0036897+0.0058975i,0.0087294-0.018983i,0.0097218-0.014862i,0.033046-0.0024502i,0.057638-0.0054693i,0.056409-0.012461i,0.038619-0.010906i,0.021065-0.0090519i,0.012812-0.016557i,0.015997-0.026162i,0.019507-0.023525i,0.015698-0.011006i,0.009008-0.0037582i
-0.054288-0.052609i,-0.08249-0.080718i,-0.038637-0.097026i,0.022996-0.13045i,0.0027526-0.16995i,-0.046518-0.15171i,-0.029763-0.10132i,0.01929-0.085401i,0.028705-0.077102i,0.0061097-0.040954i,-0.010944+0.0031303i,-0.011564+0.025148i,-0.014686+0.020178i,-0.034646+0.015476i,-0.050309+0.023434i,-0.042937+0.028403i,-0.020673+0.022298i,0.0021011+0.012595i,0.0093475+0.0016495i,0.0013075-0.012133i,-0.00049628-0.025787i,0.0081753-0.028204i,0.014147-0.018281i
0.06908+0.027732i,0.096327+0.044051i,0.058357+0.082674i,0.013284+0.14899i,0.03353+0.18794i,0.070819+0.14195i,0.042306+0.070847i,-0.0071601+0.064127i,-0.0073872+0.076933i,0.01538+0.046609i,0.021679-0.0025978i,0.013842-0.027924i,0.01475-0.024372i,0.03407-0.021207i,0.049017-0.031467i,0.042167-0.039655i,0.022952-0.037403i,0.0012863-0.029534i,-0.017848-0.01598i,-0.030995+0.0023943i,-0.036648+0.012616i,-0.032446+0.0099494i,-0.022785+0.002703i
-0.072418+0.003021i,-0.087142+0.0088861i,-0.045784-0.026253i,0.0021619-0.1008i,-0.0076359-0.15528i,-0.04413-0.14049i,-0.04201-0.1014i,-0.022219-0.091614i,-0.021404-0.080856i,-0.02374-0.036512i,-0.014128+0.013833i,-0.0032816+0.035245i,-0.0085935+0.02982i,-0.026736+0.024321i,-0.035596+0.027963i,-0.02744+0.027812i,-0.012683+0.017947i,0.0030103+0.0048789i,0.017069-0.0022386i,0.02479-0.0019213i,0.019944-0.0016536i,0.0083116-0.0045018i,0.00075893-0.0063608i
0.054901-0.036676i,0.070237-0.043995i,0.047166-0.0043956i,0.030546+0.071727i,0.050764+0.12612i,0.057671+0.11738i,0.028464+0.094268i,0.010783+0.087033i,0.018702+0.066469i,0.017804+0.021448i,0.002394-0.018093i,-0.0046688-0.030613i,0.0060224-0.026412i,0.022063-0.027411i,0.025434-0.032681i,0.014789-0.02932i,-0.0021452-0.017402i,-0.017334-0.0028891i,-0.019763+0.0080214i,-0.0094029+0.01206i,0.0017985+0.015065i,0.0032629+0.016195i,0.00074555+0.01286i
-0.026737+0.060568i,-0.02363+0.075812i,0.0028848+0.030914i,0.012013-0.060528i,-0.018459-0.12488i,-0.049995-0.11833i,-0.05415-0.081499i,-0.043497-0.062306i,-0.039089-0.052253i,-0.028916-0.025544i,-0.0074846+0.0045396i,0.0028933+0.016914i,-0.007613+0.019534i,-0.023791+0.025788i,-0.030042+0.031566i,-0.02495+0.029164i,-0.011665+0.0189i,0.0027584+0.0028376i,0.0073682-0.015182i,0.0013106-0.029441i,-0.0043131-0.032705i,-0.0036015-0.023299i,-0.0017149-0.011013i
-0.0043458-0.063083i,-0.017197-0.084241i,-0.030935-0.050522i,-0.02354+0.0075854i,-0.0028263+0.044762i,0.017812+0.06561i,0.041064+0.068707i,0.050016+0.058672i,0.045377+0.044911i,0.030019+0.019982i,0.0081968-0.0069841i,0.0010146-0.021462i,0.010567-0.027292i,0.019603-0.031358i,0.020797-0.030633i,0.015272-0.02142i,0.0054395-0.006567i,-0.00359+0.010085i,-0.0070763+0.024667i,-0.0072843+0.033547i,-0.005377+0.033639i,-5.7579e-06+0.024883i,0.0047337+0.014085i
0.03789+0.054705i,0.068361+0.066375i,0.069142+0.033191i,0.036601-0.010241i,0.0078723-0.03719i,-0.010405-0.055724i,-0.031286-0.050604i,-0.043562-0.033031i,-0.047847-0.020499i,-0.038898-0.0028889i,-0.015948+0.013871i,-0.0067279+0.020025i,-0.013061+0.025286i,-0.017142+0.031638i,-0.014604+0.032797i,-0.007528+0.027029i,0.0018211+0.013509i,0.0079552-0.0052597i,0.0060932-0.018739i,-0.00012516-0.019195i,-0.0047161-0.015349i,-0.0064241-0.011227i,-0.004169-0.0066751i
-0.064798-0.025921i,-0.10406-0.01798i,-0.10414+0.0091532i,-0.08564+0.019344i,-0.081488+0.034516i,-0.0447+0.06091i,0.013978+0.04336i,0.033574+0.0071012i,0.029182+0.00083005i,0.019899-0.001044i,0.0020192-0.0098205i,-0.0032554-0.016442i,0.0053715-0.025039i,0.012594-0.030967i,0.015703-0.029879i,0.014353-0.021793i,0.010053-0.0083166i,0.0084201+0.0064003i,0.015035+0.015725i,0.027782+0.017507i,0.03696+0.013881i,0.033512+0.0052271i,0.021599-0.00085675i
0.070142-0.0056572i,0.10759-0.027461i,0.099185-0.02521i,0.092062+0.02161i,0.10739+0.027696i,0.068235-0.024467i,-0.0039286-0.032737i,-0.027324-0.0022342i,-0.025607+0.0061127i,-0.022793+0.0071982i,-0.0097786+0.012729i,-0.0055182+0.019823i,-0.0099404+0.029846i,-0.010669+0.033837i,-0.0097071+0.029869i,-0.0069941+0.018393i,-0.0024198+0.00065641i,-0.0034555-0.015007i,-0.012029-0.022966i,-0.02153-0.027554i,-0.027963-0.028697i,-0.027987-0.019596i,-0.020103-0.0097147i
-0.063796+0.044995i,-0.081584+0.092615i,-0.069474+0.084738i,-0.089882+0.02409i,-0.12575+0.022439i,-0.082045+0.061299i,-0.0091179+0.038401i,0.007322-0.00017254i,0.012352-0.0013069i,0.021015-0.0010042i,0.011354-0.0061471i,0.0065249-0.01265i,0.0078437-0.023812i,0.006223-0.031093i,0.005521-0.031386i,0.0034827-0.024131i,0.00036187-0.010188i,0.001551+0.00098649i,0.0064664+0.0053204i,0.010908+0.0069079i,0.013211+0.0050839i,0.010466-0.0016216i,0.0035663-0.0058536i
0.043508-0.071165i,0.045644-0.12061i,0.056865-0.090173i,0.1435-0.0092211i,0.21624-0.015343i,0.14109-0.061995i,0.026559-0.026525i,0.0013856+0.020909i,0.00025468+0.017197i,-0.011381+0.011363i,-0.0072275+0.013741i,-0.0018933+0.017287i,-0.00017657+0.0237i,0.0010773+0.02435i,-0.0011103+0.019877i,-0.0051942+0.011986i,-0.0095364+0.0004366i,-0.012517-0.0067399i,-0.015203-0.007169i,-0.022174-0.0031081i,-0.030951+0.0054296i,-0.027982+0.015054i,-0.014167+0.014874i
-0.0086516+0.088093i,0.025661+0.13521i,0.022057+0.091252i,-0.087872+0.0033165i,-0.17993+0.010123i,-0.11701+0.055203i,-0.025069+0.017556i,-0.01351-0.02351i,-0.0065384-0.018119i,0.011745-0.014779i,0.012109-0.014921i,0.011149-0.017976i,0.0075916-0.024895i,-0.0001278-0.024074i,-0.0029075-0.019024i,-0.0013093-0.009396i,0.00286+0.0029104i,0.0066411+0.0087075i,0.011437+0.0085161i,0.02255+0.0067941i,0.033351+0.0029292i,0.029588-0.0038949i,0.014343-0.0034474i
-0.03729-0.084584i,-0.088617-0.11755i,-0.063906-0.068214i,0.10019-0.015997i,0.21866-0.067742i,0.14546-0.10701i,0.053291-0.038686i,0.0449+0.0060168i,0.025257-0.004534i,-0.00613+0.0001747i,-0.010579+0.008314i,-0.0081313+0.012838i,-0.0051527+0.018991i,-0.0024684+0.018456i,-0.0034952+0.015297i,-0.005511+0.010416i,-0.0063123+0.0036518i,-0.0049369-0.0015616i,-0.0060706-0.0049753i,-0.013578-0.0060399i,-0.019332-0.00081986i,-0.012238+0.0075689i,-0.00083718+0.0056611i
0.075087+0.07333i,0.15044+0.077729i,0.1158+0.0021645i,-0.092405-0.044284i,-0.23913+0.033898i,-0.16412+0.085043i,-0.069991+0.024441i,-0.059341-0.011548i,-0.036228-0.0010834i,-0.0048839-0.0086972i,0.0012544-0.019826i,-0.00037859-0.02705i,-0.0036709-0.028549i,-0.0049846-0.019091i,-0.0016998-0.010071i,0.0046052-0.0026931i,0.010884+0.0038482i,0.011622+0.0044897i,0.010321+0.0031349i,0.014477+0.0020156i,0.020589-0.0058257i,0.016042-0.01462i,0.0046783-0.011868i
-0.10404-0.026048i,-0.18831+0.0072636i,-0.13948+0.089454i,0.076759+0.082115i,0.20174-0.050571i,0.11636-0.10916i,0.038747-0.045088i,0.035588-0.012246i,0.0088338-0.014044i,-0.017703+0.0049888i,-0.015404+0.016741i,-0.0093023+0.019402i,-0.0029392+0.021138i,0.0015826+0.017715i,0.00073235+0.013046i,-0.002613+0.0063174i,-0.0052617-0.0017361i,-0.005474-0.0075242i,-0.0067674-0.010696i,-0.014852-0.0089809i,-0.02333-5.1209e-05i,-0.01814+0.0088759i,-0.0059706+0.0070947i
0.11654-0.017639i,0.19441-0.090796i,0.11282-0.17529i,-0.1276-0.10944i,-0.23832+0.073265i,-0.13863+0.12707i,-0.065875+0.048529i,-0.065027+0.020321i,-0.03309+0.025608i,-0.0016369+0.0036948i,0.00046345-0.0082837i,-0.0015462-0.0098202i,-0.0024974-0.012127i,0.00082561-0.010793i,0.0080189-0.0092732i,0.012221-0.0075759i,0.012175-0.0045971i,0.0074242-0.0012063i,0.0077288+0.0028986i,0.019478+0.0049111i,0.02773-0.0020687i,0.018681-0.010858i,0.0047276-0.0079582i
-0.1023+0.065163i,-0.15496+0.18621i,-0.052083+0.28448i,0.16976+0.18932i,0.24027-0.018099i,0.12604-0.080289i,0.059914-0.019122i,0.056081-0.0031713i,0.022363-0.0047447i,-0.004658+0.017627i,-0.0069861+0.026004i,-0.0037798+0.025427i,0.0024859+0.022384i,0.0037365+0.013719i,-0.0015006+0.007413i,-0.0082937+0.003402i,-0.011786+0.00036259i,-0.010298-0.0027556i,-0.012275-0.0075447i,-0.0222-0.0096325i,-0.027839-0.0026667i,-0.019465+0.0048391i,-0.0076878+0.0016861i
