-0.00092295+0.00049586i,0.00026676-0.00072921i,-0.0019643-0.0020677i,-0.0036047-0.0012408i,-0.0029393+0.00065242i,-0.0016835+0.0015232i,-0.00046645+0.00054319i,-0.00016138+0.00067837i,-0.00015098+0.00087865i,-0.00013974+0.00035059i,0.00035068+3.7085e-05i,0.00012865-0.0004894i,-0.00078646-0.00059596i,-4.7352e-05-0.00045467i,8.5967e-05-0.00072305i,-0.0005922-0.00074972i,-0.00050797-0.00066012i,-0.00056432-0.00052062i,-0.00060873-0.00087791i,-0.00040473-0.00059591i,-0.00057449-0.00014341i,-8.6314e-05-0.00065274i,0.00083419-0.00010428i
0.16312-0.13413i,0.17785-0.17401i,0.069876-0.13393i,-0.043586-0.045565i,-0.067479+0.014471i,-0.05419+0.031533i,-0.045509+0.037109i,-0.035522+0.037182i,-0.022687+0.028178i,-0.013576+0.017791i,-0.0099993+0.017718i,-0.0016688+0.024203i,0.012076+0.020977i,0.017946+0.0094476i,0.014538-0.0012727i,0.0090718-0.0067647i,0.004322-0.0080018i,-0.00084666-0.0074119i,-0.0035213-0.0054384i,-0.00015947-0.0017771i,0.0061976+0.0036543i,0.011646+0.0066471i,0.010972+0.0038267i
-0.0042277+0.21246i,0.017532+0.24476i,0.063265+0.13595i,0.090538+0.0034125i,0.081065-0.040373i,0.060135-0.025923i,0.028983-0.0013474i,0.003103+0.021135i,-0.0027294+0.025145i,0.0022931+0.010794i,0.0074102-0.005174i,0.0077573-0.011012i,0.004918-0.0078668i,0.0050996-0.005075i,0.0077829-0.0027516i,0.0094813+0.00031401i,0.011794+0.0015565i,0.014549-0.0014797i,0.012456-0.0066394i,0.0040979-0.0072573i,-0.0058045-0.0031386i,-0.011664+0.0017984i,-0.010045+0.0044206i
-0.15878-0.1528i,-0.1782-0.1608i,-0.096173-0.07619i,0.014818-0.0039958i,0.064565+0.0033784i,0.054279+0.0060087i,0.048774+0.018449i,0.0534+0.017757i,0.041333+0.0098199i,0.025521+0.0052217i,0.019675-0.0017965i,0.016695-0.012934i,0.010713-0.021051i,0.0013873-0.019657i,-0.0065717-0.012996i,-0.0091873-0.0067213i,-0.0088099-0.0013508i,-0.0072764+0.0043577i,-0.0035996+0.0090177i,0.0016419+0.007429i,0.0055609-0.0010774i,0.0065562-0.0089947i,0.0043584-0.010084i
0.22403-0.015967i,0.24533-0.037432i,0.13492-0.049721i,0.0064819-0.042999i,-0.046702-0.034167i,-0.02839-0.032482i,0.014736-0.031943i,0.03384-0.036124i,0.022799-0.032404i,0.0064339-0.018444i,-0.0040448-0.011746i,-0.01006-0.009153i,-0.0096744-0.0023543i,-0.0055218+0.00032191i,-0.0036626-0.0033899i,-0.0040283-0.0075613i,-0.0048048-0.010496i,-0.0081508-0.011847i,-0.011525-0.0088846i,-0.009997-0.0020499i,-0.0044381+0.004368i,0.00094291+0.0090154i,0.0036789+0.0089305i
-0.13021+0.17853i,-0.13641+0.20233i,-0.10115+0.11525i,-0.09864+0.024517i,-0.098549+0.010415i,-0.049688+0.017326i,-0.0021249-0.012018i,0.0049911-0.043467i,-0.0036739-0.041096i,-0.0067905-0.024151i,-0.0094529-0.011355i,-0.014458-0.00084729i,-0.017115+0.0061783i,-0.012415+0.009287i,-0.0038508+0.010153i,0.00031334+0.0096826i,0.0014361+0.0088453i,0.0042685+0.006294i,0.0079317+0.0012813i,0.0065533-0.0037916i,-0.0017272-0.0063325i,-0.010854-0.0058464i,-0.012369-0.0030503i
-0.044916-0.21813i,-0.073612-0.23517i,-0.066732-0.14144i,-0.042225-0.048115i,-0.043649-0.012582i,-0.056011-0.001216i,-0.05684-0.005111i,-0.058033-0.007175i,-0.044997+0.0031326i,-0.01939+0.0064223i,-0.007633+0.0036224i,-0.0051245+0.0047703i,0.0012428+0.0050321i,0.0056115+0.0028219i,0.0054686+0.0024165i,0.0036224+0.0031567i,9.3882e-05+0.0053877i,-0.0023507+0.010229i,0.00032719+0.013071i,0.0058148+0.0093828i,0.011945+0.0026751i,0.015623-0.0037942i,0.011972-0.007854i
0.19122+0.10263i,0.23664+0.089989i,0.19318+0.049082i,0.14842+0.037494i,0.1392+0.028918i,0.099832-0.011551i,0.02582-0.024663i,-0.017687+0.0015493i,-0.018716+0.017773i,-0.0056722+0.014388i,0.0054484+0.0068118i,0.013067+0.0047213i,0.015318+0.0053186i,0.011571+0.0015803i,0.0080188-0.0021322i,0.0081445-0.0027736i,0.010627-0.0026271i,0.010476-0.004556i,0.0026655-0.0068102i,-0.0056302-0.0037589i,-0.0084504+0.0029374i,-0.0056449+0.0095085i,-0.00062394+0.010396i
-0.18591+0.073964i,-0.18204+0.12072i,-0.08856+0.12005i,-0.0077436+0.090121i,0.018938+0.072897i,0.024941+0.07324i,0.02987+0.067988i,0.034146+0.053249i,0.029436+0.030216i,0.014236+0.010739i,0.0041902+0.0017557i,-0.001303-0.003468i,-0.0047914-0.005401i,-0.0019301-0.0040392i,0.0007081-0.0043488i,-0.00021246-0.005278i,0.00073871-0.0036039i,0.0056647-0.0016328i,0.0093342-0.0027021i,0.0064907-0.0065805i,-0.00045994-0.010286i,-0.0079203-0.011969i,-0.011009-0.0083341i
0.057251-0.16928i,0.0072278-0.2078i,-0.060082-0.17606i,-0.10745-0.15145i,-0.13628-0.13541i,-0.12434-0.07677i,-0.058907-0.010215i,0.0026922+0.005976i,0.017485-0.005757i,0.0082073-0.011545i,-0.0010919-0.01436i,-0.0052372-0.01724i,-0.0050652-0.013354i,-0.0027036-0.0044603i,0.00054096-0.0014583i,0.0010232-0.0060816i,-0.002426-0.012623i,-0.0077984-0.0137i,-0.0095292-0.0066956i,-0.0026706-0.00014662i,0.0073584+0.0023031i,0.013726+0.0019532i,0.012756-0.0011991i
0.089731+0.12406i,0.14556+0.084002i,0.12011-0.016363i,0.047322-0.077579i,0.014461-0.077367i,0.027263-0.053988i,0.043142-0.042325i,0.035838-0.043441i,0.015141-0.032782i,0.0051129-0.011548i,0.0051574+0.0023445i,0.0048516+0.010177i,0.00384+0.011384i,0.0026019+0.0051227i,0.0018488+0.0005355i,0.0016715+0.00083361i,0.0013754+0.00086458i,-0.0012337-0.0016525i,-0.0047475-0.0024272i,-0.0074996-0.00173i,-0.011313-0.00038203i,-0.012621+0.0045674i,-0.0070497+0.0071148i
-0.1182+0.005697i,-0.12386+0.082117i,-0.04858+0.13085i,0.00654+0.1343i,-0.0034607+0.14242i,-0.00101+0.1253i,0.014029+0.060853i,-0.0019604+0.007866i,-0.01951+0.0004189i,-0.013871+0.0093711i,-0.0061197+0.0097627i,-0.0063699+0.0061194i,-0.0030305+0.0041232i,0.0045503-0.00075047i,0.0053241-0.0048313i,-0.00047682-0.0026391i,-0.0066647+0.0050134i,-0.0054497+0.014076i,0.0010321+0.015652i,0.0033492+0.010151i,0.0041438+0.0014419i,0.0029105-0.0075322i,-0.0016295-0.0093245i
0.040716-0.078778i,-0.0072998-0.11754i,-0.059679-0.054328i,-0.043739+0.046996i,0.0063171+0.057588i,0.012887+0.0022348i,-0.011087-0.029014i,-0.021521-0.019486i,-0.013018-0.0078213i,0.0005827-0.0092298i,0.0099779-0.014429i,0.014487-0.01824i,0.010966-0.017589i,0.00077769-0.010599i,-0.0047226-0.0039823i,-0.00359-0.0008919i,0.00032416+0.00024064i,0.0017059+0.00038926i,0.00033768+0.00066522i,0.00077796-0.00012501i,0.0015259+0.001754i,0.0039978+0.005276i,0.0060292+0.0038021i
0.05809+0.042263i,0.12204+0.021022i,0.11081-0.050999i,0.047574-0.091129i,0.038124-0.054229i,0.064254-0.016064i,0.056585-0.0025383i,0.03392+0.0090649i,0.027902+0.014505i,0.026096+0.0050263i,0.014361-0.0056614i,-0.0006869-0.0049696i,-0.0090574-0.001654i,-0.010545-0.0026957i,-0.0091174-0.001149i,-0.0041353+0.0034204i,0.0047822+0.0038864i,0.013274-0.0022103i,0.014586-0.0090124i,0.007915-0.010789i,-0.0020422-0.0097896i,-0.0092989-0.0059809i,-0.0086931-0.0004348i
-0.054994+0.064488i,-0.069267+0.10766i,-0.01946+0.071685i,0.012303-0.045251i,-0.039789-0.1138i,-0.084988-0.063434i,-0.06034+0.0057621i,-0.019853+0.020058i,-0.011453+0.0065814i,-0.015983-0.0019198i,-0.016833-0.0064234i,-0.017393-0.0084155i,-0.014206-0.0016059i,-0.0044795+0.0085141i,0.0064223+0.0089186i,0.011105+0.0013279i,0.0078636-0.0047951i,0.0016243-0.004074i,-0.00248+0.0013943i,-0.00095353+0.0061398i,0.0063564+0.0076189i,0.012653+0.0040622i,0.011417-0.0021462i
-0.056863-0.095829i,-0.09145-0.13425i,-0.081303-0.075026i,-0.021367-0.002538i,0.024797-0.025945i,0.017037-0.071457i,0.0084945-0.059909i,0.014035-0.044798i,0.0076765-0.040142i,-0.0038182-0.02445i,-0.005231-0.0045556i,0.0036729+0.011181i,0.012631+0.015844i,0.014344+0.010394i,0.011845+0.0041403i,0.0094565+1.5621e-05i,0.003924-0.003317i,-0.0050309-0.004146i,-0.012784-0.0031275i,-0.016461-0.00080545i,-0.013039+0.0039325i,-0.0057274+0.0076912i,0.0011008+0.0071572i
0.16478-0.0039994i,0.2295-0.010999i,0.1498-0.011081i,0.003662+0.064285i,-0.043425+0.17302i,0.014146+0.17299i,0.050486+0.082816i,0.035273+0.028406i,0.016241+0.02299i,0.009831+0.021966i,0.0055605+0.013724i,0.00031215+0.0044245i,0.0028234-0.0045274i,0.0089978-0.013341i,0.0049179-0.019203i,-0.0062382-0.016657i,-0.010937-0.0061781i,-0.006131+0.0036261i,0.0036004+0.0078522i,0.011654+0.0040388i,0.010731-0.0073727i,0.00091403-0.015782i,-0.0086653-0.013516i
-0.11345+0.16822i,-0.15008+0.22403i,-0.093523+0.14245i,-0.049992-0.0070047i,-0.084122-0.061721i,-0.10069-0.016051i,-0.059271+0.0069494i,-0.034549-0.0092887i,-0.0307-0.0065151i,-0.014676+0.0033781i,0.0066226-0.0036549i,0.01541-0.018266i,0.0077135-0.023107i,-0.0026312-0.015655i,-0.0056386-0.0091274i,-0.0033862-0.0069202i,0.00072139-0.003505i,0.0060458+0.0016352i,0.01083+0.0050946i,0.014115+0.0051873i,0.015224+0.0045384i,0.013364+0.0042954i,0.0090019+0.0017174i
-0.079441-0.22949i,-0.11061-0.31263i,-0.094578-0.23095i,0.00067732-0.11955i,0.098208-0.11069i,0.101-0.12224i,0.049318-0.087573i,0.02534-0.047353i,0.024942-0.029814i,0.021645-0.02056i,0.0086913-0.0095809i,-0.0058439+0.0028113i,-0.014097+0.0068985i,-0.017914+0.0054904i,-0.013804+0.0092997i,-0.0033502+0.013211i,0.0056869+0.009231i,0.0092951+0.00077883i,0.0056662-0.0086648i,-0.0045895-0.014115i,-0.01581-0.01065i,-0.015072-0.00030561i,-0.0037581+0.0077517i
0.2738+0.090077i,0.35679+0.12498i,0.2547+0.080148i,0.064099+0.056711i,-0.024158+0.088877i,-0.012124+0.090919i,-0.0031007+0.060633i,-0.013188+0.040454i,-0.014089+0.030087i,-0.0081411+0.015338i,-0.010141-0.0025467i,-0.017528-0.0077318i,-0.013558+0.0043645i,0.00056947+0.012787i,0.0074038+0.0093663i,0.005009+0.0021844i,0.0006816-0.0036051i,-0.0024218-0.0083388i,-0.005304-0.0096714i,-0.0076701-0.0057563i,-0.0059646-0.0027221i,-0.0022646-0.0050444i,-0.0014169-0.0072907i
-0.25858+0.16727i,-0.30741+0.22031i,-0.17043+0.20451i,-0.033918+0.11784i,-0.050936+0.026487i,-0.087417-0.0069778i,-0.059297-0.0038497i,-0.029813-0.0029144i,-0.021881-0.011304i,-0.016235-0.015146i,-0.0013197-0.0086552i,0.015682+2.9781e-05i,0.022667+0.0044301i,0.021745+0.0036035i,0.017593-0.0040834i,0.011456-0.012209i,0.002533-0.013033i,-0.0054724-0.008921i,-0.0092034-0.0031666i,-0.0080311+0.0051847i,-0.0011009+0.013173i,0.0068251+0.011436i,0.0080997+0.0016448i
0.059196-0.33445i,0.061547-0.4111i,0.018314-0.30928i,0.023592-0.13436i,0.081683-0.022129i,0.1007+0.0093051i,0.086528+0.011186i,0.066809+0.01125i,0.046994+0.01296i,0.03002+0.0096197i,0.011272+0.0049371i,-0.0010993+0.0026884i,-0.0026905-0.0061592i,-0.0017055-0.01486i,-0.0027675-0.013595i,-0.0053574-0.0055975i,-0.0051883+0.0018943i,-0.0032845+0.0080269i,0.001576+0.013134i,0.009598+0.010827i,0.010446-0.00025843i,0.0032656-0.0077277i,-0.0015897-0.003468i
0.22507+0.27094i,0.26679+0.25545i,0.18098+0.045028i,0.018048-0.13334i,-0.080997-0.10833i,-0.068026-0.0011426i,-0.019479+0.034913i,0.00047112+0.01694i,-0.0095615+0.0078632i,-0.016811+0.0081067i,-0.012646-0.0035953i,-0.010799-0.018082i,-0.013531-0.018321i,-0.013719-0.0085106i,-0.0094099-0.00022022i,-0.0042211+0.0024037i,-0.0022999+0.0032027i,-0.0009728+0.0053059i,0.0037865+0.0063333i,0.0094825+0.0037955i,0.0090466-0.0011428i,0.0030049-0.0038909i,-0.0022754-0.0035001i
-0.35895-0.022322i,-0.39502+0.017883i,-0.26181+0.071321i,-0.12204+0.02721i,-0.064848-0.073555i,-0.038263-0.10616i,-0.010785-0.079658i,0.010412-0.053732i,0.016925-0.04381i,0.011712-0.032367i,0.0056198-0.013083i,0.0014307+0.0066446i,0.0016799+0.019246i,0.004409+0.014934i,0.0044217+0.0039004i,0.0035875-7.1678e-05i,0.0048722-0.00039986i,0.0070312-0.0012617i,0.0038849-0.0074925i,-0.0051631-0.015126i,-0.012755-0.010703i,-0.010591+0.00091015i,-0.0011434+0.0053401i
0.27123-0.22282i,0.24603-0.20787i,0.074739-0.021078i,-0.031875+0.20385i,-0.00080342+0.2473i,0.04305+0.13328i,0.035868+0.039584i,0.012383+0.0092655i,0.0032641+0.015351i,0.0097169+0.025753i,0.013066+0.018785i,0.006823+0.0055011i,0.0048427+0.00080229i,0.0086162+0.0013194i,0.0075407-0.0015966i,0.0017305-0.0040893i,-0.00048473-0.0015737i,0.0031841+0.00033136i,0.0072005-0.00095955i,0.0048098-0.0025845i,0.0008507-0.00087782i,0.0010344+0.00065911i,0.0019442-0.0025715i
-0.039114+0.34267i,0.013432+0.32528i,0.10992+0.16203i,0.13101+0.060226i,0.052131+0.077649i,-0.0027982+0.079019i,-0.0065939+0.030499i,-0.013486-0.0096433i,-0.029189-0.019668i,-0.026362-0.010534i,-0.0067427-0.004675i,0.0080617-0.0042278i,0.012276-0.0082422i,0.0057706-0.010507i,0.0010015-0.0025109i,0.0050946+0.0037541i,0.0069106+0.0014361i,0.003489-0.003143i,-0.0034866-0.00090894i,-0.006309+0.010373i,-0.00012999+0.015789i,0.0030817+0.0079488i,-0.0020373-0.0017712i
-0.18023-0.30987i,-0.13424-0.32523i,0.019781-0.2866i,0.15011-0.30848i,0.15315-0.2915i,0.077796-0.16121i,0.04567-0.052291i,0.042382-0.022713i,0.036953-0.018493i,0.031711-0.023784i,0.013389-0.029466i,-0.0078697-0.019882i,-0.014429-0.0060886i,-0.0061693-0.00032898i,0.0019361-0.0021148i,0.0019377-0.0042349i,-9.5495e-06-0.0040729i,-0.0028321-0.0033179i,-0.0038808-0.00171i,-0.00013476-0.0011226i,0.0057883-0.0021116i,0.0085334-0.00076647i,0.0074872+0.0046608i
0.33236+0.08851i,0.26817+0.054564i,0.031596-0.051139i,-0.16166-0.14807i,-0.19443-0.15222i,-0.13537-0.079691i,-0.084815-0.01593i,-0.066173+0.01472i,-0.050975+0.034603i,-0.022461+0.032871i,-0.0020709+0.0092251i,0.0014023-0.0078524i,-0.0017017-0.0072647i,-0.0018029+0.0014817i,0.0031868+0.0027247i,0.0041921-0.0042994i,0.0003436-0.0066692i,-0.0024811-0.003702i,-0.00034131+0.00053857i,0.0069117-0.0011773i,0.0066161-0.0095733i,-0.00074981-0.010548i,-0.0027259-0.0040672i
-0.34802+0.15425i,-0.38422+0.17195i,-0.35708+0.1745i,-0.35017+0.2113i,-0.27668+0.19355i,-0.1296+0.089826i,-0.040921+0.0094087i,-0.015763-0.0088762i,-0.011523-0.019911i,-0.025121-0.02046i,-0.026785+0.0055103i,-0.0096069+0.027042i,0.0084832+0.027673i,0.017725+0.012863i,0.015469-0.0021127i,0.0096614-0.0061286i,0.0060715-0.0028679i,0.0053418+0.00033946i,0.004446-0.0036503i,-0.0011323-0.0079453i,-0.0075247-0.006469i,-0.0082596-0.0050584i,-0.0044733-0.0073528i
0.17258-0.34537i,0.20001-0.28963i,0.19855-0.021227i,0.19853+0.24826i,0.17071+0.33015i,0.13262+0.24573i,0.11188+0.13049i,0.098645+0.056692i,0.080889+0.020584i,0.051275+0.002959i,0.020557-0.0086082i,0.0017668-0.018554i,-0.0014398-0.024018i,0.0017464-0.022711i,-0.0025681-0.018076i,-0.0095953-0.010322i,-0.010107-0.0036475i,-0.0059611+0.0025181i,-0.00068188+0.005429i,0.0019094+0.0031859i,0.0037545+0.0046111i,0.0078707+0.0079115i,0.0075017+0.006216i
0.16088+0.36088i,0.24753+0.33168i,0.33363+0.11162i,0.36573-0.10252i,0.25375-0.14398i,0.080223-0.061652i,0.0053745+0.0040073i,-0.015427+0.0084386i,-0.038778+0.0091785i,-0.021147+0.02247i,0.011233+0.011642i,0.015361-0.0093565i,-0.0012635-0.015159i,-0.016267-0.0043745i,-0.014498+0.012014i,-0.0034858+0.01384i,0.0012433+0.0035073i,-0.00076862-0.0050407i,-0.005347-0.0047971i,-0.0078518-3.6405e-05i,-0.0058023-0.001493i,-0.0055299-0.0067305i,-0.0064136-0.0068862i
-0.36162-0.18367i,-0.38512-0.20985i,-0.24579-0.27514i,-0.086323-0.41476i,0.0042913-0.46045i,0.037824-0.32556i,0.047344-0.16536i,0.035368-0.085499i,0.008717-0.052174i,-0.0063552-0.030655i,-0.011216-0.012986i,-0.017295+0.0070265i,-0.014571+0.023605i,0.0025143+0.021099i,0.016786+0.0039356i,0.016808-0.0070668i,0.0099048-0.0047643i,0.0069028+0.0008312i,0.0062589-0.00063592i,0.0031735-0.0027112i,0.00013383-0.0023929i,-0.0023171-0.0033447i,-0.0024177-0.0026263i
0.35331-0.12541i,0.26757-0.20328i,-0.064391-0.19664i,-0.3844-0.083023i,-0.40697+0.039772i,-0.19706+0.060469i,-0.03675+0.011889i,0.010003+0.00094435i,0.030536+0.016409i,0.03445+0.0050158i,0.020039-0.01284i,0.0099538-0.019746i,0.0062458-0.017957i,0.0026641-0.012852i,-0.0019503-0.013335i,-0.0084901-0.014071i,-0.011126-0.0080803i,-0.0075218+8.1542e-05i,0.00056084+0.0065957i,0.0094788+0.0066734i,0.0094319+0.0043097i,0.0043195+0.0073457i,0.0036791+0.0096501i
-0.16704+0.34129i,-0.11106+0.42583i,-0.059793+0.46053i,-0.094491+0.51426i,-0.12933+0.47176i,-0.10591+0.2795i,-0.065419+0.10827i,-0.028627+0.034314i,-0.0091902+0.0027929i,-0.0064582-0.0057429i,-0.0028182-0.00065812i,0.002072+0.0068628i,0.0084325+0.010619i,0.0098594+0.0081473i,0.0039744+0.010445i,0.0035417+0.016995i,0.0072403+0.015797i,0.004652+0.0090418i,-0.0014115+0.0029189i,-0.0063609-0.00111i,-0.0088631-0.0050857i,-0.0082348-0.010425i,-0.0061702-0.013986i
-0.062656-0.28849i,-0.037106-0.18127i,0.1811+0.039886i,0.46694+0.12114i,0.49671+0.05183i,0.28623+0.0018383i,0.12593-0.00071251i,0.06738-0.025215i,0.022445-0.041887i,-0.0038189-0.022667i,-0.0070784-0.010608i,-0.010756-0.0072077i,-0.0061854-0.0015967i,0.0081895-0.0024203i,0.015743-0.0083716i,0.01429-0.0086459i,0.012009-0.0019839i,0.011462+0.003542i,0.0096292+0.0035729i,0.0062396+0.0010326i,0.0060755+0.0026289i,0.0095978+0.0065048i,0.008534+0.0065002i
0.22768+0.1133i,0.23649-0.086874i,0.15013-0.38452i,0.06368-0.57936i,0.0045389-0.53616i,-0.02944-0.30464i,-0.022236-0.1165i,-0.03259-0.060831i,-0.060151-0.024955i,-0.034167+0.0088403i,0.0081711+0.0042946i,0.019975-0.0095051i,0.0092023-0.016025i,-0.0044296-0.014427i,-0.0051147-0.010442i,0.0010958-0.016127i,0.0029175-0.019577i,0.0034369-0.016562i,0.0026097-0.013422i,0.00067886-0.0077336i,-0.00052372-0.0025119i,-0.0018823+0.0014824i,-0.0010872+0.0063433i
-0.27782+0.031887i,-0.2722+0.0783i,-0.27497+0.018717i,-0.39409-0.076367i,-0.42327-0.058345i,-0.23562+0.00031468i,-0.071623+0.0021694i,-0.037164+0.016815i,-0.015252+0.04254i,0.0073348+0.023343i,0.0015097+0.0012993i,-0.0022822+0.0044357i,0.00809+0.0080272i,0.017125+0.00034106i,0.015866-0.010081i,0.0074872-0.0136i,0.0012163-0.011135i,-0.00060911-0.0050936i,-0.0023648+0.0011716i,-0.003122+0.003956i,0.0009768+0.00040349i,0.0050707-0.011559i,0.0037657-0.019262i
0.23355-0.16429i,0.19464-0.12375i,0.078056+0.085226i,-0.020849+0.3403i,-0.048363+0.43303i,-0.031793+0.30604i,-0.018982+0.14393i,0.014907+0.085232i,0.064549+0.055136i,0.061132+0.011455i,0.028438-0.010078i,0.012623-0.018903i,0.0040446-0.023303i,-0.001606-0.022856i,-0.009689-0.019831i,-0.01755-0.0089002i,-0.014187-0.0018701i,-0.0063296-0.0036371i,-0.00014815-0.0022278i,0.0052665+0.0010849i,0.0051963+0.002423i,-0.00035783+0.0063428i,-0.0041075+0.0060135i
-0.10303+0.21007i,-0.10304+0.17108i,-0.056992+0.10929i,0.075131+0.10433i,0.17262+0.065147i,0.11853+0.017179i,0.048631+0.035241i,0.040198+0.01291i,0.008189-0.040777i,-0.017921-0.037399i,-0.012406-0.018068i,-0.019025-0.01154i,-0.029604+0.00015759i,-0.027974+0.019157i,-0.014078+0.035841i,0.001816+0.034487i,0.0032381+0.018566i,-0.0038153+0.0047197i,-0.0072534-0.0031163i,-0.0053427-0.0079357i,-0.0013056-0.011511i,0.00072014-0.0099849i,-0.00096609-0.0013983i
-0.070003-0.12546i,-0.02815+0.016646i,0.10896+0.076487i,0.20101-0.072956i,0.16832-0.18362i,0.14431-0.1086i,0.17792-0.037805i,0.13617-0.052318i,0.037053-0.049084i,-0.016113-0.017027i,-0.019205-0.0013185i,-0.0099851+0.005329i,0.0067525+0.013715i,0.030086+0.011733i,0.039289-0.0031732i,0.025878-0.012391i,0.0061202-0.0017185i,-0.0046821+0.015755i,-0.0036685+0.022524i,0.00101+0.017916i,0.0062533+0.0093596i,0.012494+0.0026039i,0.015085+0.0012536i
0.28023-0.048987i,0.32809-0.32143i,0.2161-0.55518i,-0.024543-0.54694i,-0.2061-0.34629i,-0.20574-0.13914i,-0.11588-0.050748i,-0.053917-0.028704i,-0.024229-0.0029481i,0.0025618+0.011019i,0.021931+0.00012118i,0.022124-0.016673i,0.0038255-0.026415i,-0.012932-0.030994i,-0.01523-0.034084i,-0.0053088-0.032994i,0.0090189-0.026594i,0.016872-0.019215i,0.019511-0.014327i,0.015663-0.013326i,-0.0005211-0.011411i,-0.012675-0.0068952i,-0.0067278-0.0078525i
-0.30743+0.11259i,-0.40727+0.21941i,-0.45214+0.25716i,-0.41215+0.24035i,-0.26612+0.19372i,-0.071873+0.089586i,0.039737-0.0091293i,0.0306-0.038947i,0.0045907-0.01959i,0.02278-0.0063114i,0.026388-0.017428i,-0.00048898-0.010352i,-0.007227+0.020369i,0.0047256+0.038015i,0.01723+0.035497i,0.025866+0.019679i,0.022931+0.0036077i,0.016155-0.0020497i,0.010115-0.0048396i,0.005886-0.0030187i,0.010494-0.00085763i,0.010925-0.010341i,-0.00077198-0.018633i
0.23641+0.02208i,0.32162+0.23864i,0.40073+0.4664i,0.40293+0.47299i,0.27675+0.30397i,0.099326+0.10907i,-0.025081-0.022058i,-0.065687-0.027531i,-0.04356+0.012054i,-0.028381+0.012682i,-0.030502+0.005578i,-0.01653+0.0085056i,0.010639+0.0078073i,0.031693-0.0039746i,0.022869-0.018172i,-0.0064053-0.014573i,-0.020195-0.002645i,-0.017763+0.0031774i,-0.014506+0.0083015i,-0.0089793+0.0048446i,-0.0061472-0.0045845i,-0.0090981+0.00072201i,-0.007577+0.014633i
0.024878-0.12931i,0.086009-0.54654i,0.046228-0.85795i,-0.048136-0.74102i,-0.049614-0.3884i,0.013652-0.068864i,0.083432+0.11817i,0.13145+0.10512i,0.09179+0.010179i,0.040587-0.019414i,0.029882-0.027071i,0.006191-0.039413i,-0.020135-0.038013i,-0.027863-0.035838i,-0.023064-0.032429i,-0.012926-0.026141i,-0.0040471-0.019053i,0.0033785-0.015331i,0.0067798-0.02103i,0.00042701-0.026678i,-0.011078-0.02092i,-0.0081774-0.0041613i,0.0097294+0.0077227i
-0.35437-0.018286i,-0.67373+0.2251i,-0.82704+0.4256i,-0.70626+0.40231i,-0.4733+0.24711i,-0.20558+0.081149i,-0.0029328-0.072141i,0.0084418-0.13144i,-0.024861-0.067122i,-0.0013028-0.024826i,0.0015256-0.031154i,-0.0082164-0.0094065i,0.0001906+0.022405i,0.0063921+0.03558i,0.010946+0.025442i,0.0091029+0.0048198i,-0.0014455+0.00024774i,-0.0079388+0.0043751i,-0.0076668+0.0064999i,-0.0025191+0.010185i,0.0085753+0.010123i,0.02001-0.0075291i,0.020686-0.031496i
0.40832+0.31831i,0.78284+0.4558i,1.0411+0.43701i,0.92628+0.25227i,0.51269+0.12131i,0.12716+0.07646i,-0.038732+0.024182i,-0.031989+0.0063726i,0.010978-0.0059061i,0.010617-0.021324i,0.017328-0.0058752i,0.057529-0.0052534i,0.080306-0.030035i,0.074628-0.038394i,0.046287-0.021568i,0.016333+0.0035601i,0.010461+0.0085077i,0.0085397+0.00017199i,-0.0019001+0.0055189i,-0.0074867+0.014228i,-0.012105+0.011184i,-0.025347+0.0068205i,-0.033186+0.0020767i
-0.019254-0.30332i,0.12878-0.69944i,0.14096-1.0622i,-0.0040655-1.0961i,-0.058367-0.80793i,-0.042208-0.37039i,-0.073696-0.0007511i,-0.090908+0.11698i,-0.10179+0.081249i,-0.080358+0.071762i,-0.025613+0.043397i,-0.02702-0.01321i,-0.056504-0.023561i,-0.050645-0.011105i,-0.014337-0.0042849i,0.023868-0.00068886i,0.037676-0.00051234i,0.029714-0.00056419i,0.020255-0.0022295i,0.012514-0.0093214i,0.0038146-0.019989i,0.0027922-0.01845i,0.0090653-0.0054324i
-0.11763-0.12166i,-0.57892-0.072325i,-0.96863+0.15843i,-1.0162+0.40118i,-0.78851+0.458i,-0.33477+0.33316i,0.10973+0.13209i,0.23185+0.00065572i,0.164+0.0093344i,0.11367+0.011656i,0.057057-0.02165i,0.015346-0.004182i,0.029657+0.023828i,0.057609+0.02101i,0.069359-0.0032198i,0.054749-0.023751i,0.017537-0.020212i,-0.011129-0.008457i,-0.018179-0.0042681i,-0.022837+0.0014547i,-0.025862+0.022166i,-0.013312+0.034314i,-0.0045798+0.01934i
-0.051+0.32191i,0.085125+0.49211i,0.28158+0.54513i,0.41592+0.52916i,0.43737+0.48803i,0.40642+0.29433i,0.39212-0.016351i,0.33757-0.25488i,0.19137-0.32328i,0.061097-0.25172i,0.019597-0.17968i,-0.011257-0.15075i,-0.04447-0.10382i,-0.03139-0.060403i,-0.011613-0.060095i,-0.018282-0.063605i,-0.016738-0.032422i,0.0086942+0.0093547i,0.036372+0.024849i,0.049052+0.012359i,0.044208-0.014542i,0.020628-0.031328i,0.0024891-0.020323i
