-0.00092295+0.00049586i,0.00026676-0.00072921i,-0.0019643-0.0020677i,-0.0036047-0.0012408i,-0.0029393+0.00065242i,-0.0016835+0.0015232i,-0.00046645+0.00054319i,-0.00016138+0.00067837i,-0.00015098+0.00087865i,-0.00013974+0.00035059i,0.00035068+3.7085e-05i,0.00012865-0.0004894i,-0.00078646-0.00059596i,-4.7352e-05-0.00045467i,8.5967e-05-0.00072305i,-0.0005922-0.00074972i,-0.00050797-0.00066012i,-0.00056432-0.00052062i,-0.00060873-0.00087791i,-0.00040473-0.00059591i,-0.00057449-0.00014341i,-8.6314e-05-0.00065274i,0.00083419-0.00010428i
0.0002094+0.00023344i,-0.00090994-0.00086276i,-0.0009895-9.049e-05i,-0.0010987+0.0013886i,-0.00023507+0.0026731i,0.0010741+0.0020608i,0.00057101+3.9111e-05i,-0.0004018-0.0011509i,-0.00017347-0.0012878i,-6.8174e-05-0.00071561i,-0.0002261-0.00076172i,-0.00039013-0.00078586i,-0.00052305-0.00054446i,-0.00023735-0.00027807i,-0.00061264-0.00039262i,-0.00049195+8.2591e-05i,6.3207e-05-7.0624e-05i,0.00015244+5.5111e-06i,-0.00043272-7.0435e-05i,-0.00060158-0.00053574i,-6.0973e-05+0.00019936i,0.00034617+0.00022312i,0.00056491-0.00023829i
-0.0014379-0.0021823i,-0.0023299-0.0019122i,-0.0019649-0.0011491i,-0.0014768+0.00070143i,-0.0010291+0.0011558i,-0.00038365+0.00065024i,-0.0010621-0.00025365i,-0.0020685-0.00051516i,-0.0021006-0.00051951i,-0.0010831-0.00016771i,-0.00012176+0.00084543i,0.00018037+0.0010446i,0.00081487+0.00042599i,0.00046706-0.00016592i,-0.00043013-0.00033899i,-0.0009285-0.00036911i,-0.00079863-0.00021992i,-0.00058591+0.00026104i,-0.00027637+0.00015408i,-0.00025453-0.00054249i,-0.00050923-0.00043048i,-0.00084866+0.00014287i,-0.00036676+0.00039688i
-0.0022666-0.00083736i,-0.0028358-0.0014469i,-0.0019109+0.00047604i,-0.00029265+0.0016798i,0.0017546+0.0017023i,0.0014421+0.0003969i,-0.00011208-0.00056605i,-0.00066129+0.00033423i,-0.00021191+0.00078263i,0.00026803+0.00057801i,0.00010235+0.00067165i,-0.00042015+0.00057427i,-0.00044599+0.00052764i,-4.3852e-05-0.00019172i,3.5952e-05-0.00068992i,-0.00013569-0.00027243i,-0.0003181+3.3106e-06i,-0.00074533-0.00048515i,-0.00048679-0.00099704i,-0.00019829-0.00074387i,-0.00031011-0.00021039i,3.2942e-06-0.00014598i,-6.5734e-05-0.0001997i
-0.00094139+0.0013598i,-0.0012058+0.0018836i,-0.001757+0.0014835i,-0.0020361+0.0013101i,-0.00024189+0.0016979i,0.0019503+0.001328i,0.0010416-5.0204e-05i,-0.00087742-0.0004326i,-0.001353-0.00034032i,-0.001027-0.00065533i,-0.0010142-0.00021541i,-0.00065012+0.00039319i,0.00016246+0.00021972i,0.00020464-0.00049884i,-0.0001964-0.00058978i,-0.00066508+8.1904e-05i,-0.0011797+0.00036201i,-0.0016907+0.00063539i,-0.0014714+0.00069779i,-0.00044618+0.0006595i,-0.00011284+0.00039022i,-0.00028241+0.00027296i,0.0002177+0.0002546i
-0.0018927-0.00027087i,-0.0020569-0.00086146i,-0.0018937-0.00066128i,-0.0021279+0.00053894i,-0.00119+0.00012023i,-1.7791e-05-0.00076321i,-0.00012639-0.0010911i,-0.00052427-0.00022144i,-0.00051697-6.7822e-05i,-0.0009729-0.00077059i,-0.0016344-0.00086406i,-0.0008886-0.00061303i,2.3482e-05-0.00032806i,-0.00060373-0.00019503i,-0.0012168-0.00021675i,-0.00044443-0.00013088i,0.00014096-0.00013474i,7.6909e-05+0.00049857i,0.00026199+0.00076381i,-9.8541e-05+0.00019222i,-0.00077332-0.00020476i,-0.0010651-0.00031221i,-0.00091455-0.00061204i
0.0022539+0.0018571i,0.0023387+0.00061103i,0.0021312-0.000683i,0.0010798-0.00066576i,0.00058752-0.00019151i,0.00062902-0.0002408i,0.0001556-0.001233i,-0.00018985-0.0018294i,0.00020284-0.0010695i,0.00018551-0.00051316i,-0.00042724-0.00065451i,-0.00078432-3.0716e-05i,-0.0009589+0.00066019i,-0.00066381+0.00066019i,-0.00057309+0.00026041i,-9.1233e-05-0.0003334i,0.00028915-0.00037477i,-6.7351e-05-0.00042458i,-5.8793e-05-7.3683e-05i,0.00037046+0.0003147i,7.5637e-05+0.00065459i,-0.00059279+0.00095332i,-0.00068437+0.00066351i
-0.0006602+4.5205e-05i,-0.0012175+0.00082561i,-0.0016955+0.0010573i,-0.0010929+0.0021156i,0.00017175+0.0022358i,0.00088742+0.0008729i,-0.00016281-0.00018497i,-0.0008178-0.00026766i,-0.00066472+0.00071173i,-0.0006704+0.00068189i,-0.00069373-0.00036684i,-0.00025277-0.00037627i,0.00016631-2.3494e-05i,-0.00046666-0.00051032i,-0.00079868-0.00070092i,-0.00054222-0.00044657i,-0.0004116-0.00049268i,-0.00033328-0.00060116i,2.2738e-05-0.00038403i,0.00052856-6.9804e-05i,0.00038242-0.00028549i,-0.00012436+2.5709e-05i,5.8573e-05+0.00020362i
-1.6806e-07-0.0013766i,0.00039067-0.001149i,-0.00093759-0.0010218i,-0.0014841-9.4673e-05i,-0.00084312+0.0016088i,-4.1234e-05+0.001032i,-0.00035576-0.00064978i,-0.00040976-0.00059129i,-0.0001966+1.2242e-05i,-0.00099665-0.00039074i,-0.0015153-0.00037995i,-0.000511+0.00029098i,0.00027881+0.00041215i,-0.00015021+0.00022997i,-0.00090719+0.00014662i,-0.00077095+9.9358e-06i,-0.0003444-0.00072733i,-0.00011206-0.00078441i,3.9203e-05-0.00028177i,-0.00032518-0.00033538i,-0.00034674-0.00025207i,-0.00074073+0.00018577i,-0.0010493-0.00013523i
-5.6123e-05+0.00021746i,-0.0013005-0.00047973i,-0.0016159-0.0005952i,-0.0003666+0.0017498i,0.00042778+0.0030667i,0.00031603+0.0012168i,-0.00017923-0.00098503i,-0.0014096-0.0016301i,-0.00095189-0.0012579i,0.00031978+0.00017629i,0.00019271+0.00087049i,-0.0001957+0.00092906i,0.00011357+0.00056477i,-0.00015862+1.2435e-05i,-0.00036209-0.00017747i,-0.00023261+0.00015921i,-0.00035943-8.6386e-05i,-0.00013117-0.0011035i,0.0002014-0.00073673i,0.00017515-0.00026545i,0.00014691-0.00055646i,-0.00033596-0.00047778i,-0.00043758-0.00061705i
-0.00090203+0.0015833i,-0.00017655+0.0014737i,-0.0008415+0.0022974i,-0.00084523+0.002663i,0.00023182+0.0024125i,0.001007+0.00089723i,0.00053248-0.00047553i,-0.00048515-4.863e-05i,-0.00065606+0.00053827i,-0.00025015+0.00029161i,-0.00012039-6.2406e-05i,8.7002e-05+0.00011104i,0.00018919+1.9209e-05i,0.00016149-0.0004892i,-0.0001474-0.00048386i,-0.00044024-0.00056601i,0.00011834-5.2302e-05i,0.00052469+0.00069386i,0.00071909+0.0002434i,0.00043492-0.00017222i,-0.00064599-2.2421e-06i,-0.0005095-1.8631e-05i,-0.00071097-0.00036802i
-0.0037849-0.002664i,-0.0044083-0.0019723i,-0.0036315-0.00059727i,-0.0020828+0.0014036i,0.00044878+0.0034478i,0.0014401+0.0028764i,0.00044887+0.001628i,-0.00058356+0.0010645i,-0.00089502+0.00050932i,-0.00050484+4.0773e-05i,-0.00059637-0.00044909i,0.00012153+4.8918e-05i,0.00076242+0.00033041i,-0.00011284+1.0992e-05i,-0.00064915+0.00013966i,-0.0010724-0.00017831i,-0.0011428-0.00084938i,-0.0005763-0.00062257i,-0.00010996+0.00045346i,-0.00035209+0.0012507i,-0.00052696+0.00089204i,0.00030323+0.0006689i,0.0006365+0.0007774i
0.0020417-0.0019556i,0.0016679-0.0016977i,-0.00024703-0.0016775i,-0.0019368-0.00069693i,-0.0015554+0.0004024i,-0.00074151-0.00057085i,-0.00068758-0.0013621i,-0.0010908-0.00012518i,-0.00073275+0.00083108i,0.00042396+0.00054652i,0.00042851+0.0005186i,-0.0001541+0.00064135i,0.00027381+0.00018976i,0.00052425+0.00026312i,2.5071e-05+0.00022961i,-0.00016348+1.8068e-05i,-0.00053404+0.00014964i,-0.00094809+0.00063223i,-0.00099867+0.00065231i,-0.00064601-6.7438e-05i,-0.00017338-0.00028279i,-6.427e-05-0.00026004i,-0.00011859+0.00024841i
-0.0028367+0.00024657i,-0.0030369-3.4346e-05i,-0.0032417+0.00059147i,-0.0031527+0.0032325i,-0.0016982+0.0048233i,-7.7691e-05+0.002687i,5.3396e-05-0.00026846i,-0.0005956-0.00070064i,-0.00045477-0.00035658i,-0.00014319+0.0004866i,0.00010745+0.0012506i,0.00038349+0.0010467i,0.00041934+0.00087257i,6.3657e-05+0.00039416i,4.2773e-05-7.2653e-05i,0.00058456+0.00027363i,0.00065783+0.00040331i,0.0011795-1.7777e-05i,0.00089876+0.00049344i,-7.2553e-06+0.00119i,-0.00024894+0.00060516i,-0.00041936+0.00074406i,-0.00050018+0.0010197i
0.00061324-0.0011298i,0.00042608-0.00058671i,-0.00038244-0.00014508i,-0.00051798+0.00017789i,0.00019925+0.00076567i,0.0001407+0.00014159i,-0.00070588-0.00082171i,-0.0008293-6.2941e-05i,-0.00077115+0.00058768i,-0.00082766+4.6527e-05i,-0.0010211-6.4834e-05i,-0.00083929+0.00057564i,-0.00011403+0.0014793i,-0.00024633+0.0016056i,-0.0005696+0.001123i,4.2023e-05+0.00069383i,0.00086337+0.00028564i,0.00078859-9.9626e-05i,8.2147e-06-0.00027588i,-0.00057183-0.00032465i,-2.4473e-05-0.00038477i,0.00058838+0.00028703i,0.00044112+2.2304e-05i
-0.001343+0.0011464i,-0.0015368+0.0010023i,-0.0018672+0.00087927i,-0.0011201+0.0013809i,0.0010798+0.0020327i,0.0013604+0.00079858i,-0.00016706-0.00042982i,-0.00074567+0.00036361i,-0.0012477+0.00088092i,-0.0016077+0.00057144i,-0.0012584+0.00017969i,-0.00091015+3.4463e-05i,-0.0007272+0.00020352i,-0.00031809-0.00030069i,3.9665e-05-0.00065814i,0.00027909-0.000424i,0.00047145-8.9575e-05i,0.00011542+9.8385e-05i,-0.00027038-0.00021931i,-0.00024057-0.00051015i,0.00014665-0.00041712i,0.00093601+0.00013709i,0.00085779+0.00069773i
-0.001676-0.0039233i,-0.0026361-0.0038042i,-0.0030491-0.0028098i,-0.0023621-0.00069531i,-0.0014391+0.00081332i,8.4295e-05+0.0001381i,0.00077142-0.0010126i,0.00031193-0.00084026i,-1.2445e-05-0.00076086i,-0.00044468-0.00057531i,-0.00065412+0.00020811i,-0.0001219+0.00087507i,0.00080792+0.0009063i,0.00087248+0.00025104i,0.00038469+0.00013345i,-0.00033394+8.4932e-05i,-0.00050272+4.8805e-05i,-0.00022269+0.00052309i,0.00025463+0.00075167i,6.1957e-06+0.00050552i,-0.00041353-0.00038964i,-0.00038312-0.00034453i,-0.00035055-0.00016393i
-0.001786-0.00083048i,-0.0025841-0.00061792i,-0.0042883+0.0013282i,-0.0036219+0.0025608i,-0.0019436+0.0030824i,-0.0010152+0.0021227i,-0.0010361+0.00013122i,-0.00096383-0.0010373i,-0.00058136-0.00057308i,-0.00052077+0.0003382i,-0.00070868+0.00055815i,-0.00039063+0.00068247i,0.00024387+0.0010007i,0.00076657+0.00032089i,0.00057754-7.6829e-05i,-0.0002003+0.0004038i,0.0001126+0.0010696i,-0.0001671+0.00058873i,-0.00058936-0.00037276i,0.00040013-0.00039269i,0.0011284-0.00063388i,0.00092877-0.0010701i,0.00049784-0.00069282i
-0.001787-0.00087006i,-0.0021957+0.00012085i,-0.0030833+0.00075166i,-0.0032018+0.0021421i,-0.0014799+0.0033561i,0.00042146+0.0017449i,0.00052216-0.00079877i,8.7531e-05-0.0011737i,-0.00056941-0.00028241i,-0.0015015+0.00018664i,-0.0017505+0.00068103i,-0.00019179+0.00041703i,0.00077088-7.2066e-05i,0.00074257-0.00049948i,0.00091085-0.00066117i,0.00027256-0.00081668i,-0.00044252-0.00087157i,-0.00020646-0.001017i,0.00043108-0.0012363i,0.00072335-0.0011745i,1.5393e-05-0.00054229i,-0.00032708-0.00012124i,0.0004094-0.00028456i
-0.0012196-0.0020545i,-0.00085-0.0027134i,-0.0013266-0.0021149i,-0.0014867+7.4357e-06i,-0.00027125+0.0014737i,0.00032721+0.0006573i,-5.4091e-05-2.6327e-05i,-0.00028159+0.00059646i,-0.00040977+0.00071782i,-0.00063157+1.2838e-05i,-0.00067327-0.00046125i,-0.0002828-0.00033685i,-0.00018559+0.00015359i,-0.00026446-0.00028655i,-0.00037585-0.00012846i,6.7072e-05+0.00033508i,0.0011775+0.00081797i,0.0010308+0.00066812i,0.00052668-0.00014977i,0.00048358-0.0001143i,0.00018028+0.00023686i,-2.3431e-05+0.00016982i,0.00015387-0.00010885i
0.0010505+0.00080449i,0.00090328+0.00091228i,0.00087617+0.00064536i,0.00061956+0.00079781i,0.00036161+0.000434i,0.00059613-3.32e-05i,-4.2707e-06+0.00024524i,-0.0009119+7.64e-05i,-0.00050795-0.00076307i,0.00024043-0.0009043i,0.00035204-0.00039146i,-0.00013507+0.00073093i,-0.0009274+0.00065623i,-0.0011365+0.00017555i,-0.0013788+0.00063325i,-0.00072398+0.00022504i,3.0981e-06-4.9022e-06i,0.00011703+4.6222e-05i,0.00031409-0.00026352i,0.00012401-0.0004904i,-0.00047418-0.00090146i,-0.00052088-0.00048943i,-0.00084291-0.00018177i
0.00046328-0.0013579i,-0.00015453-0.0028891i,-0.002036-0.0032767i,-0.0027701-0.0011318i,-0.0020374+8.7344e-06i,-0.00095031-0.00032681i,-1.3985e-05-0.00082382i,-0.00023938-0.00053087i,-0.00099235-2.7041e-05i,-0.00096147+4.0158e-05i,-0.00036245+0.00036012i,0.00022638+0.00038256i,-0.00033953-0.0005681i,-0.00036203-0.00040757i,-0.0005349+0.00065483i,-0.0013999+0.00015304i,-0.0011827-7.0078e-05i,3.3248e-05+0.00044913i,0.0005186+0.00057835i,0.00024207-1.8413e-07i,9.7848e-05-3.7834e-05i,-0.00032576+0.00034325i,-0.0010999+0.00059915i
0.00067629-5.2563e-05i,-0.00076284-0.00047271i,-0.001864-0.00071793i,-0.0014899+0.0011356i,-0.00089933+0.0031769i,-0.0013751+0.0017475i,-0.0013858-0.00058891i,-0.00061249-0.00064037i,-0.00049904-0.00010704i,-0.0012122-0.00018277i,-0.00069638-0.0006418i,0.00041893-0.00062259i,0.00046112+0.00015866i,0.00011918+0.00034638i,0.00047729-0.00050338i,0.00067281-0.00049141i,-0.00053345+1.4286e-05i,-0.001384-8.3496e-05i,-0.00057185-2.9476e-05i,-0.00018938-0.00016312i,-0.00062403-0.00023398i,-0.00048593+0.00040985i,-0.00054184+0.00028877i
0.002438-0.001287i,0.002179-0.0015685i,0.0014261-0.0019946i,0.00053591-0.0011681i,0.00061903-5.3256e-06i,0.00093413-0.00029359i,0.00076118-0.0012429i,0.00016041-0.00094448i,-0.00050549-0.00076226i,0.00013484-0.0011588i,0.00052335-0.001013i,0.00022026-6.4557e-05i,-6.6575e-05+0.00043789i,-0.00052114+0.00023646i,-0.0010364+0.0002613i,-0.00069714+0.00031301i,-0.00032722+0.00013925i,-0.00082226-0.00056093i,-0.0011559-0.0014429i,-0.00056101-0.0016007i,-5.4948e-05-0.0007786i,-0.00035319+0.00015719i,-0.00036347+2.6021e-05i
0.00065772+0.00038744i,3.3484e-05+0.00013856i,0.00052311-0.00038174i,0.00081533+0.00041066i,0.00024236+7.5162e-05i,0.00035736-8.9544e-05i,0.00020558-0.00049029i,-2.8682e-05-0.00093364i,-0.00012471-0.00060469i,0.00054167-0.00068936i,0.00098117-0.00043852i,0.00038393+0.00046828i,-0.00058211+0.001156i,-0.0016875+0.00063633i,-0.0016868-4.7516e-05i,-0.00046654-0.00053289i,0.00048236-0.00096259i,0.00032997-0.00086254i,0.00013482-0.00029063i,0.00020854+0.00013469i,4.2618e-05+0.0004337i,-0.00018104+0.00060885i,0.00044211+0.00064168i
0.00085307-0.0011553i,0.0013013-0.001327i,0.00084105-0.0016167i,-0.00036191-0.0006161i,-6.0855e-05+5.3276e-05i,0.0002807-0.00053797i,-0.00016495-0.00031978i,2.0163e-05-6.6996e-05i,0.0003217-0.00019186i,0.00039001-0.00075344i,-0.00060675-0.00073937i,-0.00099914+9.6233e-05i,-0.00023025+0.00050988i,-0.00025815-0.00030631i,-0.00051151-0.0011419i,-0.0007343-0.0010089i,-0.00037676-0.00086402i,0.00018442-0.00055635i,-0.00033372-8.6052e-05i,0.00025115-0.0001009i,0.00092644+2.0657e-05i,0.0010479+0.00040351i,0.00088564+0.00018496i
-0.0001259+0.00046071i,-9.2155e-05+0.0003595i,-0.00028092+0.00070609i,-0.0013261+0.0017458i,-0.0011947+0.0020837i,-5.9017e-05+0.00091246i,0.00027495-0.00099047i,-0.00071508-0.00050645i,-0.0012201+0.00040776i,-0.00081824-0.00027748i,-0.00090456-0.00037578i,-0.00082219+0.0009751i,-0.00046361+0.0011878i,-0.0004671+0.00010461i,-0.00067949-0.00037992i,-0.00067483-0.00038201i,0.00012334-0.0004057i,0.00061865+0.00012435i,0.00045384+0.00055094i,0.00069755+0.00039569i,0.00054085-0.00014441i,-0.00017542-0.00099022i,-0.0005548-0.0013231i
-7.4211e-05-0.0012899i,-0.00020175-0.0012381i,-0.00093072-0.0008211i,-0.00046236+1.2976e-05i,0.00015431+0.0011476i,-0.00043724+0.00079824i,-0.0013021-0.00035489i,-0.001284-0.00060343i,-0.00085815+0.00045605i,-0.0011649+4.5804e-05i,-0.0012891-0.00068805i,-0.00046069+0.00012168i,-0.00018405+0.00020745i,-0.00045355+0.00069565i,-0.00034228+0.00076002i,-0.00048163+0.00071967i,-0.00089782+4.2566e-05i,-0.00078676-0.00030749i,-0.00047991+0.00063328i,-0.0006807+5.9638e-05i,-0.00071207-0.00068202i,-0.00043965-1.9548e-05i,-0.00020064-1.4503e-05i
0.00032976+0.00022035i,0.00027935-0.00061568i,0.00019919-0.00043441i,-0.0011077+0.00047054i,-0.0006133+0.0011159i,0.0010134+0.0010837i,0.00010422-5.7268e-05i,-0.00072774-0.00027317i,-0.00023135+0.00055459i,-0.00067487-0.00033554i,-0.0013588-0.0011696i,-0.00099159+0.00011312i,-0.0002461+0.0010164i,-0.000345+0.00068234i,-0.0010869+8.4069e-05i,-0.0010419+0.00014238i,-0.00032006+0.00023327i,-5.9583e-05-0.00043958i,-0.00023403-0.00073725i,-0.00041708-0.0001191i,0.0002488-3.3896e-05i,0.00042849-0.00026762i,0.0001875+0.00035051i
0.0011367-8.6824e-05i,0.00084801-0.0017316i,0.00018381-0.0022749i,-0.00010163-0.0013751i,0.0010563+0.00014984i,0.00084251+0.00065098i,-7.8349e-05-0.00042125i,-0.00055679-0.00074345i,-0.00088379-0.00018679i,-0.00080972-0.00040961i,-0.00053807-0.00026044i,-0.00025359+0.00048951i,-0.0002607-8.8617e-05i,-5.6344e-05-5.6595e-06i,0.00041448+0.00094123i,0.00018342+0.00016753i,-0.00014901-0.00057952i,-0.00010163-0.00046711i,0.0008496-0.00024568i,0.00084338-4.1407e-06i,5.6389e-05-0.00026022i,5.6784e-05-0.00041784i,9.7075e-05-0.0003585i
-6.405e-05+0.00010403i,3.4297e-05-0.00011009i,-0.0014501+0.00052537i,-0.0022592+0.00089356i,-0.00081192+0.00096293i,0.00015802+0.0013675i,-0.00030207+0.00010226i,-0.0010211-0.00083132i,-0.00061426-0.00053909i,6.6539e-05-0.00037678i,-0.00011693+7.0977e-05i,-0.00031107+0.00037831i,-0.00012568+0.00015425i,-0.00023638-0.00035832i,0.0002733-0.00052238i,0.0012303-0.000922i,0.0011141-0.00056165i,-0.00021419-0.00018288i,-0.00059244+0.0001653i,-4.0553e-05+0.00033736i,0.00067329-7.073e-05i,0.00035883+2.6808e-05i,-0.00039782+0.00038391i
-0.0025618-0.0002049i,-0.00082954+0.00065662i,0.00035089+0.0018544i,6.4322e-06+0.002297i,0.00063145+0.0014567i,0.0010215-0.00013833i,-6.7934e-05-0.00082459i,-0.00075564+0.00034127i,-0.00019241+0.00069713i,0.00020127-0.00042468i,0.00023455-0.00055194i,4.8336e-05-0.00011815i,0.00032081-3.3331e-05i,0.0002191-8.5187e-05i,-0.00034036+8.8188e-05i,-0.00071362-0.0002873i,-0.00051858-0.00035316i,-0.00057824+0.00047479i,-0.00016498+0.00040798i,0.0005619+0.00024463i,9.2154e-06-0.00026446i,-0.00030138-9.0908e-06i,-0.00026214+5.623e-05i
-0.0014119-0.00015112i,-0.00081217-0.0011302i,-0.0013633-0.0022546i,-0.0013895-0.0012016i,-0.00014691+0.00094076i,0.00039984+0.0010281i,1.388e-05-0.00033276i,-0.00039533-0.00062916i,-0.00029813+0.00023668i,-0.00069447+0.00011908i,-0.00072993-0.00042613i,7.1424e-05-0.00028493i,0.00033076+2.2913e-05i,0.00024798+0.00013544i,0.00065059+5.3186e-05i,0.00059323+0.00025641i,0.00023793-7.2203e-05i,0.0007625-6.1982e-05i,0.0011446+0.00079581i,0.001218+0.00139i,0.00047837+0.00083579i,-0.00017065+0.00011709i,-0.00032511+0.00039027i
0.00030491+0.00098529i,-9.0903e-05+0.00043074i,-0.00052117+0.00055028i,-0.0011737+0.0020397i,-0.00036605+0.0022211i,0.00048275+0.00081274i,3.6356e-05-0.00078266i,-0.00088327-0.0012104i,-0.00071032+0.00031645i,0.00025812+0.0014462i,0.00015951+0.00038149i,-6.8072e-05-0.00037942i,0.00015147-0.00012895i,-0.00032686+0.00040672i,-0.00065944+0.00070736i,-0.0010427+0.00059838i,-0.0009239+0.00026242i,0.00020478+0.00044519i,0.00051179+0.00022065i,0.00011746+0.00022881i,0.00025347+0.00017549i,-7.2362e-05+0.00022887i,-8.1755e-05+4.6914e-05i
0.00054248-0.00066701i,0.0015089+0.00098494i,0.0014482+0.0012887i,0.001272+0.0018877i,0.00086674+0.0016803i,0.00036094-0.00038908i,-7.2434e-05-0.0016611i,-0.00060629-0.0010022i,-0.00034938-0.00026853i,-0.00032267-0.00063601i,-0.00098453-0.00010848i,-0.00071801+0.00096578i,-0.00057265+0.00084907i,-0.00016027+0.00010647i,-0.00071089-0.00018158i,-0.001448-0.00038725i,-0.00072061-0.00039185i,-1.0106e-05-0.00076948i,0.00056084-0.00068437i,0.00049697-0.00015718i,0.00034559-0.00047777i,0.00040128-0.00027115i,0.0001707+0.00069264i
0.0035453+0.00025279i,0.0035941-0.0024568i,0.0025122-0.0046247i,0.0007908-0.0039899i,-0.00068041-0.0023365i,-0.00071211-0.00033563i,-0.0010278+0.00011014i,-0.0014865-3.443e-05i,-0.0012531+4.5381e-05i,-0.0013022-0.00028496i,-0.0012756-2.8061e-05i,-0.0010858+0.00090361i,-0.00077123+0.00083478i,-0.00050778+0.00028971i,-0.00015025+0.00028172i,3.57e-05+0.00021708i,-6.5414e-06-0.0005355i,-7.5313e-05-0.00040682i,0.00039238-0.00019128i,0.00058032-0.00053139i,0.00017889-0.00021926i,0.00055967+0.00010322i,0.00059894+7.544e-05i
0.0018693-0.0017774i,0.0014054-0.0022839i,-0.00047186-0.0046254i,-0.0028884-0.0031215i,-0.0036298+0.00037656i,-0.0025539+0.0013411i,-0.00092667+0.00033075i,7.3865e-05+0.00023435i,0.00067658-4.9684e-05i,0.00069709-0.00041264i,-0.00045227+0.00035354i,-0.0010271+0.00073872i,-0.00043626+0.00082084i,9.567e-06+0.0011495i,-0.00014786+0.00077961i,9.6919e-05-9.3596e-05i,2.3059e-05-0.0010511i,-0.00029604-0.00094556i,-0.0004084+8.9576e-06i,-0.00057667+0.00077641i,-0.00038874+0.00075387i,0.00019062+0.00015048i,0.00090289+4.7078e-05i
0.010094+0.00067794i,0.011924-4.7005e-05i,0.0099341-0.0066197i,0.0029941-0.007511i,-0.0027589-0.0045876i,-0.0041655-0.0006984i,-0.0018513+0.00046307i,-0.00046177-0.00083522i,0.00026496-0.0013612i,-0.0010618-0.0021064i,-0.0029514-0.0015407i,-0.0030087+0.00013528i,-0.0023473+0.0018394i,-0.0016075+0.0021155i,-0.00089752+0.0011272i,-4.0438e-05+0.00027584i,0.00053912-0.00060934i,0.0003794-0.0012209i,-9.3413e-05-0.00091745i,0.00012627-0.00037079i,0.00023888+6.0817e-05i,-0.00013897+0.00070465i,-0.00038855+0.00059384i
-0.0056717+0.00014369i,-0.0068336+0.00083197i,-0.005223+0.004156i,-0.00070406+0.0048906i,0.0021899+0.0035548i,0.0021933+0.0012719i,4.5106e-05+0.00067529i,-0.00064392+0.00092217i,-7.849e-05+0.000217i,0.00070572-0.00012231i,0.0012068+0.00028461i,0.00098757-0.00014814i,0.0010481-0.0012079i,0.00088368-0.0016715i,0.00016008-0.0010569i,-0.00030891+0.00012065i,-0.00040342+0.0011279i,-0.00010355+0.0013808i,4.3996e-05+0.00092141i,0.00036712+0.00052446i,0.00065483+0.0002312i,8.4945e-05-0.00026631i,-0.00029313-0.00059384i
-0.0011818+0.00055267i,-0.00025104+0.00014527i,0.00013487+0.001226i,0.00058797+0.0017754i,0.0010361+0.0016029i,0.00096951+0.00046787i,0.00011317+0.00056291i,0.00019531+0.001325i,0.00032376+0.00077237i,-0.00021226-5.221e-05i,-0.00033852-2.2259e-05i,-1.6985e-05-0.00020079i,-0.00028896-0.00072808i,-0.001224-0.0010294i,-0.0010585-0.0011633i,-0.00079614-0.0010029i,-0.00055198-0.00084001i,0.00038235-0.00051519i,0.00096072+0.00042871i,0.00026302+0.00066677i,2.1819e-05+0.00031284i,0.00022783-0.00036i,-0.00041854-0.0010621i
0.00077795+0.0011112i,-0.00045346+0.0018245i,-0.00099134+0.0016699i,0.00071722+0.0010148i,0.0030385+0.00059102i,0.0020769-0.00094857i,-0.00019973-0.0019986i,-0.00077169-0.0015256i,0.00011294-0.0014507i,0.0005938-0.0014053i,-2.4661e-05-0.00086025i,-0.00073114+3.6649e-05i,-0.00031437+1.2641e-06i,-1.7537e-05-0.00062641i,-0.00048565-0.00029632i,-0.00019417+0.00046347i,1.9549e-05+0.00081154i,-0.00012491+0.0008085i,-5.6295e-05+0.00037849i,1.8151e-05+9.3847e-05i,-4.8415e-06+0.00035632i,6.8927e-05+0.00023642i,-0.00018425+0.0001763i
-0.0015111+0.00032153i,-0.0023429-9.2015e-05i,-0.0026721+0.0010987i,-0.0010375+0.0016085i,2.7844e-05+0.0013956i,0.00030824+0.0003949i,-0.00016158-3.0983e-05i,-0.00057318+4.8906e-05i,-0.00018912-0.00015046i,5.9219e-05+0.00017199i,0.00010763+0.00032019i,-2.2539e-05-0.00039847i,-0.0005598-0.0013255i,-0.00096299-0.00054305i,-0.00094175+0.00029538i,-0.0011694+0.00088287i,-0.00070783+0.00066014i,0.0004517-0.0004105i,0.00057048-0.00013668i,0.00038809+0.00052862i,0.00036713+0.00064289i,3.8823e-05+0.00052991i,-0.0006079+0.00014257i
-0.0012563-0.0022841i,-0.0026771-0.0012864i,-0.0030261+0.00043672i,-0.0027374+0.0021983i,-0.0012176+0.0025085i,4.6746e-05+0.0011262i,-7.2002e-05+4.896e-05i,-6.5446e-05-4.002e-05i,0.00044847+6.4719e-06i,0.00024024-4.814e-05i,3.229e-05-3.6472e-05i,1.6875e-05+0.00094141i,-0.00021781+0.0012525i,3.8441e-05+0.00018566i,8.1683e-05-0.00048242i,-0.0002497-0.00080209i,-6.187e-05-0.0003111i,-6.1969e-05+0.00025396i,-0.00035377+0.00026503i,-0.00018118+0.0001514i,0.0002649-0.00016541i,0.0011076-0.00016511i,0.0015+0.00030961i
