-0.0012864-0.0011237i,0.00068603-0.001259i,0.00052245-4.2621e-05i,-0.00033569+0.00036979i,-0.00079454+0.00086417i,-0.0003166+0.00082731i,0.00041564+3.0996e-05i,7.4413e-05+0.0005192i,0.00054198+0.0012166i,0.0010509+0.0010084i,0.00022177+0.00038354i,-0.00065615-0.00020937i,-0.00066915-0.00081112i,-0.00045728-0.00052049i,0.00033251-0.00021887i,0.00045445-0.00094727i,0.00059683-0.00026046i,0.00066877+0.00049066i,0.00018118-8.3561e-05i,-0.0004788-0.00074056i,-0.00074993-0.00060729i,-0.00012141-0.000666i,0.00038528-0.0010129i
-0.013747+0.21993i,0.017989+0.13902i,0.0091905-0.025156i,-0.044026-0.089558i,-0.051415-0.052807i,-0.012733-0.031997i,-0.0040017-0.032766i,-0.010496-0.021639i,-0.0082545-0.014396i,-0.0032806-0.011678i,0.004654-0.0098987i,0.010903-0.010821i,0.014068-0.008374i,0.017693-0.0046229i,0.016227-0.00082392i,0.0077087+0.0037232i,-0.0010353+0.0026546i,-0.0061489-0.0042549i,-0.010463-0.0063569i,-0.018216+0.0051753i,-0.025822+0.019648i,-0.026145+0.021412i,-0.020705+0.012168i
-0.17646-0.14485i,-0.12836-0.065073i,0.023333+0.028091i,0.1127+0.025606i,0.082088-0.006215i,0.033078+0.0032953i,0.01847+0.0087538i,0.0056311-0.0031478i,-0.0084975-0.0034955i,-0.013342+0.0052931i,-0.0086422+0.013225i,-0.0022637+0.01579i,-0.0058156+0.016531i,-0.012083+0.022491i,-0.010313+0.027561i,-0.004387+0.026538i,-0.0027562+0.021634i,-0.00408+0.01343i,0.002112+0.0022113i,0.014903-0.0072672i,0.023716-0.0065166i,0.024095+0.003489i,0.020757+0.01063i
0.23477-0.032303i,0.14409-0.039861i,-0.014839+0.016979i,-0.059445+0.082886i,-0.025701+0.074061i,-0.021259+0.026772i,-0.026401+0.013225i,-0.014866+0.017734i,-0.0083683+0.014561i,-0.0077603+0.0095562i,-0.0063978+0.0061327i,-0.0049688+0.0047791i,-0.0012207-0.0017273i,2.6461e-05-0.014669i,-0.00091052-0.024691i,0.00026661-0.030266i,0.0017025-0.030846i,-5.0648e-05-0.021279i,-0.0068598-0.010485i,-0.013483-0.013484i,-0.012225-0.027032i,-0.0046273-0.033497i,0.0024437-0.029183i
-0.11414+0.21642i,-0.047062+0.15305i,0.0049258-0.028684i,-0.017796-0.13011i,-0.025997-0.096272i,0.0018578-0.04357i,0.012461-0.023017i,0.0090675-0.01249i,0.0087699-0.0079767i,0.008547-0.0078703i,0.0073942-0.0099541i,0.0061578-0.013432i,0.0064748-0.012293i,0.009798-0.0081967i,0.0068086-0.0055161i,-0.0053727+2.8358e-05i,-0.016651+0.0084011i,-0.019444+0.013275i,-0.019704+0.01852i,-0.023467+0.031612i,-0.026604+0.041476i,-0.025526+0.03381i,-0.022161+0.016597i
-0.10388-0.2412i,-0.098407-0.15497i,0.0046823-0.0016127i,0.09286+0.03268i,0.074266-0.0038022i,0.029108+0.0030814i,0.022422+0.016968i,0.023086+0.0053074i,0.014156-0.0051876i,0.0055548-0.0053792i,0.00028875-0.0014472i,-0.0047497+0.0038068i,-0.012362+0.0099844i,-0.017085+0.017282i,-0.011769+0.020114i,-0.0011621+0.017659i,0.0060936+0.01577i,0.011321+0.014441i,0.022642+0.010397i,0.038716+0.0025979i,0.045312-0.0022925i,0.03802-0.00018535i,0.025151+0.0041318i
0.23689+0.070229i,0.17144+0.028211i,-0.010383+0.024104i,-0.10932+0.071267i,-0.08025+0.062434i,-0.042911+0.0089219i,-0.031779-0.010782i,-0.025611-0.0090114i,-0.023205-0.0046787i,-0.016921+0.0028237i,-0.0060706+0.0088573i,0.0025495+0.011054i,0.0071913+0.0036702i,0.0063097-0.0083879i,0.0013113-0.014569i,-0.0014436-0.016537i,0.0016207-0.017474i,0.0066191-0.017181i,0.0050544-0.01988i,-0.0040631-0.029848i,-0.01205-0.03782i,-0.013705-0.033999i,-0.012172-0.024062i
-0.22406+0.17055i,-0.14723+0.15759i,-0.013967+0.022444i,0.022466-0.07818i,0.00032323-0.053385i,0.011709-0.016164i,0.018639-0.024643i,0.0013909-0.030549i,-0.012446-0.01927i,-0.016134-0.0066677i,-0.012962-0.0023222i,-0.0065916-0.0054347i,-0.0016891-0.0066593i,-0.0027649-0.0031826i,-0.011437+0.0058711i,-0.020844+0.016893i,-0.023378+0.02017i,-0.021764+0.015234i,-0.022282+0.013679i,-0.026169+0.026796i,-0.027558+0.042452i,-0.022773+0.04243i,-0.014446+0.031216i
0.01863-0.26123i,-0.0044951-0.19361i,0.037809-0.028438i,0.11186+0.051985i,0.10013+0.037356i,0.0318+0.03233i,0.0053193+0.03888i,0.0090259+0.031417i,0.013253+0.017843i,0.012444+0.0047532i,0.0059283-0.0013003i,-0.0028012+0.0007767i,-0.010264+0.0091777i,-0.0067093+0.015786i,0.0095755+0.0095972i,0.024789-0.0059973i,0.027013-0.015303i,0.020552-0.010305i,0.022782-0.0028135i,0.036322-0.0062272i,0.042581-0.014929i,0.03762-0.015304i,0.03136-0.0064532i
0.21804+0.17101i,0.18722+0.096354i,0.018854+0.0076048i,-0.093063-0.010877i,-0.059658-0.011511i,-0.018274-0.029318i,-0.027385-0.020516i,-0.028352+0.0020148i,-0.014414+0.011004i,0.0017437+0.012921i,0.015524+0.01284i,0.021534+0.0086122i,0.020998-0.0011419i,0.016677-0.010342i,0.010036-0.012931i,0.00061142-0.011689i,-0.0045136-0.0094353i,-0.0028195-0.011301i,-0.0075453-0.020024i,-0.019751-0.03008i,-0.024742-0.033523i,-0.018657-0.030015i,-0.012428-0.028979i
-0.28525+0.037955i,-0.21957+0.065836i,-0.066325-0.0013629i,-0.0061549-0.093202i,-0.018678-0.095163i,0.00033717-0.040347i,0.025549-0.018693i,0.018915-0.020431i,-0.00039086-0.018614i,-0.016998-0.012594i,-0.022373-0.0074184i,-0.018293-0.0076544i,-0.01501-0.0057438i,-0.018207+0.0029185i,-0.028175+0.015749i,-0.035897+0.027974i,-0.034778+0.029863i,-0.028225+0.025333i,-0.023708+0.027784i,-0.022585+0.044966i,-0.016925+0.058658i,-0.0090362+0.050761i,-0.0061385+0.032058i
0.11199-0.23516i,0.031267-0.19461i,0.00040398-0.0069421i,0.03562+0.12109i,0.028086+0.095361i,-0.012477+0.043335i,-0.011798+0.032578i,0.0088391+0.020136i,0.011796+0.0032678i,0.0051144-0.0078566i,-0.0041027-0.011003i,-0.01107-0.0010475i,-0.0077021+0.0073993i,0.0053068+0.00099418i,0.01982-0.01826i,0.027448-0.037686i,0.024541-0.042297i,0.017673-0.02654i,0.02503-0.0068358i,0.041491-0.0088641i,0.040183-0.021865i,0.023219-0.021347i,0.012713-0.0089755i
0.10497+0.28726i,0.15402+0.22273i,0.07604+0.073676i,-0.02317+0.015309i,-0.034775+0.027192i,-0.010897+0.0088427i,-0.01013-0.014096i,-0.013807-0.010797i,-0.0049779-0.0017602i,0.0089648+0.0084597i,0.023333+0.01497i,0.029516+0.011179i,0.025295+0.00038145i,0.015863-0.0083153i,0.0041495-0.0058352i,-0.0039925+0.0053737i,-0.0056571+0.012697i,-0.0048248+0.0054855i,-0.01068-0.015398i,-0.021732-0.032848i,-0.025763-0.033768i,-0.01941-0.025966i,-0.013013-0.021526i
-0.22714-0.079649i,-0.19469-0.0066544i,-0.03233-0.017818i,0.088109-0.10139i,0.091267-0.096228i,0.057897-0.024832i,0.037986+0.0026802i,0.020861-0.0075255i,0.00096178-0.013127i,-0.015084-0.0082659i,-0.022968-0.0023925i,-0.022706-0.0024819i,-0.027438-2.9645e-05i,-0.03768+0.017953i,-0.039812+0.041537i,-0.03096+0.051413i,-0.019913+0.047386i,-0.013229+0.038076i,-0.012123+0.03619i,-0.011885+0.046247i,-0.0017974+0.052334i,0.0090593+0.041538i,0.0096515+0.026116i
0.23029-0.16904i,0.15302-0.22142i,0.014328-0.11708i,-0.04175+0.0033778i,-0.028878+0.0096632i,-0.024776-0.0083293i,-0.019564+0.0031436i,-0.012717+0.0086099i,-0.013131-0.00020073i,-0.011011-0.010933i,-0.0071995-0.013186i,-0.0047857-0.0021808i,0.0043771+0.0055807i,0.019371-0.0082764i,0.027667-0.035346i,0.024032-0.054471i,0.013478-0.055311i,0.0083733-0.035432i,0.020251-0.011941i,0.034104-0.0084941i,0.026081-0.01555i,0.008-0.011866i,0.0025807-0.00186i
-0.080061+0.22124i,-0.02203+0.20363i,-0.032976+0.099828i,-0.10955+0.028399i,-0.11037+0.0049416i,-0.039056-0.020846i,-0.0032957-0.038256i,-0.0048012-0.032409i,-0.00878-0.012321i,-0.00063059+0.0041815i,0.01606+0.0075984i,0.026882+0.00016593i,0.026561-0.0061921i,0.020127-0.0060535i,0.009731-0.00090022i,-0.0010793+0.0081122i,-0.0039188+0.014051i,-0.0015876+0.0035758i,-0.0061595-0.019793i,-0.019775-0.034183i,-0.026562-0.029271i,-0.019694-0.017936i,-0.01081-0.013966i
-0.18527-0.12821i,-0.21644-0.028629i,-0.06658+0.062207i,0.099036+0.066026i,0.10771+0.041474i,0.050612+0.035982i,0.027161+0.024547i,0.019609+0.011034i,0.011205+0.0077317i,-0.0057168+0.0077991i,-0.022136+0.0090262i,-0.029841+0.0080901i,-0.036089+0.009656i,-0.038911+0.024592i,-0.025248+0.041616i,-0.00046834+0.040939i,0.014381+0.025334i,0.010631+0.012884i,2.8431e-05+0.01659i,0.00020248+0.028924i,0.011862+0.026684i,0.020121+0.010711i,0.017337+0.0031019i
0.23969+0.055371i,0.23674-0.014303i,0.15847-0.025233i,0.11554+0.019749i,0.091354+0.033782i,0.027681+0.0040252i,-0.028434-0.0043215i,-0.035184+0.0084422i,-0.017705+0.0092495i,-0.0013118+0.0025159i,0.0053135+0.0023847i,0.0044732+0.00643i,0.006675-3.1649e-05i,0.011544-0.023909i,0.0046801-0.051534i,-0.016651-0.061356i,-0.035272-0.048801i,-0.032386-0.023984i,-0.0095728-0.0041861i,0.0089565-0.00071916i,0.0071975-0.00049356i,-0.0021249+0.0039459i,-0.0044062+0.0024552i
-0.07418+0.12256i,0.022542+0.12193i,0.029879-0.024642i,-0.061453-0.18157i,-0.093218-0.18997i,-0.047546-0.10515i,-0.013775-0.04212i,-0.012909-0.019493i,-0.016703-0.012238i,-0.0063348-0.0046699i,0.014588-0.0035922i,0.028279-0.010411i,0.024334-0.012046i,0.0078152-0.0026801i,-0.010088+0.013817i,-0.019717+0.02996i,-0.017985+0.03705i,-0.010977+0.025856i,-0.011542-0.00020839i,-0.021352-0.018361i,-0.027416-0.015645i,-0.024142-0.0048832i,-0.018556-0.0014223i
-0.035613-0.25822i,-0.14949-0.2504i,-0.16522-0.12961i,-0.096151-0.046919i,-0.048319-0.035951i,-0.030457-0.0086112i,-0.0010679+0.027793i,0.027826+0.028113i,0.025394+0.0089736i,0.0025015-0.003021i,-0.020135-0.0039094i,-0.033974+0.0052893i,-0.032655+0.021873i,-0.016181+0.037637i,0.012548+0.041651i,0.042012+0.025059i,0.051393+0.00070013i,0.036269-0.0056788i,0.01396+0.0080763i,0.0052438+0.01937i,0.010046+0.011636i,0.0132-0.0016704i,0.012711-0.00028626i
0.047863+0.10743i,0.046991+0.062964i,-0.015673+0.11318i,-0.071686+0.25048i,-0.063574+0.27583i,-0.024851+0.16316i,0.00025101+0.058615i,0.0075858+0.019298i,0.01142+0.013013i,0.014233+0.010781i,0.011418+0.0099847i,0.010918+0.0085784i,0.017145-0.0056944i,0.015156-0.032975i,-0.0039464-0.051582i,-0.030291-0.044977i,-0.043443-0.024107i,-0.032593-0.0051917i,-0.0066955+0.009548i,0.014935+0.018321i,0.020883+0.021222i,0.016895+0.020571i,0.013885+0.012608i
-0.17774+0.11562i,-0.12955+0.2546i,0.011796+0.22427i,0.099121+0.089839i,0.074549+0.032554i,0.047414+0.036861i,0.043169+0.0099631i,0.018016-0.027542i,-0.011297-0.032904i,-0.016566-0.016019i,9.6268e-05-0.004542i,0.01671-0.010933i,0.0096951-0.018483i,-0.0091509-0.0066942i,-0.016768+0.014541i,-0.012301+0.028533i,-0.0037836+0.034611i,0.0075761+0.025743i,0.014473-0.0013364i,0.008696-0.024252i,0.00010456-0.025845i,-0.0022874-0.0174i,-0.0016286-0.013143i
0.17041-0.065209i,0.16252-0.11331i,0.1889-0.15404i,0.27326-0.20646i,0.28916-0.22234i,0.17478-0.16584i,0.055277-0.085477i,0.0082934-0.042807i,-0.0070358-0.03556i,-0.018683-0.029777i,-0.026011-0.015098i,-0.028971+0.0045815i,-0.023689+0.0225i,-0.0054451+0.029263i,0.020203+0.018429i,0.036194-0.0091425i,0.03297-0.035844i,0.014157-0.040285i,-0.0067963-0.024953i,-0.016246-0.013496i,-0.015219-0.015059i,-0.010624-0.019325i,-0.008724-0.018944i
0.10101+0.018059i,0.19013-0.07717i,0.091954-0.15083i,-0.08044-0.13629i,-0.10821-0.091645i,-0.041517-0.077823i,-0.022799-0.060823i,-0.034517-0.014111i,-0.024708+0.020773i,-0.0040348+0.023804i,0.0096181+0.011883i,0.011806+0.0011022i,0.010413-0.0073908i,0.0011758-0.02125i,-0.024916-0.026973i,-0.047717-0.013058i,-0.051359+0.0054431i,-0.040998+0.013825i,-0.023406+0.019276i,-0.0055878+0.02922i,0.0034086+0.032604i,0.00053256+0.026422i,-0.0037033+0.02124i
-0.16506-0.13314i,-0.28995-0.081578i,-0.34631-0.024385i,-0.37727-0.017435i,-0.37117-0.02371i,-0.26284+0.0086904i,-0.11343+0.03757i,-0.034101+0.029403i,-0.019405+0.022916i,-0.014397+0.021892i,-0.0060568+0.013746i,0.0016543+0.004381i,-0.001156+0.00033171i,-0.0091237+0.010733i,-0.0015445+0.026548i,0.017799+0.031823i,0.029996+0.030599i,0.031546+0.02279i,0.028325+0.0021774i,0.021481-0.017723i,0.010475-0.022869i,0.0018953-0.013298i,0.003932+0.0012081i
-0.080414+0.052661i,-0.14294+0.047109i,-0.076621+0.13742i,0.073813+0.22597i,0.10528+0.17959i,0.017513+0.082397i,-0.023414+0.041624i,0.0067392+0.020033i,0.025246-0.012987i,0.010755-0.02427i,-0.0094937-0.01079i,-0.017623+0.0076238i,-0.0082635+0.018795i,0.011389+0.016584i,0.025117-0.00097096i,0.018068-0.026234i,-0.0028047-0.040376i,-0.017516-0.032981i,-0.025177-0.01597i,-0.02876-0.0055184i,-0.021501-0.00019053i,-0.0057865-0.00075818i,0.0030906-0.010407i
0.025325+0.1732i,0.16399+0.29915i,0.26308+0.2947i,0.27756+0.23521i,0.24891+0.21827i,0.19342+0.16119i,0.10532+0.064195i,0.029291+0.015262i,0.0027276+0.0062958i,0.0027533+0.0035337i,0.010404+0.0035049i,0.016548-0.0050439i,0.0098747-0.018554i,-0.0082179-0.023839i,-0.033878-0.016278i,-0.051282+0.0017278i,-0.048056+0.016632i,-0.033554+0.023214i,-0.014451+0.02978i,0.00018025+0.036262i,0.003482+0.03416i,0.00081683+0.024475i,-0.00176+0.015103i
0.18528+0.0046631i,0.19502-0.059971i,0.15937-0.20798i,0.097012-0.34447i,0.05071-0.3027i,0.043686-0.12791i,0.045106-0.025953i,0.019998-0.015972i,-0.01043-0.0076906i,-0.01149+0.0061873i,-0.00028688+0.0091061i,0.0030166+0.0090189i,-0.0013576+0.0094319i,-0.0014404+0.0088311i,0.011385+0.0079059i,0.029878+0.0069513i,0.041455+0.0046884i,0.039916-0.002249i,0.032601-0.015525i,0.026455-0.02747i,0.016888-0.028836i,0.0079792-0.018565i,0.008386-0.0060373i
-0.027167-0.13896i,-0.011591-0.28964i,-0.050829-0.31633i,-0.098431-0.25767i,-0.089241-0.24194i,-0.064518-0.21351i,-0.042841-0.11652i,-0.0080562-0.044988i,0.010992-0.028157i,0.0091229-0.021132i,0.0011449-0.015166i,-0.0094058-0.003989i,-0.0064314+0.010691i,0.006731+0.01053i,0.0091988+0.00048543i,-0.0032028-0.0056075i,-0.017489-0.0059839i,-0.02231-0.0041375i,-0.023804-0.0017406i,-0.023692+0.0016878i,-0.010041+0.0044523i,0.008184-0.0032139i,0.0089282-0.016558i
-0.15198-0.14628i,-0.28885-0.052825i,-0.37133+0.13077i,-0.35185+0.28126i,-0.2498+0.27031i,-0.11787+0.13762i,-0.040231+0.039027i,-0.021381+0.018001i,-0.011075+0.0098717i,-0.009588-0.0069251i,-0.010004-0.011126i,-0.001814-0.012335i,-0.0039241-0.01728i,-0.02151-0.010162i,-0.034901+0.0081369i,-0.031645+0.019657i,-0.021163+0.021464i,-0.012567+0.026873i,-0.00078333+0.035318i,0.0084725+0.035445i,0.004352+0.022897i,-0.0091437+0.0096437i,-0.015955+0.0083719i
-0.033934+0.21226i,-0.068712+0.28604i,0.011821+0.27688i,0.13465+0.20947i,0.13218+0.16706i,0.057155+0.14032i,0.026482+0.078148i,0.0090746+0.01457i,-0.016104-0.0066345i,-0.02365-0.0010698i,-0.01534+0.012341i,-0.00092332+0.021364i,0.005862+0.013932i,0.0059151+0.00065892i,0.011673-0.010191i,0.01724-0.02186i,0.015639-0.030455i,0.014624-0.033402i,0.019014-0.034831i,0.019827-0.036306i,0.0092442-0.02871i,-0.001189-0.0089078i,0.00013163+0.0042655i
0.028725+0.18733i,0.23013+0.24206i,0.40417+0.15401i,0.43245-0.0086611i,0.33077-0.095165i,0.17302-0.085173i,0.059203-0.049368i,0.019045-0.030762i,-0.00040168-0.019489i,-0.0080774+0.00054493i,-0.0037258+0.0052166i,-0.0052113-0.00065943i,-0.00117+0.0054971i,0.010662+0.011517i,0.013842+0.0085796i,0.007614+0.00731i,0.0030774+0.0084414i,0.0045908-0.00043037i,-0.00016583-0.015361i,-0.010536-0.020698i,-0.0085834-0.014435i,0.003576-0.0093037i,0.0063378-0.01116i
0.11575-0.18888i,0.104-0.28783i,-0.0032252-0.34865i,-0.12805-0.35164i,-0.13333-0.28858i,-0.056278-0.18576i,-0.020258-0.092759i,-0.015303-0.024987i,-0.0036096+0.011704i,0.0043778+0.016668i,0.0069364+0.011265i,0.0042057+0.0019965i,-0.0068643-0.0046395i,-0.01868+0.0010971i,-0.021151+0.0096573i,-0.01705+0.0083535i,-0.016161+0.0046331i,-0.022307+0.011237i,-0.02706+0.022805i,-0.023427+0.027873i,-0.018933+0.020582i,-0.015912+0.011789i,-0.0072295+0.014351i
0.061893-0.17268i,-0.016565-0.3057i,-0.15803-0.29558i,-0.24259-0.16624i,-0.22992-0.075454i,-0.15988-0.042991i,-0.082409-0.018137i,-0.03195-0.010315i,-0.0028128-0.014918i,0.011153-0.018987i,0.013118-0.014024i,0.014649-0.0030385i,0.012467-0.0036736i,0.0046077-0.012904i,-0.004687-0.020588i,-0.020655-0.022404i,-0.038855-0.016536i,-0.043132-0.0068895i,-0.027531+0.0030464i,-0.005036+0.009391i,0.010583+0.014715i,0.018833+0.016277i,0.021769+0.0065221i
-0.16452+0.19752i,-0.2431+0.35321i,-0.20466+0.46694i,-0.095115+0.49064i,-0.044942+0.4077i,-0.051029+0.2654i,-0.043078+0.1501i,-0.024515+0.06986i,-0.020393+0.010064i,-0.023132-0.016094i,-0.026115-0.022226i,-0.02823-0.019877i,-0.018721-0.0054246i,-0.0010542+0.0085347i,0.01053+0.011952i,0.020331+0.013541i,0.032657+0.016903i,0.041058+0.014221i,0.038637+0.0017766i,0.023831-0.012644i,0.0077818-0.019118i,-0.0022053-0.023047i,-0.010845-0.028416i
-0.23325+0.070225i,-0.20068+0.15123i,-0.020401+0.15088i,0.1387+0.064023i,0.17154+0.034516i,0.13345+0.068004i,0.093136+0.053546i,0.047465+0.014606i,0.0013411+0.0040548i,-0.024506+0.016827i,-0.024476+0.034956i,-0.013971+0.038779i,-0.0072447+0.024375i,-0.0068893+0.0065689i,-0.015517-0.00071117i,-0.021734+0.0020008i,-0.014759+0.0044396i,-0.0075427+0.0084571i,-0.0093932+0.016156i,-0.01347+0.017456i,-0.015334+0.0091575i,-0.017537+0.0040399i,-0.015128+0.0091937i
0.33397-0.20601i,0.46913-0.26121i,0.45742-0.28167i,0.34372-0.30484i,0.23034-0.2973i,0.15051-0.21865i,0.093546-0.12088i,0.056705-0.061208i,0.035104-0.026954i,0.032516-0.0034357i,0.038096+0.0062033i,0.035797+0.0040474i,0.019061-0.0039609i,-0.0022059-0.0055822i,-0.0093091+0.0021878i,-0.012018+0.0061575i,-0.023487+0.0022979i,-0.02701-0.0025461i,-0.010928-0.0016221i,0.011324+0.0046565i,0.024349+0.010619i,0.029563+0.014381i,0.030134+0.013874i
0.17887+0.29886i,0.11568+0.20964i,-0.073838+0.047448i,-0.2178+0.011352i,-0.18833+0.020431i,-0.081463-0.024912i,-0.038113-0.042748i,-0.039082-0.012054i,-0.028265+0.00011895i,-0.012757-0.015624i,-0.0071586-0.028283i,-0.011178-0.023388i,-0.010469-0.0026989i,0.00073364+0.015288i,0.019538+0.011428i,0.038389-0.0095481i,0.041852-0.023768i,0.034662-0.02387i,0.027176-0.025637i,0.016786-0.031673i,0.0016159-0.029667i,-0.010296-0.023772i,-0.015765-0.022557i
-0.55228-0.11104i,-0.58511-0.076613i,-0.39208-0.009155i,-0.18198+0.021723i,-0.092616+0.024927i,-0.072431+0.0080199i,-0.055621-0.016851i,-0.038948-0.023073i,-0.035539-0.01843i,-0.046427-0.0060943i,-0.041733+0.01837i,-0.015689+0.030126i,0.0021203+0.015358i,0.00025044-0.005671i,-0.025943-0.014193i,-0.056816-0.0029129i,-0.061125+0.014281i,-0.046363+0.019639i,-0.038244+0.017324i,-0.04068+0.016406i,-0.037499+0.016859i,-0.026006+0.014297i,-0.016369+0.010436i
0.33374-0.37426i,0.29922-0.25174i,0.2408+0.0009604i,0.23925+0.087776i,0.16381+0.017138i,0.02581-0.00012655i,-0.0030617+0.031584i,0.034367+0.020086i,0.036556+0.0072974i,0.031689+0.015606i,0.034979+0.0042645i,0.026253-0.01566i,0.010676-0.016919i,0.0045764-0.0036396i,0.013211+0.0088507i,0.022197+0.012764i,0.018925+0.011789i,0.014133+0.0077439i,0.016563+0.0055755i,0.022948+0.0069214i,0.02593+0.0071501i,0.02661+0.0079082i,0.031699+0.0099815i
0.13891+0.57784i,0.18259+0.42066i,0.09523+0.091418i,-0.036378-0.083189i,-0.047139-0.071957i,-0.00011205-0.021519i,-0.0062041+0.0031194i,-0.02355+0.00645i,-0.016399+0.001014i,0.0017221-0.007696i,0.0042405-0.016617i,-0.0093884-0.010562i,-0.01207+0.0052947i,-0.0051432+0.0090572i,0.0045391-0.00075804i,0.017447-0.018179i,0.020604-0.031314i,0.011044-0.028869i,0.0042586-0.018585i,0.0092643-0.014065i,0.012579-0.014795i,0.0068274-0.015856i,-0.0018469-0.018363i
-0.56179-0.23122i,-0.45904-0.15069i,-0.20414-0.10175i,-0.10126-0.11021i,-0.11736-0.082187i,-0.06254-0.038118i,-0.0099281-0.029634i,-0.019156-0.034945i,-0.033911-0.040394i,-0.050338-0.035195i,-0.052216-0.0046179i,-0.027198+0.012822i,-0.011138-0.0018764i,-0.020543-0.012163i,-0.041753-0.0006033i,-0.058732+0.016806i,-0.058952+0.021717i,-0.043723+0.016367i,-0.027226+0.010361i,-0.020933+0.0077632i,-0.018263+0.0083309i,-0.012526+0.0054931i,-0.011386-0.001073i
0.51395-0.17502i,0.29076-0.088269i,0.040556+0.14887i,0.028363+0.3206i,0.063288+0.29694i,0.029972+0.17668i,0.032585+0.084505i,0.040348+0.043917i,0.022019+0.029496i,0.01121+0.022336i,0.0064196+0.01603i,-0.00080346+0.011498i,-0.0037325+0.015302i,0.010536+0.0185i,0.035422+0.0017365i,0.043477-0.024486i,0.02802-0.034i,0.008579-0.023917i,0.0024563-0.011924i,0.0024055-0.010924i,-0.0030386-0.012132i,-0.0053262-0.0021291i,0.0046744+0.011457i
-0.149+0.53524i,0.0017873+0.37044i,0.10475+0.05879i,0.15141-0.12628i,0.20989-0.14306i,0.16158-0.093003i,0.034847-0.040168i,-0.01198-0.012079i,-0.009162-0.0032788i,0.00038128+0.0085137i,0.015456+0.01968i,0.021572+0.02469i,0.019393+0.019064i,0.0035127+0.00092982i,-0.027467-0.010548i,-0.052619-0.00088122i,-0.059612+0.021602i,-0.050332+0.036188i,-0.031249+0.034928i,-0.011823+0.0232i,0.00052031+0.0098685i,0.0052288+0.00046809i,0.0029274-0.0059467i
-0.15908-0.62006i,-0.066895-0.45607i,0.04514-0.26014i,-0.035534-0.25909i,-0.19163-0.29339i,-0.16766-0.19909i,-0.043694-0.087085i,-0.00016498-0.06285i,-0.017628-0.066385i,-0.030637-0.047617i,-0.018685-0.031795i,-0.0032226-0.035707i,-0.0084668-0.039597i,-0.022718-0.016766i,-0.023102+0.027176i,-0.0087435+0.056685i,0.0098849+0.058681i,0.027258+0.043516i,0.031453+0.020131i,0.019375+0.0077585i,0.0092024+0.012332i,0.0098004+0.014093i,0.011648+0.0054292i
0.4534+0.23744i,0.21038+0.12446i,-0.084251+0.12866i,-0.16176+0.31033i,-0.10947+0.41173i,-0.057125+0.28852i,-0.021399+0.10721i,-0.021842+0.036587i,-0.023525+0.040168i,-0.0076429+0.031837i,-0.0046959+0.018019i,-0.015279+0.022161i,-0.017778+0.036505i,0.0068243+0.034462i,0.045133+0.00084368i,0.06697-0.040227i,0.06542-0.062558i,0.045552-0.059459i,0.01965-0.039842i,0.0033093-0.023227i,-3.8458e-05-0.018325i,0.0039055-0.016192i,0.0083096-0.010131i
-0.75002+0.2725i,-0.56769+0.27345i,-0.14254+0.11478i,0.26031-0.058831i,0.47361-0.13119i,0.38226-0.11061i,0.13966-0.042433i,0.02112+0.011087i,0.0072982+0.01139i,-0.0078765+0.00052809i,-0.013668+0.0089559i,-0.0014459+0.021476i,0.009578+0.02105i,-0.0027639+0.0041222i,-0.038082-0.007313i,-0.064534+0.0013403i,-0.065685+0.01594i,-0.046933+0.026226i,-0.02108+0.035587i,-0.002117+0.036378i,2.4098e-05+0.024398i,-0.011093+0.0071248i,-0.019273-0.0064011i
0.36703-0.47776i,0.2445-0.22162i,0.091369-0.0030315i,-0.058014-0.16781i,-0.2266-0.43174i,-0.22709-0.38335i,-0.039485-0.16301i,0.075338-0.066547i,0.047453-0.056589i,0.0044202-0.032911i,-0.0041558-0.014255i,0.00012887-0.016226i,0.0024424-0.022291i,0.002051-0.012056i,0.00984+0.00055493i,0.012889-0.013906i,0.00069322-0.040368i,-0.0056221-0.056718i,0.0025433-0.065257i,0.0079705-0.059323i,0.004831-0.031413i,0.00476-6.601e-05i,0.0098637+0.01122i
0.38129+0.61752i,0.48232+0.33032i,0.26786+0.059955i,-0.12079+0.16052i,-0.35391+0.38792i,-0.354+0.33429i,-0.25933+0.084275i,-0.16595-0.038322i,-0.075969-0.019601i,-0.0048883+0.0016171i,0.01821+0.010287i,0.019938+0.02229i,0.025099+0.020546i,0.026507+0.0044242i,0.015948-0.011861i,-0.0066968-0.014643i,-0.031781-0.0050093i,-0.050184+0.010519i,-0.054949+0.026062i,-0.04293+0.028799i,-0.018959+0.016584i,0.0039687+0.0024603i,0.01308-0.0035055i
-0.63356-0.51071i,-0.51068-0.48022i,-0.16265-0.35382i,0.20375-0.15236i,0.4419+0.071398i,0.40446+0.21042i,0.15237+0.23693i,-0.014112+0.16963i,-0.042962+0.063193i,-0.047262+0.010178i,-0.029723+0.002488i,-0.01338-0.01341i,-0.026379-0.029179i,-0.051318-0.027771i,-0.070991-0.0061181i,-0.069095+0.026989i,-0.049108+0.050456i,-0.022698+0.055885i,0.0054154+0.047458i,0.020801+0.030303i,0.011162+0.0091379i,-0.010783-0.007409i,-0.022559-0.015121i
