0.00051126+0.00092267i,0.0013519-0.0011909i,-0.00048753-0.0026227i,-0.0018715-0.0018535i,-0.0020814-0.00013968i,-0.0013887+0.0010793i,-0.0007508+0.0018481i,-0.00026213+0.0012721i,0.00033573-1e-05i,0.00034138-0.00034116i,-0.00063345-0.0010373i,-0.0010167-0.0016982i,-0.00083806-0.00096724i,-0.00053742+8.9106e-05i,-0.00030826+0.00061063i,-0.00043625+0.00034065i,-0.00072101+0.00064236i,-0.00046+0.0013408i,0.00011448+0.00092434i,0.0002793+3.7764e-05i,-4.908e-05-0.00011836i,-0.00038359+0.0002487i,-0.00066076+0.00010517i
-0.35609+0.19942i,-0.30139+0.22284i,-0.1375+0.14214i,-0.042014+0.070352i,-0.0088631+0.056839i,0.010916+0.04004i,0.013109+0.012642i,0.011338-0.0028446i,0.0095749-0.012957i,0.0059873-0.014696i,0.005718-0.01423i,0.0016852-0.014253i,0.0027397-0.0011889i,0.021328+0.017438i,0.045886+0.021782i,0.058694+0.0099213i,0.055775-0.0019647i,0.043344-0.0084716i,0.029717-0.015512i,0.016449-0.019324i,0.00038-0.012348i,-0.010658-0.002977i,-0.011861-0.0022684i
0.19023-0.36478i,0.15394-0.3425i,0.07388-0.16244i,0.024083-0.038637i,-0.015326-0.021663i,-0.032501-0.019169i,-0.022665-0.016275i,-0.015552-0.015899i,-0.012714-0.0094329i,-0.012081-0.004463i,-0.017741+0.0013193i,-0.020905+0.0095129i,-0.019411+0.010472i,-0.019041+0.0006525i,-0.021493-0.013098i,-0.025851-0.024444i,-0.032813-0.029196i,-0.038868-0.021336i,-0.040457-0.0039897i,-0.035727+0.0070462i,-0.021164+0.0079998i,-0.0065321+0.0052716i,0.00060027+0.004405i
0.0552+0.42679i,0.06989+0.39267i,0.033215+0.1856i,-0.004766+0.041048i,0.0055625+0.0064053i,0.011944-0.0068496i,-0.0069647-0.0099937i,-0.020445-0.0075478i,-0.019355-0.0035137i,-0.0014467-0.0015217i,0.021591-0.010608i,0.031485-0.025173i,0.022777-0.035205i,0.00062221-0.031181i,-0.021539-0.0097341i,-0.030736+0.019443i,-0.024078+0.035961i,-0.011102+0.031073i,-0.00094763+0.018176i,0.0061444+0.0091959i,0.0081212+0.0024406i,0.0061565-0.002233i,0.0064468-0.0039841i
-0.32367-0.34235i,-0.32443-0.3356i,-0.1806-0.20153i,-0.056042-0.095102i,-0.024481-0.041576i,-0.011803-0.0028252i,0.0032084+0.013355i,0.012225+0.018457i,0.021849+0.015541i,0.019475+0.0077454i,0.0047959+0.0058202i,-0.0055946+0.01247i,2.8121e-05+0.024109i,0.017972+0.028895i,0.036233+0.017903i,0.043322-0.0017782i,0.037433-0.0088593i,0.031031-0.0038111i,0.027853-0.0037176i,0.021785-0.0035516i,0.013778+0.0028504i,0.0076316+0.0063473i,0.00038627+0.0028224i
0.49425+0.11252i,0.49265+0.12427i,0.28489+0.10268i,0.11177+0.069783i,0.060588+0.029837i,0.032438+0.00324i,0.013615+0.0080887i,0.0085946+0.011525i,-0.0014425-1.2274e-06i,-0.014902-0.013089i,-0.024954-0.013897i,-0.023853-0.0057248i,-0.017161-0.0099433i,-0.019922-0.027143i,-0.031871-0.034484i,-0.038482-0.027217i,-0.035841-0.021623i,-0.033469-0.014459i,-0.031697-0.0012157i,-0.025412+0.0027084i,-0.013921-0.003798i,-0.0034116-0.0097839i,-0.00072894-0.0067074i
-0.48482+0.24046i,-0.48038+0.25704i,-0.2778+0.17772i,-0.10491+0.096404i,-0.038882+0.057285i,-0.0042459+0.030689i,0.0072467+0.0033957i,-0.00062265-0.010005i,-0.0079883-0.011565i,-0.0044357-0.0051773i,0.012475-0.002735i,0.024608-0.011628i,0.017603-0.016095i,0.0050908-9.9855e-05i,0.0034114+0.023903i,0.0082737+0.03467i,0.013593+0.032536i,0.018064+0.021757i,0.018384+0.010458i,0.012989+0.0056104i,0.00025152+0.0010822i,-0.014151-0.00085207i,-0.013642+0.00026588i
0.26921-0.53321i,0.27679-0.57805i,0.17518-0.40745i,0.068267-0.2235i,0.013305-0.12454i,-0.0060259-0.074247i,-0.006561-0.045409i,-0.0041494-0.018959i,0.001295+0.010588i,0.0059221+0.025981i,0.00073462+0.026053i,-0.0049215+0.020883i,-0.0056305+0.018668i,-0.0018262+0.017432i,0.0059839+0.0055422i,0.0085127-0.011969i,0.0041783-0.019034i,0.0019014-0.015351i,0.0053569-0.012141i,0.0093946-0.0090994i,0.010328-0.0011004i,0.010828+0.0068382i,0.0094234+0.0071549i
0.10526+0.61438i,0.11412+0.62523i,0.063544+0.37542i,0.021877+0.14131i,0.021263+0.039276i,0.019921-0.00085363i,-0.0015477-0.008798i,-0.010063-0.0052601i,-0.0015599-0.010349i,0.0092026-0.01796i,0.016054-0.020446i,0.015161-0.020315i,0.011081-0.027225i,-0.00081637-0.039604i,-0.024252-0.039774i,-0.040349-0.02244i,-0.038696-0.0073304i,-0.02938-0.0034185i,-0.023206-0.0045949i,-0.021046-0.006569i,-0.012371-0.0052281i,0.00088607-0.0049888i,0.0056391-0.0050917i
-0.52126-0.40897i,-0.5779-0.36946i,-0.39536-0.1608i,-0.18046-0.01149i,-0.080809+0.025687i,-0.049806+0.035301i,-0.02214+0.038912i,0.003957+0.02941i,0.018229+0.0080174i,0.017819-0.0099647i,0.01091-0.01303i,0.0035966-0.0065571i,-0.00062948+0.0085754i,0.0083234+0.029525i,0.028677+0.040565i,0.043003+0.033549i,0.039874+0.021625i,0.024344+0.015022i,0.0090083+0.015631i,0.0029679+0.0189i,-0.00045802+0.015039i,-0.0078034+0.0083495i,-0.011109+0.0066407i
0.71124+0.022826i,0.77484+0.00066932i,0.51831-0.004315i,0.23263+0.011948i,0.094973+0.0059273i,0.03534-0.011464i,0.0076724-0.011668i,-0.0077962-0.011332i,-0.029603-0.0089202i,-0.04221-0.00020252i,-0.040898+0.0011062i,-0.031717-0.0030858i,-0.02005-0.0064925i,-0.014336-0.013851i,-0.014893-0.022732i,-0.016995-0.023466i,-0.017018-0.016326i,-0.012414-0.0067967i,-0.0039941-0.0013605i,0.0034832-0.0038293i,0.0071578-0.0081178i,0.0083164-0.0087589i,0.0071366-0.007572i
-0.5684+0.42364i,-0.54127+0.44879i,-0.2843+0.24732i,-0.095994+0.050899i,-0.046522+0.014065i,-0.0040766+0.033457i,0.015755+0.015312i,-0.00080709-0.0015619i,-0.0066446+0.0026293i,0.0048966+0.010784i,0.020447+0.012331i,0.028299+0.0026325i,0.023731-0.015206i,0.0086826-0.028009i,-0.015389-0.025318i,-0.032441-0.012717i,-0.029116-0.0031715i,-0.012203-0.0024823i,0.00022899-0.0069781i,-0.00018808-0.0074424i,-0.0035549-0.003516i,-0.0038934-0.0010843i,0.00012674+0.00079851i
0.13852-0.75601i,0.038583-0.82878i,-0.095187-0.56149i,-0.10312-0.25422i,-0.028241-0.10564i,0.0045054-0.048793i,0.011886-0.008347i,0.024435+0.023477i,0.03608+0.039725i,0.040583+0.032296i,0.030096+0.017451i,0.015165+0.014299i,0.0063802+0.021786i,0.006566+0.029358i,0.020774+0.028119i,0.034217+0.016961i,0.029388+0.0041023i,0.012782+0.0024429i,0.003735+0.010541i,0.0057815+0.01438i,0.0062333+0.010147i,0.0022988+0.0047656i,-0.0011597+0.0014533i
0.31682+0.7252i,0.37137+0.77621i,0.24358+0.54545i,0.095015+0.29502i,0.041364+0.1315i,0.03112+0.019807i,0.012745-0.027622i,0.007958-0.042868i,0.0057092-0.057737i,-0.0078362-0.057236i,-0.01802-0.042451i,-0.016942-0.027343i,-0.0076133-0.021684i,-0.0058287-0.024455i,-0.017531-0.025338i,-0.024346-0.016572i,-0.01914-0.0025877i,-0.0088023+0.0016611i,-0.00098959-0.0028039i,-0.0016666-0.0068001i,-0.0050348-0.0062437i,-0.0062653-0.003133i,-0.0068957-0.0046259i
-0.68261-0.32109i,-0.69909-0.20726i,-0.37837-0.016718i,-0.099931+0.043544i,-0.046497+0.024447i,-0.055193+0.031038i,-0.03553+0.025264i,-0.024681+0.0039745i,-0.0168-0.0068967i,-0.0058611-0.0077803i,0.0050194-0.0013517i,0.013451-0.0036963i,0.0087682-0.012728i,0.001287-0.0081876i,0.00028001+0.0039765i,-0.0014367+0.0052584i,-0.0019951-0.0029582i,-0.0024813-0.0092629i,-0.0067439-0.013199i,-0.0083415-0.010563i,-0.0058543-0.0006075i,-0.0028552+0.0087528i,-0.00020218+0.014502i
0.79146-0.22852i,0.82742-0.41088i,0.53388-0.44224i,0.24177-0.3155i,0.10171-0.18105i,0.033584-0.098115i,-0.0055035-0.036688i,-0.024401+0.0030689i,-0.0323+0.022278i,-0.023735+0.024104i,-0.0068588+0.0094656i,7.5895e-06-0.005101i,-0.0041084-0.007279i,-0.0061009-0.00070889i,0.0014373+0.0042569i,0.0052757+0.0067486i,-0.0010704+0.011151i,-0.0068664+0.017547i,-0.0071248+0.022761i,-0.0002677+0.017342i,0.011151-0.00052075i,0.016726-0.016338i,0.014817-0.018572i
-0.52493+0.59188i,-0.51732+0.64303i,-0.37425+0.37041i,-0.26181+0.11852i,-0.15823+0.076581i,-0.044885+0.068619i,-0.00011842+0.023947i,0.0031179+0.00037696i,0.0068143-0.013984i,-0.00089349-0.021728i,-0.0096246-0.012957i,-0.0092853+0.00013069i,0.0023098+0.0041937i,0.0091504-0.0061825i,-0.0027626-0.019823i,-0.012632-0.022525i,-0.0098237-0.013142i,0.00067686-0.0027443i,0.012695+0.0021509i,0.011625+0.0044955i,-0.0046945+0.0069617i,-0.017509+0.010313i,-0.017214+0.01036i
-0.044949-0.74201i,-0.22274-0.67811i,-0.27847-0.25422i,-0.14494+0.051564i,-0.022874+0.067234i,-0.0098199+0.040274i,-0.0010184+0.058835i,0.018749+0.061512i,0.017842+0.050999i,0.014241+0.038427i,0.012549+0.023398i,0.0061976+0.01198i,-0.0023381+0.0043261i,-0.0011042+0.003059i,0.012104+0.0051298i,0.018665-0.0019721i,0.012435-0.015684i,0.0037921-0.021038i,-0.00043256-0.019135i,-0.0014354-0.012811i,0.00026296-7.625e-08i,0.0051774+0.0109i,0.0099074+0.011885i
0.52576+0.62475i,0.71753+0.61135i,0.62482+0.37652i,0.37725+0.16101i,0.184+0.030539i,0.085868-0.048176i,0.043822-0.067443i,0.029688-0.057249i,0.016458-0.03685i,0.006859-0.015493i,0.0035546-0.011443i,0.0025051-0.014572i,0.00081028-0.01316i,-0.010677-0.0087522i,-0.027102+0.001962i,-0.033416+0.023879i,-0.022374+0.040618i,-0.007783+0.032104i,-0.0075803+0.012555i,-0.011678-0.0010449i,-0.0049874-0.013772i,0.0018941-0.026237i,0.0024219-0.030798i
-0.6869-0.21594i,-0.66685-0.17893i,-0.33772-0.19106i,-0.12285-0.21863i,-0.11681-0.12628i,-0.093833-0.012783i,-0.048299-0.0078373i,-0.03057-0.02841i,0.0035072-0.027837i,0.027867-0.026947i,0.025222-0.012804i,0.02129+0.0015708i,0.020737+0.0027966i,0.021299-0.0017397i,0.017322-0.013565i,0.0098904-0.029473i,-0.0006084-0.034675i,-0.012578-0.023909i,-0.011249-0.0067752i,-0.0017269+0.0078262i,0.0010402+0.018119i,-0.0043178+0.025578i,-0.012056+0.029189i
0.60094-0.35812i,0.43543-0.5573i,0.036001-0.49487i,-0.1324-0.24881i,-0.041263-0.078209i,0.01739-0.02558i,-0.0016642+0.012905i,-0.016787+0.03418i,-0.024644+0.016713i,-0.019761-0.0070737i,0.0018296-0.019352i,0.019438-0.025369i,0.021119-0.027768i,0.015031-0.025514i,0.015169-0.017755i,0.014319-0.012426i,0.0020515-0.0087483i,-0.0068753+0.0060398i,0.0019458+0.020224i,0.016124+0.01355i,0.021527-0.0022137i,0.022453-0.0097536i,0.021784-0.0083097i
-0.36751+0.66933i,-0.29132+0.85991i,-0.16327+0.74277i,-0.089381+0.4802i,-0.028739+0.23883i,0.0030862+0.068421i,0.0015163-0.0066545i,0.009202-0.025452i,0.0018968-0.034083i,-0.028109-0.02524i,-0.048193-0.0099904i,-0.047845-0.004293i,-0.036919-0.0029433i,-0.040298+0.0038824i,-0.0518+0.019755i,-0.042976+0.039793i,-0.011039+0.050483i,0.02218+0.033712i,0.0247-9.195e-05i,-0.0025486-0.019252i,-0.026603-0.019511i,-0.032559-0.01589i,-0.02548-0.01285i
-0.046159-0.61306i,-0.08623-0.53925i,0.065155-0.23705i,0.19812-0.077923i,0.1055-0.060907i,-0.012505+0.019279i,-0.017648+0.084338i,-0.015401+0.070036i,-0.021441+0.05735i,-0.003088+0.055983i,0.014996+0.045822i,0.012495+0.027069i,-0.00039444+0.0095603i,0.0066158+0.0053379i,0.02632-0.0058377i,0.02717-0.036716i,0.0045464-0.06283i,-0.023483-0.061452i,-0.036632-0.033626i,-0.028539+0.00061832i,-0.0099726+0.023481i,0.0034314+0.032561i,0.0089313+0.02925i
0.47769+0.3832i,0.61197+0.15957i,0.42928-0.18265i,0.15631-0.29492i,0.069013-0.21323i,0.094622-0.16318i,0.082567-0.13129i,0.043121-0.063478i,0.024788-0.013016i,0.034338-0.0085962i,0.045731-0.030881i,0.043343-0.042849i,0.03358-0.034525i,0.019208-0.027419i,0.0019298-0.018132i,-0.015954+0.0020114i,-0.02619+0.025586i,-0.022542+0.043818i,-0.0058465+0.046666i,0.014653+0.026324i,0.021968-0.004207i,0.020668-0.023943i,0.018105-0.029197i
-0.61636-0.11001i,-0.71352+0.0021475i,-0.5787+0.058018i,-0.41787+0.056697i,-0.30152+0.073678i,-0.19024+0.049694i,-0.11642-0.017784i,-0.050481-0.041726i,0.015078-0.039407i,0.018411-0.039745i,-0.020822-0.022994i,-0.038506+0.0036234i,-0.024124+0.015685i,-0.012838+0.0078798i,-0.017932-0.0019968i,-0.012204+0.0019113i,0.011186+0.010245i,0.036051+0.0042382i,0.042524-0.020042i,0.019624-0.032051i,-0.0080435-0.015693i,-0.023505+0.0049016i,-0.034031+0.018003i
0.43267-0.2197i,0.30881-0.25607i,0.097751-0.048294i,0.088643+0.16646i,0.16118+0.18877i,0.11491+0.15212i,0.045661+0.14939i,0.011072+0.10351i,-0.018218+0.034459i,-0.018017+0.0093968i,0.012244+0.017908i,0.036334+0.013355i,0.030284-0.010678i,0.014218-0.01485i,0.015786-0.0033764i,0.016778-0.01204i,-0.0060259-0.033159i,-0.037909-0.036418i,-0.054087-0.01101i,-0.039284+0.020568i,-0.0065175+0.031184i,0.019772+0.023212i,0.03653+0.010534i
-0.18993+0.48881i,0.017438+0.58361i,0.22052+0.39042i,0.22809+0.075804i,0.13933-0.15254i,0.073953-0.22879i,0.036843-0.18709i,0.018076-0.10505i,0.00082426-0.046437i,-0.0082232-0.02543i,-0.0050225-0.030715i,-0.0048588-0.037333i,-0.012215-0.027637i,-0.024029-0.010707i,-0.03685+0.0052441i,-0.042887+0.027477i,-0.027185+0.055801i,0.0037029+0.070261i,0.026163+0.057992i,0.028394+0.023509i,0.011075-0.012508i,-0.008683-0.02888i,-0.017077-0.029068i
-0.033766-0.48385i,-0.12005-0.53261i,-0.11344-0.45163i,-0.14804-0.34074i,-0.27523-0.16311i,-0.27881+0.029912i,-0.16648+0.084966i,-0.089947+0.043689i,-0.053722+0.019804i,-0.046071+0.018014i,-0.050165+0.019412i,-0.041339+0.016192i,-0.025132+0.0080472i,-0.012103-0.0098811i,-0.011876-0.03342i,-0.016046-0.048562i,-0.012037-0.056606i,-0.0024111-0.061562i,0.0076639-0.064809i,0.0082553-0.052724i,0.0043786-0.02153i,0.00053857+0.0059831i,-0.0095615+0.020812i
0.22631+0.27701i,0.2057+0.15157i,-0.03154+0.052363i,-0.12727+0.1537i,0.070759+0.25394i,0.22925+0.17083i,0.19561+0.059018i,0.11513+0.021583i,0.071774+0.0091783i,0.069083+0.0086403i,0.079107-0.0013961i,0.072591-0.021218i,0.06109-0.026998i,0.053194-0.017266i,0.047262-0.0032173i,0.037908+0.00131i,0.010439-0.0010813i,-0.02905+0.0053164i,-0.05411+0.023329i,-0.047817+0.032828i,-0.024315+0.022979i,0.00211+0.0086564i,0.028508-0.0033389i
-0.35225-0.067807i,-0.32551+0.1651i,-0.055757+0.34142i,0.17723+0.26274i,0.16858+0.038943i,0.034033-0.095472i,-0.046425-0.095013i,-0.025551-0.039638i,0.034617+0.0037031i,0.078658+0.00054041i,0.07923-0.020991i,0.054023-0.021374i,0.031312-0.0090772i,0.0097032-0.00022508i,-0.0072889+0.0024068i,-0.0063117+0.010154i,0.0165+0.029522i,0.049871+0.038525i,0.063863+0.020896i,0.039992-0.0062174i,0.00076364-0.015167i,-0.02247-0.004369i,-0.026225+0.0068281i
0.33706-0.11795i,0.33182-0.3251i,0.23527-0.45638i,0.1197-0.43193i,-0.0038877-0.25368i,-0.057769-0.019882i,-0.028387+0.1054i,-0.015842+0.080429i,-0.037962-0.0042446i,-0.085294-0.073158i,-0.12827-0.079871i,-0.1292-0.052964i,-0.11034-0.034578i,-0.084797-0.010418i,-0.049183+0.017393i,-0.025114+0.016666i,-0.027221-0.0081648i,-0.037496-0.02177i,-0.037329-0.0073363i,-0.022511+0.019515i,0.0048286+0.026725i,0.018914+0.0053613i,0.0064375-0.010657i
-0.25994+0.23474i,-0.31378+0.31952i,-0.44729+0.2675i,-0.49027+0.16552i,-0.25541+0.028175i,0.0033833-0.15369i,0.024573-0.21799i,-0.081744-0.12276i,-0.1445-0.019949i,-0.10794+0.051239i,-0.012025+0.090781i,0.050643+0.0717i,0.052102+0.019517i,0.017589-0.020705i,-0.019263-0.023037i,-0.031499+0.0027987i,-0.019067+0.028465i,0.0004441+0.034083i,0.01335+0.01163i,0.015306-0.018268i,0.0031547-0.026857i,-0.0082016-0.010606i,-0.004102+0.006609i
0.11471-0.22407i,0.1419-0.10517i,0.27949+0.12589i,0.27372+0.16695i,-0.043827+0.041268i,-0.30294+0.0087095i,-0.2162+0.018618i,0.030013-0.033811i,0.15832-0.057703i,0.10766-0.029261i,-0.0078139+0.0085802i,-0.058618+0.062611i,-0.019527+0.094854i,0.046759+0.055324i,0.065782-0.028842i,0.031707-0.089702i,-0.0115-0.10176i,-0.038013-0.074857i,-0.036841-0.026265i,-0.015989+0.011974i,0.00078686+0.021468i,0.0036346+0.014948i,0.0050152+0.0069203i
0.10307+0.12845i,0.24034-0.1366i,0.26263-0.43579i,0.24187-0.31736i,0.31903+0.16367i,0.38788+0.44859i,0.27725+0.37955i,0.079924+0.23801i,-0.00041323+0.13387i,0.062685+0.02475i,0.15922-0.097521i,0.17994-0.21887i,0.1031-0.2482i,0.019237-0.15501i,-0.0079866-0.044377i,-0.011504+0.013376i,-0.013776+0.045116i,0.0028053+0.059701i,0.022559+0.041959i,0.016551+0.012711i,-0.00011222+0.00080528i,-0.00071885-0.0025964i,0.0072384-0.014624i
-0.26523-0.14218i,-0.50658+0.019635i,-0.59295+0.16431i,-0.35902+0.045224i,0.026804-0.31242i,0.19446-0.55267i,0.15748-0.45066i,0.1635-0.24195i,0.19853-0.16797i,0.14825-0.17114i,0.03366-0.13965i,-0.048266-0.05927i,-0.056726+0.0061253i,-0.047466+0.027673i,-0.035215+0.031888i,0.00090604+0.026i,0.041079+0.0035634i,0.055993-0.028351i,0.030964-0.046425i,-0.0084079-0.03774i,-0.023349-0.021595i,-0.016917-0.0092356i,-0.0066612+0.0090942i
0.24168+0.12601i,0.32244+0.14851i,0.29582+0.20377i,0.026051+0.15949i,-0.44069+0.037153i,-0.70309+0.058625i,-0.60869+0.15578i,-0.46619+0.20312i,-0.38066+0.22489i,-0.22054+0.18909i,-0.018716+0.095933i,0.11091-0.012648i,0.096874-0.095157i,-0.014759-0.083189i,-0.091811-0.0097598i,-0.10869+0.026229i,-0.12217+0.033293i,-0.12405+0.056219i,-0.088365+0.058026i,-0.04268+0.0295i,-0.010295+0.017925i,0.011691+0.029293i,0.013871+0.045287i
-0.15963-0.019195i,-0.12772-0.072534i,-0.18564-0.21615i,-0.31723-0.14293i,-0.24392+0.16818i,0.0036918+0.27033i,0.08541+0.057905i,0.017-0.18483i,-0.022667-0.27487i,-0.043883-0.18983i,-0.063189-0.063894i,-0.05555-0.017975i,-0.005141-0.038593i,0.041606-0.10374i,0.011186-0.14384i,-0.047539-0.10086i,-0.055413-0.026866i,-0.028069+0.032893i,0.0036833+0.057007i,0.018666+0.029896i,6.8396e-05-0.0093351i,-0.025496-0.023718i,-0.027323-0.025749i
1.2062+7.1364i,3.9248+6.3074i,6.916+5.1493i,7.4627+1.7777i,6.1-1.8292i,3.3616-3.7016i,0.66638-2.6212i,-0.29971-0.35082i,0.36087+0.94033i,1.0645+0.59385i,0.6004-0.31083i,-0.37223-0.6225i,-1.027-0.37541i,-1.2903+0.14988i,-1.1102+0.61586i,-0.65408+0.74184i,-0.20201+0.54128i,0.011751+0.16517i,-0.09569-0.1046i,-0.30555-0.10152i,-0.38577-0.022051i,-0.33238-0.011118i,-0.19833-0.051255i
-0.042461+0.16292i,0.097068+0.068132i,0.12292-0.11268i,-0.022633-0.1804i,-0.12499-0.052441i,-0.058013+0.080186i,0.047121+0.054885i,0.12682+0.0274i,0.23581+0.11316i,0.31908+0.16579i,0.28381+0.10908i,0.17226+0.026791i,0.082015-0.027294i,0.036795-0.053271i,-0.0075815-0.040194i,-0.047982+0.0094738i,-0.05473+0.045183i,-0.052675+0.052395i,-0.047319+0.04664i,-0.011639+0.023947i,0.01985-0.0067827i,0.018221-0.026476i,0.01476-0.033967i
-0.050133-0.17669i,-0.21357-0.12198i,-0.30883-0.025627i,-0.25463+0.060422i,-0.064237+0.1133i,0.12513+0.066175i,0.15925-0.071546i,0.092419-0.24355i,0.017081-0.35685i,-0.064702-0.3089i,-0.12967-0.13646i,-0.12563+0.0025394i,-0.062164+0.013361i,-0.0022237-0.049762i,0.022781-0.085462i,0.028476-0.083049i,0.023629-0.084914i,0.013409-0.072091i,0.022239-0.025106i,0.044689+0.018601i,0.048059+0.022288i,0.020307-0.01434i,-0.020577-0.067018i
0.096452+0.20133i,0.17136+0.1522i,0.17603+0.093415i,0.13309+0.033389i,0.057767-0.053419i,-0.051974-0.080984i,-0.13055-0.051668i,-0.19733-0.024456i,-0.25146+0.024288i,-0.2354+0.077303i,-0.17675+0.089829i,-0.14048+0.093044i,-0.10568+0.11186i,-0.047454+0.08827i,-0.029804+0.027026i,-0.065094+0.010523i,-0.071903+0.040491i,-0.024279+0.057211i,0.036171+0.045383i,0.072182+0.025131i,0.070804+0.01098i,0.04123+0.0075895i,0.0070412+0.009962i
-0.12111-0.096232i,-0.12148-0.0047247i,-0.11725+0.054586i,-0.17138+0.095585i,-0.16174+0.17429i,0.012357+0.1855i,0.18249+0.12223i,0.22942+0.1724i,0.19939+0.31004i,0.14636+0.34055i,0.091857+0.24188i,0.038623+0.15077i,0.009489+0.12486i,-0.001459+0.11303i,-0.012551+0.09464i,-0.010884+0.089214i,0.016527+0.064832i,0.032685-0.01001i,0.0070862-0.080724i,-0.019813-0.084828i,-0.011961-0.054284i,0.0085848-0.03969i,0.018384-0.028974i
0.20188+0.025557i,0.19587-0.048058i,0.17717-0.0085842i,0.16722+0.10965i,0.085805+0.15616i,-0.058984+0.11261i,-0.14724+0.02243i,-0.10616-0.11453i,0.010106-0.22457i,0.08813-0.22555i,0.090826-0.16087i,0.070786-0.12711i,0.047051-0.12355i,0.035263-0.077318i,0.051665-0.003257i,0.073146+0.0318i,0.05629+0.031526i,0.0087879+0.041235i,-0.024079+0.062981i,-0.023929+0.05852i,-0.015538+0.032851i,-0.013767+0.014378i,-0.0061605-0.0091028i
-0.19989+0.029512i,-0.13251+0.017966i,-0.055742-0.059313i,0.020438-0.062723i,0.13812+0.037552i,0.1966+0.097787i,0.13916+0.10873i,0.011974+0.098736i,-0.09962+0.046088i,-0.12884-0.010008i,-0.11397-0.023887i,-0.12174+0.008392i,-0.11611+0.053073i,-0.063516+0.045678i,-0.013757-0.0037299i,0.0085892-0.031663i,0.032775-0.030032i,0.063189-0.019385i,0.080477-0.001136i,0.07224+0.014306i,0.047522+0.01194i,0.021151-0.00069824i,-0.0098395-0.004417i
0.10247-0.10828i,-0.034838-0.032303i,-0.082648+0.11393i,0.024158+0.092195i,0.095042-0.12278i,0.062965-0.25053i,0.06371-0.19662i,0.11171-0.064811i,0.083502+0.058036i,-0.009251+0.10443i,-0.071392+0.08977i,-0.080873+0.091332i,-0.053771+0.10907i,-0.020601+0.10608i,-0.001293+0.09044i,0.0068167+0.071923i,0.0041823+0.037766i,-0.00932-0.013911i,-0.019947-0.055776i,-0.014248-0.060149i,0.0034135-0.036559i,0.018639-0.012701i,0.024328+0.0038014i
-0.020206+0.20867i,0.13554+0.14731i,0.19714-0.010802i,0.030386-0.10311i,-0.22225-0.012926i,-0.31346+0.15114i,-0.22713+0.1864i,-0.10892+0.08895i,-0.009428+0.023802i,0.05675+0.033068i,0.08466+0.050549i,0.10268+0.03802i,0.10335+0.0014306i,0.087595-0.025237i,0.081143-0.035821i,0.077873-0.038937i,0.059548-0.026544i,0.031679-0.0046486i,0.007144+0.0068811i,-0.011974-0.00076324i,-0.031661-0.013105i,-0.044472-0.010849i,-0.036583-0.0048281i
-0.049747-0.20192i,-0.13896-0.11868i,-0.18187+0.015262i,-0.12631+0.14793i,0.043599+0.23153i,0.20769+0.16649i,0.20765+0.032422i,0.10004-0.028469i,0.029859-0.052211i,0.010332-0.063586i,0.0030835-0.044365i,-0.0052181-0.023004i,-0.0088607-0.011007i,-0.0036272-0.0096366i,-0.0014096-0.024211i,-0.003141-0.03964i,-0.0023869-0.039836i,-0.010141-0.025274i,-0.025217+0.0015168i,-0.026251+0.031599i,-0.0073995+0.049012i,0.011874+0.04646i,0.010269+0.033075i
0.16091+0.15615i,0.24069+0.048688i,0.28723-0.041987i,0.30304-0.11014i,0.22838-0.1957i,0.085389-0.19768i,0.0058039-0.12209i,-0.012593-0.064266i,-0.050088-0.018715i,-0.065777+0.014323i,-0.044902+0.0056346i,-0.035998-0.010075i,-0.03781-0.0052513i,-0.030158-0.0030483i,-0.027333-0.0088587i,-0.035557-0.010972i,-0.029174-0.012386i,0.0010634-0.014687i,0.030656-0.015341i,0.039983-0.016006i,0.039305-0.016115i,0.044652-0.015853i,0.05225-0.014076i
-0.23297-0.10896i,-0.26563-0.074324i,-0.28981-0.096327i,-0.31781-0.078961i,-0.24891+0.025577i,-0.093879+0.061351i,0.00097121+0.023308i,0.022111+0.015122i,0.031739+0.015809i,0.0097211-0.0079244i,-0.034082-0.016409i,-0.053351-0.0036241i,-0.046896+0.01035i,-0.041577+0.023537i,-0.040877+0.041085i,-0.033086+0.054084i,-0.026228+0.04838i,-0.025471+0.025708i,-0.022669+0.0009694i,-0.016163-0.014304i,-0.015971-0.026955i,-0.029198-0.04104i,-0.043737-0.045737i
0.19846+0.0020546i,0.11719+0.026596i,0.076255+0.14254i,0.13936+0.16571i,0.11814+0.017809i,-0.049211-0.095929i,-0.15791-0.075748i,-0.11073-0.028556i,-0.022272-0.00043016i,0.028926+0.032812i,0.055632+0.05336i,0.067695+0.04664i,0.062346+0.025874i,0.052017+0.015827i,0.054152+0.02326i,0.063448+0.034283i,0.060291+0.036972i,0.039439+0.034542i,0.015737+0.034962i,0.0032844+0.034229i,-0.0023422+0.035203i,-0.0063086+0.044604i,-0.0043348+0.04814i
