-0.00093788+0.0013884i,0.00043302+0.00049441i,-0.0011863-2.8714e-06i,-0.0017548+9.8369e-05i,-0.00091107+0.00055711i,-0.00064386+0.0022689i,-0.00067873+0.0042279i,-0.00046758+0.003375i,0.00038578+0.0011725i,0.0014426-0.00029024i,0.0018512-0.00065074i,0.0008588-0.001016i,-0.00055074-0.00011444i,-0.00067906+0.00081864i,-0.00086576-9.5073e-06i,-0.00084509-0.00078398i,-3.4134e-05-0.00052489i,-0.00014021+3.4041e-06i,-0.00042302-0.0001797i,0.00018151-0.0007581i,0.0006134-0.0010708i,0.00027867-0.0012291i,-0.0005663-0.00067378i
0.0011411-0.0026203i,0.00099119-0.0023497i,0.0019313-0.0034811i,0.0024336-0.0042714i,0.0018828-0.0036773i,0.0016493-0.0014693i,0.0014464+0.00071454i,0.00077592+0.0012229i,0.00017276+0.00061049i,-0.00052067-3.8613e-05i,-0.0010087-0.00046195i,-0.00032493-0.00089593i,-9.9351e-05-0.00068803i,-0.00040621-1.0067e-05i,0.00020478+0.00059909i,0.00076344+8.8309e-05i,0.00029367-0.00037923i,-0.00020858-0.00023154i,-0.00026183-3.5515e-05i,0.00034224+0.0002118i,0.00075517-5.3408e-05i,0.00070535-0.00023395i,0.00031247+2.9243e-05i
-0.002135-0.00016631i,-0.0014693-8.1978e-05i,-0.0015079+0.0014786i,-0.0012779+0.0027979i,-0.00079533+0.00066278i,0.00022622-0.00093836i,0.00028804-0.00037586i,-0.00032839+0.00040045i,0.00045457+0.001309i,0.0014161+0.001103i,0.0017751+0.0007087i,0.00080421+0.00079067i,-3.9929e-05+0.00020021i,0.0001284-0.00055836i,4.3607e-05-0.0007261i,-2.9681e-05-0.00059427i,0.0002557-0.00021966i,0.00050778+0.00023905i,0.00053806-0.00033518i,0.00027132-0.00087799i,-0.0005371-0.00016283i,-0.00093914+3.986e-05i,-0.00040126-0.00091035i
0.0010461-0.0011848i,0.0020127-0.00049625i,0.0028903-0.00060679i,0.0031815-0.0010708i,0.002889-0.0015436i,0.0016691-0.001434i,0.00073594-0.00013136i,0.00070077+0.00086745i,0.00049026+0.000581i,0.00048683+0.0005951i,0.00060484+0.00042523i,0.00035026-0.00038305i,0.00039686-0.0005484i,0.00075468-0.00055777i,0.00026709-0.00025723i,4.997e-05-0.00021091i,0.00079739+0.00012202i,0.00059885-0.0001042i,0.00033866-0.00026868i,0.00035456+0.00039899i,0.00069098+0.00037693i,0.00062548-0.00030284i,-0.00017679-0.00026488i
0.00033032+0.00020295i,0.0013959-0.00043342i,0.001307+0.00011535i,0.00083114-4.1248e-05i,0.00048457-0.0010551i,0.0004971-0.00083446i,0.00084582-0.00071208i,0.00063175-0.00083639i,-0.00019508+7.8549e-05i,-0.00077386-0.00023889i,-0.00024038-0.00084774i,0.00066411+0.00015179i,0.00055328+0.00077821i,-0.00030031+0.00030794i,-0.00035002-0.00037378i,4.6312e-05-0.0011886i,0.00018141-0.0014233i,0.00021956-0.00043166i,7.6014e-05+0.00067093i,7.9539e-05+0.00037023i,-0.00019207+0.00078704i,-0.00052585+0.00097268i,-0.00015771+0.00027354i
0.00083486+0.00050458i,0.0003327-0.00070651i,0.0011492+0.00029466i,0.00077969+0.00073453i,0.0010822-0.00085836i,0.00133-0.0018702i,0.00097413-0.00080726i,0.0017503+0.00066698i,0.0015755+0.0014581i,0.001635+0.0013222i,0.001812+0.0012021i,0.00059034+0.00085222i,0.00037244+1.9788e-05i,0.00041059+0.00043574i,3.8481e-05+0.00079659i,-0.00027762+0.00055452i,-0.00017964-8.349e-05i,0.00017164+1.3894e-05i,0.00012667+0.00039455i,-0.00070437+0.00021739i,-0.00064881+0.00014343i,8.9124e-05+0.00029752i,-0.00010948-0.00069118i
0.00043319+0.0010853i,0.000488+0.0014308i,0.0012097+0.0013811i,0.0012003-0.00036799i,0.00056318-0.0017271i,0.00087605-0.0010389i,0.00058737+1.643e-05i,0.00021118+0.00069605i,-0.00070067+0.00079332i,-0.00096356+0.00032491i,-0.00054236+0.00011148i,-0.0005577-0.00020495i,-0.00054083-0.00024018i,7.7226e-05-7.8434e-05i,0.00038331-0.00059751i,-0.00086023-0.00067859i,-0.00089303-0.00013477i,-0.00030181-0.00025836i,5.7337e-05-0.00024931i,0.00059843+0.00035495i,0.0001009+0.0003634i,-0.00047348-0.00012066i,-0.00057358-0.00043192i
0.0013189+0.0014228i,0.001964+0.0017906i,0.0022329+0.001353i,0.0026996+0.0012002i,0.0026502+0.00038797i,0.0019392-6.2279e-05i,0.0010913+0.00052072i,0.00020688+0.00097891i,0.00012871+0.0015193i,0.00027794+0.0010703i,0.00014842-0.00062376i,0.00057771-0.001026i,0.00028182-0.00049829i,-0.00016564-0.00047127i,0.0001446-0.00039801i,0.0001539+7.4366e-06i,0.00071937-0.00040898i,0.00097015-0.00092183i,0.00043029-0.0013608i,0.00015385-0.00089303i,0.00021812-0.00037452i,0.0007324-0.00061485i,0.00052049-0.00060289i
0.0013655-0.00017351i,0.001898+0.00019175i,0.0026662+0.00010162i,0.0036227-0.00029204i,0.0024801-0.0014743i,0.00071074-0.0015764i,0.0006327-0.00080139i,0.0013132-0.00053332i,0.0012664+0.00025758i,0.0013174+0.00073742i,0.0016633+0.00036808i,0.0013598-0.00033301i,0.00057959-0.00063874i,-0.00027889+8.1841e-06i,-0.00061086+0.00015904i,-0.00058056-0.00012478i,-0.00040021-0.00059985i,-0.000147-0.00086153i,-0.00023789-0.00057567i,3.8716e-05-4.2844e-05i,0.00053896+0.00013714i,0.00034702+0.00033839i,0.00026768+0.00077184i
-0.0025584+0.0008668i,-0.0026081+0.0007895i,-0.0028025+0.00011673i,-0.00092369-0.00020506i,0.0011014+0.00029594i,0.00094379+0.00083548i,0.00026557+0.00090473i,0.00026283+0.00095736i,-0.00027904+0.00089088i,-0.00060127+0.0010182i,-0.00079842+0.0012687i,-0.0010277+0.0010112i,-0.00045158+0.00065669i,0.00088187-7.9544e-05i,0.00095639-0.00012945i,0.00043589+0.00018998i,2.952e-05+0.00018765i,-0.00045547+1.1018e-05i,-0.00016852-0.00048596i,-0.00020912-0.00044372i,-0.00060995-0.00068676i,-0.00044839-0.00098633i,-0.00044628-0.00057821i
0.00099919+0.0005837i,0.00094628+0.00094675i,0.00077391+0.001921i,0.0012272+0.0019295i,0.001759+0.00010774i,0.0012578-0.001016i,0.00038124-0.0001982i,0.00062187+0.00039029i,0.00085875+0.00064944i,-3.9678e-05+0.0006795i,-0.00063137-0.00053618i,-0.00035663-0.0012422i,3.8048e-05-0.00057252i,0.00034335+0.00057707i,0.00054862+0.0012272i,-0.00027707+0.00071577i,-0.0010705-2.289e-05i,-0.00048518+0.00017233i,0.00082847+0.00034553i,0.00049893-6.8598e-05i,-0.00022393-5.7523e-05i,-0.00020644-1.7217e-05i,-0.00021633+1.1756e-05i
-0.0010614+5.8952e-05i,-0.00023587+0.00027197i,0.00080726-0.00017148i,0.0020697-0.001272i,0.0019729-0.0010485i,0.00072552-0.00043781i,0.00025749+0.00027406i,0.00061826+0.00062694i,0.00079816+0.00093963i,0.0011998+0.00024883i,0.00085677-0.00075893i,8.8707e-05-0.00069848i,-0.00015667-0.00028287i,0.00023279+0.0002325i,0.00038847+0.00065514i,-4.7308e-05+0.00029074i,1.2524e-05-0.0004214i,0.00017279-0.00032222i,2.5957e-05+0.00014892i,3.6277e-05-0.00030905i,0.00030964-0.00087334i,0.000611-0.00051611i,0.00068249+6.3711e-05i
0.0011512+0.00186i,0.0018561+0.0012357i,0.001999+0.0013309i,0.0013153-0.00013625i,0.00073418-0.0015632i,0.00035993-0.0014527i,0.00060837-0.00050459i,0.00011785+0.00062807i,-0.00012169+0.00068027i,0.00015268-0.00041614i,0.00029364-0.00025851i,-0.00038528-0.00011527i,-0.00078999-0.00055021i,-0.00055612+0.00018621i,-0.00015192+0.00067679i,0.00023884-0.00048116i,0.001143-0.0014806i,0.0016644-0.00089572i,0.00056662-0.00069811i,-0.00028804-0.00079287i,-0.00046018-0.00071442i,-0.00070019-0.00080962i,-0.00071308-0.00093674i
-0.00027555-0.0004445i,-0.00048061-0.001359i,7.5406e-05-0.00057931i,0.0014297+0.001066i,0.0012621+0.00054812i,0.00086614-0.00095443i,0.00021423-0.00041451i,-0.00022856+0.00092257i,-0.00041452+0.0011152i,-0.00032233+0.00012052i,-0.00034282-0.00015579i,-0.0014551-0.00021354i,-0.0014067-0.00058048i,-0.00076724+1.5817e-05i,-0.00071898+0.00031725i,-0.00049921+0.00034544i,-0.00048856-4.0828e-05i,-0.00029301-0.00029269i,0.00040019-0.00058791i,0.00055452-0.00052168i,0.0006554+0.00050385i,0.0002745-4.1187e-05i,-0.00025327-0.00074354i
-0.0012762+0.0020411i,-0.0030262+0.002412i,-0.0011182+0.0026595i,0.00059862+0.00233i,0.0010544+0.0018705i,0.0011899+0.0011398i,0.00073872+0.00054203i,0.00040725-0.00031687i,0.0005312-0.00074724i,0.00044669+5.6075e-05i,0.00010994+0.00032431i,8.7889e-05-0.00032677i,-6.4985e-05+8.381e-05i,-0.00036506+0.00068457i,-0.00028971+0.00030188i,-9.817e-05+0.00022068i,8.4073e-06+0.00018771i,-8.2783e-05-2.802e-05i,8.9195e-05-0.00067714i,-0.00017835-0.00028247i,-0.00063713+0.0005175i,-0.00073573+0.0004762i,-0.00035019+0.0003349i
-0.0006231+0.0011354i,-0.00063003+0.0016372i,0.00020512+0.0019908i,0.00062226+0.0008714i,0.0011301+7.3168e-05i,0.0017188+3.1603e-05i,0.0011165+0.00075514i,0.00028316+0.0011401i,0.00038141+0.00061629i,0.00092811+0.00021712i,0.001146+0.00073664i,2.3203e-05+0.0011834i,-0.00078185+0.00073982i,0.00036979-0.00049813i,0.00089636-0.00093836i,0.0010889-0.00060787i,0.0013883+0.00020525i,0.00063926+0.00084119i,-8.8653e-06+0.0001543i,3.8565e-05-0.00044634i,0.00015508-0.00033093i,-0.00011643-0.00041642i,0.00015645+9.9848e-06i
-0.00082094-2.5262e-05i,0.00045037+9.6003e-05i,0.00091072+0.00091135i,0.00065882+0.00075249i,0.00089403-0.0010021i,0.0012347-0.0014419i,0.0014133-0.00028041i,0.00076853+0.00071656i,0.00073027+0.001017i,0.0011355+0.00058199i,0.00097151-0.00027729i,0.0005144-0.00084858i,0.0006135-0.0005957i,0.0005116+0.00020761i,-3.3492e-05+0.00049077i,-0.00016942+0.00036306i,0.00032908-0.00099391i,-0.00022714-0.0023664i,-9.6792e-05-0.0013373i,0.00049283+0.00033104i,0.00011663+0.000758i,-0.00064864+6.9308e-05i,-0.00076362-0.00045092i
-0.001845-0.0018378i,-0.00092623-0.0021382i,-0.00014539-0.0022713i,0.00032233-0.00088757i,-0.0001445-0.00034881i,-0.00028462+0.00056429i,-0.00028012+0.0013725i,-0.00030882+0.0013033i,-0.00038289+0.00041269i,0.00037195-0.0010059i,0.0010792-0.0006799i,0.00040347-2.8011e-05i,-0.00084988+0.00037321i,-0.0010617-0.00013492i,-0.00035004-0.00086952i,3.4278e-06-0.00051061i,0.00025567-0.0002207i,0.00013395-0.00045638i,-0.00075003-5.3646e-05i,-0.0012725+0.00070171i,-0.00060084+0.0010445i,-9.123e-05+0.00017114i,-0.00019156-0.0007022i
0.00026011-0.0013207i,0.00029916-0.0019083i,0.0010271-0.0012633i,0.0024325+7.7517e-05i,0.0025721+0.00020485i,0.0020757+0.00018746i,0.0014594+0.00056748i,0.00085414+0.0006713i,0.00048497+0.00048631i,0.0007406+0.00015879i,0.0010221-0.00040105i,4.0496e-05-1.6274e-05i,-0.00022395+0.00069787i,-0.000278+0.00027712i,1.8085e-05-0.00040604i,0.00034596-0.00035002i,-0.00027678+0.00027161i,-0.00056865+0.00088522i,-0.00033487+0.00069948i,0.00024484-0.0001661i,-1.4272e-05-0.00028214i,-0.00057443-0.00019785i,-0.0005041-0.00095593i
0.00070406-0.0018223i,0.00086181-0.0012988i,0.0014726-0.0018122i,0.0017587-0.0010994i,0.0017762-0.00066384i,0.0011435-0.00036574i,0.00042335-0.00014393i,2.9825e-05-0.0004796i,3.5971e-05-8.8058e-05i,-0.00034511-5.1742e-05i,-0.00023161-0.00042345i,-0.00036617-0.00041411i,-0.0010055-0.00014605i,-0.0012421+0.00014598i,-0.00072944+5.083e-05i,0.00013516+8.2332e-05i,0.00033545+0.00043602i,0.0001057+6.6185e-05i,6.143e-05-0.00065809i,-0.00029173-0.00031485i,-0.00024222+0.00031771i,-0.0005044+0.00032046i,-0.00094213+0.00018213i
-0.0031264+0.00030682i,-0.0023597+0.00071533i,-0.0027154+0.00065659i,-0.0011857+0.0010043i,-6.201e-05+0.00098425i,-0.00073156+0.00078139i,-0.00060679+0.0011868i,-0.00024429+0.0016755i,-0.00041259+0.0013077i,-9.0297e-05+0.00079781i,0.00075328+3.3757e-05i,0.00072963-0.00028906i,4.7856e-05+0.00023487i,-0.00039339+0.001261i,-0.00033598+0.00095102i,0.00075039-9.4e-05i,0.001469-5.8379e-05i,0.00056289+0.00021822i,0.00030451-0.00013613i,0.0009975-0.00082477i,0.0011845-0.00045041i,0.00059+7.3513e-05i,8.5882e-05-4.8843e-05i
0.0020816+0.00067603i,0.0016472+0.00078706i,0.0015718+0.0020962i,0.0020357+0.00091798i,0.0024573-0.00098557i,0.0020839-0.0016891i,0.00096797-0.001213i,0.00064817+0.0002735i,-6.3814e-05+0.00073002i,-0.00037081-0.00010408i,0.00032088-0.00054003i,0.00048739-0.00052179i,0.00041552-0.0003735i,0.00021526-0.00049317i,-0.0003708-0.00062849i,-0.00049889-0.00077725i,0.00024156-0.00037012i,0.0007921+0.00037488i,0.00059718+0.00022265i,8.8987e-06-0.00043623i,-0.00027442-0.00053322i,-0.00058137-0.00020459i,0.00026974-0.00052469i
-0.00014755+0.00031989i,0.00118+0.00050202i,0.0021935+0.00073972i,0.0025776+0.00077267i,0.0020398-0.00050467i,0.00093654-0.0014254i,0.00068202+0.00022677i,8.8675e-05+0.0015661i,-0.00048185+0.00057346i,-0.00017239-0.00010674i,-9.2662e-05-0.00082638i,-0.00013551-0.00053393i,0.00020732+0.00060174i,0.00036811+0.00041101i,0.00079812-0.00037552i,0.0006323-1.4888e-05i,1.8795e-05+7.4452e-05i,-0.00063008-0.0006137i,-0.001021-0.00068239i,-0.0011263-5.1898e-05i,-0.0021325-0.00043237i,-0.0018173-0.0011602i,-0.00063738-0.0004903i
0.00012237+0.0025729i,-0.00049614+0.0023377i,-0.00017132+0.0021835i,0.00085617+0.00067189i,0.0011945-0.001268i,-1.2877e-05-0.0021117i,-0.00023418-0.0012138i,-0.00037942+9.751e-05i,-0.0010406+0.0003806i,-0.00015428-6.4209e-05i,0.00071789-0.00065203i,0.00077794-0.00072064i,0.00020702-0.00074535i,-5.3788e-06-0.001295i,3.9058e-05-0.00084076i,0.00028601+0.00029768i,0.00052012+0.00056663i,0.0001151-7.5349e-05i,0.00062771-0.00030723i,0.00070731-7.2646e-05i,-1.2169e-05-0.00017471i,0.00065719-3.7474e-05i,0.0012643-0.00031604i
0.0027632+0.00059229i,0.0026155+0.00056222i,0.002425+0.0010706i,0.0032108+0.00088948i,0.0032823-0.00094487i,0.0018487-0.00081965i,0.001316+0.0008925i,0.0011065+0.0005706i,0.00088582-6.5652e-05i,0.0011853+5.5327e-05i,0.00093213-9.6337e-05i,0.00017016-0.00022013i,-0.0005313-0.00032314i,-0.00040126-0.00068967i,0.00090991-0.00050109i,0.0010002-0.00012975i,0.00095363-0.00042558i,0.0012911-0.00062356i,0.00081216-0.00037709i,-0.00015171-0.00027818i,-0.00064989-5.5101e-05i,-0.00074892+7.6265e-05i,-0.00053481+0.00053872i
0.002982-0.0010079i,0.0028504-0.00039064i,0.0026425+0.00019555i,0.0027622-0.00052275i,0.001581-0.0016583i,0.0001807-0.0012995i,0.00040446-8.1706e-05i,0.00033666+0.00074062i,-0.00022973+0.0012589i,9.2116e-05+0.0010511i,0.00027776+0.0004478i,2.4604e-05-0.00013991i,-2.3576e-05-0.00090323i,-0.00040448-0.00044082i,-0.0011382+0.00022128i,-0.00038957-0.00052195i,0.00022364-0.0010055i,-0.00010042-0.00093434i,-0.00013763-0.000761i,-4.9931e-05-0.00043316i,-0.00069544-0.00044439i,-0.00075525-0.00010609i,0.00067934-0.0003168i
0.0014473-0.0024798i,0.0013219-0.001846i,0.0021285-0.002361i,0.0025555-0.001698i,0.0015995-0.0006593i,0.00093248-0.00024835i,0.00058718+0.00088091i,0.00056371+0.0016336i,0.00040241+0.00090853i,0.00014294+0.00011895i,2.5355e-05-0.00019699i,-0.00040906-0.00065021i,-0.00089907-0.00060759i,-0.00092544-0.00036047i,-0.00034531-0.00035704i,0.00038343-0.00042444i,0.00060519-8.1798e-05i,-0.00017763+5.0173e-05i,-0.00019881-0.00039698i,0.00032634-0.00043218i,0.00023753-0.00035069i,0.00012019-0.00028103i,0.0011108-0.00014718i
-0.00072116-0.0012275i,1.524e-06-0.0011152i,-9.9342e-05-0.001568i,3.7261e-06-0.0011696i,0.00089147-0.001089i,0.00052497-0.00075993i,0.00067371-0.00034261i,0.0012293+0.00030422i,-0.00015268+0.00089467i,-0.00018593+0.0006783i,0.00030864+0.0002216i,-0.00058661+4.2122e-05i,-0.0015094-0.00020742i,-0.0011658-0.000254i,-4.5051e-05-9.8114e-05i,0.00077036-8.5477e-05i,0.0012069+0.00026374i,0.0013538+0.00075771i,0.00077147+0.00078157i,0.00030359+0.00043021i,-0.00024171+0.00011209i,-0.0006318+0.00019743i,-1.9714e-05+0.00028847i
-0.0002107+5.3644e-05i,-0.00024022-0.00027337i,-0.00019678+0.00089445i,-8.6049e-05+0.0013069i,0.00066616-1.368e-05i,0.0017492-0.00022824i,0.0010771+0.00048202i,-0.00016119+0.00093049i,-0.00034137+0.0010344i,-6.0872e-05+0.00026694i,-0.00011014+0.00027131i,-0.00095392-0.00017938i,-0.0010424-0.001213i,-0.00027772-0.00047169i,-1.7157e-05-0.00016287i,0.00063428-0.00066244i,0.00082625-0.00043766i,-0.00022778-0.00032613i,-0.00034052+0.00018262i,0.00016547+0.00045351i,-0.00019387-0.0003001i,0.00048048-0.00072993i,0.00094491-0.0010482i
0.00062696+1.2376e-05i,0.0012889-0.00047705i,0.0025573-0.00023631i,0.0021923-0.00047775i,0.0010786-0.0011153i,0.00019275-0.00053306i,0.00027529+0.00074137i,0.00017996+0.00081173i,-0.00043108+0.00012629i,-0.00032385-0.00060221i,4.3562e-05-0.001325i,0.00015297-0.0012879i,0.00039539-0.00033602i,0.00034771+0.00046103i,-0.00029812+6.826e-05i,-0.0001006-0.0012432i,0.00077364-0.00091061i,0.0015163+0.00059251i,0.0013426+0.00029249i,0.00022634-3.9707e-05i,0.00021347+0.0010474i,0.00010391+0.00040471i,-0.00034475-0.0003557i
-0.0011387-0.0010723i,-0.0013517-0.0010353i,-0.0013928-0.00062007i,-0.00018065-0.00036809i,0.00059399-0.00098335i,0.00051223-0.00014063i,0.00010993+9.6382e-05i,0.00047664+0.00035247i,0.00058781+0.0008938i,4.8128e-05+0.00093659i,-0.0007274+0.00089851i,-0.00073539+0.00032132i,-0.00012785+7.5163e-05i,0.00014087-0.00020491i,0.00073549-0.00045088i,0.00042567-0.00028433i,-0.00049873-0.00027858i,-0.0006545-0.00039926i,-0.00036361-0.00080444i,4.2981e-06-0.0010191i,-6.5691e-05-0.00087166i,-0.00046137-0.00030213i,-0.00032996-2.1836e-05i
-0.00058846+0.001322i,-0.0010405+0.00084335i,-0.00011311+0.0017169i,0.00087801+0.0012688i,0.0016162+9.854e-05i,0.0017538-9.3338e-06i,0.0002808+0.0007325i,-0.00048851+0.0011336i,-0.00045357+0.0008569i,0.0001253+0.00070965i,0.00030191+0.00021289i,-1.6591e-05+0.00015998i,0.00059908+0.00054673i,0.001303-0.00018241i,0.00081024+0.00022267i,0.00035326+0.00083105i,0.00047127-0.00014902i,0.00044306-0.00076879i,0.00014676-0.00054809i,-5.9722e-05+0.00074932i,-0.00019126+0.0015231i,0.00025962+0.00040486i,0.00016661-0.00024731i
0.0022501-0.00026816i,0.0026474+2.743e-05i,0.003103+0.00062463i,0.0031378+4.084e-05i,0.0021782-0.0015443i,0.0012826-0.0021891i,0.0014139-0.0013327i,0.0013505-0.0010566i,0.00059612-0.0012638i,0.00031201-0.00095317i,-0.00057673-0.0011962i,-0.00041016-0.0012453i,0.00026662-0.00035824i,3.3864e-05+0.000137i,0.00015291-0.00017996i,0.0001765-0.00033988i,6.1584e-05-2.0535e-05i,-3.7841e-05+0.00014054i,-0.00073311-8.4734e-05i,-0.00077464-3.3316e-05i,0.00011419+6.0859e-05i,0.00075587+0.00038757i,0.00096166-6.4493e-05i
-0.00029866-0.0002347i,0.0014653-0.00077305i,0.0025301-0.00044221i,0.0024292-0.00030745i,0.0018263-0.0010567i,0.00032263-0.00058404i,-0.00032605+0.0011164i,3.6653e-05+0.00099295i,-0.00039481-0.00027305i,-0.00049149-0.00091063i,0.00049805-0.00097012i,0.00047222+6.0941e-05i,-0.00037389+0.00046906i,8.4479e-05+0.00058863i,0.00044263+6.9939e-05i,0.00013872-7.6316e-05i,0.00025524+0.00046135i,0.00019407+0.00012005i,-0.00013689-0.00026995i,0.00017411-0.00053586i,0.00033434-0.00048028i,0.00025225-0.00028219i,0.0009377-3.904e-05i
-0.00076945-0.0013487i,-0.00041367-0.0012345i,0.00017822-0.0013137i,0.00051402-0.0010841i,0.00061063-0.00068118i,0.00051283-0.0003035i,0.00064691-5.0177e-05i,0.00046163+0.00040528i,-0.00024276+0.00038298i,-0.0005219+0.0004675i,-0.00010755+0.00020798i,-0.00045693-0.00050269i,-0.00070653-0.0002598i,-0.00032454-4.3806e-05i,-0.00025343+0.00023622i,-0.00073791-3.7505e-05i,-0.00020016-0.00042977i,8.3017e-06-3.752e-06i,-0.00029818-0.00037677i,-0.0002052-0.0015749i,-0.00033711-0.0021657i,-0.00011943-0.0014266i,8.6997e-05-0.00032719i
-8.6796e-05+0.00077803i,0.00014201+0.0013988i,0.0017096+0.00065534i,0.0019834-4.4647e-05i,0.001365-0.00059561i,0.00071837-0.00083138i,0.00077522-0.00023071i,0.00040422+0.00069661i,-0.00039102+0.00074073i,-0.00037847+0.00020202i,-0.00017898-0.00078091i,-0.0005574-0.0015148i,-0.00017416-0.00064723i,0.00085683-3.028e-05i,0.00068625-0.00046138i,0.00037852-0.00012969i,0.00083023-5.6577e-05i,0.00044366-0.00042855i,-0.00045392+0.00040921i,-0.00077581+0.00065517i,-0.00021131+0.00050978i,0.00040036-4.3672e-05i,0.00045278-0.0007157i
0.0038489+0.0026728i,0.0033523+0.0029936i,0.0036405+0.0030525i,0.0039229+0.0016509i,0.0032041-0.00091317i,0.0019915-0.0018955i,0.0010864-0.0012269i,0.00074502+1.666e-05i,0.00052951+0.00078203i,0.00036481+0.00046263i,0.00074155-0.00098639i,0.00093098-0.0012785i,0.00070452-0.00033446i,0.00093072-0.00022899i,0.00059703-0.00025674i,0.00017003-0.00026094i,0.00032869-0.00074336i,0.00037691-0.00066012i,0.00047177-0.00022208i,0.00029921-0.00063446i,4.4903e-05-0.00091124i,-0.00024381-0.00049259i,-0.0001674-0.00028299i
-0.00036147+0.00037399i,0.00069072+0.0018735i,0.0011396+0.00041444i,0.0021024-0.00087641i,0.0020214-0.00057156i,0.00033783-0.00092051i,-0.00013808-0.00034387i,-7.6346e-07-8.1524e-05i,-0.00032813-0.00017922i,-8.6881e-05+0.00086587i,-0.00016144+0.00075535i,-0.0005809-0.00020731i,-0.00028203-5.4386e-05i,0.00045047-8.6287e-05i,0.00061438-0.00033166i,0.00043705+9.0673e-05i,0.00047874+0.00033358i,0.0001892+8.8534e-05i,-0.00016206-0.00058003i,0.0001727-0.0010041i,0.00067562-0.00032069i,0.00047522+0.0001339i,0.00020175-0.00027085i
-0.0017824+0.0022692i,-0.0014015+0.0018429i,-0.00091978+0.0013248i,0.00078264+0.00082493i,0.0012646+0.00052742i,0.0006983+0.00063692i,0.00079286+0.00074449i,-6.1955e-05+0.00094876i,-0.000636+0.00076424i,-0.0003344+0.00053848i,-4.1605e-05-7.3084e-05i,0.00022795-0.00041801i,0.00084023+0.00037173i,0.0010146+0.00011044i,0.00048681-0.00039396i,-0.00033448-0.00025807i,-0.00038635-0.00054004i,-0.00012992-0.00044751i,-0.0001163+4.7137e-05i,-7.8237e-05+0.0003177i,-0.00025179+0.0002831i,0.00037629+0.00067066i,0.00028318+0.0011502i
-1.2028e-05-0.0027689i,0.00058039-0.0023916i,0.00052547-0.0018773i,0.00050995-0.00035294i,0.0010368+9.8345e-05i,0.0010307-0.00025883i,0.00031508-0.00018042i,0.00019737-0.00047377i,0.00032796-0.00098076i,0.00019601-0.00054115i,0.00035362-0.00011758i,7.4814e-05+0.00014423i,-7.8165e-05-0.0001377i,0.00026633-8.5046e-05i,0.0004725+0.00061541i,0.00040484+0.00035355i,0.00031926+0.00057334i,0.00014603+0.00076972i,-4.8543e-05-0.00025814i,0.00022313-0.00087727i,3.8708e-05-0.00016903i,-0.00025572+0.00060662i,-0.00012228+0.00079527i
0.0026379-0.001076i,0.0015271-0.0011318i,0.00075798-0.0020198i,0.0011991-0.0020904i,0.0014399-0.0016999i,0.00062994+2.8704e-05i,0.00016657+0.001009i,-0.00010251+0.00062349i,-0.00069049+3.9895e-05i,-0.00064953-2.2791e-05i,-0.00027351+0.00034994i,-0.00013574+0.00021963i,-8.2528e-05-4.2948e-05i,4.7408e-05-0.00010137i,0.00066083+2.5011e-05i,0.00089587+0.0007553i,0.00026792+0.00048791i,-0.0001394-0.00013594i,-0.00020296-0.00023246i,-9.417e-05-7.6617e-05i,0.00043876+0.00024291i,-0.00013524+0.00041962i,-0.00070451+0.00080135i
0.0025035-0.0016566i,0.0029617-0.001041i,0.0041248-0.0016793i,0.0036014-0.0024882i,0.0019658-0.0020384i,0.00067412-0.001439i,0.00016556-0.00038232i,0.00035352+0.00086445i,0.00057166+0.00073155i,0.00045733+0.00028799i,0.00036611-0.00018125i,0.0001575-0.00082382i,3.5952e-05-0.00090381i,0.00043439-0.00061513i,0.00026848-0.00023352i,-0.00035179-0.00032966i,0.00015057-0.00099668i,0.0009046-0.00050106i,0.00059371+0.00025659i,0.00029595+0.00067937i,4.2621e-05+0.0010347i,-7.3832e-05+0.00033233i,-0.00043348+0.00011337i
0.00077943+0.00036716i,0.0010254+0.0011938i,0.0013339+0.00013541i,0.0015084-0.0009145i,0.0020107-0.00099487i,0.0010601-0.00021201i,0.00049607+0.00042447i,0.0016152+0.0003251i,0.0013399+0.00040344i,0.00032826+0.00047576i,0.00026039-8.3039e-05i,6.534e-05-0.0001982i,-0.00038665+0.00039603i,-0.00040378+0.00060101i,-8.108e-05+0.00063173i,-0.00015325+0.00048359i,-0.00054581+0.00016323i,-0.00082477+0.00030981i,-0.00059447-0.00011971i,-0.00071755+0.00051232i,-0.0012527+0.0007926i,-0.00061231-0.00041307i,-0.00017238-0.0006608i
0.00081851+0.0013497i,0.00058619+0.0021457i,0.0026371+0.0031312i,0.0034503+0.0026189i,0.0028004+0.00098001i,0.0018973-0.00040123i,0.00050312-0.00011388i,-0.00098112+0.00074777i,-0.0013108+0.00063665i,2.5139e-05-3.4387e-05i,0.00065839-0.00048551i,2.7027e-05-0.00084081i,-0.00048519-0.00096157i,0.00036451-0.00050527i,0.0008252-4.3564e-06i,0.00088996-0.00031271i,0.0014529-0.00093208i,0.0011574-0.0010545i,0.00042921-0.00075946i,0.00030058-0.00058112i,0.00041448-0.00049656i,0.00043809-0.00087758i,0.00073219-0.00071751i
