-0.00093788+0.0013884i,0.00043302+0.00049441i,-0.0011863-2.8714e-06i,-0.0017548+9.8369e-05i,-0.00091107+0.00055711i,-0.00064386+0.0022689i,-0.00067873+0.0042279i,-0.00046758+0.003375i,0.00038578+0.0011725i,0.0014426-0.00029024i,0.0018512-0.00065074i,0.0008588-0.001016i,-0.00055074-0.00011444i,-0.00067906+0.00081864i,-0.00086576-9.5073e-06i,-0.00084509-0.00078398i,-3.4134e-05-0.00052489i,-0.00014021+3.4041e-06i,-0.00042302-0.0001797i,0.00018151-0.0007581i,0.0006134-0.0010708i,0.00027867-0.0012291i,-0.0005663-0.00067378i
0.098894-0.15298i,0.13436-0.26533i,0.07729-0.25594i,0.021016-0.092672i,0.083786+0.081144i,0.14883+0.14654i,0.098846+0.13928i,0.017395+0.10426i,-0.021585+0.040088i,-0.02405-0.016284i,-0.015746-0.037451i,-0.0085703-0.034217i,-0.003121-0.018955i,0.0051158+0.0016701i,0.018111+0.0087475i,0.013918-0.0091004i,-0.0099883-0.02139i,-0.019111-0.0068195i,-0.002136+0.012584i,0.016707+0.018036i,0.021018+0.021086i,0.018227+0.031602i,0.015981+0.037732i
0.01212+0.18817i,0.034965+0.33566i,0.032332+0.41059i,0.0342+0.38343i,0.088107+0.26812i,0.16079+0.083615i,0.1589-0.055733i,0.082283-0.033597i,0.027768+0.051206i,0.0095338+0.066084i,-0.0049934+0.050993i,-0.0096159+0.045762i,-0.0073212+0.031924i,-0.0091225+0.01294i,-0.0089934+0.012116i,0.001706+0.036646i,0.021491+0.05416i,0.036844+0.039176i,0.038698+0.011564i,0.031776-0.010866i,0.024214-0.025431i,0.021407-0.029948i,0.027587-0.027298i
-0.12466-0.14558i,-0.24969-0.2361i,-0.2806-0.24317i,-0.19887-0.21862i,-0.13821-0.23088i,-0.16309-0.20553i,-0.16286-0.11054i,-0.057701-0.054724i,0.038353-0.052913i,0.039835-0.037739i,0.023395-0.015615i,0.029097-0.020963i,0.029072-0.034814i,0.024416-0.031925i,0.0209-0.028662i,0.01289-0.036435i,0.0011053-0.04079i,-0.01549-0.033919i,-0.028117-0.022781i,-0.024764-0.013589i,-0.017746-0.0095937i,-0.021589-0.0068296i,-0.028806-0.0061051i
0.18053+0.015765i,0.31277+0.03709i,0.31232+0.10256i,0.22013+0.22226i,0.19668+0.28548i,0.2093+0.22089i,0.14999+0.10438i,0.069808+0.021233i,0.039344-0.031188i,0.030724-0.044791i,0.0173-0.024848i,0.0036623-0.0049974i,-0.0097463+0.0065138i,-0.018523+0.0095377i,-0.022568-0.001062i,-0.033427-0.014139i,-0.041056-0.0090608i,-0.021622+0.0098024i,0.0046878+0.019844i,0.0034773+0.020336i,-0.006129+0.026015i,0.003067+0.032176i,0.015391+0.029915i
-0.16027+0.080792i,-0.17793+0.1684i,0.013027+0.18207i,0.24627+0.062399i,0.25699-0.12508i,0.14183-0.25236i,0.060441-0.24895i,0.0017468-0.14777i,-0.033263-0.029051i,-0.032392+0.035573i,-0.023609+0.046337i,-0.01956+0.036997i,-0.016416+0.025497i,-0.014123+0.016441i,-0.011889+0.023409i,0.00022402+0.050405i,0.014906+0.060393i,0.013428+0.03524i,0.012592+0.0061626i,0.030521-0.0083582i,0.042774-0.019238i,0.030412-0.028141i,0.012197-0.029927i
0.030964-0.20708i,-0.020588-0.43046i,-0.13432-0.62517i,-0.19929-0.64958i,-0.25485-0.49189i,-0.41131-0.26056i,-0.49386-0.06045i,-0.35103-0.002429i,-0.16204-0.068681i,-0.068762-0.099805i,-0.017727-0.075557i,0.013346-0.058311i,0.021124-0.038651i,0.028635-0.0094381i,0.039233+0.003765i,0.048306-0.0076941i,0.049321-0.019459i,0.02926-0.012018i,-0.00246-0.0014557i,-0.019132-0.0058133i,-0.014571-0.012474i,0.00077537-0.0061747i,0.011085+0.0063791i
-0.020069+0.25371i,-0.11392+0.48084i,-0.34404+0.63148i,-0.5433+0.63538i,-0.46854+0.58255i,-0.20193+0.5469i,-0.013975+0.47738i,-0.01327+0.34853i,-0.077965+0.20368i,-0.089433+0.098066i,-0.060986+0.06i,-0.033397+0.052191i,-0.01994+0.028967i,-0.021654-0.0083448i,-0.031116-0.032867i,-0.04486-0.030634i,-0.050289-0.011376i,-0.031207+0.0054376i,-0.0095254+0.013127i,-0.01337+0.018635i,-0.027458+0.021131i,-0.029223+0.012945i,-0.023382-0.0050948i
0.018307-0.069617i,0.19637+0.030892i,0.59974+0.2551i,0.93018+0.30724i,0.88158+0.073896i,0.65137-0.11644i,0.51719-0.12804i,0.42105-0.074669i,0.27167+0.0020571i,0.14001+0.044296i,0.064651+0.025879i,0.028157+0.0037951i,0.015108-0.0031034i,0.0035725+0.0027414i,-0.0040555+0.022801i,0.00011872+0.041069i,0.015778+0.040682i,0.031911+0.018085i,0.037875-0.0083881i,0.03705-0.017699i,0.03202-0.012568i,0.021031-0.0035743i,0.007689+0.0019931i
0.23053-0.11543i,0.45095-0.46908i,0.52681-1.0218i,0.28728-1.2713i,-0.10585-0.91944i,-0.33553-0.41157i,-0.32412-0.18938i,-0.16743-0.16951i,-0.0037494-0.16479i,0.047083-0.11804i,0.029244-0.056947i,0.010351-0.030131i,-0.018184-0.020454i,-0.031435-0.0008658i,-0.0088656+0.010521i,0.023278+0.0060127i,0.041058-0.0090595i,0.034837-0.024185i,0.013088-0.024672i,-0.0035944-0.015688i,-0.0062088-0.010715i,0.0045339-0.0069235i,0.021071+0.0026114i
-0.31317-0.0055477i,-0.78571-0.027389i,-1.395-0.0082901i,-1.6337+0.17691i,-1.1335+0.42775i,-0.35474+0.45705i,0.0075788+0.29476i,-0.05707+0.15435i,-0.16174+0.085629i,-0.14095+0.062067i,-0.06174+0.056958i,-0.0090226+0.037623i,0.0078083+0.016921i,0.020272+0.0016499i,0.022859-0.017104i,0.013544-0.025877i,0.0066676-0.015837i,0.007725+0.0061292i,0.024776+0.021889i,0.045086+0.0054732i,0.042904-0.0281i,0.019253-0.042464i,-0.0037198-0.033929i
0.071443+0.011949i,0.11825+0.30829i,0.22432+0.87815i,0.42489+1.1619i,0.5122+0.71268i,0.33887+0.088283i,0.15298-0.13286i,0.10759-0.085701i,0.083004-0.014496i,0.043249+0.0058331i,0.02521-0.014891i,0.026791-0.031642i,0.024394-0.048063i,-0.0085812-0.06123i,-0.055846-0.044004i,-0.088408-0.0040604i,-0.089583+0.035439i,-0.070594+0.059541i,-0.053227+0.059233i,-0.04539+0.049824i,-0.040211+0.057204i,-0.024809+0.070353i,-0.0067958+0.061119i
0.04946+0.11187i,0.32535+0.023938i,0.70026-0.33266i,0.74855-0.72777i,0.30737-0.76023i,-0.13763-0.53972i,-0.28617-0.42962i,-0.2721-0.43158i,-0.20158-0.39791i,-0.15111-0.28758i,-0.14236-0.12671i,-0.1144-0.0016982i,-0.067488+0.059785i,-0.0019986+0.091046i,0.068984+0.075035i,0.093381+0.019362i,0.071232-0.033837i,0.044652-0.069573i,0.027044-0.066823i,0.025001-0.027912i,0.035033-0.0055799i,0.028488-0.018526i,0.0042326-0.023186i
-0.11661-0.20075i,-0.41525-0.4162i,-0.90318-0.51767i,-1.2752-0.20093i,-1.0788+0.43939i,-0.45226+0.85143i,-0.039997+0.80973i,-0.0093157+0.64867i,-0.0031718+0.55178i,0.095705+0.37915i,0.11982+0.1537i,0.0572+0.021803i,0.01245-0.0092255i,-0.0074123-0.0049193i,-0.015702+0.011119i,-0.0013196+0.026144i,0.0092472+0.027472i,-0.0021474+0.014879i,-0.020645-0.014235i,-0.029196-0.039181i,-0.01645-0.031274i,0.009177-0.012586i,0.022207-0.013899i
0.14865+0.19846i,0.24238+0.4982i,0.42353+0.85677i,0.74771+0.92859i,0.95489+0.46662i,0.74216-0.13942i,0.39141-0.29915i,0.28772-0.16139i,0.24894-0.13364i,0.071924-0.11955i,-0.031226-0.014124i,-0.0090333+0.033155i,-0.0087765+0.0095793i,-0.022974-0.0030158i,-0.011365-0.015103i,-0.001217-0.037381i,-0.0045101-0.051245i,-0.011304-0.047066i,-0.020411-0.02772i,-0.035492-0.017906i,-0.054875-0.033885i,-0.06288-0.04512i,-0.035839-0.032926i
-0.1815-0.10361i,-0.14999-0.16006i,-0.13959-0.28441i,-0.24251-0.33779i,-0.3652-0.17132i,-0.26731+0.094999i,-0.055691+0.12846i,-0.059846-0.026443i,-0.19582-0.052794i,-0.16917+0.047223i,-0.025722+0.057096i,0.032066-0.011736i,0.00012013-0.035584i,-0.03394-0.040324i,-0.063256-0.044579i,-0.068614-0.0056975i,-0.026478+0.051135i,0.025768+0.078743i,0.067092+0.068082i,0.083681+0.03905i,0.0717+0.028326i,0.057708+0.035991i,0.037158+0.037986i
0.18037-0.053979i,0.24105-0.080736i,0.25665+0.11443i,0.41058+0.39818i,0.63441+0.24916i,0.42046-0.31574i,-0.18233-0.55864i,-0.43916-0.31258i,-0.28877-0.15578i,-0.21335-0.14681i,-0.18452-0.013435i,-0.060446+0.091502i,0.017892+0.057766i,0.029344+0.015889i,0.039914+0.0063773i,0.036217+0.011797i,0.025958+0.01312i,0.012448-0.0082212i,0.0099387-0.014839i,0.053837-0.0092753i,0.10128-0.026987i,0.10327-0.046376i,0.0817-0.040603i
-0.085677+0.077791i,-0.26927-0.058564i,-0.36802-0.13492i,-0.31921-0.073381i,-0.21861+0.16649i,-0.104+0.35301i,-0.042494+0.28739i,-0.022417+0.088353i,0.02036-0.041104i,0.026902-0.051252i,-0.0020636+0.017883i,-0.0062501+0.065213i,-0.0011323+0.058213i,0.031398+0.049862i,0.054481+0.038117i,0.024752+0.064686i,-0.0054318+0.12696i,-0.036245+0.14766i,-0.059068+0.15216i,-0.019118+0.13656i,0.027291+0.069482i,0.01181+0.005113i,-0.026204-0.012427i
0.75704+8.7815i,0.53971+9.1923i,2.0779+9.1968i,2.8008+5.4372i,2.9065+1.5206i,2.0422-0.96582i,0.59847-1.0306i,0.22826+0.089449i,0.76311+0.67159i,1.3008+0.52164i,1.3556+0.13495i,1.2613-0.090276i,1.3267-0.24714i,1.2382-0.32445i,1.0374-0.39956i,0.71682-0.45759i,0.30389-0.30643i,0.049023-0.089339i,-0.079715+0.036919i,-0.058906+0.22172i,0.17267+0.39566i,0.39691+0.35144i,0.37123+0.19807i
0.038682+0.27646i,0.23724+0.38575i,0.45455+0.50812i,0.67353+0.43016i,0.64098+0.031736i,0.25874-0.38812i,-0.11793-0.49216i,-0.1714-0.34327i,-0.046234-0.20736i,-0.012982-0.13933i,-0.072065-0.052082i,-0.090965+0.033439i,-0.065479+0.057005i,-0.045363+0.06072i,-0.028564+0.063372i,-0.030771+0.060872i,-0.033982+0.055444i,-0.022692+0.018284i,-0.031761-0.0097112i,-0.025495+0.013439i,0.0026357+0.035771i,0.018452+0.030358i,0.025833+0.015835i
-0.1215-0.15328i,-0.20449-0.37947i,-0.25125-0.64194i,-0.30388-0.7634i,-0.35105-0.50143i,-0.24863-0.020614i,-0.065112+0.1884i,-0.016152+0.04929i,-0.032986-0.084357i,0.031947-0.11186i,0.067512-0.14581i,0.009018-0.14808i,-0.033776-0.079997i,-0.016361+0.00996i,0.018768+0.069906i,0.049819+0.071003i,0.052627+0.02914i,0.022101-0.01126i,-0.00047717-0.0088056i,0.011774+0.022614i,0.031467+0.029252i,0.01424+0.013002i,-0.027812+0.017501i
0.18541+0.083031i,0.17549+0.20292i,0.047244+0.36056i,-0.12325+0.561i,-0.063368+0.69919i,0.17205+0.60092i,0.28203+0.37519i,0.215+0.22754i,0.10999+0.14182i,0.041187+0.057393i,0.0024475+0.0081417i,-0.015347+0.01431i,-0.001421+0.034998i,0.028645+0.034883i,0.048819+0.021682i,0.040268+0.0062058i,0.0036672+0.0077099i,-0.031356+0.029988i,-0.057702+0.038151i,-0.084375+0.03675i,-0.085851+0.046257i,-0.049551+0.050613i,-0.01014+0.032817i
-0.13458+0.091824i,-0.088773+0.13067i,0.098735+0.049167i,0.28735-0.16041i,0.28234-0.31226i,0.18406-0.33601i,0.11107-0.30641i,0.02733-0.24509i,-0.051468-0.14744i,-0.093462-0.054275i,-0.097102+0.010442i,-0.069782+0.052691i,-0.026199+0.072989i,0.022342+0.061348i,0.059105+0.024581i,0.081749-0.0015891i,0.10281-0.00388i,0.11457+0.0064393i,0.105+0.025181i,0.085118+0.03598i,0.063389+0.022836i,0.031588+0.00083292i,-0.0048247-0.0055508i
0.10847-0.12391i,0.13787-0.20638i,0.043412-0.14567i,0.011587-0.006277i,0.14446-0.056854i,0.13641-0.21529i,-0.043886-0.19432i,-0.12632-0.047296i,-0.10957+0.02438i,-0.056968+0.049398i,0.018066+0.058023i,0.05311+0.03462i,0.053633+0.022235i,0.050218+0.024587i,0.041441+0.005791i,0.017554-0.049067i,-0.027466-0.10478i,-0.066241-0.1213i,-0.067786-0.10111i,-0.047018-0.064363i,-0.035004-0.02258i,-0.034345+0.0098342i,-0.029975+0.028711i
0.0012318+0.11422i,0.054227+0.16247i,0.20875+0.088153i,0.23668-0.1163i,-0.01998-0.23826i,-0.22816-0.14459i,-0.15627+0.0014825i,-0.016656+0.048128i,0.025922+0.063088i,0.031891+0.054792i,0.022075+0.0060731i,-0.002943-0.0023801i,-0.0014206+0.015832i,0.012738+0.0076093i,0.010512+0.00049297i,0.0063037+0.012305i,0.007632+0.032i,0.011174+0.044174i,0.01668+0.033115i,0.013779+0.0093593i,0.01132-0.011182i,0.013385-0.025494i,0.013747-0.027152i
-0.062826-0.17044i,-0.1841-0.31838i,-0.34166-0.39155i,-0.41997-0.31527i,-0.33303-0.11817i,-0.14959+0.063656i,-0.00040397+0.14512i,0.043888+0.11498i,0.02279+0.048604i,0.017984+0.0020649i,0.033218-0.044129i,0.033283-0.074373i,0.025155-0.066059i,0.02057-0.048213i,0.023284-0.045583i,0.030934-0.068404i,0.02854-0.093877i,0.014653-0.090763i,0.00053325-0.070169i,-0.0087614-0.046628i,-0.014436-0.022501i,-0.012895+0.0021662i,-0.00096844+0.014214i
0.074621+0.14026i,0.15623+0.29823i,0.2161+0.47015i,0.2643+0.57477i,0.2811+0.48981i,0.19866+0.24457i,0.11397+0.035369i,0.082717-0.015035i,0.063465+0.028726i,0.048273+0.054703i,0.033118+0.046027i,0.025574+0.048442i,0.031374+0.050411i,0.020978+0.030683i,-0.0039546+0.0074514i,-0.029425-0.0036081i,-0.046645-7.9264e-05i,-0.047916+0.010304i,-0.04847+0.022975i,-0.051795+0.037132i,-0.044058+0.041596i,-0.021654+0.028693i,-0.0017696+0.0067363i
-0.13327-0.073034i,-0.2317-0.14795i,-0.20235-0.22841i,-0.082288-0.30341i,-0.022106-0.28282i,-0.010413-0.14484i,0.0062582-0.08302i,0.016797-0.13171i,0.016892-0.12892i,0.011452-0.068835i,-0.0065573-0.045054i,-0.026494-0.057345i,-0.034038-0.052159i,-0.021929-0.019372i,-0.0078777+0.00058224i,-0.010147-0.0023912i,-0.016225-0.0078829i,-0.0033894-0.0092278i,0.02551-0.010931i,0.047506-0.013084i,0.049471-0.012473i,0.035943-0.011039i,0.019271-0.010361i
0.13607+0.047669i,0.22236+0.12012i,0.2587+0.24236i,0.27564+0.31316i,0.2785+0.24775i,0.20388+0.12057i,0.046844+0.081028i,-0.077446+0.10468i,-0.080954+0.069525i,-0.021539-0.0080808i,0.0038957-0.046268i,-0.0074614-0.031346i,-0.0044707+0.00085433i,0.012339+0.013744i,0.010631+0.01416i,-0.0078253+0.020472i,-0.027827+0.026654i,-0.045399+0.016545i,-0.053834-0.00023199i,-0.044037-0.0078714i,-0.021165-0.01313i,-0.0059324-0.024828i,-0.0033661-0.038009i
-0.09212+0.073976i,-0.096489+0.097808i,0.0075206-0.050631i,0.0774-0.31336i,0.018468-0.41347i,-0.060763-0.29375i,-0.067405-0.12767i,-0.042434-0.01071i,-0.026149+0.052463i,-0.020452+0.062742i,-0.018847+0.054126i,-0.0062437+0.048254i,0.020837+0.026171i,0.038737-0.016015i,0.035162-0.042938i,0.03084-0.031304i,0.040344+0.0025736i,0.047558+0.036147i,0.044658+0.043738i,0.026859+0.015495i,-0.0084466-0.017231i,-0.037361-0.019199i,-0.044916+0.0026582i
0.082075-0.075968i,0.095577-0.12573i,0.030444-0.064846i,-0.015582+0.04471i,0.026384+0.067909i,0.06357+0.062728i,0.071889+0.10829i,0.090313+0.1283i,0.08083+0.091474i,0.054286+0.05401i,0.040938+0.020049i,0.030162-0.0088207i,0.02107-0.016912i,0.007627-0.0092083i,-0.012172-0.0011758i,-0.027327-0.0065267i,-0.031772-0.019931i,-0.024051-0.029789i,-0.017031-0.029976i,-0.021897-0.01092i,-0.022061+0.023459i,-0.0070465+0.042778i,0.011972+0.030802i
0.033361+0.13758i,0.14579+0.20869i,0.27298+0.13616i,0.2332-0.016963i,0.03193-0.058728i,-0.053351-0.013788i,0.031048-0.020452i,0.084182-0.033674i,0.079291-0.0059476i,0.069474-0.012046i,0.038674-0.040756i,0.001789-0.041466i,-0.016828-0.035555i,-0.029781-0.027802i,-0.035345+0.0010206i,-0.024157+0.040646i,-0.0048738+0.069829i,0.011997+0.076458i,0.019914+0.06324i,0.019434+0.040099i,0.015428+0.018048i,0.010892+0.0039744i,0.0051049-0.0038282i
-0.035754-0.14451i,-0.11838-0.26454i,-0.21082-0.29081i,-0.21114-0.20899i,-0.078753-0.1072i,0.040702-0.058864i,0.051757-0.060209i,0.054186-0.095606i,0.067882-0.12959i,0.044133-0.11057i,0.0071795-0.05847i,-0.017017-0.015159i,-0.022775+0.018069i,-0.001282+0.035714i,0.029707+0.029132i,0.049559+0.0080593i,0.059364-0.017951i,0.059124-0.040812i,0.044393-0.048589i,0.022682-0.035574i,0.010398-0.017561i,0.0072806-0.014471i,-0.00017388-0.020474i
0.13361+0.059666i,0.26065+0.06989i,0.318+0.040703i,0.25935+0.027726i,0.15849+0.01731i,0.080611-0.035888i,0.011825-0.067928i,-0.051852-0.022118i,-0.071865+0.020555i,-0.06014+0.011863i,-0.047267+0.01243i,-0.022311+0.038119i,0.011746+0.045726i,0.027861+0.025084i,0.030284+0.0016357i,0.033778-0.0077699i,0.036199-0.0040528i,0.031985+0.0046559i,0.023203+0.0028312i,0.0049361-0.011536i,-0.018479-0.019638i,-0.029239-0.015107i,-0.0323-0.0064104i
-0.16439-0.099466i,-0.31564-0.18058i,-0.41043-0.24866i,-0.38688-0.28089i,-0.29959-0.26096i,-0.22696-0.17719i,-0.15845-0.071342i,-0.08377-0.03001i,-0.058202-0.033479i,-0.061207-0.012917i,-0.019952+0.0062114i,0.035062-0.011287i,0.049253-0.034904i,0.032979-0.040919i,0.011836-0.037174i,0.0055447-0.041407i,0.020664-0.058806i,0.040712-0.074492i,0.037887-0.067691i,0.015535-0.030465i,0.0038787+0.0095972i,0.0039987+0.021831i,-0.00029691+0.020781i
0.10574-0.011524i,0.15602-0.0059599i,0.14767+0.083955i,0.11822+0.22441i,0.084406+0.27666i,0.030336+0.21547i,-0.0033767+0.14446i,-5.5563e-05+0.091031i,-0.0010079+0.052837i,0.0055205+0.045845i,0.017665+0.026223i,0.012651-0.0013405i,0.012408-0.0073384i,0.012929-0.0067576i,0.002627-0.0037276i,-0.010811-0.002213i,-0.030166-0.014283i,-0.048448-0.036444i,-0.053142-0.048336i,-0.039916-0.033133i,-0.017343-0.0092432i,-0.0052964+0.0010542i,-0.0011982+0.0054021i
-0.14301+0.034895i,-0.24864+0.053572i,-0.27902+0.0024556i,-0.23571-0.070584i,-0.1742-0.05954i,-0.089918+0.025165i,0.0079605+0.059661i,0.045295+0.042001i,0.023867+0.049525i,0.008947+0.045754i,-0.00079687-0.0023655i,-0.02698-0.055164i,-0.050856-0.073563i,-0.050482-0.056798i,-0.030516-0.035175i,-0.0084897-0.024373i,-0.00032576-0.020569i,-0.012379-0.013156i,-0.027603+0.005541i,-0.022329+0.018156i,-0.0036092+0.012371i,0.004447+0.0012139i,0.0032464-0.0039509i
0.037485-0.073924i,0.033284-0.064797i,0.037211+0.06463i,0.13604+0.20785i,0.28057+0.20662i,0.30138+0.099873i,0.17744+0.02132i,0.04993-0.012444i,0.011623-0.019772i,0.027657-0.010607i,0.022532+0.0031762i,0.00020429+0.030824i,-0.00097516+0.051353i,0.0086222+0.042192i,0.0083689+0.019983i,0.003475-0.0020545i,-0.0066583-0.018928i,-0.020572-0.020947i,-0.024841-0.0093535i,-0.020089+2.1546e-05i,-0.019668+0.00048011i,-0.025152+0.0007239i,-0.026175+0.0013481i
-0.022973+0.13764i,-0.017531+0.2156i,0.0092294+0.15041i,-0.0010463-0.025405i,-0.060185-0.14i,-0.073175-0.15565i,-0.029681-0.12308i,-0.0033788-0.048207i,0.019159+0.018161i,0.035106+0.021586i,0.013931+0.0048849i,-0.015542+0.0047386i,-0.030762-0.0012204i,-0.040582-0.011831i,-0.043097-0.0074453i,-0.037727+0.0017428i,-0.030162+0.011414i,-0.014672+0.028654i,0.0091242+0.041427i,0.026021+0.037685i,0.029937+0.027473i,0.026824+0.025366i,0.021515+0.029049i
-0.043012-0.074215i,-0.086277-0.077854i,-0.082408+0.010577i,0.019657+0.058444i,0.11863-0.037634i,0.075256-0.11872i,-0.0078151-0.064019i,-0.0089024-0.0026116i,0.0037556-0.018645i,-0.0091161-0.044484i,-0.0037667-0.037422i,0.020151-0.015109i,0.029548+0.0078551i,0.02172+0.029326i,0.018993+0.040269i,0.021886+0.031516i,0.018857+0.010367i,0.020086-0.013359i,0.029753-0.034623i,0.028465-0.03719i,0.017305-0.018497i,0.01113-0.0035522i,0.0063877-0.0008285i
0.11523+0.11363i,0.23984+0.16875i,0.31692+0.12122i,0.22222+0.017717i,0.0041309-0.0039881i,-0.127+0.03101i,-0.11479+0.02511i,-0.069455+0.009109i,-0.033171+0.0087738i,-0.0045986+0.0069558i,0.0059025+0.0017967i,0.00049544-0.0029465i,-0.0045707+0.0048748i,0.0091403+0.020464i,0.032377+0.01771i,0.041171+0.00070221i,0.03104-0.011626i,0.0092801-0.02416i,-0.014319-0.040813i,-0.017507-0.046974i,0.00096939-0.043448i,0.01599-0.038544i,0.017803-0.030398i
-0.10963-0.043436i,-0.2059-0.046492i,-0.22484-0.011814i,-0.13213-0.0081888i,-0.024025-0.048612i,0.021412-0.025493i,0.045463+0.045205i,0.064917+0.055549i,0.028992+0.025613i,-0.030879+0.010361i,-0.052307+0.003938i,-0.038059-0.00050673i,-0.0064469-0.0049386i,0.023822-0.021417i,0.03047-0.049235i,0.01538-0.073024i,-0.002968-0.074897i,-0.018433-0.058374i,-0.035579-0.037207i,-0.046771-0.01649i,-0.041042-0.0054337i,-0.029229-0.0068538i,-0.020696-0.0083127i
0.15954+0.009352i,0.3208-0.012939i,0.40376-0.068678i,0.31038-0.084282i,0.1448-0.0081601i,0.039961+0.043496i,-0.017228+0.023385i,-0.042143+0.021606i,-0.014235+0.047293i,0.027898+0.051666i,0.039478+0.035307i,0.03402+0.024275i,0.035725+0.021354i,0.033381+0.0092833i,0.0051111-0.011632i,-0.033942-0.024769i,-0.05578-0.028067i,-0.066151-0.02073i,-0.065238+0.0034943i,-0.041977+0.022986i,-0.022141+0.017724i,-0.024841+0.010066i,-0.027539+0.016493i
-0.1183+0.034069i,-0.22848+0.066644i,-0.28686+0.072274i,-0.25416+0.010101i,-0.17993-0.071769i,-0.1029-0.065535i,-0.0092094-0.00143i,0.052612+0.0089924i,0.039185-0.0064675i,0.0085745+0.0049357i,0.0009762+0.011749i,-0.0034485-0.0031015i,-0.013912-0.030943i,-0.037612-0.05271i,-0.070657-0.038112i,-0.093549+0.0025088i,-0.10007+0.033741i,-0.085587+0.052791i,-0.048959+0.055431i,-0.016974+0.036769i,-0.0026901+0.01966i,0.0091034+0.015363i,0.020271+0.011971i
0.10854-0.088246i,0.22966-0.16821i,0.29989-0.20194i,0.26989-0.13833i,0.19199-0.032905i,0.11604+0.025318i,0.062719+0.027259i,0.054397+0.018549i,0.071162+0.0073853i,0.070234-0.010542i,0.047666-0.022827i,0.02703-0.02066i,0.015458-0.0028765i,0.01352+0.027546i,0.026559+0.05865i,0.044777+0.075981i,0.047887+0.07794i,0.039334+0.062309i,0.031636+0.032907i,0.021905+0.0093601i,0.008679-0.0019705i,-0.00011317-0.004007i,-0.0013237-0.0069817i
-0.075167+0.083046i,-0.15798+0.13678i,-0.23393+0.13532i,-0.25716+0.082794i,-0.22927+0.044308i,-0.15279+0.048236i,-0.064736+0.039329i,-0.037372-0.004475i,-0.048318-0.026627i,-0.029309-0.014228i,-0.0042108-0.0078124i,-0.0093048-0.014587i,-0.023902-0.020079i,-0.026859-0.019941i,-0.015342-0.016297i,2.1983e-05-0.008851i,0.007158+0.010132i,0.0060946+0.031471i,0.0017117+0.032188i,-0.004534+0.015192i,-0.0052096+0.0019091i,0.0054268-0.0052956i,0.013219-0.010343i
0.030418-0.10012i,0.074303-0.17077i,0.15241-0.17568i,0.22826-0.12074i,0.26606-0.06982i,0.26039-0.044657i,0.21029-0.046223i,0.13373-0.050736i,0.070578-0.039583i,0.026515-0.038031i,-0.0076344-0.03082i,-0.016785+0.0030222i,0.0026853+0.035418i,0.029335+0.040722i,0.042587+0.021506i,0.048021-0.00016822i,0.062114-0.009443i,0.068997-0.0088485i,0.048684+0.00041729i,0.019892+0.01655i,0.0032307+0.021554i,-0.010373+0.0072157i,-0.023718-0.0035666i
0.0032834+0.073917i,-0.03195+0.12212i,-0.11438+0.1085i,-0.20158+0.063408i,-0.23679+0.041109i,-0.21713+0.011091i,-0.18329-0.0088191i,-0.14097+0.012187i,-0.081562+0.031134i,-0.029514+0.026582i,-0.0064229+0.012144i,-0.0044732-0.0033264i,-0.0070997-0.020417i,-0.017543-0.036032i,-0.036462-0.037905i,-0.050457-0.031111i,-0.052194-0.029416i,-0.037158-0.028103i,-0.014561-0.02259i,0.0012976-0.020036i,0.0068957-0.017416i,0.0050639-0.0085365i,0.0045869+0.0010594i
-0.039658-0.05617i,-0.029323-0.078424i,0.057513-0.070499i,0.16842-0.082574i,0.21019-0.12483i,0.18247-0.10765i,0.14276-0.038323i,0.096332+0.0021505i,0.041612-0.0045344i,-0.0042939-0.025584i,-0.021074-0.021491i,-0.0028196-0.0011551i,0.020647+0.0040635i,0.024246+0.0070424i,0.022749+0.023972i,0.029876+0.041831i,0.041172+0.044163i,0.04693+0.028896i,0.041718+0.01157i,0.026676-0.0001415i,0.0042232-0.0085421i,-0.014577-0.0091176i,-0.019338-0.0047042i
0.054982+0.029271i,0.062241+0.031682i,-0.019233+0.011047i,-0.13519+0.033745i,-0.17236+0.091095i,-0.15321+0.067938i,-0.12573+0.004973i,-0.065006-0.0093989i,-0.00028724+0.010361i,0.024351+0.037492i,0.025506+0.044581i,0.01323+0.022406i,-0.011761+0.00086629i,-0.025848-0.002702i,-0.014306-0.0014321i,0.007842-0.013534i,0.012369-0.036563i,-0.0030531-0.049282i,-0.015179-0.044374i,-0.01516-0.026707i,-0.0073664-0.0036595i,0.0041812+0.01093i,0.010899+0.012707i
-0.053853+0.020623i,-0.068641+0.044744i,0.012572+0.060706i,0.11616-0.0031601i,0.12382-0.082202i,0.10728-0.031591i,0.13761+0.055905i,0.12499+0.04576i,0.043592-0.0013402i,-0.014265-0.020238i,-0.021384-0.024787i,-0.012807-0.024496i,-0.0011636-0.018795i,0.016239-0.014692i,0.027637-0.021641i,0.01916-0.030613i,0.0022605-0.023949i,-0.008927-0.0071968i,-0.017916+0.0027273i,-0.026591+0.009058i,-0.02466+0.015076i,-0.016509+0.013714i,-0.01106+0.0092503i
