2.1802e-06+0.0013819i,-0.00081815+6.082e-06i,-0.0013918-0.0015887i,-0.0021397-0.0020021i,-0.0025682-0.00077349i,-0.0027584+0.00037927i,-0.0015393+0.00039402i,0.00027643+0.00057084i,0.00040804+0.00079476i,-0.00029686+0.00036036i,-0.00012777+0.00032343i,-0.0001273+0.00048981i,-0.00029353-0.00018795i,-1.19e-05-0.00040209i,-0.00035306+0.00021898i,-0.0006812+0.00018896i,0.00026492-4.0331e-05i,0.00066629-8.2989e-05i,0.00017069-1.0106e-05i,-3.9972e-05-0.00015026i,0.00013557-0.00093043i,0.0011236-0.00088147i,0.0011618-0.00044054i
0.0018173-0.0030131i,0.0097838-0.010459i,0.020842-0.025551i,0.029244-0.046126i,0.036162-0.045686i,0.037136-0.016105i,0.018332+0.0079723i,-0.01757+0.012082i,-0.04017+0.017046i,-0.028791+0.019658i,-0.0068667+0.0096371i,0.0012748-0.00062576i,-0.00034947-0.0023597i,-0.0030463-0.0012224i,-0.0052851-8.0937e-05i,-0.0083478+0.0019782i,-0.011143+0.0050602i,-0.010508+0.0082737i,-0.0071943+0.0079678i,-0.0045788+0.0030062i,1.8415e-05-0.0035346i,0.0057279-0.0073656i,0.0074928-0.0059331i
0.0039934+0.011622i,0.0083426+0.021701i,0.017616+0.035639i,0.039913+0.049776i,0.06601+0.057788i,0.069577+0.043839i,0.042605+0.011251i,0.011878-0.0096636i,0.0011535-0.0076361i,0.0036204-0.00093115i,0.0054204+0.00076801i,0.0045304-0.0006016i,0.0038695-0.0044679i,0.00093903-0.0058096i,-0.0034097-0.003819i,-0.008248-0.0066406i,-0.011624-0.010841i,-0.010198-0.0091243i,-0.0053401-0.0054785i,-0.0015853-0.004339i,-0.0041597-0.003817i,-0.010178-0.0040455i,-0.012869-0.006225i
-0.0075881-0.0040087i,-0.01764-0.0003212i,-0.031901+0.012593i,-0.044578+0.034212i,-0.047874+0.036269i,-0.034456+0.0068828i,-0.0084308-0.016913i,0.021385-0.014847i,0.041147-0.0089484i,0.033894-0.0092183i,0.011543-0.0046729i,0.00014813+0.0033027i,0.0010773+0.0048391i,0.0034819+0.00064322i,0.0053928-0.0021514i,0.0078269-0.0033622i,0.0081428-0.0064215i,0.0042613-0.0091324i,-0.0011732-0.0079958i,-0.0025466-0.0015776i,0.0024597+0.0060616i,0.0073308+0.011465i,0.0067353+0.013325i
-0.0006044-0.0078814i,0.0018853-0.01669i,-0.0028572-0.028245i,-0.020219-0.043918i,-0.041799-0.061564i,-0.045045-0.057503i,-0.023456-0.02302i,0.0055838+0.0081275i,0.018812+0.0101i,0.012547-0.00020736i,0.0012382-0.0039096i,-0.0062187-0.0012679i,-0.007338+0.0034175i,-0.002457+0.0062447i,0.0043199+0.0067299i,0.0094233+0.010194i,0.01409+0.014195i,0.015488+0.011748i,0.011999+0.0080438i,0.0056161+0.0055107i,0.00021117-0.00096437i,0.000151-0.0068308i,0.0038091-0.0080312i
0.0048686+0.0036271i,0.015174+0.0048074i,0.030538-0.0063404i,0.046609-0.02674i,0.050196-0.025031i,0.02812+0.0057608i,0.0011688+0.027615i,-0.015794+0.018635i,-0.026966+0.00079889i,-0.024506-0.0043483i,-0.010208-0.0029566i,-0.00024662-0.0048944i,-0.00066185-0.0058477i,-0.0045796-0.0016084i,-0.006224+0.0034721i,-0.0068489+0.0065926i,-0.0062935+0.0090278i,-0.0013479+0.0080701i,0.003916+0.001854i,0.003387-0.0017408i,-0.0018317+0.00094525i,-0.00825+0.0045735i,-0.011638+0.0050761i
-0.0057553+0.0020228i,-0.011647+0.0058665i,-0.010204+0.011999i,0.0043382+0.02355i,0.016505+0.043645i,0.017401+0.053694i,0.0081786+0.030323i,-0.0061217-0.0061994i,-0.019603-0.019196i,-0.021138-0.0093133i,-0.0091384+0.00070831i,0.0036729+0.0024296i,0.0072723-0.00084562i,0.000673-0.0025164i,-0.0064708-0.0039069i,-0.0080408-0.0083079i,-0.01028-0.010935i,-0.015287-0.0073262i,-0.016326-0.0010919i,-0.0099239+0.0018277i,0.0017315+0.0017618i,0.012313+0.0015697i,0.015699+0.0011972i
-0.0051607-0.0086372i,-0.010731-0.01503i,-0.026858-0.013957i,-0.046418-0.0070798i,-0.043498-0.014926i,-0.014387-0.033718i,0.011015-0.041804i,0.017909-0.029484i,0.018185-0.0092061i,0.013079+0.0010934i,0.0018605+0.0028089i,-0.0046668+0.0046562i,-0.0014132+0.0059751i,0.0047868+0.0024032i,0.0075071-0.0026673i,0.0075009-0.0054438i,0.0058697-0.0070546i,0.0019982-0.0065853i,-0.00031346-0.0025337i,0.00043951-0.00038405i,-0.0032446-0.0040455i,-0.008381-0.010002i,-0.0071454-0.01374i
0.0092477+0.0028404i,0.015983+0.0064868i,0.013276+0.0053189i,-0.001067-0.010854i,-0.012545-0.036034i,-0.0038025-0.051014i,0.010407-0.035011i,0.017648-0.0023766i,0.0237+0.015853i,0.023342+0.012436i,0.01208-0.00026821i,-0.0028253-0.0069509i,-0.009077-0.0034509i,-0.0015014+0.0016568i,0.0078578+0.0049192i,0.0091033+0.0083272i,0.008883+0.0089815i,0.010304+0.0031795i,0.0076979-0.0043i,0.0024515-0.0046649i,-0.0015437+0.0036065i,-0.0044228+0.013454i,-0.0064642+0.015726i
-0.00038449+0.010985i,-0.00022429+0.019438i,0.0075807+0.029093i,0.020688+0.039312i,0.016937+0.048909i,-0.0076892+0.055403i,-0.020966+0.051083i,-0.014854+0.032258i,-0.0080624+0.0086207i,-0.0032907-0.0049943i,0.0022112-0.0070283i,0.0035726-0.0066068i,-0.00076812-0.0060195i,-0.0066921-0.0023242i,-0.0090608+0.0027014i,-0.0084676+0.0048094i,-0.0068726+0.0064799i,-0.0028613+0.010025i,-0.0010887+0.012165i,-0.00059753+0.010233i,0.0048155+0.0048763i,0.011487-0.001175i,0.012499-0.0038234i
-0.0073341-0.0082686i,-0.010916-0.016672i,-0.0055786-0.018983i,0.0036714-0.0064353i,-0.00045432+0.023681i,-0.018066+0.045705i,-0.025203+0.03544i,-0.019433+0.0043785i,-0.018746-0.021099i,-0.021616-0.023159i,-0.017563-0.0067918i,-0.0062992+0.0077228i,0.0016483+0.0071355i,-0.0017479-0.0011374i,-0.0074869-0.0072771i,-0.0068264-0.0092691i,-0.0037458-0.0071373i,-0.0019885-0.0026623i,0.00067956-0.00077039i,0.00026609-0.0016063i,-0.006084-0.0038261i,-0.013119-0.005985i,-0.014475-0.0045978i
0.0088043-0.010574i,0.015767-0.019211i,0.018595-0.037558i,0.021849-0.067705i,0.03593-0.088838i,0.046837-0.079843i,0.037429-0.056585i,0.018881-0.037644i,0.0025428-0.019701i,-0.007865-0.0070018i,-0.011729-0.00013298i,-0.0087064+0.0057124i,-0.00015873+0.0073926i,0.0063992+0.0044597i,0.008824+0.0012743i,0.0095428-0.0014322i,0.0075921-0.0040674i,0.0024331-0.0080671i,-0.0031169-0.011059i,-0.0047948-0.008044i,-0.00099878+0.00021871i,0.0049003+0.0090561i,0.0090179+0.011333i
-0.0013308+0.010618i,-0.0040309+0.020837i,-0.0093764+0.017011i,-0.0079004-0.0013331i,0.010776-0.025233i,0.039596-0.042955i,0.044699-0.039119i,0.023557-0.01164i,0.0091806+0.017598i,0.009753+0.026327i,0.012428+0.015177i,0.0089248-0.00016524i,0.0033615-0.0034675i,0.0047504+0.0052546i,0.007945+0.012449i,0.0056297+0.014321i,0.0016866+0.012518i,0.00036196+0.010044i,0.0011646+0.010162i,0.0050655+0.0081394i,0.0097299-0.0014069i,0.0097462-0.01171i,0.0064109-0.013543i
-0.010057-0.0065306i,-0.021879-0.0030826i,-0.041299+0.018537i,-0.072491+0.058399i,-0.10366+0.079184i,-0.098793+0.07144i,-0.057797+0.056732i,-0.020865+0.039196i,-0.0017082+0.024376i,0.0092152+0.016224i,0.013708+0.0083953i,0.010431-0.0027115i,0.0013278-0.0099413i,-0.0078805-0.0078579i,-0.011987-0.0030839i,-0.012446+0.0013207i,-0.0090974+0.006077i,-0.0030842+0.0074911i,0.0016937+0.0044198i,-0.00027522+0.0012121i,-0.0095951+0.0030875i,-0.015935+0.0074844i,-0.013545+0.0078132i
0.01017-0.014041i,0.02049-0.017847i,0.014172-0.011569i,-0.014295+0.0038633i,-0.051353+0.024063i,-0.075484+0.037213i,-0.061418+0.034649i,-0.019567+0.015379i,0.0064982-0.014457i,0.0053486-0.030371i,-0.0050012-0.024275i,-0.010618-0.010838i,-0.008387-0.005647i,-0.0051526-0.01232i,-0.0046239-0.0192i,-0.0039867-0.019093i,-0.0039569-0.016015i,-0.005449-0.012381i,-0.0076488-0.0083345i,-0.0071378-0.0026585i,0.00057597+0.0043433i,0.010365+0.0082629i,0.011544+0.0052249i
0.0055871+0.01333i,0.016305+0.017786i,0.047733-0.002226i,0.10961-0.041893i,0.15609-0.061834i,0.13338-0.049763i,0.076995-0.034649i,0.040157-0.031154i,0.02269-0.034664i,0.0056965-0.036988i,-0.010448-0.026425i,-0.014297-0.0073893i,-0.0054262+0.0050187i,0.0045794+0.006454i,0.0099706+0.0032509i,0.01215+0.00060559i,0.011641-0.00078288i,0.008887-0.0016439i,0.0061608-7.1514e-05i,0.0056808-0.00036317i,0.0042439-0.0078317i,-0.0011685-0.014664i,-0.0033811-0.011134i
-0.014448-0.0031287i,-0.021267-0.013632i,-0.0013589-0.023836i,0.044882-0.020497i,0.092534-0.011398i,0.11205-0.017584i,0.084792-0.030807i,0.033669-0.026361i,-0.0034526-0.0040819i,-0.012888+0.014523i,-0.00602+0.017452i,0.001281+0.014033i,0.0020769+0.014137i,-0.00092484+0.01835i,-0.00084355+0.023003i,0.0026213+0.02235i,0.0063501+0.017435i,0.0080776+0.010763i,0.0053007+0.0016742i,-0.0026635+0.00099067i,-0.010922+0.0096214i,-0.011526+0.015433i,-0.0073271+0.01304i
0.014129-0.0113i,0.017068-0.01681i,-0.014629-0.0055227i,-0.099411+0.0061434i,-0.16825-0.0023417i,-0.14441-0.00039854i,-0.074688+0.012226i,-0.041751+0.010915i,-0.038788+0.017012i,-0.026617+0.03278i,-0.0038426+0.032681i,0.0090426+0.016211i,0.0057074+0.00037692i,-0.0037582-0.0048582i,-0.01154-0.0029669i,-0.015671+0.0007206i,-0.015849+0.0044635i,-0.014476+0.0050725i,-0.012675+0.0046598i,-0.0071688+0.0040154i,0.0044339+0.0011562i,0.014313-0.0032333i,0.012406-0.0059422i
0.0009025+0.022501i,-0.0095569+0.044952i,-0.050611+0.048662i,-0.10825+0.016915i,-0.14519-0.013885i,-0.14819-0.013969i,-0.11261+0.0099585i,-0.051927+0.022302i,-0.0089576+0.0075146i,0.0048887-0.007949i,0.0064085-0.013195i,0.0045201-0.014213i,0.0030554-0.014446i,0.0042558-0.017414i,0.0048951-0.020075i,0.0021338-0.017345i,-0.0029303-0.0096851i,-0.0033361-0.0013474i,0.0031408+0.0030762i,0.0078279-0.0019956i,0.0022012-0.011155i,-0.0076675-0.011642i,-0.0077748-0.0079022i
-0.029185+0.00070666i,-0.043908-0.012152i,-0.015747-0.024074i,0.066701-0.010162i,0.12474+0.021414i,0.10655+0.025124i,0.057476+0.0091381i,0.035433+0.0057181i,0.044104-0.0039569i,0.040534-0.029495i,0.015277-0.040254i,-0.0042149-0.02872i,-0.0062659-0.011599i,0.0014047-0.00065333i,0.0083049+0.00078695i,0.010582-0.0031118i,0.012055-0.0078301i,0.011512-0.010547i,0.0071863-0.0084797i,0.0029812+0.00016104i,0.0026528+0.012265i,0.0038862+0.017914i,0.0018158+0.015461i
0.012941-0.025991i,0.05247-0.046426i,0.11471-0.03607i,0.16988+0.012985i,0.19323+0.051786i,0.17914+0.04384i,0.13214+0.0084642i,0.074928-0.012842i,0.029747-0.0080088i,0.0064379-0.00033127i,-0.0031014+0.00020367i,-0.0050461+0.0039328i,-0.003896+0.0097741i,-0.0048955+0.013803i,-0.0047737+0.016147i,-0.0030565+0.013886i,-0.0038481+0.0088068i,-0.0065666+0.0035475i,-0.009497+0.00027901i,-0.0087464+0.0023572i,-0.0012678+0.00092807i,0.0053187-0.0054643i,0.0058248-0.0049729i
0.021135+0.027062i,0.031679+0.063413i,0.013756+0.083743i,-0.034535+0.043296i,-0.068581-0.018535i,-0.052543-0.023964i,-0.011222-0.0024121i,-0.00025145-0.0064727i,-0.025541-0.0061345i,-0.041381+0.019374i,-0.027141+0.037082i,-0.0088856+0.033426i,-0.0014214+0.021018i,-0.0012139+0.0096304i,-0.0031381+0.0056281i,-0.00042084+0.0081307i,0.0052294+0.010572i,0.0083839+0.010735i,0.0068616+0.0060098i,-0.002186-0.0032197i,-0.013527-0.0071328i,-0.015412-0.0026252i,-0.0089788-0.0023637i
-0.044153+0.01038i,-0.10524+0.004072i,-0.17983-0.029621i,-0.223-0.076804i,-0.22178-0.098956i,-0.19536-0.07913i,-0.14707-0.032973i,-0.086192-0.0018806i,-0.043611+0.001781i,-0.024825+0.0044245i,-0.012477+0.009602i,-0.0039983+0.0048731i,-0.0023427-0.002298i,-0.00049782-0.0057922i,0.001516-0.0087875i,-0.00028824-0.0081347i,-0.001929-0.0049202i,-0.00031481-0.0039453i,0.0019686-0.0041687i,0.0037551-0.0030539i,0.005943+0.00091673i,0.0070438+0.0041832i,0.0042159+0.006061i
0.0032123-0.044633i,0.01924-0.099453i,0.035531-0.13768i,0.031693-0.11134i,0.011193-0.045694i,0.0010682-0.017007i,-0.008876-0.02372i,-0.01812-0.016051i,0.0054163-0.0045862i,0.032027-0.016508i,0.028286-0.030511i,0.014694-0.030013i,0.0051488-0.02426i,-0.0010266-0.017001i,-0.003475-0.010027i,-0.0062269-0.0045262i,-0.011743+0.00069391i,-0.015129+0.0062983i,-0.0096289+0.010599i,0.0026211+0.0090964i,0.010582-0.00019318i,0.0086522-0.0096434i,0.0049397-0.011811i
0.041557+0.022838i,0.10049+0.068802i,0.16793+0.12756i,0.21389+0.15547i,0.22224+0.13488i,0.19178+0.093125i,0.14025+0.04566i,0.091194+0.0062805i,0.056457-0.0090324i,0.037789-0.014452i,0.022794-0.017748i,0.012645-0.010988i,0.01125-0.0019513i,0.0066014+0.0021264i,0.00032204+0.002442i,0.0010167-0.0018612i,0.0059172-0.0071174i,0.010373-0.0090545i,0.010251-0.0072071i,0.0050945-0.0025896i,-0.00042539+0.0024666i,-0.002481+0.0055319i,-0.0030884+0.0051896i
-0.039196+0.03706i,-0.090206+0.079411i,-0.11876+0.12723i,-0.076471+0.13792i,-0.0082478+0.096812i,0.018384+0.055795i,0.026481+0.046517i,0.040127+0.036616i,0.026662+0.013235i,-0.0052671+0.0067965i,-0.015088+0.014798i,-0.010497+0.020028i,-0.0060021+0.023618i,0.00050807+0.022603i,0.0048142+0.016908i,0.0049175+0.0097829i,0.0025848-0.00059905i,-0.0019875-0.0093447i,-0.0092966-0.011218i,-0.014173-0.0042908i,-0.010985+0.0079257i,-0.0041273+0.014648i,0.0012771+0.014909i
-0.018191-0.049779i,-0.039239-0.12281i,-0.083258-0.19569i,-0.14871-0.21208i,-0.19202-0.1711i,-0.17741-0.11726i,-0.13122-0.059473i,-0.088269-0.010563i,-0.061662+0.010353i,-0.045781+0.016539i,-0.028285+0.016923i,-0.016056+0.0076768i,-0.015569+0.00063375i,-0.012362+0.0033378i,-0.0030614+0.0079679i,0.003762+0.013028i,0.0076646+0.020341i,0.0057572+0.023622i,-5.2761e-05+0.017205i,-0.0030958+0.0042502i,-0.0037943-0.0064524i,-0.0046428-0.010738i,-0.0064567-0.010635i
0.059664+0.0074666i,0.12605+0.0063329i,0.16693-0.031618i,0.12195-0.098873i,0.026756-0.11626i,-0.017974-0.067822i,-0.018478-0.041691i,-0.037105-0.04905i,-0.047087-0.036312i,-0.026427-0.017752i,-0.0073301-0.014126i,0.00038614-0.016705i,0.0035771-0.022805i,0.0012547-0.024082i,-0.0015339-0.016774i,-0.0018715-0.010551i,-0.00053632-0.0096197i,0.0059582-0.0091965i,0.014172-0.010132i,0.014165-0.014208i,0.0048009-0.016638i,-0.0017189-0.013735i,-0.0018635-0.0085107i
-0.040129+0.043668i,-0.074781+0.10546i,-0.064725+0.16748i,0.027152+0.19347i,0.12372+0.17407i,0.13185+0.12803i,0.094242+0.072947i,0.073296+0.016164i,0.057424-0.020527i,0.037682-0.030105i,0.015282-0.027085i,0.0016116-0.013828i,0.0067328-0.0033975i,0.0098632-0.0070678i,2.3395e-05-0.011736i,-0.012121-0.0085345i,-0.019851-0.0012111i,-0.020277+0.0045155i,-0.013581+0.0095375i,-0.0023622+0.016909i,0.0096276+0.021784i,0.016251+0.02035i,0.016859+0.012982i
-0.031958-0.054336i,-0.068701-0.10565i,-0.10154-0.099356i,-0.093333-0.011844i,-0.038215+0.049226i,0.018086+0.025291i,0.036924+0.0093342i,0.048591+0.036948i,0.060023+0.042373i,0.042429+0.022372i,0.01665+0.012615i,0.0019919+0.014219i,-0.0039439+0.021048i,-0.0025039+0.023117i,0.0022281+0.014873i,0.0076608+0.0061594i,0.0096226+0.0037424i,0.0060008+0.0054667i,0.00097163+0.0076491i,0.00038901+0.0079855i,0.0037762+0.0041043i,0.002169-0.0018122i,-0.0038516-0.0015411i
0.064568-0.0014695i,0.13335-0.00031391i,0.14363-0.028751i,0.054219-0.093304i,-0.038166-0.14592i,-0.053519-0.13411i,-0.034419-0.077159i,-0.030549-0.018533i,-0.034806+0.021426i,-0.029376+0.038965i,-0.0124+0.039973i,0.0021893+0.026298i,-0.0015302+0.010445i,-0.0076771+0.0080626i,-0.0018647+0.0096091i,0.0050813+0.0026806i,0.0072095-0.011633i,0.0025487-0.025809i,-0.0068631-0.031892i,-0.018479-0.027987i,-0.029623-0.016257i,-0.029773-0.0040892i,-0.017079-0.00028392i
-0.038315+0.060994i,-0.07873+0.12509i,-0.081316+0.13778i,-0.040141+0.070894i,-0.03385+0.020019i,-0.059195+0.030932i,-0.05027+0.024576i,-0.041193-0.02245i,-0.050936-0.044292i,-0.040649-0.026461i,-0.017025-0.010641i,-0.0033824-0.0075248i,-2.4954e-05-0.010869i,-0.0046843-0.010773i,-0.0082434-0.0015201i,-0.003008+0.012072i,0.0060177+0.024283i,0.013659+0.027915i,0.016266+0.02162i,0.016451+0.016097i,0.020231+0.013006i,0.022258+0.0064151i,0.014474-8.5023e-05i
-0.048865-0.078801i,-0.086126-0.16427i,-0.097498-0.18118i,-0.064141-0.068986i,-0.033086+0.057781i,-0.041609+0.089737i,-0.049852+0.05363i,-0.023+0.0032771i,0.0071036-0.034264i,0.017677-0.049246i,0.011529-0.047463i,0.0005323-0.033009i,0.0011765-0.012772i,0.0073688-0.0011932i,0.0056538-0.00021979i,0.0010103-0.0013595i,-0.00013461+0.0011317i,0.002257+0.0091406i,0.0086236+0.01382i,0.015577+0.0047774i,0.01367-0.011794i,0.0048588-0.016384i,0.00035983-0.0067816i
0.10325-0.012849i,0.21486-0.013188i,0.27036-0.017367i,0.20844-0.030217i,0.13788-0.04465i,0.12161-0.059188i,0.089257-0.055556i,0.043867-0.017361i,0.031146+0.0094668i,0.02397+0.002022i,0.006809-0.006507i,-0.0043013-0.0047041i,-0.0046197-0.0023107i,-0.00054109-0.00443i,-0.0019086-0.011106i,-0.013999-0.015975i,-0.031038-0.017914i,-0.042538-0.019309i,-0.044234-0.016062i,-0.040325-0.0044621i,-0.035417+0.012998i,-0.023081+0.022344i,-0.0071991+0.012526i
-0.033758+0.10796i,-0.093382+0.22587i,-0.12037+0.27994i,-0.055746+0.17889i,0.041833+0.023202i,0.092845-0.027924i,0.094222+0.006991i,0.067381+0.029145i,0.026703+0.029095i,-0.0073026+0.027977i,-0.017691+0.028642i,-0.0099067+0.022809i,-0.0027768+0.010238i,-0.0031958+0.0028078i,-0.0013457+0.0025729i,0.0086112+0.0046706i,0.022895+0.0026182i,0.032742-0.0075835i,0.029693-0.016573i,0.021742-0.013871i,0.021911-0.0067376i,0.019729-0.0052211i,0.0080989-0.00063868i
-0.092842-0.085241i,-0.20411-0.19619i,-0.28983-0.25882i,-0.29189-0.18092i,-0.24509-0.04758i,-0.19406+0.025367i,-0.11953+0.051259i,-0.039428+0.047126i,-0.0045086+0.024427i,0.0022002+0.014138i,0.008648+0.011145i,0.013266+0.0060036i,0.012853+0.001478i,0.011739+0.00071859i,0.015274+0.0016125i,0.019028-0.00053474i,0.020271-0.00017492i,0.020365+0.0059026i,0.019222+0.0070546i,0.013412-0.0043655i,-0.00066907-0.018521i,-0.011251-0.018408i,-0.008235-0.0065143i
0.13047-0.061228i,0.29655-0.12658i,0.38717-0.17427i,0.25443-0.16318i,0.018285-0.10182i,-0.094954-0.053169i,-0.087856-0.050823i,-0.064594-0.050979i,-0.039726-0.030642i,-0.0067667-0.011253i,0.013116-0.008463i,0.0093434-0.011891i,-0.0053483-0.0095691i,-0.017056-0.0024097i,-0.021562+0.0050819i,-0.024708+0.012404i,-0.032701+0.021672i,-0.036485+0.03438i,-0.031311+0.04338i,-0.023174+0.045074i,-0.011022+0.04372i,0.001014+0.031108i,0.00089018+0.0047055i
0.0039966+0.16812i,0.01925+0.37344i,0.069011+0.51291i,0.166+0.42621i,0.24162+0.21606i,0.21894+0.067614i,0.13625-0.016063i,0.047616-0.065122i,-0.0075476-0.065458i,-0.022577-0.04366i,-0.025487-0.025356i,-0.023151-0.010883i,-0.016364-0.00066742i,-0.013409+0.007143i,-0.010904+0.012748i,-0.003718+0.010998i,0.0025551-0.0032232i,-0.00065588-0.025487i,-0.0075656-0.033804i,-0.0024528-0.024174i,0.010647-0.017732i,0.012766-0.014255i,0.0081445-0.0027744i
-0.16882-0.066715i,-0.38043-0.13919i,-0.5138-0.15407i,-0.38982-0.050509i,-0.12516+0.064675i,0.032555+0.079675i,0.052733+0.057647i,0.052036+0.03934i,0.043542+0.0085219i,0.011438-0.012598i,-0.0142-0.014334i,-0.01675-0.0091059i,-0.0019754-0.0068148i,0.014377-0.013159i,0.019745-0.023917i,0.014394-0.027864i,0.012765-0.022926i,0.017344-0.017559i,0.014831-0.02016i,-0.00082721-0.025436i,-0.018269-0.022057i,-0.019322-0.011116i,-0.005024-0.003554i
0.12839-0.14544i,0.27819-0.34754i,0.32625-0.5267i,0.15365-0.52215i,-0.070056-0.37088i,-0.13906-0.19443i,-0.093151-0.050338i,-0.028685+0.044701i,0.01962+0.072291i,0.034733+0.053178i,0.032491+0.031817i,0.025971+0.01815i,0.015197+0.013053i,0.0079099+0.012602i,0.0037423+0.008618i,-0.0013914+0.0099564i,0.00096527+0.019308i,0.013963+0.026154i,0.026739+0.024628i,0.028277+0.01997i,0.021957+0.019715i,0.013765+0.015873i,-0.0021561+0.0080216i
0.088644+0.18397i,0.22558+0.40712i,0.35808+0.50946i,0.33989+0.31637i,0.17652+0.042866i,0.032966-0.051933i,-0.0091559-0.027937i,-0.015977-0.007346i,-0.021286+0.0080606i,-0.0061206+0.021471i,0.012318+0.022774i,0.017328+0.020628i,0.01264+0.01801i,0.0072363+0.017103i,0.0093911+0.01792i,0.013846+0.013016i,0.002837+0.0040421i,-0.021089-0.0013312i,-0.033885+0.002211i,-0.025038+0.0042439i,-0.0095364-0.0031904i,-0.00080841-0.0033307i,0.0084152+0.00458i
-0.21192+0.019675i,-0.49116+0.086101i,-0.67223+0.22629i,-0.52088+0.35364i,-0.21646+0.34859i,-0.045146+0.23227i,-0.00089957+0.097342i,-0.0018727-0.012297i,-0.017021-0.063307i,-0.023084-0.058978i,-0.022322-0.040901i,-0.022827-0.026462i,-0.020624-0.019995i,-0.022424-0.02025i,-0.023981-0.018825i,-0.017487-0.018658i,-0.0082056-0.018744i,-0.0004486-0.0075283i,-0.00041724+0.0048454i,-0.009876+0.0075914i,-0.017866+0.0075214i,-0.017867+0.002409i,-0.013408-0.0079721i
0.064091-0.21231i,0.10077-0.49641i,0.044492-0.69839i,-0.089527-0.55199i,-0.13361-0.21669i,-0.075799-0.045344i,-0.038495-0.03667i,-0.02187-0.043426i,-0.0098788-0.041603i,-0.012941-0.033017i,-0.015738-0.022019i,-0.011356-0.018018i,-0.0067517-0.012475i,-0.0067672-0.0022463i,-0.011987+0.010606i,-0.014928+0.022464i,-0.0097581+0.019795i,0.0035332-0.0020591i,0.013972-0.021941i,0.017553-0.021632i,0.020294-0.011576i,0.016403-0.0063302i,0.003579-0.00067766i
0.1795+0.13561i,0.45736+0.26304i,0.72328+0.26252i,0.71108+0.051335i,0.45239-0.14384i,0.23734-0.1495i,0.13812-0.080528i,0.067318-0.020446i,0.022806+0.019526i,0.0047094+0.02872i,0.0025712+0.025937i,0.010738+0.014882i,0.017732-0.00097017i,0.02571-0.0090229i,0.030097-0.012623i,0.024139-0.0065054i,0.014706+0.012699i,-0.00023209+0.027204i,-0.013311+0.027136i,-0.013208+0.019735i,-0.0053612+0.010741i,0.0066694+0.006747i,0.018633+0.00056113i
-0.18626+0.12166i,-0.39242+0.33327i,-0.46654+0.55291i,-0.26172+0.5511i,-0.0084113+0.3291i,0.053436+0.1535i,0.040967+0.11888i,0.053086+0.097454i,0.049949+0.054982i,0.035954+0.019823i,0.020592+0.00096955i,0.0042535+0.0031724i,-0.0048164+0.012524i,-0.0079056+0.010792i,-0.008228-0.0062722i,-0.013399-0.02774i,-0.012011-0.036901i,0.0049491-0.029598i,0.015944-0.014431i,0.011169-0.0017857i,5.473e-05+0.005998i,-0.0097052+0.011683i,-0.01209+0.016474i
-0.045707-0.21491i,-0.19209-0.48651i,-0.42324-0.64547i,-0.57195-0.48326i,-0.50619-0.19149i,-0.32854-0.044645i,-0.18719-0.00018906i,-0.084058+0.024035i,-0.01268+0.015571i,0.017721-0.0058947i,0.019439-0.020211i,0.0050461-0.018871i,-0.0065245-0.0011132i,-0.0082489+0.01666i,-0.0031296+0.03248i,0.0035469+0.040781i,-0.0060836+0.031349i,-0.023825+0.010061i,-0.028423-0.011007i,-0.02425-0.021891i,-0.018532-0.019061i,-0.013096-0.010461i,-0.0043108-0.0048435i
0.2111+0.032055i,0.49434-0.014601i,0.66775-0.18002i,0.49409-0.3559i,0.16825-0.36478i,0.0074125-0.25441i,-0.022589-0.17998i,-0.048749-0.1325i,-0.062426-0.075282i,-0.053036-0.026673i,-0.036615+0.00095204i,-0.018182+0.0022792i,-0.0078428-0.01137i,-0.0099626-0.018069i,-0.005624-0.011598i,0.020831-0.002985i,0.05134+0.0038138i,0.054626+0.01558i,0.038158+0.025269i,0.024168+0.022123i,0.015177+0.0092816i,0.0085668-0.0060602i,-0.0045766-0.017213i
-0.10679+0.1809i,-0.15305+0.46079i,-0.041225+0.70837i,0.20159+0.6666i,0.3189+0.41285i,0.24723+0.2032i,0.15283+0.069782i,0.072831-0.026219i,0.00015151-0.04912i,-0.035161-0.019545i,-0.037373+0.011313i,-0.020674+0.025805i,0.001108+0.021032i,0.0095516+0.0036903i,-0.00681-0.016124i,-0.037501-0.0277i,-0.050839-0.034072i,-0.032177-0.037338i,-0.0034691-0.030521i,0.011287-0.017058i,0.013934-0.0067605i,0.01301+8.4156e-05i,0.01338+0.0083421i
-0.11836-0.15435i,-0.33613-0.27748i,-0.54501-0.22446i,-0.50217+0.053271i,-0.25029+0.27349i,-0.070458+0.26836i,-0.011195+0.18736i,0.038526+0.12325i,0.063597+0.064264i,0.051111+0.023852i,0.034569+0.0020764i,0.018143-0.0091429i,0.0064548-0.0065193i,0.011096+0.0070968i,0.018865+0.019064i,0.011866+0.034765i,-0.0097739+0.059892i,-0.032273+0.069323i,-0.042175+0.054262i,-0.037266+0.03525i,-0.02244+0.024534i,-0.0062768+0.016163i,0.0012831+0.00087757i
