-0.001492+0.0025337i,-0.002102+0.0016232i,-0.0020449+0.00023474i,-0.001776-0.00029337i,-0.0012511+0.00055639i,-0.00015968+0.0011627i,7.5982e-05+0.0016065i,0.00082202+0.00083109i,0.0013796-0.00038515i,0.0013658-0.00028225i,0.0013342-6.1102e-05i,0.00035701-0.0008366i,-0.00062337-0.0014727i,-0.00053148-0.0012544i,5.1194e-05-0.00038569i,0.000498+8.7857e-05i,0.00025122-0.00013239i,-0.00033043-0.00048159i,-0.00032152+6.8469e-05i,-0.0007001+3.1657e-06i,-0.0014786-0.00029967i,-0.00085823+0.0003149i,-0.00020185+9.7205e-06i
-0.002332+0.00042767i,-0.00099058-0.0010426i,0.00027288-0.0017695i,0.00019312-0.0022192i,-0.00052701-0.0018175i,0.0012451-0.002498i,0.0038897-0.0030259i,0.0045174-0.0016269i,0.0044751-0.00029315i,0.0041822-4.6926e-06i,0.004451+0.0016064i,0.0057991+0.0036847i,0.0071833+0.0018484i,0.0075742-0.001507i,0.0062036-0.0019289i,0.0053324-3.8881e-05i,0.0049893-0.00066333i,0.0030643-0.0030359i,0.00037004-0.002629i,-0.00043169-0.0010353i,0.0010336-0.0011005i,0.0012597-0.001573i,0.00022657-0.00098777i
0.0012414-0.0011113i,0.0022681+0.00031436i,0.0020931+0.001571i,0.0010614+0.0018316i,0.0011011+0.0026252i,0.0037981+0.0050045i,0.0066346+0.0067046i,0.0068224+0.0045428i,0.0061608+0.0013606i,0.0058925+0.0017052i,0.0049714+0.0043187i,0.0033062+0.0056907i,0.0030499+0.0049805i,0.0044857+0.0035111i,0.0053252+0.002527i,0.0035748+0.0039817i,0.0027233+0.0044716i,0.0023635+0.0021707i,0.00049237+0.0001212i,-7.9774e-06-0.00097862i,0.0011111-0.00094471i,0.0018124-0.00011372i,0.0022454+0.00061127i
-0.0026668-0.0010816i,-0.0035837+0.001124i,-0.0029813+0.0025559i,-3.4081e-05+0.0044083i,0.0037625+0.0061751i,0.0068319+0.0087095i,0.0074089+0.010761i,0.0046913+0.0089234i,0.0021323+0.0038544i,0.00040051+0.0008514i,-0.0015099+0.00221i,-0.0027259+0.0043941i,-0.0014018+0.0052946i,0.0014272+0.0052819i,0.0016478+0.0049444i,-0.00089903+0.0055465i,-0.0016753+0.0067242i,-0.00056541+0.0056189i,0.00026565+0.0016138i,0.00043658-0.0010117i,0.0017653-0.00067943i,0.0023919+0.00036427i,0.0017901+0.0010878i
-0.0013622+0.001438i,-0.0031281+0.00045715i,-0.0029445+0.00062696i,-0.0012268+0.0019615i,0.00072153+0.0039396i,-0.0014451+0.0069375i,-0.0045617+0.010025i,-0.004799+0.010368i,-0.0032683+0.0090016i,-0.002092+0.0067567i,-0.003271+0.0039099i,-0.0048323+0.00099546i,-0.0044475+0.00045333i,-0.0026472+0.0016053i,-0.0016291+0.0019286i,-0.0039105+0.0020905i,-0.0059045+0.0024908i,-0.0037655+0.0025453i,-0.00059102+0.00032028i,0.0012347-0.00056185i,0.0019661+0.00065656i,0.001793+0.00086959i,0.0003714+0.0014591i
0.00020405-0.0002969i,0.00061393-0.0028323i,0.00054709-0.0044687i,-0.0013948-0.0029649i,-0.0058041+0.00084712i,-0.012117+0.0046891i,-0.014977+0.0081263i,-0.010391+0.0084316i,-0.0034506+0.0058942i,-0.00058194+0.0031321i,-0.00096559+0.00090803i,-0.0026178-0.0023222i,-0.0040333-0.0036559i,-0.0044511-0.0012741i,-0.0051801+0.00051878i,-0.0067969-0.00080178i,-0.0076761-0.0025304i,-0.0055633-0.001624i,-0.0017113-0.00048284i,0.0004945+2.9117e-05i,0.0010142+0.0013978i,0.00056784+0.0030648i,-0.00081675+0.0033846i
0.0034985-0.002563i,0.0037323-0.0044335i,0.0043119-0.0046916i,0.0010665-0.0036142i,-0.0060035-0.002787i,-0.013126-0.0002235i,-0.015755+0.0010959i,-0.012993-0.0010787i,-0.0087655-0.0038777i,-0.0054423-0.0049497i,-0.0022706-0.0052236i,4.0227e-05-0.0046089i,0.00048875-0.0021694i,-0.00058477+0.00085532i,-0.002374+0.0017274i,-0.003103-0.0016097i,-0.0037087-0.0049375i,-0.0033018-0.0034056i,-0.0005072+6.1458e-05i,0.00095635+0.0024087i,-4.3296e-05+0.0025883i,-0.00088927+0.0017213i,-0.00049599+0.0019334i
0.0018529+0.0024465i,0.0021074+0.0029847i,0.0019696+0.0036913i,0.00093401+0.002528i,-0.0019676-0.0015963i,-0.0060763-0.0073388i,-0.0093195-0.010655i,-0.010271-0.007244i,-0.0096628-0.0021526i,-0.0074804-0.00066424i,-0.0026634-0.0013248i,0.0029455-0.0012238i,0.0046151-0.00095561i,0.0020657-0.0013035i,0.00094823-0.0022196i,0.0023312-0.0053612i,0.0032838-0.0073737i,0.0020827-0.0051787i,0.00095856-0.0010967i,0.00071869+0.0018174i,-0.00091587+0.0022753i,-0.0031468+0.0023898i,-0.0036384+0.0022977i
0.0017105+0.00039638i,0.0013966+0.00075461i,-0.00022763+0.0003685i,-0.00076519-0.0008914i,-0.0003023-0.0041161i,0.00041157-0.010694i,0.00075839-0.015099i,0.00096416-0.011457i,0.0022028-0.0050209i,0.0031811-0.0010855i,0.0037613+0.00066468i,0.0048956+0.0019541i,0.0048048+0.0024399i,0.0019886+0.0004684i,8.2733e-05-0.0016919i,0.0024328-0.0029618i,0.0053134-0.0037486i,0.0041409-0.0029208i,0.00010871-0.00030514i,-0.0023057+0.0022534i,-0.0034324+0.0024501i,-0.0038255+0.00076694i,-0.0031571-0.00053355i
0.00089795+0.0014144i,0.00050411+0.00025639i,0.00111-0.0026178i,0.0024837-0.0064265i,0.0046654-0.009609i,0.0068517-0.010572i,0.0083418-0.010079i,0.0085538-0.010534i,0.0072954-0.010506i,0.0054006-0.0078095i,0.0037362-0.0022954i,0.0019068+0.0035562i,0.00054141+0.0052179i,-6.1194e-06+0.0025432i,-6.9927e-05+0.0016361i,0.0023121+0.0031593i,0.0054419+0.0026661i,0.0046958+0.00097i,0.00065632+0.0010636i,-0.0025735+0.00228i,-0.0036999+0.0015007i,-0.0034693-0.001176i,-0.0024528-0.0033488i
0.0010355-0.00079446i,0.00066987-0.00012854i,0.00036656-0.0012667i,-0.00016247-0.0020774i,0.0013115-0.00034167i,0.0067766+0.0029476i,0.011268+0.0037376i,0.008866-0.00031815i,0.0013444-0.0042367i,-0.0036164-0.004167i,-0.0042475-0.001086i,-0.0042376+0.0027725i,-0.0043497+0.0049002i,-0.0016214+0.0048214i,0.002619+0.0045492i,0.0037851+0.0052709i,0.0029903+0.005704i,0.0018636+0.0039473i,-0.0010867+0.00063556i,-0.0035732-0.0015197i,-0.0033535-0.002623i,-0.0023111-0.0028996i,-0.0017335-0.0026936i
0.0018272+0.0011511i,0.00062417+0.00062228i,-0.00016728+0.0018825i,-4.4384e-05+0.006746i,0.002137+0.011637i,0.0060387+0.014208i,0.010137+0.01447i,0.010648+0.012541i,0.0075474+0.008956i,0.0029281+0.0039921i,-0.0024695-0.00013599i,-0.0072441-0.0013488i,-0.007803-0.00013988i,-0.0047754+0.00033657i,-0.0022303-0.00096542i,-0.0025172+4.7843e-05i,-0.0033082+0.002878i,-0.0024784+0.0028175i,-0.0025647+5.5766e-05i,-0.003811-0.002755i,-0.0028305-0.0038768i,0.00072627-0.003606i,0.0029548-0.0025825i
-0.0019848+0.00024258i,-0.00307-0.001427i,-0.0023172-0.00096256i,0.00067806+0.0017587i,0.00398+0.0058193i,0.0033902+0.012335i,0.0018468+0.017337i,0.005137+0.014382i,0.009196+0.0051669i,0.0075086-0.0015364i,0.002511-0.0035829i,-0.0016968-0.0048837i,-0.0041895-0.0055094i,-0.0046469-0.0036429i,-0.0045297-0.0011683i,-0.0062631-1.7941e-05i,-0.0076429+0.00018412i,-0.0056835+0.00042143i,-0.0023552-0.00081123i,-0.0015992-0.0038012i,-0.0010122-0.0045993i,0.001103-0.0029475i,0.0034921-0.0019984i
-0.0015502-0.0013916i,-0.00082059-0.0034495i,-0.00070777-0.0050666i,-0.0022417-0.0053845i,-0.006464-0.0030319i,-0.01295+0.0046743i,-0.015797+0.012557i,-0.011364+0.011286i,-0.0045573+0.0039618i,0.0010533-0.0021105i,0.0057878-0.0061052i,0.0070122-0.0099116i,0.004216-0.011159i,0.0014843-0.0075011i,0.0011994-0.0039124i,0.00027858-0.0042601i,-0.0024914-0.0058645i,-0.0028449-0.0054148i,-0.000456-0.0050623i,0.0020374-0.0060782i,0.0023501-0.0054949i,0.0023365-0.0018604i,0.0029727+0.0013188i
0.0051487-0.00015238i,0.0069607-0.0016147i,0.0075219-0.0023109i,0.00099174-0.0015381i,-0.0094165+0.00074329i,-0.018689+0.0041046i,-0.021704+0.0074121i,-0.015732+0.010159i,-0.0066879+0.009798i,-8.3184e-05+0.005939i,0.0034861+0.00012982i,0.0060237-0.00486i,0.0078248-0.0073213i,0.0063914-0.0072569i,0.0036126-0.0060338i,0.0027515-0.0066841i,0.0023085-0.0075834i,0.00079782-0.005484i,0.0014146-0.0023225i,0.0038091-0.0023742i,0.0044865-0.0028568i,0.0037021-0.00070188i,0.0030885+0.0023919i
0.0028592+0.0016779i,0.0038549+0.0054574i,0.0041458+0.0082565i,0.0028104+0.008002i,-0.0017069+0.0061966i,-0.0088301+0.00076813i,-0.013764-0.0040155i,-0.012624-0.0018823i,-0.0052684+0.0027738i,0.00075831+0.0056857i,0.0028174+0.0076564i,0.0064265+0.0083895i,0.0096399+0.0044027i,0.0081829-0.00080503i,0.0055513-0.002439i,0.0056402-0.0028488i,0.0062869-0.0043034i,0.0045243-0.0025578i,0.0025518+0.00012752i,0.003451-0.0007741i,0.0035844-0.0018919i,0.0010979-0.00062024i,-0.00088688+0.001405i
-0.0031005+0.0044688i,-0.0038438+0.0069126i,-0.0037945+0.0057667i,-0.00089405+0.00027605i,0.0016585-0.0084783i,0.00026125-0.01716i,-0.0051329-0.019679i,-0.0084286-0.014203i,-0.0065858-0.005994i,-0.0031421+0.001407i,0.002479+0.0065132i,0.0090362+0.0078869i,0.011492+0.0055654i,0.009421+0.0027284i,0.0075585+0.0021601i,0.0082738+0.0031029i,0.0087473+0.0026137i,0.0058068+0.00085641i,0.0017499+0.000428i,0.0018238+0.0014747i,0.0025253+0.0019158i,0.00046407+0.0018443i,-0.0023579+0.0035165i
-0.0040773+0.0030073i,-0.0054201+0.0022523i,-0.0054918+0.0005303i,-0.0044999-0.0052666i,-0.0034139-0.012316i,-0.0031303-0.016217i,-0.003207-0.015225i,-0.0048413-0.010351i,-0.0063162-0.004139i,-0.0061171-0.00029503i,-0.0056184+0.00080938i,-0.0048072+0.0021315i,-0.00051647+0.0050672i,0.0045014+0.006352i,0.0059857+0.0057716i,0.0058263+0.0069064i,0.0056942+0.0072201i,0.0036334+0.0045786i,0.00081168+0.0016595i,0.0010309+0.0012421i,0.0024349+0.0018151i,0.0014101+0.00086966i,-0.00091979+0.00036062i
-0.0059874-0.0012772i,-0.0085032-0.0001596i,-0.0088612+0.0010846i,-0.0057856+0.0033549i,0.0004568+0.0051604i,0.0080312+0.0021246i,0.012731-0.003472i,0.010074-0.007131i,0.0030922-0.0058187i,-0.0034036-0.0025987i,-0.0095898+0.00079181i,-0.010837+0.0063666i,-0.005872+0.011136i,-0.00021061+0.011573i,0.0021601+0.0093277i,0.00099222+0.0082072i,-0.00079558+0.0078954i,-0.0014783+0.0048759i,-0.0019808+0.00076443i,-0.0015577-0.00022988i,-0.00078351+0.00097931i,-0.0013626+0.00025098i,-0.0037381-0.0022218i
-0.0018476-0.00071598i,-0.0030373-0.0032404i,-0.0015983-0.0028604i,0.0042207+0.00016772i,0.012207+0.0035723i,0.019735+0.0027042i,0.020977-0.001725i,0.015071-0.0053129i,0.0054773-0.0065496i,-0.00084838-0.0053719i,-0.0022854-0.0033857i,-0.0018325-0.00044117i,-0.0025295+0.0047115i,-0.0039979+0.0094268i,-0.005241+0.0083679i,-0.0076603+0.0045907i,-0.0093742+0.0043892i,-0.0083957+0.0030239i,-0.0054116-0.00037916i,-0.0032662+0.00070152i,-0.001817+0.0032231i,-7.7039e-05+0.0016371i,-0.00015642-0.00072774i
-0.0017033+0.0017043i,0.0010985-0.0018707i,0.0041792-0.0040469i,0.0061412-0.0052181i,0.0074632-0.005725i,0.0095989-0.0012068i,0.010728+0.005156i,0.0088353+0.0056648i,0.0050703+0.002229i,0.0031149-0.0018149i,0.0019032-0.0064899i,-0.0038606-0.0084918i,-0.010741-0.0057i,-0.012993-0.00068601i,-0.011458+0.0025213i,-0.0099327+0.002863i,-0.0087666+0.00076818i,-0.005937-0.0014884i,-0.0021131-0.0029831i,0.00078431-0.0029574i,0.002101-0.0011651i,0.0038846-0.00058056i,0.0043855-0.0023193i
0.0019361+0.0011373i,0.0067484+6.3969e-05i,0.0087191-0.00020205i,0.0040392+0.00044709i,-0.0014203+0.0051686i,-0.0028686+0.014371i,0.0034538+0.020656i,0.009652+0.01695i,0.0096382+0.0080603i,0.0086506+0.00049673i,0.0067917-0.0033966i,-0.00056985-0.0031548i,-0.010195-0.0017738i,-0.014908-0.0018829i,-0.011771-0.002692i,-0.0060678-0.0047721i,-0.0035659-0.0076022i,-0.0019897-0.0086303i,0.00071118-0.0073863i,0.0013078-0.0050606i,7.3277e-05-0.0024387i,0.00018738-0.0010396i,0.0013416-0.00141i
-0.00040099+0.00019501i,0.0041242+0.0038332i,0.0074404+0.0077545i,0.0058694+0.010851i,0.00057134+0.017318i,-0.0037623+0.023013i,-0.0051612+0.023249i,-0.0029414+0.01558i,-0.00063479+0.0048778i,0.0014057-0.00065704i,0.0045127-0.00054492i,0.0050999-0.0026643i,0.00030182-0.0077078i,-0.0043852-0.010639i,-0.0045056-0.010433i,-0.0021698-0.010142i,-0.00010006-0.00967i,0.0020826-0.0083441i,0.0050438-0.0045708i,0.0048151+7.9534e-05i,0.0019053+0.0026181i,0.00091056+0.0038465i,0.0022863+0.0041943i
0.0028583+0.0085406i,0.0034349+0.013371i,0.0050075+0.016643i,0.0054235+0.012123i,-0.0022631+0.0062561i,-0.013424+0.0073549i,-0.019925+0.012968i,-0.016786+0.015124i,-0.0099809+0.011i,-0.0050399+0.0079869i,-0.0015881+0.006448i,-0.0001564-0.0024805i,-0.0026573-0.014713i,-0.0055093-0.01868i,-0.0043978-0.013225i,0.00024055-0.0057869i,0.0054174-0.0032644i,0.0091466-0.0035451i,0.0112-0.0010808i,0.0099784+0.0015319i,0.0062667+0.0014066i,0.0032762+0.0017621i,0.0023639+0.002982i
-0.0029343+0.004852i,-0.0069928+0.0076365i,-0.010155+0.0104i,-0.010349+0.0061528i,-0.015281-0.0040879i,-0.025566-0.0046822i,-0.02849+0.0022301i,-0.019213+0.0070132i,-0.0066528+0.0058835i,-0.00065658+0.005098i,0.0014435+0.0057842i,0.002909+0.0011766i,0.0039762-0.0067961i,0.0044014-0.010859i,0.004923-0.0082246i,0.0076492-0.0027972i,0.010598+0.000226i,0.011465+0.00114i,0.0097232+0.0020302i,0.0058272+0.0028789i,0.0014664+0.0026124i,-0.0021913+0.0027286i,-0.0040257+0.0028556i
-0.0073584+0.0067928i,-0.011496+0.0059559i,-0.01673+0.0037081i,-0.015755-0.00090935i,-0.010978-0.008981i,-0.017143-0.016712i,-0.024344-0.018183i,-0.021201-0.013996i,-0.0093528-0.0099042i,-0.0017643-0.0097819i,-0.0009451-0.0088341i,0.0056732-0.0075394i,0.016068-0.008459i,0.018862-0.008881i,0.012769-0.0067924i,0.0055497-0.0029529i,0.0043662+0.0013874i,0.0061206+0.0054294i,0.0050235+0.0086509i,0.0019236+0.0097783i,0.00015248+0.0079864i,-0.0006577+0.0049449i,-0.0020729+0.0037059i
-0.0052053-0.00028904i,-0.0086745-0.0024352i,-0.0092809-0.0074123i,-0.0050137-0.011345i,0.0020478-0.012301i,0.0012054-0.023009i,-0.010344-0.028823i,-0.016376-0.019834i,-0.01187-0.0082562i,-0.0073458-0.0046339i,-0.0054027-0.0033273i,0.0025867-0.0008705i,0.011299-0.00088561i,0.013185-0.0012549i,0.0094041+0.00057431i,0.0035258+0.0041196i,0.0020674+0.00784i,0.0039575+0.01113i,0.0028429+0.012408i,-0.00031161+0.0097569i,-0.0025839+0.0046306i,-0.0034438-0.00098507i,-0.0028744-0.004607i
0.0031974-0.0080181i,0.001138-0.015407i,0.0049522-0.018852i,0.011143-0.016828i,0.01139-0.013516i,0.014786-0.016573i,0.015285-0.022904i,0.01097-0.019542i,0.0080868-0.0080519i,0.0070342+0.00036375i,0.0060028+0.0043268i,0.0060395+0.010837i,0.0076332+0.017824i,0.008293+0.019101i,0.0065418+0.013764i,0.0025549+0.0072847i,-0.0012279+0.0053733i,-0.0026328+0.008297i,-0.0038902+0.010647i,-0.0068527+0.0079938i,-0.008212+0.0026541i,-0.006196-0.0023708i,-0.0043881-0.0047754i
0.0024989-0.0042281i,0.006532-0.011007i,0.0095386-0.010819i,0.011789-0.0023935i,0.016707+0.0017913i,0.028003+0.00058223i,0.033068-0.010339i,0.021077-0.018681i,0.0086844-0.013141i,0.007307-0.005721i,0.0070001-0.0020608i,0.0041015+0.0066185i,0.0043146+0.016771i,0.0045386+0.017704i,0.0019816+0.012208i,-0.00049019+0.0073325i,-0.0028866+0.0068343i,-0.0071559+0.0098998i,-0.010727+0.010051i,-0.010019+0.0058775i,-0.0060975+0.001516i,-0.0012994-0.0012165i,0.0016146-0.0020464i
0.0041978+0.0037734i,0.013496+0.0064607i,0.014121+0.0096498i,0.007333+0.0148i,0.011156+0.019009i,0.019433+0.020607i,0.023119+0.015954i,0.015092+0.007293i,0.0018549+0.0054845i,-0.0031561+0.0060143i,-0.0049725+0.0052745i,-0.01086+0.0066376i,-0.014524+0.0081765i,-0.012386+0.0072545i,-0.0076998+0.0059169i,-0.0035978+0.0043969i,-0.0033393+0.0023497i,-0.0073924+0.00284i,-0.011399+0.0031712i,-0.011163-0.0007597i,-0.0066924-0.0057324i,-0.00067647-0.0064516i,0.003771-0.0043154i
-0.00029554+0.0043462i,0.0018664+0.013589i,0.0053876+0.015512i,0.0018697+0.012778i,-0.0070167+0.023141i,-0.0073495+0.036468i,0.0062518+0.04021i,0.017722+0.026156i,0.01175+0.0095512i,0.0009555+0.0065077i,-0.0053139+0.0049786i,-0.013886+0.001221i,-0.020987+0.0018922i,-0.01711+0.0023928i,-0.009256+0.00072919i,-0.0061898+3.0262e-06i,-0.0076305+7.4965e-06i,-0.011086-0.00096016i,-0.013104-0.0033958i,-0.010878-0.005571i,-0.0065589-0.0051299i,-0.0023651-0.001454i,0.0009141+0.0024608i
-0.0049755+0.00025508i,-0.012906+0.0057872i,-0.014016+0.0095679i,-0.01246+0.0072725i,-0.024491+0.00936i,-0.028657+0.02359i,-0.012763+0.030274i,0.0031602+0.014543i,-0.00021935-0.005929i,-0.0089693-0.0094457i,-0.0088796-0.0081129i,-0.010153-0.012546i,-0.011766-0.013593i,-0.0079716-0.0090618i,-0.0047396-0.0043727i,-0.004857+0.00035025i,-0.0069244+0.0031148i,-0.0092812+0.0003267i,-0.0094411-0.005799i,-0.0058559-0.0091109i,-0.00075326-0.0063616i,0.0029035-0.00051572i,0.0038944+0.0039327i
-0.0070226-0.00071404i,-0.013534-0.0033492i,-0.021584+0.0018216i,-0.02266+0.0058519i,-0.023494-0.008318i,-0.032683-0.013193i,-0.03632+5.5023e-05i,-0.025973+0.010206i,-0.014869+0.0057521i,-0.011121-0.0028956i,-0.006123-0.0090775i,-2.6865e-05-0.017908i,0.00089275-0.023458i,-0.00046559-0.017851i,-0.0010006-0.0088269i,-0.0020712-0.0052973i,-0.0037118-0.0066366i,-0.0053767-0.0091722i,-0.0050678-0.011313i,-0.0028261-0.011728i,-0.00079224-0.0095066i,-0.0012301-0.0052891i,-0.0027297-2.3959e-05i
-0.0052801-0.0049848i,-0.0045993-0.0098722i,-0.006701-0.014938i,-0.0079488-0.016804i,-0.0012871-0.025183i,-0.013563-0.033195i,-0.028782-0.016979i,-0.015936+0.0071867i,0.0078697+0.0084517i,0.013647-0.0039994i,0.011488-0.0097635i,0.014093-0.013723i,0.012469-0.016073i,0.0071933-0.011904i,0.0029239-0.0076811i,-0.0020772-0.0075428i,-0.0059382-0.0082325i,-0.0060779-0.0095674i,-0.0025087-0.010346i,0.0013215-0.0087305i,0.0015483-0.0044288i,-0.001895+0.00012748i,-0.0053642+0.0027946i
0.00019842-0.011317i,0.0027428-0.017187i,0.0075336-0.026875i,0.0097277-0.03312i,0.012434-0.025667i,0.014942-0.026548i,0.0084818-0.026484i,0.005859-0.018142i,0.01167-0.015319i,0.013219-0.014739i,0.013782-0.0083876i,0.018302-0.00097864i,0.018467+0.00087189i,0.013313-0.00041329i,0.0083273-0.0027174i,0.004245-0.0041171i,0.0028721-0.0055021i,0.0054522-0.0080611i,0.0072702-0.0095234i,0.0072366-0.0085444i,0.0063726-0.004916i,0.0037852-0.0015648i,0.00059173-0.0016408i
0.010652+0.0021396i,0.015542-0.00057431i,0.025407+0.0054163i,0.033252+0.0088012i,0.03201+0.006033i,0.037355-0.0020303i,0.027381-0.015439i,0.00092118-0.01238i,-0.0081685+0.0030977i,0.00095869+0.0074475i,0.0089895+0.0084065i,0.013661+0.013112i,0.01507+0.01195i,0.0093907+0.0065012i,0.0055349+0.0013956i,0.0076318-0.0040771i,0.0098544-0.0088515i,0.010453-0.0099326i,0.0094206-0.0071088i,0.0077573-0.005752i,0.0061946-0.0057621i,0.0028837-0.0065354i,-0.001152-0.0073508i
0.014352+0.0057869i,0.022845+0.010535i,0.023893+0.02342i,0.023627+0.03513i,0.027513+0.031279i,0.026715+0.02878i,0.016949+0.020791i,0.0044533+0.016869i,0.0031193+0.022656i,0.0086193+0.020451i,0.0050643+0.016038i,0.00014172+0.017617i,0.00067233+0.015618i,0.00067702+0.009587i,0.0010898+0.0053153i,0.0033501+0.0013288i,0.0047806-0.0017434i,0.005931-0.00043479i,0.0081952+0.0021245i,0.0091223+0.0011401i,0.0071923-4.9285e-05i,0.0039627-0.00057721i,0.002891-0.0018968i
-0.002073+0.014995i,-0.0045003+0.02695i,-0.018699+0.027936i,-0.031462+0.024864i,-0.025394+0.034848i,-0.018495+0.047639i,-0.0072842+0.04261i,0.0015489+0.019853i,0.00056186+0.0042615i,-0.00093842+0.0037243i,-0.0050588+0.0071207i,-0.011622+0.011674i,-0.010639+0.012368i,-0.0053941+0.006503i,-0.001772+0.0028939i,0.0028904+0.0055063i,0.0075251+0.0092656i,0.0091931+0.0099331i,0.0082035+0.0063559i,0.0071703+0.0022267i,0.0069312+0.00056389i,0.0083721+0.0011353i,0.010493+0.0010633i
-0.013423+0.014481i,-0.032147+0.024842i,-0.041529+0.017858i,-0.045675+0.0051702i,-0.055887+0.016752i,-0.056133+0.028452i,-0.036575+0.024168i,-0.020256+0.0081256i,-0.019316-0.0016435i,-0.016732+0.00030592i,-0.012052-0.0013286i,-0.012995-0.0041488i,-0.011707-0.0028751i,-0.0050681-0.0022213i,-0.0010504-0.00022963i,0.00087898+0.0036914i,0.0039345+0.006668i,0.0045912+0.0058112i,0.0021089+0.002656i,0.0020448+0.0023135i,0.0044162+0.0022739i,0.0052362+0.0020473i,0.0052138+0.0035584i
-0.015845-0.0088994i,-0.03911-0.024338i,-0.038571-0.035556i,-0.024916-0.039i,-0.03891-0.042583i,-0.056823-0.04055i,-0.051605-0.026055i,-0.028664-0.011894i,-0.012042-0.0062909i,-0.0087878-0.0062269i,-0.0082713-0.010016i,-0.0082678-0.013982i,-0.0064087-0.011428i,-0.002146-0.0040663i,-0.00083463+0.00032508i,-0.0025421+0.0019032i,-0.006198+0.0037772i,-0.0077622+0.0052821i,-0.0043261+0.0051626i,0.00028406+0.0034802i,0.0024172+0.0029583i,0.0015312+0.0059182i,0.00083081+0.0098253i
-0.0072226-0.026561i,-0.01141-0.061131i,-0.010262-0.074934i,-0.0053896-0.062803i,-0.0062528-0.07136i,-0.018142-0.080848i,-0.025331-0.061094i,-0.014671-0.031312i,-0.0031109-0.017405i,-0.001768-0.01285i,0.00061301-0.0086772i,0.0054539-0.0087719i,0.0072949-0.0065871i,0.0073112+0.0010274i,0.0054615+0.0044819i,-3.9045e-05+0.0034013i,-0.0058018+0.003309i,-0.0066784+0.0038454i,-0.002575+0.0024382i,0.0023871+0.00066867i,0.0040628+0.0022012i,0.0025744+0.0053403i,-0.00047682+0.0079514i
0.013247-0.019702i,0.04131-0.041139i,0.056524-0.051858i,0.048343-0.04546i,0.051897-0.043856i,0.057712-0.054913i,0.043603-0.051079i,0.020499-0.024813i,0.0097247-0.0044785i,0.010367+0.0001637i,0.013657-0.001096i,0.01582-0.0022107i,0.0136-0.00044075i,0.0072601+0.0018845i,0.0018877+0.0027863i,-0.00088913+0.00047864i,-0.0031716-0.0027261i,-0.003904-0.0046164i,-0.0019332-0.0049325i,0.001385-0.0013454i,0.0024436+0.001389i,-0.0020259+0.00063305i,-0.0083528+0.0015778i
0.031335-0.0064072i,0.067346+0.0021897i,0.093454+0.0060414i,0.088112-0.001435i,0.083759+0.0012112i,0.098478+0.0014978i,0.092948-0.0061982i,0.058318-0.0056856i,0.031192-0.00011765i,0.019412-0.00060733i,0.013656+0.00039603i,0.008757+0.0060311i,0.0010098+0.0096219i,-0.004325+0.010929i,-0.0042337+0.010578i,-0.001245+0.0049311i,-1.3368e-05-0.003337i,-0.0007986-0.0071581i,-0.00061958-0.0043818i,0.0017483+0.00066468i,0.0017166+0.0042339i,-0.0023648+0.0040699i,-0.0072116+0.0017645i
0.026155+0.020579i,0.044185+0.052847i,0.057714+0.081407i,0.059649+0.078487i,0.055397+0.070384i,0.0635+0.07692i,0.062682+0.062954i,0.035268+0.027032i,0.0037158+0.0047571i,-0.0083272+0.0038492i,-0.0062903+0.0097847i,-0.0045955+0.010452i,-0.0061339+0.0078215i,-0.0053264+0.0067335i,-0.0035838+0.0038401i,-0.0015466+1.5476e-05i,0.0011532-0.0023909i,0.0032838-0.0022351i,0.0052312+4.9863e-05i,0.0051646+0.0030758i,0.0042943+0.0053835i,0.0036777+0.0019454i,-0.00072683-0.0054038i
0.0024644+0.041541i,-0.010542+0.083102i,-0.027258+0.11476i,-0.026262+0.11318i,-0.01968+0.10427i,-0.022091+0.12014i,-0.018141+0.11675i,-0.013647+0.074717i,-0.017722+0.036394i,-0.01612+0.022336i,-0.010256+0.015867i,-0.0086799+0.0071202i,-0.008679-0.0018712i,-0.0098048-0.0063394i,-0.01082-0.0056472i,-0.0085677-0.001802i,-0.0016078+0.0013536i,0.0050995+0.00064869i,0.0064806-0.00038296i,0.0039307+0.0017657i,0.0008892+0.0029001i,-0.00020283-0.00029395i,-0.00065143-0.0055603i
-0.031985+0.033474i,-0.072739+0.055113i,-0.10938+0.053932i,-0.10869+0.041012i,-0.097424+0.047082i,-0.10518+0.07306i,-0.086949+0.088499i,-0.038674+0.06462i,-0.0051207+0.021086i,0.0018885-0.0019783i,6.8614e-05-0.0069592i,-0.0012964-0.0098335i,-0.0032351-0.010607i,-0.0067524-0.0082714i,-0.0069655-0.0057941i,-0.0037907-0.0035156i,-0.00015179-0.00070384i,0.0018609+0.0016048i,0.00073227+0.0033407i,-0.0023574+0.0054438i,-0.0040513+0.0067476i,-0.0010828+0.0064365i,0.0053557+0.0029375i
