-0.00088589+0.0019396i,-0.0009632+0.0021957i,-0.0021128+0.0018374i,-0.0017483+0.00047177i,-0.0013897+0.00039892i,-0.00042418-0.00033623i,0.0002034-0.00066909i,0.00012544-0.00066245i,0.00049822-0.00036331i,0.0010762-0.00020711i,0.0014202-0.00076231i,0.00059557-0.0014228i,0.00037291-0.0017742i,0.00059046-0.0018444i,0.00034568-0.0013602i,-0.00015297-0.00020919i,-7.2404e-05+0.00085956i,0.00032357+0.00010231i,0.00021057-0.00044823i,-0.00037507-6.8149e-05i,-0.0011163+0.00016765i,-0.00065361+0.0009347i,-0.00022602+0.0011236i
0.0002472+0.0018116i,-0.00021915+0.0018507i,7.7335e-05+0.0020794i,0.0002323+0.0017427i,0.00028405+0.0005455i,0.00038859-0.00070298i,-0.00068469-0.0013375i,-0.0012323-0.001452i,-0.00076567-0.00082016i,-0.00024728-0.00013739i,0.00061582-0.00049797i,0.00071213-0.00075837i,0.00026602-0.00062756i,0.00020848-0.00013372i,-0.00035235+0.00041202i,-0.00097614+0.00071305i,-0.0008076+0.00090524i,-5.8326e-05+0.00098068i,1.882e-06+0.00072358i,-0.00014374+0.00024311i,0.00019728-0.00025433i,0.0003638+0.00029518i,0.00018915+0.00053899i
-0.00040423+0.0010848i,0.00049972+0.0012053i,0.00072417+0.00097416i,0.0011551+0.00047233i,0.00057105+0.00020735i,0.00011311+7.5416e-05i,-0.00013005+0.00012341i,-0.00074343+0.0001563i,-0.00084703-0.00027801i,-0.00037533-0.00011776i,0.0001954+0.0003857i,0.00028061+0.00027464i,-0.00033894+0.00018378i,-0.00083919+0.00017788i,-0.00039367+0.00010832i,0.000127+0.00097082i,-6.0574e-05+0.001259i,-0.00046106+0.00013053i,-0.00086796+0.000188i,-0.00053226+0.00042951i,1.3413e-05+5.0272e-05i,0.00025664-0.00036028i,0.00033894-0.00079618i
-0.00040365-0.0021619i,-0.0018503-0.0020883i,-0.0024996-0.0012556i,-0.0021989-0.00034821i,-0.0013661+0.0010115i,-0.00049365+0.0018176i,0.00014178+0.00071734i,0.00067657-0.00038347i,0.00089802-0.00046958i,0.00048251+0.00061845i,-0.00014108+0.0015051i,-0.00057413+0.0004332i,-0.00011619-0.00054131i,0.00082-0.00018565i,0.00032445-0.00047599i,-0.00016128-0.00072033i,2.0681e-05-0.00042863i,0.00019242-6.9506e-05i,0.00044088+0.00035684i,0.00058978-0.00016106i,0.00033698-0.00099204i,0.0001483-7.477e-05i,0.00033337+0.00044641i
0.00077168-0.00028831i,0.00064617-0.00090739i,0.0017362-0.001366i,0.0014273-0.0014735i,0.00030861-0.0011451i,-0.00074656-0.0011416i,-0.00087317-0.001319i,-0.00076729-0.00049005i,-0.00073215+0.00037744i,-0.00064222+0.00019912i,-0.00074882+6.9023e-05i,-0.00031957-0.0002616i,-3.8918e-06-0.00017226i,-7.427e-05+0.00049295i,-0.00023262+0.00036227i,-7.9977e-05-0.00010017i,-0.00023925+1.7631e-06i,-0.00016317+0.00044959i,0.00014336+0.00069777i,0.0001555+0.00035536i,0.00047621+0.00029989i,-0.00044004+0.00012893i,-0.0010555-0.00062521i
-0.0005104+0.0013681i,-0.00062892+0.00062116i,-0.0006539-9.8864e-05i,-4.8063e-06-0.00056578i,-0.00018904-0.00078231i,-0.00052749-0.00055196i,-0.0005253-0.00066538i,-0.0010524-0.00058736i,-0.001328-5.1721e-05i,-0.00068377+0.0003006i,0.0003224+0.00042581i,0.00048442+6.8934e-05i,0.00091068+9.1785e-05i,0.0011143+0.00040673i,0.00069319+7.0463e-05i,0.00066833+0.0005073i,8.5677e-05+0.001126i,-0.0007521+0.0014051i,-0.00091165+0.0013325i,-0.00034602-0.00022911i,-0.00013149-0.00088829i,-0.00057484-0.00032242i,-0.00032955-7.0934e-05i
0.0016051+0.0010519i,0.0032218+0.00047636i,0.003472+0.00036143i,0.0021466-0.00039754i,0.00023568-0.00077814i,-0.00051676-0.0013375i,-0.00062137-0.0009778i,-0.0011465-0.00043209i,-0.0010241-0.00051784i,-0.00091214-0.00062167i,-0.00074397-0.0010823i,1.6275e-05-0.00098816i,0.0010722-0.00030463i,0.00057466+8.1806e-05i,-0.0004549-9.7983e-05i,-0.00043323-0.00011316i,0.0001543+0.00036671i,-0.00019385+0.0010225i,-0.00067551+0.0007152i,4.5689e-05+0.00048271i,0.00083389+0.00051221i,0.0010676-8.9755e-06i,0.0007082-0.00072677i
0.0019062+0.00039758i,0.0013653+0.00018931i,0.0011267-0.00068168i,0.00019891+0.0001345i,-0.00050453+0.0001321i,-0.00066167-0.00020518i,-0.00096333+0.00038488i,-0.00018047+0.00064954i,0.00030802+0.00045786i,0.00039917-0.00052427i,0.00075481-0.00089647i,0.00021298-6.9164e-05i,-0.00063347+0.0004758i,-0.0011054+0.0011905i,-0.0010153+0.0012671i,-0.00054633+0.00084765i,-0.00018102+0.00081285i,-0.00036454+0.00011069i,-3.1932e-06-0.00017222i,0.00040823-2.2874e-05i,0.00048298-0.00012778i,0.00048877+0.0001315i,0.0005894-0.00022101i
0.00048299+0.00034368i,0.00046691+0.00036322i,0.00032105+0.0010488i,0.00016636+0.00088322i,0.00048384+0.00013846i,-0.00021459-0.00050006i,-0.0010884-0.00077125i,-0.00084695-0.00079415i,-0.00010267-0.00038976i,5.5021e-05-0.0002874i,-0.00013814+0.00012346i,0.00015087+0.00011603i,0.00063362-0.00018643i,0.00017067-4.5093e-05i,-0.00010209-0.00033548i,-0.00042926-0.00084368i,-0.00062117+0.00025279i,-0.00033984+0.0009578i,-0.00061415+0.00059243i,-0.00077711+0.00033498i,-0.00030533-9.5841e-05i,-4.397e-05-0.00011077i,-0.00090863+0.00031073i
-0.00044474-0.0021234i,-0.00018054-0.0014167i,0.00034582-0.00022375i,-0.00010899+0.00022777i,-0.00048038-4.6589e-05i,-0.00012328-0.00020168i,0.00015012+2.4381e-05i,7.0853e-05-0.00039823i,0.00026356-0.00047189i,0.00036869+0.00028805i,-0.00015636-1.3803e-05i,-9.7834e-05-0.00071332i,0.00065494-0.00084956i,0.0011346-0.00086439i,0.00081857-5.856e-05i,0.00033635+7.9256e-05i,0.00056494+0.00030193i,0.00063918+0.00028351i,-9.393e-05-0.00034829i,-0.00084681-0.00043672i,-0.00048698-0.00045764i,-0.000102-0.00043269i,-0.00019616+0.0002047i
0.0017871+0.0004817i,0.0017507+0.001257i,0.0013+0.00023969i,0.00051497-0.00075046i,-0.0010279-0.0011249i,-0.001316-0.00071013i,-0.00096688-0.00018788i,-0.0011058-0.00038923i,-0.00052897-0.00057355i,0.00029756-0.00019457i,-0.00024582-0.00015989i,-8.6092e-05-0.00015502i,0.00025075-0.00011046i,-0.00053279+0.00010622i,-0.0010049+0.00028453i,-0.00095357+0.00053191i,-0.00092149+0.00064325i,-0.00066277+0.00073181i,-0.00044358+0.00049631i,-0.00010088-0.00061893i,0.00015906-0.0013253i,-0.00036721-0.00079718i,-0.00042232+0.0003974i
0.0014611+0.001671i,0.0020225+0.00038945i,0.0020345-0.00065154i,0.00091281-0.00073673i,-0.00029585-0.00012427i,-0.0008567+0.00046688i,-0.000333+0.00076354i,-0.00070214+0.00030476i,-0.0012765-0.00064661i,-0.00032078-0.00096909i,-0.00035773-0.00075416i,-0.00071649-9.4988e-05i,-0.0002999-6.7131e-05i,-0.00051654-0.00047789i,-0.00059106-0.00036917i,-0.00079172+0.00036251i,-0.0012033+0.0010051i,-0.00056994+0.00079118i,0.00013912+0.00022158i,0.00054309-0.00043471i,1.9265e-05-0.00060749i,-0.000655-4.7833e-05i,-0.00043897+0.00062805i
0.0011473+0.0016732i,-1.3405e-05+0.0019634i,-5.0946e-05+0.001511i,0.00046335+0.0006145i,-0.00027303+0.00018175i,-0.00096768-0.00053987i,-0.00089629-0.00082968i,-0.00062551-0.00017591i,-0.00013273-1.5282e-05i,0.00029121-0.00010695i,0.00079766-0.00012454i,0.00095504+6.5884e-05i,0.00056583-0.00017718i,0.00025228-0.0007308i,4.8956e-07-0.00055548i,5.9358e-05-0.00048114i,-5.7476e-06-0.00052363i,-7.4985e-05+0.000307i,0.00046936+3.0047e-05i,0.00017417-0.00089205i,-0.0001679-0.00083259i,-0.00038971-0.00081189i,-0.00025012-0.00026787i
0.00035552+0.00079261i,-9.4316e-05-5.6522e-05i,0.00047566-0.00047449i,0.0011652-0.00027946i,0.00052919+9.7194e-06i,-0.00062646-0.00040395i,-0.0006134-0.00092692i,-0.00087356-0.00089961i,-0.00068511-0.00063892i,-0.00047442-0.00035946i,-0.00093857-0.00054476i,-0.00022664-0.00042553i,0.00051577+0.00011463i,0.00026219+0.00054947i,0.00032922-0.00010601i,0.00066982-0.00038101i,-4.3097e-05+0.00081867i,-0.00043389+0.00084157i,-0.00039983+6.8322e-05i,-0.00020024-0.00023049i,-3.4388e-06+0.00055332i,0.00040275+0.0013989i,0.00061723+0.0016968i
-0.00046698-0.0003741i,-0.00087195-0.00075941i,-6.2373e-05-0.00048875i,0.0004314-0.00010918i,0.00033338-0.00026887i,-0.00025096-0.00061002i,-0.00042089-0.00042626i,-0.00080616+7.4248e-05i,-0.00047856+0.00029833i,-4.6954e-05+0.00031971i,-0.000392+0.00021537i,-0.00013905-0.00019471i,-4.1428e-05-0.001028i,0.00010933-0.00065129i,0.00070131+3.6722e-05i,0.00058798-0.00031222i,0.00049939-1.1642e-06i,0.00083982+0.00023274i,0.00084765-0.00019066i,0.00082046-4.4376e-05i,0.00051384-0.00021556i,-0.00038466-0.0003507i,-0.00023362+0.00027184i
-0.00040967-0.00055663i,-0.00048397+0.00037346i,-0.00095489+0.0012869i,-0.0011979+0.0016184i,-0.00067932+0.00073232i,-0.0001538+0.00015489i,-0.00057389+3.4165e-06i,-0.0011987+9.179e-05i,-0.0017689+0.00011832i,-0.0018487-0.00030373i,-0.0011262-0.0010671i,-0.00049106-0.0012838i,-0.0005277-0.00090188i,-0.00052249-0.00065008i,-0.00046873+0.00030201i,-0.00019679+0.00094633i,4.7893e-05+0.00049836i,-6.6649e-05+0.00035114i,0.00030904+0.00047523i,0.0010335-6.2169e-05i,0.0008333+3.4902e-06i,0.00016526+0.00013444i,-0.00016269-0.00030293i
-0.00015958-4.5419e-05i,-0.00048733+0.00028825i,-0.00048147+6.6586e-05i,0.00014124-0.00026761i,0.0003906+0.00052307i,1.665e-06+0.00066375i,-0.00025221-3.9517e-05i,-0.00013346-0.00026664i,0.0004104-0.00073978i,9.1994e-05-0.00063514i,0.00017294+1.5968e-05i,0.0010557+0.00084827i,0.0012964+0.00052979i,0.0008422-0.00013363i,0.0004586+1.1229e-05i,0.00052744-0.00015788i,0.00069342-0.00067065i,0.00059374-0.00045037i,-0.00033749+0.00018231i,-0.0015116+5.1153e-06i,-0.0021534-0.00023909i,-0.001883+0.00036969i,-0.00082232+0.00091773i
-6.9303e-05-0.00065155i,0.00078531+0.00072031i,0.0011145+0.0006248i,0.00034047+0.00041562i,0.00012863+0.00054707i,0.00022389-0.00017212i,-0.00039759-0.0010632i,-0.0011634-0.00065537i,-0.0011417-0.00027175i,-0.00021418-0.00042749i,-0.00011788-4.1193e-05i,-0.00075989+0.00050083i,-0.00085449+0.00017849i,-0.00084481+7.3738e-05i,-0.00096003+9.1241e-05i,-0.00044241+0.00012736i,-0.00053016+0.00034094i,-0.0003579+0.00061538i,0.00054083+0.0011645i,0.00083643+0.00082104i,0.00058086+0.00014422i,0.0005076-0.00032827i,0.00045161-0.00034436i
0.00023821+0.0010503i,0.00063068+0.0010076i,0.0013586+0.0012812i,0.00097874+0.00084991i,-8.0402e-05+0.00014876i,-0.00064308-0.00020811i,-0.00085922-0.00062037i,-0.00065611-0.00070655i,2.412e-05+3.7779e-05i,0.00036462+0.0012615i,-1.4016e-05+0.00086349i,-0.00048201-0.00068938i,-0.00058781-0.0013999i,-0.00048327-0.0014051i,-4.455e-05-0.00061937i,0.00024239+2.7603e-05i,0.00028977-0.00026136i,-0.00025921+4.23e-06i,-0.00077823+0.0005511i,-0.00038455+0.00063857i,-0.00024508-0.00015797i,-0.00028725-0.0004524i,-0.00011868-0.00018559i
-0.00082406-0.00061937i,-0.00059631-0.001282i,-0.0016096-0.0018152i,-0.0018637-0.00069128i,-0.0016689+0.00073166i,-0.0013083+0.00066755i,-0.00098518-6.5843e-05i,-0.0011091+0.00029909i,-0.00076878+0.00057202i,-0.00034396+0.00030397i,7.6711e-05-2.1613e-05i,0.0001556+0.00029915i,4.6968e-05+0.00074036i,0.00014572+0.0012168i,0.00015114+0.0011172i,9.5363e-05+0.00043412i,9.6305e-05-0.00017592i,3.8814e-05+0.00019533i,0.00034523+0.00021797i,0.0007921-7.0869e-05i,-0.00012327-0.00037107i,-0.00096931-5.0002e-05i,-0.00062236+0.00054419i
0.0014317-1.9889e-05i,0.0016141-0.00032151i,0.001773-3.8294e-05i,0.0012893+3.7398e-05i,-3.728e-05+0.00026894i,-0.0006496-0.00024102i,-0.00027756-0.00026332i,-0.00067326+8.3324e-05i,-0.00031322-0.00018859i,-0.00026434-0.00066885i,-0.00067903-0.00014637i,-5.5477e-05+2.0688e-05i,0.0002082+0.00019464i,0.00034301+0.00071858i,0.00081096+0.00087236i,0.00081454+0.00088729i,0.0012073+0.0010358i,0.0012421+0.0011624i,0.0007105+0.0007475i,0.00010541+1.3891e-06i,0.00017777-0.00046751i,-4.3542e-06-5.9065e-05i,-0.0004828-0.00019318i
0.00049411+0.0003721i,0.00084527-0.00010357i,0.00082653-0.0010072i,0.00040899-0.0011046i,-6.8209e-05-0.00016467i,9.462e-05+0.00052348i,0.0005042+0.001486i,-4.7216e-05+0.0011903i,-0.00072911-5.802e-06i,-0.00036911-4.4656e-05i,0.00025995+0.00023126i,0.00012605-3.2053e-05i,-0.00079602-7.5123e-05i,-0.0012149+0.00023755i,-5.6676e-05+0.00016105i,0.00030974-0.00011673i,-0.00023946-0.00091777i,-0.00016081-0.00094563i,-0.00026688-0.0008309i,-0.00028615-0.00023493i,0.00018738+0.0010556i,0.00059334+0.00118i,0.0011442+0.00085399i
-0.00056956+2.7709e-05i,-0.00013639+0.00046331i,-0.00015987+0.0010645i,0.00019247+0.00087217i,0.00088449+7.6768e-05i,0.00074969-0.00098155i,0.00015198-0.00099146i,-0.00011141-0.00029851i,1.7941e-05+0.0001633i,0.0006016+0.00029951i,0.0004498-0.00022552i,0.0006065-0.0011047i,0.0012873-0.0011277i,0.0011322-0.00056253i,0.00049253+6.2206e-05i,0.00068516+0.00016334i,0.00092021-6.6943e-05i,0.00040491-0.00041445i,0.00026237-0.00056378i,0.00017227-0.00078157i,0.0001817-3.0241e-05i,0.00032162+0.00050319i,-4.1532e-05+0.0001399i
0.0012011+0.0013824i,0.00081696+0.00051269i,0.0016264+0.00037766i,0.0016402+0.00084181i,0.00031306+0.00064884i,-0.00036639+0.00022063i,-0.00083646+0.00021152i,-0.00056906+0.00057014i,0.00024207-0.00011828i,0.00042101+0.00039784i,-2.0095e-05+0.00039402i,-0.00058368-0.00055341i,-0.00016446+8.2662e-05i,-0.00020877-0.00023282i,-0.0010698-0.00062151i,-0.00029135+0.0001404i,0.00052826+0.00039406i,0.00032847-9.2169e-05i,0.00023645-0.00029008i,0.00058797-7.1759e-05i,0.0008326+0.00021352i,0.00065357+0.00014659i,0.00064651-0.00099718i
-0.00026082+0.0017487i,-0.00032257+0.0013796i,-0.0002255+0.00046587i,3.1018e-05-0.0002875i,0.0010463-0.00066966i,0.001096-0.00058505i,0.00014974-0.00049253i,2.8824e-05+9.4314e-05i,-0.00071467+0.00077099i,-0.0014632+0.0008677i,-0.00074313+0.00041469i,0.00013244+0.00069832i,0.00023748+0.00091016i,-0.00027792+0.00014126i,0.00029047-0.00040435i,0.0011285-0.00015089i,0.00079549+0.00022468i,0.00066537+0.00030079i,9.0206e-05+0.00057674i,-0.00043972+0.0010102i,-0.00029928+0.00086488i,-5.2943e-05+0.00095161i,0.00057413+0.001058i
-0.00061315-0.0005454i,-0.00065441-0.00077005i,-0.00031735-0.00083369i,-0.00024665-6.7649e-05i,-0.0003358+0.00052091i,-0.00082797+0.00023022i,-0.0012866+0.00020525i,-0.00063527+0.00032657i,0.00020343+6.8407e-05i,4.8868e-05-0.00025552i,-0.00068623-0.00053067i,-0.00033626-0.0006519i,0.00021351-0.00059481i,6.4849e-05-0.00012773i,5.577e-05+0.00062615i,0.000504+0.00090986i,7.9408e-05+0.00065476i,-0.00045783-0.00013491i,-0.0009488-0.00067713i,-0.00033298-0.0006729i,0.00063838-0.00043218i,-0.00031283-0.00072903i,6.3991e-05-0.0010338i
-0.00091044-0.00076036i,7.9412e-05+0.00022805i,0.00057446+0.0012353i,0.00051788+0.00081737i,0.0013024+0.00062669i,0.00089186-7.4983e-05i,-0.00055584-0.0010548i,-0.00053136-0.00065073i,-0.00010902+0.00028925i,0.0006458+0.00098969i,0.0010512+0.00086811i,0.00035875+0.00044004i,0.00021232-0.00018317i,0.00077164+0.00019234i,0.00066305+0.00049751i,0.00051169+0.00022128i,0.00046857-2.4645e-05i,-0.00024201-0.00055574i,-0.00026719-0.00077708i,0.00037581-0.00061402i,0.0011087-0.00010728i,0.00098908+0.00042659i,0.00019029+0.00030531i
0.00015054+0.00011396i,-4.2686e-05-0.00017994i,-0.00051414-5.1584e-05i,-0.00083209+0.00080262i,-0.00085624+0.00067299i,-0.00094027+0.00046164i,-0.00082452+0.00053694i,-0.00038434+0.00039063i,-0.00021572-0.00030119i,0.00010197-0.00020634i,2.4399e-05+0.00084677i,-0.00031577+0.00095606i,-0.00021441+0.00056158i,0.00025763+0.00031715i,0.00054242+5.3327e-05i,-0.00010101-0.00015687i,-0.00021843+0.00024932i,0.00031977+0.00040769i,0.00046311-0.00025788i,0.00054133-0.00043144i,0.00070889-9.2507e-05i,0.00074122-9.2891e-05i,0.00042437-0.00084253i
0.00043689+0.0006265i,0.00066934+0.00060165i,0.0011951+0.00017805i,0.001016+0.0005852i,0.00024037+0.00071803i,-0.00074726+4.1228e-05i,-0.00082144-0.000178i,-0.00084724+3.3678e-05i,-0.00072588+0.00019062i,-0.00010316+0.00080374i,1.6741e-05+0.00019962i,-0.00028909-0.00040972i,-7.1653e-05-9.7335e-05i,0.0005645-0.00052265i,0.000338-0.0010115i,-0.00034703-0.00093521i,0.00045704-0.00041423i,0.0015847-0.00015059i,0.00080539+0.00031372i,0.00012059+0.00067441i,0.000306+0.00021553i,-0.00029235+0.00050495i,-0.0006181+0.00034093i
-6.9001e-05+0.0021064i,0.00065394+0.0021469i,9.4461e-05+0.0020215i,-8.8487e-05+0.0010957i,-0.00036646-9.6673e-07i,-0.0010451-0.000304i,-0.0017538-0.00077996i,-0.0016426-0.00088751i,-0.00086148+1.0162e-05i,0.0002739+0.00018925i,0.0011395-2.6227e-05i,0.00075859+0.00058289i,-0.00053684+0.00066769i,-0.0016903-0.00021507i,-0.0012177-0.0005377i,-0.00065112-6.9124e-05i,-0.0007126+0.0001242i,0.00013232-9.4586e-06i,0.00051086-0.00024259i,-0.00064351+0.00010589i,-6.6969e-05+0.00084769i,0.00090668+0.00048956i,0.0011162-0.00036943i
-0.00087554+0.0009848i,-0.00056056+0.0010286i,0.00052867+0.00098483i,0.0015106+0.00059477i,0.0014742-1.0488e-05i,0.00055402-0.00022633i,-4.2252e-05+0.00022891i,-0.00071659+0.00012111i,-0.00053285-0.00026218i,0.00059003-0.00012395i,0.0008781-1.6932e-05i,0.00081236-0.00028817i,5.1191e-05-0.00033679i,3.3136e-06-5.2102e-05i,-0.00018372-0.00039961i,-0.00027187-0.00052928i,-0.0004043-8.262e-05i,-0.00019295+0.00016863i,0.00052459+0.00037559i,0.00064954+0.00082472i,0.0010776+0.00092569i,0.0017506+0.0010242i,0.0012309+0.00041323i
-5.7361e-05-0.0024897i,-0.00016549-0.0034945i,-0.00078974-0.0032278i,-0.00050069-0.0014062i,-0.00038882+0.00078536i,-0.00072131+0.00083503i,-0.0011646+0.0004661i,-0.00071284-0.00014641i,8.3076e-05-0.00053533i,-7.3354e-05-8.3196e-05i,-0.00023887+2.2453e-07i,-5.6483e-05+0.00016279i,-0.00038297+0.0008427i,-0.00058386+0.00096482i,-9.1737e-05+0.00063176i,-0.00011627+0.00024255i,-0.00059881-0.0001212i,-0.00059025-0.00015838i,-4.3049e-05+0.00031465i,0.00040531+0.00092327i,0.00055391+0.00088454i,0.00046501+0.00038235i,0.00087845+2.5188e-06i
0.0020684+0.0021447i,0.0029519+0.0012052i,0.0031179+0.00099465i,0.0030389-5.342e-05i,0.0016766-0.0016039i,-0.0003081-0.0013111i,-0.00077915-0.0001655i,-0.00082125+0.00071816i,-0.00073207+0.000719i,-0.00014191+0.00060608i,-4.3302e-05+0.00038406i,4.1903e-05+0.0002472i,0.00060695+0.00048214i,0.00064768+0.00023551i,7.3216e-05+3.6136e-05i,-6.3145e-05-2.1304e-05i,0.00022327-0.00071966i,4.8694e-05-0.0010558i,3.1906e-05-0.0008638i,0.00075934-0.00013126i,0.0014544+1.0505e-05i,0.00092271-0.00027558i,0.00032243+0.00053574i
0.00041317-5.3533e-05i,0.00063542+0.00033627i,0.00098064-0.00040553i,0.00019517-0.00068475i,-0.0010617-0.00064892i,-0.00065359-0.00027457i,6.7891e-05+9.8426e-05i,-0.00020067+0.00023443i,-0.00011889+0.00048149i,0.00037275+0.0004254i,0.00060609+0.00056171i,0.00040745+0.00081503i,0.00028369+0.00070271i,0.00080393+0.0004673i,0.00067882+0.00076947i,0.00032708+0.0011859i,0.00021584+0.0015139i,0.00021912+0.0013189i,0.00077875+0.00044572i,0.0011042+0.00040352i,0.00026401+0.00027156i,-0.00078591-0.00030871i,-0.00037034-7.659e-05i
-0.002198+0.0005389i,-0.0019142+0.0012397i,-0.0010705+0.0018888i,-0.00065099+0.0016827i,0.00011615+0.00032758i,0.00053145-0.0012848i,0.00092125-0.0017199i,0.00011002-0.0011515i,-0.00033206-0.00042303i,0.00028558-0.0003176i,0.00040232-8.6051e-05i,-0.0001414-0.00054971i,-6.7317e-05-0.00085455i,0.00040745-0.00050058i,0.00034791-0.00059182i,0.00047941-0.00040247i,0.00027443+0.00021917i,0.00038126+0.00054314i,0.00015672+0.00053384i,-0.00053183+0.00059972i,-0.00030857+0.00094501i,-0.00036701+6.743e-05i,-0.00036909-0.00036019i
9.8542e-06-0.00093914i,-0.00040802-0.0017072i,-0.00036958-0.0016077i,0.00015937-0.0004735i,-0.00036944+0.00012283i,-0.00040643-1.081e-05i,0.00025431-0.00037062i,-9.6245e-05-2.3972e-05i,-0.00095903+0.0001349i,-0.00051641-0.00038162i,6.9112e-05-0.0010131i,-0.0003899-0.00049661i,-0.00066028-0.00013719i,2.5891e-05-2.8652e-06i,0.00010834+0.00043872i,-0.00014092+0.0004192i,0.00040694+0.00010614i,0.0007978-8.1496e-05i,0.00069992-0.00057988i,0.00016847-0.00046939i,0.00028918-3.5637e-05i,0.00027697+0.00022566i,0.00021464+0.00043125i
0.00061301-0.0011211i,0.00068922-0.00081323i,-0.00027066-0.0010005i,-0.00080038-0.00046308i,-0.0010077+0.00039021i,-0.00077862+0.00014662i,0.00011442-0.00083869i,0.00016115-0.001637i,0.00020233-0.0010226i,0.00044274+0.00032114i,0.00013434+0.00042678i,0.00018349-0.00035976i,0.00094346+0.00035237i,0.0010937+0.0013144i,0.00054969+0.0012305i,0.00028722+0.00080976i,0.00037824+0.00012851i,4.2913e-05-4.0013e-05i,-0.0004673+0.00036029i,-0.00035745+0.00011206i,-0.00044758-8.0957e-05i,-0.00063452+0.00049392i,-0.00054483+0.00066417i
0.0014218-0.0019621i,0.0005049-0.0011026i,0.00057225-0.0016791i,7.8313e-05-0.0016898i,-0.00075145-0.00042182i,-0.00094568+0.00020155i,-0.0010603-0.00063185i,-0.00030507-0.00061411i,0.00024885-6.4771e-05i,0.0003269+0.00010918i,-0.00014412+0.00020372i,4.9489e-05-9.5481e-05i,0.00031673+0.00039767i,0.00058877+0.0012844i,7.1977e-05+0.0013479i,-0.00037602+0.00085962i,0.00052723+0.00021882i,0.0012743-0.00046552i,0.00055862-0.0006177i,-7.8694e-05-0.00034384i,0.000209-6.2902e-05i,0.00072983+0.00011019i,0.00095957+0.00025277i
-0.0023328+0.0005516i,-0.0025437+0.0005221i,-0.0012842+0.0010425i,-0.00049938+0.0014555i,-0.00066405+0.00057053i,-0.0011594-0.0008457i,-0.0007593-0.0016798i,-0.00027073-0.0010706i,9.5007e-05-0.00052384i,0.0007198+5.2333e-05i,0.00045179+0.00042473i,0.0001968+0.00011062i,0.00030177-0.00060947i,0.00064563-0.00085082i,0.00059687-0.00034106i,0.00042155-2.1427e-05i,-9.7268e-05+0.00026763i,-0.00060565+0.00049052i,-0.00057841+0.00044846i,7.6122e-05+2.6448e-05i,0.00018138-0.00092696i,0.00021059-0.00096256i,2.3168e-05-6.5401e-07i
-0.00032932+0.00015304i,-0.00069119-0.0001484i,-0.0011037-0.00023267i,-0.00087757-0.00011214i,-0.00029522-3.151e-05i,-4.8366e-05-2.9283e-05i,0.00049612+0.00073201i,0.00010458+0.001032i,-0.00093458+0.00043152i,-0.0013082+0.00034236i,-0.00046702+9.3382e-05i,0.00048769+0.00037287i,0.00040721+0.0006073i,0.00022737+0.00044314i,0.00019305+0.00032689i,0.00040825-0.00044284i,4.8337e-06-0.00085293i,3.3234e-05-0.00035847i,0.00068655+0.00025074i,0.00050249+0.00043512i,0.00039644-6.1824e-05i,0.00019465-3.0588e-05i,-0.000399+0.00034025i
0.0014645-0.0015732i,0.00067385-0.0018502i,-0.0003824-0.0023024i,8.4996e-06-0.0018342i,-0.00012733-0.00078688i,-0.00073738-0.0004519i,-0.00076459-8.5066e-05i,-0.00048427+0.00033782i,-0.00061785+0.00054756i,-0.00037364+0.00018274i,-0.00020537-0.00035867i,-0.00077752+0.00013177i,-0.00066447+0.0015744i,-9.0011e-05+0.0023992i,0.00028484+0.0017862i,1.5236e-05+0.00070465i,-0.00010628-0.00044858i,0.0004447-0.00042495i,0.00038726+4.5628e-05i,0.00028749-0.0003552i,0.00034267-0.00028993i,5.3759e-05-0.00018773i,0.00037048-4.5703e-05i
-0.00092815+0.00084405i,0.00030729+0.0010568i,0.00045736+0.0007214i,0.00038627+0.00074362i,0.00042851+0.0008653i,-1.9153e-05-2.7076e-05i,-0.00058247-0.00033107i,1.9831e-05-0.0004487i,0.00089229-0.00024145i,0.00072653+0.00021738i,5.7638e-05+0.00029494i,-7.4265e-05+0.00044226i,0.00039465+0.00042309i,0.00070129-0.00016074i,0.00065068-0.00040702i,0.0002935-0.00051063i,0.00051057-0.0010312i,2.2834e-05-0.001067i,-0.00014137-0.00078012i,0.00020076-7.2979e-05i,4.0563e-06+0.00036265i,-0.00021085+0.00035735i,0.00011975+0.00058134i
-0.0011259-0.00036711i,-0.0010071-0.00055244i,-0.00070272-3.2539e-05i,-0.0007183+2.5659e-05i,-0.00033168+0.00033516i,0.00030961+0.00076911i,-0.00046055+0.00055689i,-0.00089004-4.0652e-05i,-0.00020413-5.6776e-05i,-0.00058224-0.00032576i,-0.00076427-0.00058359i,-0.00021785-0.00039573i,0.00034471+0.00095251i,0.00084124+0.0012528i,0.00053189+0.00034612i,0.00052324+7.6722e-05i,-0.00022417+0.00060683i,-0.00090012+0.0010446i,-0.00022368+0.00039353i,-3.373e-05+0.00011889i,-0.00032659-0.00031886i,-7.8382e-05-0.00050681i,-0.00018342-0.00010161i
