-0.00086089+0.0022324i,0.00014707+5.3945e-05i,0.00012419+0.00013734i,-0.00016483-2.6077e-06i,9.2297e-05+0.0005596i,0.00013425+0.0018625i,8.0809e-05+0.001643i,0.00086226+0.001038i,0.00082605+0.0011631i,0.00013501+0.00068359i,7.9944e-05-8.7498e-05i,0.00011316-0.00052313i,-0.00053094-0.00049724i,-0.00075109-0.00033784i,-0.00028292-5.9811e-05i,0.00022762+0.00064744i,0.00050364+0.00014445i,0.00052089-0.00048472i,0.00034232+0.00020378i,0.00026129+0.00070706i,3.3709e-05-0.00011412i,-0.00034182-0.0002237i,1.8178e-05-9.7178e-05i
-0.00062867-0.0015456i,-0.00073571-0.0009958i,-0.00067944-0.00064036i,-0.001191-5.4788e-05i,-0.00089898+8.5998e-05i,2.7697e-05-0.0005111i,0.00039551-0.0012101i,-0.00057292-0.0012586i,-0.0011096-3.8477e-05i,-0.00031068+0.00084142i,-0.00019445+0.00096042i,-0.00060685+0.00098676i,-0.00070522+0.00022581i,-0.0008579-0.00011237i,-0.00051659+0.00081977i,0.00046564+0.00019931i,0.00047016-0.00084341i,-0.00036483-0.00058098i,-0.00053815-0.00010284i,7.2357e-05-0.00013089i,-8.0552e-05+0.00050517i,-0.00078622+0.0003553i,-0.00015155-0.00056182i
0.0018289+0.0011246i,0.0014231+0.0013945i,0.0011292+0.00036952i,0.00049423-0.0011239i,-0.00034505-0.0010133i,-0.00042693-0.00048347i,0.00019266-0.00043258i,0.00045056-0.00011472i,0.0010554-7.5141e-05i,0.0014768-0.00025838i,0.00048931+3.6894e-05i,-0.00072952+0.00067926i,-0.00015284+0.00089331i,-0.00043379+0.00060811i,-3.9683e-05+0.0011204i,0.00056296+0.0012972i,0.00029245+0.00031205i,-0.00026996-0.00039951i,-0.00014558+0.00019693i,0.00038148+0.00055151i,7.8013e-05+0.00013451i,8.1114e-05-0.00034557i,0.00024172-0.00068055i
-8.2837e-05+0.0030208i,-0.0006173+0.0030696i,-3.9338e-05+0.0019986i,0.00030938+0.0013357i,0.00054025+0.00073504i,0.0014446-0.00054053i,0.0009755-0.0013933i,0.00012961-0.0011144i,-0.00021417-0.00052755i,6.9768e-05+8.5264e-05i,5.1727e-05+0.00024617i,-0.00022074+0.00034729i,-0.00028571+0.001118i,-0.0009305+0.00042147i,-0.0011498-0.00084024i,-0.00083775-0.00091348i,-7.0947e-05-0.00016273i,0.00019168+0.00064702i,-2.4616e-05+0.0006728i,-0.00054789-0.00022604i,-0.0011002-0.0005127i,-0.00052064-0.0005569i,9.3982e-05-0.00045742i
-0.00015459+0.0012458i,-1.2677e-06+0.00035072i,0.00048216-0.00041156i,0.00056616-0.00030098i,-0.00052873+0.00015779i,-0.0011316+0.00060917i,-0.0008127+3.8584e-05i,-0.00020127-0.00098263i,3.6143e-05-0.00088095i,0.00018233-0.00029503i,0.00058608+0.00020704i,0.00096994-0.00072274i,0.0011153-0.00087934i,0.00046517+0.00038576i,-0.00039714+0.00042784i,-0.00058064+7.617e-06i,-0.00035105-0.00051856i,-0.00052125-0.000384i,-0.00061668-0.0004541i,-0.00051974-0.00036925i,-5.0071e-05+7.6063e-05i,0.00064869+0.00041029i,0.00044952+0.00076894i
-0.0010597+0.0014562i,-0.0011442+0.00036603i,-5.9558e-05+0.00072512i,0.0013465+0.00088302i,0.0014741-0.00010784i,0.0012588-0.00048575i,0.0011155-0.00054133i,0.00090618-0.00012595i,0.00045697+0.00032838i,-0.00018582+0.0003341i,-7.5726e-06+0.0007515i,0.00015796+0.00081496i,0.00037311+0.00022938i,-1.7709e-05-0.00025882i,-0.00030277-0.00064437i,-0.00010724-0.00069365i,-0.00020472-8.5839e-05i,5.9307e-05-9.0366e-06i,0.00043713-0.00045088i,-0.00019072-0.00088894i,-0.00063071-0.00080438i,-0.00068294-0.00049934i,-0.00099062-0.0011233i
-0.00083463+0.002988i,-0.0015552+0.0039781i,0.00015645+0.0043094i,0.0016166+0.0025159i,0.0021828+0.00082008i,0.0015854-0.00031327i,0.00060052-0.00082995i,0.00020416-0.00060152i,0.00016803-0.00012097i,0.00028079+0.00092704i,0.00052602+0.00086576i,0.00052628-0.00040112i,-2.5364e-05-0.001258i,-0.00022226-0.0016198i,-0.00010911-0.0015041i,0.00023782-0.00056154i,0.00029138+0.00011872i,-0.00024059-0.00026703i,-0.00056413-0.00031037i,-0.00041044+0.00033359i,-0.00026352+0.00062268i,0.0003561+8.1098e-05i,0.000486-2.2456e-05i
-0.0015551-9.2834e-05i,-0.0004396+5.0482e-05i,-0.00016695+0.0006214i,-0.0010848+0.00059209i,-0.0009521+0.00026947i,0.00021298-2.7392e-05i,0.00097969-0.00067869i,0.0010349-0.0003991i,0.00042343+0.00033003i,-2.2805e-05-7.3639e-05i,-0.00030139+0.00052662i,-0.00033386+0.001257i,-0.00011822+0.00066513i,0.0001705-3.8456e-05i,-6.922e-05-0.00032689i,8.342e-06-0.00015762i,0.00034901-0.00023625i,-0.0002832-0.00059611i,-0.00065099+0.00022657i,-0.00057447+0.000598i,-0.0002887+0.00068688i,0.00063646+0.0011135i,0.0012908+0.00088632i
-0.0017287-0.00020465i,-0.0013974+1.4685e-06i,-0.0012008+0.00050902i,-0.00020703+0.0010105i,0.00076963+0.00012083i,0.0013746-0.0007065i,0.00097914-0.00079243i,0.00083903-0.0011474i,0.00036602-0.00067265i,-0.00055625-7.6138e-05i,-0.00068961+0.00043807i,0.00011719+0.00092311i,0.0002875+8.0269e-05i,-0.00022431-0.00078402i,0.00017546-0.0001136i,7.5537e-05-0.0003018i,3.1125e-05-0.00050641i,-4.5672e-05+0.00085931i,-0.0002209+0.00072123i,0.00055862-0.00067787i,0.00072778-0.00074184i,0.00032332-0.00055383i,0.0003901-0.00016664i
0.00031197+2.9697e-05i,0.00096557+0.00031405i,0.00039998+0.00029587i,-0.0011375+0.00049417i,-0.00147+0.0004017i,-0.00041767+0.00029756i,0.00054017+0.00062936i,0.00091049+0.00067495i,0.00095514+0.00020588i,0.0012664-0.00041054i,0.00079426-0.00048032i,4.4809e-05+4.7217e-05i,0.00011859+0.00081998i,8.6597e-05+0.0012027i,-0.00088581+0.0010522i,-0.0010495+0.00053747i,-0.00058221-0.00031348i,-0.00077367-0.0015321i,-0.00066601-0.0015866i,-0.00050556-0.0009481i,-0.0002284-0.00064704i,0.00027852-0.00036257i,0.00018636+0.00031795i
0.00048789+0.0011146i,0.00048708+0.00062914i,6.1992e-05-0.00025412i,-0.0008919-0.0017669i,-0.0008688-0.0015605i,-0.00013807-0.00058404i,0.00018096-0.00041768i,-4.3119e-06-0.00013874i,-0.00022812-0.00021118i,-0.00043283-0.0014195i,-0.00066021-0.001714i,0.00011802-0.0010472i,0.00044134-0.00011977i,-0.00082001+0.00032689i,-0.0010021+0.00017515i,-0.00046462+2.5151e-05i,-0.00024796+2.2335e-06i,-0.00034283+0.00028598i,-0.00023287+0.00026666i,7.8572e-05+0.00037509i,-0.00015197+0.00075832i,-0.00033215+0.0009789i,-0.00034017+0.00084214i
-0.0017551-3.9217e-05i,-0.0013196-0.00029509i,0.00020788-1.1516e-05i,0.00084598-0.00026951i,2.3727e-05-0.0014017i,-0.00017456-0.0010821i,0.00044581-0.00015547i,0.0007096+0.00077351i,0.00022945+0.00018801i,2.0988e-05-0.00071106i,0.00044118-0.00031528i,0.0002279+0.00034592i,0.00039686-5.3641e-05i,0.00072067-0.00057437i,7.0337e-05+7.7849e-06i,-0.00031486+0.00013477i,0.00020157-9.0448e-05i,0.00032086-7.9702e-05i,-0.00028991+0.0010456i,-0.00034542+0.0014571i,-0.00050389+0.00070875i,-0.0004605-0.00011132i,-3.4897e-05-0.00026016i
-0.00045413-0.00080656i,-0.00037393+0.00079571i,-0.0013333+0.0017369i,-0.0011192+0.0016643i,0.00023242+0.00079012i,0.00080195-0.00030174i,0.00053631-0.00048632i,-6.3182e-05-0.00063083i,-0.0004746-0.00094987i,-0.00053727-0.00077521i,-0.00069567-0.00048617i,-0.00045461-0.00049718i,-0.00023337-0.00039728i,-0.00050864+5.4131e-05i,-1.2971e-05+0.00069656i,0.00037949+0.00092816i,-2.1869e-05-6.4444e-05i,3.2763e-05-0.00027055i,0.0003908-5.6101e-05i,-9.9985e-05-0.00014427i,-0.00049256-0.00028788i,0.00040028-2.3892e-05i,-0.00017712+0.00042538i
-0.00081519-0.0013834i,-0.0016663-0.00031931i,-0.0025941-0.00089543i,-0.0016968-0.0001999i,-0.00029349+0.00078691i,0.0010864+0.00015406i,0.0014601-0.00037072i,-4.3564e-05-0.00073188i,-0.00037059-0.00062166i,-0.00031991+0.000112i,-0.00032971+0.00032912i,0.0003784+0.00061421i,0.00014097+0.00046116i,0.00057796-1.268e-05i,0.0015988+0.00038719i,0.00099969+0.00079431i,-0.00035894+0.00034373i,-0.0004114+5.1513e-05i,-0.00019387-0.00088853i,-0.00011181-0.0011142i,0.0003098-0.00046071i,-0.00023614-0.00030866i,-0.00080063-9.7541e-06i
0.00029115+0.001661i,0.00023556+0.0012624i,0.00019211+0.00068475i,-2.9452e-05-0.00085246i,-0.00054392-0.0013313i,-0.00058928-0.00048081i,-0.0001765-0.00016356i,3.3385e-05-0.00015761i,-6.429e-05-0.00037144i,-0.00022431-0.00027889i,-0.00056583+0.000581i,-0.0011448+0.00015202i,-0.00081967-0.00018033i,-0.00015377-0.00013715i,-4.341e-06+5.7364e-05i,6.3807e-05+0.00064964i,0.00011141+0.0003155i,-0.00042088-0.00088547i,-0.00022132-0.0011701i,0.00039227-0.00070562i,0.00083907-0.000336i,0.00016516-0.00078701i,7.1797e-05-0.001177i
-0.0017101+0.00086592i,-0.0014763+0.0014316i,-0.00021219+0.0021992i,0.00080599+0.0024689i,0.0013729+0.0019736i,0.0012461+0.00043777i,0.0007063-0.0010873i,0.00087309-0.00099144i,0.00047358-0.00037848i,-0.00033066-0.00056096i,-0.00053142-0.00043308i,5.0863e-05+4.9605e-06i,0.00032623-0.00013542i,-0.00030327-0.00036823i,-0.00093032+0.0001828i,-9.4277e-05+0.00053837i,0.0010455-0.00033649i,0.001652-0.00088899i,0.00069352-0.00036304i,-0.00098267-0.00039925i,-0.0010505-0.00061777i,-0.00040578-0.00024275i,0.00073055+0.00035899i
-0.0020019+0.001556i,-0.0018655+0.0019815i,-0.00024827+0.0017721i,-0.00024569+0.0016196i,-0.00048271+0.00058498i,9.7916e-05-0.00038182i,0.00021446-0.00049404i,-0.00053509-0.00062574i,-0.00061159-0.0010593i,0.00025284-0.00049839i,0.0007025+0.00023871i,0.00019614-0.00012037i,-0.000136-0.0005119i,0.00019185-3.5631e-05i,5.9461e-05-0.00023341i,-0.00051383-0.00059163i,-0.0010447-0.00053559i,-0.00038513-0.00062761i,0.00022066-0.00065204i,0.00040028-0.00059103i,0.00083398-0.0005575i,0.001045+9.2454e-05i,0.00074943+0.00019156i
-0.00089507+0.00065467i,-0.00045821+0.00047969i,0.00036244+0.00015586i,0.00028804+5.3082e-05i,-0.00012337-0.00055378i,-0.00010263-0.00050419i,-0.00025043+9.8509e-05i,-0.00062563+0.00037722i,-0.0010653+0.00033346i,-0.0012612-0.00039163i,-0.0007212-0.00098995i,-0.0002836-0.00029068i,-0.00083514+0.00041845i,-0.0011746+0.00045348i,-0.00056389+4.897e-05i,-0.00032437+0.00028838i,-0.00018887+0.00032444i,-0.00054224+0.00030028i,-0.00079302+0.00025972i,5.4395e-05-0.0002346i,0.00069705-0.00029857i,5.6289e-05-0.00017558i,-1.8138e-05-0.00029265i
3.7825e-05-0.00046001i,-0.0015107-0.00013308i,-0.0015858-0.00040966i,-0.0012035-0.00022041i,-0.0010809+0.00059402i,-0.0003855+0.0010072i,0.00014691+0.00063979i,-0.00011176+0.00010976i,0.00033622-0.00053619i,0.0014556-0.0011235i,0.0012297-0.00064817i,5.3419e-05-2.4054e-05i,4.6415e-05+0.00032112i,0.00038299+0.00065795i,0.00034998+0.00047532i,0.00021701+0.0002994i,0.00036207+0.00035939i,0.00014852-0.00027491i,-0.00014652-0.00094142i,-5.9845e-05-0.0002526i,-0.00064148+0.00042806i,-0.00089721-3.4009e-05i,-0.00069982-4.9025e-05i
0.0021221-0.00057898i,0.0021043-1.4422e-06i,0.0014322-8.0224e-05i,-3.5829e-05-0.0010768i,-0.00014606-0.0012592i,0.00014852-0.0010192i,0.00033995-0.0010601i,0.00023264-0.00094128i,-0.00060564-0.0013276i,-0.0011802-0.0009102i,-0.0010281-7.8036e-05i,-0.00071478-4.321e-06i,-0.00018386+0.00067683i,-4.9137e-05+0.00090572i,0.00014383+0.00032822i,0.00061309+0.00032764i,0.00077078-0.00014952i,0.0010055-0.00035985i,0.0011386+9.4866e-05i,0.00069544+0.00043862i,0.00030165+0.00022927i,0.00062437-0.001015i,0.00099964-0.0013907i
1.5335e-05-0.00025411i,3.4792e-05+1.8109e-05i,0.00032873-0.00046134i,0.00018863-0.00063727i,-0.00067944-0.00057259i,-0.00034373-0.00044851i,0.001141-0.00052766i,0.0010027-0.00058328i,-0.00013658+0.00049499i,3.1211e-05+0.0013212i,0.00016173+0.00043376i,0.0002024-1.7383e-05i,0.00077543+0.00076906i,0.00081787+0.0013874i,0.00010179+0.0010536i,1.613e-05+0.0003131i,0.00024111-0.00069475i,-9.3931e-05-0.001354i,-0.00023995-0.001072i,0.00035701-3.1837e-05i,0.00019497+0.00018022i,-0.00038611-0.00050596i,-0.00065806-0.0011029i
0.00063177+0.0018071i,0.00019693+0.0012634i,0.00032454+0.00024923i,-8.5745e-05-0.00034107i,9.996e-05+0.00049183i,0.00095261+0.00091888i,0.0010938+0.00047832i,0.0004011-6.6505e-05i,-0.00010838-0.00031671i,-0.00026091-5.7068e-05i,-0.00040253+8.8877e-05i,-3.8219e-05-0.00029057i,0.00050884-0.00069657i,-0.00011019-0.00042285i,-0.0004444+0.00032105i,6.6828e-05-4.263e-05i,0.00019426+3.3153e-06i,-0.00048522+0.0004268i,-0.0009217+0.0001969i,-0.00057298-3.3491e-05i,-0.00041937+0.00010971i,-0.0010969-0.00018207i,-0.00098706-0.00076615i
0.0014856+0.00027795i,0.0017861+0.00069588i,0.0019438+1.9423e-05i,0.00099497-0.0013087i,-0.00056341-0.0016762i,-0.0010016-0.0007795i,-0.00050521-0.00038637i,-0.00013371-0.00044272i,0.00032581-0.00067526i,0.00023084-0.0011595i,-0.00018234-0.0011547i,-0.0005965-0.00055383i,-0.00079034+0.00029695i,-0.00050778+0.00031878i,-0.00041148-0.00025969i,-0.00027957-0.00034628i,-0.00017767-0.00037961i,-0.00053633-0.0009937i,-0.00016851-0.00081997i,0.00049669-6.2418e-05i,0.00055334-9.1539e-05i,0.00062386-0.00020256i,0.00059188-0.0004101i
0.00025141+0.0023155i,0.00079527+0.0017078i,0.00095507+0.0014672i,0.0012874+0.0010679i,0.0015003-0.00035676i,0.0014472-0.00081772i,0.0010888-0.00073756i,0.00058445-0.00026174i,0.00067657+0.00062806i,0.00096952+0.00058009i,0.0006112+0.00019384i,-0.0003074+1.9342e-05i,-6.7398e-05-0.00029803i,0.00035141-0.00032732i,-0.0005733-0.00016863i,-0.00048279-6.6288e-05i,0.00021996+6.1569e-05i,-0.0004535+0.00073298i,-0.0010541+0.00059063i,-0.0010091+0.0001167i,-0.00069901+0.00070559i,-0.00014967+0.00067494i,-0.00022135+0.00024016i
-0.00012557+0.002377i,0.0001515+0.0025858i,-0.00028909+0.0020605i,0.00012413+0.0011957i,0.00062903+0.00029471i,0.00037894-0.00015069i,6.2733e-05-0.00057303i,-0.00034502-0.00067751i,-0.001015-4.8646e-05i,-0.00056504+4.8232e-05i,0.00033988-0.00011317i,0.00075906-0.00037955i,0.00014861-0.00044915i,-0.00041777+0.00017796i,-0.00013244+0.00027918i,-0.00011167+0.00018992i,-0.00031885+4.8798e-05i,-0.000842-0.00029829i,-0.00078584-0.00015728i,0.00015498-8.8566e-05i,0.00038414+0.00035205i,0.00017666+0.00022697i,-0.000526-0.00019742i
-0.00024833+0.00085958i,-0.0012253+0.001041i,-0.0010464-0.00095885i,-0.00052548-0.0014629i,-0.00031249-0.00073946i,-0.00019527-0.00063838i,-0.00033049-0.00035684i,-0.00011329-0.0002892i,-0.00010082-0.00024418i,-0.00013196-0.00035086i,-0.00028133-4.5485e-05i,9.3025e-05+0.00035816i,0.00069697+0.00029184i,0.00013851+0.00037932i,-0.00058363+0.00021645i,-0.00052844-0.00030327i,-1.6204e-05+8.9366e-05i,0.00050131+0.00042339i,4.9585e-05+0.00062139i,-0.0006629+0.00054225i,-0.00023594+0.00043949i,8.5021e-05+0.00043197i,-0.00038656+0.00041523i
-0.0014144+0.0011339i,-0.00030469+0.001913i,0.00049201+0.0021073i,0.00033786+0.0013449i,0.00069759-3.3311e-05i,0.001388-0.00079579i,0.0012565-0.00074765i,6.0939e-05+0.00023261i,-0.00061204+0.00089217i,0.00012515+0.00013916i,0.00045169-0.0006188i,-0.00017436-0.00011534i,-0.00032537+0.00039049i,-8.3769e-05+0.00031917i,0.00019917-0.00037203i,0.00024511-0.00030034i,0.00011707-0.00025841i,0.00048338-0.00058892i,0.00013809+8.4542e-06i,-0.00068998-0.00054472i,-0.00068687-0.0011221i,-0.0005936-0.00032809i,-0.00014387-0.00021403i
-0.0020564-0.00013627i,-0.0018822+0.00045678i,-0.0013787+0.0012629i,-0.00053405+0.001698i,0.00026679+0.0011699i,0.0004987+7.4576e-05i,0.00062081-0.00042364i,0.00060134-0.00077503i,-6.8512e-05-0.00078366i,0.00011375-0.00033587i,0.0008017+0.00031669i,0.00026622+0.00048414i,-0.00042516+0.00050766i,-0.0002828+0.00069099i,8.0601e-05+0.00061028i,2.7063e-05+0.001096i,-0.00017606+0.0012557i,-0.00010164+0.00087217i,-0.00026439+0.00060014i,0.0002153+9.6839e-05i,0.00089399-0.00066933i,0.0009793-0.0005358i,0.00049319+4.1061e-05i
0.00039682-0.0022644i,0.0003299-0.0015023i,-0.00014978-0.0018244i,-0.0012425-0.0022456i,-0.0013377-0.0019763i,-7.8621e-06-0.001097i,0.0007806-0.00056424i,0.00093835-0.00054923i,0.00083877-6.4279e-05i,0.00054078+0.00016059i,0.00038731-7.3143e-05i,-0.00022012-0.0007132i,-0.00029734-0.00097941i,0.00037466+0.00020023i,-0.00030053+0.0014772i,-0.00067774+0.0015678i,0.00014061+0.00068076i,0.00096871+0.00082851i,0.0008217+0.00051026i,0.00049259-0.00046876i,5.3202e-05-0.00011222i,-0.00052467-8.4684e-05i,-0.00030305-0.00018374i
0.00034443-0.00069678i,0.0016218-0.00042583i,0.0019916-0.00023108i,0.0017301-0.00081535i,0.00094325-0.000655i,0.00013775-0.00041666i,0.00058883-0.00032709i,0.00014996+0.00043621i,-0.00051351+0.00048214i,9.2191e-05-0.00047599i,0.00069425-0.00083698i,0.0004112-0.00068472i,0.00053366+0.00044379i,0.00010304+0.0013429i,1.1281e-05+0.0013267i,0.00071416+0.0014354i,0.00051086+0.00078608i,5.0626e-05+0.00020416i,-8.1036e-05+0.00022867i,-0.0001183-0.00018158i,-0.00031785-0.0013193i,-0.00054952-0.0017505i,-5.9632e-05-0.0009352i
-0.0011718-0.0012993i,-0.00064394-0.00083623i,-0.00068185-0.0011166i,0.00014136+0.00037537i,0.00062682+0.001569i,0.0012944+0.00026827i,0.0016098-0.00065268i,0.00043264-0.00094036i,-0.00078701-0.00080497i,-0.00057143-0.0002113i,-0.00017977+2.1933e-05i,-0.00012153+0.00026323i,-0.00012455-0.00013322i,-0.0006877+4.6645e-05i,-0.0005826+0.00045085i,0.00014637-0.00030234i,5.5386e-05-0.0012825i,-0.00025275-0.001303i,-0.00026866-0.0014033i,-0.00084614-0.001221i,-0.00074515-0.00070896i,0.00019495-0.00096161i,0.00043852-0.00013289i
-0.00057901+0.00093405i,-0.0012559+0.00045203i,-0.0018769-4.9356e-05i,-0.0022115-0.00011071i,-0.0021899-0.00021249i,-0.00077324-4.1778e-05i,0.00056475+0.00010575i,0.00056315-4.5323e-05i,0.00071597+0.00035854i,0.0004688+4.2797e-05i,-0.00012216+8.9389e-05i,-0.00042446+0.00065631i,-0.00039455+0.00044177i,0.00014371+0.0005704i,0.00034229+0.0012087i,2.7838e-05+0.0016319i,-0.00018062+0.0007173i,-0.00077584-5.2245e-05i,-0.0013637+0.00036914i,-0.00094388+0.000104i,-0.00040049-0.0003588i,-0.00035398-0.00072715i,-0.00032266-0.00067882i
0.000541+0.0014138i,0.0017198+0.0013765i,0.0030124+0.0001913i,0.0023486-0.00058064i,0.0018429-0.00067476i,0.00079532-0.00073702i,6.0585e-05-0.00057252i,-0.00022183-0.00062765i,-7.7279e-05-0.00049577i,0.00067398-0.00070023i,0.00045899-0.0002705i,-0.00025605+0.00019158i,-0.0011021-3.9389e-06i,-0.001138-0.00020594i,-0.00063574-0.0001209i,0.00012099-9.2983e-05i,0.00037637+1.0908e-05i,-0.00019348+0.00042972i,-0.00042671+0.0005211i,-0.00036037+0.00027852i,6.3484e-05+0.00021817i,0.00042496+0.00015469i,0.00016812-0.00049214i
-0.00047431+0.0005573i,-8.0211e-05+0.0013613i,-0.00091471+0.0019139i,-0.0011016+0.0018529i,-0.00021424+0.00098828i,0.00054798+0.00017601i,0.00070211-0.00072586i,0.00046919-0.00098711i,4.0209e-05-0.00030788i,-9.9338e-05+0.00028036i,0.00028798+0.00044501i,0.00071103-0.00051703i,0.00089701-0.0012479i,0.00077119-0.00056293i,0.00077473-0.00023119i,0.00067584-0.00022025i,0.00064281+0.00013972i,0.0005556-0.00014188i,0.0004329-0.00047234i,0.00024251-1.8254e-05i,0.00011282+0.00040378i,-0.00043805+0.00050317i,-0.00085461+4.8296e-05i
-0.0011329+0.0016534i,-0.001349+0.0018109i,-0.00083803+0.0015516i,-0.00092998+0.00056462i,-0.0014569-0.00067585i,-0.00023992-0.00096013i,0.0005984-0.0005428i,0.00024044-0.00035651i,-0.00027399-0.00043791i,-0.00050709-0.00019917i,-0.00022956-0.00041674i,-0.0010612-0.00017183i,-0.0015767+0.00096607i,-0.00084251+0.0018924i,-0.0015833+0.0016791i,-0.0015274+0.0015927i,5.2068e-05+0.00075326i,0.00022713-0.00013429i,-0.0002635-0.0001224i,-0.00028173-0.00025829i,-0.00060119-0.00085897i,-6.0932e-05-0.00059629i,0.00067789+0.00050193i
0.0012032-0.0019215i,0.00089577-0.0015381i,0.00026632-0.0010237i,0.00039612-0.0011822i,0.00023025-0.00095423i,-7.7877e-05-0.00047556i,0.0011198-0.0010822i,0.0015598-0.00031595i,0.00062414+0.0003115i,0.00028431-0.00050981i,0.00056999-0.00011576i,0.00044228+0.00029871i,0.00015856+0.00020185i,0.00032828+0.00071468i,0.00088862+0.0012094i,0.00059555+0.0014784i,0.000256+0.0013825i,3.1789e-05+0.00057756i,0.00061086-0.00043186i,0.0010859-0.00019433i,9.7587e-05+0.00010251i,0.00020738-0.00036222i,0.00056709-0.00040119i
0.00065817+0.00018665i,0.00078279-0.00071715i,0.00070482+5.62e-06i,0.0010426+0.00022108i,0.0012781+0.00061304i,7.4452e-05+0.00077408i,-0.00052259-0.00021171i,-0.00012938-0.00068571i,-0.00043931-0.00078517i,-0.00081307-0.00059914i,-0.00042802-0.00036041i,-0.00038428+0.00034618i,-0.00083178+0.00060469i,0.00010621+0.00080531i,0.00055913+0.00069176i,-0.00042213-4.4126e-05i,-0.00059359-0.00015963i,-0.00051521+0.00034704i,-0.00082945+6.484e-05i,-0.00065963-0.00010811i,-1.9023e-05+0.00012305i,0.0004235+0.00032068i,0.00019322+0.00024009i
-0.0014651-0.00027336i,-0.00094128+0.00080115i,-0.00042093+0.0018602i,-0.00069892+0.0017685i,-0.00043432+0.0010781i,0.0001619+0.00022296i,0.00048941-0.00068818i,0.00024273-0.00069494i,-0.00050004-0.00022589i,-7.5208e-05+0.00023491i,0.00050856+0.0013007i,-0.0002723+0.001844i,-6.1192e-05+0.0008332i,0.00033176-5.3301e-05i,0.0005335-0.00036004i,0.0016012-0.00048239i,0.0015283-0.00016533i,0.00044252+9.7689e-06i,0.00033181+1.5887e-05i,-2.0058e-05+0.00014726i,-0.00057709-8.9321e-05i,0.00029353+0.00022813i,-0.00011203+0.00044905i
-3.9482e-05+2.7497e-05i,6.4069e-05+0.0012547i,3.8947e-05+0.0010278i,-0.00027696-0.0007511i,-0.00036863-0.0013929i,0.00017946-0.00073997i,0.00067482+0.00020431i,0.00026761+0.00052444i,-7.6005e-05+0.00016628i,0.00022358-6.2077e-05i,0.00023378-0.00053707i,0.00024126-0.00061619i,0.00044948-0.00064162i,-0.00017605-0.00042128i,-0.00050257+0.00033303i,-0.00042203+0.0010128i,-0.00069398+0.0011876i,-0.00071002+0.00073559i,-0.00074325+0.00086629i,-0.00024312+0.0013048i,0.00042816+0.0011132i,-0.00012224+0.00029746i,-9.6919e-05-0.00045896i
1.373e-05-0.0012595i,-0.00037069-0.0015321i,-0.00052085-0.0014899i,-3.3213e-06-0.0007738i,0.00019366-8.466e-05i,0.00044167+0.00015276i,0.00044673-0.00031775i,-6.5832e-05-0.00065834i,-0.00017352-0.00033333i,-0.00029729-0.0001572i,-0.00020588-0.00076082i,3.5701e-05-0.00068626i,0.0001143+0.00023136i,-1.8601e-05+0.00041439i,-0.00038714+0.00058222i,-4.8961e-05+0.00050274i,-0.00020474+0.00093113i,-0.00072916+0.0011076i,-0.00047084+0.00016053i,0.00015999-8.5596e-05i,0.00019782-0.00051953i,-0.00031281-0.00021284i,-0.00027559+0.00039766i
0.00097997+0.0019164i,0.0011538+0.0018415i,0.0015234+0.0017932i,0.0015351+0.00081469i,0.0016937+0.00018144i,0.0011198+0.0003748i,0.00081654+6.0738e-05i,0.00093852-0.00088518i,0.0009344-0.0014712i,0.00060677-0.0017781i,0.00039043-0.0016058i,-0.00014257-0.00047404i,-0.00068591+0.00026423i,-0.00071261+0.00038147i,-0.00039944+0.0007809i,8.2848e-05+0.00085036i,-0.00021277+0.00028003i,-0.00030928-0.00057961i,0.00026028-0.0005615i,0.00024675+0.00032953i,-8.9944e-05-8.3711e-05i,-0.00010086-0.00070411i,7.1471e-05-0.00047956i
-0.0010963+0.0027108i,-0.0013954+0.0033118i,-0.0009052+0.0026322i,-0.00037819+0.00057526i,-0.00023946-0.00051057i,0.00033896-0.00053833i,-1.0916e-06-0.00027872i,-0.00019062-0.00076868i,-0.00036624-0.0011514i,0.00023459-0.00081369i,0.00087527-0.00036241i,0.0004274-0.00011842i,0.00049949+1.8939e-05i,-0.00020839+2.7699e-05i,-0.00072057-0.00023129i,-0.00057398+0.00022243i,-0.00094053+0.00027117i,-0.0013607-8.2945e-05i,-0.0012693-0.00010737i,-0.00029008+0.00025566i,8.4511e-05+0.00013581i,8.0066e-05-8.7072e-05i,0.00023505-0.00036333i
-0.00058489+0.00090733i,-0.0016788-0.00062422i,-0.0011975-0.0016019i,-2.3383e-05-0.0017574i,6.3201e-05-0.0012229i,-0.00062326+3.9505e-05i,-0.00010982+0.00069991i,0.00030812+0.00098482i,0.00031382+0.00064607i,0.00062197+0.00062081i,-0.00013006+0.0010657i,-0.00065799+0.0007118i,-0.00086707+0.00054128i,-0.00099299+0.00089325i,-0.00034527+0.00083884i,0.00031174+0.00052129i,-0.00024495-6.278e-05i,-0.00078833-0.0005586i,-0.00082922-0.00073537i,-0.0010383-0.00049061i,-0.00072991+0.00020023i,0.00026338+0.00017583i,0.00077662+0.00026821i
