-0.00086089+0.0022324i,0.00014707+5.3945e-05i,0.00012419+0.00013734i,-0.00016483-2.6077e-06i,9.2297e-05+0.0005596i,0.00013425+0.0018625i,8.0809e-05+0.001643i,0.00086226+0.001038i,0.00082605+0.0011631i,0.00013501+0.00068359i,7.9944e-05-8.7498e-05i,0.00011316-0.00052313i,-0.00053094-0.00049724i,-0.00075109-0.00033784i,-0.00028292-5.9811e-05i,0.00022762+0.00064744i,0.00050364+0.00014445i,0.00052089-0.00048472i,0.00034232+0.00020378i,0.00026129+0.00070706i,3.3709e-05-0.00011412i,-0.00034182-0.0002237i,1.8178e-05-9.7178e-05i
0.0072303-0.058403i,0.01505-0.12069i,0.0070894-0.1332i,-0.017988-0.07305i,-0.03783-0.0096983i,-0.048638+0.033145i,-0.033883+0.053709i,-0.0008864+0.038654i,0.010791+0.012321i,0.0092848+0.0072719i,0.0083793+0.011123i,-0.00055268+0.011772i,-0.0075696+0.012065i,-0.007439+0.0053306i,-0.0086528-0.0043349i,-0.01163-0.0076951i,-0.011511-0.0064409i,-0.0070251-0.0036788i,0.0012909-0.0022194i,0.008167-0.0010247i,0.0078401+0.0017449i,0.0039236+0.0044141i,-6.323e-05+0.0051738i
0.03958-0.03105i,0.092658-0.054922i,0.10283-0.070849i,0.0426-0.064013i,-0.02224-0.040095i,-0.056137-0.026858i,-0.059207-0.018249i,-0.036909-0.0099683i,-0.014821-0.010339i,-0.0057211-0.004595i,-0.0032042+0.0011879i,-0.0066874-0.00064425i,-0.0076113-0.0013766i,-0.001394-0.0043174i,0.0012525-0.0079292i,6.6173e-06-0.0078608i,0.00048182-0.0056543i,0.003584-0.0031872i,0.0068731-0.0011228i,0.0062548+0.0018367i,0.0017086+0.0035629i,-0.0021849+0.0035124i,-0.0026722+0.0023112i
0.052592+0.023968i,0.097865+0.053687i,0.11824+0.055324i,0.084075+0.0081461i,0.023155-0.041188i,-0.017974-0.059685i,-0.038677-0.045177i,-0.038508-0.014905i,-0.021302+0.0027202i,-0.013052+0.0039196i,-0.011505+0.00017823i,-0.0084812-0.010343i,-0.0077383-0.018296i,-0.0043703-0.014175i,0.0021758-0.0085325i,0.0076912-0.0063567i,0.01154-0.0054176i,0.014197-0.0034286i,0.013463+0.0023009i,0.007464+0.0064582i,0.00043605+0.0052549i,-0.0048484+0.00084079i,-0.0063546-0.0031327i
0.008012+0.055962i,0.012111+0.10983i,0.017674+0.13035i,0.035301+0.085584i,0.053421+0.015019i,0.051864-0.026378i,0.029417-0.029809i,0.011208-0.0059217i,0.0075011+0.014018i,0.0029101+0.012318i,0.00074204+0.0048568i,0.0059184-0.0038717i,0.0038442-0.0095413i,-0.00090922-0.0048793i,0.0027833-0.0009291i,0.0074162-0.0016235i,0.008692-0.0007985i,0.0083592+0.0033715i,0.0059849+0.0083066i,0.002784+0.0073854i,-0.0004591+0.0012559i,-0.0020281-0.0045441i,-0.0018216-0.0063692i
-0.047348+0.041606i,-0.086419+0.077006i,-0.094336+0.088249i,-0.048527+0.07058i,0.015456+0.051007i,0.055965+0.028269i,0.061608-0.0018513i,0.036631-0.014072i,0.01331-0.0063202i,0.0059391-0.00041796i,0.006285+0.00022859i,0.011895+0.0043643i,0.015852+0.007413i,0.012994+0.005573i,0.0073686+0.0040991i,0.0024985+0.0046849i,-0.00062498+0.0080393i,-0.0034383+0.012675i,-0.0063302+0.014333i,-0.0061508+0.0094242i,-0.0023514+0.00067255i,0.0037349-0.0063493i,0.0070396-0.0069565i
-0.066561-0.010049i,-0.11869-0.020046i,-0.12484-0.021742i,-0.077325-0.0028124i,-0.032552+0.027259i,-0.0016764+0.043763i,0.015965+0.028879i,0.0026294-0.00055504i,-0.014067-0.0078318i,-0.010095-0.0045254i,-0.002452-0.0016938i,0.001864+0.0063381i,0.0079173+0.0045605i,0.007585-0.0034545i,0.0010618-0.0020269i,-0.0027274+0.0041382i,-0.0057322+0.010309i,-0.0096356+0.013136i,-0.012146+0.010733i,-0.010065+0.0070527i,-0.0017971+0.0038489i,0.0067026+0.0007368i,0.0096756+0.00028507i
-0.026528-0.068866i,-0.051301-0.12277i,-0.058371-0.12794i,-0.051297-0.074408i,-0.049645-0.020276i,-0.050154+0.017703i,-0.036477+0.034859i,-0.01755+0.019902i,-0.013918+0.0030041i,-0.011532+0.00034387i,-0.008391+0.0031787i,-0.0093847+0.0074237i,-0.0082455+0.0080569i,-0.0068567+0.0067593i,-0.0058696+0.0065658i,-0.0040554+0.0066508i,-0.0063663+0.0039186i,-0.011047-0.00027591i,-0.012813-0.0039592i,-0.0093595-0.0042112i,-0.00285+0.00036666i,0.0022648+0.0063038i,0.0033927+0.0096157i
0.04277-0.062188i,0.071425-0.11195i,0.066061-0.11947i,0.021146-0.08254i,-0.019088-0.047826i,-0.036855-0.024771i,-0.027693-0.0028902i,-0.00029315+0.0025861i,0.0082148-0.0085334i,0.00099387-0.0083473i,-0.0037275-0.0041826i,-0.0082516-0.0024441i,-0.0080597+0.0067808i,-0.0018687+0.013035i,0.0016083+0.0089281i,-0.00095084+0.0030701i,-0.0047923-0.0039186i,-0.0085349-0.011642i,-0.0099348-0.01432i,-0.0071792-0.010175i,-0.0043272-0.0018175i,-0.002693+0.0073326i,-0.001812+0.011493i
0.065312+0.0064092i,0.12421+0.011169i,0.13232+0.0061151i,0.08748-0.013584i,0.046502-0.036967i,0.024604-0.048648i,0.012451-0.041676i,0.0097729-0.028568i,0.0080258-0.021406i,0.0021495-0.012357i,0.0011194-0.0089289i,-0.0020299-0.011747i,-0.0042667-0.0074418i,-0.00060125-0.0046377i,-0.00091723-0.0068277i,-0.0032435-0.0076326i,-0.0021046-0.0084882i,0.00058857-0.010909i,0.0021855-0.011221i,0.00092604-0.0079333i,-0.0031409-0.0027488i,-0.0083297+0.00031778i,-0.010427+0.00026601i
0.029285+0.065695i,0.054826+0.11824i,0.069209+0.11989i,0.070807+0.065853i,0.070322+0.017357i,0.059147-0.0083535i,0.032419-0.014942i,0.012768-0.0033589i,0.010864+0.0060769i,0.010714+0.0046485i,0.010586+0.0013685i,0.010391-0.003956i,0.0010377-0.0068797i,-0.0090057-0.0028457i,-0.010117+0.0005588i,-0.0062121-0.00084244i,0.0010891-0.0018061i,0.010399-0.0023229i,0.015237-0.0034845i,0.012133-0.0031804i,0.0028903-0.0038968i,-0.0058252-0.0071754i,-0.01046-0.0088356i
-0.039633+0.063556i,-0.072765+0.10411i,-0.065018+0.10797i,-0.018959+0.080121i,0.016658+0.064857i,0.029356+0.057025i,0.02526+0.040183i,0.017442+0.027401i,0.017175+0.016129i,0.014589+0.0025802i,0.0099853-0.00051447i,0.012343+0.00044273i,0.0090408-0.0016532i,0.00088006+0.0014165i,0.00015136+0.0036257i,0.0025469+0.0022257i,0.0047775+0.0032799i,0.007636+0.0044229i,0.0077425+0.0049031i,0.004291+0.0031408i,0.0017535-0.0016963i,0.0018663-0.0070744i,0.0027779-0.01003i
-0.078691-0.01039i,-0.13201-0.019122i,-0.13413-0.011633i,-0.087571+0.018594i,-0.052049+0.045507i,-0.029101+0.058946i,-0.005369+0.050431i,0.0034119+0.025407i,7.0436e-05+0.0038961i,-0.0054384-0.0047258i,-0.0087199+0.00039653i,-0.0034644+0.0067011i,0.0036038+0.0017053i,0.0042471-0.0051327i,0.0029951-0.0056318i,0.0016234-0.0026239i,-0.0016086+0.0008102i,-0.0049754+0.0060483i,-0.0061795+0.011168i,-0.0038686+0.0089872i,0.00075182+0.002325i,0.0070455-0.0029466i,0.011544-0.0046324i
-0.03531-0.070255i,-0.052215-0.11469i,-0.05492-0.10681i,-0.054692-0.052911i,-0.058518-0.018135i,-0.05894-0.0070401i,-0.043104+0.00042824i,-0.025841+0.0018679i,-0.018406+0.0044133i,-0.012654+0.0074258i,-0.010535+0.0084368i,-0.010936+0.01139i,-0.0074302+0.009644i,-0.0084457+0.002502i,-0.01192+0.0008284i,-0.01007+0.0026177i,-0.0079584+0.0032096i,-0.0081536+0.0049414i,-0.0087462+0.0064347i,-0.0068415+0.0044077i,-0.0012968+0.0025161i,0.0046583+0.0036527i,0.0076249+0.0068143i
0.043095-0.071833i,0.073677-0.10584i,0.070666-0.095774i,0.024463-0.064164i,-0.018649-0.05157i,-0.035626-0.050203i,-0.034457-0.035957i,-0.022123-0.014221i,-0.0058584+0.0012133i,0.0074521+0.0050176i,0.0073961-0.0021908i,-0.0014077-0.0041744i,-0.0021882+0.0026883i,0.0023774+0.0059693i,0.0027877+0.0052174i,0.00082036+0.0026229i,0.00011123-0.00059549i,0.0001129-0.0063102i,-0.0031145-0.013503i,-0.0054647-0.012814i,-0.0036501-0.0052909i,-0.0019797+0.004297i,-0.0015156+0.012287i
0.075365+0.0029068i,0.11624+0.016473i,0.10317+0.024183i,0.060914+0.0073893i,0.039458-0.01948i,0.032787-0.029626i,0.018959-0.023091i,0.0067483-0.013913i,0.0041438-0.0096308i,0.0059622-0.010319i,0.0037687-0.015272i,-0.0015013-0.016955i,-0.0015596-0.011403i,0.0030262-0.0088528i,0.0035977-0.012098i,0.0019703-0.012948i,0.0036353-0.011299i,0.0040538-0.012501i,0.0010761-0.015697i,-0.0026758-0.015381i,-0.0058071-0.0097325i,-0.0094942-0.0022666i,-0.012914+0.0026985i
0.030021+0.083038i,0.041105+0.13481i,0.025367+0.12369i,0.019701+0.064533i,0.045855+0.027448i,0.063602+0.018218i,0.049231+0.010368i,0.022021+0.0040927i,0.00063533+0.0031288i,-0.0078887+0.0041729i,-0.0022346+0.0042935i,0.0036939+0.0017902i,-0.00010781+0.00013745i,-0.0065193-0.00022889i,-0.0088173-0.0022888i,-0.0072849-0.0031978i,-0.0026711-0.00096888i,0.0032701+0.0016444i,0.0092451+0.0011418i,0.011092-0.0027595i,0.0065047-0.0049328i,-0.0010958-0.0064188i,-0.009482-0.0071722i
-0.06568+0.063061i,-0.11441+0.091799i,-0.11685+0.064555i,-0.072775+0.02324i,-0.032022+0.02651i,-0.0056772+0.040141i,0.010945+0.031294i,0.011038+0.014348i,0.0060004+0.0079901i,0.0065864+0.011357i,0.011046+0.011353i,0.010327+0.0059524i,0.0035741+0.0046036i,0.0011406+0.0082061i,0.0038137+0.010389i,0.0034561+0.010473i,-0.00011439+0.012758i,0.0021884+0.01405i,0.010752+0.0095884i,0.014628+0.0038115i,0.0122-0.001849i,0.0085056-0.0093757i,0.0056383-0.015326i
-0.11099-0.02571i,-0.17323-0.056834i,-0.15168-0.071429i,-0.089162-0.048483i,-0.075307-0.014157i,-0.077163+0.013524i,-0.049658+0.020187i,-0.017693+0.002271i,-0.0047882-0.01226i,-0.0012086-0.011653i,0.00013108-0.0058303i,-0.0035593-0.00401i,-0.0048109-0.0044135i,0.0008286-0.0047296i,0.0058608-0.0062359i,0.0057696-0.0055057i,4.8082e-05-0.0017415i,-0.0033949+0.003431i,-0.00075042+0.0078563i,0.0024565+0.0076376i,0.0048839+0.0040784i,0.0092507-0.00031209i,0.014363-0.0043919i
-0.030894-0.11011i,-0.025024-0.18131i,0.0060531-0.17412i,0.017791-0.10551i,-0.0063809-0.062235i,-0.039173-0.042767i,-0.04732-0.023184i,-0.031986-0.011793i,-0.02197-0.0083616i,-0.020402-0.0042412i,-0.016338+0.0016439i,-0.0074238+0.0020152i,-0.0021724-0.0037172i,-0.0056506-0.00634i,-0.011358-0.0065919i,-0.012225-0.0091067i,-0.010887-0.013208i,-0.012825-0.010424i,-0.012843+0.00077749i,-0.0088508+0.0073064i,-0.0031282+0.0090761i,0.0047831+0.013214i,0.012125+0.015736i
0.083737-0.10656i,0.15765-0.14138i,0.17982-0.11094i,0.13652-0.068854i,0.094867-0.068083i,0.065315-0.079515i,0.032249-0.063201i,0.014202-0.025074i,0.011645+0.0021546i,0.0087439+0.010895i,0.0081404+0.0078133i,0.011984-0.0017466i,0.011248-0.0073279i,0.0039434-0.0036111i,-0.0019565+0.0023061i,-0.002968+0.00054144i,-0.0010797-0.0068221i,-0.0032343-0.010457i,-0.0082307-0.0075732i,-0.0071393-0.0025884i,-0.0036753+0.0025632i,-0.0028989+0.0099445i,-0.00254+0.016965i
0.12233+0.026716i,0.19551+0.076436i,0.19083+0.11151i,0.13957+0.078753i,0.11508+0.013143i,0.1052-0.027203i,0.077821-0.033458i,0.046608-0.02155i,0.030124-0.012504i,0.021577-0.011093i,0.014828-0.011023i,0.0071016-0.0077627i,0.00092226-0.0011679i,0.000816+0.00097252i,0.005448-0.0015845i,0.010937-0.0029602i,0.014717-0.00060536i,0.013891-0.0024871i,0.0087069-0.0082945i,0.0024535-0.0095524i,-0.0037245-0.0070161i,-0.013662-0.0010107i,-0.021382+0.0067226i
0.029162+0.1494i,0.024146+0.25485i,-0.012171+0.26665i,-0.019735+0.19183i,0.015883+0.13001i,0.048973+0.096048i,0.056154+0.055496i,0.03501+0.014052i,0.0051903-0.0063153i,-0.009009-0.0076921i,-0.0068429-0.00014549i,0.00099683+0.010617i,0.0083763+0.012352i,0.011909+0.0042075i,0.0093124-0.003641i,0.0076096-0.0030407i,0.010395+0.003256i,0.012723+0.0033628i,0.010512-0.0019412i,0.0049502-0.0045178i,0.00017514-0.0042289i,-0.0058497-0.0056285i,-0.014779-0.0060684i
-0.1094+0.11048i,-0.21378+0.17382i,-0.24738+0.16436i,-0.18106+0.13174i,-0.10085+0.14181i,-0.046333+0.14816i,-0.0058916+0.11069i,0.0091103+0.055514i,0.0012295+0.023906i,-0.00542+0.017343i,-0.0025572+0.017294i,0.0037323+0.013248i,0.0080972+0.0024178i,0.0080225-0.0050649i,0.0039146-0.0027033i,-0.0016168+0.0053815i,-0.0056043+0.011579i,-0.003559+0.011825i,0.0017678+0.0077429i,0.0053135+0.0039899i,0.0081608-0.00049469i,0.0095614-0.011808i,0.0047248-0.02244i
-0.18063-0.052907i,-0.29326-0.11051i,-0.28355-0.12521i,-0.17762-0.068767i,-0.10719-0.0052257i,-0.083887+0.026031i,-0.060598+0.036961i,-0.025413+0.029588i,0.0015976+0.010785i,0.0079636-0.00087937i,0.0018154-0.0011625i,-0.0084474-0.0017395i,-0.015318-0.0013487i,-0.013719+0.0014016i,-0.009128+0.0020903i,-0.0099494+0.0027866i,-0.014424+0.0052529i,-0.014229+0.0092637i,-0.0086142+0.011443i,-0.0031413+0.0093393i,0.0015543+0.0050061i,0.0074065-0.0021607i,0.010799-0.012167i
-0.069328-0.18833i,-0.082415-0.3331i,-0.053379-0.35465i,-0.032833-0.25313i,-0.047335-0.17186i,-0.070411-0.12217i,-0.071448-0.060671i,-0.044695-0.0095874i,-0.016588+0.0038542i,-0.0072219-0.0017139i,-0.0089377-0.0033351i,-0.0089947+0.0021779i,-0.0041986+0.011221i,-0.0011353+0.015028i,-0.0031354+0.0096376i,-0.0070842-0.0013556i,-0.0087148-0.010767i,-0.0093292-0.01136i,-0.0089958-0.0044441i,-0.0068691+0.001939i,-0.0041403+0.0078225i,0.0040705+0.013413i,0.01489+0.01218i
0.14199-0.1429i,0.24917-0.22554i,0.25282-0.23055i,0.1406-0.17706i,0.046657-0.13382i,0.010276-0.10661i,-0.0030757-0.067283i,-0.0054738-0.021258i,0.0011608+0.0084301i,0.0072217+0.011274i,0.0071265+0.00017387i,0.0078993-0.006625i,0.0098001-0.0082702i,0.0055149-0.0086392i,0.0013602-0.0072415i,0.0031744-0.0093219i,0.0040798-0.015729i,0.00053634-0.018612i,-0.0026825-0.014691i,-0.0031306-0.0076631i,-0.0023767-0.00098049i,0.0015176+0.0069622i,0.0083479+0.012897i
0.23007+0.016809i,0.36409+0.070688i,0.35005+0.10558i,0.21911+0.084845i,0.12823+0.06129i,0.10626+0.034666i,0.077786-0.0074743i,0.032711-0.027217i,0.0074622-0.019948i,0.0034566-0.014754i,0.0016411-0.013415i,-0.0029935-0.010389i,-0.0091671-0.0080919i,-0.010945-0.0067821i,-0.0046595-0.0051476i,0.0067561-0.0014528i,0.015053+0.00083925i,0.014298-0.0013999i,0.0073017-0.005675i,-0.00015191-0.0081419i,-0.0069878-0.0083854i,-0.013381-0.0041803i,-0.01483+0.0047311i
0.063351+0.19864i,0.10013+0.32189i,0.10524+0.33092i,0.095214+0.23141i,0.084632+0.15209i,0.082301+0.11614i,0.063944+0.063201i,0.017371+0.014346i,-0.019481-0.001838i,-0.025817-0.00017758i,-0.018001+0.0052228i,-0.0098962+0.010158i,-0.0049428+0.010972i,-0.0027862+0.0080443i,-0.0028326+0.006521i,-1.6931e-05+0.010945i,0.0083211+0.016312i,0.012773+0.013458i,0.008652+0.0069368i,0.003943+0.003221i,0.00075493+0.00035725i,-0.0055608-0.0011917i,-0.0111+0.0010247i
-0.17743+0.22656i,-0.27453+0.33484i,-0.25984+0.29212i,-0.15003+0.15693i,-0.078575+0.072728i,-0.055797+0.071999i,-0.019514+0.079327i,0.0068431+0.047611i,0.0054865+0.022196i,0.0056639+0.02039i,0.012727+0.011851i,0.013227-0.0010377i,0.011372-0.0076191i,0.0089859-0.0097383i,0.0015448-0.0047439i,-0.0085662+0.006193i,-0.015689+0.01461i,-0.013335+0.014746i,-0.004797+0.0095865i,0.0010767+0.0046306i,0.0066301-7.2664e-05i,0.0099271-0.0060916i,0.0061775-0.009795i
-0.20252-0.016818i,-0.33403-0.017497i,-0.32148-0.024683i,-0.21121-0.039134i,-0.15129-0.047264i,-0.13707-0.026085i,-0.084112+0.010191i,-0.012405+0.0085953i,0.018074-0.012403i,0.020528-0.019325i,0.016443-0.022672i,0.0034478-0.02274i,-0.0060706-0.012906i,-0.0086778-0.0060667i,-0.012634-0.0061507i,-0.018563-0.0061755i,-0.022674-0.0027831i,-0.019352+0.0037058i,-0.011682+0.0059723i,-0.0057907+0.0023525i,-0.00068469-0.00010168i,0.0040896-0.0027655i,0.0048371-0.006821i
-0.086858-0.28882i,-0.13584-0.43902i,-0.11352-0.37875i,-0.057149-0.20109i,-0.041331-0.11351i,-0.062275-0.095302i,-0.071028-0.060663i,-0.047036-0.023519i,-0.024281-0.012401i,-0.017114-0.01116i,-0.011249-0.0043905i,-0.0030105+0.0018899i,0.0016126+0.0050493i,0.0016363+0.0050487i,-0.0014503-0.0031674i,-0.0051866-0.01695i,-0.0070985-0.025038i,-0.0080761-0.021197i,-0.0092507-0.012232i,-0.0085898-0.0040751i,-0.0066251+0.004002i,-0.0031097+0.010124i,0.0022314+0.011287i
0.090657-0.18913i,0.15276-0.31347i,0.14918-0.28503i,0.11043-0.14588i,0.10129-0.071214i,0.073625-0.064085i,0.013443-0.041952i,-0.017022-0.0024624i,-0.012329+0.019177i,-0.0068175+0.024583i,0.0015005+0.02576i,0.014259+0.019234i,0.01512+0.0089662i,0.0089288+0.004373i,0.0093145-0.000421i,0.012012-0.010681i,0.011492-0.018569i,0.0067116-0.019317i,0.0026829-0.015464i,0.00056235-0.011055i,-0.0018597-0.0068517i,-0.0017402-1.8368e-05i,0.0013167+0.0055137i
0.28115+0.13162i,0.41854+0.19221i,0.35535+0.15972i,0.18702+0.080798i,0.11748+0.040781i,0.10938+0.010001i,0.072687-0.014008i,0.03339-0.012273i,0.017025-0.0083108i,0.0079906-0.0078385i,0.0016283-0.0025211i,-0.0022801+0.0037281i,-0.0063001+0.0073677i,-0.0081498+0.0056882i,-0.0036369+0.0052341i,0.0076168+0.01045i,0.017263+0.013682i,0.018185+0.0091292i,0.013069+0.0010048i,0.006283-0.0050831i,0.00011305-0.0086558i,-0.0060359-0.01038i,-0.011496-0.0064627i
0.16182+0.21327i,0.2398+0.33767i,0.20069+0.31334i,0.084169+0.19018i,0.010912+0.12129i,0.016107+0.077167i,0.031942+0.015624i,0.017712-0.019212i,-0.0021367-0.023445i,-0.012462-0.01934i,-0.019419-0.010667i,-0.024017+0.00054658i,-0.02125+0.0060746i,-0.016355+0.0047282i,-0.014013+0.0091041i,-0.006746+0.01996i,0.0031228+0.02411i,0.0078667+0.018831i,0.0070898+0.01213i,0.0060862+0.0070499i,0.006805+0.0005403i,0.0026761-0.0050916i,-0.005378-0.0042665i
-0.27281+0.14262i,-0.3927+0.20288i,-0.32197+0.17213i,-0.16281+0.08537i,-0.096486+0.029323i,-0.080427+0.025694i,-0.045276+0.02061i,-0.015876+0.0017299i,-0.00035563-0.0060039i,0.0077425-0.0085667i,0.005419-0.012474i,-0.0024563-0.014738i,-0.0094033-0.012429i,-0.011179-0.005482i,-0.013835-0.0024319i,-0.022168-0.0010787i,-0.026358+0.0039385i,-0.02041+0.0091074i,-0.0099155+0.0090989i,-0.00037256+0.0050849i,0.007024+0.0013554i,0.011261-0.0021669i,0.010536-0.0057073i
-0.37564+0.044663i,-0.5443+0.061823i,-0.45707+0.03194i,-0.23547-0.032974i,-0.11535-0.074652i,-0.076635-0.048042i,-0.038638-0.0048261i,-0.0082355+0.0069421i,0.010029+0.0015241i,0.017887-0.010622i,0.014771-0.021262i,0.0096516-0.021076i,0.0090356-0.014752i,0.0077996-0.013906i,-0.0035363-0.022199i,-0.020432-0.025695i,-0.027954-0.017045i,-0.023352-0.0072058i,-0.015222-0.0041957i,-0.0084069-0.0048281i,-0.002305-0.003034i,0.0046464-0.0014355i,0.0082514-0.0041645i
0.020271-0.25278i,0.023323-0.36184i,0.0099948-0.30092i,0.0043829-0.15476i,0.029038-0.081733i,0.046906-0.070293i,0.034313-0.051575i,0.016071-0.019324i,0.0092797+0.0033914i,0.0072672+0.0099614i,0.0047549+0.009502i,0.0061957+0.0073604i,0.0070055+0.00010498i,0.0012811-0.0078428i,-0.0022726-0.010909i,0.0012127-0.015933i,0.0030562-0.021562i,-0.00090995-0.020465i,-0.0053426-0.013774i,-0.0068096-0.0062388i,-0.0052455-0.00031904i,-0.0025157+0.003576i,-0.00068881+0.0053625i
0.20565-0.38801i,0.28065-0.56088i,0.23033-0.45312i,0.15307-0.18295i,0.15146-0.040685i,0.13385-0.039558i,0.074281-0.044444i,0.03151-0.026605i,0.013734-0.0053961i,0.014225+0.011024i,0.0186+0.015992i,0.012014+0.012702i,-0.00072154+0.011023i,-0.0033049+0.01568i,0.011398+0.015099i,0.027626+0.0013103i,0.027846-0.011824i,0.017479-0.015056i,0.011586-0.012187i,0.0099273-0.0086841i,0.0058567-0.0044951i,0.001832+0.003412i,0.0026665+0.010823i
0.10145+0.085463i,0.14517+0.13133i,0.12423+0.11588i,0.073051+0.064839i,0.043912+0.048922i,0.042837+0.053853i,0.045231+0.032213i,0.024782-0.0038095i,-0.0040454-0.013263i,-0.010586-0.0064387i,-0.0073928-0.009177i,-0.012925-0.011341i,-0.011962-0.0039794i,2.4348e-05+0.0017746i,0.0073679+0.0037786i,0.0074698+0.0094078i,0.0084276+0.012735i,0.0093744+0.0081022i,0.0093225+0.0011628i,0.009743-0.0031803i,0.0081937-0.0060713i,0.0047611-0.0068805i,0.0017957-0.0037449i
0.11264+0.4342i,0.21809+0.61651i,0.20625+0.50127i,0.063225+0.25134i,-0.050046+0.15568i,-0.031551+0.15076i,0.021142+0.094169i,0.022412+0.031132i,0.0020049+0.010865i,-0.0091634+0.012796i,-0.0091504+0.0091917i,-0.0046285-0.0025786i,-0.0040062-0.013i,-0.0119-0.016236i,-0.022783-0.0038039i,-0.023764+0.015106i,-0.015021+0.02382i,-0.0051606+0.021783i,0.0014373+0.015515i,0.0040269+0.0087671i,0.0041713+0.0028725i,-0.00044346-0.0011299i,-0.0072804+0.00014797i
-0.094733+0.024969i,-0.1221+0.032198i,-0.10474+0.010636i,-0.074009+0.0049463i,-0.043967+0.026671i,-0.019863+0.044649i,-0.0011043+0.04695i,0.019665+0.030029i,0.028233+0.00057368i,0.024656-0.01215i,0.028669-0.0098831i,0.033547-0.013978i,0.023326-0.016895i,0.0063905-0.00948i,-0.0041734-0.0032766i,-0.010894-0.0047147i,-0.013928-0.0042386i,-0.0088521-3.0903e-05i,-0.0029004+0.0013484i,-0.00051415+0.0019212i,9.8468e-05+0.003823i,-0.0026003+0.0028588i,-0.0065115+0.00042925i
-0.41793-0.28768i,-0.65809-0.32432i,-0.56939-0.21297i,-0.25586-0.12758i,-0.083659-0.1336i,-0.074372-0.088656i,-0.0461+0.0011243i,-0.0035864+0.021096i,-0.0050791-0.0040743i,-0.017077-0.014252i,-0.0092661-0.00623i,0.007322+0.0022413i,0.016418-0.00059758i,0.014916-0.0092101i,0.0058891-0.021052i,-0.0050204-0.030725i,-0.011736-0.030375i,-0.015734-0.020797i,-0.017203-0.0081733i,-0.011343-0.0014558i,-0.0032111+0.0031801i,0.0033411+0.0064792i,0.0069146+0.0044532i
-0.040201-0.16178i,-0.084033-0.16634i,-0.061975-0.079183i,-0.015523-0.026448i,-0.031226-0.023933i,-0.05224+0.0061578i,-0.02412+0.027704i,-0.0020272+0.021882i,-0.00077793+0.027027i,-0.0017708+0.036779i,-0.0063634+0.042232i,-0.0057829+0.044906i,0.00029412+0.035742i,0.0024056+0.018744i,0.0056193+0.0080282i,0.013279+0.0025796i,0.015261-0.0046243i,0.008628-0.0074355i,0.0037924-0.0046091i,0.0035306-0.0017227i,0.0034556-0.0029011i,0.0028608-0.010051i,0.0010228-0.015595i
0.47598-0.14344i,0.65372-0.30879i,0.51854-0.32067i,0.25689-0.12755i,0.14377+0.032784i,0.095058+0.033517i,0.022896+8.1299e-05i,-0.0011532-0.00053372i,0.020733-0.0048319i,0.031975-0.011842i,0.01653-0.007448i,-0.0057479+0.0080755i,-0.0088253+0.024994i,0.0024355+0.029886i,0.013849+0.024377i,0.02288+0.015684i,0.025152+0.0096061i,0.019156+0.0030454i,0.011475-0.0044066i,0.0071914-0.0065004i,0.0053653-0.0036199i,0.0050008+0.0032765i,0.0048805+0.0097599i
0.2344+0.0071653i,0.25831-0.065079i,0.13064-0.10855i,0.035306-0.072238i,0.035293-0.053484i,-0.0039565-0.06376i,-0.055477-0.024135i,-0.04233-0.0001472i,-0.029592-0.027095i,-0.038247-0.042094i,-0.036577-0.042968i,-0.030735-0.040933i,-0.022587-0.030005i,-0.014434-0.019456i,-0.014134-0.0094246i,-0.017174+0.0054607i,-0.014174+0.014446i,-0.0073145+0.010983i,-0.0036037+0.005625i,-0.0016161+0.0033274i,0.0001418+0.0008425i,0.001056+0.00019258i,0.0014971+0.0018167i
-0.11447+0.33745i,-0.11541+0.53533i,-0.071759+0.48079i,-0.086766+0.22515i,-0.15067+0.060106i,-0.13748+0.048654i,-0.059193+0.058182i,-0.016624+0.050331i,-0.015028+0.048423i,-0.012161+0.050737i,0.0053612+0.035589i,0.012379+0.0036805i,-0.0071555-0.011188i,-0.029368-0.0010402i,-0.03803+0.013205i,-0.034991+0.020383i,-0.024977+0.020085i,-0.0126+0.016991i,-0.0027935+0.0131i,-0.0011105+0.0075171i,-0.002375+0.0053653i,-0.001237+0.009378i,0.00073871+0.012627i
-0.1489+0.16041i,-0.10796+0.2373i,0.0055182+0.19401i,0.044434+0.11695i,0.036429+0.10212i,0.070649+0.06275i,0.071388-0.011726i,0.042516-0.026289i,0.05004-0.012791i,0.060984-0.020108i,0.057918-0.025118i,0.05264-0.024866i,0.041407-0.022741i,0.033419-0.019538i,0.02803-0.022784i,0.01487-0.028408i,0.00098494-0.027689i,-0.0057761-0.023625i,-0.0093312-0.019395i,-0.010756-0.011208i,-0.01047-0.0025381i,-0.014041-0.00042431i,-0.018447-0.0037422i
