-0.0026409+0.00076099i,-0.0024537+0.001662i,-0.001201+0.0019848i,0.00015389+0.0010672i,0.00051988+0.0013188i,-0.00055519+0.0016801i,-0.00039113+0.0019906i,0.000203+0.0019873i,0.00036924+0.0014968i,0.0010242+0.00060804i,0.0012013+0.00010525i,-9.6845e-05-0.00054816i,0.00014528-0.0010022i,0.0015452-0.00094091i,0.001165-0.0012933i,-0.00029248-0.00058195i,-0.00073729-0.00028855i,-4.44e-05-0.0010123i,2.9041e-05-0.0012212i,-8.2245e-05-0.00069107i,-2.3603e-05+0.00039896i,-0.00011418+0.00074618i,-0.00010446+0.00020045i
0.00077488-0.00063871i,-0.00043386-0.0011378i,-0.0020398-0.00081932i,-0.0024796+0.0002726i,-0.0015861+0.0015158i,-0.0010896+0.0023752i,-0.00054937+0.002305i,-0.00036561+0.0013748i,-0.00044231+0.00035736i,-0.00037661+0.00021287i,-0.00017961-0.00012387i,0.00089805+6.5268e-05i,0.0017923+0.00059945i,0.0013959+0.00063835i,0.00088002+0.00094719i,0.00059703+0.00032599i,-0.00010347-0.00051986i,0.00044967-0.00091746i,0.00060896-0.0012321i,2.1801e-06-0.00089832i,0.00012631-0.00045952i,0.00030286-0.00027565i,8.628e-06-5.4462e-05i
0.00093516-0.0011044i,-0.00022083-0.00028793i,-0.00097301+0.00017107i,-0.0008401-0.00025525i,-0.0010802-0.00029263i,-0.0014329+0.00067696i,-0.0010118+0.00073868i,-0.00019534+0.0003768i,0.00039427+0.00068512i,0.00020884+0.00056766i,-0.00047599-0.0008065i,-0.0002176-0.00073194i,-6.925e-05+8.3668e-06i,9.9249e-05+5.4282e-05i,0.00022132+0.000125i,0.00069946-0.00072319i,0.00090837-0.00074698i,0.00051361+9.864e-05i,0.00044399+0.00063593i,0.00035794+0.00032199i,7.6936e-05-0.00029921i,0.00068236-0.00082067i,0.0010047-5.3625e-05i
0.00021705-0.00025602i,0.00022807-0.00030063i,0.00081643-0.00058905i,0.00078269-0.0001355i,2.5474e-06-0.00016924i,-4.4047e-05+9.1817e-05i,-0.00014132+0.00062405i,-0.00033171+0.00057317i,3.1655e-05+0.00030684i,0.00018486+0.00019215i,9.0958e-05-0.00016279i,-5.0724e-05-0.00030356i,-0.00024294-0.00052817i,0.00013506-0.0010222i,0.00036938-0.0014319i,0.00031728-0.0012534i,-0.00023669-0.00020332i,-0.00011875+0.00033972i,0.00088154-1.8236e-05i,0.0014717-0.00070026i,0.00060541-0.0001527i,-1.8758e-05+5.0639e-05i,-1.5417e-05-9.3153e-05i
-0.0011897-0.0015705i,-0.00080373-0.0010603i,-0.00041508-0.0002095i,-0.0015754+0.000801i,-0.0022384+0.00059401i,-0.0016592-2.3116e-05i,-0.0010195-5.7633e-05i,-2.1439e-05-0.00033215i,0.00032335-0.00043898i,-0.00024985-0.00062318i,-0.00024565-0.00033908i,1.4689e-05-0.00035275i,0.00010207-0.00097438i,0.00031825-0.00062262i,0.00039336-0.00021551i,0.00022637-0.0005121i,-0.0004309-0.00099154i,-0.0002532-0.00082567i,3.3662e-06-0.00030568i,-0.00020911-6.0892e-05i,4.6073e-05+8.3003e-05i,0.00051154+1.4393e-05i,0.00069007+0.00099257i
-0.00070307+0.0009912i,-0.00037718+0.0013851i,0.00013388+0.0019645i,-0.00017826+0.0014391i,0.00026779+0.00038591i,0.00085928+0.00019726i,0.00060021+0.00026863i,-4.1724e-05+6.4776e-05i,3.755e-05+0.00041368i,0.00060854+0.0001785i,0.00065424-0.00088686i,0.00032174-0.00079469i,-0.000465-0.00089123i,-8.927e-05-0.00024522i,0.00063621+0.00018581i,1.1982e-05-0.00059066i,-0.00046606-0.00075598i,-3.0663e-05-6.1142e-05i,0.0002529-0.00044129i,0.00076654-0.00054478i,0.00073438+0.00020288i,0.00040561+0.00046871i,0.00092646+0.00050684i
-0.0021881+0.00012629i,-0.0015488-0.00030811i,-0.00079333-0.0008049i,-0.0016113+0.00022543i,-0.0021828+0.00023769i,-0.0016453-0.0003583i,-0.00098446+0.00032026i,-0.0002977+9.5531e-05i,0.00016614-0.00013551i,0.00042444+0.00060408i,0.00047606+0.00087932i,0.00043008+0.0004074i,-5.8913e-05-6.4435e-05i,0.00021426-0.00011904i,0.00039524+0.00017084i,0.0001048+0.00042883i,1.5782e-05+0.00053136i,6.2108e-05+0.00064338i,-0.0001071+0.00012081i,0.00015855-0.00088095i,0.00071864-0.00058062i,0.0017532+0.0005002i,0.0011651+0.0007341i
-0.00048001+0.00072455i,-0.00087251+0.0010685i,-0.00031055+0.0012715i,0.0007396+0.00083376i,0.00083449+0.0005681i,0.00037063+0.00062771i,-0.00043495+0.00093867i,-0.00025273+0.00070517i,0.00034666-0.00035376i,0.00074807-0.00095111i,0.00020359-0.00094153i,-0.00030168-0.0012863i,-0.0004703-0.00066662i,-0.00093306+7.4132e-05i,-0.00037974-0.00010587i,0.00039485-0.00053316i,0.00073903-0.00082742i,-1.1783e-05-0.00022782i,-0.00083866+0.00025531i,-0.0011394+0.00032794i,-0.00072739-0.00011786i,5.784e-05-5.5469e-05i,-0.00041867+0.00029414i
-0.00031397-0.00072234i,-0.0013607+0.0010483i,-0.0024859+0.0013174i,-0.002084+0.00052608i,-0.00094451+0.00011042i,-0.00055729+0.00057253i,-0.00080634+0.00093947i,-0.0004528+0.00080659i,-0.00045782+0.00030624i,-0.00055591+0.0003203i,-0.00021792+0.0006674i,0.00075814+0.0014341i,0.0013587+0.0024019i,0.0013124+0.0015039i,0.0014605+9.1412e-05i,0.0010538+0.00046917i,0.00066292+0.0011406i,-0.00033623+0.00026492i,-0.00055397-0.00069326i,0.00023741-0.00059355i,0.00051335-0.00063369i,0.00051975+2.0299e-05i,0.00046815+0.00037279i
-0.00017132+0.0015704i,0.0006233+0.00097202i,0.00074957+0.00048106i,0.00099489+0.00014743i,0.00051032+1.361e-05i,-0.00043432-0.00028057i,-0.00031678+0.00054342i,-0.00046391+0.0011349i,-0.00046728+0.00053207i,9.3545e-05+0.00027313i,0.0010863+0.00015125i,0.001591-0.00015183i,0.00059719+0.00011248i,-0.00012997+0.00038419i,5.5267e-05-0.00014509i,6.866e-05-0.00075743i,-0.00018875-0.00041072i,-0.0004673+6.316e-05i,-0.00014993+0.00017099i,6.0481e-05+7.1281e-05i,-0.00036119-9.8879e-05i,8.8357e-05+3.7561e-05i,0.00047552+0.00022098i
-0.0006954-0.00040774i,-0.00056928+0.00036313i,-0.00035985+0.0011613i,-0.00096227+0.00056922i,-0.00082768+0.00018796i,-0.00013835+0.0013614i,0.00085019+0.0015313i,0.00099051+0.0010926i,0.00028046+0.00065552i,0.00049771+0.00042651i,0.00078562+0.00054435i,0.00042819+0.00054826i,-0.00020177+8.0225e-05i,0.00016701+0.00018679i,0.00078181+0.00076077i,0.000174+0.00010898i,8.3908e-05-0.00020875i,0.00014339+0.0006469i,-0.00019548+0.00011568i,-0.00014456-0.00068039i,-0.00045371-0.00081395i,-0.00043967-0.00014064i,-0.00010683+0.00016696i
0.00059463+0.001729i,0.00040087+0.00078303i,0.00028205-8.9737e-05i,-0.00076986-0.00018121i,-0.0022714-0.00081599i,-0.0021033-5.9887e-05i,-0.0002358+0.001171i,0.0012795+0.00099799i,0.0013655-0.00045155i,0.00048093-0.0014397i,-0.00092767-0.0012435i,-0.00084422-0.00079124i,-0.00013094-0.00037422i,-0.00037075-0.00029647i,-0.00055046+7.8055e-05i,-0.00034074+0.0001143i,-0.00020315-0.00014454i,-0.00055593+0.00047403i,-0.00058371+0.00080207i,-0.00037489+0.00064135i,-5.1006e-05+0.00017021i,0.00047435-0.00043705i,0.00011059-0.00060254i
-0.0012029+0.0018339i,-0.00076342+0.001174i,0.00062528+0.00074473i,0.00030884+0.00063578i,-0.00057882+0.0006638i,-0.0013702+0.00094889i,-0.0018387+0.00084995i,-0.0008276+0.00077002i,-3.6262e-05+3.8742e-05i,0.00033047-0.00059668i,0.0008743-0.00061323i,0.00084569-0.00047941i,0.00021128-0.0010276i,-0.00070282-0.0013075i,-0.0014611-0.0011654i,-0.00018392-0.00080811i,0.00097599+0.00036467i,0.00021186+0.00015976i,-0.00013597-0.00087864i,-0.00028983-0.00082333i,-0.0001978+7.8407e-05i,0.00056313+0.000309i,0.00035775-4.5218e-05i
-0.0011624-0.00044473i,-0.0015256-0.00020328i,-0.00092774-0.00044432i,-0.00067853-0.001305i,-0.001168-0.0015847i,-0.00081461-0.0003492i,0.00016725+0.00021694i,0.00047595+0.00041076i,0.00011399-0.00017894i,-0.00053888-0.00036856i,-0.00084295-0.00022617i,-0.00046003-0.00071006i,-0.00012903-0.00089006i,0.00025306-0.0010593i,0.0001537-0.00066645i,-0.00034216-5.335e-05i,-7.9956e-05+7.977e-05i,0.00030761+0.0004821i,0.00013525+0.00091373i,-7.512e-05+0.00089445i,-0.0003874+0.00067395i,-0.00069439+0.0005312i,-0.00041244+0.00084869i
-0.0025318-0.0010444i,-0.0024408-0.00019089i,-0.0019458+0.0013349i,-0.00028827+0.0017831i,0.00031471+0.0017321i,-0.00050173+0.0025333i,-0.00069561+0.0028966i,-0.00033329+0.0019587i,-0.00011456+0.0014688i,-0.00015674+0.0014004i,-0.00034876+0.00081956i,0.00026439-0.00026331i,0.0011278-0.00088124i,0.001884-0.00036062i,0.0015971-0.00037897i,0.00028228-0.00045879i,-7.0671e-05-4.7264e-05i,-0.00026581+0.00016032i,-0.00087449-0.00041424i,-0.00096821-0.00017346i,-0.00069958+0.00061539i,-0.00075269+0.00039607i,-0.00037723-0.00043705i
0.00017838-0.0010415i,-3.7606e-05-0.00082008i,-0.0010157-0.0010625i,-0.0018806-0.00015905i,-0.0019658+0.00085088i,-0.00098492+0.0011387i,-4.9748e-05+0.00075668i,0.00020255+0.00062893i,-5.1644e-05+0.00069208i,-0.0002063+0.0002714i,-0.00058151-0.00015975i,-0.00055067-0.00047042i,0.00017903-0.00019038i,0.0002614-0.000747i,5.3928e-05-0.0015169i,0.0008123-0.0009986i,0.00092484+0.00045797i,-3.7425e-06+0.0012712i,-0.0002838+0.0010399i,7.3332e-05+0.00092943i,0.00062167+0.00039042i,0.00054343+0.00025953i,0.00031929+0.00054374i
0.00036549-0.0017608i,-0.0012896-0.00107i,-0.0024271-0.0010469i,-0.0021592-0.00073453i,-0.0017297-0.00070736i,-0.001449-0.00046583i,-0.001224-0.00033128i,-0.00073575-0.00030529i,-0.00035951+0.00015118i,-0.00048351+0.00025219i,0.00046889+4.4365e-05i,0.0016332-0.00043433i,0.0015019-0.0014259i,0.00057222-0.0014175i,0.00028695-0.00045794i,0.0005467+3.6765e-05i,9.6512e-05+0.00032601i,-0.00023012+0.0002959i,0.00017059-0.00019826i,-4.8828e-05-0.00050681i,1.6966e-06-3.7516e-05i,0.00033365+0.00094196i,0.00026755+0.0012576i
0.0010537+0.00016199i,0.0021466+0.00064513i,0.0013945+0.00025019i,0.00072129-0.00027581i,-0.00010407+0.00014452i,-0.0015119+0.001156i,-0.0015621+0.0013266i,-0.00020374+0.00043791i,0.00051583-0.00014561i,0.00062305-0.00012893i,0.0003516-0.00029419i,0.00038184-0.00076839i,0.00030699-0.00085746i,-0.00024818-0.00041526i,-8.105e-05-0.00016416i,-0.00051781-4.2393e-05i,-0.00057238+0.00023461i,0.00035577+0.00040918i,0.00030077+0.00042945i,0.00048349-0.00010462i,0.0014952-0.0012364i,0.0012896-0.0011766i,0.00023687-0.00041937i
0.0019645-5.942e-06i,0.0017368-0.00055596i,0.00099349-0.00033484i,-0.00029683-0.0012827i,-0.00080614-0.0016394i,-0.00074589-0.0016792i,-0.00021853-0.00074434i,-2.1119e-05+0.00068996i,-0.00041077+0.00061038i,-0.0007104+6.3429e-05i,-0.00026733-0.0001731i,0.00039381+0.00017568i,-5.0638e-05-0.00036405i,-0.00080766-0.0012304i,-0.0011448-0.00023319i,-0.00075532+0.0008441i,0.00031194+0.00081732i,0.00098393+0.00020371i,0.0016238+0.00031325i,0.0010514+0.00085992i,7.0027e-06+0.00022816i,-0.00070325-0.00012282i,-0.00092439+0.00018213i
-0.0022145+0.0011288i,-0.0010713+0.00176i,-0.00031165+0.0019049i,-0.00015342+0.0004008i,0.00030379-0.00067131i,-0.00034963-0.00016575i,-0.0010183+0.0011134i,-0.00062759+0.00081648i,-0.00081012+8.4743e-06i,-0.00060123+0.00047188i,0.00040566+5.5888e-05i,0.00074596-0.0011089i,-7.6412e-05-0.0010877i,-0.0006037-0.0011941i,-3.1962e-05-0.0011498i,0.00058742-0.00062201i,0.00046209-0.00015091i,0.00018573+0.00059744i,0.00011219+0.00058028i,-0.00021736+0.00014851i,-0.00016791-0.00059245i,-0.00011311-0.00047809i,-0.00010795+0.00030531i
0.0017918+0.00048461i,0.00067813+0.00057521i,-0.00053292-7.9758e-05i,-0.00090905-0.00069919i,-0.00029948-0.000677i,0.00068644-0.00095174i,0.00067969-0.00085463i,-8.7805e-05+0.00038672i,-4.647e-05+0.0014478i,6.66e-05+0.0009124i,-2.6158e-05+0.00030379i,-0.00048823-4.6711e-05i,-0.00058732-0.00049268i,-0.00090814-0.00022853i,-0.0011087-0.00012993i,0.00020317+0.0003315i,0.0011692+0.00076421i,0.0009309-9.2899e-05i,0.0010648-0.00061727i,0.0011123-0.00048345i,0.00069127-0.00011851i,0.00049589+0.00032848i,0.0006632-0.00014853i
-0.00026969+2.0157e-05i,-5.5963e-05+0.00065972i,-0.00063325-0.0003867i,-0.00071758-0.0013868i,-0.00076186-0.00059559i,-0.00099807+0.00084688i,-0.00091652+0.0012003i,-0.0004042+0.0016326i,-0.00026365+0.0019232i,-0.00019246+0.0011038i,-0.00023141+0.00017934i,-7.8316e-05-0.0005922i,-9.3301e-06-0.00020208i,-0.00014964+0.00045614i,0.00042229+0.00020385i,0.00036203-1.3581e-05i,-9.9873e-05+0.00045769i,1.3014e-05+0.00031246i,0.00059214+9.0457e-05i,0.0002783+0.00077454i,-0.0009839+0.0011395i,-0.0017221+0.00089613i,-0.0008491+0.00069489i
-0.00029774+0.0010294i,-0.00057161+0.00076049i,0.00061774+0.00035427i,0.00094907+0.00017507i,0.00091565+0.0014427i,0.0003887+0.0021829i,-0.00017808+0.0015057i,-0.00025913+0.00060662i,-0.00026661-0.0003148i,-0.00030398-0.00054332i,-6.5806e-05-0.00093487i,0.00027271-0.00078224i,-0.00050702-0.0001746i,-0.00083652-0.00037008i,-0.00055733-0.0013194i,-0.00017376-0.0015521i,0.00021866-0.00097915i,-0.00024368-0.00044136i,-0.00081334-8.335e-05i,-9.1396e-05+0.00060605i,0.00057628+0.0010267i,0.00052427+0.00011365i,0.00043823-0.00042287i
4.0569e-05+0.001445i,0.00073949+0.0012292i,-0.0001707+3.009e-05i,-0.00061652-0.00039134i,-0.00042618-4.9068e-05i,7.604e-05+7.2483e-05i,-0.00013341+0.00014158i,-0.00011051+0.00010521i,0.00044132-0.00047024i,0.0003957-0.0003261i,0.0003719+0.0005724i,0.00037688+0.0007258i,-9.4568e-05+0.00017036i,-0.00055669-0.00048384i,-0.00071612-0.00077618i,-0.00046803-0.0006694i,3.6335e-05-0.00050299i,0.0002182-0.00028259i,-0.00023977-0.0006795i,-0.00015884-0.00018601i,0.00014358+0.00027512i,2.8463e-05-0.00078349i,-0.00032425-0.0011547i
-0.0017765-5.6472e-05i,-0.0014474+0.0018543i,-0.00089227+0.0025632i,-0.00028648+0.0015604i,0.00034748+8.2915e-05i,-0.00036547-0.00067691i,-0.0007436-0.00010739i,-0.00060397+0.00041797i,-0.00025221+0.00050755i,0.00016436+0.0001772i,0.00034753-0.00022834i,0.00059608-0.0007333i,0.0002572-0.0011821i,0.0002208-0.00083968i,-9.1777e-06-0.0002389i,-0.00065291-0.00051986i,-6.9482e-05-3.3015e-05i,0.00020189+0.00066026i,5.6532e-05+0.00015641i,0.00024308+3.9026e-05i,0.00052971+0.00058832i,0.00019132+0.0008675i,0.00038789+0.0004764i
-0.00030328+0.000562i,0.00085683+0.0012104i,0.0012115+0.0010925i,0.00055761+0.00064312i,-0.00070783+0.00070308i,-0.001606+0.0015673i,-0.0011272+0.0017827i,-0.00044126+0.00077563i,-0.00043669+0.0001886i,-0.00026583-0.00031044i,5.6439e-05-0.00061759i,-3.8749e-05-0.00027918i,-0.00036204+0.00052068i,-7.3379e-05+0.0012738i,0.00029949+0.00095595i,0.00024259-6.1035e-05i,0.00036627-0.00055839i,0.0010111-0.00059092i,0.0010941-0.00041965i,0.00070151+0.0004448i,0.00015866+0.0011371i,-0.0004436+0.00067462i,-0.00014639+0.00035037i
-0.00094717-0.001224i,-0.0017721-0.0019309i,-0.0015461-0.0025596i,-5.3499e-05-0.0018273i,0.0011001-0.00059403i,0.0016015+0.00046118i,0.00077097+0.00066078i,-0.00023733-0.00027731i,-0.00014171-0.00037385i,0.00044323-0.00048234i,0.0011183-0.00085015i,0.00072587-0.00072573i,0.00089634-0.00028871i,0.0010746+0.00026807i,0.00072616+0.0003163i,0.001059+0.00019156i,0.00064647-0.00043279i,-0.00056469-0.00083633i,-0.0010204-0.00048741i,-0.0005291-0.00022951i,-0.0003415-0.00021902i,0.00039077-0.00016527i,0.001102-0.00012147i
-0.0026897+0.00050551i,-0.002007+0.00083235i,-0.0018257+0.0018612i,-0.0013319+0.0017548i,-0.00083599+0.00060306i,-0.0010005-0.00048327i,-0.0013202-0.00096991i,-0.0015327-0.0004047i,-0.00079066+0.00042444i,8.1381e-06+0.00030351i,0.00047069-2.3884e-06i,0.00045679+0.0002846i,0.00031648+0.00027563i,0.0004507-2.4752e-05i,0.00084644-0.00059029i,0.00053048-0.00082632i,-0.00024713-0.00048978i,-0.00011531-0.00036155i,0.00029383-0.00048551i,-0.00016378-0.00031906i,-0.00052411+0.0002512i,-0.00028521+0.00020988i,0.00037361+0.00028009i
-0.0014136+0.0011181i,-0.0017129+0.001574i,-0.00078885+0.00098239i,-0.00023046-0.00025061i,-0.0010018-0.00016649i,-0.0018278+0.0011004i,-0.0009812+0.0012327i,-0.00011543+0.00034941i,0.00034052+9.4243e-05i,0.0001179+0.00011167i,0.0009987+0.00025292i,0.0018222+0.00054677i,0.00095683+0.00099807i,-0.00025566+0.00076694i,-0.0012758-0.00014549i,-0.000936-0.00026919i,-0.0004808+1.4424e-05i,-0.00046115+6.0322e-05i,-0.00074349+0.00067979i,-0.00064162+0.00055574i,0.00015227+0.00026464i,0.00011136-0.00055923i,-0.00041672-0.0013637i
0.00047202-0.00062585i,0.00046873+0.00061262i,-0.00015169+0.0013544i,-0.00014891+0.00029486i,0.00088154-0.00081886i,0.00099037-0.0005912i,-7.2151e-05+0.00047834i,-0.00028476+0.00070524i,-0.00012243+0.00049156i,-0.0003181+0.00069158i,0.00033944+0.00027949i,-9.0008e-05-0.00017072i,-0.0011987-0.00013772i,-0.00097051-0.00071005i,-0.00051946-0.0013832i,-0.00027409-0.0011594i,-0.00013973+6.0848e-05i,0.00030074+0.0011167i,0.00052189+0.00090473i,0.00024356+0.00026087i,-0.00017271+6.6898e-05i,-0.00094457+0.00043164i,-0.00085951-0.00016017i
-0.0019423+0.00053865i,-0.0012873+0.0018464i,-0.0010455+0.0028896i,-0.0015094+0.0020986i,-0.0021915+0.00037863i,-0.0020205+0.00021587i,-0.000873+0.00055922i,0.00022212+0.00055503i,-3.059e-05+0.00040446i,-0.00056402+0.00038449i,-0.00017741-0.00019014i,7.8091e-05-0.00056821i,-0.00029436-0.0010806i,-0.00039524-0.0018124i,4.0533e-06-0.0019134i,-0.00015986-0.0012728i,0.00023265-0.00047488i,0.00088561-0.00049505i,0.00069519-0.00028392i,-6.3782e-05+0.00028069i,-0.00070999+0.00070562i,-0.00042687+0.0010721i,-0.00017198+0.00092635i
-0.0023551+0.001879i,-0.0010571+0.001878i,-0.0001325+0.0019725i,9.9181e-05+0.00025209i,0.00088644-0.00090734i,0.0010158-0.00050204i,0.00075146+5.0609e-06i,0.00020745+0.00021631i,-2.8604e-05+3.3113e-05i,8.7767e-05+0.00070953i,0.00012753+0.00040828i,-0.00014563-0.00073916i,-0.00064558-0.00063812i,-0.00056576-0.00013015i,-0.0007398+0.00012717i,-0.00027071+0.00025447i,0.00048269-0.00011828i,0.0012629-1.5896e-05i,0.0010082-0.00010266i,0.00023096-8.1209e-05i,0.00044198+0.00099671i,0.00047537-0.00012368i,0.00019916-0.001686i
-0.001088+7.7284e-05i,-0.002263+0.00067721i,-0.001695+0.00042689i,-0.00021315+0.00081891i,-0.00050738+0.00026077i,-0.0021857-1.4938e-06i,-0.0026224+0.0008835i,-0.0015503+0.0006005i,-0.00066346+0.00019532i,-0.0002919+0.00065817i,0.0004576-0.00013062i,0.0012481-0.00070287i,0.00070823+0.00030117i,0.00033204+0.00095632i,3.3408e-05+0.00086618i,-0.00012262-0.00019211i,0.00012099-0.00051051i,0.00016897+0.00013753i,0.00027507+0.00068277i,-0.00029245+0.0009556i,-0.00050851+0.00099595i,-0.00029349+0.00033235i,-0.00055584+4.1436e-07i
-9.8584e-05-0.0013502i,-0.00058523-0.0022181i,-0.00050643-0.002213i,-0.0013693-0.0015319i,-0.0025996-0.0010018i,-0.0027748+0.00035886i,-0.0012284+0.00057783i,-0.00078457-0.00027767i,-0.0012353+0.00014849i,-0.00043565+0.00048577i,-9.1972e-05+0.00067978i,-0.00026037+0.00060237i,2.1141e-05+0.00059716i,-0.00082233+0.00064007i,-0.0017472+0.0006605i,-0.0011899+0.00021557i,-1.7919e-05-2.7439e-05i,0.00056961-5.0055e-05i,0.00062919-0.00018903i,0.00050053-0.00025523i,0.00012771-0.0005513i,-0.00015091-0.00075589i,4.7423e-05-0.00064816i
-0.0020485+0.0029948i,-0.00040664+0.0027665i,0.0014235+0.0025136i,0.002005+0.0014586i,0.002167-0.00021399i,0.0015165-0.00076146i,-9.2981e-05-0.00043567i,-0.00057002+3.3943e-05i,0.00058647+0.00015502i,0.0007088-0.00032368i,0.00033134-0.0003567i,0.00060097+0.00011163i,0.00067662-0.00059791i,0.00066836-0.0015419i,6.8913e-05-0.00050128i,0.00025969+0.00083006i,0.00050275+0.00041283i,-9.0383e-05-6.1705e-05i,-0.00079229+0.0004804i,-0.00037169+0.0010537i,0.00066683+0.0003896i,0.00088054+0.00039349i,0.00066684+0.0010409i
-0.00092243+0.0012648i,-0.00053186+0.0025704i,-0.00042216+0.0033887i,-0.0003829+0.0013404i,-0.00086382-0.00159i,-0.00097473-0.0021442i,-0.0010632-0.0013352i,-0.0013233-0.0002374i,-0.0011263+0.00065266i,-0.00049856+0.00013615i,0.00012178-0.00024098i,0.00072802+0.00021963i,0.00074369+4.1516e-05i,0.00026069-0.00044727i,1.9753e-05-0.00066544i,-0.00015958-0.00032292i,-0.00056448-0.00027497i,-0.0010872-0.00105i,-0.00081976-0.00099739i,-0.00078411-0.0002754i,-0.00061205+0.0001136i,-0.00044445+0.00048503i,-0.00031895+0.00082365i
-0.0010855+0.0090011i,0.0013596+0.0098089i,0.0067609+0.0088782i,0.0075825+0.0029945i,0.0052778-0.0024566i,0.0015651-0.0042318i,-0.0010395-0.0010222i,-0.0014555+0.0014366i,-0.00045661+0.0015562i,0.0019148+0.00041111i,0.0023603-0.0015184i,5.1907e-06-0.002707i,-0.0022802-0.0029539i,-0.0040246-0.0037836i,-0.0047176-0.0046484i,-0.0028579-0.0040979i,-0.0004845-0.0012696i,-0.00056602+0.00036347i,-0.0017235-0.00023411i,-0.0014875+0.00026116i,-0.00064744+0.0012081i,0.00075732+0.00016008i,0.00089462-0.0012745i
-0.0018088-0.0029392i,-0.0032419-0.0029562i,-0.005303-0.0013726i,-0.0039431-1.4441e-05i,-0.0015138-8.7808e-05i,-0.00033675+0.00034436i,0.00034887+0.00064831i,0.00018405+0.00070571i,-0.00067241+0.00018335i,-0.0013525+0.00051363i,-0.0014532+0.0015357i,-0.00061952+0.00081522i,0.00065007-0.00086313i,0.00153-0.00034032i,0.00087685+0.001193i,-0.00012619+0.0014319i,-0.00079989+0.0010624i,-0.0010997-0.00011995i,-0.0002879-0.00087375i,-0.00016909-0.000344i,-0.00013448+0.00019635i,-0.00050555-0.00050045i,-0.00050706-0.00045009i
-0.00014743+0.0008048i,0.00090204+0.00012308i,0.00047168+0.00056191i,5.4831e-05+0.00089442i,-0.0007926+0.00095212i,-0.00067827+0.0019194i,0.00033757+0.0022181i,0.00093451+0.0014806i,0.0010357+0.00085464i,0.00057986+0.0002025i,0.00037163-0.0003602i,0.00061399-0.0010475i,0.00092636-0.00091012i,0.00058091+0.00043655i,1.0966e-05+0.0007663i,0.00014694-4.6002e-05i,0.00034041+0.0003238i,-0.00010365+0.00091361i,-0.0001148-0.00011184i,0.00041229-0.00096657i,0.00052447-0.00024126i,0.00029468+0.00054457i,7.3606e-05+0.00061718i
-0.0020544+0.001345i,-0.0025734+0.00076046i,-0.0022332+0.00018745i,-0.0012159-2.672e-06i,-0.0013152-0.00016072i,-0.001915+0.00010916i,-0.0011582+0.00048981i,-0.00017981+0.00013713i,-0.00042818-0.00021571i,-0.00071487-0.00038809i,-0.00076388+0.00025251i,-0.00063083+0.00055272i,-0.00052261-0.00064508i,-0.00023439-0.0015055i,-0.00037733-0.00095839i,-0.00052292-0.0010102i,-0.00028259-0.00073956i,-0.00050264-0.000367i,-0.00035947-0.0007515i,-5.3278e-05-0.00046938i,-8.4451e-06+0.00034586i,-0.00024333+3.5509e-05i,0.00018271-0.00053225i
-6.019e-05-0.001291i,-0.00097091-0.0020137i,-0.0019439-0.0021298i,-0.0018238-0.00094802i,-0.0021861+0.00020506i,-0.0023265+0.00083316i,-0.0010026-4.6719e-05i,-0.00015577-1.9348e-05i,-0.00016678+0.00098129i,0.00049809+0.00082138i,0.0011984-0.00018959i,0.001268-0.00073643i,0.00098564-0.00096892i,0.00083052-0.0011848i,0.00073131-0.00081717i,0.00040614-0.00041368i,0.00030182-0.00019467i,1.0509e-05+0.00018356i,-0.00042876-1.8146e-05i,-0.00081695-0.00030202i,-0.00059143-7.8331e-05i,0.00052738-0.00024341i,0.00060746-0.00049839i
-0.00058306-0.00071626i,-0.00037293-0.00059415i,-0.0003019+0.0010523i,0.00012926+0.0016255i,0.00047982+0.00065071i,0.000156+0.00045151i,-0.00020497+0.0003982i,0.00020082+0.00017362i,-0.00027515+0.00048115i,-0.0013816+0.00056615i,-0.00091105+0.00069633i,-5.8328e-05+0.00063046i,-0.00011153+0.00073362i,-0.00045703+0.00083417i,-0.00042476+0.00038345i,-0.00031331-0.00030679i,-0.00048578-0.00039027i,-1.2252e-05-0.00052098i,0.00073173-0.001034i,0.0007818-0.00048002i,0.00085224+0.00042951i,0.00049906+0.00044282i,-7.7124e-05+0.00011791i
-0.00013035+0.00013734i,-0.000478-0.0011705i,-0.0014066-0.0010479i,-0.0021798-0.00046923i,-0.0034381-0.00017267i,-0.0027364+6.1318e-05i,-0.00048627+0.00056045i,0.00073657+0.00082643i,0.00061273+0.0008187i,6.7633e-05+0.00022349i,-0.00054006+0.00028105i,-0.00087107+0.00035321i,-0.00078556-5.187e-05i,-0.00024611+7.6019e-05i,0.0008118-5.2862e-05i,0.0010633-0.00045426i,0.00061663-0.00045235i,0.00018431-0.00043081i,5.9049e-07-0.00047344i,0.00014047-0.00082099i,0.00043962-0.0015724i,-2.6022e-05-0.00060219i,-0.00017074+0.0003048i
