-0.0026409+0.00076099i,-0.0024537+0.001662i,-0.001201+0.0019848i,0.00015389+0.0010672i,0.00051988+0.0013188i,-0.00055519+0.0016801i,-0.00039113+0.0019906i,0.000203+0.0019873i,0.00036924+0.0014968i,0.0010242+0.00060804i,0.0012013+0.00010525i,-9.6845e-05-0.00054816i,0.00014528-0.0010022i,0.0015452-0.00094091i,0.001165-0.0012933i,-0.00029248-0.00058195i,-0.00073729-0.00028855i,-4.44e-05-0.0010123i,2.9041e-05-0.0012212i,-8.2245e-05-0.00069107i,-2.3603e-05+0.00039896i,-0.00011418+0.00074618i,-0.00010446+0.00020045i
-0.069961-0.048207i,-0.15943-0.048365i,-0.18412+0.026808i,-0.063972+0.094393i,0.06695+0.034186i,0.062823-0.077744i,-0.023478-0.083583i,-0.062498-0.011569i,-0.04493+0.019781i,-0.035209+0.012459i,-0.026271+0.022451i,0.0077276+0.029996i,0.036303+0.01053i,0.031926-0.017377i,0.0035025-0.030262i,-0.023303-0.024362i,-0.035174-0.019637i,-0.046826-0.022479i,-0.060749-0.014543i,-0.06044+7.1419e-05i,-0.045719+0.0036504i,-0.027845+0.0011276i,-0.013287-0.00018462i
0.082412+0.017909i,0.15839-0.015585i,0.1642-0.070503i,0.057474-0.055237i,-0.054171+0.055758i,-0.056038+0.15476i,0.017221+0.1634i,0.074417+0.10729i,0.073743+0.04709i,0.042799+0.020646i,0.020447+0.012858i,0.0069105+0.011121i,-0.0014794+0.015736i,-0.00333+0.016452i,-0.0034847+0.0071496i,-0.0043822-0.0033696i,-0.0024279-0.0067511i,0.007839-0.0028031i,0.022482+0.0036131i,0.034886+0.0077483i,0.034083+0.0073286i,0.017477+0.0075112i,0.00012929+0.014704i
0.0058842+0.10487i,0.0893+0.21722i,0.22676+0.23701i,0.26629+0.098276i,0.16467-0.031005i,0.085827-0.0068781i,0.11351+0.0507i,0.12209+0.042145i,0.059893+0.029699i,0.013609+0.032868i,0.010045+0.019263i,0.0081018-0.0059201i,-0.0079741-0.010696i,-0.016767+0.0086112i,-0.0057458+0.02295i,0.0099732+0.021824i,0.016515+0.019721i,0.016029+0.015787i,0.0084131+0.00098164i,-0.0062063-0.014852i,-0.012368-0.015482i,-0.0019709-0.0089613i,0.0090402-0.011633i
-0.073685-0.098846i,-0.2088-0.1753i,-0.36605-0.17234i,-0.41168-0.070573i,-0.33802+0.032605i,-0.24364+0.059955i,-0.1703+0.018869i,-0.11885-0.037931i,-0.064898-0.058178i,-0.010112-0.05474i,0.0040151-0.049325i,-0.0017929-0.032115i,0.0089705-0.029922i,0.013962-0.049087i,0.0019497-0.052731i,-0.01023-0.037651i,-0.01189-0.021774i,-0.0062119-0.013526i,-0.0016342-0.0088996i,0.0027881-0.0016241i,0.009169+0.00060616i,0.012942-0.002239i,0.014979-0.0022823i
0.11978-0.054218i,0.2289-0.19588i,0.26082-0.36889i,0.1688-0.42457i,0.087334-0.35641i,0.064915-0.29992i,-0.00025263-0.22712i,-0.04465-0.077843i,-0.0075452+0.022596i,0.021694+0.023187i,0.01365+0.0088231i,0.0027915+0.0097326i,0.00054242+0.018124i,0.0081863+0.028229i,0.015477+0.026987i,0.017872+0.014592i,0.016402+0.00079811i,0.0077477-0.0036375i,-0.0001205+0.00083589i,-0.0038241+0.0028459i,-0.010348+0.0024343i,-0.019607+0.0041892i,-0.030297+0.0083373i
-0.064626+0.11571i,-0.10236+0.29125i,-0.086882+0.46511i,-0.015969+0.49696i,0.041735+0.40708i,0.057675+0.3285i,0.066866+0.25254i,0.051938+0.12963i,0.0086027+0.034652i,-0.012105+0.0066997i,-0.0011559+0.0017845i,0.0095972-0.0072986i,0.0055481-0.014092i,-0.0050334-0.017825i,-0.01117-0.022488i,-0.015136-0.01982i,-0.014703-0.0069071i,-0.0057089+0.0043917i,0.0010854+0.0057856i,0.0024769+0.0024075i,0.0037881-0.00020241i,0.006332-0.0017048i,0.011452-0.0068724i
-0.088606-0.075838i,-0.2223-0.13336i,-0.32526-0.14301i,-0.2743-0.099501i,-0.13685-0.091791i,-0.052146-0.12109i,-0.0022772-0.096024i,0.052825-0.046586i,0.06449-0.029689i,0.033631-0.014011i,0.019879-0.0015369i,0.012238-0.0045057i,-0.0067919+0.001339i,-0.018873+0.01921i,-0.016952+0.033i,-0.0066513+0.032529i,-0.0047582+0.020958i,-0.011721+0.014882i,-0.0091814+0.019189i,0.0024868+0.020995i,0.011541+0.014034i,0.014387+0.006021i,0.017706+0.0073081i
0.095799+0.024609i,0.22869+0.033379i,0.3399+0.049313i,0.3321+0.083373i,0.23766+0.12979i,0.15876+0.14626i,0.089721+0.095488i,0.0030687+0.04147i,-0.044148+0.031394i,-0.037914+0.025405i,-0.033915+0.017172i,-0.02979+0.020689i,-0.011266+0.015968i,0.0066363-3.8699e-06i,0.011872-0.017189i,0.0041251-0.024415i,0.0040458-0.022799i,0.01302-0.032022i,0.0074686-0.046091i,-0.0089652-0.044523i,-0.019609-0.027252i,-0.022827-0.011941i,-0.027237-0.0097367i
-0.010697+0.080593i,0.0018045+0.16041i,0.025226+0.16358i,0.0061347+0.047635i,-0.058578-0.062722i,-0.10212-0.067644i,-0.080178-0.033232i,-0.044198-0.030767i,-0.035969-0.028705i,-0.022462-0.010291i,-0.0032939-0.007715i,-0.0027575-0.013944i,-0.010999-0.009664i,-0.016867-0.0013541i,-0.015355+0.006159i,-0.0060712+0.0087727i,-0.0037417+0.012317i,-0.0042844+0.024095i,0.0030803+0.028982i,0.0080955+0.02063i,0.0049132+0.0088182i,-0.0016301+0.00037157i,-0.0063618-0.0028617i
-0.01565-0.066681i,-0.053322-0.12142i,-0.071129-0.14969i,-0.054868-0.12116i,-0.041664-0.040513i,-0.033763+0.052033i,-0.003001+0.097316i,0.026736+0.072329i,0.027029+0.023914i,0.0084847-0.0041521i,-0.0010487-0.0081838i,0.0082998-0.008997i,0.020864-0.016154i,0.021789-0.022583i,0.0095878-0.019419i,-0.0026653-0.0073078i,-0.0076386-0.0031481i,-0.013285-0.0050972i,-0.014086+0.0010374i,-0.0031202+0.0088133i,0.0076714+0.010851i,0.013658+0.013693i,0.020663+0.019109i
0.043115-0.031895i,0.071451-0.11781i,0.011794-0.20863i,-0.10124-0.21484i,-0.13622-0.18092i,-0.092184-0.20504i,-0.077274-0.20475i,-0.062459-0.10369i,-0.0033639-0.01174i,0.036742-0.002705i,0.027701-0.018982i,0.002821-0.009467i,-0.0076716+0.010481i,-0.0037646+0.015256i,0.0024957+0.001799i,0.0012184-0.011883i,0.00072425-0.011495i,0.0071549-0.0098583i,0.0065631-0.012861i,-0.0015612-0.009489i,-0.0055253-0.0035953i,-0.0068642-0.0013649i,-0.0089828-0.0020184i
-0.021919+0.055682i,-0.0008797+0.12935i,0.069885+0.18592i,0.13209+0.17979i,0.15541+0.16747i,0.17984+0.19532i,0.18401+0.17183i,0.11794+0.095748i,0.037639+0.051099i,0.0078334+0.043309i,0.010634+0.034257i,0.0093488+0.0059359i,-0.012142-0.016127i,-0.03129-0.0072951i,-0.024802+0.012496i,-0.0057219+0.015927i,-0.00011156+0.0077408i,-0.0060257+0.0073308i,-0.0052728+0.0086456i,-0.0029221+0.0017878i,-0.0065257-0.0044718i,-0.007031-0.010396i,-0.0053816-0.017619i
-0.067967-0.045511i,-0.21824-0.034847i,-0.37091+0.065238i,-0.36099+0.16665i,-0.25966+0.11435i,-0.24346+0.010391i,-0.21815+0.013357i,-0.10076+0.025107i,-0.013845-0.015167i,-0.0068105-0.031404i,-0.0105-0.010502i,0.009906+0.010474i,0.037683+0.012544i,0.045316-0.0038781i,0.027338-0.018734i,0.0065619-0.01761i,0.0029854-0.011348i,0.0061796-0.011098i,0.0047412-0.011684i,0.0086609-0.0088328i,0.018451-0.0037647i,0.023864+0.0055894i,0.023986+0.016108i
0.075528+0.0075221i,0.19377-0.055076i,0.28577-0.18556i,0.25826-0.23356i,0.21449-0.11363i,0.26258-0.024218i,0.26033-0.066469i,0.14177-0.08989i,0.041358-0.04238i,0.021297-0.006482i,0.022692-0.0116i,0.00022584-0.017568i,-0.021493+0.0015399i,-0.015283+0.023064i,-0.00023681+0.025285i,0.0027369+0.014987i,-0.00050121+0.012276i,0.0024024+0.015021i,0.0034089+0.012734i,-0.0075613+0.010307i,-0.021424+0.0074329i,-0.030495+0.0019496i,-0.034568-7.9153e-05i
-0.031072+0.088131i,-0.01363+0.251i,0.081852+0.41021i,0.14883+0.3708i,0.035023+0.19752i,-0.14549+0.13613i,-0.17154+0.16152i,-0.094402+0.12179i,-0.054131+0.050629i,-0.046783+0.02018i,-0.034761+0.014648i,-0.014662+0.0043935i,-0.0050201-0.016271i,-0.011274-0.027033i,-0.015384-0.020748i,-0.010142-0.011483i,-0.0042197-0.0081567i,-0.0023248-0.0051657i,0.0049816-0.00089428i,0.019609-0.0041894i,0.028458-0.011249i,0.031194-0.014829i,0.035013-0.019538i
-0.00018932-0.095156i,-0.084729-0.23952i,-0.24144-0.34217i,-0.2878-0.27845i,-0.12379-0.16234i,0.030731-0.14009i,0.021044-0.1337i,-0.026586-0.065212i,-0.016045-0.004728i,0.0046229-0.0046621i,-0.004791-0.018635i,-0.019031-0.0043491i,-0.013818+0.017948i,-0.003881+0.018603i,-0.0032822+0.0074219i,-0.007836+0.0010129i,-0.01028-0.0019051i,-0.013132-0.0079531i,-0.021922-0.010726i,-0.032036-0.002933i,-0.034208+0.0069731i,-0.031843+0.01415i,-0.03037+0.021516i
0.069908+0.034365i,0.21073+0.040427i,0.3505-0.0336i,0.29777-0.13219i,0.083403-0.10614i,-0.02938+0.020563i,0.011231+0.078506i,0.049769+0.041972i,0.034312+0.0052976i,0.014238+0.0054956i,0.013859+0.0097721i,0.011138-0.0059696i,-0.0063509-0.018682i,-0.014313-0.011508i,-0.0048739+0.001035i,0.0060631+0.0035582i,0.010981+0.00015055i,0.013835-0.00044925i,0.018456-0.0016327i,0.019774-0.0054408i,0.015237-0.0056085i,0.0094215-0.0059454i,0.0031015-0.011997i
-0.096995+0.001654i,-0.23258+0.066001i,-0.3244+0.19231i,-0.23562+0.2481i,-0.036718+0.13677i,0.069954-0.033062i,0.041609-0.099862i,-0.0052886-0.068195i,-0.013406-0.029303i,-0.0099577-0.012039i,-0.0055879+0.00024668i,0.011699+0.010952i,0.035641+0.0090174i,0.040697-0.0018505i,0.025919-0.0098601i,0.010747-0.0087779i,0.00084842-0.0018018i,-0.0067941+0.0051651i,-0.0099582+0.011765i,-0.0059308+0.014676i,0.00074097+0.011552i,0.0050557+0.0097518i,0.010273+0.013286i
0.0575-0.039346i,0.095484-0.13746i,0.062823-0.23585i,-0.050012-0.20513i,-0.13326-0.045928i,-0.11489+0.093663i,-0.032291+0.11405i,0.029845+0.057519i,0.035833+0.012089i,0.028613+0.0025182i,0.027429-0.0027137i,0.0088683-0.007067i,-0.020532+0.0051024i,-0.032799+0.018306i,-0.026797+0.019873i,-0.017179+0.014785i,-0.0099466+0.0088951i,-0.0027203+0.0038539i,0.0037352-0.0028134i,0.0029537-0.007522i,-0.0033277-0.0052192i,-0.0077023-0.001248i,-0.010848-0.00046818i
-0.033031+0.078426i,-0.022016+0.19661i,0.053269+0.28753i,0.15197+0.22779i,0.16426+0.041735i,0.084319-0.078916i,0.0027894-0.046989i,-0.0266+0.037258i,-0.0086997+0.072389i,0.0075121+0.053672i,0.0039444+0.027155i,0.0033147+0.0030913i,0.0088875-0.026641i,0.0099736-0.043383i,0.0048025-0.040462i,-0.0012817-0.03064i,-0.0041548-0.01961i,-0.0049549-0.0079351i,-0.0023678+0.0011843i,0.0047469+0.0033331i,0.011113+0.0010549i,0.014531-0.0019648i,0.016358-0.0044528i
-0.014141-0.070261i,-0.054968-0.14507i,-0.11134-0.16679i,-0.14613-0.06242i,-0.12495+0.11588i,-0.042029+0.19957i,0.025773+0.11652i,0.014992-0.0097738i,-0.025973-0.054213i,-0.030722-0.03908i,-0.018074-0.027714i,-0.013558-0.013896i,-0.0042309+0.013651i,0.0086437+0.034273i,0.014593+0.035907i,0.014093+0.027187i,0.010149+0.016415i,0.0029555+0.0031672i,-0.011531-0.0068592i,-0.025291-0.0064102i,-0.025619-0.002747i,-0.020669-0.0038696i,-0.019265-0.0050272i
0.068631+0.055188i,0.15769+0.10291i,0.2262+0.090944i,0.19866-0.017955i,0.086897-0.13658i,-0.029407-0.16298i,-0.06359-0.092399i,-0.0065504-0.016809i,0.042384-0.0051696i,0.029774-0.012514i,0.0065947+0.00032026i,-0.0042361+0.0084427i,-0.021012+0.00095571i,-0.031822-0.0086993i,-0.028575-0.013106i,-0.02125-0.010913i,-0.0098163-0.0062913i,0.005826-0.0032983i,0.019442-0.0033829i,0.025708-0.006742i,0.023376-0.0071265i,0.018911-0.0023286i,0.017391+0.0014063i
-0.088249-0.016103i,-0.19761-0.031981i,-0.27576-0.025049i,-0.21229+0.037872i,-0.039564+0.099334i,0.072256+0.090046i,0.05422+0.035646i,-0.015561+0.0053872i,-0.048655+0.015224i,-0.037389+0.013554i,-0.023521-0.0017216i,-0.0069505-0.003566i,0.020733-0.0016581i,0.037769-0.0032255i,0.034471-0.005619i,0.021392-0.0072619i,0.0087416-0.0042487i,-0.0017772+0.0018386i,-0.0080419+0.0084857i,-0.010597+0.010404i,-0.013785+0.0064879i,-0.016513+0.005034i,-0.016398+0.0066448i
0.082795-0.057867i,0.17978-0.1219i,0.24322-0.17681i,0.17236-0.19525i,0.024555-0.17374i,-0.035641-0.10812i,0.0045218-0.036175i,0.044273-0.0092263i,0.04482-0.01406i,0.034913-0.010423i,0.033836-0.003726i,0.022041+0.00053743i,-0.0025442+0.011867i,-0.021265+0.021044i,-0.024144+0.022912i,-0.015572+0.018768i,-0.0084323+0.010005i,-0.0049803+0.0027796i,-0.00071625-0.0032981i,0.0039721-0.0060724i,0.0081572-0.0027959i,0.010696-0.0012957i,0.011436-0.0046797i
-0.037413+0.10038i,-0.09586+0.2323i,-0.13358+0.34174i,-0.083044+0.32218i,0.0046065+0.22485i,0.050924+0.14549i,0.034544+0.093157i,-0.01092+0.064624i,-0.031231+0.054459i,-0.025148+0.04512i,-0.014171+0.028129i,-0.0066391+0.00048074i,-0.0039616-0.028556i,-0.0001946-0.043073i,0.0034772-0.039601i,0.0039085-0.025466i,0.0024845-0.012761i,-0.0010623-0.004549i,-0.0061427+0.002479i,-0.0087232+0.0064816i,-0.0081052+0.0062435i,-0.0081684+0.0051574i,-0.0085492+0.0064167i
-0.050432-0.091009i,-0.097821-0.2296i,-0.13982-0.34403i,-0.16202-0.31284i,-0.16528-0.20269i,-0.15702-0.13558i,-0.11378-0.10088i,-0.043703-0.077214i,-0.0046242-0.062873i,0.00301-0.044829i,0.0060992-0.02498i,0.010123-0.0085832i,0.013483+0.0070552i,0.015485+0.02084i,0.0138+0.022956i,0.0062719+0.017757i,0.0008549+0.012424i,-2.8357e-05+0.0056657i,-0.0012332+0.00023054i,-0.0010691-0.0019353i,-0.00068698-0.0030136i,-0.0020117-0.0043016i,-0.0033509-0.0076651i
0.10731+0.042926i,0.25264+0.11938i,0.36544+0.19148i,0.34644+0.19002i,0.27117+0.14071i,0.21118+0.1059i,0.14922+0.079994i,0.081421+0.060104i,0.039147+0.053306i,0.021449+0.042171i,0.0035855+0.026436i,-0.012988+0.019738i,-0.022682+0.018029i,-0.026547+0.0095268i,-0.022947-0.0050617i,-0.015333-0.017234i,-0.0091732-0.019039i,-0.0021826-0.012922i,0.0054863-0.0066392i,0.0092162-0.0025066i,0.0091545+0.00075813i,0.010048+0.0043988i,0.012451+0.0075359i
-0.10224+0.051262i,-0.25649+0.10014i,-0.38777+0.12148i,-0.38165+0.090508i,-0.3239+0.051823i,-0.28026+0.042761i,-0.19791+0.044945i,-0.094501+0.022946i,-0.029496-0.011516i,-0.010732-0.031513i,-0.0097598-0.035181i,-0.0070143-0.028458i,0.0022452-0.02253i,0.0095666-0.017952i,0.010307-0.0065708i,0.01067+0.0053183i,0.0090622+0.009509i,0.0035032+0.0078827i,-0.00026907+0.0012011i,-0.0031421-0.0059809i,-0.0058893-0.0064403i,-0.0063645-0.0024505i,-0.0062571+0.00013059i
0.033559-0.10668i,0.10335-0.2501i,0.19036-0.3525i,0.23333-0.31082i,0.24555-0.20865i,0.25278-0.16321i,0.1839-0.13914i,0.077418-0.065696i,0.032271+0.006345i,0.031671+0.024197i,0.029141+0.016671i,0.022478+0.011578i,0.019653+0.010424i,0.015403+0.0086046i,0.0038297+0.0052293i,-0.0069884+0.0036297i,-0.0075872+0.0023765i,-0.003923+0.00070204i,-0.0013731+0.0023706i,0.0021332+0.0051042i,0.0050818+0.0035244i,0.0038243-0.0010564i,0.0016989-0.0047185i
0.054495+0.092211i,0.11099+0.23354i,0.11992+0.35426i,0.040774+0.34384i,-0.058502+0.28106i,-0.10084+0.2589i,-0.055303+0.20147i,-0.01203+0.072462i,-0.037973-0.020861i,-0.061863-0.024933i,-0.043356-0.0040668i,-0.018661+3.9987e-06i,-0.012367+0.0014901i,-0.0095993+0.0072256i,0.0011035+0.0079276i,0.010637+0.0040966i,0.012363+0.0011807i,0.0081926-0.0015082i,-0.00047233-0.003447i,-0.0090094-0.0023891i,-0.010869-0.0020406i,-0.0072509-0.0031607i,-0.0042534-0.0021864i
-0.097652-0.023659i,-0.23639-0.071899i,-0.32962-0.13864i,-0.25199-0.17911i,-0.089877-0.21894i,-0.024917-0.24646i,-0.043603-0.16889i,-0.019889-0.047209i,0.035453-0.00055913i,0.046878-0.0085723i,0.028713-0.0091133i,0.012177-0.0057841i,-0.0015873-0.0098148i,-0.010056-0.010756i,-0.013202-0.0060899i,-0.012534-0.00090012i,-0.0093783-0.00025595i,-0.0037037-9.1895e-05i,0.006505+0.0013465i,0.013683-0.00051504i,0.01024-0.0023491i,0.003847+0.00029695i,0.003559+0.0029463i
0.06937-0.058238i,0.18147-0.12524i,0.27421-0.14645i,0.23297-0.062549i,0.12011+0.078568i,0.092108+0.15942i,0.089809+0.10325i,0.017578+0.024489i,-0.041605+0.025563i,-0.03322+0.040846i,-0.013569+0.024317i,-0.0068288+0.0079395i,0.0018538+0.0028038i,0.010645-0.0015975i,0.011333-0.0089527i,0.0057935-0.014797i,-0.001711-0.012443i,-0.0072777-0.0046722i,-0.010506+0.0021983i,-0.010432+0.0065249i,-0.0070213+0.0070838i,-0.0041958+0.0059268i,-0.0039963+0.0035358i
-0.00046501+0.09203i,-0.015308+0.21293i,-0.039521+0.28946i,-0.049793+0.19779i,-0.073823+0.019352i,-0.11096-0.061858i,-0.082394-0.024948i,-0.00044966+0.006088i,0.043297-0.010914i,0.036338-0.024249i,0.018695-0.021261i,0.0021825-0.0098714i,-0.008996+0.0035474i,-0.015733+0.010128i,-0.015295+0.01382i,-0.0079748+0.014885i,-0.0039384+0.0098544i,-0.0019097+0.0021829i,-0.0011002-0.0073276i,-0.0034615-0.013164i,-0.0035531-0.0088841i,-0.0006412-0.0016688i,0.0024263-4.2477e-06i
-0.056916-0.049607i,-0.14009-0.12907i,-0.19894-0.18787i,-0.1616-0.11767i,-0.043967+0.020956i,0.038793+0.062329i,0.021393+0.028695i,-0.02328+0.027614i,-0.030583+0.047861i,-0.018591+0.044164i,-0.010511+0.027624i,-0.0029383+0.011665i,0.0049226-0.0034595i,0.0074192-0.015725i,0.00079833-0.020259i,-0.0058182-0.014565i,-0.0015292-0.006436i,0.0049682+0.00078208i,0.008685+0.0097769i,0.01219+0.01407i,0.009769+0.0088611i,0.0030233+0.0021057i,-0.0028874+0.0017883i
0.063369-0.020323i,0.16554-0.035618i,0.23933-0.052542i,0.1771-0.087642i,0.029774-0.12068i,-0.04807-0.10042i,-0.014989-0.061853i,0.027319-0.06327i,0.018276-0.077414i,-0.0033676-0.064755i,-0.0071792-0.036303i,0.00095954-0.010597i,0.011547+0.0087137i,0.021742+0.021976i,0.027677+0.021637i,0.022494+0.010823i,0.011902+0.0029929i,0.0032663-0.0031025i,-0.0059159-0.0069561i,-0.010412-0.0054287i,-0.0052268-0.0034041i,0.00040077-0.003486i,0.0021011-0.0055663i
-0.020339+0.065858i,-0.061484+0.15433i,-0.084253+0.23516i,-0.02419+0.24015i,0.077687+0.18443i,0.12046+0.13607i,0.08729+0.10724i,0.043943+0.082506i,0.034156+0.05705i,0.032946+0.035651i,0.025246+0.020009i,0.0098818+0.003192i,-0.014434-0.0068607i,-0.032733-0.0054034i,-0.032512+0.00019971i,-0.01902+0.0018041i,-0.0071428-0.001526i,0.0020488-0.0032116i,0.011638-0.0059551i,0.013397-0.0092266i,0.0071564-0.0066179i,0.0028043-0.0012531i,0.0035199+0.0036784i
-0.036488-0.05271i,-0.086153-0.1343i,-0.139-0.20485i,-0.18427-0.1895i,-0.22413-0.11417i,-0.22153-0.061584i,-0.16551-0.046171i,-0.10238-0.039993i,-0.062558-0.028556i,-0.040578-0.01697i,-0.025535-0.0087078i,-0.00714-0.0059504i,0.01103-0.014482i,0.018916-0.026265i,0.014931-0.028769i,0.0050007-0.018173i,-0.0026112-0.0031858i,-0.0086615+0.0072586i,-0.013149+0.013537i,-0.010629+0.012079i,-0.0063934+0.0033852i,-0.0046738-0.0022978i,-0.0047672-0.0030519i
0.056802-0.001824i,0.14443+0.0076856i,0.23492+0.016243i,0.27695+0.010997i,0.29468-0.006304i,0.28379-0.033282i,0.20274-0.042883i,0.10062-0.015275i,0.043879+0.018411i,0.031218+0.023859i,0.023051+0.0067241i,0.0045978+0.0019051i,-0.0033333+0.018169i,0.00065379+0.03094i,0.0034217+0.028885i,0.0016489+0.01674i,-0.0018161+0.0043759i,-0.0030013-0.0051537i,-0.0058342-0.012132i,-0.0077227-0.0091335i,-0.0042694-0.00066105i,-0.001638+0.001047i,0.00054887-0.0014662i
-0.027745+0.04732i,-0.081148+0.11548i,-0.14103+0.17674i,-0.18152+0.18842i,-0.21717+0.18107i,-0.22253+0.18837i,-0.14899+0.16016i,-0.065192+0.081217i,-0.04177+0.0179i,-0.044983+0.0034746i,-0.033224+0.0091443i,-0.015166+0.0050383i,-0.014359-0.0059142i,-0.024851-0.012256i,-0.027606-0.010791i,-0.015783-0.0042017i,-0.00087789+0.00048261i,0.0080801+0.0050607i,0.014531+0.0099253i,0.013018+0.008279i,0.0030434+0.0041239i,-0.0031345+0.0024979i,-0.0036831+0.00359i
-0.019496-0.04918i,-0.043432-0.13143i,-0.050712-0.21244i,-0.0018578-0.25376i,0.074428-0.29736i,0.088693-0.3156i,0.041902-0.23179i,0.022049-0.10425i,0.043269-0.038227i,0.047906-0.033999i,0.02344-0.030811i,0.0061778-0.012382i,0.012658-0.0034633i,0.024986-0.0079942i,0.025204-0.010665i,0.013482-0.0082185i,0.0022308-0.0047654i,-0.0055138-0.0035308i,-0.009501-0.0025218i,-0.0029212-0.0016025i,0.0050348-0.0026718i,0.0043731-0.0016026i,0.0012595-0.0011864i
0.052224+0.0086699i,0.12688+0.030931i,0.17699+0.05775i,0.12419+0.11364i,0.040569+0.22634i,0.04934+0.2933i,0.091429+0.20903i,0.061459+0.076107i,0.0024916+0.02508i,-0.012374+0.035202i,0.0052546+0.033475i,0.012999+0.01213i,0.0041507+0.0051654i,-0.0031528+0.014802i,-0.0033174+0.019194i,-0.0011937+0.011076i,-0.0015893+0.0010352i,0.00031625-0.0045684i,0.0050536-0.0088312i,0.0033271-0.0073168i,-0.0013863+5.5663e-05i,-0.00087478+0.0035189i,0.0012935+0.0032221i
-0.041516+0.035904i,-0.10372+0.091263i,-0.15145+0.12103i,-0.1484+0.036534i,-0.16243-0.11676i,-0.21292-0.16855i,-0.19425-0.075902i,-0.090321+0.0068427i,-0.01023+0.001116i,-0.0012069-0.02376i,-0.011718-0.017814i,-0.0067193-0.0022514i,-0.0018907-0.004427i,-0.0056653-0.014542i,-0.0083975-0.017567i,-0.0072835-0.012018i,-0.0037199-0.0035734i,-0.0015178+0.0037156i,-0.0015675+0.0077425i,-0.001408+0.0030915i,-0.001591-0.0042203i,-0.00076184-0.0042809i,0.00041148-0.00135i
-0.003512-0.046184i,-0.015544-0.12626i,-0.031832-0.16325i,0.00011071-0.05424i,0.12321+0.096648i,0.21761+0.095111i,0.14929-0.010299i,0.016249-0.037272i,-0.029703+0.013574i,-0.00076171+0.033427i,0.016104+0.010159i,0.0035756-0.0073186i,-0.0024645-0.0036861i,0.007479+0.0040521i,0.016194+0.0054006i,0.013942+0.0020918i,0.0080581+0.0014613i,0.0037755+0.0018208i,-0.0022216+7.5756e-06i,-0.0023143+0.0027043i,0.0053467+0.0051554i,0.0070998+0.00080966i,0.0032156-0.0020348i
0.042437+0.022265i,0.12281+0.061888i,0.18534+0.068141i,0.1111+0.00037783i,-0.07442-0.047766i,-0.1581+0.011694i,-0.062928+0.068911i,0.033293+0.030994i,0.026164-0.023817i,-0.014132-0.025738i,-0.021471-0.0046209i,-0.0072127+0.0035994i,-0.004632+0.0049869i,-0.015142+0.010392i,-0.020516+0.01596i,-0.013887+0.015049i,-0.0051612+0.0086712i,0.0010397+0.0024815i,0.0056579-0.00099553i,0.0012837-0.0028275i,-0.0073266-0.0028533i,-0.0079047-0.0017641i,-0.003064-0.0016729i
-0.045122+0.022623i,-0.1234+0.067595i,-0.15604+0.1352i,-0.024607+0.15353i,0.16414+0.060572i,0.17896-0.05781i,0.049756-0.063336i,-0.019192+0.0045048i,0.0036532+0.029778i,0.025915+0.0052962i,0.016073-0.015222i,-0.0021197-0.013497i,-0.0069779-0.010355i,-0.0051701-0.020507i,-0.007397-0.028594i,-0.0087774-0.021945i,-0.0060088-0.011569i,-0.0042492-0.0052738i,-0.0026987-0.0014866i,0.0032894-0.0033585i,0.0066379-0.0080101i,0.0027246-0.0065058i,0.00074716-0.0014187i
0.010005-0.05157i,0.020641-0.15306i,-0.018894-0.26157i,-0.14354-0.23424i,-0.23079-0.059509i,-0.1483+0.062606i,-0.007322+0.025287i,0.036072-0.046894i,0.0060091-0.047312i,-0.01183-0.0052656i,-0.00013498+0.016726i,0.012081+0.0087338i,0.016128+0.0011592i,0.023033+0.0064892i,0.026225+0.01001i,0.018359+0.0057484i,0.0070207+0.0021489i,-0.00095405+0.0011112i,-0.0050831-0.00047731i,-0.0073858+0.0027499i,-0.0076905+0.0084736i,-0.0053478+0.0072296i,-0.0043869+0.0026127i
0.027774+0.038623i,0.10058+0.11496i,0.21552+0.16114i,0.29444+0.057799i,0.24341-0.11207i,0.097852-0.12235i,0.0045927+0.0081236i,0.0027519+0.084947i,0.017639+0.061185i,0.0094506+0.014752i,-0.0053739-0.0024463i,-0.0087141+0.0051523i,-0.010321+0.012699i,-0.018186+0.015368i,-0.020345+0.015464i,-0.012951+0.010973i,-0.0047849+0.0062568i,-0.00021522+0.0038632i,0.0010229+0.0010613i,-0.0020287-0.0029347i,-0.0052255-0.0030833i,-0.0023698+0.0019353i,0.0026361+0.0040425i
-0.051801+0.0017304i,-0.16679+0.013649i,-0.31923+0.080966i,-0.36515+0.2259i,-0.2495+0.31722i,-0.11926+0.21341i,-0.09109+0.030471i,-0.10561-0.048111i,-0.078868-0.025528i,-0.025597+0.0036489i,0.0056241+0.0037318i,0.0079251-0.0069521i,0.0042626-0.014496i,0.0064956-0.021306i,0.010122-0.024033i,0.0097489-0.018142i,0.0055066-0.0082427i,0.0012558-0.00067408i,0.0011915+0.0038133i,0.0073784+0.0066145i,0.013024+0.0061692i,0.0091504+0.0029638i,-0.00049986+0.002039i
