1.0585e-05-2.9973e-05i,0.0015116-0.0015899i,0.0025577-0.0022613i,0.0015984-0.0027495i,0.00070438-0.0029083i,0.00069294-0.0010242i,0.00080944+0.0010687i,0.0012115+0.0014602i,0.0016769+0.0008413i,0.0014246-0.00033318i,0.00055143-0.00063313i,-0.00045151-0.00054878i,-0.00036282-0.00069506i,0.00014541-0.0007608i,0.00036321-0.00053047i,0.00031143-0.00060826i,-0.00010396-0.00055304i,-0.00051343-0.0004034i,-0.0003312-2.7446e-05i,-0.0002639+0.00030829i,0.00024235-0.0001953i,0.00068978+1.3949e-05i,3.9546e-05+0.00017148i
0.061477-0.054626i,0.13043-0.17122i,0.14137-0.31945i,0.044025-0.36337i,-0.063378-0.26051i,-0.087867-0.12145i,-0.054304-0.053399i,-0.023529-0.060726i,-0.025297-0.074052i,-0.03492-0.044318i,-0.022071-0.0052658i,-0.0073984+0.0077519i,-0.0012189+0.014298i,0.016612+0.012954i,0.030907-0.0043369i,0.021338-0.014419i,-0.0015848-0.0042927i,-0.022393+0.015483i,-0.027284+0.032007i,-0.020535+0.035581i,-0.017727+0.023537i,-0.020791+0.0091864i,-0.022078+0.0014232i
-0.0061088+0.082543i,0.026222+0.21705i,0.11931+0.35957i,0.22726+0.41429i,0.28607+0.37989i,0.30918+0.26996i,0.29266+0.10916i,0.19985+0.0047852i,0.10085+0.0054906i,0.056646+0.012503i,0.022429-0.013348i,-0.008755-0.021808i,-0.010663-0.024798i,-0.0098377-0.041114i,-0.023633-0.045587i,-0.036519-0.02914i,-0.03419-0.0048095i,-0.014375+0.01651i,0.010724+0.027458i,0.023856+0.023802i,0.019594+0.014139i,0.0086461+0.0094422i,0.002178+0.0093023i
-0.048686-0.061474i,-0.1527-0.15197i,-0.28614-0.23763i,-0.35168-0.26685i,-0.32255-0.25754i,-0.26676-0.23267i,-0.22564-0.16591i,-0.16029-0.075623i,-0.075598-0.025806i,-0.023442-0.01444i,-0.0023319-0.0044808i,0.006247+0.0079923i,0.0079433+0.014081i,0.0050455+0.015368i,-0.0044031+0.021067i,-0.010169+0.036937i,-0.0069651+0.051425i,0.0028991+0.050395i,0.015738+0.031424i,0.02056+0.0060286i,0.016559-0.0071273i,0.01335-0.0035487i,0.015958+0.0024264i
0.068627+0.0035369i,0.18254+0.0048605i,0.30502-0.0092202i,0.36113-0.040775i,0.33376-0.093515i,0.22199-0.12989i,0.078968-0.11057i,-0.008322-0.059755i,-0.030471-0.025071i,-0.031153-0.0077833i,-0.026211+0.0034453i,-0.013764+0.00044003i,-0.013296-0.0053723i,-0.01693+0.0088297i,0.0038868+0.023271i,0.035671+0.0099322i,0.053206-0.018387i,0.052378-0.041033i,0.034926-0.04872i,0.0075578-0.037317i,-0.012796-0.017876i,-0.015795-0.011492i,-0.014968-0.019262i
-0.050116+0.031206i,-0.12139+0.09135i,-0.20113+0.14397i,-0.27172+0.15966i,-0.32249+0.18953i,-0.31698+0.24951i,-0.2244+0.26854i,-0.10035+0.20974i,-0.025183+0.12115i,-0.0074543+0.058969i,-0.0087726+0.03608i,-0.0079704+0.033406i,-0.00032269+0.026015i,0.012908-3.6982e-05i,0.011251-0.030834i,-0.0070614-0.038939i,-0.022375-0.026391i,-0.025914-0.016071i,-0.0237-0.0099881i,-0.018598+0.0016363i,-0.0086884+0.011722i,-0.0050421+0.014081i,-0.0098939+0.017967i
0.011655-0.050774i,0.015571-0.12425i,0.038281-0.18442i,0.088821-0.21225i,0.13404-0.23596i,0.16587-0.22839i,0.16774-0.15734i,0.13005-0.071828i,0.082999-0.017731i,0.053542+0.0029707i,0.037227+0.0025756i,0.021207-0.00080007i,0.0061386-0.0012957i,-0.0089187+0.0039876i,-0.020848+0.015928i,-0.024318+0.018569i,-0.026057+0.0098817i,-0.031339+0.006341i,-0.027465+0.015055i,-0.0085466+0.021383i,0.0074165+0.015179i,0.0079737+0.0095083i,0.0061734+0.010358i
0.024299+0.030906i,0.059619+0.061302i,0.054094+0.074328i,-0.0021919+0.090815i,-0.013662+0.11901i,0.029602+0.10685i,0.04912+0.042282i,0.045559-0.0038405i,0.045299-0.022283i,0.033384-0.02931i,0.021489-0.018581i,0.025724-0.0099183i,0.025276-0.010022i,0.013567-0.0055088i,0.0059394+0.0059538i,0.0045104+0.023403i,0.0041598+0.041789i,0.0059128+0.050192i,0.010528+0.037893i,0.0092051+0.012442i,0.0031574-0.0025755i,0.0091946-0.0023595i,0.022797-0.0039232i
-0.039341-0.011071i,-0.076228+0.015933i,-0.068699+0.047429i,-0.030417+0.032381i,-0.062255-0.019993i,-0.13034-0.047141i,-0.10739-0.046282i,-0.053259-0.060289i,-0.054783-0.054651i,-0.05385-0.023502i,-0.032344-0.020025i,-0.026441-0.026292i,-0.024865-0.0081i,-0.0018716+0.014865i,0.029076+0.011892i,0.03869-0.016682i,0.031755-0.037298i,0.030466-0.038392i,0.028144-0.030211i,0.018171-0.01493i,0.010388-0.0022041i,0.00095988-0.0045241i,-0.014749-0.013285i
0.018965-0.030346i,0.01976-0.083321i,-0.019968-0.11502i,-0.048984-0.074273i,-0.0040611-0.024453i,0.045851-0.023029i,0.0059137-0.017215i,-0.032962+0.0083613i,-0.014849+0.0088563i,-0.0093289-4.3174e-05i,-0.017597+0.012184i,-0.014363+0.0219i,-0.0060675+0.0099669i,-0.0075689-0.01678i,-0.028987-0.030803i,-0.043592-0.011246i,-0.030223+0.0095007i,-0.014991+0.0056679i,-0.013014-0.0027306i,-0.0097914-0.0042234i,0.0009776-0.0070925i,0.0081645-0.012337i,0.0099049-0.0096156i
-0.0043574+0.045695i,0.054754+0.079258i,0.16286+0.066176i,0.22224-0.015391i,0.16307-0.043092i,0.088339+0.021646i,0.060743+0.039859i,0.016578+0.027812i,-0.0086493+0.058946i,0.011996+0.060243i,0.014553+0.023526i,0.0043958+0.0054187i,0.0093268-0.0027444i,0.013694-0.0075383i,0.015164-0.00063165i,0.013444+0.0015569i,0.00079493-0.0059161i,-0.010714-0.0063697i,-0.0072011+0.001419i,-0.0016562+0.0032525i,-0.010459-0.00070272i,-0.02724+0.0037545i,-0.033251+0.011247i
-0.033474-0.026036i,-0.12524-0.02776i,-0.25517+0.02167i,-0.30541+0.080792i,-0.24783+0.035154i,-0.21107-0.069548i,-0.18897-0.046456i,-0.097324+0.024956i,-0.021172-0.0028411i,-0.016016-0.029798i,-0.0092957-0.0049913i,0.0079364+0.008075i,0.00060596+0.0069711i,-0.01454+0.016534i,-0.0089279+0.028797i,0.0083671+0.024286i,0.0088913+0.011787i,-0.0073777+0.0092593i,-0.016638+0.012145i,-0.013485+0.010372i,-0.0092495+0.0068309i,-0.002974+0.0047522i,0.0070896+0.0019692i
0.055388-0.0022365i,0.1286-0.059485i,0.19807-0.18753i,0.17628-0.2726i,0.12417-0.17772i,0.15763-0.017967i,0.19437+0.021047i,0.1562-0.0014079i,0.09915+0.0075654i,0.051459+0.014023i,0.0096427+0.0059526i,-0.016766+0.0015002i,-0.029767+0.0034421i,-0.020826+0.0015999i,-0.005172-0.020176i,-0.013722-0.03731i,-0.020002-0.023839i,0.0010857-0.0074596i,0.018645-0.0069772i,0.018724-0.0034152i,0.018294+0.0093733i,0.018702+0.020397i,0.013306+0.023533i
-0.032696+0.033628i,-0.06564+0.13529i,-0.058952+0.30998i,-0.0012787+0.39965i,-0.001593+0.28808i,-0.078243+0.15153i,-0.079376+0.10614i,-0.021745+0.058281i,-0.018546+0.01094i,-0.020909+0.013692i,0.011606+0.022796i,0.034227+0.022261i,0.044914+0.026806i,0.042784+0.021621i,0.016095+0.01765i,-0.0065153+0.032999i,-0.0080667+0.0472i,-0.0075259+0.044941i,-0.0091548+0.03503i,-0.0037206+0.018021i,0.0012825-0.0061558i,0.0022345-0.024245i,0.00778-0.028352i
0.0050018-0.047012i,-0.017017-0.15295i,-0.098664-0.30567i,-0.17146-0.37783i,-0.10562-0.32632i,0.026751-0.28236i,0.040493-0.26678i,-0.019253-0.187i,-0.010457-0.08417i,0.026891-0.042812i,0.021452-0.035214i,0.0060864-0.025735i,0.0029626-0.023099i,-0.0044571-0.023387i,-0.0094207-0.011976i,0.0039242-0.0015125i,0.023113-0.01319i,0.02658-0.032735i,0.017102-0.034347i,0.0039419-0.018231i,-0.0063998+0.0012271i,-0.0089741+0.010917i,-0.011896+0.0092574i
0.025537+0.036491i,0.098234+0.11068i,0.2359+0.18479i,0.31234+0.18896i,0.19664+0.15169i,0.011039+0.1446i,-0.061456+0.14118i,-0.0467+0.095758i,-0.034891+0.0347i,-0.031449-0.0035554i,-0.023076-0.023362i,-0.014464-0.036234i,-0.0085858-0.043555i,0.00019558-0.036116i,0.019844-0.019697i,0.032332-0.018515i,0.015669-0.01888i,-0.0067091-9.5269e-05i,-0.0086722+0.013735i,-0.0027411+0.007602i,-0.0018964-0.00046479i,-0.0052596-0.0036486i,-0.006718-0.0069007i
-0.033376-0.020259i,-0.12434-0.046718i,-0.27072-0.052407i,-0.35443-0.028579i,-0.28446-0.024025i,-0.15934-0.044293i,-0.082942-0.033202i,-0.031522+0.0040331i,-0.0016487+0.01111i,-0.015092-0.00049865i,-0.035588+0.008405i,-0.042641+0.027074i,-0.050705+0.04153i,-0.048221+0.045771i,-0.03621+0.024701i,-0.039049-0.0065829i,-0.043883-0.019156i,-0.031998-0.021421i,-0.017923-0.018576i,-0.0056871-0.0042724i,0.01093+0.0065267i,0.020051+0.0069494i,0.015177+0.010782i
0.031051+0.0043856i,0.11351-0.013295i,0.22952-0.063825i,0.29706-0.11119i,0.26556-0.089073i,0.18918-0.012685i,0.13163+0.039687i,0.07875+0.042724i,0.025783+0.040644i,0.0047389+0.04757i,0.0098756+0.04597i,0.020779+0.037129i,0.033059+0.025439i,0.033473+0.0066108i,0.012118-0.002969i,-0.0087798+0.021141i,-0.0053674+0.057575i,0.0096648+0.069178i,0.016892+0.051891i,0.012255+0.023018i,-0.0031712+0.00020299i,-0.014676-0.0082469i,-0.01052-0.011216i
-0.031363+0.017753i,-0.085312+0.051741i,-0.15357+0.11288i,-0.18885+0.15207i,-0.17002+0.12284i,-0.12736+0.049177i,-0.091472-0.01035i,-0.052947-0.025893i,-0.011331-0.01104i,0.014885+0.0048184i,0.025418+0.0070559i,0.030941+0.0026394i,0.035266+0.0014847i,0.034618+0.0058572i,0.030023+0.014986i,0.029703+0.015272i,0.028342-0.0074108i,0.015237-0.032293i,0.0025714-0.033221i,0.003275-0.018388i,0.0088379-0.0043592i,0.007984+0.0029816i,-0.00087687+0.0072927i
0.022218-0.011842i,0.050273-0.05332i,0.085439-0.12052i,0.096262-0.18635i,0.062642-0.20136i,0.024219-0.14659i,0.017068-0.06714i,0.0221-0.016565i,0.02086-0.0084198i,0.014273-0.017452i,0.0052424-0.023683i,-0.0081232-0.034955i,-0.02276-0.049707i,-0.027856-0.049122i,-0.012373-0.033416i,0.016516-0.023846i,0.034558-0.01998i,0.032854-0.010961i,0.019679-0.0060243i,0.0030768-0.0096634i,-0.0073272-0.0096229i,-0.0067-0.005238i,-0.00048343-0.0049105i
-0.00053027+0.019466i,-0.023848+0.054798i,-0.057929+0.10894i,-0.06852+0.16329i,-0.023138+0.18147i,0.028891+0.15087i,0.037185+0.097494i,0.027918+0.046593i,0.023075+0.01524i,0.014766+0.00070857i,-0.00018795-0.003409i,-0.01716+0.0075645i,-0.025842+0.025671i,-0.018472+0.028093i,-0.01158+0.0047461i,-0.030025-0.023661i,-0.059049-0.035374i,-0.06688-0.027415i,-0.05037-0.0077217i,-0.027119+0.0077284i,-0.011115+0.0088378i,-0.0040767+0.0056328i,0.0027198+0.0092185i
0.0099026-0.018399i,0.029695-0.051831i,0.05973-0.11172i,0.050953-0.16974i,-0.010783-0.18098i,-0.057879-0.15524i,-0.048334-0.11535i,-0.025007-0.068856i,-0.022245-0.036413i,-0.020955-0.017163i,-0.0071889+0.0011624i,0.0099746+0.017659i,0.017588+0.027475i,0.01156+0.025955i,-0.0028065+0.019962i,-0.013983+0.024022i,-0.0098682+0.036347i,0.0056257+0.037873i,0.015383+0.02544i,0.012772+0.014659i,0.0038762+0.010605i,-0.0011699+0.0067454i,0.00027648-0.0030239i
-0.001662+0.014731i,-0.019506+0.063115i,-0.037152+0.14328i,-0.012252+0.19265i,0.049278+0.14981i,0.081166+0.07355i,0.055799+0.027152i,0.024002+0.0025443i,0.023651-0.011225i,0.026209-0.016282i,0.017664-0.013983i,0.020476-0.0096894i,0.036092-0.013898i,0.037627-0.019341i,0.017937-0.0085185i,-0.001367+0.018543i,-0.0084072+0.037216i,-0.0099387+0.032969i,-0.0060161+0.019783i,0.004615+0.010843i,0.013834+0.0052942i,0.015906-0.00037967i,0.0087398-0.0057378i
-0.0024542-0.027841i,0.0014144-0.095377i,-0.0048458-0.1989i,-0.043418-0.24912i,-0.10691-0.1833i,-0.15603-0.074825i,-0.14257-0.0014052i,-0.086725+0.035072i,-0.054537+0.044871i,-0.044852+0.038994i,-0.028886+0.019839i,-0.019618-0.014667i,-0.024244-0.040259i,-0.021395-0.033997i,0.0020515-0.013547i,0.037492-0.010023i,0.059892-0.020757i,0.05508-0.024096i,0.031439-0.019204i,0.006702-0.01431i,-0.0064109-0.010693i,-0.012452-0.011334i,-0.019501-0.011582i
0.0154+0.022655i,0.047303+0.093439i,0.10376+0.18606i,0.15341+0.2088i,0.16432+0.12574i,0.15514+0.033202i,0.12739-0.0013457i,0.072489-0.013769i,0.024255-0.026657i,2.8354e-06-0.027925i,-0.013458-0.011329i,-0.024638+0.01219i,-0.037096+0.025009i,-0.041028+0.024657i,-0.029624+0.015631i,-0.019326+0.0023679i,-0.018031-0.0062726i,-0.015609-0.0066606i,-0.007508+0.0021391i,0.004922+0.012344i,0.011537+0.013181i,0.0061812+0.014497i,0.002063+0.024976i
-0.034873-0.021397i,-0.10554-0.0774i,-0.2127-0.15426i,-0.27374-0.17805i,-0.2433-0.1089i,-0.175-0.018963i,-0.10727+0.019268i,-0.035251+0.027153i,0.016991+0.037115i,0.032971+0.041772i,0.027784+0.03132i,0.011344+0.025813i,0.0033648+0.034972i,0.011871+0.029462i,0.0097017+0.00012002i,-0.015175-0.025275i,-0.034988-0.029098i,-0.031744-0.019465i,-0.018251-0.012686i,-0.010875-0.012212i,-0.0090004-0.0089559i,-0.0033114+0.00047719i,0.0080735+0.0048625i
0.029187-0.0001037i,0.12301+0.0096027i,0.24993+0.025362i,0.30255+0.02326i,0.23358-0.011359i,0.13935-0.051731i,0.077395-0.068839i,0.02434-0.053947i,-0.008626-0.029548i,-0.013413-0.019445i,0.00034078-0.0107i,0.031333-0.0015808i,0.055711+0.00082239i,0.053039+0.0061216i,0.035969+0.018252i,0.022234+0.033845i,0.013354+0.040828i,0.0071099+0.030813i,0.0072245+0.011599i,0.0094264-0.0040586i,0.010585-0.011821i,0.012704-0.015892i,0.013975-0.01988i
-0.036917+0.023801i,-0.12875+0.064809i,-0.26321+0.11943i,-0.32438+0.14707i,-0.25016+0.13811i,-0.14924+0.12216i,-0.085865+0.11048i,-0.024613+0.074592i,0.021214+0.025932i,0.03076+0.0024413i,0.015988-0.0045128i,-0.0026228-0.014465i,-0.0078825-0.028788i,-0.0085562-0.040147i,-0.013912-0.033597i,-0.011944-0.013032i,0.00058622+0.0028482i,0.0073444+0.0078077i,-0.0013249+0.0081699i,-0.015806+0.011023i,-0.021624+0.014534i,-0.018694+0.0091493i,-0.020992-0.0033773i
0.024585-0.031292i,0.079418-0.11028i,0.16713-0.21548i,0.21376-0.25405i,0.17758-0.19358i,0.126-0.12694i,0.080108-0.093845i,0.024237-0.050264i,-0.017383-0.010928i,-0.034752-0.00027479i,-0.030959-0.0031664i,-0.021706-0.014684i,-0.0263-0.023101i,-0.025619-0.015037i,-0.003928-0.0094835i,0.017899-0.020675i,0.020271-0.03412i,0.0098205-0.03384i,0.0053276-0.020678i,0.0097853-0.0076518i,0.011464-0.0040867i,0.0043611-0.00050599i,0.00058308+0.011921i
-0.00055552+0.037175i,-0.0018281+0.13414i,-0.011164+0.27283i,-0.018119+0.32259i,-0.020818+0.22282i,-0.025027+0.11331i,-0.010147+0.066068i,0.015994+0.021799i,0.026296-0.021496i,0.024614-0.030346i,0.015812-0.010185i,-0.00036097+0.019671i,-0.013364+0.036441i,-0.024993+0.032514i,-0.038423+0.026072i,-0.047035+0.027123i,-0.044111+0.028777i,-0.029315+0.025993i,-0.014397+0.020492i,-0.0077422+0.017355i,-0.0036988+0.014927i,0.0015034+0.0081185i,0.006799+0.0011047i
-0.024848-0.031021i,-0.068726-0.11314i,-0.11842-0.23599i,-0.11436-0.29418i,-0.050374-0.23746i,-0.0040369-0.16475i,-0.013996-0.11282i,-0.028433-0.040747i,-0.020741+0.028443i,-0.012733+0.049738i,-0.0057641+0.030334i,0.0023584+0.0056205i,0.0096594+0.0023453i,0.021436+0.0073345i,0.026965-0.0020668i,0.014286-0.014168i,-0.005114-0.012827i,-0.015275-0.005041i,-0.012154-0.0018127i,-0.0054934-0.0046592i,-0.0061056-0.0036182i,-0.0078361+0.00073017i,-0.0042864-0.0033246i
0.035093+0.012942i,0.11385+0.047291i,0.21797+0.095105i,0.23368+0.10444i,0.12171+0.070703i,0.010383+0.055642i,-0.014244+0.051638i,-0.0088691+0.012874i,-0.019721-0.032752i,-0.021403-0.041497i,-0.0063095-0.022977i,0.012437-0.003838i,0.024176+0.00083747i,0.023384+0.0055925i,0.024659+0.028449i,0.041067+0.050789i,0.059555+0.04881i,0.058336+0.030386i,0.038556+0.015508i,0.02432+0.011335i,0.022949+0.0071855i,0.015198+0.0005492i,-0.0028608+0.00099506i
-0.040247+0.0094269i,-0.12319+0.018668i,-0.23851+0.021161i,-0.2715+0.0021099i,-0.17666-0.029669i,-0.066643-0.048888i,-0.018784-0.03287i,0.013696+0.0059739i,0.05345+0.030561i,0.056989+0.029223i,0.021863+0.013148i,-0.013196-0.0017086i,-0.025774-0.0080137i,-0.018108-0.019073i,-0.013039-0.041253i,-0.022823-0.05756i,-0.031973-0.052596i,-0.026971-0.032212i,-0.011353-0.016438i,-0.00062573-0.014775i,-6.2642e-05-0.014572i,0.0033228-0.0058286i,0.011358+0.0040003i
0.01944-0.025291i,0.071038-0.077393i,0.13498-0.13819i,0.13029-0.13813i,0.041425-0.061466i,-0.025629+0.022178i,-0.029972+0.047122i,-0.035129+0.028701i,-0.056303+0.011515i,-0.054343+0.0035142i,-0.024917+0.0022932i,0.0049434+0.0016423i,0.014638-0.0044342i,0.010108-0.0063744i,0.014463-0.0036484i,0.024769-0.0080659i,0.023389-0.018229i,0.01265-0.022565i,-0.00020617-0.016425i,-0.011493-0.0084835i,-0.017971-0.008947i,-0.019396-0.011776i,-0.013297-0.0096782i
-0.0058309+0.032522i,-0.020949+0.1035i,-0.042968+0.19647i,-0.041561+0.2194i,-0.0010862+0.13552i,0.031572+0.028261i,0.029095-0.025793i,0.027189-0.035526i,0.03863-0.034779i,0.036502-0.027135i,0.01578-0.0081034i,-0.0028854+0.0115i,-0.0068419+0.021518i,-0.013996+0.017344i,-0.043319+0.0090678i,-0.076362+0.01793i,-0.082415+0.035508i,-0.060456+0.037213i,-0.032186+0.02296i,-0.015104+0.015715i,-0.0052818+0.023068i,0.0033048+0.023863i,0.0042156+0.010086i
-0.016206-0.020698i,-0.041567-0.074635i,-0.069825-0.14007i,-0.073722-0.13645i,-0.05347-0.04151i,-0.026713+0.042236i,-0.005215+0.058558i,-0.00085559+0.049687i,-0.015724+0.045038i,-0.022364+0.03874i,-0.006457+0.016897i,0.0070891-0.013172i,0.0052575-0.02684i,0.0085773-0.01547i,0.029906-0.00079998i,0.054416-0.0025156i,0.060086-0.0090381i,0.043649-0.0065959i,0.023815+0.0035311i,0.015973+0.0082024i,0.014712+0.0021843i,0.0093441+0.00080557i,0.0033138+0.0084489i
0.024103+0.01137i,0.077716+0.035949i,0.15372+0.066124i,0.19417+0.052193i,0.17058-0.023595i,0.11272-0.088786i,0.054337-0.089906i,0.024471-0.057805i,0.02754-0.041247i,0.027178-0.037163i,0.010844-0.017968i,-0.00013685+0.0068137i,-0.00080399+0.016219i,-0.0024569+0.018436i,-0.011773+0.031833i,-0.01704+0.05214i,-0.0064883+0.056312i,0.008687+0.038148i,0.014347+0.011764i,0.013239-0.0064774i,0.01296-0.016002i,0.013859-0.023456i,0.011205-0.025665i
-0.024057+0.0054237i,-0.072551+0.014826i,-0.13206+0.023922i,-0.14118+0.028401i,-0.093499+0.036i,-0.052626+0.052576i,-0.030927+0.062617i,-0.013524+0.057038i,-0.0061125+0.055906i,0.00014556+0.050063i,0.0016896+0.022862i,-0.0087697-0.00075766i,-0.016539-0.0065076i,-0.006815-0.013444i,0.014363-0.038861i,0.022232-0.072606i,0.010175-0.084074i,-0.0027819-0.063513i,-0.0067354-0.030316i,-0.011647-0.0071807i,-0.024561+0.0026251i,-0.033079+0.0071984i,-0.026349+0.0066599i
0.0097298-0.020143i,0.038546-0.058722i,0.072518-0.1217i,0.073241-0.1738i,0.033534-0.18879i,-0.0059777-0.17447i,-0.030257-0.133i,-0.035195-0.086444i,-0.030453-0.06755i,-0.030744-0.053536i,-0.020586-0.021376i,0.0026649+0.0070573i,0.018446+0.016735i,0.01552+0.017851i,0.0048038+0.028658i,0.00058404+0.046847i,-0.0010413+0.050123i,-0.0077829+0.032414i,-0.014927+0.010815i,-0.012216+0.0029012i,0.00096997+0.0061476i,0.0064963+0.0082003i,-0.0032358+0.0081614i
0.0015944+0.018809i,-0.0002758+0.059908i,-0.0024497+0.10952i,-0.012707+0.12721i,-0.027555+0.11878i,-0.019885+0.11992i,0.019922+0.10402i,0.052228+0.059587i,0.05784+0.029503i,0.051418+0.018256i,0.030479+0.0049649i,0.0033089-0.0054241i,-0.0095259-0.0067237i,-0.012266-0.010905i,-0.018445-0.029046i,-0.031779-0.046173i,-0.037998-0.041518i,-0.025351-0.01641i,-0.0035917+0.0081106i,0.01028+0.014523i,0.01199+0.010396i,0.014671+0.011354i,0.022322+0.015566i
-0.012351-0.0086339i,-0.04225-0.037048i,-0.091296-0.071716i,-0.12679-0.084064i,-0.12092-0.080179i,-0.09642-0.082058i,-0.081179-0.059357i,-0.064061-0.013814i,-0.04844+0.0076276i,-0.042193+0.0093335i,-0.021859+0.011307i,0.0076439+0.0048553i,0.019931-0.0056502i,0.018862-0.00027449i,0.022658+0.021149i,0.035156+0.039919i,0.041911+0.041347i,0.032873+0.028554i,0.017262+0.01272i,0.0060064+0.00012491i,0.0007181-0.009835i,-0.0021394-0.018333i,-0.0027131-0.021228i
0.016919-0.0016898i,0.052967+0.0065727i,0.10218+0.017877i,0.1204+0.039635i,0.094944+0.078218i,0.073054+0.10572i,0.062643+0.073156i,0.032146+0.014617i,0.0089415-0.01169i,0.0098438-0.020443i,0.0010162-0.021035i,-0.015683-0.0058921i,-0.020697+0.0052518i,-0.019612-0.0015547i,-0.027645-0.01668i,-0.045933-0.024266i,-0.051844-0.022382i,-0.033045-0.020514i,-0.0075047-0.019564i,0.0037474-0.011558i,0.0017037+0.0033902i,-0.001242+0.0096399i,-0.0013778+0.0019494i
-0.0091452+0.0017691i,-0.03549+0.022629i,-0.06753+0.057753i,-0.066908+0.076238i,-0.037319+0.034094i,-0.03101-0.032141i,-0.038965-0.043848i,-0.02178-0.01373i,-0.0058356+0.0094278i,-0.0079339+0.023689i,-0.0025524+0.018891i,0.0044408-0.0014854i,0.0044047-0.0096461i,0.0093664-0.003021i,0.025087+0.0062229i,0.044226+0.010728i,0.047904+0.010208i,0.026484+0.0093695i,-0.00038493+0.0081644i,-0.0092762+0.0030741i,-0.0025462-0.0048253i,-0.0023288-0.0076215i,-0.011618+0.0013184i
0.0038897-0.013787i,0.016779-0.046442i,0.033472-0.097347i,0.044056-0.11612i,0.057214-0.058286i,0.080378+0.015396i,0.081913+0.029807i,0.049999+0.018506i,0.021756+0.011865i,0.0099233-0.000208i,0.00054651-0.00090548i,-0.0054662+0.011351i,-0.0078674+0.016216i,-0.013866+0.013152i,-0.027395+0.010785i,-0.041265+0.013105i,-0.040507+0.016506i,-0.02419+0.015209i,-0.0064079+0.010351i,0.00043286+0.005623i,-0.00075733+0.0019278i,0.0016936-0.0012603i,0.010463-0.0049723i
0.004824+0.011481i,0.018335+0.040322i,0.0474+0.073099i,0.072997+0.056393i,0.047919-0.025003i,-0.025288-0.083391i,-0.063433-0.056227i,-0.033938-0.0088494i,0.0034029+0.0082679i,0.015865+0.016327i,0.015952+0.016066i,0.010582+0.0042301i,0.0073023-0.0044162i,0.014419-0.0043246i,0.030625-0.0052821i,0.045341-0.014557i,0.047603-0.022624i,0.037368-0.017096i,0.022069-0.0031269i,0.0096707+0.0058712i,-0.0020996+0.007454i,-0.013072+0.0073369i,-0.015114+0.0071194i
-0.0073864-0.009228i,-0.035352-0.02668i,-0.086847-0.052839i,-0.1232-0.053352i,-0.087263-0.013132i,-0.0041738+0.020577i,0.033527+0.010749i,0.013472-0.0083396i,-0.0075614-0.016594i,-0.012906-0.02609i,-0.011724-0.019745i,-0.0017691+0.0035041i,0.005278+0.015135i,-0.00064677+0.011383i,-0.013659+0.0092416i,-0.026929+0.014868i,-0.032994+0.015729i,-0.029193+0.0040831i,-0.019502-0.0095629i,-0.0075851-0.010773i,0.0054257-0.00089581i,0.013069+0.0045146i,0.0087374-0.00077977i
0.0098227-0.0028041i,0.036905-0.0087397i,0.08124-0.027881i,0.089566-0.071027i,0.013544-0.11302i,-0.077078-0.10069i,-0.079274-0.049003i,-0.02292-0.025718i,0.013178-0.02788i,0.022304-0.019753i,0.018129-0.015627i,0.0046027-0.020264i,-0.0026392-0.020873i,0.0040395-0.0214i,0.014379-0.028155i,0.017194-0.038276i,0.0095764-0.038706i,-0.0011279-0.023919i,-0.0061996-0.0067905i,-0.0048991-0.0020146i,-0.0026023-0.0083454i,-0.0013492-0.0086325i,0.0014576+0.0027892i
-0.0043636+0.0052878i,-0.027606+0.027728i,-0.068515+0.073668i,-0.084638+0.13383i,-0.025335+0.16028i,0.060311+0.12275i,0.08007+0.061836i,0.042274+0.038135i,0.0029448+0.039276i,-0.020539+0.030269i,-0.019261+0.018501i,1.3505e-05+0.0094791i,0.0088107+0.004557i,-0.00055467+0.0092588i,-0.015391+0.02091i,-0.022438+0.035247i,-0.018812+0.045227i,-0.011904+0.043054i,-0.0063862+0.031306i,-0.0066297+0.019486i,-0.0093839+0.010066i,-0.0089108-0.0015525i,-0.0069871-0.011366i
0.0016146-0.0043735i,0.0068258-0.03306i,0.010956-0.087478i,-0.014159-0.13838i,-0.083591-0.12989i,-0.1401-0.067491i,-0.12544-0.013338i,-0.075964-0.0044324i,-0.040777-0.015943i,-0.017835-0.014517i,-0.0092293-0.0057904i,-0.016184-0.00053227i,-0.020984-0.0013318i,-0.014398-0.00676i,-0.0033992-0.014729i,0.0012022-0.022505i,0.00095789-0.023929i,0.0061451-0.016128i,0.014136-0.0051095i,0.015251+0.0044657i,0.0087022+0.01315i,0.0021951+0.018812i,0.0010007+0.016974i
0.0073859+0.0054399i,0.020158+0.032101i,0.052514+0.088518i,0.1116+0.14412i,0.17666+0.13499i,0.19465+0.057063i,0.1376-0.01214i,0.068169-0.020432i,0.035394+0.0018567i,0.01795+0.01341i,0.0073678+0.011164i,0.007568+0.005784i,0.0099963+0.0050782i,0.0095547+0.01119i,0.0082498+0.021934i,0.009902+0.032891i,0.014607+0.032843i,0.014886+0.017564i,0.0095564+6.6475e-05i,0.0090579-0.0060008i,0.016411-0.0055085i,0.018799-0.0071442i,0.0095551-0.0066631i
