-0.00080722-0.00088551i,0.00028662-0.001975i,1.7436e-05-0.00067822i,0.00039815+0.0004742i,0.0012168+0.0010335i,0.00098366+0.0010372i,0.00045054+0.00054339i,0.00093227+0.00041578i,0.0015604+0.00068879i,0.0017956+0.0010042i,0.0015633+0.00090259i,0.00056999-0.00021993i,-0.00025437-0.00055863i,-0.00059297-0.0004104i,-0.00064531-0.00014376i,-0.00016888+0.00010509i,-0.00026023-0.00057295i,-0.00041312-0.00027387i,9.9212e-05+0.00016198i,0.00031616+0.00021499i,-0.00013501-0.00033927i,-0.00040286-0.0010217i,-0.00030152-0.00082376i
0.16819+0.16072i,0.17094+0.11232i,0.1119+0.017714i,0.04169-0.030045i,0.010086-0.020847i,0.013185-0.0028972i,0.019157-0.0049635i,0.011982-0.011394i,0.0042196-0.0052815i,0.0051221+0.0020013i,0.0037567+0.0051554i,0.00128+0.010463i,0.00090778+0.013421i,-0.0037406+0.012063i,-0.0078794+0.0080997i,-0.0049931+0.0021962i,-0.0012293-0.0007432i,-0.0044527+0.0020553i,-0.018563+0.0090714i,-0.03935+0.014707i,-0.049583+0.016378i,-0.042669+0.015325i,-0.031848+0.011715i
-0.22246+0.074232i,-0.18381+0.11332i,-0.070242+0.12061i,0.016928+0.079766i,0.032178+0.027271i,0.015505+0.0052198i,0.0096273+0.0049017i,0.0048172-0.0012908i,-0.011243-0.0070675i,-0.022829-0.0024482i,-0.020576+0.00034628i,-0.01655-0.0022274i,-0.015876-0.0041001i,-0.013664-0.0055986i,-0.0074774-0.0034777i,-6.8532e-05+0.0027205i,0.0060938+0.0031155i,0.01476-0.0005741i,0.030332+0.0043334i,0.046922+0.017088i,0.050179+0.021838i,0.038463+0.015791i,0.025371+0.0095639i
0.03304-0.23224i,-0.025254-0.21662i,-0.079425-0.11936i,-0.072724-0.030823i,-0.029053-0.005424i,-0.014084-0.017173i,-0.024271-0.013949i,-0.020222+0.0023637i,-0.0082614+0.0021983i,-0.0041918-0.0057425i,-0.00024806-0.0059549i,0.0065394-0.0047754i,0.010506-0.005412i,0.012983-0.0042324i,0.014537-0.0032214i,0.011176-0.0023028i,0.0041896-0.00060231i,-0.002352-0.0044237i,-0.0061437-0.022504i,-0.0077657-0.0475i,-0.0093811-0.055458i,-0.010758-0.041164i,-0.0095705-0.024814i
0.18381+0.1371i,0.20018+0.070593i,0.15189-0.025671i,0.075339-0.064134i,0.020221-0.045167i,0.0053381-0.022679i,0.0011358-0.016274i,-0.0045252-0.0032315i,0.0072563+0.015708i,0.022513+0.019453i,0.019528+0.014353i,0.0093173+0.012296i,0.0026908+0.013549i,-0.0022173+0.015622i,-0.0062666+0.011493i,-0.0077493+0.0027394i,-0.0053997-0.0027595i,-0.0076214-0.00031207i,-0.023616+0.013011i,-0.043698+0.033171i,-0.04677+0.044178i,-0.028955+0.037622i,-0.010843+0.024781i
-0.18957+0.11602i,-0.13522+0.17008i,-0.03788+0.16154i,0.0091063+0.097691i,0.0050368+0.045808i,-0.0015014+0.032456i,0.0072051+0.026004i,0.012713+0.012921i,0.0047635+0.0091982i,-0.0024931+0.01357i,-0.0049112+0.0090642i,-0.0065782+0.00061408i,-0.0081107-0.0038786i,-0.010648-0.0058777i,-0.010978-0.0038869i,-0.00758+0.00067406i,-0.0055273+0.0017021i,-0.00086526-0.0023035i,0.01926-0.0028991i,0.048373+0.0027835i,0.059864+0.0040986i,0.045992-0.0012157i,0.025086-0.0044203i
-0.0086309-0.21939i,-0.089312-0.19122i,-0.13299-0.095931i,-0.097813-0.018293i,-0.047344+0.0041608i,-0.023502+0.0062764i,-0.010108+0.012987i,0.00077194+0.0066776i,0.0016755-0.016131i,-0.0069194-0.028223i,-0.0070329-0.020972i,0.0033889-0.010797i,0.013574-0.0071434i,0.019043-0.0086514i,0.017857-0.0087976i,0.013304-0.0051245i,0.0076695+0.00023222i,-0.0021599+0.0035753i,-0.014823-0.0079696i,-0.025612-0.033402i,-0.030253-0.046175i,-0.026059-0.035549i,-0.018521-0.017693i
0.17974+0.06703i,0.18794-0.024847i,0.12703-0.086206i,0.05801-0.063609i,0.033741-0.021855i,0.028311-0.016243i,0.0089176-0.017779i,-0.0022058-0.0052825i,0.0063467+0.0018906i,0.014188-0.0011866i,0.011601+0.00010478i,0.0056063+0.0059565i,0.0010152+0.0094295i,-0.00072503+0.011847i,-0.0019536+0.011693i,-0.003625+0.0061345i,-0.0042193+0.00051189i,-0.005814+0.005797i,-0.013072+0.029161i,-0.022352+0.059691i,-0.021992+0.068769i,-0.011779+0.049129i,-0.00094854+0.023606i
-0.15549+0.12999i,-0.072786+0.1859i,0.021064+0.16364i,0.046739+0.088692i,0.029353+0.032274i,0.02039+0.011309i,0.017736-0.0033763i,0.0017219-0.0040506i,-0.012181+0.015741i,-0.011322+0.029279i,-0.0065405+0.021868i,-0.0074673+0.0047358i,-0.014019-0.007184i,-0.018782-0.0087906i,-0.015882-0.0052693i,-0.010121+0.0014977i,-0.0060688+0.0081962i,0.003268+0.0068466i,0.027224-0.0050338i,0.056493-0.020359i,0.064484-0.027021i,0.044402-0.020158i,0.021022-0.0093278i
-0.039485-0.1492i,-0.12942-0.086729i,-0.13772-0.017017i,-0.073553+0.00028289i,-0.027735-0.0041133i,-0.019716-0.0011802i,-0.0080227+0.0039154i,0.0060736-0.0018897i,-0.0011886-0.011377i,-0.012395-0.012052i,-0.0096891-0.0085879i,0.0018606-0.0066743i,0.011307-0.008213i,0.011677-0.013144i,0.0083966-0.014384i,0.0072005-0.0095242i,0.010148-0.0021733i,0.012939-0.0015759i,-0.00065954-0.016136i,-0.033612-0.036467i,-0.055425-0.042266i,-0.045757-0.029817i,-0.027036-0.01438i
0.1698+0.032559i,0.16147-0.07704i,0.087567-0.11439i,0.024404-0.06543i,-0.0012927-0.031211i,-0.010342-0.019275i,-0.011789-0.0020005i,0.00098425+0.0078541i,0.020325-0.00050242i,0.025833-0.012711i,0.017098-0.011604i,0.005081+0.001908i,-0.00013397+0.016568i,0.0018225+0.023019i,0.0022998+0.021211i,0.0022243+0.014261i,0.0018878+0.0013375i,-0.0032615-0.0046495i,-0.0072759+0.017287i,0.00083698+0.057579i,0.01291+0.075982i,0.013393+0.056486i,0.0064235+0.027312i
-0.080877+0.074236i,0.023547+0.1137i,0.069674+0.079292i,0.027971+0.02389i,0.0063871+0.012275i,0.012308+0.0057055i,-0.0016258-0.0064832i,-0.01839-0.00011023i,-0.015132+0.016809i,-0.001977+0.023754i,0.0034659+0.016201i,-0.0025447+0.0037162i,-0.013489-0.0028707i,-0.018691+0.00062268i,-0.013733+0.0056567i,-0.0054981+0.0058203i,-0.0017555+0.0035049i,0.00093381-0.0035304i,0.013733-0.020043i,0.035351-0.045555i,0.045587-0.05775i,0.036994-0.04044i,0.022971-0.014762i
-0.062137-0.10653i,-0.14996-0.042848i,-0.11975+0.025521i,-0.028444+0.033934i,-0.00081551+0.015941i,0.0025116+0.014275i,0.013821+0.0058667i,0.0052724-0.0092634i,-0.013272-0.011904i,-0.021165-0.0062357i,-0.015268-0.00038616i,-0.0018831-0.0015472i,0.0082517-0.0090182i,0.010493-0.015857i,0.0087973-0.019277i,0.0065012-0.02052i,0.0034257-0.020651i,-0.0045034-0.0217i,-0.029844-0.022809i,-0.068949-0.015382i,-0.086301-0.0028652i,-0.066506+0.0013224i,-0.034415+0.00057363i
0.046438+0.044962i,0.019413-0.048199i,-0.022974-0.058024i,-0.031183+0.0015155i,-0.008568+0.019059i,-0.0066757+0.0049145i,-0.0027754+0.011245i,0.019084+0.017626i,0.030181+0.0055261i,0.022663-0.009043i,0.0094442-0.010281i,0.0043208+0.0038525i,0.0096892+0.016574i,0.016465+0.016714i,0.017656+0.011962i,0.0071545+0.0087836i,-0.012682+0.0087656i,-0.025207+0.019958i,-0.011213+0.046315i,0.027623+0.067553i,0.056332+0.062023i,0.049976+0.036173i,0.026047+0.011665i
-0.011171+0.069341i,0.07369+0.099472i,0.081368+0.048082i,0.025709-0.016447i,-0.0036797-0.028074i,0.00010641-0.026007i,-0.0088696-0.019812i,-0.016263+0.0021365i,-0.0071696+0.018254i,0.0018099+0.019134i,0.0050036+0.010984i,0.0009548+0.00046356i,-0.0067574-0.0035707i,-0.010686-0.0015007i,-0.012869+0.0018747i,-0.01202+0.0090813i,-0.0024514+0.019647i,0.014283+0.022448i,0.030794+0.00083293i,0.03199-0.042408i,0.015878-0.069305i,0.0027614-0.05737i,0.0002886-0.031884i
0.049064-0.047331i,0.012452+0.020037i,0.026785+0.045842i,0.059193+0.014071i,0.053027-0.0067487i,0.030259-0.002509i,0.012419-0.01295i,-0.0066808-0.026899i,-0.020643-0.022179i,-0.020824-0.0042954i,-0.0088356+0.0071704i,0.0054246-0.00045055i,0.0055959-0.017065i,-0.0056269-0.025357i,-0.012558-0.022676i,-0.0079081-0.014665i,0.0034719-0.010599i,0.0055553-0.015957i,-0.017909-0.011913i,-0.051177+0.018327i,-0.062617+0.051168i,-0.049976+0.054036i,-0.033267+0.037697i
-0.0064397-0.042621i,-0.038745-0.11399i,-0.056275-0.061083i,-0.043766+0.030362i,-0.029695+0.04938i,-0.02645+0.034523i,-0.0090259+0.031457i,0.01214+0.022736i,0.01911+0.0093073i,0.015241+0.00055705i,0.0072212-0.0012254i,0.0009139+0.0034801i,0.00079466+0.0058209i,0.0036353+0.0055601i,0.0062463+0.0065983i,0.0081975+0.0070983i,0.0051827+0.0062913i,0.0028196+0.012353i,0.018625+0.022454i,0.049853+0.018963i,0.067149+0.00040382i,0.054917-0.012194i,0.032044-0.0095417i
-0.10051-0.031915i,-0.039314-0.053293i,-0.033815-0.07877i,-0.069867-0.070125i,-0.06334-0.040779i,-0.029529-0.020855i,-0.018006+0.00013276i,-0.013207+0.023233i,-0.001296+0.029872i,0.0094342+0.016854i,0.0064445-0.0013938i,-0.0085912-0.0052424i,-0.015765+0.0075669i,-0.011288+0.021224i,-0.0046472+0.02418i,0.0012331+0.016518i,0.0086753+0.0047713i,0.017321-0.013504i,0.016545-0.042679i,-0.0045295-0.06519i,-0.029191-0.05939i,-0.027306-0.036431i,-0.011571-0.022045i
0.021204+0.073478i,-0.017541+0.15486i,0.025014+0.11483i,0.07697+0.01964i,0.074801-0.0082603i,0.0573+0.002594i,0.04251-0.0072355i,0.020253-0.020902i,0.0018479-0.021313i,-0.004029-0.014681i,0.0015752-0.0073677i,0.0081459-0.0050089i,0.0065259-0.0058739i,0.0003581-0.0062529i,-0.0032347-0.0053565i,-0.0034223-0.0057234i,-0.0060525-0.011899i,-0.021339-0.014543i,-0.041495+0.0058892i,-0.036961+0.044155i,-0.0069704+0.064776i,0.011509+0.053656i,0.010297+0.035947i
0.047375+0.13627i,-0.00056582+0.096775i,-0.035007+0.11383i,-0.0059074+0.14217i,0.021109+0.1042i,0.016873+0.045155i,0.014228+0.013596i,0.017551-0.001902i,0.013011-0.0099793i,0.0020958-0.00693i,-0.0028516+0.0052131i,0.0064205+0.011482i,0.017926+0.0044255i,0.020678-0.0052608i,0.017143-0.011463i,0.0086132-0.013482i,-0.0027571-0.0067485i,-0.0066173+0.0096087i,0.0080962+0.021646i,0.025425+0.0082697i,0.020765-0.023542i,0.0034234-0.038448i,-0.0034372-0.032945i
0.0066823-0.16208i,0.10824-0.16343i,0.06043-0.13825i,-0.054446-0.09571i,-0.068695-0.062048i,-0.035696-0.053862i,-0.031002-0.041333i,-0.033163-0.013446i,-0.026142+0.0078213i,-0.01839+0.011794i,-0.015751+0.007846i,-0.015278+0.0060207i,-0.0084953+0.0051988i,0.00082442+0.0013609i,0.0045167-0.0013704i,0.0014395+0.00056556i,-0.0027158+0.00051861i,-0.0036428-0.0092355i,-0.0074505-0.027091i,-0.020565-0.031806i,-0.029925-0.012287i,-0.024282+0.0051464i,-0.018475+0.007932i
0.093005-0.14239i,0.060214-0.10482i,0.10136-0.074025i,0.12981-0.096509i,0.071128-0.094322i,0.017338-0.048825i,0.0029466-0.017144i,-0.0015308-0.0066931i,-0.0011772-0.0014521i,0.0054469-0.0027164i,0.00986-0.0089668i,0.0025387-0.014965i,-0.011086-0.014136i,-0.018756-0.0072496i,-0.019915-0.00053867i,-0.017397+0.0048573i,-0.012475+0.0106i,-0.010652+0.01793i,-0.0075575+0.028357i,0.007586+0.030719i,0.026755+0.016058i,0.030948+0.0027602i,0.025311+0.004648i
-0.20829+0.20214i,-0.24202+0.12303i,-0.18544+0.09298i,-0.078397+0.12559i,-0.010663+0.10851i,-0.0090769+0.066852i,-0.010012+0.049761i,0.007881+0.041191i,0.019323+0.02929i,0.018174+0.019776i,0.015928+0.012957i,0.015321+0.0054139i,0.0095901-0.0015372i,-0.0012664-0.0022985i,-0.0099394+0.00052389i,-0.011699+0.0024096i,-0.0076532+0.0066758i,0.0031363+0.014508i,0.015608+0.015439i,0.010268+0.0090777i,-0.015142+0.0074854i,-0.030139+0.010443i,-0.022544+0.0051317i
-0.15045-0.008761i,-0.13281+0.040376i,-0.14019+0.00061532i,-0.16797-0.029618i,-0.13777+0.011879i,-0.060705+0.026768i,-0.020636+0.0097667i,-0.018456+0.0019417i,-0.019832+0.0010706i,-0.019036+0.005749i,-0.013613+0.015779i,-0.0036207+0.020691i,0.0070538+0.013379i,0.012031+0.0016667i,0.010409-0.00034648i,0.010619+0.0067265i,0.016709+0.0082534i,0.016191-0.0032852i,0.0026152-0.017277i,-0.0044803-0.016392i,0.0094517-0.001106i,0.024354+0.007392i,0.020102+0.009018i
0.4067+0.0017252i,0.36687+0.046094i,0.24424+0.054306i,0.14825-0.0011338i,0.08814-0.046603i,0.052136-0.032893i,0.039046-0.020603i,0.028385-0.029021i,0.017245-0.033343i,0.012364-0.031559i,0.0053505-0.028461i,-0.0047541-0.019453i,-0.010082-0.0049565i,-0.0050526+0.0066754i,0.0088867+0.010212i,0.022065+0.0061827i,0.025881-0.0048844i,0.019944-0.014105i,0.0090747-0.012095i,0.0013794-0.013016i,-0.0038685-0.027806i,-0.0083377-0.037445i,-0.0045403-0.030149i
0.031189+0.092006i,0.08042+0.0598i,0.099725+0.09785i,0.11544+0.13757i,0.11674+0.088986i,0.063748+0.022904i,0.018214+0.015754i,0.013235+0.028948i,0.018805+0.030929i,0.020585+0.019766i,0.013844+0.0021342i,0.0027696-0.0058779i,-0.002262-0.0012143i,-0.0024228+0.0050462i,-0.0023836+0.0012709i,-0.008692-0.012016i,-0.021563-0.018498i,-0.027655-0.01143i,-0.018852+0.003487i,-0.0057865+0.023791i,0.00079495+0.044277i,0.0029144+0.0479i,-0.00048402+0.028388i
-0.34368-0.34537i,-0.30671-0.34364i,-0.17281-0.2472i,-0.10125-0.12224i,-0.083264-0.028415i,-0.044126-0.0009506i,-0.023332-0.009929i,-0.027272-0.0012097i,-0.027449+0.011658i,-0.025047+0.014263i,-0.013567+0.017813i,0.0044072+0.014672i,0.0095203+0.001286i,-0.0020419-0.011422i,-0.016794-0.013471i,-0.020607-0.003656i,-0.014695+0.0057826i,-0.0066638+0.0082067i,0.00099907+0.0016553i,0.0081497-0.014266i,0.014462-0.030856i,0.015448-0.034616i,0.011641-0.018995i
0.083454+0.01094i,-0.013016-0.0065128i,-0.038056-0.089786i,-0.025751-0.17624i,-0.043663-0.16272i,-0.041371-0.076064i,-0.0074437-0.030105i,0.0050831-0.034162i,0.0031953-0.037324i,-0.002987-0.031125i,-0.01192-0.019332i,-0.01077-0.0071888i,-0.0031069+0.00016795i,0.0053231+0.0041843i,0.012668+0.0062919i,0.01613+0.0069141i,0.014417+0.003634i,0.0064995-0.0039999i,-0.0061752-0.0072844i,-0.022277-0.0050538i,-0.039103-0.0012874i,-0.046149+0.0025927i,-0.03807+0.0033951i
0.010249+0.55909i,0.011636+0.52055i,-0.041538+0.33103i,-0.034495+0.17985i,0.030216+0.090808i,0.03607+0.022703i,0.0026263+0.010687i,0.0054833+0.0236i,0.014934+0.02186i,0.013261+0.02159i,0.0093707+0.019366i,0.00062863+0.012908i,-0.0027623+0.0091689i,0.001701+0.0048778i,0.0013332+0.00098453i,-0.0072878+0.002766i,-0.015908+0.011536i,-0.01499+0.021943i,-0.0034461+0.02869i,0.017319+0.033739i,0.041077+0.033521i,0.05152+0.026017i,0.038988+0.019705i
-0.023617-0.20175i,0.053566-0.070755i,0.043063+0.097549i,-0.023966+0.19395i,-0.026568+0.17743i,0.0037331+0.093281i,-0.0029915+0.029583i,-0.020864+0.020392i,-0.018894+0.024843i,-0.0059664+0.020564i,0.010817+0.012661i,0.016978+0.0050258i,0.0031943+0.0023649i,-0.016507+0.0068397i,-0.020568+0.018333i,-0.0052662+0.024172i,0.014276+0.012865i,0.024984-0.0062352i,0.021626-0.02208i,0.0058162-0.033824i,-0.011295-0.038377i,-0.015869-0.032447i,-0.005541-0.022802i
0.40133-0.40006i,0.31649-0.42313i,0.21122-0.24952i,0.13506-0.12408i,0.037291-0.092849i,-0.021657-0.043747i,-0.0043164-0.0051947i,0.011037-0.0085013i,0.0043139-0.011042i,-0.00086954-0.012761i,-0.0083868-0.017477i,-0.0080479-0.0149i,0.0053612-0.010095i,0.021919-0.009365i,0.0323-0.017071i,0.028245-0.028025i,0.0097041-0.030335i,-0.015082-0.022038i,-0.031313-0.0035686i,-0.029728+0.015118i,-0.021296+0.022544i,-0.018583+0.020639i,-0.018961+0.012481i
-0.30866+0.23425i,-0.23419+0.074262i,-0.05467-0.11873i,0.091431-0.18759i,0.10635-0.1648i,0.054813-0.10042i,0.0294-0.036978i,0.026504-0.008452i,0.018071+0.002411i,0.010565+0.012001i,0.0101+0.016863i,0.012759+0.012039i,0.013548-0.0054873i,0.00075789-0.022052i,-0.022543-0.025i,-0.039468-0.013304i,-0.036541+0.0080197i,-0.014062+0.028348i,0.012162+0.035327i,0.026944+0.024904i,0.028956+0.0042217i,0.024728-0.0096985i,0.019614-0.0099014i
-0.46837-0.034699i,-0.46359+0.11061i,-0.3155+0.10113i,-0.20174+0.044602i,-0.10226+0.071346i,-0.0089538+0.05703i,0.001191-0.0030792i,-0.018376-0.014402i,-0.011028-0.012227i,-0.0035496-0.019331i,0.0020874-0.021569i,-0.00090563-0.01967i,-0.018321-0.0031978i,-0.023961+0.024048i,-0.007678+0.047139i,0.017239+0.050729i,0.031609+0.028404i,0.030484-0.0042379i,0.019228-0.029616i,0.0016634-0.034333i,-0.0095559-0.015495i,-0.0077503+0.0049802i,-0.0051169+0.010158i
0.52997+0.14726i,0.37613+0.16348i,0.044223+0.19003i,-0.16062+0.17998i,-0.16652+0.12923i,-0.098376+0.076342i,-0.048056+0.038664i,-0.024987+0.020575i,-0.0074653+0.016951i,-0.0033949+0.00871i,-0.021546+0.0029599i,-0.034373+0.0068414i,-0.022184+0.0077985i,0.0037661-0.0067356i,0.01962-0.032624i,0.014874-0.04499i,0.0014798-0.030297i,-0.011432-0.0064616i,-0.019162+0.0082125i,-0.01647+0.0081393i,-0.009126-0.002017i,-0.0077978-0.0086306i,-0.01121-0.0045713i
0.12956+0.24514i,0.28506+0.14099i,0.28888+0.066025i,0.22754+0.060873i,0.16326+0.0067652i,0.061314-0.03473i,0.0024444-0.0010079i,0.0090957+0.020217i,0.0078127+0.020728i,0.0091789+0.032394i,0.025718+0.034751i,0.036253+0.02674i,0.029357+0.011804i,-0.0053304+0.0020857i,-0.044433+0.012976i,-0.052814+0.026575i,-0.029343+0.020345i,-0.0011503+0.0042703i,0.0077964+0.0027643i,0.002192+0.018648i,-0.0037644+0.030011i,-0.0036962+0.025553i,0.0024935+0.012185i
-0.26993-0.57257i,-0.24543-0.46068i,-0.0013533-0.23067i,0.18025-0.10486i,0.16314-0.065178i,0.086325-0.025937i,0.040171-0.0016986i,0.012036-0.0032903i,-0.0037111-0.017556i,-0.011223-0.028944i,-0.010349-0.029836i,-0.0035638-0.023067i,0.0063145-0.0043135i,0.030346+0.01947i,0.061303+0.031269i,0.071068+0.020668i,0.048375-0.0061911i,0.010247-0.026716i,-0.0112-0.030593i,-0.0028453-0.026197i,0.019504-0.018598i,0.033096-0.011317i,0.028901-0.0067214i
0.094281-0.025768i,-0.087799-0.095047i,-0.21518-0.13429i,-0.2126-0.13252i,-0.15537-0.063656i,-0.053486+0.004985i,0.014939+0.0018866i,0.01052-0.0021756i,0.007231+0.014544i,0.0083522+0.01392i,-0.0075749+0.016462i,-0.017365+0.018831i,-0.017512-0.0014252i,-0.018282-0.037261i,-0.028746-0.066212i,-0.041558-0.061085i,-0.041872-0.023286i,-0.028727+0.015549i,-0.011283+0.026758i,-0.0058457+0.009187i,-0.018203-0.014037i,-0.033109-0.020567i,-0.032886-0.011027i
-0.24509+0.5216i,-0.1138+0.51021i,-0.082929+0.24566i,-0.14267+0.057418i,-0.11227+0.02625i,-0.036041-0.00024374i,-0.0092892-0.025707i,-0.0073834-0.016269i,-0.0047498+2.2578e-05i,0.0084811+0.0068676i,0.03076-0.00028855i,0.037848-0.011697i,0.01398-0.0072299i,-0.025252+0.023201i,-0.044464+0.061696i,-0.034695+0.071931i,-0.015615+0.050202i,-0.0014974+0.024956i,0.0062508+0.021529i,0.015924+0.035713i,0.027331+0.045655i,0.030237+0.040079i,0.022296+0.025164i
0.073627-0.22436i,0.099276-0.087469i,0.12425+0.12122i,0.12749+0.19901i,0.10005+0.11021i,0.034827+0.005788i,-0.014778-0.0056872i,-0.0052722+0.0081636i,-0.0021865-0.010169i,-0.028077-0.022192i,-0.043881-0.022466i,-0.039899-0.014365i,-0.0050709+0.0047532i,0.053937+0.00712i,0.096004-0.015635i,0.094799-0.038733i,0.061536-0.040878i,0.023826-0.028402i,0.0014243-0.025307i,-0.0080823-0.039025i,-0.01166-0.053158i,-0.0066865-0.053802i,-0.0003206-0.043131i
0.41166-0.082494i,0.32451-0.2331i,0.16296-0.19634i,0.12021-0.084562i,0.10633-0.064466i,0.03731-0.058335i,0.0073456-0.026653i,0.017466-0.01189i,0.022997+0.0048481i,0.02112+0.028085i,0.012968+0.044785i,0.010142+0.043233i,0.0052548+0.01059i,-0.022255-0.032964i,-0.062253-0.049341i,-0.07927-0.027392i,-0.055215+0.0024939i,-0.014715+0.010262i,0.0028994+0.0016965i,-0.010809+0.0018918i,-0.031198+0.017731i,-0.039249+0.031393i,-0.031416+0.03053i
-0.33773+0.13795i,-0.29678+0.13271i,-0.14431-0.021322i,-0.075709-0.15195i,-0.11171-0.10189i,-0.092898+0.015776i,-0.040426+0.0356i,-0.03744+0.0055307i,-0.034135+0.0059221i,0.0054831+0.0060427i,0.038805-0.011826i,0.03628-0.027285i,0.0041263-0.017244i,-0.018316+0.025582i,-0.0095734+0.068876i,0.0081196+0.075964i,0.011289+0.048339i,0.0025749+0.019623i,0.0021326+0.016854i,0.020936+0.027167i,0.04545+0.024817i,0.052385+0.012494i,0.039265+0.0062662i
-0.10909-0.18259i,-0.16879-0.00045948i,-0.15163+0.15749i,-0.15136+0.18312i,-0.14377+0.17113i,-0.079307+0.14369i,-0.028253+0.093561i,-0.017651+0.062544i,-0.013164+0.035546i,-0.021208+0.0039408i,-0.038188-0.0050159i,-0.041806+0.0067267i,-0.018903+0.013981i,0.016422-0.0078405i,0.039471-0.044387i,0.040905-0.062785i,0.023701-0.054837i,0.0046158-0.032194i,-0.0052864-0.018211i,-0.014032-0.018399i,-0.023586-0.018596i,-0.024441-0.016516i,-0.019895-0.012729i
0.27563+0.10299i,0.32186-0.015333i,0.20804-0.051187i,0.14382+0.023758i,0.19187+0.036434i,0.17152-0.03681i,0.07873-0.0518i,0.040704-0.013028i,0.039026+0.0037954i,0.02521+0.0084189i,0.017025+0.014228i,0.017963+0.010977i,0.004783-0.0019419i,-0.035619-0.0049373i,-0.075014+0.014832i,-0.076225+0.039337i,-0.045462+0.044425i,-0.016412+0.025169i,-0.0074166+0.0042846i,-0.0050294-0.00060972i,0.0053185+0.0029691i,0.012514+0.0081214i,0.013096+0.013285i
-0.20633-0.00058023i,-0.11482-0.054674i,0.020378-0.12848i,0.10939-0.15655i,0.13738-0.15415i,0.11226-0.12405i,0.069028-0.072607i,0.034983-0.040158i,0.011335-0.029017i,0.0085931-0.02922i,0.013413-0.036847i,0.0087566-0.032344i,0.0070059-0.0069455i,0.026484+0.024178i,0.056057+0.035975i,0.06331+0.020841i,0.044586+0.0019028i,0.018883-0.0026168i,0.0027723+0.0038213i,-0.0023004+0.0047362i,-0.011348-0.0079544i,-0.021164-0.018052i,-0.017397-0.018315i
0.0016574-0.053691i,-0.18418-0.0051617i,-0.24382+0.050023i,-0.18798+0.0085695i,-0.16575-0.06516i,-0.14025-0.061254i,-0.066931-0.034573i,-0.021066-0.029731i,-0.015858-0.018465i,-0.023562-0.0036511i,-0.031665+0.01253i,-0.018882+0.029024i,0.01088+0.023189i,0.036869-0.0095129i,0.046543-0.047985i,0.033926-0.0685i,0.012264-0.063565i,-0.00030817-0.039006i,-0.00033143-0.012015i,0.0030715+0.0068312i,0.0098779+0.023537i,0.017376+0.029432i,0.01204+0.020548i
0.077418+0.3271i,0.11771+0.33423i,0.036228+0.23106i,-0.11418+0.12818i,-0.18958+0.10569i,-0.15217+0.084374i,-0.098697+0.033808i,-0.07175+0.014546i,-0.043127+0.031727i,-0.01576+0.047867i,0.0040932+0.045413i,0.01032+0.017963i,-0.013169-0.013504i,-0.054145-0.01652i,-0.082534+0.012144i,-0.077021+0.048647i,-0.047601+0.062292i,-0.021849+0.044394i,-0.0066885+0.020424i,0.0063611+0.0056161i,0.016578-0.010386i,0.018146-0.021217i,0.016995-0.017846i
0.012419-0.32796i,0.1614-0.21613i,0.26273+0.0072636i,0.24421+0.20321i,0.18186+0.26564i,0.12062+0.20181i,0.058164+0.12564i,0.027445+0.091166i,0.023001+0.055485i,0.020522+0.018722i,0.020469-0.0046467i,0.011356-0.017327i,-0.0034745-0.0090815i,-0.0070132+0.0090256i,-0.0037469+0.016858i,-0.00018036+0.017513i,0.0044726+0.013336i,0.0046681+0.0070896i,-0.0045373+0.00079104i,-0.020918-0.0010023i,-0.037303+0.0089849i,-0.045084+0.018124i,-0.043663+0.015491i
0.22222-0.19576i,0.071355-0.34122i,0.0094489-0.36423i,0.14277-0.30755i,0.2469-0.25937i,0.16647-0.18444i,0.062841-0.068975i,0.039714-0.007439i,0.032569-0.0077356i,0.012235-0.013741i,-0.0094534-0.011248i,-0.013207+0.0055344i,0.013439+0.016423i,0.04493-0.00051498i,0.055355-0.025889i,0.044794-0.045359i,0.020216-0.051583i,-0.00012651-0.039211i,-0.00016768-0.022186i,0.01246-0.01606i,0.024936-0.018567i,0.030158-0.016556i,0.028426-0.0046538i
-0.5681+0.49545i,-0.56874+0.43089i,-0.45768+0.14862i,-0.37615-0.12248i,-0.29284-0.2172i,-0.1449-0.1688i,-0.034672-0.11524i,-0.019348-0.08079i,-0.025744-0.033919i,-0.0080048-0.00052378i,0.0058095+0.0097577i,-0.00015612+0.0095891i,-0.018817+0.0026542i,-0.043171+0.0032819i,-0.058098+0.01766i,-0.048794+0.031613i,-0.023823+0.034142i,-0.0030422+0.027489i,0.0054391+0.018248i,0.0046931+0.01236i,0.0026839+0.010488i,0.0049234+0.0063698i,0.0083104-0.0048866i
-0.12243-0.3306i,-0.050442-0.029751i,0.020668+0.28028i,-0.02674+0.37068i,-0.11422+0.31817i,-0.098401+0.19177i,-0.02412+0.051202i,0.0029418-0.01299i,0.0033779-0.02023i,0.0074264-0.02579i,0.018593-0.030457i,0.026737-0.030093i,0.021086-0.017707i,0.018669+0.0057479i,0.027691+0.020819i,0.032323+0.020421i,0.028647+0.0081192i,0.01716-0.0056187i,-0.0028166-0.005581i,-0.012333+0.0058762i,-0.0035006+0.012469i,0.0019216+0.0094809i,-0.0046112+0.0074324i
