-0.003089-0.0012343i,-0.0025015-0.00088583i,-0.0026941+0.00012599i,-0.002887+0.00012528i,-0.0032319+0.00042067i,-0.0021612+0.00079448i,-0.0011351+0.00040328i,-0.00065125+0.00043951i,-0.00045929+0.00056279i,-0.00036863+0.0002875i,-0.00022078+0.00043589i,0.00023556-0.00036753i,0.00059349-0.00087775i,0.00076832+0.00048058i,0.0002612+0.0014037i,-0.0001762+0.0014259i,-0.00024667+0.00096055i,-0.00064542+8.5848e-05i,-0.00087883-0.00021072i,-0.0008092+5.2698e-05i,-0.00096558+0.00020283i,-0.00061495+0.00018501i,-0.00036595+0.00071232i
0.0014319-0.0015307i,0.0012706-0.00095491i,0.00074247-0.00086809i,-0.0009523-0.0010255i,-0.0024625+3.5014e-05i,-0.0019471+0.00085403i,-0.00045657+0.00028411i,0.00023581-0.00057074i,0.00027278-0.0003473i,0.00028919+0.00099846i,7.1686e-05+0.00074244i,0.00011642+0.00012355i,0.00032864+0.00019104i,0.0010721-0.00038907i,0.0011392-0.00066833i,0.00067961-0.00041452i,0.0008435-0.00093609i,0.00026493-0.0014487i,-0.00088499-0.00068541i,-0.00088342-2.1781e-05i,-0.00088602+0.00010161i,-0.001116-0.00039659i,-0.00094564-0.00090028i
0.00146+0.0010812i,0.0010737+0.0016833i,0.0012871+0.0015259i,0.00066383+0.00058618i,0.00023665+0.00031475i,-0.00040103-0.000365i,-0.00067743-0.00077898i,-0.0004942-0.0004826i,-0.00074704-0.00055141i,-0.00066875-0.00032759i,-0.00018641+3.7427e-05i,0.00045189-8.3392e-05i,0.00046295-0.0001233i,0.00030807-0.00010208i,0.00096505+0.00018998i,0.00074657+0.00036347i,0.0001559-2.4706e-05i,-0.00044132-0.00020108i,-0.00020915-0.00039918i,0.00072268-0.00030808i,-0.00035748-4.5377e-05i,-0.0013074+0.00057413i,-0.00056471+0.0010227i
-0.00044773+0.0022691i,-0.0015083+0.002073i,-0.00086143+0.0017531i,-0.00041551+0.0012259i,-0.00098494+0.00088364i,-0.0013654+0.00059458i,-0.0012736+0.00039525i,-0.0013956-0.00038305i,-0.0012976-0.00032124i,-0.0007074+0.00093267i,0.00013166+0.00059629i,0.00092736-0.00029384i,0.00095101+0.00038187i,-5.087e-05+0.00050992i,0.00062515-0.00075534i,0.0015534-0.00060668i,0.0010305+0.00025738i,0.00069804+0.00083448i,0.00020472+0.00087978i,-0.00056328+0.0004114i,-0.00028416-0.00036038i,-0.00014415-0.00055276i,-0.00068928-0.00012122i
-0.00099077+0.00032844i,-0.00071718-0.00062449i,-0.0014248-0.00098006i,-0.0011053-0.00026998i,-0.00053546+0.00074391i,-0.00039959+0.00059541i,-0.00036397-0.00018509i,-0.00024521-0.00018119i,-8.7163e-05+0.00020447i,-0.0001561+0.00022638i,0.00099191+0.00047251i,0.0014699+0.0003605i,0.00052526-0.00022204i,-0.00020843-0.00076004i,-0.00048763-0.00077282i,-0.00037185-0.00017152i,-0.00043648-0.00060953i,-0.00086578-0.00011837i,-0.00065518+0.0006501i,-0.00052541+0.00057429i,-0.00056729+0.00046414i,-0.00076128+0.00039644i,-0.0011319+0.00023251i
0.0006556-0.0021306i,0.0007481-0.0024962i,-0.00043588-0.0022368i,-0.0018977-0.00066674i,-0.0018715+8.292e-05i,-0.0014159-5.5623e-06i,-0.00073757-0.00028564i,-0.00016845-0.0008004i,-0.00012154-0.00085827i,-0.00025482+0.00059457i,-0.00067816+0.001481i,-0.00069106+0.00083047i,-3.8461e-05+7.6533e-05i,-6.625e-05-0.00013846i,8.9988e-05-2.9129e-05i,0.00084832-0.00017719i,0.00034773-0.00039549i,-0.00014962-0.0008917i,0.00014537-0.00089917i,-0.00020411-0.00079751i,-8.8131e-05-0.00074455i,0.0005661-0.00024317i,0.00077811+0.00036217i
-0.00085045+0.00023157i,-0.00016787+0.00034473i,-0.0022102+0.00011471i,-0.0028373+0.00053826i,-0.0016372+0.0013047i,-0.00054295+0.0011191i,2.0834e-05+0.00043768i,-0.00034769-0.00023419i,-0.0010834-4.6883e-05i,-0.001474+0.00055665i,-0.00072836+0.00068614i,0.00062155+0.0004549i,0.0015839-0.00019301i,0.0015651+9.3389e-05i,0.0011301+0.00090557i,-4.7396e-06+0.0011501i,-0.00057406+0.00060091i,-0.00057837+0.00014907i,-0.00080141+0.0010893i,0.00017931+0.001844i,0.00038616+0.0010173i,-0.00016973+0.0005612i,-0.00013657+0.00068827i
0.00053125-0.0015483i,-5.3004e-05-0.0016816i,-0.0014221-0.0008505i,-0.0027313-0.0003467i,-0.0026502+0.00088968i,-0.0014439+0.0020807i,-0.00090386+0.0017394i,-0.0016077+0.00024704i,-0.0017585-0.00054219i,-0.00059049-6.1102e-05i,-6.0867e-05+0.00093088i,0.0003027+0.0004904i,0.00049634-0.00045059i,-3.431e-05+0.00019516i,-2.4865e-05+0.00073795i,-0.00023685+0.0001491i,-0.00037923-0.00048522i,-0.00023084-0.00050528i,-0.00053297-0.00027857i,-0.00048419+0.00014069i,-3.6234e-05+9.4027e-05i,0.00021599-0.00065272i,0.00015073-0.0009815i
0.00019867-0.0021261i,-0.00082438-0.0023263i,-0.0021054-0.002637i,-0.0023938-0.0014437i,-0.0021303+0.00043183i,-0.00010038+0.00095605i,0.00081608+0.00053948i,-5.6714e-05-0.0004851i,-0.00093499-0.00053942i,-0.0014116+0.00055512i,-0.0005339+0.00084844i,0.00046305+0.00041777i,0.00036399-1.6374e-05i,-0.00039914-0.00058822i,-0.00035628-0.00052766i,-0.000186-0.00045714i,-0.00011152-0.00054127i,0.0005198-3.293e-05i,0.00039309+0.00040122i,0.0005693+0.00029026i,0.00054903+0.00016644i,-0.00024252+0.00020506i,-0.00040781+3.2035e-05i
0.00080877-0.00089416i,-5.613e-05-0.00042485i,-0.00036399-0.00079935i,-0.00092303-0.0012459i,-0.0012603-0.00085256i,-0.0011508-0.0003952i,-0.00035812+6.8593e-05i,0.00010348+0.00011071i,-0.00027519+3.934e-05i,0.00024039-0.0001079i,0.00037629-0.00039909i,0.00046005-0.00040168i,0.0010499+0.00023251i,0.00073685+0.0005589i,0.00068373+0.00018075i,0.0017147-0.00014251i,0.0015495-0.00040944i,0.00018294-0.0004837i,-0.00034699-0.00021922i,0.00036156-2.181e-05i,0.00043699+0.00033047i,9.4812e-05-1.6055e-05i,0.00022368-0.00043914i
0.0018383+0.0010335i,0.0017103+0.00052055i,0.00032901-0.00039053i,-0.00065346-0.00087495i,-0.00025865-0.00081264i,0.00032607-5.386e-05i,0.00076142+6.87e-06i,0.0002374-0.0004567i,-0.0011121-3.9957e-05i,-0.00090666+0.00076163i,-0.00019479+0.0014385i,9.8163e-05+0.0013976i,0.00047024+0.00073552i,9.0875e-05+0.00028379i,0.00012633+0.00058231i,0.00031305+0.00047159i,0.00020579+1.2611e-05i,-0.00021227-0.00041887i,6.539e-05-0.00057657i,0.0002046-0.00028182i,-0.00047772-0.00029167i,-0.00069648-0.00061047i,-0.00053045-0.00033513i
-0.00047411+0.0010096i,-0.00063265+0.001315i,-0.001214+0.0023998i,-0.0016343+0.0032191i,-0.00092724+0.0026171i,6.8114e-05+0.00092575i,2.9378e-05-8.4301e-05i,9.2328e-06-0.00014608i,-9.6968e-06+0.00075564i,-0.00053932+0.001629i,-0.0009607+0.001284i,-0.00083871+0.00086881i,-0.00014735+0.00046942i,0.00034195+0.00024956i,0.00077394+0.00028i,0.001075+0.00021094i,0.001031+0.00016385i,0.0004861+0.00051539i,-0.00028806+0.00078354i,-0.00033454+0.00053142i,-0.00051024+0.00046623i,-0.00082563+0.00053981i,-0.0004197+0.00042401i
0.00060542-1.0913e-05i,0.0019165-0.0012451i,0.0016565-0.0016532i,0.00028853-0.00093789i,0.00031635-0.00071856i,0.0005199-0.00017665i,0.00049894-0.00089336i,1.3372e-05-0.0010439i,-0.0010958-0.00013132i,-0.00070946+0.00013313i,-7.2387e-05+0.0010279i,-5.5031e-05+0.0012993i,-0.00040735+0.00070914i,-0.00019841+0.0002535i,-7.6885e-05-0.00011541i,0.00049433-1.8633e-06i,0.00055298-0.00013156i,-9.0934e-06-0.00050821i,-0.00024786-0.00021207i,-0.00030168+0.00050142i,-0.00044661+0.00030706i,-0.00073565+4.9155e-05i,-0.00084745-3.883e-06i
-0.00022792-0.00050313i,-0.00033416+0.00081757i,-0.0011214+0.00095296i,-0.0014286+0.0010444i,-0.0014511+0.0016913i,-0.001077+0.0019981i,-0.00063581+0.0005828i,-9.7609e-05-0.00067704i,-0.00016267-4.181e-05i,-0.00049571-9.6053e-05i,-0.00018185-0.00080395i,0.00062958-0.0009562i,0.00096793-0.00022147i,0.00078216+0.00013213i,0.00070381-0.00038136i,-0.00012635-0.00095007i,-0.00056722-0.00085628i,-0.00064419-0.00053829i,-0.00047331-0.00077697i,-0.00045546-0.0009414i,-0.00079654-0.00095106i,-0.00081459-0.00019426i,0.00053808+0.00098702i
-0.0016784-0.0010575i,-0.0020142+0.00025113i,-0.0024678+0.0012796i,-0.0025925+0.0009694i,-0.0018218+0.0010063i,-0.00075846+0.00070469i,9.6513e-05+0.00033214i,0.00028393+0.00054339i,9.5955e-05+0.00064614i,-8.5116e-05+0.00036621i,-0.00014185-5.8903e-06i,-0.0005593-8.9405e-05i,0.00021292+0.00050603i,0.00092151+0.0012506i,0.00080903+0.0015248i,0.00048534+0.00126i,0.00085409+0.00092013i,0.0012663+0.00090869i,0.00076537+0.0008902i,0.00067243+0.00079298i,-0.00015435+0.00053058i,-0.00072885+0.00039196i,-0.00091255-0.00023487i
-0.00068718+5.7978e-05i,-0.00026898-0.00018519i,-0.00030461+0.00035441i,-0.00094763+0.00063837i,-0.00098218+0.00032191i,-0.00019493-0.00014089i,0.0005227+0.00030317i,-0.00022615+0.0015316i,-0.0015814+0.0011149i,-0.0013366+0.00072951i,-0.00048962+0.0011691i,-3.5174e-05+0.0015192i,0.00029726+0.0011847i,0.00088185+6.2769e-05i,0.0013624-0.00081711i,0.00082033-0.0010897i,5.7407e-05-0.0005827i,0.00014407+8.8914e-05i,0.00067061+0.00060331i,0.00018853+0.00071529i,-0.00033013+0.00034039i,-0.00019708-4.4917e-05i,-0.00032717-0.00030019i
0.0007185-0.0002965i,-0.00020127-0.00037434i,-0.0013998-0.00034713i,-0.0018915-0.00054916i,-0.0017063-0.00028301i,-0.00071877+0.00014077i,7.1266e-05-0.00033096i,-0.00019316-0.0012051i,-0.00062593-0.00014532i,-0.00093291+0.00086546i,0.00017411+0.00040034i,0.0010633-0.00015976i,0.00028012+0.00017385i,-0.00019761+0.00054133i,-0.00012722+0.00013824i,0.00050728-0.00038577i,0.00051223-0.0005107i,-4.0146e-05-0.00025611i,0.00021692-0.00026599i,0.00053984-0.00052641i,0.00019431-0.00053254i,-0.00084374-0.00020688i,-0.0010326+0.00043422i
-0.0006973-0.00033403i,-0.00085847-0.00060157i,-0.00094368-0.00018533i,-0.0007393+0.00041489i,-0.00032639+0.0013273i,-0.00091616+0.0016786i,-0.0011379+0.00059701i,-0.00085137-0.00027423i,-0.00059526+0.000386i,-0.00081395+0.001229i,-0.00088503+0.0013751i,-0.00064303+0.00020198i,0.00012675-0.0010897i,0.00058254-0.00049179i,0.00078029+0.00065053i,0.00054601+0.00031989i,-0.00014918-0.0011908i,-0.00032832-0.0012329i,8.0468e-05-0.00038099i,0.00014596+7.9257e-05i,-0.00013824+0.00017804i,-0.00034704-0.00043591i,-0.00034996-0.00035136i
-0.00086621+0.0020503i,-0.0014119+0.0013133i,-0.0021903+0.0014371i,-0.0019287+0.0018789i,-0.001163+0.0015115i,-0.00052533+0.00096054i,-0.00029321+0.00019167i,-0.00058319+0.00023597i,-0.0010934+0.00019706i,-0.00083373+0.00048288i,-0.00037226+2.0758e-05i,-0.00017519-0.00078802i,0.00027276-0.0004539i,0.00047269-0.00056849i,0.00092026-0.00062775i,0.0013472-1.2649e-05i,0.00041211-6.7197e-05i,-0.00055473-0.00016867i,-3.1453e-05-0.00049649i,0.0004735-0.00073951i,0.00016354-0.00041745i,-0.00036718-0.00016966i,0.00015085-0.00017669i
-0.00045319-0.0012905i,-0.00031444-0.0023827i,-6.6865e-05-0.0030756i,-0.00075108-0.0014672i,-0.0014667+0.00013656i,-0.0014001+0.0011215i,-0.0008749+0.00049216i,-0.0009272-0.00056374i,-0.001633-0.00042972i,-0.0014388-0.00066629i,-0.00082705-0.00089016i,-0.00021124-0.0001498i,0.00057425-0.00029148i,0.001145-0.00065552i,0.00097852+0.00023254i,0.00031502+0.00060672i,-9.8581e-05+0.00031731i,-0.00022864+0.00042724i,-5.3445e-05+0.00035648i,0.00032985+0.00041376i,0.00014618-4.5241e-05i,-0.00019034-0.00053594i,0.00015194-0.00058429i
0.0014269-0.0021038i,0.0015734-0.00056275i,0.0014916+0.0003423i,0.00022093-0.00044515i,-0.0013902-0.00083004i,-0.00088427-0.00070143i,0.0001583-0.0011473i,-0.00028038-0.00066306i,-0.0010368+0.00015325i,-0.00049159+0.00083507i,0.00059415+0.0011914i,0.00092026+0.00040827i,0.00034383-0.00033204i,0.00012683-0.00010684i,0.00037909+0.00055257i,0.00015747+0.00083323i,-7.1202e-05+0.00071731i,0.00010683+0.00047197i,0.00048655+5.7158e-05i,0.00056381-0.00043272i,4.3877e-05-3.3604e-05i,-0.00082111+0.00027614i,-0.0010234-0.00020664i
-0.00044036+0.0012991i,-0.00045805+0.0023266i,-0.00042406+0.0024999i,-9.836e-05+0.0014555i,0.00015767+0.0013615i,-0.00085171+0.0010231i,-0.0017171-0.0005883i,-0.00066732-0.0016244i,0.00014404-0.0010414i,0.00038672+0.00021132i,0.00125-0.00024207i,0.0010303-0.00077196i,0.00050006-0.0011781i,0.00060031-0.0012269i,0.0010638-0.00057423i,0.0015909+0.0001581i,0.0014879+0.00045894i,0.00075191+0.00057675i,-0.00021348+0.00041724i,2.5965e-06+3.6543e-05i,-0.00017295-0.0004506i,-0.00029368+0.0002316i,0.00044709+0.0015654i
-0.0026074-1.453e-05i,-0.0032594+2.3572e-05i,-0.0037993+0.00018765i,-0.0027247+0.0012746i,-0.0013208+0.0022139i,-0.0008044+0.0015266i,-0.00063831+0.00058306i,-0.00033504-0.0001541i,-0.00067509+0.00010877i,-0.00092144+0.0006223i,-9.3818e-05+0.00068427i,0.00096775+0.00024583i,0.0010096-0.00015002i,0.00025072-0.00022897i,0.00036025-0.00068489i,0.00029058-0.00094808i,-0.00018846-0.00080622i,-0.00075434-0.00032376i,-0.0013006+0.00031166i,-0.0013996+0.00036189i,-0.0011127+0.00011191i,-0.00053149+0.00053099i,3.3159e-05+0.00025692i
0.0005339+0.00010148i,0.0014128+0.00014288i,0.0011852-0.00015347i,0.00058741-0.00042912i,0.00021409+0.0004978i,0.00027728+0.0011451i,2.5943e-05+0.00058887i,-0.00099014-0.00029701i,-0.0013145+3.4698e-05i,-0.00020258+0.00079962i,0.0011311+0.0010629i,0.0016716+0.0006831i,0.0016596-0.0001587i,0.00088348-0.00051754i,0.00070926-0.00032204i,0.0010814+0.00064488i,0.00050492+0.00086636i,-0.00010117+0.00032308i,-0.00036511+0.00061957i,-0.00052894+0.00029895i,-0.00040083-7.8433e-05i,-0.00040938-2.5564e-05i,-0.0001428-0.00040315i
0.00030408-2.1726e-05i,0.00044994+0.00031243i,-0.00077256+0.00061631i,-0.001242+0.00015933i,-0.00086101+0.00035111i,-0.00039917+0.00062587i,0.00044073+0.00025184i,0.00049271-0.00048842i,-0.00046147-0.0005178i,-0.00043802+0.00032668i,0.00057092+0.00060142i,0.00080732+0.00054304i,0.00084567+9.0255e-05i,0.0011304+0.00013514i,0.0016991+0.00014531i,0.0014846-0.00037226i,0.00079346-0.0013128i,0.00041795-0.00081331i,0.0001494+0.0005868i,0.00072377+0.00093825i,0.00058957-0.0001161i,-1.6983e-05-0.00058265i,9.6674e-05-7.3805e-06i
6.0931e-05+0.00136i,-0.00064041+0.0006213i,-0.00092331+0.00095224i,-0.0013221+0.001404i,-0.0011448+0.0006301i,-0.0010459-0.00048151i,-0.00098847-0.0010735i,-0.0010504-0.00023554i,-0.0015493+0.0011346i,-0.0015852+0.0011306i,4.9332e-05+0.00047802i,0.0011561+8.2239e-05i,0.0013996-0.00077284i,0.0013831-0.00046512i,0.00085268+0.00046905i,0.00087681+0.00047996i,0.00063176+9.9761e-05i,-5.3375e-06-0.00028124i,0.00044505+0.00012318i,0.00074677+0.00045103i,0.00039316+0.00011737i,-0.00049874+0.0003173i,-0.0015369+0.00068739i
0.00014738-0.00013991i,-8.53e-05-0.0017997i,-0.00012203-0.0029009i,-0.00055192-0.002196i,-0.0017555-0.00098364i,-0.0017191+0.00010178i,-0.0015808+0.0007442i,-0.0016353+0.00059921i,-0.0013772+0.00063643i,-0.0011162+0.0017804i,-0.00082433+0.0025466i,2.9928e-05+0.0023126i,0.00057957+0.0017614i,-4.3735e-05+0.00098695i,-0.00085309+0.00017803i,-0.00016141-0.00029774i,0.00054609-0.00017278i,-3.1534e-05+0.00069151i,-0.00094514+0.0010229i,-0.00028157+0.00045196i,0.00035003-0.00049106i,0.00044608-0.00020372i,0.00035178+0.00017222i
-0.00083313-0.0017652i,-0.00095214-0.0012688i,-0.0022007-0.001552i,-0.0040934-0.00094716i,-0.0040489+0.00059146i,-0.0031937+0.0022922i,-0.0022805+0.0037381i,-0.0017209+0.0047548i,9.9426e-05+0.0045542i,0.0020156+0.0037519i,0.0024778+0.0023422i,0.0018429+0.00088075i,0.0011148+0.00014631i,0.00096571-0.00037959i,0.00045853-0.00065879i,0.00049543-0.00033843i,0.00055591+0.00017578i,0.00061878-7.6156e-05i,0.00082426-0.00041077i,0.00038301-9.7616e-05i,-0.00038547+0.00014086i,-0.00068762-0.00049748i,-0.0002516-0.00097489i
-0.0010571+0.00049586i,-0.001032+0.0019853i,-0.00060444+0.003397i,7.4023e-05+0.0024416i,0.0012578+0.00060022i,0.0027722-0.0017985i,0.0029143-0.004051i,0.0010792-0.0053936i,-0.00070762-0.0058169i,-0.0026706-0.0041471i,-0.003583-0.0010425i,-0.0022158+0.00055628i,-0.00077058+0.0006155i,-0.00049148+0.00073906i,-0.00019125+0.0008224i,0.00043177+0.00018871i,0.00047697-0.00042876i,0.00035581+5.3731e-05i,0.00040534-3.6526e-05i,0.00025833-0.00018422i,0.00036572-0.00011157i,0.00033989-0.00029561i,-0.00013028-0.00039027i
-0.00071481+0.0019279i,-0.0008499+0.001783i,-0.001476+0.0026638i,-0.0010689+0.0021637i,-0.00060451+0.0012823i,-1.121e-05+0.00036946i,-9.4996e-05-0.00068778i,-0.00039261-0.0016973i,-0.0012193-0.0017528i,-0.0014937-0.00051895i,-0.001149-0.00015613i,-0.0011076-0.00011416i,-0.00069921+0.00043319i,-0.00057152+0.00032033i,0.00052943+0.0006087i,0.0013658+0.00071297i,0.00038545-1.555e-05i,-0.0001614-0.00037108i,0.00013202-0.00036266i,0.00031105-0.00065975i,-6.1365e-05-0.0008432i,-0.00065601-0.00060829i,-0.00015595-0.00023872i
-0.0012889-0.00088426i,-0.0010945-0.00067729i,-0.0013724-0.00027282i,-0.0012836+0.0018606i,-0.00076328+0.0027831i,7.2135e-05+0.0018849i,0.00078737-0.0002984i,0.00033259-0.0021006i,-0.00028103-0.0020203i,-0.00066742-0.00034618i,-0.00061207+0.00037937i,0.00024401-0.00010126i,0.0010603-0.00079753i,6.4212e-05-0.00096494i,-0.000699-0.00082071i,5.8662e-05-0.0010548i,0.00051179-0.00059581i,-0.00041885-0.00015181i,-0.0010865-2.2668e-05i,0.00013107+0.00045963i,0.00052954+0.00068836i,0.00040469-0.00015588i,0.00013181-0.00067887i
0.00013221-0.00079605i,-0.00032973+0.00045178i,-0.0010893+0.0012855i,-0.0014205+0.00065488i,-0.00099413+0.00020701i,-0.00067176+0.00026205i,-0.00068195+0.00012892i,-0.00074813-0.000746i,-0.00141-0.00098132i,-0.0017398-0.00021453i,-0.0012713+2.2582e-05i,-0.00020067+9.278e-05i,-7.2796e-05-0.00025092i,-0.00055732+0.00011935i,-0.00017296+0.00036059i,0.00079682-0.00042245i,0.001034-0.0006445i,0.00093228-0.00049243i,0.00048488-0.00059632i,-9.2911e-05-0.00015795i,-5.296e-05-1.0404e-05i,0.00054873-0.00036093i,0.00055002-0.00077929i
0.00010421+0.0022662i,-0.00050183+0.0014414i,-0.00055558+0.0011548i,-0.0013173+0.0012652i,-0.00076394+0.00073216i,4.8549e-05-0.00058778i,0.000626-0.00074394i,0.00023114-0.00047051i,-0.00098783+0.00014137i,-0.00022491+0.00059637i,0.00070155+0.00068727i,0.00074457-0.00019631i,0.0009202-0.0012013i,0.001014-0.0011792i,0.00080425-0.00099782i,0.00042336-0.001023i,0.00014262-0.00097254i,-1.5636e-05-0.00082246i,-5.7617e-05-0.00021247i,-0.00026245+0.00056575i,-8.913e-05+0.0004953i,0.00011586-0.00034686i,0.00016197-0.00044943i
-0.0013436-0.00076483i,-0.00056752-0.00034077i,-0.00029722+7.8953e-05i,-0.0010986+0.0018348i,-0.00057814+0.0025651i,0.00071074+0.0015571i,0.00085838+0.00026838i,-0.00022192-0.0010493i,-0.0010562-0.0011815i,-0.00070185+8.0905e-05i,-9.3641e-05+0.0007534i,0.00021519+0.00066143i,0.00059928+0.00075255i,0.0011735+0.00081366i,0.00141+0.00050748i,0.00082945-0.00038138i,0.00058642-0.00059474i,0.00010783+0.00012536i,-0.00054018+0.00040184i,-0.00031362+0.00083348i,0.00019697+0.00097452i,-0.00025812+0.00092691i,-0.00045379-0.00038667i
-0.00075114-0.0011514i,-0.00018774-0.00029855i,-0.0013911+0.00046185i,-0.0022854+0.00073608i,-0.0017028+0.0008761i,-0.00079223+0.00057814i,0.00011344-0.00071736i,0.0001486-0.0012273i,-0.00054855-0.00090013i,-0.0013148-0.00021734i,-0.0016962+0.00043356i,-0.0012274+0.00086957i,-8.6749e-05+0.00061002i,0.00051673+0.00027037i,0.0010051+0.00046656i,0.00089928-0.00014423i,0.00044605-0.00023249i,-0.00012315+4.6615e-05i,-0.00044517-0.00050998i,1.2225e-05-0.00010229i,-0.00016313+0.00035258i,-0.001003-8.7963e-05i,-0.00033412-1.0768e-05i
-0.00078402+0.00024791i,-0.0015126+0.00024865i,-0.0023045+0.00092176i,-0.0025127+0.0015978i,-0.0017598+0.0017618i,-0.0003357+0.0013394i,-4.7037e-05+7.2278e-06i,1.3465e-05-0.00071877i,-0.00062528-0.00071232i,-0.0012034-0.00011409i,-0.00051504+0.0008539i,-5.4638e-05+0.00087981i,-0.0003591+0.0005697i,-0.00019332+0.00010231i,4.5842e-05-0.00056342i,0.00026553-0.00078899i,0.00016627-0.00078858i,-0.00052326-0.0012129i,-0.00030754-0.0013853i,1.3636e-05-0.0010583i,0.00053957-0.00022368i,0.0010021+0.00069296i,0.00045061+0.0004857i
0.0024018-0.00049718i,0.0013796+0.00062448i,0.00053078-0.00035776i,-0.00034425-0.0013395i,-0.00095311-0.00073703i,-0.00041812+0.00031766i,-0.00023057+0.00025194i,-0.00075416-0.0010717i,-0.00049577-0.0012757i,-0.00032448-0.0002292i,-0.00062997+0.00059864i,-8.4616e-05+0.0006472i,0.00022442+0.00010505i,0.00080145+0.00023629i,0.0011106+0.00076055i,0.00072855+0.0007166i,0.00051069+0.00040934i,-0.00036557+0.00014645i,-0.0010114-0.00024001i,-0.00012297-0.00030297i,0.0001097-0.00014743i,-0.00068092+0.00029398i,-0.0010085+0.00050773i
1.7104e-05-0.00074813i,-8.9676e-05-0.00081339i,-0.00010411-0.00086681i,-0.00025608-0.00053836i,-0.0010452+0.00025088i,-0.0010075+0.00089201i,-0.00091627+0.00024578i,-0.0009524-0.00044459i,-0.00070786+0.00017493i,-0.00048581+0.00076808i,-0.00015542+0.00016935i,0.00063917+0.00026515i,0.0008567+0.00041298i,0.00022031-0.00017753i,7.6112e-05-0.00069922i,-6.8854e-07-0.00034475i,0.00044295+0.00036364i,0.00051949+0.00050944i,-0.00015938+0.00064481i,-0.00019319-7.0942e-05i,3.5526e-05-0.00042907i,0.00017619+9.4777e-06i,0.00022182+0.00051559i
0.00015271-0.00087638i,0.00053047-0.0017697i,-0.00015592-0.0014591i,-0.00077529+0.00041913i,-0.00073519+0.0018932i,-0.00010685+0.0016146i,-0.00066868+0.00049117i,-0.0011473+1.4617e-05i,-0.0011528+1.1094e-05i,-0.0008316+0.00035911i,-0.0010589+0.00069786i,-0.00066521+0.00093381i,0.00048978+0.00086405i,0.0010183-0.00026925i,0.00075177-0.0007361i,0.00011989-0.00024887i,-0.00013741-9.6927e-05i,-0.00057651-0.00037659i,-0.0014247-0.00020459i,-0.0007366+0.00012379i,-0.0002038+0.00060415i,4.3698e-05+0.00075186i,0.00061298+0.0010012i
0.0021994+0.00046352i,0.0020217+0.0017774i,0.0019448+0.0023218i,0.00086758+0.0020721i,-0.0004027+0.0011059i,-0.00047606+0.00063781i,-0.00023164-6.7778e-05i,-0.00054404-0.00085718i,-0.0011118-0.00036231i,-0.0011066+0.00029875i,-0.00050277+0.00019077i,-0.00023484-0.00060615i,2.2653e-05-0.00063408i,0.00048227-0.00040084i,0.00032322-0.00044973i,-0.00030523-0.00031123i,-0.00023931-0.0011272i,-0.00018249-0.0010796i,-0.0003427-0.00032095i,-0.00044954-0.00050192i,-0.00017753-0.00093445i,8.1004e-05-0.00087189i,-0.00052263-0.00043476i
-0.0031242-0.00046191i,-0.00414+0.00011583i,-0.0043877+0.00070083i,-0.0042476+0.001845i,-0.0036822+0.0024297i,-0.0013942+0.0024422i,0.00054373+0.0010535i,0.00058462-0.00059646i,9.8164e-05-0.0005377i,-0.00041319+0.00044429i,0.00011945+0.00073748i,0.0011135+0.00057832i,0.00077847+4.1197e-05i,0.00056735-1.0897e-05i,0.00040679-7.6442e-05i,0.00017592-3.4e-05i,0.00010486+0.00015933i,-0.00029919+0.00015575i,-0.00073875+0.00022742i,-0.00044699+0.0002402i,-0.0001106+0.00038687i,-0.000484+0.00059748i,-0.00054633+0.00041462i
-0.0035046-0.0016524i,-0.0030812-0.00071968i,-0.0032202+0.00032313i,-0.0031033+0.0012788i,-0.0020645+0.0017136i,0.00017451+0.0010557i,0.0009897+0.0004331i,0.00017202+1.0569e-05i,-0.00086005+0.00022442i,-0.0011558+0.00071741i,-0.00018331+0.00067221i,0.00079767+0.00067228i,0.0015215+0.0005271i,0.0021638-0.0001513i,0.0020294-4.3609e-05i,0.0022423+0.00085641i,0.0023146+0.00024119i,0.0015337-0.00062084i,0.00067777-0.00037122i,0.00065724+5.4803e-05i,0.00032484+0.00021786i,-0.00015546-0.00020179i,5.4758e-05-0.00064372i
-0.0014368+0.00081614i,-0.00097259+0.00055486i,-0.00048111+0.00068206i,-0.0010325+0.001415i,-0.001849+0.0027414i,-0.001249+0.0022841i,-0.00094352+0.00021926i,-0.00058789-0.0010895i,-0.00080639-0.00045167i,-0.00089331+0.00089875i,-0.00041107+0.0012242i,0.00071756+0.00045001i,0.0017175-1.4778e-05i,0.0011229-0.00027288i,0.0007116-0.00083872i,0.001551-0.0007497i,0.0011957-0.0005995i,0.00021284-0.00040732i,0.00016044+2.9508e-05i,6.2708e-05-0.00010668i,-0.00059474-0.00047589i,-0.00048826-0.00064864i,5.2717e-05-0.00018099i
