-0.003089-0.0012343i,-0.0025015-0.00088583i,-0.0026941+0.00012599i,-0.002887+0.00012528i,-0.0032319+0.00042067i,-0.0021612+0.00079448i,-0.0011351+0.00040328i,-0.00065125+0.00043951i,-0.00045929+0.00056279i,-0.00036863+0.0002875i,-0.00022078+0.00043589i,0.00023556-0.00036753i,0.00059349-0.00087775i,0.00076832+0.00048058i,0.0002612+0.0014037i,-0.0001762+0.0014259i,-0.00024667+0.00096055i,-0.00064542+8.5848e-05i,-0.00087883-0.00021072i,-0.0008092+5.2698e-05i,-0.00096558+0.00020283i,-0.00061495+0.00018501i,-0.00036595+0.00071232i
-0.00016076-0.04941i,-0.068788-0.26604i,-0.25892-0.52097i,-0.42743-0.49275i,-0.37363-0.21495i,-0.17128-0.028853i,-0.036751+0.010069i,0.010337-0.002531i,0.0096818-0.03838i,-0.01707-0.044078i,-0.0235-0.028656i,-0.025291-0.026694i,-0.033689-0.015958i,-0.019238-0.010966i,0.01133-0.037298i,0.029743-0.075037i,0.024536-0.090193i,0.010231-0.065795i,0.0015946-0.020664i,-0.0019012+0.013874i,-0.0023431+0.027372i,0.0008898+0.019123i,0.0015475+0.001562i
-0.078839+0.31128i,-0.008576+0.71236i,0.2545+0.97428i,0.49816+0.76649i,0.45444+0.33383i,0.25389+0.083939i,0.12344-0.000996i,0.041949-0.010671i,0.0086582+0.044422i,0.031062+0.075865i,0.043064+0.071585i,0.047659+0.069303i,0.056539+0.048343i,0.037341+0.014725i,-0.017375+0.0039662i,-0.077968+0.021842i,-0.10524+0.043793i,-0.087309+0.047285i,-0.044721+0.028699i,-0.011514-0.0020375i,-0.0046071-0.025514i,-0.012505-0.024916i,-0.015411-0.010065i
-0.18655-0.32698i,-0.46888-0.72001i,-0.75799-0.92615i,-0.80903-0.65945i,-0.58737-0.23408i,-0.35511-0.032202i,-0.23636+0.027684i,-0.13065+0.040816i,-0.06282-0.0043985i,-0.065805-0.036841i,-0.065458-0.042285i,-0.051431-0.054288i,-0.047811-0.046371i,-0.031981-0.011432i,0.012176+0.015628i,0.068501+0.017725i,0.10281+0.0012631i,0.089025-0.019155i,0.045231-0.023064i,0.014761-0.004947i,0.011738+0.014909i,0.018446+0.018832i,0.019296+0.014981i
0.19643+0.092201i,0.4477+0.30836i,0.68815+0.51209i,0.7001+0.42854i,0.49285+0.16742i,0.31248+0.026534i,0.23779-0.025673i,0.15169-0.051997i,0.080966-0.018828i,0.077288+0.011571i,0.067466+0.0089121i,0.036917+0.0072342i,0.024306+0.00011659i,0.020483-0.016573i,0.0055958-0.027973i,-0.019468-0.0276i,-0.036708-0.014611i,-0.029354-0.00030218i,-0.011696+0.0010838i,-0.0052614-0.011258i,-0.013252-0.024118i,-0.023647-0.023931i,-0.02361-0.015704i
-0.020674-0.12866i,-0.15064-0.36187i,-0.38377-0.57097i,-0.51239-0.48737i,-0.41897-0.22918i,-0.28503-0.10182i,-0.23421-0.052858i,-0.16516+0.0053815i,-0.083909+0.010741i,-0.054522-0.01255i,-0.035784-0.020731i,-0.014381-0.019567i,-0.0075512-0.00873i,-0.0036705-2.577e-05i,0.0075802-0.0031316i,0.020437-0.0095981i,0.023035-0.0097582i,0.013665+0.00095938i,0.0067378+0.018089i,0.0078116+0.033682i,0.014163+0.041567i,0.021674+0.03482i,0.017919+0.017226i
0.091975+0.24723i,0.29923+0.54857i,0.54134+0.72068i,0.60417+0.54152i,0.45898+0.24513i,0.31663+0.12595i,0.25646+0.086105i,0.16934+0.033536i,0.077456+0.025633i,0.044509+0.046722i,0.036597+0.054685i,0.032939+0.049663i,0.032691+0.032252i,0.021182+0.007238i,-0.0077247-0.0094696i,-0.040906-0.0089043i,-0.058432+0.0027906i,-0.04778+0.012398i,-0.019845+0.0076768i,-0.0014115-0.011945i,-0.0038283-0.029144i,-0.014836-0.030316i,-0.015361-0.022579i
-0.2083-0.11132i,-0.46841-0.287i,-0.66886-0.40031i,-0.6074-0.29223i,-0.37897-0.12528i,-0.23184-0.099291i,-0.19734-0.11357i,-0.14801-0.078982i,-0.087871-0.044429i,-0.056946-0.026063i,-0.030812-0.021748i,-0.015099-0.036761i,-0.018961-0.036721i,-0.011414-0.004995i,0.019451+0.026959i,0.050977+0.029614i,0.060412+0.0084453i,0.038648-0.016902i,0.0035882-0.027967i,-0.015473-0.016116i,-0.010804+0.0062241i,0.0027998+0.020936i,0.0090665+0.024287i
0.070104+0.027339i,0.20056+0.12301i,0.34458+0.23412i,0.35547+0.2265i,0.2366+0.16095i,0.1512+0.16893i,0.13448+0.17667i,0.10101+0.12543i,0.062525+0.071859i,0.041757+0.030911i,0.013472+0.0074708i,-0.0072107+0.012056i,-0.0038597+0.012863i,0.0024512-0.01058i,-0.0052903-0.038715i,-0.020481-0.04786i,-0.026414-0.034157i,-0.017812-0.0078224i,-0.0029367+0.015564i,0.0062869+0.018948i,0.0062248+0.0018999i,0.00076152-0.013297i,-0.0018091-0.014648i
-0.01528-0.12503i,-0.10251-0.28897i,-0.23002-0.38708i,-0.27094-0.29183i,-0.18585-0.15436i,-0.10441-0.15101i,-0.083712-0.17789i,-0.066369-0.13512i,-0.04611-0.067578i,-0.026862-0.017657i,0.0010418-0.0014071i,0.017946-0.0084962i,0.0097465-0.0072157i,-0.0080847+0.0128i,-0.012783+0.03765i,-0.0040002+0.050409i,0.0040743+0.045083i,0.010214+0.027692i,0.014527+0.0071514i,0.0083078-0.0066887i,-0.0044142-0.0031965i,-0.010395+0.0071907i,-0.011934+0.0073236i
0.13338+0.11104i,0.28866+0.24305i,0.38507+0.30513i,0.30081+0.21745i,0.12522+0.13309i,0.014448+0.16459i,-0.019494+0.19283i,-0.031353+0.15043i,-0.024507+0.086905i,-0.0083897+0.03751i,-0.0063902+0.014274i,-0.010058+0.012559i,-0.00093745+0.010062i,0.017781-0.0092289i,0.025812-0.034942i,0.017963-0.04377i,0.0088099-0.029688i,0.0035603-0.0076699i,-3.7754e-06+0.009053i,0.00097911+0.015126i,0.0047905+0.0084017i,0.0059379-0.00063379i,0.0048772-0.003062i
-0.1009+0.014843i,-0.21021+0.0073959i,-0.26183-0.016857i,-0.18133-0.031931i,-0.056899-0.064895i,0.029408-0.13356i,0.084586-0.16868i,0.10377-0.14763i,0.067278-0.095579i,0.025205-0.032021i,0.023589+0.0024573i,0.031936-0.0035406i,0.020937-0.010846i,0.0032488+0.0024798i,-0.0069524+0.016969i,-0.014692+0.011473i,-0.022829-0.010412i,-0.02782-0.027513i,-0.021982-0.030423i,-0.0087453-0.026306i,-0.0025598-0.017958i,-0.0065573-0.0064371i,-0.0088121+0.0020718i
-0.038194+0.014949i,-0.046901+0.042659i,-0.041429+0.063696i,-0.038974+0.052067i,-0.054403+0.040854i,-0.089375+0.052718i,-0.13272+0.061211i,-0.13801+0.05942i,-0.078322+0.042072i,-0.026946+2.4084e-05i,-0.035005-0.024067i,-0.04878-0.011579i,-0.032646-0.0066926i,-0.012777-0.02576i,-0.0050017-0.036238i,-0.0017655-0.02023i,0.0011373+0.01074i,0.0052668+0.033413i,0.0081855+0.037195i,0.0091189+0.033061i,0.014841+0.023718i,0.021738+0.0088264i,0.019667-0.0031209i
-0.014908-0.087424i,-0.023575-0.17408i,-0.0033147-0.18544i,0.05925-0.10928i,0.12088-0.065643i,0.14058-0.064889i,0.13481-0.032274i,0.11206+0.015276i,0.059718+0.042704i,0.020883+0.05739i,0.030907+0.048985i,0.045244+0.017951i,0.032445+0.003513i,0.015495+0.016874i,0.011363+0.027239i,0.014588+0.015994i,0.015521-0.0070777i,0.010865-0.02199i,0.0040256-0.026803i,-0.0059591-0.031728i,-0.018524-0.028152i,-0.021423-0.015478i,-0.017566-0.0073384i
0.078029+0.013879i,0.12353+0.023244i,0.088073+0.022864i,-0.015659+0.025216i,-0.066128+0.063842i,-0.053089+0.081469i,-0.061472+0.02656i,-0.078854-0.033268i,-0.055905-0.048864i,-0.01729-0.04402i,-0.0076275-0.037411i,-0.016136-0.025928i,-0.014877-0.014663i,-0.0030581-0.018071i,0.0051097-0.028056i,0.0037587-0.02089i,0.00082858+0.0017258i,0.0016752+0.020032i,0.00037983+0.02753i,-0.0045984+0.032425i,-0.0046275+0.033809i,-0.0018135+0.028515i,0.00041271+0.022427i
0.016002+0.047568i,0.057832+0.10167i,0.12999+0.12662i,0.1715+0.093179i,0.13396+0.039417i,0.083312+0.010423i,0.076087+0.01093i,0.065891+0.021901i,0.031046+0.033427i,0.012519+0.038797i,0.023082+0.034879i,0.033042+0.02411i,0.026287+0.020212i,0.018298+0.031514i,0.018812+0.034931i,0.018457+0.013515i,0.010008-0.01774i,-0.0022906-0.036169i,-0.0038003-0.035633i,0.0074697-0.031493i,0.0099072-0.031364i,0.0015282-0.025061i,-0.0015184-0.014168i
-0.072061+0.033965i,-0.17748+0.053399i,-0.29958+0.044007i,-0.34185+0.036927i,-0.2767+0.060809i,-0.18236+0.067967i,-0.11021+0.033464i,-0.053135-0.0066886i,-0.012488-0.025581i,-0.011238-0.02398i,-0.034531-0.011308i,-0.038475+0.00045535i,-0.019791-0.0079197i,-0.014191-0.032294i,-0.029732-0.037863i,-0.043784-0.01233i,-0.042738+0.023128i,-0.027632+0.041729i,-0.0089061+0.035697i,-0.00058776+0.024502i,0.0034968+0.020161i,0.0083941+0.011171i,0.0049832-0.0016352i
-0.0081212-0.054383i,0.038465-0.093385i,0.15739-0.085235i,0.24933-0.063152i,0.20928-0.090393i,0.1096-0.095033i,0.043246-0.035992i,-0.0027343+0.021151i,-0.032476+0.045914i,-0.016776+0.043952i,0.017599+0.022388i,0.022276+0.0014424i,0.0058454+0.0031936i,0.004769+0.024445i,0.026422+0.037137i,0.046059+0.02279i,0.046958-0.0067063i,0.031844-0.022452i,0.013526-0.01896i,0.0057759-0.016657i,0.0033336-0.019245i,0.00049386-0.015976i,-0.0020745-0.0083494i
0.0068114-0.029113i,-0.043412-0.071424i,-0.16786-0.10094i,-0.26041-0.073085i,-0.21067-0.0030285i,-0.10607+0.028605i,-0.045525+0.016318i,0.0052924-0.0033155i,0.039957-0.028449i,0.022832-0.042633i,-0.0048791-0.036115i,-0.0064064-0.028268i,0.0014954-0.034775i,-0.0043067-0.057556i,-0.02775-0.075844i,-0.049187-0.061878i,-0.049731-0.024336i,-0.029587+0.0055092i,-0.0096662+0.014775i,-0.0084175+0.014986i,-0.012946+0.017993i,-0.011259+0.019418i,-0.0048514+0.017418i
0.073234+0.029387i,0.20451+0.071401i,0.36778+0.10469i,0.43012+0.072614i,0.33676-0.0043689i,0.19726-0.056647i,0.089506-0.076142i,-5.5712e-05-0.066108i,-0.040774-0.021398i,-0.012106+0.01663i,0.023237+0.022081i,0.021677+0.015108i,0.0071242+0.023815i,0.015834+0.055374i,0.046831+0.0776i,0.072529+0.062298i,0.071326+0.023549i,0.042322-0.0085138i,0.013591-0.01633i,0.005729-0.010739i,0.0040527-0.00848i,0.00014175-0.0051013i,0.00017415-0.00074169i
-0.057536+0.043741i,-0.1914+0.069003i,-0.3662+0.064364i,-0.4294+0.062038i,-0.32422+0.090611i,-0.18511+0.099696i,-0.097761+0.088744i,-0.027703+0.088319i,0.017967+0.068696i,0.0037982+0.034846i,-0.027057+0.023188i,-0.021779+0.024585i,0.00022653+0.0059244i,-0.0055476-0.036126i,-0.038429-0.069244i,-0.067425-0.067694i,-0.074768-0.03851i,-0.055742-0.0071807i,-0.025375+0.0055561i,-0.0074454+0.0047557i,-0.0013147+0.003356i,-0.00093882-0.0012718i,-0.0054377-0.0093194i
-0.0049804-0.021112i,0.067528-0.026422i,0.22349-0.0099691i,0.32641+0.0019511i,0.27253-0.019484i,0.18156-0.035355i,0.13123-0.049802i,0.059282-0.073995i,-0.013531-0.056009i,-0.010759-0.0094809i,0.024816+0.0016324i,0.023408-0.012492i,0.0017775-0.0030739i,0.0035018+0.03612i,0.028812+0.071592i,0.051434+0.077475i,0.054735+0.05724i,0.036627+0.028855i,0.013109+0.0095587i,0.0040747+0.0008791i,0.0065045-0.0033766i,0.0086543-0.0014626i,0.006102+0.0047151i
-0.03896-0.032103i,-0.13401-0.077275i,-0.29801-0.1132i,-0.3976-0.084307i,-0.33037-0.015437i,-0.21849+0.014185i,-0.15402+0.026135i,-0.080875+0.044866i,-0.012418+0.022938i,-0.0074981-0.026335i,-0.028915-0.039839i,-0.022945-0.022751i,0.00063776-0.020809i,0.00714-0.052243i,-0.011464-0.090255i,-0.035096-0.097167i,-0.041945-0.070987i,-0.025456-0.030506i,-0.0011367-0.0020591i,0.0061575+0.0016273i,-0.00099566-0.0030102i,-0.0051007-0.0056594i,-0.0012926-0.0058339i
0.071939-0.0003371i,0.2177+0.017174i,0.39636+0.042894i,0.45413+0.036576i,0.33732+0.0093802i,0.19773+0.018829i,0.13172+0.025105i,0.082343-0.0055428i,0.036252-0.0092313i,0.030245+0.019883i,0.043216+0.027005i,0.034203+0.012079i,0.005348+0.012566i,-0.008658+0.045167i,0.0078128+0.083873i,0.031798+0.091282i,0.037707+0.064761i,0.024189+0.024504i,0.0055231-0.0024774i,-0.0073321-0.0024525i,-0.01368+0.0092813i,-0.013392+0.016408i,-0.0095527+0.01259i
-0.0349+0.034892i,-0.15283+0.05788i,-0.32354+0.062696i,-0.38956+0.052571i,-0.2854+0.035782i,-0.15931-0.008508i,-0.11193-0.036252i,-0.085922-0.00010136i,-0.044919+0.034639i,-0.021546+0.026439i,-0.025284+0.015349i,-0.025887+0.014921i,-0.0097776+0.0028701i,0.0030693-0.032683i,-0.0025746-0.073342i,-0.016925-0.089907i,-0.024558-0.074663i,-0.021034-0.041076i,-0.008709-0.011264i,0.0044594+0.00091807i,0.012636-0.0017009i,0.013608-0.0086123i,0.0097961-0.0088587i
0.012481-0.0012785i,0.083229+0.0038977i,0.2274+0.014199i,0.31815+0.011918i,0.25125+0.0025558i,0.13795+0.018838i,0.082593+0.032751i,0.046269+0.0094178i,-0.00016568-0.0050975i,-0.014813+0.012248i,0.0094494+0.018196i,0.02357+0.0013031i,0.0091061-0.0036511i,-0.0062671+0.022682i,-0.0053932+0.063355i,0.0034044+0.086687i,0.0090231+0.075564i,0.0078659+0.043725i,0.0022058+0.013355i,-0.0041307-0.0052185i,-0.010449-0.0092007i,-0.012705-0.0025652i,-0.0097771+0.0040272i
-0.047439-0.023009i,-0.14748-0.047805i,-0.29416-0.069526i,-0.3616-0.0504i,-0.26372-0.014852i,-0.12108-0.026559i,-0.04937-0.054059i,-0.019601-0.049979i,-0.00060251-0.043176i,-0.0057511-0.045602i,-0.02506-0.038377i,-0.026732-0.022391i,-0.0046033-0.016188i,0.01577-0.037465i,0.018356-0.073764i,0.010027-0.091336i,0.0010258-0.071017i,-0.00056891-0.027028i,0.0047111+0.0088412i,0.011435+0.019108i,0.016789+0.01155i,0.015056+0.001306i,0.0084756-0.0045515i
0.049508-0.020875i,0.16841-0.02405i,0.31838-0.021038i,0.35894-0.024231i,0.23608-0.029112i,0.081221-0.0012265i,0.0040781+0.037787i,-0.011868+0.04872i,-0.0038275+0.037572i,0.0098422+0.02199i,0.022701+0.01742i,0.028269+0.019961i,0.018159+0.023926i,0.0015459+0.041716i,-0.0085877+0.066951i,-0.01182+0.077573i,-0.009241+0.06251i,-0.0036402+0.026961i,-0.001412-0.006218i,-0.0060168-0.017844i,-0.014239-0.010144i,-0.016134+0.0016955i,-0.01227+0.0048297i
-0.027575+0.029297i,-0.1123+0.056516i,-0.24846+0.080919i,-0.30762+0.090347i,-0.2146+0.082798i,-0.072449+0.049213i,0.011887+0.0089445i,0.036853-0.0059016i,0.035817+0.0020265i,0.025396+0.0097i,0.0056106+0.00094001i,-0.016396-0.0088393i,-0.018416-0.0097548i,-0.002446-0.02144i,0.011365-0.045752i,0.016092-0.061767i,0.010159-0.054639i,-0.0019325-0.026969i,-0.0097261+0.0016391i,-0.0086535+0.017127i,0.001112+0.017986i,0.010911+0.0076675i,0.013181-0.0014684i
0.0137+0.0023959i,0.069882-0.0052106i,0.17665-0.015792i,0.24844-0.030639i,0.20165-0.0473i,0.093713-0.05649i,0.0013532-0.053062i,-0.058031-0.034012i,-0.070028-0.0066881i,-0.037452+0.0072671i,0.00040478+0.0076465i,0.017729+0.0030715i,0.010544-0.0023873i,-0.007466+0.005343i,-0.019275+0.025695i,-0.022378+0.038201i,-0.017056+0.031071i,-0.0035302+0.010926i,0.0079561-0.0083302i,0.0066118-0.019278i,-0.007096-0.019437i,-0.017423-0.0077612i,-0.013339+0.0037549i
-0.029553-0.0027508i,-0.10266-0.0066557i,-0.21328+0.00029706i,-0.26709+0.033296i,-0.19983+0.079066i,-0.085156+0.10359i,0.0045867+0.09671i,0.061253+0.061006i,0.06115+0.018864i,0.018407+0.0046366i,-0.010178+0.0034861i,-0.014452-0.0074309i,-0.0057913-0.017872i,0.0131-0.028063i,0.028922-0.041022i,0.034084-0.045936i,0.028574-0.03385i,0.01404-0.010642i,0.0035931+0.0093555i,0.0047223+0.017802i,0.011528+0.015375i,0.01293+0.0078579i,0.005518+0.0024204i
0.032192-0.017935i,0.11173-0.033936i,0.22935-0.054399i,0.28335-0.080089i,0.21786-0.097823i,0.11582-0.098626i,0.034898-0.096464i,-0.032406-0.079621i,-0.052516-0.038571i,-0.020854-0.0094217i,0.011718+0.0027087i,0.025442+0.017129i,0.023851+0.026634i,0.0070924+0.033106i,-0.013064+0.04119i,-0.024369+0.043005i,-0.022511+0.032935i,-0.011942+0.014787i,-0.00040648-0.0038125i,0.0054602-0.01782i,0.0032122-0.023377i,-0.0016889-0.0177i,-0.0033617-0.0097731i
-0.022064+0.017108i,-0.083922+0.051016i,-0.18533+0.094523i,-0.25356+0.1228i,-0.23347+0.12108i,-0.17404+0.10715i,-0.10592+0.10563i,-0.024582+0.099539i,0.018293+0.064082i,0.004065+0.029204i,-0.017301+0.010395i,-0.024513-0.0056079i,-0.021452-0.012079i,-0.0056428-0.014197i,0.013951-0.021731i,0.023512-0.025168i,0.017955-0.017479i,0.002481-0.0045028i,-0.01288+0.0074054i,-0.020094+0.020216i,-0.014233+0.027108i,-0.0022401+0.018275i,0.0031478+0.0024842i
0.0019097-0.01199i,0.04079-0.029645i,0.11634-0.061516i,0.18047-0.0871i,0.18538-0.091508i,0.15961-0.095186i,0.11278-0.11198i,0.035805-0.11326i,-0.014947-0.075591i,-0.0047696-0.034506i,0.017651-0.015944i,0.021312-0.0053781i,0.011185+0.0032641i,-0.0072005+0.0096056i,-0.023134+0.013709i,-0.030309+0.011991i,-0.024945+0.0065884i,-0.007758+0.0026795i,0.0096328-0.00069558i,0.016051-0.0055812i,0.010925-0.0081383i,0.0038016-0.0015999i,0.0024086+0.0083824i
-0.015592+0.0055667i,-0.058921+0.014224i,-0.14561+0.037368i,-0.21481+0.071723i,-0.20677+0.082154i,-0.16971+0.067637i,-0.13051+0.076523i,-0.054884+0.094749i,0.0084968+0.068564i,0.0072586+0.025316i,-0.013451+0.004702i,-0.017164-0.0088742i,-0.010176-0.022615i,0.0042555-0.028769i,0.019207-0.026333i,0.026703-0.020298i,0.023402-0.014632i,0.011829-0.0073454i,0.001306-0.0004522i,-0.0061978+0.0031174i,-0.0098886+0.0045171i,-0.0094478+0.002536i,-0.0056735-0.0020108i
0.023071-0.0040594i,0.079652-0.027481i,0.17635-0.062036i,0.24572-0.09262i,0.23364-0.081972i,0.19912-0.035221i,0.16697-0.028636i,0.088426-0.057359i,0.015656-0.040051i,0.011014+0.00098247i,0.028099+0.014422i,0.030948+0.018412i,0.027121+0.021556i,0.01519+0.01756i,-0.00070176+0.012005i,-0.01085+0.0066456i,-0.014131+0.0021246i,-0.011995-0.00066973i,-0.0051981-0.0049648i,0.0049906-0.012974i,0.011012-0.019104i,0.0078767-0.015718i,-0.0011246-0.0065393i
-0.010741+0.016297i,-0.059919+0.051173i,-0.1397+0.10545i,-0.19454+0.13446i,-0.18623+0.098003i,-0.16264+0.022085i,-0.15648-0.0087411i,-0.11848+0.023688i,-0.057772+0.035583i,-0.032401+0.012331i,-0.033047-0.0028248i,-0.030258-0.010628i,-0.020616-0.013775i,-0.0041321-0.011579i,0.01143-0.0075324i,0.017202-0.0016513i,0.015576+0.0023277i,0.0081819+0.0025789i,-0.0024522+0.0040118i,-0.012217+0.0082363i,-0.014898+0.0097917i,-0.0098016+0.0047979i,-0.0027773-0.0033297i
-0.00066232-0.019652i,0.021577-0.044372i,0.081118-0.085871i,0.14319-0.10836i,0.1533-0.071695i,0.13413-0.00057826i,0.12895+0.02464i,0.10337-0.015862i,0.041195-0.036541i,0.005814-0.010342i,0.01293+0.0086434i,0.019148+0.012379i,0.011886+0.016149i,-0.00028316+0.017361i,-0.011549+0.0096449i,-0.017711-0.0007109i,-0.01681-0.0038732i,-0.0087676+0.00039917i,0.0024019+0.0050035i,0.011324+0.0057147i,0.014596+0.005579i,0.012731+0.0076666i,0.0076693+0.009951i
-0.004669+0.0023628i,-0.032496+0.013894i,-0.10715+0.042618i,-0.18174+0.082306i,-0.17139+0.078223i,-0.11376+0.01147i,-0.091018-0.036399i,-0.070868-0.013091i,-0.018321+0.011894i,0.011591-0.0050456i,0.00067659-0.0209i,-0.010775-0.024245i,-0.011602-0.02649i,-0.0061963-0.019984i,0.0043621-0.0073656i,0.011282+0.00091843i,0.011703+0.0019462i,0.010023-3.6143e-05i,0.0069314-0.0019618i,-0.0025128-0.0029777i,-0.012612-0.0020554i,-0.011943-0.0017442i,-0.002184-0.0032095i
0.014156-0.0017331i,0.062933-0.018818i,0.14637-0.052355i,0.20152-0.087776i,0.15857-0.074454i,0.079836+0.0054788i,0.059135+0.068819i,0.052558+0.057632i,0.016982+0.029538i,-0.002436+0.029072i,0.0079055+0.031724i,0.015844+0.027652i,0.014162+0.021466i,0.0079178+0.011083i,0.0005112-0.00037354i,-0.0044201-0.007949i,-0.0090595-0.0081291i,-0.012969-0.0034144i,-0.010106-0.0019099i,0.001461-0.0044368i,0.011444-0.0062355i,0.0091207-0.0051588i,-0.0022029-0.0040835i
-0.013504+0.021751i,-0.050925+0.055912i,-0.12075+0.10737i,-0.17504+0.1431i,-0.15196+0.12257i,-0.080665+0.040535i,-0.052518-0.03903i,-0.057435-0.04769i,-0.036539-0.017988i,-0.007966-0.0084029i,-0.0047422-0.01569i,-0.0092881-0.021937i,-0.0061816-0.023381i,-0.0002404-0.020775i,0.0045373-0.011854i,0.007082-4.8652e-05i,0.0076046+0.0039133i,0.0050656+0.00090349i,-4.4681e-05-0.00056645i,-0.0059181-0.0017902i,-0.0099054-0.0057901i,-0.007495-0.0081927i,-0.0011221-0.003464i
-0.002471-0.010741i,0.010706-0.03705i,0.06575-0.081078i,0.1354-0.12373i,0.13337-0.13365i,0.05358-0.08793i,0.006124-0.0083787i,0.016452+0.019981i,0.0049749-0.0044496i,-0.022487-0.0073524i,-0.018318+0.011392i,-0.0010877+0.019782i,0.0068464+0.021246i,0.0096096+0.016464i,0.0071293+0.0039728i,0.00090532-0.0050015i,-0.0034029-0.004964i,-0.0026769+0.00059066i,0.0012854+0.0072892i,0.0065683+0.012818i,0.0085558+0.015152i,0.0044669+0.013268i,-0.00092567+0.0075708i
0.0018957-0.0015351i,-0.022086+0.001988i,-0.089115+0.022i,-0.16414+0.069533i,-0.14899+0.10619i,-0.051206+0.078065i,0.0068629+0.0015798i,0.0047974-0.031633i,0.019729-0.0065179i,0.04161+0.0017407i,0.033326-0.014078i,0.014994-0.023101i,0.0022106-0.022263i,-0.0046868-0.013994i,-0.0030801-0.003897i,-0.00034104+0.0012336i,0.00013433+0.0027027i,0.0017142+0.0018807i,0.0022228-0.00029276i,-0.0034952-0.0031135i,-0.010151-0.00317i,-0.0077732+0.00039583i,0.00078842+0.0041276i
0.010115-0.01005i,0.050187-0.01935i,0.13316-0.038866i,0.21507-0.075427i,0.2091-0.11178i,0.11785-0.10463i,0.03323-0.042101i,-0.0038712+0.017097i,-0.019093+0.02197i,-0.028172+0.010866i,-0.022923+0.015893i,-0.011113+0.023513i,-0.0029587+0.023514i,0.0011627+0.017043i,0.0011807+0.0060074i,-0.0010491-0.0041592i,-0.0048417-0.0072256i,-0.009056-0.0035706i,-0.0081521-0.0012408i,-0.0014005-0.001333i,0.0033985-0.0016662i,0.002117-0.0050207i,-0.0035997-0.010765i
-0.0099312+0.010961i,-0.040744+0.042073i,-0.11227+0.086922i,-0.19552+0.13011i,-0.21138+0.16515i,-0.12703+0.16454i,-0.028928+0.087575i,0.0021939+0.0052196i,-0.002354+0.0021132i,0.010013+0.022515i,0.018979+0.0087662i,0.011723-0.012557i,0.004046-0.021481i,-0.00016289-0.020667i,-0.00065556-0.010301i,0.001349-0.00083325i,0.0032146-0.0013989i,0.0040184-0.0051008i,0.0036283-0.0060275i,0.0010408-0.0077185i,-0.0030073-0.010937i,-0.0048183-0.007354i,-0.0026846+0.0038317i
-0.0060347-0.0026966i,0.0033411-0.017879i,0.051837-0.042897i,0.13938-0.070789i,0.18806-0.10072i,0.1355-0.10958i,0.046289-0.05875i,0.003925-0.010022i,-0.0088187-0.022257i,-0.024954-0.035055i,-0.027963-0.014904i,-0.01549+0.0042334i,-0.0025993+0.014211i,0.0060287+0.016364i,0.0072955+0.0085522i,0.0054238+0.0007084i,0.0031564-0.0014698i,0.0012709-3.4253e-05i,0.0027163+0.0045917i,0.0075667+0.010658i,0.011679+0.012826i,0.010182+0.0073614i,0.0073066-0.00234i
-0.0028788-0.0022833i,-0.022956-0.010134i,-0.093175-0.014212i,-0.20632+0.0087472i,-0.27234+0.058287i,-0.22461+0.097964i,-0.10803+0.07864i,-0.017065+0.033789i,0.017224+0.027829i,0.027365+0.034728i,0.030779+0.017353i,0.02269-0.0053775i,0.0093342-0.015235i,0.0011756-0.014917i,0.00017938-0.0076307i,0.0017209+0.00097688i,0.0037107+0.0043282i,0.005131+0.0020352i,0.0020393-0.0020818i,-0.0058171-0.0039338i,-0.010384-0.0012426i,-0.008066+0.0029248i,-0.0060177+0.0057352i
0.011695-0.0014181i,0.047414-0.0074319i,0.13009-0.0086304i,0.23978-0.018736i,0.29908-0.052424i,0.24633-0.094395i,0.10948-0.086606i,0.0022417-0.032886i,-0.017672-0.011501i,-0.013132-0.021769i,-0.018978-0.015265i,-0.016592+0.0037635i,-0.009761+0.013935i,-0.0055728+0.012529i,-0.0036418+0.0045524i,-0.0054194-0.0024324i,-0.0087234-0.0018298i,-0.0092998+0.004101i,-0.0050163+0.0082765i,0.0017047+0.0080104i,0.0044497+0.00566i,0.0024317+0.00022889i,0.0003343-0.0060121i
-0.00055696+0.0059568i,-0.026589+0.028537i,-0.085342+0.047186i,-0.17812+0.035012i,-0.25224+0.015855i,-0.23108+0.023465i,-0.12345+0.020594i,-0.036342+0.0013809i,-0.020511+0.010864i,-0.013485+0.032338i,0.0061516+0.026376i,0.012415+0.0037553i,0.009262-0.013523i,0.0063144-0.02017i,0.0043448-0.014668i,0.0018338-0.0073527i,-0.00056255-0.0048513i,-0.00063638-0.0047479i,-0.00069668-0.0069816i,-0.0038691-0.010913i,-0.0097365-0.011351i,-0.011307-0.001889i,-0.0077344+0.0096163i
-0.0023812-0.0047858i,-0.00023775-0.0064986i,0.037476+0.00038325i,0.13586+0.032079i,0.24197+0.059166i,0.25438+0.038001i,0.15913-0.00028371i,0.058825-0.021334i,0.022469-0.033925i,0.012207-0.040646i,-0.0025406-0.029961i,-0.0099437-0.0099897i,-0.0071006+0.007058i,-0.0019842+0.014491i,0.0019894+0.0080619i,0.0034179-0.0019826i,0.0010135-0.0058787i,-0.0025747-0.0035795i,-0.0012611+0.0033658i,0.0078296+0.0094413i,0.015834+0.0076541i,0.016498-0.00084261i,0.014307-0.0079139i
