-0.0029595-0.00018372i,-0.0021674-0.0015798i,-0.0039048-0.00096631i,-0.0038002+0.00030936i,-0.0029996+0.001171i,-0.0015861+0.0011493i,-8.8853e-05+0.0019604i,0.0011574+0.0019328i,0.0016781+0.0014755i,0.0015827+0.0010406i,0.0019855+0.00026486i,0.0021759-0.00043666i,0.0015619-0.00036213i,0.0009153+0.00038738i,0.00082868+0.00052259i,0.00061564+0.00048401i,0.0003725+0.00018285i,0.00083702-0.00017479i,0.00063504-0.00077826i,0.00010105-0.00074126i,0.00010736-7.3042e-05i,0.00054991+0.00017704i,0.00095211+0.00071911i
-0.0011355+0.0021406i,-0.00054858+0.0026224i,0.0003893+0.0043814i,0.00039026+0.0040321i,0.00041995+0.0019457i,0.00070657+0.0008154i,0.00075006-0.00014026i,0.00055803-0.00097804i,0.00077931-0.0011166i,0.00086964-0.00070677i,0.00078465+0.00015174i,2.2152e-05+0.00059824i,-0.00096078+7.0252e-05i,-0.00047597-0.00049571i,-4.1307e-05-0.00029113i,-0.00045596-0.00023459i,-0.00049271-8.7995e-05i,-0.0003906-0.00050924i,0.0003531+0.00015544i,0.0013772+0.00080978i,0.000603+0.00048399i,-9.7295e-05-3.4527e-05i,0.00019216-0.00017152i
-0.00050866-0.0013933i,-0.00035182-0.0015366i,-0.0023253-0.0011113i,-0.0023382-0.00017786i,-0.0015022-0.00024391i,-0.0010616+3.6932e-05i,-0.00054452+0.00059012i,-0.00054184+0.00011697i,-0.00064691-0.0005707i,-0.00076524-0.00060041i,-0.0010559-0.00041505i,-0.00064017-1.945e-05i,-0.0008641+0.00056863i,-0.00064233+0.00064778i,0.00029247+9.9923e-05i,0.00071691+0.00032202i,0.00053115+0.00019356i,6.3213e-05+0.00013656i,-0.00029569+0.00079919i,-0.00051903+0.0003266i,-0.00034396+9.168e-05i,7.106e-05+0.00048812i,0.00011866+7.1632e-05i
-0.00092152+0.0018902i,-0.00067817+0.0011535i,0.000195+0.0025007i,-0.0001121+0.0028034i,-0.00026338+0.0022232i,0.00034531+0.0018327i,0.00033766+0.0007456i,-0.00060394+0.00013565i,-0.00098806-4.9312e-05i,-0.00059199-7.0495e-05i,0.00024-0.00038584i,0.00092862-0.00069801i,0.00052817-0.00062997i,0.0002571-0.00032139i,0.00093769+0.00034403i,0.00025012+0.0003693i,-0.00095544-0.0001978i,-0.00031473-0.00021149i,-0.00024795-0.00018653i,-0.00074774-0.00013443i,0.00023087+0.00031192i,0.00059254-6.2382e-05i,0.00038266-0.00025774i
0.00061611-0.0016933i,0.00013736-0.0016265i,-0.0018613-0.0012348i,-0.0030411-5.5419e-05i,-0.0030115+0.00040078i,-0.0023886+0.00040199i,-0.00099045+0.0001404i,-0.000167+4.5909e-05i,-0.00033109-0.00010128i,-0.0010153-0.00043261i,-0.0012478-0.00021863i,-0.00052901-0.00014258i,-0.00033772-0.00031007i,-0.00026967+0.00041297i,3.6877e-05+0.00054206i,0.00026306+0.00041483i,-9.9556e-05+0.00055526i,-0.00060908+0.00058751i,0.00016309+0.00035515i,0.0010655+0.00031978i,0.00081486+0.00058457i,7.9601e-05-0.00014272i,-0.00039885-0.00078461i
-0.0026025+0.00088249i,-0.0024082+0.00096833i,-0.0026278+0.0016044i,-0.0022605+0.0023796i,-0.00078538+0.0016269i,0.00017942+0.00024298i,0.0004482-0.00021596i,-1.4088e-05-8.4122e-05i,-0.00068195-5.3991e-05i,-5.0109e-05-0.00066498i,0.00091489-0.00072695i,0.0015379-0.00032293i,0.0011836-0.00081429i,0.00063619-0.00070888i,0.0009368-0.00018788i,0.00064967-0.00033734i,-0.00049994-5.4782e-05i,-0.00084736+0.00016195i,-0.00014309-0.00016142i,0.00033666-0.00026677i,0.00078061-7.892e-05i,0.00065132+0.00010653i,0.00037455-6.1812e-05i
0.00028791+0.0012655i,0.00043039+0.0011977i,0.00073497+0.0012062i,0.00052208+0.00043037i,0.00055706-0.00067818i,0.00053398-0.0017328i,-0.00021393-0.0015348i,-4.0778e-05-0.00059369i,0.0011394-0.0001235i,0.00053716-0.00051347i,-0.00062948-0.00093687i,-0.00045074-0.00073657i,-0.00027308-0.0009427i,0.0001969-0.00044628i,1.9817e-06-0.00014281i,-0.00047994-0.00037557i,-0.0009027-0.00038257i,-0.00068441-0.00057018i,-0.00010915-0.00021687i,-4.8511e-05+0.00061247i,0.00034181+0.00067699i,0.00078179+0.00018367i,0.00033702-0.00036486i
0.0019352+0.0015343i,0.0022414+0.0012979i,0.0028751+0.0011565i,0.002139+0.00083028i,0.0008224+0.00020007i,-0.00030264-0.00041891i,-0.00065513-0.0001957i,0.0006141+5.1401e-05i,0.0013909+5.128e-05i,0.00071502+8.6242e-05i,-0.00025152-0.00010426i,-0.00030351-0.00043252i,-0.00060792-0.00082029i,-0.00097758-0.0010821i,-0.00066752-0.00035759i,-0.00078656+0.00028947i,-0.001333+1.1118e-05i,-0.00030876-0.00039712i,0.00060548-7.0319e-05i,0.00010009-5.385e-05i,0.00031986+0.00017955i,0.00046783+0.00058053i,0.00059503-1.2468e-05i
-0.00091839-0.00078368i,-0.0014611-0.0013992i,-0.0016593-0.0011764i,-0.0010311-0.00041217i,-0.0003989-0.00011197i,-0.00060365-0.00045131i,-0.00039191-0.00068022i,-1.515e-05-0.00040498i,-0.00021224-2.0393e-05i,0.00016125-0.00056899i,-1.1614e-05-0.00098914i,-0.00059509-4.1303e-05i,0.00099571+0.00054558i,0.0016263-2.7593e-05i,0.00085063-0.00056015i,0.00035368-0.00014663i,-0.00023+0.00038795i,-0.00019576+0.00011466i,0.00056045+0.0003995i,0.00031737+0.00076409i,-0.00029897+0.0003988i,-0.00019311+0.0005532i,0.00027487+0.00071344i
-0.0018455+0.0017098i,-0.0006175+0.0022509i,0.00039935+0.0020648i,0.00016978+0.00073855i,-0.00058161+0.00029885i,-2.4396e-05+0.00054905i,0.00067153+0.00063634i,0.00059208-0.0002076i,0.00040789-0.0013873i,1.4282e-05-0.00097595i,-0.00081634+1.0482e-05i,-0.00038333-0.00077899i,0.00047564-0.00099657i,0.00050644-0.00041658i,-0.00045845-0.00024644i,-0.00096462-0.00011509i,-0.00051399-0.00011566i,-0.00017621-0.00016563i,0.00045821-0.00023325i,0.0010517-0.00026633i,0.0011996-4.4653e-05i,0.0007826+0.00037185i,8.4714e-05+0.00067042i
0.00062124+0.00021832i,-0.00056535-0.00060984i,-0.0013902-0.0011031i,-0.0012013+0.0002761i,-0.00045571+0.00067377i,0.0004767+0.00010735i,0.00035802+0.00012699i,-2.5368e-05-0.00028519i,-0.00016966-0.00073515i,-0.00033456-0.00025359i,-0.00032891-0.00047306i,-0.00022987-0.00046557i,-7.7911e-05+0.0002929i,-0.00051081+0.00044815i,-0.00053663+0.000816i,-3.7689e-05+0.001396i,0.00013166+0.00074273i,0.00011089+0.00017696i,0.00012783+2.8546e-05i,0.00041606-0.0002749i,0.00081603-0.00037585i,0.00059891-0.00015196i,-0.0001753-0.00011412i
0.00081617-0.0014972i,0.00055677-0.0023197i,0.00092471-0.002213i,0.000182-0.0015617i,-0.0012707-0.00090608i,-0.0013775-0.00027337i,-0.00062056-4.3826e-06i,-3.3468e-06-0.00034812i,0.00076354-0.00081758i,0.00084153-0.00053726i,0.00047754+0.00011735i,0.00078941+0.00030691i,0.00080248+0.0003469i,0.00064022+0.00015365i,-0.00025449-0.00015821i,-0.00024207-0.00025554i,-4.2322e-05+0.000268i,-0.00098175+0.0015821i,-0.00045669+0.0016074i,-0.00011016-0.00018435i,-0.00089828-0.0006842i,-0.00067436+0.00021855i,-0.0002601-0.00015205i
-0.0019918+0.0022026i,-0.0015384+0.0028613i,-0.0015793+0.0039247i,-0.0022366+0.0041175i,-0.0016545+0.0031368i,-0.00082679+0.0023142i,-0.00035141+0.0012296i,0.000312-0.00015489i,0.00073761-0.00031365i,0.00044405-4.7007e-05i,-3.2535e-06-4.0708e-05i,0.00017514-0.00065752i,0.00041024-0.0011392i,0.00012151-0.00077044i,-0.00016084-1.0771e-05i,-6.5327e-05+3.3206e-05i,7.7022e-05-0.00036185i,-0.00022149+0.00010194i,-0.00013966+0.0010291i,0.0002131+0.00049013i,0.0006804-0.00025257i,0.00080259-1.5336e-05i,0.0010169-0.00033324i
0.0016855+0.00037736i,0.0018373+0.0004061i,0.00095986-0.00042098i,-0.00012824-0.00073512i,-0.00034597-0.00019783i,-0.0005783-0.00053466i,-0.00061492-0.00085115i,-0.00093679-0.00015522i,-0.0011975-5.5447e-05i,-0.00081269-0.00032418i,-0.00097153-0.0005124i,-0.00077216-0.00038676i,-0.0005849+3.6234e-05i,-0.00045012+0.00076538i,-1.842e-05+0.00093443i,0.00021731+0.0010395i,-6.9332e-05+0.0012749i,0.00022744+0.001511i,0.00084571+0.00081016i,0.00066973-0.00015946i,0.00023747-1.4738e-05i,-4.952e-06+0.00028901i,0.00011783+0.00022423i
0.00069416+0.0024297i,0.0013977+0.0020033i,0.0021487+0.0017581i,0.0022185+0.0009425i,0.0014788+0.0006838i,0.00084645+0.00013921i,0.00065832-0.00022812i,4.1319e-07-0.00059458i,-0.00022504-0.0016173i,0.00014381-0.0020845i,6.6613e-05-0.0015808i,4.5412e-05-0.0012109i,8.2072e-06-0.00082854i,-0.00029675-0.00025659i,-0.00087672-0.00011745i,-0.0011929-0.00072433i,-0.00086514-0.00085636i,-0.00028379-0.00027015i,1.4047e-05+0.00013832i,0.00031967+0.0002898i,0.00042938+0.00055223i,0.00038795+0.00052337i,-7.7841e-05+0.00025202i
-0.00088391-0.00054135i,-0.0013134-0.00011899i,-0.0010274-0.00035569i,-0.00075879-0.00042625i,-0.0017085-1.0297e-06i,-0.0016108+0.00047215i,-0.00049057+0.00052926i,0.0002567+0.00048643i,0.00074255-0.00046269i,0.00052976-0.0012737i,0.00063454-0.00033861i,0.00030758+0.00073359i,-0.0003159+0.00070432i,0.00044548-3.0199e-05i,0.00045918-0.0002i,-0.00068088-0.00040257i,-0.0010416-0.00045417i,-0.00073682+0.00018359i,-0.00043021+0.00083859i,0.00016658+0.00080385i,0.0011064+0.0011825i,0.00092538+0.0010679i,0.00055338+0.00058826i
-0.0025935+0.00063265i,-0.0026084+0.00072487i,-0.0025921+0.0014977i,-0.0024948+0.0018107i,-0.0011384+0.0014203i,0.0003863+0.00067165i,0.0011603+8.1937e-05i,0.00086298-0.00079326i,-0.00092893-0.0017043i,-0.0011753-0.0015629i,-0.00045378+0.00015342i,0.00041357+0.001032i,0.00060667+0.00041951i,-1.9139e-05-0.00040356i,0.00059456-0.00022787i,0.00017909-6.5312e-05i,-0.00081509-0.00088614i,-0.00041145-0.0010953i,0.00015011+0.000429i,0.00053073+0.00097016i,0.00075152+0.00025141i,0.00031565+0.00041984i,0.00059331+8.243e-05i
6.7756e-05-0.0011596i,0.00042656-0.001659i,0.00017439-0.0017584i,-0.0001516-0.0010776i,-0.00020568-0.00028534i,-5.6316e-05+0.00036918i,-1.2218e-05-0.00019946i,-0.00036343-0.0015506i,-0.00047566-0.0013004i,-0.00015929-0.00052034i,0.00019845-0.00044766i,0.00089524-2.3809e-05i,0.00077414-3.5409e-05i,-2.4652e-05-0.00063663i,-0.00039537-0.00017383i,-0.00091623+0.0007901i,-0.00097854+0.0009366i,-0.0002011+0.00071607i,-4.5858e-05+0.00055785i,-0.00030301+0.00056529i,-3.4604e-05+4.5694e-05i,0.0004605-0.00036689i,0.00040154+0.00017976i
0.0019601+0.00062303i,0.0013608+0.00014107i,0.00018047-0.00039585i,-0.0010269-0.0013728i,-0.0022175-0.0013187i,-0.002546+0.00037373i,-0.0010069+0.0010779i,0.00017034+0.00050854i,0.00048342+0.00037979i,0.00044195-0.00025205i,5.6974e-05-0.0002267i,-0.0001349+0.00053022i,-0.00033427+0.0004529i,-0.00024105+0.00041022i,-0.00022932+0.00058868i,0.00013993+0.00061118i,3.1039e-05+0.00048539i,-0.00081339-0.0001104i,-0.00080449+0.00015515i,2.5248e-05+0.00084762i,5.4171e-05+0.00088859i,-0.00067985+0.00024275i,-0.00092004-8.4898e-05i
0.00043745-0.0010026i,-0.00054052-0.0012619i,-0.00036166-0.0013817i,-0.00064052-0.0012313i,-0.0010261-0.00082196i,0.00022414-4.5385e-05i,0.00068809+0.00025045i,-1.0161e-06-0.00044585i,-0.00041305-0.00033306i,-0.00050809-1.2613e-05i,-0.0010475+0.00056977i,-0.00097985+0.00076395i,-0.00030196-0.00014818i,0.00010279-0.00024776i,4.8365e-05+0.000527i,-0.0003206+0.0010125i,-0.0002478+0.00099107i,0.00044411+0.0006047i,0.00017912-0.00011172i,-0.00040847-0.00038683i,-6.1483e-05-0.00032284i,0.00085321+0.0001136i,0.00098391+0.00025557i
-0.0010195+0.00054649i,-3.3641e-05+0.00074625i,-0.00032411+0.0020588i,-0.0020172+0.0019511i,-0.0032157+0.0016434i,-0.0027356+0.0011753i,-0.0013087-0.00033989i,-0.0004247-0.0011739i,-0.00043782-0.00086884i,-0.00029943-0.00070415i,0.00039913-0.00039984i,0.0010299+0.00069032i,0.0011191+0.00029742i,0.00029284-0.00036764i,-0.00014681-0.00031632i,-0.00025558-0.00078891i,-0.00055062-0.00060967i,-0.00048522-0.00090165i,2.6739e-06-0.00075334i,-0.00040324+0.00083166i,7.5939e-05+0.00078501i,0.00099896-0.000145i,0.0010969-5.4393e-05i
0.00097056-0.0025638i,0.00083267-0.0017299i,0.00022273-0.0025523i,-0.001334-0.002856i,-0.0019431-0.0016623i,-0.0012595-0.00010149i,0.0001067+0.00097924i,0.00045004+0.00074841i,-0.00011633+0.00025874i,-0.00050931-0.00059489i,-0.00066771-0.00071474i,-0.00060223+0.00018001i,-0.000241+0.00039023i,1.6948e-05+0.00070748i,-0.00023685+0.00080289i,-0.00013872+0.00074618i,-0.00018168+0.00024205i,-0.00065445+0.00059921i,3.711e-06+0.0015129i,0.00070297+0.0010646i,0.00049944+0.00030898i,-0.00039472+0.0008484i,-0.00092508+0.001307i
-0.00012217-0.00042205i,0.00066118-0.0010604i,9.872e-05-0.0012088i,-0.0010795-0.0010091i,-0.0017525-0.00012809i,-0.00076688+0.00097362i,0.00023335+0.00039993i,0.00041309-0.00084388i,0.00021797-0.00094998i,-0.0004502-0.00022539i,-0.00028059+1.0881e-05i,0.00050776+0.00026201i,0.00062227+0.00051718i,0.00016644+0.00031501i,0.00043548+0.00019817i,0.00076606+0.0001246i,0.00057162-0.00095267i,0.00032006-0.00094394i,0.00028405+0.00014704i,0.00051569-0.00047036i,0.0005714-0.00077847i,-0.00043062-0.00032163i,-0.00055006-0.00058592i
-0.00024363+0.001039i,-0.00053794+0.00069841i,-0.00050791+0.00082879i,-0.00069453+0.00075963i,-0.00079696+0.00053809i,-4.2628e-05+0.00079682i,0.00052268+0.00062909i,0.00041802-0.00059552i,0.00053844-0.0010754i,0.00091943+0.00018143i,0.00081254+0.00044484i,0.00086378-7.8128e-06i,0.00063115-6.2061e-06i,0.00018653-4.2132e-05i,0.00048309-0.00014364i,0.00034845-0.00026526i,-0.00064052+3.831e-05i,-0.00043176+0.00095294i,0.00034043+0.0010428i,0.00074265-3.0968e-05i,0.00031629-0.0001934i,0.00015833+0.00014495i,0.00060564+2.6438e-05i
-0.00014483-0.0014796i,-0.0005666-0.0011411i,-0.0012702-0.0016973i,-0.00095882-0.00084915i,-0.00088677+4.2962e-05i,-0.00073872-0.00023875i,-0.00047453-0.00057801i,-0.00012421-0.00054993i,0.00021539-0.00076225i,0.00030866-0.0012388i,0.00015196-0.0012743i,-0.00013811-0.00018659i,0.00010465+0.00092606i,0.0002393+0.0010731i,0.00037917+0.00013903i,0.00086049-5.4987e-05i,0.00037354+0.00081802i,-5.0139e-05+0.00030157i,0.00038873-0.00030325i,0.00059039-0.00031138i,0.00071679-9.9457e-05i,0.00043404-1.4821e-05i,0.00024342+0.00052964i
0.0012305+0.0027146i,-0.00022949+0.0021721i,-5.879e-06+0.00069739i,0.00012986+8.1644e-05i,-0.00050347-0.0013429i,-0.00034557-0.00094735i,-0.00012117+6.3439e-05i,-0.00043021-0.00068488i,-0.00037206-0.0010491i,0.00050094-0.0015028i,0.00040052-0.0014834i,-0.00049726-0.00036476i,-0.00084865+0.00053793i,-0.00083015+0.00018039i,-0.00025145-1.5192e-05i,0.00030014+0.00066234i,0.00049257+0.0010962i,9.2262e-05+0.0006311i,-0.00010724+2.3482e-05i,-5.4442e-05-0.00023969i,-0.00017585-0.00020364i,-0.00020776+0.000191i,0.00055198+0.00048706i
-5.6772e-05-0.0014634i,0.00038458-0.00041256i,5.6042e-05-9.4404e-05i,-0.0014205-0.00022151i,-0.0024629+0.00064204i,-0.0016143-0.00012035i,-0.00066921-0.00094049i,-0.00044405-0.00056464i,-0.00045234-0.00036664i,6.9458e-05+3.4966e-05i,0.00085345-0.00016784i,0.00073969-0.0010467i,0.00059212-0.00098352i,0.00011408+0.00031643i,1.8595e-05+0.00032324i,0.00020169-0.00046283i,0.00038581-0.00011461i,0.00069526+4.2477e-05i,0.00055509+7.7121e-05i,0.00051396+8.6658e-05i,0.00069678+9.8081e-05i,0.00058099+4.4691e-05i,0.00092365-0.00046047i
0.00047993-0.0017969i,-7.282e-05-0.0020589i,-0.00070574-0.0020626i,9.6824e-05-0.00090805i,-0.00023802+0.00026555i,-0.00073765+0.00090437i,-7.9579e-05+0.00035854i,0.00032557-0.00029676i,-0.00031727-0.00065219i,-0.0013396-0.00096616i,-0.00099357-0.0006141i,9.8777e-05+5.7714e-05i,0.00036004+0.00054663i,0.00023272+0.00037472i,6.6653e-05+5.7205e-06i,9.8512e-05-5.6297e-05i,-0.00016502-0.00035393i,-0.00038829-0.00026035i,-2.9319e-06+0.00048725i,0.0004119+0.00040499i,0.00040015-0.00034676i,0.00046014-0.00080198i,0.00030276-0.00049169i
0.0024846-0.0013913i,0.0025537+0.00022549i,0.0016481+0.00027282i,-0.00030098-0.0011622i,-0.0015341-0.0016951i,-0.0012509-0.00077689i,-0.00081662+0.00028262i,-0.00087603+9.7923e-05i,-0.00021235-0.00090822i,0.0011586-0.0011254i,0.0005166-0.00093056i,-0.0011952-0.00065703i,-0.0012146+1.9425e-05i,-0.00053137+0.00043811i,0.00032009+0.00038982i,0.00045282+0.00076665i,-9.2388e-05+0.00075663i,-0.0003026+0.00043182i,0.00065155+0.00028862i,0.00074702+0.00022325i,-0.00019038-9.2727e-05i,-0.00025853-0.00018208i,-6.9616e-05-0.00019423i
-0.0024323-0.0011405i,-0.0034232-0.00048099i,-0.0041579+0.00057933i,-0.0036714+0.0016928i,-0.0021956+0.0022211i,-0.00056431+0.0015569i,0.00019437+0.00038461i,0.00027856+6.4044e-06i,0.00055344+0.00053313i,0.00068298+0.00043428i,0.0002244+0.00015017i,0.000252+0.00024142i,0.0008374+0.0001608i,0.001024+2.3949e-06i,0.00021422+0.00027528i,-0.00019109+0.00070762i,0.00029226+0.00017762i,-1.2849e-05-8.1538e-05i,-0.00032466+0.0002678i,1.567e-05+0.00067135i,0.00049357+0.001036i,-0.00059573+0.00079975i,-0.0015431+3.8298e-05i
0.0015696+0.0023559i,0.0018132+0.0015112i,0.002069+0.00088044i,0.0010682-0.00012965i,-8.0675e-05-0.00095241i,8.1316e-05-0.00070285i,0.00050073-0.00047717i,0.00038696-0.001113i,0.00030514-0.0016022i,0.00015649-0.00169i,0.00033601-0.0014135i,0.00019674-0.00087387i,-0.00017951-0.00016076i,-0.0004903-0.00012238i,-0.00075966-0.00030968i,-0.00078259+0.00028523i,-0.00051788+0.000841i,0.00012067+0.0010586i,0.00032936+0.00099914i,0.0005385+0.00038888i,0.00030888-0.00044051i,5.1531e-05-0.00099284i,-0.00074524-0.00053969i
-0.0014477+0.0011866i,-0.0015848+0.0018634i,-0.0025839+0.001807i,-0.0026907+0.0016136i,-0.0011314+0.0011094i,-0.00034346+0.00090283i,-0.00031696-9.4076e-05i,-4.8343e-06-0.0007932i,0.00061844-0.00073073i,0.0009857-0.0006611i,0.00081711-0.00012334i,-0.0003603-0.0004462i,-0.0010095-0.00083023i,-0.00022004-0.0004131i,0.00050798+0.00028265i,0.00076035+0.00021855i,0.00022536+0.00061257i,-0.00024779+0.001367i,-3.3015e-05+0.0009835i,-0.00013419+0.00029628i,4.3665e-05-0.0001673i,0.00044751-0.0003194i,-0.00027547-0.00034554i
-0.0016772-0.0016108i,-0.00089438-0.0013355i,-0.001029-0.00075508i,-0.0022247-0.00032586i,-0.0027611+0.00018162i,-0.0016727+0.00078954i,-0.0011335+0.00035272i,-0.00067868-0.00045292i,-0.00082893-0.00024077i,-0.0012238-0.00011254i,-0.0010344-0.00027373i,-0.00089603-8.0893e-05i,-0.00015327+0.00013801i,0.00025336-7.9092e-06i,0.00073577-0.00031688i,0.0010896-0.00011677i,0.00071164+0.00057735i,-5.2878e-06+0.00076369i,-0.00090436+0.00067492i,-3.1902e-05+9.2372e-06i,0.00085219+4.6831e-05i,-6.811e-05+0.00098221i,-0.00098672+0.0008811i
0.00019597-0.00077557i,0.00049197-0.0009445i,0.00041726-0.00077313i,-0.00044545-0.00018613i,-0.0011894+0.00091947i,-0.00063203+0.0007751i,-0.00023706+0.00034636i,-0.00048843-2.7331e-05i,-0.00037307-0.00037359i,0.00049112-0.00077971i,0.0011258-0.00086103i,0.00021427-0.00040485i,-0.000262-0.00040664i,0.00029272+2.1789e-05i,0.00035449+0.00017599i,-0.0001571+0.00018543i,0.00010668+0.00018793i,0.00033466-0.00030974i,0.00040494-0.00060475i,0.00036735-0.00032294i,-6.9761e-05-0.00032604i,-9.28e-05-0.00047337i,-4.8125e-05+0.00024789i
-0.00022925+0.0018843i,0.00090513+0.0019666i,0.0011136+0.001719i,0.00013176+0.00038162i,-0.00013103-0.00062764i,0.00013464-0.0011443i,0.00038367-0.00069787i,0.00014289-0.00017836i,0.00012031-9.3161e-05i,0.00065679-0.00023106i,0.00085974-0.00023516i,0.00068922-0.00023859i,-8.3e-05-0.00070324i,-3.7599e-05-0.00088862i,0.00028383-0.00021078i,-7.3555e-05-0.00024853i,0.00019494-0.00041491i,-0.00023879-0.00010382i,-0.00023242+8.158e-05i,0.00050272-0.00024293i,7.7866e-05-0.00049401i,-0.00069248+8.2316e-06i,-0.00052399+0.00043372i
0.00077945+0.00058973i,-0.00053939+0.00087934i,-0.000167+0.00056953i,-0.00014624+4.9431e-05i,-0.00061542+3.944e-05i,-0.00085407-0.00025965i,-0.000854-0.00028933i,-0.00049229-0.0005623i,-0.00014571-0.00057014i,0.00015183-0.00084966i,0.00017912-0.0011353i,0.00027629-0.00079278i,0.00020744-9.34e-05i,-0.00016928+8.654e-05i,-0.00037793-5.7e-05i,-0.00055617-6.6864e-05i,-0.00021333-0.00043051i,0.00011958-0.00072703i,-0.00016449-0.00030258i,-0.00036927+0.00015326i,0.0001716+0.00011019i,0.0011574+0.00017905i,0.00019718-0.00016027i
-0.00035838+0.0015122i,0.00080143+0.0012327i,0.00071359+0.00085705i,-0.00011976+0.0012942i,-0.00028686+0.0012766i,-0.00029286+0.00077612i,0.00058271+0.0010878i,0.00081445+0.00069126i,0.00087089-0.00073435i,7.4321e-05-0.0010461i,-0.00030305-0.00090631i,0.00072469-0.0012605i,0.00065018-0.00054299i,-0.00011319-0.00012907i,-0.00043115-7.5824e-05i,-0.00059599+0.000374i,-0.00066284+0.00024568i,3.6791e-05+9.9199e-05i,0.00010715+0.0003317i,-0.00043411+0.00037223i,-0.00013759+0.00029913i,0.00025179+0.00033935i,5.808e-05+7.5853e-05i
0.00013101-0.0010477i,-0.00027211-0.0013547i,-0.0011214-0.0013107i,-0.0016086-0.0011276i,-0.0021442-0.00010566i,-0.00012454+0.0002165i,0.0013052+9.2551e-05i,0.00035105-0.00071575i,-0.00026582-0.0015639i,-0.00052733-0.0013879i,-0.00028712-0.00034267i,0.00028012+0.00026897i,0.00065798+0.00021499i,0.00045429+0.0002575i,0.00077344+0.00019292i,0.00053049+0.00066809i,0.00032213+0.0013643i,-0.00011557+0.0011381i,1.1536e-05+0.00074953i,0.00056204+0.0010341i,0.00012467+0.00067428i,0.00028873-6.3987e-05i,0.00057836+1.4978e-05i
-0.001214+0.00093547i,0.0006473+0.0016223i,0.00063822+0.0014339i,-0.00029658+0.00072908i,-0.00073625+0.00015772i,-0.00079344-0.000357i,-0.00078627-0.0004222i,-0.00061925-0.00082232i,-0.00088401-0.00047942i,-0.00072982-0.00017952i,-0.00029695-0.00070893i,0.00043926-0.00097194i,0.00089964-0.0015273i,0.00055734-0.0014184i,0.00047049-0.00050863i,0.00031069-0.00020998i,-0.00012253-0.00017081i,-0.00052466-0.0001369i,-0.00015457+0.00018322i,-1.0089e-05+0.00082061i,-0.00012741+0.00082391i,0.00038061+0.00017802i,-9.3489e-05-0.00065473i
-0.001466+0.0015813i,-0.00030384+0.0015977i,-0.00086605+0.0017948i,-0.0012904+0.0018684i,-0.00064363+0.0018094i,0.00046385+0.00083121i,0.00056815-2.241e-05i,0.00037063-0.00035138i,4.862e-05-0.00017058i,-0.00027853+0.00053119i,0.0001899+0.00039381i,0.0010556-0.00074046i,0.0011276-0.001529i,0.0008067-0.0011352i,0.00015281-0.0003204i,-0.00053113-0.00022155i,-0.00071516-0.0006047i,-0.00059343-0.00067369i,-0.00055249-0.00046751i,0.00016125-0.00043794i,0.001009-0.00019191i,0.00099056-2.9208e-06i,0.00064254+6.6186e-06i
-0.00018542-0.00093241i,0.00011588-0.00062265i,-0.00082977-0.00029353i,-0.0011947+0.0006122i,-0.00054053+0.0011966i,-2.3001e-06+0.00024705i,0.00023532-0.00053074i,2.2102e-05-0.00010398i,-0.00018565+5.2334e-05i,1.6415e-05-0.00093586i,-0.00020139-0.0014176i,-0.00024232-0.00025612i,-0.0002226+0.00020758i,3.5245e-07-0.00056354i,0.00052862-0.00011244i,0.00046292+0.00040936i,0.00028467-0.00027994i,0.00028633-0.00046556i,4.0965e-05-0.00055448i,0.00028944-0.00036611i,0.0010549+0.00043029i,0.000928+0.00091828i,0.00035199+0.00029367i
0.00028074+0.0029828i,0.00041886+0.0014867i,0.00015913+0.0011459i,-5.3802e-05+0.0010345i,-0.00028327+0.00073519i,-8.3662e-05+0.00020452i,-0.00012037-0.00061241i,-0.00076652-0.0010811i,-0.00076914-0.00053993i,-0.00017462-0.00050713i,0.00020402-0.00083315i,0.00013082-0.00076695i,0.00028123-0.00069171i,0.0001829-4.8622e-05i,-0.00046777+0.00056838i,-0.00013785+0.00030127i,0.0007598+0.00037659i,0.00084849+0.00067303i,0.00051491+0.00083212i,0.00015171+0.00067151i,0.00017563+0.00026407i,-0.00016618+7.0838e-05i,0.00028642+0.00043568i
0.00029278+0.0010234i,0.0007601+0.0010238i,0.00014207+0.00076267i,-0.00050525-0.00017642i,-0.00082861-0.00033817i,-0.0013365+0.00023534i,-0.0013302-8.4979e-05i,-0.00083496-0.0001966i,-0.0008619+0.00019465i,-0.00092789-0.00027773i,-0.00016516-0.00073747i,-0.00060852+0.00027997i,-0.00093061+0.00033532i,-0.00042181-0.00031412i,-0.00028317-0.00048087i,-6.0119e-05-0.00047732i,0.00020664-0.00046146i,7.6894e-05+0.00041418i,0.00018515+0.0015638i,0.00044448+0.00126i,0.00083975+0.00045985i,0.0012757+0.00044575i,0.00069491-0.00011586i
