-0.0029595-0.00018372i,-0.0021674-0.0015798i,-0.0039048-0.00096631i,-0.0038002+0.00030936i,-0.0029996+0.001171i,-0.0015861+0.0011493i,-8.8853e-05+0.0019604i,0.0011574+0.0019328i,0.0016781+0.0014755i,0.0015827+0.0010406i,0.0019855+0.00026486i,0.0021759-0.00043666i,0.0015619-0.00036213i,0.0009153+0.00038738i,0.00082868+0.00052259i,0.00061564+0.00048401i,0.0003725+0.00018285i,0.00083702-0.00017479i,0.00063504-0.00077826i,0.00010105-0.00074126i,0.00010736-7.3042e-05i,0.00054991+0.00017704i,0.00095211+0.00071911i
-0.048174+0.0011486i,-0.13321+0.008213i,-0.21247+0.043937i,-0.18524+0.093371i,-0.053161+0.084267i,0.069836+0.0051957i,0.11222-0.049801i,0.094672-0.037537i,0.066419-0.0013443i,0.06169+0.010094i,0.066559-0.011962i,0.049548-0.03117i,0.027438-0.026063i,0.026802-0.014131i,0.035374+0.00033454i,0.036179+0.022485i,0.026789+0.042932i,0.01537+0.047321i,0.010446+0.035648i,0.013031+0.024163i,0.019971+0.023312i,0.030336+0.02432i,0.038066+0.015319i
0.04914+0.00040117i,0.13646+0.0092796i,0.22618+0.00026754i,0.21456-0.039104i,0.077737-0.056845i,-0.060762-0.019861i,-0.10929+0.0059608i,-0.090435-0.0017117i,-0.048931-0.0094686i,-0.028202-0.0076883i,-0.03346+0.0066506i,-0.02956+0.023106i,-0.016188+0.025456i,-0.015017+0.022023i,-0.017745+0.015046i,-0.0082811-0.0033454i,0.010297-0.023561i,0.021736-0.031314i,0.017467-0.026756i,0.0055253-0.022167i,-0.0056916-0.027509i,-0.017272-0.03396i,-0.028129-0.027807i
-0.047402-0.016562i,-0.13248-0.041847i,-0.23634-0.053286i,-0.24614-0.011713i,-0.11642+0.04365i,0.031449+0.05046i,0.085858+0.040539i,0.069476+0.037151i,0.03644+0.024238i,0.024551+0.013973i,0.037698+0.0043496i,0.04105-0.012117i,0.032538-0.02198i,0.032175-0.028885i,0.031781-0.033998i,0.016117-0.026745i,-0.008541-0.013355i,-0.021802-0.0036277i,-0.018301+0.0023293i,-0.0099443+0.0090587i,-0.0029884+0.022787i,0.0079254+0.033748i,0.021366+0.029529i
0.041465+0.023724i,0.12211+0.06861i,0.22276+0.10987i,0.24371+0.084891i,0.13962+0.0081362i,0.010772-0.040421i,-0.037986-0.050558i,-0.028009-0.046016i,-0.019195-0.02214i,-0.026554-0.0012857i,-0.042498+0.007439i,-0.044254+0.015582i,-0.035048+0.015548i,-0.04027+0.015578i,-0.047207+0.022074i,-0.036478+0.020779i,-0.01718+0.014806i,-0.0040423+0.01058i,-0.0019512+0.0056208i,-0.0027137+0.00045329i,0.00017042-0.0086467i,-0.00097604-0.021052i,-0.010233-0.028189i
-0.033815-0.027535i,-0.10553-0.088329i,-0.19652-0.15811i,-0.22563-0.15018i,-0.15111-0.057778i,-0.047525+0.017328i,-0.0079413+0.036503i,-0.010376+0.026249i,0.0045937-0.0072663i,0.020091-0.032738i,0.026507-0.025997i,0.030499-0.013555i,0.027827-0.0080989i,0.03373-0.0081945i,0.042169-0.013465i,0.032645-0.013976i,0.013268-0.0080835i,0.001732-0.0011434i,0.002002+0.0052538i,0.0064664+0.0078044i,0.0045292+0.010092i,0.00024479+0.018179i,0.0026206+0.026971i
0.028141+0.03007i,0.083519+0.10284i,0.15368+0.1955i,0.18195+0.20793i,0.13412+0.11284i,0.062137+0.018288i,0.035525-0.014759i,0.028448-0.0096877i,-0.0045133+0.0062884i,-0.028812+0.01495i,-0.028189+0.0075822i,-0.023736-0.0026416i,-0.021982-0.0059568i,-0.031635+0.0005857i,-0.040461+0.015767i,-0.026848+0.02495i,-0.004083+0.022017i,0.0081824+0.013852i,0.0085493+0.002372i,0.0052289-0.0080753i,0.0059022-0.013904i,0.0078433-0.018414i,0.0052107-0.02329i
-0.02493-0.030101i,-0.063581-0.10939i,-0.11449-0.21373i,-0.13945-0.2374i,-0.11095-0.14766i,-0.065584-0.058974i,-0.050605-0.033478i,-0.036338-0.028743i,0.006918-0.013021i,0.040359-0.0030328i,0.03855-0.0036331i,0.024098-0.0012032i,0.017991+0.0047042i,0.032079+0.0016073i,0.049438-0.016217i,0.041755-0.032832i,0.021217-0.034235i,0.009238-0.023616i,0.005122-0.0078535i,0.0031203+0.0035561i,-0.0015905+0.0074172i,-0.007629+0.010735i,-0.0083337+0.01606i
0.011376+0.036012i,0.030297+0.12269i,0.05257+0.23916i,0.065904+0.27738i,0.054679+0.19809i,0.035228+0.11111i,0.030852+0.082816i,0.013654+0.061527i,-0.028613+0.024954i,-0.055848+0.0082289i,-0.045479+0.012235i,-0.022575+0.0088027i,-0.01273-0.0022138i,-0.026271-0.0052315i,-0.049073+0.0062701i,-0.052195+0.022171i,-0.037011+0.025869i,-0.021446+0.015458i,-0.011956+0.00069502i,-0.0079034-0.0066928i,-0.0013437-0.0042747i,0.0095876-0.0031507i,0.016142-0.0091099i
-0.0038185-0.033679i,-0.006527-0.11861i,-0.00069175-0.23369i,0.00095849-0.27516i,-0.00076141-0.20047i,0.0093505-0.12189i,0.014314-0.10313i,0.018026-0.074888i,0.03537-0.020741i,0.045564+0.0048225i,0.03399+0.00094718i,0.01322+0.0017085i,0.0044909+0.010966i,0.020097+0.014304i,0.045173+0.0046643i,0.0499-0.0089264i,0.033612-0.011475i,0.016164-0.0021226i,0.0057299+0.0088067i,0.0029297+0.011996i,0.0014658+0.006956i,-0.0052121+0.0018683i,-0.011222+0.0023243i
-0.00023175+0.037967i,-0.013836+0.11613i,-0.040406+0.22509i,-0.053167+0.26738i,-0.044364+0.19753i,-0.053005+0.11985i,-0.064807+0.098533i,-0.048787+0.063086i,-0.029569-0.0034152i,-0.023653-0.036562i,-0.017114-0.024717i,0.00011965-0.01061i,0.010084-0.013442i,-0.0069774-0.017442i,-0.035483-0.0097295i,-0.042547+0.0046969i,-0.02627+0.011539i,-0.0082941+0.0037762i,0.0014091-0.0086492i,0.0037366-0.014478i,0.0042394-0.010203i,0.0072508-0.0031387i,0.0098712-0.0010338i
0.010263-0.03358i,0.03728-0.10279i,0.082625-0.1996i,0.10358-0.23497i,0.090964-0.17121i,0.0927-0.096013i,0.10325-0.070346i,0.074509-0.044363i,0.032805+0.0069251i,0.019292+0.031046i,0.013315+0.014534i,-0.0023656-0.00362i,-0.013863-0.0034547i,-0.00042875+0.0040801i,0.029565+0.0030814i,0.043757-0.008608i,0.032634-0.015105i,0.013452-0.0073672i,0.0010971+0.0064593i,-0.0025286+0.013343i,-0.0036004+0.0087771i,-0.0069493-0.00014797i,-0.010516-0.0032254i
-0.014685+0.026407i,-0.052543+0.085827i,-0.1146+0.16296i,-0.14846+0.18923i,-0.13146+0.13552i,-0.11787+0.058327i,-0.11894+0.02134i,-0.084992+0.0089272i,-0.032794-0.014113i,-0.012374-0.023005i,-0.0086466-0.0041323i,0.0036123+0.012695i,0.01234+0.010387i,-0.001345-0.00032585i,-0.029367-0.0051927i,-0.044618+0.0006107i,-0.035326+0.0066011i,-0.012642+0.002115i,0.0037933-0.0072963i,0.0068912-0.0094458i,0.0058843-0.0024594i,0.0064496+0.0064797i,0.0078594+0.0090523i
0.017137-0.025663i,0.060301-0.070942i,0.12805-0.12739i,0.1607-0.14034i,0.13329-0.084115i,0.11067-0.009854i,0.10589+0.023197i,0.068194+0.018961i,0.007749+0.015583i,-0.01798+0.017223i,-0.0099735+0.0062788i,-0.0077407-0.0080618i,-0.011938-0.0081443i,0.00080237+0.0030401i,0.026705+0.0097588i,0.039791+0.0064528i,0.029003+0.0026937i,0.0074468+0.0050357i,-0.0066509+0.0098256i,-0.0082333+0.0099488i,-0.0035905+0.0040292i,0.0002779-0.0029177i,0.001057-0.0055641i
-0.018645+0.02015i,-0.065522+0.053628i,-0.13688+0.094782i,-0.16897+0.10068i,-0.13421+0.048055i,-0.095853-0.020593i,-0.079628-0.051993i,-0.048711-0.039555i,-0.0035137-0.016844i,0.016428-0.0086963i,0.010274-6.6372e-05i,0.0084877+0.014013i,0.012492+0.018401i,0.0021607+0.0088757i,-0.019648-0.0015427i,-0.030788-0.0024407i,-0.020832+0.0017254i,-0.00055361+0.0016957i,0.011464-0.0055799i,0.010596-0.011534i,0.0060865-0.0078185i,0.0026956-0.00051332i,0.0014738+0.0025073i
0.017866-0.016008i,0.064117-0.037725i,0.12869-0.05714i,0.15282-0.048556i,0.11293-0.005486i,0.06714+0.046668i,0.046414+0.064668i,0.029552+0.039606i,0.0089809+0.0065251i,-0.0028226-0.0081612i,-0.0032461-0.013898i,-0.0034751-0.022845i,-0.0042245-0.026369i,0.0056782-0.017322i,0.023052-0.0053624i,0.031785-0.0027823i,0.022791-0.0067223i,0.002615-0.0071015i,-0.01179-0.00031904i,-0.012802+0.0053517i,-0.0081607+0.002229i,-0.0036953-0.0037218i,-0.0014484-0.0059004i
-0.018006+0.009505i,-0.060129+0.021689i,-0.11981+0.028385i,-0.13859+0.019987i,-0.089003-0.0040484i,-0.0307-0.041893i,-0.0083667-0.057455i,-0.0060125-0.032698i,-0.0046772-0.00022148i,-0.002776+0.014596i,-0.0037448+0.020179i,-0.0040352+0.025571i,-0.0055936+0.024061i,-0.015433+0.012473i,-0.029744+0.00059263i,-0.036205-0.0010845i,-0.025457+0.0043748i,-0.0055113+0.0066334i,0.008222+0.0027978i,0.010959+0.000234i,0.00754+0.0034044i,0.0021132+0.0059958i,-0.0029303+0.0041418i
0.014914-0.0030798i,0.053289-0.0053878i,0.1033-0.0025115i,0.11252+0.0046476i,0.060529+0.014948i,0.0041828+0.03i,-0.015147+0.032227i,-0.0085836+0.013989i,0.0013614-0.0041511i,0.0037361-0.01214i,0.0044386-0.015876i,0.0075551-0.021103i,0.010914-0.02089i,0.019239-0.01025i,0.032505-0.00011947i,0.037117+0.0016763i,0.024729-0.0017342i,0.0059448-0.0035511i,-0.0050333-0.00031512i,-0.0059877+0.0032046i,-0.0024577+0.0030021i,0.00098214+0.0022936i,0.0029399+0.0016644i
-0.016583+0.001304i,-0.049436-0.00037776i,-0.089271-0.0052501i,-0.091227-0.0074344i,-0.047862-0.0059588i,-0.0010707-0.0065893i,0.012982-0.0056784i,-0.0037976-0.0029544i,-0.020815-0.0052523i,-0.02277-0.0024963i,-0.01536+0.0084805i,-0.010213+0.015687i,-0.013625+0.013607i,-0.023548+0.0047167i,-0.032654-0.0028584i,-0.033246-0.0035005i,-0.020892+0.0033674i,-0.0014598+0.0085714i,0.0097213+0.0048829i,0.0094276-0.00010816i,0.0083813+6.1533e-05i,0.0074348+0.00064167i,0.0036451+1.1864e-05i
0.0077157-0.0035735i,0.033649+0.0019513i,0.062194+0.010902i,0.05898+0.012517i,0.02571+0.00052311i,-0.0015998-0.011589i,-0.0037297-0.018117i,0.011382-0.012019i,0.021189+0.0024835i,0.019264+0.0034619i,0.014145-0.0086708i,0.011034-0.016017i,0.013996-0.0093613i,0.024889+0.0034672i,0.03499+0.0090148i,0.035421+0.005522i,0.025479-0.0036436i,0.0089433-0.0094435i,-0.0025108-0.0062941i,-0.0032957-0.0028667i,-0.002879-0.0045953i,-0.0030406-0.006063i,-0.00015836-0.0040382i
-0.0051512+0.0031491i,-0.025139-0.004136i,-0.04636-0.010908i,-0.046514-0.0016114i,-0.024816+0.019102i,-0.013129+0.030337i,-0.019762+0.030466i,-0.02384+0.012239i,-0.016758-0.011086i,-0.010995-0.012463i,-0.012168+0.0038842i,-0.01389+0.014439i,-0.017336+0.006534i,-0.026887-0.0099257i,-0.038693-0.016406i,-0.0419-0.0099789i,-0.032127-5.9921e-05i,-0.015051+0.0055278i,-0.0027985+0.0028444i,-0.00030162+0.00012937i,-4.93e-05+0.002775i,0.0015186+0.002916i,0.0011523-0.00020502i
0.0084437+0.0013949i,0.023785+0.0069427i,0.039865+0.0092426i,0.03657-0.0056717i,0.025201-0.023906i,0.03288-0.028222i,0.046813-0.022727i,0.037142-0.0010835i,0.014277+0.022496i,0.0045365+0.021268i,0.0073272+0.0034494i,0.011383-0.0079603i,0.015144-0.00060583i,0.023502+0.017052i,0.035917+0.025009i,0.040495+0.019219i,0.030618+0.0095154i,0.014361+0.0028791i,0.0039551+0.0025828i,0.0025591+0.0035748i,0.001853+6.0516e-05i,-0.00093473-0.0019626i,-0.001166-0.0011666i
-0.0058881-0.0074881i,-0.019303-0.012474i,-0.03497-0.0087705i,-0.038558+0.015257i,-0.039872+0.033029i,-0.053102+0.022628i,-0.065364+0.0030198i,-0.045924-0.015651i,-0.011359-0.029674i,-0.00020842-0.025821i,-0.0057464-0.0076538i,-0.0093726+0.0047932i,-0.0090248-0.0030492i,-0.012542-0.021544i,-0.02369-0.030763i,-0.030167-0.026322i,-0.023274-0.013891i,-0.010655-0.0031658i,-0.002782-0.0010601i,-0.0027026-0.00090643i,-0.0015896+0.0041437i,0.0019807+0.0065647i,0.0015542+0.0044879i
-0.0016199+0.00051431i,0.0089024+0.0040978i,0.021471-0.0018522i,0.02981-0.023711i,0.038873-0.029913i,0.058285-0.00053279i,0.06966+0.025401i,0.039003+0.028091i,-0.0055568+0.02238i,-0.016679+0.012088i,-0.0023266-0.00047879i,0.0092952-0.0067943i,0.0088719+0.0023623i,0.0093018+0.022845i,0.019721+0.034352i,0.028862+0.027442i,0.024578+0.012449i,0.012836+0.0044816i,0.0067552+0.0053271i,0.0075872+0.0039617i,0.0074275-0.0028325i,0.0041524-0.0057762i,0.0030168-0.0033399i
-0.0014147+0.0023527i,-0.0096837+0.0015847i,-0.025418+0.01421i,-0.040504+0.040748i,-0.048769+0.035252i,-0.05866-0.018549i,-0.062585-0.056824i,-0.030897-0.04726i,0.012084-0.025412i,0.020932-0.011552i,0.0056906+0.00047098i,-0.0059591+0.0059136i,-0.0060986-0.0054429i,-0.0059932-0.026836i,-0.01616-0.039313i,-0.027646-0.034178i,-0.02674-0.019079i,-0.014717-0.0087149i,-0.0057222-0.0089098i,-0.0058101-0.0079853i,-0.0065529-0.0006464i,-0.0040606+0.0032472i,-0.0028568+0.0018624i
0.001618-0.0045349i,0.0099861-0.0058131i,0.025902-0.020535i,0.041982-0.043216i,0.04487-0.025861i,0.040992+0.039027i,0.03854+0.076814i,0.015292+0.05273i,-0.016419+0.01664i,-0.020737+0.0026213i,-0.0049738-0.0022757i,0.0066261-0.003693i,0.0034627+0.0059131i,-0.0025927+0.026238i,0.0039961+0.042036i,0.015676+0.042115i,0.018914+0.030768i,0.012099+0.017785i,0.0056335+0.011056i,0.0069476+0.0078174i,0.0095719+0.0017265i,0.008921-0.0022138i,0.0072419-0.0029388i
-0.00040568-0.0048232i,-0.010997-0.0031609i,-0.035153+0.012584i,-0.060606+0.038533i,-0.055285+0.024133i,-0.024163-0.044848i,-0.0076616-0.087059i,0.0017355-0.054464i,0.016716-0.0080559i,0.016346+0.0074187i,0.00079482+0.0090188i,-0.0078911+0.0083063i,0.00053503-0.00058304i,0.011785-0.019626i,0.0093644-0.037412i,-0.00034158-0.038178i,-0.0063397-0.026651i,-0.0064662-0.015077i,-0.0055284-0.0099666i,-0.0079102-0.0083649i,-0.0097918-0.0039706i,-0.0082778-0.00016117i,-0.0070757+0.0012478i
-0.00051852+0.0020885i,0.010798+0.0012187i,0.039335-0.010874i,0.067626-0.033324i,0.050195-0.01899i,-0.0030677+0.04632i,-0.024944+0.085069i,-0.018269+0.050552i,-0.018883+0.0028608i,-0.015725-0.012202i,-0.0025103-0.011128i,0.0056206-0.0064877i,-0.00013485+0.0018793i,-0.011201+0.016461i,-0.010311+0.031039i,-0.00045067+0.03255i,0.0048495+0.02378i,0.0055575+0.015524i,0.0067099+0.012791i,0.010429+0.010663i,0.012332+0.0058649i,0.010324+0.0031944i,0.0095238+0.0020394i
-0.0031132+0.00093578i,-0.015377+0.0033308i,-0.049015+0.015661i,-0.079824+0.038093i,-0.050891+0.030747i,0.024132-0.026446i,0.052604-0.068635i,0.029662-0.045005i,0.014733-0.0035485i,0.0083843+0.0096759i,-0.0016559+0.0082307i,-0.006852+0.0041045i,-0.00029334-0.0027074i,0.012189-0.014323i,0.014231-0.029489i,0.0041806-0.035414i,-0.0043981-0.028421i,-0.006493-0.01886i,-0.0064085-0.013696i,-0.0077477-0.012168i,-0.0096348-0.0088537i,-0.010055-0.0054055i,-0.0092152-0.0036043i
-0.0022354+0.00040448i,0.012121+0.0002224i,0.048334-0.0061101i,0.085035-0.024061i,0.053597-0.027378i,-0.036186+0.0065707i,-0.072622+0.041044i,-0.040074+0.027832i,-0.01447-0.0051209i,-0.005415-0.013633i,0.006015-0.0088519i,0.010386-0.0050927i,-0.00028325-0.00011103i,-0.015927+0.0099693i,-0.020724+0.024373i,-0.012993+0.031569i,-0.0046721+0.028479i,0.0018522+0.02277i,0.0080889+0.017301i,0.010496+0.012724i,0.0097625+0.010753i,0.0087982+0.0099321i,0.01026+0.0069633i
0.0013059-0.00061478i,-0.013847-0.0015426i,-0.055422-0.00050335i,-0.098725+0.017189i,-0.067434+0.037584i,0.033555+0.02551i,0.079517-0.010597i,0.043777-0.016886i,0.011702+0.0030816i,0.002601+0.0090756i,-0.0056759+0.0059153i,-0.0071515+0.0039232i,0.002178+0.00018866i,0.014904-0.0066947i,0.021672-0.018128i,0.017632-0.02442i,0.01029-0.020306i,0.0046258-0.016336i,-0.0029342-0.015635i,-0.0084976-0.013784i,-0.006344-0.012202i,-0.0034216-0.013194i,-0.005852-0.011557i
0.0009074+0.0012281i,0.016317+0.0048775i,0.058266+0.0087987i,0.10531-0.0038229i,0.078311-0.0367i,-0.02433-0.050356i,-0.078-0.020577i,-0.04623+0.0037039i,-0.014478-0.0038185i,-0.0067938-0.0085379i,0.0019737-0.003892i,0.0049406-0.00094368i,-0.0026961+0.00095086i,-0.013479+0.0041462i,-0.019224+0.012396i,-0.014771+0.0199i,-0.0059335+0.019469i,0.0014529+0.016287i,0.0084027+0.014738i,0.010463+0.012549i,0.0061101+0.010107i,0.0031503+0.01109i,0.0057188+0.012075i
-0.0022463-0.0029568i,-0.017948-0.0082179i,-0.063854-0.017819i,-0.12045-0.0069218i,-0.10677+0.040261i,-0.0075913+0.076806i,0.059944+0.049966i,0.041064+0.010007i,0.011085+0.0071741i,0.0036857+0.0094639i,-0.0041789+0.0051093i,-0.0075048+0.0041221i,0.00067821+0.003229i,0.013955-0.00073583i,0.022507-0.00962i,0.019653-0.017508i,0.010886-0.019659i,0.001706-0.018672i,-0.0060139-0.015858i,-0.0081916-0.011058i,-0.0035825-0.0084843i,0.00037824-0.011376i,-0.0023656-0.012701i
0.001796+0.001742i,0.017374+0.0094794i,0.061663+0.026852i,0.12193+0.027765i,0.12523-0.02203i,0.040357-0.082631i,-0.035822-0.071527i,-0.034763-0.025003i,-0.011508-0.014632i,-0.0056488-0.014287i,0.00081234-0.0056832i,0.0052718-0.003323i,-0.00054811-0.0030653i,-0.011779+0.0003456i,-0.021069+0.0062921i,-0.021462+0.012077i,-0.015747+0.014889i,-0.0071191+0.016768i,0.0043734+0.016349i,0.0092289+0.010191i,0.0015649+0.0059381i,-0.005556+0.0096746i,-0.0021463+0.013256i
0.00042428-0.0015571i,-0.012796-0.011742i,-0.054796-0.035997i,-0.12354-0.046865i,-0.14812+0.0034128i,-0.080602+0.078418i,0.0047059+0.078998i,0.025328+0.029975i,0.009155+0.014781i,0.0041667+0.015025i,1.3917e-05+0.0049883i,-0.0053744-1.3966e-05i,-0.00055414-0.00025048i,0.010721-0.00095739i,0.019195-0.0048446i,0.018349-0.010529i,0.011801-0.011983i,0.0052067-0.012082i,-0.0035704-0.012396i,-0.0090063-0.0073916i,-0.0019481-0.0019929i,0.0071405-0.0053583i,0.0052518-0.011012i
-0.00052089+0.0033213i,0.011034+0.01625i,0.048276+0.050605i,0.11715+0.076388i,0.15964+0.033574i,0.11551-0.054753i,0.027426-0.077716i,-0.013018-0.038013i,-0.0056743-0.02194i,-0.0018609-0.021439i,0.00088131-0.0090192i,0.0071831-0.0030839i,0.0023808-0.0049709i,-0.010684-0.0039334i,-0.020546+0.001638i,-0.020909+0.0084762i,-0.013685+0.012738i,-0.0030603+0.015704i,0.0083714+0.015061i,0.013245+0.0064844i,0.0050819-0.0011335i,-0.0059912+0.00097446i,-0.0074791+0.0068049i
-0.0055557-0.0049918i,-0.01535-0.019577i,-0.049879-0.059502i,-0.11792-0.097863i,-0.17357-0.066702i,-0.14741+0.024042i,-0.058244+0.063747i,-0.0047488+0.038523i,-0.006788+0.024776i,-0.0081167+0.024052i,-0.0051137+0.012811i,-0.0061464+0.0057705i,-0.00043445+0.0055484i,0.011029+0.0041845i,0.021352+0.0018856i,0.02376-0.0025803i,0.018004-0.0075176i,0.0081995-0.011734i,-0.0050503-0.012888i,-0.012812-0.0047106i,-0.0053667+0.0054134i,0.0064329+0.0039649i,0.0088812-0.0038286i
0.0045597+0.0017087i,0.012175+0.018337i,0.037458+0.065027i,0.096816+0.12327i,0.16174+0.11601i,0.15977+0.026859i,0.07934-0.038023i,0.015498-0.034883i,0.011623-0.024898i,0.012986-0.024217i,0.0070397-0.011826i,0.0079248-0.0012216i,0.0028685-0.0020493i,-0.0091413-0.0051295i,-0.01754-0.0050697i,-0.018765-0.00034912i,-0.013122+0.0060607i,-0.0037511+0.010606i,0.007598+0.011133i,0.014605+0.002054i,0.0081756-0.0089304i,-0.0038398-0.0085032i,-0.0078944-0.00069714i
-0.0048577-0.004012i,-0.010992-0.020411i,-0.029291-0.070273i,-0.079278-0.14224i,-0.14636-0.15676i,-0.16103-0.075715i,-0.092647+0.0079317i,-0.029464+0.02433i,-0.023904+0.017522i,-0.02364+0.019135i,-0.01377+0.010265i,-0.010701+0.00037196i,-0.0047005+0.0029159i,0.0070208+0.0075236i,0.016351+0.0081606i,0.019066+0.0030125i,0.014578-0.0042743i,0.0041082-0.0094474i,-0.0097141-0.009314i,-0.017797-0.00040154i,-0.010676+0.010699i,0.0029901+0.010878i,0.0081893+0.0032123i
0.0014301+0.0023876i,0.0023526+0.019322i,0.0099324+0.072539i,0.043965+0.1595i,0.10584+0.19915i,0.1395+0.12881i,0.093406+0.026203i,0.035503-0.011747i,0.028672-0.0097832i,0.027824-0.013282i,0.014216-0.0084548i,0.0086638+0.00029923i,0.0039154-0.0025729i,-0.0058847-0.0097235i,-0.01443-0.012797i,-0.018561-0.0096698i,-0.016694-0.0021127i,-0.0066688+0.006998i,0.0098579+0.01076i,0.021195+0.0016998i,0.016059-0.010156i,0.0022491-0.011294i,-0.0045878-0.0049711i
-0.00028441-0.0034641i,0.00092219-0.020256i,0.0032006-0.075767i,-0.011794-0.16883i,-0.061043-0.22445i,-0.10412-0.16882i,-0.082038-0.059397i,-0.037375-0.0065156i,-0.030549-0.0050205i,-0.031614+0.00029998i,-0.018129+0.0020442i,-0.0091055-0.0036467i,-0.0042364-0.00067067i,0.0032263+0.0090611i,0.0088007+0.015285i,0.011049+0.013606i,0.0095589+0.0065561i,0.001707-0.0031931i,-0.011897-0.0089178i,-0.022246-0.0025622i,-0.017967+0.009511i,-0.0040166+0.012153i,0.0039001+0.0063185i
0.0033491+0.0021219i,-0.0015614+0.018493i,-0.01574+0.07105i,-0.025725+0.16979i,0.0022586+0.24347i,0.053306+0.20345i,0.060829+0.088766i,0.033416+0.020959i,0.028656+0.014548i,0.030865+0.0081006i,0.017818+0.0025339i,0.0083907+0.0060998i,0.0047769+0.0014812i,-0.00024626-0.0086955i,-0.0049024-0.014154i,-0.0074411-0.011082i,-0.0058036-0.0017229i,0.0016597+0.0080066i,0.014555+0.0098468i,0.023726+6.4022e-05i,0.01889-0.011623i,0.0063012-0.014038i,-0.0012476-0.009144i
-0.0047297-0.0033257i,0.0026247-0.016881i,0.026726-0.065279i,0.057565-0.15922i,0.051945-0.23898i,0.0016727-0.21535i,-0.030146-0.10931i,-0.023037-0.038769i,-0.022295-0.02972i,-0.028481-0.021415i,-0.017877-0.008479i,-0.0057498-0.0064141i,-0.0029664-0.0012237i,-0.00085872+0.009056i,0.0023919+0.01514i,0.00612+0.014293i,0.0079734+0.0063907i,0.0024668-0.0044438i,-0.011848-0.0093635i,-0.025471-0.0011871i,-0.022982+0.011813i,-0.0088708+0.015335i,0.00034179+0.0099653i
-0.00045466+0.0011939i,-0.010765+0.014615i,-0.04666+0.057601i,-0.10081+0.1449i,-0.11919+0.22706i,-0.06922+0.21524i,-0.010995+0.11686i,0.0046344+0.045575i,0.0078047+0.035652i,0.01476+0.028175i,0.0097272+0.013889i,0.001848+0.010677i,0.0017423+0.0051793i,0.0033293-0.0066844i,0.0039117-0.015024i,0.0017194-0.016325i,-0.0012556-0.0089607i,0.0010236+0.0028561i,0.01348+0.0089734i,0.026964+0.0023568i,0.025555-0.01065i,0.013289-0.015292i,0.0040745-0.01038i
0.002651-0.0041422i,0.013562-0.01448i,0.053696-0.049898i,0.12481-0.11939i,0.16598-0.18856i,0.12241-0.18623i,0.046284-0.10769i,0.014068-0.045694i,0.0072428-0.03851i,-0.0052495-0.033688i,-0.006873-0.017025i,-0.0004146-0.0095495i,-0.0010474-0.004294i,-0.0045465+0.0050812i,-0.0065411+0.010661i,-0.006056+0.0098039i,-0.0038219+0.0028033i,-0.0049963-0.0065688i,-0.015713-0.010046i,-0.02739-0.0028329i,-0.025215+0.0096066i,-0.013189+0.014455i,-0.0044764+0.010246i
-0.00012751+0.0036849i,-0.011614+0.011645i,-0.059349+0.036372i,-0.1464+0.088168i,-0.20902+0.14334i,-0.1722+0.14639i,-0.080976+0.08746i,-0.033181+0.037108i,-0.021682+0.030947i,-0.0066432+0.027827i,-0.00048053+0.013686i,-0.0036552+0.0058992i,-0.00071041+0.0016969i,0.0052994-0.0042167i,0.0077927-0.0082529i,0.0055788-0.007663i,0.00027524-0.0025113i,0.00037904+0.005759i,0.013071+0.010087i,0.027392+0.0021421i,0.027174-0.011959i,0.014642-0.01614i,0.0054011-0.011259i
0.003054-0.004651i,0.014402-0.009953i,0.061609-0.022611i,0.15452-0.0508i,0.22982-0.085003i,0.20166-0.091999i,0.10371-0.059285i,0.044661-0.026092i,0.031776-0.023623i,0.017177-0.025429i,0.0063325-0.013342i,0.00684-0.0045612i,0.003439-0.0017097i,-0.0042902+0.0026154i,-0.0088748+0.0060429i,-0.0078329+0.0069511i,-0.0022805+0.0038862i,0.00024433-0.0035077i,-0.010639-0.0083005i,-0.026719-0.0017068i,-0.029336+0.012628i,-0.017808+0.017863i,-0.007564+0.01181i
-0.0031504-0.0013625i,-0.017965+0.00031153i,-0.069533+0.0021581i,-0.16533+0.009979i,-0.2448+0.024845i,-0.21874+0.033953i,-0.11691+0.022705i,-0.053433+0.0047134i,-0.040975+0.0056141i,-0.025752+0.01419i,-0.010308+0.010053i,-0.0068047+0.0030469i,-0.0025054+0.00098612i,0.0049255-0.00018428i,0.0098356-0.001019i,0.010322-0.00075697i,0.0060973+0.0015023i,0.0037181+0.0065111i,0.013582+0.0090873i,0.028561+0.0016728i,0.031613-0.01149i,0.021083-0.015753i,0.010232-0.010684i
-0.0018111+0.0026014i,0.012284+0.0039391i,0.060597+0.014129i,0.15334+0.032392i,0.23304+0.042656i,0.2139+0.030943i,0.11797+0.01442i,0.05397+0.012311i,0.040954+0.0067613i,0.027328-0.0042278i,0.011566-0.0025631i,0.0072628+0.002959i,0.0038045+0.0016747i,-0.0042148-0.00076011i,-0.0090154-0.0014479i,-0.0071755-0.0010655i,-0.0019089-0.0015565i,-0.00057428-0.0049732i,-0.010487-0.0076906i,-0.025836-0.0016542i,-0.030378+0.011081i,-0.020571+0.016363i,-0.010323+0.010342i
