-0.0021304+0.00060039i,-0.0022704+0.00077269i,-0.0018986+0.0011551i,4.9498e-06+0.0011536i,0.00074687+0.0016587i,0.00036302+0.0024926i,0.00075956+0.0030264i,0.0016998+0.0021013i,0.001355+0.0010778i,0.00021221+0.00063592i,0.00052884+0.00014078i,0.00089069-1.2687e-05i,8.1519e-06-0.0001641i,-0.0003322-0.00021204i,-0.00040479+0.00015785i,-0.00081669-4.5558e-05i,-0.00091293-0.00031692i,-0.00023739-0.00035019i,-8.2829e-05+0.00031234i,-0.00012933+0.0011932i,-0.00063499+0.00087518i,-0.00068921+0.00036814i,0.00028749+7.9705e-05i
0.17577+0.11918i,0.61625+0.25694i,1.2872+0.30448i,1.6613+0.088611i,1.2525-0.30361i,0.44905-0.58151i,-0.069429-0.57847i,-0.18376-0.37492i,-0.12535-0.17504i,-0.098803-0.086574i,-0.10432-0.061742i,-0.06121-0.075112i,-0.02979-0.093819i,-0.037257-0.024565i,0.0038406+0.086118i,0.10814+0.134i,0.19282+0.13876i,0.20527+0.14955i,0.17652+0.14617i,0.14534+0.092016i,0.10379+0.019193i,0.036784-0.01407i,-0.034052-0.0077434i
-0.13192+0.058471i,-0.13325+0.3232i,0.12705+0.70369i,0.48376+0.81881i,0.48681+0.62319i,0.27454+0.57231i,0.28277+0.61452i,0.31561+0.41441i,0.17219+0.17273i,0.066358+0.080714i,0.019425+0.042787i,-0.0331+0.041354i,-0.028506+0.047291i,0.0077974+0.022523i,0.0057384-0.006204i,-0.043244-0.019939i,-0.079793-0.029515i,-0.082201-0.059673i,-0.10122-0.086275i,-0.12324-0.075117i,-0.097754-0.049863i,-0.038376-0.033131i,0.010016-0.026306i
-0.013488-0.0061393i,-0.40594-0.025992i,-1.2074+0.03584i,-1.8089+0.15752i,-1.4994+0.093021i,-0.80661-0.16926i,-0.49008-0.26664i,-0.37449-0.153i,-0.28402-0.084824i,-0.26075-0.047408i,-0.17257+0.022185i,-0.040177+0.047387i,0.017959+0.066972i,0.016598+0.10331i,-0.0014898+0.13861i,0.020893+0.18434i,0.07119+0.2009i,0.075271+0.17718i,0.051302+0.13823i,0.047629+0.096913i,0.060146+0.060002i,0.057521+0.017753i,0.033334-0.013878i
-0.063618-0.00682i,0.075177-0.070559i,0.40992-0.24138i,0.68068-0.2839i,0.616-0.017493i,0.43078+0.23678i,0.3352+0.15112i,0.25404-0.11105i,0.14623-0.30223i,0.0060923-0.32708i,-0.11441-0.21222i,-0.14742-0.10733i,-0.16938-0.073801i,-0.20684-0.027617i,-0.1975+0.032065i,-0.15213+0.073887i,-0.077274+0.095178i,0.015566+0.049476i,0.03898-0.039614i,-0.010608-0.066367i,-0.041108-0.02669i,-0.040632+0.0085151i,-0.04067+0.033415i
0.12815-0.015401i,0.41797-0.048139i,0.79584-0.15244i,0.77885-0.32653i,0.14043-0.2642i,-0.42081+0.16187i,-0.33565+0.49831i,-0.062724+0.48059i,0.022332+0.36111i,0.062756+0.27271i,0.10084+0.16415i,0.11302+0.058757i,0.1175-0.022678i,0.095167-0.063812i,0.058029-0.07041i,0.0039782-0.07882i,-0.070535-0.083691i,-0.10259-0.049282i,-0.048713+0.0029912i,0.02153+0.0055612i,0.042365-0.025251i,0.044332-0.044621i,0.032018-0.057831i
-0.084366+0.13737i,-0.46408+0.33124i,-1.1277+0.73427i,-1.4503+0.97234i,-1.1434+0.65522i,-0.74295+0.079693i,-0.60515-0.14822i,-0.46682-0.021552i,-0.26669+0.070812i,-0.17057+0.043308i,-0.14083+0.0094387i,-0.12832+0.0046121i,-0.13147+0.034277i,-0.12143+0.068668i,-0.10059+0.077407i,-0.049806+0.080353i,0.039713+0.084564i,0.10705+0.070255i,0.10503+0.026374i,0.047196-0.028342i,-0.0274-0.038971i,-0.079867+0.0080833i,-0.07495+0.064004i
0.70986+8.1721i,3.4724+7.0912i,7.228+5.674i,8.2807+2.3927i,6.7715-0.77094i,3.7357-2.4519i,1.0579-1.7416i,0.11957-0.27257i,0.50527+0.42642i,1.0615+0.11437i,0.73462-0.61895i,-0.19623-1.0264i,-1.0256-0.99797i,-1.4993-0.59384i,-1.4372-0.016603i,-1.0155+0.38187i,-0.56019+0.38652i,-0.21631+0.10476i,0.015937-0.15449i,0.16646-0.25842i,0.25315-0.33635i,0.21008-0.37828i,0.10972-0.25306i
0.31932-0.10661i,0.70567-0.33261i,0.98246-0.62932i,0.72442-0.8396i,0.17848-0.64176i,-0.04763-0.16864i,0.045195+0.068826i,0.061686+0.087953i,0.0094242+0.15613i,0.020047+0.17659i,0.01263+0.1077i,-0.0095473+0.060111i,-0.00016588+0.049141i,0.036852+0.05415i,0.086578+0.03i,0.10791-0.048115i,0.080153-0.10039i,0.039726-0.074254i,0.02519-0.029591i,0.0093072-0.014902i,-0.025478-0.0023521i,-0.045091+0.037644i,-0.03159+0.078043i
-0.011599+0.19509i,-0.05201+0.45782i,-0.0011342+0.74873i,0.18063+0.74916i,0.38332+0.4866i,0.50204+0.26152i,0.47569+0.18592i,0.35903+0.1995i,0.26623+0.22431i,0.2259+0.19409i,0.1697+0.11413i,0.077705+0.068133i,0.038011+0.079667i,0.053349+0.05926i,0.042743+0.010153i,0.026149-0.0060388i,0.020852-0.020135i,-0.0060255-0.035968i,-0.0358-0.015265i,-0.033587+0.024614i,-0.0030324+0.048967i,0.024056+0.044241i,0.040592+0.021813i
0.020882-0.095301i,0.14789-0.18119i,0.45502-0.22855i,0.77701-0.14381i,0.83168-0.015334i,0.67044+0.054406i,0.48791+0.06422i,0.32926+0.065236i,0.22097+0.10831i,0.20092+0.12821i,0.1844+0.060045i,0.12676-0.011092i,0.082044-0.03808i,0.061916-0.041475i,0.052778-0.039212i,0.035865-0.063816i,0.0031498-0.092003i,-0.017079-0.090818i,-0.011816-0.081154i,0.0049223-0.063531i,0.014395-0.043047i,0.0052461-0.032134i,-0.010099-0.027182i
0.13212+0.013968i,0.17519-0.056997i,-0.066336-0.19143i,-0.49554-0.25512i,-0.65611-0.18374i,-0.53067-0.12435i,-0.39659-0.10751i,-0.24369-0.018592i,-0.02557+0.046513i,0.081872+9.9904e-05i,0.047533-0.027043i,-0.00023285+0.002202i,-0.028276+0.024771i,-0.049703+0.0086881i,-0.078359-0.035826i,-0.11155-0.056993i,-0.11517-0.047572i,-0.08987-0.035055i,-0.058379-0.022471i,-0.030919-0.011957i,-0.013894+0.0026622i,0.0027983+0.027521i,0.025725+0.042905i
-0.1359+0.0059741i,-0.21582-0.011854i,-0.15146-0.12043i,0.021418-0.24171i,0.071195-0.19457i,-0.0053918-0.01665i,-0.038447+0.096221i,-0.018137+0.057551i,0.013874-0.026068i,0.063545-0.046796i,0.08722-0.050447i,0.0552-0.062649i,0.034241-0.051592i,0.046839-0.037116i,0.039433-0.022943i,0.018132+0.008071i,0.0042056+0.032568i,-0.011035+0.042803i,-0.0095237+0.03547i,0.0093889-0.0014272i,0.018795-0.040195i,0.01858-0.061145i,0.010638-0.070132i
0.058361-0.078106i,0.079372-0.16426i,-0.0074914-0.22802i,-0.23136-0.1597i,-0.37057+0.019553i,-0.26799+0.11166i,-0.14544+0.071751i,-0.11546+0.068222i,-0.075025+0.10666i,-0.036765+0.067054i,-0.042174+0.021507i,-0.037427+0.043583i,-0.015658+0.058173i,-0.01955+0.041001i,-0.033251+0.027891i,-0.036542+0.026675i,-0.028054+0.047028i,0.0062585+0.064111i,0.03887+0.048459i,0.038441+0.026617i,0.024038+0.012198i,0.0087077+0.0033721i,-0.0047079+0.0020209i
-0.030687+0.1055i,-0.11713+0.23398i,-0.13844+0.39548i,0.027834+0.37737i,0.22301+0.1186i,0.22014-0.11288i,0.14348-0.15105i,0.11196-0.11083i,0.059704-0.064332i,0.011486-0.00036084i,0.0064028+0.016973i,-0.00070265-0.020996i,-0.014208-0.037007i,-0.0062884-0.011438i,0.014433+0.018142i,0.036918+0.025498i,0.051669+0.0037629i,0.042953-0.022116i,0.015435-0.022523i,-0.006416-0.010809i,-0.012598-0.0038424i,-0.014459+0.002864i,-0.015047+0.010354i
-0.025796-0.14522i,-0.043908-0.36934i,-0.027012-0.60333i,0.039257-0.64466i,0.12538-0.50826i,0.16132-0.37202i,0.11311-0.30518i,0.020956-0.2341i,-0.038119-0.11162i,-0.012677+0.004505i,0.037155+0.049958i,0.036209+0.051729i,0.013768+0.052159i,0.014274+0.03635i,0.016002-0.00057801i,-0.0076461-0.027156i,-0.042721-0.027477i,-0.055687-0.01211i,-0.032769+0.0046096i,-0.0040931+0.01133i,0.0045137+0.013974i,0.011321+0.020042i,0.021661+0.017513i
0.10939+0.088123i,0.18877+0.2175i,0.13766+0.39688i,-0.052916+0.50332i,-0.20044+0.36763i,-0.25718+0.05426i,-0.29281-0.087867i,-0.2153-0.020366i,-0.055137-0.0042074i,0.0090884-0.066216i,-0.0090519-0.09532i,-0.020232-0.079129i,-0.023239-0.062743i,-0.040876-0.063498i,-0.049055-0.052267i,-0.015156-0.031702i,0.030946-0.028082i,0.042478-0.028605i,0.024812-0.023169i,0.0089865-0.0073665i,0.0048191+0.012108i,-0.00050427+0.010707i,-0.0063547+0.0027347i
-0.040475-0.024142i,-0.0078952-0.082522i,0.15337-0.22238i,0.29969-0.37253i,0.23056-0.29486i,0.11736+0.027916i,0.15032+0.24575i,0.1706+0.1983i,0.098849+0.095389i,0.038936+0.058685i,0.027533+0.04498i,0.038224+0.012399i,0.044706-0.016605i,0.044299-0.010829i,0.028639-0.0085877i,-0.015184-0.01678i,-0.053332-0.0019477i,-0.050145+0.017019i,-0.02331+0.011374i,-0.0037615-0.013388i,0.0042386-0.02306i,0.01125-0.0042517i,0.018858+0.0066257i
0.06113+0.033766i,0.10567+0.080297i,0.037685+0.14783i,-0.12343+0.19935i,-0.15457+0.18523i,-0.066118+0.11045i,-0.053407+0.025388i,-0.074412+0.02648i,-0.029422+0.07286i,0.021342+0.058631i,0.016722+0.023626i,-0.015064+0.023344i,-0.028746+0.040813i,-0.01374+0.04644i,0.012507+0.036746i,0.040095+0.019819i,0.06264-0.00010647i,0.058013-0.014826i,0.025372-0.004927i,0.00054348+0.020863i,0.0016392+0.024533i,0.0096441+0.0022257i,0.0039095-0.013269i
-0.024124+0.10752i,0.013214+0.22116i,0.22339+0.22697i,0.50665-0.0084023i,0.5425-0.26372i,0.35618-0.27151i,0.22686-0.14827i,0.15505-0.091492i,0.051578-0.07255i,-0.01012-0.021375i,-0.0048298+0.021979i,0.012452+0.031815i,0.014912+0.022486i,0.0072217-0.00094857i,-0.018667-0.027782i,-0.069716-0.023489i,-0.11413+0.013542i,-0.1082+0.049282i,-0.04761+0.056497i,0.0092801+0.031219i,0.014536+0.0030084i,-0.007488+0.0010014i,-0.0094838+0.010801i
-0.037507-0.15823i,-0.1508-0.34258i,-0.34862-0.4092i,-0.46183-0.19019i,-0.34751+0.077383i,-0.15577+0.084026i,-0.065201-0.037786i,-0.04152-0.057597i,-0.0098724-0.0069405i,0.022516+0.016561i,0.040502+0.004852i,0.048607-0.0086825i,0.044562-0.010106i,0.018961+0.0017651i,0.0062834+0.022178i,0.03077+0.023123i,0.053697+0.0034725i,0.04499-0.0073791i,0.01982-0.0089886i,0.0070706-0.01427i,0.01621-0.021876i,0.026301-0.033796i,0.017966-0.039357i
0.027792+0.063683i,0.07521+0.13861i,0.10935+0.19061i,0.092236+0.1966i,0.043703+0.17109i,0.010706+0.11689i,0.015768+0.081154i,0.060808+0.054032i,0.11422+0.0011337i,0.11182-0.049688i,0.057427-0.070432i,0.0023877-0.077306i,-0.027946-0.082329i,-0.035733-0.075367i,-0.032335-0.05277i,-0.029025-0.036829i,-0.031345-0.033433i,-0.029112-0.029444i,-0.020656-0.018973i,-0.016645+0.00045598i,-0.018618+0.02075i,-0.020099+0.036015i,-0.013188+0.041505i
-0.040854-0.09856i,-0.1418-0.26484i,-0.26971-0.40101i,-0.32555-0.34615i,-0.21367-0.15678i,0.0016261-0.025575i,0.096065-0.014624i,0.050207-0.024154i,-0.00055989-0.011758i,-0.016711-0.010071i,-0.026651-0.0041721i,-0.037768+0.019756i,-0.035776+0.040942i,-0.0065011+0.039825i,0.024489+0.01577i,0.034341-0.0091573i,0.030628-0.025516i,0.011269-0.035298i,-0.013135-0.027922i,-0.011903-0.0061004i,0.0063427+0.0077642i,0.015799+0.0037172i,0.011978-0.004249i
0.11879+0.071364i,0.30278+0.21257i,0.4559+0.37554i,0.41698+0.34278i,0.17698+0.087862i,-0.10493-0.091383i,-0.24466-0.070452i,-0.22219+0.022335i,-0.15421+0.084436i,-0.096182+0.11781i,-0.036711+0.11933i,0.013816+0.095445i,0.042005+0.063834i,0.036655+0.024998i,0.012469-0.0041169i,-0.0023062-0.013007i,-0.0012828-0.017527i,0.010685-0.020016i,0.02331-0.018684i,0.015066-0.021908i,-0.010217-0.015941i,-0.019314+0.0033053i,-0.0074249+0.0096827i
-0.09588+0.055281i,-0.19506+0.069148i,-0.22426-0.064779i,-0.1359-0.29316i,-0.0034544-0.32902i,0.094735-0.16105i,0.14908-0.040372i,0.11456-0.026826i,0.055612-0.011981i,0.053051+0.0081486i,0.062679-0.00018976i,0.057185-0.016026i,0.043715-0.018212i,0.025672-0.0072818i,0.011321+0.0052779i,-0.004794+0.018132i,-0.025834+0.035858i,-0.033266+0.042755i,-0.02419+0.023882i,-0.019468-0.0012479i,-0.014284-0.012864i,-0.003755-0.019796i,-0.0049097-0.024931i
0.053328-0.030087i,0.11373-0.010457i,0.17921+0.13507i,0.2192+0.3214i,0.18171+0.31686i,0.056855+0.14468i,-0.05115+0.032104i,-0.044921+0.0069857i,0.0086309-0.017065i,0.017177-0.051089i,-0.014746-0.068557i,-0.043861-0.060584i,-0.053829-0.04108i,-0.047968-0.013481i,-0.030838+0.01103i,-0.0067189+0.016411i,0.023349+0.013703i,0.044287+0.015022i,0.039282+0.018278i,0.027551+0.021716i,0.025264+0.021955i,0.018425+0.020879i,0.010636+0.022951i
-0.019334+0.018798i,-0.049827-0.039693i,-0.099603-0.21002i,-0.14165-0.36367i,-0.11458-0.32066i,0.0023178-0.16771i,0.096813-0.073459i,0.10188-0.024686i,0.077314-0.0051501i,0.041034-0.0095465i,0.0043941+0.0040312i,-0.008071+0.025208i,-0.004901+0.027642i,7.2763e-05+0.0073234i,-0.011386-0.010141i,-0.02982-0.0016821i,-0.031794+0.00715i,-0.026714+0.0015937i,-0.015098-0.0022086i,0.0097549-0.010236i,0.024224-0.029974i,0.02117-0.042527i,0.019646-0.038582i
-0.020014-0.088847i,-0.055643-0.15331i,-0.087692-0.077848i,-0.072625+0.15226i,-0.027106+0.28621i,-0.023022+0.23656i,-0.036027+0.1592i,-0.01441+0.099019i,-0.0016981+0.057525i,0.010605+0.041872i,0.034666+0.012493i,0.029323-0.015452i,0.0096222-0.01615i,-0.0023509-0.0046181i,0.0033261+0.011071i,0.030861+0.01371i,0.049364+0.0070868i,0.04717+0.011412i,0.036442+0.013639i,0.014075+0.01263i,-0.010357+0.021853i,-0.018607+0.032904i,-0.015068+0.03194i
0.083233+0.068992i,0.21033+0.08861i,0.27271-0.018074i,0.15698-0.20256i,0.024716-0.24409i,0.044681-0.16036i,0.091546-0.13001i,0.040218-0.11296i,-0.017111-0.046917i,-0.012644+0.0037649i,0.0051331+0.015398i,0.011756+0.013574i,0.016992+0.010112i,0.026111-0.0046767i,0.025647-0.038862i,-0.00058013-0.071408i,-0.038295-0.081647i,-0.058849-0.074061i,-0.052961-0.050828i,-0.03052-0.018641i,-0.0079037+0.0016394i,0.0017656+0.0015462i,-0.0016587-0.008312i
-0.092087-0.00045581i,-0.22747+0.057482i,-0.28116+0.19238i,-0.11793+0.26555i,0.082712+0.14373i,0.093722-0.020226i,0.013822-0.065217i,-0.013454-0.056607i,-0.014689-0.050249i,-0.026275-0.028899i,-0.031541-0.0077033i,-0.019565-0.01059i,-0.010293-0.02384i,-0.011501-0.022987i,-0.020605-0.014482i,-0.042792+0.00073448i,-0.057962+0.033252i,-0.049897+0.068263i,-0.028926+0.074039i,-0.010478+0.046223i,-0.0055247+0.019597i,-0.0072697+0.018601i,-0.0095108+0.031066i
0.10334-0.0058149i,0.2456-0.050631i,0.3389-0.15497i,0.23043-0.23254i,-0.001739-0.17202i,-0.14998-0.050189i,-0.16819+0.019009i,-0.11996+0.045392i,-0.060035+0.049528i,-0.012897+0.051008i,0.024393+0.055383i,0.036399+0.050853i,0.023913+0.043642i,0.0087575+0.032064i,-0.0058984+0.028153i,-0.0099637+0.039693i,0.0025761+0.035017i,0.014517+0.00090146i,0.013443-0.026172i,0.0071993-0.028124i,0.0051679-0.030203i,0.0081176-0.040372i,0.017455-0.044066i
-0.12202+0.052225i,-0.31328+0.151i,-0.4535+0.28359i,-0.35209+0.32978i,-0.10463+0.23955i,0.046319+0.13176i,0.089028+0.1125i,0.11872+0.11378i,0.14107+0.060589i,0.118-0.030882i,0.047767-0.091285i,-0.010422-0.090036i,-0.031009-0.067157i,-0.036177-0.032588i,-0.013142+0.0069168i,0.03331+0.015642i,0.057086+0.0070641i,0.052697+0.011272i,0.042345+0.012409i,0.029323+0.0041231i,0.017526+0.0098652i,0.010688+0.025713i,0.0045714+0.029232i
0.1135-0.11016i,0.27306-0.30143i,0.36572-0.50011i,0.23721-0.47263i,0.028811-0.23266i,-0.038705-0.05623i,-0.022166-0.040589i,-0.030108-0.06041i,-0.057599-0.050996i,-0.071217-0.017839i,-0.052997+0.017344i,-0.027641+0.039572i,-0.0078237+0.053916i,0.017382+0.043445i,0.035913-0.0017656i,0.031847-0.057666i,0.014208-0.10348i,-0.0027089-0.12029i,-0.01387-0.091385i,-0.0077318-0.043822i,0.011448-0.025654i,0.020734-0.036775i,0.01727-0.042938i
-0.065028+0.10189i,-0.15175+0.27062i,-0.21465+0.4237i,-0.162+0.34735i,-0.047394+0.066008i,0.004505-0.15946i,-0.017569-0.20108i,-0.048571-0.11283i,-0.038377-0.0073986i,-0.011727+0.03865i,-0.00075231+0.040386i,0.011455+0.021286i,0.022057-0.013099i,0.013053-0.037784i,-0.01849-0.036015i,-0.058564-0.0024422i,-0.079489+0.046663i,-0.066806+0.071749i,-0.033197+0.05626i,-0.013504+0.024329i,-0.02057+0.013958i,-0.028357+0.027568i,-0.023845+0.03585i
0.058473-0.11065i,0.15787-0.30343i,0.27637-0.4975i,0.27919-0.47394i,0.13543-0.21102i,0.00098623+0.065598i,-0.024429+0.18065i,0.014088+0.12793i,0.036796+0.036686i,0.048512+0.014002i,0.06907+0.015637i,0.061069+0.0026365i,0.032936+0.0040019i,0.01564+0.013564i,0.00644+0.024317i,0.017046+0.039418i,0.043519+0.040399i,0.045606+0.027846i,0.014715+0.023149i,-0.0075243+0.030967i,-0.0014382+0.031132i,0.011943+0.012013i,0.012751-0.007293i
-0.027256+0.13418i,-0.068759+0.36978i,-0.10122+0.59862i,-0.049055+0.54983i,0.09153+0.24158i,0.20927-0.045475i,0.22092-0.1633i,0.1445-0.1316i,0.075513-0.058855i,0.040094-0.051563i,-0.0035949-0.069636i,-0.03058-0.050705i,-0.024047-0.029242i,-0.014913-0.020226i,-0.0028919-0.012111i,0.0085309-0.01677i,0.0067047-0.02146i,0.010388-0.010514i,0.022631-0.0022496i,0.023882-0.0087256i,0.011047-0.010505i,-0.0041934+0.0035027i,-0.010724+0.016385i
-0.024398-0.1106i,-0.067811-0.30453i,-0.11392-0.48327i,-0.11556-0.42211i,-0.084057-0.1646i,-0.077043+0.030426i,-0.085657+0.085777i,-0.059943+0.063172i,-0.028947+0.027703i,-0.024129+0.022032i,-0.023666+0.028672i,-0.018577+0.028955i,-0.015625+0.025715i,-0.012026+0.013774i,-0.0092629-0.0037879i,-0.01543-0.017487i,-0.022979-0.022929i,-0.020934-0.015989i,-0.010432-0.0020489i,0.0023097+0.0049875i,0.012299-0.00071723i,0.019034-0.0127i,0.023254-0.015483i
0.033015+0.086094i,0.057996+0.24282i,0.042963+0.41723i,-0.019149+0.42236i,-0.052427+0.22315i,-0.028064+0.0041519i,-0.015389-0.10512i,-0.041519-0.085666i,-0.045599-0.0089275i,-0.0090291+0.033325i,0.02147+0.030736i,0.022392+0.009647i,0.012656-0.0053712i,0.0088591-0.010789i,0.0048433-0.016694i,-0.0072975-0.014196i,-0.021222-0.0050455i,-0.024888-0.0099431i,-0.01435-0.02852i,-0.0073079-0.039151i,-0.015277-0.028497i,-0.024101-0.0056343i,-0.01939+0.0049926i
-0.045656-0.0856i,-0.11209-0.2589i,-0.16609-0.46016i,-0.16604-0.47145i,-0.14376-0.23002i,-0.12731+0.045397i,-0.10185+0.17626i,-0.052362+0.15727i,-4.7792e-05+0.081997i,0.025055+0.032334i,0.025461+0.0075065i,0.015057-0.0041425i,0.0048747+0.00013684i,-0.0011243+0.010566i,-0.0032277+0.024914i,0.010717+0.041199i,0.035206+0.048054i,0.035489+0.049876i,0.012375+0.052055i,0.0037156+0.050085i,0.019487+0.037871i,0.038526+0.015534i,0.034802-0.0023021i
0.079974+0.059974i,0.22278+0.1749i,0.37493+0.29484i,0.38977+0.27135i,0.27279+0.10684i,0.17172-0.030046i,0.14628-0.069199i,0.11976-0.065609i,0.053111-0.063446i,-0.0024424-0.053654i,-0.011412-0.030619i,0.0029098-0.013162i,0.010439-0.0030162i,0.017566+0.0024816i,0.030328-0.011667i,0.029946-0.045167i,0.013229-0.075496i,0.0012575-0.082662i,-0.00077274-0.063932i,-0.0043313-0.040232i,-0.015538-0.029126i,-0.031465-0.021399i,-0.038491-0.0088928i
-0.063409-0.025883i,-0.15087-0.08524i,-0.22285-0.16746i,-0.189-0.19875i,-0.098111-0.14291i,-0.062188-0.055836i,-0.065782+0.003956i,-0.050709+0.029133i,-0.025299+0.04188i,-0.017758+0.041959i,-0.028048+0.034063i,-0.029555+0.031646i,-0.019299+0.023239i,-0.023277+0.010745i,-0.041529+0.013979i,-0.057047+0.034443i,-0.059225+0.059518i,-0.043589+0.068118i,-0.022972+0.054243i,-0.012407+0.037537i,-0.0043364+0.032775i,0.0090366+0.031231i,0.019681+0.021481i
0.061144+0.023157i,0.155+0.07949i,0.2521+0.17191i,0.25662+0.20542i,0.16118+0.11961i,0.060426+0.011472i,0.022967-0.026282i,0.033693-0.021477i,0.04176-0.022002i,0.037772-0.021398i,0.036531-0.022153i,0.028602-0.031309i,0.013586-0.034427i,0.0082077-0.031103i,0.013997-0.033361i,0.018961-0.040762i,0.016645-0.044475i,0.0085149-0.041676i,0.0005313-0.035642i,-0.0032666-0.029058i,-0.0064568-0.023074i,-0.011801-0.012815i,-0.011608-0.0041994i
-0.075426-0.0088966i,-0.21915-0.036716i,-0.39868-0.081602i,-0.45018-0.087507i,-0.30398-0.039543i,-0.11274-0.027661i,-0.045865-0.072101i,-0.072434-0.078254i,-0.073634-0.026875i,-0.037206+0.0062222i,-0.02193+0.010187i,-0.025934+0.016832i,-0.020583+0.016883i,-0.018594+0.010366i,-0.026035+0.024674i,-0.021559+0.05547i,-0.0049648+0.072554i,0.010016+0.068228i,0.01807+0.046052i,0.020181+0.017382i,0.022959+0.00043373i,0.027979-0.0071974i,0.024967-0.01229i
0.045992-0.018862i,0.13183-0.046099i,0.2277-0.068544i,0.23868-0.070429i,0.15-0.061285i,0.043999-0.043812i,-0.0091353-0.0052736i,0.005216+0.025162i,0.036584+0.012208i,0.040791-0.0093832i,0.03991-0.016311i,0.038317-0.026114i,0.027618-0.029428i,0.031832-0.027919i,0.051509-0.050635i,0.05542-0.092428i,0.038923-0.11907i,0.02087-0.10952i,0.012265-0.070269i,0.011929-0.032566i,0.0034871-0.018331i,-0.016611-0.014856i,-0.027578-0.0044773i
-0.025618+0.0070825i,-0.078999+0.013872i,-0.14471+0.0022863i,-0.15529-0.015392i,-0.081128-0.0071878i,0.025305+0.013347i,0.078965+0.0055047i,0.049481-0.01346i,0.00023981-0.0058209i,-0.015922+0.0097898i,-0.013782+0.019199i,-0.0081829+0.032286i,-0.001831+0.040225i,-0.008602+0.039283i,-0.031797+0.045495i,-0.051256+0.066549i,-0.051886+0.08273i,-0.041232+0.071851i,-0.026759+0.042745i,-0.011122+0.022476i,0.0052618+0.019412i,0.019232+0.018881i,0.022683+0.011317i
0.036147-0.015403i,0.13145-0.029411i,0.27557-0.036911i,0.3498-0.046342i,0.26199-0.05874i,0.10317-0.038323i,0.020324+0.016457i,0.03031+0.052799i,0.056617+0.040392i,0.04997+0.0043882i,0.023947-0.021755i,0.0080075-0.030379i,0.0038903-0.028317i,0.0075734-0.026567i,0.019581-0.039089i,0.02669-0.062534i,0.021849-0.068542i,0.013986-0.043157i,0.0076505-0.0062459i,0.0050954+0.015535i,0.0038401+0.012774i,-0.0020038+0.001956i,-0.0054432-0.001307i
-0.018193+0.029974i,-0.062444+0.089073i,-0.12565+0.16798i,-0.14538+0.21009i,-0.088361+0.1826i,-0.01474+0.11097i,0.012187+0.039384i,-0.0016484-0.010886i,-0.029752-0.028474i,-0.041126-0.006824i,-0.026239+0.026179i,-0.0064738+0.038903i,0.0025065+0.032832i,-0.006372+0.029754i,-0.024778+0.049514i,-0.027665+0.079968i,-0.013938+0.085222i,-0.0017869+0.058517i,-0.00063331+0.02241i,-0.0090512+8.2534e-05i,-0.012285-0.00074199i,-0.001944+0.003239i,0.0055361-0.0016934i
0.000973-0.017708i,0.002214-0.048063i,0.00032801-0.084728i,-0.013647-0.10009i,-0.032191-0.083865i,-0.041885-0.055905i,-0.043057-0.034346i,-0.035366-0.010054i,-0.0091709+0.022488i,0.022512+0.026383i,0.023042-0.0081002i,-0.0060355-0.036139i,-0.02417-0.038268i,-0.012366-0.036856i,0.014428-0.051884i,0.028948-0.074981i,0.024298-0.079218i,0.013916-0.055082i,0.0058874-0.021432i,0.0013261-0.00083416i,-0.0024251+0.0045162i,-0.0049642+0.0031587i,-0.0037633+0.0046702i
-0.017218+0.012348i,-0.058095+0.021593i,-0.13447+0.031085i,-0.1852+0.047665i,-0.14926+0.061838i,-0.076509+0.047313i,-0.035325+0.022553i,-0.013511+0.0094846i,0.0035081-0.0075526i,0.0052873-0.010686i,0.012313+0.010522i,0.027718+0.027193i,0.030728+0.032263i,0.020632+0.033826i,0.0020465+0.041771i,-0.012455+0.057781i,-0.013759+0.059402i,-0.011201+0.033744i,-0.0087115-0.00077761i,-0.0041248-0.018292i,0.0027166-0.016793i,0.009565-0.0096289i,0.011965-0.0063519i
0.0062387-0.029009i,0.025207-0.085734i,0.057881-0.17251i,0.067669-0.23025i,0.047057-0.20425i,0.04692-0.12674i,0.066885-0.07849i,0.052807-0.046404i,0.021241+0.0020324i,0.011828+0.01758i,-0.0031696-0.0086569i,-0.026779-0.02354i,-0.031486-0.019821i,-0.020926-0.020114i,-0.006897-0.035695i,-0.0015718-0.057025i,-0.0021428-0.053861i,0.00089197-0.025718i,0.0058533+0.0013001i,0.0090997+0.012154i,0.0046696+0.0085557i,-0.0054941+0.0021955i,-0.010383+0.00038937i
0.011123+0.01351i,0.038665+0.037568i,0.08724+0.076229i,0.12976+0.097193i,0.10342+0.06615i,9.3826e-05+0.017314i,-0.085775+0.021033i,-0.072499+0.042229i,-0.016716+0.025224i,0.0018141+0.010965i,0.015862+0.028991i,0.048945+0.03637i,0.059262+0.019199i,0.037945+0.0106i,0.011858+0.023432i,-6.4468e-05+0.04033i,-0.003318+0.035544i,-0.0053897+0.012245i,-0.0043102-0.0076893i,-0.001638-0.015115i,-0.00092065-0.0089994i,-0.0029459+0.0025245i,-0.0049472+0.00911i
