-0.0044642-0.0005217i,-0.001994-0.0011883i,-0.0020115-0.0010094i,-0.00132+0.0014048i,-8.5163e-05+0.0030682i,0.00022098+0.0030597i,0.00013091+0.0020581i,0.0006866+0.0013484i,0.0006375+0.0012057i,0.00041944+0.00095203i,0.000637+0.00034105i,0.00047585-0.00080469i,0.00028684-0.0013542i,0.00027168-0.0010479i,0.00050493-0.00026163i,0.00054131-0.00011698i,-0.00044489-0.00092683i,-0.0012065-0.00059162i,-0.00095541+0.0006243i,-0.00047553+0.0011236i,2.527e-07+0.00070914i,-0.00017498+0.00058462i,-0.00052172+0.00084915i
0.00085352-0.0021439i,-0.00039325-0.0027355i,-0.00050246-0.0016205i,8.4248e-06+0.00018088i,-0.00033407+0.00091293i,-0.00087307+0.0013735i,-0.00084863+0.0016925i,-0.00035432+0.00053056i,-0.00054667-0.00077172i,-0.00074586-0.0011395i,-1.8829e-06-0.00092899i,-5.9087e-07-0.00041403i,-0.00056996+0.00074132i,7.195e-05+0.0010692i,0.00024058+0.00079533i,-0.00038444+0.00093039i,-9.4198e-05+0.0012643i,0.00058694+0.0012239i,0.00099473+0.00052491i,0.00015817-0.00061443i,-0.00066771-0.0006168i,8.3127e-07+0.00042326i,7.2962e-05+0.00024164i
-0.0010996-0.00082151i,-0.0017304-0.0013242i,-0.0025826-0.0013419i,-0.001608-0.00067671i,-0.00011918-0.00079714i,0.00020626-0.0018773i,-0.00022401-0.0028835i,-0.00072533-0.0018706i,-0.00062325+6.6626e-05i,-0.00018698-0.0001917i,-0.00016639-0.00078771i,0.00013546-9.2332e-05i,0.00068784+2.38e-05i,0.00069752-0.00015456i,0.0004703-0.0001355i,-5.0159e-05-0.00050719i,-0.0010659-0.00025133i,-0.000453+0.00064282i,0.00046903+0.00037642i,0.00048976-0.0002102i,0.00075353+0.0003073i,0.00021662+0.00043881i,-0.00017243+0.00051234i
-0.00086362-0.00066177i,-0.0014455-0.0019644i,-0.0007659-0.002801i,0.00038102-0.0015162i,0.00018905+0.00021224i,0.00091012+0.0012027i,0.0016718+0.00016706i,0.00074755-0.0010519i,3.1981e-05-0.0002084i,0.00031557+0.00066727i,0.00032215+0.00051309i,0.00010787+0.00037365i,-0.00015531+0.00015769i,-0.00041346-0.0001629i,3.8202e-05-5.1582e-05i,0.00033231-9.4698e-05i,4.7918e-06+0.00011567i,-0.00023675-0.00020208i,-0.00029959-0.00020648i,-0.00044914+0.00081713i,0.00031922+0.0010997i,0.00078042+0.00061273i,0.00040239-0.00022734i
-0.00089451-0.0015903i,-0.0015948-0.00081392i,-0.00088032+1.5156e-05i,0.00059792+0.0012586i,0.00036777+0.0016639i,-0.00035668+0.0018323i,-0.00011649+0.0015434i,-0.00015146+0.00050411i,-0.0008596-0.00027662i,-0.0003204-0.00013726i,0.00069943-0.00040593i,0.00080557-0.00087269i,7.5561e-05-0.00082412i,-0.00094343-0.00099518i,-0.00057643-0.00050272i,0.00033196-0.00023719i,0.00031366-0.00067837i,0.00038681-0.00074547i,0.0001133-0.00059768i,-0.00059736-0.00075629i,-0.00046787-0.00059752i,-0.00035489+0.00028107i,0.00023406+6.8795e-05i
-0.00044039-0.0010346i,-0.0014675-0.0023564i,-0.0019271-0.0022413i,-0.0013915-0.0015338i,-6.9092e-05-0.0015158i,-0.00024844-0.0012147i,-0.0011256-0.00035188i,-0.0014448-0.00043712i,-0.00086543-0.0007958i,0.00027853-0.00050691i,0.0007975-0.00021783i,0.00096909-0.00021693i,0.0002328-0.00041401i,-0.00020489-0.00063199i,0.00028183-0.00060781i,-0.00033669-0.00011521i,-0.00090331+0.0004278i,-0.00070328+0.00055496i,-0.00033275-0.0002605i,0.0005659-0.0011182i,0.00095156-0.0010981i,0.00068604-0.00084187i,-4.0301e-06-0.0007792i
0.0041454-0.00027603i,0.0024213-0.0022701i,0.00057831-0.0035706i,3.4839e-05-0.0029365i,-0.00023555-0.0023533i,0.00040004-0.0018977i,0.0010714-0.0013654i,0.00029508-0.00080455i,-0.00058697+0.00012993i,-0.00036241+0.00044788i,2.566e-05+0.00078327i,-0.00020486+0.0013804i,-0.0004204+0.0011206i,0.00042844+0.0006752i,0.00058015+0.00039898i,-0.00020746-0.0004757i,-0.0005419-0.00082324i,-7.5618e-05-0.0005089i,0.00039417+1.5444e-05i,-0.00020973+0.0010049i,-0.00050478+0.00090928i,0.00037885+0.0006087i,0.00048952+1.5757e-05i
-0.0014279+0.00091342i,-0.001077+0.00029321i,-0.0007647-0.00071328i,-0.00017435-0.0014385i,0.00032335-0.00024324i,-7.9185e-05+0.0015556i,-0.00041638+0.00093179i,-0.00019806-0.00074786i,-0.0002019-0.00052962i,-0.00071084+0.00039444i,-0.00076878-0.00033649i,0.0003918-6.4176e-05i,0.00011833+0.0002295i,-0.001204-0.0011071i,-0.00061397-0.001043i,0.00056463-0.00016609i,0.000732-0.00040909i,-2.127e-05-0.0001612i,-0.00072444+0.00014486i,-0.00055866+0.00047787i,-0.00056754+0.00089637i,-0.00040134+0.00031032i,-0.00012722-6.3821e-05i
-0.00010849+0.00085432i,0.00083708-7.1169e-05i,0.0021027-0.00010839i,0.0024579-0.00062689i,0.0021701-0.0015141i,0.00060733-0.0010862i,-0.0010241-0.00022433i,-0.00098212-0.00012977i,-0.00037437-0.00086775i,0.00032683-0.0012027i,-5.4815e-05-0.00051903i,-0.00099012-0.00049694i,-0.0011103-0.0002463i,-0.0012766-0.00038769i,-0.0008711-0.00093454i,-0.00053998-0.00062399i,-8.0686e-05+6.0295e-05i,1.7664e-05+0.00021903i,-0.00047031-0.00036286i,-0.00045874-0.00067802i,0.00030564+6.197e-05i,0.00077205+0.00034912i,0.00083194+0.00026398i
0.00141-0.0017845i,0.00037294-0.0031079i,2.8049e-05-0.0020104i,0.00039945-0.00025643i,0.0011329+0.00061302i,0.001589+0.00058263i,0.000844+0.00021247i,-0.00015081-0.00014842i,-0.00016834-0.00040392i,0.00011239+0.00023288i,0.00014667+0.00059045i,3.6916e-05-9.8403e-05i,0.00056499-0.00022998i,0.0013643-0.00017493i,0.00084451-0.00049552i,-0.000322-0.00054426i,-0.0013271-0.00021093i,-0.0012597+0.00053043i,-9.3813e-05+0.00024073i,0.00013306-0.00022783i,-8.3569e-06-0.00031656i,-3.0862e-05-0.0001974i,-0.00080725-0.00020411i
-0.0017171+0.0013004i,-0.00067895+0.00030607i,0.00028928+0.00024022i,0.00012569+0.00084359i,-0.00041155+0.001433i,-5.6846e-05+0.0015963i,0.00044878+0.00084002i,0.00032002-0.00030511i,-0.0006204-0.00055111i,-0.00072681+8.1064e-05i,0.0004015+0.00061136i,0.00086886+0.00087853i,0.00065074+0.00079031i,0.00073037+0.00040229i,0.00074953-0.00039576i,0.00074731-0.00084075i,0.00043127-0.0003305i,-9.01e-06+0.00011646i,-0.00033367-1.5471e-05i,-0.00024131+0.00019339i,0.00031018+0.00031377i,0.00023033-1.5088e-05i,-0.00023349-0.0003583i
-0.002497-0.0014456i,-0.0024022-0.00092403i,-0.001405-0.00024752i,-0.0011671-0.0012228i,-0.0012335-0.0017716i,-0.0008198-0.00094051i,-0.001462-0.00033144i,-0.0015673-0.00086435i,-0.0010079-0.0014121i,-0.00039577-0.00079586i,6.9315e-05+1.9119e-05i,0.00028433+0.00027523i,0.00046973+8.5073e-05i,0.00075153-0.00050715i,0.00088932-0.0011486i,0.00094783-0.00097685i,0.00021411+1.8087e-05i,4.539e-05-5.9992e-05i,0.00033412-0.00089717i,0.00019272-0.0010582i,0.00021128-0.00064567i,-0.00086276+5.3907e-05i,-0.00095013+3.8487e-05i
0.00324-0.0011745i,0.0031606-0.0025124i,0.0030347-0.0017441i,0.0029485-0.0015438i,0.0032849-0.0022663i,0.0024481-0.0022936i,0.00017559-0.0013551i,-0.00096939-0.00069506i,-0.00077132-0.0003301i,0.000652-0.00026686i,0.0015966-0.00011454i,0.0008809-0.00026088i,0.00090177-0.00054267i,0.00029973-0.00034644i,-0.00077653-0.00014759i,-0.0010631+0.000396i,-0.0019801+0.00048219i,-0.0020564+0.00052276i,-0.0006422+7.0869e-05i,0.00036722-0.00067159i,-2.9563e-05-0.00097004i,-0.00036017-0.00082324i,-7.2293e-05-0.00043282i
-0.00020765+0.0028052i,-0.00050129+0.0014781i,-0.00031766+0.0011214i,0.00019807+0.001993i,0.00091195+0.0023525i,0.0009848+0.0017175i,0.0010176+0.0006168i,0.00061561-0.00016146i,-0.00058673+7.4175e-05i,-0.00052913+0.00085538i,0.00038129+0.00072588i,0.00056647+0.00073641i,0.00048351+0.0011128i,0.00068579+0.0010385i,0.00022516+0.0012914i,0.00058712+0.0001713i,0.00085431-0.00035993i,0.00015258+0.00014779i,-0.00044184+0.0005816i,4.0352e-05+0.00061129i,0.00061973+0.00010643i,0.00025964-0.00034406i,-0.00030072-0.00041672i
0.00067547-0.00062234i,-8.493e-05-0.0011217i,-0.00013849-0.0026111i,-0.0012049-0.0039924i,-0.0028381-0.0043033i,-0.0022187-0.0021036i,-0.0016874-0.00013784i,-0.00148-0.00014486i,-0.0012319-0.00026825i,-0.00090411-0.00038967i,-0.00025971-0.00021504i,-1.4981e-05+0.00025914i,-0.00015907+0.00048405i,0.00024872+0.00058146i,0.0001116-2.4318e-05i,-0.00026798-0.00042123i,0.00014322-0.00026572i,0.0002128-0.00070619i,0.00010506+0.00029363i,0.00058798+0.0006329i,0.00078076-0.00016814i,0.00020711-0.00010504i,-0.00020693-4.9207e-05i
0.00090405-0.0020456i,0.00072316-0.0020194i,0.00091455-0.0018591i,0.0022324-0.0019576i,0.0028095-0.0020498i,0.0020608-0.0017446i,0.0016566-0.001276i,0.00091954-0.0013197i,0.0003267-0.0011801i,0.00028652-0.00063761i,0.00067139-0.00072368i,0.0013198+0.00026394i,0.0012436+0.00054992i,0.0011058-0.00064583i,0.00078225-0.00074675i,0.00046567-0.00012491i,6.4826e-05+0.00023212i,-0.00026734+0.00071715i,-0.00052003+0.0010994i,-0.00054011+0.00073873i,-0.00013475+0.00061198i,0.00042345+8.0138e-05i,0.00016479-6.1107e-05i
-0.0017141-0.00070176i,-0.0024812-0.00026592i,-0.00094188+0.00048491i,0.0011918+0.0018077i,0.0015841+0.0021571i,0.00096758+0.002032i,0.00031163+0.0021143i,-0.00027537+0.00121i,-3.806e-05+0.00030225i,0.00017621+0.00051919i,-0.00012089+0.00032859i,0.00063431+1.3979e-05i,0.00098708+0.00034058i,7.2733e-05+0.00020676i,-0.0012969-0.00013788i,-0.001407+6.8677e-05i,-0.00063332-0.00014197i,-0.00043942-0.00038956i,-0.00034004-0.00012707i,8.8223e-05+4.048e-05i,-6.1163e-05+0.00022411i,-0.00011998+0.00025595i,-0.0001782+0.00054477i
4.1598e-05+0.0005715i,-0.00098142+0.0007286i,-0.00081605-0.00062304i,-0.0024358-0.00053272i,-0.0037998+0.00095261i,-0.0033481+0.0014702i,-0.0019704+0.00080215i,-0.0003834+0.00042298i,-0.00036424+0.00051731i,-0.00098542+0.00023411i,-0.00052756+0.00046103i,-4.5393e-05+0.0012009i,0.00038826+0.0010098i,0.00026287+0.00035031i,-0.00049631-0.0003196i,-0.0007106-0.00057718i,-0.0010369-0.00017413i,-0.00041501-5.7534e-05i,0.00099654-0.00053888i,0.00067617-0.00037216i,-0.00039911-0.00026756i,-0.00029436-0.00072905i,0.00016501-0.0010078i
-0.0018669+0.00050365i,-0.0013713+0.00031452i,0.00016098-0.00049869i,0.0020106-0.0030305i,0.0028914-0.0041329i,0.0026056-0.0029332i,0.0011746-0.0015495i,-0.00045793-0.0008641i,-0.0010963-0.00093381i,-0.00015689-0.001055i,0.00041929-0.00025558i,-0.00011604+7.6142e-05i,-0.00047316-0.0008601i,-0.00054024-0.0011646i,-0.0006822-0.00045572i,-0.00042088+9.588e-05i,0.00082949+0.00072443i,0.001413+0.0011272i,0.00049528+0.00094554i,-0.00057628+0.00019654i,-0.00090654+0.0004976i,-0.0010521+0.00092265i,-0.00058982+0.00018209i
-0.0019166-0.0023124i,-0.00023842-0.0015651i,0.0014462-0.00022048i,0.0029563+0.00018307i,0.0038409+0.00085062i,0.0041899+0.001145i,0.0034689+0.00096598i,0.0015534+0.00090342i,0.00010904+0.00017028i,-0.00032382-0.00091662i,3.1532e-05-0.00080337i,0.00032522-0.00018358i,-4.1676e-05-0.00016692i,-0.00017155-0.00034814i,-0.00041742-0.00057065i,-0.00045686-9.7217e-05i,0.00019369+0.00027953i,0.00041913+0.00014005i,0.00024975+0.00014801i,0.00031667-1.4307e-05i,0.00029884-0.00029409i,-3.1467e-05+2.6639e-06i,-0.00037858+0.00069601i
-0.0017737-0.0016266i,-0.0015827-0.00026668i,-0.0022535+0.00067727i,-0.0029605+0.0021818i,-0.0031868+0.0034702i,-0.0018657+0.0032568i,-0.00095396+0.0021409i,-0.0016051+0.0012459i,-0.0018705+0.00096898i,-0.0013064+0.001333i,-0.00038552+0.00099007i,0.00071497+0.00087698i,0.00098511+0.00090694i,0.00057154+0.00033254i,0.0004877+9.4439e-05i,-2.0179e-05-0.00089446i,-0.00070463-0.00063368i,-0.00058662+0.00029949i,0.00017824-7.9223e-05i,0.00080031-0.0001363i,0.00043204-0.00015892i,-0.00051973-0.00020362i,-0.00078368+0.00044883i
0.00019704-0.0015637i,-5.5757e-05-0.0028538i,-0.00068983-0.003262i,-0.0010986-0.0034942i,-0.0017495-0.0040385i,-0.0019786-0.0032035i,-0.0013237-0.0013119i,-0.00057409-0.00090008i,-0.00059843-7.3176e-05i,-0.0010893+0.0012526i,-0.00044693+0.0011945i,0.00015048+0.00070785i,-0.00085711+0.00057886i,-0.00098301+0.00038192i,-0.00044441+8.149e-06i,-0.000277-0.00044919i,-0.0001201-0.00022379i,-1.5669e-05-0.00052801i,-0.00021066-2.5502e-05i,0.00018137+0.0012509i,0.00014774+0.0008918i,-0.00024388-1.1683e-05i,-0.0004788-0.00033181i
-0.002196+0.0021606i,-0.0014173+4.8493e-05i,0.0016695-0.0014553i,0.0056175-0.0019173i,0.0077242-0.0020298i,0.0057522-0.0019358i,0.0021096-0.0007754i,0.00021368-0.00054315i,0.00021322-0.00051169i,0.00070012-0.00078448i,0.00058231-0.0012536i,0.00018712-0.00078605i,-0.00042058-0.00047201i,-0.00021015-0.00059261i,0.00025755-0.00044088i,-0.00024082-0.00018356i,-0.00043613+0.0002305i,-4.9563e-05+0.00033218i,-6.0612e-05+0.00048779i,-0.00070028-1.2563e-05i,-0.00069035-0.0008915i,-7.645e-08-0.00083641i,0.00061693-0.00026318i
0.000786-0.0038202i,-0.00042857-0.0039123i,-0.0016156-0.0017636i,-0.0016343+0.0014579i,-0.0018892+0.0033111i,-0.0011286+0.0039638i,0.00021125+0.0028303i,2.7367e-05+0.0011951i,-0.00026949+0.00044384i,0.00036911+0.00011308i,0.00046843+0.00011589i,-9.4961e-05+0.00021118i,-0.00050251+0.00072295i,-0.00029871+0.0013244i,-0.00093629+0.0010821i,-0.00067499+0.0006541i,-0.0001202+0.00064398i,-0.00031154+0.00046662i,-0.00019232+0.00067358i,0.00058495+0.00036862i,0.00078969-0.00038278i,-5.9791e-05-0.0004588i,-0.00056144+0.00025759i
-1.8291e-05+0.0010733i,-0.00034086+0.0012231i,-0.0016587+0.00048912i,-0.0022236-5.7128e-05i,-0.0025159-0.00056299i,-0.0022145-0.0010031i,-0.0013289-0.00046232i,-0.0012146-0.00045248i,-0.00115-0.00049999i,-0.00076149+0.00027275i,-0.0006003+0.0009299i,-0.00029744+0.00048769i,0.0004481-0.00025107i,0.00062975-0.00066254i,0.00036025-0.00076986i,-2.5329e-05-0.0011918i,-0.0011077-0.00065347i,-0.0011782+0.0006524i,-0.00063895+0.00077285i,-0.00054792-5.5009e-05i,-0.00076981-0.00039486i,-0.00047506-0.0005277i,-8.9639e-05-0.00031236i
-0.00062565-0.0024262i,-0.001925-0.0031327i,-0.00066541-0.0036292i,0.0011243-0.004403i,0.0020622-0.0048615i,0.0020815-0.0038517i,0.0009584-0.0018509i,-0.00066517-0.0010617i,-0.001097-0.0010144i,-0.000234-0.0010759i,0.00041427-0.0007945i,0.00018631+0.00043571i,0.00067559+0.00062226i,0.0012501-0.0002084i,0.00076519-2.6972e-05i,0.0002138+0.00048032i,0.00019471+0.00027448i,2.5706e-05-0.00059468i,-0.00039926-0.0013793i,-0.00031053-0.00088051i,-0.00044643-0.00028155i,-0.0006364-0.00023216i,0.00020694-0.00013367i
0.0014945-0.0010822i,0.0011239-0.0012092i,0.0019914-0.0016641i,0.0035591-0.00024557i,0.0037484+0.00205i,0.0026039+0.0025667i,0.00094124+0.0014463i,0.00026253+0.00033632i,0.00011976-0.00026208i,-0.00031354-0.00089979i,-0.00048479-0.0013214i,-0.00047329-0.00045233i,-8.2412e-05+0.00037445i,-0.0003311+0.00071824i,-0.0005914+0.00032425i,-0.00090943+0.00027945i,-0.00062564+0.0010117i,3.3848e-05+0.0013211i,9.9558e-05+0.00061392i,-0.00012828+6.9536e-05i,0.00012769+0.00029162i,-0.00016216+6.7755e-05i,9.3347e-05-0.0004632i
0.0010199+0.00052505i,-7.9686e-05-0.00012561i,-0.00063642+0.00067192i,-0.0011958+0.0022111i,-0.0022474+0.0024856i,-0.0026521+0.0023622i,-0.0012787+0.002672i,-0.00041696+0.0020005i,4.7849e-05+0.00067709i,0.00067537+0.00035178i,0.00083933-0.00019892i,0.00086734-0.0012539i,0.00028794-0.0010692i,-0.00025794-0.00039379i,-0.00070921-0.00013753i,-0.00093002-0.00012242i,-0.00065344-0.00030749i,-0.00012231-0.00046103i,0.00076488-0.00032854i,0.00060889+1.9051e-05i,0.00040119+0.00019863i,0.00053944-0.00056066i,0.00021606-0.0017188i
0.0002859+8.3293e-05i,-0.0001592-0.0018187i,-0.0014658-0.003336i,-0.0019764-0.0040113i,-0.0016864-0.0040485i,-0.0016406-0.0033358i,-0.0015553-0.0024134i,-0.0010079-0.0016849i,-0.0010048-0.0011666i,-0.00077976-0.00034675i,-0.00022802+0.00026466i,0.0002579+0.00053645i,0.0001127+0.00077219i,-0.00049992+0.00034928i,-0.00056812-0.00028952i,0.00018112+0.00011372i,0.00038274+0.00071409i,-2.661e-05+0.00065554i,-0.0004313-0.00024024i,-0.00025053-0.00077883i,-0.00020888+4.0931e-05i,-4.1367e-05+0.00038202i,-9.3516e-06+7.9768e-05i
0.00063457-0.0030994i,-0.00034651-0.0035557i,-0.00076882-0.0043957i,0.0011938-0.0039967i,0.0031555-0.002909i,0.0028112-0.0013141i,0.0016786-0.00060774i,0.0010363-0.00062611i,0.00054755-0.00059861i,0.00050172-0.00044115i,-0.00012004-0.00051648i,-0.00018625-0.00034201i,0.0008164+0.00017377i,0.001066+0.00038012i,0.0010079+0.0003514i,0.0002336+0.00080214i,-0.00032858+0.0011348i,-0.00026266+0.00020373i,-5.148e-05-0.00043463i,0.00030581-0.00055114i,0.00027988-8.3847e-05i,-4.8267e-06+0.00035393i,-0.00020442+6.0967e-05i
0.0022294-0.0028861i,0.00010179-0.0022865i,6.011e-05-0.00067213i,0.0003272+0.00159i,-0.00087176+0.003343i,-0.0011556+0.0033567i,-0.00025996+0.0021869i,4.5886e-05+0.00032194i,0.0002066-0.00049537i,0.00018098-0.00058129i,0.00019252-0.00063473i,-5.6561e-05-0.00031165i,-0.00059621+0.00025526i,-0.00045454+0.00065668i,0.00084818+0.00075294i,0.00066438+0.00092384i,-0.00084413+0.00068301i,-0.0013728+0.00028242i,-0.0014401+1.8377e-05i,-0.00014052-0.00027673i,0.00066679-0.00028224i,-2.1458e-05-5.3706e-05i,-0.00016609+0.00044821i
0.00080865+0.0032341i,0.00024247+0.0012791i,-0.0005799-0.00036276i,-0.0017065-0.0011185i,-0.0023029-0.0008458i,-0.0020218-0.00029702i,-0.001369-0.00023515i,-0.0009163-0.00062424i,-0.00096937-0.00072667i,-0.00019876-0.00081268i,0.00062505-0.00033404i,0.00042067+0.00029687i,-0.00015273+0.00024418i,-0.00047446+0.00039011i,-0.00057081+0.00017138i,1.5395e-05-0.00026742i,7.6145e-05-0.00070837i,-0.00059547-0.00071914i,-0.00027901-0.00031578i,-0.00019479-0.00021067i,-0.00051453-0.0001342i,-0.00012196-0.0011978i,5.9915e-06-0.0014802i
-0.0015311-0.00036337i,-0.0022366-0.00011776i,-0.0015333-0.0020746i,0.00034996-0.0048071i,0.0018956-0.0051544i,0.0014493-0.0041229i,0.00032684-0.0023247i,0.0001961-0.00029471i,-0.00011195+0.00048852i,-0.00029349+0.0003969i,-0.00053124-4.5835e-05i,-0.00092456+0.00039919i,-0.00084557+0.00086975i,-0.00042986-0.00011698i,0.00049344-0.0011141i,0.00079887-0.0008755i,0.00047191+5.9758e-06i,0.00030527+0.00058779i,6.9855e-05+0.001003i,-3.8592e-05+0.00039117i,0.00021107-7.9259e-05i,0.00024209-0.00021327i,0.00036777-0.00062552i
0.00047879-0.0012359i,0.00075536-0.0016599i,0.0015351-0.00075915i,0.0023949+0.0016418i,0.0035017+0.0037055i,0.003322+0.0037517i,0.0022158+0.0015685i,0.0001848-0.00011827i,-0.0011227-0.00069077i,-0.0010309-0.00098379i,-0.0011391-0.0010822i,-0.00069887-0.0012293i,-0.00048319-0.00066764i,-0.00061051-5.801e-05i,-0.00050456-6.8607e-05i,-6.2947e-05-1.2963e-05i,-3.258e-05+0.00018563i,-0.0003715+0.00042771i,-8.6441e-05+4.0183e-05i,0.00022155-0.00055977i,-0.00011852-0.00015636i,0.00010569+0.0002579i,0.00071308+7.1491e-05i
-0.00041208+0.00076775i,-0.00027372+0.00020493i,0.00014692+0.00071086i,-0.0016726+0.0010442i,-0.0029535+0.0010806i,-0.0028637+0.0010422i,-0.0017989+0.0013263i,-0.00048143+0.0016838i,0.00078168+0.0019101i,0.0011161+0.0018662i,0.00050478+0.00033191i,-5.0158e-05-0.00034951i,0.00016993-2.8995e-06i,0.0004557+0.00043168i,7.2751e-05+0.00055402i,-0.00025328+0.00012348i,0.00033328-0.00096357i,0.00059932-0.00091096i,0.00036225-0.00023141i,-0.00017936-0.00037442i,-0.00049375-8.3968e-05i,0.00031354+0.00029739i,0.00062465+0.00052168i
-0.0026433-0.0011175i,-0.0018424-0.001391i,-0.002462-0.0021328i,-0.0017567-0.0029123i,-0.00066393-0.0032759i,4.5527e-05-0.0029666i,-9.1404e-05-0.0014534i,-0.00073219-0.00035295i,-0.00088697+0.00039824i,-0.00082916+0.00093722i,-0.00055615+0.0010254i,-0.00037806+1.9442e-05i,-0.00019723-0.00088985i,-6.8577e-05-0.00088176i,-0.00011765-0.00013513i,-0.00011805+0.00076972i,-0.0002497+0.0005423i,0.00029941+0.00019821i,0.00049016-0.00035914i,-0.00021685-0.00033758i,-0.00010906+5.3281e-05i,0.0002717+0.0002191i,-0.00089093+0.00042773i
-0.00045626-0.0017985i,-0.000554-0.002691i,0.00053081-0.0026259i,0.0021335-0.00096428i,0.0040255+0.00014421i,0.0037275-0.00016244i,0.001837-0.00064744i,0.00020174-0.00052122i,-0.00057283-0.00053798i,-0.00046821-0.00099954i,-0.00014854-0.00090245i,-0.00035035-0.00064993i,-0.00033176-0.00097678i,0.00012636-0.00089106i,0.00050963-0.00043195i,0.00059795-0.00018065i,7.0627e-06-0.00059761i,-1.6695e-05-0.0005917i,-7.6461e-05-0.00033386i,0.00013939-0.00023522i,0.0006723+0.00044946i,0.00035695+0.0004877i,-0.00057037-7.736e-05i
0.00038343-0.0016385i,-0.00015141-0.0021117i,-0.00054833-0.00047122i,-0.00046877+0.0018924i,-0.00056548+0.0034897i,-0.0010175+0.0032373i,-0.00087126+0.0020021i,-0.0001855+0.00083377i,0.00046583+0.00043427i,0.0011663+3.714e-05i,0.0014144-0.00043186i,0.0012311-8.8066e-05i,0.00092408-0.00014789i,0.00015284+0.00013709i,-0.0003162+0.00024733i,-0.00058736-0.00068942i,-0.00040586-0.001205i,-0.00035978-0.00076192i,-0.0007241-0.00044155i,-0.00044449-0.0004372i,-0.00010744-0.00037769i,-0.00028021+0.00021962i,-0.00067116+0.00018693i
-0.00085449+0.00104i,-0.00021282+0.00086717i,-0.00096475-0.00020352i,-0.0017298-0.0020202i,-0.0030178-0.0021974i,-0.0026833-0.0014652i,-0.0013639-0.00039077i,-0.00078606+0.00038002i,-0.00098663+0.0002056i,-0.0004855+1.6157e-05i,0.0002343+0.00057634i,0.00019123+0.00058551i,-0.00059438-0.00032671i,-0.0003277-0.0010392i,0.00043596-0.0012382i,0.00057773-0.00074833i,0.00064314+0.00029026i,0.00065107+0.0007078i,0.00062741+2.4122e-05i,0.00036522-0.0006178i,0.00010165-0.00077169i,0.00039867-0.0010364i,0.0008925-0.0010591i
-0.0016661-0.001319i,-0.0018106-0.00085139i,-0.00052704-0.0014845i,0.0014634-0.0026491i,0.0027593-0.0026637i,0.0022871-0.0014786i,0.00091834-0.00069458i,-0.00063158-0.00063955i,-0.0013665-0.00071813i,-0.0011455-0.00042653i,-0.00044484-0.00031611i,4.0835e-05-0.00034149i,-0.00010832-0.00044786i,0.00016661-0.00033739i,-0.00040023-0.00011727i,-0.00021106-0.00015627i,-7.8859e-05-0.00024635i,-0.00028814-0.000297i,-0.00073734-0.00015563i,-0.0010936+0.00042555i,-0.00081898+0.00039684i,0.0001008-0.00010338i,0.00051919-2.3389e-05i
-0.0013338-0.0016169i,-0.0012149-0.0018628i,-0.0013456-0.0007925i,0.00037717+0.0018535i,0.0028451+0.0032779i,0.0030796+0.0032922i,0.0016019+0.0021684i,0.00092843+0.00061333i,0.00091577+5.1105e-05i,0.0007158-0.0001001i,0.00029342+2.6378e-05i,-0.00024618+4.8146e-05i,-0.00039332-0.00021513i,0.00022825+0.0001529i,9.8558e-05+0.0005838i,0.00042654+0.0002818i,0.00081393-6.4362e-05i,0.00010706-0.00057183i,-0.0002953-0.0004103i,-0.00015032+0.00048641i,-0.00017261+0.00066729i,0.00032005+0.00022575i,0.00083339-0.00061779i
0.00028953-0.00098299i,-0.00078965-0.0011233i,-0.0014887-0.00045852i,-0.0023641+0.00084508i,-0.0040084+0.0015154i,-0.0033125+0.00048073i,-0.0011677+0.00084184i,0.00012314+0.00090516i,0.00057028+0.00088623i,0.0010588+0.0015005i,0.00067876+0.0010015i,0.00049188+0.00069915i,0.00075866+0.00075101i,0.00036355+0.00020545i,0.00011836-0.00044899i,0.00024278-0.00089493i,0.00026346-0.00044004i,0.00069368+0.0002638i,0.0004723+4.805e-05i,-0.00040918-8.5054e-05i,-0.00045754-0.0001237i,-0.00049219-1.6181e-05i,-0.00046277+0.00059973i
-0.00033203-3.9612e-05i,-0.0015573-0.0015761i,-0.0011564-0.002895i,0.00022941-0.0041985i,0.00027866-0.0044812i,-0.0010372-0.0032114i,-0.0010605-0.0019371i,-0.00074601-0.0015988i,-0.00069755-0.0011172i,-0.00025516-0.00013402i,-0.00037892+0.00081563i,-0.00071752+0.00074346i,-0.00095258+0.00045526i,-0.0004371-0.00011272i,1.5275e-05-0.00076356i,-0.00014622-0.00022673i,-0.00024764+0.0002226i,-0.00022578+0.00039731i,-0.00019828-9.8212e-05i,0.00028961-0.0010322i,0.00033876-0.00099702i,-0.00034879-0.00047469i,-0.00056726-0.00049689i
