-0.0044642-0.0005217i,-0.001994-0.0011883i,-0.0020115-0.0010094i,-0.00132+0.0014048i,-8.5163e-05+0.0030682i,0.00022098+0.0030597i,0.00013091+0.0020581i,0.0006866+0.0013484i,0.0006375+0.0012057i,0.00041944+0.00095203i,0.000637+0.00034105i,0.00047585-0.00080469i,0.00028684-0.0013542i,0.00027168-0.0010479i,0.00050493-0.00026163i,0.00054131-0.00011698i,-0.00044489-0.00092683i,-0.0012065-0.00059162i,-0.00095541+0.0006243i,-0.00047553+0.0011236i,2.527e-07+0.00070914i,-0.00017498+0.00058462i,-0.00052172+0.00084915i
0.14291+0.13284i,0.088192+0.038341i,0.046285+0.012835i,0.034212+0.027966i,0.02291+0.025977i,0.0088479+0.013645i,0.0012941+0.0025634i,0.00068424-0.00012108i,0.0057357+0.0028156i,0.0067587+0.0034436i,0.002009+0.0030189i,-0.00022063+0.0017362i,-0.0022682-0.00064521i,-0.0063416-0.00089978i,-0.0085055+0.0019122i,-0.006725+0.0045319i,-0.003614+0.004519i,-0.002911+0.00071305i,-0.0045858-0.0011342i,-0.0055806+0.0024169i,-0.0033738+0.0046546i,-0.00097176+0.0011985i,-0.00158-0.0031623i
0.12436-0.15836i,0.037324-0.082247i,0.015081-0.037175i,0.030415-0.03251i,0.031706-0.023839i,0.019138-0.012622i,0.0065214-0.0055448i,0.0022846-0.0035285i,0.0025017-0.0096014i,0.00068537-0.011081i,-5.0965e-05-0.0039427i,0.0006929+0.0019308i,-0.00026314+0.0058489i,0.00064415+0.0093381i,0.0036865+0.0098035i,0.0059133+0.0070869i,0.0049546+0.0037345i,0.0013478+0.0036763i,0.00041803+0.0061796i,0.0042694+0.0053328i,0.0053279+0.002126i,0.001028+0.0011902i,-0.0030472+0.0021343i
-0.16091-0.1133i,-0.077934-0.029346i,-0.030419-0.0055453i,-0.032826-0.018085i,-0.03059-0.023939i,-0.019033-0.016121i,-0.0084459-0.0049822i,-0.0032684-0.0011987i,-0.0080801-0.00057255i,-0.010809+0.0019047i,-0.0064215+0.0024626i,-0.001375+0.0015284i,0.0047355+0.00097532i,0.0089241-0.0013016i,0.0089133-0.0044436i,0.0059722-0.0054738i,0.0028104-0.00421i,0.0036232-0.002099i,0.0057468-0.0025576i,0.0039288-0.005659i,0.0009749-0.0056978i,0.0012004-0.0011138i,0.0026331+0.0023454i
-0.098603+0.187i,-0.021972+0.086749i,-0.0027919+0.029516i,-0.016181+0.033377i,-0.022489+0.032086i,-0.013982+0.019033i,-0.0031781+0.007837i,0.0014828+0.0034534i,0.0042002+0.0070159i,0.0071699+0.0082117i,0.0060817+0.0027331i,0.002628-0.0033593i,-0.00070849-0.0076495i,-0.0042553-0.010283i,-0.0060207-0.010137i,-0.0054819-0.0078924i,-0.0036303-0.0061336i,-0.0025771-0.0057426i,-0.0027467-0.004618i,-0.0038373-0.0013226i,-0.0034754+0.001308i,-0.00051178+0.00081085i,0.0020686-0.0014583i
0.18804+0.080684i,0.091041+0.022981i,0.030421+0.0052312i,0.027141+0.0086595i,0.025369+0.015783i,0.015313+0.01015i,0.0063988+0.0007603i,0.0029065-0.0019855i,0.0062696-0.0059116i,0.0059834-0.0096586i,0.00083315-0.0074118i,-0.0030084-0.0030773i,-0.0064436+0.0015459i,-0.0077402+0.005909i,-0.0063676+0.0075356i,-0.0045081+0.0054869i,-0.0030657+0.0025174i,-0.003148+0.00075503i,-0.0022377+0.00083176i,0.00010473+0.0023391i,0.00096468+0.0017205i,-0.00052422-0.00014076i,-0.0019123-0.00017012i
0.078356-0.21347i,0.022921-0.1102i,0.01117-0.036696i,0.01208-0.026607i,0.010447-0.023632i,0.0040182-0.012671i,-0.0023844-0.0049594i,-0.0019261-0.0023342i,-0.0044575-0.0047556i,-0.010819-0.002557i,-0.0098735+0.0047935i,-0.0036097+0.0089362i,0.0023535+0.0098499i,0.0058656+0.0086314i,0.0061591+0.005243i,0.0040627+0.0044145i,0.0016114+0.0048675i,0.0007909+0.003892i,0.00038398+0.0028491i,-0.00012546+0.0010568i,9.2756e-05-0.00098958i,0.0005416-0.000375i,0.00047491+0.001092i
-0.20812-0.037912i,-0.10521-0.00026899i,-0.030555-0.0019019i,-0.017956-0.0015019i,-0.012096-0.0027425i,-0.0037831-0.0030825i,6.5163e-05+0.0017867i,0.0024531+0.0018734i,0.003262+0.0026131i,0.006043+0.0065357i,0.0081419+0.0050511i,0.0078475+0.0016082i,0.007551-0.00078821i,0.0055204-0.003728i,0.0032025-0.0046219i,0.003234-0.0023906i,0.003176+0.00050633i,0.0025822+0.00094039i,0.0026954+0.0015342i,0.0017139+0.0025778i,0.0016171+0.0015712i,0.0029481-0.00027894i,0.0027622-0.0019843i
-0.021229+0.22502i,0.018819+0.12851i,0.0061538+0.05049i,-5.7725e-06+0.027644i,0.00064502+0.014392i,0.00091901+0.00070851i,0.0044974-0.0045283i,0.0042468-0.0053691i,0.0041576-0.0053488i,0.0040978-0.010222i,0.00041945-0.014548i,-0.0034708-0.012937i,-0.0064157-0.0097645i,-0.0060867-0.0058434i,-0.0037603-0.002876i,-0.0013752-0.0036371i,0.00082403-0.0054842i,0.001482-0.0049904i,0.0025463-0.0035537i,0.0028109-0.0032541i,0.00076693-0.00308i,-0.0012288-0.0026742i,-0.0017333-0.00203i
0.22047-0.027779i,0.12641-0.051123i,0.054668-0.024988i,0.027238-0.015132i,0.0036797-0.0063541i,-0.010205+0.0015706i,-0.01059-0.00076222i,-0.0066695-0.0016148i,-0.0067164+0.00039216i,-0.012908+0.0037804i,-0.014774+0.0068894i,-0.011745+0.0061787i,-0.0084549+0.0048003i,-0.0030936+0.0047369i,-7.0179e-06+0.0026283i,-0.0016609-0.00043505i,-0.0047656-0.002751i,-0.0056838-0.0041368i,-0.0057754-0.0052102i,-0.0067872-0.004075i,-0.0064961-0.00014862i,-0.0041271+0.0032945i,-0.0012152+0.0040889i
-0.052751-0.20041i,-0.073837-0.12578i,-0.040648-0.062305i,-0.026161-0.024796i,-0.013145+0.0015846i,-0.0016315+0.014328i,-0.0029861+0.01354i,-0.001536+0.0094453i,0.0054757+0.0071648i,0.012184+0.010728i,0.015363+0.012906i,0.013464+0.010112i,0.0095333+0.0071991i,0.0052498+0.0038668i,0.00075018+0.0023637i,-0.0021691+0.0046549i,-0.0028649+0.0066765i,-0.0035881+0.0066198i,-0.0037169+0.0062125i,-0.0014778+0.0073518i,0.0016136+0.0068171i,0.0033038+0.0033754i,0.0025404+0.00051419i
-0.17098+0.088004i,-0.099161+0.11605i,-0.05215+0.077799i,-0.022444+0.050786i,0.0053813+0.024786i,0.016379+0.0013954i,0.01393-0.0012116i,0.010103-0.0021463i,0.007066-0.012045i,0.0067133-0.02282i,0.005309-0.022882i,0.0026645-0.013089i,0.0024958-0.0051864i,0.0014387-0.00085096i,0.00014311+0.0031652i,0.0028742+0.0048959i,0.0070746+0.004474i,0.0090832+0.0042312i,0.009476+0.0034568i,0.0089853-0.00055994i,0.0071257-0.0043905i,0.00416-0.0044105i,0.0027444-0.0030513i
0.11744+0.12632i,0.15685+0.065437i,0.12056+0.032459i,0.076924+0.0098989i,0.034302-0.010901i,0.0036061-0.018345i,0.00056377-0.017114i,0.00030189-0.013712i,-0.011588-0.0062403i,-0.025563+0.00052862i,-0.027802+0.0036983i,-0.01905+0.0023187i,-0.0096325-0.0020517i,-0.0017509-0.0034937i,0.0034997-0.0017825i,0.0045796-0.0033326i,0.0045334-0.0071545i,0.0039019-0.00921i,0.0018057-0.0095484i,-0.0017196-0.0072233i,-0.004713-0.0042083i,-0.0046846-0.0022147i,-0.0030481-0.0013993i
0.093316-0.12476i,0.018273-0.182i,-0.0038509-0.15133i,-0.007326-0.098201i,-0.021178-0.046571i,-0.02413-0.0073388i,-0.01908+0.00094838i,-0.010536+0.0013734i,0.001695+0.0099931i,0.011528+0.022404i,0.013872+0.024459i,0.0072465+0.013418i,-0.00096961+0.0041678i,-0.0033545+1.2441e-05i,-0.001644-0.0036208i,-0.0027256-0.0055235i,-0.0072058-0.0050993i,-0.011214-0.0033865i,-0.011192-0.0013525i,-0.0075053+0.0012942i,-0.0037883+0.0039112i,-0.0023284+0.0043519i,-0.0023963+0.0032007i
-0.12445-0.028411i,-0.17316+0.060159i,-0.15554+0.069797i,-0.11481+0.048202i,-0.056382+0.041953i,-0.0096628+0.030615i,0.0010705+0.02188i,0.00103+0.013956i,0.0077925-0.0033847i,0.016828-0.019169i,0.019272-0.022178i,0.01257-0.012449i,0.006207-0.00064358i,0.0028246+0.0045727i,-0.00089274+0.0035291i,-0.0027643+0.0025403i,-0.002461+0.0053428i,-0.00061073+0.0084195i,0.0017459+0.0074775i,0.002635+0.0034084i,0.0034226+0.00031109i,0.004483+0.00032801i,0.0042829+0.0020565i
0.012194+0.098356i,0.12104+0.14829i,0.13134+0.14458i,0.087475+0.11896i,0.056217+0.066838i,0.032414+0.017211i,0.021313+0.00077711i,0.015508-0.00068582i,-0.0024752-0.0011876i,-0.022786-0.0039175i,-0.025851-0.0063993i,-0.012998-0.0033052i,-0.00030173-0.0012562i,0.0038205-0.00078879i,0.0025398+0.0026583i,0.0026083+0.0053467i,0.0064832+0.0039817i,0.010249+0.001523i,0.0093927+0.00039084i,0.0054707+0.00097193i,0.0032343+0.00054402i,0.0033126-0.0010926i,0.0040687-0.0030936i
0.072404-0.054553i,0.098927-0.17529i,0.1057-0.18686i,0.10357-0.13316i,0.06197-0.081253i,0.015676-0.042546i,-0.0018252-0.026959i,-0.0007888-0.020374i,0.0051226-0.002862i,0.0087714+0.017643i,0.0067366+0.023716i,0.0018939+0.012877i,-0.0032786-0.0003906i,-0.0045429-0.0047701i,-0.0010519-0.0025835i,0.0024678-7.7915e-05i,0.0026155-0.0020802i,0.00091598-0.0058187i,0.00058667-0.0058053i,0.0019111-0.0037313i,0.0022915-0.0028771i,0.00075682-0.0032717i,-0.0014916-0.0037229i
-0.068261-0.016794i,-0.18894-0.029503i,-0.21863-0.044744i,-0.17039-0.062792i,-0.1025-0.046593i,-0.04936-0.015235i,-0.027009-0.00051566i,-0.020177+3.0527e-05i,-0.0087417-0.011476i,0.0045656-0.022664i,0.0098252-0.019404i,0.0034594-0.009411i,-0.0038602-8.1747e-05i,-0.0041877+0.0040908i,-6.607e-05+0.0012946i,0.0012431-0.0036313i,-0.0033838-0.0048035i,-0.0073394-0.0016827i,-0.0073103-0.00013198i,-0.0058305-0.0025487i,-0.0043312-0.0024755i,-0.0026214+0.00097033i,-0.0016008+0.0044037i
0.025211+0.056789i,0.036744+0.18734i,0.025974+0.23147i,-0.013916+0.19372i,-0.029153+0.12434i,-0.013666+0.062199i,0.0022934+0.033286i,0.0059711+0.024738i,-0.0068535+0.016885i,-0.023725+0.008792i,-0.02309+0.0030572i,-0.0090355+0.001975i,0.0034583+0.0029122i,0.00805+0.00078574i,0.0051811-0.0033202i,-0.0012898-0.0050416i,-0.0041854-0.0019304i,-0.0023393+0.0020264i,-0.0016664+0.0029074i,-0.0028612+0.0040408i,-0.0031724+0.005819i,-0.0011457+0.0051568i,0.0023995+0.0026039i
0.053178-0.067693i,0.17075-0.10126i,0.2216-0.10204i,0.19033-0.046956i,0.12453+0.00013267i,0.061562+0.0054141i,0.030644-0.0045005i,0.027385-0.0092671i,0.030708+0.00058366i,0.030161+0.01701i,0.021881+0.019275i,0.013027+0.0082084i,0.0064454-0.002541i,-0.00015365-0.0066656i,-0.004915-0.0027025i,-0.0045397+0.003893i,0.00085804+0.0057333i,0.005137+0.0027733i,0.0059545+0.0016614i,0.0072856+0.0026382i,0.0080482+0.0012028i,0.0047849-0.0013079i,0.00087233-0.0030409i
-0.082746-0.0074334i,-0.13681-0.11552i,-0.15506-0.17079i,-0.095472-0.16408i,-0.031764-0.12328i,-0.010548-0.067188i,-0.0136-0.032731i,-0.017822-0.025501i,-0.011483-0.033606i,0.00063589-0.04088i,0.0037656-0.031773i,-0.0016426-0.016193i,-0.0078585-0.0035359i,-0.01019+0.0063416i,-0.004964+0.01115i,0.0037549+0.0089019i,0.006704+0.0026056i,0.0037047-0.00095661i,0.0023353-0.0021503i,0.0023918-0.0045673i,0.0012668-0.0060062i,0.00033179-0.003868i,-0.0010094-0.00043459i
0.014301+0.086515i,-0.055471+0.158i,-0.10342+0.19059i,-0.12367+0.13705i,-0.10902+0.06516i,-0.064844+0.023836i,-0.031334+0.015281i,-0.023921+0.020665i,-0.033482+0.022105i,-0.044833+0.01682i,-0.038182+0.012136i,-0.020117+0.011498i,-0.0053031+0.012264i,0.0059035+0.0093178i,0.010919+0.0016474i,0.0078563-0.0050838i,0.0010831-0.0059647i,-0.0030545-0.0033111i,-0.0028701-0.0029636i,-0.0023553-0.0022209i,-0.0024768+0.00078413i,-0.00045654+0.001723i,0.0023908+0.00073071i
0.08696-0.058256i,0.14688-0.013986i,0.18734+0.033699i,0.1568+0.081622i,0.092135+0.089746i,0.039557+0.058309i,0.021852+0.027561i,0.031575+0.014207i,0.04282+0.017641i,0.040254+0.028719i,0.028481+0.025814i,0.018082+0.009472i,0.012106-0.0058532i,0.0077668-0.015439i,0.002117-0.0173i,-0.0035089-0.011693i,-0.0051581-0.0046651i,-0.0049673-0.001128i,-0.0069759-0.0014209i,-0.0075805-0.0011537i,-0.0048134-1.7247e-05i,-0.002316+0.00098734i,-0.00076313+0.0016612i
-0.067274-0.051882i,-0.047415-0.095948i,-0.014991-0.15306i,0.032034-0.15859i,0.052416-0.10863i,0.041022-0.051311i,0.022518-0.026554i,0.0091758-0.034016i,0.0048878-0.049689i,0.010307-0.054003i,0.010397-0.041183i,0.0017027-0.023592i,-0.00712-0.011923i,-0.01419-0.0034614i,-0.015568+0.0030792i,-0.0092776+0.0049058i,-0.0019179+0.00308i,0.0018663+0.0018713i,0.0020719+0.005064i,0.00054768+0.0086121i,-0.0004392+0.0075412i,-2.8489e-05+0.0039181i,0.0011718+0.001826i
-0.028105+0.077998i,-0.036104+0.059966i,-0.099047+0.035649i,-0.14691+0.0045224i,-0.12133-0.015837i,-0.066048-0.019868i,-0.035095-0.0099833i,-0.035351+0.0081758i,-0.048136+0.02009i,-0.053606+0.018566i,-0.040857+0.014252i,-0.020247+0.014032i,-0.0056192+0.017189i,0.0020023+0.021403i,0.005532+0.020979i,0.0064958+0.015457i,0.0047258+0.009278i,0.0033774+0.0045288i,0.0071756+0.0021905i,0.012754+0.00040664i,0.013146-0.0015246i,0.0087147-0.0038494i,0.0029986-0.0059551i
0.06938-0.0022123i,0.040694-0.0094817i,0.038545+0.06125i,0.043493+0.12736i,0.025121+0.11608i,0.0003916+0.064868i,-0.0049932+0.034923i,0.016815+0.030804i,0.041508+0.035378i,0.043823+0.036948i,0.030096+0.027114i,0.017825+0.012493i,0.01448+0.0015749i,0.014554-0.0066634i,0.013853-0.0099446i,0.012146-0.0073933i,0.0097099-0.0038544i,0.0065568-0.0032683i,0.0026017-0.0081595i,-0.0014998-0.014897i,-0.0028898-0.014781i,-0.0035736-0.0068998i,-0.0044142-0.00028241i
-0.0070291-0.036934i,-0.016968+0.0020932i,0.043783-0.012112i,0.10832-0.051253i,0.10725-0.052138i,0.061801-0.024534i,0.030225-0.013543i,0.018839-0.032309i,0.012931-0.058477i,0.0083294-0.062194i,0.0037403-0.042085i,-0.00088498-0.023092i,-0.0072512-0.017907i,-0.012134-0.018453i,-0.012156-0.018377i,-0.0095455-0.016923i,-0.0076737-0.013309i,-0.0079204-0.0085031i,-0.012615-0.0016187i,-0.01911+0.0066133i,-0.018468+0.011136i,-0.0091084+0.011791i,0.0012505+0.0097458i
-0.016073-0.00086076i,0.039289+0.013356i,0.011524-0.04076i,-0.064543-0.085652i,-0.085436-0.076537i,-0.04505-0.041772i,-0.017574-0.021989i,-0.031736-0.0070526i,-0.057207+0.012308i,-0.059993+0.022317i,-0.037773+0.019228i,-0.016275+0.011775i,-0.0089822+0.010894i,-0.0078857+0.015422i,-0.0085338+0.015722i,-0.010736+0.011072i,-0.011208+0.0063094i,-0.0086973+0.0041978i,-0.0013084+0.007438i,0.0087344+0.012528i,0.013817+0.012508i,0.012158+0.005151i,0.0078909-0.0030829i
-0.022906-0.0049926i,-0.011907-0.055756i,-0.049834-0.022202i,-0.073977+0.068338i,-0.053264+0.1052i,-0.023768+0.061784i,-0.0094114+0.02747i,0.014182+0.033384i,0.045546+0.046305i,0.058104+0.04052i,0.043389+0.019568i,0.021358+0.0064058i,0.016355+0.0069177i,0.020687+0.0079707i,0.020235+0.0085913i,0.018109+0.011324i,0.016622+0.011834i,0.013597+0.0090987i,0.011322+0.0016656i,0.012185-0.010512i,0.010885-0.017973i,0.0026859-0.015247i,-0.0053485-0.0072413i
0.018723+0.065207i,-0.037879+0.051005i,-0.0061777+0.078427i,0.086454+0.070634i,0.11548+0.021866i,0.058989-0.0016555i,0.019173-0.0024497i,0.022473-0.02547i,0.025737-0.064698i,0.011798-0.076137i,-0.0049644-0.050683i,-0.0082398-0.022372i,-0.005788-0.015679i,-0.006114-0.017937i,-0.0023936-0.016354i,0.0042928-0.015525i,0.0067687-0.016375i,0.0050813-0.015075i,0.00060889-0.011308i,-0.00686-0.0069337i,-0.011813-0.0029521i,-0.0093353+0.0022435i,-0.0024926+0.0057543i
0.077901-0.025113i,0.081909+0.027554i,0.1043-0.012704i,0.060927-0.10148i,-0.013313-0.11492i,-0.027591-0.056379i,-0.016666-0.020731i,-0.040274-0.012662i,-0.075993+0.0038692i,-0.079243+0.024954i,-0.048084+0.031847i,-0.019058+0.020042i,-0.015177+0.0090821i,-0.019607+0.0077015i,-0.018097+0.0043653i,-0.017363-0.00074395i,-0.018037-0.0012946i,-0.015901+0.0015974i,-0.011099+0.0049481i,-0.0062165+0.010011i,-0.0015366+0.015375i,0.0040342+0.013115i,0.0067548+0.0035087i
-0.060924-0.1159i,-0.019441-0.1141i,-0.065004-0.11323i,-0.13331-0.031869i,-0.11192+0.054646i,-0.043167+0.050603i,-0.0099989+0.024361i,0.0064553+0.042082i,0.036944+0.067133i,0.05923+0.059929i,0.052476+0.028673i,0.029429+0.0073977i,0.018167+0.0088409i,0.019113+0.011778i,0.015516+0.010595i,0.0091602+0.012017i,0.0056787+0.012046i,0.0023522+0.0093155i,-5.888e-05+0.0053239i,0.0011896+0.00050444i,0.0038861-0.0041575i,0.0023893-0.0062639i,-0.0015082-0.0043365i
-0.093313+0.10756i,-0.090011+0.081999i,-0.072085+0.12308i,0.020889+0.14958i,0.09152+0.089831i,0.067159+0.020242i,0.034334-0.0018721i,0.048379-0.025183i,0.057616-0.066822i,0.034949-0.084093i,0.0046803-0.06226i,-0.0049757-0.030242i,0.0025634-0.018432i,0.0071751-0.019131i,0.0088412-0.015522i,0.011448-0.011331i,0.012658-0.0088676i,0.013016-0.0055632i,0.011426-0.0023495i,0.0068047-0.0015964i,0.00047415-0.0025732i,-0.0039891-0.001344i,-0.0023654+0.0013395i
0.14606+0.096608i,0.14321+0.070013i,0.17019+0.023481i,0.14309-0.06973i,0.049194-0.11188i,-0.013415-0.066971i,-0.020793-0.029446i,-0.04032-0.0318i,-0.076179-0.024627i,-0.082017+0.0020882i,-0.052718+0.019717i,-0.023732+0.014957i,-0.019697+0.0049444i,-0.024721+0.0032001i,-0.021932+0.0019256i,-0.016788-0.0010567i,-0.013107-0.0026805i,-0.0088113-0.0055616i,-0.0046763-0.0079428i,-0.00063-0.0062851i,0.0026519-0.0016373i,0.0043357+0.0012218i,0.0038193-0.00026302i
0.057663-0.1836i,0.0060214-0.17249i,-0.051303-0.1668i,-0.11954-0.10156i,-0.12274+0.0008222i,-0.060897+0.04205i,-0.026696+0.034078i,-0.020491+0.053232i,0.0058758+0.081689i,0.034282+0.071829i,0.036763+0.036275i,0.019399+0.012932i,0.0076161+0.014497i,0.0072558+0.020403i,0.0068642+0.018439i,0.0054301+0.014322i,0.0044462+0.010766i,0.00072742+0.0085024i,-0.0036324+0.006892i,-0.0058969+0.0032617i,-0.0040836+0.00071925i,-0.00013712+0.00044687i,0.0018054+0.00031135i
-0.18392-0.011726i,-0.15484+0.060264i,-0.12442+0.11285i,-0.047022+0.14217i,0.04452+0.10737i,0.062282+0.036342i,0.041829+0.0080315i,0.05506-0.0028654i,0.067989-0.035013i,0.042817-0.054022i,0.010012-0.039187i,0.001804-0.014967i,0.012721-0.0088164i,0.020327-0.014154i,0.018379-0.015224i,0.012743-0.013733i,0.0058415-0.011587i,0.00065937-0.0058786i,-0.00050495+0.00032431i,-0.0015513+0.003544i,-0.0038231+0.0039578i,-0.0042997+0.0026701i,-0.0025856+0.00041313i
0.032329+0.18644i,0.11995+0.12538i,0.15953+0.068789i,0.14732-0.0060782i,0.079006-0.077318i,0.0084008-0.073482i,-0.0065799-0.046108i,-0.01513-0.054415i,-0.048076-0.05337i,-0.057897-0.019012i,-0.032426+0.0064772i,-0.0098333+0.0024487i,-0.010662-0.0088857i,-0.019316-0.01113i,-0.019372-0.0073475i,-0.014162-0.0035314i,-0.0075604+1.578e-05i,0.00099667+0.00062564i,0.0063996-0.0010956i,0.0075657-0.0012714i,0.0071799-0.00015211i,0.0043455+2.1339e-05i,-0.00060247-0.00084863i
0.15658-0.07256i,0.0733-0.13236i,0.0032007-0.14429i,-0.059025-0.10791i,-0.096986-0.024777i,-0.068997+0.02891i,-0.037421+0.025014i,-0.038017+0.032182i,-0.022318+0.056204i,0.010659+0.046259i,0.018945+0.013088i,0.0029761-0.0019138i,-0.0072639+0.0070189i,-0.0037742+0.017247i,0.00086126+0.017289i,0.0025517+0.013982i,0.0037319+0.0094838i,0.0024588+0.0026587i,0.00014111-0.00077648i,-0.00041102-0.0027469i,0.00056966-0.0047565i,0.0013943-0.0034885i,0.00094809-0.00014153i
-0.066289-0.11355i,-0.106-0.023792i,-0.097698+0.045328i,-0.056729+0.0883i,0.01475+0.09465i,0.046726+0.053837i,0.031268+0.029894i,0.038895+0.030704i,0.057313+0.0063677i,0.035523-0.022846i,0.00094879-0.017412i,-0.004884+0.0037093i,0.008943+0.0078343i,0.017285-0.0015788i,0.01508-0.0065501i,0.011179-0.0086957i,0.0060507-0.011896i,0.00077132-0.010667i,-0.0007142-0.0081122i,-0.0011578-0.0068788i,-0.0023919-0.0033615i,-0.00048871+0.00042345i,0.0042864-0.0002461i
-0.078725+0.077759i,0.014148+0.083494i,0.077677+0.042235i,0.095049-0.0060651i,0.069307-0.059987i,0.025203-0.067897i,0.012307-0.042272i,0.012163-0.043321i,-0.012463-0.04646i,-0.028214-0.015319i,-0.0087701+0.011763i,0.010849+0.006652i,0.0042056-0.0069297i,-0.0093302-0.0089561i,-0.011865-0.0060043i,-0.010447-0.0030515i,-0.011841+0.0033041i,-0.01241+0.0096044i,-0.012887+0.010725i,-0.012742+0.01115i,-0.0077611+0.011067i,-0.0020033+0.005624i,-0.0021908-0.0014759i
0.057618+0.034793i,0.045464-0.026851i,-0.014361-0.058674i,-0.06027-0.059498i,-0.083814-0.031051i,-0.070721-0.001058i,-0.044043-4.5739e-05i,-0.041585-0.0023723i,-0.035179+0.01566i,-0.0055887+0.018263i,0.0090933-0.0050272i,-0.001672-0.016101i,-0.0082361-0.0033178i,-0.0022193+0.0093686i,0.0022389+0.011647i,0.0040142+0.010984i,0.0095596+0.0087447i,0.015229+0.0039772i,0.017433+0.0035045i,0.017553+0.005743i,0.014738+0.002802i,0.0060962-0.00074787i,-0.0018859+0.00098672i
0.026089-0.017742i,-0.0063999+0.00010188i,-0.0071668+0.063843i,0.0021651+0.097618i,0.016968+0.093025i,0.025841+0.064488i,0.015875+0.038305i,0.01507+0.033454i,0.027366+0.018496i,0.01383-0.0075975i,-0.014977-0.0090806i,-0.019544+0.0041091i,-0.0037851+0.002456i,0.0060723-0.008196i,0.0057566-0.012139i,0.0035716-0.011388i,0.00092029-0.010582i,-0.0015789-0.010163i,-0.00092147-0.014426i,-0.00074352-0.019939i,-0.0046494-0.015865i,-0.0051343-0.0051009i,0.00028873+0.0016573i
0.028221-0.006136i,0.039618-0.006675i,0.079007-0.044386i,0.086577-0.055807i,0.068692-0.045763i,0.041944-0.037768i,0.023562-0.023236i,0.024146-0.017701i,0.016592-0.021766i,0.0038968-0.0049816i,0.0091183+0.015704i,0.014206+0.014064i,0.0010482+0.0050543i,-0.011745+0.0035912i,-0.011829+0.00389i,-0.0091858+0.0018544i,-0.01024-0.0011866i,-0.013292-0.004116i,-0.018144-0.003315i,-0.020481+0.0017081i,-0.012863+0.0058964i,6.492e-05+0.0046435i,0.006503-0.00021292i
-0.0089465-0.088439i,-0.030688-0.059841i,-0.090096-0.05907i,-0.10372-0.04907i,-0.07508-0.033406i,-0.050987-0.019955i,-0.031403-0.012016i,-0.024522-0.012241i,-0.021368-0.0050481i,-0.0030536-0.0016548i,0.010168-0.011931i,0.0086905-0.013934i,0.0096764+0.0017116i,0.014489+0.014865i,0.015637+0.014515i,0.013226+0.011001i,0.009623+0.011938i,0.0080327+0.018192i,0.011135+0.025633i,0.017758+0.025888i,0.017805+0.015558i,0.0092749+0.0019306i,0.002045-0.0041733i
-0.11342+0.040739i,-0.054461+0.053916i,-0.0090528+0.096937i,0.0084635+0.094436i,-8.078e-05+0.059004i,-0.0058124+0.037277i,-0.003066+0.02326i,-0.0022212+0.017107i,-0.0036787+0.012764i,-0.012775+0.0022256i,-0.022083-0.0012225i,-0.01464-0.00021639i,0.0022414-0.010529i,0.009111-0.024165i,0.0047786-0.025986i,0.00039044-0.019496i,-0.00013892-0.014177i,0.0034007-0.014681i,0.0075203-0.021646i,0.0042012-0.028567i,-0.0046408-0.02369i,-0.010431-0.0093561i,-0.010436+0.00038913i
0.094301+0.16585i,0.094086+0.066882i,0.10418-0.014406i,0.076556-0.034416i,0.039283-0.015624i,0.022365-0.0042778i,0.015994-0.0032334i,0.018656-0.0034724i,0.018762-0.0046417i,0.011564+0.0025548i,0.0066638+0.0098191i,-0.0040241+0.0045982i,-0.025402-0.0015191i,-0.038093+0.0017327i,-0.032667+0.0081544i,-0.019817+0.009709i,-0.0082662+0.0065783i,-0.0044856+0.0018144i,-0.011837+0.00047057i,-0.019808+0.0084804i,-0.015543+0.015414i,-0.0032257+0.013309i,0.0042607+0.0096813i
0.17839-0.16915i,0.06295-0.11304i,-0.036688-0.063157i,-0.053287-0.017949i,-0.023272+0.0035581i,-0.0051582-0.0019575i,-0.0033443-0.008333i,-0.0022944-0.010235i,0.0036748-0.013139i,0.0086253-0.015517i,0.0060958-0.011728i,0.00089473+0.0043199i,0.0063281+0.026932i,0.021154+0.036718i,0.0304+0.025872i,0.026777+0.0074991i,0.013317-0.0042483i,0.00012076-0.0050051i,0.00075022+0.0033658i,0.014712+0.0087857i,0.021897+0.0033764i,0.016094-0.0045544i,0.010188-0.0086537i
-0.22098-0.17099i,-0.12042-0.06464i,-0.025946+0.010676i,0.016709+0.015746i,0.016711-0.0028002i,0.00071383-0.0071027i,-0.0082451-0.00038453i,-0.0094957+0.0040411i,-0.012991+0.0030874i,-0.015771+0.0037444i,-0.0068586+0.0074515i,0.015229+0.0034386i,0.035166-0.014429i,0.033879-0.032768i,0.014883-0.036126i,-0.0022451-0.025581i,-0.006555-0.011737i,0.00079484-0.0012854i,0.0082499-0.0031697i,0.0053234-0.014891i,-0.0026978-0.016351i,-0.0065803-0.007374i,-0.0075132-0.0022837i
