-0.0010593-0.00070846i,-0.00095299-0.0018619i,-0.0027731-0.0011518i,-0.0032441-0.00089684i,-0.0025784-0.0010934i,-0.0018904-0.0004984i,-0.0018875+0.00030334i,-0.0020495+0.00040342i,-0.0007092+0.00077141i,0.001405+0.00086528i,0.0020943-0.00068643i,0.0012279-0.0011906i,0.00094575-0.00028572i,0.00072742-0.00043138i,0.00012148-0.0004863i,-0.00041701+3.5225e-05i,-0.00055299+0.0003154i,-0.00027131+0.00073118i,0.00010788+0.00061697i,1.9454e-05+9.2018e-05i,0.00023263+0.00046956i,0.0002014+0.00092087i,0.0001319+0.00082475i
0.0010844-0.00018657i,3.9444e-05+0.00023236i,-0.00078447-0.00033775i,-0.0021092-0.000686i,-0.0036333-0.001066i,-0.0038729-0.00025023i,-0.0024508+1.2845e-05i,-0.00067719-5.5174e-05i,-0.00023548-0.00019481i,0.00014324-0.00019953i,0.00033305+0.00021266i,-0.00064757+0.00011527i,-0.0008389+0.00059212i,-0.0002797+0.00079916i,0.00026903+0.00013117i,7.338e-06+0.00016192i,7.6629e-06+0.00047587i,7.4674e-05+0.00028753i,-0.00023503+0.0009684i,-0.00027083+0.00033134i,0.00035457-0.00093595i,0.0009047-0.00022127i,0.00091003+0.00084338i
-0.0004163+0.0011502i,-0.00080928+0.00038895i,-0.0010276+0.0007107i,3.923e-05+0.00016941i,0.00023389-0.0013851i,-0.00063115-0.0018302i,-0.00048142-0.0013414i,-5.5332e-05-0.0011529i,-0.00017676-0.0014927i,-0.00040304-0.0015104i,-0.00026264-0.0010496i,0.00011134-0.00048027i,0.0007031-0.00023042i,-3.8008e-05-0.00024142i,-0.0014624+8.7708e-06i,-0.0008126+0.00013344i,0.00011224-0.00019229i,-0.00020602-0.00033979i,-0.00039935+0.00041528i,-0.00025565+0.00077881i,5.5759e-05+0.00044916i,0.00054022+0.00090166i,0.00027672+0.0011698i
-0.00034928-0.00011077i,-0.0021059-0.00062252i,-0.0027827-0.00093864i,-0.0023737-0.0010144i,-0.0025897-0.0017062i,-0.0022052-0.0014121i,-0.00090053-0.00067153i,-9.8773e-05-0.00057506i,-0.00089572-0.00065361i,-0.0018849-0.00044712i,-0.0011804-0.00036344i,0.0001315-0.00050881i,-0.00028607-0.00057577i,-0.00069729-0.00082793i,-0.00026658-0.00035288i,0.0004234+0.00022621i,0.00026757+5.7956e-05i,-0.00028073-0.00040728i,-0.0006492-0.0002844i,-0.00067988+0.0005037i,-0.00031398+0.00035418i,1.7881e-06+0.00013639i,0.00022288+0.00055817i
-0.00036555-0.00037882i,-0.00057305-0.0012836i,-0.00014473-0.0010561i,-0.00061697-2.5284e-05i,-0.0017232+0.00015035i,-0.0017041-0.0003441i,-0.00032589-0.00010163i,0.00077866+0.00038814i,0.00055093+0.00056306i,-2.7323e-05+0.00016873i,-0.00022199+0.00010243i,-0.0006973+0.0002029i,-0.0010576+0.00023966i,-0.00094505-0.00061317i,-0.00060414-0.00098555i,-0.00035592+0.0003895i,-0.00076977+0.0014723i,-0.00034305+0.00051841i,0.00044604-9.4434e-05i,0.00032605+0.00093595i,-2.0929e-05+0.00090909i,-0.00021995+0.00074658i,-0.00012454+0.00075i
0.00093294-0.00013532i,0.00030716+0.0009892i,-0.0013808+0.00072397i,-0.0023049+3.4042e-05i,-0.0027958-0.00042307i,-0.0029151-4.3262e-05i,-0.0018427+0.00047882i,-0.00058773-0.00019361i,-0.00023298-0.0011159i,-0.00072837-0.0011978i,-0.00068738-0.00040737i,-0.00044535+0.00040525i,-9.4802e-05+0.00027178i,0.00015556-0.00024098i,-0.00049102+7.6094e-06i,-0.00057953+0.00088906i,-0.00050519+0.0015166i,-0.00044243+0.0012273i,-0.00039787+0.0009087i,-0.00010536-0.00029401i,0.00089856-0.00068954i,0.00083761+0.00026587i,0.00037145+0.00022781i
-0.0014078-0.00070892i,-0.0027742-0.00018263i,-0.0028721-0.00035569i,-0.0017981-0.00019634i,-0.0011423+0.0007035i,-0.0013523+0.00015643i,-0.0012646-0.00058683i,-0.00023981+0.00036661i,0.00020665+0.00058318i,-0.00036474-6.6611e-05i,-0.00082162-9.2621e-05i,-0.0010214-0.00041418i,-0.00070705-0.00029973i,6.5122e-05+0.00040986i,0.00078754+0.00031494i,0.00034143+0.00039374i,-0.00057897+0.00035667i,-0.00091851+0.00010995i,-0.0006034+0.0001643i,0.000444-0.00016599i,0.000771-0.00046334i,-0.00020539-0.00037764i,-0.00047332-0.00027694i
0.00056473-0.00093424i,0.00051731-0.00051889i,-0.00038491-0.0016702i,-0.002236-0.0017762i,-0.0035576-0.0010431i,-0.0030379+0.00071208i,-0.0010232+0.0011927i,0.00070894-0.00024146i,0.00040125-0.00088669i,-0.00058332-0.00070443i,-0.00098243+0.0001825i,-0.0012264+0.00049041i,-0.0012558-0.00015539i,-0.0012531-0.00011887i,-0.0012923+0.00021707i,0.00014255+0.00020542i,0.00072469+0.00025978i,0.00080694+0.0002776i,0.0011345+4.5741e-05i,0.0010775-0.0005746i,0.00099297-0.00021066i,0.0001747+0.00049083i,-0.00035227+0.00059042i
-0.00022005+0.00082055i,-0.00024135-5.119e-05i,-3.0428e-05+0.00052029i,0.00021593+0.00057282i,-0.00027652-0.00049943i,-0.0010111-0.0007614i,-0.0013831-0.00013419i,-0.0008445-0.0002365i,0.00014622-0.00014532i,0.00055063-9.8723e-05i,0.0003659-0.00044713i,-0.0003971-0.00076963i,-0.00113-0.00059031i,-0.00068962-2.2546e-05i,-0.00011339-7.4257e-06i,-0.00034139-4.4069e-05i,-0.00029773-9.1687e-05i,0.00024765+0.00013245i,0.00027221+0.00041035i,-9.2766e-05-6.3001e-05i,-0.00028212-0.00051606i,0.00022223+0.00015491i,-8.4546e-05+0.00066687i
-0.00038824+0.0012071i,-0.0011241+0.00029193i,-0.0024622-0.00050964i,-0.0031913-0.0011108i,-0.0030478-0.0013529i,-0.0025264-0.001008i,-0.0018767-0.00089285i,-0.00025932-0.00040595i,0.00042975-0.00022081i,0.00024463-0.00022788i,0.00036676+0.00028433i,0.00024908+0.00012796i,-4.0284e-05-0.00083185i,-9.5068e-05-0.0010463i,-0.0003976-0.00051202i,-0.0011729+0.00011889i,-0.0013254+0.00029653i,-0.00054864-4.5312e-05i,4.0875e-05+0.00069339i,0.00066469+0.0010482i,0.00059383+6.7874e-05i,-0.00019006+0.00024086i,-0.00029162+0.0004629i
0.00038434+4.8738e-05i,-0.00010269+0.00032663i,-0.00076878+0.00020644i,-0.00052803+8.5475e-05i,-0.00058008+0.00061631i,-0.00053566+0.00090085i,-5.8442e-05+0.00022825i,0.00025123+0.00024287i,-3.8029e-05+0.00035795i,0.00039678-0.00037636i,0.00098869-0.00039515i,0.0012143-0.00045835i,0.0018033-0.00083756i,0.0014333+2.4007e-06i,0.00065579-2.659e-05i,0.00047702-0.00034763i,0.00062557-2.571e-05i,0.00045547-0.00031423i,0.00020723-0.00075445i,0.00058608-0.00048816i,0.0010255+0.00043988i,0.0010052+0.00034189i,0.00092864+2.8956e-05i
-0.0014813+0.00088599i,-0.0010654+0.00061017i,-0.00059484+0.00056725i,-0.0008407+0.0002338i,-0.0014051-0.00069728i,-0.0012184-0.0012148i,-0.00078399+2.3387e-05i,-0.00060847+0.00048109i,-0.00048883+0.00039304i,-0.00039489+0.00013388i,-3.5858e-05-0.00051886i,0.00029002-0.00072499i,-4.7975e-06+0.00029845i,-0.00054512+0.00091769i,-0.00097666+0.0002705i,-0.00090928-0.00034517i,-0.00068265-0.00014659i,-0.00089389+0.00048137i,-0.00062404+0.00068636i,7.0112e-05+0.00098549i,0.00033547+0.00069924i,0.00033071-0.00033662i,-0.00057309-0.0003062i
0.0010859-0.00071034i,0.00054619-0.00055468i,-0.0016005-0.00043692i,-0.0025657-0.0010024i,-0.0021395-0.0012243i,-0.0018216-0.00058541i,-0.001087+0.00020032i,-0.0002399-9.3108e-05i,-0.00034038-0.00035046i,-0.00090988-0.00038325i,-0.0010728-0.00027961i,-0.00040377+0.00036658i,-3.7453e-05+0.00060656i,-0.00049193+0.0001088i,-0.00017205-0.00019441i,0.00078471-0.00050171i,0.0010462-0.00090875i,-6.1393e-05+9.2578e-05i,-0.00032639+0.00069581i,3.6596e-06+0.00034939i,-0.00034018-0.00014511i,1.3129e-05-0.00046839i,0.00038653-0.00010026i
6.9353e-05-0.00033893i,-0.00054963-0.00092448i,-0.00075442-0.00075832i,-0.00092316-0.00024583i,-0.00056586-0.00051059i,-0.00078845-0.00047137i,-0.0017781-0.00032375i,-0.00070886-0.00061471i,0.00012253-0.00038903i,-0.00043362+0.00038406i,-0.0011195+9.9815e-05i,-0.00062233-0.0006916i,0.00029461-0.00037364i,0.00013088-1.4314e-05i,0.00056411+0.00049217i,0.00098206+0.00062904i,0.00044458+0.00028803i,-0.0003391+0.00031988i,-0.00055299-0.00015117i,-0.00019305-0.00071121i,-0.00024961-0.00027257i,4.9107e-05-0.00021329i,0.00067965-0.0011505i
-0.00036009+0.0002146i,-0.00095356+0.00022219i,-0.0018146-0.00018092i,-0.0017191+0.00058523i,-0.0012996+0.00080796i,-0.00071321+0.00073972i,0.00011152+0.00036354i,-0.00018129+0.00032342i,-0.0012105+0.00014427i,-0.0010014+0.00028168i,0.00012884+0.00090676i,0.00070881+0.00083247i,0.00084411+0.00040645i,0.00068642-0.00039576i,0.00026118-0.0011012i,0.00012746-0.00053422i,-4.7726e-07-0.00016817i,-0.00017655-0.0002043i,0.00022773-0.00025579i,0.0003056-0.00056309i,8.9592e-05-0.00034463i,0.00045998+0.0002802i,-0.0001863+0.0011191i
-0.0011695+0.0012096i,-0.0013399+0.0015553i,-0.0010937+3.4696e-05i,-0.0012995-0.001648i,-0.0021934-0.001864i,-0.0028728-0.0017334i,-0.002281-0.0011734i,-0.00043948-0.00052308i,0.00091476-0.00013098i,0.0013383+5.3138e-05i,0.0013492+0.00064342i,0.00034211+0.0013374i,-0.00073475+0.001075i,-0.00062954+0.00095308i,-1.3396e-05+0.00061217i,0.00029056-0.0004201i,-0.00028073-0.00076712i,-0.00054264+0.00010844i,-9.2451e-05+0.00036265i,0.00042771+6.1218e-05i,0.0003587-0.00042905i,-0.00015894-0.00061793i,0.0003351-0.00032112i
0.00030879+0.0012106i,-0.001216+0.00082949i,-0.0023695-0.0001285i,-0.0025677-0.00082437i,-0.0022716-0.00087102i,-0.0021881-0.0006237i,-0.0018158-0.00059493i,-0.001035-0.00037412i,-0.00027662+0.00013099i,-0.00038264+0.00084669i,-0.00087948+0.00094603i,-0.00086208+0.00066842i,-0.00031255+0.00058116i,8.2711e-05+0.00040988i,0.00055606+0.00037464i,0.0010547+1.0962e-05i,0.00067003-0.00061996i,0.00028572-0.00060868i,0.00034926+3.2054e-05i,0.00061454-0.00051235i,7.8497e-06-0.0010079i,-0.00038364-0.00062654i,-0.00026188-0.00042764i
-0.00054706+0.0005092i,-0.00064176-0.00068273i,-0.0012149-0.0015563i,-0.0011851-0.0011755i,-0.0012783-0.00066391i,-0.00052462+0.00013307i,-2.548e-05+0.00045014i,-0.00022514+0.00043588i,-0.00092408+0.00096283i,-0.0012681+0.0005894i,-0.0012276-0.00010921i,-0.00076371+0.00017152i,4.311e-05+0.00086366i,-0.00045064+0.00085575i,-0.00028031+0.00097502i,0.0003969+0.00083062i,-0.00017355-6.4708e-05i,-0.0001276-7.0991e-05i,0.00015422+0.00058741i,-0.00062473+0.0011221i,-0.00037173+0.00047795i,0.00082195-0.00050811i,0.00068163-0.00038662i
-0.0016105-0.0003287i,-0.0015113+0.00014986i,-0.00058888+0.00096277i,-0.0012513+0.00089391i,-0.0020125+0.00027641i,-0.0018353-8.4579e-05i,-0.00071621+0.00011999i,0.00048688+0.0004632i,0.00056012-0.00050532i,-0.00070572-0.00065802i,-0.00097841-6.3509e-05i,-0.00063972-0.00021734i,-0.00032997-0.00048924i,-1.7116e-05-0.00059274i,-0.00017638-0.00057678i,-0.00064835+0.00016413i,-0.00062406+0.00023726i,-0.00014489-0.00069864i,0.00042496-0.00041985i,0.00042811+0.00036209i,-0.00021862-0.00038802i,-0.00017768-0.0015053i,0.00035863-0.0010126i
-0.0014298-0.0015445i,-0.0012222-0.0021194i,-0.0016421-0.0016159i,-0.0028936-0.0014166i,-0.0030282-0.0021804i,-0.0017535-0.0012608i,-9.0316e-05-0.00021129i,0.00034915-0.00015428i,-0.00020193-0.00055694i,-0.00024651-0.00075761i,-0.0006072-0.00020851i,-0.00037929+1.5064e-05i,-0.00073841+9.5189e-05i,-0.0012548+0.00020133i,-0.0010534+0.00054733i,-0.00050644+0.00066217i,-0.00035556+0.00036943i,-0.00053899+7.0983e-05i,-1.3949e-05-0.00032601i,0.00017423-7.4691e-05i,-0.00044978-0.00044219i,-0.00037904-0.00066659i,-0.00019245-0.00035633i
-0.00019798+0.0012138i,-0.0011866+4.6191e-05i,-0.00073156-0.00073283i,-0.00092516-0.001394i,-0.0017678-0.0020495i,-0.0022277-0.0014478i,-0.0014483-0.00034396i,-3.7844e-05-0.00067654i,0.00031451-0.001542i,0.00056078-0.0012787i,0.00041823-0.00096297i,-0.00028569-0.00090013i,-0.00048662-0.00073807i,0.00017089+7.2921e-05i,0.00048903+0.001528i,0.00025116+0.0014365i,0.00016592+0.00059831i,-5.2192e-05+0.00034915i,-1.3587e-05-0.00027104i,0.00067024-0.0004284i,0.0012319+0.0001528i,0.00080754+0.00058783i,0.00027446+0.00039637i
-0.00049482+0.0010861i,-0.0010359+0.0010156i,-0.0011265+0.00076985i,-0.0011177-0.00060447i,-0.0012607-0.0018186i,-0.0012048-0.0017302i,-0.00078439-0.00055061i,-0.00080717+0.0004097i,-0.00014119+0.0004576i,-7.7137e-05+0.00025505i,-0.00046963-0.00049302i,-0.00019343-0.0010072i,-0.00018766-0.00073502i,-4.929e-05+0.00014058i,-0.00014845+0.00024778i,8.8347e-05-0.00022584i,0.00025782-0.00013875i,6.6745e-05+0.00028831i,7.9836e-05+0.00020088i,0.0006309+0.00016917i,0.0014428+0.00020724i,0.0013239-0.00011326i,0.00050682-2.5695e-05i
-0.00046457+0.0019211i,-0.0005117+0.00085256i,-0.00036022-0.00019348i,-0.0013259-0.001394i,-0.0017827-0.0024055i,-0.0012867-0.002231i,-0.00070912-0.00084353i,-4.2604e-05-0.00022745i,0.00034082-0.00061482i,0.00081204-0.00057026i,0.00029084-8.8685e-05i,-0.0004864+0.00045521i,-0.00086592+0.001038i,-0.00091704+0.0016551i,-0.00066302+0.0011126i,-0.00020648+0.00018219i,0.00030921-7.035e-05i,0.00073231+0.00029943i,0.0001029+0.00052016i,-0.00028582+0.00019368i,0.00053385+0.00016596i,0.00062972+0.00036662i,0.00015194+0.00018703i
-0.001884+0.00020949i,-0.0015966+0.00018898i,-0.0017304-0.00026863i,-0.0024774-0.0013071i,-0.0023411-0.00099617i,-0.0012005-2.2028e-05i,-0.0010336+0.00055663i,-0.00068148+0.00021614i,-0.00015662-7.6528e-05i,-0.00069059-0.00015086i,-0.00039681+0.00017147i,0.00021598+0.00030665i,-0.00031461+0.00045258i,-0.00076256+0.00076324i,-0.0005527+0.00070303i,-0.00041553-9.6336e-05i,-0.00025996+0.00013078i,4.2158e-05+0.00050627i,3.2421e-05-0.00070971i,0.00056972-0.0011184i,0.00034624+1.944e-05i,-0.00033447+0.00089697i,-0.00020468+0.00080781i
-8.7007e-05-0.0010146i,2.4949e-05-0.001493i,-0.00054524-0.001036i,-0.0011607-0.00025648i,-0.0017225-0.00043823i,-0.0021566+0.00023192i,-0.00083737+0.00098367i,0.00065534+0.00047461i,0.00067169+0.00030247i,8.0613e-05+0.00019448i,-0.00036435-0.00025396i,-0.0010258-2.5593e-05i,-0.001256+0.00097217i,-0.00074424+0.0013426i,-0.00016616+0.00046026i,0.0001479-0.00022521i,0.00022284+0.00045662i,0.0007274+0.0013823i,0.00079286+0.0018193i,7.6691e-05+0.0016557i,0.00026709+0.00065089i,0.00053467-0.00055851i,0.00049586-0.00044798i
-0.0003143+0.00077248i,-0.00087401+0.0008097i,-0.0027403+0.00070853i,-0.0031059-0.00074762i,-0.0026375-0.00067657i,-0.0026167+8.3294e-05i,-0.0018869+0.00030238i,-0.00080008+0.00046421i,-0.00063164+0.00058036i,-0.00090358+0.00065967i,-0.00086264+0.00026596i,-0.00059107-0.00033168i,-1.0242e-05-0.00047172i,0.00037431-5.2923e-05i,0.00011637+0.00023708i,-0.00011685+0.00034036i,-0.00013522+0.00015442i,1.7743e-05-7.4691e-05i,0.00034534+0.00040689i,4.9867e-05+0.00054418i,-0.00048915-0.00030698i,-0.00093911-0.00040753i,-0.0011391+0.00041971i
-0.001231-0.00027393i,-0.0017309+0.00098367i,-0.0018442+0.00091038i,-0.0017332+0.00071772i,-0.0015756+0.00085034i,-0.001454+0.00073537i,0.00027327+0.00049948i,0.00042732-9.2934e-05i,-0.0013397-0.0011538i,-0.0017557-0.00085894i,-0.00068862-0.00038521i,-9.5619e-05-0.00093859i,7.9697e-06-0.00093456i,0.00025893-0.00040116i,0.00048226-0.00014131i,0.00054628-0.00016567i,0.00014617+3.1714e-05i,0.00011978+3.673e-05i,0.0004307-0.00038799i,0.00028528-0.00042008i,0.0004324-0.00031549i,0.00039049+4.8512e-05i,-8.4091e-05+0.00030557i
0.0021989-7.1259e-06i,0.0013578-0.0012538i,-0.00011987-0.002131i,-0.0013155-0.0031032i,-0.002415-0.0036598i,-0.0019612-0.0020467i,-0.00076377-9.4227e-06i,7.8567e-05+0.00051301i,0.00010827-0.00011104i,-0.00024712-0.00070099i,-0.0004928-0.00075343i,-0.00027983-0.00021767i,0.00048565+0.00033677i,5.2524e-07+0.0010902i,0.00012173+0.0011813i,0.00017048+0.00089507i,-0.00059005-0.00022951i,-0.00040025-0.0010008i,0.00025659-0.00029152i,0.0014699+0.00014245i,0.0020193+0.00026668i,0.00039337+0.00067069i,-0.00048663+0.00072196i
-5.315e-05+0.0016229i,-0.00024703+0.00083328i,-0.00021546+0.00084014i,-0.00013029+0.00095532i,-0.00093601-2.6776e-05i,-0.0015789-0.00027774i,-0.001075-2.2073e-06i,-0.00056104-0.00043144i,7.8929e-05-0.00069533i,0.00074953-0.00017309i,0.00018537+0.0002039i,-0.0010424-0.00033056i,-0.00080471-0.00083777i,-0.00045188-0.00058012i,-0.00057355+0.00054935i,-0.0003782+0.00045513i,-0.00020121-0.00026052i,-7.6256e-05+1.7739e-05i,0.00019419-0.00018226i,0.00016105-0.00028399i,0.00034017+0.00045163i,0.00011914+0.00073663i,-0.00064751+0.00074506i
-0.0017123+0.0006561i,-0.0015155-0.00034655i,-0.0018117-0.00045756i,-0.0019008-0.00068855i,-0.0022017-0.0015051i,-0.0016361-0.00094127i,-0.00098289+9.3942e-05i,-0.00099786+0.00049659i,-0.00069351+0.00032237i,-0.00020599+5.8514e-05i,-0.00027118+0.00018167i,-0.00032344+0.00046771i,-0.00019771+0.00081513i,-0.00058602+0.00065342i,-0.001041-0.00030405i,-0.00065932-0.0010475i,0.0003442-0.00086387i,0.00075133+6.8562e-05i,0.00046022+0.00053051i,-0.00026371-0.00010653i,-0.00052319-0.00052237i,-0.00020733-0.00020467i,-0.00042774+0.00061828i
-0.0010505-0.0011858i,-0.0006591-0.001377i,-0.0013119-0.00035209i,-0.0014414+9.3927e-05i,-0.0008432+0.00058332i,0.00035583+0.000362i,0.0010355-0.00088591i,0.00093915-0.0010985i,0.00027157-0.00030898i,-7.27e-06+8.2275e-05i,-0.00062274-0.00014855i,-0.0010254-0.00057642i,-0.00041511-6.9804e-05i,-0.00034202+0.00068229i,-0.00027554+0.0005625i,-0.00016537+0.00035436i,-0.00051654+0.00077248i,-0.0010916+0.0011632i,-0.00022622+0.00018216i,0.00055858-0.00063086i,0.00066187-0.00041571i,0.0003374+0.00027396i,-0.00044701+0.00026081i
0.00094904+5.6279e-05i,0.00037657+0.00062143i,-9.868e-05+0.00034087i,-0.0010682-0.0010228i,-0.0020654-0.0014429i,-0.0025207-0.00045013i,-0.0013614+0.00061997i,0.00069011+0.00021597i,0.00060533-0.00077086i,-0.0001598-0.0008214i,-0.00048462-7.7456e-05i,-0.00049788+0.00050838i,-0.00024316+0.00038969i,-0.00026765-0.00019623i,-0.00013904-0.00061681i,1.6514e-05-0.00064524i,0.00044168-0.00016403i,-0.00014164+0.00073246i,-0.00034243+0.00028924i,0.00018285+0.00017064i,0.00067744+0.00054859i,0.00063961+0.00039606i,-1.8093e-06+0.0010983i
0.000711+8.2063e-05i,-0.00055825+0.0001039i,-0.001118-0.00098623i,-0.0020077-0.0013045i,-0.002689-0.0011984i,-0.0023513-0.00064389i,-0.0016257-4.4671e-05i,-0.00030585-0.00017657i,0.00049838-0.00070108i,0.00038634-0.0010932i,0.00024076-0.00070121i,-6.7839e-05-0.00044779i,-0.00055034-1.2208e-05i,-0.0001858+0.00015636i,0.00023918+3.9574e-05i,-0.0001675-4.8416e-05i,-0.0003905-0.00044082i,0.00070285-0.00034937i,0.00089773+3.8723e-05i,0.00058931-0.0001276i,0.00081672-9.6369e-05i,0.00014319-0.00072197i,8.4138e-05-0.00070832i
-0.00032163+3.3406e-05i,-0.00060957-0.0011117i,-0.0018879-0.0020217i,-0.0025502-0.00268i,-0.0025805-0.0021284i,-0.001966-0.00037648i,-0.00036935+0.00050863i,0.0010338+5.1985e-05i,0.0011209-0.00097365i,-0.00026319-0.0005822i,-0.00097672+0.00064359i,-0.00084186+0.00067724i,-0.00032797-0.00014743i,-0.0003698-0.00039056i,-0.00053198+0.00038514i,-0.00040269+0.001004i,-0.0005099+0.0010727i,-0.00035647+0.00099252i,0.00015846+0.00062684i,0.000491-6.9373e-05i,0.00051049-1.0109e-05i,-8.5824e-05+0.00046286i,-0.00055024+0.00063954i
0.00053419+0.00066546i,-0.00019756+0.0012079i,-0.00099677+0.0016706i,-0.001336+0.00069991i,-0.0017379-0.00032882i,-0.0024269-0.0005599i,-0.0013602+0.00011252i,-0.0004182+0.00025451i,-2.9937e-05-0.00039291i,0.00069736+0.00071951i,0.00032111+0.00049448i,2.1286e-05-0.00069796i,0.00057097-0.0007619i,0.00020978-0.00028474i,-0.00091076+0.00033313i,-0.00074721+0.0004903i,-0.00031931+0.00087976i,-1.1004e-05+0.00044995i,0.00067001-0.00029798i,0.00097588-0.00040323i,0.00068203-0.00028392i,0.00052148+8.9829e-05i,0.00069027+0.00015512i
-0.00037375-6.6771e-05i,-0.0015805+0.00070595i,-0.0013525+0.0011129i,-0.0012758+0.00024519i,-0.001746-0.00039792i,-0.0012098+0.00020252i,-7.6513e-05+0.00044877i,0.00062194-0.00040284i,0.0006553-0.00088673i,-0.00019331-0.00028434i,-0.00087148+0.00033627i,-0.0003157+0.00057087i,-0.0001885+0.00047714i,-0.00032848+0.00058793i,0.00015051-0.0001169i,0.00062202-0.0010919i,0.00044121-0.0011031i,0.00019898-0.00023845i,0.00062037+0.00065582i,0.00073839+0.00064599i,0.00023183+0.00091934i,-0.00017574+0.0011075i,0.0002794+0.00011792i
-0.0010953-0.00028653i,-0.0018377-0.00071526i,-0.0018851-0.0014274i,-0.0013832-0.0013076i,-0.0013947-0.00047619i,-0.0013743-0.0003396i,-0.0011101-0.00019002i,-0.00037978-0.00068044i,0.00010614-0.00076181i,-0.0001119-0.00060157i,-0.001106-0.0010573i,-0.0012964-0.00081789i,-0.00032366+3.945e-05i,-4.1399e-05+0.00017156i,-0.00022615-0.00018414i,-0.00025755-0.00019764i,0.00031566-0.0001748i,0.00085777+8.4183e-05i,0.00035318+0.0001334i,6.2785e-05-4.2824e-05i,0.00010792+0.00032098i,-1.0778e-05+0.00048363i,-0.00041815+0.00019174i
0.00061464-0.00070599i,-0.0011685-0.00029058i,-0.0023605-0.000997i,-0.0024272-0.0012942i,-0.0027149-0.00085246i,-0.0032387-0.00066711i,-0.0018667-0.00073762i,0.00015115-0.00029014i,0.00017274-0.00013722i,-0.00076-0.0004817i,-0.0012564+3.1458e-05i,-0.001127-0.00024908i,-0.00094055-0.00053687i,-0.001173-0.00058981i,-0.001378-0.00058956i,-0.0013066-0.00016444i,-0.00067211+0.0003977i,-0.0003001+0.00061785i,-5.0436e-05-0.00025008i,6.3396e-05-0.00015495i,0.00055993+0.0006778i,0.00058973+0.00051977i,0.00016319-0.00024725i
0.00090055-0.00024025i,0.00046839+0.00023926i,-0.00078276+0.00055587i,-0.0021354+2.2423e-05i,-0.0025016-0.00039684i,-0.0024737-0.00013851i,-0.0013374-0.00030668i,0.00045794-0.00093929i,0.00057734-0.00064109i,-0.00075143+0.00044909i,-0.00075022+0.00041682i,0.00021338+5.7614e-05i,-0.00025763+0.00021774i,-0.00077523+0.00064151i,-0.00011054+0.00058598i,0.00041549+0.00058907i,0.00010201+0.00066871i,8.7105e-05+5.7006e-05i,-0.00024615-7.4523e-05i,-0.00050477+0.00014991i,-0.00013368-0.00024333i,0.00049816-0.00036434i,0.00088361+0.00050487i
-0.00035169+0.000241i,-0.0003971+0.00077751i,-0.00081073+0.00093512i,-0.0013299+0.00069467i,-0.0022191+0.00039586i,-0.0017197-3.3056e-05i,-0.0012622-0.00046887i,-0.0013794-0.00089614i,-0.00021887-0.00064282i,-1.3714e-05+0.00020306i,-0.00037714-0.00012971i,-0.00046084-0.00037803i,-0.00058751-7.0519e-05i,-0.00023604-0.00020756i,-5.7675e-05-0.00045213i,-0.00044214-0.0005094i,-0.00044696-0.00036431i,0.00047671-0.0002418i,0.0005459-0.00012893i,0.00015699-0.00014594i,0.00042389+6.904e-05i,0.00074326+0.00096451i,0.00076399+0.0012901i
-0.0015075-0.00018976i,-0.0018886-0.0013974i,-0.001983-0.001216i,-0.0019978-0.00079152i,-0.0020146-0.00081392i,-0.0016957-4.7068e-05i,-0.0012801+0.00027129i,-0.00081915-0.00058588i,0.00063905-0.0010198i,0.0013567-0.00048161i,0.00042934-0.00030766i,-0.00017458-6.3656e-05i,6.9294e-05+0.00027008i,6.3495e-06-7.4883e-05i,-2.2606e-08-0.00076123i,0.00040155-0.00089576i,0.00019493-0.0011997i,0.00027372-0.00090379i,0.00099926+0.00044901i,0.00057308+0.00095733i,-0.00018479+0.00078422i,7.5048e-06+0.00092823i,-0.00025938+0.00018019i
-0.00079901-0.00042841i,-0.00066818-0.00013485i,-0.00070774+3.4023e-05i,-0.00092399-0.00077241i,-0.0012051-0.0001165i,-0.00078385+0.001085i,-0.00095015+0.00037452i,-0.00055516-0.00051133i,0.00040591-0.00018443i,0.00034223+0.00052948i,-0.00052463+0.00026252i,-0.0007032-2.2643e-05i,-0.00013379-0.00023964i,-0.00038018+0.00020058i,-0.00058824+0.00053032i,0.00019836+9.8073e-05i,0.00039599+0.00034663i,-0.00066871+0.00042589i,-0.00071549-0.00068194i,0.00052467-0.00081462i,0.0012114-0.00045119i,0.00081226+1.6673e-05i,0.00029185+0.00049983i
-0.00044326-2.8582e-05i,-0.00019415-5.4778e-05i,-0.00060883+0.00035146i,-0.00062285-0.00028847i,-0.00096653-0.00079018i,-0.0012695-0.00067017i,-0.00092962-0.0013427i,-0.00045458-0.0013176i,-0.00056218-0.0005945i,-0.00047185-0.0010907i,0.00018268-0.00078202i,-0.00036427-0.00033817i,-0.0012617+2.3654e-05i,-0.0016076+6.6731e-05i,-0.0011906-0.0010129i,-0.00028754-0.00098535i,0.00011841+5.7823e-06i,0.00076366+0.0011141i,0.0009207+0.001165i,0.00068373+0.00022739i,-0.00011826-0.00036541i,-0.00022768-0.00033424i,-0.00022173-0.00050656i
