-0.00024062-0.00065549i,-0.00022466-0.0025516i,-0.0014454-0.0030532i,-0.0024786-0.0018882i,-0.003067-0.00054264i,-0.0024279+0.0011597i,-0.00059184+0.0021415i,0.0003177+0.0019596i,0.00088795+0.0001945i,0.0012243-0.0015953i,0.00037775-0.0011065i,-0.00012331-0.00051996i,-0.00052958-0.00029685i,-0.001163-0.00030781i,-0.00028326+0.00044069i,-0.00052751+0.0009487i,-0.0007512-0.00012058i,-7.3162e-05-0.0010047i,8.6793e-05-0.00066427i,-0.00012206-0.00023139i,-0.0004963-0.0011075i,-0.00016458-0.0015644i,3.4227e-05-0.00091437i
-0.00015161-0.0010043i,-0.00053989-0.0013258i,-0.00083913-0.00047226i,7.3699e-05+0.00071452i,0.00046861+0.00013682i,-0.00038965-0.00080045i,-0.00060412-0.0012972i,-0.00061943-0.00074064i,-0.00041907-0.00031531i,-0.00017907-0.00010683i,-3.2912e-06-0.00019407i,0.00022367-0.00089407i,0.00025498-0.00090637i,7.9313e-05-0.00092179i,-1.8805e-05-0.0012949i,-0.00083838-0.0012667i,-0.0008286-3.474e-05i,-9.3306e-05+0.00051706i,0.00035831-0.00011012i,0.00083223-0.0005621i,0.0006483-0.00044347i,0.00045383-0.00012935i,0.00040519-0.00023568i
0.0011588+0.0019043i,0.00078242+0.0016783i,0.00078737+0.0014963i,0.00056393+0.00047554i,0.00044948-3.6592e-05i,-0.00022406-0.00015584i,-0.00079926-0.0001726i,-0.00067854-0.00040902i,-1.2971e-05-0.00065158i,0.00038938-0.0010987i,0.00018227-0.0010981i,-0.00042522-0.00056618i,-0.0014202-0.00038404i,-0.0012174-0.00072718i,-0.00018184-0.0010768i,0.00024276-0.00080395i,0.0001118-0.0004518i,-0.00041819-0.00052377i,-0.0005524-0.00065707i,0.00014782+0.0002469i,0.00052409+0.0010765i,0.00037512+0.00023132i,0.00035504-0.00018993i
-0.00016982-0.00098998i,-0.0014116-0.0010798i,-0.0020194-0.0011404i,-0.0013115-0.00065014i,-0.0011396+0.00071573i,-0.00079962+0.0012853i,0.00057624+8.0162e-05i,0.00083859-0.00033633i,0.00051959+0.00025922i,-2.8935e-05+0.00034471i,3.3316e-05+0.00026939i,7.7141e-05+0.00045341i,-0.00010065+0.00029441i,0.00039737+0.00026532i,0.00062945+0.0007209i,0.00053931+8.0089e-05i,0.00034922-0.00068607i,0.00066813-0.00050769i,0.00048151-0.00012449i,-0.00055382-5.6591e-06i,-0.0010849+0.00049101i,-0.00044732+0.001165i,-3.3616e-05+0.00099438i
-0.0011438+0.00090716i,-0.0013402+0.00052059i,-0.0012547+0.00052727i,-0.00060842+0.00045222i,-4.5284e-05+0.0009788i,-0.00079204+0.00045911i,-0.00097272-0.00028655i,-0.00063705+0.00043666i,-0.00060601+0.00094882i,-5.3e-05+0.00070975i,6.304e-05+9.6947e-05i,-0.00018199-0.00072574i,-0.00059666-0.00052908i,-0.00090445+0.00015425i,-0.00031213-0.00038346i,-0.00039601-0.0004803i,-0.00014445-0.00033894i,9.6651e-05-0.00054698i,-0.00030145-0.00025764i,-0.00015713+0.00049683i,-2.426e-05+0.00020786i,-0.00018449-0.0006721i,0.00053955-0.00090111i
-0.00044453-0.0020894i,-0.00098064-0.001653i,-0.0023357-9.7997e-05i,-0.0027818+0.00060173i,-0.0018601+0.00096103i,-0.00095302+0.0015496i,-0.00039393+0.0011999i,-0.00012738-4.2367e-05i,8.9335e-05-0.00069094i,-0.00033522-0.00025687i,-0.00069427+0.00034381i,-3.7601e-05+0.00052655i,0.00087306+4.2769e-05i,0.00064238+0.00020758i,0.00045495+0.00046164i,0.00079031+0.00059587i,0.0002103+0.00054552i,0.00034667-0.00017949i,0.00018057-0.00036048i,7.9718e-05-0.00025585i,0.00080021-0.00069674i,0.00014708-6.9482e-05i,-0.0008412+0.0004114i
-0.0011881-0.0012568i,-0.00025937-0.0017138i,-0.00040042-0.00082969i,-0.001141+8.5183e-05i,-0.00088293-0.0001469i,-0.00014427-0.00016144i,6.7888e-06+0.00025866i,0.00011019+6.4565e-05i,5.4892e-05+8.7108e-05i,-0.00043295+0.00061646i,-0.00033434+0.00042608i,-9.064e-05+7.5276e-05i,0.00022334-0.00019944i,0.0012632-0.00019373i,0.0014322-0.00043901i,0.00057181-3.9137e-05i,-0.0002999+0.00041263i,1.8987e-05+0.0003188i,-8.6546e-05-0.00017021i,-0.00099788-0.00019078i,-0.0010389+2.386e-05i,-0.00050301+0.00012174i,0.00031314-0.00029929i
0.0020784-0.0013261i,0.0011447-0.0018796i,-0.00092175-0.0010787i,-0.0021562+0.0003767i,-0.002089+0.00067083i,-0.0017403+0.00036081i,-0.00041717+0.00021104i,0.00052935+7.8081e-06i,0.00033411-0.00037243i,-0.00073883-0.0013178i,-0.00062916-0.001067i,-0.00025989-0.00010977i,-0.00089181+1.2495e-05i,-5.2767e-05+0.00051024i,0.00059243+0.00082539i,0.00014683+0.0007652i,-0.00075631+0.00011361i,-0.00099282-0.0011122i,0.00039931-0.00074841i,0.00044636+6.6937e-06i,-0.00037384-1.8619e-05i,-0.00010651-0.00018004i,8.3129e-05-1.1726e-05i
-0.00068388+0.00095124i,-0.00041637+0.00055731i,-0.0005524+0.00079519i,-0.00046664+0.00082982i,0.00029376+0.00031969i,0.00040997-7.622e-05i,0.00027526+0.00076483i,0.00018812+0.0016366i,-0.00020157+0.00072825i,0.00064902+0.00044348i,0.0010137+0.00044958i,0.00017616+1.1912e-05i,-0.00012437+0.00048066i,-0.00022171+0.00013182i,-0.00045204-0.00039768i,-0.00057881-0.00038367i,-0.0007178-0.00036212i,-0.00023379-4.7768e-05i,-0.00025453+7.7387e-05i,-0.00012732-0.0003961i,0.00058173-8.8664e-05i,0.00068286-0.00014994i,0.00071915-0.0010243i
-0.00090932-0.0014426i,-0.00073814-0.0018501i,-0.0021272-0.0023063i,-0.0024026-0.00091117i,-0.0011346+0.00088092i,-7.05e-06+0.0011763i,0.00041764+0.00078779i,-0.00027894-0.0001312i,-0.00051616-0.00092661i,0.00020705-0.00034884i,0.00025503+0.00020738i,3.5816e-05-0.00031971i,0.00050012-0.00088998i,0.0012656-0.0005702i,0.00060401+3.3967e-06i,-0.0008036+0.00068187i,-0.00094849+0.00034563i,-0.00052042-3.6916e-05i,0.00027369+0.00023506i,0.00053153-0.00019752i,3.1063e-05-0.00086219i,-0.00095024-0.00041641i,-0.00062586+0.00071831i
-0.00091818-0.0017827i,-0.00089599-0.00060142i,-0.0011695+0.00014094i,-0.0012427+0.00028823i,-0.0013501+0.00043462i,-0.00062938+0.00019045i,-0.00013887-0.0006796i,-0.00054755-0.00054179i,-0.00068595-0.00010354i,-0.00022601+0.00020153i,0.00034612+0.00061105i,0.00032422+0.00021392i,0.00035497-0.0004234i,0.00066056-0.00058809i,0.0007719+0.00034658i,6.722e-05+0.00049924i,-0.00044048-4.0779e-05i,-0.00010802+0.0001511i,6.9248e-05+0.00017557i,-0.00048088+5.1681e-06i,-0.00080243+0.00034842i,-0.00022858+0.00033579i,0.00035754-6.4889e-05i
-0.0023411+0.00018694i,-0.001923+0.00067538i,-0.0021173+0.00084068i,-0.001419+0.0013509i,0.00031734+0.0011889i,0.0014157+1.9691e-05i,0.00091833-0.0010326i,0.00018591-0.00076473i,-8.0091e-05+0.00039148i,0.00027722+0.0010212i,6.0002e-05+0.00085228i,-0.00017003-2.5738e-05i,0.0001119-0.00042538i,0.00022325-0.00039238i,0.0001912-0.00051623i,-0.00027036+0.00044761i,-0.0010399+0.00094189i,-0.0013189+0.00057979i,-0.0010779+0.00013108i,-0.00060949-0.00060034i,0.00034606-0.0004665i,0.00040135-0.0001361i,-0.00013023-0.00065663i
0.001469+0.00092162i,0.00094857+0.00094526i,0.00030381+0.0012391i,-0.00072834+0.00041098i,-0.0004973-0.00021179i,0.00037537-0.0001136i,3.1777e-05+0.00019558i,-0.00060954+0.00048546i,-0.00063894+0.00045877i,9.8081e-05+0.00026404i,0.00075552+0.00016509i,0.00015129+0.00022394i,-0.00099068+0.00010174i,-0.0010485+0.00083139i,-0.0002807+0.0010808i,-0.00014229+0.00011129i,0.00072637-0.00013164i,0.0013074-0.00030124i,0.001237-0.00012181i,0.00061576-0.00011053i,-0.00019379-6.0674e-05i,-0.00056112+0.00044695i,-0.00037913-0.00026012i
0.0021727-0.00023026i,0.0021661-0.00159i,0.0011899-0.0019907i,-2.4367e-05-0.0018038i,-0.0014997-0.0013809i,-0.0020372-0.00061528i,-0.0010773-0.00036412i,-0.00011051-0.00015359i,4.4301e-05-3.683e-05i,-2.5756e-06-0.001046i,4.8836e-05-0.0014278i,-0.00010995-0.00066604i,-0.00026516+0.00020972i,-0.00072731+0.00041063i,-0.00087952+0.00016742i,-0.00084386+0.00054016i,-8.8493e-05+0.0010967i,0.0002921+0.00088892i,-0.0004343-4.8368e-07i,0.00018565-0.00071302i,0.00076127-0.00092213i,0.00029139-0.00084256i,-0.00014371-0.00040284i
-0.00035026+0.00043953i,-0.00076031+0.0010452i,-0.00077035+0.0010298i,-0.0010788+0.00069844i,-0.00068239+9.7319e-05i,-0.00075211+8.9296e-05i,-0.0009639+0.00041189i,-0.00027703+0.00059958i,-0.00032338+1.4453e-05i,-0.0013876-0.00036838i,-0.0011964-0.00076551i,-0.00021544-0.00089198i,6.5843e-05-0.00045637i,3.4267e-05-0.00033327i,8.952e-07-0.00020644i,-0.00014931+0.000144i,-0.0001642+5.5088e-05i,8.7493e-05-0.00013415i,0.00037429+0.00035959i,0.00026598+0.00011467i,1.058e-05-0.0001181i,-0.00025712+0.00084218i,-0.00076302+0.0011035i
-0.00050674-0.0012141i,-6.5273e-05-0.0015295i,-0.00099379-0.0016488i,-0.0009603-0.0010499i,-0.00023553-0.00086574i,-2.8085e-05+0.00014781i,-0.00021555+0.00048698i,-0.00040859+4.3423e-07i,-0.00032093+0.00042653i,-0.00039457+0.00020676i,-0.00023049-0.00027296i,-0.00037364-0.00014424i,-0.00032268-0.00037136i,-0.00012937-0.00099561i,-0.00024362-0.00061445i,-9.7822e-05+1.7948e-05i,-7.1101e-05+8.3427e-05i,-0.00018571+0.00014625i,-0.0002326+0.00032855i,0.000192+3.4802e-05i,0.00094918-0.00038323i,0.00080145-0.00026293i,0.0003627-0.00038337i
-0.00076357+0.00042257i,-1.2058e-05+0.00066194i,0.001246+0.0014551i,0.0011347+0.0013198i,-9.258e-05+0.00028417i,-0.0012155-0.000268i,-0.00099435-0.00024033i,0.00012972+0.00039739i,0.00033219+0.00048859i,-0.00033825+6.1389e-05i,-0.00010787+0.00021691i,0.00015751+0.00017378i,-0.00071598+0.00013236i,-0.001329+0.00046391i,-0.00058924-0.00021033i,0.00021866-0.0010345i,0.00057215-0.00058507i,0.00059116-0.00044436i,0.00037445-0.00093346i,-0.00070157-0.00065377i,-0.0015218-0.00081629i,-0.00062004-0.00041673i,-0.00058246+9.3973e-05i
-0.0023653-0.00045843i,-0.0020311+4.0079e-05i,-0.0017707+0.00049126i,-0.0015806+0.0008315i,-0.00086744+0.00099376i,0.00029361+0.00094397i,0.00016914+0.00018271i,-0.00017662+1.5923e-05i,0.00017467+0.00072033i,0.00082934+0.0010742i,0.0011496+0.00074443i,0.00048924+0.00073255i,-0.00042555+0.00042395i,-0.00062002-0.00048756i,-0.0002313-0.00087006i,0.00049804-0.0004373i,0.00044327+0.00037295i,0.00041528+0.00022676i,0.0013085-0.00053753i,0.00133-0.00019968i,0.00030384-8.6666e-06i,0.00013972+0.00025833i,2.0104e-05+0.0010385i
-0.00034446+0.000552i,-0.00047298+0.00041588i,-0.00041693+0.001169i,-0.00055061+0.0010797i,0.00033286+0.00069707i,-2.7581e-05+0.00027565i,-0.00084964-0.00024731i,-0.00043983-0.00070319i,4.7069e-06-0.00038343i,-0.00018252+0.00020983i,-0.00018186+0.00015698i,-5.8412e-05-0.00044659i,-0.00052628-0.00087047i,-0.00065957-0.00024199i,-0.00051253-2.4452e-05i,-0.00077396-0.00039883i,-0.00074183-0.000213i,-0.0001889-0.00033276i,-2.2507e-05-5.3023e-06i,-0.00023005+0.00024307i,-0.00031809+0.00021387i,-0.00059733+0.00056614i,-0.00041949+0.0010244i
0.0004334+0.00055069i,0.00025648+0.00067944i,-0.00066915+0.0009352i,-0.0012924+0.00046474i,-0.00085575+0.0005641i,-0.00094231+3.1239e-05i,-0.0010146-0.00073143i,-0.00036213+0.00012495i,-0.00012342-3.5933e-05i,0.00043551-0.00075378i,0.00063583-0.00029336i,0.00037418-0.00019605i,0.00085207-0.00010492i,0.00089285-0.0001205i,0.00029545-0.00065252i,5.2188e-05-0.0010508i,0.00029316-0.00063314i,-1.0023e-05+0.00049091i,-0.00090075+7.7523e-06i,-0.0006021-0.00045423i,0.00036958+0.00072329i,-9.341e-05+0.00037286i,-0.00079567-0.0006612i
-0.001873-0.00023699i,-0.0028532+0.00092518i,-0.0035361+0.0024527i,-0.0024835+0.0035037i,-0.00081391+0.0023074i,-0.00048939+0.00085367i,-0.00053215+0.0003564i,-0.0004274+0.0011356i,-0.00073786+0.0010971i,-0.00082112+5.234e-05i,-0.00099984-0.00022108i,-0.00073053-8.5199e-05i,0.00023555+0.0001309i,0.00082695-0.0002369i,0.00098857-0.00045199i,0.00040454+0.00051255i,-0.00060818+0.0011342i,-0.00092859+0.00073019i,-0.00045+0.0002743i,-0.00060999+0.000531i,-0.00054381+0.00095467i,-0.00051751+0.00076579i,-0.00065209+0.00028468i
-0.0010147-0.0019873i,-0.0012769-0.0025634i,-0.0023479-0.0010957i,-0.0020576+0.00033799i,-0.00063657+0.00075359i,-0.00052701+0.00068673i,-0.00051708+4.3137e-05i,-0.00068755+8.2146e-07i,-0.0013125+0.0006074i,-1.209e-05+0.00045358i,0.00056089+0.00040871i,0.00010853+0.0010822i,0.00055861+0.0011511i,0.00070213+0.00026524i,0.00076018-0.001145i,0.00089858-0.00092882i,-3.7894e-05-0.00017968i,-0.00047245-0.00011318i,9.0103e-05-0.0003071i,0.00018274-0.00024883i,-1.4213e-06+0.00045924i,0.0003416+0.00040295i,-4.8009e-05-0.00024972i
1.9581e-06-7.6009e-05i,0.00011112+0.0011223i,0.00017472+0.0018789i,0.00060854+0.0012599i,0.0012357+0.0009608i,0.00036835+0.00099409i,-0.001009+0.00079057i,-0.00080075+0.00016704i,0.00033689+0.00017333i,0.00071338+0.0001077i,-4.9642e-05+0.00058593i,-8.2738e-05+0.0016639i,0.00079959+0.0011136i,0.00051428-3.3882e-05i,-3.4604e-05-0.00029548i,7.7418e-05+0.0001057i,0.00025406+0.00057357i,0.00023717+0.00075799i,0.00013571+0.00012383i,0.00044239-0.00024417i,0.00096176-0.00087222i,0.00062573-0.0013972i,-0.00015027-0.00057386i
-0.0023145-0.00049401i,-0.0021134-0.00033024i,-0.0018309+0.00028272i,-0.0015483+0.00033881i,-0.00022299+0.00074663i,0.00053087+5.6426e-05i,-0.00022238-0.00018008i,-0.00086108+0.00052966i,-0.00072011-4.7455e-05i,-4.1617e-05-0.00098118i,4.3976e-05-0.00086349i,-7.5114e-05-0.0011275i,0.00034798-0.00098476i,-7.7571e-05-0.00021756i,-0.00035993-0.00045448i,0.00043768-0.0007834i,0.0008589-0.00026923i,0.00039567-0.00014759i,0.00041907-0.000245i,0.00020886-0.00026097i,0.00023763+0.00023366i,0.00034188+0.00091274i,9.305e-05+0.00057438i
-9.3986e-05+0.0011841i,0.00024376+0.00037757i,-0.00080536+0.00017863i,-0.0010412+0.00031079i,-0.00059016+0.00023709i,-0.00028008-0.0003238i,-0.0001634-0.00052066i,6.5858e-06-0.00090032i,9.8829e-05-0.00061455i,0.00033116+0.00035319i,0.00054201+0.00016387i,-0.00010012+0.00059113i,-0.00030876+0.00074214i,0.00013643-0.0003253i,0.00072309-0.00019703i,0.0007553-7.5264e-05i,-0.00018721-9.0611e-05i,-0.00072914-3.128e-05i,-0.00026018-0.00059322i,0.00022364-0.00086219i,0.00015888-0.0010925i,-0.00030419-0.0010267i,-0.00081527-4.0853e-05i
-0.0013361+0.00028914i,-0.0023228+0.00013179i,-0.0019457+0.00046352i,-0.0012581+0.00070387i,-0.0006245+0.00024429i,0.00021965-0.00055678i,0.00059114+7.4351e-05i,0.00046342+0.00044962i,0.00092467-4.3543e-05i,0.00078496-0.00029932i,2.2691e-06-0.00041318i,-4.4155e-05-9.0919e-05i,0.00040046+0.00014453i,0.0004504-0.00013346i,-0.00031067-0.0002118i,-4.7739e-06+0.00014946i,0.0014004+0.00064461i,0.0012115+0.0010987i,0.00056816+0.00063336i,0.00049637-0.00012321i,0.00032091-0.00056071i,0.00042131-0.00083452i,0.00062256-0.00044685i
-0.00062438-0.0022579i,0.00018625-0.0032905i,-8.1034e-05-0.0024207i,-0.00061238-7.4785e-05i,-0.00075291+0.0010007i,-5.827e-06+0.0013625i,0.00042296+0.0013766i,-0.0001658+0.00082341i,-0.00058944-0.00010447i,-0.00068692-0.00048498i,-0.00029258-0.00041807i,-4.8141e-05+0.00039012i,1.6752e-05+0.00010832i,9.2783e-05-0.00049384i,-0.00012837-0.00019429i,-0.00029582+9.4123e-05i,-0.00017569+5.9612e-05i,-0.00034768+0.00014467i,-0.00027641+0.00037324i,0.00039865+0.00068572i,0.00058417+0.00024701i,3.8929e-05-0.00044001i,-0.00050594-0.00014576i
0.0026381+0.00096971i,0.0025156+0.00035066i,0.0014323-0.00065615i,0.00015175-0.00030161i,-0.00064719+6.0004e-05i,-0.00086305-4.9014e-06i,-0.00039773+0.00081994i,-0.00034333+0.0011057i,-0.00024305+0.00076016i,0.00045994-0.00014013i,0.00058608-0.00096931i,-0.00017661+3.0881e-06i,-0.00064043+0.0012176i,-0.00073635+0.001295i,-0.0008947+0.00088553i,-0.00025179+0.00076711i,0.00041665+0.00062378i,0.00016008+0.00042382i,-0.00032066+0.00079515i,-0.00059246+0.0011167i,-0.00018994+0.00025619i,-8.0112e-05-0.00028948i,-0.00025463-0.00017178i
0.0021448+0.001367i,0.0016237+0.00077068i,-0.00036727+0.00045941i,-0.0012652+5.8696e-05i,-0.0015729-0.00074222i,-0.0011847-0.001546i,-6.5065e-05-0.0011009i,-0.00015725-2.6114e-05i,-0.00094325-7.0077e-05i,-0.00095669+0.00051998i,-0.00080514+0.00097813i,-0.00064547+0.00053408i,-0.00056689+0.00070017i,-7.0612e-05+0.00073914i,0.00044186+0.00040806i,0.00054043+0.00032i,-0.00074185-0.00018059i,-0.0011456-0.00065044i,-0.00015894-0.00040427i,-0.00028137-4.6865e-05i,-0.00069854-0.00019566i,-0.00040098-0.00051657i,-0.00077424-0.00027125i
0.0017714-0.001848i,0.00016667-0.0022207i,-0.00083912-0.0020477i,-0.0011169-0.0018351i,-0.0019978-0.00094091i,-0.0020377+0.00024976i,-0.00075548+0.00070791i,0.00051328+0.00056497i,0.00049818+0.0002815i,-0.000522+0.00028702i,-0.0010182+3.5189e-05i,-0.0013748+0.0002294i,-0.0013679+0.00049179i,-0.00058391-0.0001628i,-2.3009e-05+3.7109e-05i,-0.0010931+0.00067727i,-0.00099686+0.00033125i,2.9134e-05+8.8327e-05i,0.00013328+0.00032743i,-0.00016658-0.00018898i,-0.00025691-0.0004079i,-0.00030643+0.00062i,-0.00024295+0.00065609i
-0.00067358-0.0012619i,-0.00090949-0.0015016i,-0.00098665-0.00092506i,-0.0007144-0.00025716i,-0.00043239-0.00062697i,-0.00095872-0.0010771i,-0.0019155-0.00042067i,-0.0016546+0.00076596i,-0.0010005+0.00098458i,-0.00048772+0.0006969i,-0.00025822-0.00022095i,-0.00073296-0.00081542i,-0.00086809+0.00031909i,-0.00076828+0.00092957i,-0.00096303-8.5421e-05i,-0.0011384-0.00042219i,-0.00066653+0.00064927i,-0.00025172+0.0011351i,0.00016972+0.0003811i,0.00066577-0.00040369i,0.00046815-0.00047027i,-3.3433e-05+0.00016509i,-1.7107e-05+0.00044394i
0.0007945+9.1216e-06i,0.00027767+8.0425e-05i,0.00013459+2.4303e-05i,0.00017933+0.00044205i,2.0211e-05+0.0011609i,-0.00031089+0.00057082i,-0.00066723-0.00054485i,-0.00045302-0.0011463i,0.00036897-0.00081405i,-0.00015765-0.00056688i,-0.00063467-0.0002517i,0.00014907+0.00042529i,0.00058449+0.00047021i,0.00065934-0.00038154i,0.0001733-0.0010047i,0.00024303-0.0001042i,0.00014202+0.0005656i,0.0001186+0.00014654i,-0.00019905-0.00052567i,-0.00040918-0.00045671i,0.00011689-0.00024568i,-1.4146e-05-2.9391e-05i,-0.00071359+2.7206e-05i
0.0018342+0.00059742i,0.001874+0.00052283i,0.0014986-0.00036461i,0.00023922-0.00024036i,-0.0010335+0.00041007i,-0.0014804+0.00038226i,-0.0016242+0.00044181i,-0.00096968+0.00095951i,-7.9494e-06+0.00091108i,0.00030078-8.137e-05i,0.00033212-0.00050626i,0.00026392+0.0003622i,-0.0003763+0.00094094i,-0.00082664+0.00099356i,-0.001031+0.001325i,-0.0010901+0.00069487i,-0.0012253-0.0003055i,-0.0009469-0.00044058i,-0.00086796-0.00026034i,-0.00018663-0.00060299i,0.00042865-0.00052718i,9.37e-05-0.00064382i,-7.896e-05-0.00067649i
0.00090826+0.0013611i,-0.00019031+0.0017144i,-0.00040391+0.0010192i,-0.00038107+0.00011224i,-0.00064297-0.00046938i,-0.00074573-0.00065327i,-0.00025878+0.00019627i,0.00027787+0.00088712i,-0.00028722+0.00079904i,-0.00057194+0.00083024i,-0.00038434+0.00081249i,-0.00041838-3.1562e-05i,-0.00067572-0.00060118i,-0.00030891-0.00014194i,7.5664e-05-0.00023944i,-7.0611e-05+6.1975e-05i,-7.587e-05-0.00017045i,0.00047668-0.00031866i,0.0011137+1.2252e-05i,0.0010652+0.00016091i,0.00062261+0.00018467i,0.00023008-0.00034028i,-0.00047812-0.00031347i
-0.0022883+0.000241i,-0.0032273+0.00077277i,-0.0034977+0.0012477i,-0.0020165+0.0016063i,-0.00050121+0.0014436i,0.00069668+0.00031174i,0.00015018-0.00084601i,-0.00096183-0.00089665i,-0.00099703-9.4673e-05i,-0.00074094+0.00064773i,8.7054e-06+0.00030168i,0.00031763-0.00012099i,0.0003925-2.019e-05i,0.00059323-0.00029152i,0.001039-0.00023147i,0.001055-2.9764e-05i,0.00015436-0.00051103i,3.5586e-05-0.001125i,0.000292-0.000823i,-0.00035798-0.00025449i,-0.0011277+7.4832e-05i,-0.0015495+0.00056503i,-0.0004782+0.00038273i
5.5213e-05-0.0015036i,-0.00024412-0.0026782i,-0.00071494-0.0023703i,-0.0016035-0.0011614i,-0.0019625-3.1844e-05i,-0.0011776+0.0002392i,-0.00077795+0.00034555i,-0.00070408+1.0991e-05i,-0.00054825-0.00014604i,-0.00074311+0.00016434i,-0.00076843-1.877e-05i,-0.00046615+0.0005219i,0.00023611+0.00072688i,0.0001568+0.0002954i,-0.00025057+0.00085584i,0.00036073+0.00016304i,0.00091001-0.00062603i,0.00020186+0.00010925i,-0.00045983+0.00085197i,-0.00091138+0.00012469i,-0.00069088+0.00024083i,-0.00027689+0.00046708i,-5.3792e-06-0.00014525i
-0.00017471+0.0006236i,2.4411e-05+0.0011105i,0.00028984+0.00072887i,0.00037571+0.00063524i,-0.00051798+0.0008335i,-0.00075806+4.6843e-05i,-0.00013669-0.0010482i,-0.00016655-0.00011453i,-0.00059701+0.00065627i,-0.00084257+0.0012003i,-0.00062245+0.0011013i,-0.0005053+0.00046104i,-0.000608-3.4166e-05i,-0.00092449-0.00061359i,-0.00034461-0.00063732i,0.00029441-0.00035393i,0.00073672+0.00018293i,0.00073978+0.00057869i,0.0003466-0.00015929i,0.00054768-0.00046134i,0.00033745-9.5165e-05i,-0.00016499+0.00040212i,-0.00028778+0.00089678i
-0.00051117-0.0027101i,-0.0002049-0.0018074i,-0.0017987-0.00084109i,-0.0037895+0.0001782i,-0.0029266+0.0013055i,-0.000557+0.0017482i,0.0005184+0.0011313i,0.00089302+0.0002336i,0.00088954-7.2664e-05i,-0.00028948+0.00044921i,-0.00070139+0.00055609i,-0.00028136+0.00051548i,-0.00044813+0.00048239i,0.00020091+0.00039516i,0.00087599+0.0008382i,0.00017813+0.00066009i,-0.0002501-7.1864e-05i,-3.8174e-05+0.00018484i,-0.00059648+0.00062832i,-0.00063846+0.00027151i,-0.00034337-0.00013755i,-0.00055294-4.6895e-05i,-0.0006872+0.00028784i
0.0013665+0.00069212i,0.0014499+0.00023199i,0.00030453+0.00036196i,-0.00050667+0.00043092i,-0.0004991+0.00024484i,-0.00067433-0.00040068i,-0.00043074-0.00088292i,4.3847e-05-0.00022353i,0.00059236+0.00046632i,0.00031795-3.4715e-05i,6.9243e-06-0.0012679i,-0.00016547-0.0012838i,-0.00031497-0.00016073i,-0.00063211+0.00024053i,-0.00082639+0.00013458i,-0.00068569+0.00049925i,-0.00045859+0.0004717i,-0.00017574-3.4294e-05i,1.7209e-05-0.00035509i,0.00021374+2.9149e-05i,0.00067196+0.00035327i,1.3347e-05+0.00018768i,-0.00048464+6.0149e-05i
-0.0022268-0.00022541i,-0.0017445+0.0011256i,-0.0012735+0.0020304i,-0.0012783+0.0012391i,-0.00080162+0.0002212i,0.00030533+0.00032072i,5.4519e-05+0.00096836i,0.0001137+0.00042816i,0.00060033-0.00033899i,0.00040541-0.00021328i,0.00055392+4.4818e-05i,0.0010805+0.00028429i,0.0012768+0.00054236i,0.00085216-0.00010869i,0.00029175-0.00028112i,1.4792e-05+0.00022834i,-6.7013e-05+0.00030115i,-0.00022839-0.0002925i,2.1635e-05-0.00038048i,0.0003915+0.00013424i,-0.00017627+0.00031916i,-0.00079364+0.00013172i,-0.00053195+0.00025313i
-0.0017896-0.00089123i,-0.002499-0.001221i,-0.0019294-0.0013304i,-0.00097223-0.00086751i,-0.0011584-0.00079387i,-0.0015105-0.00052106i,-0.0013625+0.0002638i,-0.00043225-0.00015748i,0.00025713-0.00087236i,0.00028104-0.00055334i,0.00053155+6.4039e-05i,0.00046671+0.00054336i,-3.6769e-05+0.00074423i,0.00025777+0.00045044i,7.9659e-05+0.00017382i,-0.00044183-5.1875e-05i,0.00015103-0.00095319i,0.0010352-0.0015066i,0.00083249-0.00083539i,0.00044553-0.0005319i,0.0012188-0.00079068i,0.00082907-0.0007386i,-0.00045249-0.00074124i
0.0019305+0.00011124i,0.0027333+0.00030901i,0.0022335+0.00028176i,0.0014132+0.00065328i,0.00042451+0.0011834i,-0.00075577+0.0020341i,-0.00066365+0.0015504i,-0.00010857-7.4656e-05i,-0.0005614-0.0010196i,-0.00022501-0.0014744i,0.00026195-0.0012869i,-4.0878e-05-0.00056542i,-0.00028394-0.00047256i,0.00021012-0.00036277i,0.00018249-8.9162e-05i,-0.00056619+0.00015663i,-0.0010254+0.00043417i,-0.00067716+0.00041277i,-7.7732e-05-0.00018336i,0.0002468-0.00045547i,0.00036109-0.00031347i,0.00080736-0.00043697i,0.00038317+0.0001414i
-0.00055156+0.00079354i,-9.4141e-05+0.0014384i,0.00061975+0.0011016i,0.00019891+0.00056709i,-0.00099882+0.00054913i,-0.0014275+0.00015866i,-0.00057554+0.00015302i,0.00034281+0.00028874i,0.00047599+0.00015794i,1.013e-05+0.00050574i,0.00010504-0.0001398i,0.0007841-0.001074i,0.00044532-0.00039559i,-0.00038634-0.0001577i,-0.00054685+0.00010454i,-0.00039886+0.00023725i,-0.00012099+0.00052175i,7.6985e-05+0.00054771i,-2.7045e-05-6.6564e-05i,-0.00013444-0.00038011i,7.4334e-05+9.4452e-05i,0.00028366+0.00022143i,0.00075021-0.00026198i
