-0.0059631+0.00020118i,-0.0035973-0.0012623i,-0.0026319-0.0003328i,-0.0017375+0.0013154i,-0.00085664+0.0020047i,0.0007981+0.0019312i,0.0010834+0.0021039i,7.1885e-05+0.0023121i,0.00026679+0.0013201i,0.0010938+0.00047682i,0.0014195+0.00010397i,0.00072033-0.00073694i,8.2976e-05-0.00093455i,4.4865e-05-0.00044456i,-0.00032979-0.00011179i,-0.00046505+0.00044725i,8.4159e-05+0.00095962i,-3.5105e-05+0.00029914i,0.00046121-0.000638i,0.0016125-0.00043405i,0.0013565-0.00028071i,0.0007343-0.0004744i,0.0003468-0.0003437i
-0.00057619-0.00018512i,-3.2214e-05+0.00019618i,-0.00021419+9.4853e-05i,-0.00038613+0.0012411i,-0.00014872+0.0023286i,8.0937e-05+0.0016321i,0.00041806+0.00094401i,0.00019591+0.00075268i,0.00032955+0.0005608i,0.00025297+0.0011569i,-4.2914e-05+0.0015356i,0.0005758+0.0010297i,0.00016204+0.00074295i,6.1974e-06+0.00026897i,0.00061206-0.0003368i,0.00014534-0.00063924i,-0.00045944-0.00065297i,-0.00020102-0.00061889i,0.00038837-2.733e-05i,0.0002475+0.00066186i,0.00016666+0.00068635i,-0.00012735+0.00010544i,-0.00032138-0.00072447i
-0.00074988-8.5529e-05i,-0.0014647+0.0010463i,-0.0023761+0.0012096i,-0.0021152+0.00064543i,-0.00071504+0.00054886i,0.00073332+0.00052991i,0.00073962+0.00053989i,-0.00017218-0.00019254i,-0.00060703-0.00042339i,-0.0010047+0.0003985i,-0.0011722+0.0010396i,-0.0010749+0.0011352i,-0.00079767+0.000865i,-0.00027057+0.00084047i,6.9751e-05+0.00057065i,-8.5746e-06-0.00010717i,-1.518e-05+0.00012284i,0.0001634-6.7901e-05i,9.8829e-05-0.0006737i,0.00055923+1.9254e-07i,0.0011723+0.00045742i,0.00053082+0.00035469i,-9.8322e-05-0.00030741i
-0.0012081+0.00075041i,-0.00086647+0.0010804i,-0.00014306+0.0015363i,0.00098739+0.0022104i,0.0013727+0.0021475i,0.00026927+0.0018657i,-0.00099301+0.0018123i,-0.0013417+0.0013522i,-0.00081916+0.00063645i,-0.0006333+5.193e-06i,-0.0011098+2.9917e-05i,-0.0011296+0.00020672i,-0.00070898-0.00026282i,-0.00036129+5.4395e-05i,-0.00013978+0.00081814i,-4.0551e-05+0.00040415i,-4.6719e-05-0.00025435i,-0.00050908-0.00012228i,-0.00073079+5.4823e-05i,-0.00087722-0.00026144i,-0.00060883-0.00026812i,0.00039622+3.3871e-05i,-7.9496e-05-0.00017233i
0.0014093+0.00042667i,0.00042296+0.00015321i,-0.00019668-0.00017748i,-0.0013951-0.00029994i,-0.0016064-0.00088172i,-0.00084686-0.00055198i,-0.0011813+0.00050267i,-0.00091198+0.00069837i,5.1766e-05+6.2511e-05i,-0.00058784-0.00074756i,-0.0011619-0.0012109i,-0.00058982-0.0009918i,0.00027769-0.00119i,-9.3979e-05-0.00054256i,-0.00037313+0.00027708i,0.00046559-0.00017829i,0.00044559-0.00082881i,0.00018543-0.00095089i,0.00010768-0.00019566i,-3.1854e-05-0.00017108i,-0.00012642-0.00097916i,-0.00034859-0.0010666i,-0.00086287-0.0006019i
0.00019227-0.0011291i,-0.00056747-0.00056101i,-0.00060432-0.0004614i,-7.3851e-05+0.0001216i,-0.00040675+0.0008455i,-0.0004055+0.00090523i,0.0005834+0.00035175i,0.00073205-0.00011001i,0.00022644-0.00024704i,0.00027837-0.00028209i,0.00072889-4.9313e-05i,0.0014628+0.00010274i,0.0017432-0.0004689i,0.0012027-0.0013627i,0.00028006-0.0010772i,-0.00042117-0.00038403i,-0.00036275+0.00021012i,-0.0003272+0.00083741i,-0.00044508+0.00087026i,-0.00022242+0.00035122i,8.7266e-05+0.00015267i,9.8464e-05+0.00024596i,-0.00031968+6.1019e-05i
0.0018875+0.0010237i,0.001043+0.00037198i,-0.00020134+0.0011374i,-0.0012066+0.0014411i,-6.7018e-05+0.00029905i,0.0014799-0.00026971i,0.0011377+0.00051556i,0.0005699+0.00091162i,0.00093037+0.00050818i,0.00090497+0.00039489i,-0.00017339+0.00080905i,-0.0008822+0.0013687i,-0.00040973+0.00084981i,-0.00012745-0.00015046i,-0.00030971-0.00013878i,1.7327e-06+0.00033528i,-0.00017656+0.00026452i,-0.00076734-0.00050427i,-0.0007976-0.0010122i,-0.00049796-0.0002645i,-0.0002295-6.2599e-05i,-0.00057506-0.00044716i,-0.00041745-0.00026188i
-0.0012378-0.0005916i,-0.0012306-0.00017803i,-0.0020198+0.00029452i,-0.0017185+0.0008496i,-0.00064895+0.001292i,-4.8589e-05+0.0012913i,-5.358e-05+0.0010738i,-0.00057321+0.00072946i,-0.001036-0.00022517i,-0.0011294+4.2936e-05i,-0.0011482+0.0010903i,-0.00074901+0.0014354i,-0.00061467+0.0010872i,-0.00018348+0.00021138i,-0.00035663+7.9445e-05i,-0.00087454+0.00014931i,-0.00055523-0.00011962i,4.9992e-05+9.0418e-05i,0.00091539+0.00048662i,0.00095096+0.00063914i,-0.00014978-0.0002249i,-0.00091157-3.0515e-05i,-0.00051579+0.00053766i
-0.0025422-0.001561i,-0.0011517-0.0018175i,-0.00068622-0.0013969i,-0.0007956-0.00012219i,0.00019455+0.00096452i,3.8178e-05+0.0011448i,-0.00084884+0.00039667i,-0.0010299+0.0005795i,-0.0012618+0.0011538i,-0.001377+0.001082i,-0.0010071+0.00029942i,0.00024803-0.00010145i,0.00055515+0.00013176i,-0.00016987+0.000146i,-0.0003442-6.2356e-06i,-0.00021336-1.5384e-06i,-0.00043496+0.00020655i,-4.358e-05-0.00015287i,0.00016529+0.00016974i,-0.00025325+0.00030729i,-0.00073427-0.00061266i,-0.00052001-0.00075502i,0.00017414-0.00035977i
0.0019935+0.00099358i,0.00095143+8.9638e-05i,0.0007371+0.00029961i,-5.3495e-05+0.00016794i,-0.00038642-0.00043114i,-0.00061702+8.6648e-05i,-0.00099749+0.0015459i,-0.00063034+0.0015819i,-0.00076779-4.185e-05i,-0.00055737-0.0013925i,7.3974e-05-0.0009379i,-0.00042515-0.00024192i,-0.0010523-0.0005219i,-0.00045831-0.00071i,0.00015273-0.00021904i,-0.00051041+3.3221e-07i,-0.00093351+0.00015878i,-0.00034358-7.0662e-05i,0.00047256-0.00030974i,0.00048345-0.00043601i,0.00038838-0.00082003i,0.00051873-0.00094604i,0.00072891-0.00049178i
-0.00024288-0.0035858i,-0.0017211-0.0023723i,-0.002087-0.0014948i,-0.0018864+2.8438e-05i,-0.0015928+0.0011418i,-0.00058644+0.0010294i,0.0010345+0.00096941i,0.0018566+0.0006242i,0.00095915-0.00034606i,-0.00021-1.4629e-05i,-0.00063962+0.0012162i,-0.00045528+0.00080265i,0.00030861-0.00049065i,-1.1876e-05-0.0001483i,-0.00059523+0.00077002i,-0.00064167+0.00047999i,-0.00041968-0.00066633i,-0.00011071-0.00068107i,9.4618e-05+0.00022967i,0.00021542+0.00044252i,-2.6438e-05+0.000996i,0.00034459+0.00090571i,0.0011979-0.00036362i
0.00021007-0.0029221i,0.00046534-0.0023137i,-0.0010347-0.0022487i,-0.0021949-0.0008505i,-0.0021459+0.0004359i,-0.0015493+0.00079i,-0.0010041+0.0010174i,-0.00059278+0.00079576i,-0.00017421+0.00021461i,4.3408e-05+0.00087949i,1.4828e-05+0.0012992i,9.0232e-05+0.0007562i,0.00089315-4.1757e-05i,0.00095067-0.00024911i,-0.00029059-0.00042301i,-0.00072077-0.00064369i,-0.00017544-0.0005212i,0.00022526-0.00040094i,-7.7572e-05+8.7173e-05i,-0.00023024+0.00021608i,-6.2026e-05+0.00025071i,7.1627e-07-1.1227e-05i,-0.00045066-0.00021862i
-0.0022858-7.8488e-05i,-0.0015699+0.00041985i,-0.0021187+0.0021504i,-0.0017592+0.0026252i,-0.00077216+0.0018116i,-0.0002816+0.0019622i,-0.00012853+0.0019535i,-0.00028975+0.0016608i,-0.00014793+0.0018238i,-0.00030858+0.0015319i,-0.00033074+0.0015206i,0.00010469+0.0012142i,0.00084177+0.00020805i,0.0010615-0.00017983i,0.00068137+7.9049e-05i,0.0002069+0.00040063i,-0.00012503+0.00042344i,-0.00036824+0.00038301i,-9.3796e-05+0.00013941i,0.00086381+2.6093e-05i,0.00082245-0.00032201i,-0.00024-0.00066395i,-0.0012648-0.00067682i
-3.7181e-05+0.0020875i,-0.00025966+0.0015281i,-0.00037275+0.00076037i,9.8216e-05+0.00086291i,0.00055369+0.00087186i,0.00099583+0.00042369i,0.0014414+0.00083624i,0.0007527+0.0011455i,6.2732e-05+0.00025339i,-0.00017128-0.0010834i,-0.00051481-0.0011505i,-0.00048917-0.00033288i,-0.00070783-0.00032162i,-0.00049497+0.00017643i,-0.00022163+0.00031362i,-0.00034569-0.00056475i,-0.00041982-0.00091735i,-0.00012965-0.00050477i,-0.0005999-0.00031451i,-0.0011881-0.00099567i,-0.00083565-0.0013993i,-0.00067054-0.00049575i,-0.00064573-1.6446e-05i
-0.00055821-0.00067661i,-0.00099989-1.2644e-05i,-0.00084065-0.00019435i,-0.00044118+0.0002107i,-7.774e-05+0.00090074i,-0.00023369+0.00054844i,-0.00098822+0.00069289i,-0.0011018+0.001192i,-0.00026078+0.00054548i,-0.00031461+2.6944e-06i,-0.00063388-0.00020064i,-0.00027098-0.00075482i,0.00032403-0.00054645i,-9.0779e-05+0.00025959i,-0.00059076+6.7603e-05i,0.00042449-0.00055525i,0.00088057-0.00076263i,0.00023613-0.00010491i,0.00016322-0.00035055i,0.00040303-0.00046682i,-0.00020022+0.00038619i,-0.00041422+0.00025315i,3.9924e-05-0.00012309i
0.00074272+0.00085482i,0.00065051+0.00015013i,0.0006234+0.00025116i,0.0001251+0.00049374i,0.0006303+0.00054205i,0.0004879+0.00045141i,0.00057538+0.00082498i,0.0011394+0.00109i,0.0012632-1.1128e-05i,0.001643-0.0013337i,0.001102-0.00070305i,0.00051479+0.00016294i,0.0012577-0.0005087i,0.0013617-0.0012325i,-0.00011513-0.0011684i,-0.00063004-0.00051068i,7.6238e-05-0.00011898i,0.00033772+0.00030443i,0.00031404+0.00075361i,0.00039831+0.00022347i,0.00024681-0.00031076i,-0.00064498-0.00021426i,-0.0010709+4.1721e-05i
0.00053451-0.0033965i,0.00026059-0.0017013i,-0.0018606-0.00083689i,-0.0026257+0.0007775i,-0.0019227+0.0017813i,-0.0010247+0.0025559i,5.3539e-05+0.0018163i,0.00015522+0.00033894i,0.00013885-0.00023992i,-0.00034722+0.00046588i,-0.0004275+0.001789i,0.00029759+0.0020031i,0.00026397+0.00065555i,-0.00046819-0.00063976i,-0.00082935-7.5287e-05i,-0.00049445+0.001405i,-0.00023837+0.0017816i,-0.00043681+0.00083384i,-0.00021007-0.00027445i,0.00023769-0.00064814i,0.00071932+3.4426e-05i,0.00075691+0.00024349i,0.00032784-0.00031993i
-0.00083147-0.00053253i,-0.00086764-0.00066779i,-0.00087293-0.0014454i,-0.0020512-0.0015987i,-0.0019352-0.00046078i,-0.0005825+0.00086462i,-0.00045988+0.0012051i,-0.00047524+0.0010827i,6.423e-05+0.00086645i,-0.00023941+0.00052539i,-0.00012992+0.00025865i,0.00038746+0.0007197i,0.00025286+0.0010596i,-0.00015486-6.0179e-05i,-0.00065237-0.00050061i,-0.00058694+5.7411e-05i,-0.00037433+0.00014072i,-0.00051317+0.00011154i,-0.0006745+8.5119e-05i,0.00031037-0.0001929i,0.00066549-0.00039894i,-0.00012978-0.00075167i,-0.00017491-0.0011628i
-0.0011056+0.0028022i,-0.00010001+0.0018378i,0.00039323+0.00075008i,-7.8014e-05-0.00044627i,-0.00075274-0.0010951i,-0.00030553-0.00083074i,-4.8323e-05+0.00013167i,-5.8606e-05+0.00075259i,0.00044716+0.00082335i,0.00016515+0.00055778i,-0.00014482-0.00017135i,-0.00015011-0.00063048i,-0.00054696-0.00048391i,-8.5641e-05+0.00056418i,0.00051412+0.00060704i,2.86e-05-0.00072988i,0.00062023-0.00091625i,0.00077305-0.00076145i,-0.00048235-0.00015695i,-0.00061133+0.00011227i,-0.00019845-0.00016024i,-0.0001104-0.00021655i,-8.3977e-05-0.00025572i
-0.0010271-0.00080514i,-0.00084312-0.00023608i,-0.00060708+0.00049993i,-0.00023221+0.00074884i,-0.00015468+0.00084805i,-8.318e-05+0.0018i,0.00048304+0.0017016i,0.00064051+0.00089429i,0.00014542+0.00030452i,-0.00020296-0.00026378i,-0.00052355-0.00076861i,-0.0015969-0.00078568i,-0.0013178-0.00026553i,-0.00087644+0.00048743i,-0.0010517+0.00025224i,-0.00083308-0.00063101i,-0.00017004-0.0005437i,0.00015702+0.00014109i,0.00022916+0.00034069i,0.00015833+6.7939e-05i,0.00038322+1.6652e-06i,0.00046808+3.914e-05i,-1.8918e-05-0.0003567i
-0.0010727+0.0003818i,-0.00095091-0.00020838i,-0.0011446-2.0601e-05i,-0.0010609+0.00087346i,-0.00058566+0.0020198i,0.00041764+0.0016487i,0.00091795-0.00052937i,0.00064719-0.0007087i,0.00056828-0.00036882i,0.00025627-0.00060719i,-4.9569e-05-0.00024183i,0.00042366-0.0002893i,0.00045899-0.00022464i,-0.00015495+0.00044366i,-0.00052385+0.00067725i,-0.00070087+0.00041425i,-0.00038531-5.3628e-05i,4.1932e-05-0.00053897i,0.00012167-0.00088636i,0.00038731-0.00019663i,0.00055252+0.00073198i,-0.00033718+0.00044765i,-0.00081178-0.00011126i
0.00030374-0.0015965i,0.00021256-0.00067656i,-0.00056823-0.00012417i,-0.00072969+0.0013376i,-0.00050046+0.0024563i,-0.00072935+0.002436i,-0.00066721+0.0021388i,-9.7432e-05+0.00072628i,-0.00025875-0.00040379i,-0.00014686-0.00063096i,0.0003557-0.00043692i,0.00067582-0.00024251i,0.00076079+6.6738e-06i,-1.3485e-05-0.000167i,-9.3669e-05-0.00062008i,6.7736e-05-0.00113i,5.0118e-05-0.001218i,-0.00032287-0.00016155i,-0.00034539+0.00068334i,-0.00032286+0.00047462i,-0.00025044+5.045e-05i,-9.5072e-05-8.1822e-05i,-0.00026708-0.00033361i
0.00044853-0.0004066i,0.00035358-0.00052615i,-0.0005796-0.00095214i,-0.0020464-0.00026062i,-0.0016814+0.00052667i,-0.00032277+0.0011393i,0.00030928+0.00058756i,0.00085611-6.5977e-05i,0.00059779+9.2489e-05i,-3.8935e-05+0.00048796i,-0.00019037+0.00052158i,0.00062942+0.00064011i,0.0022604+0.00039585i,0.0019306+0.00037096i,-0.00029622-3.1762e-05i,-0.0013092-0.0011413i,-0.00084781-0.0014296i,0.0001837-0.00023358i,0.00046365+0.00052651i,-0.00014722-5.7571e-05i,-0.00039244-0.00087753i,0.00017527-0.001233i,0.0005169-0.00097636i
0.00060631+0.00088037i,-0.00089338+0.0010228i,-0.0018577+0.00063364i,-0.0024217+0.00011743i,-0.0016574-0.00052002i,-0.00045103+0.00029672i,-0.00052479+0.00089665i,-0.00047827+0.0011188i,-0.0006415+0.00039107i,-0.0013971+3.8728e-05i,-0.0016875+0.00070336i,-0.00075974+0.00067679i,0.00012433+0.00043578i,0.00021603+0.00084364i,-9.6901e-05+0.00071954i,-0.00018651+0.00062309i,-0.00019364+0.0005539i,7.679e-05+8.9563e-05i,0.00035733+0.00042344i,-6.0189e-05+0.00054145i,0.00030878+0.0001342i,0.00097971-0.00013318i,0.00076298+0.0004157i
0.00059786+0.0012237i,0.00016073+8.9721e-05i,0.00039052-0.0014801i,-0.00019092-0.0013115i,-0.0015433-0.00053386i,-0.0013906+8.8821e-05i,-0.00086603+0.00044641i,-1.6781e-05+0.00019033i,0.00048544+7.5228e-05i,-1.7987e-05-6.6844e-05i,-0.00068437-0.0007323i,-2.3341e-05-0.00055183i,0.00029535+7.9697e-05i,-2.263e-05-2.9857e-05i,6.7097e-06-0.00034746i,0.00028287-0.00015225i,0.00052414+2.0349e-05i,0.00022499-0.000713i,-0.00039686-0.00058287i,-1.0949e-05+0.00089757i,0.00035769+0.0012312i,0.0002319+7.4032e-05i,0.00056279+1.6045e-06i
0.00076946+0.00098918i,0.00085928+0.00036356i,0.00074126-0.00059911i,-0.00027412-0.00089303i,-0.00025267-0.00089124i,0.00082497-4.0081e-05i,0.001348+0.00081881i,0.0009652-8.336e-05i,0.00055266-0.00042302i,4.9871e-05-0.00042292i,-0.00053246-0.00058605i,-0.0008107-0.00082265i,-0.0010978-0.0011354i,-0.00042849-0.0010301i,0.00066982-0.00060987i,0.00091093-0.00053075i,0.00045207-0.0011784i,0.00024093-0.0013055i,0.00053065+2.1868e-05i,0.00084833+0.0011147i,0.00061509+0.00065822i,0.0005179-0.0010531i,0.00070977-0.0013484i
0.00067261-0.00074841i,0.00012231-0.0001787i,-0.0007473+0.00080628i,-0.0019146+0.00093023i,-0.0020376+0.00098893i,-0.0013653+0.00085057i,-0.00034724+0.00034461i,0.00061064+0.0005178i,0.00035586+0.00010702i,-0.00010841-0.00070963i,0.00016667-0.00058042i,0.0011679-0.00064525i,0.0014417-0.00077392i,-7.8642e-05-0.00045782i,-0.0010241-0.0002072i,-0.00019085+0.00034399i,-6.1348e-05+0.0004814i,-1.276e-05+0.00028498i,0.0011743+0.00022586i,0.0012963+0.00021173i,0.000908+0.00059709i,0.0007429+0.00075061i,-8.968e-05+0.00079982i
0.00082376-0.00053324i,-2.762e-05-0.00080193i,-2.5489e-05-0.00050326i,-0.0003917-0.00028199i,-0.0010887-0.00025157i,-0.0011618+0.00075807i,-0.00046979+0.0010106i,0.00048311+0.0012383i,0.00157+0.00074462i,0.0010631-0.0001167i,-0.00047065-0.00022461i,-0.00048585+0.00019774i,0.00055448+0.00075515i,0.00032954+0.00056955i,-0.00018242-0.00034283i,-0.00049067-0.00027692i,-0.00064711+0.00015625i,-0.00058292+0.00027808i,-0.00083936+0.00053221i,-0.00076556-0.00021557i,-0.00014418-0.0013594i,-0.00025765-0.0015209i,-0.00072838-0.00062074i
-0.00088547-0.0008216i,-0.0013627-0.0012897i,-0.0018427-0.00035026i,-0.0018893+0.00044113i,-0.00090673-0.00019195i,-7.4971e-05-0.00031869i,1.3872e-05-0.00020626i,0.00054441+0.00015432i,0.00076979+0.00097714i,0.00015947+0.00093279i,-0.00018416+0.00078445i,0.00055379+0.001252i,0.0012914+0.0015199i,0.0019676+0.0012105i,0.00085838+0.00070219i,-0.001027+0.00058261i,-0.001016-0.00026036i,-0.0003574-0.00078227i,-0.00015616-0.00062531i,-0.00045138+0.00017487i,-0.00020516+0.00060101i,3.2289e-05+0.00014413i,-0.00041895-0.00058666i
0.00042614-0.00019857i,0.00049025+0.00023055i,-0.00054065+0.00081898i,-0.00089218+0.0012956i,-0.00043832+0.00085056i,-0.00030875+0.00066426i,-0.0004476+0.00060566i,-0.00062939+0.00022566i,-0.00042405-1.8847e-05i,-0.00022945+0.00042557i,-0.00049225+0.00074639i,-0.00032866+0.00064452i,-0.00017133+0.00077733i,-0.00043275+0.00078808i,-0.00078703-3.3001e-06i,-0.0004734-0.00061144i,-0.00047354-0.00037746i,-0.00031837+0.00040412i,-0.00023239+0.0010073i,-0.00033824+0.00057992i,0.00036421+0.00040292i,0.00038209+0.00082018i,0.00010135+0.00068743i
0.00050683+0.00052667i,-0.00036901+0.00036905i,-0.0006593-0.00016198i,-0.00028954-0.00017473i,0.00040194+0.00039498i,0.00061889+0.0010373i,4.4968e-05+0.00066181i,0.00023339+0.00049445i,0.00016937-0.00015789i,-0.00098069-0.00055351i,-0.0010928-0.00027588i,-0.0004962-0.00034398i,-0.00034859-0.00088051i,0.00041362-0.00070436i,0.00035023+6.7541e-05i,-0.00029794+0.00057103i,0.00056526-9.261e-06i,0.00066893-0.00015244i,-0.00068055+0.00029172i,-0.0010016+0.00010971i,-0.00016844-0.00053688i,0.00036876-0.00073787i,0.00052133-0.00010655i
0.00016761-0.00091178i,0.00034427-0.00073514i,5.8717e-05-0.00011948i,-0.00064606+0.0011419i,-0.00049632+0.0022957i,0.00039442+0.0020074i,0.00067063+0.0011317i,6.1726e-05+0.00033187i,-0.0002521-0.00048636i,-0.00012821-0.00045191i,-0.00025387-0.00054112i,-4.2966e-05-0.0013817i,-0.00064156-0.0019258i,-0.0007438-0.0010624i,0.00040649+5.3268e-05i,0.00072802-3.105e-05i,0.00043034+0.00028788i,-0.00013969+0.00088977i,-0.00036022+0.00033714i,-0.00013176-0.00038824i,0.00017025-9.774e-05i,0.00016746-0.00050774i,0.00045565-0.00060837i
-0.00082827-0.00067148i,-0.00096103-0.00011427i,-0.0025992+0.00027853i,-0.0030855+0.00052358i,-0.001962+0.00097535i,-0.00063851+0.0010244i,-0.00027476+0.00032655i,-0.00036851-0.0008418i,-0.00016813-0.0011539i,0.00014294-0.00043906i,-3.4022e-05-0.00017793i,6.7122e-05-0.00063916i,0.00015886-0.0010248i,-0.00024029-0.00030119i,-6.3554e-05-0.00038775i,0.0005221-0.00024996i,0.00049338+0.00020443i,0.00033715-0.00019195i,0.00060154-0.0002323i,0.00067978-0.00039414i,0.00087433-0.000733i,0.0006497-0.00050923i,0.00024815+0.0003443i
0.0013672-0.0038639i,-0.00041635-0.0029443i,-0.0023589-0.0022207i,-0.0031058-0.00035194i,-0.0022917+0.00052085i,-0.0012397+0.00090089i,-0.00041795+0.0014539i,0.0002923+0.00074371i,-0.00026392-0.00010051i,-0.00055196+5.1495e-05i,-0.0005337+0.00087287i,-0.00031364+0.0014095i,0.00034066+0.0012038i,0.00048173+0.00011624i,-0.00014807-0.00033584i,-0.00034878-0.00012107i,-6.6769e-05+0.00024207i,-5.5022e-05+0.00053784i,8.0175e-05+0.00045791i,0.000257+0.00029095i,0.00037035+0.00018968i,0.00017629-0.00020066i,-3.691e-05-0.00074786i
0.00074927+0.0011248i,0.00010495-0.00023009i,-0.00088668+8.0901e-05i,-0.00026993+2.8136e-05i,0.00019258-0.00079903i,-0.00083097-0.00078255i,-0.0013014-0.00061543i,-5.6923e-05-0.00033754i,9.1232e-05-0.00031302i,-0.0010692-0.00068636i,-0.0010145-0.00029851i,-0.00011225+0.00023811i,-1.4735e-05+0.00065618i,-3.8408e-05+0.00078936i,-9.7527e-05+0.00038568i,-0.00043426+0.00033976i,-0.00027015+0.00062028i,-0.00020202+0.00033736i,-0.00047529+0.00042441i,-0.00079094+0.00045972i,-0.00034412+0.00023091i,0.00055323-7.6019e-06i,0.0004659+0.00074894i
0.00077198+0.00051034i,0.0011201-0.00050128i,0.00028479-0.00028761i,-0.00086725-4.3887e-05i,-0.00041419+0.00015234i,0.00014219+0.00010498i,0.0005354+0.00094011i,0.00014566+0.0018853i,0.00018474+0.00088656i,0.00060666+8.3259e-05i,0.0003028-0.0001413i,-0.00040763-0.00065532i,-0.00094445-0.00048236i,-0.00083251+0.00028663i,-0.00074359+0.00019211i,-0.0013324-0.00039514i,-0.0010126-0.00053828i,-0.00063949-2.4319e-05i,2.0176e-06+9.9162e-05i,0.00054551-0.0010468i,0.00065981-0.00088598i,0.00057729+0.00015951i,-3.2068e-06-7.8815e-05i
0.0031792+0.00040777i,0.0017748+6.6047e-05i,0.0006682-0.00086028i,-0.0011191-0.00043316i,-0.0018941+0.00058141i,-0.0014642+0.0010517i,-0.00014281+0.00076685i,0.0010313-8.2265e-05i,0.0015385-0.00035463i,0.00073218-0.00032697i,-0.00038338-0.00077796i,-0.00098074-0.00089724i,-0.0011906-0.00038354i,-0.001107-0.00032704i,-0.00081123-0.00051444i,-0.00047784-0.00052357i,-0.00027051-0.00014213i,-0.00032223-0.0007018i,-0.00041128-0.0011547i,-0.00014613-1.8862e-05i,-2.3137e-05+0.00050612i,-0.00029462-0.00012094i,-0.00036568-0.00012347i
-0.00055046-0.00056014i,-0.00018114-0.00037566i,-0.00073589+0.00010131i,-0.0014807+0.00040137i,-0.00039839+0.00039722i,0.00045835+9.042e-05i,0.00027617+0.00015839i,-0.00013828-0.00015075i,-0.00049572-0.0011045i,-0.00020209-0.0011798i,-2.712e-05-0.00060881i,1.0172e-05-0.00012935i,0.0006705-0.00025265i,0.00091458-0.00040421i,0.00056283+4.8317e-05i,0.00015294-0.00022151i,2.667e-06-0.00076566i,-0.00012565-0.0007386i,-0.00019619-1.6774e-05i,0.0005389+0.0002254i,0.00062502-6.2256e-05i,-0.00021126-0.00029165i,-0.00015205-0.00047013i
-0.0016247-0.0020441i,-0.00076968-0.001832i,-0.001429-1.2669e-05i,-0.0010037+0.0017549i,-0.00022609+0.002455i,6.8725e-05+0.0013689i,-0.00054714+0.00032567i,-0.0015227+0.00032792i,-0.0016782+0.0003524i,-0.00063246+0.00012791i,0.00082001+0.00026962i,0.0013474+0.00017247i,0.00084084+0.00037702i,-0.00010596+0.00070862i,-0.00073154+0.00062374i,-0.00020979+0.00026712i,0.00016116-0.00023283i,0.00043889-0.00040267i,0.00035973+0.00057056i,-0.00045934+0.00098338i,-0.00067505+8.9742e-05i,-0.00021579-0.00027573i,-3.1552e-05+6.548e-05i
-0.0002571-0.00086714i,-0.0002282-0.00093757i,-0.00090254-0.00058896i,-0.0013422+5.8821e-05i,-0.0012345+0.00044326i,-0.00079222+0.00043969i,-2.4768e-05+0.00011347i,0.00035332+0.00031875i,4.6256e-05-0.00021057i,-0.00070185-0.00016919i,-0.00059926+0.00063905i,0.00017487+0.00069031i,0.00010575+7.5873e-05i,-0.00038089-0.00047097i,-0.00052506-0.00028614i,-0.00051255-0.00013409i,-6.0428e-05+0.00015233i,0.00016272+0.0005665i,-0.00013674+0.00033519i,-0.00049398+0.00074161i,-0.00011131+0.00029828i,0.00042253-0.00055365i,0.00085827+5.2337e-06i
-0.00059698-0.0012715i,-0.00039109-0.00086559i,-0.0014242-0.0002562i,-0.0022414+0.00083522i,-0.0014907+0.0017227i,-0.0014382+0.0019184i,-0.0013385+0.001737i,-0.0010991+0.00097447i,-0.00077327+0.00069831i,-3.6525e-05+0.00087694i,-0.00018456+0.00053429i,-0.00011932+0.00020842i,-8.3159e-05+7.9076e-05i,-0.00044286+0.00015637i,-8.5109e-06+0.00051809i,0.00022588+0.00087424i,0.00031702+0.00080818i,0.00032111+0.00022941i,-0.00028376-0.00031572i,-0.00015375-0.00039227i,0.00035541-0.00035805i,0.00010747-0.00017039i,-0.00028313+0.00015091i
-0.0018658+0.00069952i,-0.001303+0.0011721i,-0.0016268+0.0010238i,-0.0011077+0.00085557i,0.00027868+0.00078976i,0.00088249+0.00034123i,0.00073849+0.00065326i,0.0007855+0.00069652i,-6.0227e-05-0.00027559i,-0.00076013-0.0010035i,-0.00035176-0.00079799i,-0.00033572-0.00052506i,-0.0007611-0.00033276i,-0.00018412+0.00010999i,0.00074512-0.00059369i,0.0010695-0.0010456i,0.00057682-0.00079891i,-0.00012776-0.00036119i,-0.00044892-0.00062961i,-0.00031402-0.00095359i,-0.00037596-0.00045977i,-0.00082606+0.0001371i,-0.00075724-0.00017409i
0.00035959+3.8849e-05i,-0.00021809+0.00046304i,-0.00024699+0.00044008i,-0.00029441+0.00023057i,-0.00025186+0.00019922i,-3.322e-05-0.00074091i,-5.5038e-05-0.00015693i,-0.00019034+0.00052541i,-1.5841e-05+9.3933e-05i,5.53e-05-0.00047733i,0.00063104-0.00071811i,0.0012134-0.00010842i,0.0011587-5.2313e-05i,0.0012986-0.00021927i,0.0006177-0.00022332i,-4.2535e-05-9.0631e-05i,0.00033978-0.00018805i,0.00048236-0.00067607i,0.00010355-0.0010104i,-0.00034204-0.0014368i,-0.00035906-0.00085645i,-0.00073768+0.00050607i,-0.0014267+0.00089891i
