-0.0059631+0.00020118i,-0.0035973-0.0012623i,-0.0026319-0.0003328i,-0.0017375+0.0013154i,-0.00085664+0.0020047i,0.0007981+0.0019312i,0.0010834+0.0021039i,7.1885e-05+0.0023121i,0.00026679+0.0013201i,0.0010938+0.00047682i,0.0014195+0.00010397i,0.00072033-0.00073694i,8.2976e-05-0.00093455i,4.4865e-05-0.00044456i,-0.00032979-0.00011179i,-0.00046505+0.00044725i,8.4159e-05+0.00095962i,-3.5105e-05+0.00029914i,0.00046121-0.000638i,0.0016125-0.00043405i,0.0013565-0.00028071i,0.0007343-0.0004744i,0.0003468-0.0003437i
0.0025369+0.0018292i,0.0014818+0.00056308i,0.00026451-0.00065269i,0.00033784-0.0010553i,0.00061123+4.4647e-05i,0.00061441+0.00092683i,0.0003859+0.000671i,2.3471e-05-5.7442e-05i,0.00011206-0.00043097i,0.00086932-0.00024924i,0.0013316-9.5887e-05i,0.0006059-0.00049781i,-0.00012423-0.0003846i,-0.00025311-0.00064617i,0.00018382-0.0011207i,0.00014543-0.00069519i,-0.00038778-2.7367e-05i,-0.00017134+0.00011791i,0.00017389-0.00027441i,-0.0002892-0.00026236i,0.00015362-9.5581e-06i,0.00061922+0.00041067i,8.2925e-05+0.00028982i
-0.0012643-0.0019638i,-0.00073736-0.001829i,-0.0010354-0.00057872i,0.00010889+0.0010082i,0.0011529+0.0016747i,0.0011576+0.00049403i,-0.00023327-0.00018305i,-0.0010291+0.00016371i,-0.00041293+0.00024155i,6.8913e-06+2.1151e-05i,3.4911e-05-0.00026452i,8.746e-05+0.00026664i,0.00019312+0.00068679i,0.00040969+8.9407e-05i,-3.4177e-07-5.3067e-05i,0.0002344+0.00063165i,0.00066757+0.00057156i,0.00028896+7.6777e-05i,0.00029212+2.0366e-05i,0.00036739+0.00033844i,0.00059666+7.5684e-05i,0.0004357-0.0006081i,0.00035578-0.00042105i
-0.00059189+0.00047427i,-0.00090948+0.00080393i,-0.00054963+0.00069638i,-0.00053443+0.00043443i,-0.00032148+0.00088232i,0.00020217+0.0015543i,5.0612e-05+0.0014615i,0.00094518+0.0010668i,0.0014545+0.00069952i,0.00035212+0.00031717i,-0.00039575+0.00061528i,-0.00027542+0.0014908i,0.00050415+0.0014091i,0.00093458+0.00098053i,0.00075477+0.00097197i,0.00040141+0.00038891i,-0.0002307+0.00034944i,-0.00093114+0.00094255i,-0.00034423+0.00041455i,0.00049004-0.00015292i,0.00064441-0.00045855i,0.0006884-0.00048417i,0.00089014-3.8586e-05i
8.9247e-05+0.0015336i,0.0001838+0.0013178i,0.00052599+0.0023274i,0.00086956+0.0019665i,0.00055489+0.00080625i,3.7118e-05-0.00018794i,0.00052503-6.6092e-05i,0.0011926+0.00084706i,0.0016406+0.00092469i,0.0014085+0.00058864i,-5.825e-05-0.00010339i,-0.00067784-0.00084787i,0.00028375-0.00032789i,0.00083662-0.00046091i,0.00023004-0.00040289i,-0.00062677+0.00043049i,-0.00044385+0.00032672i,0.00073518+9.5575e-05i,0.0011837-9.5673e-05i,0.00087383-0.00049885i,0.00093898-0.00026913i,0.0006173-0.0002654i,-0.00014957-2.6081e-05i
0.00024013+8.8097e-05i,0.00056838+0.0011336i,0.00011308+0.00090793i,0.00016704+0.00095614i,0.00070106+0.0011063i,0.00097988+8.3489e-05i,0.00033057-4.0183e-05i,-0.00032354-0.00041524i,-0.00085114-0.0010245i,-0.00072856-2.3547e-05i,0.00033367+0.00068239i,0.00076321+0.00029227i,-0.00040465+0.00023685i,-0.0012955+0.00091168i,-0.00068487+0.00077939i,-0.00032965+0.00022507i,8.7757e-05+0.00025529i,-7.6071e-05+0.00071802i,-0.0011808+0.00012197i,-0.0011679-0.00042864i,-0.00037132+0.00016038i,-9.0989e-05+0.00035728i,9.8889e-05-4.7036e-05i
-4.5047e-05+0.0021939i,8.702e-05+0.0011775i,-0.00038065-0.00034236i,-0.00069438-0.00048329i,-0.00033173-0.00040294i,-0.00024705-0.00013888i,-0.00080865+0.00032202i,-0.0010224+0.00058441i,-0.00019786+0.0005777i,0.0007571+0.00030629i,0.00097142+0.00014919i,0.00080202-0.00016202i,0.00078337-0.00038185i,0.00052104-1.4676e-05i,3.5499e-05+0.00010625i,-7.8028e-05-0.00025075i,-0.00025914-0.00030139i,-0.00033813-0.00025608i,-0.000641-0.00053725i,-0.00053982-0.00015002i,9.5958e-05-9.271e-06i,0.00067562-0.00038854i,0.00083394-0.00036539i
-0.00065049-0.00082443i,-0.0010883-0.0019453i,-0.0015745-0.00066309i,-0.0015695+0.0011683i,-0.0012305+0.0016172i,-0.00086214+0.0014028i,-0.00047897+0.0013352i,-6.0828e-05+0.0012558i,0.00060876+0.00037596i,0.0007582-6.9996e-05i,0.00030827+5.4589e-05i,2.0374e-06+0.00029253i,0.00028983+0.0002576i,0.00011461-8.6156e-05i,-0.00024486-0.00022861i,-8.5194e-05-0.00029964i,-0.00024658-6.7511e-05i,-0.00065567-0.0002072i,-0.00031051-0.00039985i,-3.0847e-05-0.00024904i,-0.00033963-0.0004311i,0.00031281-0.00027211i,7.9225e-05+8.089e-05i
-0.00011959-0.0018442i,-0.00019073-0.00032625i,-0.0017514-0.0004977i,-0.0018046-0.00012421i,-0.0012559+0.00059188i,-0.0013541+0.00070349i,-0.00038474+0.0012856i,0.00074681+0.00060587i,0.0003296-0.00031231i,-0.00088283+4.3085e-05i,-0.0013823+0.0006604i,-0.00088046+0.0011348i,0.00014795+0.00072577i,-1.3822e-05-0.00045292i,-0.0003092-0.00059955i,-0.00034191+1.3046e-05i,-0.00045694-0.00031687i,-0.00021388-0.00049547i,3.7429e-05-0.00071196i,0.00018039-0.0007843i,-0.00010713-2.2784e-05i,0.00030538-5.4903e-05i,0.00095591-0.00071957i
-0.0016103+0.0010584i,-0.0012655+0.0019383i,-0.0013262+0.0018576i,-0.001177+0.00090796i,-0.00046988+9.7885e-05i,0.00027059-8.7047e-05i,0.00050496+9.8407e-05i,0.00026537+0.0001457i,0.00011742-0.00020948i,-0.00024225-0.00061079i,-0.00041375-0.00042637i,0.00031279+3.7218e-05i,0.0010263-0.00033463i,0.00077545-0.00041304i,5.8927e-05-0.00026431i,-0.0010264-0.00045674i,-0.0011042-0.00051767i,-0.00023307-0.00018994i,0.0002358-0.00011055i,0.00036014-0.00011393i,4.0844e-05-0.00026088i,-0.00016414-0.00052271i,-0.00072752-0.00071144i
0.00016326-0.0017126i,-0.00035154-0.0015994i,-0.0010753-0.0013588i,-0.0026801-0.00017052i,-0.0030331+0.00067066i,-0.0016731+0.0010932i,0.00028153+0.0013767i,0.00078721+0.00097206i,-3.6012e-05+0.00049595i,-0.00045494+0.00028561i,-0.00050906-0.00019028i,0.00036204-0.00054906i,0.00060409-0.00077218i,-0.00029554-0.00086459i,-0.00071068-0.00031236i,-0.00017317+0.00020078i,-9.8566e-05+0.00015453i,-1.7134e-05+8.8978e-05i,0.00060166-0.00023276i,0.00032487-0.0010011i,0.00029692-0.0011019i,0.00053828-0.00060807i,0.00052371-3.0323e-05i
0.0017142+0.0017783i,0.00046686+0.0012761i,-0.00034475+0.00064392i,-0.00098341-0.00014838i,-0.00037979-0.0006712i,-8.4389e-05+0.00055723i,-0.00046564+0.0012991i,0.00045414+4.3094e-06i,0.0010658-0.00079575i,0.0003474-0.00074836i,-0.00032609-0.0008045i,-0.00010096-0.00079301i,0.00038574-0.00021127i,0.00034653-0.00035675i,0.00014699-0.00018081i,-9.2202e-05+0.0006835i,0.00016672+0.00049402i,0.00027751-0.00011357i,-0.00037916-0.00066334i,-4.761e-05-0.00097938i,0.00044536-0.00010804i,0.00072572+0.00019085i,0.00077762-0.00012083i
-0.00074559-0.00049305i,0.00025134-0.0004472i,-0.00074105-0.0011068i,-0.0013097-0.00077364i,-0.00022519+0.00086835i,0.0001931+0.0017279i,0.00011393+0.0015741i,-0.0001857+0.00071173i,-0.00026695-0.00036691i,0.00030827-0.00017289i,0.00055137+0.00060974i,0.0010754+0.00024093i,0.0011351-0.00063186i,0.00019087-0.00038835i,-0.00044232-0.00025665i,-0.00049068-0.00022408i,-0.00035725-5.7755e-05i,0.00047118+8.6219e-05i,0.00022099+5.721e-05i,-0.00050657-0.00023283i,-0.00041308-0.00048622i,0.0001133-0.00068017i,0.00061497-0.0010321i
-0.00074006+0.0012583i,0.0004776+0.001194i,0.00084548+0.0011341i,0.00028431+0.00021878i,-0.00063874+0.00025991i,-0.00075064-0.00012656i,-0.00028728-0.0010299i,0.0005338-0.00097017i,0.00084-0.00068111i,-0.00037822+0.00023111i,-0.00064095+0.00032479i,-0.00047611-0.0005007i,-2.5466e-05-0.0001015i,0.00078222+0.00066993i,0.00063497+0.0010876i,-0.0006016+0.001228i,-0.001228+0.0012692i,-0.00096442+0.0002456i,-0.00048147-8.2499e-05i,0.00015923+0.00032997i,0.00092912+0.000236i,0.00014691-0.00016191i,-0.00082734-0.00059996i
-0.0013353-0.0010949i,-0.001234+8.0031e-05i,-0.0023876+0.00074965i,-0.0020038+0.0017979i,-0.0010216+0.0030248i,-0.0010916+0.0030217i,-0.0015472+0.0022073i,-0.001791+0.00086631i,-0.00013503-0.00042653i,0.00068639-0.00027322i,0.00044749+0.00066804i,0.00038406+0.0014766i,-0.00016681+0.0010653i,-0.00057342+0.00040281i,-3.1089e-05+0.00025397i,0.00095684+0.00051262i,0.00074095+0.0009673i,-0.00021482+0.0016989i,-0.00023684+0.0014822i,4.1204e-06-9.87e-05i,0.00045863-0.001154i,0.00096839-0.0012241i,0.00093054-0.0011844i
-0.0021872-0.00058862i,-0.0017329+0.00026081i,-0.0017486+0.00088809i,-0.00039872+0.00057677i,0.00091372+0.00049645i,0.001212+0.0010603i,0.0014026+0.0004917i,0.00077177+0.0002239i,3.6934e-05+0.001366i,-0.00029811+0.0013951i,2.2986e-05+0.00088292i,0.001042+0.00041637i,0.00046091-2.3927e-05i,-5.5628e-05-0.00038222i,0.00064154+0.00011958i,0.00088982+0.00047088i,0.00035085-0.0001011i,-1.4155e-05-0.00016016i,-0.00032082+3.1938e-06i,-0.00057171-0.00024624i,-0.00016875-0.00093627i,0.00068389-0.00073802i,0.00073187+0.00016917i
-0.00043106+0.0014705i,-0.0006125+0.0011721i,-0.00045276+0.0014671i,-0.00070041-0.00028712i,-0.00058381-0.0021726i,-0.00022826-0.0014478i,-0.00081612+0.00069929i,-0.00081852+0.0018504i,-0.00028853+0.00088374i,-5.7706e-05-0.0006369i,-0.00022799-0.0011627i,-4.5148e-05-0.00084159i,0.0004428-0.0004022i,-0.00011-0.00020309i,-0.00022474-0.00023714i,0.00056515+0.0001087i,0.00071981+0.00031386i,0.00035973+7.009e-05i,0.00018125+0.00039616i,0.00037951+0.00042114i,0.00026638+0.00011299i,-0.00014679-0.00018536i,-0.00060051-0.00010069i
0.0014288+0.00065675i,0.0020367-0.00017346i,0.0028693-0.00056249i,0.0026173-0.00082833i,0.0013703+0.00020662i,0.00082916+0.00096183i,0.0010086+0.0016756i,0.00043636+0.0018345i,0.00011821+0.00087317i,0.00021217-0.00010028i,-0.00011413-0.0005324i,-0.00011525-0.00043277i,-0.00041373+4.2773e-05i,-0.00093212+0.00027093i,-0.0009746-6.0051e-05i,-0.00050145-0.00028479i,-4.8562e-05-0.00034111i,0.00026659-0.00024566i,-0.0002713-0.00036366i,-0.00094527+4.6684e-05i,-0.00042593+0.00067546i,0.00061786+0.00045883i,0.00054224-2.4496e-05i
-0.0013676+0.0018046i,-0.0014467+0.0008929i,-0.00081836+0.00030426i,-0.00063547+0.00074945i,-5.5497e-06+0.0012338i,0.00054365+0.00059883i,0.0001816+2.348e-05i,0.00025284-0.00033824i,0.0006777-0.0009797i,0.00070183-0.00034899i,0.00087743+0.00018101i,0.0010404-0.00027897i,0.00010969-0.00026208i,-0.00049056-0.0006924i,-0.00042202-0.00095556i,-0.00046572-0.00050651i,-0.00068605-1.6207e-06i,-0.00072213+0.00027666i,-7.03e-05+0.00045472i,0.00010182+0.00043536i,-0.00060985+0.00019933i,-0.00060461-0.00029327i,0.00039745-0.00069306i
-0.00033509-0.00017048i,-0.0010116-9.401e-05i,-0.0013251-0.00051194i,-0.0018458-0.00039635i,-0.0026193+0.00055528i,-0.0018023+0.0014514i,-0.0010076+0.0018523i,-0.00068949+0.0013173i,-5.1143e-05-0.00010015i,0.00037121-0.00047706i,2.1488e-05-0.00014352i,-0.00056927+0.00059859i,-0.00045936+0.0015809i,7.8773e-05+0.0011563i,0.00038513+6.7776e-05i,0.00036425-0.00048226i,0.00018909-0.00019768i,-0.00032418+0.00041381i,-0.00068971+9.2693e-05i,-0.00012886-4.5253e-05i,0.0002938+0.00041777i,0.00046755+0.00069649i,0.00030985+0.00050268i
-0.001584-0.00084781i,-0.001047-0.00052188i,-0.00074592-0.00059721i,-0.00014617-0.00030977i,0.00013792+1.7107e-05i,0.00010414+0.00031792i,0.00053668+0.00088236i,0.00042702+0.0010568i,-0.00013515+0.00061984i,-0.00054151+0.00078364i,-6.6964e-05+0.0014056i,0.00013926+0.0014866i,-0.001176+0.0014548i,-0.0017496+0.00086579i,-0.0010407+0.00019876i,-0.00036305+0.00022483i,-0.00035178-0.00064203i,-0.00097142-0.00106i,-0.00019642-0.00049282i,0.0013933+2.273e-05i,0.00074643+0.0001674i,0.00032941+2.5527e-05i,0.0010197-0.00029457i
-0.0010898-0.00073964i,-0.001756-0.00062887i,-0.00098157-2.6123e-05i,-0.00046577+0.00012978i,6.2804e-05-0.00011885i,0.00078695-0.00042185i,-0.00031844-8.0758e-06i,-0.0012191+0.00045846i,-0.00134-0.0003635i,-0.0014653-0.0009852i,-0.00098136-0.00084007i,-0.00017361-0.00047859i,-4.3644e-06-0.00042049i,-0.00028808-0.00064193i,0.00068795+6.1164e-05i,0.0013369+4.8538e-05i,0.00032245-0.00062535i,-0.00026692-0.00028507i,-0.00012129-0.00023396i,0.0007113+0.00015267i,0.0011199+0.00057945i,0.0011319+0.00022648i,0.0013353+0.00020144i
-0.00032688+0.00082514i,-0.00022148+0.00027917i,0.00036579+3.0452e-05i,0.00018384+0.0003807i,-3.6138e-05+0.00066176i,0.0006435+0.00065549i,0.00034811+0.0010826i,-0.00016439+0.0014281i,0.00045965+0.0008833i,0.00079371+0.00016761i,0.00068529-0.00025998i,0.00032718-0.00062404i,-0.00013722-0.00058019i,-0.0001004-0.00060091i,-0.00030604-0.00036572i,-0.00027433-0.00052915i,-0.00032504-0.00091567i,-0.00094837-0.0010131i,-0.0011409-0.00088223i,-0.0002895-0.0005058i,0.00065878-0.00041977i,0.0002931-0.0013616i,7.6128e-05-0.0016073i
0.0012864+0.0026581i,0.0018564+0.0023824i,0.0013881+0.002532i,0.00055738+0.0022588i,0.00038872+0.0015391i,6.8813e-05+0.0011822i,-7.3307e-05+0.0016249i,5.1055e-05+0.00092508i,0.00013406-0.00042078i,0.00029079-0.00064138i,0.00047088-0.00017596i,0.00056314+0.00035485i,0.00045272+0.00056598i,0.00014647+0.00024007i,0.00062465-0.0004635i,0.0010734-0.00063613i,0.00017301-0.00032318i,2.6289e-05-0.00087939i,0.00037435-0.0002007i,0.00038253+0.00043953i,0.00057011+0.000331i,0.00023488+0.00072717i,-0.00067346+0.00063994i
-0.0013871+0.002106i,-0.00039945+0.0018694i,-0.00030645+0.0013534i,-0.00050261-0.00045274i,-2.5787e-05-0.0013744i,0.00062913-0.00077801i,-0.0001372+0.00039588i,-0.00082635+0.0009163i,0.00030597+0.00036935i,0.00027709-0.00023001i,-0.00021759+0.00042338i,-0.00021939+0.0010078i,-0.00037562+0.00040255i,-0.00045342-0.00052052i,-0.00065566-0.0004263i,-0.00085305-0.00029127i,-0.00031943-0.00048218i,0.00021689+0.00032986i,0.00013138+0.00099732i,4.1161e-05+0.00064243i,-0.00010235+0.0005272i,0.00011752+0.00087985i,0.00071891+0.0010218i
-0.002531+0.0009625i,-0.0018573+0.00051489i,-0.0004348+7.1392e-05i,0.00074664+0.00023568i,0.00061486+0.00023527i,-7.3458e-05+0.00030653i,-0.00049328+9.418e-05i,6.7678e-05-2.7075e-05i,0.00054232+0.00045722i,0.00026188+0.0014025i,0.0001084+0.001036i,0.00063249+0.00081797i,0.00075248+0.0002942i,0.00023619-0.00024106i,-2.7293e-05+0.00034999i,-0.00063829+0.00050746i,-0.00028446+3.8164e-05i,0.00050955-0.00043884i,0.00025981-0.00058425i,5.0645e-05+0.00019241i,0.00024325+0.00027002i,0.00024532-0.00016548i,0.00095941+8.5769e-06i
-2.9505e-05-0.00017636i,0.00013227+0.00040759i,0.00060527+0.0018141i,0.00031582+0.0022975i,-8.263e-05+0.0016596i,-4.2213e-05+0.00057169i,-0.0005492+0.0002012i,-0.0010624+0.00055928i,-0.00070162+0.00034916i,0.00010959+0.00021923i,0.00025322+0.00076622i,0.00038079+0.0010212i,0.00033929+0.00088403i,-0.00023522+0.00084523i,-0.00031551+0.00057615i,1.2161e-05+0.000506i,-6.009e-05+0.00061687i,-0.000541+0.00041885i,-0.0002692+2.484e-05i,0.00087628+3.8589e-05i,0.0011742-0.00016356i,0.00053869+4.2968e-05i,0.00036147+0.00073143i
9.3264e-05+0.0022395i,0.00015261+0.0016545i,0.00067789+0.0017649i,0.00038121+0.00091366i,0.00081346+0.00013314i,0.00063849+0.00052708i,5.3297e-05+0.0016426i,0.00084375+0.0013729i,0.0014691+0.00014818i,0.00031989+0.00010047i,-0.00042733+0.0003006i,-0.00063014-0.00011633i,-0.00055635-1.6145e-05i,-0.00027725+0.00064959i,-0.00069998+0.00055366i,-0.00026127+0.00018523i,0.00079088-0.00024452i,0.00084258-0.00098679i,0.00041983-0.00016044i,-0.00018972+0.00041837i,-0.00098377-5.0813e-05i,-0.00094551-5.1846e-05i,-0.00063458+0.00039749i
-9.2579e-05-0.00063256i,-0.0016952-0.00086454i,-0.0025089-0.0016293i,-0.0021777-0.0010073i,-0.0010699-0.00077599i,-0.00045156-0.0014514i,-0.00034596-0.00068073i,-0.0002585+0.0001321i,-0.00030292-0.00042922i,-0.00067151-0.00060006i,-0.00079337-0.00060005i,-0.00033373-2.9465e-05i,0.00028782+0.00032311i,0.00050329-0.00048997i,0.00085818-0.00085558i,0.0010692-0.00029409i,0.00069333+0.00028957i,0.00022055-8.5824e-05i,0.00026276-0.00021659i,-0.00013719+0.00044136i,-0.00084798+0.00086549i,-0.00061451+0.00071104i,-0.00024323-0.00030525i
-0.001087+0.00056087i,-0.00063715-0.00015428i,-6.4575e-05-0.00048809i,-0.00072169+0.00039787i,-0.0010648+0.0014142i,-0.00066854+0.00081224i,-0.00057753-4.3133e-05i,-2.2511e-05+0.00010069i,0.00062485+0.00034344i,0.00096979+8.5533e-05i,0.00092506+0.00019112i,0.00066567+0.00023984i,0.00098465+0.00011463i,0.0006303+0.00085795i,-3.6177e-05+0.0010174i,-0.00029683+5.6457e-05i,0.0002237-0.00011462i,0.00045379-0.00011822i,-0.00026946-0.00051142i,-0.00021291-0.00010955i,4.2554e-05+0.00011493i,-0.00028275+0.0002348i,-0.00040974+0.00024581i
-0.00072158-0.00021341i,0.00037008+0.00096093i,5.1475e-05+0.0025473i,-0.0010383+0.0023462i,-0.00076156+0.0020112i,0.00067459+0.0023139i,0.0015429+0.0018662i,0.0012221+0.0010591i,0.00076984+0.00035778i,0.00081669+0.00066471i,0.00038845+0.0010032i,1.8266e-05+0.00020077i,0.00058892+0.00010261i,0.0010115+0.00058815i,0.00072319+0.00024636i,-0.00021921-0.00045i,-0.00026209-0.00031762i,-6.2375e-05+2.7657e-05i,-0.00037761+0.00018815i,-0.00013005+0.00031037i,4.7202e-05+0.00031999i,0.00039716-2.4014e-05i,0.001332+0.00012571i
-0.0018647+0.00037856i,-0.0015169+0.00021592i,-0.0020402-0.00088485i,-0.0014002-0.0019714i,-6.1721e-05-0.0018378i,-0.00040267-0.00083165i,-0.0012786+0.00013174i,-0.00097875+0.0009315i,0.00023404+0.00032754i,0.0003843+7.5314e-05i,-0.00051641+0.00034708i,-0.00043016-0.00016177i,-0.00054489-0.00015272i,-0.00020539+5.3441e-05i,0.0003816+9.8395e-06i,-0.00030517+0.00035751i,-0.00013601+0.00060769i,5.5812e-06+0.00043067i,-0.00036892-0.0001695i,-0.0003934-0.00051904i,-0.00077572-1.0024e-05i,-0.00028604+0.00039473i,0.00080097+0.00077824i
-0.0016816+9.0641e-05i,-0.00075552-0.00067341i,0.00054242-0.00070009i,0.0014528+0.00010634i,0.0010328+0.0012503i,8.662e-05+0.0011038i,-0.0003207+0.0008119i,-0.00011591+0.00066077i,-4.3409e-06+0.00071022i,-0.00017622+0.0005948i,-0.00028389-0.00060656i,-0.00010046-0.0020065i,0.00031579-0.001307i,0.00034944+0.00050971i,0.00074898+0.00037112i,0.0014493-0.00070226i,0.0005831-0.00071867i,-0.00041869-0.00065183i,-0.0001235-0.00096245i,-0.00017304+0.00013827i,-0.00052565+0.00015898i,4.5373e-05-0.00043699i,0.00033495-0.00021649i
0.0010908+0.00086082i,0.0013433+0.0016384i,0.00043929+0.002329i,-0.00040096+0.0025552i,-8.8027e-05+0.0024531i,0.00031594+0.0017906i,0.00053231+0.0010487i,-1.4584e-05+0.00094664i,-5.6497e-05+0.00046817i,-0.0003737-0.00032552i,7.7562e-05-0.0005488i,0.00039256-0.00026917i,0.00071382+7.9392e-05i,0.0006368-7.9767e-06i,-0.00019175-0.00059036i,-0.00049329-0.000336i,-0.00072648+0.00038527i,-0.00012812+0.00039628i,0.0005729-0.00043471i,0.0003244-0.00086854i,-0.0001219-0.00015891i,-0.00017938+0.00030263i,0.00016397+0.00015175i
-0.0012014+0.00054974i,-0.0019429+0.00049299i,-0.0020662+2.5095e-05i,-0.0012175-0.00079984i,-0.00022326-0.00056798i,3.4398e-05+0.00033043i,0.00024612+0.0014075i,0.00016179+0.001418i,-0.0010128+0.0003529i,-0.001609-0.00011599i,-0.00179+0.00014622i,-0.0014484-6.3266e-05i,-0.00046231-0.00034053i,0.00041184-0.0002322i,0.00016186-0.00043329i,-0.00062648-0.00094894i,-0.00052097-0.0010008i,-0.00020453-0.00043208i,0.00046955+0.00050361i,0.00077448+0.00079967i,0.00029235+0.00028432i,-0.00011181-3.5447e-05i,-0.00029953-1.7736e-05i
-0.00040146+2.2398e-05i,0.00052816-0.00085383i,0.00096221-0.00095842i,0.00035955-0.00079242i,2.6958e-05-5.115e-05i,0.00017828+0.00069973i,-0.00012515+0.00039009i,-0.00028706+0.00020884i,9.3486e-05-1.4109e-05i,-0.00054963-0.00045762i,-0.00022687-0.00029687i,0.001465-0.00075074i,0.0013982-0.0017882i,0.0011261-0.0012231i,0.0010919+9.5577e-05i,0.00089904-0.00041163i,0.00079048-0.00036478i,0.0001234-0.00042577i,-5.4272e-05-0.00022365i,0.00028547+7.9649e-05i,0.0011921-0.00019329i,0.0019644-2.4561e-05i,0.0010154+0.00019621i
-0.00056057+0.00010294i,-0.00021739+0.0013581i,-0.00097946+0.0019484i,-0.0013407+0.0023335i,-0.00077992+0.0018337i,-0.00059732+0.00055034i,-0.00088264+0.00054573i,-0.00074374+0.00098314i,-0.00024304+0.00071396i,0.00037565+5.3085e-05i,-0.00019474+0.00057473i,-0.00045286+0.00063468i,0.00025804+8.7997e-05i,0.00036252+0.00010531i,0.00048667+0.00050209i,0.00030328+3.7135e-05i,-0.0004979+0.00024875i,-0.00027542+0.0010879i,0.00020779+0.0009772i,-0.00030214-0.00011849i,-0.00054364-0.00078632i,-0.00025206-0.00065749i,0.00024586-0.00082619i
-0.0017981+0.00024634i,-0.0014909+0.00055906i,-0.0014078+0.00044454i,-0.00076337-8.346e-05i,0.00041528-1.2673e-05i,0.00035879-0.00010781i,-7.2272e-06+0.00025441i,-0.00013298+0.00060922i,-0.00069466+0.00062677i,-0.00043497+0.00081803i,-0.00026487+0.00040999i,-0.00067818-9.4878e-05i,-0.00041456-0.0005516i,-0.0004615-0.00034638i,-0.00057875+0.00030902i,9.7476e-05+0.00016951i,-0.00013904-0.00029051i,-0.00037306-0.00027634i,-0.00021908-0.00046307i,6.5807e-05-0.00056225i,0.00047584-0.00070581i,0.00014334-0.00085669i,-0.00050788-0.00027009i
-3.9276e-06+0.0035846i,0.00043912+0.0021838i,0.0024021+0.0016487i,0.0042249+4.8229e-05i,0.0033943-0.0004232i,0.0012343+0.00022357i,0.00010481+0.0014319i,0.00012571+0.0010985i,0.00069879+0.0002013i,0.00051481-0.00020933i,-6.7626e-05-0.00075175i,9.5293e-05-0.00088612i,0.00026498-0.00099179i,0.0010438-0.00049936i,0.00088753+0.00019549i,-0.00024205+0.00055245i,-0.00043998+0.00015087i,-0.00030729-0.0001795i,-0.00029858-7.0601e-05i,-0.00034772+2.2037e-05i,-0.00049726+0.00014214i,-0.00055705-0.00028281i,-0.00070346+7.4299e-05i
0.00020057-6.1417e-05i,-0.00062114-0.00023031i,-0.0015707+0.00044614i,-0.0019619+0.00094333i,-0.0012474+0.001085i,-0.0011792+0.0015643i,-0.0013022+0.001995i,-0.0008885+0.0013532i,-0.0004437+0.00046592i,-0.0003556-6.596e-05i,-2.0168e-05-0.00057696i,0.00018454-0.00027207i,0.00017565-8.212e-05i,0.0002681+3.26e-05i,-6.5408e-05-1.5342e-05i,-0.00062078-0.00038181i,-0.00035849-0.00023842i,-8.3022e-06-0.00022707i,-0.00017546-4.3869e-05i,-0.00038186+0.00042677i,1.2348e-05+0.00026363i,0.0010028+0.00043368i,0.0003551+0.00066779i
-0.002851+0.0025226i,-0.003181+0.0027591i,-0.001408+0.0037868i,0.00055213+0.0037248i,0.0018781+0.001824i,0.002073+0.00069709i,0.00044412+0.0012312i,-0.00094041+0.0009799i,-0.0008323+0.00021192i,-3.8357e-05-8.3689e-05i,0.00090003-0.00031476i,0.001577-0.00089194i,0.00060987-0.00061835i,7.7061e-05-0.00062161i,5.4257e-05-0.00084958i,-7.3218e-05-0.00045242i,-0.00012463+0.00012744i,-0.00019644+0.00051618i,8.6461e-05+0.00014091i,0.00037734-0.00094596i,0.00039319-0.00099285i,-5.1353e-05-0.001015i,0.00021213-0.0011426i
-4.1957e-05+0.00068143i,0.00061265+0.0005938i,0.0028087+0.00084674i,0.0026236-0.00018526i,0.00061765-0.00039349i,-0.00037303+0.00034528i,-0.00096837+0.0019075i,-0.00064084+0.0027286i,0.00045829+0.0021091i,0.0011677+0.00089307i,0.0012331-0.00025829i,0.00041584-0.0011821i,-0.0001863-0.0020467i,-0.000234-0.0016306i,-0.00047646-0.00091911i,-0.00013801-0.00049453i,0.00033825-0.00031558i,-0.00021659-0.00032225i,-0.00042144-9.6581e-05i,-8.6084e-05+0.00077295i,-2.6422e-05+0.00072434i,-7.5271e-05-0.00034322i,0.00072979-0.00086014i
-0.0068807+0.013136i,-0.0047149+0.01138i,0.0012873+0.012057i,0.0063148+0.0071038i,0.0091443+0.00094457i,0.0066096-0.0020754i,0.00076298-0.0010501i,-0.00058285+0.0011001i,0.0011426+0.002045i,0.0033014+0.001656i,0.0041386-0.00024503i,0.0026928-0.001909i,0.00084821-0.001707i,0.00073807-0.00057169i,0.0018356+0.00010718i,0.002245+0.0002454i,0.0012785-3.9871e-05i,0.00032136-0.00069172i,9.2262e-05-0.00098103i,-5.0774e-05-0.00065986i,-8.7743e-05-0.00029419i,-0.00028835-0.00049599i,-0.00031256-0.0011986i
