0.00014063+0.00077158i,-0.00044779+0.00045539i,-0.0013138-0.00055008i,-0.0013006+0.00077886i,-0.00086128+0.0027123i,-0.0009315+0.0018498i,-0.00094098+4.2194e-05i,5.807e-05+0.00047843i,0.0013055+0.0014552i,0.0011842+0.0010826i,0.0011849+2.2766e-05i,0.00097243-0.00085758i,-0.00030161-0.00078184i,0.00016063-0.00055284i,0.0013162-0.00036592i,0.00078269-0.00039424i,-0.00030174-0.00031817i,-0.001208+0.0005311i,-0.0010061+0.0007026i,-6.9412e-05+7.6793e-05i,0.00029399-0.00039527i,7.9957e-05-0.00066741i,-0.00019812-0.00034088i
0.075577-0.11059i,0.052326-0.040715i,0.026673-0.048539i,-0.013355-0.03196i,-0.003639-0.00027922i,0.017883+3.0917e-05i,0.021745-0.010531i,0.017348-0.012725i,0.0094533-0.0052948i,0.003641+0.0042096i,0.0023379+0.0084723i,0.0031645+0.006391i,0.004554-9.7522e-05i,0.0052742-0.0055726i,0.0040395-0.0071536i,0.00037705-0.0055463i,-0.0023673-0.0006627i,-0.0023115+0.0053302i,-0.0017065+0.0075885i,-0.0020011+0.005011i,-0.0027329+0.001453i,-0.0028762+0.00042287i,-0.0016284+0.00079517i
-0.10884-0.033617i,-0.042817-0.034698i,-0.049511-0.02119i,-0.02882+0.0094657i,-0.0025358-0.0065613i,-0.0081813-0.025997i,-0.01973-0.023554i,-0.019219-0.015596i,-0.0072131-0.009962i,0.0055291-0.0073643i,0.0095086-0.0065782i,0.0066955-0.0060063i,0.0025347-0.0054433i,-0.00027554-0.0042265i,-0.0011587-0.0015748i,0.0013086+0.0014439i,0.0060753-0.0001556i,0.0094175-0.004781i,0.0083031-0.0066139i,0.0051257-0.0044269i,0.0023217-0.00045271i,0.0010281+0.00093183i,0.0011483-0.00050746i
-0.0082602+0.11379i,-0.026119+0.056666i,-0.017368+0.057018i,0.009361+0.025506i,-0.0016802+0.001934i,-0.014261+0.010113i,-0.01511+0.021205i,-0.012325+0.023506i,-0.0067538+0.015321i,-0.0034022+0.002658i,-0.0035926-0.0045959i,-0.0034872-0.0042663i,-0.0022246+0.0016353i,-0.00037368+0.0061664i,0.0015552+0.0062428i,0.00048791+0.0023635i,-0.0048161-0.0020271i,-0.01127-0.0021726i,-0.012931+0.00026386i,-0.0079137+0.0016487i,-0.0027212+0.0016477i,-0.00089785+0.0015402i,-0.00053898+0.0015024i
0.091258-0.044596i,0.043219-0.014372i,0.050754-0.0082773i,0.020411-0.010618i,-0.00089133+0.01723i,0.014458+0.024331i,0.024832+0.0098278i,0.020798+0.0036731i,0.010728+0.0063948i,0.00045131+0.0094121i,-0.0050274+0.0094316i,-0.0052812+0.0071698i,-0.0021224+0.0039135i,0.00032803+0.0015574i,0.00030297+0.00077104i,-0.00071974+0.0019253i,-0.00017076+0.0054172i,0.0039316+0.008842i,0.0072102+0.0087007i,0.0062771+0.005256i,0.0036709+0.0020257i,0.0022491+0.00047081i,0.0022499+0.00019098i
-0.072063-0.044326i,-0.03231-0.01586i,-0.029739-0.04099i,-0.032782-0.020242i,0.00038012-0.0053738i,0.014057-0.018323i,0.0056454-0.025631i,-0.00067974-0.023129i,-0.0006312-0.013469i,0.003773-0.00273i,0.0071568+0.0017212i,0.0061121+0.0019199i,0.0034278-0.00041684i,0.001171-0.0041834i,0.00023227-0.0048227i,0.0020611-0.0031904i,0.0039107-0.004271i,0.0025765-0.006963i,-0.0010364-0.0080276i,-0.0020638-0.0062114i,-0.0014537-0.003244i,-0.0023953-0.0017481i,-0.003099-0.0010036i
0.010655+0.075725i,0.022266+0.028642i,-0.020172+0.024756i,-0.016805+0.020566i,-0.013784-0.010982i,-0.022301-0.01574i,-0.021329-0.0020795i,-0.015094+0.0040446i,-0.00477+0.0010328i,0.0046695-0.006746i,0.0088107-0.012077i,0.0072236-0.01181i,0.0036144-0.0089172i,0.0018109-0.0053914i,0.0016737-0.002426i,0.0012668-0.0005019i,-0.00040072+0.0006819i,-0.0019938+0.0027073i,-0.0019046+0.0043154i,-0.00063398+0.0033599i,-0.00012763+0.0023556i,-0.00045225+0.0027267i,-0.00046843+0.0025584i
0.070708-0.055601i,0.020862-0.060035i,0.024217-0.017311i,0.027302-0.006186i,0.0031067+0.014025i,-0.006036+0.033374i,-0.0010126+0.031669i,0.0052461+0.021334i,0.0056566+0.0079223i,-0.0021456-0.0019001i,-0.009156-0.0040409i,-0.0094925-0.0021325i,-0.0057085+0.0012867i,-0.0017703+0.0040465i,0.0014283+0.0037042i,0.0030811+0.0013898i,0.0033335-0.0018573i,0.003502-0.0040973i,0.0036524-0.0042786i,0.0032017-0.0029103i,0.0021711-0.0013229i,0.00084374-0.00099978i,-0.00036023-0.0015594i
-0.088192-0.031152i,-0.073498+0.015747i,-0.021887-7.1387e-05i,-0.01422-0.014159i,0.00085545+0.0010566i,0.022853+0.0029243i,0.024418-0.0048042i,0.013751-0.0066193i,0.0019358+0.00088993i,-0.0040791+0.011505i,-0.0037251+0.016344i,-0.00072692+0.014154i,0.0020178+0.0079988i,0.0025163+0.0023965i,0.00026636-5.3624e-05i,-0.0028641-0.00085246i,-0.0051222+0.00033251i,-0.0054396+0.0040575i,-0.0032501+0.006421i,-0.00082563+0.0050378i,2.3614e-05+0.0035741i,0.0015027+0.0027821i,0.0043902+0.002009i
0.01787+0.1115i,0.051379+0.07505i,0.015394+0.014693i,-0.014925+0.0087561i,-0.0098291-0.0079688i,-0.011354-0.031427i,-0.018949-0.029353i,-0.016755-0.0147i,-0.0043768-0.0030028i,0.0097621+9.531e-05i,0.016038-0.002298i,0.014166-0.0028309i,0.0088551-0.0022227i,0.0041937-0.0018877i,0.0026368-4.1966e-05i,0.0040141+0.0033237i,0.0066435+0.004838i,0.00799+0.0016984i,0.0061319-0.0032069i,0.0030465-0.0040667i,0.0019659-0.0029006i,0.00142-0.003338i,-0.00053972-0.0041571i
0.10836-0.0447i,0.061899-0.061104i,0.0046146-0.019258i,0.0088881+0.0010416i,0.0030299-0.0019053i,-0.013129+0.0098392i,-0.013549+0.019941i,-0.0064534+0.015119i,-0.00019588+0.00055621i,0.00057499-0.011377i,-0.0025355-0.01425i,-0.0046194-0.01142i,-0.0020874-0.0052698i,0.0027442-0.0003445i,0.0055009-0.00041548i,0.006018-0.0039969i,0.0025453-0.0066311i,-0.0041664-0.0052285i,-0.0084384-0.00084514i,-0.0063406+0.002272i,-0.0040706+0.0022486i,-0.0054278+0.0033997i,-0.0065365+0.0055923i
-0.097196-0.11122i,-0.081473-0.074888i,-0.019403-0.019685i,-0.0016227-0.0045688i,-0.00092026+0.014902i,0.016+0.02331i,0.023371+0.010823i,0.015205+0.0022256i,0.0030581+0.0028354i,-0.0062186+0.0065154i,-0.0096109+0.0084231i,-0.0099273+0.0072457i,-0.0091916+0.0037072i,-0.0079151+0.0011127i,-0.0069834+0.0010105i,-0.0076076+0.0019193i,-0.0069052+0.0035816i,-0.0006536+0.0052185i,0.006892+0.0052427i,0.0081406+0.0042513i,0.0051087+0.003485i,0.0048312+0.0032603i,0.0065121+0.0025391i
-0.086219+0.13022i,-0.079517+0.10497i,-0.043612+0.027015i,-0.02828+0.0028113i,-0.0093529+0.0029879i,0.0033995-0.011689i,0.00086506-0.019151i,-0.002141-0.011446i,-4.8983e-05-0.00010995i,0.0040745+0.0061957i,0.0070158+0.0071681i,0.0068307+0.0064685i,0.0039453+0.0045846i,0.00165+0.0030893i,0.0021427+0.0033759i,0.0041174+0.0029035i,0.0040256-1.4203e-05i,0.00038524-0.0048708i,-0.00482-0.0091774i,-0.005508-0.0093594i,-0.0026048-0.0079594i,-0.00071621-0.0077704i,-0.00067432-0.0061096i
0.18782+0.036637i,0.15806+0.052794i,0.048832+0.034454i,-0.007054+0.009906i,-0.017655-0.012429i,-0.02377-0.01128i,-0.018826+0.001827i,-0.0095678+0.0029058i,-0.0033244-0.0015095i,0.00096926-0.005234i,0.0035966-0.0083211i,0.0072752-0.008486i,0.0097281-0.0073755i,0.010184-0.0084257i,0.0072322-0.0098074i,0.0030475-0.010403i,0.00089806-0.0070607i,-0.0014282+0.00083556i,-0.0036078+0.0068569i,-0.00463+0.0067091i,-0.0044031+0.0048371i,-0.0042518+0.004435i,-0.0040389+0.0039943i
-0.035431-0.19815i,0.00016554-0.19813i,0.021478-0.10215i,0.025478-0.022375i,0.013554+0.017772i,0.0086333+0.032136i,0.008391+0.025343i,0.0061448+0.014295i,0.0051871+0.0052337i,0.0027202+0.00021876i,-0.0013811-0.0016017i,-0.0046189-0.0036726i,-0.0051948-0.0033043i,-0.0044571-0.00094279i,-0.0031509+0.0026097i,-0.0017073+0.0058553i,0.00036886+0.004781i,0.0040614+0.00034203i,0.0083312-0.0018202i,0.010938+0.00081569i,0.009933+0.0013845i,0.0065925-0.00025538i,0.0024296+2.2018e-05i
-0.16905+0.11661i,-0.18475+0.069351i,-0.10421+0.019901i,-0.028797-0.00090574i,0.008754-0.0013268i,0.019727-0.0062804i,0.015119-0.010851i,0.0095683-0.0087402i,0.0061063-0.0040914i,0.0036376+0.0011188i,0.0028759+0.0049738i,0.0013099+0.0073291i,-0.00037097+0.0081671i,0.00013056+0.0094204i,0.0030795+0.008759i,0.0069344+0.004405i,0.0062171+0.00038018i,0.0022324+0.00086032i,0.00031647+0.00053757i,-0.00052507-0.0041782i,-0.0020955-0.0068928i,-0.0016144-0.0051047i,0.0017837-0.0014211i
0.18195+0.092528i,0.13831+0.14006i,0.060325+0.091416i,-0.0075779+0.026722i,-0.036703-0.008778i,-0.034015-0.021438i,-0.024444-0.01924i,-0.017444-0.0090608i,-0.01117-0.0011283i,-0.0047125+4.8944e-05i,0.00068731-0.00052984i,0.0047849-0.00071428i,0.0052525-0.002388i,0.0029303-0.0052486i,0.00013429-0.0078726i,-0.0036045-0.0085946i,-0.0060229-0.0059525i,-0.0041954-0.0034183i,-0.0027902-0.0028265i,-0.0058903+0.0003979i,-0.0073281+0.00517i,-0.0039768+0.0056613i,-0.001272+0.0030565i
-0.00016613-0.1755i,0.054209-0.14708i,0.03605-0.083326i,0.008237-0.025426i,0.0040535+0.0076937i,-0.00017262+0.01889i,-0.0061162+0.020762i,-0.0049266+0.016864i,-0.00075519+0.0096369i,-0.0010093+0.0038469i,-0.0030856-0.0007591i,-0.0023493-0.0028937i,0.00080825-0.0016594i,0.0027513-0.0022367i,0.00067026-0.002038i,-0.0019823+0.0020075i,-0.0031782+0.004725i,-0.006446+0.0047303i,-0.0072727+0.0057768i,-0.0015311+0.0054967i,0.0040048+0.0025738i,0.0027223+0.0013499i,-0.0013788+0.001345i
-0.15067+0.10602i,-0.12323+0.02193i,-0.057991+0.005118i,0.0028585+0.014732i,0.034748+0.013174i,0.037071+0.0051817i,0.025439-0.0036822i,0.014362-0.0048375i,0.010606-0.00022516i,0.010153+0.0025661i,0.0056054+0.0037804i,-0.0013117+0.0039241i,-0.0036302+0.0026866i,-0.0020194+0.0035906i,0.0020527+0.0054504i,0.0072441+0.0039756i,0.01005+0.001654i,0.012662+0.0020184i,0.014905+0.0018337i,0.010513-0.00095381i,0.0028404-0.0040616i,-0.0001095-0.005985i,0.00093526-0.0052153i
0.16788+0.06621i,0.068814+0.055036i,0.025253+0.022694i,0.010252-0.0014583i,-0.0090989-0.013307i,-0.015947-0.016288i,-0.012055-0.013993i,-0.0057905-0.0072515i,0.000822-0.003725i,0.0041577-0.0054167i,0.0049367-0.0048503i,0.0033126-0.00087599i,-0.00087753+0.0028418i,-0.0026716+0.0047386i,-0.0012854+0.0032694i,5.7249e-05-0.0011967i,-0.0020319-0.0050956i,-0.0054501-0.0088267i,-0.0070026-0.010964i,-0.00658-0.0078564i,-0.0046339-0.0025941i,-0.0026788-0.00051462i,-0.0013189+0.00021625i
-0.020509-0.18127i,-0.0039872-0.06436i,-0.024365-0.017593i,-0.050204-0.024117i,-0.048887-0.017025i,-0.026108-0.0016806i,-0.0066616+0.0057354i,-0.0020218+0.0042462i,-0.0076651-3.9519e-05i,-0.010481-0.0026997i,-0.0051533-0.0044124i,0.0019971-0.0067075i,0.0064159-0.0083934i,0.0058057-0.0099325i,0.00046401-0.0091759i,-0.0051949-0.0052333i,-0.0073502-8.615e-06i,-0.006498+0.0064062i,-0.0059341+0.011418i,-0.0047734+0.010897i,-0.0019141+0.0079484i,0.00033802+0.0060151i,0.00050678+0.0042737i
-0.16645+0.12569i,-0.045571+0.05152i,0.0074347+0.01816i,0.0075632+0.028881i,0.020762+0.03444i,0.023047+0.020017i,0.0080915+0.0067128i,-0.00058522+0.0036455i,0.0015458+0.0057329i,0.004776+0.0057891i,0.0015062+0.0018935i,-0.0041145-0.0014197i,-0.0056389-0.0030366i,-0.0042546-0.0038903i,-0.0024252-0.0017147i,-0.00049699+0.0025148i,0.0019674+0.0041292i,0.0049792+0.00085004i,0.008188-0.0022176i,0.010354-0.00082061i,0.010062-0.00018609i,0.0060583-0.0016637i,0.0010692-0.0030294i
0.21938+0.11318i,0.10509+0.0084397i,0.047276-0.029974i,0.057382-0.0096549i,0.052346-0.00074096i,0.021451-0.001162i,0.001818+0.0039396i,0.0029518+0.0060285i,0.010346+0.0025766i,0.011404+0.00019811i,0.0082118+0.0038127i,0.0045103+0.009987i,0.0027189+0.013926i,0.0049579+0.014546i,0.0090269+0.010775i,0.010574+0.0041839i,0.0087659-0.00056546i,0.0045358-0.00087894i,-0.00060869-0.0010041i,-0.0030549-0.004935i,-0.0046584-0.008585i,-0.0045028-0.0061314i,-0.0012292-0.0015082i
0.021442-0.2979i,-0.038371-0.13976i,-0.057631-0.040059i,-0.064784-0.035651i,-0.071227-0.033248i,-0.045901-0.011897i,-0.012022-0.0044189i,-0.0019775-0.0043403i,-0.0042726-0.001267i,-0.0035229+0.0019533i,0.0027425+0.0013157i,0.0086312-0.0028528i,0.0090817-0.0050596i,0.0064371-0.0034324i,0.0028917-0.0015321i,-0.0014732-0.0027739i,-0.0044084-0.0069955i,-0.0031911-0.0090469i,-5.4223e-05-0.0060748i,-0.0012622+0.00049581i,-0.0027904+0.0064587i,-0.0010997+0.0068264i,-0.00025318+0.0034896i
-0.32794+0.12736i,-0.16647+0.12499i,-0.065028+0.073986i,-0.049949+0.038319i,-0.02972+0.030359i,-0.0010025+0.012296i,-7.8475e-06-0.0034275i,-0.0052767-0.0021149i,-0.0031732-0.0013616i,-0.0021496-0.0058668i,-0.0044267-0.01053i,-0.0076145-0.012358i,-0.008343-0.0098351i,-0.0071466-0.0062285i,-0.0060058-0.0037777i,-0.0046337+0.00147i,-0.0040059+0.0088158i,-0.0060699+0.011392i,-0.0065235+0.0082855i,-5.1522e-05+0.0035292i,0.0046753-0.00035163i,0.0017785-0.0016727i,-0.0030555-0.00022418i
0.27095+0.28424i,0.21205+0.12353i,0.12002+0.025416i,0.0852+0.01473i,0.076178+0.0088474i,0.040331-0.0028706i,0.011105+0.00085258i,0.0059638+0.0036907i,0.0036862-0.00053969i,-0.0019423-0.0019207i,-0.006295+0.0028704i,-0.0061705+0.0081663i,-0.00081481+0.0074144i,0.0032534+0.0030599i,0.0036241+0.0021423i,0.0052097+0.0030196i,0.0097497+0.0015086i,0.015036+0.00024443i,0.014077+0.001578i,0.0056707+0.00073142i,-0.002239-0.0019827i,-0.0042641-0.0027816i,-0.0030521-0.0027121i
0.17512-0.41885i,0.055072-0.31018i,0.00074963-0.153i,-0.0062241-0.060968i,-0.019317-0.020469i,-0.018772+0.003474i,-0.004031+0.0040976i,0.00082189-0.00046127i,0.001229+0.0078706i,0.0050436+0.015116i,0.010572+0.015869i,0.013309+0.013398i,0.0094248+0.0083083i,0.0048398+0.0038666i,0.0037425+0.0021046i,0.0013928+5.5751e-05i,-0.0057199-0.0042584i,-0.012519-0.0077173i,-0.012499-0.0075173i,-0.0066379-0.0028593i,4.095e-05+0.0002088i,0.0052335-0.001054i,0.0060195-0.0010403i
-0.474+0.019588i,-0.33708+0.096883i,-0.18202+0.080772i,-0.10715+0.036204i,-0.066111+0.017445i,-0.022151+0.0074955i,-0.0051049-0.0022457i,-0.007665-0.00012369i,-0.0024772+0.0022877i,0.0057156+0.00040341i,0.0082393-0.0035994i,0.0050324-0.0087294i,-0.0011099-0.0094024i,-0.0045291-0.0057244i,-0.0061824-0.0028978i,-0.0060785-0.0010651i,-0.0035473+0.0040611i,2.7217e-05+0.012477i,0.0037106+0.015515i,0.0038744+0.010329i,0.0017344+0.006032i,0.00068473+0.0042463i,0.00079826+0.0027192i
0.19193+0.46044i,0.20926+0.30593i,0.12594+0.13748i,0.060881+0.044531i,0.041858+0.0051521i,0.022596-0.011199i,0.0048434-0.0048485i,0.0033515+0.0015571i,0.0026551-0.0062859i,-0.0015909-0.015048i,-0.005263-0.017452i,-0.0083865-0.013621i,-0.0059309-0.0072814i,0.0019245-0.0038949i,0.0068998-0.0019969i,0.0080427-0.001586i,0.0074598-0.005619i,0.0057482-0.015469i,0.0032489-0.021043i,0.0019005-0.015932i,0.0013464-0.0084007i,-0.0012444-0.0036345i,-0.0044145-0.0016623i
0.34496-0.36216i,0.20914-0.34696i,0.10777-0.20944i,0.06481-0.084329i,0.038981-0.02199i,0.016907+0.0034384i,0.0096212+0.008712i,0.0092676+0.0021249i,0.00626+0.0015552i,0.0026116+0.0056611i,-0.00063675+0.0082773i,0.00039041+0.011399i,0.0065053+0.01111i,0.0094061+0.0069967i,0.0083844+0.0019643i,0.0055763-0.0009256i,0.0019898+0.0013711i,-0.0039137+0.0084117i,-0.0098387+0.012906i,-0.011179+0.0082616i,-0.011145+0.0010386i,-0.010021-0.00066163i,-0.0052792+0.00077987i
-0.44499-0.1956i,-0.37421-0.072027i,-0.21574-0.012837i,-0.11676+0.010583i,-0.068084+0.027295i,-0.028344+0.020917i,-0.0095163+0.0014361i,-0.0079414-0.0025644i,-0.0025358+0.0070266i,0.0053156+0.014946i,0.010991+0.018202i,0.013051+0.012938i,0.0062302+0.0049706i,-0.0036471+0.0037471i,-0.0070741+0.0073901i,-0.0055672+0.008587i,-0.0015462+0.004903i,0.0071582+0.00099192i,0.016341+0.00076096i,0.017774+0.0043519i,0.013886+0.0086003i,0.010703+0.0077597i,0.0085845+0.0033081i
-0.010907+0.48241i,0.058751+0.39272i,0.02476+0.22334i,-0.013285+0.094262i,-0.016031+0.023284i,-0.013531-0.001835i,-0.017671-0.0025031i,-0.019083+0.0024001i,-0.014573+0.001593i,-0.008841-0.0038528i,-0.0050351-0.010374i,-0.0051717-0.013501i,-0.0061454-0.01043i,-0.0051641-0.0060891i,-0.0041392-0.0029889i,-0.003392-0.00084115i,-0.0067017-0.00027808i,-0.014443-0.00037229i,-0.018799-0.0041214i,-0.013755-0.010047i,-0.0044203-0.013093i,-0.00072873-0.012811i,-0.0017821-0.0089253i
0.41172-0.15121i,0.31151-0.19468i,0.18513-0.1294i,0.10958-0.072798i,0.062469-0.041089i,0.032277-0.016511i,0.019844+0.00096595i,0.017298+0.0072856i,0.013066+0.0033786i,0.005544-0.0033403i,-0.0020434-0.0072753i,-0.0044186-0.007025i,0.0011792-0.0062919i,0.00658-0.0075217i,0.0060059-0.008063i,0.005177-0.0066331i,0.0095964-0.0041807i,0.016197+0.00047391i,0.01527+0.0072298i,0.0052825+0.011758i,-0.0055281+0.011747i,-0.011015+0.010295i,-0.011891+0.0080556i
-0.27795-0.32754i,-0.27917-0.25496i,-0.16193-0.16063i,-0.070445-0.066245i,-0.024886+9.3731e-06i,-4.3212e-05+0.012i,0.008878-0.00037179i,0.01186-0.0078383i,0.01371-0.0069354i,0.01302-0.00107i,0.013115+0.0057548i,0.012927+0.011638i,0.010587+0.013037i,0.0090408+0.0080787i,0.0093151+0.00051664i,0.005509-0.0037472i,-0.0037984-0.0054637i,-0.011467-0.0089847i,-0.010067-0.012484i,-0.00013887-0.011064i,0.0084732-0.0063514i,0.012281-0.0034461i,0.012826-0.0023553i
-0.15442+0.36379i,-0.094313+0.37221i,-0.082525+0.24996i,-0.077575+0.13504i,-0.048594+0.061608i,-0.026193+0.020968i,-0.019286+0.0039328i,-0.021329-0.00028986i,-0.020372+0.0053682i,-0.013153+0.011628i,-0.0077822+0.013041i,-0.0047722+0.011246i,-0.0029714+0.0077906i,-0.0057077+0.0077942i,-0.0094325+0.010764i,-0.0090015+0.013799i,-0.0043549+0.016822i,0.001459+0.021061i,0.0021593+0.020777i,-0.0024354+0.011954i,-0.0056172+0.0025774i,-0.0046192-0.0023693i,-0.0017357-0.004695i
0.37062-0.0013782i,0.34889-0.04448i,0.22189-0.024532i,0.10962-0.023476i,0.032915-0.034056i,-0.0015935-0.01851i,-0.0070854-0.0037384i,-0.0059436+0.0023371i,-0.0013233+0.00061769i,0.0027384-0.0058748i,0.0025237-0.0088083i,-0.0022494-0.011251i,-0.0069075-0.011488i,-0.0050545-0.0064749i,0.0039855+9.6882e-05i,0.01367-0.00049431i,0.016747-0.010134i,0.013909-0.019687i,0.011007-0.020292i,0.0082142-0.011105i,0.0048783-9.0348e-05i,0.0010311+0.0068889i,-0.0030564+0.0092846i
-0.20294-0.29686i,-0.22946-0.31182i,-0.13895-0.2423i,-0.049503-0.136i,0.0058466-0.042294i,0.026642-0.0076653i,0.018878+3.1175e-05i,0.014988+0.0029206i,0.01382-0.0043594i,0.0091662-0.011831i,0.0081287-0.017077i,0.0083532-0.016194i,0.010751-0.01057i,0.011029-0.011619i,0.0036913-0.018377i,-0.0081274-0.01851i,-0.017387-0.0064622i,-0.021757+0.008799i,-0.02187+0.014589i,-0.015865+0.0078208i,-0.0093726-0.00083685i,-0.0058855-0.0040553i,-0.0030135-0.0041053i
-0.092311+0.28812i,-0.10163+0.30788i,-0.091092+0.21253i,-0.062187+0.12895i,-0.02517+0.071574i,-0.0066425+0.023018i,-0.0030982+0.0011712i,-0.0013716+0.0016431i,0.0019948+0.010204i,0.0033715+0.018349i,4.7722e-05+0.023693i,-0.0013291+0.023799i,-0.0014611+0.019154i,-0.0038878+0.018351i,-0.0049123+0.021527i,-0.0021843+0.022315i,0.0058952+0.01559i,0.017602+0.0034994i,0.023011-0.0043825i,0.018174-0.0043226i,0.010855-0.0025668i,0.0045647-0.0024107i,-0.00021067-0.0019199i
0.29957-0.065975i,0.32557-0.035464i,0.21803+0.0096875i,0.083785+0.011622i,-0.0046232-0.00057857i,-0.03265+0.010864i,-0.023613+0.016404i,-0.015588+0.01101i,-0.0094032+0.0077361i,-0.0022082+0.0061709i,0.0015656+0.0088323i,0.0028735+0.012371i,0.0020798+0.012521i,0.0030888+0.0090119i,0.0086809+0.0017372i,0.014041-0.0069707i,0.0081614-0.011126i,-0.0085233-0.00692i,-0.018525+0.0011787i,-0.014075+0.0035186i,-0.00694-2.4063e-05i,-0.001858+8.4353e-05i,0.0019579+0.0023447i
-0.26707-0.18946i,-0.26253-0.2123i,-0.16201-0.16595i,-0.065405-0.10299i,-0.017918-0.047475i,0.012915-0.014696i,0.026448-0.0092371i,0.021843-0.012167i,0.012914-0.015117i,0.0068408-0.021729i,0.0045344-0.03128i,0.0019395-0.036493i,0.00067356-0.035729i,-0.0024566-0.030257i,-0.011026-0.019083i,-0.017184-0.0063705i,-0.011136+0.0024998i,0.006726+0.0075219i,0.020046+0.0075848i,0.01714+0.0058496i,0.010789+0.0081215i,0.0096164+0.0070856i,0.0072445+0.0016867i
0.020961+0.29523i,0.0031067+0.23103i,-0.017589+0.10284i,-0.0096857+0.040306i,0.023361+0.015188i,0.022257-0.021243i,-0.0077053-0.030089i,-0.018823-0.015965i,-0.012459-0.008732i,-0.0070188-0.0045875i,-0.0053927+0.00038092i,-0.0047475+0.0072469i,-0.0046535+0.013149i,-0.0032168+0.015131i,0.0029547+0.014201i,0.0084368+0.0095963i,0.0048751+0.00079873i,-0.0071837-0.013222i,-0.018944-0.022651i,-0.017763-0.021726i,-0.009641-0.019927i,-0.0085705-0.017326i,-0.010275-0.010551i
0.27107-0.172i,0.21868-0.12355i,0.11364-0.024878i,0.036599+0.024882i,-0.0095396+0.025569i,-0.029801+0.030863i,-0.021518+0.039597i,-0.0081465+0.040159i,-0.0014778+0.039554i,0.0035563+0.040203i,0.0091177+0.040367i,0.015015+0.034035i,0.019919+0.023306i,0.020999+0.011604i,0.015403-0.002302i,0.0063719-0.009275i,0.00051197+0.00079379i,0.00031009+0.023438i,0.0048362+0.039843i,0.0038547+0.037759i,-0.0061043+0.027023i,-0.01094+0.020192i,-0.0073786+0.016152i
-0.30161-0.088095i,-0.22484-0.0068594i,-0.09657+0.021791i,-0.045123+0.0014845i,-0.040684+0.0048885i,-0.0074751+0.022142i,0.024535+0.0037646i,0.023351-0.02048i,0.018741-0.023066i,0.017349-0.022275i,0.008075-0.024299i,-0.0053834-0.025308i,-0.01439-0.023304i,-0.013325-0.014451i,-0.0080633-0.0021833i,-0.0019778+0.0029795i,0.0056193-0.0068726i,0.012281-0.026516i,0.017281-0.039322i,0.019072-0.033817i,0.021783-0.01833i,0.024244-0.007152i,0.021143-0.0021927i
0.058596+0.23288i,0.064856+0.096253i,0.010416-0.034058i,-0.011035-0.047675i,0.015732-0.028541i,0.020735-0.042292i,-0.0032444-0.036462i,-0.010938-0.015832i,-0.011227-0.016413i,-0.015261-0.025745i,-0.01427-0.027998i,-0.0091942-0.019101i,-0.0026808-0.0049065i,0.0014525+0.0010243i,0.0037557-0.0013237i,0.003225-0.003376i,-0.0056317+0.00084475i,-0.018776+0.010943i,-0.026976+0.016649i,-0.026331+0.0096856i,-0.020653-0.0016959i,-0.016775-0.0077706i,-0.014404-0.009614i
0.15646-0.15728i,0.039756-0.16134i,-0.033755-0.064655i,-0.019015+0.00694i,0.00093803+0.0094041i,-0.01258+0.0087714i,-0.015095+0.018941i,-0.0018324+0.02115i,0.0049213+0.025647i,0.0055142+0.034615i,0.0083568+0.036721i,0.014981+0.02653i,0.017845+0.011471i,0.0097586+0.0046699i,-0.0010586+0.0062628i,-0.003334+0.010325i,0.0031765+0.01494i,0.015157+0.015581i,0.022795+0.012916i,0.019671+0.011739i,0.010187+0.010073i,0.00059194+0.0076339i,-0.0042172+0.0069339i
-0.14905+0.0055504i,-0.054896+0.14421i,0.063092+0.14595i,0.053358+0.065048i,0.0018009+0.044231i,0.014378+0.050962i,0.022908+0.026197i,-0.00067883+0.0093395i,-0.0043787+0.0098051i,0.0081476+0.0099079i,0.011814+0.013517i,0.0032204+0.016346i,-0.0058652+0.016173i,-0.002175+0.013705i,0.0062747+0.0078206i,0.0065693-0.0017677i,-0.0027142-0.013161i,-0.014734-0.018812i,-0.019047-0.016001i,-0.012298-0.008967i,-0.0015991-0.0045016i,0.004723-0.0043965i,0.0058633-0.0042107i
0.078648+0.11401i,0.11922-0.022945i,0.044636-0.11526i,-0.012111-0.08475i,-0.00096764-0.050813i,0.00027699-0.057864i,-0.0070567-0.047553i,0.0025106-0.024485i,0.0079109-0.015753i,0.0054516-0.023295i,0.00044906-0.0384i,-0.0026053-0.039193i,0.0003689-0.028407i,0.00098129-0.023209i,-0.003634-0.019041i,-0.0049562-0.0082416i,0.0016981+0.0045695i,0.011749+0.011221i,0.016034+0.0082746i,0.011789+0.0016396i,0.0053261+0.001197i,0.0025867+0.004782i,0.0017138+0.0047051i
-0.0039719-0.14153i,-0.14982-0.13845i,-0.19567-0.053559i,-0.11831-0.011369i,-0.065483-0.017316i,-0.064557-0.002184i,-0.050074+0.020561i,-0.019892+0.015407i,-0.0022492+0.0024879i,-0.0018479-0.0014512i,-0.0093593+0.0006861i,-0.013155+0.0022525i,-0.011526+0.00066877i,-0.0098073+0.0037644i,-0.0064243+0.0095243i,0.00091426+0.0075658i,0.0057031-0.0021779i,0.00018196-0.01116i,-0.0097942-0.012012i,-0.014896-0.0069641i,-0.012427-0.0025341i,-0.0056423+0.0001136i,0.0012386+0.00076585i
