0.00014063+0.00077158i,-0.00044779+0.00045539i,-0.0013138-0.00055008i,-0.0013006+0.00077886i,-0.00086128+0.0027123i,-0.0009315+0.0018498i,-0.00094098+4.2194e-05i,5.807e-05+0.00047843i,0.0013055+0.0014552i,0.0011842+0.0010826i,0.0011849+2.2766e-05i,0.00097243-0.00085758i,-0.00030161-0.00078184i,0.00016063-0.00055284i,0.0013162-0.00036592i,0.00078269-0.00039424i,-0.00030174-0.00031817i,-0.001208+0.0005311i,-0.0010061+0.0007026i,-6.9412e-05+7.6793e-05i,0.00029399-0.00039527i,7.9957e-05-0.00066741i,-0.00019812-0.00034088i
-0.0027197+0.00088846i,-0.0017268+0.0017583i,-0.0015184+0.0023024i,-0.0017009+0.0027853i,-0.00092169+0.002082i,0.0001164+0.00028991i,-0.00018577-0.00046699i,-0.00055662-6.3135e-05i,-3.838e-05-0.0003238i,0.00014581-0.00088748i,-8.0028e-05-0.00051861i,-0.00051286-0.00084557i,-0.00077928-0.0010226i,-0.00097475-6.7677e-05i,-0.00052711+0.00051009i,-2.428e-05+0.00028815i,0.00053535-7.6776e-05i,0.00068184+0.00019531i,0.0001644+0.00010014i,-0.00018781-0.00081888i,-9.1509e-05-0.0016939i,0.00024947-0.00061835i,5.055e-05+0.00084815i
0.00057741-0.0016122i,0.00035594-0.0015389i,0.00023805+0.00052436i,0.00029452+0.0025976i,0.00022048+0.0018922i,3.0382e-05+0.00027799i,0.00056372-0.00031197i,0.00057515-0.00029372i,-0.00015642-0.00065052i,-0.00028796-0.00083189i,7.4508e-05-0.00087276i,0.00032594-0.00078303i,0.00039272-0.0003829i,8.416e-05+0.00042461i,-0.00010611+0.0011336i,0.00029093+0.00093919i,0.00068862+0.00041856i,0.00087036+0.00043488i,0.00056737+0.00029138i,0.00026855+0.00013577i,0.00028778+0.00023602i,-5.9353e-05+0.00026582i,-3.0562e-05+0.00031473i
0.00099633+0.0033424i,0.00087974+0.0031088i,0.00042852+0.0038561i,0.0005125+0.0032955i,0.00057172+0.00040856i,-8.6367e-05-0.0020928i,1.892e-05-0.0017201i,0.00025151-0.00097292i,0.00051376-0.00049352i,0.000106+0.00012378i,-0.00060837+5.2105e-07i,-0.00067677-0.00058365i,-0.0010242-0.00085036i,-0.00064261-0.00035419i,-0.00077601+0.00015881i,-0.0014515+4.4186e-05i,-0.0010531-0.00031173i,-3.1429e-05-0.00061608i,0.00022506-0.00068642i,-0.00031504+0.00036101i,5.5086e-05+0.00066673i,0.00060003+0.00074145i,0.00058901+0.0007184i
-0.0010865-0.00030054i,-0.00096113-0.00024472i,2.0092e-05+0.0010193i,0.00093045+0.0018859i,0.0010176+0.0013279i,0.00046341+0.00051376i,0.00017011+0.00058765i,0.00085585+0.00059509i,0.0010409+0.00073848i,0.00092258+0.00057911i,-0.00018161-0.00037699i,-0.00090387-0.00051128i,-0.00026427-0.0003277i,0.0001027-0.00077528i,0.00080465-0.00069802i,0.00063255-0.00042321i,-0.00027948+0.00024759i,-0.00029782+0.00040913i,7.199e-05-0.00025393i,-6.0717e-05-0.00030186i,-2.1843e-06+0.0001853i,0.00018831+0.00031182i,-0.00017967+0.00039965i
0.0021449-0.00059674i,0.00096255-0.00022012i,-0.0011491-0.00044047i,-0.0011058+0.00047222i,0.00021557+0.00083279i,0.001086+0.00040617i,0.00097057+0.00021396i,0.0005999-0.00015115i,0.00021685-0.00013343i,-4.8305e-05+0.00010061i,-0.00050138+9.3286e-05i,-0.00039028-0.0003323i,-2.2811e-05-0.00072405i,-0.00027478-0.0013288i,-0.00018892-0.0014475i,-0.00042625-0.0009263i,-0.0002847-0.00015857i,7.9886e-05-0.00067805i,-8.9632e-05-0.001528i,0.00010576-0.0013424i,0.00046325-0.0011123i,0.00048485-0.00099463i,-4.5444e-05-0.00043098i
-0.0018436+0.0037866i,-0.00065164+0.003727i,0.00074954+0.0038143i,0.0016654+0.0027783i,0.0022251+0.0013672i,0.0015106+0.00036081i,0.0009733+0.00040912i,0.00071552+0.0002909i,0.00051679-0.00044631i,0.00020181-0.00090861i,-0.00032247-0.00041258i,2.0855e-05+0.00016215i,-0.00023461+0.00017499i,-0.00051619-0.00046717i,-0.00028458-0.00066205i,0.00012822-0.0003887i,0.0002883-0.00028271i,-0.00053931+9.2461e-05i,-0.00043774+6.5375e-05i,0.00046024+0.00015364i,0.00072893+0.00041939i,0.00062625-0.00011364i,0.00040692-0.00078151i
0.00015307-0.0013541i,-0.00012512+0.00054747i,0.00061072+0.0011877i,0.00023641+0.0005323i,0.00054808-0.00032308i,0.00093763-0.00044517i,0.00059881-0.00044433i,0.00068145-0.00029396i,0.00096541-0.0005536i,0.00031995-0.00074833i,-0.00015943-0.00060448i,-0.00034587-0.00061243i,-0.00050739-0.00036143i,1.2739e-05-0.00019339i,0.00025517-0.00030662i,0.00047168-0.00044166i,0.00024742-0.00035238i,-0.00047484-0.00040623i,-0.00088007-6.0359e-05i,-0.0012561+0.00050134i,-0.0010487+0.00040937i,-0.00050409-0.00014321i,-0.00023402+0.00016756i
-3.8278e-05-0.0013741i,-0.0012607-0.0010541i,-0.0013379+0.00067803i,-0.00084032+0.0013167i,-0.00017124+0.00080142i,0.00028646+0.00092214i,0.00071017+0.00020282i,0.00064681-0.00078636i,0.00017975-0.00090225i,-0.00016161-0.00092768i,-0.00011926-0.0012976i,0.00013063-0.0011359i,0.00054882-0.00075586i,0.0005278-0.00021481i,0.00041309+9.2647e-05i,2.9724e-05-0.00020591i,0.00016523-0.00050555i,0.0005624-0.00080714i,0.00028458-0.00072684i,8.0355e-05-0.00023376i,0.00038645+0.00020065i,0.00084068-8.5067e-05i,0.00065495-0.00027313i
-0.00093715-0.0015549i,-0.0016841-0.000124i,-0.001716+0.0011042i,-0.0010584+0.0017839i,-0.00014823+0.00049647i,0.00026915-0.00059523i,7.0112e-05-0.00013505i,-5.8007e-05-0.0004598i,-0.00017067-0.0010056i,7.4154e-05-0.00058251i,0.00035582-0.00049471i,0.00026643-0.00081853i,0.00028172-0.00091251i,0.00045859-0.0013863i,0.00021992-0.001685i,0.00013011-0.001299i,-1.322e-05-0.00074479i,-0.00069232-0.00011534i,-0.00088486-0.00015615i,-0.00042161-0.0004106i,-0.00046463-0.00025824i,-0.00080216+0.0004231i,-0.00074981+0.00072424i
0.0016813-0.00076073i,-0.00019995+4.8514e-06i,-0.0010479+0.00020041i,0.0002623-0.00013624i,0.0011995+0.00013958i,0.00025825+0.0010251i,0.00016803+0.00098546i,0.00077172+0.00029439i,0.00054866-0.00037187i,-0.000216-0.00070741i,-0.00075527-0.00036908i,-0.00082864+0.0002871i,-8.9231e-05-0.00079547i,0.00049614-0.0016438i,-8.8737e-05-0.0014586i,1.0849e-05-0.0010612i,0.00043358-3.3049e-05i,-6.9554e-05+0.00017579i,-0.00042476+0.00010959i,-0.0002338+6.5794e-05i,0.00047362-0.00055139i,0.00029851-0.00063885i,-0.00010812-0.00017776i
0.00209-0.0025558i,0.0011599-0.0019829i,0.00079118-0.0015776i,0.00043035-0.0011254i,0.00026145-0.00094938i,-0.00013817-0.00087722i,0.00042715-0.0010798i,0.00086686-0.00048949i,0.00048256-0.00028917i,0.00019332-0.0010149i,-0.00037336-0.0010357i,0.00035789-0.00059603i,0.0009598-0.00065845i,0.00053529-0.00063591i,-0.00012524-0.00024518i,-0.00082954+6.6441e-05i,-0.00064365-0.0001471i,0.00010353-0.00015361i,0.00099252+0.00010709i,0.001568-0.00029393i,0.0011099-0.00053727i,0.00022772+0.00034506i,-0.00027355+0.0013609i
-0.0010639+0.0018455i,-0.00021326+0.0017577i,0.00070436+0.0032052i,0.0016075+0.0046412i,0.0019804+0.0027943i,0.0014461+0.0001861i,0.00073371-0.00023558i,-0.00024531+0.00038318i,-0.0006612+0.00086494i,0.00018005+0.00074033i,0.00086712+0.00011614i,0.00027258-0.00025027i,-0.00065756-0.00043975i,-0.00041107-0.00067398i,0.00039609-0.00064026i,0.00029585-0.00021447i,-0.0002336+0.00085462i,-0.00019653+0.0012509i,-0.00018251+0.00023857i,0.00032506-0.00029179i,0.00047114+0.00032458i,-6.7833e-05-0.00013337i,2.947e-05-0.0010436i
0.00025993-0.0033862i,-0.00084044-0.001934i,-0.0017212-0.00081388i,-0.0016023+0.00011199i,-0.00089214+0.00098865i,-0.0008125+0.00091337i,-0.00031094+0.0010876i,0.00085784+0.0012221i,0.0013354+0.00020226i,0.00097067-0.00071628i,-0.00015305-0.00094267i,-0.00022139-0.0011578i,5.1901e-05-0.00061493i,0.00028326-0.00055578i,0.00061189-0.00097158i,0.00055314-0.00031126i,0.00033964+0.00046293i,0.0002371-0.00011986i,-0.00049067-0.00079027i,-0.0010708-0.00071582i,-0.00047751-0.00041485i,-0.0002526+0.00027889i,-0.00023281+0.00028111i
-0.00037517+0.00080948i,0.0007215+0.0012663i,0.0005667+0.0025405i,0.0007544+0.0021303i,0.0017547+0.00086801i,0.0011292-0.00054658i,0.00027757-0.0012451i,0.00085097-0.00099372i,0.00097797-0.00027299i,0.00084655+0.00041224i,0.00063658-7.6339e-05i,0.00025277-0.00011349i,0.0010004-6.0942e-06i,0.0008121-0.00061634i,3.9399e-06-0.00081135i,-0.00042148-0.00035732i,-0.0010464-0.00028938i,-0.00095882+0.00015811i,-7.6556e-05+0.00086316i,-0.00028285+0.00062496i,-0.00031066-0.00055974i,0.00030962-0.00075642i,0.00032996-7.2638e-05i
-0.0015032-0.0015344i,-0.0021683+0.0007183i,-0.0023872+0.0016349i,-0.00075102+0.0010806i,-0.00028221+0.0010932i,-0.00081359+0.00064987i,-0.0014585+0.00010009i,-0.00057576+0.00013101i,0.0010506-0.0002496i,0.00088647-0.00048336i,0.00061043-0.00054188i,0.00039985-0.00029747i,-0.00044857-0.00030696i,-0.00058497-0.00047665i,0.00035739-0.00029369i,-0.00020779-0.00065117i,-0.00064787-0.00029518i,8.7094e-05+0.00031354i,8.599e-05+0.0011035i,-2.1937e-05+0.0014391i,-9.3872e-05+0.00084277i,0.0004061+0.00060589i,0.0006466+0.00060774i
0.0023402+0.00028122i,0.0016256+8.6904e-05i,-4.1601e-05-5.5735e-06i,-0.00010502+0.00096607i,0.00055142+0.0018299i,0.0016216+0.0011497i,0.002007+0.00067346i,0.0011938+0.00032538i,0.00064088+1.7678e-05i,0.00066995+8.6958e-05i,0.00027957-0.00031979i,-2.637e-05-0.0007556i,0.00055438-0.00066966i,0.00044477-0.00015193i,-0.00028147+0.00023315i,-0.00040934-0.00025865i,-0.00063942-0.00067961i,-0.0004377-0.00070039i,0.00025912+0.00013448i,0.00071956+0.0004729i,0.00085324-0.00014307i,0.0006503-0.00043392i,0.00078707-0.0003928i
-0.00016341-0.0012588i,-0.0003434-0.00027001i,0.00027137+0.00025797i,0.00042029+0.00077891i,0.00030309-0.0002324i,-0.00022104-0.0016725i,-0.00064082-0.00038541i,-6.0358e-05+0.00050187i,0.00013235+7.7367e-05i,1.8488e-05+0.00017822i,-0.00013038-1.2992e-05i,-0.00016374-0.00040879i,-0.00026853-0.00043884i,-0.00042747-0.0012507i,8.9987e-05-0.0012319i,-0.00024376+0.00011808i,-0.00057495+0.00062064i,-0.00047925+0.00039547i,-0.00024746+0.00020494i,0.00056565-0.00042568i,0.00088914-0.00072833i,0.00053736-3.8994e-05i,0.00018328+0.00030787i
-0.0026748+0.0023342i,-0.0015025+0.0020389i,-0.00099307+0.0024458i,-7.5458e-05+0.0020046i,0.00063812+0.0014439i,0.00023173+0.00091714i,-0.00016625+0.00083289i,-0.00012304+0.00053418i,0.00050723+0.00015332i,0.0010979+0.00026866i,0.0007566+0.00093015i,0.00085778+0.0010881i,0.00032259+0.00042638i,-0.0002746-2.112e-05i,0.00015723+8.2684e-06i,0.00049154+7.6049e-05i,0.00094253+0.00010795i,0.0012169-4.1112e-05i,0.0011467+0.00011701i,0.00063744+0.0001998i,0.00056588+0.00010334i,0.00037556+0.00082099i,0.00057122+0.00096673i
0.0024458-0.0018105i,0.001051-0.0018757i,-0.00045048-0.0011161i,-0.00040001-0.00012263i,0.00035294-0.00017555i,-0.00024826-0.00044937i,-0.00024262+9.4694e-06i,0.00083206-0.00015i,0.0014161-0.00012432i,0.00062348-0.00022967i,-0.00056463-0.00049843i,-4.4623e-05-0.00081613i,0.00059149-0.0005444i,0.0006667-0.00015141i,0.00051914+0.00040187i,1.7317e-05+0.00073214i,-0.00041832+0.0005649i,-0.00068157+0.00060979i,-0.0006862+0.0004211i,-0.00042282-0.00010189i,-0.0003835-0.00038691i,-0.00044011-8.3689e-05i,-0.00048167+0.00014744i
-0.002516+0.0018971i,-0.0020855+0.0027043i,-0.00076356+0.0033511i,-0.00019477+0.0027031i,0.00052148+0.00088694i,0.00080491-0.00039126i,-3.0675e-05-0.00055713i,-0.00014921-8.4221e-06i,-0.00015301-4.204e-05i,-6.9619e-06-0.00066427i,9.261e-06-0.00065447i,-0.00054186-0.00031072i,-7.3626e-05-0.00033105i,0.00053215+3.3841e-05i,0.00020877+0.00016619i,-2.9048e-05-0.00037512i,0.00052009-0.00080714i,0.0010482-0.00066624i,0.00070507+7.0595e-05i,0.00029792+0.0001921i,0.00015471-0.00053811i,-0.000235-0.00050734i,-0.00016479+4.6258e-05i
0.00059033-0.0018433i,-0.00019941-0.0016826i,-0.0013829-0.00087979i,-0.00093739+0.00088194i,-7.7312e-05+0.0012071i,0.00012823+0.00079797i,5.6159e-05+0.0012858i,-0.00019494+0.0012731i,0.00078924-9.209e-05i,0.0016237-0.00092059i,0.00022938-0.00078527i,-0.00042609-0.00098966i,-0.00038466-0.00075416i,-0.0006242-0.00010277i,-0.00052256+0.00055891i,-4.5641e-05-8.6463e-05i,0.00043787-0.001057i,0.0010502-0.00010476i,0.0010655+0.00064703i,0.00020543+0.0004493i,-0.0003399+0.00019179i,-0.00046151-0.00010795i,-0.00071354-0.00040903i
0.0015409+0.0024761i,0.00096786+0.0015155i,0.00057327+0.0018919i,0.00076657+0.0020695i,0.0013073+0.00059993i,0.001581-0.00026924i,0.00028682+0.0001919i,-0.00023063+4.6836e-05i,0.00025205-0.0005269i,0.00041697-0.00061373i,0.00052842-0.00061089i,0.00011084-0.00038389i,-0.00046164+5.7443e-05i,-0.00034145-0.0002721i,-0.00048655-0.00066628i,-0.00088172-0.00044458i,-0.00076989-0.0002145i,-9.1319e-05+0.0004498i,-0.00013561+0.00096762i,-4.2636e-05+0.00087657i,-5.4338e-05+0.00011536i,-0.0002904-0.0008441i,-0.00025805-0.00075256i
-0.0017549-0.0011788i,-0.0021036+0.00063358i,-0.0019646+0.0022949i,-2.4497e-05+0.0023099i,0.00257+0.0019394i,0.0025753+0.00090332i,0.0012037+0.00044709i,0.00047359+0.0008483i,2.4556e-05+0.00035627i,2.7596e-06+0.00021904i,0.00010766-0.00053769i,0.00027181-0.0012927i,-0.00045479-0.00071917i,-0.00087298-0.0006347i,-0.00046534-0.00061047i,-0.00031854-0.0003092i,-0.00012497+0.00069947i,-0.00010724+0.0013807i,-2.7614e-05+0.0004645i,3.7008e-05+0.00011088i,8.0396e-05+0.00045584i,-0.0004455-0.00033722i,-0.00073628-0.00089744i
0.0022308+0.0020872i,0.0026138+5.8965e-05i,0.0018634+6.3352e-05i,0.0018053+0.00058754i,0.0019753-0.00055806i,0.00054694-0.0012668i,7.7024e-05-0.00012088i,-0.00014412+0.001189i,-0.00026306+0.00059886i,0.00040681+4.8396e-05i,0.00054777-0.00012552i,-0.0002737-0.00088512i,-0.00020413-0.0013122i,0.00015475-0.00069981i,0.00061133+0.000331i,0.00050712+0.00023314i,-0.00010088-1.2911e-05i,-9.1089e-08-0.000155i,-0.00014887-0.00031045i,-0.0002672-0.00013232i,-0.00023007+0.00066916i,-0.00010711+0.00060818i,0.00029031+0.00071169i
-0.00047323+0.00079157i,-0.00029784+0.00098894i,0.00048821+0.0016295i,0.0016585+0.0015958i,0.0018352+0.00055396i,0.0011529-0.00029303i,0.00033975-4.9027e-05i,-0.00011101+0.00050246i,0.00027218+0.0006818i,0.00070068+0.00035915i,0.00066734+0.00020334i,-0.00054745+0.00050605i,-0.0013732+8.7016e-05i,-0.0012263-9.3255e-05i,-0.00016712+8.2581e-05i,0.00013696+0.00029134i,-0.00047468+7.0779e-05i,-0.00024349-0.00054693i,0.00026511-0.0008174i,0.00059134-0.00030208i,0.00073898+5.8678e-05i,0.00057457-9.0109e-05i,0.0001906-0.00011323i
-0.0030967+0.00075172i,-0.0017481+0.0013543i,-0.00047716+0.003613i,0.0006841+0.0047902i,0.0017684+0.0031612i,0.0016336+0.00044987i,0.00056911-0.00033688i,-0.00079132-0.0002202i,-0.00039157-0.00040715i,0.00052345-0.00050871i,0.0003709-0.00067804i,-3.5791e-05-0.00032682i,-0.00050022-0.00061227i,-0.00063017-0.00076315i,-0.00069754-0.00078706i,-0.00048779-0.000212i,7.9377e-05+0.00027654i,0.00071462+0.00031975i,0.00051996+0.000707i,-0.00056767+0.00063217i,-0.00094854-0.00022784i,-0.00019077+4.77e-05i,0.00051176+0.00089383i
-0.00085649+0.001264i,-0.0013305+0.0021577i,-0.0010496+0.0030816i,-0.00041671+0.0027664i,-0.00032685+0.0014353i,3.7624e-06+0.00067394i,0.00029648+0.0005782i,0.0002291+0.00025727i,0.00056637+0.00010022i,0.00078402-0.00024034i,-4.8491e-05-0.00065525i,-0.00022273-0.00056155i,0.00023133-0.00027i,7.3408e-05+0.00052475i,0.00012239+0.00021762i,-1.4572e-05-0.00079541i,-8.4341e-05-0.00076464i,-4.8546e-05-0.00079471i,0.00027714-0.00089425i,-0.00029941-0.00067893i,-0.00083317+2.3392e-05i,5.2167e-05+0.00094435i,0.00026764+0.00084894i
-0.0036123-0.0020596i,-0.0040349-5.8587e-05i,-0.0035671+0.0012254i,-0.0018274+0.0025731i,-0.00063255+0.0030383i,-0.00016819+0.0024148i,0.00056562+0.0019254i,0.0010787+0.0010309i,0.00077618-7.4054e-05i,0.00052098-7.3823e-05i,0.00011023+0.00057442i,-0.00017981+0.00019347i,-0.00016836-0.00028436i,-2.522e-05+0.00060754i,0.00050171+0.00060071i,0.00056048+6.0209e-05i,-0.00026937-0.00055678i,-0.00057903-0.00077956i,-0.00020019+0.0002509i,0.0001654+0.00066499i,0.00060677-0.00045218i,0.00059759-0.0012092i,0.00062178-0.00098699i
0.0014212-0.00069309i,2.0901e-05-0.00081278i,-0.0012314+0.00053012i,-0.00072045+0.0016925i,0.00041625+0.00092819i,0.00059183-0.00013998i,7.1013e-05-0.00051073i,0.00028175-0.0002464i,0.00038879-0.0004112i,-5.671e-05-0.00071485i,-3.5592e-06-0.00043793i,0.00024719-0.00034217i,0.0001839-0.00066036i,-0.00034224-0.00081271i,-0.00020526-0.00092416i,-0.00028824-0.00073696i,-0.00060676-0.00090874i,-0.00021002-0.00065651i,-0.00012109-0.00078081i,0.00027562-0.0012506i,0.00041745-0.00099034i,-0.00037597-0.0002455i,-1.4694e-05+9.6983e-05i
-0.0014536+0.0018746i,-0.0021071+0.0011985i,-0.00052002+0.0012359i,0.00062781+0.0022472i,6.1606e-05+0.0017579i,-0.00047796+0.0003902i,0.00020934+0.00033287i,0.00069968+0.0011137i,0.00020798+0.00086021i,0.00028123-0.00017521i,0.00061284-0.00053081i,0.00037968-0.00028932i,-0.00040768-0.00018527i,-0.0004432-0.00013043i,0.00012569-0.00089152i,3.636e-05-0.0011146i,-0.00020609-0.0013114i,0.00034191-0.001328i,0.00037093+0.00010747i,1.4843e-05+0.00054248i,0.00061901+0.00046065i,0.0006286+8.975e-05i,2.4853e-05-0.00015606i
0.0016888-0.0032027i,-0.00032704-0.0025777i,-0.0022325-0.0021332i,-0.0023585-0.00080392i,-0.0010615-0.00016934i,0.0004611+0.00013555i,0.00048815+0.0010186i,-0.00018518+0.00095458i,-0.00018753-5.6162e-05i,-5.8879e-05-0.00042301i,-0.00026787-0.00015543i,-0.0005667-0.00022569i,2.8952e-05-0.00083888i,0.0012449-0.0011032i,0.0012849-0.00079526i,0.00092345-0.00016048i,0.00034914+0.00017367i,-0.00025805-0.00029536i,0.00039199-0.00064127i,0.00036767-0.001224i,0.00017483-0.0016247i,0.00040015-0.00075613i,0.00031896+8.9971e-05i
0.00028892+0.003577i,0.00083491+0.003003i,-0.0001099+0.0028107i,-9.9472e-05+0.0016981i,0.0011809+0.00066947i,0.00085237+4.1548e-05i,-6.8496e-05-0.00033607i,-1.3434e-05-0.00080479i,-0.00051626-0.00084815i,-0.00044478-0.00052933i,0.00044838+4.254e-06i,0.00010552+0.00031415i,-0.00039469-0.00019321i,0.0004363-0.001012i,0.0010233-0.00082103i,0.00023681+0.00020385i,-0.0006145+0.00062444i,0.00081075+0.0007981i,0.0016901+0.0010091i,0.0010187+0.00072825i,0.00082472+0.00052779i,0.00087701+0.00017042i,0.00061938-0.00031475i
-0.0014549+0.00017878i,-0.0010379+0.00030038i,-4.5494e-05+0.0008538i,0.00087386+0.0018947i,0.001208+0.0016426i,0.00059261+0.0002611i,8.4182e-05-0.00019854i,-5.1831e-05+0.00033871i,0.00080565+0.0002458i,0.0008245-0.0003205i,0.00052907-0.00062632i,0.00053277-0.00065735i,0.000288-0.00062579i,-0.00012153-0.00043227i,-7.6528e-05-0.00037085i,0.00054755-4.9085e-05i,0.00078636+0.00011135i,-0.00029902-0.00035822i,-0.00091701-0.00099499i,-0.00026968-0.00097143i,-0.00031803-0.00056417i,-0.00039804-8.4721e-05i,0.00011828-6.5689e-05i
-0.00025091-0.001134i,-0.00074534+0.00018076i,-0.00085707+0.0023459i,0.00024754+0.0023732i,0.00071788+0.0019566i,0.00082853+0.0014861i,0.0012335+0.0010548i,0.0015535+0.00044216i,0.0015384-0.00014979i,0.0016074-0.00032621i,0.0013031-0.00029113i,0.00049251+7.0756e-05i,9.6758e-05+0.00046365i,-0.00047361+0.00037166i,-0.00080692-0.00024949i,-0.00029828+0.00045741i,-0.0001826+0.00079023i,5.7846e-05+0.00020241i,0.00070538+6.2359e-06i,0.00068727-0.00023281i,0.00043841-0.00032856i,0.0002164-0.00045145i,-0.00036854-0.0009074i
-0.00069624-0.0007539i,-0.00098139-9.0843e-05i,-0.0021945+0.00092969i,-0.0024837+0.0020266i,-0.00086279+0.0012234i,0.0005794+0.00036341i,0.00022464+0.00043159i,-0.00048215+0.00017863i,-0.000785-0.00028773i,-0.00026922-0.0006236i,0.00020393-0.00021135i,-9.6035e-05-0.00031072i,-0.0004001-0.00030853i,-0.00038691+0.00028402i,-0.0004498-0.00010222i,-0.00023261-0.001455i,4.9417e-05-0.0016351i,0.00053651-0.00098254i,0.00040165-0.00017358i,-0.0002056+0.00047658i,-0.00079637+0.00072823i,-0.00082299+0.0006925i,-0.00040983+0.00046636i
0.0011926-0.001872i,-9.3325e-05-0.0020252i,-0.00030246-0.0010089i,0.00079339-0.00032814i,0.0014121-0.00077046i,0.00063016-0.00071891i,0.00061578+0.00011993i,0.00063633-8.1215e-05i,0.00023804-0.00085887i,0.00035894-0.00071614i,0.00032865-0.00046452i,-0.00048514-0.00032325i,-0.0014307+0.00048114i,-0.0011893+0.00045257i,-0.0007053-0.00042146i,-0.00048465-0.00028049i,-0.00039838+0.00070729i,-0.00041357+0.00055487i,-1.1441e-05-0.00024459i,0.00094823-0.0001993i,0.001408+0.000293i,0.00096658+4.8849e-05i,0.00062587-0.00019777i
0.00066873-0.00055039i,-0.00060638+0.00089703i,-0.0013309+0.002016i,-0.0011344+0.002423i,-0.00077231+0.0017952i,-0.00044854+0.00090637i,-0.00030686+0.00069748i,-0.00016178+0.00038565i,6.1508e-05-0.00040274i,-0.00023292-0.00064504i,-7.7877e-05-8.8512e-06i,0.00054427-4.473e-05i,0.0004031-0.00031287i,-2.4556e-05+4.9922e-05i,-6.0317e-05-0.00048699i,0.0002388-0.00088065i,0.00066852-0.00031919i,7.1802e-05-0.00041691i,-0.00099604-0.00013166i,-0.0010424-0.00015828i,-0.00016656-0.00053738i,0.00026675-0.00027538i,5.8176e-05-5.7809e-05i
0.00029171-0.0032535i,-0.001774-0.0019723i,-0.0029285-1.8092e-05i,-0.0016958+0.00087045i,-8.2177e-05+0.00038627i,0.00015589+0.00010378i,-0.00043951+0.0005053i,-0.00036974+9.1977e-05i,0.00021085-0.00081219i,3.6065e-06-0.00086747i,-0.00065603-0.00021347i,-0.00056311+0.00044015i,0.00032015+0.00062564i,0.00033664+0.00017677i,-0.00037156-0.00015293i,-0.0004079-6.2588e-06i,-0.00024144-0.00014201i,-0.00029527+0.00012636i,-1.7907e-06-0.00027752i,0.00029154-0.00033218i,-6.8046e-06+0.00037768i,-0.00040683+0.00055278i,-0.00017294+0.00028286i
0.0021639-2.7334e-05i,0.00023136+0.00044956i,-0.00054452+0.0010508i,0.00032316+0.0016147i,0.00018138+0.0009655i,-0.00058372+0.00033882i,6.4671e-05+0.00018008i,0.00073471+6.8888e-05i,0.00098965-0.0001022i,0.00097695-0.00067588i,0.00087654-0.00072624i,0.0016347+0.00020223i,0.0015964+0.00051957i,0.00091103-0.00019929i,0.00085955-0.00011736i,0.0011702+0.00063603i,0.00046141+0.00059265i,-0.00020978+0.00059265i,-0.00029992+0.00050257i,0.00034962+2.6006e-05i,0.00021717-0.00049484i,0.00023069-0.0001731i,0.00016167+0.00023023i
-0.0014861+0.00089859i,-0.0013821+0.00051302i,-0.0014754+0.00019169i,-2.2202e-05+0.00049592i,0.0010092+0.00017823i,0.00022701-7.5539e-05i,-0.00044135+0.00024975i,-0.00066599+0.00036081i,-0.00019159+0.00024331i,0.0001069-3.6224e-05i,0.00035786-0.00010128i,0.0010763-8.7752e-05i,0.0015177-0.00022177i,0.00048818-0.00047369i,-0.00077831-0.00078986i,-0.00031071-0.00086416i,0.00035722-0.00056995i,0.00029072+0.00018165i,0.00038553+9.2551e-05i,0.00020891+0.00028069i,0.00024429+0.00035595i,0.00090336+0.0005126i,0.00080531+0.00018837i
0.0020612+0.00029112i,0.0015345+0.0010211i,0.00057822+0.0013691i,0.00024394+0.0011632i,0.0011156+0.00082539i,0.0008181-1.1725e-05i,0.00043486-0.00063296i,0.0006359-0.00068311i,0.00093964-5.028e-05i,0.00085866-0.00041059i,-2.6593e-05-0.00062933i,-0.00059976-0.00016607i,-0.0002523-7.8268e-05i,6.4301e-05+0.00022048i,0.00020713+0.00052036i,-0.00023265+0.0002951i,-0.00053071-5.3551e-05i,-0.0005409+5.3717e-05i,-0.00083354+0.00042403i,-0.00088304+0.00064218i,-0.00033393+0.00047305i,-0.00015642+0.00078009i,-6.1912e-05+0.00098907i
-0.0015286+0.0008849i,-0.0010578+0.00030928i,-0.00034566+0.0014886i,0.0001592+0.0016811i,0.00047703+0.0006271i,0.0005816+0.000736i,0.00070911+0.00056704i,-0.00027285+0.00023044i,-0.0010764-0.00014715i,-0.00072467-0.00057303i,-0.00055692-0.00052724i,-0.00035917-0.0003483i,-0.00039632-0.00017169i,-0.0003668-0.00039367i,0.00043566-0.00094199i,0.00077812-0.0013857i,0.00069478-0.0012911i,0.00022461-0.00097625i,0.00026898-0.00073767i,0.00058019-0.0006804i,0.00047899-0.00011148i,0.00029881-6.6472e-05i,0.00043336+0.00020077i
0.00045748-0.0019165i,1.4092e-05-0.0011577i,-0.00021462-0.0010979i,0.00080687-0.00070438i,0.0015709-8.2563e-05i,0.0013507-0.00044958i,0.00069321-0.00033438i,0.00015868+0.00055586i,0.00012865+0.00081356i,0.00026463+0.00027832i,0.00060281-0.00021767i,0.00057637+0.00033605i,-9.6683e-05+0.00057876i,2.1469e-06-0.00018649i,0.00063791-0.00078091i,0.00072523-0.00057688i,0.00022009-0.00057723i,-0.00061974-0.00096825i,-0.00077466-0.00038464i,-0.00033459+0.00049221i,-0.00012401+0.00070517i,0.00010111+0.00072843i,-0.00022145+0.00078612i
