-0.0016656+0.0013501i,-9.0862e-05+0.0010856i,-0.00066262+0.0013291i,-0.00043905+0.0014584i,-0.00049302+0.0018332i,-0.00040263+0.0017943i,0.00018349+0.0018383i,9.07e-05+0.0023411i,0.00018801+0.0015804i,0.0010506+0.00023858i,0.0012973-0.0003437i,0.00036614-0.0002306i,-0.00066292+1.4627e-05i,-0.00088967-0.00026i,-0.00087948-0.00031021i,-0.0010216-0.00020755i,-0.00023437-0.00061325i,0.00027945-0.00026881i,0.00037271+0.00064277i,0.00046939+0.00092184i,9.2736e-05+0.00049524i,-9.4678e-05-0.00026354i,0.00014969-0.00027967i
0.010563+0.10789i,-0.022521+0.29974i,-0.062392+0.44167i,0.012489+0.35573i,0.16573+0.14287i,0.20153+0.013081i,0.1441+0.00062305i,0.08759+0.016508i,0.036236+0.021165i,0.0053806+0.022924i,-0.00013412+0.021654i,0.0080186+0.015577i,0.014063-0.00059567i,0.0014717-0.0065672i,-0.014693+0.011618i,-0.019596+0.029629i,-0.017864+0.027156i,-0.015223+0.0096475i,-0.010616-0.006174i,-0.0059512-0.017374i,-0.00766-0.024757i,-0.010049-0.01463i,-0.0057612+0.007088i
-0.027733-0.13263i,0.03319-0.2618i,0.10619-0.34976i,0.046463-0.29303i,-0.10012-0.14399i,-0.15131-0.051657i,-0.11873-0.035898i,-0.072956-0.0046304i,-0.017555+0.039198i,0.018702+0.04497i,0.019339+0.022945i,-0.0043303+0.0046243i,-0.026888+0.011704i,-0.020946+0.02481i,0.0042602+0.022844i,0.028103+0.018253i,0.041616+0.020655i,0.035313+0.030258i,0.01557+0.040191i,-0.00035794+0.048562i,-0.0079604+0.052913i,-0.010403+0.040319i,-0.0099232+0.015843i
-0.027243+0.11396i,-0.094694+0.16272i,-0.17458+0.16468i,-0.14646+0.10588i,-0.045155+0.0052946i,-0.010498-0.04506i,-0.016636-0.026322i,-0.0068992-0.050951i,-0.028234-0.10412i,-0.056213-0.087313i,-0.036448-0.036811i,-0.00036828-0.019465i,0.023744-0.032114i,0.027634-0.04952i,0.0083683-0.055479i,-0.016585-0.047639i,-0.026353-0.030805i,-0.0057338-0.015885i,0.02713-0.021184i,0.048895-0.044325i,0.060309-0.064353i,0.054875-0.067625i,0.031599-0.050866i
0.0028345+0.014259i,0.12244+0.017018i,0.27913-0.011122i,0.26426-0.035851i,0.11978+0.025186i,0.088719+0.10045i,0.12578+0.077691i,0.094527+0.057774i,0.067405+0.081062i,0.068244+0.052671i,0.036522+0.0048755i,-8.7752e-05-0.0026508i,-0.019254+0.0096416i,-0.02553+0.025193i,-0.013632+0.031013i,-0.0059166+0.024367i,-0.014503+0.015214i,-0.027943+0.0014678i,-0.039067-0.0084109i,-0.050359-0.002807i,-0.056683+0.0093678i,-0.043248+0.014236i,-0.017785+0.010756i
0.036945+0.039659i,-0.048561+0.049221i,-0.19504+0.060073i,-0.18277+0.072158i,-0.00759+0.01449i,0.042974-0.097564i,-0.035825-0.11533i,-0.055418-0.062834i,-0.030989-0.036066i,-0.030129-0.02176i,-0.035427-0.00018293i,-0.019804+0.019244i,0.013915+0.011438i,0.028217-0.023338i,0.011435-0.046214i,-0.0027775-0.045444i,0.0013616-0.035961i,0.0059816-0.024016i,0.0030427-0.0074519i,0.005868+0.015658i,0.019338+0.036553i,0.027741+0.04211i,0.021538+0.02914i
0.035183-0.10338i,0.041326-0.15406i,0.050144-0.12396i,0.014363-0.039114i,-0.076644+0.046969i,-0.093517+0.13141i,-0.020042+0.16256i,0.018128+0.12462i,0.0072775+0.090313i,0.013599+0.086328i,0.041614+0.070995i,0.047906+0.031951i,0.017988+0.011203i,-0.017681+0.023569i,-0.030536+0.040939i,-0.020949+0.047906i,-0.0077445+0.041816i,-0.0031257+0.028398i,-0.003518+0.01636i,-0.0032966+0.0018791i,-0.010923-0.016101i,-0.022326-0.020865i,-0.02174-0.0084397i
0.11883+0.015465i,0.1896-0.0089127i,0.17247-0.079456i,0.094418-0.14492i,0.076157-0.17447i,0.098877-0.18011i,0.086068-0.16113i,0.07378-0.11929i,0.068045-0.094767i,0.046869-0.086783i,0.027397-0.071717i,0.011127-0.051064i,0.0040445-0.025702i,0.019615-0.0096633i,0.032759-0.011596i,0.025616-0.016179i,0.014455-0.011459i,0.012363-0.0025157i,0.018201-0.00049237i,0.018397-0.0046609i,0.014089-0.0048186i,0.013268-0.0041331i,0.014155-0.0072741i
-0.20321-0.058174i,-0.31264+0.0099047i,-0.26595+0.10238i,-0.12499+0.11904i,-0.089223+0.092666i,-0.14887+0.077164i,-0.16172+0.055784i,-0.13626+0.024459i,-0.10117+0.015397i,-0.062127+0.0091674i,-0.050446+0.0028866i,-0.049998+0.018609i,-0.043143+0.032484i,-0.035275+0.037128i,-0.017993+0.041633i,0.0065402+0.033305i,0.019814+0.0077545i,0.012766-0.015259i,0.00049004-0.014195i,0.0046686-0.0015915i,0.017756-0.0064167i,0.016224-0.019154i,0.0031629-0.014454i
0.053232+0.030071i,0.12791+0.034124i,0.1664+0.027327i,0.15826+0.014857i,0.17181-0.010786i,0.20093-0.035163i,0.17442-0.03392i,0.11275-0.0079994i,0.066804+0.00071531i,0.030924-0.015925i,0.0028956-0.02753i,-0.00013806-0.026578i,0.018934-0.026101i,0.035635-0.030223i,0.039585-0.031441i,0.028508-0.028161i,0.004954-0.017132i,-0.0059395-0.0046638i,-0.0026532-0.0093104i,-0.013664-0.018979i,-0.0374-0.0057858i,-0.039886+0.017598i,-0.018031+0.017755i
-0.079467-0.072586i,-0.16996-0.18795i,-0.25431-0.23908i,-0.26872-0.14483i,-0.22555-0.03065i,-0.18436+0.0088295i,-0.14+0.016133i,-0.071586+0.021351i,-0.025044+0.026112i,-0.021958+0.04317i,-0.02413+0.058583i,-0.015937+0.049389i,-0.013252+0.026331i,-0.025533+0.0046275i,-0.04649-0.0074344i,-0.054455+0.00044558i,-0.037179+0.01159i,-0.016123+0.0096512i,-0.0087327+0.006991i,-3.3168e-05+0.013015i,0.021596+0.015676i,0.032864+0.0068786i,0.018759-0.0019922i
0.15885+0.26105i,0.34626+0.45517i,0.46783+0.4547i,0.38502+0.2257i,0.21279+0.059949i,0.13527+0.069956i,0.12432+0.095818i,0.086341+0.061299i,0.038481+0.021972i,0.030799+0.010757i,0.055064+0.0073084i,0.068313-0.0023411i,0.06144-0.0077698i,0.054777-0.0071013i,0.045346-0.010156i,0.019262-0.015477i,-0.013208-0.0075387i,-0.022943+0.012348i,-0.0047148+0.017956i,0.011103-0.0045891i,0.0057945-0.030563i,-0.0044051-0.032968i,-0.0020292-0.020792i
-0.1201-0.18767i,-0.29922-0.36415i,-0.41577-0.41161i,-0.34492-0.25467i,-0.20157-0.10827i,-0.11784-0.10363i,-0.072062-0.12572i,-0.035435-0.098802i,-0.017672-0.051408i,-0.014504-0.025055i,-0.027389-0.023106i,-0.049921-0.017599i,-0.062465-0.0032812i,-0.062393+0.0056195i,-0.047441+0.0098026i,-0.014374+0.015418i,0.024303+0.013361i,0.037524-0.0025353i,0.013993-0.0054423i,-0.0096556+0.022911i,-0.006948+0.050053i,0.0032169+0.045489i,4.834e-06+0.02429i
0.1431+0.084777i,0.24032+0.21559i,0.26414+0.33414i,0.22004+0.29144i,0.1682+0.13984i,0.085976+0.053788i,-0.010689+0.042467i,-0.050934+0.038433i,-0.02908+0.024026i,0.0048844+0.012854i,0.025531+0.017688i,0.038314+0.02716i,0.045578+0.027077i,0.049573+0.027719i,0.053668+0.026654i,0.049288+0.0047475i,0.023374-0.026842i,-0.0097549-0.036133i,-0.018073-0.024659i,-0.0037325-0.023609i,0.0036685-0.035237i,-0.0028336-0.032055i,-0.0038865-0.0092454i
0.011586-0.21849i,0.010148-0.45153i,-0.0082646-0.59813i,-0.058579-0.47247i,-0.07849-0.19679i,-0.013153-0.029865i,0.053423+0.022151i,0.067654+0.05331i,0.052813+0.058055i,0.022734+0.025497i,-0.012711-0.013228i,-0.03663-0.036437i,-0.043954-0.047925i,-0.044049-0.055481i,-0.048581-0.049911i,-0.050305-0.019426i,-0.029187+0.01517i,0.0059172+0.023096i,0.017371+0.0080666i,-0.0032015+0.0035586i,-0.023473+0.019462i,-0.02229+0.029953i,-0.010399+0.019322i
-0.09604+0.23412i,-0.14117+0.53329i,-0.10118+0.70973i,0.017681+0.5409i,0.0848+0.22839i,0.061214+0.048i,0.038392-0.028245i,0.026561-0.077664i,0.0083585-0.080344i,0.0035041-0.048498i,0.010921-0.014768i,0.019825+0.011795i,0.024993+0.029813i,0.021679+0.045807i,0.016995+0.055473i,0.015729+0.043489i,0.0056979+0.019691i,-0.0078688+0.0069389i,-0.00065261+0.0054754i,0.026391-0.00039495i,0.047387-0.015854i,0.046889-0.027218i,0.030698-0.025771i
-0.033592-0.20776i,-0.010771-0.45166i,0.013822-0.59098i,-0.014103-0.46855i,-0.059531-0.25317i,-0.071479-0.11933i,-0.062268-0.034811i,-0.041008+0.022508i,-0.020053+0.025631i,-0.015305+0.0057131i,-0.015668-0.0097405i,-0.014062-0.016959i,-0.0084117-0.014642i,0.0043123-0.018914i,0.010469-0.030736i,-0.0005218-0.027184i,-0.0093106-0.0022861i,-0.0016281+0.021332i,0.0050071+0.020038i,-0.0072972+0.0024787i,-0.027804-0.0059083i,-0.032887-0.00391i,-0.021541-0.0015831i
-0.022599+0.17278i,-0.089506+0.33802i,-0.16421+0.43635i,-0.14382+0.35577i,-0.053366+0.18925i,-0.0053152+0.080194i,0.0039698+0.034269i,0.014956+0.0058486i,0.01068-0.0018371i,-0.0012752+0.016899i,-0.0014806+0.03885i,0.003808+0.043861i,0.0015472+0.034214i,-0.007971+0.029101i,-0.0085236+0.030605i,0.0061637+0.019231i,0.013511-0.010893i,-0.0011037-0.037571i,-0.017988-0.033243i,-0.010899-0.001814i,0.015923+0.024365i,0.029437+0.030324i,0.02162+0.025626i
0.15909-0.046588i,0.34323-0.16066i,0.46249-0.28599i,0.35368-0.29226i,0.14324-0.16731i,0.044625-0.054886i,0.0064996-0.021675i,-0.032209+0.00030585i,-0.030638+0.025202i,-0.011694+0.01811i,-0.0076577-0.0010557i,-0.0050287-0.011234i,0.0077118-0.017076i,0.030863-0.026972i,0.042138-0.040411i,0.028049-0.041278i,0.010985-0.021i,0.0048441+0.0029472i,0.0016675+0.010073i,-0.0053015-0.0042882i,-0.017296-0.024451i,-0.02388-0.029259i,-0.01752-0.019175i
-0.13033+0.087231i,-0.31583+0.19419i,-0.44863+0.27857i,-0.35531+0.26451i,-0.16308+0.16443i,-0.067146+0.083999i,-0.012453+0.067688i,0.037127+0.04445i,0.041903+0.0081678i,0.028326+0.00023466i,0.019884+0.0059744i,0.012897+0.0090621i,0.00060521+0.0030925i,-0.030407-0.006749i,-0.05784-0.00031375i,-0.050221+0.015699i,-0.021916+0.017493i,0.0018959+0.0014272i,0.0080574-0.013695i,-0.0015516-0.0059771i,-0.0066901+0.015493i,-0.00024965+0.021765i,0.0047274+0.0090093i
0.12507-0.1416i,0.26847-0.25136i,0.35499-0.28479i,0.2761-0.20073i,0.14748-0.080752i,0.10076-0.029573i,0.073236-0.053794i,0.020703-0.057185i,-0.0066964-0.019839i,0.0044319+9.7701e-05i,0.016501-0.011188i,0.0063847-0.02562i,-0.011626-0.015622i,-0.006919+0.015216i,0.014247+0.032946i,0.019653+0.025496i,0.0063979+0.017226i,-0.0077979+0.022026i,-0.0050137+0.02587i,0.01183+0.0099209i,0.019327-0.016792i,0.012049-0.029108i,0.0014163-0.020971i
-0.078717+0.0029894i,-0.20676+0.01736i,-0.30072+0.036413i,-0.24101+0.030376i,-0.11554-0.020338i,-0.072068-0.057326i,-0.07746-0.02373i,-0.040975+0.011485i,-0.0020196-0.0028474i,-0.0054861-0.018027i,-0.011657-0.0035526i,0.0031316+0.014978i,0.020085+0.0088339i,0.015165-0.019063i,-0.010112-0.038397i,-0.026561-0.035554i,-0.020367-0.026731i,-0.0028731-0.020442i,0.0083475-0.014899i,0.0018492-0.0029749i,-0.010673+0.018523i,-0.012747+0.035258i,-0.0049012+0.033202i
0.056145+0.042892i,0.17593+0.09374i,0.28424+0.097908i,0.25158+0.046218i,0.12817+0.039758i,0.072611+0.084497i,0.085355+0.078918i,0.066497+0.033707i,0.029455+0.011006i,0.013876-0.00066496i,0.0038338-0.014857i,-0.009253-0.017429i,-0.016008+0.0027297i,-0.0032276+0.038158i,0.023295+0.061045i,0.037633+0.055369i,0.028193+0.036675i,0.0087157+0.020251i,-0.0014762+0.011817i,0.010298+0.0088177i,0.030941-0.0018527i,0.035192-0.014096i,0.022974-0.014642i
-0.12258-0.013754i,-0.24062-0.039691i,-0.30824-0.050012i,-0.23217-0.030426i,-0.082799-0.051057i,-0.015863-0.11541i,-0.038966-0.12051i,-0.048983-0.06262i,-0.023566-0.017228i,-0.0089234-0.0056468i,-0.016256-0.00063762i,-0.019852+0.017249i,-0.00013333+0.022005i,0.024539-0.011802i,0.030582-0.053473i,0.020488-0.063449i,0.010668-0.046442i,0.0085654-0.028041i,0.0046143-0.023299i,-0.014117-0.025165i,-0.034105-0.018632i,-0.030942-0.0073443i,-0.011932-0.0007173i
0.088059+0.019529i,0.18125+0.028222i,0.23117+0.027375i,0.15664+0.0026921i,0.010333+0.0061271i,-0.073448+0.068095i,-0.054886+0.10433i,-0.019181+0.080259i,-0.019473+0.051325i,-0.020493+0.05006i,0.0011107+0.043718i,0.018284+0.0061551i,0.00050481-0.026752i,-0.036659-0.013113i,-0.057248+0.027548i,-0.047715+0.048947i,-0.025903+0.038102i,-0.016654+0.015029i,-0.017043+0.0040905i,-0.0087543+0.0089644i,0.0054567+0.010579i,0.0095804+0.00074438i,0.0034821-0.0099058i
0.0085401-0.01435i,-0.023632-0.050474i,-0.066118-0.071045i,-0.063582-0.04141i,0.0071672-0.021048i,0.082761-0.052741i,0.092143-0.082926i,0.062186-0.069168i,0.038242-0.041575i,0.020604-0.030351i,0.0053706-0.0186i,0.00079486+0.0044145i,0.016275+0.017328i,0.040462-0.001346i,0.048517-0.036112i,0.036918-0.052945i,0.020635-0.042216i,0.013071-0.017406i,0.013367-0.0013313i,0.0066073-0.0077481i,-0.0083725-0.016709i,-0.018476-0.010684i,-0.017707-0.00057608i
0.012673+0.040085i,0.034384+0.090802i,0.066101+0.094516i,0.063055+0.042319i,-0.0049429+0.018847i,-0.079893+0.037547i,-0.095322+0.051475i,-0.061708+0.038386i,-0.020266+0.013816i,-0.0026573-0.00057784i,-0.0027027-0.0015068i,-0.0025128-0.0031323i,-0.016592-0.0092099i,-0.049895+0.00075175i,-0.074699+0.023627i,-0.073816+0.036224i,-0.055253+0.033859i,-0.031222+0.021458i,-0.013073+0.013936i,0.0018104+0.023249i,0.017801+0.030946i,0.024137+0.022025i,0.017992+0.0094445i
-0.019957-0.063296i,-0.050625-0.11166i,-0.095221-0.10074i,-0.097176-0.019951i,-0.013801+0.046852i,0.080386+0.060574i,0.10682+0.040136i,0.073402+0.011262i,0.03186+0.00058639i,0.024782-0.00060123i,0.029283-0.014824i,0.010276-0.018434i,0.0025018+0.0056381i,0.03709+0.025774i,0.078411+0.024629i,0.087167+0.013597i,0.06322+0.003038i,0.030484-0.00037319i,0.012708-0.0029794i,0.0071843-0.012959i,8.4436e-05-0.017531i,-0.0035703-0.0091115i,-0.00066694+0.00042596i
0.018415+0.007908i,0.041886+0.01509i,0.078373+0.016176i,0.098385-0.010446i,0.062618-0.054103i,-0.0065647-0.076255i,-0.043873-0.066063i,-0.039966-0.033363i,-0.025095-0.0042001i,-0.026616+0.0082038i,-0.033607+0.018847i,-0.017937+0.023557i,-0.0013013+0.0056357i,-0.017575-0.020762i,-0.048011-0.032542i,-0.056228-0.026105i,-0.03994-0.016029i,-0.019528-0.011276i,-0.010742-0.0075242i,-0.011604-0.00016508i,-0.0082414+0.0057469i,-0.001373+0.0027602i,0.0020037-0.0023646i
-0.0038022-0.0027536i,-0.014331+0.0016125i,-0.037004+0.0047623i,-0.051985-0.0025091i,-0.034064-0.019334i,-0.0042457-0.021639i,0.00225+0.0066588i,0.0049478+0.029069i,0.01198+0.018188i,0.014477+0.0042627i,0.017344+0.0019282i,0.01464+0.0033596i,0.010959+0.016786i,0.029695+0.035914i,0.056551+0.039702i,0.059898+0.029716i,0.04256+0.020574i,0.024395+0.012506i,0.014954+0.0039998i,0.012817-0.003706i,0.010841-0.010482i,0.0040915-0.010261i,-0.0016784-0.0052155i
-0.030408+0.026423i,-0.023029+0.045412i,0.025989+0.035356i,0.061193+0.0049308i,0.027929-0.00072252i,-0.0032804-0.0018738i,0.0068551-0.024087i,0.0066631-0.03288i,-0.0024915-0.011655i,-0.0053884-0.00049559i,-0.016455-0.0078111i,-0.022269-0.014314i,-0.01914-0.030761i,-0.030945-0.056505i,-0.049918-0.067821i,-0.050785-0.060162i,-0.034145-0.041595i,-0.016713-0.022091i,-0.010816-0.010075i,-0.014074-0.0011558i,-0.012609+0.0083362i,-0.0038237+0.010157i,0.0024834+0.0059291i
0.019291-0.011693i,0.01611-0.03528i,-0.036628-0.047933i,-0.082542-0.030828i,-0.043797-0.011171i,-0.0027587-0.0037567i,-0.013814+0.0030981i,-0.017361+0.0026572i,-0.0052928-0.0095579i,0.0046119-0.0088899i,0.02417+0.0059088i,0.036356+0.010501i,0.026199+0.015125i,0.013235+0.03736i,0.010149+0.061561i,0.0095183+0.06409i,0.0051118+0.0436i,0.001986+0.020599i,0.0059504+0.0065972i,0.010322-0.0025369i,0.0074445-0.0066489i,0.0024675-0.0028505i,0.0025663+0.0020663i
0.015536+0.0076973i,0.036414+0.0068122i,0.070015+0.012448i,0.073756+0.01804i,0.0062921+0.023421i,-0.053584+0.055321i,-0.029791+0.082557i,0.009762+0.065949i,0.0069866+0.038019i,-0.0084766+0.018859i,-0.021225-0.0015859i,-0.02658-0.0094084i,-0.013572-0.012104i,0.0029165-0.031049i,0.0083421-0.051438i,0.007103-0.050107i,0.0034063-0.030021i,-0.0025344-0.012639i,-0.0075716-0.0047639i,-0.0070586-0.00068538i,-0.00096621-0.0018001i,0.0043627-0.0088001i,0.001069-0.014278i
0.0067438-0.0027875i,-0.014039-0.00106i,-0.052762+0.0015111i,-0.054632+0.011189i,0.021572+0.027428i,0.10937+0.00084808i,0.10067-0.052508i,0.045944-0.054973i,0.032623-0.025914i,0.034008-0.0096768i,0.022449+0.0069035i,0.006143+0.022784i,-0.011384+0.033076i,-0.018222+0.047808i,-0.014251+0.05508i,-0.012803+0.042351i,-0.012386+0.022702i,-0.0097542+0.011156i,-0.0051431+0.01045i,0.0018982+0.012984i,0.0055457+0.011227i,0.0013442+0.0086731i,-0.0034113+0.0092067i
-0.013831-0.0097198i,-0.0026378-0.0015338i,0.045495+0.0071154i,0.076082-0.012712i,0.019012-0.064888i,-0.073031-0.09041i,-0.097981-0.046502i,-0.066338+0.00011024i,-0.045873+0.010311i,-0.039004+0.0083073i,-0.02433-0.0068544i,-0.0077718-0.026404i,0.0072795-0.034097i,0.01908-0.038905i,0.02607-0.039219i,0.030125-0.028143i,0.026593-0.016716i,0.015632-0.01185i,0.0037052-0.01299i,-0.0083402-0.013008i,-0.015265-0.0047995i,-0.0089752+0.0027735i,0.0018134+0.0018072i
0.0049623-0.010554i,-0.0042935-0.028507i,-0.056962-0.051018i,-0.098693-0.030421i,-0.041929+0.050899i,0.058936+0.11168i,0.10582+0.079503i,0.082399+0.017406i,0.049833-0.0015224i,0.040075+0.0065899i,0.029592+0.021806i,0.01719+0.03357i,0.0045467+0.029884i,-0.01487+0.021313i,-0.028841+0.015548i,-0.027648+0.0088107i,-0.014489+0.0045213i,-0.00019283+0.0043937i,0.0076032+0.0044448i,0.010534+0.0017181i,0.0074394-0.0018466i,-0.00090836-0.00040586i,-0.0071271+0.0081243i
-0.0020962+0.0044583i,0.013508+0.019627i,0.060618+0.053357i,0.1106+0.044268i,0.089111-0.055013i,-0.00096981-0.14223i,-0.07685-0.12193i,-0.082631-0.051665i,-0.053702-0.019684i,-0.036977-0.024164i,-0.020949-0.032248i,8.8148e-05-0.031805i,0.017421-0.022914i,0.030286-0.014718i,0.03084-0.0077033i,0.018365+0.0030346i,0.0042021+0.012145i,-0.0023516+0.013547i,0.0022645+0.0078411i,0.0099264-9.4794e-05i,0.014606-0.0057687i,0.018767-0.0095692i,0.020575-0.014042i
0.0022981+0.0055009i,-0.011863-0.0096452i,-0.046396-0.051997i,-0.10142-0.067497i,-0.14109+0.02191i,-0.10037+0.14566i,-0.0096127+0.16825i,0.043811+0.10353i,0.042152+0.05245i,0.027053+0.041054i,0.0085593+0.036106i,-0.013948+0.026198i,-0.024733+0.015207i,-0.025801+0.0060813i,-0.021438-0.001254i,-0.012785-0.011611i,-0.0071649-0.017365i,-0.0057533-0.010018i,-0.00604+0.00059587i,-0.0064659+0.0081192i,-0.0039655+0.01057i,-0.0041238+0.0041364i,-0.0084776-0.0038632i
-0.0066609+0.0013145i,-0.00064019+0.026007i,0.027046+0.073282i,0.078744+0.10011i,0.13872+0.042546i,0.15103-0.076522i,0.090735-0.13367i,0.021516-0.099161i,-0.004525-0.056648i,-0.0053572-0.046818i,0.0015737-0.040112i,0.012786-0.023143i,0.01606-0.0058642i,0.013469+0.0047721i,0.010163+0.010025i,0.0036847+0.012138i,-0.00087097+0.0055693i,-0.0020876-0.0082725i,-0.0043881-0.016246i,-0.0067991-0.015713i,-0.0069489-0.010841i,-0.0027724-0.00051956i,0.0057231+0.010308i
0.015406-0.001095i,0.025722-0.029317i,0.0046719-0.084633i,-0.04999-0.12592i,-0.10982-0.095337i,-0.1527-0.0013465i,-0.13182+0.075884i,-0.063977+0.085903i,-0.018585+0.063286i,-0.010388+0.052953i,-0.016346+0.044431i,-0.021116+0.024612i,-0.021153+0.004541i,-0.017521-0.0073829i,-0.007541-0.011557i,0.006044-0.010003i,0.015036-0.0043995i,0.014114+0.0016017i,0.0072778+0.0024645i,-0.00066972+0.0006255i,-0.0086094+0.00030957i,-0.012762-0.0032905i,-0.015789-0.0077275i
0.0010616-0.0035929i,-0.0063061+0.0092425i,-0.0052659+0.064159i,0.026496+0.12732i,0.089574+0.12549i,0.15827+0.06024i,0.16365-0.021964i,0.096232-0.060401i,0.038774-0.047289i,0.027881-0.031612i,0.032342-0.022611i,0.031771-0.010471i,0.025044-0.0025569i,0.012516+0.00037681i,-0.0030128+0.002621i,-0.015245+0.0048649i,-0.018617+0.0061087i,-0.011915+0.005291i,-0.0012145+0.002711i,0.0081805+0.00022713i,0.013602+0.00050934i,0.01112+0.0044251i,0.0059152+0.0079864i
0.0017355-0.0019509i,0.0074752-0.017545i,0.023019-0.067937i,0.02394-0.1364i,-0.026457-0.15997i,-0.097181-0.1238i,-0.12183-0.0571i,-0.083053-0.0051904i,-0.042433+0.0072658i,-0.037519+0.0066136i,-0.037777+0.0034361i,-0.029294-0.0048638i,-0.016368-0.0046504i,0.001159+0.0017711i,0.013995+0.0043565i,0.017816+0.003659i,0.010295+0.0043486i,-0.0019044+0.0089044i,-0.0072283+0.012278i,-0.0069173+0.0098202i,-0.0054489+0.0028886i,3.6447e-06-0.0056891i,0.0068555-0.011983i
-0.0098638-0.0035757i,-0.022676+0.013895i,-0.044286+0.057822i,-0.056393+0.1133i,-0.028926+0.14751i,0.027282+0.14363i,0.071415+0.11081i,0.071039+0.057058i,0.048851+0.016954i,0.043127+0.0059632i,0.038591+0.0083706i,0.021698+0.017098i,0.0063493+0.020263i,-0.0026722+0.013543i,-0.0078146+0.0045008i,-0.00922-0.0040717i,-0.0053131-0.0094848i,0.0022782-0.012483i,0.0074862-0.012569i,0.0077438-0.0063728i,0.0053703+0.003749i,-9.6255e-05+0.012007i,-0.0062216+0.016056i
0.010861+0.0053536i,0.03288-0.0020659i,0.059247-0.036242i,0.07373-0.078347i,0.067349-0.10347i,0.022117-0.1196i,-0.037276-0.11274i,-0.058708-0.062812i,-0.040153-0.018877i,-0.029016-0.013489i,-0.029168-0.016722i,-0.018646-0.015985i,-0.0070201-0.014258i,-0.0025929-0.0076618i,0.0026166+0.002862i,0.008991+0.010787i,0.0084071+0.01098i,0.0024346+0.0063959i,-0.0018739+0.0018119i,-0.0042407-0.0013441i,-0.0022502-0.0050724i,0.006134-0.0072802i,0.01361-0.0058059i
-0.0031739-0.005347i,-0.017776-0.0099814i,-0.049519+0.011643i,-0.076043+0.043594i,-0.07992+0.050688i,-0.0586+0.064401i,-0.019965+0.081873i,0.010406+0.062577i,0.012137+0.033473i,0.0081471+0.029362i,0.012233+0.031904i,0.01155+0.025946i,0.0092712+0.014269i,0.0080487-0.0028779i,0.0023093-0.018089i,-0.0032902-0.021322i,-0.0015885-0.013302i,0.004957-0.0040403i,0.0088969-0.0005354i,0.0072517+3.8939e-05i,0.00046773+0.00196i,-0.006916+0.0015106i,-0.0081112-0.0029237i
0.0055438+0.014254i,0.024026+0.017673i,0.062097+0.0029006i,0.088735-0.028155i,0.078659-0.036086i,0.068993-0.031956i,0.06547-0.048018i,0.039627-0.052675i,0.015117-0.036626i,0.010653-0.032025i,0.0112-0.036155i,0.010818-0.033748i,0.0071035-0.022871i,0.0026684-0.0063763i,-0.00086573+0.0071392i,-0.0057504+0.012923i,-0.0093808+0.010291i,-0.012853+0.001735i,-0.014985-0.0043317i,-0.0096055-0.0057594i,0.00072576-0.0062257i,0.0083005-0.003736i,0.0092843+0.0022881i
-0.0012908-0.014678i,-0.020431-0.026427i,-0.049935-0.026504i,-0.060728-0.0044753i,-0.03308+0.011548i,-0.017135+0.005776i,-0.034632+0.019193i,-0.032612+0.037661i,-0.015543+0.030508i,-0.015317+0.024567i,-0.019864+0.027423i,-0.020408+0.023356i,-0.018776+0.01473i,-0.012322+0.0079308i,-0.0012146+0.0019744i,0.0064914-0.0048905i,0.0056463-0.0073983i,0.0045476-0.0046199i,0.0052769-0.0012009i,0.0016896+0.0018272i,-0.0072678+0.0019904i,-0.014967-0.0029963i,-0.016001-0.0088188i
0.0050636+0.0073853i,0.021995+0.020837i,0.046729+0.02083i,0.052267-0.004755i,0.020713-0.021963i,-0.0036403-0.012189i,0.016482-0.0077012i,0.032116-0.015607i,0.023408-0.011135i,0.019012-0.0049497i,0.017534-0.0078261i,0.015312-0.0061481i,0.015474-0.0027372i,0.010677-6.0436e-05i,0.00076771+0.0058302i,-0.0028767+0.010638i,0.00017665+0.0089688i,0.0013335+0.0015829i,-0.00057417-0.0028997i,0.0012114-0.00025273i,0.0083697+0.0060815i,0.013535+0.01169i,0.011455+0.013417i
0.0028206-0.0079699i,-0.0040515-0.02225i,-0.039889-0.016567i,-0.066427+0.028258i,-0.0319+0.064033i,0.011073+0.048548i,-0.0010301+0.010775i,-0.023537-0.0024431i,-0.020244-0.0030884i,-0.017863-0.0083155i,-0.022227-0.0068001i,-0.024598-0.00050327i,-0.022381+0.0054733i,-0.011325+0.0040509i,0.0023972-0.0033399i,0.0082757-0.0057627i,0.0060274-0.0017832i,0.00098887+0.0059896i,-0.0014107+0.0099862i,-0.0026125+0.0038547i,-0.0060339-0.0050696i,-0.0056674-0.009392i,0.0015017-0.0070888i
-0.0042282+0.011959i,-0.0017461+0.027665i,0.036344+0.031998i,0.082207-0.019012i,0.061024-0.09546i,2.9855e-05-0.10173i,-0.012667-0.03926i,0.0098847+8.1492e-05i,0.018928+0.0040074i,0.02297+0.010727i,0.029528+0.014469i,0.030112+0.0097903i,0.026137+0.0040533i,0.01582+0.00086354i,0.0013363-0.0018072i,-0.0096349-0.0048133i,-0.011564-0.0050271i,-0.0057092-0.004523i,-0.00069382-0.0049617i,0.0012681+0.00062237i,0.0044738+0.011657i,0.0054223+0.016701i,0.0013996+0.013703i
