0.0011123-0.00079483i,0.00083912-0.0019356i,-2.1499e-05-0.0033936i,-0.0002778-0.0034572i,-0.00087343-0.0022236i,-0.0011394+0.00011565i,-0.00027617+0.001173i,0.00077678+0.0011887i,0.0013299+0.00064661i,0.0015393-0.00072285i,0.00063154-0.00080106i,-0.00048482-0.00072971i,-0.00018235-0.00049044i,-9.114e-05-4.7738e-05i,-0.0010282+0.00017547i,-0.0015539+0.00037477i,-0.00075576+1.6037e-05i,2.218e-05+0.00038602i,-0.0001615+0.00096401i,-0.00024899+0.0006166i,-0.00026907-0.00029484i,-0.0010289-0.00091236i,-0.00094164-0.0003435i
-6.8705e-05+0.00091911i,0.00035272+0.00052945i,-6.6351e-05-0.001308i,0.00021539-0.0016707i,0.0013526-0.00053558i,0.00092219-0.00058687i,0.00045076-0.00045105i,0.00065559-7.826e-05i,0.00031361-0.0003937i,0.00011573-0.00093215i,0.00042794-0.0011343i,0.00026269-0.00045237i,0.00023302+0.00018392i,0.00080912+0.00024399i,0.0004846+0.00041288i,0.00023534+0.00011333i,-0.00036046-0.00025458i,-0.0002412-0.00071791i,0.00013321-0.00077505i,-0.00042014-0.00039104i,-0.00065926-0.0001439i,-0.00039632-0.00033743i,1.3769e-05-0.00023427i
0.0018198-0.00063816i,0.0005976-0.00043515i,0.0010177-0.0011163i,0.0014667-0.0020585i,0.0020141-0.0014326i,0.0018267-0.00044709i,0.0011477-0.0012606i,0.00052759-0.0012965i,0.00014859-0.00073916i,1.9182e-05-0.00119i,9.1367e-05-0.0013254i,0.00043844-0.00081953i,0.00068992-0.0008822i,0.00044132-0.00052045i,-0.0001715-0.00035051i,-0.00080894-0.00045152i,-0.00092562-5.0077e-05i,-0.00041524+0.00016565i,-0.00026043+0.00030605i,-0.000181-0.0004954i,-0.00022851-0.001193i,-0.00018868-0.00076287i,-0.00017007-0.0003048i
-0.0012297-0.0017143i,-0.0010872-0.00032082i,-0.0012134+0.00020916i,-0.0011986-0.00014277i,-0.00058591+0.00062184i,0.0011492+0.00032155i,0.0023342-0.00061772i,0.0014617-0.00094019i,0.00073719-0.00069743i,0.00023305-0.00041147i,4.9282e-05-9.9411e-05i,0.00023799+0.00019454i,0.00042641+0.00043756i,0.00075976-6.7615e-05i,0.00067805-0.00054833i,0.00043658-0.00055625i,0.0005996-0.00083171i,0.00025248-0.00060665i,-0.0001154-0.00031813i,0.00027446-0.0010607i,0.00060846-0.0007553i,0.00061765-3.0347e-05i,0.00020876-0.00014048i
-0.00090331+0.00039941i,-0.00099663+0.00022901i,-0.00091988-0.00051039i,0.00035014+6.4376e-05i,0.0011601+0.00089916i,0.0020658+1.7836e-05i,0.0014299-0.0007567i,-0.000222-0.00053661i,-0.00013931-0.0006081i,0.00025789-0.00083348i,0.00044697-0.00050848i,0.00059465-0.00027343i,0.00030961-0.00064844i,-0.00010523-0.0010622i,-0.00029593-0.001626i,-0.00039546-0.0015048i,0.00015309-0.00095751i,0.00064164+0.00013977i,0.00099927+0.00024046i,0.0012006-0.00060597i,0.001041-0.00092484i,0.00057429-0.00080935i,0.00048211-0.000341i
0.00081499-0.0010422i,0.001199-0.00081095i,0.00083653-0.0020415i,-0.00035498-0.0019482i,-0.00033183-0.00067542i,5.3953e-05-0.00042063i,-0.00011066-8.6489e-05i,0.00047182+0.00020608i,0.00054136-0.00014183i,0.00028006-0.00027307i,0.00047472+0.0003299i,0.00052461+0.00058279i,0.00054959+0.00082663i,0.00080985+0.00048816i,0.00062814-0.00014203i,-0.00042333-0.00043299i,-0.00078118-0.00023156i,-0.00026815+0.00041281i,-0.00029887+0.00084331i,-0.00063835+0.00052076i,-0.00076615+0.00039628i,3.9578e-05+0.00058275i,0.00052776+0.0004734i
-0.0012094-2.6503e-05i,3.8033e-05-0.00020198i,0.00076986+0.00021721i,9.5353e-05+0.00013671i,0.00047256+0.00059716i,0.0011084+0.00095156i,0.00074948-0.00058484i,0.00047001-0.001542i,0.0002632-0.00064747i,-0.00024008-0.00057147i,-0.00083675-0.00099655i,-0.0010922-0.00095828i,-0.00054341-0.00039655i,0.00049375+8.4454e-05i,0.00070353+8.4896e-05i,1.5073e-05+0.00013964i,-0.00015492-0.00019652i,-0.00026204-0.00021877i,-1.087e-05-0.00045626i,0.00083453-0.00056406i,0.0008818+0.00023037i,0.0005162+4.5596e-05i,0.00049929-0.00045791i
-0.00050165-0.0020775i,-0.0012357-0.0023493i,-0.0021879-0.0019198i,-0.0019785-0.0012352i,-0.00068882-0.00070463i,0.00081657-0.00031746i,0.0018937-0.0003446i,0.0017061-3.7021e-05i,0.0013106+0.0002265i,0.00099085-0.00013862i,0.00062791-0.00051753i,0.0004596-0.00010432i,0.0011083+0.00039037i,0.0012236+0.00032638i,0.00044865-0.00050395i,6.2504e-05-0.0011104i,-0.00065999-0.00097347i,-0.00081128-0.00022962i,-0.00078983+0.00047434i,-0.00046885+4.6541e-06i,-0.00021582-0.00018722i,-2.6191e-05-5.5842e-05i,0.00012691-0.0002948i
-0.0013215-0.00024738i,-0.0015465+0.00010889i,-0.0009307+0.00082873i,-7.2969e-07+0.0012536i,0.00062326+0.0013324i,0.0015589+0.00088423i,0.0011701-0.00028266i,-0.00040646-0.00089358i,-6.8986e-05-0.00030438i,0.001186+0.00021099i,0.0013036+0.00011073i,0.00075838-0.00035513i,-0.00010014-0.0010622i,-0.00076583-0.0011544i,-0.00074641-0.00057351i,-0.00069319-0.00011532i,-0.00046802-0.00038353i,-0.00019562-0.00045163i,7.043e-05-5.3698e-05i,0.00034211-0.0005144i,0.00080293-0.00066806i,0.00060248-5.7055e-05i,0.00053977+0.00016174i
0.00073141-0.0015917i,0.00021826-0.0018936i,-0.00029556-0.0026432i,-0.00079027-0.0017373i,-0.0012599-0.0010978i,-0.00092278-0.00023041i,-0.00077286-0.00012707i,-0.00028332-0.00040228i,2.889e-05-0.00038618i,-0.00022603-0.0012888i,-0.00034733-0.0016036i,6.2234e-05-0.00088066i,0.00073564-0.00061031i,0.00098884-0.00051481i,0.00093744-0.00054899i,0.00079888-0.00083723i,0.00019449-0.00057359i,-0.00048989-7.4263e-05i,0.00033862-0.0007333i,0.00099316-0.00028162i,0.0006328+0.00078141i,0.0004501+0.00012439i,-0.00015301-0.00071872i
0.00059267+0.00058117i,0.00057814-0.00071162i,0.0012577-0.0019891i,0.00091492-0.0023111i,0.00051692-0.0014366i,0.0012731-0.00032106i,0.0018293-0.00044202i,0.00086039-0.00069166i,0.0001559-0.00034777i,0.00039253-0.00070622i,-0.0004374-0.00070469i,0.00012218-6.2385e-05i,0.0011449+0.00026685i,0.00074077+3.0812e-05i,-0.0002483-0.00013402i,-0.00048145-0.00030097i,0.00041142-0.00035637i,0.0011255-0.00019494i,0.0010126+0.00015183i,0.00044585+3.8992e-05i,0.00028651-0.00053259i,0.00014381-7.8871e-05i,7.2909e-05+0.00024686i
0.0024471+0.00029034i,0.0017724+8.6846e-05i,0.0014347-0.0012111i,0.00071784-0.0017743i,0.00032887-0.0012781i,0.00086978-0.00047961i,0.00057351-0.00020303i,0.00048773+0.00022094i,0.0012294+0.00099466i,0.0012584+0.00061503i,0.00056078-0.00011038i,0.00038922-0.00056208i,0.00098611-0.00061514i,-1.8639e-05-0.00045523i,-0.001301+2.1559e-05i,-0.0010333+0.0002423i,5.7506e-05+0.00018195i,7.0139e-05-0.00010061i,-0.00050117-7.4387e-06i,9.7813e-05-0.00069669i,-0.00032312-0.00093805i,-0.00092107-0.00055199i,1.9019e-05-0.00041781i
-0.0017191-0.00034863i,-0.0014079+4.8586e-05i,-0.00045816+0.00026954i,0.0010915+0.00022264i,0.0019137+0.00018746i,0.0019053-0.00075766i,0.0010667-0.001121i,0.0002786-0.0012397i,0.000425-0.00094833i,0.001004-0.00068897i,0.00050324-0.00070068i,-0.00048861-0.0009612i,-0.00083355-0.0013206i,-0.00025684-0.00054421i,0.00075182-0.00057131i,0.001632-0.00048985i,0.00084876+0.00051001i,-0.00023265+0.00044535i,0.00055808+2.7161e-05i,0.00080569+0.00019777i,0.00049729+0.00041606i,0.00055431+0.0010187i,-0.00031026+0.00096431i
3.0769e-05-0.0002402i,0.00054809-0.00013876i,0.00080953-0.0016594i,0.00083385-0.0024663i,0.00019836-0.0015185i,8.9707e-05+1.1442e-05i,0.0008298+7.5289e-05i,0.00081746-0.00035162i,0.00038537-0.0002763i,0.00068267-8.8224e-05i,0.00088535+0.00041426i,0.00087588+0.00034884i,0.00048618+7.0171e-05i,0.00032942+0.0005834i,0.0002627+0.00044638i,0.0001251+0.00012891i,0.00016169+0.0004064i,-0.00018268-2.1773e-06i,-0.00040821-0.00033225i,-3.0652e-06-0.00091366i,-0.0002301-0.0008442i,-0.0010203-0.00031568i,-0.0010843-0.00022045i
-0.0018196+0.00043918i,-0.00025714+0.00033009i,-0.00032066-0.00015821i,-0.00017761+0.00028455i,0.00071239+0.000765i,0.0022544+0.00095943i,0.0015494+0.00046667i,0.00014639-6.0017e-05i,-0.00022871-0.00023977i,0.00012529-0.0013579i,0.00055344-0.0020999i,9.94e-05-0.0019848i,-7.8454e-05-0.0011062i,0.0002994-0.000441i,-2.7626e-06-0.00026852i,-0.00082595-0.00031983i,-0.00065553+3.7937e-05i,-0.00010481+0.00025964i,0.00051148+0.00048526i,0.00093773+0.00051288i,0.00016614-0.00038414i,-0.00032392-0.00045104i,-0.00062515-0.00027545i
5.7114e-05-0.0016124i,0.00066351-0.001756i,0.00016768-0.0016144i,-0.00015639-0.00072714i,-7.2867e-05+0.00041985i,-0.00029501+0.00038158i,0.00036236+8.3847e-05i,0.00090134+8.4569e-05i,0.0016422+0.00010213i,0.00087696-2.66e-05i,-0.00018639-0.00038083i,0.00051323-1.8164e-05i,0.00060057+0.00056055i,0.00039768+0.00057087i,0.00040589-7.1523e-05i,0.00077162-0.00069003i,0.0010049-0.00039702i,0.00025492-0.00021562i,-0.00021323-0.00063121i,-0.00014979-0.00074867i,-0.00010419-0.0002461i,-0.00045669+0.0002559i,-0.00011197+0.00079015i
-0.00052691-0.00068175i,-1.2866e-05+0.0001954i,0.0012491-0.00057352i,0.0027091-0.0011005i,0.0022137+5.7301e-05i,0.0013428-0.00027346i,0.00033052-0.00055486i,-0.00054341-0.00041602i,-3.6331e-05-0.00096359i,0.00066779-0.00062809i,-8.73e-05-0.00018832i,-0.00093963+8.3902e-05i,-0.00056902+0.00030029i,8.68e-05+0.0001817i,0.00058237+0.00023469i,0.00055991-2.6218e-05i,-0.00012514-0.00014187i,-0.00070577+0.00013214i,-0.00024034+0.00069125i,0.00011866+0.00064354i,-0.00024041-0.00079426i,-0.0007481-0.00086708i,-0.0010636-0.00067306i
-0.00056285+0.0010061i,0.00015595+0.00045173i,0.00060952+0.00052559i,0.00086651+0.00096613i,0.00141+0.00036712i,0.0010589+0.00023266i,0.00046535+0.00041632i,6.3238e-05+0.00039997i,-0.00023377+0.00017789i,-6.1301e-05-5.9619e-05i,0.00012118+0.00018931i,0.00028357+0.00033841i,0.00077329-0.00068609i,0.001027-0.0011416i,0.00051303-0.00038721i,7.4283e-05-0.00028207i,0.00019185-0.00017228i,0.00035859-0.00045284i,-3.6478e-06-0.00058602i,-8.2447e-05-0.00030201i,0.00015656+0.00032508i,-0.00019489+0.00047302i,0.0003162+5.98e-06i
0.00095204+0.0012414i,0.00015693+0.00061897i,0.00073414+0.00071838i,0.00075211+0.00037357i,0.0010446-0.00034297i,0.0010659-0.00054218i,0.0004383-0.00011927i,0.00059511+8.2294e-06i,4.8123e-05-0.00054757i,-0.00081892-0.00086376i,-0.00040141-0.00039907i,-0.00030902-0.00029792i,-0.00010016-0.00082826i,0.00032662-0.00093768i,0.00068707-0.00079747i,0.0010088-0.00037558i,0.00056104+0.00018116i,-0.00019647+1.9162e-06i,-0.00013885-0.00060673i,0.00027991-0.00061524i,-0.00021044-0.0003097i,-0.00080183-0.00020108i,-0.00022397-0.00053328i
0.0010849+0.0010125i,0.001734+6.4047e-05i,0.0018477-0.00016356i,0.0015146+2.7853e-05i,0.0016785-0.00019863i,0.001358-0.00087436i,0.00031361-0.0013718i,0.00022414-0.0011137i,0.00055789-0.00072637i,0.00066811-0.0011715i,0.00095778-0.0015167i,0.00087434-0.00098331i,0.00032126-0.00046997i,0.00034466-0.00049912i,0.00019339-0.00027978i,0.00019549-3.56e-05i,0.00037635-0.00058066i,0.00059135-0.0008029i,0.00058359-0.00090067i,9.3295e-05-0.00034763i,-0.00077803+0.00014618i,-0.00080041+7.5878e-06i,-0.00016077+7.6175e-05i
-0.00012676-0.001601i,2.6425e-05-0.0019417i,0.00081933-0.0018015i,0.00030441-0.0011884i,-0.00021884-0.00011065i,0.00013643+0.00046155i,0.00085976+9.6654e-06i,0.0017159-0.00067113i,0.0017244-0.00011478i,0.00035635-8.2893e-05i,-0.00042288-0.00077163i,-0.00037144-0.00042856i,-3.5106e-05-0.0002848i,0.0003776-0.0006269i,0.00044863-0.00095157i,-7.049e-05-0.00072389i,-0.00037255-0.00090035i,-1.0699e-05-0.00097895i,-0.00043211-4.6162e-05i,-0.0010712+0.00020476i,-0.00088936+0.00044862i,-0.00021147+0.00079894i,-0.00012215+0.00077008i
-0.0016252-0.00030392i,-0.0012534-0.00040051i,-0.0011828-0.00050812i,-0.00095628+6.0174e-05i,-0.00012677+0.00068738i,0.0016504+0.00037795i,0.001717-0.0010086i,0.0008444-0.0008185i,0.0011324-0.00016641i,0.00051904-0.00057424i,-0.00042176-0.00023465i,-0.00077812+0.00057724i,-0.0010574+0.00033947i,-0.00072242+0.00011725i,7.9824e-05-0.00052883i,0.00028301-0.0010627i,-0.0005261-0.00097727i,-0.0010255-0.00047563i,-0.00031711-0.00035079i,0.00031162-0.00066327i,0.00050183+6.74e-05i,0.00015758+0.00060932i,0.00010924+9.1258e-05i
-8.6354e-05+0.00032059i,0.00015835+0.00035937i,0.00055109+0.00015215i,0.00070091-4.4151e-05i,0.0010069+0.00035359i,0.0016575+0.00015956i,0.0012934-0.00061144i,0.00068897-7.9724e-05i,0.00075305-0.00022038i,0.0004858-0.00068099i,0.00012171-0.00038723i,7.7879e-05-6.9445e-05i,-0.00039663-0.0005143i,-0.00040657-0.00080795i,0.00059259-0.00031814i,0.00078875-0.00026582i,-0.00012588+0.00021055i,0.00020215+0.00060451i,0.00036922+0.00040811i,-0.00030766+0.00012833i,-0.00067974-8.1467e-05i,-0.00056072-0.00043959i,-0.00070055-0.00061314i
-0.00070631-0.0004468i,-0.00053317-0.00038844i,-0.00011329-0.00073423i,0.00095515-0.00061557i,0.0020363-0.00025299i,0.0014782-0.00050458i,0.0008265-0.00065108i,0.00038904-0.00026241i,0.00020493+9.3837e-05i,2.66e-05-2.9578e-05i,-0.00043877+0.00021016i,-0.00077105-8.606e-05i,-0.00054914-0.00010327i,-0.00027582+0.00021356i,-1.8447e-06-0.00048129i,-1.6658e-05-0.00051783i,-6.111e-05+0.00021357i,-0.00019173+0.00047639i,-0.00034185+0.00081991i,-0.00022486+0.0010579i,-0.00070584+0.00076192i,-0.0010734+0.00018869i,-0.00057283-2.5052e-05i
0.0022232-6.1615e-05i,0.0027186-0.00031388i,0.0028677-0.00099715i,0.002396-0.0014797i,0.00078084-0.0013467i,-0.00022354-0.001129i,-0.00030161-0.0012049i,-8.0483e-05-0.0013847i,0.00023026-0.00097573i,0.00065608-0.00063382i,0.0002921-0.00083014i,-0.00069669-0.00040219i,-0.0010759+0.00019334i,-3.4044e-06+6.5137e-05i,0.00013429-0.00023555i,-0.00077209-0.00077756i,-0.00036925-0.0012267i,0.00025191-0.00088506i,-0.00016853-0.00058396i,-0.00020771-0.00064794i,-0.00048999-0.00029723i,-0.00034815-5.4012e-05i,0.00033353+0.00056182i
0.00065399+0.0012829i,0.00090552+0.00036232i,0.0011059-0.00073229i,0.0020828-0.0017318i,0.0027406-0.0010513i,0.0027344+0.00016158i,0.001298-0.00016724i,0.00018169-0.00079425i,0.00074335-0.0007764i,0.00054532-0.00058502i,0.00045015-0.0010733i,0.00089542-0.0018234i,0.00052024-0.0016092i,-0.00015257-0.00034253i,-0.00078218+0.00054888i,-0.0011723+0.00048965i,-0.00072291+0.00023023i,-0.00046445-0.00011688i,-0.00026119-0.00091502i,-0.00024104-0.00075197i,-0.00057766-0.00010617i,-0.00079834-0.00062663i,-0.00059197-7.2093e-05i
-0.00017126-0.00062201i,0.00036914+0.00048049i,0.00065336+0.0011293i,0.0010182+0.0012891i,0.0012586+0.00029842i,0.00021701-0.00094264i,-0.00043581-0.0015031i,9.5491e-05-0.0010185i,0.00068644-0.00026009i,0.00057916+3.6923e-05i,-0.00024561-0.0002284i,-0.00057664-0.00031885i,-0.00068808+7.3599e-05i,-0.00068693+7.5443e-05i,-0.00020613-0.00059626i,0.00038643-0.00072714i,0.00031349-0.0003824i,0.00047408+0.00032397i,0.00038699+0.00051488i,-0.00029055+3.0143e-05i,-0.00052555+0.00014886i,-0.00057241+4.1723e-05i,-0.00053456-0.00057886i
-0.00053732+0.00061035i,-0.000242+0.00039467i,-0.00026809+8.7443e-05i,-0.00048719+0.00017921i,0.0012166+0.00030007i,0.0018585+0.00026625i,0.00040414-0.00012754i,-0.00029763-0.0003532i,-0.00027015-0.00039274i,-0.00046306-0.00040702i,-0.00031993-0.00055871i,0.00056057-0.00043497i,0.0014074+0.00018194i,0.00039611+0.0002056i,-0.00067024-0.00070313i,-0.00024724-0.0010096i,0.00041084+0.00012081i,0.00025961+0.00080475i,0.00063381+8.3181e-05i,0.00057502-0.00016537i,0.00015198-0.00025728i,0.00029201+4.354e-05i,-0.00010345+0.0006496i
0.0011898-0.0018963i,0.001402-0.0013111i,0.0004191-0.0011828i,-0.00080984-0.0012642i,-0.0010944-0.0011521i,-0.0001528-0.0001761i,0.00045955+0.0002621i,0.00047233-0.00059304i,0.00043241-0.00076354i,-0.0002363-0.00035511i,-0.00045613-0.00013447i,0.00034752+6.2106e-05i,0.0010875-9.0319e-05i,0.00099598-0.00047672i,0.00041101-0.00099191i,0.0001169-0.00072297i,0.00043425-0.00049275i,0.00044564+9.4742e-06i,0.000679+0.00026892i,0.00094261+6.5807e-05i,0.00058017+4.3781e-05i,0.00082153+0.00067251i,0.00058353+0.0012214i
-0.00052513+0.00039932i,-2.7543e-05-0.00020478i,0.00038641-0.001147i,0.0012095-0.001496i,0.0013422-0.00087611i,0.0010624-0.00032568i,0.00092354-0.00063115i,0.00018-0.0012472i,0.00012785-0.0014764i,0.00013284-0.00082022i,0.00028187+0.00041549i,0.000596+0.0005898i,0.00061118+8.3323e-07i,-0.00051851-0.00030458i,-0.0015583-0.00076587i,-0.0011476-0.00084218i,-0.00036-0.00091631i,0.00067841-0.0010142i,0.0012065-6.3928e-05i,0.00069326+0.00061788i,4.0121e-05-0.00017835i,0.00024936-0.00064595i,0.00086776+0.00014885i
0.0015698-0.0016624i,0.0017483-0.0010564i,0.0007063-0.0016928i,-0.00068696-0.001816i,-0.00087195-0.0011243i,-0.00024136-0.00094319i,4.7468e-05-0.00070675i,-0.00015944-0.00058921i,0.00045436-0.00081852i,0.0009948-0.00041959i,0.00062619-0.00014111i,0.00093824+0.00027129i,0.00095893+0.00035948i,0.00090988-6.7369e-05i,0.0011186-0.00033575i,0.00060777-0.0003126i,-8.9679e-05+0.00041069i,-0.0014026+0.0011438i,-0.0015968+0.00097679i,-0.00035932+0.0008465i,0.00015239+0.00081093i,-0.00034297+0.00077076i,-0.00042251+0.00088969i
2.525e-05-0.001082i,-0.0010437-0.0013794i,-0.00089585-0.0016222i,-0.0007152-0.002048i,-0.00075315-0.0020859i,-0.00070505-0.00085605i,-0.00034014+0.00015169i,0.00012177+0.00032331i,0.00046881-0.00011639i,0.00097257-0.00046711i,0.00051815-8.6638e-05i,0.00020025+0.00031334i,0.00048989+0.00017674i,-0.00023207-0.00016987i,-1.0572e-06-0.00051329i,0.00059808-0.00029777i,2.9262e-05+0.00038145i,0.00016652+0.00029636i,0.00051059-0.00010539i,0.00031783-0.0004127i,0.0001177+4.1464e-06i,-0.00024097+0.00073497i,-0.0010028+0.00055174i
-0.00049205-0.0010827i,0.00033853-0.00034033i,0.00069654-0.00058806i,9.5278e-06-0.00046482i,0.00014579-0.00016963i,0.0011103-0.0010855i,0.00060866-0.0019125i,6.5923e-05-0.0013298i,0.00040752-0.00082859i,0.00074933-0.001468i,0.0008502-0.0010208i,0.0008261+0.00025014i,0.00034116+0.00035869i,0.00024012-0.00071005i,0.00052345-0.0013094i,0.00036232-0.00087221i,-0.00035143-0.0010827i,-0.0012086-0.00056908i,-0.0014431+0.0006321i,-0.00087692+0.00031583i,7.6334e-05-0.00070496i,0.00053307-0.0014125i,0.00051795-0.001523i
-0.00050423+0.00029456i,-0.00056103+0.0006202i,-0.00049354+0.0014753i,-0.00092891+0.00097977i,0.00041886-0.00024251i,0.0024854-0.00059029i,0.0025575-0.00105i,0.0011153-0.001201i,0.00029964-0.0010355i,0.0001875-0.00088898i,0.00010638-5.9329e-05i,9.1784e-05+0.00017419i,0.00034068-0.00028917i,-0.00011261-6.3258e-05i,-0.00059281+3.4834e-05i,-0.00072097-0.00039332i,-0.0010043-0.00044632i,-0.00058765+4.856e-05i,-0.00030597+0.0002581i,-9.6553e-05-0.00022486i,0.00025917+4.3386e-05i,4.909e-06+0.00062254i,-0.00064022+0.00052744i
-0.00049122-0.0020221i,2.7698e-05-0.0027419i,0.00052028-0.0024192i,-0.00023803-0.0007443i,-0.0012752+0.00024009i,-0.00011219+0.0012491i,0.00091543+0.00073979i,0.0010811-0.00022456i,0.0012259-0.00050333i,0.00085846-0.00047946i,3.4431e-05-0.00017066i,0.00021616-0.00013759i,0.00044197+7.806e-06i,0.00026719-0.00047002i,0.00033928-0.0012019i,0.00038507-0.001262i,4.5226e-05-0.00098035i,-0.0004632-0.00050891i,-0.00033982+0.0002076i,-0.00052355+0.00062072i,-0.00051855+0.00075401i,-0.00013429+0.00055557i,-0.0001949-8.0957e-05i
-0.00030593+0.00034136i,-0.00063433-0.00021231i,-0.00099851-0.00087965i,1.1083e-06-0.00031838i,0.0011589+4.6915e-05i,0.0014394+0.00016603i,0.0013831+0.00022827i,0.0006606+3.4641e-05i,6.2152e-05-0.00067013i,0.00032299-0.0012409i,0.00033862-0.00062926i,0.00038596-0.00014101i,0.00084953-0.00043175i,0.00065746-0.00049048i,6.3231e-06-0.00022541i,-0.00013977+0.00024753i,9.2291e-05+0.00079917i,0.00038411+0.00023981i,0.00087496+0.00020539i,0.00022209+0.0001925i,-0.0005236+0.00026782i,-3.2929e-05+0.00061861i,4.382e-05+5.084e-05i
0.0012446+0.0014014i,0.0028458+0.00056051i,0.0039667-0.0015118i,0.0029201-0.0013695i,0.0012922-0.00041049i,0.00068709-0.00027472i,0.00043445-0.00019497i,0.00024557+5.1992e-05i,0.00024558+0.0005464i,0.00028698+0.00062924i,-1.5983e-05-0.00030103i,-6.2731e-05-0.00044299i,0.00053986+0.00023722i,8.3238e-05+0.00010846i,-0.00059204-7.659e-05i,-0.00041562-0.00044737i,0.00054599-0.00013572i,0.00075551+0.0011695i,0.00049049+0.0008306i,0.00064786+0.00044534i,0.00035939+0.00045035i,-5.0324e-05-0.00041639i,-3.9851e-05-0.00050301i
-0.0015196+0.00080581i,-0.0014266+0.00035796i,-0.00033508+0.00051277i,0.0014841+0.00073905i,0.0016475+0.00087669i,0.0014283+0.00041334i,0.00097124-0.00047552i,-0.00036636-0.00053195i,-0.00088247-0.00073156i,-0.00031227-0.0011029i,5.2126e-05-0.00050837i,0.00031412-0.00019376i,4.5804e-05-4.8125e-05i,1.4033e-05+0.0006638i,0.00023036+0.0012569i,-0.00010227+0.0006576i,-0.00035974+3.4672e-05i,1.9893e-05-0.00021237i,0.00050312-0.00041188i,0.00041057-0.00012422i,2.6868e-05-0.00016111i,-0.00026535-6.3563e-05i,-0.00057934+0.00033767i
0.00051821-0.0021961i,0.00085279-0.0020667i,0.00028886-0.0029493i,-0.00080296-0.0023865i,-0.0012934-0.00029294i,-0.00014303+0.0012135i,-3.4433e-05+0.0002928i,-0.00074759-0.00099869i,-0.00043347-0.0010063i,-0.00031272-0.00082539i,0.00020293-0.00052747i,0.00076806+3.1739e-05i,0.00083483+0.00089402i,0.00044593+0.00094921i,0.00064942+0.00048294i,0.00070576+0.00025785i,-0.00074649+0.00035993i,-0.00086798+8.034e-06i,0.00020598-0.00036677i,5.8616e-05-0.00013648i,-0.00044461-3.0783e-05i,-0.00056515-0.00030351i,-0.00028073-0.00052073i
-0.00066897+0.0010709i,-0.00073604+0.0015922i,-0.00086541+0.0027215i,0.00020016+0.0025259i,0.0016409+0.0014671i,0.0023045+6.6646e-05i,0.0017115-0.0010273i,0.00076372-0.00058999i,0.00029247+0.00026761i,-0.00030782+6.2169e-05i,-8.5334e-05+0.00034541i,-0.0003483+0.00026936i,-0.0011991+0.00015357i,-0.00084318+0.00060561i,-0.00012146+0.00051075i,-0.00014214+0.00017037i,-0.00019062-0.00010432i,0.00017289-1.7202e-05i,0.00020113-0.00028847i,6.9201e-05-0.00041594i,0.00032536+3.3406e-05i,0.00073642-3.5335e-05i,0.00069737+1.9958e-05i
-0.0013761-0.0011749i,-0.0018832-0.0011026i,-0.0018502-0.001106i,-0.0010109+0.00049763i,0.00030964+0.0018175i,0.0013601+0.0014113i,0.0011579+0.00046815i,0.00054674+4.3637e-05i,0.00037776+0.00030188i,0.00086395+0.00024756i,0.0011895-4.6846e-05i,0.00051356+9.2541e-05i,0.00044458-4.5267e-05i,0.00095488-0.00027678i,0.00087402-5.3878e-05i,0.00055954-0.00022319i,5.6935e-05-0.00022027i,-0.000373-0.00033784i,-6.8351e-05-0.00015867i,-0.00022369+0.00059534i,-0.00033093-0.00023429i,0.00066736-0.0010577i,0.000787-0.00076124i
0.0010578+0.0010505i,0.0014496-0.00029566i,0.00079508-0.0013263i,0.00035985-0.001687i,0.0013711-0.0015512i,0.0018187-0.0015755i,0.0010065-0.0014205i,0.00031905-0.00093299i,1.2636e-05-0.00073341i,0.00014158-0.00079187i,0.00055028-0.00032388i,0.00035037-0.00056211i,-0.00019949-0.0011253i,-0.00058646-0.00017585i,-0.00094022+0.00058855i,-0.00087966+0.00011107i,-0.000596-5.6484e-05i,-0.00053571-0.00028129i,-8.1232e-05-0.00089699i,0.00024567-0.0010858i,0.00018496-0.0012547i,0.00031905-0.0010571i,0.00024625-0.00047264i
0.00036528-0.0014204i,0.00032288-0.0017703i,0.00043455-0.001286i,0.00080314-0.00088837i,0.0011823+0.00015673i,0.0013514+0.00044565i,0.001033-1.0504e-05i,0.00068125-0.00083756i,0.00068609-0.0011305i,0.0006931-0.0013377i,0.00026282-0.00090967i,0.00012562-1.737e-05i,0.00029365+0.00027346i,0.00054893+0.00044541i,0.00060691-5.3938e-05i,5.514e-05-0.0011641i,-3.5776e-06-0.00031713i,0.00062391+0.00060636i,-0.00016393+0.00015442i,-0.0011209-0.00017823i,-0.00051342+0.00021584i,0.00022508+0.00035926i,0.00031541+0.00011906i
-0.00053127+0.00039248i,-0.00043483-0.00027244i,-0.00015143-0.0010286i,0.00014275-0.00044257i,0.00019585+0.00055989i,0.00067097+0.0006507i,0.00072742+0.00031996i,0.00031398+0.00031625i,0.00017521+0.0006606i,0.00015887+0.00021978i,0.00022261-0.00052697i,0.00020224-0.0009937i,0.00028839-0.00099257i,0.00020133-0.00042282i,7.9273e-05-0.00012635i,-5.1339e-05-0.00050933i,7.1003e-05-0.00013569i,-0.0002529+0.00071997i,-0.00033939-2.3922e-05i,-0.00035671-0.00099688i,-0.00059704-0.00073039i,-0.00063696-0.00014873i,-0.00058559-0.00059869i
