0.0011123-0.00079483i,0.00083912-0.0019356i,-2.1499e-05-0.0033936i,-0.0002778-0.0034572i,-0.00087343-0.0022236i,-0.0011394+0.00011565i,-0.00027617+0.001173i,0.00077678+0.0011887i,0.0013299+0.00064661i,0.0015393-0.00072285i,0.00063154-0.00080106i,-0.00048482-0.00072971i,-0.00018235-0.00049044i,-9.114e-05-4.7738e-05i,-0.0010282+0.00017547i,-0.0015539+0.00037477i,-0.00075576+1.6037e-05i,2.218e-05+0.00038602i,-0.0001615+0.00096401i,-0.00024899+0.0006166i,-0.00026907-0.00029484i,-0.0010289-0.00091236i,-0.00094164-0.0003435i
-0.027328+0.026785i,-0.090563+0.051417i,-0.19179+0.081395i,-0.22922+0.10285i,-0.14199+0.093766i,-0.02933+0.029375i,0.0017261-0.069215i,-0.015864-0.11442i,-0.013528-0.088117i,-0.0043983-0.052652i,-0.013201-0.031454i,-0.021802-0.0088177i,-0.018247+0.0097477i,-0.011794+0.016608i,-0.0062867+0.02063i,0.0023807+0.031833i,0.0075011+0.04571i,-0.0015473+0.043762i,-0.016907+0.025022i,-0.020864+0.013716i,-0.0098752+0.011219i,0.0034011+0.0084963i,0.0080747+0.0070272i
0.014654+0.010663i,0.048162+0.037535i,0.095601+0.054669i,0.086095+0.045532i,0.014974+0.03804i,-0.033614+0.060181i,-0.05591+0.084038i,-0.093915+0.081007i,-0.10323+0.06299i,-0.068477+0.038102i,-0.044506+0.022603i,-0.032336+0.023409i,-0.013706+0.018249i,0.00036452-0.0043615i,0.0067595-0.033188i,0.012046-0.057936i,0.024144-0.072169i,0.036639-0.062544i,0.041299-0.031501i,0.040545-0.010276i,0.02955-0.0087581i,0.013313-0.011314i,0.0055367-0.014683i
0.039969-0.029058i,0.12644-0.075042i,0.24275-0.12108i,0.27669-0.14206i,0.17503-0.11178i,0.082578-0.0044191i,0.10475+0.10837i,0.15038+0.13284i,0.12326+0.087876i,0.066395+0.044443i,0.037957+0.017874i,0.028811-0.0097506i,0.018465-0.030225i,0.0075365-0.026061i,-0.0048415-0.0086378i,-0.025986+0.0046509i,-0.042395+0.013275i,-0.030387+0.01667i,-0.00386+0.010787i,0.0054724+0.0021978i,0.00083697+0.0015212i,0.002398+0.0089256i,0.0072598+0.011649i
0.0011719-0.016085i,-0.0081478-0.064402i,-0.01868-0.13465i,-0.012186-0.15559i,0.014764-0.10827i,0.031759-0.093518i,0.046501-0.1353i,0.064186-0.16704i,0.057045-0.14249i,0.035714-0.07924i,0.028907-0.035372i,0.020474-0.019235i,0.0072516-0.0029831i,0.006065+0.015112i,0.017444+0.032448i,0.037024+0.046128i,0.050457+0.052003i,0.040669+0.042713i,0.01488+0.020357i,-0.0080345+0.0037893i,-0.018274-0.0033519i,-0.018381-0.0048137i,-0.010554+0.0041408i
-0.033317+0.017856i,-0.11048+0.054073i,-0.20981+0.12185i,-0.23318+0.16154i,-0.16534+0.10425i,-0.13036-0.013295i,-0.18072-0.085289i,-0.21034-0.069385i,-0.15674-0.022546i,-0.076879+0.0020648i,-0.027287+0.0055663i,-0.0060069+0.0058951i,0.0026793+0.0071401i,0.0058819+0.0013i,0.011634-0.017227i,0.022401-0.041297i,0.02869-0.060435i,0.021066-0.059392i,0.0078729-0.036628i,0.0032517-0.014282i,0.0030011-0.0025869i,-0.0049329+0.0053946i,-0.017002+0.008898i
-0.012591+0.056172i,-0.023381+0.17978i,-0.034849+0.31107i,-0.040701+0.3248i,-0.0418+0.22205i,-0.038856+0.14808i,-0.014808+0.16959i,0.018983+0.19661i,0.042222+0.15554i,0.036355+0.079817i,0.015984+0.034042i,0.01203+0.020968i,0.014168+0.011196i,0.0027598+0.0034148i,-0.020928+0.0052008i,-0.04955+0.015899i,-0.070929+0.031926i,-0.072186+0.038712i,-0.0522+0.028744i,-0.025781+0.015233i,-0.00060214+0.0047841i,0.021305-0.0085151i,0.02559-0.021688i
0.013225-0.017827i,0.046607-0.062675i,0.1076-0.1096i,0.14586-0.11272i,0.13835-0.050412i,0.16018+0.043711i,0.21696+0.062322i,0.21378+0.0044257i,0.13762-0.026293i,0.068472-0.013083i,0.025331+0.0037998i,-0.0031531+0.022567i,-0.006812+0.036833i,0.0050634+0.031112i,0.012584+0.015878i,0.011807+0.0083298i,0.0063316+0.0084539i,0.0043387+0.010473i,0.0094201+0.011023i,0.014005+0.011318i,0.010931+0.0087205i,0.00042268-0.00040788i,-0.0031084-0.007176i
0.046459-0.088996i,0.11559-0.24153i,0.15334-0.42968i,0.10185-0.45323i,0.042254-0.26567i,0.042074-0.10682i,0.019443-0.10305i,-0.058412-0.11748i,-0.094872-0.061558i,-0.062825-0.0091485i,-0.027625-0.0018636i,-0.018466-0.0068835i,-0.011658-0.012142i,0.001163-0.021231i,0.016281-0.025649i,0.02921-0.03061i,0.033951-0.037006i,0.032209-0.0313i,0.029455-0.0091308i,0.027993+0.0080023i,0.026833+0.011002i,0.025499+0.01814i,0.017717+0.024664i
0.0070889+0.037721i,0.0036821+0.076926i,-0.01863+0.10902i,-0.044442+0.097536i,-0.080504+0.052209i,-0.14143+0.0086991i,-0.18088+0.00081243i,-0.13659+0.02633i,-0.052814+0.023184i,-0.012288-0.0047435i,-0.0023181-0.01533i,0.013749-0.022539i,0.015832-0.032395i,-0.0029969-0.020672i,-0.017841+0.0045821i,-0.018456+0.023758i,-0.013448+0.032539i,-0.012294+0.027428i,-0.015632+0.0067897i,-0.023127-0.013458i,-0.030639-0.021592i,-0.026292-0.023401i,-0.012902-0.020151i
-0.092384+0.063855i,-0.18745+0.20401i,-0.21565+0.38614i,-0.11697+0.42676i,-0.022103+0.25542i,-0.027482+0.078557i,-0.017436+0.051554i,0.054946+0.050244i,0.087759+0.0035843i,0.059379-0.020862i,0.02655-0.012677i,0.0045137-0.00036666i,-0.0063311+0.014041i,-0.0015119+0.020395i,0.0064927+0.0067692i,0.0085539-0.01934i,0.0093375-0.043147i,0.0073217-0.053926i,-0.0036149-0.043615i,-0.0099416-0.013093i,-0.0059806+0.019926i,-0.008217+0.034424i,-0.010195+0.03147i
0.024097-0.035542i,0.042402-0.04835i,0.04777-0.018595i,0.053637+0.012451i,0.093056-0.005461i,0.15221-0.017421i,0.16424+0.0030187i,0.10042+0.024272i,0.021256+0.041788i,-0.0051577+0.045191i,-0.0035892+0.023219i,-0.0094865+0.0035756i,-0.0077994-0.0017357i,0.0039575-0.007486i,0.01165-0.010079i,0.0099267+0.0010389i,0.00066556+0.015907i,-0.0058265+0.027744i,-0.00010133+0.039773i,0.012948+0.03684i,0.023403+0.012662i,0.028677-0.01109i,0.023703-0.019194i
0.031975+0.0052085i,0.069001-0.059404i,0.042485-0.21718i,-0.05148-0.2885i,-0.073151-0.12847i,0.02835+0.04032i,0.089005+0.033081i,0.039579-0.010942i,-0.00048797+0.0072938i,0.0070972+0.024059i,0.020289+0.018843i,0.031774+0.013422i,0.035516+0.0045082i,0.024177-0.0071393i,0.0063234-0.00033274i,-0.0027183+0.025771i,0.0020895+0.049919i,0.011855+0.048747i,0.016471+0.020249i,0.0054905-0.0084547i,-0.015663-0.018285i,-0.030706-0.013305i,-0.029794-0.0071516i
-0.0092549-0.052992i,0.0054017-0.15561i,0.031632-0.24727i,-0.0047156-0.20843i,-0.11766-0.063524i,-0.20509+0.035461i,-0.2073+0.016937i,-0.14563-0.032932i,-0.068184-0.037076i,-0.015691-0.013029i,0.0018202+0.0073103i,0.0023207+0.016453i,0.00036233+0.020447i,0.00062284+0.025131i,0.0026964+0.012696i,0.0016262-0.023659i,-0.00055925-0.053135i,-0.0007392-0.052487i,-0.0043062-0.028262i,0.00017742+0.00038625i,0.022255+0.016828i,0.039863+0.015844i,0.030761+0.0070203i
0.068656+0.022843i,0.16352+0.12811i,0.28022+0.26245i,0.31175+0.2405i,0.17516+0.038448i,-0.026116-0.097953i,-0.097898-0.06178i,-0.047598-0.0073411i,-0.013826-0.015677i,-0.020475-0.027142i,-0.023866-0.023466i,-0.022624-0.018796i,-0.023244-0.011845i,-0.023638-0.003772i,-0.025424+0.0018663i,-0.035767+0.010094i,-0.051989+0.027113i,-0.055279+0.038068i,-0.03973+0.024285i,-0.028302-0.0019151i,-0.034392-0.017774i,-0.036223-0.019672i,-0.019146-0.018963i
-0.10171+0.078954i,-0.24233+0.18313i,-0.32822+0.26978i,-0.20323+0.24232i,0.03553+0.11291i,0.17933+0.010657i,0.21289-0.0024884i,0.18752+0.012998i,0.12747+0.018314i,0.066052+0.012932i,0.024497+0.0035481i,0.013183-0.00017887i,0.022416-0.0017762i,0.032876-0.0089375i,0.042797-0.015009i,0.050414-0.018594i,0.045645-0.025903i,0.028826-0.036915i,0.011926-0.038821i,-0.00090447-0.023202i,-0.0064355+0.001457i,-0.0060785+0.02725i,0.00090522+0.040227i
-0.00094136-0.14282i,-0.0099148-0.35713i,-0.061611-0.53108i,-0.14275-0.43416i,-0.10851-0.11924i,0.060541+0.080798i,0.13219+0.06041i,0.051736+0.018149i,-0.0042765+0.043482i,0.020848+0.05448i,0.034359+0.032844i,0.016748+0.028404i,0.012333+0.035254i,0.019209+0.033837i,0.025197+0.026097i,0.03668+0.0027612i,0.045786-0.032891i,0.041219-0.041254i,0.036185-0.0053929i,0.049911+0.023533i,0.066772-0.00051122i,0.055462-0.048821i,0.024183-0.059966i
0.16847+0.11443i,0.38344+0.26642i,0.51877+0.34778i,0.40635+0.24223i,0.16715+0.082826i,0.0033721+0.040136i,-0.041386+0.048218i,-0.042855+0.020705i,-0.046927-0.025001i,-0.045928-0.04777i,-0.024572-0.040057i,-0.0063226-0.033299i,-0.017749-0.036137i,-0.047344-0.035392i,-0.074208-0.014132i,-0.080999+0.03079i,-0.060404+0.072971i,-0.024256+0.077269i,-0.0037872+0.037585i,-0.015859+0.00039058i,-0.034769+0.0062699i,-0.032316+0.030562i,-0.019728+0.029409i
-0.2001+0.087758i,-0.41228+0.24931i,-0.45877+0.43288i,-0.23596+0.45642i,-0.086663+0.27936i,-0.18041+0.12784i,-0.22168+0.11951i,-0.077962+0.10057i,0.04018+0.024121i,0.032127-0.0044149i,0.006942+0.015158i,0.019525+0.010352i,0.035941-0.01736i,0.045662-0.033749i,0.043887-0.047663i,0.019733-0.058054i,-0.0056966-0.050595i,-0.016577-0.026111i,-0.017584+0.0045896i,-0.0095999+0.027192i,0.008823+0.036887i,0.027514+0.033655i,0.028478+0.022746i
0.041253-0.258i,0.060706-0.58044i,0.013562-0.7943i,-0.088209-0.67108i,-0.13069-0.39339i,-0.10116-0.24277i,-0.074447-0.16748i,-0.060164-0.075105i,-0.037085-0.0044099i,-0.014074+0.022077i,-0.016832+0.024567i,-0.028734+0.041942i,-0.020111+0.073661i,0.00040143+0.083575i,0.018152+0.06163i,0.023228+0.021313i,0.0013243-0.012482i,-0.032363-0.015728i,-0.040564+0.00061306i,-0.025685+0.0022738i,-0.025118-0.018003i,-0.03785-0.035877i,-0.028981-0.042641i
0.15758+0.17736i,0.32463+0.30115i,0.38652+0.24541i,0.29334+0.0083403i,0.25663-0.14125i,0.33535-0.14477i,0.29742-0.12244i,0.11651-0.044948i,0.010224+0.037752i,0.0060139+0.029489i,0.0049255-0.010098i,-0.019046-0.029397i,-0.050997-0.034184i,-0.063253-0.024657i,-0.043043-0.006467i,-0.0020313+0.0074369i,0.043245+0.0049975i,0.060477-0.021019i,0.034045-0.05176i,-0.0013884-0.054597i,-0.0063943-0.029471i,0.015903+0.0012609i,0.03138+0.020435i
-0.25039+0.038206i,-0.51439+0.16335i,-0.60674+0.36392i,-0.40456+0.55541i,-0.13832+0.64782i,0.008065+0.58606i,0.054943+0.36685i,0.049711+0.12391i,0.058101+0.022378i,0.10187-0.0062308i,0.10904-0.037078i,0.097449-0.043311i,0.11073-0.05331i,0.10779-0.068876i,0.072072-0.058634i,0.031932-0.038476i,0.016013-0.024542i,0.034126-0.011719i,0.059474+0.0027739i,0.067167+0.0072995i,0.055842-0.0068685i,0.022151-0.024793i,-0.012714-0.018157i
0.14296-0.16252i,0.28657-0.30136i,0.31109-0.28139i,0.11743-0.121i,-0.18377-0.084698i,-0.37328-0.16933i,-0.32011-0.20386i,-0.1552-0.18404i,-0.076798-0.12698i,-0.057183-0.02576i,-0.025296+0.036879i,-0.0034989+0.06041i,0.013084+0.087094i,0.017961+0.088894i,0.0028663+0.067752i,-0.011624+0.065073i,-0.029956+0.09006i,-0.042721+0.10467i,-0.032876+0.078698i,-0.022255+0.040997i,-0.023145+0.035412i,-0.014197+0.050504i,-0.0016916+0.040714i
0.017579+0.14228i,0.052988+0.21394i,0.09311+0.071218i,0.16157-0.24075i,0.2815-0.41246i,0.36281-0.35904i,0.30424-0.18406i,0.20752-0.0066201i,0.14574+0.043585i,0.056421+0.021472i,-0.016247+0.031978i,-0.049723+0.036704i,-0.077169+0.022641i,-0.064396+0.0074344i,-0.015218-0.020012i,0.025945-0.055069i,0.046337-0.083166i,0.03849-0.082464i,0.0099704-0.049601i,-0.003604-0.02069i,-0.0010608-0.026959i,-0.0038878-0.043579i,-0.0065452-0.032176i
-0.13552-0.17657i,-0.30425-0.43076i,-0.43877-0.61319i,-0.40084-0.38523i,-0.13972+0.18505i,0.18472+0.55238i,0.29457+0.44033i,0.16249+0.17273i,0.047742+0.041212i,0.047784-0.031244i,0.042855-0.089106i,0.042492-0.10215i,0.062023-0.11226i,0.042575-0.10678i,-0.0053289-0.059148i,-0.054665-0.012772i,-0.097334+0.001119i,-0.1062+0.0032077i,-0.063967+0.014464i,-0.0029651+0.014735i,0.024422-0.0073233i,0.006548-0.024189i,-0.015796-0.025335i
0.26151+0.059037i,0.60009+0.13901i,0.8589+0.20684i,0.64249+0.11638i,0.010879-0.093635i,-0.45509-0.17613i,-0.44658-0.10204i,-0.25237-0.02615i,-0.15038+0.035967i,-0.076965+0.10377i,0.0020803+0.095332i,0.0099771+0.04558i,-0.0086925+0.051953i,0.0044331+0.073442i,0.019206+0.067948i,0.032636+0.069583i,0.061146+0.087253i,0.077748+0.085784i,0.057987+0.053657i,0.025609+0.035236i,0.029655+0.048321i,0.065879+0.042358i,0.072284+0.0052955i
-0.14231+0.19002i,-0.21075+0.54365i,-0.091454+0.86128i,0.19421+0.75079i,0.36968+0.27571i,0.32854-0.072935i,0.25245-0.11327i,0.23768-0.037202i,0.23554+0.0027i,0.16822-0.010938i,0.063732+0.0094299i,0.022062+0.068128i,0.038028+0.075342i,0.056081+0.03446i,0.063811-0.020185i,0.047422-0.077886i,0.014942-0.10908i,-0.0026019-0.088396i,-0.0049735-0.043737i,-0.0066751-0.024842i,-0.01509-0.031759i,-0.028773-0.028078i,-0.036126-0.0048357i
0.024627-0.19804i,-0.056651-0.48022i,-0.30479-0.68605i,-0.49623-0.49222i,-0.41097+0.023366i,-0.19076+0.37939i,-0.060113+0.35599i,-0.040804+0.17665i,-0.029967+0.058672i,0.010756+0.0059451i,0.033613-0.035826i,0.026479-0.059844i,0.0033106-0.047866i,-0.033601-0.01191i,-0.068012+0.029248i,-0.088649+0.06852i,-0.11304+0.1009i,-0.131+0.10404i,-0.1014+0.077721i,-0.034989+0.048853i,0.011118+0.031491i,0.022728+0.027433i,0.031429+0.012139i
0.080103+0.085678i,0.24939+0.033625i,0.40757-0.21914i,0.2872-0.47112i,-0.042079-0.39624i,-0.18747-0.084987i,-0.12275+0.15874i,-0.076595+0.23275i,-0.090668+0.22571i,-0.06367+0.20588i,-0.0055175+0.1369i,0.0018616+0.052685i,0.0014595+0.021786i,0.038025-0.0037496i,0.06285-0.052506i,0.070017-0.10153i,0.082291-0.14017i,0.07939-0.14175i,0.045023-0.10064i,0.013445-0.034643i,0.010945+0.017305i,0.0093412+0.021942i,-0.0057945+0.013748i
-0.039964+0.048129i,-0.0010026+0.3014i,0.2237+0.7781i,0.62164+1.0365i,0.91681+0.73137i,0.85117+0.20599i,0.56048-0.13924i,0.29462-0.2245i,0.16456-0.17444i,0.10811-0.13816i,0.056535-0.076821i,0.058537+0.021971i,0.069294+0.067561i,0.033397+0.064994i,0.0034747+0.050645i,-0.011568+0.036056i,-0.03317+0.02427i,-0.051768+0.0085608i,-0.042148+0.0083004i,-0.01452+0.02171i,0.00065057+0.030825i,0.016708+0.033492i,0.035012+0.025715i
-0.014001+0.07639i,-0.11419+0.18737i,-0.3116+0.33534i,-0.51619+0.34778i,-0.78807+0.17694i,-0.9846+0.09192i,-0.78471+0.1732i,-0.36478+0.18992i,-0.097942+0.17326i,0.021562+0.17968i,0.062293+0.093469i,0.011247-0.030797i,-0.043578-0.095885i,-0.041471-0.11234i,0.0023464-0.12222i,0.04515-0.15087i,0.047205-0.15328i,0.03622-0.10888i,0.040458-0.069545i,0.029802-0.055598i,-0.0043197-0.048489i,-0.034563-0.0341i,-0.040497-0.015056i
-0.07014+0.00017187i,-0.12112-0.094043i,-0.065239-0.3676i,0.10464-0.63249i,0.36821-0.658i,0.50599-0.54495i,0.29217-0.36924i,-0.026406-0.14874i,-0.1883-0.019249i,-0.22592+0.048659i,-0.1571+0.13368i,-0.03809+0.17806i,0.050643+0.16496i,0.11371+0.11122i,0.13258+0.069557i,0.12639+0.068029i,0.13303+0.037406i,0.10414-0.01178i,0.039624+0.0055235i,0.0096032+0.062683i,0.010318+0.081579i,-0.0049875+0.059399i,-0.032885+0.030909i
-0.034139+0.0070314i,-0.096779+0.22078i,-0.23032+0.66086i,-0.33921+1.0711i,-0.27405+1.1355i,-0.059891+0.91637i,0.17875+0.56806i,0.24117+0.20211i,0.13657+0.020957i,0.073076-0.0022988i,0.069219-0.055897i,0.03387-0.11426i,-0.011984-0.088532i,-0.038059-0.020217i,-0.02656+0.026347i,0.014405+0.042207i,0.019461+0.053447i,-0.010089+0.05565i,-0.035697+0.03841i,-0.045323+0.025619i,-0.020912+0.01474i,0.024621-0.015851i,0.053593-0.047839i
-0.023787+0.013976i,-0.18334+0.011148i,-0.36675+0.050664i,-0.37424+0.12219i,-0.29403+0.061374i,-0.26717-0.082602i,-0.2524-0.089588i,-0.17036+0.0060555i,-0.11398+0.044149i,-0.14585+0.051718i,-0.14785+0.075493i,-0.097609+0.059461i,-0.061294+0.012802i,-0.0064096+0.0043478i,0.067157+0.012185i,0.10734-0.0043824i,0.1338-0.034765i,0.15855-0.066111i,0.14665-0.092241i,0.083513-0.096934i,-0.0066043-0.068168i,-0.076802-0.0098644i,-0.086232+0.043994i
0.15431-0.15387i,0.39816-0.6279i,0.55552-1.1519i,0.42855-1.2513i,0.23718-0.63629i,0.27085+0.082218i,0.2931+0.23094i,0.10478+0.084374i,-0.032413+0.0073145i,-0.025185-0.051798i,-0.0089285-0.06226i,0.038256+0.01145i,0.092052+0.041081i,0.050684+0.010745i,-0.035384+0.017042i,-0.061294+0.067934i,-0.035613+0.089024i,-0.023737+0.053177i,-0.030212+0.0090111i,-0.035549-0.017209i,-0.047132-0.024975i,-0.045026-0.01513i,-0.016837-0.0015364i
0.65381+8.3491i,3.2286+7.8577i,6.5255+6.9866i,7.1695+3.5614i,5.6801-0.31789i,2.9149-2.5883i,0.5275-2.0792i,-0.20247-0.60856i,0.23828+0.15871i,0.76309-0.062488i,0.47205-0.71297i,-0.35675-1.0866i,-1.127-1.0482i,-1.5642-0.59924i,-1.4222+0.012236i,-0.915+0.39266i,-0.40732+0.40168i,-0.030478+0.15691i,0.19212-0.11039i,0.26395-0.26456i,0.25774-0.36911i,0.17758-0.38758i,0.094385-0.23104i
-0.2696-0.16042i,-0.76328-0.30851i,-1.0896-0.0047034i,-0.68871+0.55134i,0.069097+0.6023i,0.36884+0.15714i,0.18707-0.094358i,0.066508-0.086675i,0.042949-0.16237i,-0.062231-0.22946i,-0.11439-0.14141i,-0.050229-0.039366i,0.01385-0.023783i,0.033217-0.047951i,0.02157-0.068773i,-0.0015264-0.060258i,-0.0076988-0.035363i,-0.012663-0.017977i,-0.015303+0.00019885i,-0.0087888+0.00028139i,-0.027206-0.00049137i,-0.056627+0.028536i,-0.060899+0.051092i
0.39833-0.087986i,0.95194-0.50637i,1.3675-1.1254i,1.1554-1.4045i,0.62532-0.95243i,0.37794-0.27852i,0.31783-0.023149i,0.16626-0.07992i,-0.016792-0.13354i,-0.10976-0.10383i,-0.080215-0.045544i,-0.013837-0.043975i,-0.026982-0.06248i,-0.084021-0.032039i,-0.090791+0.010669i,-0.044226+0.017168i,-0.0014784+0.0057385i,0.016699-0.0048363i,0.01483-0.013622i,-0.0077591-0.0007965i,-0.020734+0.028057i,0.0042487+0.037406i,0.044278+0.020271i
-0.17538+0.23494i,-0.39816+0.60171i,-0.57335+0.82524i,-0.52775+0.65718i,-0.19628+0.2514i,0.13682-0.11357i,0.20073-0.24859i,0.10817-0.12813i,0.023798+0.017294i,-0.053086+0.061276i,-0.08815+0.078632i,-0.058347+0.070144i,-0.026112+0.029654i,-0.00097718+0.0014728i,0.028404-0.0099973i,0.046187-0.031452i,0.049663-0.072434i,0.040333-0.097904i,0.025837-0.078208i,0.0159-0.030243i,0.0092145+0.0094625i,-0.0064124+0.019288i,-0.035701+0.017132i
0.024404-0.14886i,0.012215-0.16463i,0.053582+0.13362i,0.26974+0.50204i,0.38701+0.41383i,0.13454+0.1157i,-0.18233+0.10139i,-0.22047+0.18729i,-0.11689+0.14892i,-0.063601+0.07842i,-0.050661+0.02727i,-0.057801-0.00092037i,-0.051884-0.01295i,-0.031474-0.027645i,-0.024929-0.051867i,-0.041257-0.074057i,-0.059383-0.063821i,-0.044026-0.046617i,-0.018008-0.062086i,-0.013373-0.079242i,-0.018772-0.065749i,-0.017617-0.032817i,0.000276-0.00086726i
0.12035+0.1089i,0.41858+0.10034i,0.77423-0.27541i,0.76611-0.82i,0.35525-0.9254i,0.019975-0.57662i,-0.024936-0.27682i,-0.011843-0.17494i,-0.045476-0.095986i,-0.064406-0.0086185i,-0.058914+0.050154i,-0.038461+0.069578i,-0.036604+0.048586i,-0.063025+0.018852i,-0.093593+0.019186i,-0.10764+0.055719i,-0.091481+0.081166i,-0.064573+0.069891i,-0.055471+0.050323i,-0.05444+0.041281i,-0.042924+0.043895i,-0.018953+0.043985i,-0.00030108+0.027238i
-0.25769-0.096279i,-0.74347-0.13333i,-1.3062-0.0064099i,-1.412+0.24738i,-0.90776+0.32132i,-0.36387+0.10095i,-0.17722-0.0512i,-0.12081+0.015161i,-0.021321+0.067161i,0.041394+0.04081i,0.072589+0.0085554i,0.094806-0.017626i,0.084245-0.01408i,0.054466+0.02437i,0.037189+0.070906i,0.053069+0.10487i,0.074391+0.11403i,0.067823+0.10627i,0.058843+0.086976i,0.06253+0.049761i,0.066908+0.0055319i,0.059432-0.030023i,0.02933-0.043901i
0.21028+0.027918i,0.43269+0.030735i,0.56942+0.068055i,0.44488+0.093887i,0.087356+0.056428i,-0.23522+0.059782i,-0.3019+0.13485i,-0.16849+0.12439i,-0.056968+0.015419i,-0.024876-0.056145i,-0.022059-0.080469i,-0.048762-0.097326i,-0.067397-0.10087i,-0.054267-0.098291i,-0.038925-0.1026i,-0.044111-0.10788i,-0.059071-0.094698i,-0.042095-0.068816i,-0.005832-0.057648i,0.0093121-0.05899i,0.0033866-0.061727i,-0.01801-0.054503i,-0.031374-0.020362i
-0.14085-0.0011998i,-0.20945-0.016983i,-0.154-0.12392i,-0.0020736-0.28696i,0.11525-0.29681i,0.21298-0.13375i,0.303-0.058568i,0.2493-0.11924i,0.068483-0.1502i,-0.060204-0.09494i,-0.081291-0.02366i,-0.063702+0.019756i,-0.054437+0.044772i,-0.044841+0.063758i,-0.032783+0.086181i,-0.01102+0.12269i,0.033663+0.1344i,0.056078+0.088966i,0.032645+0.034008i,-0.0030294+0.011086i,-0.034346+0.014764i,-0.042878+0.030438i,-0.023659+0.031039i
0.047561-0.012667i,0.032718+0.031381i,-0.043854+0.19414i,-0.042279+0.39031i,0.077889+0.34921i,0.076925+0.063861i,-0.075164-0.11815i,-0.15158-0.093543i,-0.12689-0.025356i,-0.097589+0.023834i,-0.059869+0.060238i,-0.012087+0.07359i,0.023898+0.066809i,0.044919+0.032651i,0.052957-0.026997i,0.048272-0.095654i,0.022441-0.14097i,-0.005575-0.12429i,-0.0023061-0.065394i,0.018317-0.019378i,0.02902+0.00080164i,0.034851+0.00031325i,0.036149-0.013864i
0.032301+0.051036i,0.14239+0.055761i,0.3258-0.10146i,0.34579-0.34846i,0.15699-0.40541i,0.047213-0.23875i,0.073614-0.070011i,0.093139+0.013846i,0.087836+0.06432i,0.095982+0.063364i,0.10393+0.0057708i,0.092919-0.058672i,0.062539-0.088731i,0.025997-0.078254i,-0.0058143-0.047066i,-0.026196-0.010057i,-0.029781+0.027585i,-0.01504+0.042781i,-0.00035696+0.020638i,-0.0030158-0.010473i,-0.011259-0.024949i,-0.017564-0.020031i,-0.021277-0.0015823i
-0.060015-0.10556i,-0.25452-0.16665i,-0.54959-0.053734i,-0.64577+0.20646i,-0.44516+0.32634i,-0.26897+0.21367i,-0.22666+0.099663i,-0.13708+0.078545i,-0.0090693+0.01773i,0.025717-0.069469i,-0.020896-0.095664i,-0.067877-0.071865i,-0.089367-0.038918i,-0.091839-0.0030972i,-0.069923+0.013263i,-0.051776-0.010373i,-0.056941-0.039394i,-0.065247-0.037638i,-0.064263-0.013542i,-0.045573+0.0061797i,-0.016122+0.0086734i,0.0068291-0.0012025i,0.021274-0.011502i
0.0274+0.092668i,0.14265+0.15573i,0.32618+0.12403i,0.37875+0.018724i,0.20108+0.022318i,0.046726+0.15809i,0.058055+0.20128i,0.068457+0.08551i,0.014992-0.031947i,-0.038062-0.049384i,-0.054843+0.0040024i,-0.039773+0.050225i,-0.014363+0.058682i,0.012273+0.045255i,0.019762+0.041211i,0.01676+0.063381i,0.025783+0.07951i,0.033815+0.062417i,0.02923+0.039706i,0.016088+0.031432i,-0.0011208+0.027077i,-0.020789+0.025579i,-0.03401+0.025309i
-0.031796-0.11813i,-0.12875-0.30152i,-0.28377-0.48443i,-0.33749-0.5051i,-0.15841-0.36655i,0.079171-0.24545i,0.12853-0.20168i,0.039701-0.15401i,-0.033328-0.084183i,-0.041091-0.032567i,-0.0004338+0.0029114i,0.049758+0.011616i,0.060614-0.0079702i,0.041144-0.023905i,0.038814-0.030013i,0.06237-0.040182i,0.079419-0.051509i,0.066423-0.045841i,0.040225-0.026357i,0.020464-0.01446i,0.0064568-0.011055i,0.0077115-0.010156i,0.016975-0.005253i
0.050622+0.11337i,0.17617+0.30304i,0.35835+0.50742i,0.46741+0.50966i,0.36874+0.22357i,0.11376-0.10256i,-0.08196-0.18775i,-0.1135-0.0822i,-0.065112+0.016302i,-0.031044+0.038416i,-0.020911+0.0066739i,-0.011317-0.028982i,-0.0017585-0.040927i,-0.010263-0.029946i,-0.033551-0.007832i,-0.052883+0.0078181i,-0.055619+0.0063006i,-0.036731-0.012996i,-0.013982-0.033931i,-0.0069361-0.034725i,-0.011815-0.017431i,-0.020259-0.00018069i,-0.020628+0.0049188i
-0.030092-0.094731i,-0.070229-0.21926i,-0.11398-0.3625i,-0.17572-0.39037i,-0.21302-0.22251i,-0.15735+0.0066229i,-0.064778+0.12008i,-0.013468+0.12712i,0.021082+0.10364i,0.044357+0.066634i,0.030739+0.029712i,-0.0044303+0.012062i,-0.03074+0.013128i,-0.035692+0.024147i,-0.017328+0.037857i,0.0085512+0.049062i,0.019622+0.066297i,0.013927+0.081557i,0.00098404+0.068274i,-0.0095456+0.032652i,-0.0055514+0.0034994i,0.0060801-0.012009i,0.0024641-0.019255i
