-0.0016792+0.0007926i,-0.0012047-0.00086569i,-0.0010798-0.00041442i,-0.00056443+0.0010469i,3.8229e-05+0.0016572i,3.0453e-05+0.00099918i,-2.2498e-05+0.00091133i,0.00013145+0.0012333i,0.00045658+0.00064335i,0.00069057-0.00027955i,0.0011584-0.00035216i,0.00078447+4.1782e-05i,6.8202e-05+6.4279e-05i,-0.00036971-0.00021672i,-0.00017882+0.00020825i,0.0002004+0.00042924i,1.7406e-05-0.00061173i,-0.00051444-0.00061861i,-0.00030869+0.00027817i,-0.00010166+0.00056728i,-0.00027709+0.0001958i,-0.00084941-0.00093973i,-0.0011278-0.00099937i
-0.0049462+0.004862i,-0.011955+0.023291i,-0.021718+0.066648i,-0.012405+0.11101i,0.0096185+0.11806i,0.010124+0.093782i,0.0025358+0.067119i,0.0018816+0.043445i,-0.0061558+0.021341i,-0.0119+0.010855i,-0.0053774+0.010225i,0.0045049+0.01223i,0.013017+0.015059i,0.016643+0.013959i,0.012029+0.0064904i,0.0050983+0.0013094i,0.0012728+0.0014637i,0.00082792+0.0036161i,-4.1537e-05+0.0062644i,-0.0022885+0.006959i,-0.0031678+0.0066469i,-0.0030719+0.0040865i,-0.0034867+0.00093374i
-0.0076478-0.00054424i,-0.028153-0.00095527i,-0.058024+0.0042004i,-0.070589+0.027748i,-0.050989+0.051009i,-0.024822+0.033483i,-0.021552+0.0023173i,-0.023562-0.0017945i,-0.0091392+0.0046474i,0.0038159+0.0063072i,0.0088091+0.0083008i,0.0092545+0.0066259i,0.0029993+0.0022323i,-0.0024009+0.00024795i,-0.0014167-0.00042588i,0.0025696-0.00074637i,0.0052752-0.00091833i,0.0040091-0.0036495i,-0.0014497-0.0087312i,-0.0086182-0.0090623i,-0.011487-0.0041264i,-0.0080876-0.00048179i,-0.0044887-0.0010171i
-0.0011546-0.0059414i,-0.0086966-0.024469i,-0.033994-0.049065i,-0.077504-0.065263i,-0.1056-0.076927i,-0.087572-0.080747i,-0.050467-0.064808i,-0.019007-0.040698i,0.0020477-0.025027i,0.0063535-0.017975i,0.00084407-0.011104i,-0.0050524-0.006585i,-0.011599-0.003718i,-0.013972+0.0026488i,-0.0091001+0.0072679i,-0.0050716+0.0061136i,-0.0055125+0.0040524i,-0.0055475+0.0031791i,-0.0028442+0.00091814i,-0.0009929-0.0033848i,-0.0004216-0.004656i,0.00076603-0.0034272i,0.0018735-0.0027266i
0.0079766-0.0021202i,0.020203-0.0086692i,0.021057-0.028757i,-0.013803-0.054318i,-0.057402-0.054117i,-0.054079-0.029526i,-0.012965-0.021468i,0.0040237-0.029004i,-0.0071397-0.023272i,-0.014991-0.0080949i,-0.017192+0.00086053i,-0.013901+0.0034123i,-0.0042009+0.0012559i,0.0033235-0.0028626i,0.0028886-0.0025277i,-0.00092825+0.0022604i,-0.0024289+0.0057342i,0.00053711+0.006255i,0.0063852+0.0046524i,0.010815+0.0015333i,0.010369-0.0022052i,0.0072354-0.0025936i,0.0054462-0.0015066i
-0.00055883+0.0013716i,0.0099406+0.01076i,0.039052+0.0096802i,0.089156-0.020718i,0.13401-0.047806i,0.13717-0.022796i,0.096125+0.019299i,0.046627+0.034239i,0.012+0.035581i,0.0028912+0.032965i,0.0087469+0.022108i,0.01134+0.010136i,0.010381+0.0035513i,0.0068143-0.0018839i,0.00083416-0.006312i,-0.0026859-0.0081748i,-0.0037616-0.0080519i,-0.0036415-0.0063909i,-0.0020691-0.0035022i,-0.00080286-4.8553e-05i,-0.00059319+0.0016349i,-0.0011037+0.0022243i,0.00044217+0.0047914i
-0.0049126+0.0035821i,-0.0091679+0.010918i,0.0029945+0.013638i,0.05114-0.0082146i,0.095928-0.050917i,0.080192-0.075328i,0.041733-0.050183i,0.029804-0.010498i,0.031638-0.0022569i,0.025215-0.013584i,0.013011-0.019332i,0.0044193-0.013217i,0.00042554-0.001057i,-0.0028846+0.0088892i,-0.0051713+0.010754i,-0.0060306+0.0053696i,-0.006324+0.00038064i,-0.0052838-0.00022405i,-0.0049884+0.0017854i,-0.0052776+0.0053652i,-0.0052387+0.0084702i,-0.0039471+0.0080049i,-0.0025892+0.0070087i
-0.0020577-0.0047653i,-0.010278-0.0048419i,-0.0085459+0.019867i,0.0056938+0.082886i,0.0001979+0.13752i,-0.037863+0.12162i,-0.06636+0.055418i,-0.055032-0.0037937i,-0.03915-0.034146i,-0.038615-0.030277i,-0.034016-0.010721i,-0.024369-0.0017132i,-0.016287+0.00021716i,-0.0072547+0.003106i,0.0013656+0.0059064i,0.0058062+0.0075454i,0.0073362+0.0069103i,0.0078665+0.0045303i,0.0081652+0.0012711i,0.0062154-0.00089458i,0.0035778-0.001869i,0.0016839-0.003039i,-0.0028573-0.003753i
0.0086176-0.0074929i,0.012386-0.0063816i,0.007968+0.025063i,0.0028873+0.10389i,0.026497+0.16626i,0.071426+0.14304i,0.074855+0.065826i,0.028704+0.017799i,-0.00019629+0.017696i,0.0042682+0.02608i,0.010744+0.022114i,0.0078114+0.01073i,0.00039712-0.0013023i,-0.0047007-0.010548i,-0.0059029-0.013031i,-0.0039743-0.0095973i,-0.0015947-0.0059368i,-0.0021156-0.0021925i,-0.0035468+0.00041001i,-0.0028142-0.0021068i,-0.0022613-0.0064669i,-0.0035542-0.0066983i,-0.0050577-0.0046923i
0.0065924+0.010375i,0.0033711+0.017031i,-0.02537+0.021153i,-0.088403+0.0096221i,-0.12274-0.020383i,-0.076853-0.051749i,-0.003127-0.052756i,0.041031-0.02321i,0.055152-0.0051553i,0.047363-0.013898i,0.029661-0.023513i,0.017548-0.020185i,0.01203-0.012016i,0.0054802-0.0062211i,-0.0037596-0.0037903i,-0.011352-0.0013801i,-0.013245+0.0011737i,-0.010751+0.0029556i,-0.007257+0.0052788i,-0.004124+0.0058008i,-0.00099064+0.0042825i,0.0021463+0.003417i,0.0052761+0.00051249i
-0.00093663+0.0091322i,-0.018256+0.0079266i,-0.064445-0.01375i,-0.13776-0.055295i,-0.18858-0.061617i,-0.16663+0.0048229i,-0.083882+0.062619i,-0.017248+0.049542i,-0.0071861+0.017376i,-0.020382+0.0053622i,-0.022443+0.0051577i,-0.011276+0.0052342i,0.00084269+0.004349i,0.0085637+0.0066488i,0.012816+0.0071464i,0.011677+0.0033358i,0.0086462-0.0020468i,0.0040199-0.0072018i,-0.0019645-0.0098787i,-0.0024221-0.0066547i,0.00061797-0.0011261i,0.0020957-0.00030686i,0.0022393-0.0015822i
-0.0059607+0.0024311i,-0.013238-0.015241i,-0.007321-0.061054i,0.016959-0.1151i,0.039896-0.11974i,0.039-0.068663i,0.017746-0.016068i,-0.0087919+0.0078938i,-0.019988+0.020524i,-0.0079958+0.029976i,0.007034+0.028774i,0.0093898+0.019947i,0.0024905+0.012597i,-0.0022169+0.0077537i,-0.00015746+0.0017176i,0.003382-0.0050951i,0.0045112-0.0089813i,0.003904-0.0098105i,0.00091551-0.0078672i,-0.0028231-0.0042737i,-0.0041228-0.0022837i,-0.004333+0.00016441i,-0.0039612+0.0057284i
0.00033976-0.0084937i,0.020266-0.025384i,0.081359-0.047305i,0.16399-0.077221i,0.18033-0.1138i,0.0917-0.1252i,-0.014005-0.09243i,-0.050059-0.049552i,-0.03411-0.030155i,-0.012055-0.02708i,-0.0012257-0.022501i,-0.0020993-0.014005i,-0.005753-0.0067922i,-0.0096744-0.001473i,-0.012741+0.0036762i,-0.009328+0.0097412i,-0.00042483+0.014768i,0.0092256+0.014199i,0.013289+0.0078707i,0.010169+0.00034516i,0.0052162-0.0025587i,0.0034309-0.00074651i,0.0025405+0.0007544i
0.011784+0.0033649i,0.036173+0.016495i,0.074597+0.055549i,0.11152+0.095197i,0.12441+0.087231i,0.10081+0.039951i,0.068735+0.0096693i,0.050856+0.0024819i,0.025139-0.0042044i,-0.0053484-0.0021136i,-0.016708+0.0039404i,-0.013045+0.0034532i,-0.0061577-0.0024203i,-0.002232-0.010064i,-0.0010302-0.0094204i,0.0016193-0.0020322i,0.0037738+0.0035275i,0.0042046+0.0055127i,0.0047737+0.003902i,0.0041738-0.0006665i,0.004065-0.0041833i,0.0027424-0.0048025i,-0.0013781-0.005633i
0.002525+0.0087814i,-0.0089368+0.046647i,-0.039541+0.12369i,-0.066886+0.21238i,-0.051375+0.2314i,0.0023993+0.14763i,0.046636+0.040713i,0.057334-0.01396i,0.048949-0.02057i,0.035478-0.0086809i,0.023114+0.001963i,0.015397+0.0031373i,0.01128+0.0011295i,0.0076343-0.00031929i,0.0022689-0.0055751i,-0.0072244-0.0098608i,-0.016911-0.00774i,-0.019032-0.00047948i,-0.013729+0.0058815i,-0.0070675+0.0072456i,-0.0035873+0.0055247i,-0.0030453+0.0042094i,-0.00077077+0.0041617i
-0.011087+0.0068297i,-0.047553+0.0088099i,-0.1112+0.018313i,-0.1532+0.053318i,-0.11795+0.10455i,-0.050169+0.12148i,-0.031599+0.090477i,-0.042792+0.059129i,-0.034132+0.034119i,-0.018657+0.0057336i,-0.0088272-0.0075554i,-0.0015378-0.0072721i,0.0035025-0.00080052i,0.011701+0.006787i,0.015152+0.0081182i,0.0088005+0.0054737i,0.002329+0.0030291i,-0.001418+0.0021712i,-0.0025118+0.002684i,-0.00019698+0.0040705i,0.0010276+0.0062127i,0.001997+0.0066532i,0.0037565+0.0047448i
-0.0077044-0.011665i,-0.024755-0.050807i,-0.057663-0.12933i,-0.10366-0.20794i,-0.12348-0.22044i,-0.083178-0.15902i,-0.03164-0.075993i,-0.013442-0.01332i,-0.0036407+0.023031i,0.0042724+0.028033i,-0.0016065+0.015905i,-0.0091043+0.0092005i,-0.01046+0.0064985i,-0.0075905+0.0044206i,0.0012676+0.0037789i,0.0099872-2.7374e-05i,0.012469-0.0060213i,0.010011-0.0096768i,0.0041357-0.0093678i,-0.0016854-0.0063455i,-0.0026477-0.0036546i,-0.00065376-0.003099i,-0.00086774-0.0014697i
0.015068-0.011927i,0.041192-0.032952i,0.072485-0.069952i,0.046936-0.10424i,-0.054088-0.10143i,-0.12348-0.065115i,-0.09058-0.049965i,-0.035358-0.064626i,-0.018933-0.064504i,-0.012277-0.037869i,-0.003608-0.010381i,-0.0021669+0.0033852i,-0.0099504+0.0085057i,-0.020463+0.012932i,-0.022334+0.014768i,-0.016286+0.012932i,-0.0091214+0.010503i,-0.0038422+0.0074625i,-0.0010988+0.0035016i,-0.0021255-0.00075424i,-0.0053838-0.0049154i,-0.0066358-0.0053099i,-0.0057009-0.0033435i
0.012521+0.015974i,0.049587+0.043665i,0.12311+0.085662i,0.21882+0.10758i,0.28526+0.10126i,0.26534+0.093519i,0.1869+0.069147i,0.09872+0.02629i,0.022736+0.011179i,-0.0080447+0.017089i,-0.0047088+0.006743i,0.00057026-0.0070986i,0.007776-0.008553i,0.010376-0.007229i,0.0033171-0.0036839i,-0.0028809+0.0031851i,-0.0045481+0.0069611i,-0.0032119+0.0060486i,0.00040262+0.0011771i,0.0021338-0.0046475i,-3.7191e-05-0.0050977i,-0.0019887-0.00073878i,-0.00088141+0.0023127i
-0.011133+0.018755i,-0.033825+0.052667i,-0.045416+0.093605i,-0.0017289+0.072889i,0.06771-0.042396i,0.081178-0.14898i,0.047497-0.12716i,0.042343-0.045825i,0.058912-0.018401i,0.043885-0.022994i,0.013763-0.01826i,-0.0016055-0.016725i,-0.0054776-0.023619i,-0.0037896-0.029169i,-0.0031099-0.025974i,-0.004629-0.018363i,-0.0068249-0.013382i,-0.0082621-0.0084071i,-0.0051886-0.003742i,0.0023116-0.0017609i,0.0076537-0.0019115i,0.0063448-0.0024285i,0.0039982-0.0015973i
-0.017202-0.0058835i,-0.060263-0.01597i,-0.13985+0.00015449i,-0.22217+0.084285i,-0.26776+0.19315i,-0.25731+0.22478i,-0.18683+0.17626i,-0.10266+0.10413i,-0.060186+0.03462i,-0.048544+3.3317e-05i,-0.027764+0.00087294i,-0.0072975+0.0076876i,-0.0029822+0.016185i,-0.00048533+0.022951i,0.003584+0.015126i,0.0033172+0.0027662i,0.0029195-0.0030508i,0.0030175-0.0047637i,0.0017885-0.00060787i,0.0028815+0.0062607i,0.0042559+0.006684i,0.0020403+0.0019382i,-0.0024351-0.0012917i
-0.00034848-0.019552i,0.0057092-0.053734i,0.014193-0.084475i,0.033313-0.044002i,0.10357+0.061483i,0.1976+0.10453i,0.18849+0.046521i,0.092579+0.012919i,0.040704+0.043931i,0.041342+0.051786i,0.037016+0.025353i,0.027214+0.0091313i,0.026087+0.0091122i,0.026635+0.011368i,0.020421+0.0085868i,0.012155+0.0042567i,0.0086869+0.0019424i,0.0077663-0.00060855i,0.0041002-0.00081009i,-0.0010168+0.0030483i,-0.001843+0.0066088i,0.0015621+0.0065344i,0.0026597+0.0037357i
0.020951+8.8148e-05i,0.058891-0.0072417i,0.088147-0.042565i,0.050837-0.14084i,-0.042896-0.27225i,-0.10218-0.31i,-0.089168-0.2283i,-0.041017-0.14036i,-0.0022499-0.10149i,0.0077485-0.075727i,0.0021323-0.043524i,-0.0044089-0.024216i,-0.016041-0.023293i,-0.029575-0.019107i,-0.028489-0.0053059i,-0.01687+0.005731i,-0.0079774+0.010623i,-0.0019582+0.0096842i,-0.00044614+0.0021881i,-0.0056919-0.0039712i,-0.0075755-0.0037723i,-0.0030833-0.0019289i,0.0017806-0.0031022i
0.0071353+0.017851i,0.0051837+0.061867i,-0.0036431+0.10676i,-0.039342+0.12167i,-0.10054+0.15198i,-0.1267+0.21598i,-0.066916+0.21458i,-0.020957+0.12735i,-0.047662+0.061044i,-0.060027+0.048801i,-0.034795+0.037592i,-0.017492+0.021381i,-0.014778+0.016645i,-0.014033+0.014349i,-0.011263+0.0086651i,-0.0073161+0.0013858i,-0.0072161-0.0027161i,-0.0057627-0.0010429i,-0.00048864-0.0003117i,0.00047303-0.0031457i,-0.0049791-0.0029128i,-0.0085039+0.0024382i,-0.0056264+0.0075517i
-0.014155+0.0015364i,-0.057811+0.0082967i,-0.074829+0.026076i,0.023721+0.034648i,0.19663+0.0056704i,0.26647-0.042529i,0.18522-0.051734i,0.10293-0.010336i,0.086466+0.018825i,0.071166+0.011065i,0.041543+0.0027125i,0.030282+0.0024285i,0.038491-0.0066218i,0.0417-0.023419i,0.027148-0.032072i,0.0080089-0.026751i,-0.0016125-0.018098i,-0.0053567-0.01057i,-0.0046358-0.0038519i,-0.00012183-0.0005687i,0.0027803-0.0012856i,0.0032118-0.00092093i,0.0028364+0.003713i
-0.0053435-0.019013i,-0.016215-0.060251i,-0.03517-0.11071i,-0.062449-0.124i,-0.11228-0.11829i,-0.17621-0.12484i,-0.17878-0.091226i,-0.11101-0.050617i,-0.057408-0.059024i,-0.047256-0.056166i,-0.033489-0.024013i,-0.012059-0.0038188i,-0.004977+0.0035414i,-0.0041643+0.0055329i,-0.00045519+0.0028255i,0.0067842+0.0024246i,0.012813+0.0041023i,0.011644+0.0046349i,0.0055446+0.0047979i,0.002942+0.002731i,0.0039237-0.0023617i,0.0014573-0.0074049i,-0.0059525-0.0090137i
0.025156-0.015174i,0.062386-0.030019i,0.10452-0.020054i,0.099256+0.05681i,0.066881+0.17379i,0.082726+0.21537i,0.097673+0.13127i,0.054015+0.048607i,0.011622+0.051447i,0.014012+0.064384i,0.016645+0.044879i,-0.00072685+0.030032i,-0.010486+0.039229i,-0.002256+0.053055i,0.0092612+0.048819i,0.011574+0.031841i,0.0088074+0.019205i,0.010781+0.009238i,0.012218-0.0012452i,0.0073167-0.0032855i,0.0037378+0.0022851i,0.0030935+0.0050472i,0.00018565+0.00093287i
0.014509+0.02283i,0.038703+0.077268i,0.050156+0.12811i,0.03992+0.10061i,0.04433-0.025498i,0.064356-0.12823i,0.051186-0.12037i,0.027264-0.065256i,0.030697-0.043148i,0.020436-0.050342i,-0.0091347-0.040416i,-0.021672-0.019797i,-0.021441-0.015832i,-0.022301-0.016818i,-0.020056-0.0084557i,-0.016797+0.0017868i,-0.015971+0.0071364i,-0.01485+0.006773i,-0.008161+0.0032207i,-0.00062801+0.0012897i,0.0024326+0.0026364i,0.0046803+0.0044211i,0.0096789+0.0014818i
-0.029731+0.011578i,-0.092338+0.049424i,-0.16641+0.093095i,-0.20878+0.10858i,-0.21787+0.11659i,-0.19205+0.1339i,-0.11549+0.12562i,-0.053665+0.082916i,-0.061248+0.049443i,-0.073549+0.04633i,-0.05019+0.034474i,-0.027778+0.006692i,-0.025463-0.011008i,-0.030771-0.01658i,-0.031499-0.015231i,-0.025005-0.013385i,-0.01968-0.011492i,-0.016704-0.00063563i,-0.010218+0.011271i,-0.0056209+0.0095065i,-0.0090378+0.0016439i,-0.01089+0.00059015i,-0.0039581+0.0043446i
-0.021586-0.030076i,-0.06431-0.093893i,-0.10304-0.162i,-0.048065-0.16446i,0.10229-0.10846i,0.18961-0.067935i,0.14437-0.073813i,0.076635-0.071726i,0.065356-0.039342i,0.074936-0.023096i,0.063451-0.027421i,0.047057-0.028583i,0.042052-0.02384i,0.037329-0.015662i,0.025359-0.011604i,0.011885-0.010143i,0.0062494-0.0081377i,0.0065347-0.0080072i,0.00318-0.0064246i,-0.0012535-0.0022032i,-0.0026183+0.00047537i,-0.0043246+0.0009214i,-0.0076923+0.0045097i
0.027478-0.033323i,0.080683-0.083445i,0.12907-0.15481i,0.083801-0.19763i,-0.051099-0.19001i,-0.13576-0.15637i,-0.11391-0.094522i,-0.063937-0.052756i,-0.053934-0.061381i,-0.061449-0.056165i,-0.038778-0.025956i,-0.0073051-0.0097484i,0.0058856-0.0069368i,0.011526-0.0059545i,0.014219-0.00332i,0.016775+0.0010069i,0.018283-0.0018182i,0.010583-0.010445i,-0.00066633-0.011843i,-0.0013282-0.0063604i,0.0066326-0.0045086i,0.0077409-0.0061563i,-0.0015338-0.0062133i
0.036126+0.026079i,0.10853+0.088822i,0.1904+0.19172i,0.21243+0.2983i,0.16695+0.36633i,0.13773+0.3569i,0.14013+0.24743i,0.10319+0.14348i,0.050865+0.11998i,0.034149+0.10775i,0.020083+0.073692i,0.0023928+0.055192i,0.00054208+0.049835i,0.00092214+0.04028i,-0.00034694+0.026833i,-0.0037788+0.013012i,-0.0099067+0.0086932i,-0.0074832+0.013531i,0.0020821+0.012489i,0.004806+0.0054769i,-0.00028245+0.0020778i,-0.001546+0.0013799i,0.0033403-0.0034671i
-0.031205+0.041801i,-0.081566+0.13637i,-0.1134+0.22227i,-0.054412+0.16933i,0.071218-0.020351i,0.11342-0.16016i,0.044518-0.1386i,0.0085682-0.073433i,0.025262-0.078202i,0.013198-0.094639i,-0.008568-0.061178i,-0.0081408-0.021997i,-0.0064389-0.0069675i,-0.011209-0.00055829i,-0.015813+0.0038103i,-0.017573+0.0062915i,-0.013815+0.0089985i,-0.0047788+0.0064723i,3.2214e-05+0.0013279i,-0.0019674+0.0012836i,-0.002647+0.0034393i,0.0010609+0.0034835i,0.0079561+0.0014632i
-0.053231-0.031137i,-0.17826-0.062491i,-0.35768-0.081715i,-0.48629-0.055661i,-0.51589-0.009988i,-0.44125+0.025523i,-0.28264+0.033264i,-0.16089+0.0057515i,-0.12839-0.0018696i,-0.096768+0.027869i,-0.044063+0.022986i,-0.024836-0.012793i,-0.032373-0.022301i,-0.030196-0.01023i,-0.016752-0.0021367i,-0.0019549-0.0049131i,0.0039311-0.0152i,-0.0039642-0.017253i,-0.011405-0.0081821i,-0.0087422-0.0042643i,-0.0030802-0.0068131i,-0.0018373-0.0050262i,-0.0021819+0.0068054i
-0.0016849-0.063598i,0.00852-0.17467i,0.022256-0.27162i,0.057466-0.18543i,0.15493+0.037387i,0.24489+0.12452i,0.21379+0.033545i,0.13344-0.026035i,0.11852-0.0070476i,0.12343-0.011187i,0.084557-0.024705i,0.045803-0.0082805i,0.041659+0.0047728i,0.041906-0.0027704i,0.03144-0.012926i,0.01793-0.01342i,0.011733-0.007072i,0.0121-0.0036258i,0.0082513-0.0048163i,0.0019646-0.0039182i,-0.001628-6.9201e-05i,-0.0037662+0.0049195i,-0.0069525+0.0079662i
0.075051-0.020582i,0.2039-0.049902i,0.34129-0.10406i,0.35773-0.22156i,0.25689-0.34451i,0.15614-0.32794i,0.10616-0.18558i,0.083082-0.083428i,0.028268-0.074621i,-0.041757-0.052999i,-0.043141+0.00095166i,-0.00036483+0.021033i,0.01457+0.013255i,0.0045319+0.009195i,-0.0085816+0.010733i,-0.012921+0.015462i,-0.0035751+0.017596i,0.0069911+0.0095393i,0.010777-0.0019557i,0.0096712-0.005013i,0.0080118-0.001799i,0.0055243-0.002308i,-0.0012833-0.0081899i
0.033983+0.089137i,0.065306+0.2367i,0.042791+0.35206i,-0.062338+0.32904i,-0.19266+0.26587i,-0.21876+0.26367i,-0.098953+0.2458i,0.0021269+0.17635i,0.015965+0.13616i,0.022453+0.12168i,0.025428+0.079219i,-0.0014363+0.034897i,-0.034576+0.023537i,-0.047622+0.031345i,-0.034919+0.032999i,-0.018081+0.021098i,-0.016884+0.012255i,-0.014769+0.013607i,-0.003188+0.012425i,0.0036102+0.0044666i,0.0031306-0.0035422i,0.0022255-0.0076129i,0.0049094-0.0072695i
-0.12273+0.061438i,-0.28351+0.12717i,-0.36394+0.19365i,-0.19663+0.24622i,0.058144+0.24449i,0.12274+0.15452i,0.0091318+0.069089i,-0.048242+0.049811i,-0.0013851+0.0055027i,0.0095877-0.06898i,-0.026218-0.073588i,-0.029934-0.032552i,-0.0087491-0.020529i,0.0044706-0.030998i,0.0088567-0.035482i,0.0064851-0.028454i,0.0039826-0.017775i,0.0027611-0.0060345i,-1.4459e-06+0.0040228i,-0.0022668+0.0083491i,-0.0014004+0.0095019i,0.0029968+0.010716i,0.0065994+0.011013i
-0.090929-0.14678i,-0.16697-0.35259i,-0.19091-0.51045i,-0.13894-0.488i,-0.071932-0.40127i,-0.047426-0.34559i,-0.068356-0.25986i,-0.093685-0.15055i,-0.096454-0.051018i,-0.067472+0.015714i,-0.024944+0.022862i,0.0035736+0.0026899i,0.021056-0.0095111i,0.026816-0.013288i,0.013669-0.011291i,0.0010252-0.0058917i,-0.0003425-0.0042305i,-0.0036294-0.008627i,-0.0081014-0.010115i,-0.0071886-0.0061027i,-0.0051462+3.1153e-05i,-0.0042864+0.0053833i,-0.0072629+0.0084353i
0.18116-0.1138i,0.39289-0.22061i,0.47855-0.26539i,0.27357-0.18002i,0.017944-0.018703i,-0.00302+0.074744i,0.095375+0.031148i,0.11441-0.028569i,0.092359-0.017397i,0.099847+0.00086084i,0.086182-0.0087774i,0.039249-0.0082464i,0.0050069+0.0093731i,-0.0089651+0.02242i,-0.011827+0.025051i,-0.010597+0.019021i,-0.0086648+0.012835i,-0.0010987+0.0065623i,0.0065749-0.0040053i,0.0049192-0.008911i,-0.0024504-0.0076172i,-0.006899-0.0056764i,-0.006451-0.0067137i
0.13128+0.22635i,0.29476+0.45894i,0.42749+0.57111i,0.43426+0.43976i,0.3381+0.26984i,0.22835+0.22825i,0.16504+0.21756i,0.11622+0.15397i,0.03292+0.074754i,-0.047128+0.043298i,-0.054973+0.04434i,-0.021645+0.026712i,-0.01208+0.001327i,-0.017662-0.013388i,-0.016048-0.023032i,-0.011934-0.026345i,-0.008579-0.018501i,-0.0034677+0.001347i,0.0039925+0.017859i,0.0093956+0.016251i,0.0084464+0.0043384i,0.0052807-0.0024319i,0.0073209-0.0047097i
-0.25223+0.13218i,-0.46161+0.28654i,-0.47567+0.38599i,-0.23203+0.26372i,-0.058198-0.00557i,-0.11766-0.14571i,-0.20023-0.086177i,-0.17352+0.002474i,-0.098163+0.043426i,-0.037532+0.050212i,-0.011663+0.02922i,-0.0088824+0.0099434i,0.0075489+0.0010432i,0.032032-0.010463i,0.035272-0.015886i,0.025074-0.0096776i,0.012297-0.0030241i,-0.0030015+0.0029878i,-0.01003+0.0082684i,-0.0063443+0.0078216i,-0.00041185+0.0048894i,0.00054308+0.0037559i,-0.002238+0.0060538i
-0.082763-0.239i,-0.2001-0.39558i,-0.27695-0.31924i,-0.22247-0.03634i,-0.10581+0.098981i,-0.055789-0.0061423i,-0.065487-0.11565i,-0.063721-0.14295i,-0.048144-0.14342i,-0.029816-0.13305i,-0.022008-0.10068i,-0.022606-0.050254i,-0.010564-0.002958i,0.010976+0.02786i,0.026511+0.037483i,0.02801+0.02883i,0.019092+0.010793i,0.0049409-0.013831i,-0.010847-0.027504i,-0.015263-0.020763i,-0.0091568-0.011264i,-0.0058189-0.0065742i,-0.0084103-0.0012999i
0.24662-0.0066524i,0.41663-0.044125i,0.39018-0.012189i,0.24034+0.12647i,0.25329+0.22239i,0.37627+0.15128i,0.36946+0.019101i,0.24764-0.031071i,0.11992-0.0069203i,0.044253+0.038563i,0.038691+0.044885i,0.040969+0.0056721i,0.014678-0.0081236i,-0.0085238+0.006086i,-0.019647+0.0083363i,-0.026532+0.0031728i,-0.019318+0.0025108i,0.00081253+0.0032395i,0.015095+0.001517i,0.013783-0.0010997i,0.0053265-0.0017082i,0.0033024-0.0026721i,0.0063804-0.0098659i
-0.095572+0.25609i,-0.16919+0.46591i,-0.27315+0.51574i,-0.35029+0.37029i,-0.30149+0.22222i,-0.17189+0.1641i,-0.071985+0.1665i,-0.0068565+0.16497i,0.0311+0.1153i,0.02816+0.062099i,0.024093+0.040529i,0.02748+0.026202i,0.017283+0.0095185i,0.00099986+0.00076982i,-0.010199+0.0027627i,-0.014291+0.0073576i,-0.014719+0.012495i,-0.0097469+0.019727i,-0.0032092+0.021876i,-0.00042035+0.018206i,0.0038455+0.014948i,0.0064631+0.012355i,0.0058822+0.010775i
-0.21784-0.14008i,-0.44086-0.25301i,-0.57918-0.2814i,-0.53681-0.16948i,-0.40712+0.018406i,-0.27242+0.11676i,-0.18447+0.058987i,-0.16554-0.018981i,-0.15147-0.0376i,-0.11802-0.032529i,-0.088616-0.0068282i,-0.059259+0.017498i,-0.038441+0.020975i,-0.019754+0.024535i,0.0072328+0.021834i,0.021694+0.0063044i,0.012784-0.010012i,-0.010953-0.016565i,-0.027716-0.011571i,-0.023306-0.0030001i,-0.012918+0.0013666i,-0.0097376+0.0018489i,-0.0077587+0.0054157i
0.17093-0.16856i,0.30107-0.40712i,0.3252-0.6122i,0.24669-0.59443i,0.19854-0.4259i,0.20461-0.30241i,0.16909-0.25415i,0.10405-0.2178i,0.069669-0.17221i,0.048716-0.12649i,0.027171-0.086927i,0.016615-0.064855i,0.0075574-0.050671i,-0.0076324-0.030276i,-0.02247-0.0089906i,-0.024644+0.0038158i,-0.0064125+0.00070809i,0.017898-0.016397i,0.026521-0.032079i,0.016062-0.033781i,0.001727-0.023455i,-0.0037726-0.013481i,-0.0058657-0.015222i
0.088256+0.20066i,0.26837+0.35862i,0.42334+0.39285i,0.339+0.26162i,0.098175+0.12582i,0.01249+0.11519i,0.13078+0.13981i,0.23182+0.089118i,0.18685+0.017917i,0.084644-0.0040728i,0.028151-0.0009556i,0.018869+0.00050459i,0.021103-0.00057327i,0.012724+0.0045634i,0.00083082+0.015582i,-0.0042582+0.021114i,0.0012684+0.023536i,0.016461+0.022196i,0.024119+0.013822i,0.016302+0.0030959i,0.0078161-0.0037434i,0.0060984-0.0035392i,0.010504+0.00043787i
-0.15908+0.038516i,-0.28813+0.20492i,-0.3401+0.43754i,-0.26499+0.54479i,-0.11892+0.50927i,-0.010509+0.42865i,0.016727+0.31832i,-0.0035437+0.23852i,0.020071+0.19941i,0.075148+0.12915i,0.078519+0.059669i,0.048312+0.044496i,0.028301+0.049137i,0.017955+0.037528i,0.0094801+0.0071334i,-0.0069734-0.018583i,-0.030218-0.01653i,-0.043594+0.0068956i,-0.036124+0.024373i,-0.017256+0.0243i,-0.0043432+0.014723i,-0.0022404+0.0081095i,0.0026993+0.014694i
