-0.0016792+0.0007926i,-0.0012047-0.00086569i,-0.0010798-0.00041442i,-0.00056443+0.0010469i,3.8229e-05+0.0016572i,3.0453e-05+0.00099918i,-2.2498e-05+0.00091133i,0.00013145+0.0012333i,0.00045658+0.00064335i,0.00069057-0.00027955i,0.0011584-0.00035216i,0.00078447+4.1782e-05i,6.8202e-05+6.4279e-05i,-0.00036971-0.00021672i,-0.00017882+0.00020825i,0.0002004+0.00042924i,1.7406e-05-0.00061173i,-0.00051444-0.00061861i,-0.00030869+0.00027817i,-0.00010166+0.00056728i,-0.00027709+0.0001958i,-0.00084941-0.00093973i,-0.0011278-0.00099937i
-0.00053404+1.5571e-05i,0.00013685+0.000581i,0.00091244+0.0002414i,0.0011008-0.00042433i,0.0012971-0.0017215i,0.00099819-0.0025614i,-0.00024762-0.0017655i,-0.00098704-0.00010105i,6.3876e-05+0.00065691i,0.00090742+0.00089567i,0.0014518+0.00068169i,0.0013201-0.00025451i,0.00099248-0.00064592i,0.0009962-0.00086252i,0.00054064-0.00044149i,0.00050874-0.00021596i,0.0010576-0.00059242i,0.0010626-0.0005163i,0.00031707-0.00063917i,-0.00022415-0.00023558i,0.00020537-0.00020138i,0.00069709-0.00094655i,0.00043197-0.0010051i
-0.00097004-0.0016272i,-0.00048607-0.00010286i,-0.00068364+0.0013148i,0.00078668+0.0014693i,0.0013745+0.0012162i,-0.00013255-7.898e-05i,-0.00069377-0.0010657i,-0.0010492-0.0007885i,-0.0014526+1.5777e-06i,-0.00096559+0.00072462i,-0.00010262+0.0012798i,-0.00035843+0.0013315i,-0.00081873+0.00064479i,-0.00025118-0.00045713i,-2.3474e-05-7.5662e-05i,4.8603e-05+0.00099118i,0.00019331+0.0005828i,0.00026182-0.00050752i,7.5097e-05-0.00087738i,0.00047567-0.00046231i,0.00038175-7.5736e-05i,-0.00030158+0.00042964i,-0.00010676+0.00025322i
-0.0010873-0.00080769i,-0.0014243+0.0015013i,-0.0012834+0.0017017i,-5.8964e-05+0.0012175i,0.0014088+0.00066028i,0.0013129-0.00058098i,0.00029534-0.0012219i,-0.00040555-0.00078692i,-0.0010109-9.0524e-05i,-0.00039888+4.5154e-05i,-0.00047555-0.00029089i,-0.00095676+4.8088e-05i,-0.00035382+0.00039465i,-0.00013048+0.00085204i,-2.6124e-05+0.0015554i,0.0008194+0.0010751i,0.0011727+0.00031579i,0.00070912+0.00052776i,0.00013599+0.0003174i,0.00012635-0.00026871i,-0.00022787-0.00026476i,-0.00029315+0.0002782i,0.00028923+0.00041414i
0.00019757+0.0005974i,-0.00062646+2.5046e-05i,-0.00016617-0.0012272i,0.0012908-0.0018356i,0.0014028-0.0009775i,0.00023545-0.00062243i,-0.00069401-0.0010388i,-0.00060182-0.0010066i,-0.00054796-0.00066689i,-0.00057259-0.0001432i,-0.0006651-0.0002328i,-0.0008293-2.8332e-06i,-0.00047258+0.00018037i,0.0002743-0.0001074i,0.000515+0.00022784i,0.0007162+7.8697e-05i,0.0014239+0.00019619i,0.0010256-0.0002292i,0.00048613-0.0010359i,0.00099962-0.00069677i,0.0012037-0.00019094i,0.00073411-0.00028604i,0.00018739+7.1222e-06i
0.00069015-0.0010733i,0.0022392-0.0015231i,0.0017033-0.0021596i,0.00052321-0.0019319i,-0.00070515-0.0014017i,-0.0012326-0.0018804i,-0.00042982-0.0026279i,7.095e-05-0.0023549i,-9.7784e-05-0.00097554i,-0.00052276-0.00015697i,-0.00088218-0.00034001i,-0.00048262-0.0013381i,0.00047937-0.0015762i,0.00092459-0.000686i,0.00060532-9.7113e-05i,0.00047283+8.2128e-05i,0.00021822-0.00015257i,-0.00047036-0.00061361i,-0.00030656-0.00044135i,8.1291e-05+0.00031143i,0.0002355+0.00090071i,0.0005595+0.00091287i,0.00020618+0.00035211i
0.0016562-0.00022129i,0.001966+0.00071688i,0.0027775-0.0002978i,0.0033422-0.00065735i,0.0029298+0.00023144i,0.0014837+2.9053e-05i,0.00058122-0.00070591i,-0.00033744-0.0010493i,-0.00096426-0.0013524i,-0.00061819-0.00098478i,-0.00026946-0.00053715i,-1.751e-05-0.00085343i,-0.00047494-0.0011194i,-0.00052705+0.00016501i,3.3736e-05+0.0011646i,0.00057707+0.00066494i,0.00070037+0.00055169i,0.00021071+0.00057326i,-0.00010332+0.00013267i,0.00061101-2.3655e-06i,0.0013891+0.00061394i,0.0011792+0.00037887i,0.00049414-0.00080294i
0.00022868+5.8251e-05i,-0.00039737+0.0011392i,-0.00026417+0.003039i,0.00051713+0.0028478i,0.00072832+0.00034118i,-0.00035483-0.0011019i,-0.00044124-0.0010982i,3.1678e-05-0.00046226i,-0.00037212+0.00068152i,7.1918e-05+0.000544i,5.0982e-05-0.00055861i,-0.001218-0.0011436i,-0.0013903-0.0011661i,-0.0004013-0.0013015i,-0.00010287-0.00082863i,-0.00076821+0.00021051i,-0.00050122+0.00043957i,9.6875e-05+0.00028961i,0.00010651+0.00029607i,-0.00013098+0.00015957i,-7.2285e-05+0.00024373i,-0.00033173+0.0005228i,-0.00031537+0.00044448i
0.0003551-0.0017483i,-5.8397e-05-0.0019755i,-0.00062011-0.0014106i,0.00035336-0.00065692i,0.0011291-0.00076136i,-0.00056206-0.0014951i,-0.0012148-0.0010119i,-0.00056902-0.00024444i,-0.00012566+0.0002289i,-4.2894e-05-0.00013834i,-0.00049246-0.00044523i,-0.00062128+8.3298e-06i,-5.7775e-05+1.9262e-06i,0.00043927-1.2461e-05i,0.00087965-4.2976e-05i,0.001003-0.00013521i,0.00096862-0.00061456i,0.00063298-0.00041965i,-0.00018557+0.00028119i,-0.0004451+0.0010149i,-7.9172e-05+0.00093404i,0.00070482-0.00021523i,0.00091212-0.00091509i
0.0024892-0.0026937i,0.0029752-0.0021983i,0.0029944-0.0021898i,0.0019704-0.0016496i,0.0014438-0.00099077i,0.00082476-0.00096342i,0.00024844-0.00093725i,-0.00015102-0.0011359i,-0.00021537-0.00093883i,-0.00021727-0.00027i,-0.0003338+0.00029821i,-0.0011952+0.00093025i,-0.0011367+0.0011754i,6.7452e-05+0.00061273i,-7.4487e-05+0.00013844i,-0.00059483+0.0003581i,-6.7377e-05-7.452e-05i,0.00031103-0.00031421i,3.6057e-05+0.00022702i,-0.00033302+5.3826e-05i,-0.0007605+0.00037848i,-0.00081099+0.00061052i,-0.00050611+0.00011877i
0.0010785-0.001074i,8.4524e-05-0.00044997i,-8.0078e-05+0.00021677i,0.00082093+0.00078051i,0.00077542+0.00095115i,0.00033878-0.0004927i,-0.00013979-0.0017425i,-0.00054974-0.0010643i,-0.00041468+0.00014028i,-0.00038844+0.0010275i,-5.1737e-05+0.0013561i,0.0006831+0.00055704i,0.00052847-0.00012013i,6.4418e-05+0.00022909i,-0.0003693+9.6386e-05i,-0.00033416-0.00029427i,-1.9424e-05-0.00037412i,0.00064044-0.00023406i,0.00045073-0.00037853i,-0.00038193+0.00024524i,-0.0010495+0.00098226i,-0.00048102+0.00091964i,-0.00031938+0.00024029i
0.00038697-0.0008596i,-0.00083052-0.00096125i,-0.0011445-0.00075199i,-0.00081973+0.00027514i,-0.0013619+0.0001626i,-0.0018323-0.0002621i,-0.0017411-0.00057108i,-0.0017275-0.0010793i,-0.00085428-0.00099793i,-0.00018968-0.00037157i,-0.00070705+0.00021572i,-0.0005411+0.00052613i,-0.00045425+0.00074053i,-0.00068889+0.00092601i,-0.00061867+0.00057156i,-0.00065247-8.3343e-05i,-0.00031914-0.00059772i,-0.00026989-0.00065533i,-0.0004111-0.00025269i,-0.00032171+0.00022561i,-8.9844e-05-0.00027974i,-0.00020404-0.0011388i,2.0655e-05-0.00099097i
0.001401-0.00054078i,0.001283-0.0015504i,0.0013571-0.0027941i,0.0013472-0.0029563i,0.0015244-0.0018978i,0.0010257-0.0013073i,0.00028695-0.0016185i,-0.00022276-0.0016098i,-0.00044918-0.0011276i,-0.00020889-0.00039051i,-0.00053947+0.00018411i,-0.0010252-9.916e-05i,-0.00021277-0.00021141i,-0.00011517-0.00020007i,-0.00017786-1.6948e-05i,-0.00016508+0.00050191i,-0.00027294+0.0002041i,-0.00013718+0.00019605i,-0.0009611+0.00077012i,-0.0014638+0.00060764i,-0.00094504+0.00058339i,-0.00040804+0.0004756i,-1.3253e-05+0.0001613i
0.00063671-0.00066557i,0.00069043+0.00072207i,0.0013814+0.00066406i,0.0013035+0.00051398i,0.00022276-1.6417e-05i,-0.00081793-0.0010085i,-0.00080939-0.0010824i,-0.00033728-0.00037149i,-0.00051755+0.00016553i,-0.00054601+0.00034117i,-0.0001949+0.00039765i,-0.00036315+0.00018706i,-5.269e-05-2.015e-05i,0.00022097+0.00027195i,-0.00022962+0.00044705i,-0.00019704+0.00082864i,-0.00058752+0.00040711i,-0.00083182-0.00048215i,2.4631e-05-0.00036069i,0.00037671-0.00013274i,0.00013958-0.00059376i,-7.7244e-05-0.0011778i,0.00033101-0.00068512i
0.0023049+0.00074425i,0.0018088+0.0011563i,0.0017487+0.0012887i,0.0018734+0.0010254i,0.00099777+0.00058398i,-4.5451e-05+6.2395e-05i,-8.6732e-05-0.0001175i,-0.00017838-0.00066834i,3.3819e-05-0.001225i,0.00049745-0.0012892i,0.00052886-0.0013093i,0.00031667-0.0010431i,0.00015252-0.00033883i,-0.00013324+0.00020794i,-0.00087485-0.00022425i,-0.0011112-0.00025622i,-0.0007904-8.3602e-05i,-0.00028454-0.00065083i,0.00024714-0.00027423i,0.000694+0.00041352i,0.0010289+0.00013114i,0.00048911-0.00055871i,-4.8561e-05-0.00091479i
6.5881e-05-0.0013732i,0.00021804-0.00066416i,0.00075747-0.00014823i,0.00081969-0.00055876i,0.00068246-0.0012481i,-0.00029663-0.0011968i,-0.0019225-0.00080409i,-0.0019493-0.00071645i,-0.00052817-0.00060117i,0.00015737+0.00075122i,-4.1077e-05+0.0013484i,7.1082e-05+0.00043597i,-1.2057e-05-0.00014611i,-0.00020341-8.9289e-05i,-0.00020566+0.00040416i,0.00015928+0.00049566i,0.00071843+0.0002908i,0.00068792+0.00021704i,0.00030676+6.8286e-05i,-0.00013243-0.00010266i,-0.00052358-0.00043893i,-0.00058225-0.00017491i,-0.00041646+0.00053661i
-0.00060316-0.00018481i,-0.00054042-0.0012364i,8.4418e-05-0.0018758i,0.0015323-0.0015323i,0.0014427-0.0016448i,-0.00018619-0.0024196i,-0.00035772-0.0025732i,0.00054877-0.0019712i,0.00065957-0.0013188i,-1.6336e-05-0.00041631i,-0.00010341+0.00014145i,-0.00016351+0.00040422i,-0.00065909+2.0267e-05i,-0.0011079-0.00030007i,-0.00049304+0.00020166i,-0.00013567+0.00076484i,-0.00063002+0.00013087i,-0.00095137+3.7383e-05i,-0.00059657+0.00035866i,-0.00021939+0.00011197i,-0.0001681+0.00036316i,-0.00010563+0.0002864i,0.00033172+0.00024484i
-0.00073227+0.0033442i,0.00092199+0.002307i,0.0035053+0.0011401i,0.0037441+0.0011207i,0.0027704+0.00021526i,0.0014157-0.0020537i,0.00053588-0.002205i,0.00010332-0.00082913i,9.3e-05+3.6945e-05i,0.00096554+0.0003654i,0.0014125-7.5807e-05i,0.00064517-0.00030406i,0.00025649+0.00020568i,0.00070121+0.00023227i,0.0011521-0.00042529i,0.0010858+0.00015673i,0.00049659+0.00079802i,-0.00035748+0.00014735i,-0.00074779+0.00030604i,-0.00053961+0.00016853i,-0.00077494-0.00010662i,0.00017823-0.00025199i,0.00056256-0.00041962i
-0.00033894+0.0011979i,0.00054762+0.0018653i,0.0013533+0.0013202i,0.0018407+7.4178e-06i,0.0027381-0.00081134i,0.0021408-0.0015353i,0.00085137-0.0018862i,0.00055043-0.001335i,0.00036279-0.00033411i,-0.00059535-0.00017643i,-0.00070225-0.00077579i,4.1969e-05-0.00066907i,0.0010061-0.00099233i,0.0018627-0.0012285i,0.0017588-0.00061946i,0.0010814-0.0004579i,0.00021895-0.00086937i,0.00049257-0.00099951i,0.00083138-0.0012993i,0.00055829-0.0012553i,0.00065424-0.000722i,0.0012231-0.00084655i,0.00076358-0.0006317i
0.0016369+0.00073599i,0.0015414+0.00014807i,0.00098383-0.00011872i,0.00082414-0.001375i,0.0013869-0.0022585i,0.0012016-0.0021421i,0.0011998-0.0011563i,0.00090587-0.00035176i,-1.4206e-06-0.00053062i,-0.0005287-0.0011137i,-0.00071774-0.00048443i,-0.0011135+0.00051796i,-0.0010968+1.5606e-05i,3.2123e-05+0.00024969i,-6.6473e-05+0.00079188i,-0.00064577+0.00044562i,-0.00030362+0.00057647i,0.00013259+0.00018197i,0.00029165-0.00039037i,-8.922e-05-0.00021806i,-0.00039864-2.1819e-05i,9.2059e-05+5.1902e-06i,3.5004e-05-0.00025336i
-0.00034066+4.9011e-06i,0.00091499+0.0001133i,0.0021398+0.00023824i,0.0020556+0.00034719i,0.00091368+0.00047399i,-9.9488e-05+8.5405e-05i,0.00043424-0.0010472i,0.00091553-0.0012714i,0.00020187-0.00065315i,8.7281e-06-7.9615e-05i,-0.0001099+0.00011461i,-0.00033271-0.0005433i,-0.00027017-0.00077099i,8.5445e-05-0.00047722i,0.00030381-0.00039846i,-0.0001517-0.00026437i,-8.5348e-05+0.0001809i,0.00055039+0.0002012i,-4.8748e-05-0.00031419i,-0.00077879-0.00059907i,-0.00039347+0.00011671i,0.00021747+0.00038602i,0.00075644+0.00010969i
0.00054927-0.0011612i,0.00059265-0.00067941i,-0.00023033-0.0011938i,-0.00083545-0.00061792i,0.0004805+0.00034929i,0.0015711+0.00018156i,0.00069403-0.00086922i,-8.0669e-05-0.0015093i,3.7952e-05-0.0013059i,0.00016473-0.00072677i,-0.00013633-0.0003924i,-0.00013958-0.00023211i,0.00051882+0.00012855i,0.00073879+0.00061494i,0.0003541+0.00081823i,0.00018448+0.00078419i,-0.00017393-0.00054803i,-0.00023126-0.0010449i,0.00039492-2.9992e-05i,0.00066332-0.00015884i,-0.000104-0.00036595i,-0.00042709-0.00048283i,0.0006959-0.00017005i
0.0044783-0.0036452i,0.0022939-0.0043256i,-0.00023055-0.0047374i,-0.0016735-0.0033001i,-0.0023952-0.0024454i,-0.0015781-0.001322i,-5.423e-05-0.0013666i,0.00031052-0.0015405i,0.00020841-0.0014078i,-0.00053411-0.0012277i,-0.00090479-0.00026232i,-0.001092+0.00066559i,-0.0002485+0.00076229i,0.00040438-0.00016261i,-3.2945e-05-0.00047528i,-0.00020722+0.00032072i,-0.00047301+0.00016555i,-0.00054908-7.8949e-06i,-0.00038856-0.00013248i,0.00010495-0.00030391i,-0.0004473+0.00028468i,-0.0013629+0.00084028i,-0.0011736+0.00073736i
0.0070849-0.0080798i,0.0058661-0.0068072i,0.001309-0.0087347i,-0.0030723-0.0054287i,-0.0060424-0.0016602i,-0.0049792+0.00085494i,-0.0012734-0.00047982i,0.00033473-0.0024745i,0.00027368-0.0023172i,-0.00095383-0.0011148i,-0.0025518+0.00090309i,-0.002314+0.0023916i,-0.0013694+0.0023788i,-0.0015145+0.001589i,-0.0017028+0.0011977i,-0.001155+0.0014424i,-0.00011217+0.0014628i,0.00054199+0.00096794i,0.00041965+0.0014259i,0.00034293+0.0016541i,9.4312e-05+0.0012261i,-0.00039968+0.00061765i,7.9272e-05+0.00039917i
-0.0047514+0.006522i,-0.0031326+0.0062357i,-0.00096171+0.0083293i,0.0025451+0.0061635i,0.0055304+0.0025941i,0.0045453-0.00078232i,0.00094851-0.00090813i,-0.00027504+0.00026807i,0.00022441+0.00066725i,0.001533+0.00062732i,0.0023045-0.00056468i,0.0017232-0.0018533i,0.00082778-0.0020511i,-0.0005141-0.0017442i,-0.00039389-0.0015625i,5.6447e-05-0.0016265i,-0.00054599-0.0012648i,-0.00073584-0.00062037i,-0.0003069-0.00018632i,0.00046147-0.00045727i,0.00017456-0.00033464i,-0.0002944-0.00054072i,-6.7599e-05-0.0011383i
-0.0034986+0.0028195i,-0.0038093+0.0024486i,-0.0013422+0.0035224i,0.0029115+0.0043458i,0.0049166+0.002418i,0.0031838-0.00082499i,0.00030594-0.0010017i,-0.00086598+0.00099641i,-0.00051212+0.0015749i,9.1533e-05+0.0011396i,0.00052185+0.00064672i,0.00053473-0.00066232i,0.00023394-0.0017653i,3.712e-05-0.0010126i,0.00040621+3.7e-05i,0.00091629+0.00051811i,0.00046071+0.00020656i,-0.00029208-0.00068001i,-0.00040344-0.00058665i,-0.00016058-0.00021968i,0.00010079-4.3409e-05i,0.00033472+0.0010914i,0.00040151+0.0016951i
-0.001117+0.00065066i,0.00043877+0.00078832i,0.004062+0.00099097i,0.0048674-0.00012663i,0.0030781-0.0014176i,0.0015701-0.0015552i,6.5105e-05-0.0010314i,-0.00051612-7.2351e-05i,-0.0004935+0.0013363i,0.00013025+0.0015438i,0.0003962+0.00068207i,-0.0004342-0.00052553i,-0.00059281-0.0010435i,0.00061568-0.0005645i,0.0012202+2.5031e-07i,0.0011384+0.00017157i,0.0014339-0.00027944i,0.0008548-0.0004048i,-5.995e-05-0.00050345i,-0.00010347-0.00040335i,0.00045381-0.00021814i,0.00068294-0.00033632i,0.00031554+8.5139e-05i
-0.00083426+0.0010834i,-0.00056488+0.0025847i,-0.00059987+0.0035134i,-0.00044448+0.0025726i,0.00017646+0.0015722i,0.0004534+0.00028547i,0.00029428-0.0010437i,-0.00020543-0.00068479i,-0.0013334+6.8866e-05i,-0.00096506+4.5423e-05i,0.00022865+0.00051366i,0.00076313+0.00093158i,0.00058128+0.0014249i,0.00048533+0.0010766i,0.00061814+0.00055195i,3.7379e-05+0.00096813i,0.00012001+0.0010373i,0.00026343+0.00071758i,-0.00044015+0.00046992i,-0.00017081+0.00046841i,0.00040117+0.00028388i,0.00045971-0.00034777i,0.00076467-0.00021552i
-0.00050311+0.00090856i,-7.611e-05+0.001872i,0.00080192+0.0017418i,0.0020548+0.00083653i,0.0021697-0.00015599i,0.001462-0.00078643i,0.00069395-0.00074542i,0.00045953+0.00022794i,-7.2144e-05+0.00093048i,-1.9373e-06+0.00032427i,0.00088491-0.00012139i,0.00090227-0.00040198i,0.00033855-0.00040626i,0.00021347-0.00071469i,0.00053826-0.00078756i,0.00018714+0.00014652i,-0.00028437+0.00021851i,0.00039029-0.00049524i,0.00026586-0.00029007i,0.00011692+0.00012525i,0.0001297-0.00011911i,9.5581e-05+0.00023031i,-4.2003e-05+0.00087141i
0.00078448+0.00058763i,0.00045897-0.0002614i,0.00047573-9.2661e-06i,0.0012903+0.00027811i,0.0011534-0.00072557i,0.00021451-0.0021905i,-0.0009234-0.002959i,-0.0012019-0.0021961i,-0.00074068-0.00019028i,-0.00045417+0.00031499i,0.00032327+0.00015764i,0.0010467-0.00075543i,-2.1944e-05-0.00075583i,-0.00053029-0.00039089i,8.0813e-05-0.00056005i,0.00021949-0.00050486i,0.00038128-0.00056129i,0.00079649-0.00070867i,0.00081533-0.00039335i,0.00038225+0.00024023i,0.00013076+3.5835e-05i,0.00011065-0.00069683i,0.00072858-0.00045547i
0.00029504+0.0023854i,0.0010683+0.002279i,0.0026197+0.0029973i,0.0027356+0.0031035i,0.0019967+0.00088614i,0.0004445-0.0013469i,-0.00025862-0.0010924i,-7.8696e-05-0.0004132i,0.00011175+0.00027894i,0.00049595+0.00058285i,0.0007631-0.00015586i,0.00092688-0.00082803i,0.00048452-0.00080559i,-0.00014394-0.0007869i,-0.00059772-0.00087021i,0.00017147-0.00052474i,0.00054044-3.379e-05i,0.00028507-0.0004093i,0.00019156-0.00055642i,0.00013803-0.00050725i,0.0004113-9.6207e-05i,9.4057e-05+0.00088715i,0.00015163+0.0013704i
-0.0043971-1.0186e-05i,-0.0028508-0.00030699i,-0.0028137+0.0011405i,-0.0015246+0.0023963i,0.00081095+0.0017811i,0.001466-0.00021001i,0.0003321-0.0014134i,-0.00062917-0.001619i,-0.00034671-0.00056639i,-0.00033719+0.00055324i,6.3716e-05+0.00047411i,0.00067873+0.000188i,0.00077165+0.00018331i,0.0010509+0.00088488i,0.00077919+0.0016409i,0.00042389+0.00075103i,0.00045826+0.00051299i,0.00036726+0.0011335i,0.00042016+0.00069215i,0.00093522-0.00017172i,0.0013918-0.00094394i,0.0018223-0.00070704i,0.0012835+4.8403e-06i
0.00057708+0.00065049i,0.0006023+0.00082815i,0.0021668+0.0013169i,0.0034852+0.0009474i,0.0027447-0.00029729i,0.00074581-0.001885i,-0.0011157-0.0012418i,-0.00097051+0.00037691i,-0.00029684+0.00065524i,-0.00020968+0.00067622i,-0.00015128+0.00050295i,-0.00051921-1.3388e-05i,0.00012259-0.00058345i,0.00093178-0.0001828i,0.00043105+0.00057918i,0.00072589+0.00069019i,0.00037152+0.00031051i,-0.00027543+0.00019322i,-0.00024567+0.0002703i,-0.00069873+0.00014928i,-0.00098704-3.2344e-05i,-0.00044235-0.00020322i,-1.1314e-05+0.0003886i
0.00035631+0.0017926i,0.00088303+0.0016958i,0.0021488+0.0012251i,0.002983-0.00050937i,0.0023005-0.0013614i,0.0007371-0.0015066i,-0.00018753-0.0014751i,-7.6689e-05-0.00057681i,-0.00010993+0.00055693i,-0.0001362+0.00076186i,-2.4885e-05-7.841e-05i,-0.0001026-0.0007274i,0.00042008-0.00066378i,0.00062807-0.00075318i,0.00087166-0.0004626i,0.00047879+0.00024724i,0.00022548+0.00036801i,8.4352e-05+0.00088415i,-0.00033234+0.00063667i,-0.00017725-0.0005841i,-0.00043359-0.00049737i,-0.00089877-0.00020423i,-0.00022071+0.00048279i
0.00095716+0.00010164i,0.00025998-0.00024816i,0.00046923+0.00057092i,0.00080431+0.00087597i,0.0017912+0.00026166i,0.0025014-0.00019622i,0.0011359-0.00034536i,-0.0002681-0.00067012i,-0.00017331-0.0012971i,1.0156e-05-0.0014871i,5.9425e-05-0.00099549i,0.00018797-0.00026746i,-0.00012108+0.00039168i,2.1453e-05+5.1793e-05i,1.388e-05-0.00081876i,-0.00033415-0.001125i,-0.00041611-0.00041946i,-0.00092015+0.0004022i,-0.0012303+0.00066462i,-0.00053937-3.0537e-05i,-0.00013981-0.00028643i,-0.00024282-0.00020901i,-0.00014297+0.00035076i
-0.0012715-0.0015378i,-0.0011062-0.0007741i,-0.00077802-0.00061192i,0.00021451-0.00035131i,0.00078746+0.00024261i,-5.4242e-05+0.00032401i,-0.0010076-0.00065072i,-0.00098166-0.0014628i,-0.00058509-0.00081306i,0.00010297+5.9728e-05i,0.00098133+0.00054168i,0.00090036+0.00066798i,0.00029304+0.00057427i,-1.4608e-05+0.00059151i,-0.00052602+7.6275e-05i,-0.00062821-9.1006e-05i,0.00018996-3.697e-05i,0.00037835+0.00049633i,0.00027263+0.00080893i,0.00054781+0.00013604i,0.00054788-0.00031065i,6.333e-05-5.4365e-05i,-9.651e-05+0.00022558i
-5.1044e-05+0.0027404i,0.00012074+0.0030701i,0.0018607+0.0028168i,0.0031516+0.001993i,0.0025893-1.6975e-05i,0.0010352-0.0013268i,-0.00055457-0.00025061i,-0.0012894+0.00052127i,-0.00040827+0.00012776i,0.00066709-0.00022641i,0.0014054-0.00060785i,0.0013519-0.0011834i,0.00093825-0.00099164i,0.00093576-0.00032874i,0.00067836+0.00028257i,0.00032675+0.00017824i,0.00051921-0.00018464i,0.00078679-4.803e-06i,0.00025909+0.00031385i,-0.00034901+0.00035121i,-6.8313e-06-0.00012007i,5.1647e-05-0.00064239i,7.4087e-05-0.0001218i
-0.0013501-0.00085351i,-0.00025195-0.00082601i,0.0012865-0.00029114i,0.0023403+0.00027297i,0.0025187+0.00069287i,0.001615-0.00043246i,4.7094e-05-0.0020498i,-0.0011279-0.0019675i,-0.0010035-0.001084i,0.00015511-0.00048878i,-0.00031537+8.2225e-05i,-0.0015851+0.00018434i,-0.0010934-0.00034401i,0.0002349-0.00015269i,0.00070471+0.00058782i,0.00055072+0.00018072i,0.00030639-0.00076776i,0.00013024-0.00081222i,0.00022151-0.00038822i,0.00040096-8.8048e-05i,0.00048287-0.00043936i,0.00036108-0.00058367i,-0.00026064-0.00061248i
-0.00016825+0.0008619i,0.00057615+0.00017291i,0.00048111+0.00017542i,0.0013927+0.00071152i,0.0016343+0.00051365i,0.0003395-0.00058119i,-0.00040734-0.0012671i,5.0795e-05-0.0007477i,-0.00020873-0.0003543i,-0.0011987-0.00031852i,-0.0018199-0.00057394i,-0.0012842-0.0011501i,8.1542e-05-0.00070884i,0.00067499+0.00024782i,0.0002882+0.00084802i,-0.00032025+0.00046439i,-9.4129e-05-0.00035835i,0.00015496-0.00095281i,0.00019504-0.00036161i,0.00036161+1.2216e-05i,0.00063109+8.6198e-05i,0.00018144+0.0007502i,-0.00039331+0.0004367i
-0.00219-0.00094904i,-0.0017201-0.00026787i,-0.001739+0.00098506i,-0.0018002+0.0016022i,8.2005e-05+0.00061613i,0.0011818+0.00018666i,0.00047488+0.00014148i,-1.6482e-05-0.0002622i,-0.00012129-0.00030599i,0.00010183+0.00068034i,0.00041765+0.00088274i,0.0004926+0.00032597i,0.00032888+0.00031963i,0.00058463-0.0004756i,0.00073799-0.0005404i,0.0010637+0.00071793i,0.00077827+0.0011199i,0.00023074+0.00025238i,0.00025732-0.00058187i,0.00050044-0.00074632i,0.00018756-0.00070295i,-0.00028599-0.00036614i,-3.2417e-05-0.00035982i
0.003851+0.0014252i,0.0035741+1.5335e-05i,0.0037449-0.00046565i,0.0034589-0.0010135i,0.0025298-0.0022205i,0.00076625-0.0025889i,-0.00028576-0.0017531i,-2.0868e-05-0.00091908i,0.00064636-0.00022751i,0.0011573-0.00052846i,0.0012638-0.0012165i,0.00044634-0.0014188i,8.0409e-05-0.00090053i,0.00051659+1.3452e-06i,7.8695e-05-0.00024361i,-0.00042412-0.00088606i,-8.0249e-05-0.0009434i,-0.00016451-0.00059909i,0.00010618-8.3818e-06i,0.00032484+0.0003558i,-0.00028737+0.00015297i,-0.00092934-9.2123e-05i,-0.00074548-0.00035722i
-0.00057147+0.00097849i,9.2435e-06+0.00086023i,0.00083348+0.00066839i,0.0018635+0.00088499i,0.0013888+0.00055374i,-0.00014123-0.0005843i,-0.00059728-0.00091219i,-0.00028066-0.00043984i,-0.00045701-0.0004754i,0.00039512-0.0002714i,0.0013309+0.0002198i,0.00066526+0.00046902i,-0.00034528-0.00036959i,-0.0006084-0.0010449i,0.00033614-0.00066606i,0.0013565+0.00011359i,0.0014739+0.00067433i,0.00031759+0.00056752i,-0.00067748-0.00011454i,-0.00043529-0.00052706i,-9.3674e-05+0.00014237i,-0.00037106+0.00084446i,-0.00063203+0.00092406i
-0.00025021+0.00026845i,-0.00021849+0.00075111i,-6.3944e-05+0.0011596i,0.0006466+0.00043977i,0.0010569-9.0911e-05i,-0.00010568-0.00067431i,-0.0002023-0.0014687i,-3.0975e-05-0.00088562i,-5.2714e-05-9.3088e-05i,3.4769e-05+0.00033673i,0.00013641+0.00074058i,8.749e-05+0.00023126i,0.00037992-0.0007797i,3.9458e-05-0.00065807i,-0.00051403-3.3042e-05i,-0.00037-0.00035791i,0.00037877-9.4346e-06i,4.6656e-06+0.0003113i,-0.00080531-0.00016929i,2.3388e-05-0.00063579i,0.00083358-0.0010027i,0.00099922-0.00023406i,0.00073133+0.00070504i
0.00055574+0.00010944i,-0.00021919+0.00030507i,0.00049721+0.00094248i,0.0015843+0.0010871i,0.0015919-0.00015233i,0.0011016-0.00070052i,0.00026927+0.00010891i,-0.00023634-0.00018067i,0.00038187-0.00024871i,0.00043194+0.00069516i,-0.00022034+0.00037162i,-0.00015533-0.00016659i,4.5647e-05+0.00018069i,9.756e-06+0.00018463i,-0.00029437+0.00015443i,-0.00052355-6.0724e-05i,0.00013143+0.00021188i,0.0011695+0.00011261i,0.0006546-0.0008029i,-5.8351e-05-0.00085624i,-0.00054291-0.00041544i,-0.0009792-0.00037593i,-0.00058119-7.9064e-05i
