0.00054033-0.00020398i,0.00022933-0.00011183i,0.00049328-0.00021469i,0.00042912-0.00088061i,0.00077193-0.0011064i,0.00062487-2.9222e-05i,-0.00049025+0.00065496i,-0.00047762+0.0013895i,0.00057682+0.0015928i,0.001499+0.0012153i,0.0019667+0.00035845i,0.0010505-6.053e-05i,-0.00038912-7.0544e-05i,-0.00096293+0.00010918i,-0.00061654+0.00033952i,-0.00040964+0.00030627i,-0.00045764-0.00012993i,-4.0211e-05-0.00075454i,0.00027109-9.3707e-05i,-0.00017652+0.00029379i,-0.0006629-0.00036749i,-0.00041576-0.00073557i,-3.6847e-05-8.0529e-05i
-0.00027733-0.0013672i,-0.00022197-0.001289i,0.00024773-0.00075488i,0.00055298+3.6383e-05i,0.0014694+0.00090957i,0.0027621+0.00081012i,0.002227+0.00018269i,0.000921-4.2694e-05i,0.00033948-0.00024029i,-0.00037854-0.00036803i,-0.00082754-0.00046725i,-0.00030483-0.00038535i,1.4909e-05-0.00015036i,-0.0003285+0.00046199i,-0.00073747+0.00029302i,-0.00062051+0.00053691i,-0.00031169+0.0008006i,0.00045989-7.7522e-05i,0.00048063-0.00039794i,-0.00053977-0.00020014i,-0.00029132-0.00083929i,0.00052481-0.0012545i,0.00039841-0.00012335i
-0.0013702-0.00011618i,-0.0011321+0.00098076i,-0.00082283+0.0020561i,0.00051732+0.0017766i,0.0022668+0.0012496i,0.0023807+0.00026428i,0.0010799-0.00043162i,-0.00066667-0.00025276i,-0.0013537+0.0003746i,-0.00060155+0.00067627i,-0.00010449+0.00070094i,0.00048074+0.00033211i,0.00050917-0.00026339i,-0.0003779-0.00022893i,-0.00029249-0.00018368i,1.1678e-05-0.00043289i,0.00010199+0.00011807i,1.3175e-05+0.00045446i,-0.00042804+0.00021833i,-0.00041779+0.00018955i,-8.9547e-05+7.6034e-05i,0.00045378+0.00039671i,0.00052276+0.00028142i
-0.00038383-0.00087347i,-8.2568e-05-9.7501e-05i,0.00099723-0.0005607i,0.0022458+0.00038624i,0.0016044+0.0013369i,0.001379+0.0012044i,0.0010712+0.00033219i,0.00015416-0.00077934i,3.6278e-05-0.00094701i,-0.00020387-4.075e-05i,-0.001059+0.0006468i,-0.0011985+9.1416e-05i,9.1024e-05+0.00011134i,-0.00011293+0.00030577i,-0.000216+0.00019742i,0.00040551-0.00014492i,0.00064128+0.00013952i,0.00032458+0.00042803i,-0.00045202+0.00053509i,-0.00046577+0.00065489i,-0.00010951-0.0004317i,0.00040073-0.0011953i,0.0005921-0.0002872i
-0.0016463+0.00059103i,-0.00081909+0.00070301i,-0.00057369+0.0018651i,-0.00018903+0.0023491i,0.00099444+0.001386i,0.0024935+0.0010879i,0.0016932+0.00041158i,-0.00068553-0.00042469i,-0.00073438-0.00029031i,0.00012833-8.7019e-05i,0.00013701-1.6573e-05i,-0.00034895-0.00011302i,-0.00070459-9.1517e-05i,-1.8584e-05-0.00027197i,0.00015556-0.00049535i,-0.00034844+1.5495e-05i,-0.00040088+0.00013284i,2.555e-05-0.00034437i,0.000814-0.000252i,0.00074488+9.7207e-05i,0.00014336+0.00064486i,-0.00035783+0.0004879i,-0.0008189-0.00019799i
-1.9189e-05+0.00036861i,-0.00048109+0.00082163i,-0.0008452+0.00056849i,0.00058769+0.00038747i,0.0030137+0.00039562i,0.003757-0.00013238i,0.0024569-0.00056476i,-0.00022217-0.00041123i,-0.0019878-0.00022268i,-0.0019243+3.607e-05i,-0.0011019+0.00025552i,-4.3007e-05-0.000172i,0.00023465-0.00063704i,-0.00041357-0.00053469i,-0.00074626-7.4192e-05i,-0.0003573-0.00031971i,-0.00035317-0.00054642i,-0.00037949-0.00035675i,-9.4874e-05+0.00059878i,-0.00059372+0.00060824i,-0.00056+5.6749e-05i,-0.0005567-0.00031242i,-0.00039466-0.00014955i
0.0012171-0.0014797i,0.0004529-0.0022413i,-0.00041461-0.0023636i,-6.0052e-06-0.0013157i,0.0010685-0.00050346i,0.0022582+0.00095449i,0.0024981+0.0013964i,0.00086275+6.2038e-05i,-0.00047215-9.0625e-05i,-0.00042149+8.8886e-05i,0.00032179-0.00056674i,0.00053847-0.00083224i,0.0010362-0.00033771i,0.0014371+2.776e-05i,0.00087905-0.00064335i,0.00051989-0.00066484i,0.00062234-0.00022326i,0.00034825+0.00034296i,0.00014939+0.00085589i,-0.00021838+1.96e-05i,4.8946e-05-0.0013478i,0.00054704-0.00099642i,5.7948e-05+0.00038315i
0.00034957+0.00052865i,9.7585e-05+0.00058981i,0.00049355+0.00084258i,0.0021598+0.00085327i,0.0037298+0.00099605i,0.0027456+0.00057173i,0.0011325+0.00021905i,3.601e-05+2.284e-05i,-0.00018162+0.00036994i,-0.00030526+0.00041209i,0.00014384+5.8646e-05i,0.00076138+8.6542e-06i,-0.000125+0.00037358i,-0.00075073+0.00043885i,-0.00031164+0.00011354i,-0.00017908+0.00017855i,-4.7493e-05+0.00012653i,9.7802e-05-0.0004918i,0.00034337-0.00060594i,0.00022392-0.0006923i,-0.00013265-0.0004043i,-0.00036587+0.00013197i,-0.00015396-0.00010824i
-0.0020404+0.00034036i,-0.00063693+0.00059134i,0.0015858+0.0014434i,0.0038494+0.0017369i,0.0047085+0.0016632i,0.0044966+0.0014417i,0.0029538+3.2241e-05i,0.00061277-0.00054819i,-0.00048917+4.4987e-05i,-0.0001631-0.00031851i,-0.00045054-0.00074002i,-0.00089548-0.00082763i,-0.00029339-0.00067061i,-8.586e-06-0.00044408i,-4.4577e-05-0.00024364i,-0.00013418-0.00029086i,-0.00014444-0.00042213i,-0.00023181-0.00011212i,-0.00025288+5.2761e-05i,-0.0001743+0.00062225i,-0.00031633+0.0010164i,-0.00062566+0.00029128i,-0.00081112+0.00011533i
-0.00048511-0.0007695i,-0.00040247+3.6943e-05i,-0.00014136+0.0012646i,0.00053969+0.0027979i,0.0014846+0.0028003i,0.0029288+0.0020403i,0.0028578+0.00060984i,0.0011383-0.00024966i,-0.00028468-8.3345e-05i,0.0002816+0.0004825i,0.00024837+0.00067546i,-0.00075352+0.0001913i,-0.0010176+2.6031e-06i,-0.00087717+0.00026386i,-0.00038908+9.2958e-05i,-0.00039266-0.00077328i,-0.0011193-0.00099705i,-0.0011862-0.0002873i,-0.00017074-2.0524e-05i,0.0006026-0.00018023i,0.000383-0.00019094i,-0.00013087-4.9072e-05i,2.1158e-05-0.00045561i
0.00033276+0.0017506i,0.00033972+0.001764i,0.0017391+0.0012629i,0.0021656+0.0005121i,0.0029676+0.0014738i,0.0030657+0.0013847i,0.0022076-0.00039786i,0.0012689-0.00094619i,2.3983e-05-0.00023044i,-0.0010656+0.00011141i,-0.00083043+0.00017991i,-0.00010044+0.00036252i,-0.00014915+0.00094639i,-0.001053+0.001358i,-0.0016391+0.00065441i,-0.00090837-2.7296e-05i,-0.00017026+4.2827e-05i,-0.00045733-7.1826e-05i,-0.0010345-0.00016569i,-0.00055991-1.8426e-05i,-0.00037608+0.00028071i,-0.00069785+0.00022532i,-0.00066275-0.00018434i
-0.00010039+0.0007659i,-0.0011573-0.00077776i,-0.00069125-0.00043205i,0.0014829+0.00013488i,0.0034757+3.8793e-06i,0.0030311-4.4055e-05i,0.0017518-0.00047718i,0.00071746-0.00069179i,0.00024253+2.8496e-05i,-0.00026309+0.00032614i,-0.00029011+0.00034047i,-0.00052808+0.00016984i,-0.0013419+0.0001363i,-0.001315+0.00011039i,-0.00032322+1.7378e-05i,0.00014509+0.00089537i,7.2598e-05+0.00054504i,0.00014768+0.00017479i,-0.00010249+0.00060695i,-0.00085188+0.00026174i,-0.00061385-0.00015961i,0.00037141+0.00038517i,0.0005687+0.00063399i
-0.0018777+0.0020416i,-0.00031841+0.0022357i,0.00069034+0.0017983i,0.0024904+0.00056872i,0.0037162-0.00040815i,0.0033159-0.00073309i,0.0021213-0.0005622i,0.00063155-0.00054606i,-0.00021356-0.0002809i,0.00011715+0.00011967i,0.00094887-0.00033663i,0.00016977-0.0012124i,-0.00059973-0.0012463i,-0.00055974+0.00026777i,-0.00059762+0.00095774i,-7.463e-05+6.6705e-05i,5.1653e-05+8.9032e-05i,-5.0834e-05-0.00019846i,0.00051932-0.00027585i,0.00084766+9.0968e-05i,0.00071999-0.00038477i,0.00077183-0.00056891i,0.00051551-0.00074652i
-0.00067948+0.00079545i,-0.0011265+0.00011014i,-0.0013178+0.0010407i,0.00014406+0.0017935i,0.0020244+0.0013209i,0.0029532+0.00073345i,0.0019396+0.0003315i,0.00035516+0.00023661i,-0.00061314+0.00037403i,-0.00055897+0.00015124i,0.00024867-0.00023948i,7.8788e-05+0.00024458i,-0.00041762+0.00019615i,-0.00028224-0.00013166i,0.00019792+0.0004406i,-4.5644e-05+9.064e-05i,-0.00098089-0.00073785i,-0.0014473-0.00063013i,-0.00096206-0.00015753i,-0.00030372-0.0002829i,0.00037969-0.00016669i,0.0010734+6.4712e-05i,0.0011322+0.00071256i
-0.0015263-0.0013734i,-0.00058023-0.00084776i,0.00069853-0.00075787i,0.0014815+0.00015559i,0.0016451+0.0013076i,0.0022277+0.0015905i,0.0027024+0.00093784i,0.0014868-0.00030364i,4.5389e-05-0.00066232i,0.00060599-0.00012234i,0.0012212+0.00068614i,0.00057684+0.00019235i,-0.0003459-0.00057996i,-0.00067047-2.927e-05i,-0.00049574+0.00014982i,0.00017173-0.00023732i,0.00025613-0.00047809i,-0.00033375-0.00014578i,0.00024247+0.00048859i,0.0010611+0.00054623i,0.00090819+0.00018916i,0.00020349+0.00019431i,-0.00050769+0.00058056i
-0.00088732-0.0016473i,-0.0013932-0.0010362i,-0.0012537+0.00086181i,-0.00045415+0.0013359i,0.00063992+0.0013913i,0.0021079+0.0022359i,0.0024699+0.0016198i,0.0012434+0.00011912i,3.39e-05-0.00031103i,5.4634e-05+0.00022808i,8.6896e-05-0.00010635i,-0.00012182-0.00095614i,-3.1568e-06-0.0013243i,-0.00019939-0.00041605i,-0.00045325-1.0332e-05i,-0.00028549-0.00044082i,0.00036994-0.00043178i,0.00058623-0.00060591i,0.00074457-0.00031111i,0.0010134+0.000729i,0.00047183+0.00041076i,0.00029112-0.0004979i,0.00089022+0.00014927i
-9.6394e-05-7.7945e-05i,0.00031688+0.00035195i,0.001221+0.00036409i,0.0015735+0.00011835i,0.0026976+0.001098i,0.0033253+0.00088963i,0.0024777+0.00028229i,0.00082157+0.00081695i,-0.00024623+0.0011018i,0.00016985+0.00074869i,0.00044018+0.00035596i,0.00016922-0.00013498i,-0.00042347-0.0003658i,-0.00073581-0.00058281i,-0.00065479-0.0004958i,-0.00017317-0.00029687i,0.00050687-0.000189i,0.00025018+0.00011721i,0.00021456-0.00013417i,0.00031254-0.00084773i,0.00052062-0.0010477i,0.00071815-0.00037361i,0.00055232+0.00024454i
-0.0012493+0.001908i,-0.00011004+0.0031965i,0.00054316+0.0042269i,0.0020494+0.0032519i,0.0035221+0.0020631i,0.0036955+0.00090935i,0.0025391-0.00012411i,0.0011122-0.00011087i,0.00031217+0.00041636i,0.00056646+0.00060191i,0.001188+0.00032064i,0.00017117-4.0937e-05i,-0.001096+0.00017121i,-0.0012418-0.00043063i,-0.00063073-0.0012332i,-0.00028149-0.00079975i,-0.00016419-0.00025577i,-0.00021432-0.00044321i,-0.00032247-0.0006583i,-0.00085319-0.00074161i,-0.00055218-0.0012504i,-5.5567e-05-0.00062935i,0.00037633-0.00021004i
0.002331+0.0036632i,0.002323+0.0026748i,0.0047464+0.0027196i,0.0067578+0.0017045i,0.0070606+0.00015788i,0.0056505+1.0148e-05i,0.0041886+0.00078618i,0.0040978-0.00025093i,0.004283-0.0018831i,0.0032678-0.0026761i,0.0014493-0.0028874i,-0.00018059-0.0026455i,-0.0012142-0.0012625i,-0.0013977+5.5418e-05i,-0.00073403+0.00046113i,-0.00030738+0.00059115i,-0.00025309+0.00037937i,-1.0913e-05-0.00063711i,-0.00039869-0.0010248i,-0.00018676-0.00080703i,0.00043387-0.00067396i,0.00063252-0.00087743i,0.00052719-0.0010557i
-0.00046007-0.00054443i,-0.00016847-0.00025821i,0.00041135-0.0011478i,0.0012393-0.0020556i,0.0024309-0.0010945i,0.0028283+0.0001936i,0.0017639+0.00030079i,-0.00019765+0.00022593i,-0.0017229+0.00061335i,-0.0013908+0.0016824i,-0.00057781+0.0017123i,-0.00068342+0.00026321i,-0.00048363+0.00016385i,-0.00019552+0.0006366i,-0.00058508+0.00021131i,-0.00043056-8.8613e-05i,-0.00068538+0.0004344i,-0.00076824+0.00087807i,0.00010819+0.00015447i,0.00043133+0.00021381i,0.00038092+0.00090143i,0.00041347+0.0002861i,0.00072848-0.00074644i
0.002234+0.0010003i,0.0028973+0.0010599i,0.0039037+0.00072809i,0.0047948-0.00014391i,0.0040828-0.0011422i,0.0021646-0.0018001i,0.00085338-0.0019362i,4.6822e-05-0.0013339i,-0.0001251-0.0007306i,4.9194e-05-0.00027946i,-0.00049521+0.0004739i,-0.00081703+0.00047376i,-0.00062577+0.0012155i,-0.00079815+0.0016638i,-0.00075444+0.00073993i,-0.00076889+0.00040758i,-0.0010153+0.00015984i,-0.00066477+7.1795e-05i,-3.4463e-06-0.00031891i,0.00010752-0.00011764i,4.6819e-05+0.00015108i,-0.00032571-0.00038201i,-0.00028779-0.00037997i
5.1109e-05-0.0026629i,-0.0020942-0.0027193i,-0.0022042-0.0011702i,-0.001816+0.00030623i,-0.00065626+0.00095278i,0.00073895+0.0017174i,0.00068177+0.001063i,-0.00055841+7.0381e-05i,-0.0012209+0.00026698i,-0.00090463+0.00096781i,-0.00026764+0.00096752i,-0.00010287+0.0007283i,-0.00035136+0.00068383i,0.00037924-1.8097e-05i,0.0008979-0.0011284i,0.00078808-0.001379i,0.00071467-0.0010467i,0.00057368-0.00069958i,0.00038045+0.00016291i,5.7317e-05+0.00053924i,-5.9452e-05+0.0004009i,-7.4296e-05+0.00010945i,-0.00035385-0.00015506i
0.0033945+0.00030096i,0.00315-0.00057338i,0.0029845-0.0017155i,0.0026886-0.0026117i,0.00199-0.0022096i,0.0010223-0.0010575i,0.00057662+0.00044134i,-5.2991e-05+0.0013553i,-0.00055221+0.0018802i,-0.00051965+0.0014286i,-0.00018863+0.00063189i,-0.00018389+0.0002878i,-0.00085307+0.00055137i,-0.00062771+0.00039921i,0.00029282-0.00013766i,0.00075058+0.00037728i,0.00027384+0.00065945i,-0.00071661+7.5223e-05i,-0.0012612-0.00013048i,-0.00016378+0.00051484i,0.00068237+0.00099284i,-0.00018002+0.0009775i,-0.0006035+0.00052123i
0.00059576-0.00023689i,-0.00020118+8.5345e-05i,0.00035426-0.00079622i,0.0012361-0.0011308i,0.0017031-7.3325e-05i,0.0018998+0.00010309i,0.0014328-0.00038846i,0.00028179-0.00075301i,-0.00055544-0.0008279i,-0.00091649-1.8943e-05i,-0.00086198+0.00088702i,-0.00054265+0.00091543i,-0.000732+0.00027299i,-8.4944e-05+0.00024658i,-5.2634e-05+0.00018424i,-0.00021523-0.0003123i,-0.00023662-0.00033052i,-0.00052833-0.00035043i,-0.00045418-0.0003856i,-3.6624e-05-0.0004092i,0.00027598-0.00021688i,3.1805e-06+2.2248e-05i,-0.00026257-0.00017346i
-0.0010292-0.00041756i,-0.00039971-0.0001727i,-0.0003786+0.00090627i,0.00042283+0.0023198i,0.0016113+0.0023249i,0.0025577+0.001335i,0.0023594-0.00033918i,0.00085646-0.0017367i,0.00010906-0.00087066i,0.00019726+0.00058362i,-0.00042767+0.0012278i,-0.0011284+0.0003974i,-0.0015234-3.4179e-05i,-0.0012081+0.00061261i,-0.00044685+0.00039943i,-0.00042567+0.00010921i,-0.00028657-0.00018186i,7.6779e-06+3.255e-05i,9.547e-05+7.4066e-05i,3.9501e-05-0.0001689i,8.7181e-05+0.00028338i,0.00093331+0.00086351i,0.00086316+0.00013611i
-0.00083002-0.0027816i,-0.0018201-0.0017216i,-0.0023708-0.0013428i,-0.00025477-0.00044561i,0.0018996+0.0016855i,0.0030219+0.0021738i,0.0029323+0.00050979i,0.00080701-0.00077075i,-0.0010648-0.00057075i,-0.0012725+0.00069489i,-0.00067089+0.00084292i,0.000186+0.00017713i,0.00039258-0.00029142i,0.00048542-0.00074937i,0.00059727-0.00022099i,0.00067916+0.00019728i,0.00055903+6.1138e-05i,-0.00031437+0.00038006i,-0.00012409+0.00083019i,2.452e-05+1.3449e-05i,-0.00024825-0.00056394i,3.7329e-05-0.00030511i,0.00013161+2.0428e-05i
0.0016753-0.0027404i,0.00057984-0.0030909i,0.00027553-0.0032838i,8.1544e-05-0.0013817i,0.00019959+0.0001389i,0.0011628+0.00022514i,0.0014383+0.00015629i,0.00028005-2.3237e-05i,-0.00087736+1.7803e-05i,-0.0012664+0.00026913i,-0.00078881+0.00050606i,-0.00052731+0.0012523i,-3.7402e-05+0.0010397i,0.00010357-0.0001903i,0.00024501-0.0002923i,0.00060739+0.00012671i,0.00072639-0.00021501i,0.00042728-0.00046457i,0.00059444-0.00034129i,0.00076935+0.00027354i,0.00055247+0.0010229i,0.00045233+0.00083212i,0.00049248+0.0001592i
0.00074808+0.0012353i,0.00057266+0.00043052i,0.001083+0.000686i,0.0017495+0.0005832i,0.0023833+0.00083453i,0.0016412+0.00074259i,0.0006217+0.00010587i,-0.00010504-0.00025017i,-0.00078082-0.00022095i,-0.00085395-9.2825e-05i,-0.00049741-0.00052937i,-0.00043863-0.00063804i,-0.00046327-0.00082466i,-5.7177e-05-0.00050783i,-0.00062494-0.00017051i,-0.0011423-0.00050734i,-0.00063884-0.00033026i,-0.00036667-0.0004314i,0.00024768+0.00028528i,0.0012126+0.00058214i,0.0020939-0.00019436i,0.0017829-0.00029188i,0.00082924-6.6553e-05i
2.6969e-05-9.5171e-05i,0.00013108+0.00027669i,0.00069071+0.0004541i,0.002345+0.00090669i,0.0038854+0.001033i,0.003192+0.00033909i,0.0018726-0.00037998i,0.00071098-0.00046219i,-0.00039464-6.5418e-05i,-0.00097652+5.107e-06i,-0.00057182+0.00030707i,-0.0005842+0.00056833i,-0.00072879+4.5936e-05i,-0.00026811-9.6942e-05i,-0.00063908+0.00029415i,-0.0011561-0.00014245i,-0.00082591-0.0010614i,-0.0003283-0.00078817i,1.2173e-05-0.00012381i,-0.00022417+2.4863e-05i,-0.00053605+0.0003876i,0.000497+0.00039094i,0.00025647-0.00026567i
-0.002523+0.00086179i,-0.0013689+0.0010435i,0.00013248+0.00114i,0.0016291+0.0009642i,0.003759+0.00073901i,0.0045236+0.001103i,0.0025673+0.00129i,-0.00034188+0.00049678i,-0.0014002-1.9851e-05i,-8.2639e-05+0.0001574i,0.00076061-0.0001358i,0.00021079-0.00023117i,-0.00022602-2.609e-05i,-0.00048983+0.00021698i,-0.00047332+0.00055276i,-0.00054664+2.9073e-05i,-0.00030164-0.00082062i,-2.637e-05-0.00077421i,-0.0001861-0.00029066i,-0.00029453+0.00031586i,9.6036e-05+0.00040622i,0.00043406+0.00022488i,0.0013173+0.00013632i
0.0015792+0.0016925i,0.0018732+0.0014551i,0.00076559+0.00050279i,0.0015317+0.00040924i,0.0028272+0.0015551i,0.0029485+0.0017731i,0.0019937+0.00093981i,-7.9592e-06-8.4875e-05i,-0.0010485+0.00016683i,-0.00049344+0.00070854i,0.00011487+0.00060986i,-0.00013329+8.1967e-05i,-0.00032006-0.00061747i,-0.0006844-0.00055573i,-0.0013234+0.00037845i,-0.0012331+0.00026567i,-0.0010254-0.00060193i,-0.00081155-0.00069099i,-0.00081738-0.00056682i,-0.00067236+6.7253e-05i,-0.00033585+0.00050529i,3.0819e-05-0.00014305i,0.00026354-0.00071197i
0.00050036-1.6113e-05i,-5.6916e-05-0.00034967i,2.4406e-05-0.00026848i,0.0010786-0.00021183i,0.003247-0.00030921i,0.0040425-0.00017843i,0.0023713-0.00016517i,0.00044372-0.00035116i,-0.0001623-0.00030678i,9.8486e-06+3.8681e-05i,0.00058259-0.00019603i,0.0014264-0.00032328i,0.00090212-0.00084346i,-0.00049277-0.00084348i,-0.00049911-0.00046645i,0.00037112-0.00058442i,8.1139e-05-0.00031845i,-0.00038433+0.00012066i,-0.0001184-0.00021735i,-0.00045768-0.00051589i,-0.0005622-0.00077752i,7.0079e-05-0.00095517i,4.1667e-05-0.00070143i
-0.0018964+0.00044283i,-0.0012101+0.001001i,-0.00077497+0.0022248i,0.00055247+0.002567i,0.0024066+0.0014735i,0.0024477+0.00093535i,0.00065753-0.00020769i,-0.0013752-0.0013285i,-0.0018442-0.00057713i,-0.001101+0.00028061i,-0.00065034+0.00052249i,-0.00029293+0.00054715i,-0.00042679+0.00022072i,-0.00063224-0.00022417i,-0.00071474-0.0007938i,-0.00067695-0.00062278i,-0.00023527-0.00018747i,0.00022984+1.7125e-05i,-0.00016258-0.00013074i,8.9355e-05-2.5887e-05i,0.00074744+0.00044425i,7.7326e-05+0.00036809i,-0.0002576-0.00028333i
-0.00014611+2.213e-05i,0.00016053+0.002037i,0.00061642+0.0030074i,0.0014367+0.0028511i,0.002779+0.0026262i,0.0032138+0.0019518i,0.00223+0.00043599i,0.00073803+3.2756e-05i,-0.00082686+0.00033031i,-0.0017682+9.4431e-05i,-0.0012054+6.8434e-05i,-0.00069736+0.00055146i,-0.00059657+0.00072614i,-0.00052223+0.00038942i,-1.0706e-05-0.00024671i,0.00048443-0.00024048i,-9.0736e-05-0.00012179i,-0.0006254-0.0003843i,-0.0011525-0.00015569i,-0.0010087+0.00050262i,-6.3412e-05+0.00081144i,0.00026133+0.00056325i,0.00018446-0.00017749i
-0.00043468+0.0029849i,0.0003719+0.0029104i,0.0015118+0.0038624i,0.0029609+0.0031398i,0.0039523+0.0011499i,0.0042043-0.00010715i,0.0021469-0.00052284i,-0.0011064-0.00022695i,-0.0019838+0.00045064i,-0.0010517+0.00094935i,-0.00086079+0.0011672i,-0.0009155+0.00090905i,-6.3718e-05-5.4593e-05i,0.00039758-0.00068667i,0.0006535+1.8053e-05i,0.00096121+0.00089162i,0.00046681+0.00077137i,-2.7399e-06+0.0006942i,-0.00031478+0.00046271i,-0.0005173+0.00045299i,-0.00080448+0.00044541i,-0.00081805+0.00040134i,-0.00019113+0.00027455i
-0.0002073+0.00024006i,0.00018229+0.00040623i,0.0016288+0.00088823i,0.0031215+0.0017507i,0.003275+0.0012721i,0.0034865+0.0004039i,0.0027409+0.00025085i,0.00098442+0.00061759i,-0.00013781+0.00095207i,-9.3603e-05+0.00089113i,-3.0204e-05+0.0010489i,-3.8845e-05+0.00043392i,-0.00022789-0.0003272i,-0.00075771-0.00091185i,-0.00066663-0.00078079i,-0.00069576-2.4454e-05i,-0.00067758+0.00025829i,-0.00011084-0.00019477i,-5.2603e-05-0.00085585i,-0.00032967-0.0010409i,-0.00058864-0.00045562i,0.0001488-0.00013187i,0.00046019+6.6859e-05i
0.00050919-0.00018581i,0.0005763+8.6619e-06i,0.00082798+0.00071247i,0.0009566+0.00030597i,0.0014292-0.00034068i,0.0021761+0.00038108i,0.0016874+0.00093569i,0.00036887+2.0601e-05i,-0.00067866-0.00021192i,-0.00089995-0.0004315i,-0.00010787-0.00014861i,-2.5515e-05+0.00045303i,-0.00052073-0.00016514i,-0.00047276-0.00048038i,0.00038335-0.00025741i,0.00022794-0.00092752i,-0.00023275-0.0012609i,0.00015449-0.00090497i,0.00036335-0.00094547i,0.00034153-0.00059183i,0.00049483-0.00034616i,0.00077432-4.9479e-05i,0.00058244+0.00040426i
0.00034213+0.00086479i,-0.00063404+0.00075663i,-0.00033536+2.5736e-05i,0.0019601-4.4514e-05i,0.003026+0.0002752i,0.0027022+0.00020921i,0.0016255-0.0001201i,-0.00078196+0.00062616i,-0.0022028+0.00084182i,-0.0018799+0.00030645i,-0.00076335-0.0003146i,0.00011829-0.00070552i,1.2048e-05-5.594e-05i,-0.00080258-0.00025326i,-1.9356e-05-0.00081382i,0.00089718-0.00056899i,0.0004322+0.00039155i,0.00014479+0.00020001i,-0.00023586-6.7912e-05i,-3.776e-05+0.00026396i,0.00031695-1.296e-05i,0.00030885-0.00022636i,0.0001785-0.00078661i
-0.0018192+0.00068332i,-0.00051561+6.3838e-05i,0.00080106+0.00077431i,0.0021612+0.0021299i,0.0033272+0.0019644i,0.0027821+0.00069272i,0.00096361-0.0001203i,7.5643e-05-0.00010435i,-0.00092191+0.00069902i,-0.0016293+0.001539i,-0.00058194+0.0011413i,-0.00016802+0.00023685i,-0.0004395+0.00024133i,-0.00089464+0.0003639i,-0.0016297+0.00013157i,-0.0010879-4.775e-05i,-3.1141e-05+0.00026619i,-0.00037201+0.0006247i,-0.00068861+0.00029929i,3.5396e-05-0.00013265i,0.00023816-0.00030633i,-0.00025761-0.00062943i,-0.00070817-0.001065i
-0.00052849+0.00043663i,-2.8272e-05+0.0010325i,0.0006204+0.0015686i,0.0019217+0.0014425i,0.0034541+0.0012759i,0.0044742+0.00028398i,0.003426-0.000503i,0.001408+6.9409e-06i,-4.3522e-06+0.00073563i,-0.00038575+0.0011929i,-0.00034388+0.00092463i,-0.00042101+0.0002976i,-0.00060294+0.00014469i,-0.00093638-9.5645e-05i,-0.001379-5.1964e-05i,-0.001647+0.00023858i,-0.0013273-0.00016381i,-0.00061702-0.00097489i,3.6962e-05-0.00070869i,-0.00017358-0.00035488i,-0.00044022-0.00027351i,3.4264e-05-0.00035413i,0.00014268-0.00051287i
-0.0012239-0.00062999i,-0.00074298-0.00019691i,3.1983e-06+0.0016409i,0.001004+0.0032386i,0.0027321+0.0025007i,0.0039097+0.00095907i,0.0031205-0.00023401i,0.00090155-0.00081098i,-0.00064026-0.00058445i,-0.00048911-0.00015763i,-0.00017113+4.3497e-05i,-3.9601e-05-0.00014894i,-0.00016831-0.00063867i,-0.00070806-0.00091815i,-0.00096118-0.00054495i,-0.0010311-4.2027e-05i,-0.00059638+0.00013798i,4.9094e-05-0.0002662i,0.00026818-0.00049419i,0.00010134+0.00043866i,-1.5996e-05+0.0010948i,0.00017017+0.00031721i,0.00066329-0.00019i
6.3537e-06-0.00077591i,-0.00096344-0.00055576i,-0.00054459+0.00025199i,0.00059784+7.918e-05i,0.0014647-0.00054851i,0.0022761-0.00057886i,0.0028388+0.00032104i,0.0017322+0.00041344i,0.000265+0.00039091i,-0.00024407+0.00033997i,-0.00015638+4.0827e-05i,-0.00044755+0.00015325i,-0.00084559+0.00015878i,-0.00080936+0.00024073i,8.4509e-05+0.00046853i,0.00029252-0.00022084i,-0.00034014-0.00022222i,-0.00062007+0.00051109i,-0.00034015-9.4684e-05i,0.00015464-0.00062216i,0.00014587-0.00021702i,9.0413e-05+0.00020217i,0.00040702-3.4764e-05i
0.0009919-0.00014236i,0.0013047-0.00043218i,0.0012775-0.0006729i,0.0013369-0.0003239i,0.0018228-5.665e-05i,0.0014069+0.00034387i,0.0008652+5.8978e-06i,6.5877e-05-0.00052199i,-4.073e-06-0.00056371i,9.1108e-05-0.00019853i,0.00014647-6.3251e-05i,0.00030339+0.0001804i,-0.0005747+0.00094525i,-0.0013385+0.0011579i,-0.00073894+0.0013619i,-1.5029e-05+0.00082645i,0.00046955+0.0004132i,0.00015745+0.00065396i,-5.0843e-05+0.00049909i,0.0002977+0.00024808i,-0.00057014+0.00090584i,-0.00079271+0.001228i,0.00062569+0.00024428i
