0.00054033-0.00020398i,0.00022933-0.00011183i,0.00049328-0.00021469i,0.00042912-0.00088061i,0.00077193-0.0011064i,0.00062487-2.9222e-05i,-0.00049025+0.00065496i,-0.00047762+0.0013895i,0.00057682+0.0015928i,0.001499+0.0012153i,0.0019667+0.00035845i,0.0010505-6.053e-05i,-0.00038912-7.0544e-05i,-0.00096293+0.00010918i,-0.00061654+0.00033952i,-0.00040964+0.00030627i,-0.00045764-0.00012993i,-4.0211e-05-0.00075454i,0.00027109-9.3707e-05i,-0.00017652+0.00029379i,-0.0006629-0.00036749i,-0.00041576-0.00073557i,-3.6847e-05-8.0529e-05i
0.010324-0.0043241i,0.019685-0.02669i,0.033962-0.060121i,0.049659-0.06313i,0.059818-0.027599i,0.047882-0.014111i,0.0037946-0.026104i,-0.025374-0.024372i,-0.0084472-0.025953i,-0.00084749-0.03854i,-0.021491-0.03459i,-0.027005-0.012118i,-0.003854+0.0051213i,0.021521-0.0036281i,0.02576-0.035674i,0.0068357-0.060539i,-0.018548-0.05681i,-0.031856-0.030617i,-0.027651-0.00029634i,-0.016545+0.014556i,-0.0094503+0.01441i,-0.0046727+0.013024i,0.0013679+0.013236i
-0.0073767+0.0042288i,-0.014236+0.017942i,-0.0089423+0.025287i,0.0015675-0.012806i,-0.014407-0.077792i,-0.049012-0.090612i,-0.051806-0.042418i,-0.031101-0.0037294i,-0.027039+0.011196i,-0.01848+0.030762i,0.0053992+0.04048i,0.018251+0.030631i,0.010794+0.012952i,-0.011774+0.0064908i,-0.03532+0.024369i,-0.041023+0.047235i,-0.025951+0.052468i,-0.002574+0.037341i,0.012526+0.010947i,0.012565-0.0056737i,0.0060742-0.0067515i,0.00086033-0.0047401i,-0.0013683-0.0060005i
0.012917-0.0035038i,0.024461-0.020266i,0.01943-0.043367i,-0.011871-0.03596i,-0.022973+0.0094299i,0.011315+0.047183i,0.048055+0.043133i,0.060632+0.022582i,0.059116+0.0037155i,0.044223-0.019427i,0.025617-0.031002i,0.017902-0.032885i,0.013685-0.027602i,0.018457-0.012809i,0.039425-0.008632i,0.055863-0.018901i,0.052773-0.025636i,0.031076-0.020776i,0.003987-0.010457i,-0.0086743-0.003292i,-0.0064779+1.8109e-05i,-0.0017763+0.0019016i,-0.00037421+0.0020263i
-0.012299+0.0019192i,-0.031345+0.0084964i,-0.041457+0.015074i,-0.031865-0.0021723i,-0.028263-0.043837i,-0.04034-0.063665i,-0.04475-0.037453i,-0.041652-0.0056812i,-0.038946+0.010225i,-0.026276+0.021083i,-0.0071225+0.023147i,-0.005711+0.0247i,-0.010843+0.029696i,-0.013485+0.020185i,-0.026922+0.0040032i,-0.040007-0.0030998i,-0.036723-0.0085858i,-0.02027-0.012124i,-0.0015576-0.0073781i,0.0078544-0.0013682i,0.0074098-0.0013145i,0.0048142-0.0054495i,0.00067669-0.0071909i
0.014526+0.0010988i,0.031514+0.0007471i,0.031969+0.0065298i,0.0052085+0.039781i,-0.0030913+0.088977i,0.023382+0.081366i,0.030014+0.017133i,0.015632-0.018769i,0.014939-0.01809i,0.011557-0.025902i,-0.0083879-0.041458i,-0.013196-0.041885i,0.0034525-0.031645i,0.017897-0.018089i,0.0224-0.0065931i,0.01545+0.00048165i,-0.0029316+0.0089688i,-0.020026+0.01698i,-0.021278+0.016839i,-0.01081+0.010394i,-0.0032398+0.0062341i,-0.0019487+0.0055987i,-3.742e-05+0.00685i
-0.0068111-0.00012643i,-0.01873+0.0016652i,0.0013464+0.0022964i,0.060986-0.02741i,0.09002-0.097495i,0.034334-0.12952i,-0.03073-0.076705i,-0.038749-0.017069i,-0.025893+0.0067243i,-0.020932+0.027941i,-0.016869+0.047461i,-0.018819+0.043462i,-0.027048+0.022075i,-0.033835+0.0040743i,-0.038325+0.0034913i,-0.032718+0.015093i,-0.0095054+0.023491i,0.018114+0.02294i,0.027539+0.0096845i,0.016066-0.0066154i,0.0034455-0.013486i,-0.0006777-0.012615i,-0.0023565-0.010926i
0.015896-0.006135i,0.029182-0.015318i,0.017558-0.036312i,-0.037218-0.043286i,-0.084793-0.0031149i,-0.060176+0.061494i,0.0031285+0.086166i,0.037689+0.070921i,0.048251+0.040517i,0.049148+0.0041494i,0.04503-0.011515i,0.044212-0.00068512i,0.039936+0.015356i,0.033543+0.026696i,0.043754+0.028114i,0.059509+0.014214i,0.053305-0.0060466i,0.025962-0.02053i,-0.002998-0.018386i,-0.016071-0.0022815i,-0.013767+0.011607i,-0.0070152+0.015642i,-0.0021124+0.013813i
-0.014687-0.0045277i,-0.030452-0.00069752i,-0.025799+0.0037695i,0.013468-0.0028087i,0.051315-0.031118i,0.049406-0.070678i,0.022667-0.084416i,-0.0001928-0.072352i,-0.020088-0.053669i,-0.02845-0.026637i,-0.01947-0.0091226i,-0.014539-0.0093667i,-0.012844-0.0079308i,-0.0071052-0.012351i,-0.016694-0.033701i,-0.038163-0.047708i,-0.042392-0.039554i,-0.026407-0.019087i,-0.0046994-0.00025591i,0.011258+0.0057512i,0.015462+0.00093108i,0.012939-0.0056185i,0.008105-0.0090672i
0.011788+0.0014617i,0.022667-0.0038594i,0.00034545-0.018041i,-0.063068-0.021657i,-0.10431-1.3191e-05i,-0.085152+0.021821i,-0.046708+0.018059i,-0.024011+0.010763i,-0.0074294+0.014371i,0.005978+0.0031554i,0.0058619-0.018444i,0.0046993-0.025018i,0.010626-0.020713i,0.010175-0.0082968i,0.0028906+0.017982i,-0.001224+0.041297i,-0.0057292+0.043793i,-0.010042+0.029204i,-0.0083832+0.010378i,-0.0043795-0.0033874i,-0.0035973-0.0091532i,-0.0071519-0.0085696i,-0.0095058-0.0042976i
-0.011912-0.0015785i,-0.024147+0.010742i,-0.0080056+0.044874i,0.051796+0.073641i,0.092226+0.052996i,0.068598+0.009702i,0.024086-0.0038539i,-0.0010676+0.0053345i,-0.01141+0.015379i,-0.021023+0.030041i,-0.026588+0.041523i,-0.029799+0.032615i,-0.031722+0.011998i,-0.023993-0.0042988i,-0.0084818-0.016709i,0.0049743-0.023213i,0.014018-0.016775i,0.018273-0.0045858i,0.014026+0.00081929i,0.0054747-0.001935i,0.0001865-0.0046549i,-0.00089658-0.0025224i,0.0010391+0.00048944i
0.015641+0.00083764i,0.033199-0.014589i,0.036418-0.052906i,0.007046-0.091713i,-0.020573-0.083508i,-0.020739-0.041917i,-0.01685-0.0047105i,-0.0056481+0.022496i,0.028207+0.022228i,0.054781-0.0049356i,0.051535-0.017115i,0.039129+0.0028486i,0.030146+0.026126i,0.017227+0.033183i,0.0052073+0.03281i,0.0013993+0.028844i,-0.00082394+0.016098i,-0.0059705+0.00057216i,-0.010939-0.004435i,-0.013162+0.0037528i,-0.010748+0.013965i,-0.0047393+0.016107i,0.00058247+0.0096007i
-0.0098802-0.0041268i,-0.026737+0.0052595i,-0.026929+0.029392i,0.00095093+0.045948i,0.018647+0.022957i,0.0043438-0.0068977i,0.0015797-0.0070924i,0.014812-0.01325i,-0.0045194-0.031735i,-0.03722-0.023283i,-0.035834-0.0056335i,-0.017696-0.012689i,-0.0068587-0.023581i,0.0024301-0.022432i,0.0096709-0.025781i,0.0067183-0.032291i,-0.00021872-0.023569i,-1.7342e-05-0.0039526i,0.0065524+0.0067073i,0.013413+0.0033207i,0.017261-0.0050512i,0.014669-0.010097i,0.0058321-0.0096683i
0.012198-0.0025229i,0.02889-0.018319i,0.02562-0.061612i,-0.014004-0.098328i,-0.037608-0.075506i,0.0028914-0.027458i,0.043279-0.023502i,0.029712-0.027937i,0.01665-9.6219e-05i,0.029911+0.013701i,0.033112-0.0019789i,0.017622-0.0072141i,0.0051998+0.0023497i,-0.0019867+0.0075362i,-0.01278+0.013565i,-0.019884+0.024266i,-0.01429+0.024323i,-0.0042789+0.011272i,-0.00051605-0.00065727i,-0.0041471-0.0076284i,-0.010135-0.0115i,-0.012513-0.0096421i,-0.0095582-0.0047471i
-0.015792-0.0018806i,-0.042897+0.016471i,-0.061341+0.064707i,-0.043168+0.1045i,-0.025286+0.064577i,-0.05414-0.014724i,-0.090061-0.027887i,-0.078714-0.0010431i,-0.051754-0.0020598i,-0.049873-0.0066406i,-0.053343+0.0074327i,-0.039137+0.014014i,-0.016768+0.0055693i,0.00084315-0.0018403i,0.018192-0.0041954i,0.032013-0.0079197i,0.029928-0.011022i,0.017086-0.0063328i,0.00758+0.00089894i,0.0035531+0.0055522i,0.003405+0.0099047i,0.0047878+0.010873i,0.0055351+0.0070891i
0.018562-0.00032627i,0.050024-0.01733i,0.076545-0.056258i,0.062974-0.077548i,0.032286-0.023936i,0.034215+0.058047i,0.050913+0.075377i,0.045463+0.055725i,0.043012+0.0547i,0.060442+0.047814i,0.066386+0.025689i,0.0463+0.013886i,0.019722+0.015116i,-0.00048795+0.012983i,-0.018595+0.0026613i,-0.033395-0.0052628i,-0.034969-0.0073338i,-0.025584-0.00732i,-0.015894-0.0038229i,-0.0093161+0.0017911i,-0.0047022+0.0047732i,-0.0020459+0.0031847i,-0.00087075+0.00047115i
-0.014426-0.0045089i,-0.044513+0.012641i,-0.062839+0.047766i,-0.028603+0.062876i,0.027734-0.0020583i,0.032683-0.10161i,-0.0031834-0.11881i,-0.010458-0.076764i,-0.00020341-0.06914i,-0.01659-0.074685i,-0.031925-0.057336i,-0.021512-0.038901i,-0.002919-0.028955i,0.008058-0.016329i,0.014963-0.00036227i,0.019673+0.0094813i,0.017434+0.012463i,0.011996+0.012347i,0.010399+0.0068059i,0.011408-0.0032751i,0.010161-0.0097632i,0.0069334-0.0089894i,0.0022468-0.0044584i
0.014273-0.0016874i,0.047105-0.021203i,0.073169-0.073561i,0.039053-0.11999i,-0.040842-0.069264i,-0.066634+0.058599i,-0.017076+0.11804i,0.0094563+0.087776i,-0.011109+0.068444i,-0.011507+0.072917i,0.0054722+0.060858i,0.0043402+0.039929i,-0.0081872+0.026913i,-0.013363+0.013679i,-0.014174-0.00041553i,-0.015689-0.0048128i,-0.01237-0.0025401i,-0.0060993-0.00092923i,-0.0044299-0.0030584i,-0.0087918-0.0061558i,-0.01327-0.0060988i,-0.011719-0.0044704i,-0.0051473-0.003158i
-0.018655+0.0023276i,-0.06+0.016304i,-0.10685+0.061006i,-0.089674+0.10614i,0.010361+0.058816i,0.085587-0.067287i,0.061803-0.13465i,0.023171-0.11022i,0.026876-0.079665i,0.021602-0.072659i,-0.0022069-0.057989i,-0.0098159-0.034123i,0.0012887-0.013149i,0.011194+0.0023154i,0.015589+0.012044i,0.020912+0.014719i,0.022442+0.01094i,0.015866+0.0068059i,0.0067449+0.0070349i,0.0031359+0.011823i,0.0051731+0.016534i,0.0058551+0.014403i,0.0022727+0.0069832i
0.020431+0.00092004i,0.063802-0.0084178i,0.11515-0.043933i,0.094193-0.092858i,-0.030516-0.080287i,-0.14513+0.0069422i,-0.14686+0.076342i,-0.095488+0.084913i,-0.065963+0.075757i,-0.041157+0.07576i,-0.0097102+0.065732i,0.0044514+0.043104i,0.0012312+0.019096i,-0.0028688+0.00035642i,-0.006399-0.012783i,-0.0138-0.023164i,-0.017471-0.025592i,-0.012416-0.018285i,-0.0054847-0.0078171i,-0.0003727-0.0031292i,0.0028212-0.0050144i,0.0036935-0.0061435i,0.0013415-0.0022442i
-0.020046-0.0021412i,-0.064821+0.0070382i,-0.11589+0.045291i,-0.093551+0.10887i,0.038779+0.12787i,0.1684+0.060523i,0.17671-0.016988i,0.12026-0.031108i,0.093051-0.023493i,0.079209-0.03958i,0.051217-0.051982i,0.029933-0.042479i,0.020599-0.02455i,0.012326-0.0095618i,0.0043211+0.0045128i,0.00017475+0.016465i,-0.00017196+0.019247i,0.001238+0.014341i,0.0050387+0.0058802i,0.0065239-0.0029719i,0.0022221-0.0074384i,-0.0034943-0.006211i,-0.003199-0.0034949i
0.022948+0.001239i,0.072372-0.0090772i,0.1419-0.05426i,0.15039-0.14118i,0.036136-0.20281i,-0.11332-0.16014i,-0.15702-0.06036i,-0.11609-0.010484i,-0.091446-0.0072162i,-0.086881+0.0047107i,-0.06962+0.022286i,-0.049993+0.024797i,-0.036931+0.017231i,-0.021656+0.0082927i,-0.0073057-0.0007563i,-0.0011607-0.0071451i,-0.0014115-0.0076461i,-0.0028852-0.0063569i,-0.0052801-0.0077134i,-0.0084378-0.00697i,-0.0082418-0.0019347i,-0.0046328+0.0023606i,-0.0027366+0.0018959i
-0.022399-0.0039841i,-0.075208-0.003039i,-0.1584+0.018783i,-0.19848+0.085828i,-0.11584+0.16383i,0.03739+0.17184i,0.12016+0.10495i,0.11118+0.04708i,0.089604+0.028758i,0.079586+0.01578i,0.062324-0.0015339i,0.041489-0.0066332i,0.026536+0.00043286i,0.014019+0.0064475i,0.0029372+0.010223i,-0.00086356+0.013788i,0.0011562+0.014974i,0.0011149+0.014373i,-0.0014051+0.0139i,-0.0015244+0.013287i,0.0019651+0.010131i,0.0052427+0.0041053i,0.004575-0.00061965i
0.020502+0.0057511i,0.0718+0.014017i,0.15398+0.0050259i,0.20502-0.056561i,0.15373-0.1564i,0.027189-0.21525i,-0.067585-0.18158i,-0.082381-0.10846i,-0.068094-0.063463i,-0.062146-0.038628i,-0.052064-0.015519i,-0.034386-0.002425i,-0.017865-0.0017441i,-0.0060945-0.0024767i,0.0019483-0.0031349i,0.0066584-0.008525i,0.0077722-0.013708i,0.0078186-0.011449i,0.0078315-0.0046144i,0.0065637-0.001331i,0.0041649-0.0032541i,0.00055767-0.0041203i,-0.002896-0.0025388i
-0.016483-0.0041766i,-0.065053-0.015699i,-0.14921-0.015776i,-0.21815+0.030788i,-0.20508+0.11626i,-0.1172+0.18189i,-0.026035+0.18033i,0.013047+0.1337i,0.025987+0.097327i,0.044669+0.071927i,0.050948+0.043113i,0.040599+0.021217i,0.027352+0.010837i,0.01598+0.0037217i,0.0060884-0.0018154i,-0.0029653-0.0013347i,-0.0082357+0.0024844i,-0.0065597+0.0024999i,-0.00065928-0.0014354i,0.0021893-0.0053578i,0.00024029-0.0050391i,-0.0013509-0.0010066i,0.00085242+0.0019256i
0.023858+0.0076913i,0.078407+0.020994i,0.17541+0.029752i,0.26397+0.00095494i,0.27519-0.068792i,0.20269-0.13507i,0.10376-0.14833i,0.038337-0.11218i,0.0094004-0.080196i,-0.01226-0.068525i,-0.026971-0.055514i,-0.031529-0.037363i,-0.029677-0.021292i,-0.022898-0.0076615i,-0.014608+0.0013878i,-0.0070368+0.0035121i,-0.0027517+0.0020021i,-0.0027777-0.00051799i,-0.0054626-0.0033715i,-0.0069647-0.0039866i,-0.0049403-0.0020851i,-0.0016298-0.00098895i,-0.0016206-0.0027786i
-0.016865-0.0089542i,-0.068472-0.034878i,-0.1596-0.074537i,-0.25097-0.093573i,-0.28159-0.06064i,-0.23743+0.0069076i,-0.15251+0.062335i,-0.071668+0.073959i,-0.0247+0.060749i,-0.0052783+0.055857i,0.0048725+0.050415i,0.010555+0.03738i,0.013563+0.024731i,0.014136+0.013753i,0.0097701+0.0071731i,0.0046244+0.0050456i,0.001961+0.0052518i,0.00052784+0.0077596i,-0.00047654+0.0087419i,-0.00062546+0.0069888i,0.000256+0.0036691i,2.7556e-05-0.00041218i,-0.0018844-0.00085532i
0.023549+0.0072254i,0.066088+0.032872i,0.13975+0.08079i,0.20883+0.12077i,0.23387+0.11209i,0.21462+0.054675i,0.16305-0.013093i,0.096721-0.044255i,0.04934-0.044956i,0.027172-0.047425i,0.012859-0.04264i,0.0037155-0.027894i,-0.00098157-0.01548i,-0.0034102-0.0069951i,-0.0017687-0.00062733i,0.0022192+0.0019138i,0.0057934+0.00062841i,0.0076163-0.0012021i,0.0066555-0.00031574i,0.0055133+0.0024347i,0.0040516+0.0031754i,0.0013202+0.0028575i,0.0010872+0.0028288i
-0.016642-0.012908i,-0.057645-0.04423i,-0.12437-0.10146i,-0.17864-0.15694i,-0.18907-0.18067i,-0.17637-0.15266i,-0.15232-0.075878i,-0.10642-0.0094843i,-0.06075+0.018615i,-0.03708+0.032332i,-0.023567+0.035411i,-0.013285+0.029334i,-0.0027088+0.021766i,0.0084527+0.011919i,0.011119+0.00095946i,0.0060551-0.0059571i,-0.00093049-0.0067939i,-0.0063013-0.0045865i,-0.0059548-0.0038608i,-0.00085298-0.0043076i,0.0021875-0.0028264i,0.0021779-0.00075182i,0.001636-0.00028614i
0.017531+0.013888i,0.056323+0.050797i,0.11671+0.11327i,0.15037+0.17399i,0.12601+0.20927i,0.094921+0.197i,0.090461+0.13117i,0.074413+0.061045i,0.045953+0.022122i,0.03725-6.7728e-05i,0.034173-0.015685i,0.021505-0.021785i,0.0052081-0.022478i,-0.010966-0.017529i,-0.019709-0.0076243i,-0.018383+0.00041964i,-0.012104+0.004237i,-0.0044852+0.0046108i,5.2868e-05+0.00229i,-0.00086082-0.00042496i,-0.0034028-0.003027i,-0.0039938-0.0054896i,-0.0037903-0.0062417i
-0.010465-0.01423i,-0.043026-0.059166i,-0.085071-0.1375i,-0.090781-0.21001i,-0.03774-0.24429i,0.002561-0.22998i,-0.018223-0.16472i,-0.033424-0.081598i,-0.020081-0.029856i,-0.022564-0.010942i,-0.030391+0.00016654i,-0.024071+0.0085506i,-0.010127+0.014469i,0.0052296+0.01803i,0.013868+0.015889i,0.014209+0.010266i,0.0099719+0.00536i,0.005327+0.0034203i,0.0034384+0.0024321i,0.0021431+0.00075974i,0.0010324+0.0015555i,-4.7084e-05+0.0033344i,-0.0014864+0.0039853i
0.015756+0.011896i,0.03865+0.054729i,0.062591+0.12479i,0.039219+0.17725i,-0.042337+0.1797i,-0.09329+0.15942i,-0.054048+0.12477i,-0.0040685+0.067615i,0.0091267+0.022385i,0.018683+0.0095039i,0.025194+0.0092114i,0.020914+0.007046i,0.012469+0.00055414i,0.0035348-0.006198i,-0.0029055-0.0073267i,-0.0052669-0.0046015i,-0.0017894-0.0021842i,0.002403-0.0011074i,0.0017535+6.0235e-05i,-0.00018831+0.0029405i,0.0021911+0.0050791i,0.0056149+0.0047676i,0.0068597+0.0037869i
-0.0094541-0.018537i,-0.031232-0.062124i,-0.052169-0.12913i,-0.024097-0.16106i,0.071452-0.13469i,0.13931-0.10837i,0.10061-0.095145i,0.035707-0.057814i,0.011364-0.020012i,-0.0014572-0.012898i,-0.012794-0.015025i,-0.01472-0.010669i,-0.010871-0.00045752i,-0.0010081+0.0081894i,0.008475+0.0075958i,0.011085+0.0013169i,0.0059427-0.0043567i,-0.0020756-0.006603i,-0.0047999-0.0050119i,-0.0013385-0.0027268i,0.00074271-0.002987i,-0.0010451-0.0052875i,-0.0043312-0.0073973i
0.007395+0.013254i,0.022551+0.061371i,0.038814+0.12597i,0.013288+0.13759i,-0.082663+0.07226i,-0.16157+0.022483i,-0.13536+0.035265i,-0.066089+0.03969i,-0.030109+0.019108i,-0.012284+0.017191i,0.0035872+0.020861i,0.011484+0.012635i,0.012886-0.0017365i,0.0038622-0.014993i,-0.010808-0.018675i,-0.018804-0.013464i,-0.017222-0.0043527i,-0.0095717+0.0041382i,-0.0034999+0.0061676i,-0.0026059+0.0022234i,-0.0043391-0.001966i,-0.0049224-0.0011278i,-0.004878+0.0030104i
-0.0081523-0.015462i,-0.015636-0.062377i,-0.022258-0.12835i,-0.0017135-0.1313i,0.069025-0.034373i,0.13753+0.045487i,0.12589+0.028837i,0.064396+0.0036689i,0.027958+0.0087205i,0.016507-0.0011858i,0.0054706-0.016446i,-0.0026169-0.015692i,-0.0076044-0.0043202i,-0.0060942+0.010765i,0.0025047+0.020312i,0.0096725+0.019607i,0.011539+0.012718i,0.0091638+0.0057881i,0.0072297+0.0015212i,0.0056692-0.00042266i,0.0036113+0.0010634i,0.0036601+0.0023139i,0.0059206+6.2126e-05i
0.00623+0.015514i,0.008993+0.060342i,0.0098685+0.11722i,0.0023087+0.10014i,-0.027767-0.028672i,-0.073551-0.13076i,-0.081051-0.10495i,-0.040871-0.050885i,-0.0078175-0.032476i,-0.0035641-0.01241i,-0.0065573+0.0081761i,-0.0056043+0.014441i,-0.00021113+0.012608i,0.004922+0.0045291i,0.0039693-0.0035555i,-0.00072811-0.0060079i,-0.0028806-0.0019538i,-0.0016774+0.0018207i,-0.0012477+0.00088339i,-0.0014937-8.211e-05i,-9.7946e-05+0.0010315i,0.00044481+0.00095379i,-0.0012075-0.0010446i
0.0020258-0.016631i,0.0027564-0.06173i,-0.0010918-0.12288i,-0.020479-0.11206i,-0.032345+0.016296i,-0.0050847+0.12659i,0.024985+0.10779i,0.0154+0.052543i,-0.0002597+0.032396i,0.0071266+0.015331i,0.014096-0.0027058i,0.010183-0.0089653i,0.0029347-0.0073539i,-0.0003833+0.00074558i,0.0023763+0.0085586i,0.0069243+0.0076672i,0.0096867+0.0011136i,0.0075767-0.0039294i,0.002434-0.0034527i,0.00044671-0.0013151i,-0.00010049-0.0014059i,-0.0014243-0.0020904i,-0.0027994-0.0014275i
-0.0025265+0.0135i,-0.011115+0.059907i,-0.012013+0.12663i,0.025006+0.13052i,0.077103+0.011732i,0.073666-0.10997i,0.020739-0.10506i,-0.00070741-0.045972i,0.0047209-0.023439i,-0.0062034-0.013382i,-0.014436+0.0014314i,-0.008511+0.010157i,0.0011196+0.0094283i,0.0074008-0.0025038i,0.0040854-0.015293i,-0.0060626-0.018182i,-0.01321-0.01369i,-0.012962-0.0067937i,-0.0083534-0.0030991i,-0.0054813-0.0026429i,-0.003446-0.0015649i,-0.0015142-0.00039155i,0.00041644+0.00034194i
0.0010332-0.016108i,0.015716-0.060514i,0.028032-0.13412i,-0.0095233-0.16337i,-0.097748-0.076921i,-0.13546+0.045208i,-0.084064+0.077861i,-0.038425+0.04429i,-0.02625+0.023368i,-0.0065052+0.01549i,0.0098448+0.0029759i,0.010752-0.0080182i,0.0035282-0.012429i,-0.0061325-0.0066597i,-0.0095651+0.0053549i,-0.0058581+0.013199i,-0.0021474+0.01358i,-0.0002878+0.01063i,0.0021086+0.00829i,0.0042215+0.0062049i,0.0038091+0.0045448i,0.0038701+0.0029902i,0.004398+0.00065757i
-0.0025368+0.01279i,-0.022831+0.052818i,-0.045359+0.1237i,-0.011334+0.16786i,0.095873+0.11458i,0.16252+0.011075i,0.12141-0.037572i,0.067283-0.022539i,0.04783-0.0057116i,0.023685-0.0069806i,-0.002061-0.0061546i,-0.013167+0.0010817i,-0.012192+0.0094315i,-0.0046557+0.011005i,0.0015934+0.0043547i,0.0020245-0.0019133i,-0.00026816-0.0025352i,0.00039153-0.00027637i,0.0017165-0.00064627i,0.0014255-0.0032819i,0.00043298-0.003668i,-0.0017212-0.0026527i,-0.0045877-0.0019433i
0.0044242-0.012015i,0.030458-0.048746i,0.065003-0.12258i,0.042339-0.1954i,-0.062907-0.19129i,-0.13773-0.11455i,-0.1074-0.045582i,-0.056509-0.023985i,-0.036049-0.016352i,-0.01481-0.00073602i,0.0054164+0.0064931i,0.011849+0.0038868i,0.010784-0.00016425i,0.0057282+0.00054816i,0.0016879+0.0069618i,0.0036688+0.011987i,0.0083088+0.01133i,0.0093597+0.0059561i,0.0052784+0.0016908i,0.00079894+0.00044824i,-0.00096754-0.00075576i,-0.00028312-0.0009i,0.0017865+0.0014233i
-0.0050495+0.0098737i,-0.037047+0.042247i,-0.087735+0.11198i,-0.092894+0.19827i,-0.0055052+0.22837i,0.080475+0.16756i,0.07053+0.082177i,0.029186+0.044486i,0.017641+0.028117i,0.0089169+0.0055654i,-0.0032508-0.0028334i,-0.0075178+0.0024163i,-0.0068079+0.0090068i,0.00010439+0.00773i,0.0073862-0.0036855i,0.0066105-0.014044i,0.0018557-0.016676i,-0.0017114-0.013534i,-0.0027367-0.0088862i,-0.0019154-0.0037746i,-0.00074965+3.7252e-05i,0.0010714-0.0012464i,0.0026109-0.0047293i
0.011132-0.0084026i,0.04945-0.034958i,0.12024-0.096502i,0.15983-0.18847i,0.093628-0.25204i,-0.013118-0.21669i,-0.046798-0.11482i,-0.025222-0.049544i,-0.011931-0.028578i,-0.0061532-0.0096024i,0.0041802+0.0011583i,0.011837-0.0016948i,0.012822-0.0089844i,0.0070364-0.011745i,-0.001703-0.0060051i,-0.0065997+0.0016291i,-0.0077722+0.0052977i,-0.0080224+0.0051785i,-0.0065387+0.0041096i,-0.002264+0.0031852i,0.00055264+0.0021233i,-0.00056788+0.0032213i,-0.0028435+0.0045826i
-0.010622+0.0064739i,-0.05029+0.024134i,-0.13422+0.065456i,-0.20491+0.13899i,-0.1749+0.20627i,-0.074323+0.19407i,-0.0085598+0.11295i,0.0016664+0.057678i,0.0021451+0.040534i,0.0046403+0.019333i,-0.00097143-0.0005236i,-0.0089188-0.0064212i,-0.014614-0.0039098i,-0.013734-2.8644e-05i,-0.006977+0.00062037i,-0.0027417-0.0011872i,-0.0029811-0.00066215i,-0.0020261+0.0025851i,0.0015694+0.003256i,0.0025136-7.6961e-05i,0.00055846-0.0026304i,0.00031149-0.002308i,0.0013294-0.00019285i
0.011081-0.0027373i,0.054755-0.014179i,0.14824-0.040892i,0.24325-0.098054i,0.24905-0.16268i,0.16556-0.16884i,0.082307-0.10851i,0.044983-0.056488i,0.025624-0.036168i,0.010923-0.015162i,0.008215+0.0034341i,0.0087064+0.0091131i,0.0089147+0.0096268i,0.007001+0.0084798i,0.0012494+0.0097266i,-0.0010446+0.013906i,0.0016021+0.015894i,0.0043857+0.012524i,0.003694+0.0060789i,0.0021176+0.0029418i,0.0027504+0.0016561i,0.0026546-0.00057128i,0.0016851-0.001651i
-0.0084971+0.0022956i,-0.051965+0.0027222i,-0.15072+0.0040067i,-0.2674+0.025099i,-0.3006+0.068073i,-0.21946+0.085388i,-0.11514+0.055572i,-0.060734+0.025216i,-0.033391+0.015873i,-0.013682+0.0055401i,-0.0087535-0.0042852i,-0.010674-0.002982i,-0.011927+0.0023781i,-0.0085501+0.0045777i,0.00086481+0.0014631i,0.0073904-0.0043871i,0.0073778-0.0082853i,0.0049124-0.0082617i,0.0026765-0.0063454i,0.00077573-0.005042i,-0.0020944-0.0037254i,-0.0039692-0.0031241i,-0.0032151-0.0041521i
0.011919-0.0030108i,0.051558+0.0061848i,0.14759+0.030641i,0.26925+0.046986i,0.31428+0.021116i,0.23212-0.01738i,0.10911-0.018584i,0.045832-0.00059099i,0.027216+0.0027469i,0.013964+0.002046i,0.0078232+0.0067093i,0.01111+0.0085104i,0.016343+0.0055823i,0.01679+0.0013495i,0.010015-0.0012667i,0.0019883-0.0015081i,-0.0026117-0.0026864i,-0.0040696-0.0046177i,-0.0042923-0.0037626i,-0.0039074-0.00060222i,-0.0024102+0.002896i,-0.0023901+0.005962i,-0.003241+0.0071333i
-0.011511-0.0018113i,-0.046467-0.019764i,-0.12918-0.070914i,-0.23791-0.13012i,-0.28556-0.13834i,-0.22037-0.091966i,-0.11095-0.046751i,-0.049557-0.023894i,-0.030487-0.0087889i,-0.015877-0.0027775i,-0.004487-0.0090856i,-0.002004-0.015476i,-0.004387-0.015023i,-0.0058338-0.012074i,-0.0041119-0.0090125i,-0.0023942-0.0066051i,-0.0029625-0.004486i,-0.0048691-0.0015738i,-0.0041856+0.0010213i,-0.00056203+0.00017197i,0.0015926-0.0039463i,0.0023863-0.0066088i,0.0027038-0.0058276i
0.010222+0.0043337i,0.040994+0.026486i,0.10976+0.091549i,0.19439+0.17631i,0.22845+0.206i,0.178+0.15235i,0.09468+0.080446i,0.045908+0.040509i,0.029465+0.019953i,0.016848+0.011069i,0.0059293+0.011893i,-0.0003043+0.012456i,-0.0019617+0.011429i,-0.0014119+0.010288i,-0.0044105+0.010152i,-0.0080822+0.01135i,-0.0067557+0.012371i,-0.0028159+0.011649i,5.3412e-05+0.0080365i,0.0014352+0.0061068i,0.001351+0.0065643i,-0.00018181+0.0052316i,-0.001801+0.0026263i
