-0.0023658+0.00048132i,0.00036972-0.00010743i,0.0010114-0.00062195i,-0.00017441-0.00036568i,-0.0012687+0.00023553i,-0.00069643+0.0011003i,-9.4939e-06+0.0022823i,0.00028935+0.0026721i,0.0013259+0.0017777i,0.0019011+0.0011508i,0.0017014+0.00086905i,0.00089442-0.00058658i,0.00013082-0.0018904i,0.00084206-0.0016402i,0.00095426-0.00089452i,-6.4692e-05-0.00025191i,-0.00032968-0.00017296i,0.00073115+0.0002753i,0.0010894+0.00042294i,0.00050147-0.00048631i,0.00084214-0.00037557i,0.00050157+9.1757e-06i,-0.00017808+0.00036551i
-0.0048169-0.11512i,0.033877-0.11967i,0.072243+0.038058i,0.07456+0.24695i,0.035133+0.29166i,-0.050664+0.20897i,-0.11017+0.14057i,-0.088066+0.087603i,-0.047864+0.046825i,-0.013164+0.039476i,0.019533+0.0094142i,0.0226-0.034965i,0.0058941-0.048964i,-0.020013-0.0392i,-0.050983-0.010014i,-0.064126+0.030557i,-0.058281+0.064111i,-0.04323+0.077186i,-0.021672+0.059623i,-0.0022561+0.026141i,0.0024104+0.0040188i,-0.0037343-0.0010589i,-0.00077199-0.0017408i
0.3446+0.072677i,0.68283+0.043282i,0.80324-0.1669i,0.48347-0.36683i,0.085681-0.24786i,0.029082-0.017675i,0.13013-0.0030925i,0.085762-0.058965i,0.011342-0.024518i,0.021204+0.0082725i,0.033822+0.0029441i,0.023843-0.00060487i,0.0094465-0.00055194i,-0.0035636+0.010637i,0.00018565+0.034032i,0.015285+0.044305i,0.030667+0.040128i,0.044038+0.02889i,0.039088+0.009245i,0.020232-0.0034703i,0.011195-0.0041726i,0.010433-0.0041659i,0.00010296-0.0010773i
-0.24926+0.31778i,-0.45912+0.70027i,-0.55402+0.95005i,-0.43314+0.75932i,-0.24283+0.29318i,-0.15053-0.033708i,-0.12303-0.10495i,-0.077442-0.070988i,-0.033656-0.053707i,-0.038648-0.04944i,-0.056492-0.017154i,-0.046435+0.017955i,-0.024016+0.028727i,-0.000356+0.020912i,0.022563+0.00079918i,0.033099-0.017548i,0.027851-0.031384i,0.012488-0.037877i,-0.0036608-0.023532i,-0.012087-0.0046914i,-0.016937-0.0053984i,-0.022704-0.012203i,-0.020033-0.0044746i
-0.12775-0.093093i,-0.29518-0.20895i,-0.34295-0.29169i,-0.17579-0.28771i,-0.072997-0.21137i,-0.12388-0.072988i,-0.098715+0.046712i,0.0020595+0.035464i,0.033777-0.028112i,0.012708-0.026218i,0.0068116+0.0045381i,0.020517+0.011455i,0.034097-0.0027215i,0.032291-0.020115i,0.012717-0.035073i,-0.011807-0.044405i,-0.025359-0.040966i,-0.019993-0.027301i,0.0015946-0.015906i,0.021172-0.0097227i,0.026661-0.0040219i,0.01873-0.0044145i,0.0037941-0.010262i
-0.19827-0.065744i,-0.39303-0.20424i,-0.51611-0.31015i,-0.43901-0.23755i,-0.20033-0.096949i,0.0014043-0.026262i,0.057528+0.024912i,0.041522+0.074042i,0.021457+0.080877i,0.0147+0.036645i,0.0021572-0.022488i,-0.033214-0.043363i,-0.050987-0.02291i,-0.032855-0.0041405i,-0.011602+0.0042269i,-0.0056416+0.014036i,-0.013329+0.021952i,-0.030251+0.020527i,-0.038192+0.015284i,-0.021645+0.014662i,-0.00082876+0.018863i,0.0057828+0.02456i,0.0035657+0.020858i
0.16194-0.34257i,0.32785-0.5912i,0.47514-0.56512i,0.50098-0.24774i,0.41542+0.0025808i,0.27018+0.017741i,0.11884-0.039831i,0.041846-0.061611i,0.030895-0.052884i,0.028188-0.029602i,0.019718-0.012734i,0.022156-0.0056015i,0.032706-0.001552i,0.029529+0.0041718i,0.020322+0.014157i,0.028231+0.017782i,0.053983+0.015474i,0.078776+0.014914i,0.079138+0.0053234i,0.052184-0.0132i,0.027403-0.02616i,0.023974-0.030204i,0.022958-0.025192i
0.32498+0.17173i,0.61995+0.22696i,0.63941+0.11069i,0.27986-0.076601i,-0.028354-0.11551i,-0.035123-0.083516i,0.018869-0.11979i,-0.021234-0.10842i,-0.053311-0.039202i,-0.036751-0.0047373i,-0.014634+0.0064954i,-0.0019224+0.01522i,0.0010531+0.018976i,0.0047306+0.024554i,0.018024+0.020064i,0.023488-0.0062722i,0.0075504-0.042619i,-0.014499-0.067245i,-0.025285-0.059621i,-0.027521-0.028369i,-0.02995-0.0020609i,-0.033256+0.0089098i,-0.027312+0.010651i
-0.097074+0.14535i,-0.15097+0.42307i,-0.11438+0.68731i,0.016423+0.66585i,0.067922+0.40592i,-0.028402+0.1823i,-0.090167+0.10453i,-0.028502+0.080747i,0.044212+0.039997i,0.042996+0.01258i,0.018197+0.011598i,0.014833+0.011398i,0.018182+0.0031296i,0.013307-0.012462i,-0.0064638-0.029826i,-0.027039-0.0264i,-0.024385-0.002211i,-0.0093808+0.018721i,-3.453e-05+0.024062i,0.0064251+0.01888i,0.009723+0.010296i,0.0034618+0.00031905i,-0.0035782-0.0095595i
-0.0065829+0.13637i,-0.063772+0.18104i,-0.1502+0.053277i,-0.21752-0.12885i,-0.23677-0.10769i,-0.12532+0.04937i,0.057272+0.10541i,0.12562+0.041871i,0.086886-0.0097114i,0.05282-0.017576i,0.034081-0.011737i,0.01335-0.0057404i,-0.0063752-0.0047928i,-0.020748+0.00030992i,-0.019521+0.01456i,-0.0086867+0.025374i,-0.0042096+0.030148i,-0.0058079+0.02926i,-0.0078513+0.02044i,-0.007515+0.012249i,-0.002401+0.011635i,0.0070989+0.016101i,0.011088+0.018817i
-0.38303-0.018141i,-0.71872-0.0083808i,-0.80908+0.082503i,-0.50141+0.16902i,-0.12495+0.079255i,-0.0022095-0.069806i,-0.040905-0.074006i,-0.055478-0.0053264i,-0.031126+0.018608i,-0.0098221-0.0067583i,-0.013468-0.03119i,-0.021636-0.018133i,-0.0097061+0.0044775i,0.0057313+0.012078i,0.018143+0.016012i,0.037298+0.016252i,0.053416+0.0081609i,0.052634+0.0012414i,0.037611+0.0019293i,0.023917+0.0033279i,0.023663-0.0035562i,0.030198-0.018187i,0.02989-0.025979i
0.17074-0.29751i,0.33859-0.6305i,0.41714-0.82525i,0.27994-0.66111i,0.05933-0.313i,-0.043021-0.081335i,-0.041574-0.021534i,-0.021191-0.015626i,-0.0022266+0.0022294i,0.0087943+0.022457i,0.010905+0.027912i,0.0108+0.016262i,0.0026626+0.0024145i,-0.0068351+0.0016708i,-0.0041266+0.0048696i,-0.0019041-0.00074675i,-0.0077507-0.0086864i,-0.0070485-0.014806i,0.001971-0.021178i,0.0018975-0.02075i,-0.010995-0.012047i,-0.021334-0.0052044i,-0.021008-0.0041767i
0.048589+0.081142i,0.10376+0.15437i,0.10226+0.21819i,0.034714+0.18821i,0.021031+0.065372i,0.051978-0.04038i,0.034841-0.064562i,-0.0018541-0.048401i,-0.022776-0.045085i,-0.026113-0.038796i,-0.012649-0.023828i,-0.0049138-0.014341i,-0.0041337-0.0071196i,0.0063243-0.0056183i,0.017727-0.0091565i,0.020147-0.007121i,0.017207-0.0038679i,0.0077788-0.0093861i,-0.0038206-0.015138i,-0.0065141-0.011704i,-0.0062779-0.0028584i,-0.0095386+0.0080879i,-0.010714+0.016408i
0.19602-0.049999i,0.367-0.062265i,0.44284-0.046989i,0.32953-0.028444i,0.1303+0.019022i,0.0081632+0.064988i,-0.006874+0.047244i,0.014426+0.0073094i,0.022802+0.0053207i,0.015892+0.023337i,0.011519+0.024763i,0.0089212+0.0068444i,-0.0023371-0.011256i,-0.019313-0.01747i,-0.040653-0.016884i,-0.060054-0.0072002i,-0.060195+0.015231i,-0.035405+0.039674i,-0.0051664+0.042183i,0.0048966+0.018123i,-0.0015081-0.0038483i,-0.0037364-0.0068171i,-0.0011872-0.0010973i
-0.050546+0.28646i,-0.13126+0.51482i,-0.228+0.54798i,-0.23256+0.33377i,-0.11843+0.10719i,0.010484+0.013595i,0.080777+0.010849i,0.08985+0.02284i,0.077455+0.0089199i,0.060768-0.020787i,0.033077-0.032028i,0.013112-0.02153i,0.014491-0.013747i,0.017504-0.013145i,0.018672-0.0060007i,0.029684+0.0041791i,0.042063+0.0065308i,0.038771+0.0038746i,0.020569+0.008002i,0.005736+0.016608i,0.0014298+0.01474i,0.0034303+0.0040533i,0.011505-0.0035854i
-0.18768-0.098242i,-0.34747-0.12125i,-0.34167-0.066886i,-0.13754+0.017199i,-0.0021432+0.039817i,-0.041004+0.022046i,-0.10035+0.022582i,-0.09004+0.037549i,-0.041478+0.043754i,-0.0064722+0.030202i,0.0029073+0.014839i,0.0069419+0.011125i,0.010621+0.010702i,0.012514+0.011891i,0.014203+0.0057893i,0.0018269-0.016133i,-0.020068-0.031802i,-0.026628-0.022687i,-0.0091127-0.0069369i,0.013663-0.004187i,0.021155-0.010418i,0.01425-0.019656i,0.0026296-0.027029i
0.010822-0.0070986i,0.0020844-0.11868i,-0.057525-0.26063i,-0.1307-0.26215i,-0.12061-0.13492i,-0.014931-0.038135i,0.070342-0.0047729i,0.086197+0.010303i,0.069639+0.01525i,0.044197+0.0086167i,0.011946+0.0059797i,-0.0049466+0.018682i,0.0072484+0.026554i,0.021875+0.017357i,0.02429+0.0092232i,0.024677+0.011459i,0.020884+0.011134i,0.0048695-0.0012569i,-0.01584-0.01299i,-0.021374-0.0081931i,-0.010501+0.0064122i,-0.0016199+0.019421i,-0.0020525+0.028725i
-0.089703-0.12945i,-0.11328-0.15983i,-0.030669-0.047958i,0.098805+0.088666i,0.13716+0.078323i,0.06804-0.015266i,-0.013245-0.078349i,-0.05621-0.092871i,-0.063331-0.064558i,-0.045262-0.022503i,-0.026035-0.0011114i,-0.020948-0.0020248i,-0.026074-0.0013333i,-0.023439+0.0078496i,-0.009884+0.0053722i,0.002437-0.014471i,0.01038-0.031947i,0.016421-0.036188i,0.017927-0.032396i,0.015376-0.02753i,0.014518-0.021802i,0.014474-0.016566i,0.011054-0.0082676i
0.24118-0.013713i,0.41706-0.11714i,0.37871-0.25744i,0.10787-0.26983i,-0.083693-0.11089i,-0.056036+0.020809i,0.011011+0.031443i,0.010543+0.028547i,-0.010294+0.048691i,-0.016455+0.049904i,-0.013354+0.028798i,-0.010237+0.01287i,-0.0048055+0.0062088i,-0.0017462+0.00025289i,-0.003166+0.005259i,-0.00031347+0.023551i,0.01051+0.038169i,0.016697+0.032089i,0.0080348+0.014758i,-0.0073114+0.0061846i,-0.017854+0.0060834i,-0.016239+0.0088968i,-0.0050286+0.0072858i
-0.12039+0.13124i,-0.20419+0.34575i,-0.17306+0.53466i,-0.013599+0.46631i,0.091917+0.21002i,0.052469+0.057058i,-0.00087549+0.049597i,0.0037386+0.043398i,0.025685+0.0029419i,0.036132-0.020207i,0.03838-0.018572i,0.035026-0.019223i,0.016862-0.024624i,-0.0043146-0.015224i,-0.0078205-4.9932e-05i,0.0070578+0.00051026i,0.026056-0.0079223i,0.042051-0.010072i,0.049694-0.003456i,0.043694+0.0053405i,0.03198+0.0070489i,0.017643-0.0053771i,-0.00047597-0.018551i
0.11659-0.059348i,0.17304-0.20288i,0.10635-0.3751i,-0.06124-0.36783i,-0.16131-0.14683i,-0.10611+0.037111i,-0.007342+0.056096i,0.017216+0.010291i,-0.014443-0.0096785i,-0.029734-0.0082149i,-0.019738-0.010042i,-0.010229-0.0080199i,-0.0011469+0.00036843i,0.0073413-0.0019187i,0.0037823-0.0067819i,-0.015077+0.004495i,-0.039323+0.028329i,-0.051833+0.048924i,-0.042064+0.049162i,-0.022208+0.027849i,-0.012966+0.0065364i,-0.013537+0.0033257i,-0.012408+0.0089887i
-0.19332+0.12952i,-0.32593+0.32537i,-0.28909+0.47962i,-0.076195+0.38912i,0.06845+0.11518i,0.051377-0.055343i,0.017939-0.047624i,0.03791-0.007635i,0.061464-0.0047146i,0.05139-0.013342i,0.025622-0.0084695i,0.01299+0.0019719i,0.0099843+0.0018238i,0.0058419+0.00024014i,0.0068328+0.0025297i,0.017024-0.0010062i,0.027177-0.0071409i,0.030247-0.005449i,0.02562+0.0018342i,0.019252+0.0070336i,0.017314+0.0065157i,0.015531+0.0018711i,0.010979+0.0054843i
0.092326-0.20117i,0.15592-0.45839i,0.1142-0.62949i,-0.037358-0.49088i,-0.14113-0.1819i,-0.12838-0.019035i,-0.081496-0.03561i,-0.05708-0.082389i,-0.051941-0.079396i,-0.043175-0.039125i,-0.029135-0.010783i,-0.027638-0.0044152i,-0.027077+0.00026612i,-0.014277-0.00062159i,-0.0090412-0.011013i,-0.028519-0.019001i,-0.056816-0.019607i,-0.070501-0.014518i,-0.061507-0.0077251i,-0.040038-0.0038035i,-0.022261+6.6635e-05i,-0.0075789+0.0046447i,0.0064623-0.0013448i
-0.072791+0.15801i,-0.11008+0.36539i,-0.063832+0.51782i,0.05803+0.4112i,0.13262+0.12417i,0.10162-0.044916i,0.043579-0.011462i,0.026927+0.080954i,0.047987+0.11091i,0.056829+0.072046i,0.039961+0.031337i,0.029228+0.014664i,0.024386+0.0034686i,0.013348+0.0021148i,0.012571+0.010732i,0.032958+0.013117i,0.056406+0.00088071i,0.059415-0.01759i,0.038483-0.025717i,0.015667-0.014777i,0.0070021+0.0015756i,0.0039857+0.0026213i,-0.0038454-0.0033655i
0.082735-0.16494i,0.12653-0.37597i,0.075108-0.50258i,-0.050851-0.36638i,-0.11463-0.094585i,-0.087409+0.043296i,-0.050056+0.023755i,-0.023175-0.033611i,-0.012709-0.068564i,-0.011586-0.058795i,-0.000407-0.035638i,0.0051646-0.027505i,0.00031312-0.020164i,-0.00052507-0.016536i,-0.0025208-0.022339i,-0.014906-0.027189i,-0.026726-0.027089i,-0.026793-0.02581i,-0.018999-0.023188i,-0.013613-0.017549i,-0.01169-0.010241i,-0.0067338-0.0014286i,0.00052293+0.00066758i
-0.027172+0.19647i,-0.041205+0.40786i,0.0042115+0.51349i,0.10102+0.35718i,0.16012+0.1002i,0.16229-0.029796i,0.12954-0.033932i,0.064822+0.0049641i,0.013896+0.038129i,-0.0060685+0.032975i,-0.015821+0.019562i,-0.0073182+0.024764i,0.012905+0.02583i,0.017518+0.023748i,0.017749+0.033414i,0.035963+0.044564i,0.058132+0.044729i,0.062489+0.037501i,0.047417+0.026173i,0.02335+0.012303i,0.0044548+0.0032797i,-0.0047043-0.00012087i,-0.0090793+0.00095286i
0.014751-0.16227i,0.0062189-0.34688i,-0.043697-0.43643i,-0.11475-0.29193i,-0.14675-0.058948i,-0.13954+0.036746i,-0.11702+0.0063885i,-0.063231-0.039195i,-0.011426-0.053687i,-0.00072108-0.034773i,-0.010653-0.0093595i,-0.019602+0.004406i,-0.019836+0.0085788i,-0.0091864-6.4787e-05i,-0.0052356-0.017767i,-0.018553-0.027987i,-0.030075-0.021358i,-0.020349-0.0086127i,-0.001508-0.0024602i,0.0068445-0.0029792i,0.0041792-0.005935i,-0.0016807-0.0052828i,-5.046e-05-0.0015595i
-0.011048+0.14097i,-0.010265+0.30927i,0.029154+0.39383i,0.085824+0.2775i,0.10532+0.099874i,0.11507+0.038151i,0.13225+0.051393i,0.10617+0.057381i,0.057444+0.049286i,0.027268+0.029226i,0.01127+0.011906i,0.0064309+0.0068414i,0.0031589+0.0059031i,-0.0036478+0.013077i,0.00023961+0.027686i,0.012229+0.035315i,0.014667+0.034082i,0.0034564+0.030525i,-0.0041091+0.024122i,0.0024613+0.011628i,0.0090751-0.0011742i,0.0083108-0.0074586i,0.0046305-0.008046i
-0.021581-0.1518i,-0.050358-0.30561i,-0.10161-0.35934i,-0.15614-0.22691i,-0.17677-0.066854i,-0.17627-0.013221i,-0.16242-0.0085079i,-0.10332+0.0094369i,-0.027901+0.02109i,0.018699+0.010483i,0.026802-0.009843i,0.0087053-0.022074i,-0.0083689-0.022142i,-0.011148-0.02386i,-0.011857-0.031387i,-0.020697-0.033707i,-0.024952-0.029158i,-0.015979-0.023598i,-0.0033268-0.019193i,0.0038558-0.014713i,0.0057714-0.010467i,0.0033042-0.0066974i,0.004012+0.0012362i
0.01174+0.12633i,0.028012+0.25704i,0.045022+0.29264i,0.053964+0.1657i,0.054212+0.034348i,0.077949+0.020374i,0.114+0.048226i,0.098689+0.039879i,0.04981+0.01676i,0.020404+0.0037684i,0.015359-0.0016896i,0.020786-0.0058823i,0.02152-0.0082073i,0.012712+0.00081911i,0.007765+0.016019i,0.0092835+0.019577i,0.002809+0.013227i,-0.013415+0.0078761i,-0.023028+0.007932i,-0.015959+0.010851i,-0.0020298+0.0090513i,0.0097223+0.0012573i,0.013256-0.010211i
-0.032368-0.10994i,-0.055449-0.23887i,-0.080246-0.30281i,-0.10009-0.21973i,-0.10449-0.11816i,-0.11482-0.11259i,-0.14149-0.13663i,-0.14811-0.11569i,-0.1202-0.062145i,-0.069451-0.018347i,-0.033337-0.0033622i,-0.026843+0.0068834i,-0.017645+0.014452i,-0.0040336+0.00040545i,-0.0035558-0.014106i,-0.0054948-0.010186i,0.0084802-0.0022306i,0.028476-0.004417i,0.031867-0.0099638i,0.017953-0.0074263i,0.0005051-0.0011099i,-0.012137+0.0049009i,-0.018795+0.01704i
0.033784+0.1066i,0.068298+0.20612i,0.09383+0.22605i,0.10666+0.12344i,0.10518+0.032871i,0.099685+0.035531i,0.10505+0.062395i,0.10632+0.047579i,0.084413+0.0097198i,0.039185-0.0018367i,0.010807+0.013998i,0.018493+0.020659i,0.029014+0.013733i,0.030536+0.013298i,0.034768+0.013013i,0.033198-0.0013836i,0.013352-0.016212i,-0.010844-0.012326i,-0.018223+0.0030176i,-0.012069+0.012739i,-0.0026793+0.015861i,0.0086341+0.013876i,0.015134+0.0025584i
-0.025926-0.082762i,-0.0416-0.17155i,-0.034261-0.18551i,-0.0095392-0.097581i,0.0033136-0.03674i,-0.0040561-0.055077i,-0.013055-0.083589i,-0.011303-0.083606i,-0.01231-0.063366i,-0.010303-0.038989i,-0.009223-0.02764i,-0.024062-0.021452i,-0.03758-0.0077438i,-0.037597+0.001323i,-0.037176+0.0056129i,-0.029945+0.015944i,-0.0036378+0.026162i,0.027007+0.023117i,0.03755+0.008231i,0.024805-0.0055363i,0.0051386-0.0093884i,-0.011303-0.0047926i,-0.019239+0.0058313i
0.036802+0.082102i,0.04746+0.18221i,0.035697+0.23339i,0.03425+0.17472i,0.056503+0.10349i,0.073124+0.086832i,0.063429+0.099575i,0.055473+0.11429i,0.062675+0.094755i,0.046922+0.043961i,0.024533+0.012194i,0.025029-0.0013112i,0.02602-0.010508i,0.023283-0.005926i,0.030814-0.0051098i,0.030398-0.022069i,0.0062563-0.034991i,-0.020833-0.028553i,-0.026137-0.010497i,-0.011259+0.0036154i,0.0070493+0.0065085i,0.021101+0.00018975i,0.02668-0.017058i
-0.035924-0.078564i,-0.070026-0.15951i,-0.075027-0.18213i,-0.059746-0.10232i,-0.055636-0.019245i,-0.04839-0.0057989i,-0.027518-0.023408i,-0.01263-0.033081i,-0.0085271-0.02475i,0.00073537-0.011587i,-0.00017816-0.0091723i,-0.016517-0.0065335i,-0.02664-0.0039903i,-0.036681-0.0066715i,-0.052961+0.0035414i,-0.050117+0.030621i,-0.020008+0.047404i,0.0092554+0.037976i,0.016288+0.012196i,0.0079525-0.012001i,-0.0043234-0.023271i,-0.019039-0.018552i,-0.029002-0.00015542i
0.025245+0.051155i,0.034751+0.11628i,0.0038724+0.14076i,-0.035697+0.097283i,-0.022713+0.060117i,0.0090459+0.044832i,-0.0063635+0.022259i,-0.049493+0.018737i,-0.053436+0.032557i,-0.026866+0.027415i,-0.0044967+0.016744i,0.016238+0.016393i,0.033364+0.010519i,0.044562-0.00060742i,0.056812-0.015126i,0.056297-0.037779i,0.030376-0.051713i,-0.0034091-0.042967i,-0.020945-0.017066i,-0.01597+0.0085385i,-0.0012924+0.01715i,0.012868+0.012859i,0.02326+0.0050914i
-0.047241-0.060886i,-0.059788-0.14214i,-0.033587-0.19356i,-0.0208-0.15488i,-0.06499-0.07894i,-0.090549-0.020353i,-0.040605+0.0030063i,0.024728-0.016011i,0.044192-0.035247i,0.033096-0.023007i,0.012524-0.0054771i,-0.010048+0.0028315i,-0.021994+0.0044927i,-0.03097-0.0012464i,-0.050475+0.0013i,-0.060217+0.02438i,-0.03843+0.045333i,-0.007538+0.041582i,0.0066138+0.020288i,0.0042945-0.0024709i,-0.0065466-0.014378i,-0.017881-0.013268i,-0.022821-0.0027789i
0.028015+0.062158i,0.058019+0.13086i,0.047107+0.16821i,0.012963+0.12205i,0.018046+0.049469i,0.04609+0.0087337i,0.044825-0.017317i,0.0099111-0.037394i,-0.022992-0.037988i,-0.02531-0.02469i,-0.0035381-0.018265i,0.013441-0.021738i,0.018506-0.017242i,0.034026-0.0024837i,0.064575-0.0025729i,0.079448-0.027541i,0.059368-0.048816i,0.029327-0.042876i,0.013632-0.016564i,0.010743+0.011708i,0.014928+0.025611i,0.019689+0.021402i,0.020226+0.0073876i
-0.038953-0.02311i,-0.05872-0.079194i,-0.033886-0.12585i,0.0008976-0.12077i,-0.027336-0.090796i,-0.077522-0.050219i,-0.063912+0.014124i,0.0065555+0.062736i,0.056549+0.066076i,0.048548+0.043556i,0.015997+0.023629i,-0.0049253+0.014062i,-0.014867+0.010254i,-0.028774+0.010997i,-0.050178+0.019338i,-0.063558+0.036941i,-0.050764+0.050182i,-0.020337+0.037363i,0.0011175+0.0034197i,0.0044497-0.022581i,-0.0019455-0.02882i,-0.0097742-0.025902i,-0.016676-0.019304i
0.045346+0.038497i,0.057687+0.090795i,0.022016+0.14183i,-0.0078675+0.13183i,0.034833+0.068227i,0.078751+0.0095388i,0.062049-0.019896i,0.016354-0.034417i,-0.021066-0.039219i,-0.029539-0.02706i,-0.0072809-0.014116i,0.015755-0.013057i,0.022265-0.012614i,0.029882-0.0059948i,0.053428-0.003442i,0.075894-0.01711i,0.068991-0.034815i,0.038823-0.033347i,0.012696-0.013679i,0.0021454+0.0075898i,0.0045396+0.020073i,0.012824+0.023404i,0.017796+0.021575i
-0.028057-0.031041i,-0.057901-0.092942i,-0.048035-0.15625i,-0.0096126-0.1545i,-0.009242-0.099524i,-0.037069-0.061005i,-0.054808-0.041094i,-0.052068+0.0016393i,-0.02267+0.044041i,0.0014083+0.041632i,-0.010462+0.029803i,-0.021734+0.038514i,-0.013925+0.039157i,-0.021594+0.02377i,-0.051794+0.015202i,-0.07637+0.024287i,-0.075715+0.036027i,-0.052326+0.032673i,-0.024608+0.011855i,-0.00737-0.012805i,-0.0034959-0.027243i,-0.0054815-0.030604i,-0.003325-0.026997i
0.046398+0.007195i,0.068741+0.041974i,0.054411+0.096273i,0.023392+0.11879i,0.034949+0.092738i,0.062641+0.053332i,0.060862+0.018438i,0.043713-0.022396i,0.015459-0.061059i,-0.010305-0.06085i,-0.0076367-0.037588i,0.0013896-0.029282i,-6.9796e-05-0.026992i,0.0069519-0.020746i,0.028838-0.017941i,0.052151-0.020922i,0.058727-0.022549i,0.044907-0.013677i,0.024486+0.004546i,0.0095053+0.020662i,0.0023708+0.026824i,0.0013325+0.028189i,0.0013649+0.026351i
-0.031303-0.014818i,-0.051954-0.048388i,-0.030213-0.10063i,-0.00095786-0.11364i,-0.016134-0.054791i,-0.021296+0.0023416i,0.0011832+0.0015484i,0.0027026-0.0049841i,0.0029527+0.014878i,0.018339+0.01621i,0.0068521+0.0017279i,-0.01836+0.0076246i,-0.02267+0.019587i,-0.022724+0.017603i,-0.038549+0.010134i,-0.061277+0.010799i,-0.066229+0.015928i,-0.046286+0.013654i,-0.017974+0.0051279i,0.0026803-0.0061635i,0.010135-0.018053i,0.0043474-0.02721i,-0.0037859-0.028072i
0.012044+0.0029698i,0.025903+0.044918i,0.013238+0.11591i,-0.015449+0.14815i,-0.020652+0.10276i,-0.026034+0.053199i,-0.026379+0.062101i,0.012102+0.071729i,0.041093+0.034075i,0.025405-0.00096683i,0.015544-0.014935i,0.021273-0.035564i,0.01585-0.049941i,0.016042-0.041803i,0.03766-0.028165i,0.063055-0.023319i,0.069953-0.021729i,0.053912-0.013795i,0.028214-0.0013264i,0.0074841+0.011585i,-0.0025863+0.024338i,-0.003426+0.034755i,-0.0025589+0.036i
-0.038511-0.001675i,-0.06992-0.02662i,-0.079425-0.079123i,-0.068029-0.10044i,-0.063687-0.047718i,-0.037912+0.018154i,0.0086083+0.014115i,0.011476-0.021421i,-0.00027102-0.010698i,0.016706+0.013565i,0.021879+0.017247i,0.0081267+0.024269i,0.0027334+0.032177i,-0.0015271+0.02751i,-0.01567+0.018801i,-0.033161+0.011314i,-0.042003+0.0042851i,-0.036603-0.0024077i,-0.02223-0.0073715i,-0.0059711-0.0079426i,0.00718-0.010908i,0.012238-0.019743i,0.012293-0.0244i
0.0088418-0.0032553i,0.021487+0.0048003i,0.010466+0.044875i,-0.0098595+0.070428i,-0.014338+0.010091i,-0.03799-0.077505i,-0.085562-0.075044i,-0.087438-0.0059519i,-0.050005+0.02462i,-0.033125+0.014897i,-0.018319+0.0084633i,0.0089755-0.002073i,0.021789-0.018793i,0.024574-0.024485i,0.035477-0.016983i,0.049248-0.0066742i,0.053221+0.0015635i,0.042653+0.0068784i,0.022612+0.0044938i,0.0020248+0.00017727i,-0.011898+0.0055803i,-0.012958+0.017646i,-0.0072993+0.021766i
-0.0010035+0.015513i,-0.0027042-0.0066219i,-0.0021366-0.071923i,-0.0098158-0.1163i,-0.021443-0.060719i,0.0064415+0.024797i,0.062662+0.021061i,0.072005-0.044056i,0.03816-0.064462i,0.023041-0.029793i,0.016082+0.0044117i,-0.0032972+0.028827i,-0.011359+0.046962i,-0.01181+0.047001i,-0.023386+0.035152i,-0.037919+0.022924i,-0.043025+0.010172i,-0.036127-0.0014722i,-0.022753-0.0058419i,-0.0089284-0.0046263i,0.001093-0.0086114i,0.0024675-0.018374i,-0.0017546-0.019808i
0.017761-0.00021119i,0.034822+0.012225i,0.045417+0.048718i,0.053294+0.060476i,0.066586-0.013831i,0.048903-0.11258i,-0.0082555-0.11523i,-0.043948-0.036503i,-0.043005+0.013489i,-0.037516+0.0032776i,-0.029886-0.018161i,-0.014484-0.030433i,-0.0029603-0.034785i,0.0036776-0.027618i,0.013338-0.016892i,0.023201-0.0061228i,0.028506+0.0064573i,0.026493+0.01306i,0.018744+0.009106i,0.0070898-0.0012075i,-0.006747-0.0046577i,-0.013445+0.0049437i,-0.009414+0.011269i
0.0016688+0.020593i,-0.0053395+0.019647i,-0.0081337-0.013834i,-0.013227-0.048003i,-0.023051-0.0047942i,-0.0084754+0.096448i,0.051189+0.13232i,0.10421+0.068681i,0.10601+0.0038967i,0.076436-0.0074509i,0.039713+0.00063422i,0.0037386+0.0065801i,-0.018866+0.015459i,-0.025666+0.0202i,-0.029722+0.014422i,-0.035169+0.0042424i,-0.036219-0.0056503i,-0.029679-0.0089637i,-0.017771-0.002248i,-0.0031359+0.0054549i,0.0097156+0.0030058i,0.011571-0.007605i,0.0046398-0.010999i
-0.011526-0.016667i,-0.031056-0.013182i,-0.03098+0.030658i,0.0073894+0.065892i,0.052563+0.019059i,0.056729-0.064697i,0.0071443-0.083616i,-0.054855-0.030916i,-0.072961+0.016437i,-0.049821+0.011712i,-0.02281-0.014091i,-0.0010627-0.03063i,0.012557-0.038438i,0.014208-0.035964i,0.018613-0.026429i,0.026632-0.018137i,0.027865-0.0088859i,0.022106-0.00087137i,0.01428-0.0012342i,0.007512-0.0062765i,0.0010064-0.0073604i,-0.0015753-0.0011092i,0.0027517+0.0020229i
