-0.0016653+0.00036581i,-0.0011446-6.3939e-05i,-0.0025222+0.00054694i,-0.0028317+0.00047766i,-0.0028594+0.0010966i,-0.0028705+0.0018523i,-0.0018232+0.0018353i,-0.00063539+0.0015676i,0.00015787+0.0011793i,0.001036+0.00069766i,0.0008079+0.00065608i,0.00095278+0.00053856i,0.0015773+0.0001547i,0.00082392-0.0006256i,0.00051603-0.00013538i,0.00017545+0.0004609i,-0.00079771+7.033e-05i,-0.00093606-0.0001847i,-0.0011213-4.0824e-06i,-0.001259+0.00011391i,-0.00026789-0.00026425i,0.00012521-0.00029306i,-5.0836e-05+1.5212e-05i
6.7223e-05+0.00133i,-0.0014792+0.0078373i,-0.01341+0.024195i,-0.038421+0.034157i,-0.060378+0.017426i,-0.060574+0.0017907i,-0.038782+0.008756i,-0.011967+0.019969i,0.0064296+0.022667i,0.011905+0.014039i,0.0052629+0.0014935i,-0.0026418-0.0050201i,-0.0055212-0.0056854i,-0.005189-0.0024206i,-0.0008702+0.00086829i,0.0029801+0.0025642i,0.0026487+0.0045004i,0.0014889+0.0054018i,0.00090265+0.0046937i,-0.00046246+0.002667i,-0.0015953+0.0016819i,-0.0020922+0.0021983i,-0.0027015+0.00045194i
0.00020417+0.0056865i,0.0062038+0.0085483i,0.017464+0.019625i,0.014618+0.038414i,-0.013722+0.052382i,-0.028335+0.050101i,-0.012122+0.03688i,0.0085548+0.020585i,0.018102+0.0062459i,0.011506-0.0018147i,-0.0026919-0.00029511i,-0.0097755+0.0055687i,-0.0086746+0.0071814i,-0.0041586+0.0047879i,0.00049873+0.00062378i,0.0026858-0.0029308i,0.0025799-0.0044639i,0.0009059-0.005257i,-0.001155-0.005182i,-0.00074348-0.0027652i,0.0020516+0.00061744i,0.0038038+0.0030199i,0.0035449+0.0040959i
0.0040518+0.002756i,0.015534-0.0048993i,0.034315-0.010269i,0.055028-0.0044984i,0.060801+0.014782i,0.041294+0.023896i,0.023825+0.014199i,0.018994-0.0017646i,0.008454-0.015277i,-0.0050412-0.012599i,-0.0074728+0.00031625i,-0.0022787+0.0074463i,0.0025649+0.0083771i,0.0055451+0.0055831i,0.0053739+0.000693i,0.0031763-0.003305i,0.0027671-0.006353i,0.0032358-0.0057276i,0.0031226-0.0025406i,0.0031236-0.00026293i,0.0015619-0.0005938i,-0.0013457-0.00365i,-0.0017255-0.0044141i
-0.00331+0.0058994i,-0.0027881-0.0045159i,0.008475-0.024417i,0.030377-0.045941i,0.045101-0.050531i,0.039612-0.033589i,0.02239-0.019956i,0.0028892-0.020775i,-0.012596-0.017532i,-0.012464-0.0059534i,-0.00073725+5.9357e-05i,0.0064287-0.0027042i,0.0053628-0.0052707i,0.0013137-0.0048949i,-0.0031686-0.0030202i,-0.006101-0.0015206i,-0.0062926-0.0020133i,-0.0058763-0.0011517i,-0.0043072+0.0014385i,-0.0019416+0.00081783i,-0.001507-0.0029806i,-0.0022077-0.0063771i,-0.0013435-0.006456i
-0.0066764+0.0033706i,-0.014236-0.0018245i,-0.031046-0.014838i,-0.046487-0.033354i,-0.037216-0.039412i,-0.013717-0.030416i,-0.0062101-0.021594i,-0.014207-0.011167i,-0.018778+0.0020397i,-0.011226+0.0063807i,-0.00096678+0.00043352i,0.002154-0.0056502i,0.0017941-0.006984i,0.0011875-0.0070199i,0.00065864-0.0049501i,0.00049235-0.0010805i,0.0004611-0.0002148i,-0.00046291-0.0025686i,-0.00087264-0.0047131i,0.0010434-0.0034811i,0.0033898-7.2633e-05i,0.0039187+0.0045182i,0.0027854+0.0082133i
-0.0057583+0.0011321i,-0.012888+0.011206i,-0.034993+0.025696i,-0.060903+0.030587i,-0.061292+0.015171i,-0.03615+0.0010621i,-0.017805+0.0019481i,-0.011314+0.0096172i,-0.0054838+0.014752i,-0.0011626+0.0099136i,-0.0035113+0.002942i,-0.0060117+0.0026583i,-0.0034792+0.0046886i,-0.00036044+0.005349i,0.002779+0.0052031i,0.004818+0.0039914i,0.0035615+0.0035442i,0.0015875+0.0047758i,0.001084+0.0042977i,0.00018351+0.0019261i,-0.0012584+0.001022i,-0.00070445+0.0012744i,0.00019491-0.00012632i
-0.0057375+0.0032793i,-0.0023715+0.015389i,0.0015272+0.038085i,-0.0034922+0.057797i,-0.020486+0.050717i,-0.022524+0.023542i,-0.0099028+0.0099339i,-0.00099726+0.011672i,0.0046692+0.010997i,0.0016023+0.0058765i,-0.0072059+0.0041839i,-0.0093746+0.0062288i,-0.0050537+0.0064938i,-0.00029401+0.0033486i,0.0028101-0.00050509i,0.0036306-0.003945i,0.003014-0.0052859i,0.0010981-0.0035505i,-0.0016138+6.062e-05i,-0.0042825+0.0020979i,-0.0037157+0.00092658i,-0.001176-0.0016276i,0.00079071-0.0024411i
-0.00087777+8.477e-05i,0.012788+0.0022501i,0.037122+0.012624i,0.056831+0.029437i,0.047141+0.036919i,0.014951+0.019691i,-0.0027524+0.0019568i,-0.001984-0.0011865i,-0.0022145-0.0030583i,-0.0060789-0.00082687i,-0.0045635+0.0049334i,6.3466e-05+0.0054256i,0.002498+0.0032457i,0.0038465+0.0013988i,0.0037198+3.8719e-05i,0.0022412-0.0011219i,0.0017783-0.0028092i,0.0024079-0.0033276i,0.0017855-0.0019091i,0.0011108+0.00068245i,-0.0014922+0.0024317i,-0.0051995+0.0034016i,-0.0052556+0.0043478i
0.0014248+0.00012025i,0.0075022-0.0087551i,0.027857-0.027296i,0.058273-0.040885i,0.066144-0.03263i,0.039498-0.011881i,0.011106-0.0031683i,-0.00063451-0.0057122i,-0.0028089-0.0061347i,-0.00019534-0.00061108i,0.0046879+0.0036768i,0.0068674+0.0026597i,0.0039873+0.00037334i,-0.0013433-3.7301e-05i,-0.0046042+0.00038002i,-0.0030106+0.00065281i,-0.00046716+0.00060017i,0.00026247-0.00065974i,0.0025281-0.0026576i,0.005635-0.0041053i,0.0064446-0.0059994i,0.0055554-0.0067701i,0.0030807-0.0048962i
-0.0015491-0.004546i,-0.0096926-0.016846i,-0.02203-0.047837i,-0.027988-0.081409i,-0.014031-0.080209i,0.0027864-0.043112i,0.005675-0.01198i,0.0018168-0.0029505i,-0.0029266-0.0019475i,-0.0029818-0.00050315i,0.0016952-0.00082195i,0.0040381-0.003425i,0.0044385-0.006043i,0.0043523-0.0067878i,0.0024713-0.0042602i,0.00023436-0.001452i,0.00021987-0.00080815i,0.0020663-0.0025572i,0.0044771-0.0037742i,0.0054943-0.0024857i,0.0054387-0.00028005i,0.0048613+0.0017071i,0.0042998+0.0033649i
-0.0021676-0.00051549i,-0.01464+0.001502i,-0.046663-0.0018484i,-0.088155-0.013066i,-0.099106-0.026036i,-0.066003-0.021426i,-0.026973-0.0082614i,-0.01229-0.0058476i,-0.010976-0.0062401i,-0.0078446-0.0061444i,-0.005748-0.0077469i,-0.0058165-0.0054965i,-0.0047004+0.00050676i,-0.00081237+0.0034562i,0.0013943+0.0029856i,0.00010752+6.1966e-06i,-0.0013385-0.0043154i,-0.0040342-0.0055964i,-0.0074561-0.0045763i,-0.0086633-0.0031263i,-0.0082257+4.6192e-05i,-0.0083175+0.0032417i,-0.008007+0.0033718i
0.0025518+0.0056475i,-0.0012048+0.016267i,-0.014562+0.042855i,-0.040112+0.072064i,-0.064262+0.074723i,-0.057371+0.045999i,-0.032187+0.016281i,-0.020421+0.0079818i,-0.016083+0.010819i,-0.012599+0.0089701i,-0.013982+0.0025996i,-0.016949-0.00028805i,-0.015679+0.0010824i,-0.010484+0.0008494i,-0.004769-0.0014036i,-0.0015443-0.002196i,-0.0017628-0.0017944i,-0.0036978-0.0003332i,-0.0047932+0.0024216i,-0.0041096+0.0037394i,-0.0007535+0.0013565i,0.0041764-0.0022531i,0.0075594-0.004182i
-0.00055833+0.0088303i,0.013232+0.01438i,0.036621+0.03395i,0.065988+0.061714i,0.074864+0.068704i,0.049006+0.045992i,0.014345+0.020045i,-0.0014668+0.01173i,-0.003639+0.012911i,-0.0050685+0.012749i,-0.0048911+0.01065i,-0.00012154+0.0077443i,0.0056592+0.0024457i,0.0072647-0.0020111i,0.0042216-0.0026994i,0.00060311-0.0023615i,0.00014014-0.0021821i,0.00088421+6.419e-05i,0.0014106+0.0022873i,0.0029345+0.0025431i,0.0030561+0.0010722i,0.0015466+0.00024422i,0.0018174+0.0015311i
-0.001502-0.001719i,0.01278-0.0072324i,0.044979-0.0217i,0.08336-0.03819i,0.095665-0.04273i,0.071352-0.029104i,0.037801-0.0092115i,0.021498+2.9909e-06i,0.020582-0.00091849i,0.017975+0.00011259i,0.012115+0.0072098i,0.0090067+0.010522i,0.0060759+0.0071051i,0.0018405+0.0044623i,0.0013105+0.004547i,0.0047122+0.0038703i,0.0073484+0.0023695i,0.0087808-4.2342e-05i,0.0083679-0.0023216i,0.0067463-0.002292i,0.0040165-0.0030989i,-0.00099137-0.0060659i,-0.0059619-0.007457i
-0.0060476-0.0018471i,-0.0058616-0.011177i,-0.0096615-0.038038i,-0.020719-0.069968i,-0.030854-0.074898i,-0.027362-0.047692i,-0.011913-0.017084i,-0.00039012-0.0071545i,-0.00059146-0.011619i,-0.0033106-0.011657i,-0.00037716-0.0069349i,0.0020213-0.0063169i,0.00033704-0.0092291i,-0.00045722-0.009117i,0.00081328-0.0051408i,0.0019751-0.00021332i,0.0021495+0.0025667i,0.0012839+0.0021009i,0.00033127+0.0023758i,-0.00014685+0.0037345i,-0.00031926+0.0052229i,0.0016779+0.0067158i,0.0044334+0.0062158i
-0.0042272-0.00067065i,-0.015525-0.006032i,-0.038611-0.013785i,-0.070555-0.018696i,-0.085857-0.01068i,-0.064767+0.0035974i,-0.030943+0.0040372i,-0.017282-0.0075211i,-0.020529-0.013961i,-0.018923-0.013525i,-0.010153-0.010438i,-0.0031871-0.0048765i,0.0019168+0.0040891i,0.0059881+0.0083676i,0.0063696+0.0012316i,0.0047579-0.0084091i,0.0038352-0.011571i,-0.00048948-0.010284i,-0.0051634-0.0090475i,-0.0051697-0.0093398i,-0.0062841-0.0081046i,-0.0091274-0.0028893i,-0.0086714+0.0042703i
-0.0023157+0.0070777i,-0.0079164+0.012825i,-0.015722+0.023703i,-0.01675+0.035054i,-0.0039714+0.031637i,0.01003+0.013241i,0.0087927-0.00262i,-0.002045-8.5728e-05i,-0.010414+0.01388i,-0.012765+0.0197i,-0.012873+0.012373i,-0.014189+0.0037535i,-0.014781+0.0028496i,-0.014792+0.0036996i,-0.013369+0.0022853i,-0.0098227+0.0017196i,-0.0067067-0.00087675i,-0.0050675-0.0050333i,-0.0025157-0.0063051i,0.0028616-0.0055094i,0.0073368-0.0039924i,0.00763-0.0049275i,0.0044443-0.0077077i
0.0025733+0.0047815i,0.005798+0.0075378i,0.012402+0.021805i,0.027201+0.03015i,0.035841+0.0096496i,0.021632-0.01579i,0.00039205-0.017248i,-0.0092957-0.0020833i,-0.0094966+0.012403i,-0.0058268+0.018064i,5.8889e-06+0.013227i,0.004459+0.0029733i,0.0082251-0.0064365i,0.0096792-0.0093387i,0.004009-0.0041495i,-0.0048369+0.0013391i,-0.0096099+0.0010372i,-0.0090611+0.00061062i,-0.0059951+0.0033116i,-0.0038779+0.0063612i,-0.00097778+0.0076711i,0.0042524+0.0078259i,0.0083993+0.0056797i
-0.00075107+0.00039991i,0.0094932+0.0041229i,0.016286+0.0061044i,0.0082263+0.0069609i,-0.013557+0.0078749i,-0.029568+0.0073127i,-0.023699+0.0075157i,-0.0074401+0.0048144i,0.0085336+0.00016843i,0.015924-0.0023255i,0.0095048+0.00018163i,0.00060968+0.009098i,-0.00092351+0.014901i,0.0018898+0.014393i,0.0070183+0.012741i,0.013885+0.010069i,0.014517+0.0069026i,0.0084968+0.0068185i,0.0032798+0.007631i,-3.5308e-05+0.0048043i,-0.0023253-0.0018145i,-0.0048702-0.0065356i,-0.0080262-0.0049978i
-0.0057514+0.0029765i,-0.0012725+0.0015661i,0.003014-0.0055527i,0.001713-0.0068309i,-0.0061173+0.0084538i,-0.0080855+0.027956i,-0.0032473+0.02715i,-8.1247e-05+0.012597i,-0.0021305+0.0010533i,-0.0087296-0.0056529i,-0.013203-0.0070065i,-0.0091402-0.0067675i,-0.0040107-0.011938i,-0.0036673-0.0169i,-0.0042209-0.016582i,-0.0030954-0.011495i,0.00042058-0.0043981i,0.0052173-0.0015451i,0.005303-0.0022765i,0.0007754-0.0027448i,-0.0030757-0.00088866i,-0.0033419+0.0013717i,0.00011506+0.0010607i
-0.012322-0.00026821i,-0.009664-0.0043693i,0.0020342-0.013955i,0.017312-0.021265i,0.027389-0.019888i,0.031132-0.015261i,0.024409-0.013282i,0.010232-0.016363i,-0.0036179-0.021011i,-0.011486-0.016937i,-0.0063296-0.0034477i,0.0068792+0.0045312i,0.017065+0.0055748i,0.020014+0.0050599i,0.015386+0.0004757i,0.0060512-0.0069444i,0.00080004-0.010765i,0.0016621-0.010622i,0.0034085-0.0071239i,0.0057019-0.0017471i,0.0062963+0.0016429i,0.0034081+0.0041306i,0.0012693+0.0068864i
-0.0041943+0.0021915i,-0.00030744-0.0026466i,-0.00030105-0.0053551i,-0.0014988-0.0092555i,-0.0020708-0.020041i,-0.0039781-0.030186i,-0.0037894-0.024733i,-0.0029656-0.0072729i,-0.0062364+0.010379i,-0.0031746+0.023879i,0.0034133+0.022091i,-0.0040562+0.0098269i,-0.020025+0.0051107i,-0.024918+0.0077038i,-0.013481+0.010199i,0.0017962+0.01123i,0.0067582+0.0067054i,0.0014604-0.00045851i,-0.0016737-0.00053068i,0.0042935+0.0053149i,0.012172+0.0065188i,0.013505-0.0010827i,0.0075147-0.007381i
-0.009343+0.0046297i,-0.013677+0.0090432i,-0.022789+0.0067354i,-0.033452-0.0023937i,-0.037015-0.0034176i,-0.034361+0.0047626i,-0.0309+0.0082832i,-0.030006+0.009071i,-0.026833+0.013389i,-0.014187+0.010557i,0.00031035-0.002931i,0.0052127-0.016344i,0.0050012-0.022723i,0.0059603-0.026345i,0.0024544-0.025166i,-0.0027207-0.018249i,-0.0016766-0.012529i,0.00023011-0.0089322i,-0.0020324-0.0085629i,-0.0082691-0.010343i,-0.014121-0.0083465i,-0.01379-0.0018764i,-0.007515+0.0035174i
-0.0092285+0.0019458i,-0.011723+0.0034505i,-0.019088+0.0050924i,-0.023269+0.0062964i,-0.012565+0.0062897i,0.0010464+0.0058557i,5.2902e-05+0.0023272i,-0.00014452-0.00050353i,0.0085111-0.0069662i,0.0075995-0.015397i,-0.0039646-0.01165i,-0.0062467+0.0078866i,0.0031452+0.024861i,0.0068087+0.029303i,0.0021865+0.023201i,-0.0016265+0.0093928i,-0.0049862-2.3664e-05i,-0.0075693+0.002144i,-0.006739+0.004252i,-0.0061127-0.0031186i,-0.0088092-0.011628i,-0.012054-0.011541i,-0.011272-0.0056695i
0.0028268-0.0037726i,0.0005631-0.00070563i,0.0020309+0.0094725i,-0.00043417+0.017924i,-0.010905+0.0077737i,-0.013569-0.0047851i,-0.0089634+0.00084214i,-0.0055571+0.0074191i,-0.0067478+0.008676i,-0.013249+0.010087i,-0.018796+0.011071i,-0.018786+0.0063067i,-0.016747-0.0011169i,-0.012054-0.0011478i,-0.0059682+0.004448i,-0.00352+0.01233i,-0.0046072+0.014784i,-0.0047335+0.0080667i,-0.0024183+0.0032301i,0.0038119+0.00429i,0.011401+0.0049749i,0.015049+0.0015404i,0.014199-0.004883i
0.0071347-0.0022984i,0.01617-0.00060711i,0.018893+0.0091627i,0.0049819+0.02427i,-0.023434+0.029454i,-0.037293+0.025638i,-0.021805+0.019619i,-0.0094345+0.0095442i,-0.0087161-0.0019945i,-0.005684-0.0046542i,0.0039573-0.0015008i,0.015804-0.00052968i,0.025326-0.0023557i,0.031786-0.010993i,0.032429-0.020989i,0.024391-0.025712i,0.016559-0.023533i,0.013413-0.018223i,0.010839-0.013861i,0.0091936-0.0072015i,0.0074118-0.0010137i,0.0052185+0.00014822i,0.0025131+3.6465e-05i
0.0045728-0.0019073i,0.010592-0.0074601i,0.024947-0.015591i,0.045108-0.016776i,0.047895-0.0038148i,0.03602+0.013224i,0.030661+0.016591i,0.028163+0.012172i,0.020718+0.010651i,0.013309+0.0077793i,0.001816+0.002108i,-0.014347+0.0035099i,-0.026138+0.010414i,-0.031388+0.010938i,-0.027378+0.0038058i,-0.012952-0.0044259i,0.00067278-0.011152i,0.0015328-0.013364i,-0.0053622-0.0093789i,-0.010103-0.0024373i,-0.0090366+0.0029136i,-0.0046824+0.0045867i,-0.00082995+0.0057126i
-0.016009+0.0042439i,-0.013733-5.712e-05i,0.0022726-0.026462i,0.031579-0.057597i,0.058643-0.06185i,0.059438-0.050464i,0.035777-0.042298i,0.0067746-0.033267i,-0.014682-0.021615i,-0.025468-0.011175i,-0.023677-0.00298i,-0.011148-0.005151i,0.0010839-0.015126i,-0.0018854-0.016673i,-0.017731-0.0020256i,-0.025803+0.018415i,-0.019196+0.026403i,-0.0069457+0.024799i,0.0017163+0.021267i,0.0043725+0.014077i,-9.1272e-05+0.0060835i,-0.0063021+0.005637i,-0.0067214+0.010096i
-0.0091519+0.0027617i,-0.011451-0.0074506i,-0.028497-0.014889i,-0.052566-0.028157i,-0.058482-0.04778i,-0.048245-0.055252i,-0.039501-0.051854i,-0.031513-0.041987i,-0.024217-0.024973i,-0.01727-0.0031133i,-0.0028133+0.017277i,0.018416+0.029318i,0.034006+0.033071i,0.039495+0.033301i,0.042181+0.025034i,0.038392+0.008635i,0.022324+0.0031033i,0.0080124+0.010734i,0.0057939+0.013785i,0.010065+0.0053665i,0.01119-0.0049189i,0.005512-0.011028i,-0.0019847-0.013351i
-0.0012973+0.008785i,-0.0058792+0.018289i,-0.029636+0.025972i,-0.076154+0.024825i,-0.10953+0.023585i,-0.093371+0.029163i,-0.06062+0.032996i,-0.043068+0.033657i,-0.029388+0.040846i,-0.0095174+0.039691i,0.0019248+0.018052i,-0.010148-0.0079789i,-0.030798-0.020419i,-0.032681-0.021134i,-0.019516-0.019444i,-0.0070555-0.018586i,0.00089295-0.021169i,-0.0015235-0.0264i,-0.011831-0.024986i,-0.016035-0.014367i,-0.010109-0.0042665i,-0.0035348+0.00044866i,-0.00039804+0.0051372i
-0.011181+0.012985i,-0.0051848+0.029229i,0.00080392+0.051788i,0.0098179+0.077279i,0.019032+0.080761i,0.017148+0.05646i,0.011727+0.03908i,0.01218+0.034455i,0.016505+0.021412i,0.017571+0.00019476i,0.012227-0.01983i,0.0058841-0.031888i,0.0053137-0.035197i,0.0045157-0.035418i,-0.0051549-0.02911i,-0.01703-0.019252i,-0.017326-0.015561i,-0.0098107-0.016008i,-0.0064303-0.013795i,-0.0093238-0.0047509i,-0.012626+0.0036189i,-0.01015+0.0045303i,-0.00859+0.0014421i
-0.011097-0.011449i,-0.0014958-0.016365i,0.031759+0.0029764i,0.081744+0.033682i,0.098962+0.028777i,0.069109+0.00037671i,0.038363-0.010257i,0.03222-0.0081156i,0.031896-0.014968i,0.018556-0.021411i,-0.002993-0.0083102i,-0.011223+0.022261i,-0.0015378+0.0464i,0.011214+0.052224i,0.02291+0.047868i,0.034922+0.038353i,0.035729+0.028767i,0.027258+0.021754i,0.026198+0.010999i,0.025682-0.0038433i,0.01706-0.012054i,0.012304-0.010714i,0.014983-0.011837i
0.0073032-0.0024747i,0.024735-0.0026492i,0.037913-0.028041i,0.034674-0.065678i,0.018513-0.065055i,-0.00010639-0.038503i,-0.0099382-0.025478i,-0.015315-0.024582i,-0.028176-0.021086i,-0.037146-0.0051547i,-0.026672+0.01218i,-0.010114+0.012427i,-0.0030363-0.00038919i,-0.0045194-0.012613i,-0.0099311-0.018856i,-0.013731-0.016766i,-0.013605-0.011764i,-0.011669-0.0082152i,-0.0074525-0.0030919i,0.002328-0.00057041i,0.010334-0.0040522i,0.0089107-0.0066984i,0.0051618-0.0039964i
-0.0077744+0.0092867i,-0.019732+0.0055878i,-0.039566-0.022049i,-0.056674-0.061069i,-0.053016-0.075618i,-0.034383-0.039325i,-0.01947-0.0077328i,-0.020708-0.010571i,-0.031247-0.0067363i,-0.029459+0.0074844i,-0.013907+0.011382i,0.0033668+0.0065346i,0.012465+0.0017012i,0.014167-0.0043879i,0.011438-0.019004i,5.995e-05-0.036332i,-0.013973-0.042348i,-0.022955-0.033601i,-0.027423-0.014116i,-0.023293+0.0060842i,-0.01047+0.01253i,8.9807e-06+0.0055469i,0.0027257-0.0015148i
-0.012813-0.013969i,-0.027964-0.025791i,-0.03453-0.020913i,-0.040388+0.0025792i,-0.053185+0.017698i,-0.033095+0.014846i,-0.0037016+0.010094i,-0.00090557+0.016079i,0.0023768+0.024981i,0.011111+0.019778i,0.0073437+0.0063229i,-0.011699+0.0016881i,-0.027734+0.0075773i,-0.030395+0.017693i,-0.024029+0.033939i,-0.0067892+0.046133i,0.012686+0.043229i,0.020022+0.031486i,0.019016+0.018579i,0.013186+0.0072067i,0.0048056+0.0027029i,-0.0026374+0.0067863i,-0.0036062+0.014038i
0.010559+0.0050114i,0.039281+0.017989i,0.039024+0.036449i,0.01558+0.061432i,0.0065236+0.074137i,-0.0064457+0.044317i,-0.022365+0.015754i,-0.018148+0.019472i,-0.0067318+0.021137i,-0.00078907+0.012937i,0.0064345+0.0024079i,0.01945-0.010864i,0.03032-0.027382i,0.025548-0.038563i,0.011173-0.03493i,0.0022399-0.020663i,0.0038647-0.0062581i,0.010467-0.0018287i,0.012596-0.011287i,0.0056893-0.021221i,-0.0036804-0.018498i,-0.0066152-0.0071461i,-0.01013+0.00093252i
-0.019385+0.028241i,-0.035299+0.037137i,-0.036445+0.029054i,-0.0095026-0.014802i,0.013371-0.059917i,0.016843-0.047942i,0.0094227-0.019257i,-1.4106e-05-0.019946i,-0.0090807-0.025005i,-0.018343-0.020375i,-0.024043-0.0056935i,-0.0098839+0.010515i,0.016138+0.017126i,0.030832+0.016853i,0.032135+0.0095451i,0.020102-0.00080791i,-0.00010867-0.0055095i,-0.01226-0.0027614i,-0.011429+0.0042308i,-0.0049004+0.0098815i,-0.0010175+0.012099i,0.0022678+0.013499i,0.011124+0.011999i
-0.020283-0.013269i,-0.02239-0.029848i,-0.019059-0.048803i,-0.029325-0.053754i,-0.047518-0.041676i,-0.037299-0.033458i,-0.0049527-0.020154i,0.012571-0.0055871i,0.009429+0.00051611i,0.0022025+0.0066783i,-0.0022777+0.0093169i,-0.020545+0.0076102i,-0.044821+0.015186i,-0.046498+0.024042i,-0.032223+0.020076i,-0.019528+0.0073956i,-0.014364-0.0087648i,-0.019713-0.014002i,-0.024674+0.004525i,-0.013509+0.025352i,0.0019068+0.022462i,0.0027112+0.0066194i,-0.0028111-0.00012958i
0.019112+0.005679i,0.049604+0.017376i,0.042695+0.064131i,0.0083011+0.1378i,-0.021058+0.15673i,-0.035194+0.10603i,-0.02738+0.045881i,-0.017775+0.01912i,-0.016145+0.018887i,-0.01021+0.02475i,1.6309e-05+0.021699i,0.0092463+0.0029393i,0.0096837-0.0179i,0.0049529-0.022142i,0.010582-0.013426i,0.030556-0.010261i,0.051263-0.018759i,0.05398-0.028952i,0.035665-0.037617i,0.0096639-0.039438i,-0.0043565-0.029086i,-0.0043106-0.018509i,-0.006722-0.015543i
-0.026648-0.0053012i,-0.029573+0.001167i,0.0049846-0.0083199i,0.071355-0.017655i,0.11694+0.0043955i,0.10655+0.024506i,0.053764+0.0099752i,0.0099264-0.0041256i,-0.0057554-0.0080936i,-0.010236-0.020343i,-0.010673-0.028799i,-0.0025628-0.018671i,0.014586-0.0033502i,0.021769+0.00023862i,0.0033074+0.006261i,-0.021261+0.026592i,-0.028156+0.048636i,-0.012709+0.053548i,0.0064324+0.034321i,0.0065965+0.0076428i,-0.005821-0.0049688i,-0.013924-0.0043825i,-0.013463+8.1202e-05i
0.003613+0.0048759i,0.034132-0.0071251i,0.052846-0.076113i,0.065369-0.19271i,0.078086-0.27684i,0.046879-0.23711i,-0.0075274-0.1213i,-0.030107-0.037901i,-0.027628-0.0033641i,-0.020854+0.012488i,-0.015576+0.0238i,-0.012433+0.026089i,-0.0053578+0.016414i,0.0053854-0.0023176i,0.014101-0.024359i,0.0073995-0.036751i,-0.015199-0.033875i,-0.033732-0.022255i,-0.028549-0.0079471i,-0.004798-0.0023426i,0.0073955-0.0095594i,0.0038708-0.015357i,-0.0041737-0.014591i
-0.053326-0.0037859i,-0.10901-0.012845i,-0.15101-0.019264i,-0.20112-0.034251i,-0.26716-0.064265i,-0.23507-0.062676i,-0.11579-0.032528i,-0.035779-0.025454i,-0.020999-0.018592i,-0.022613+0.0072508i,-0.016984+0.025624i,-0.010645+0.026603i,-0.0058504+0.017406i,-0.0016211+0.011461i,0.010045+0.0045473i,0.034009-0.014352i,0.049642-0.036322i,0.04381-0.046946i,0.029401-0.038627i,0.019343-0.020183i,0.01562-0.0063164i,0.012976+0.0027119i,0.012815+0.0059222i
0.05991-0.051369i,0.11566-0.064454i,0.083616-0.0134i,-0.053238+0.13958i,-0.14194+0.30322i,-0.11458+0.30743i,-0.043043+0.18484i,-9.7775e-05+0.089074i,0.018859+0.041873i,0.032308+0.0025476i,0.0349-0.026381i,0.020737-0.028554i,-0.0084644-0.0095735i,-0.032695+0.011121i,-0.045262+0.02489i,-0.04989+0.025631i,-0.040349+0.012895i,-0.029615+0.0044772i,-0.033133+0.0090324i,-0.03795+0.021512i,-0.025558+0.026192i,-0.0049533+0.014165i,0.0083364+0.0012784i
-0.0045749+0.13314i,-0.0070987+0.24267i,0.039336+0.2832i,0.18088+0.22086i,0.31488+0.13251i,0.29396+0.066242i,0.14705+0.016905i,0.023378-0.0010338i,-0.017352-0.0010654i,-0.028673-0.0018565i,-0.039413+0.0020832i,-0.028593+0.00067644i,-0.00064199-0.0051681i,0.01868-0.00047833i,0.021555+0.017177i,0.014282+0.042006i,0.0080771+0.059872i,0.0085758+0.054682i,0.015712+0.025675i,0.023225-0.0024807i,0.025626-0.012643i,0.025218-0.013617i,0.021945-0.013498i
-0.12353-0.10407i,-0.18587-0.21059i,-0.12171-0.27282i,0.047101-0.30232i,0.1618-0.35462i,0.14134-0.33602i,0.069927-0.19898i,0.039114-0.085343i,0.015041-0.049134i,-0.015752-0.026168i,-0.024708-0.0043504i,-0.01388+0.0087744i,0.009205+0.011793i,0.026553-0.0067451i,0.02263-0.031421i,0.0069956-0.034334i,-0.0050655-0.014509i,-0.0014127+0.0092157i,0.019143+0.020025i,0.033481+0.0086849i,0.020883-0.005971i,-0.00051513-0.0026145i,-0.0060957+0.0068009i
0.18739+0.005876i,0.34298+0.010785i,0.31678+0.0021223i,0.047241-0.043865i,-0.23819-0.082499i,-0.31606-0.069607i,-0.20827-0.031077i,-0.10351+0.0012398i,-0.0564+0.028113i,-0.0051309+0.044133i,0.044084+0.034459i,0.053904+0.0062146i,0.02836-0.02156i,-0.0019459-0.03653i,-0.011929-0.046136i,-0.003993-0.072571i,0.0014878-0.10403i,-0.014747-0.10469i,-0.045593-0.067216i,-0.060328-0.023089i,-0.049252-0.0043217i,-0.030965-0.0051104i,-0.017245-0.0045613i
-0.16294+0.1338i,-0.30189+0.24866i,-0.37267+0.28064i,-0.33402+0.27718i,-0.2449+0.32291i,-0.12417+0.32715i,-0.022732+0.20667i,-0.0044429+0.081137i,-0.019067+0.043695i,-0.022783+0.029892i,-0.032062+0.0096582i,-0.033183+0.0029638i,-0.021191+0.012513i,-0.0048607+0.036551i,0.017184+0.063149i,0.040129+0.078441i,0.057123+0.07151i,0.063113+0.038343i,0.057753+0.0026281i,0.047065-0.0075533i,0.035562+0.0012235i,0.021053+0.010724i,0.0062146+0.019772i
