-0.0021282-0.0013467i,-0.00085447-0.0028101i,-0.0024617-0.0023389i,-0.0032843-0.0010801i,-0.00082706+0.00083418i,0.0016249+0.0027532i,0.0016253+0.002283i,0.00037294+0.0009666i,-0.00020152-4.8045e-05i,0.0004938-0.00053515i,0.00066257-0.00046028i,8.9372e-05-0.0010299i,0.00064312-0.0008852i,0.0010303-0.00065595i,0.0010008-0.00058917i,0.00071221-0.00069309i,0.00026503+1.4415e-05i,0.00023524+0.00062236i,3.1462e-05-0.00030628i,-0.00053369-0.0015861i,-0.00013699-0.0013208i,0.00035911-0.00067788i,0.00043782-0.00013198i
0.33015-0.077666i,0.26576-0.056129i,0.26142+0.088091i,0.37175+0.18178i,0.37597+0.22078i,0.25666+0.26825i,0.14354+0.27062i,0.077843+0.20955i,0.079411+0.13039i,0.081691+0.054627i,0.031038+0.042581i,-0.0015901+0.086106i,0.016057+0.1038i,0.044316+0.073595i,0.041301+0.026531i,-0.0023547+0.010366i,-0.039539+0.032934i,-0.037122+0.044587i,-0.024482+0.023243i,-0.024316-0.0024468i,-0.032751-0.014939i,-0.03717-0.019056i,-0.025373-0.023554i
0.016821+0.29618i,0.051288+0.006469i,-0.036853-0.28808i,-0.25443-0.12034i,-0.44237+0.46499i,-0.42929+0.97682i,-0.24739+1.0029i,-0.075918+0.65109i,-0.027771+0.31222i,-0.010695+0.14717i,0.026316+0.04838i,0.016132-0.033268i,-0.029182-0.043252i,-0.044981-0.013288i,-0.040239-0.014619i,-0.04608-0.043602i,-0.058368-0.065334i,-0.070165-0.060875i,-0.074087-0.034471i,-0.06331-0.0061383i,-0.04477-0.0035464i,-0.031651-0.031996i,-0.035811-0.046851i
-0.38259-0.057776i,-0.19953-0.044811i,-0.0036906-0.039644i,-0.079987-0.096345i,-0.3678-0.18083i,-0.63241-0.12191i,-0.63067+0.041493i,-0.39454+0.089746i,-0.19455+0.0084751i,-0.10689-0.039581i,-0.045349-0.029895i,0.01151-0.02194i,0.034177-0.020577i,0.036232-0.0066444i,0.050893-0.0046903i,0.050659-0.039581i,0.016938-0.061545i,0.00041909-0.047522i,0.013082-0.048939i,0.0020925-0.067421i,-0.026457-0.055446i,-0.021118-0.022249i,0.0046851-0.011139i
0.42667-0.6395i,0.84146-0.6205i,0.96548-0.49613i,0.70176-0.31615i,0.54795-0.11918i,0.59621-0.13709i,0.44466-0.33929i,0.098181-0.33911i,-0.080511-0.13133i,-0.069665-0.031279i,-0.083421-0.034721i,-0.099874+0.012976i,-0.029932+0.058228i,0.050439+0.025975i,0.091978-0.032943i,0.11411-0.075072i,0.10332-0.099908i,0.049898-0.091101i,0.0091128-0.04862i,0.011965-0.027431i,0.028813-0.041135i,0.045277-0.052232i,0.052588-0.049771i
-0.62021+7.5594i,1.5317+7.4047i,3.9204+6.3299i,4.539+2.8489i,3.5405-0.7349i,1.3539-2.5598i,-0.52858-1.9274i,-1.0467-0.38967i,-0.2383+0.51922i,0.80581+0.12502i,0.85377-0.7455i,0.22616-1.2103i,-0.58868-1.6552i,-1.5052-2.1886i,-1.7936-2.1506i,-1.1647-1.2498i,-0.40646-0.30637i,-0.27718+0.12134i,-0.61151+0.36477i,-0.61351+0.62502i,-0.10385+0.69705i,0.42005+0.42014i,0.51446-0.045058i
-0.646+0.57688i,-1.0112+0.52552i,-1.157+0.40293i,-0.84681+0.32471i,-0.43738+0.20527i,-0.25181+0.079487i,-0.20614+0.069784i,-0.11299+0.11588i,0.02611+0.095704i,0.07055+0.029566i,0.055733+0.0058738i,0.059422-0.02106i,0.038979-0.069284i,0.014807-0.061877i,0.018642-0.024694i,0.021538-0.0082507i,0.015297-0.0050783i,0.0057138-0.0022741i,-0.013424-0.00052229i,-0.027726+0.0022823i,-0.027165+0.010144i,-0.028279+0.020088i,-0.025148+0.031378i
-0.76593-0.37363i,-0.81776-0.48914i,-0.55572-0.44038i,-0.20997-0.2566i,-0.074808-0.084304i,-0.078289+0.083791i,0.021525+0.17171i,0.11088+0.069926i,0.037542-0.040911i,-0.0099198-0.040366i,0.036652-0.036779i,0.058797-0.056263i,0.042106-0.047199i,0.036442-0.020562i,0.046504-0.010538i,0.043251-0.012205i,0.022196-0.0077084i,0.014652+0.0014568i,0.032779-0.00056513i,0.044222-0.015166i,0.025131-0.019291i,-0.0060131-0.0045704i,-0.026471+0.016994i
0.55765-0.77953i,0.65132-1.0902i,0.51705-1.052i,0.25852-0.61695i,0.16743-0.11191i,0.2016+0.14982i,0.16043+0.20569i,0.12359+0.18473i,0.1024+0.11088i,0.058874+0.048869i,0.027657+0.01564i,0.010856+0.0012345i,0.011044+0.0099232i,0.02053+0.013108i,0.018916+0.0089666i,0.019866+0.0095268i,0.028594-0.010322i,0.0091503-0.038331i,-0.030558-0.023622i,-0.034054+0.01292i,-0.004358+0.019635i,0.016096+0.0011016i,0.018342-0.020647i
0.67619+0.74165i,0.99911+1.093i,0.978+1.2051i,0.65883+0.8869i,0.32669+0.38576i,0.19086+0.028362i,0.18246-0.14668i,0.10376-0.16022i,-0.010666-0.069032i,-0.056985-0.0065606i,-0.078987-0.0077147i,-0.10001+0.011992i,-0.088212+0.048485i,-0.068016+0.04565i,-0.065879+0.023882i,-0.057021+0.018149i,-0.027121+0.021477i,0.0011587+0.016297i,0.0046311+0.0054314i,-0.0094082+0.0036308i,-0.015968+0.014057i,-0.0066543+0.021834i,0.0074748+0.0087735i
-0.79901+0.4159i,-1.0722+0.55864i,-1.0292+0.48741i,-0.61566+0.22913i,-0.19548-0.088723i,-0.047632-0.30548i,-0.086789-0.30207i,-0.096391-0.14472i,-0.022505-0.029355i,0.028078-0.011708i,0.023612-0.0053804i,0.003175-0.0086387i,-0.027622-0.031431i,-0.051123-0.034694i,-0.054377-0.027385i,-0.051445-0.027235i,-0.04552-0.026025i,-0.030033-0.018901i,-0.013886-0.016325i,-0.0066253-0.022415i,0.0023936-0.032174i,0.010728-0.03655i,0.016337-0.021754i
-0.37391-0.52308i,-0.4732-0.54988i,-0.38433-0.41913i,-0.17818-0.14135i,0.010056+0.17302i,0.15292+0.37871i,0.28288+0.35813i,0.27818+0.14456i,0.11529-0.018321i,0.0057901-0.032443i,-0.0012157-0.033403i,0.00071939-0.042533i,0.0077621-0.025255i,0.0093708-0.014014i,-0.010342-0.0055299i,-0.01598+0.0073945i,-0.0060061+0.0051263i,-0.0076114-0.0037762i,-0.010908-0.002895i,-0.0058751+0.0002649i,-0.0024096+0.0022831i,0.0018935+0.0060404i,0.0033796+0.0075068i
0.62429-0.4985i,0.59489-0.82896i,0.33331-0.82421i,0.15532-0.52371i,0.18576-0.34096i,0.15747-0.33161i,-0.020193-0.23789i,-0.10696-0.060386i,-0.060026+0.03967i,-0.01963+0.056251i,-0.027462+0.0592i,-0.032614+0.068296i,-0.0083879+0.059902i,0.002531+0.024i,-0.017114-0.00195i,-0.032057+0.0009617i,-0.025337+0.004265i,-0.0078657+0.00099308i,0.0079773+0.001257i,0.012282+0.0069235i,0.0074388+0.019807i,-0.00078856+0.027746i,-0.012645+0.021024i
0.19078+0.75946i,0.52313+1.0305i,0.74345+0.92035i,0.58644+0.51682i,0.20618+0.23941i,-0.03677+0.16054i,-0.036817+0.071399i,-0.0032169-0.018042i,-0.030063-0.029765i,-0.044128-0.00091783i,-0.028792-0.00082897i,-0.034918-0.012343i,-0.055128+0.016613i,-0.042715+0.059604i,-0.014766+0.073883i,-0.0061519+0.064614i,-0.0047677+0.05273i,0.0047957+0.037847i,0.0091645+0.016902i,-0.00058066+0.0011869i,-0.014791-0.0096834i,-0.026283-0.016685i,-0.027734-0.0086502i
-0.68256-0.027453i,-1.0115+0.008027i,-1.0614+0.035675i,-0.65386+0.06417i,-0.053339+0.0069881i,0.29235-0.14078i,0.26768-0.22456i,0.10027-0.19164i,-0.0090171-0.11716i,-0.037914-0.059143i,-0.039722-0.028598i,-0.046274-0.017079i,-0.045458-0.011101i,-0.028456-0.0071327i,-0.012329-0.0065803i,-0.013404-0.014943i,-0.028314-0.01886i,-0.029955+0.0073312i,-0.0014188+0.030893i,0.023157+0.015309i,0.02202-0.011001i,0.01388-0.025169i,0.0040679-0.026686i
0.28393-0.70115i,0.33937-0.91368i,0.33752-0.86381i,0.18286-0.59607i,-0.088946-0.27181i,-0.28554-0.0065867i,-0.27088+0.1526i,-0.11407+0.16133i,-0.00038202+0.083561i,0.027815+0.04161i,0.044094+0.037509i,0.059596+0.024098i,0.050231+0.0066494i,0.016486+0.0056316i,-0.012179+0.025283i,-0.0046959+0.045524i,0.01962+0.035148i,0.012803-0.0011741i,-0.020532-0.012889i,-0.02722+0.010737i,-0.00039209+0.029272i,0.026451+0.027001i,0.035504+0.015569i
0.42044+0.37162i,0.52448+0.39676i,0.51736+0.34653i,0.49382+0.23613i,0.50129+0.05182i,0.45358-0.1558i,0.2993-0.26718i,0.1307-0.2172i,0.0374-0.10789i,-0.004211-0.040594i,-0.039089-0.0067516i,-0.06394+0.020776i,-0.059193+0.041788i,-0.025724+0.039722i,-0.0011262+0.014774i,-0.0086268-0.00014728i,-0.017037+0.013497i,0.0060126+0.030745i,0.035081+0.022669i,0.026732+0.0020101i,-0.0095962-0.0024994i,-0.032946+0.0084041i,-0.028656+0.015239i
-0.27921+0.33011i,-0.20263+0.40598i,-0.074189+0.29729i,-0.039767+0.12832i,-0.084643+0.085221i,-0.090486+0.12496i,-0.0398+0.12758i,0.0048659+0.081867i,0.01117+0.045232i,0.013185+0.038285i,0.028559+0.023754i,0.03146-0.0047046i,0.021134-0.018852i,0.01397-0.016818i,0.017423-0.013358i,0.01932-0.015486i,0.0045374-0.016165i,-0.016351-0.0095169i,-0.027241-0.0022221i,-0.020012-0.0001502i,9.0327e-06-0.0069693i,0.011094-0.016081i,0.0051586-0.016267i
-0.27999-0.47782i,-0.45904-0.4678i,-0.438-0.25637i,-0.21177-0.079513i,-0.022546-0.087847i,0.018163-0.14998i,-0.0037138-0.13732i,-0.022068-0.086106i,-0.024889-0.058055i,-0.03156-0.046884i,-0.046863-0.026984i,-0.045697-0.0050437i,-0.03499+0.0026113i,-0.032133+0.0067625i,-0.030335+0.018549i,-0.02184+0.029949i,-0.0054656+0.02745i,0.010991+0.013941i,0.022552+0.004212i,0.029077+0.00037909i,0.029553-0.00056293i,0.026659-0.00068954i,0.022381-0.0063112i
0.64188-0.077248i,0.8486-0.24131i,0.81818-0.30422i,0.57589-0.20257i,0.30489-0.070172i,0.11231-0.00099858i,0.017497+0.028679i,0.031221+0.043799i,0.06958+0.040194i,0.071634+0.032647i,0.060155+0.021739i,0.045808+0.0063895i,0.033518-0.0039433i,0.024405-0.018037i,0.013593-0.030975i,0.0053254-0.034715i,0.00044715-0.028158i,-0.00083807-0.012963i,-0.0058979+0.0015738i,-0.020687+0.017118i,-0.029603+0.03302i,-0.025379+0.035548i,-0.01662+0.026026i
-0.1561+0.6721i,-0.095901+0.94613i,-0.034276+0.92509i,0.010361+0.59029i,0.053132+0.19558i,0.085499-0.035523i,0.098268-0.10691i,0.045942-0.087072i,-0.01588-0.023738i,-0.025583+0.013391i,-0.015703+0.01065i,-0.010214+0.0053456i,-0.012489+0.0024874i,-0.016249+0.0018949i,-0.010668+0.0050635i,-0.0011235+0.0084151i,0.00373+0.013194i,0.0037916+0.011144i,0.001488-0.00032391i,-0.00068096-0.01496i,-0.0029775-0.026602i,-0.0054129-0.02753i,-0.0054953-0.019299i
-0.50634-0.40225i,-0.72556-0.46995i,-0.69722-0.40244i,-0.42711-0.23107i,-0.14746-0.049696i,-0.025+0.06859i,0.00082517+0.11857i,0.022841+0.082034i,0.022612+0.016209i,0.007125-0.013646i,-0.008273-0.022703i,-0.020239-0.026117i,-0.01157-0.032511i,-0.0030112-0.039598i,-0.0082693-0.029871i,-0.0091215-0.015157i,-0.0067872-0.0092765i,-0.00048851-0.00017139i,0.014047+0.011335i,0.023518+0.014799i,0.019881+0.014078i,0.0076238+0.012811i,-0.00444+0.010578i
0.44675-0.30911i,0.54866-0.36902i,0.52276-0.30657i,0.34865-0.21518i,0.11087-0.17396i,-0.067302-0.16407i,-0.12726-0.11957i,-0.086349-0.043181i,-0.02742+0.0077199i,0.00755+0.023772i,0.033106+0.023316i,0.045767+0.024494i,0.042879+0.033258i,0.033042+0.031241i,0.015664+0.01907i,-0.00084988+0.019246i,-0.0018913+0.022978i,-0.0033611+0.0089068i,-0.02316-0.0072052i,-0.037531-0.003522i,-0.028137+0.006134i,-0.011908+0.0058059i,-0.0053098-0.00011973i
0.18837+0.48009i,0.24854+0.5138i,0.18929+0.41131i,0.11959+0.27797i,0.14435+0.17059i,0.20993+0.068643i,0.18526-0.021058i,0.086259-0.036504i,0.024294-0.0041786i,0.012225+0.0063356i,-0.0024477-0.0047965i,-0.02337-0.012932i,-0.028239-0.019586i,-0.022742-0.023777i,-0.016784-0.025564i,-0.01262-0.032527i,-0.013226-0.031344i,-0.0047585-0.014546i,0.016477-0.0039177i,0.024882-0.0092357i,0.011061-0.017196i,-0.0040902-0.017635i,-0.0065454-0.011233i
-0.50584-0.0016079i,-0.62956+0.10575i,-0.53949+0.15386i,-0.34217+0.073406i,-0.24238-0.0079616i,-0.23406+0.029046i,-0.16372+0.10874i,-0.064215+0.097751i,-0.039642+0.042251i,-0.043591+0.028518i,-0.027973+0.027266i,-0.01328+0.022009i,-0.0012136+0.020796i,0.0051486+0.016694i,0.0034911+0.019982i,0.0071064+0.028103i,0.010492+0.024454i,0.00708+0.013224i,-0.00011124+0.003496i,-0.0082848+0.0014246i,-0.0073149+0.0080141i,0.0028783+0.01328i,0.006932+0.011276i
0.14594-0.52869i,0.05653-0.73516i,-0.041604-0.69343i,-0.031081-0.44598i,0.061419-0.24803i,0.11897-0.18731i,0.080958-0.17686i,0.021715-0.1389i,0.017918-0.087389i,0.035426-0.06973i,0.025069-0.069348i,-0.00024568-0.050543i,-0.0093843-0.016244i,-0.0008385+0.0060033i,0.0015964+0.0040003i,-0.0077782+3.4708e-05i,-0.0077945+0.0027381i,0.0023182+0.0047164i,0.012028+0.0074872i,0.019727+0.006646i,0.017272+0.002623i,0.0077625+0.0025988i,0.0033503+0.002959i
0.48443+0.40129i,0.75558+0.41313i,0.75171+0.25727i,0.42472+0.098601i,0.065293+0.072486i,-0.095606+0.099381i,-0.10489+0.083111i,-0.067025+0.066115i,-0.040487+0.069928i,-0.028241+0.073119i,-0.0062892+0.058555i,0.014293+0.029224i,0.013745+0.007092i,-0.0023012+0.0034408i,-0.0075134+0.013567i,0.0037355+0.013739i,0.0077546+0.00049492i,0.0021441-0.0054354i,-0.0033126-0.0033042i,-0.012625-0.0011302i,-0.023024+0.0007137i,-0.028064+0.0063723i,-0.025422+0.01617i
-0.56448+0.16468i,-0.7571+0.33027i,-0.70695+0.398i,-0.40972+0.2787i,-0.08642+0.074084i,0.069116-0.045573i,0.092461-0.047303i,0.053074-0.032441i,0.0015222-0.034693i,-0.016635-0.030601i,-0.018653-0.016347i,-0.025686+0.0090443i,-0.025866+0.027884i,-0.018929+0.027417i,-0.016943+0.02159i,-0.020065+0.026141i,-0.014782+0.033688i,-0.0052132+0.029372i,-0.00061061+0.0175i,0.0048398+0.003132i,0.0096679-0.012059i,0.0082336-0.023022i,0.0023876-0.028125i
0.072014-0.53583i,0.051155-0.75073i,0.041156-0.7364i,0.015206-0.49692i,-0.063006-0.21624i,-0.13049-0.028502i,-0.11349+0.023444i,-0.040407-0.0083218i,0.0065831-0.031983i,0.016668-0.031136i,0.013886-0.037259i,0.0096817-0.044347i,0.0095994-0.037753i,0.0055592-0.028874i,-0.0032303-0.026299i,-0.0086365-0.02932i,-0.0082718-0.031537i,-0.0053885-0.024944i,-0.0015285-0.010644i,0.0025176+0.0027002i,0.0028099+0.0077839i,0.00141+0.0064406i,0.00273+0.0049365i
0.44474+0.31702i,0.6364+0.36895i,0.62865+0.27119i,0.40467+0.092843i,0.16772-0.033786i,0.065149-0.099238i,0.017251-0.11118i,-0.024059-0.05207i,-0.023753-0.0012117i,-0.012291+0.0067064i,-0.00048387+0.021729i,0.016123+0.038546i,0.014212+0.041072i,0.0062622+0.037611i,0.0085262+0.031606i,0.01471+0.025707i,0.02008+0.019129i,0.018187+0.0073683i,0.0053557-0.0073702i,-0.0058386-0.011861i,-0.0041016-0.0056i,0.0019427+0.00075262i,1.9471e-05+0.0060251i
-0.35841+0.1765i,-0.43936+0.2637i,-0.42612+0.3059i,-0.30757+0.28719i,-0.13559+0.21545i,-0.028142+0.15618i,0.020741+0.10897i,0.031221+0.051299i,0.012261+0.025683i,0.0029507+0.026254i,-0.012535+0.012938i,-0.038451+0.003581i,-0.040946+0.010082i,-0.023047+0.018592i,-0.0072381+0.019567i,-0.0039974+0.013031i,-0.0058427+0.010181i,-0.00028102+0.014503i,0.011055+0.018983i,0.017305+0.013293i,0.012616-0.0010487i,0.0045678-0.013504i,-0.0013083-0.020444i
-0.10472-0.37055i,-0.19513-0.38234i,-0.15732-0.27427i,-0.03289-0.1934i,-0.0097452-0.18325i,-0.079675-0.14743i,-0.097059-0.058315i,-0.04132-0.0099454i,-0.0067837-0.026606i,-0.014744-0.035352i,-0.001324-0.023092i,0.029873-0.025041i,0.029229-0.031591i,0.0011974-0.025107i,-0.020081-0.012005i,-0.020201-0.0025311i,-0.012196-0.0043117i,-0.0099528-0.009998i,-0.010294-0.011167i,-0.009185-0.0070673i,-0.00603+0.0018345i,-0.0023598+0.011549i,2.3294e-05+0.017586i
0.41819+0.064543i,0.52839-0.055002i,0.44245-0.16203i,0.23995-0.12444i,0.10849-0.0054015i,0.093602+0.040518i,0.081398-0.0062914i,0.033833-0.023717i,0.020009+0.011794i,0.032226+0.020108i,0.021883+0.016077i,0.0058307+0.027069i,-0.0023412+0.028423i,-0.0050384+0.01861i,-0.0017802+0.0066003i,-0.0010972-0.00037123i,0.00043937-0.00069799i,0.0024823-0.0022692i,-0.0011129-0.0015731i,-0.0013291+0.0057025i,0.0036623+0.0079031i,0.0044464+0.00034211i,-0.00060142-0.0088099i
-0.18018+0.3693i,-0.12054+0.55313i,-0.079057+0.56522i,-0.10607+0.37939i,-0.11884+0.13496i,-0.11375-0.0042886i,-0.097345-0.015784i,-0.072689+0.0087266i,-0.070732+0.013341i,-0.070934+0.018837i,-0.050871+0.016965i,-0.031983-0.0002308i,-0.016013-0.012251i,-0.0012955-0.019062i,0.0075275-0.022623i,0.010049-0.022833i,0.0081789-0.020374i,0.0076478-0.011835i,0.008649-0.0051061i,0.0019985-0.007197i,-0.0097278-0.008866i,-0.013048-0.0080819i,-0.0090905-0.010109i
-0.32109-0.39085i,-0.60659-0.39825i,-0.63487-0.22093i,-0.3274-0.041751i,-0.022646+0.015565i,0.071104+0.024795i,0.059105+0.043853i,0.057227+0.024886i,0.067332-0.0253i,0.054264-0.051351i,0.036182-0.034027i,0.037089-0.010775i,0.036415-0.0023942i,0.024482+0.0052741i,0.0098936+0.013281i,0.0016034+0.020018i,0.0018197+0.020987i,0.00033717+0.010861i,-0.0036484-0.00082337i,0.0027918-0.0048693i,0.017522-0.0042085i,0.024938-0.00067235i,0.022236+0.0054888i
0.54132-0.023873i,0.75528-0.2628i,0.65505-0.45381i,0.3095-0.38892i,0.032565-0.19499i,-0.067868-0.082944i,-0.071135-0.054979i,-0.047496-0.014948i,-0.023643+0.046179i,0.0019013+0.067186i,0.0025088+0.039024i,-0.017648+0.014575i,-0.027086+0.010248i,-0.025973+0.0085279i,-0.01936+0.0029608i,-0.011168-0.0075635i,-0.0056305-0.014478i,-0.0012868-0.011952i,0.0018719-0.0026655i,-0.00093516+0.0084945i,-0.0095872+0.013003i,-0.01599+0.0079629i,-0.014606-0.0026875i
-0.26101+0.4624i,-0.2306+0.73925i,-0.1266+0.73839i,-0.053309+0.4499i,0.008008+0.16761i,0.076976+0.041019i,0.085425-0.0052196i,0.03245-0.030439i,-0.01684-0.045063i,-0.039837-0.035586i,-0.024488-0.011801i,0.0052088-0.010334i,0.015623-0.020977i,0.014508-0.02333i,0.011406-0.019828i,0.010576-0.0093389i,0.010434-0.00076086i,0.0075296-0.00057595i,0.0058918-0.0047238i,0.0050048-0.0093891i,0.0045887-0.010047i,0.005674-0.006704i,0.0042073-0.0032558i
-0.25365-0.53798i,-0.54412-0.6637i,-0.65676-0.49161i,-0.45263-0.18313i,-0.19249-0.0065502i,-0.10971+0.024298i,-0.089566+0.040373i,-0.020015+0.04585i,0.034968+0.022282i,0.038213-0.00368i,0.013326-0.009495i,-0.0039957+0.0070126i,-0.0021423+0.017286i,-0.0025474+0.014258i,-0.011578+0.013889i,-0.017902+0.017975i,-0.014665+0.018263i,-0.0092436+0.013016i,-0.0084974+0.011442i,-0.0034231+0.013525i,0.0071692+0.011028i,0.014101+0.0076003i,0.014391+0.0045897i
0.5526+0.11795i,0.83885-0.03949i,0.82224-0.27609i,0.51783-0.33512i,0.23617-0.20682i,0.12866-0.080917i,0.079118-0.03085i,0.018852-0.0078491i,-0.019644+0.022655i,-0.01873+0.039072i,-0.0081347+0.01779i,-0.012413-0.010102i,-0.010484-0.019788i,0.0018028-0.027063i,0.0088355-0.034159i,0.0082831-0.037071i,0.0024656-0.034391i,-0.00033349-0.02494i,0.0014089-0.017771i,-0.0034768-0.013672i,-0.015101-0.0098883i,-0.022751-0.0078288i,-0.019757-0.0056139i
-0.3891+0.33213i,-0.42375+0.5696i,-0.26286+0.58739i,-0.1187+0.35019i,-0.098499+0.1431i,-0.07779+0.070047i,-0.015343+0.022253i,0.025458-0.016029i,0.025836-0.035368i,0.0094583-0.038115i,0.009928-0.020731i,0.024841-0.0072951i,0.028169-0.0028325i,0.02509+0.0062812i,0.023374+0.015497i,0.020972+0.02153i,0.020345+0.021413i,0.015445+0.010382i,0.0063062+0.00024984i,0.0055469-0.00073271i,0.014762+0.00091031i,0.024273+6.5096e-05i,0.025319-0.0035275i
-0.017965-0.51372i,-0.19306-0.65875i,-0.3444-0.49558i,-0.26757-0.19722i,-0.060984-0.062134i,0.02857-0.067962i,0.00053139-0.043496i,-0.02346-0.0048209i,-0.013645+0.0033373i,0.0024272-0.002792i,-0.0048535-0.011036i,-0.024074-0.0058295i,-0.022918+0.0027393i,-0.015819+0.00086654i,-0.020042+0.0017721i,-0.025205+0.0088672i,-0.021312+0.014844i,-0.0087122+0.017929i,0.0015313+0.017759i,0.0037789+0.015063i,0.00015248+0.011428i,-0.0059816+0.0091241i,-0.0075324+0.0069702i
0.37483+0.25213i,0.60262+0.19973i,0.65052-0.015131i,0.43885-0.12824i,0.14681-0.017978i,0.0027106+0.11888i,-0.010385+0.13524i,0.0078215+0.089552i,0.0074796+0.057808i,-0.0025976+0.048155i,5.3788e-05+0.030771i,0.0039756+0.0077893i,0.0068417+0.0014453i,0.015213+0.0004521i,0.018952-0.0051818i,0.012812-0.014116i,0.0024326-0.019946i,-0.0029928-0.020494i,-0.0013118-0.01895i,0.00035788-0.013139i,0.00024471-0.0056846i,-0.00068441-0.0015162i,-0.0017272+0.0007076i
-0.34865+0.1213i,-0.3721+0.28504i,-0.19211+0.36566i,-0.021707+0.20169i,0.00098669-0.061135i,-0.015657-0.1906i,4.996e-05-0.17459i,0.0014697-0.10391i,-0.0096116-0.052509i,-0.014339-0.035381i,-0.011445-0.02194i,-0.0055313-0.010627i,-0.0086914-0.0081966i,-0.014154-0.0022276i,-0.012302+0.0063784i,-0.0055431+0.015009i,0.0025037+0.019989i,0.005324+0.017104i,-0.00022456+0.012655i,-0.0069422+0.010049i,-0.0040241+0.0062238i,0.0077729+0.0010463i,0.015522-0.0049329i
0.12605-0.29744i,0.003015-0.36635i,-0.20782-0.22257i,-0.2367+0.022995i,-0.073806+0.17103i,0.040041+0.18631i,0.035633+0.136i,0.0088085+0.061372i,0.0061482+0.0069184i,0.012746-0.01454i,0.005692-0.024053i,-0.0076373-0.023399i,-0.0037361-0.015831i,0.0052862-0.01291i,0.0010731-0.012775i,-0.012158-0.0096252i,-0.020765-0.0024557i,-0.014631+0.0063742i,-0.00079592+0.0084107i,0.0076581+0.0019298i,0.005076-0.0016492i,-0.0032804+0.0013195i,-0.0083862+0.0045398i
0.14223+0.24725i,0.27009+0.21252i,0.3409+0.020677i,0.22842-0.12892i,-0.0040194-0.1463i,-0.15607-0.10969i,-0.16448-0.049704i,-0.10133+0.014435i,-0.052806+0.039558i,-0.032642+0.035005i,-0.014665+0.019639i,-0.002849+0.0071226i,-0.0031946+0.0080719i,-0.0019863+0.010022i,0.0051457+0.0031913i,0.010757-0.008682i,0.0094779-0.018507i,0.0035836-0.023737i,-0.0018686-0.022915i,-0.0033527-0.011688i,0.00094959+0.0014228i,0.0056002+0.007112i,0.0079354+0.0082638i
-0.20826-0.014114i,-0.21147+0.1115i,-0.074614+0.26584i,0.088099+0.23641i,0.18145+0.062226i,0.20803-0.044263i,0.16894-0.076869i,0.083019-0.08394i,0.02346-0.066721i,0.0036721-0.04513i,-5.0685e-05-0.020982i,0.0046495-0.0094549i,0.0029827-0.01474i,-0.0018718-0.0106i,-0.0018522+0.0024474i,0.0010141+0.014179i,0.0058645+0.020757i,0.0096109+0.022492i,0.0094143+0.020041i,0.0062547+0.011137i,0.0036928-0.00010894i,0.004412-0.0070348i,0.0049306-0.010031i
0.10247-0.12445i,-0.04388-0.15418i,-0.30804-0.10386i,-0.41052+0.012553i,-0.31528+0.10153i,-0.21162+0.1012i,-0.13143+0.070892i,-0.050089+0.041444i,-0.0022679+0.014748i,0.011435-9.5324e-05i,0.0052497-0.0081144i,-0.0016736-0.003039i,0.0028065+0.0078388i,0.0030778+0.0099222i,-0.0036198+0.0039191i,-0.012538-0.0031258i,-0.020052-0.0050417i,-0.015957-0.0033461i,-0.0030776-0.00061877i,0.0067305+0.0030462i,0.0059607+0.0063078i,-0.0018145+0.010369i,-0.0054156+0.014139i
0.0091408+0.12718i,0.092224+0.057196i,0.19117-0.099597i,0.19495-0.17838i,0.13678-0.17451i,0.081825-0.16417i,0.0074315-0.13304i,-0.043785-0.0745i,-0.043896-0.032084i,-0.029671-0.015495i,-0.015725-0.011423i,-0.010218-0.015452i,-0.013388-0.017169i,-0.0091335-0.015036i,0.00089223-0.015413i,0.0083126-0.017561i,0.010804-0.017123i,0.0053052-0.014824i,-0.0058218-0.012532i,-0.014401-0.0068448i,-0.013711-0.0018139i,-0.0081477-0.0044297i,-0.0042202-0.0064848i
-0.086076-0.047494i,-0.076893+0.058182i,-0.013091+0.21133i,0.042263+0.22933i,0.044247+0.14808i,0.042604+0.093601i,0.073398+0.043428i,0.074753+0.0016927i,0.045266-0.0048724i,0.019463-0.0021345i,0.0016506+0.0038268i,0.0054804+0.010432i,0.014497+0.0044632i,0.0089498+0.0013271i,0.00096024+0.0080175i,-0.0024781+0.015379i,-0.0011873+0.019877i,0.0024435+0.019421i,0.0062594+0.016789i,0.011261+0.010329i,0.014227+0.0020171i,0.014693-0.00038174i,0.012506-0.0016137i
0.053158-0.040458i,-0.086419-0.097026i,-0.30388-0.14393i,-0.34711-0.11764i,-0.18049-0.086034i,-0.04221-0.10373i,-0.014416-0.084525i,-0.006585-0.041674i,0.0030322-0.029502i,0.0081123-0.032025i,0.0084479-0.030923i,0.00092197-0.020109i,-0.003369-0.008001i,-0.0045961-0.007511i,-0.0045356-0.011017i,-0.003593-0.013458i,-0.0050413-0.015622i,-0.0051217-0.015507i,-0.0015142-0.011961i,0.0027834-0.0066592i,0.0044186-0.001368i,0.0010491+0.0040232i,-0.0022098+0.01003i
