-0.0021282-0.0013467i,-0.00085447-0.0028101i,-0.0024617-0.0023389i,-0.0032843-0.0010801i,-0.00082706+0.00083418i,0.0016249+0.0027532i,0.0016253+0.002283i,0.00037294+0.0009666i,-0.00020152-4.8045e-05i,0.0004938-0.00053515i,0.00066257-0.00046028i,8.9372e-05-0.0010299i,0.00064312-0.0008852i,0.0010303-0.00065595i,0.0010008-0.00058917i,0.00071221-0.00069309i,0.00026503+1.4415e-05i,0.00023524+0.00062236i,3.1462e-05-0.00030628i,-0.00053369-0.0015861i,-0.00013699-0.0013208i,0.00035911-0.00067788i,0.00043782-0.00013198i
-0.0005047-0.00053458i,-0.0011123-0.00022731i,-0.0013171-0.00042077i,-0.0010485+0.00010339i,-0.00018065+0.0010526i,0.001133+0.0013354i,0.002097+0.00075192i,0.002004+0.00022413i,0.0016639+0.00040516i,0.00051623+0.0012863i,-0.00041669+0.0011827i,-0.00086496+0.00042083i,-0.00035023+0.00042707i,0.00010507+0.00013329i,4.727e-06+7.6356e-05i,0.00053093+0.00053479i,0.00033023+2.4098e-05i,-4.2592e-05-0.00052258i,2.9401e-06-0.00032968i,1.6223e-05-9.5989e-05i,0.00027686+0.00032682i,2.668e-05+0.000106i,0.00019994-0.00055686i
0.00048611+0.00084974i,0.00034367-0.0006011i,-0.00088314-0.00026766i,-0.0015259+0.00018198i,-0.0009759+0.0001796i,0.00016961-0.00089673i,0.00083318-0.0018239i,0.00023077-0.001318i,-0.00054758-8.2747e-05i,-0.0010208+0.00063672i,-0.00065182-6.9565e-05i,-0.00010496+0.00012312i,-0.00031201+0.0001072i,-0.001015-0.00078408i,-0.000876-0.0011839i,-0.00052133-0.0010138i,-0.00031213-0.0007678i,0.00050632-0.00049595i,0.00029045-2.6901e-05i,-0.00067114+0.00031483i,-0.00063394+0.00041226i,-0.00024492+0.00060628i,4.1053e-05+0.00045657i
0.00074117+0.0024483i,0.0015517+0.0035394i,0.001357+0.002809i,0.00045892+0.00060718i,0.00053638-5.4962e-05i,0.00091773+0.00025457i,0.00047661+0.00024205i,0.000104+0.00064574i,-0.00035122+0.000901i,-0.00062564+0.00043581i,-0.0010778+0.00019155i,-0.00060674-0.00026503i,0.00042447-0.0010498i,0.0002428-0.0013626i,-0.00013799-0.00094639i,-0.00014554-0.00095411i,-2.8123e-05-0.0013514i,-0.00044118-0.000945i,-0.00019127-0.00053446i,0.00021949+5.5537e-05i,-6.2976e-05+0.00033802i,-0.00024408-0.00029095i,-0.0003343-0.00011617i
0.00036161+0.00026904i,-0.0006789-0.00093638i,-0.0022027-0.0021092i,-0.0025344-0.0018982i,-0.0011418-0.0013002i,-0.0006249-0.00030336i,3.4463e-05+0.00054797i,0.00010018+0.0011858i,-0.0007287+0.0012213i,-0.00044155+0.00074176i,0.00054064-0.00022978i,0.00084684-0.00011518i,0.00012882+0.0010903i,-0.00073141+0.00086907i,-0.00040425-0.00024151i,-0.00046761-0.00072861i,-0.001577-0.00068417i,-0.0011583-0.00036208i,-0.00021549+0.00072183i,-0.00031748+0.00068452i,-0.00035123-0.00016314i,-0.00035839-0.00036378i,-0.00044384-0.00042496i
0.0039442-0.00069561i,0.0035156-0.0014522i,0.0014931-0.0028404i,-0.00052832-0.0019427i,-0.0010373+5.7549e-05i,0.00028818+0.0010522i,0.0012421+0.0012879i,0.0012185+0.00060496i,0.00028683+0.00036481i,-0.00047822+0.00053808i,-0.00020788+0.0005277i,-2.5963e-05-3.7742e-05i,9.0472e-05-0.00044555i,3.02e-05-6.2072e-05i,0.00027622-0.00025035i,0.000912-0.00034973i,0.0012748+0.00024029i,0.00047614+0.00054771i,-0.00026989+0.00015066i,-0.00018682+0.00051421i,-4.2823e-05+0.0010205i,0.0012736+0.00086049i,0.0020639-6.4264e-05i
-0.0018785+0.0051108i,0.00054318+0.0048135i,0.0011802+0.004899i,0.0013329+0.0032984i,0.0022894+0.00083602i,0.0030132-0.0012001i,0.0021082-0.0016652i,0.00053734-0.00085842i,0.00011072-0.00052194i,0.0010004+7.7686e-06i,0.0014128+8.8449e-05i,0.00098124-0.00038674i,0.00065384-0.0012172i,-0.0001302-0.0023624i,-0.00061133-0.0021943i,-0.00037141-0.0013881i,-0.00059687-3.6565e-05i,-0.0010145+0.00062008i,-0.0014321+0.00025358i,-0.00066858+0.00055509i,-3.4031e-05+0.0012664i,-0.00036221+0.00091312i,-7.039e-05+0.00021941i
-0.0012139-0.00079041i,-0.0015457-0.00064147i,-0.0017751-0.0011918i,-0.0027765-0.00043594i,-0.002267+0.00012579i,-0.00011636+0.00046205i,0.00088877+0.00032991i,0.0010198+0.00058915i,0.00090703+0.0013441i,0.00046036+0.0018442i,1.6485e-05+0.0016805i,0.00030345+0.001282i,0.00034748+0.0004895i,0.00047818+8.245e-05i,0.00043773+0.00039162i,0.00029622+0.00058724i,0.00034253+0.00031361i,0.00027592+0.00012859i,5.0922e-05+0.00015423i,0.00074751-4.0193e-05i,0.000942-2.8765e-05i,0.0010269+0.00021178i,0.00089608+0.00026988i
-0.00081653-0.002228i,-0.0015664-0.0025439i,-0.0010294-0.0015434i,0.00020153-3.9092e-05i,0.00042138+0.00095028i,0.0007776+0.00057145i,0.0020715+0.00091311i,0.0020334+0.0013223i,0.00050832+0.00020808i,-0.00082993-0.00047317i,-0.0014235-6.2863e-05i,-0.0010155+0.00017369i,-0.00085573+0.00033198i,-0.00054922+7.9459e-05i,-0.0004104-0.00048104i,-0.0013158-0.00046041i,-0.00088658-0.00038306i,-0.00034911-0.00042443i,-0.00030839-0.00015148i,-0.00032363+7.0462e-05i,0.0001705+0.00036668i,0.00085947-2.7076e-06i,0.00053558-0.00015097i
0.0031808-0.0012149i,0.0041629-0.0019602i,0.0026782-0.0017031i,1.2664e-05-0.0016671i,0.00031567-0.00016898i,0.0018517+0.0013881i,0.0020097+0.0014745i,0.001537+0.00068i,0.00043555+0.00070237i,-0.00041798+0.00033882i,-0.00085569-0.00068134i,-0.0006419-0.00042261i,2.2128e-05+0.00048526i,0.00034096+0.0004308i,6.4146e-05-0.00064308i,-0.00088673-0.00085103i,-0.0013992-0.00051689i,-0.0012215-0.00044659i,-0.00070476-0.00029616i,-0.00068494+0.00063324i,-0.000577+0.0010081i,0.00038372+0.00054296i,0.00078028+0.00052203i
0.0013723+0.0041514i,0.0022399+0.0042001i,0.0013572+0.0028996i,-0.00033656+0.0013617i,-0.00086019+0.0006054i,-0.00038045+6.999e-05i,0.00053998+0.00040067i,0.001293+0.00021086i,0.0010995-0.00026625i,4.5155e-05+0.00026482i,-0.0004007+0.00019097i,-0.0003971-0.00011799i,-0.00011663+0.00064947i,0.00017109+0.0006795i,6.4386e-05-6.9573e-05i,-0.00015381-0.00069029i,3.6133e-05-0.00020682i,0.00035046+0.00072764i,-0.0002603+0.00060976i,-0.00013748+0.00036944i,7.7328e-05+8.2852e-05i,-0.00035452-0.00017934i,0.00035536-5.3281e-05i
-0.0015602+0.0017758i,-0.0023814+0.0023326i,-0.0028282+0.0015773i,-0.0034968+0.0010081i,-0.0029545+0.001228i,-0.00056396+0.0016041i,0.001004+0.0011112i,0.00076217+0.0001873i,-1.8008e-05+0.00057178i,-0.00023692+0.00084847i,-0.00041285+0.00021794i,-0.00050261-0.00046935i,-0.00042112-0.00088138i,7.8646e-06+3.5665e-05i,0.00011858+0.00089541i,-0.00039537+0.00075061i,-0.00041098+0.00074669i,0.00027696+0.00091142i,0.00054975+0.00084225i,-7.1675e-05+0.0003862i,-0.00017492+0.00038181i,0.00053374+0.00074928i,0.00022791+0.00039387i
-0.0037595-0.0030453i,-0.0047515-0.0028133i,-0.004731-0.00081092i,-0.0032693+0.00028547i,-0.0012731+0.00072362i,0.00017238+0.00080558i,0.00074265+0.00062222i,0.0006601+0.00035985i,2.1029e-05+0.00014332i,0.0003661+0.00012477i,0.0012166+0.00022637i,0.0012483+0.0001292i,0.0011237-6.7187e-05i,0.0010034-0.00023453i,0.00080759-0.0001998i,8.1135e-05+3.4281e-05i,-0.00035704+0.00031089i,0.00019231+0.00053221i,0.00029128+0.00090679i,-8.3256e-05+0.0002989i,0.00017532-0.00011534i,0.00043989-0.00029132i,0.00058925-0.00021363i
0.0027494-0.0030645i,0.0041917-0.0029207i,0.0027072-0.0021438i,0.00091082-0.0017759i,0.00046818-0.0013521i,0.00071648-7.3175e-05i,0.0011225+9.0221e-05i,0.0016903+0.00019149i,0.0018351+0.00087602i,0.00074855+0.00092633i,0.00021569+0.0010097i,8.6753e-05+0.00078427i,-0.00043041-0.00016463i,-0.00015981-0.00061449i,0.00091218-0.000271i,0.00011131-0.00034529i,-0.00070951-0.00061387i,-0.00067994-0.00032141i,-0.00045832-0.00042415i,-0.00039159-0.00021395i,-0.00047741-3.6977e-05i,-5.3726e-05+0.00012347i,0.00051978+0.00047464i
0.0014512+0.0031805i,0.0021442+0.0037179i,0.00059673+0.0040364i,-0.00063264+0.0029753i,-0.00042604+0.00095934i,-0.00035897-0.00057293i,-0.00048911-0.00061788i,-0.00042292-8.3689e-05i,0.00029024+0.00029442i,0.0010954+0.00051554i,0.00047043+0.00010035i,-0.00050367-0.00041484i,-0.00041386-0.00031506i,-0.0003479-0.00092206i,-0.00058174-0.0016545i,9.4586e-05-0.0010846i,0.0001509-0.00010148i,-0.00033556+0.00061666i,-0.00058945+0.00036327i,-0.00059744-0.00010735i,0.00012895+0.00016907i,0.00053242+0.00034979i,-3.9907e-05-0.00021551i
-0.0001177+0.0019048i,0.00011854+0.0011394i,9.5667e-05+0.0003358i,3.8779e-06+0.00013688i,3.0528e-05-0.00037845i,4.4448e-05-0.00012449i,0.00069429-4.3554e-06i,0.00078882+3.8857e-05i,-0.00010751+0.00070588i,-0.00044028+0.00070202i,-0.00057586+0.00050782i,-0.00010545+0.00057965i,-4.7921e-05+0.00036372i,-0.0010222-9.5346e-05i,-0.00087712-0.00032659i,-0.00027133+0.00019957i,0.00024167-0.00021897i,0.000695-0.00042434i,0.00064813+0.00064844i,0.00058432+0.0010366i,-0.0002418+0.0009505i,-0.00054577+0.00053161i,0.00018388-0.0010067i
0.00087246+0.00098855i,0.0022949+0.00097544i,0.0023201-0.0010883i,0.00051523-0.0030306i,-0.00033556-0.0022518i,-0.00030048-0.00015517i,-0.00034107+0.00056339i,0.0002034+0.00027817i,0.00021387+0.00027002i,-0.00038342+0.0010549i,-0.00078746+0.0010578i,-0.00048746-6.6283e-05i,0.00015911-0.00023057i,0.00013059-8.2871e-05i,0.00043635+4.094e-05i,0.00018472+0.00017777i,-0.0003579-9.6906e-05i,-0.00048484-9.4515e-05i,-0.00029721+7.5127e-05i,-0.00019986+0.00078333i,-0.00025549+0.00052118i,0.00060186-0.0005463i,0.00028811-0.00039558i
-0.0014781+0.0024429i,-0.0020459+0.0036239i,-0.0017266+0.0048505i,-2.9304e-05+0.0041327i,0.0013337+0.0016816i,0.0017187-0.0010951i,0.0016085-0.0019828i,0.00069524-0.00089499i,0.00099662+0.00039282i,0.00080044+0.0011368i,-0.00013327+0.00087463i,-0.00025219+0.00043567i,0.00028255+0.00050283i,0.00026889-7.9427e-05i,-0.00061149-0.0012457i,-0.00083688-0.00098837i,-0.00070658-0.00025783i,-0.0005896-0.00016439i,7.5182e-05+1.2683e-05i,0.00068221+0.00077345i,0.00020768+0.0011503i,-0.00012422+0.00035957i,-7.4076e-05-0.00087923i
-0.00053742-0.0032336i,-0.0021036-0.0038325i,-0.002633-0.0032327i,-0.0027243-0.00042963i,-0.0017804+0.0010455i,0.00097304+0.00066687i,0.002807+0.00062504i,0.0027459+0.00040032i,0.0015211+9.5665e-05i,0.00013507+0.00017484i,-0.00089419-7.7587e-05i,-0.00025194-0.00068226i,0.00018989-0.00063698i,0.00052279+0.00028869i,0.00026807+0.00060067i,-0.00063084+0.00026774i,-0.001113+0.00018803i,-0.00097866-2.2769e-05i,0.00014997+0.00015996i,-0.00030656+0.0004259i,-0.0011476+0.00040207i,-0.00058776+0.00043542i,-0.00023168+0.00038717i
-0.0026796+0.00049449i,-0.0030724+0.00027288i,-0.0041616+0.00090201i,-0.0043688+0.0019238i,-0.0014268+0.0014502i,0.0014361-5.1669e-05i,0.0016875-0.0011937i,0.00078895-0.001244i,-0.00013642+0.00012283i,-0.0001944+0.0015286i,0.00042742+0.00094307i,0.0010423-0.00042576i,0.0014906-0.00097306i,0.0015531-0.0010296i,0.0012978-0.00092285i,0.00066505-0.00048428i,-0.00017787-0.00069581i,-0.0001185-0.00078929i,-0.0004894-0.00040278i,-0.00027001+0.00015156i,0.00056323+0.0012312i,0.00048571+0.0014927i,0.00095275+0.00070896i
0.0019329-0.0001898i,0.0015303-0.00081567i,0.00045836-0.0019498i,-0.0006179-0.0016169i,-0.00061046-2.2328e-05i,0.00016215+0.00093866i,0.00091362+0.00086061i,0.0012964+0.00074062i,0.00075891+0.00075781i,0.00044623-0.00015498i,0.0011403-0.00049059i,0.001054-0.00053475i,0.00019527+0.00045301i,-0.00031403+0.0007296i,5.4278e-05-0.00028533i,0.00050409-0.00038209i,0.00024595+0.00030541i,-4.0943e-05+0.00033557i,8.7721e-06+3.164e-05i,8.4045e-06-0.00039719i,-0.0011022-0.00045656i,-0.0018843-8.6101e-05i,-0.00044698-0.00066123i
-0.0010849+0.00032798i,-0.0013763+0.00084098i,-0.0014466+0.00097524i,-0.00082548+0.00047697i,0.00057169-0.00037614i,0.0015176-0.00071i,0.0015712-0.00032571i,0.00082191+0.0013125i,8.9807e-06+0.0017563i,0.00048915+0.00028233i,0.00060654-0.00059038i,-0.00022608-0.0004396i,-0.00083233+0.00030154i,-0.0012336+0.00067232i,-0.0013244-0.00024396i,-0.00076271-0.00083819i,-0.00051464-0.00036282i,-0.00045802-5.1193e-05i,5.5011e-05+0.00035811i,7.9735e-05+0.00092856i,-0.00026028+0.00090329i,0.00037357+0.0001779i,0.00098679+1.189e-05i
0.00035605+0.00049848i,0.00073028+0.0015299i,0.00029672+0.0015443i,-4.9538e-05+0.001688i,3.0979e-05+0.001506i,0.00087494+0.00070893i,0.00084123+0.00066951i,0.00084931+0.0004434i,0.0010285+0.00066997i,0.00070145+0.00090527i,0.00056868+0.0010057i,0.00066388+8.3871e-05i,0.00073298-0.0011008i,0.00085185-0.0013914i,0.0009489-0.00084598i,0.00071487-9.2693e-05i,0.00047692+0.0006241i,5.4158e-05+0.0012778i,-0.00078441+0.0007787i,-0.0014393+0.00039508i,-0.0011031+0.00070674i,-0.00050749+0.00028803i,-0.0004382-0.00033837i
0.00031852+0.00077292i,-0.00019052+0.00034236i,-0.00037263-0.00019251i,-0.00043524-0.00024573i,0.0011369-0.00023262i,0.002427+0.00046639i,0.0021075+0.0007137i,0.00087594+0.00054313i,-0.00031859+0.00029049i,-0.00051539+9.1859e-05i,-0.00035087-0.00012015i,0.00062664-0.00016238i,0.0010745+1.4657e-05i,7.9174e-05+0.00017076i,-0.0012695-1.4181e-05i,-0.0014634-0.0003684i,-0.00077853+0.00010655i,-0.00075472+9.2217e-05i,-0.00043674-0.00042466i,0.00017987-0.0001169i,0.00015402+0.00050364i,-0.00059237+0.00057805i,-0.0013211+0.00019591i
0.0010782-0.0016961i,0.00025516-0.0024963i,-0.00079371-0.0032712i,-0.0023371-0.0016044i,-0.0020394+0.0012705i,-0.00068723+0.0026371i,0.00048638+0.0027531i,0.00082922+0.0018645i,0.00011196+0.0010798i,-0.00039547+0.00095604i,-0.00074805+0.00031853i,-0.0010024-0.00065889i,-0.00099676-0.0010106i,-0.00044738-0.00044485i,0.00013372+0.00013606i,-0.00021862+0.00016466i,-0.00066388+0.00039359i,-0.00022015+0.0007341i,-9.9193e-05+0.0007691i,-0.00076059+0.000415i,-0.0004721+0.00016494i,0.00031307-0.00017062i,0.00029809+0.00018984i
0.0018033+0.00044279i,0.0026479+0.0011456i,0.0027871+0.00079043i,0.0013351+4.4454e-05i,0.00031866-0.00064579i,0.00025256-0.0011266i,0.00019824-0.00096704i,-0.00016713-0.00030876i,-0.00066836+0.00028431i,-0.0008364-0.00025776i,-0.00053733-0.0013064i,0.00012966-0.00094173i,8.7924e-05-0.00062375i,-0.00069328-0.00081827i,-0.00064604-0.00034504i,-7.7342e-05-0.00021427i,0.00056199-0.00019551i,0.00061667+7.6288e-05i,0.00035625+0.0011739i,0.00044939+0.001767i,0.00044801+0.0014272i,-0.00063767+0.00011232i,-0.0012137-0.00097185i
0.0036483+0.0035193i,0.0048244+0.0036773i,0.0053381+0.0016914i,0.0044221+0.00065316i,0.0031694-0.0002096i,0.0022891-0.0016926i,0.0018598-0.0013816i,0.0012848-0.00043811i,0.0008153-5.81e-05i,0.00077678-0.00071574i,0.00052751-0.0014636i,-0.00064787-0.0009357i,-0.0014359+1.9271e-06i,-0.0011924-0.00017786i,-0.0015044-7.5084e-05i,-0.0017807-0.00035854i,-0.00074356-0.001432i,-5.9885e-06-0.00068871i,-0.00058481+0.00036211i,-0.00028165+0.0004573i,0.00030681+0.00065159i,0.00023898+0.00072201i,-3.2644e-05-1.4096e-05i
-0.0024282+0.0080747i,-0.0018502+0.0090381i,0.0018433+0.0089104i,0.0026052+0.0046868i,0.0026149-0.00045918i,0.0011262-0.004064i,-6.5003e-05-0.002411i,2.1292e-05-0.00011395i,0.00045224+0.00090717i,0.0017395+5.6657e-05i,0.0014631-0.0016937i,-1.813e-05-0.0019212i,-0.0016371-0.0019148i,-0.002534-0.0027859i,-0.0023606-0.0031822i,-0.0018602-0.0016615i,-0.00069635+0.00037081i,-1.1954e-05+0.0012801i,-0.0004467+0.0014356i,-0.00080511+0.0017688i,0.00035138+0.0017801i,0.0018065+0.0011479i,0.0016668+0.00020707i
-0.00037706-0.0053636i,-0.0029779-0.0063532i,-0.0078798-0.006739i,-0.0081382-0.0035229i,-0.0049179+0.00095401i,-0.0011228+0.003467i,0.0010628+0.0024784i,0.0017253+7.5216e-06i,0.00077859-0.0009037i,-0.00027442-0.00015476i,-0.00026091+0.00047136i,-0.00047409+0.00054694i,0.00069356+0.00083482i,0.0027424+0.0012946i,0.0030449+0.0013549i,0.0016377+0.0006162i,9.5827e-05-0.00026034i,-0.00058262-0.00049497i,-8.3771e-05-0.00070784i,-0.00035237-0.00052113i,-0.0015024+0.00018421i,-0.0015778+0.00075191i,-0.00090942+0.00073247i
0.001091-0.004132i,0.00070161-0.0046472i,-0.00077913-0.0040351i,-0.0013376-0.0013937i,-0.0011964+0.0010514i,0.00045915+0.0018389i,0.0020097+0.0016036i,0.0017181+0.0010256i,0.00093034+0.0006345i,0.00023667+0.00095836i,-0.00010917+0.00055677i,-0.00038273-0.00026157i,0.00018457+0.00027362i,0.00036608+0.00091558i,0.00055706+0.0002315i,0.00066043-0.00036414i,-3.7623e-05-0.00073171i,0.00035363-0.0010621i,0.0013887-0.00040396i,0.0012641+0.00011246i,0.0013367+0.00042894i,0.0009349+0.0005854i,0.00015406+0.00026672i
0.0033462+0.00019422i,0.0027952-0.00055414i,0.00065661-0.0013238i,-0.00070913-0.00072291i,-5.1745e-05+0.0003586i,0.0017278+0.00069057i,0.0021386+0.00034015i,0.0012524+0.00018795i,0.00067507+0.00045653i,0.00026322+0.0006737i,-3.5453e-05+0.00068367i,5.3095e-05+0.00028661i,9.858e-05+0.00016035i,-0.00010879+0.00067112i,-5.5502e-05+0.0012559i,-0.00051575+0.00052292i,-0.0010285+0.00012251i,-0.00086477+9.7944e-05i,-0.00047485-0.00029225i,2.5801e-05-0.00047688i,0.00034197-0.00033439i,0.00025127+0.00014548i,0.00030136-0.00028336i
0.00080524+0.0018553i,5.7644e-05+0.001784i,-0.0015998+0.0023624i,-0.002079+0.0021015i,-0.00060634+0.00084i,0.0011713-0.00059459i,0.00093127-0.00065681i,0.0003818+9.5812e-05i,-9.2328e-06+0.00043553i,-0.00030343+0.00026513i,-0.00014269+1.9148e-05i,-0.00042254-0.00015687i,-0.00063113-0.00052911i,-0.00053347-0.0010312i,0.0004763-0.00069522i,0.00092693+0.00016393i,0.00028879+0.00032823i,-0.00029191+0.00032439i,-0.00032472+0.00064129i,-0.00046425+0.00065852i,-0.00076641+0.00058331i,-0.00055026+0.00075475i,-0.00046916+0.00056372i
-0.0025309+0.0013483i,-0.003292+0.0024744i,-0.002769+0.00054524i,-0.0012414-0.0011575i,0.00060816-0.001057i,0.0010959-0.0012587i,0.0012233-0.0016313i,0.00097742-0.00098167i,0.00075161-0.00041297i,0.0005869-0.00012182i,0.00037842-0.00032531i,-1.0097e-05-0.00056215i,8.2588e-05-0.00078375i,-6.0159e-05-0.00098647i,-0.00061276-0.00048548i,-0.00034215+1.2276e-05i,0.00042112-0.00026069i,0.00070111+0.00043502i,0.00037212+0.00066698i,5.0922e-05+4.7379e-05i,0.00017634-0.00024946i,0.00015539-0.00050117i,0.00019621-0.00049696i
-0.00072071+0.00019133i,-0.0012382-0.0019904i,-0.0015719-0.0018346i,-0.001806-0.00044424i,-0.00065595+0.0012059i,0.001259+0.0019496i,0.0019627+0.0018024i,0.0011758+0.0011737i,0.00011423+0.00034845i,-0.0005984+0.00011924i,-0.00027654+0.00095286i,0.00064488+0.00098755i,0.00093149-4.4058e-05i,6.4504e-05-0.00024482i,-0.00047361-0.00089778i,-0.00047725-0.00082767i,-0.00012746-0.00028359i,-0.00024058-0.00025702i,-0.00046867+2.5081e-05i,-0.00066668+0.00069004i,-0.001033+0.00099841i,-0.00058611+0.0010187i,0.00023673+0.00098323i
0.0021603-0.00095446i,0.0019364-0.0010957i,0.00021698-0.0021482i,-0.0014207-0.0017111i,-0.0011723-0.00071361i,0.0011344-0.00023816i,0.002135+0.0003687i,0.0010705-5.7244e-05i,-0.00010879-0.00021846i,-0.00034702+0.00046133i,-0.0007685+0.00095168i,-0.00039541+0.00092387i,0.0011144+0.00078857i,0.0015629+0.00036097i,0.0010735+0.00033881i,0.00020774+0.00081012i,-0.0015237+0.0003044i,-0.0015454-0.00023021i,-0.00049761-0.00036648i,0.00015382-0.0003351i,0.00043222-0.0001549i,0.00027753-0.00012614i,9.6612e-05+0.00058195i
0.0017287-0.00072564i,0.00099606-0.00078574i,0.00039335-0.0012079i,-0.00019931-0.0003846i,-0.00033983+0.00067844i,0.00080174+0.0017103i,0.0012232+0.0012153i,0.00068934+0.00096593i,0.00011792+0.00073242i,-0.00062488+0.00026081i,-0.0005549+0.00077118i,-0.00031733+0.0012558i,4.7168e-05+0.00094393i,0.0002852+0.0013586i,0.00014693+0.0013648i,-2.831e-05+0.00014466i,-0.00021803-0.00066883i,-5.0149e-05-0.0003696i,-0.00015901+0.00056864i,-0.0014089+0.00028916i,-0.0017649-0.00013259i,-0.00057062+6.6878e-05i,0.00053797+2.6827e-05i
-0.001877+0.0017873i,-0.0016946+0.0023943i,-0.0026514+0.0019286i,-0.0021584+0.0021197i,-0.00053708+0.0016876i,0.0011089+0.00038622i,0.0017671+0.0004002i,0.0011275+0.00061335i,0.00012556+0.00024514i,-0.00011349+0.00033277i,-3.7998e-05-0.00040323i,0.00024307-0.00056603i,0.00053721+0.00028681i,-0.00015556-0.0002432i,-0.00029611-0.00062175i,0.00015776-0.00021718i,-0.00023136-0.0003933i,-0.00060827-0.00025576i,-0.00095989+0.00085562i,-0.0012034+0.001496i,-0.00056795+0.0012977i,2.7567e-05+0.00083166i,0.00015316+0.00024035i
0.002503-0.00065719i,0.0032485-0.0023798i,0.0024222-0.0031897i,9.8822e-05-0.0025279i,-0.0010796-0.0013484i,-0.00058276+0.00019025i,-9.2774e-05+0.00075097i,2.1545e-05+0.0003115i,9.0564e-05-0.00025793i,5.8915e-05-0.00069504i,8.9309e-06-0.00022835i,-0.00062294-0.00010914i,-0.00066352-0.00052904i,0.00015637-0.00026259i,0.00025346-0.00039689i,6.2986e-05-0.00034022i,-5.7771e-05+2.5286e-05i,-0.00049463+0.00018317i,-0.00024781+0.00040617i,0.0006475+0.00031927i,0.00078818+0.00012013i,0.00070127-0.00017538i,0.0004044-0.00027179i
-0.00027302+0.0007299i,-0.0017114+0.00096373i,-0.0030014-3.9379e-05i,-0.0030434-0.00036179i,-0.0017196+0.00056977i,0.00031827+0.00057225i,0.0012902+0.00050787i,0.001998+0.00071939i,0.001136+0.00076365i,7.6137e-05+0.00082868i,8.4524e-05+0.00087733i,0.00044467+0.00056863i,0.00098497+0.00014665i,0.00066339+0.00072053i,-6.1481e-05+0.0012211i,-0.00050162+0.00068135i,-0.00065743+0.00015914i,-0.00052725-0.00017395i,8.8184e-07+6.1343e-05i,0.00063877+0.00041765i,0.0003999+0.00081168i,-0.00031804+0.0010757i,-0.00056525+0.00093994i
-0.00072937-6.1115e-06i,-0.0013413+0.001174i,-0.0010004+0.00052046i,-0.00045419-0.00026272i,-0.00021854+0.00052256i,-0.00050366+0.0011358i,-0.00062866+0.00046292i,6.2999e-05+0.00023735i,0.00014728+0.00020784i,-0.00031952+0.00031283i,-0.0001729+0.00045022i,-6.6917e-06+0.00039701i,4.0533e-05+0.00057956i,0.00035731+0.00046681i,0.0002328+0.00023869i,0.00034742+0.00011937i,0.00064289-0.0004239i,0.00040897-0.00063994i,0.00013721-0.00070169i,-7.6031e-05+0.00014084i,7.5685e-05+0.00069675i,0.00055183+0.00052992i,8.8305e-05-0.00013286i
-2.2574e-05-0.0029124i,-0.00098231-0.0030339i,-0.002736-0.0026446i,-0.0028979-0.0024264i,-0.0011969-0.0019884i,-0.0005403-0.00067878i,-0.0004628+8.6613e-05i,3.9773e-05-0.00024332i,0.00068196-0.00037107i,-3.4696e-05+4.5909e-05i,-0.001281+0.00045866i,-0.0011958+0.00056685i,-2.8466e-05-6.6226e-05i,-0.00014939-0.00033615i,-0.000223-0.0010152i,1.1986e-05-0.00054855i,0.0004547+0.00095317i,0.0010951+0.0010808i,0.00054415+0.0014219i,-0.00046664+0.0014605i,-4.7072e-05+0.00050946i,0.00021509-0.00047547i,3.3417e-05-0.0010643i
0.00426-0.0006929i,0.0038491-0.0010724i,0.001681-0.00077553i,0.00074283-0.00011303i,0.00050703+0.00014408i,0.00044029+3.7319e-05i,-0.00017992+0.00043405i,-0.00042626+0.00023896i,0.00019761-0.00063608i,-0.00028719-0.00088077i,-0.00046102-0.0006042i,-0.00053428+2.7659e-05i,-0.0010133-5.7727e-05i,-0.0012011-0.00076236i,-0.00093546-0.00022344i,0.00018262+5.522e-05i,0.00049126-0.00043208i,-2.4502e-05-0.00015143i,0.0003061+0.00055253i,0.00089079+0.00035738i,0.0010607+0.00043738i,0.00047392+0.00048058i,0.00038258-0.00019885i
0.0015859+0.0015055i,0.00093901+0.0013949i,-0.00026008-6.1288e-05i,-0.00224-0.00065841i,-0.0026764+0.00024349i,-0.0013447+0.0016354i,-0.00077478+0.0019384i,-0.00022992+0.0013163i,0.00024858+0.00078014i,7.9833e-05+6.6991e-05i,-8.5708e-05-0.00072779i,-0.00012746-0.00096556i,8.1396e-05-0.00016192i,0.00047298+0.00040316i,0.00025123+0.00030558i,-0.000489-0.00013252i,-0.0015014-0.00010327i,-0.0014519+0.00041574i,-0.00067602+0.00058541i,-0.0004822+0.00089654i,0.00014487+0.0010212i,0.0003209+0.00011142i,-5.0722e-06-0.00039915i
-0.00010482+0.00055539i,-0.0011195-0.00041156i,-0.0018896-0.0005757i,-0.0014352-0.00037816i,8.042e-05-0.00073664i,0.00095966-0.00051056i,0.00035293-0.0006355i,0.0002396-0.00077501i,0.00026746-0.00037733i,-0.00045695-0.00054095i,-0.00094746-0.00051595i,-0.00090304+3.0417e-05i,-0.00084616+0.00015017i,-0.001183-0.00043397i,-0.00067837-0.00075442i,0.00041803-0.00048696i,0.00053693-0.00069003i,0.00032239-0.00078925i,-6.5709e-05-0.00026076i,-7.379e-05+0.00029094i,0.00023478+0.00089987i,0.00024074+0.00088385i,-8.3746e-05+0.00031107i
