-0.0013493-0.00037496i,-0.0012879-0.00084549i,-0.0025044-0.00033884i,-0.0018284-0.00020589i,-0.00082961+0.00060695i,-0.0014281+0.0014282i,-0.0014903+0.0015245i,-0.00015116+0.0018987i,0.0011554+0.0019676i,0.0014121+0.0013944i,0.001291+0.00076517i,0.00083699+5.4971e-05i,1.4307e-05-0.00024059i,-2.0677e-05+0.00012881i,0.0001966-5.9746e-05i,-0.00016851+0.00017889i,-0.00070795+0.00093129i,-0.0006981+0.00067459i,-0.00058825+0.00021021i,-0.00042445+0.00014676i,6.283e-05+0.00042157i,0.00018892+0.00014522i,4.7326e-05-0.00023313i
-0.061808+0.026505i,-0.14971+0.0031569i,-0.20955-0.05182i,-0.17528-0.13013i,-0.11917-0.19542i,-0.10335-0.16722i,-0.066547-0.072671i,0.01401-0.042009i,0.0542-0.075072i,0.034133-0.066496i,0.020753-0.018647i,0.029478+0.0081296i,0.032352+0.01108i,0.025105+0.0083599i,0.0132+0.0058534i,0.0040536+0.012556i,0.0052204+0.020951i,0.0071598+0.017295i,0.0019222+0.0080402i,-0.0048177+0.0042698i,-0.0066181+0.0078882i,-0.0030323+0.010689i,-0.00077125+0.0077748i
-0.020649-0.083268i,-0.0068927-0.1602i,0.010855-0.21038i,-0.02612-0.16359i,-0.079944-0.052887i,-0.060378-0.0011923i,-0.025026-0.026323i,-0.056051-0.042134i,-0.09597-0.0065779i,-0.071116+0.024604i,-0.022188+0.0079302i,-0.016107-0.019578i,-0.035843-0.015035i,-0.029689+0.0058467i,-0.0028426+0.01457i,0.0095253+0.010408i,0.0052851+0.0051704i,0.0030482+0.0022315i,0.0030838-0.001711i,0.0013079-0.0016371i,0.0016259+0.00070614i,0.0049798-0.00040376i,0.005667-0.0018429i
0.097179+0.014006i,0.18697+0.059955i,0.23347+0.15932i,0.22851+0.2523i,0.21397+0.24077i,0.1724+0.12848i,0.082715+0.024007i,0.016834+0.024192i,0.025986+0.059207i,0.043663+0.041492i,0.020003+0.0030502i,-0.0063961-0.017207i,-0.010075-0.023023i,-0.0067457-0.016038i,-0.003682-0.0092016i,-0.0034346-0.015327i,-0.0077397-0.019804i,-0.0095438-0.013324i,-0.003263-0.0046784i,0.0041527-0.0028494i,0.0057039-0.0066607i,0.0035216-0.0088031i,0.0040023-0.0079016i
-0.048891+0.077271i,-0.097988+0.16042i,-0.11299+0.18214i,-0.038579+0.10016i,0.063014-0.01083i,0.06447-0.07295i,0.018483-0.060105i,0.031127-0.040801i,0.049036-0.063078i,0.028671-0.063726i,0.02108-0.019656i,0.039764+0.014634i,0.050774+0.017349i,0.03963+0.0035025i,0.02017-0.0075539i,0.01013-0.0082018i,0.0061212-0.0058349i,-0.00057617-0.002107i,-0.0066952+0.004734i,-0.0073518+0.005755i,-0.0070727+0.0020375i,-0.010309+0.0035886i,-0.010676+0.0060852i
-0.063232-0.066284i,-0.13205-0.16699i,-0.20279-0.27419i,-0.22762-0.31032i,-0.20428-0.25449i,-0.12878-0.15529i,-0.056656-0.094415i,-0.065304-0.071602i,-0.10049-0.029712i,-0.085106+0.0093625i,-0.046264+0.016932i,-0.033265+0.012727i,-0.039748+0.014391i,-0.034206+0.015211i,-0.016939+0.011545i,-0.004447+0.011988i,0.0030648+0.013036i,0.0056871+0.0076338i,0.0037939+0.00030027i,0.0012383-0.0026051i,0.00052151-0.0019658i,0.0014123-0.0028259i,-0.0015491-0.0039605i
0.066152-0.011291i,0.13789-0.050021i,0.17796-0.082112i,0.085209-0.04066i,-0.051804+0.053672i,-0.064841+0.081109i,-0.021635+0.02919i,-0.017522+0.013397i,-0.0033967+0.046096i,0.020557+0.041922i,0.012754+0.0019241i,-0.0034447-0.027558i,-0.0049646-0.038911i,-0.0045963-0.031325i,-0.0087178-0.014202i,-0.012491-0.0037866i,-0.0090734-0.00016319i,0.0024107-0.0019123i,0.0096653-0.0085339i,0.0079707-0.0082223i,0.0092722-0.0026826i,0.01463-0.003907i,0.016013-0.0085227i
-0.018836+0.044843i,0.022493+0.13683i,0.081038+0.28222i,0.12489+0.3633i,0.13457+0.31723i,0.10508+0.21972i,0.07741+0.13386i,0.079284+0.058338i,0.08082-0.0089802i,0.063235-0.036381i,0.050864-0.019846i,0.05975+0.0047104i,0.06832+0.01373i,0.057074+0.013064i,0.038021+0.0070809i,0.022369+0.00050369i,0.0098226+0.00012199i,0.0023524+0.0026912i,0.00051709+0.0040835i,0.00069416+0.00048893i,-0.0045122-0.00092555i,-0.010048+0.0061581i,-0.0065293+0.012548i
0.0026364-0.027385i,-0.073708-0.018719i,-0.17617-0.016635i,-0.14855-0.036611i,-0.010423-0.058887i,0.04541-0.060789i,0.018777-0.029866i,0.0056267-0.0079331i,-0.0054906-0.01501i,-0.017359-0.010074i,-0.016515+0.0038425i,-0.03389+0.011201i,-0.061115+0.025462i,-0.054334+0.035249i,-0.022523+0.024905i,0.00042692+0.0099976i,0.0047116+0.0063359i,0.00027666+0.010389i,-0.0026236+0.013533i,-0.0013183+0.012461i,-0.0011522+0.0058734i,-0.0043945-0.00050335i,-0.0082405+0.0004817i
-0.017241+0.047232i,-0.037494-0.05495i,-0.048504-0.2454i,-0.082153-0.35181i,-0.12957-0.2957i,-0.12093-0.17963i,-0.080537-0.09129i,-0.046144-0.030746i,-0.014447+0.012012i,0.0084987+0.021991i,0.013043+0.0014529i,0.0087774-0.030048i,0.0027343-0.052462i,-0.010367-0.049437i,-0.022284-0.02469i,-0.019982-0.0064968i,-0.011173-0.0054824i,-0.0027616-0.010199i,0.0029527-0.011949i,0.0040265-0.0051512i,0.0080997+0.0041592i,0.016509+0.0020054i,0.018947-0.01048i
-0.02051-0.11255i,0.10232-0.1253i,0.25482-0.069793i,0.2583+0.0029518i,0.13656+0.043909i,0.059075+0.058471i,0.046092+0.027841i,0.016626-0.0082754i,-0.014091-0.0089903i,-0.016396+0.0022118i,0.0025309+0.01959i,0.045533+0.032726i,0.082104+0.021833i,0.076974+0.0041855i,0.046034-0.0028215i,0.019905-0.0013368i,0.010004-0.00083108i,0.0087395-0.0053479i,0.0077508-0.0086065i,0.004062-0.0066066i,-0.00097214-0.0012709i,-0.0014881+0.0053176i,0.0022058+0.0091352i
0.18284+0.060083i,0.20545+0.19524i,0.15421+0.33046i,0.13556+0.3183i,0.15292+0.16602i,0.10792-0.0031434i,0.012256-0.078884i,-0.040433-0.046838i,-0.032402-0.00027105i,-0.021939+0.0083733i,-0.036175+0.0077837i,-0.06752+0.023103i,-0.082711+0.046625i,-0.051488+0.046324i,-0.0069636+0.018745i,0.0067436-0.00025881i,0.00095848+0.0053132i,-0.0036918+0.018911i,-0.0028149+0.022254i,0.0024075+0.012304i,0.0017235+0.00049571i,-0.0067597-0.0011127i,-0.010185+0.0072949i
-0.21732+0.16899i,-0.39168+0.19999i,-0.50295+0.12614i,-0.45871+0.043454i,-0.3186-0.029448i,-0.2113-0.10778i,-0.15599-0.12223i,-0.094873-0.074378i,-0.023347-0.027131i,0.026238-0.0096634i,0.040317-0.02454i,0.020064-0.049851i,-0.013483-0.055258i,-0.035301-0.036681i,-0.037383-0.017588i,-0.029559-0.012517i,-0.025903-0.01042i,-0.020846-0.0062872i,-0.010571-0.0075879i,-0.0061582-0.010892i,-0.0050659-0.0083761i,-0.001803-0.0036094i,-0.0015888-0.0048166i
-0.060832-0.3308i,-0.078789-0.51262i,-0.069234-0.49308i,-0.08069-0.24364i,-0.068992+0.054094i,0.047507+0.17895i,0.14232+0.10735i,0.10459+0.013212i,0.033625-0.01318i,0.010531-0.010215i,0.023276-0.0011534i,0.056659+0.0019366i,0.076109-0.0073932i,0.055852-0.0089783i,0.023187+0.0054651i,0.01034+0.013715i,0.013507+0.00096597i,0.015871-0.014894i,0.0098302-0.016666i,-0.00026014-0.0090701i,-0.0068832-0.0010546i,-0.0072002+0.00049842i,-0.0067357-0.0054926i
0.34863+0.15372i,0.54077+0.21766i,0.55477+0.19726i,0.44506+0.15212i,0.35826+0.161i,0.27884+0.16882i,0.17233+0.1272i,0.087934+0.084397i,0.035328+0.054503i,-0.011347+0.027586i,-0.045762+0.017851i,-0.053121+0.025156i,-0.035959+0.034759i,-0.0013845+0.031983i,0.028109+0.0169i,0.0358+0.008343i,0.033029+0.013844i,0.023092+0.019584i,0.0075173+0.020532i,0.0021659+0.020321i,0.0052544+0.013806i,0.0068484+0.0045256i,0.0093308+0.0010641i
-0.37751+0.19827i,-0.53476+0.29928i,-0.45609+0.23942i,-0.25057-0.0075139i,-0.1574-0.26319i,-0.18549-0.31684i,-0.18174-0.20268i,-0.10679-0.11315i,-0.052422-0.087373i,-0.029011-0.057i,-0.0017724-0.035046i,0.0051196-0.038824i,-0.011704-0.04134i,-0.022757-0.03143i,-0.021861-0.018752i,-0.019971-0.0088306i,-0.02061+0.00089755i,-0.016339+0.006519i,-0.0049991-0.00027196i,0.0019339-0.011945i,0.002634-0.014634i,0.0025331-0.0081443i,0.00043048+0.0029567i
0.090209-0.5515i,0.072766-0.86462i,-0.061996-0.86584i,-0.25583-0.57325i,-0.32488-0.28654i,-0.19809-0.14199i,-0.027129-0.10702i,0.02386-0.10819i,0.00491-0.068328i,0.025631-0.017522i,0.064942-0.0074734i,0.079805-0.020072i,0.062129-0.028771i,0.01635-0.019344i,-0.023267-0.00018103i,-0.031444+0.0047888i,-0.020846-0.0075846i,-0.0064854-0.020659i,0.0059351-0.023529i,0.009336-0.020779i,0.0035986-0.016972i,-0.0030446-0.013959i,-0.0098262-0.014097i
0.47752+0.38428i,0.80726+0.48373i,0.81075+0.38183i,0.44666+0.29906i,0.11551+0.40061i,0.041581+0.44607i,0.035187+0.31931i,-0.0015216+0.22266i,0.016291+0.19296i,0.044725+0.13448i,0.020785+0.086379i,0.00062382+0.086224i,0.012374+0.084855i,0.031223+0.054396i,0.045392+0.016356i,0.044591-0.0059423i,0.031829-0.0074275i,0.017734-0.0014582i,0.0023337+0.0062687i,-0.00064075+0.018681i,0.0096383+0.024512i,0.020504+0.018891i,0.033996+0.0070454i
-0.54764+0.33546i,-0.73758+0.73964i,-0.48953+0.94537i,0.022844+0.6597i,0.26096+0.19762i,0.12075-0.025864i,-0.050339-0.02908i,-0.066183-0.0066747i,-0.021882-0.050492i,-0.028069-0.096588i,-0.060861-0.07816i,-0.07655-0.038641i,-0.067314-0.015182i,-0.030201-0.0058566i,0.00089398-0.0079223i,0.0025182-0.0053536i,-0.0057371+0.011236i,-0.0061857+0.028467i,-0.00015787+0.026685i,0.00075993+0.011936i,-0.0021222+0.005601i,-0.0049957+0.0094857i,-0.006932+0.016038i
-0.029513-0.48793i,-0.28384-0.74935i,-0.44555-0.71646i,-0.22563-0.50138i,0.11974-0.43971i,0.19373-0.4787i,0.093239-0.37313i,0.043921-0.21152i,0.031313-0.11581i,0.029991-0.060742i,0.054908-0.050485i,0.063924-0.081523i,0.028483-0.092032i,-0.022368-0.053399i,-0.047502-0.0071159i,-0.041822+0.005428i,-0.030203-0.0065085i,-0.016672-0.014314i,-0.0018968-0.014881i,-0.00062951-0.019055i,-0.0093819-0.022546i,-0.014284-0.021409i,-0.022845-0.015587i
0.34109+0.073695i,0.67599-0.14429i,0.70013-0.3713i,0.28271-0.30966i,-0.07041-0.090894i,-0.071959+0.0097848i,-0.012293-0.0020123i,-0.043262+0.042964i,-0.048378+0.15177i,0.0044926+0.20014i,0.039134+0.16337i,0.038634+0.11729i,0.035699+0.093502i,0.042699+0.068813i,0.052463+0.039983i,0.049825+0.019539i,0.037004+0.0094301i,0.019443+0.0035482i,0.0020962+0.0028553i,-0.00086463+0.01158i,0.0047241+0.021044i,0.012442+0.024791i,0.024229+0.016408i
-0.078057+0.078952i,-0.075777+0.36611i,-0.079984+0.59959i,-0.13236+0.58883i,-0.17119+0.4922i,-0.13935+0.36022i,-0.075315+0.13111i,-0.05286-0.066729i,-0.064825-0.138i,-0.070237-0.11765i,-0.066236-0.068128i,-0.071294-0.031371i,-0.066083-0.011569i,-0.032997-0.013502i,-0.0060021-0.024123i,-0.0034622-0.017i,-0.0065348+0.0028888i,-0.0019727+0.017837i,0.0098842+0.017313i,0.016984+0.006347i,0.013705+0.00036495i,0.0027831+0.0026454i,-0.0047764+0.0059575i
-0.17897+0.014564i,-0.57777-0.11827i,-0.86035-0.24894i,-0.64625-0.13899i,-0.19111+0.055311i,0.065961+0.012324i,0.070339-0.12904i,0.026658-0.14469i,0.033566-0.1021i,0.032166-0.091435i,0.036665-0.090968i,0.066218-0.099139i,0.060479-0.10566i,0.0089791-0.076184i,-0.038481-0.035143i,-0.0489-0.017075i,-0.030782-0.020994i,-0.012281-0.030029i,-0.0097755-0.027451i,-0.016066-0.018342i,-0.018408-0.017221i,-0.014521-0.026766i,-0.013856-0.034276i
-0.079195-0.16819i,0.11729-0.30084i,0.36453-0.35036i,0.3487-0.34421i,0.1426-0.33007i,0.02762-0.26738i,-0.009395-0.17898i,-0.059202-0.049629i,-0.048813+0.080903i,0.0061076+0.09092i,-0.0020356+0.044116i,-0.021418+0.053674i,0.0015727+0.077579i,0.033994+0.07587i,0.059629+0.061037i,0.067036+0.048824i,0.062204+0.042972i,0.054528+0.024338i,0.035802-8.9184e-05i,0.017436-0.005367i,0.012603+0.0028935i,0.014568+0.010565i,0.015348+0.011986i
0.4436+0.12768i,0.72399+0.47757i,0.73525+0.77082i,0.3973+0.70394i,0.0020096+0.5206i,-0.16382+0.48328i,-0.11704+0.43938i,-0.058962+0.27825i,-0.064321+0.11082i,-0.062938+0.055149i,-0.035123+0.060941i,-0.033356+0.034373i,-0.059686-0.0016988i,-0.056361-0.019341i,-0.026423-0.033066i,-0.015798-0.038431i,-0.027754-0.023542i,-0.034578+0.0024889i,-0.024991+0.019353i,-0.011659+0.017027i,-0.0066305+0.0096338i,-0.0071214+0.013839i,0.0012238+0.025717i
-0.25919+0.07707i,-0.44804-0.25557i,-0.57785-0.66651i,-0.54363-0.54557i,-0.28616-0.069346i,0.064852+0.10399i,0.23213+0.0077504i,0.2185-0.01962i,0.17368+0.011043i,0.13499+0.0069223i,0.14108-0.02239i,0.16396-0.069982i,0.12706-0.093569i,0.047474-0.075235i,-0.018366-0.055881i,-0.040175-0.048227i,-0.027994-0.04118i,-0.010808-0.031677i,-0.0020396-0.027032i,-0.0059527-0.029258i,-0.014115-0.025702i,-0.013506-0.020602i,-0.008471-0.015559i
-0.02012-0.56337i,-0.10689-0.96276i,-0.16372-1.106i,-0.096469-0.93092i,0.075241-0.71257i,0.18627-0.63332i,0.10589-0.60255i,-0.035497-0.46639i,-0.065916-0.24805i,-0.01479-0.10771i,0.002196-0.054142i,-0.0078195-0.001695i,-0.0026342+0.033637i,-0.00070774+0.05235i,0.003219+0.076301i,0.0054466+0.072837i,-0.0032084+0.050004i,-0.0040601+0.033249i,0.00043726+0.017176i,0.0066946+0.0097924i,0.017828+0.011548i,0.020968+0.01049i,0.011657+0.0030266i
0.19998+0.56287i,0.23358+1.1169i,0.13748+1.3575i,0.0087717+0.90615i,-0.10838+0.18559i,-0.14157-0.17341i,-0.010756-0.18182i,0.077355-0.13853i,0.027586-0.085644i,0.01381+0.029215i,0.083291+0.10081i,0.11308+0.064708i,0.065849+0.025366i,0.047764+0.040236i,0.078339+0.046816i,0.065086+0.029297i,0.012295+0.031321i,-0.010091+0.04581i,0.0064807+0.050769i,0.023326+0.039011i,0.017336+0.017706i,0.014424+0.0063016i,0.034308-0.0030195i
-0.30318-0.13243i,-0.25115-0.22013i,-0.013266-0.32234i,-0.0053128-0.31178i,-0.20736-0.10598i,-0.18775+0.062777i,-0.066935-0.013468i,-0.089917-0.10097i,-0.075216-0.058611i,-0.0079072-0.058692i,-0.023038-0.052164i,-0.019987+0.024778i,0.022005+0.037071i,0.029288-0.021649i,0.04025-0.078793i,0.059787-0.11187i,0.0582-0.10078i,0.060384-0.069562i,0.063718-0.067554i,0.038009-0.077712i,0.0090461-0.059447i,0.00068697-0.027625i,-0.011042+0.00048609i
0.37729-0.32726i,0.54501-0.71719i,0.44824-0.86191i,0.26937-0.46035i,0.26472+0.0022927i,0.32248+0.020746i,0.28272-0.1469i,0.23019-0.17569i,0.15125-0.12465i,0.060427-0.040339i,0.051191+0.004479i,0.050028-0.014659i,0.017296+0.020999i,-0.011941+0.10217i,-0.046018+0.15544i,-0.063575+0.16776i,-0.046244+0.13497i,-0.032702+0.077317i,-0.037951+0.037332i,-0.034943+0.029927i,-0.024175+0.031718i,-0.021702+0.018989i,-0.024845-0.0070971i
-2.5373+7.8604i,-0.63063+6.4016i,2.4703+5.8732i,4.7416+2.9608i,4.8592-0.25799i,2.7508-1.643i,0.47815-0.65077i,-0.1678+0.82104i,0.47327+1.346i,1.4557+0.79485i,1.8051-0.40618i,1.3655-1.388i,0.8008-1.566i,0.63909-1.1157i,0.83951-0.779i,0.68696-0.65104i,0.21127-0.37197i,-0.0343-0.16402i,-0.10618-0.21142i,-0.104-0.22566i,0.055773-0.21203i,0.21401-0.35308i,0.13917-0.47538i
0.19064-0.17382i,0.33493-0.32352i,0.46513-0.4261i,0.45072-0.55558i,0.26628-0.57062i,0.098338-0.25185i,0.08008+0.11916i,0.13287+0.19237i,0.11996+0.078034i,0.065526-0.027392i,0.0018865-0.095157i,-0.053071-0.090263i,-0.026421-0.033646i,0.039179-0.014422i,0.059851-0.021141i,0.053299-0.022169i,0.034745-0.025329i,-0.0013361-0.013171i,-0.024475+0.0081812i,-0.031836+0.026694i,-0.032102+0.047352i,-0.022903+0.051525i,-0.019934+0.032913i
0.15651+0.14199i,0.17906-0.036255i,-0.017642-0.22856i,-0.35432-0.1705i,-0.57901-0.024176i,-0.60793+0.0025367i,-0.50505+0.0072117i,-0.2993+0.0029993i,-0.1175-0.058836i,-0.069589-0.10799i,-0.075434-0.10551i,-0.0569-0.078017i,-0.031512-0.035187i,-0.0082662+0.021023i,0.020182+0.049243i,0.036086+0.03615i,0.028305+0.0095031i,0.011588-0.016297i,-0.011345-0.029656i,-0.033307-0.023008i,-0.036097-0.012694i,-0.021371-0.01195i,-0.0012424-0.01984i
-0.26859-0.17616i,-0.46914+0.055513i,-0.44587+0.41284i,-0.17081+0.55197i,0.022936+0.51743i,0.0081617+0.57216i,0.045657+0.6409i,0.12415+0.47188i,0.091891+0.20626i,0.020929+0.061844i,-0.029045+0.017279i,-0.06781+0.019862i,-0.069225+0.03428i,-0.045628+0.029739i,-0.034776+0.036631i,-0.023593+0.065091i,-0.0070807+0.069691i,-0.0069022+0.051284i,-0.0081958+0.046793i,0.017355+0.045594i,0.050087+0.025937i,0.05367+0.0068733i,0.028271+0.0059352i
0.15191+0.11234i,0.2615+0.11148i,0.3651+0.11762i,0.48112+0.11965i,0.52079+0.022947i,0.41527-0.12924i,0.22758-0.21981i,0.079747-0.19795i,0.010989-0.12999i,-0.034979-0.080192i,-0.067742-0.039652i,-0.063496-0.0073111i,-0.033537+0.0019063i,-0.018705-0.0058078i,-0.031503-0.0084149i,-0.030799-0.010636i,-0.0088011-0.029178i,0.00079013-0.044567i,-0.00033217-0.03996i,0.00086236-0.024787i,-0.0019509-0.01664i,-0.01119-0.016732i,-0.020786-0.013314i
-0.21984-0.029239i,-0.21716-0.035993i,-0.11011-0.14538i,-0.0050821-0.40342i,-0.0068649-0.64367i,-0.13437-0.59839i,-0.21606-0.32722i,-0.16653-0.1185i,-0.11908-0.053539i,-0.10764-0.027645i,-0.06823-0.0073047i,-0.007911-0.00025762i,0.042795-0.004842i,0.056104-0.014689i,0.04043-0.012496i,0.027982-0.00098774i,0.02808+0.0032658i,0.023494+0.0052004i,0.0058547+0.010011i,-0.011657+0.013288i,-0.015489+0.012682i,-0.0065308+0.0066286i,0.002595+0.0024498i
0.24628+0.0011993i,0.27996+0.097068i,0.20837+0.18564i,0.028096+0.15607i,-0.20847+0.18147i,-0.29134+0.38965i,-0.13285+0.53087i,0.039807+0.40913i,0.082159+0.21625i,0.083409+0.098322i,0.056961+0.015272i,-0.0045671-0.025949i,-0.039365-0.033783i,-0.04745-0.048509i,-0.058549-0.056604i,-0.060607-0.044502i,-0.050444-0.032222i,-0.039902-0.028025i,-0.032588-0.020412i,-0.02582-0.0063613i,-0.0207+0.0029763i,-0.01712+6.5958e-05i,-0.011136-0.013701i
-0.11812-0.025742i,-0.07682-0.17691i,-0.030694-0.31684i,-0.10874-0.2183i,-0.17807+0.038899i,-0.051927+0.16563i,0.1123+0.086688i,0.14836-0.036963i,0.097874-0.092442i,0.019026-0.076366i,-0.03324-0.01212i,-0.024489+0.041714i,-0.0028038+0.044118i,-0.0088095+0.030264i,-0.016552+0.024874i,-0.0042228+0.019133i,0.011508+0.014878i,0.01652+0.013462i,0.016387+0.01435i,0.022297+0.018114i,0.030361+0.017811i,0.023456+0.01902i,0.0091205+0.033084i
0.065231-0.077742i,-0.014624+0.031621i,-0.09443+0.25151i,0.031841+0.34823i,0.25197+0.22257i,0.26084+0.049879i,0.096429-0.005417i,-0.039929+0.024363i,-0.089026+0.039356i,-0.087545+0.035664i,-0.059431+0.038222i,-0.023418+0.036569i,0.0062991+0.027114i,0.033233+0.015468i,0.047807+0.0018123i,0.034444-0.0044526i,0.011521-2.366e-05i,-0.0015229+0.0060223i,-0.0069561+0.0073284i,-0.015222+0.0033746i,-0.022098+0.00080765i,-0.017457+0.00023381i,-0.0099933-0.0010626i
-0.06817+0.19122i,-0.017627+0.1722i,0.074154+0.01728i,0.095385-0.11879i,0.024295-0.12788i,-0.080127-0.047166i,-0.11773+0.048503i,-0.067375+0.084621i,-0.021863+0.072929i,0.0029594+0.054245i,0.018474+0.0091483i,0.0022969-0.026381i,-0.016757-0.018005i,-0.017617-0.010601i,-0.014883-0.012279i,0.00086253-0.0082529i,0.01834-0.016193i,0.015953-0.029224i,0.0050285-0.032452i,-0.003232-0.031116i,-0.0092313-0.024684i,-0.0055441-0.01341i,0.0055753-0.0088416i
0.05424-0.30776i,0.049846-0.4328i,0.0050171-0.41296i,-0.053967-0.2821i,-0.050071-0.14142i,0.030222-0.070274i,0.081693-0.061101i,0.083273-0.053392i,0.079741-0.043377i,0.056012-0.046998i,0.0073834-0.026524i,-0.023459+0.0099694i,-0.030414+0.023868i,-0.033364+0.034949i,-0.028807+0.049879i,-0.023541+0.049287i,-0.026372+0.043604i,-0.025322+0.042876i,-0.018963+0.039986i,-0.011482+0.034818i,-0.0050123+0.027028i,-0.0082337+0.012954i,-0.023557-0.00012781i
-0.017147+0.33041i,-0.1039+0.53477i,-0.17682+0.65165i,-0.10453+0.59978i,-0.0065099+0.41725i,0.0023572+0.27599i,0.00046098+0.19812i,-0.0030576+0.10962i,-0.024804+0.045141i,-0.033815+0.033232i,-0.01913+0.027119i,0.0061101+0.0050171i,0.02888-0.020496i,0.034055-0.039692i,0.022195-0.043781i,0.015936-0.037019i,0.018705-0.035315i,0.013878-0.031921i,0.0088283-0.013899i,0.014044-0.0009657i,0.023714-0.0063521i,0.029982-0.013766i,0.031264-0.011855i
-0.053465-0.27411i,0.058888-0.3976i,0.22618-0.44829i,0.25974-0.42501i,0.15888-0.37616i,0.020461-0.30059i,-0.057017-0.14397i,-0.011354+0.0014583i,0.053016+0.014861i,0.038781-0.024373i,0.010552-0.022163i,1.7415e-05+0.0072215i,-0.0081813+0.040114i,-0.013494+0.055716i,-0.016708+0.049423i,-0.016202+0.034391i,-0.014634+0.022848i,-0.012713+0.01217i,-0.012155-0.0027091i,-0.016775-0.0093085i,-0.022243-0.0073222i,-0.025033-0.0059624i,-0.024091-0.005974i
0.14121+0.16256i,0.085912+0.22962i,-0.016056+0.19898i,-0.023681+0.10655i,0.03515+0.060183i,0.066701+0.078341i,0.082529+0.086538i,0.085475+0.029349i,0.04363-0.021973i,0.0075919-0.020756i,-0.0095249-0.01656i,-0.024756-0.026126i,-0.018512-0.042465i,0.0021623-0.061417i,0.0077708-0.064227i,-0.0015072-0.046432i,-0.0094023-0.027279i,-0.014425-0.017391i,-0.019327-0.0088104i,-0.018552-0.001363i,-0.016591+0.0012206i,-0.011142+0.0048391i,0.0034634+0.0067016i
-0.20943-0.075838i,-0.23629-0.080233i,-0.15342-0.053084i,-0.093126-0.082106i,-0.11308-0.14601i,-0.11674-0.12742i,-0.07307-0.074546i,-0.04762-0.059441i,-0.053469-0.051405i,-0.059526-0.023589i,-0.049342+0.0094462i,-0.028742+0.028834i,-0.017939+0.034364i,-0.019734+0.031494i,-0.019666+0.023499i,-0.0064855+0.02146i,0.014163+0.022007i,0.02753+0.019028i,0.03143+0.011694i,0.026512+0.0012203i,0.017209-0.001999i,0.0071702+0.0012233i,-0.0054402+0.0057428i
0.26738+0.010993i,0.36192-0.039965i,0.27867-0.090196i,0.095997-0.047747i,-0.022187+0.04838i,-0.030441+0.095896i,-0.0077633+0.069926i,-0.030995+0.024796i,-0.051927+0.014682i,-0.028684+0.0065722i,-0.011017-0.014425i,-0.014336-0.017083i,-0.011136-0.0070421i,-0.0059833+0.0031798i,-0.0031522+0.015283i,0.0022189+0.012661i,0.00036861-0.0053944i,-0.0080163-0.016746i,-0.012251-0.014041i,-0.009696-0.0051286i,-0.0040023-0.0015373i,2.4076e-05-0.0024759i,0.0016673+0.00067919i
-0.31025+0.030796i,-0.46464+0.10693i,-0.45123+0.1817i,-0.3096+0.19428i,-0.20225+0.16433i,-0.159+0.14514i,-0.1026+0.15043i,-0.037353+0.13673i,-0.020901+0.096i,-0.025561+0.070357i,0.00046087+0.051171i,0.033913+0.026752i,0.043177+0.010566i,0.034887-0.0015537i,0.018028-0.011856i,0.0022907-0.0080507i,0.00070898+0.0040766i,0.0056691+0.0080207i,0.0016033+0.0065195i,-0.0044937+0.011763i,-0.0010564+0.017252i,0.0056642+0.011656i,0.0067798+0.0035892i
0.32969-0.063255i,0.50614-0.11273i,0.5305-0.12074i,0.41919-0.070175i,0.32664-0.0016008i,0.29981+0.013525i,0.24818-0.017398i,0.18763-0.0024955i,0.17578+0.019748i,0.14383-0.0098499i,0.052172-0.036373i,-0.024988-0.03342i,-0.049749-0.028951i,-0.047214-0.025074i,-0.0338-0.020138i,-0.022949-0.02373i,-0.027022-0.026841i,-0.034241-0.014669i,-0.021273+0.006322i,0.0048198+0.012698i,0.016065-0.00043626i,0.0089249-0.0112i,2.861e-05-0.015577i
-0.31704+0.082491i,-0.49424+0.10392i,-0.51755+0.1005i,-0.33911+0.086511i,-0.15154+0.017063i,-0.143-0.056007i,-0.18196-0.055376i,-0.12287-0.067332i,-0.060741-0.11506i,-0.058081-0.098908i,-0.044067-0.025849i,-0.00034483+0.022097i,0.033085+0.032237i,0.044881+0.029841i,0.039838+0.026371i,0.031581+0.028823i,0.034343+0.028817i,0.03669+0.015533i,0.023019-0.0058386i,-0.00038402-0.022105i,-0.015159-0.018109i,-0.012672-0.0017566i,-0.0070384+0.0094238i
0.27124-0.087324i,0.42937-0.077694i,0.48323-0.044996i,0.38958-0.065564i,0.25253-0.063992i,0.16989+0.0018947i,0.1079+0.047476i,0.011232+0.055609i,-0.060811+0.066785i,-0.049441+0.062826i,-0.0093366+0.025897i,-0.0086012-0.011681i,-0.032531-0.023675i,-0.038213-0.022138i,-0.026436-0.017638i,-0.013807-0.014527i,-0.011844-0.014072i,-0.017951-0.014059i,-0.018939-0.011483i,-0.016467-0.0049677i,-0.016082-0.0016453i,-0.014478-0.0041548i,-0.0082353-0.0071026i
