-0.0046856+0.0019898i,-0.0049944+0.0019981i,-0.0031861+0.0044641i,-0.0018504+0.004617i,-0.00031873+0.0027274i,0.0017167+0.0013619i,0.0015006+0.0015235i,0.0011972+0.001533i,0.0013934+0.0011902i,0.0010328+0.00073765i,0.0010916+0.00020267i,0.0014281-0.00056565i,0.00064167-0.00064437i,-0.00022171-0.00041275i,-0.0005997-1.206e-05i,-0.00050913+0.00022684i,-0.00077149+0.0013365i,-0.0008423+0.0020554i,0.000307+0.0009448i,0.00042097+0.00056636i,4.4799e-05-5.8921e-05i,-0.00027022-0.00050268i,-0.00070151-0.00026044i
-0.00067694-0.0010375i,-0.00092578-0.0043942i,0.0031873-0.0083454i,0.015312-0.0056675i,0.023538+0.011524i,0.016971+0.024802i,0.0049818+0.018018i,-0.005637+0.0054989i,-0.0098289-0.0011971i,-0.0066631-0.0026697i,-0.0026266-0.0034744i,-0.00076036-0.0049428i,0.00024229-0.0049309i,0.0013603-0.0017208i,0.0038492+0.0017606i,0.0062213+0.0021725i,0.0047983+0.0017089i,0.00085721+0.0024093i,-0.0018021+0.00302i,-0.002609+0.00249i,-0.0028852+0.0021097i,-0.002744+0.0016295i,-0.0015747+0.00083732i
0.0043918+0.0054455i,0.0070113+0.0073784i,0.0062742+0.0058825i,-0.0031382-0.003636i,-0.010185-0.019692i,-0.006066-0.025732i,0.0021525-0.016209i,0.010633-0.0042705i,0.012982+0.001383i,0.007762+0.0037973i,0.0025793+0.005342i,0.0015972+0.0042551i,0.0023981+0.0010665i,0.00078815-0.0019639i,-0.0021795-0.0039569i,-0.0040562-0.0053568i,-0.0040091-0.0060628i,-0.0032339-0.0034917i,-0.0020859+0.00024312i,-0.0012252+0.0012987i,-0.00093063+0.0006756i,-0.00061796+0.00037214i,-0.0011515+0.00010172i
0.0001094+0.00058036i,0.0020789-0.00129i,0.0044571-0.0039272i,0.00675-0.00079844i,0.0024307+0.0092134i,-0.007489+0.013052i,-0.011646+0.010321i,-0.0083556+0.0085919i,-0.003707+0.006462i,-0.0014943+0.0022156i,-0.0012132-0.00065483i,-0.00049982-0.00073455i,0.00067083+5.4552e-05i,0.00059185+0.0018509i,-1.8693e-05+0.0041896i,0.0012725+0.0053692i,0.0025157+0.0039145i,0.0011062+0.0006182i,-0.00046783-0.0010975i,2.0519e-07-0.00073688i,0.00085436-0.000257i,0.0014651+0.00011037i,0.0016036+0.00034153i
-0.0022987+0.0006108i,-0.0013834+0.0040004i,-0.0017732+0.0071997i,-0.000943+0.0031659i,0.0071273-0.0070055i,0.015505-0.010184i,0.01411-0.0038021i,0.0074675+0.0038295i,0.0034172+0.007847i,0.002207+0.0057473i,-0.00062384+0.0015517i,-0.0033571+0.00055292i,-0.0029259+0.0020025i,-0.0013665+0.00045666i,-0.0015548-0.0035423i,-0.0027111-0.0050057i,-0.0019067-0.0040341i,0.00072833-0.0021192i,0.0021436-0.0012808i,0.0020758-0.0012931i,0.0021067-0.00051584i,0.0021581+0.00019186i,0.0018096-4.7434e-05i
-0.0010885-0.0016043i,-0.00078822-0.0011637i,0.0015516-0.0011055i,0.0031573+0.0016455i,-0.0020087+0.0069882i,-0.0079749+0.0072017i,-0.009469-0.00038758i,-0.0098317-0.010704i,-0.0076823-0.013261i,-0.0018727-0.008207i,0.0031071-0.0046732i,0.0034478-0.0048237i,0.001222-0.0044337i,1.6792e-05-0.0016795i,1.276e-05+0.0018593i,-0.0005416+0.0049183i,-0.0014666+0.0050306i,-0.0015634+0.0030868i,-0.0009403+0.0011428i,-0.00036107-0.00021018i,-0.00056105-0.00066634i,-0.00020652-0.00052318i,-0.00012401-0.00018554i
-0.00060025-0.0018858i,-0.00073832+0.00011957i,-0.0016549+0.0022412i,-0.0015066+0.0025524i,0.0030553+0.0038009i,0.0082611+0.0066905i,0.0097517+0.0066465i,0.0075694+0.0033061i,0.0021819+0.0012129i,-0.0011601+0.0017781i,5.5128e-05+0.0020561i,0.001254+0.00091097i,0.0016139-9.8904e-05i,0.0027625-0.00081549i,0.0038036-0.0021662i,0.0029676-0.0035325i,0.00066123-0.0033985i,-0.0014246-0.001911i,-0.0025525-0.00050251i,-0.0032594-0.00059419i,-0.0024092-0.0018213i,-0.00092464-0.0019794i,-0.00088361-0.00099127i
-0.0037864+0.0019898i,-0.00081838+0.003088i,0.0040784+0.0043314i,0.006537+0.003391i,0.0018531+0.00052231i,-0.0043969-0.0049488i,-0.0047075-0.0068648i,0.00030867-0.0035153i,0.0048555-0.0011648i,0.004547-0.00030058i,0.0019929+0.00107i,0.00091051+0.0023194i,3.2241e-05+0.0010955i,-0.0014594-0.00024373i,-0.0026117+0.001021i,-0.0022244+0.0026842i,-0.0015654+0.0026586i,-0.0014273+0.0015121i,-0.0019601+0.00034974i,-0.0013924-0.00023365i,7.8987e-05-0.00039788i,0.00043782-0.00053998i,0.0008532-0.00029528i
-0.0012773+0.00095894i,-0.0015756+0.00052448i,-0.0021833+0.00025486i,-0.0022425-0.0010717i,0.00044609-0.00043517i,0.00084897+0.0019491i,-0.0040402+0.0071145i,-0.0097653+0.012335i,-0.0091485+0.011729i,-0.0049164+0.0055365i,-0.0042063+0.00049057i,-0.0045063+0.00044771i,-0.0026827+0.0013865i,-0.00046606+3.6989e-05i,0.00078486-0.0015147i,0.0019145-0.0022545i,0.0029406-0.0023033i,0.0027898-0.0012485i,0.0013196-8.59e-05i,9.6615e-05+0.0005637i,-0.00021133+0.00032039i,0.00019727+0.00023286i,0.00037822+0.00059369i
-0.00076699+0.0016801i,0.0026263+0.0025687i,0.0063394+0.0042699i,0.009414+0.0039388i,0.0091952+0.0007176i,0.0063513-0.0030704i,0.0034298-0.0048607i,-2.4147e-05-0.0045366i,-0.0014033-0.0019138i,0.00034122+0.00081816i,0.0013574-0.00034742i,0.00094355-0.0014714i,-0.00020675-0.00041113i,-0.00086807-0.00072367i,-0.0016154-0.0010757i,-0.0022459-0.00017987i,-0.0015336+0.00025603i,-0.00055421-0.00011951i,0.00045102+3.9257e-05i,0.00082162+0.00062031i,0.00037824+0.0011809i,3.7557e-06+0.0011701i,-0.00035149+0.00060669i
-0.0012737+0.0063612i,0.0016961+0.006501i,0.0026912+0.0046143i,0.0011819+0.00077524i,-0.00098542-0.00043525i,-0.00237+0.0019045i,-0.0016064+0.0025792i,-0.00022424-0.0011179i,4.959e-05-0.00384i,0.0011855-0.0032909i,0.0032338-0.0015385i,0.0033499-0.0010822i,0.0020512-0.00090095i,0.0014311+6.6195e-05i,0.0020219-0.00048222i,0.0021763-0.0014386i,0.0013123-0.00074814i,0.00083584-0.00054419i,0.0011035-0.0011036i,0.00043545-0.0013437i,-0.00093693-0.0012189i,-0.0017689-0.000701i,-0.001726+0.00014848i
-0.00014609+0.00091354i,0.002559+0.0032649i,0.0046736+0.0056874i,0.005304+0.0088787i,0.0036431+0.0095831i,0.0011836+0.0065218i,0.0023505+0.0041641i,0.0065456+0.004349i,0.0078433+0.0042299i,0.0040181+0.0029484i,0.0010929+0.0018527i,0.0012208+0.0011501i,0.00046423-0.00027731i,-0.00095153-0.00051995i,-0.0014839+0.00067413i,-0.0013148+0.00045144i,-0.0015063-0.00069736i,-0.0017474-0.0012867i,-0.0016412-0.001731i,-0.00051301-0.0015108i,0.00098554-0.00094336i,0.0012696-0.00062162i,0.0017096-0.00032601i
0.0016315-0.00050294i,0.0014133-0.0019611i,6.0279e-05-0.0041965i,-0.0010007-0.0077034i,-0.0014656-0.0093952i,-0.0024245-0.0071942i,-0.0047634-0.0038747i,-0.0063619-0.00055917i,-0.0043708+0.00013765i,-0.0022852-0.0019443i,-0.0025462-0.0020148i,-0.0028403+2.8438e-05i,-0.0017273-0.00037028i,-0.00055992-0.0012504i,-7.6154e-05-0.0011176i,-1.8608e-05-0.00017311i,-0.00039142+0.00076249i,-0.00078211+0.00064063i,-0.00063396+0.00054038i,-0.00010682+0.00054704i,0.00049759-0.00011335i,0.0012394-0.00072894i,0.0010354-0.00035985i
0.0020826-0.00088516i,0.0041523-0.00048498i,0.0049382+0.0011961i,0.0022654+0.0046033i,6.7956e-05+0.0052575i,0.00098283+0.0023824i,0.0012265-0.0020111i,-0.0024745-0.0034787i,-0.0052187-0.0026573i,-0.0050015-0.001979i,-0.0042653-0.001815i,-0.0030114-0.0017076i,-0.0015478-0.00093075i,-0.0007851-0.00087697i,-0.0012475-0.0008611i,-0.0013699+0.0002538i,-0.0001851+0.00057292i,-0.0002123+0.00014279i,-0.0014218-0.00041185i,-0.0015946-0.00049699i,-0.00042786+0.00016749i,-6.5729e-05+0.0011211i,-0.00056199+0.0014563i
-0.0012984+0.00061827i,-2.0234e-05-9.2747e-05i,0.0020278-0.0032396i,0.0055099-0.0055442i,0.0080776-0.0046306i,0.0081665-0.0009688i,0.0063113+0.0010033i,0.0040967-0.0014609i,0.0030951-0.0032654i,0.00309-0.0016076i,0.0024947-0.00056776i,0.0016985-0.00031539i,0.0012541+0.0009123i,0.0016595+0.0019459i,0.0026414+0.0018575i,0.0018887+0.00082825i,0.00053566+0.00014828i,0.00041041+0.00075571i,0.0010418+0.001175i,0.0011365+0.0011318i,0.00059518+0.00038801i,-0.00014416-0.00075911i,-0.00089104-0.00092568i
0.00042624+0.0023531i,0.0021856+0.0044373i,0.0031898+0.0066649i,3.4736e-05+0.0073492i,-0.0042678+0.0053678i,-0.0065493+0.0044225i,-0.0047973+0.0061017i,-0.0012704+0.0081927i,0.00094101+0.0081342i,0.0015527+0.0056554i,0.00097302+0.0033816i,0.00067255+0.0017065i,-0.00046976+0.00031312i,-0.0025761-0.00022264i,-0.0035764+5.8056e-05i,-0.0031787+0.00031644i,-0.0014881+1.1904e-05i,-0.00026961-0.00040862i,-0.00033072-0.00093974i,-0.00063995-0.00032416i,-0.00060764+0.00059766i,-0.00047698+0.0006058i,-0.00062617+0.00053487i
-0.0042545+0.00077156i,-0.0018878+0.0025983i,0.0014156+0.0041517i,0.0057718+0.0033328i,0.0078555+0.0027797i,0.0035792+0.0020921i,-0.0031131+0.001917i,-0.0071159+0.0036069i,-0.0067894+0.0051301i,-0.0048618+0.0049711i,-0.0028395+0.004302i,-0.0014691+0.0037233i,-0.0001779+0.0020287i,0.0018586+0.00015639i,0.0029038-0.0007729i,0.0025997-0.00021007i,0.0011233+0.00056296i,-0.00040231+0.00085029i,-0.0012288+0.0010533i,-0.00098375+0.0010693i,-0.00018672+0.00096671i,0.00026048-0.00011446i,8.2238e-05-0.00071922i
-0.00056338-0.0013986i,-0.000972-0.0014684i,-0.0027821-0.0011188i,-0.0041637-0.00059222i,-0.0047252-0.0023176i,-0.0017506-0.0053216i,-0.00016818-0.0069811i,-0.0034961-0.0077727i,-0.0052699-0.007492i,-0.0039664-0.0053974i,-0.003664-0.0035184i,-0.0030287-0.0025149i,-0.0010865-0.0024319i,1.7879e-05-0.0036975i,-0.00066074-0.0036256i,-0.0015362-0.0019546i,-0.00095868-0.00040549i,0.00040199+0.00018671i,0.00077687-0.00029757i,0.00076677-0.00054254i,0.00057824+0.00042674i,6.0423e-05+4.0596e-05i,-0.00018181-0.00057341i
0.00022519+0.0015651i,0.0029124+0.0023422i,0.0062763+0.0034329i,0.0084814+0.0052361i,0.0092476+0.0057043i,0.0094748+0.0041845i,0.010189+0.0021644i,0.010744-0.00098506i,0.0095671-0.0033449i,0.0069365-0.0036992i,0.004839-0.0033313i,0.0031864-0.0023075i,0.0013564-0.00075878i,0.001198+0.00054802i,0.0013993+0.0010795i,0.00089066+0.0012845i,0.00088659+0.00099229i,0.0003485+0.00012563i,-0.00072227-5.665e-05i,-0.00084718+0.00010594i,-0.00045995-0.00028616i,-0.00022745-0.00018256i,-0.00024376-0.00067969i
-0.0023821+0.00060875i,-0.002837+0.0015114i,-0.0034763+0.00056903i,-0.003943-0.0021386i,-0.0020689-0.0034557i,0.00066154+2.1289e-05i,0.0023308+0.0059514i,0.0034422+0.0085076i,0.0052055+0.007706i,0.0057366+0.0059834i,0.0040585+0.0037582i,0.0027405+0.0011288i,0.0018249-0.00090504i,2.0193e-05-0.0013159i,-0.0018894-0.0013082i,-0.0028059-0.0010721i,-0.0022434-0.00045022i,-0.00041253-8.4796e-05i,0.00087196-2.2623e-05i,0.00063784-0.00022384i,-0.00037787-0.00092338i,-0.00078357-0.0012606i,-0.00080474-0.00039709i
0.00060418+0.0023936i,0.0028582+0.0016532i,0.0059941+0.0024542i,0.0061401+0.0043049i,0.00076511+0.0049284i,-0.0057199+0.0034552i,-0.0096847+0.0037705i,-0.010899+0.0061589i,-0.0093258+0.0069528i,-0.0060229+0.0054477i,-0.0025548+0.0036693i,-0.0012342+0.0036314i,-0.0004328+0.0042674i,0.00038625+0.0041964i,0.00019311+0.0033902i,0.00019957+0.0024228i,-2.8362e-05+0.0017048i,-0.00046887+0.00098805i,-0.0012185-0.00042023i,-0.0014346-0.0012775i,-0.00080419-0.00061234i,-0.00045331+6.4369e-05i,-0.0003651+0.00016482i
-0.0013566+0.002303i,0.0001645+0.0033458i,0.0019582+0.0021279i,0.0025089-0.00079304i,0.0026657-0.0027351i,0.0012999-0.0041194i,-0.003134-0.0071919i,-0.0077015-0.0091394i,-0.008722-0.0080703i,-0.0073522-0.0055935i,-0.0052927-0.0024816i,-0.0035573+5.0225e-05i,-0.001692+0.00080299i,0.0003601+4.5758e-05i,0.00047635-0.001079i,-0.00033421-0.001036i,-0.00065839+2.6563e-05i,-0.00017195+0.00031242i,0.00010609-0.00026936i,3.3989e-05+0.00028098i,-0.00070335+0.00076942i,-0.00047523+0.00026365i,-0.00030776-0.0002803i
6.7411e-06+0.0018246i,0.0011569+0.0018952i,0.0030298+0.0040687i,0.0030381+0.0053001i,0.0016901+0.0037335i,0.0022585+0.00033471i,0.004836-0.0033197i,0.0064899-0.0047304i,0.006943-0.0051887i,0.0055664-0.0049889i,0.0027834-0.004028i,0.0010511-0.0031908i,-0.00041906-0.0019802i,-0.0016007-0.00012323i,-0.00043551+0.0016285i,0.00037919+0.0016015i,-0.00012426+1.2546e-05i,0.00011009-0.0011087i,-5.1914e-06-0.0012114i,-3.6059e-05-0.00062965i,-0.0001864-0.00028185i,0.00035839+0.00019039i,0.0012234+0.00049411i
-0.0029965-0.0013128i,-0.0030102-0.00043443i,-0.0026509+0.0012615i,0.00087043+0.0024711i,0.0051228+0.0037833i,0.0071225+0.0057607i,0.0081898+0.0070228i,0.0088694+0.0074738i,0.0080513+0.0070231i,0.0062154+0.004601i,0.0046122+0.0014343i,0.0045895-0.0008315i,0.0046004-0.0030177i,0.0028404-0.0049348i,0.0016128-0.0043167i,0.0011702-0.0018091i,-0.00029549-5.9064e-05i,-0.0019812+0.0011831i,-0.0013948+0.0013946i,-0.00041706+0.00058727i,-0.00066602-5.753e-05i,-0.00025984-0.00093047i,2.847e-05-0.0012674i
0.0020851-0.00095994i,0.0036079-0.0013878i,0.0030969-0.0023747i,-6.0164e-05-0.0025208i,-0.0033671-0.00088781i,-0.0042945+0.0032171i,-0.0050611+0.006988i,-0.0060788+0.0087244i,-0.0057482+0.0085383i,-0.0036293+0.0062052i,-0.00108+0.0044506i,0.0011169+0.0030745i,0.0010612+0.0021379i,-0.00090736+0.0015822i,-0.0024481+0.0015901i,-0.0031237+0.0017059i,-0.0017394+0.00011861i,0.00070055-0.0014115i,0.001706-0.0014071i,0.0010892-0.00078109i,0.00031597+0.00038426i,-0.00028617+0.0015481i,-0.00051801+0.0012541i
0.0026822+0.0019148i,0.0039324+0.0018913i,0.0058341+0.00022132i,0.0053762-0.0016973i,0.0014768-0.0023427i,-0.0037851-0.0025444i,-0.0069648-0.0029833i,-0.0076868-0.003267i,-0.007354-0.0034836i,-0.0058388-0.0026122i,-0.0038642-0.00074894i,-0.0028232+0.00037684i,-0.00096888+0.00098819i,0.0009607+0.0015453i,0.0017445+0.00054182i,0.0014625-0.0007559i,-2.5069e-05+0.00021211i,-0.00054509+0.0020395i,-0.00016115+0.0013631i,0.00047521-0.0004834i,0.00036238-0.0010921i,-0.00052799-0.001144i,-0.00063866-0.00053026i
0.00092095-0.0017438i,-6.4965e-05-0.00072374i,-0.0020195-0.00038018i,-0.0036788-0.0010661i,-0.003106-0.0010134i,-0.00039922-0.002129i,0.00097023-0.0043276i,0.00074174-0.0067231i,0.00051652-0.007399i,0.00014608-0.0057323i,-0.00096114-0.0040219i,-0.0022965-0.0029096i,-0.0040481-0.0015535i,-0.0044807+0.00049178i,-0.0030357+0.0020067i,-0.0019985+0.0011344i,-0.0011347-0.00026641i,-0.00050831-0.00056499i,-0.00036303-0.0002202i,0.00011796+0.00036162i,0.00027704+0.00017219i,2.1271e-05+0.00042377i,-0.00082723+0.0017488i
0.00056105+0.0011665i,0.0034545+0.0010184i,0.0057065+0.0019194i,0.0063078+0.0020326i,0.0054287+0.0020092i,0.0045768+0.0024952i,0.0047067+0.0013395i,0.0048909+0.00044111i,0.0052544+0.00075654i,0.0046905+0.00037191i,0.0027098-0.00043052i,0.0019468-0.00054843i,0.0026252-0.00062242i,0.0020497-0.00041679i,0.0016581+0.00014631i,0.0020887-0.00013295i,0.0014413-2.3984e-05i,-0.0002175+0.00024077i,-0.0015508+7.897e-06i,-0.0025997-0.0007727i,-0.00214-0.0017479i,7.5006e-05-0.0019792i,0.0010541-0.0009282i
-0.0026476-0.00023964i,-0.0014538+0.0010686i,-3.6022e-05+0.0024297i,0.0010629+0.0015927i,0.002575+0.00056233i,0.0034035+0.0012625i,0.0021958+0.0028084i,-0.00017098+0.0039898i,-0.0013456+0.0039528i,-0.00013552+0.0036507i,0.0011728+0.0029096i,0.0019904+0.0017081i,0.0020356+0.00061027i,0.00017067-0.0009045i,-0.0015805-0.0013747i,-0.0018741+0.00051339i,-0.0012399+0.0017037i,0.00034309+9.2653e-05i,0.00098432-0.00091602i,-4.1308e-05-0.00013079i,-0.0012032+0.0003663i,-0.0017495+0.00024983i,-0.0010501-0.00049363i
-0.0012946-0.0012233i,0.00037213-0.00087727i,0.0018247-0.00016895i,0.0017626+0.0014031i,-0.00013472+0.0028843i,-0.0029635+0.0027167i,-0.0047365+0.0029985i,-0.004974+0.003394i,-0.0039566+0.0021251i,-0.0025132+0.0012109i,-0.0013104+0.0021762i,9.6819e-05+0.0027541i,0.001448+0.0023087i,0.0024619+0.0021638i,0.0021005+0.00064679i,0.00050845+0.00021978i,-0.00059985+0.0011553i,-0.0008431+0.00072407i,-0.0010346-0.00022606i,-0.00046773+8.2703e-05i,0.00065299+0.00041787i,0.0012244+0.00017207i,0.0002474+0.0004723i
-0.00030254+0.0044662i,0.0008047+0.0054769i,0.0036942+0.0044657i,0.0046816+0.0026079i,0.0035441+0.00021101i,0.0011121-0.0015676i,-0.0017173-0.0013437i,-0.0021894-0.001273i,-0.00055874-0.002074i,0.00061306-0.0020399i,-0.00049216-0.00051619i,-0.0012952-0.00011542i,-0.0020558-0.00044283i,-0.0033305-0.0011605i,-0.0027443-0.0018894i,-0.0021253-0.0017451i,-0.0013371-2.9522e-05i,0.00032412+0.0020189i,0.00050323+0.0028964i,0.00011001+0.0026271i,-0.00023358+0.0015037i,-0.00080217+0.00061456i,-0.00035256+0.00045697i
-0.0013436+0.0012367i,-0.00056802+0.001998i,0.00095689+0.0030936i,0.0021396+0.0019101i,0.0017041+0.00089647i,0.001165-8.2246e-05i,0.00049171-0.0019647i,-0.00019217-0.002123i,0.00012611+6.2487e-06i,0.00078091+0.001073i,-4.9002e-06+2.5665e-05i,-0.0010264-0.0016051i,-0.00057947-0.002081i,0.00053946-0.0011043i,0.0013965+0.00074819i,0.00087508+0.001118i,0.00062064-0.00057066i,0.00042065-0.0013979i,-0.00028423-0.00071872i,-0.00067445+2.3964e-05i,-3.8852e-05+0.00020952i,-0.0001816+0.00054013i,-0.00029682+0.00044697i
0.0015306+0.0035482i,0.0022993+0.0038854i,0.0038078+0.0034261i,0.0042732+0.0011253i,0.00348+0.00016092i,0.0038566+0.0016338i,0.0035253+0.0018219i,0.0022846+0.00020793i,0.001047+9.5234e-05i,0.00031888-0.00025571i,0.0011507-0.0023995i,0.00097028-0.0031214i,-0.00022066-0.0020102i,-0.0010303-0.0017887i,-0.0016151-0.0012769i,-0.00020758+0.0001914i,0.0015862+0.00091673i,0.0018824+0.00037533i,0.00051935-0.00066218i,-0.00057192-0.0015952i,-0.00056267-0.0017072i,5.2307e-05-0.00134i,0.00080261-0.0015507i
-0.00042101+0.0015075i,0.0018578+0.00033273i,0.0030179+0.00038746i,0.0026326+0.0011955i,0.0015868+0.0012329i,0.0016503+0.00079845i,0.0016853+0.00067082i,0.0012746+0.00077765i,0.00097215+0.00012504i,0.0011099-0.00028759i,0.0015287+0.00074814i,0.0017825+0.001152i,0.0019148+0.0013307i,0.001591+0.0014444i,0.00086569+0.00049672i,0.00019272+0.00035093i,0.00013232+0.00052696i,-0.00017622-1.0111e-05i,-0.00046954-0.001281i,-0.00029845-0.001663i,-0.00037514-0.00022699i,-0.00022335+0.0012892i,-0.00039003+0.0014702i
0.00010045+0.0025571i,0.0012307+0.0039723i,0.0017661+0.0043397i,0.0030467+0.0029807i,0.0028816+0.0019318i,0.00043567+0.001141i,-0.0019452+0.00079001i,-0.0021597+0.0021478i,-0.00047631+0.0028074i,0.00037582+0.0010146i,0.00011005+0.00082462i,0.00018062+0.0017814i,0.00054969+0.00081634i,2.9235e-05-0.00074803i,-0.00034013-0.0012209i,-0.00045075-0.0010859i,-0.0011854-0.00025933i,-0.0018766+0.00072611i,-0.0023968+0.0011025i,-0.0016645+0.0012298i,-0.0004242+3.5627e-05i,-6.0585e-05-0.00061745i,0.00016568-0.00080199i
-0.00017001-0.0022922i,-0.00033817-0.0016579i,6.6428e-05-0.0011374i,-0.0015694-0.00034119i,-0.0020633+5.8936e-05i,-0.0017269-0.00094541i,-0.0024236-0.00048234i,-0.0042195+0.0011558i,-0.0041424+0.0015452i,-0.0017062+0.0006114i,-0.00088677-1.0451e-05i,-0.0011162+0.00066515i,-0.00029812+0.00092415i,0.00039129+0.00077895i,0.0010385+0.0011968i,0.0016655+0.00088912i,0.0014333-0.00031233i,0.0018518-0.00085839i,0.0018529+3.5321e-05i,8.1865e-05+0.00024191i,-0.0011614-9.2182e-05i,-0.00069557-0.00015743i,-0.00074957-0.00014758i
0.0019065-0.001245i,0.0037208-0.00052199i,0.004187-9.7299e-05i,0.003332-1.0521e-05i,0.0013637+0.00075036i,-0.0001484+0.0015697i,-0.0002082+0.00018519i,-0.00064258-0.0022303i,-0.0011651-0.0028915i,-0.0013828-0.0020308i,-0.0015875-0.0022964i,-0.0012163-0.0023767i,-0.00082454-0.0013064i,0.0002582-0.00042579i,0.00046363+0.00020021i,-0.00011654+0.0012707i,-0.00093733+0.0016849i,-0.0013983+0.0018759i,-0.00036656+0.0021286i,0.00039697+0.0014822i,0.00055174+0.0008715i,0.00049948+0.00058527i,0.0012296+0.00068185i
-0.0008632+0.00058303i,0.0012694+0.0011496i,0.0041449+0.0014953i,0.0042422+0.001114i,0.0023623+0.0014024i,0.0017722+0.001713i,0.0013408+0.0013756i,0.0015288+0.0007913i,0.0023452-0.00011692i,0.0024093-0.00038538i,0.0022412-0.0012643i,0.0017441-0.0016385i,0.00013508-0.00035728i,-0.0015345+0.0012452i,-0.0023926+0.0019242i,-0.0013577+0.0017107i,0.0012664+0.0010459i,0.0026671+0.00025835i,0.00148-0.00028757i,0.00018284-0.00039295i,0.00044274-9.1016e-05i,0.00045436-0.00011399i,0.00018031-0.000196i
0.00084241-0.0027514i,0.0001182-0.0015267i,-0.00034984-7.0595e-05i,-0.00087637+2.2055e-05i,-0.00015+0.00039826i,0.00054661+0.00047302i,0.00023741+0.0011259i,-1.7918e-05+0.0022974i,0.00037179+0.0024749i,0.00072639+0.0016935i,0.00048787+0.0011024i,0.00042859+0.0016771i,0.00026008+0.00077995i,-0.00022187-0.001057i,-0.00047984-0.0021117i,-0.001112-0.0024255i,-0.0019707-0.0026875i,-0.0014657-0.0024206i,-0.00062493-0.0017207i,-0.00051437-0.001341i,-0.00055233-0.00050715i,-0.00067923-0.00015014i,-0.00059314-0.00045699i
-0.0020936-0.001032i,-0.0017446-0.00042966i,-0.0011342+0.0023108i,-0.00031033+0.0031241i,0.0012302+0.0019493i,0.00090204+0.0017566i,-0.0015204+0.0014288i,-0.0028803+0.00065056i,-0.0029132+0.00041787i,-0.002046+0.00077476i,-0.0015805+0.0013553i,-0.00094304+0.0011954i,0.00037449+0.00069462i,0.00035546+0.00046743i,0.00084511+0.0002244i,0.001174+0.00043967i,0.0009584+0.00026598i,0.00073714-0.00047798i,0.00050244-0.00085616i,0.00056542-0.00091974i,0.00034139-0.00084167i,0.00015199-0.0012722i,0.00050065-0.0015762i
-0.00047282-0.00051971i,0.00070488-0.00059081i,0.0024266-0.00011885i,0.0033846+0.00031225i,0.0019792-0.00026218i,0.0016698-0.0012537i,0.001065-0.0021563i,-0.00045951-0.0032861i,-0.0013623-0.0032261i,-0.0023428-0.0026026i,-0.0028404-0.0023229i,-0.0018424-0.0017836i,-0.00066862-0.00071409i,0.00036266+0.00029398i,0.00073858+0.00084641i,0.00036238+0.00086844i,-0.00039267-0.00031926i,-0.00085895-0.0012471i,-0.00095156-0.00093291i,-0.00094196-5.7343e-05i,-0.00042907+0.00067572i,-0.00025986+0.00078914i,8.3003e-05+0.00017761i
-9.9264e-05-0.00030329i,8.1646e-05+0.0004154i,0.00075657+0.0021205i,0.00084851+0.0023997i,-1.6737e-05+0.0019679i,-0.00038102+0.0024318i,-0.00021162+0.0014757i,0.00012359+0.00048125i,0.00084637+0.0005964i,0.0014192+0.00051535i,0.0016938-9.783e-05i,0.0014545-0.00089558i,0.00018568-0.00070569i,-0.0013487+0.00026484i,-0.0017006+0.00062595i,-0.0014814+0.00162i,-0.0015488+0.0032481i,-0.00098969+0.0035769i,-0.0004162+0.0022891i,0.00012448+0.00078366i,0.00072337+8.1014e-05i,0.00015322+0.00052598i,-0.0010031+0.0013588i
-0.001294+1.3519e-05i,-0.00083439+0.00037939i,-0.00070279+0.0012631i,-0.00081124+0.00153i,7.7156e-05+0.0019774i,0.00084458+0.0019692i,0.00070727+0.0031035i,-0.00043653+0.0043586i,-0.00027525+0.0036599i,0.0011854+0.0024927i,0.0016863+0.0019989i,0.00089385+0.0016997i,0.0002595+0.00035001i,0.00069493-0.00046207i,0.00020035-0.0016511i,-0.00022227-0.0028514i,0.00021791-0.0016636i,0.00040002-0.00044581i,-0.00031162-0.00022068i,-0.0011312-0.00049116i,-0.0014551-0.00055314i,-0.0012419-8.6161e-05i,-0.00063073+0.00019716i
0.0016527+0.0023398i,0.0023775+0.0017151i,0.0034534+0.00061529i,0.0038495-0.00081445i,0.0027986-0.0022612i,0.0001117-0.0020369i,-0.0029559-0.0011383i,-0.0045958-0.00042632i,-0.0034585+4.9024e-05i,-0.001698+0.00041062i,-0.0016255+0.00098305i,-0.0020456+0.00087736i,-0.0014422+6.8345e-05i,-0.00047778-0.00094376i,1.2054e-05-0.00096857i,-0.00020114+0.00041983i,-0.00013687+0.0011387i,-0.00040571+0.00063693i,-7.6199e-05-8.0816e-05i,0.0011683-9.265e-05i,0.0014484+9.7616e-05i,0.00092613+7.9122e-06i,0.00047075-0.00045706i
